Disability,married,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Mental,Married,Male,69.97546290537542,19.27946820246433,C,150.79072418967553,D,-87.36105941723558,103.03717161741115,C,0
Mental,Single,M,30.464653494533888,35.63577399684609,E,152.67912097817134,D,14.393443522146883,5.3761165082190585,A,1
No,Married,Male,-87.83119909708374,-47.80969654876108,D,-9.507401717374696,E,226.7171128800313,65.1825152352054,B,0
Mental,Single,Other,-23.57868736502442,52.66560348815562,C,-20.353574485657933,A,49.01628267723328,8.07015288048692,A,0
Yes,Single,M,23.494390622412723,188.41447300879602,B,152.79602319608276,B,15.28776310358158,-112.16988251950701,C,1
Physical,Single,Female,-20.700798102444327,43.36258181838249,C,-21.730139217020888,C,-75.10421983362139,-61.69419104831621,C,1
None,Divorced,M,150.7190357336749,-4.400672871377743,C,-68.46393827879118,D,23.64071048445842,120.89865903827481,C,1
Both,Single,F,87.60306308977486,83.1219062094805,B,91.19339088795635,A,-66.7994051704153,-58.52792083221872,A,0
Mental,Married,Other,144.00396374320948,41.76604000333484,B,-25.071437767859795,A,-120.21540283264866,-100.55283084893958,D,0
None,Divorced,M,-31.793438472446418,64.54448607617367,E,-138.82341222633468,A,31.432053247898867,-7.0946495017458835,D,0
Mental,Single,Non-binary,-260.4906777559434,-160.3207421017832,D,-0.005107947644353138,B,117.43959254069347,194.39852387390235,E,1
Both,Married,Female,-196.47820918642142,-0.9891641284976015,A,-14.89769199018108,B,65.00059519484226,52.21332153907693,A,1
None,Married,Non-binary,41.280085928370895,86.6625736290015,D,-9.199520086049748,C,-117.28079014229903,-146.243891134116,A,0
Mental,Divorced,Other,4.396712896311629,202.53457809617151,C,171.31301179403147,C,42.78565526843109,56.37830390947101,E,0
None,Single,Female,-126.83139612381487,31.28723373560437,B,50.847810896237334,C,-67.31100548929287,-57.117741694312706,A,0
Yes,Single,Other,-74.51426509547876,105.84256611171361,D,-44.73291455234311,A,-4.461505914547731,-109.52176036733286,A,0
No,Divorced,Female,268.64218674811934,102.02540893947496,A,47.667565187957514,D,-19.373257062788767,262.03255579278215,A,0
Physical,Divorced,Non-binary,23.532340011161157,-27.681556752835302,C,-53.862049532667825,E,18.162338835490925,16.74974077227187,B,1
No,Widowed,Non-binary,0.6991459640662205,-117.50557908160329,A,-50.56805911814679,A,-119.8978454278986,38.35467332970751,E,0
Yes,Widowed,Female,-275.4544949508653,29.338572953159055,B,-194.19017056954868,B,-33.513863074571255,-127.19043634527394,D,1
None,Married,F,149.3735458486122,-13.228583729397405,D,68.93178184415206,B,19.092944262856783,2.808884165617992,E,1
Physical,Married,Non-binary,44.00536379859983,-27.42070134097501,E,-135.7638815038161,B,65.61461965875321,-135.06749114510046,E,0
None,Married,Female,-28.349881694414904,254.90625498769955,A,0.9695249746287915,A,1.3908354727558472,33.45184136524187,A,1
Physical,Married,Male,-86.86365177665624,-203.2606404888385,C,-155.10152928023336,D,76.89679517254604,-3.950191432900275,B,1
None,Single,Female,-224.10662121167354,-137.25486129749407,B,-115.93957283561413,E,85.44962692794503,-96.22092535449711,B,0
Both,Married,Other,-38.41550637802209,-15.435418435143546,B,104.96544126501688,E,119.69780701658581,-176.8522814863039,A,0
Yes,Divorced,Male,18.692750375951313,3.212271400824216,D,-45.47146325361907,C,59.64009817587366,13.23501846617191,B,0
Physical,Married,Other,-12.725377103936253,87.67032612441314,A,-135.53971977351685,E,-99.25828587612767,53.014243162671306,E,0
No,Widowed,Non-binary,142.89090643998955,29.694132326470246,B,-54.71100747452277,E,-4.236796064044764,19.06722260779085,B,0
Both,Married,F,-55.72477094026025,3.450820844554054,B,9.457797279619813,D,-70.44102911141425,-38.67447722640656,C,1
Yes,Divorced,Non-binary,40.236452003903224,-63.53051933992969,D,22.584199374389172,A,-38.0352547933592,-178.21400729919142,D,0
Both,Married,Other,-11.540868202661892,59.65081365907267,A,-82.99724616995887,C,-188.82990896853326,7.0853936422971735,A,1
None,Widowed,Male,-31.85574729275223,33.72334324618586,B,192.8286305854922,D,126.16599064405693,-163.01262282785683,E,0
Physical,Widowed,M,114.1194281928427,19.63387782278632,A,82.30946886235941,A,11.385604718768988,104.91826544432317,D,0
Both,Married,Other,14.72209111456895,-33.120709550132794,B,174.63934771763573,E,154.37843816769828,0.1036355682413524,D,0
None,Widowed,M,-15.737611441231888,-56.04674350593007,E,-103.97968536810932,A,9.843756319707799,-29.656712438700616,A,0
Both,Divorced,Non-binary,143.75673037872753,-38.58018473655539,E,78.25386696393218,B,61.153704216566815,22.43656417485963,C,0
Both,Divorced,F,-43.74537692770771,82.40663856963452,C,1.6578025460364163,B,217.1375067900644,62.787157284164444,E,0
Mental,Widowed,F,-73.00275631162798,-69.64757724446542,D,-47.95744511968719,D,175.99840346629242,-86.96682778317162,B,1
Physical,Married,F,-165.2405101656042,-19.606235551067044,E,-71.28125682924419,E,-51.32694416335182,28.980431811973517,A,0
No,Married,Male,67.31187771783998,-60.15454390439147,C,-52.41447536660082,E,-101.21008638044344,-73.69920024445656,C,1
No,Widowed,Female,-98.42537182283696,1.1838310596662645,C,14.446319031632987,A,37.62642695002087,-21.46661592033306,B,1
Yes,Divorced,Other,-69.59994707404385,51.75032154269458,D,118.87834919767482,B,-42.63231358169113,-88.34081523982664,D,1
Physical,Widowed,Male,65.36508147388307,33.8429349235647,A,-49.33379469286546,A,98.93452461626865,-184.3582212666094,C,1
Yes,Widowed,Male,-81.6760216206008,27.48742230016329,D,16.311914348360265,C,-1.799809355578834,-20.82139460310938,A,1
Physical,Divorced,F,94.51326073008681,-0.24581512806878314,A,-129.5853686981122,B,163.70635472283416,-44.430742203270604,A,1
Both,Married,Female,142.44715366384762,-77.77225579877206,B,-63.24873090501642,D,229.26992883112916,105.72212806458656,C,0
None,Single,Non-binary,235.655905242818,40.44518174262501,B,-62.55156427120544,B,-185.43887124118018,-95.32335525685014,A,0
None,Married,Female,46.23450057510652,-72.8136599033683,A,18.58316812912518,E,-213.342965132164,61.525662288854974,D,1
None,Married,F,-0.15642429986562495,67.40249590374711,B,20.386752258276562,A,-26.062118012729226,34.21116471693107,C,0
Physical,Single,Other,-17.443756363138576,-133.23200471976136,E,-92.55947269789056,C,104.18031712051553,-123.97435537001496,B,1
Yes,Divorced,Non-binary,87.3587716443631,5.135530783528506,D,101.49023359082226,E,81.64711881018391,66.1447118439191,B,1
None,Married,F,12.9098824664452,-20.781628881137166,C,-12.515713201733474,D,140.55640993329507,-83.58352881328871,E,1
Both,Single,M,-74.25710049554965,211.81478977734037,D,-216.98590250604317,D,-6.229834062531003,34.399649854340275,B,1
Yes,Widowed,Female,33.53617253684113,61.64769788302791,E,75.42295601413369,C,-94.32844646090895,-196.30641541614912,A,0
None,Single,F,-49.089652976085375,115.84413783952792,B,200.62572106300914,E,-210.77334511755973,166.4057648876272,A,0
Yes,Married,Male,-11.256164699154823,-65.01202659572,B,302.5921192866858,C,9.015508091748758,124.17404293037212,E,0
Mental,Single,M,92.16246906932756,-41.35580635274241,E,-35.90077944228159,A,-18.966109367090063,188.85059341737386,B,1
None,Divorced,M,170.27919517193718,162.64525900488113,B,-53.05100783285328,D,-10.14976637006066,58.561194093587545,E,1
Mental,Married,Male,132.13042550796098,-176.75431873837454,C,140.05212650528455,A,-142.68009348352163,-13.247004744476488,D,1
Mental,Widowed,Female,162.78388036083265,21.105205527644245,B,57.79614137856183,E,-24.52283671564536,108.74029387932116,A,1
None,Divorced,Non-binary,267.63785377482395,-5.582782651428097,D,97.35793926999767,E,45.393963252230556,-82.34882530015749,C,0
Both,Divorced,Male,-57.361891440117915,76.4032054131157,B,-48.80704450367872,A,-88.7746264064276,21.393068326824057,B,0
None,Widowed,Male,-54.794646025806216,-111.9560589244818,C,-192.2901025710765,E,12.651267788314247,91.72205726474691,E,1
Yes,Divorced,Non-binary,-69.663675705937,10.737284376319163,C,114.9015545054781,B,-80.4851621078937,-41.44733714147876,B,0
None,Divorced,Male,-138.0639372572466,176.0664848609003,B,32.856719192718415,E,-109.93328323916487,68.00446286761544,E,1
Yes,Married,Female,28.587373421850497,-25.24583263127813,C,8.248348302975387,C,-109.9606477210172,62.39961688418045,A,1
Both,Divorced,Other,73.0357407774116,93.0760277061703,D,-72.09417897328798,E,-98.42833644872249,153.6574566518272,C,0
Both,Divorced,Non-binary,111.26974212004154,-53.99449347052446,A,-122.38111643041425,E,12.448269275109608,95.38647294266667,E,0
Yes,Divorced,F,-80.65437535792016,-125.83760281783883,D,-6.944460666423942,D,119.38383507450303,41.50316465302374,A,0
Yes,Widowed,Non-binary,86.26841432912397,23.146974046051515,D,18.569726913203947,B,-30.650717065025933,-120.47795276768711,B,0
None,Widowed,F,-35.2992373663911,-32.24685062502376,B,-46.56060966436263,E,41.947283746424716,-191.16465225370004,B,0
Both,Single,Female,27.926951096506848,22.902367473489207,E,-209.2511172394031,C,-199.1793497516411,-120.08583697339019,C,0
Physical,Single,Non-binary,105.89530522046624,-62.226319378654736,B,-111.81499248368867,E,-42.508605911292165,-45.610406663325584,B,1
Mental,Widowed,Male,-42.235072477953445,-32.38962595540036,E,14.49475079774416,E,-1.9015121178627428,94.07027220418378,C,1
Both,Divorced,M,7.401908102575414,44.50861869360081,C,33.18409474057666,B,26.809595983230473,-103.7334054011193,E,1
Both,Widowed,M,-145.16092297560033,33.94927135871204,A,6.434062372496485,E,-10.505888373005837,-107.33190882517938,A,1
No,Single,F,177.61342007437707,-7.115418996142646,D,-136.34322636302898,E,-185.00357450938387,-9.714321555242325,C,1
Yes,Single,F,-83.21375544673998,-17.52194813313617,A,49.15196087028244,A,-103.4439545537505,-85.09346756159773,D,0
Yes,Widowed,M,14.784180835123498,-27.872554811516586,D,3.861410467029075,A,-92.9423687331287,8.613633568606414,D,1
Yes,Single,F,-129.0123790825253,147.88577058085014,A,-132.54551707634843,A,-90.71564949480214,19.82388516244294,C,1
Physical,Married,M,34.39065395937603,20.668871330279778,A,-21.758140672915495,A,-75.72770326736187,39.37419789181568,D,0
None,Divorced,F,-103.93119125861192,191.380144850471,E,19.69320393289229,C,-168.84418403377447,4.284730932879797,A,0
Yes,Single,Female,-67.50661491540329,62.04288543550211,E,-27.406222134099174,B,93.84997663461712,-135.59996578880606,C,1
Physical,Divorced,Non-binary,15.901905745009207,-26.259124456233618,C,-64.31725423005716,A,-124.49875483577564,37.25531487446139,A,0
Mental,Single,Female,-29.29224295850284,69.6774829024551,C,92.52065027858146,A,-190.79058594206617,15.588888338063125,A,1
Mental,Divorced,F,47.995841859411634,-6.276493454536363,B,15.297296104254606,D,-75.20027463740604,-195.00375229932314,A,1
Mental,Divorced,M,90.55673746305008,29.874334345835408,B,193.3268306493828,D,7.557240388279844,-54.2345390422045,A,0
Physical,Single,Female,118.07050385613296,44.47308037201015,D,210.24492742753188,E,41.95806120706346,-89.2751820473581,E,1
Yes,Single,F,100.57178545230292,111.09938006300347,B,-68.45459111956269,D,27.431927330320725,-92.12570132104432,D,0
No,Single,Male,-98.10789539162667,72.9885617122772,E,-27.06294088357889,B,-9.94668742585499,-8.383017707638283,A,0
Yes,Widowed,Other,12.535851641887518,41.635694568114964,D,-75.35484952606369,E,-130.08525207474278,62.67006572441686,B,1
Both,Married,F,-83.1292639994157,3.4437821805971125,A,-42.6570828893372,D,-12.419882459973918,131.31619384362293,D,1
Both,Single,M,-65.21687347088407,-46.94898362112914,C,-13.568007940929574,C,-148.93561678920366,56.64864073072926,E,0
None,Widowed,Non-binary,71.0598583428448,-82.62209517323032,A,109.18885604856821,E,140.0516767571263,-19.55203403276765,B,0
Yes,Married,F,-73.94835931211111,-28.493445882898026,C,34.4562319168142,D,-41.936565334397066,-175.69209868226577,E,0
Yes,Married,Female,24.86285432388761,-98.31039076660021,C,94.3711337366466,C,14.188322719744109,-59.588075543858096,B,0
Yes,Divorced,Other,-55.12387945905451,44.933115802882895,A,-231.99032003885173,D,-100.80080992245209,153.5075685082408,D,0
Yes,Divorced,Other,-97.90122518871492,-214.23290894881742,A,-72.02563541412023,C,-60.47634860579245,127.20044399296302,D,0
None,Widowed,F,36.836246558758425,156.22777692085842,C,48.90429700415235,D,163.5725761107129,141.851718019131,C,1
Yes,Single,Other,-29.85554363560746,135.78003378803288,A,-11.680259561837252,B,76.16287619289517,-91.82419910079219,A,1
Yes,Divorced,Other,49.508141956318035,-61.65356576052754,C,-0.583120873755877,D,38.291882254010545,-30.391321047919988,B,0
Yes,Single,Female,-99.62225708120046,-112.26286554669728,E,-79.71084814460629,D,53.69287073044971,3.250183227878916,E,1
Mental,Divorced,Non-binary,-133.52133563570655,74.18559326184231,D,-94.4336320769524,B,-44.71450552506609,46.25936537512765,B,1
Physical,Widowed,Male,-88.65405603978314,-76.65099928632921,C,-131.32981312249652,C,112.46548985124663,-28.558470172648747,B,1
Both,Widowed,F,127.05279075587525,-1.9087065460917394,D,39.14779829620792,D,148.3700558060137,-24.092717344132737,D,0
No,Divorced,Female,79.87171877364183,35.02352661648029,E,171.78680717342152,A,-53.19552437311529,-74.02123740837115,E,1
Yes,Widowed,Male,-77.19954020578997,152.52266398532785,B,216.02518149779817,A,123.84026828997719,-6.41472189150401,B,0
Physical,Single,F,-7.345111723820945,-159.32619286625192,A,65.33155128023151,B,21.989102065330314,62.93326803060888,B,0
Mental,Widowed,F,-160.88413704829316,78.95988779424867,B,-80.78507381390696,A,-64.78078442273633,-16.0820391282041,C,0
Yes,Married,Female,18.923854227210075,-106.29639916799096,E,1.490601684550057,B,-27.190137635500733,-102.5373307576535,E,1
Physical,Divorced,Female,-149.73458578098757,26.488016079634562,C,-111.90485248269309,E,-142.96613430866736,40.32200927192346,B,1
Both,Single,Non-binary,-116.1666552305854,-138.3513862506752,D,54.19624761037605,E,-3.947387668467448,-147.0155621313876,E,1
No,Divorced,Non-binary,-92.59727814588886,48.35600544442602,E,89.572273926453,A,26.397106218278115,-9.981783758820374,A,1
Both,Widowed,Female,-45.094382939721726,20.597401607609385,B,-132.95675899892854,A,-87.65992658007643,54.399762201351756,E,1
Mental,Widowed,Non-binary,18.69768857785687,-21.09473142106074,D,-42.81077036521856,B,117.32287097261118,-32.04395126417483,D,1
No,Widowed,Non-binary,54.23833453839442,99.76057568195445,C,82.20320164732962,C,68.17813811511759,78.44831114826712,B,0
None,Widowed,Non-binary,76.31544479282566,-18.446480678634533,D,-17.577545734419843,C,75.78646959214477,-93.2284691215971,C,0
No,Divorced,Male,-170.08859685408788,68.94234884718969,C,-75.1418050421276,C,-79.87776234120255,5.683268472262238,C,1
Yes,Divorced,F,-29.9181484443941,67.67950436630554,A,18.7332546783149,A,-145.30017232307614,125.71627119079956,B,1
Both,Single,Other,68.63091112718226,-12.363887442249544,B,-40.32416193431552,D,-14.148914917169511,250.96444799778558,C,0
Mental,Married,Female,154.5149132489954,-246.44259507208952,D,-1.0454956416977157,B,-34.3936304644323,-116.64173974019782,C,1
Both,Single,Other,23.046325683853038,-85.85237706588654,C,116.87256286928682,C,35.89601655719591,48.9325935153966,D,1
Both,Divorced,Male,108.06448203550833,40.84000182551996,A,-9.651822175534537,C,221.74317027040428,84.12411566512674,C,0
Both,Widowed,Non-binary,-219.6593570082914,-173.10998224740717,A,-113.94545393395192,C,-138.62252919573774,84.5236675649629,E,0
No,Single,Other,68.08635052673473,-23.011862331522245,D,-85.71513676175094,E,127.78227572998091,19.049376969513798,D,0
Mental,Divorced,Male,-62.80337130586457,123.61790746369368,D,72.32129098735146,C,45.29939764748796,-96.82872319395372,C,0
Physical,Divorced,F,16.20729625732203,-15.739292660848664,B,51.41212828951275,B,-51.780987927609125,-27.86442246509325,D,0
Both,Married,F,-33.98590746452979,12.538892966417917,A,134.4328900683728,E,-31.455361093132073,68.36875441338522,E,0
None,Married,Other,46.558665935182766,-69.32279746706313,A,-167.88171377140398,A,14.934868392041889,75.70585555310541,E,0
Mental,Married,M,44.161654318715925,66.20776819970884,D,2.5854518337807098,C,-13.582961546840957,-43.964780041988824,B,1
Mental,Widowed,Female,-61.505600847001,46.09540665967456,B,-155.81921703288785,E,-106.42439499060721,6.023131259737671,C,1
Physical,Widowed,M,90.61299294730273,-196.10972697692966,C,55.90462271953038,D,-10.495124812693717,-186.06692720376833,C,0
Mental,Married,Other,14.748073406250786,-88.32246562401862,A,114.03920827993923,B,-72.34167718463827,-103.4893576607659,D,0
Mental,Divorced,F,-28.796301312029243,72.66519067042411,D,4.734884096299744,E,-43.84173046882661,-182.81786203023353,A,0
Yes,Divorced,Female,135.78134747000604,19.518669462474403,E,15.61801142981,A,-36.492757350725086,-124.59759463875999,A,0
None,Married,Other,-39.75616076571887,-150.99430069099347,E,-83.0623619078978,B,41.562305039749646,130.4496114684717,D,0
Physical,Married,Other,122.92378894642715,60.96925156901487,E,50.406648345702784,E,58.78941030350029,-79.3354295754642,E,0
None,Married,Male,89.53985559929248,-34.50820742256303,A,-7.755307169202,B,101.99820625084905,168.11551161619693,E,1
Physical,Divorced,Other,143.85725865885126,-119.2834697583564,C,-156.54516272297298,A,49.069122610179036,17.049898129798603,C,0
No,Single,Male,-72.60314101409452,-104.58230502293797,E,-90.56532054426822,B,-9.617384114411363,-114.5694502093948,C,0
None,Divorced,Female,-82.60346506458141,-41.157596819590424,E,103.95410469497655,C,129.0554635929087,78.1439240165337,C,1
Mental,Married,Non-binary,158.18759575090502,76.26495833421465,E,185.26434639038885,A,-256.57200420248137,-24.65130421411508,A,1
Yes,Divorced,Male,17.632650821135183,120.44683343981144,B,-47.182622962014634,D,-6.789138972157572,-176.9858386795208,B,1
Physical,Divorced,F,18.355523077906305,152.65809563547126,E,-85.85480926099261,E,-100.68347906446886,-178.57646671466878,D,0
No,Married,F,-61.84602687847812,66.08351981150676,B,-69.07382928671723,B,-52.66551517482997,-72.99628630128704,C,1
Physical,Married,F,245.3414386876471,64.65587461675602,B,-33.655896911870336,D,132.38478914648022,22.87159181118537,C,0
Physical,Widowed,Male,-51.54917435142028,-0.430870825662388,D,96.50983993308716,D,-164.24405561101602,-79.51834920527885,C,1
Physical,Widowed,F,-42.957290243223326,-15.89730293413153,E,-118.983655158305,E,51.91638276124254,-263.41381263829925,A,1
Physical,Married,F,137.40651696131548,-83.83967444759372,C,74.4467155376272,E,136.911218427184,38.3535210930213,B,1
Both,Single,M,-36.76999141612909,45.71121014535962,C,39.5425322760624,E,-263.6780520671811,130.03039989987002,B,1
Mental,Divorced,M,-39.951972757478735,126.6000018106644,B,110.87271723308577,C,49.270989980877,223.55723197829164,E,1
Yes,Married,Other,110.9714486570248,-65.20666871408928,A,-25.996001067775005,B,5.5668941485156695,-166.95417111584493,B,0
Both,Divorced,M,67.22161357161276,95.34054753374505,C,28.919700980675266,B,29.31931447795948,-16.04765450050417,C,1
None,Single,Other,-61.40406639657458,-26.838959526902762,E,-107.70676144153548,D,108.2762333702555,-150.05715746285776,A,0
Physical,Married,Non-binary,-16.738755777798296,27.42720984361511,C,-210.56197961841514,D,23.896172577316264,169.27994210438914,D,1
None,Single,F,3.717605417284357,-50.59937119975305,B,73.47353815534683,D,-29.88174739376519,30.05779461720745,B,0
Physical,Married,Female,-106.32116349592835,-126.04393250123334,E,-140.0884306094996,A,50.420076175231344,28.796993905460994,C,1
Both,Widowed,Other,-94.86009694532963,190.21896702015937,C,-48.64212914896206,E,52.55191338578857,-114.8006260769207,B,1
No,Divorced,M,-73.05995412316585,137.69796927688154,A,154.96021235445997,A,113.67523888115501,1.3913030264632762,D,1
None,Married,Male,-107.89069014820055,129.378678618411,C,-138.22848150175668,C,-11.095407659684184,-12.962185750604341,C,0
None,Single,Non-binary,-48.58512097405529,-133.97623420696036,B,19.089403417758426,E,-79.73131992537641,-23.295632709719687,B,1
Both,Divorced,Male,46.110156209792265,-76.49182234196174,A,-136.7135466341571,A,14.6195883617563,9.813508251806843,A,1
Physical,Divorced,Female,-33.9638884197898,166.35207750202846,D,103.41447867580722,C,-74.15036052102501,133.0994427128215,A,1
No,Widowed,M,-183.97917998743821,-37.920245859981044,C,62.71162893476697,E,-17.24569765389113,15.167445731913471,B,1
Mental,Married,Other,-150.26754189027753,48.482857382097016,E,-30.74266881189714,B,189.54713771913066,21.340190704934727,A,1
No,Widowed,F,10.659032294036953,-73.56707695201052,D,23.883955048827506,D,-2.1118442324322233,-80.9053673072156,A,1
Physical,Single,Female,-0.295400492872257,-51.0612956632457,C,-161.42853064638928,D,-132.17763847963394,28.753905513964785,C,0
Both,Divorced,M,236.13881999708198,18.58695878058861,D,-66.08803426504127,D,-4.93454336005376,39.2601436124858,A,0
No,Married,Non-binary,-9.295117482991767,-13.881470726618423,A,63.403422613150575,D,-262.1517747376308,-90.66367045486447,D,0
No,Widowed,Non-binary,-26.182551064535474,232.42823865121397,A,-56.438638393197074,B,-108.78670119045589,54.48671817761033,E,1
No,Single,Non-binary,-67.64145515289148,54.40086905586675,A,74.8032581667496,E,-72.85157581664834,149.50709811137077,A,0
Mental,Married,Other,21.04064498851929,-33.737513450352694,D,-48.5688582434536,D,70.9554750960071,81.5626538210495,C,0
Mental,Married,Male,-50.072009916944225,115.98221961845397,C,49.35610767139917,A,-106.45089382451683,141.47535375656204,A,1
Physical,Married,Female,-111.71638708326145,-29.421503688833155,C,-182.88535452129068,E,-53.08588322017596,-297.8043033319971,B,0
Mental,Single,Non-binary,106.6895098158555,-112.83833342168639,E,139.54450218468094,E,88.05287818745093,20.517335150742444,A,1
Physical,Single,F,-63.512088681218835,18.01174664128925,B,-0.5781060858877347,D,20.363721650168394,-3.7824174513195405,C,0
No,Married,Female,-110.0124627143575,99.12387312406786,D,83.78022137149466,E,11.897423421641276,179.60457296329716,B,1
Physical,Divorced,Non-binary,162.43907608150252,4.981095007546163,A,176.62104889284856,E,125.66170075884283,43.348676957241615,A,0
Yes,Single,M,16.116914900441422,142.6930060183925,D,-143.90776164381137,C,-38.5906614933328,-82.88549051163781,E,0
No,Divorced,Female,80.8882397861047,116.42421163451671,C,9.076975642313398,C,80.31717834990097,-75.84889392124778,B,1
None,Married,M,-96.49682060730791,61.5020812393815,A,-210.27072672344852,C,138.1449960693687,-99.33169926710347,D,1
No,Divorced,Non-binary,-168.70017518551813,-68.3961647796117,D,-152.25958671026123,D,-54.81952023765023,69.6552014974413,E,1
Both,Divorced,Female,-0.5430788701517623,-68.95999536690826,B,-116.22382942937757,B,68.65148531190249,173.92022434416324,E,1
Yes,Single,Male,-125.41347323048548,-79.273178783225,E,32.12801293350346,E,-60.231623281094414,-105.4916517525324,E,1
Mental,Married,Male,92.2970844335881,86.43436302504395,C,-86.27994663724252,C,29.05084674710705,-11.52116876970041,B,1
Yes,Married,Female,33.373032108959144,-40.35997630037467,D,5.6576702757795525,D,60.85542523388718,146.81640802376413,E,1
Mental,Single,M,-66.7338073926299,40.8296905567207,B,-76.66604710601462,C,-62.06720136057127,-84.62897932192259,D,1
Physical,Widowed,Non-binary,-66.61598408854825,74.74053507396337,C,8.867568189392642,C,-205.51907021155392,-51.99135816087514,A,1
Both,Married,M,-64.35389456640463,-96.1476075754549,E,55.33128243730721,A,86.99263105090635,134.37751550576172,B,1
Yes,Widowed,Female,-230.70595282635847,-128.24595406740428,D,138.3226024120943,A,-19.568049379040353,91.87508665826479,C,1
Mental,Married,M,-75.52233923444726,-37.8044020817813,D,-29.587711429884227,E,26.37655599260406,71.22689809637292,D,0
None,Widowed,Non-binary,110.83493566200038,-100.20217127602163,C,74.10010014791276,A,26.011659765432338,149.36199791592745,B,1
Both,Widowed,Male,-78.94149320685919,-55.18048376012244,A,97.42404035072256,C,117.82573286337505,-14.983972640504199,B,0
Both,Divorced,Other,-140.33749233723222,-125.79245799528141,E,125.09635828896093,D,56.23048308995913,35.215544167682246,C,1
No,Widowed,Male,-56.963753272315444,45.96893178044065,C,206.70530296304156,C,-176.67015557353545,34.14573118970896,E,0
No,Married,Other,108.87547769660408,84.06892383723273,E,-83.04060830800111,E,149.46079644491817,26.303836375578832,B,0
Yes,Single,Non-binary,186.4622762366968,225.00533393644702,C,63.44452348128523,A,134.5067589875463,76.5903578907406,D,0
Both,Widowed,M,65.88198720355524,-150.5244203410441,D,91.00800992842412,A,-114.72320810865384,-31.00982894188304,D,1
Physical,Widowed,Male,7.661933550938587,66.37203795956405,C,-38.87559531821685,A,65.79261308522523,69.96958540442286,C,1
Yes,Single,Male,-98.3765129732951,-53.73535815207408,C,-11.735767005659769,C,-23.20582991893564,-40.22179280464555,B,1
Mental,Single,F,-91.36742031664599,-19.99647050367882,D,-16.841418668902303,C,-178.4101723380881,-45.24384404445501,C,0
Physical,Married,Male,-29.92434645284061,-26.74279522371637,A,5.498929136201958,E,-18.315429446412857,-68.92151548904015,B,1
Mental,Married,Male,118.43427503176957,25.39352553481861,D,-25.843068320378805,B,-196.33302355286847,-189.46395767625305,A,0
Both,Single,Female,79.43872270861412,-94.2862051879705,D,218.97928777837365,D,-45.93726267620619,-26.11020137325026,A,0
Physical,Widowed,Female,12.387962458512835,-81.42841997697089,B,24.334263223085063,A,64.7819881033916,-16.407099014949665,B,0
Yes,Married,M,66.43507809223601,72.93331872086584,D,63.430289117904394,D,47.44610045466749,-23.682443392566086,A,0
Yes,Widowed,Non-binary,-57.82425090578197,-4.992039176637567,C,-93.63395712776546,C,-116.76998029359025,-42.94374403170399,E,1
Both,Single,Female,26.5491583392145,51.50498120305236,D,62.579072206515065,D,27.461829688973083,-103.86789413763158,E,1
None,Single,F,26.709766635000253,7.744484679700747,B,84.36846114469992,A,-114.38029513252044,76.06820480911163,B,1
Mental,Divorced,Other,-61.03887993981167,79.09979852653063,E,9.001020278233833,A,17.549609060518875,-28.441838838622953,A,1
Physical,Widowed,F,-31.756672547222635,9.21572388241603,A,4.64456334408219,D,133.92130828147643,-45.597085817619245,B,0
Physical,Married,F,-17.150985737572437,-85.4757828213112,A,66.47377411121147,E,36.95606090089994,55.53502747985783,B,0
Yes,Divorced,M,-57.32908035592862,-144.9475023234507,E,7.824442308548862,E,-17.4691641308468,224.62279952246078,C,1
Both,Widowed,Male,132.55666325329872,20.0685954878078,E,69.42280471293849,D,50.75367244119653,-49.20257017158351,C,0
Physical,Divorced,Non-binary,-121.38460060690343,57.86445446008922,C,188.9590681754249,E,11.901018225674203,26.03724260093294,A,1
Physical,Divorced,Female,33.38921611179125,11.388911156864054,E,-51.55152600827152,A,-183.20948916964554,52.14748419977829,B,0
No,Married,M,84.52043361174066,-234.50718538320504,A,99.52883020023884,B,30.875583339024416,-47.18223823006451,E,0
Both,Divorced,F,-26.548812885106283,113.38824919054163,B,-86.9868332718095,E,-146.07089593655257,-64.33310076087267,A,1
No,Widowed,M,50.37533987317783,79.16032227624092,B,24.31947380304031,B,83.16356056686955,79.56016470775249,C,1
None,Widowed,Male,-170.40288474269803,-26.70477658325169,C,-117.60842682275563,D,-138.58790498144634,58.40694569885121,D,0
None,Married,Male,-73.33079779098756,-253.8016326091077,C,79.6003421497939,A,68.53170213033673,4.1419661389927045,C,0
None,Divorced,M,-69.89978593916801,150.82151301223496,A,42.415080442513045,B,131.95418273254927,-79.21992122082993,C,0
Yes,Married,M,111.564257608204,-78.3926313017441,E,63.14507091950667,E,123.18461330416768,91.66627658590753,E,1
Physical,Widowed,Non-binary,108.39286559003725,-106.2305737191098,D,-7.912974843792019,B,42.55927519351745,6.181416667679878,B,0
Physical,Widowed,Other,-25.67596214428638,-76.86408014562616,B,18.478053388232603,E,-67.54360150693508,-156.28077837694067,B,0
None,Single,Male,-60.99335736658086,-16.29185282526259,B,-65.98625594530937,B,-141.41218208718905,3.183743573392602,B,1
None,Widowed,Non-binary,231.50231689666478,-10.599584306496947,D,-129.27770760759174,B,32.92837199294188,117.21696028712873,A,0
