veteran,SEX,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
No,Male,93,108.8294832260607,-139.5010275384495,A,A,A,E,26.749950831531088,-22.38349838252748,24.150004360476025,E,B,-144.5568146047864,D,A,1
No,F,80,-95.12280576328776,146.89761299386328,E,C,B,D,-38.171377908360796,-73.04810788091376,-85.65432188768386,A,E,161.6851659143376,D,E,1
Yes,Other,86,20.659085780578383,141.9320530998918,A,C,B,C,11.320937000321955,13.6387997799811,213.3323027625208,B,C,-93.23526373091376,D,B,0
Veteran,M,25,96.52306734502567,-294.4685259462482,C,E,D,D,268.3159216230685,43.54187546216802,11.910379912374948,A,D,73.83449813545607,A,A,1
No,Other,45,81.84989569392214,85.26081757143102,E,D,D,A,-31.527235557829236,18.282745450833335,-67.28173018710577,C,E,43.10056208372779,A,C,1
Yes,Male,93,-1.0954362999768559,18.447621927074614,A,D,A,B,83.63409324392943,-12.08803700106449,-131.10764488909075,A,D,-109.0963399758887,E,B,1
Yes,Female,49,38.39903233170003,-76.11397474062444,D,A,A,B,-36.08077475812201,156.9215303003702,14.085243198626419,A,E,-138.98428983459894,B,A,1
Veteran,F,31,128.462689100641,-80.47704765331025,C,A,A,B,123.05048089208795,217.78639089331602,86.2217514280441,E,C,-25.960211810753,A,A,1
Non-Veteran,Female,25,-105.1271776471798,-90.67696787216569,E,C,E,A,-130.49742685237587,-68.39786625787293,10.932078681168921,C,C,-141.53575555858126,C,A,1
Non-Veteran,Male,64,-84.78995390450186,-47.13168064079691,E,C,A,C,52.44071644800252,-119.2101606410425,-42.51213921298922,E,B,-39.820884839948114,B,C,0
No,Female,50,225.59165401228148,4.232771849290335,A,B,A,D,176.32033359830115,129.38788966974806,-34.08568559749256,A,E,167.50086757067652,A,E,1
Yes,Female,71,69.99981611747556,-18.665346390207315,D,C,A,D,-25.03038658089181,-102.28965246763264,19.571122289703016,A,B,91.75384503931406,D,B,0
Non-Veteran,Other,78,-211.0285545834513,-159.13730482485587,D,C,C,D,-76.21093347497225,-59.07667148975415,28.378285095428087,E,B,-64.93229044954076,D,A,1
Veteran,F,45,119.05521267527592,-78.89369275805535,C,A,A,D,113.75546214270574,119.49180026895154,86.82745444412183,D,C,50.54828248310661,B,A,1
No,Other,80,-141.83566074563268,-304.6383616179691,D,E,B,E,-131.726822543402,-42.99275373746475,92.32978292491717,D,E,-131.60248761588056,D,A,0
No,Non-binary,89,112.76060328296758,53.37778042206357,E,D,A,A,-165.68361913717368,23.53681977387769,93.71581040770046,D,B,-73.15844399403653,D,E,1
Veteran,Female,59,22.975893947062183,-183.0119383107664,A,C,B,C,-132.0184542537249,72.13736269653592,99.41597318068982,A,A,121.74794141608555,D,D,0
Yes,M,39,8.042010021226623,-137.56411885758686,D,B,D,B,-125.04619284227584,-19.1402305378838,22.220991825150378,B,E,-87.40128057840938,E,A,1
Yes,Female,48,46.49015267626076,-0.19814514815554163,A,E,E,C,-173.4157873747202,21.982165553224615,-130.28996082684972,A,B,-1.7362851341023764,A,D,1
Non-Veteran,Other,35,-111.09756434150472,175.83754184573567,D,B,D,E,-73.0380737300348,-128.72963199737353,-100.75525146455256,B,E,192.04705085848548,A,E,0
Yes,F,94,222.65822755269994,-13.53378508362844,E,E,C,C,76.3964230221381,54.416732069292785,-37.530538170077236,B,D,-125.7350425017762,A,D,1
Veteran,F,25,-64.53294328672041,69.29929605541564,E,E,C,C,-167.40455762274945,-36.00264890217763,-100.38071269943345,A,D,31.57997333715084,B,C,0
Yes,Other,43,-45.818222658043645,5.2784058650198205,D,B,E,D,208.63705725543943,-100.76266124136923,217.57452108460805,D,C,80.03074685836152,E,E,1
No,Female,61,29.965265150116867,38.28373436135835,D,D,A,C,42.592975934884464,-74.46080600354017,-56.522638757791825,B,C,-90.09249939981973,B,E,1
Non-Veteran,M,88,146.9481172373348,72.46088572688316,D,D,D,D,10.815682395061675,-82.79546523205835,73.17417088142186,D,A,-37.588853572927135,B,C,1
No,M,21,-181.06823466078592,39.14253873471253,E,B,B,B,-11.781765287146134,-153.27333886110114,-116.57590878657618,B,C,18.586469186947934,E,A,0
Non-Veteran,Male,78,-29.394837266660044,-17.15662933534457,B,B,C,B,-160.40141727943384,-75.48755140013775,87.07880530116198,C,C,-78.23327570834492,D,D,1
Veteran,Non-binary,42,74.49698698853886,-50.23177194789066,D,B,D,B,135.17441010844288,-100.90256785736531,-142.4281442240367,E,A,46.46955892303302,E,B,0
Veteran,F,25,40.90432132676369,-89.7881459659217,B,D,E,E,68.43570071017636,-113.28767602579633,-1.8337987764606039,E,D,-137.62006496771292,A,C,0
Non-Veteran,Male,36,-30.679702553001796,4.961989183407891,C,C,B,C,-23.35791873149825,132.7350516675657,34.639633479485056,C,E,-18.078253758562106,C,A,1
Yes,Other,72,-97.63235935803081,241.60902616135402,A,C,E,C,40.1975498469973,54.90385698807144,229.1906561738256,D,D,-22.642189833435012,D,A,0
No,Non-binary,54,32.86552443082177,21.20872303500696,C,C,D,B,-29.83273560332233,-120.2659468523825,141.98416800999271,D,A,86.88775632093542,D,A,0
Yes,F,88,153.43266077006788,65.21750598903304,A,C,D,B,58.37691851202017,65.59508016422792,-9.328066774277273,E,A,48.76743734266761,A,E,0
No,Non-binary,87,69.47892629627398,47.91213628699576,B,C,C,B,-43.51241672575422,-0.892109238822594,-77.45326000660145,C,A,-36.48499598647592,D,C,1
Veteran,Other,93,-3.656600189322395,26.268776831238483,E,D,A,C,-150.69490699489248,191.34235992926446,1.8877957016426206,A,C,154.49750304251052,C,B,1
Yes,Non-binary,67,63.71976148429989,-47.25297871520827,E,D,B,A,125.82352298442238,-48.79950209496409,78.78303357045749,D,A,111.14531168522694,D,E,0
Non-Veteran,Female,54,57.024856618299026,-67.33818149238787,C,D,C,A,-188.2516656037811,-132.95841133198843,94.78855211144617,D,D,21.583260910925453,C,B,1
Yes,Male,55,11.616671865199221,-85.19510816632254,E,A,D,D,-94.23752923552489,0.4358076278815919,159.53120156097893,B,B,-66.88313184660518,A,A,0
Non-Veteran,Non-binary,96,183.20395100799837,91.05645512415374,E,D,D,E,-127.27817707195047,303.8101530791671,168.13451972050126,E,D,-246.78610880412916,D,C,0
Yes,Other,89,-84.71005210498157,50.67835126448327,C,D,D,B,44.36993934088941,70.14208831083715,22.73467251842595,B,D,148.92664907062343,D,B,1
No,Non-binary,60,-142.0355850658771,94.80638320878998,D,D,E,B,-154.56620700311353,-292.0954547176425,69.43929476436857,B,B,-155.72465936296126,D,E,1
No,Other,27,51.786197177839945,59.862877970529304,E,E,E,D,-96.44875302649668,62.90608036776969,-16.2215091693754,C,B,133.38791996131886,A,B,0
No,Other,34,103.62724869229365,-213.3746965839172,A,B,A,C,-75.13598439966135,188.46782496215718,36.106610740895434,E,E,105.39493917183343,C,A,1
Non-Veteran,Female,18,3.209142383959582,31.408166888196053,C,E,E,A,163.00045965702415,-22.911950133653516,227.73935286410568,D,D,-126.5101982366973,B,C,1
Non-Veteran,Non-binary,94,-79.59522415879887,-119.9154779490726,B,A,B,A,72.44748048436297,205.41198227849242,-8.07264945353244,E,A,-48.62260806211165,D,C,1
Non-Veteran,Male,78,-192.18933880190082,-81.15025482521536,D,C,C,D,22.461139448756562,-98.05759642636428,-69.17708333661501,C,A,-69.09888739652105,E,B,1
No,Female,75,-48.04820027691428,-60.970679391133295,B,C,C,E,-184.60671955082702,-154.7960650517209,-32.887508821297125,C,C,-106.80022134405154,E,C,0
No,Non-binary,55,-26.82350095498329,41.23741453965726,D,B,A,E,80.67033567061691,108.12785245841583,46.57291525616088,A,B,-46.419147142052125,E,A,1
Veteran,Female,44,156.20076214215877,-179.29273910580244,D,D,E,C,-8.689370145601035,23.74043933461739,-75.57701151650924,A,A,-25.79805364381773,B,E,0
No,Female,46,-126.80275449159299,-137.83406323970965,E,E,A,E,310.43335891991126,-44.07785786423049,117.59935948649611,E,A,227.4022267931794,E,B,1
Veteran,Female,78,-49.11629784261992,-20.548900192221097,B,E,A,A,-223.25197775103055,34.213506810062164,-34.604840380936366,E,D,15.373564360483643,E,B,1
Veteran,Female,81,41.46651122890091,-11.969948701867692,E,C,D,A,123.03290409411736,67.07104534098643,-108.46574901784511,E,E,-77.94277663640699,A,B,0
No,M,60,73.18443734411736,67.46064967070843,A,E,C,E,112.29656089830999,137.08388088144554,48.36875019831759,E,D,29.03156367241189,A,D,1
Non-Veteran,Female,51,64.27209010310192,-100.6514808514513,D,C,C,E,-52.15430274054661,-108.32463650886326,93.77638555842323,C,C,40.262982261929,A,B,1
Non-Veteran,Other,68,83.8743570429619,-9.58608502605295,D,A,A,D,-82.73210768650327,99.50528798464647,122.82187020956769,A,E,-62.519736722520655,C,E,0
No,Female,21,-243.57281972306387,-224.48125526986118,B,C,E,C,152.50503627030832,-153.56403707346254,55.13623682591196,A,C,-233.50696858590476,C,B,1
No,M,33,-145.23994366777922,57.833831056710686,D,B,C,A,-72.99752798463784,108.6757131251157,-62.97375474335693,E,E,-3.944452537337887,C,E,0
Yes,Other,51,-30.737832676850402,-16.717793746607267,B,A,C,D,-30.48913828840841,53.63722269051798,21.15607890381334,A,E,93.87624749412845,E,E,0
Non-Veteran,Other,30,-52.40571014077909,58.61496134907882,D,C,C,D,101.2274829120889,-211.7809230970166,9.213170030042301,E,E,59.29254070368716,E,B,0
Veteran,Non-binary,38,101.51861917980392,36.409744198666715,A,E,D,B,11.359401419652523,-156.947501967498,-30.81657809369872,D,D,64.68571122529816,E,E,0
No,Female,99,-37.3310636292097,-99.98174976426417,D,B,C,E,23.943139423444766,88.39839764580832,261.24381512086114,E,A,19.17227906077537,D,B,0
Veteran,F,18,-152.3426409649229,-41.85336311936772,C,D,B,E,77.86191053966903,-49.32353834228053,-47.75714174341302,A,A,53.5857258419479,E,B,1
No,Other,72,-145.01367235717214,25.474283551011762,B,D,B,B,162.61999338097445,-222.7703469778541,27.01541988575441,B,A,29.809537189678604,B,A,0
Veteran,Other,34,42.34392971548072,134.87031885929417,C,E,C,D,-94.46327501169722,66.71171747272466,-82.30894856607426,E,B,47.70758135631674,A,E,1
Veteran,Female,33,-33.16758546027779,16.892440695953795,E,E,E,E,-142.33769773088497,-182.71558569546124,126.57271346454814,A,A,-43.64073629271139,D,E,0
Veteran,Non-binary,60,-98.68645441781143,-177.00119558408517,B,E,D,B,-168.10784997643512,103.3683030747039,8.63121392327287,C,D,-103.89682679369767,C,E,1
Yes,M,45,118.73657661653154,116.91354545519206,D,A,A,D,-14.457856478790823,64.88725090562133,-30.62256626326284,A,A,153.4678708094181,D,D,0
Yes,F,39,84.78208796066734,54.0109902475126,C,A,D,C,-77.73101534960936,38.70437971761786,-181.3865740880421,D,E,13.697544652068858,D,A,0
Yes,M,66,-67.82807071944131,20.842072901849278,A,D,B,A,-54.57401037912077,98.63969423799406,-46.367740754614815,C,A,-16.754157933987212,B,B,0
Veteran,Female,70,-39.27777936898714,22.45051014647293,E,A,E,E,-86.90561956210985,-66.86127240707033,86.64072763978288,A,C,-74.01579700708957,D,B,1
No,Non-binary,91,106.11935093663378,14.099280353368963,B,E,B,C,18.30414215658946,-22.85688565392629,-81.80020963910032,D,E,34.29781230437505,B,E,0
Non-Veteran,Female,93,-91.33176619777831,-32.29000209348587,D,D,D,D,-9.33382339764834,-190.66078528569247,-139.9688880005807,E,E,94.7974373040355,B,D,1
Yes,M,98,-28.41570779057002,60.07347773369395,A,A,B,B,47.513310254752874,-24.549834472789893,-9.964296288127251,B,D,-4.43714893361796,D,E,1
Non-Veteran,Male,64,7.1150429795996475,105.02414046690194,C,C,A,D,-102.42939867480425,-117.07976616657541,-63.54645804603446,B,E,58.20004322174314,C,E,1
Yes,M,41,78.04456203670594,-125.98937023952155,A,A,C,B,100.77004551696544,148.69508391271174,-45.16288173283357,B,C,71.89747271965877,B,C,1
Non-Veteran,Non-binary,82,75.70964556125318,-78.22970406830441,B,C,C,E,55.220164684877545,6.428905117144007,-100.44914664300096,A,D,-50.05647607904824,A,E,1
Non-Veteran,Female,71,-115.60617668832722,-28.165308846074954,E,C,B,B,129.14459458763224,53.94815601176849,65.63187980298709,A,D,98.45868535407777,C,D,0
No,Other,81,-83.9441840206841,25.471911237412296,C,B,B,A,-56.12020696029142,-66.88245629014011,16.284749528428875,C,B,-77.09590617718084,B,C,0
No,Female,83,-10.589581687552348,27.680595003440445,B,C,A,E,76.00075361600328,-234.85094576712032,-2.4576038744771282,C,A,-147.87637684839498,D,C,0
Veteran,Female,42,20.115452953245672,-27.229341622247766,A,C,B,E,-33.48908448754892,-76.2267947593895,31.031694279334072,B,C,51.73660931196748,D,D,0
Veteran,Non-binary,95,150.5465754036922,11.19326978171435,B,D,B,A,34.50220344737705,-43.88518611324058,106.37635760022918,E,A,-8.650533568443548,E,A,0
No,F,51,60.26090260943751,24.018762670498067,A,D,C,A,106.41944527506755,-212.63750735608494,-25.836513042998728,D,C,-81.46227313923234,A,D,0
Non-Veteran,Non-binary,64,127.1575515919924,28.975213914939914,B,E,A,B,113.16892562764957,201.7780462928048,-184.3003587696242,D,D,102.92509440755984,B,C,1
Veteran,Other,75,39.82826187040984,55.13214661146881,C,B,B,A,-189.73553134993216,2.9991460068213796,-78.21387145742813,E,D,155.0543446248782,C,B,1
Non-Veteran,Other,67,99.03687456065856,21.15938227441118,E,C,C,C,-173.5544808119774,89.84617090953164,23.210593110552395,C,E,-16.1506631559447,C,A,0
Veteran,Female,37,133.2310000649423,-68.34818320991332,B,A,D,E,-28.173509286690617,-112.19961621766028,31.001467655243175,C,E,-21.451374027072305,C,D,1
Yes,M,87,-119.82156126673988,213.81155139078564,C,B,C,D,-33.16137221789809,-96.31385638000715,90.21207972566995,C,E,104.23285218384875,D,C,1
Yes,F,86,-40.73620112467387,-74.72842802332471,A,A,D,B,133.7202085470234,-5.147615157276816,-231.3525329926806,B,A,141.81914211772727,D,A,1
No,F,65,-109.16864538842795,-16.950551604261786,A,A,B,E,-78.97924867318274,58.079830097773375,-121.62945896904628,B,D,-80.77033717523882,D,A,1
Yes,F,22,27.065689209260114,-62.12137876456437,E,E,E,C,-111.11313813170874,-67.43150867085009,-99.45204301214284,A,E,112.40681127935605,D,A,1
Non-Veteran,M,96,132.72763986890388,-96.58194250901369,D,A,D,B,-163.18319544250056,23.004541088569706,53.88262458189266,E,B,132.23144842746996,C,D,1
Yes,Non-binary,89,-60.27885856901041,-61.55170770143498,E,A,E,C,-91.86647742797791,173.83255099674943,82.77440586714516,B,B,-32.1308455043091,A,E,1
Non-Veteran,F,55,-5.159274914664141,-173.41201988229736,C,D,B,E,-52.34127580244653,-38.75564360155705,-145.67542067465902,A,A,-63.54425781021658,D,C,0
No,Non-binary,99,-223.73963031602702,63.83261304773767,C,E,B,E,24.226921994942472,145.04823906117085,75.2322845074365,D,D,0.13203640240138112,E,E,1
Veteran,Female,93,-40.67737465913178,-91.78609249573904,C,D,B,E,46.111971413396205,-193.93157663345676,-145.30597041792814,E,D,116.48826311332161,C,A,1
Non-Veteran,Non-binary,42,-59.73899304985723,-241.495939263742,C,C,B,B,44.10867735935979,7.474747986127324,-60.43304226593893,E,B,-0.20834351682672325,E,A,0
Veteran,M,48,-26.370050746149126,176.10829762458968,A,A,A,A,102.8590881438083,121.67296837973551,-231.37626589736522,C,A,64.19169370359525,A,C,1
Yes,M,78,29.06330063936331,92.97220414398376,D,E,E,B,-38.71306478910002,142.14584157990774,-91.02791729546888,D,D,108.85260937897444,A,A,0
Non-Veteran,Non-binary,70,-136.8683933654212,-99.97726160399314,D,B,C,C,-42.3505370545659,-13.252972385448178,97.76614226951114,A,C,-50.40891052811089,D,B,0
Yes,Non-binary,58,20.400796628166493,-54.22912309462728,B,C,D,D,0.36062705824861385,87.07930163705893,115.9389145178498,C,C,45.96013588452821,B,C,0
No,Non-binary,35,0.948968902088039,158.0385820338192,B,E,C,D,-153.8753845702488,130.23364424405307,-96.57316541379146,C,A,160.0020337835427,A,C,1
No,F,69,235.80523690742265,102.06361636493475,C,A,A,A,-23.59589605400802,96.17124059189156,117.09688465152131,E,B,-87.70050091397049,B,E,0
Non-Veteran,Female,40,-79.17663306632093,-88.82746720224554,B,B,B,A,182.727952065286,43.16018504680988,-138.8245714743045,B,A,-150.4397000219515,C,B,0
Non-Veteran,M,86,-136.44918262940493,94.98503468079721,C,D,D,C,75.51234018824371,-198.38498972295332,234.52408283172238,D,D,-88.56002506316027,E,E,0
Yes,Female,98,-4.567317463090147,-3.3598016099338297,E,E,C,E,-42.921491940506776,90.94548242554839,-14.09815330629067,E,C,65.73487573857822,B,E,1
Veteran,Female,84,-2.265305758371187,129.08936070334934,D,E,C,E,52.252501362919915,-20.78678971498048,-93.42555697249115,C,C,-80.78790848378843,B,D,0
Yes,M,75,-80.96109645215034,70.10342706600515,D,D,C,E,-12.824978611458643,-58.52684447386216,-27.717083032141694,D,B,17.324070992073846,B,A,0
No,M,47,-52.05842857713322,12.915729068772002,B,E,D,B,19.84507757436497,9.161720330398678,-47.70340964643918,A,A,75.77626246335721,B,B,1
Veteran,Female,70,59.6031194861616,89.91955702115985,A,C,C,E,-56.103073904524216,78.14352555908587,-112.85776831157168,D,B,-37.92588673682415,D,E,1
No,Non-binary,45,-69.99113876216579,54.52739873153697,B,A,D,D,-117.2943256352636,89.32876211951111,-130.759207425252,D,A,-46.872090764058555,E,D,1
Non-Veteran,M,46,-68.00996023083677,29.8048562181029,C,D,B,C,39.567467228816994,18.339182257829076,-140.3617556685744,B,A,57.14644522871916,E,A,0
No,M,67,7.1210217073767925,177.32442152269823,D,A,A,B,-14.051904286752503,-142.39390735135606,-116.35951076933462,E,D,136.08470710781023,A,B,1
Non-Veteran,Other,20,-174.45163242949383,-203.9261228748956,E,D,A,E,-66.84505195935564,116.9035633713156,218.98824436322272,D,A,39.27767268344035,C,E,0
No,Non-binary,77,39.30424283132441,-35.023759814414106,B,A,A,C,137.62349414277196,-152.42944055553937,-54.8677819132221,D,E,-219.55023130754338,B,A,1
Veteran,Male,41,-163.8169685715756,-30.531525740791533,C,C,B,C,-2.3264838157550445,2.2157111617176635,7.729325518416608,C,E,-13.60876117579149,C,B,1
Non-Veteran,F,66,43.97774338511958,-8.595780299122957,D,D,B,C,83.67409244994406,-150.6769595070233,168.51900915566705,C,A,-81.45295338842689,C,E,1
Yes,Female,73,80.99515443263887,-120.91286758124001,C,A,E,B,165.31521677569182,74.27228862270344,-128.06468343458096,C,E,168.55112974204118,E,C,0
Yes,M,86,-4.628867988998494,147.0972602001361,A,D,E,E,-202.87072501538825,45.84425325908351,-111.68874377342979,D,A,51.21857739799477,A,D,1
No,Other,52,41.19816203317938,24.98423345246201,A,E,A,E,-42.37500545297139,-59.026903696421066,34.961877890198515,C,A,-42.518759838462,D,A,1
No,Female,62,-232.83081279978427,24.640043222332896,A,E,D,E,92.77278698420014,-36.102091695355966,61.65503134851914,D,C,-92.36373734608007,D,A,1
Veteran,Male,51,101.3393649652051,-65.78013503702267,E,D,B,E,-221.9527401094216,27.298461509764195,49.58474382344753,B,D,76.67985930452284,E,C,1
No,M,96,184.00482646039706,199.31768050769395,D,D,A,D,73.42182741200611,-141.78581046434226,-6.071574398756806,D,B,136.97477708740232,E,D,0
Yes,Other,46,4.097056724299701,40.832282474846146,B,D,E,E,-48.40397239724864,78.88054114449457,43.574254239301695,C,A,36.38023541443141,E,E,1
Yes,F,57,49.717451187120275,56.056396045131876,E,E,B,E,-156.20440392734682,133.26848865144746,1.860590277143596,E,C,-124.1424804033678,E,D,0
Yes,Male,64,-38.28244650689566,160.94819465753375,B,C,E,E,-75.44195969626534,-26.114203619368897,63.09720280980723,B,E,22.13612020193682,E,C,0
Non-Veteran,F,29,147.3378632741207,54.07417009978158,B,C,C,A,33.4774511445777,6.878396128954632,-11.669541383332795,B,E,-17.373581260949887,E,B,0
No,Male,23,-64.54308729117122,3.3105939849070434,E,D,C,B,140.07167562294913,-131.39742399679727,-34.70452816570411,A,A,-191.99538028225035,B,E,1
Veteran,F,66,-67.27813610108429,121.25227498889043,E,C,D,E,-123.2313032669512,-6.058753665600166,-0.6727767417258237,D,A,-205.8360015992256,D,A,0
Yes,Female,38,-202.8953420708531,-18.285194090999056,C,E,D,D,-30.18719205035878,-52.86731134254683,19.687963103197685,D,C,-91.81506482179415,D,A,0
Veteran,Female,94,-52.308048956984024,9.04283107085968,A,A,E,A,-178.47285669700565,89.29001037224839,227.34582440841874,D,B,36.9322721792587,B,E,1
Yes,Male,59,-12.426765595095912,-29.319632235981945,D,E,D,B,-69.74965364120965,-8.64024669482888,78.88397104998235,D,A,95.06998719472878,D,C,0
Non-Veteran,Non-binary,25,-37.559410189363014,-39.03292092368101,C,E,E,C,-242.4863812593907,36.35830266724181,-77.6561518468996,B,D,-64.47850558015121,B,B,0
Non-Veteran,Other,83,102.28622988167717,-25.314766871192614,E,B,B,D,24.91845141584679,-10.140637490204373,0.11441930878158797,D,C,-142.16647031991278,A,D,1
Veteran,Other,47,-128.7607333728712,11.948130836218537,E,E,E,D,30.429782388141952,-79.31736491584101,-176.3065814904173,B,C,-20.195238921220906,E,C,0
No,Female,26,40.491043573856125,8.829694721774752,A,A,B,D,-25.34725339288085,173.10302041684216,-121.23940770311754,B,B,-118.29605056869403,A,A,1
Yes,Female,47,61.70352410845267,-106.20724310048809,B,C,D,A,-144.97748237012635,-90.23605788649573,-43.42078602767966,E,E,-94.3182716727014,E,E,0
Non-Veteran,F,84,137.87784305510826,-30.639709120122482,E,B,B,E,-59.37255268856381,-22.697043292923354,79.13601455218652,B,A,-74.43668834823698,D,E,1
Non-Veteran,Female,86,-36.151621848564375,69.88150474970347,D,C,C,C,-28.098979358956406,-62.69062956932241,89.62779395341613,C,D,39.778471491246606,E,B,0
Non-Veteran,M,21,-24.832007186390427,-155.4791146955416,B,E,E,D,-63.307144361976796,-187.61517818348554,-73.88501653874813,B,D,-27.06093661141844,B,D,0
Yes,F,51,197.94298928708704,25.93842006137208,C,E,A,C,-16.220918311793923,-132.0790192193408,-13.773520530427174,B,C,-46.375630945404986,E,B,0
Veteran,Other,20,-126.6857953807454,-2.466659230510687,C,C,A,C,60.467372451684845,49.912978313897845,-25.620243211005555,D,D,-3.247756820872606,B,C,0
Yes,Male,76,54.1479841612431,54.543493208617036,A,D,A,E,47.510556407564934,153.5064643913857,91.89453700716145,A,D,-28.88472949328793,E,A,1
Non-Veteran,Non-binary,71,-109.31185898066799,-102.61128727445603,C,A,C,E,108.86743505384044,25.338701415881776,141.1726149153138,D,E,92.99246876805046,A,B,0
No,Other,18,70.7968123518567,-81.92516048100161,B,E,D,E,49.70124987832884,14.488245753279708,-74.2238772693889,A,A,29.036376061669632,E,B,0
No,Male,94,76.3188309180855,-59.79418536765083,D,C,C,D,21.932702218277413,-44.7256032761013,35.04881796021795,A,C,-222.68370796887314,B,E,1
Veteran,Other,18,-146.34945243819536,93.85840077655212,B,E,A,B,-101.89672326473449,-50.42671281132149,43.11988239820494,D,C,-178.16112036946242,C,B,1
Veteran,M,53,-133.67466893279422,110.17098925773239,A,A,B,E,150.22324459238808,34.96647863314086,-62.920802063447624,E,D,-44.54626208411125,B,E,0
Non-Veteran,Female,19,1.1387423596962052,-112.9052529462223,A,A,D,B,120.22783682076678,185.07500676857782,-66.40530062907209,E,D,88.00566518864073,C,E,1
Non-Veteran,F,47,-266.28163723089233,28.949148068533724,B,C,C,A,110.20305421634133,-133.13497188314062,57.036969259114834,C,C,80.71643760944767,C,A,1
Yes,M,29,-81.42081291478135,-100.6853450754107,A,A,C,C,-127.27826027496023,115.17896335366504,-149.48975220379933,B,E,87.29230673288795,B,A,0
Yes,F,61,20.643044624721885,150.23563417477052,E,E,C,A,106.2551604859725,-50.20664271977389,-108.36201820133415,E,B,93.36705036534448,B,D,0
No,Other,38,-64.49733838526497,-172.1802081794806,D,B,B,B,57.80505976349956,112.94654940012717,119.69113354506216,C,D,300.20845824787864,B,C,0
Yes,Other,86,73.38320010946367,54.76522881024152,A,E,A,D,45.41177087284275,124.11147270873208,-26.03929310121179,C,B,-141.11767513567835,D,A,0
Non-Veteran,Male,53,87.19390171510314,48.4139981603565,D,D,A,D,21.570968034933312,-97.1176787403823,-39.45563184179488,D,D,-7.47634552082868,D,C,1
Yes,Non-binary,73,152.60615815271882,-146.10165954483796,E,C,D,E,49.76131158122546,37.7118487573589,-70.60750872159154,D,D,-86.71200958864704,A,A,0
No,M,80,-56.31832277367569,-50.42899406127012,E,C,D,E,103.93656743465141,-120.60619438889321,-132.52412090003526,E,A,-53.090136724380976,C,B,1
No,F,86,-108.80935612188469,-45.28227193099734,B,E,E,D,-174.6408748774291,-107.37074475449874,-143.10979872651828,E,B,39.78131630646221,C,C,0
Veteran,Female,71,-11.065692095642584,65.164962049589,A,A,E,D,33.70733355317107,227.59087132378696,7.642635951035354,B,A,121.22903805845853,B,A,1
No,Male,90,-140.0608958876186,-100.19956386755713,C,C,E,D,-75.82200939474788,-5.016926823852616,0.17337206401396846,D,B,-10.878891779738552,D,D,0
No,M,44,-0.3487506685747197,-7.941542579798476,B,D,D,A,0.14647623762971018,-46.30471676905482,27.510860025820726,A,C,-22.247740663780554,A,A,1
Non-Veteran,F,56,-150.694071827129,115.74690967865237,B,A,C,A,-169.34403199200904,-19.04146194786423,161.9574646927517,A,E,-47.61292007905061,E,D,1
Veteran,Non-binary,92,-47.23634225777458,45.694146156388804,D,C,D,B,-54.95931144466773,-220.86889992601465,-120.72501863446665,A,B,14.200995888104606,E,E,1
Non-Veteran,Non-binary,34,25.470838420285606,17.891122514186904,B,C,E,B,1.9052371240263928,-125.00749751893959,-19.394186307936103,B,A,-44.982870714530875,A,B,0
No,Female,99,44.72587678458873,35.30145494194937,A,D,C,D,-9.615282951502659,21.038953243652365,102.61107603911029,B,D,-19.274816070743856,D,D,1
No,Non-binary,27,-19.095943663402917,-138.31520761814423,A,D,A,B,-37.6502533582895,-67.79833657802146,-56.75104380318299,C,B,-10.812170999535924,D,B,1
No,Male,85,-4.1921738948032035,58.6536737607222,A,A,C,D,-94.7339636098265,-125.39439051834154,2.880809838653289,E,D,-135.51263834758248,C,D,0
Yes,Male,78,24.404668580839274,-64.8253959932043,D,E,E,B,21.310563965087653,60.923714242450956,-135.92038650501786,B,A,-75.75214339786395,D,A,0
Veteran,F,30,-47.04513959502751,48.0702314805043,A,D,A,C,186.5241679977253,-54.9415504895035,36.737639095877576,C,B,-135.33177841974097,B,D,0
Yes,Male,33,39.313042642448764,127.64540377482258,D,E,D,B,88.09545312234022,-71.29868581662254,74.44255701818841,D,D,-47.108720234872386,D,B,0
Yes,F,77,29.715095262790214,11.02559310010931,D,A,C,D,-35.31609528150946,175.0898266103359,-168.21091444019615,A,E,31.67837996117032,A,D,0
Yes,Male,40,-79.46681952290965,63.635917958580926,C,B,E,B,-146.49546942485435,115.3804942775386,-63.149363776263456,C,E,-25.504827125323526,B,B,0
Yes,Female,49,-132.47937528840012,-56.259344941684354,A,E,C,C,-13.401131402968721,-115.41224961436562,65.56482877345809,D,B,-188.7680128679716,E,E,0
Yes,Non-binary,19,89.13024058732188,26.32323090763753,A,C,C,A,-17.084142412652035,10.680706239742829,232.28177318287175,B,E,-51.93795152077876,D,A,0
Veteran,F,20,-44.317555148115,-1.16027328320836,C,D,D,E,58.009292457775366,126.91132123322772,-132.57174337360655,A,B,141.42313203533377,A,E,1
Yes,F,83,86.27689395615155,-129.77204167432618,A,C,C,C,-41.124762859097565,-102.35796314567807,8.266650946229428,E,C,-121.47027456695287,B,E,0
Veteran,Female,98,-0.4001782790326376,-125.99720852091193,E,B,C,B,44.46174909068119,-102.8718994840962,96.3670986971407,E,B,-3.0031093023970796,C,C,0
