RACE,married,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
White,Married,Non-Veteran,E,-79.62764616168077,E,-53.27925449088929,B,64.0732857946276,E,84.68052408200347,0
White,Divorced,No,E,-122.17491475606784,C,68.3926171996495,A,-107.64789930792085,E,22.17398569168351,1
Asian,Widowed,No,C,-74.97407309900625,D,26.146810415892052,C,67.3610858186378,D,-63.91535988144463,0
Other,Single,Non-Veteran,E,-63.788703189502925,A,46.27943946058991,D,72.66054290519305,C,20.20621951972582,0
Hispanic,Single,Yes,B,-70.33014315224328,E,-133.9745235156695,A,97.53015195868859,D,-30.95189725323252,0
African American,Single,Yes,D,111.41008035856159,D,25.908919713947533,B,-139.9734013478863,E,86.31873144869692,1
African American,Divorced,Veteran,B,-142.46882792856812,B,-70.01731050375783,C,-254.09283878606576,E,15.203356851869227,0
Asian,Married,Veteran,D,-162.64326456419562,D,-61.30329385068798,A,-19.196939889199367,A,-85.5331403622209,1
Hispanic,Divorced,No,A,-46.006382651690245,D,-24.425668270836855,E,-117.18693494680015,D,57.081597179109465,1
Hispanic,Single,Veteran,C,38.460403880080584,D,-25.930949112451064,C,99.73885066888019,D,-154.8683556852641,0
Asian,Widowed,Veteran,A,-136.6403330750436,A,-138.31810557730546,A,6.270840223213267,E,-68.42655398232928,1
Black,Single,Veteran,A,-16.412599895209965,B,-135.3484637132282,E,142.32759098455904,B,-97.43492872890688,0
Black,Divorced,Non-Veteran,E,174.04098682984352,A,160.8033999987345,E,-2.1691277573844894,D,62.88776047148599,0
Asian,Married,Non-Veteran,E,20.578557897535415,C,-60.33019959907604,A,-55.14129813864689,E,-97.79058233585941,1
Other,Single,Non-Veteran,C,-208.7753458841646,A,-73.57905587777573,E,93.14494450377424,B,-65.13255572287039,0
White,Widowed,Yes,A,-155.80483787408284,B,-103.4379659943639,D,-43.47520006057266,E,-138.43680287784568,1
African American,Single,No,A,-1.0678197590471346,E,141.94886412590225,D,-71.28934571966869,C,-34.43024555965785,1
Other,Widowed,No,C,-78.806616992127,C,-122.43379887354091,E,258.52877155517854,A,31.478282725815582,0
Other,Divorced,Non-Veteran,C,58.23814589328195,C,-59.52362178129255,C,-122.18504529108903,E,207.7340919113734,0
African American,Single,No,B,58.93435959983131,A,-108.05997039202224,D,49.639967125508925,D,-9.271932618270286,1
Hispanic,Widowed,Veteran,A,-26.439053095490618,C,-37.885047942827526,A,190.38925005673474,B,-23.93992710809821,0
African American,Widowed,Veteran,C,-15.5560118148533,D,74.8787985856486,E,110.24116981729375,E,-12.34760284067708,1
Black,Single,Veteran,C,-1.1231251839219392,B,-19.607088167037688,D,72.10552677159131,E,-125.51491300035262,0
Black,Single,No,B,-62.08592538816584,E,-100.82033389325318,A,-42.6651527075591,E,0.12679773447955978,1
Other,Widowed,Veteran,D,-91.09629043978306,B,-0.5751898427369806,A,110.0436741052551,C,74.87112144767227,1
Other,Divorced,Yes,C,-39.67669283003077,D,-47.080165194297244,A,-111.53304187285042,C,-15.57586440283583,0
Hispanic,Married,No,E,32.49465896057191,C,57.71820106885409,D,94.95371608960951,A,163.0629351903016,0
White,Divorced,No,E,18.809105563891006,B,-75.74225279948577,E,26.810224353149685,C,93.94070235055254,0
Hispanic,Single,No,D,-4.70241510474588,A,133.87771715649123,D,147.396766263519,E,22.063963040428682,1
Hispanic,Divorced,Non-Veteran,E,-98.93104120226856,B,-47.46335802051391,C,61.467441268830406,C,-86.34275600876731,0
Other,Married,No,D,102.34324886124826,E,15.26592867780803,C,70.1962077246288,D,52.04090497461714,0
Black,Single,Non-Veteran,A,-74.75222166235366,A,-10.667353983903173,E,110.91573210056018,C,29.80144652125105,0
Hispanic,Single,Non-Veteran,E,197.193935986351,D,11.535431948205014,D,40.06403116731628,A,176.34586981773944,1
Black,Divorced,Veteran,E,192.1020246117547,E,165.243111850501,C,25.56960673888683,A,153.54945247109356,0
White,Single,Non-Veteran,B,22.527754827474826,C,-39.174758431117745,C,80.01362518327481,A,-95.5462292720984,0
Hispanic,Single,Yes,D,-8.843263561190625,A,-91.61443928152828,E,-98.28648943646161,A,44.750319372911015,0
African American,Divorced,Veteran,D,22.78893879712336,B,-3.353470625320723,B,47.52124860556852,B,145.3705078013018,0
Asian,Widowed,Yes,C,-48.27710454810996,C,30.29392092068713,E,-5.561640972310753,C,19.36534773971326,1
Hispanic,Single,No,E,1.045853105879929,D,-50.04095367683369,E,-67.39284966945401,E,-17.93075717921533,1
Other,Single,Yes,A,65.67375337825216,A,-179.72433742212976,C,5.663246294730824,E,88.4512150613334,0
Black,Single,Veteran,D,-107.08506533930506,C,-12.005884353985492,E,44.63337209332897,A,-24.941598765293477,1
African American,Married,Veteran,D,-82.66136880848438,C,71.69267338753427,E,-18.701713040175193,D,-63.36328651198134,1
Asian,Married,Yes,B,178.16260345175087,A,114.47209508907201,E,-97.91190228998904,B,121.63020118749368,1
Other,Married,No,D,-151.47372687273753,D,-141.79404779229816,C,289.8224360841712,A,42.25028713340603,0
Hispanic,Single,Yes,A,-218.293968666173,C,-10.577269331560624,C,-11.650490778929958,A,-20.174663305734022,0
White,Widowed,Yes,E,-10.369937962727096,C,40.703811733134515,C,-148.41883137383059,D,-44.35043564361218,1
White,Divorced,Veteran,E,50.573478027615096,C,-137.94067900146064,C,111.74170682885301,D,43.807171415855706,0
Hispanic,Divorced,No,C,61.2817912691897,B,-30.738247784850532,B,-28.059667961680084,E,-83.93507558584197,0
African American,Single,Veteran,D,205.62015532581057,E,40.16030355432228,A,28.776374114891723,B,57.039448215260414,1
Other,Married,Non-Veteran,E,55.987759415524195,B,-59.83735221301607,C,-37.48121197662328,C,14.93911552194908,1
Black,Married,Non-Veteran,D,-12.65645378365892,A,1.0864089108623258,B,58.46299638278523,D,-106.65228494632635,1
Asian,Single,Yes,C,138.50144293527708,A,-58.62542459272023,A,-47.92684533416299,D,-17.97891001963986,1
Asian,Divorced,Non-Veteran,B,-89.70274384795822,A,82.81925860677171,D,56.68886766501527,C,-27.600958940173527,0
African American,Married,Yes,E,118.88623957424542,B,51.72398332654813,D,-80.60449290801182,B,30.95956266922826,0
Other,Married,Non-Veteran,D,104.70486314417913,A,-63.033797532793066,B,-100.13133851179336,B,115.04994455699385,0
White,Married,Non-Veteran,D,43.864334117560304,C,155.28628755249366,A,-131.58566735532534,B,38.05032258949672,0
Asian,Widowed,Non-Veteran,A,34.13819368368605,E,-282.80573521588707,E,89.72220507240492,E,230.59242204878117,1
White,Divorced,Non-Veteran,C,19.06730820650203,B,62.75774635001292,C,-72.25770908446349,C,-43.215346791384654,0
African American,Divorced,Veteran,D,-90.77332724965194,C,-62.88031880625211,C,-34.25379835614014,D,-45.26307276530386,0
Hispanic,Single,No,C,82.19882935165592,D,48.14106873050594,A,-78.50282330403272,E,-68.0313002065762,1
Black,Widowed,Non-Veteran,C,79.30362490821449,B,101.85797707142032,E,137.73853942702314,E,54.01573608960637,1
Other,Married,Veteran,C,-22.41108346492257,C,121.4651089490484,D,-35.61174573165552,D,79.16668306778828,1
African American,Widowed,No,E,-80.53772740949492,A,-56.55238028256316,E,17.93334904735683,A,-62.01192236934989,0
White,Single,Veteran,D,-58.40462415779062,C,-106.02214778632586,C,87.85040559510118,D,1.1609146822830854,0
African American,Divorced,Yes,A,-70.88185426126597,C,96.85787677770209,A,233.02165846101525,B,0.44537461373429893,0
White,Married,No,E,-47.20552450777132,A,-121.33197790951759,A,53.040034834789786,C,125.97776521715932,0
Other,Widowed,Non-Veteran,E,-135.23908442501943,D,81.36416878668454,E,71.17201990310083,B,-61.37810204974193,1
Black,Widowed,Non-Veteran,D,-142.62140525407682,A,-53.87188947310568,D,-52.421226842587345,C,-234.9275263733477,0
White,Married,No,C,40.323258176273306,C,173.4191365176768,A,116.07565384452327,B,79.0597370942765,1
Hispanic,Widowed,Veteran,A,-21.216446738250035,C,-94.97517493404506,C,15.585520642468637,D,1.5942580422859158,1
African American,Widowed,No,E,-176.38148239036846,A,-167.5481429058721,A,-0.5721335046664962,B,84.59361765868412,0
Black,Married,No,A,-16.92777561236927,B,-30.91266394189186,B,-173.5715367182361,D,2.1485483980537823,0
Other,Married,Veteran,A,121.97536721940061,E,-21.012845680114115,B,151.1629511418324,A,299.9056698310273,1
White,Single,No,A,129.19746404027777,A,-10.436874017911933,D,-85.71114240758948,B,-114.36362235091735,1
White,Single,No,A,195.81335280738978,A,-180.18566480323713,E,-29.72485028877862,E,-47.40899702186253,1
Black,Divorced,Veteran,E,127.30787747168031,D,201.7206172997414,B,4.206865466573071,C,-188.2514635991005,1
White,Married,Yes,E,61.16697200147262,D,34.01126684564926,B,-76.35796381099091,B,-243.40970304790255,0
Black,Widowed,Veteran,B,-27.54138926452214,E,-3.7924324607386914,B,81.29094274408682,D,-280.689375925788,1
Black,Divorced,No,B,155.7663182582681,D,-30.74176274409044,B,5.508626757514721,E,-71.39298585258048,0
African American,Single,Non-Veteran,A,9.755706332473745,B,-2.5293683113505168,D,-76.42595045883989,D,-20.773354928155516,1
Hispanic,Single,Veteran,B,-33.20253766806955,C,-6.74990641085776,A,-156.99588096354825,E,-173.74583754326588,0
Hispanic,Widowed,No,A,56.65313006181953,C,-4.2671950561864485,B,-254.98201202339777,A,-146.71670485950466,0
Other,Married,Non-Veteran,B,-75.35084347136188,C,-15.021532649799486,B,22.584889961711145,C,169.87229570219725,0
Asian,Divorced,Non-Veteran,C,-112.43564279034632,D,-84.7930845719357,B,-44.89020259203919,D,37.49394009769752,1
African American,Widowed,No,B,-40.71618593149035,C,-27.30789089509264,E,-7.91946715406864,B,-208.6405193901928,0
Asian,Widowed,No,B,82.54148119190201,A,71.3011329175684,E,-71.0267123198639,B,-32.35052357258786,1
Hispanic,Widowed,Veteran,E,-150.65829052091965,C,-8.50491559661813,B,197.25158290390422,E,-202.2526790695936,1
Other,Divorced,No,A,-192.0681081181053,D,200.90047495510532,C,61.61080963416078,B,207.68311742139062,0
Hispanic,Married,Yes,E,-78.95937407647828,C,78.29493096667002,E,34.85666947151727,E,36.77402325663291,0
White,Single,Non-Veteran,E,89.28015156662956,E,-224.48102854338222,E,57.82381921250991,A,-39.093876592565266,0
White,Widowed,Non-Veteran,B,55.32394434275889,E,58.66111545582121,D,-47.0555579110201,B,33.543570032899176,1
African American,Married,No,B,-107.34738415168394,E,-133.41859860925308,C,86.36856796403296,A,-32.38023531747279,1
White,Single,Veteran,B,-11.214565822364285,B,143.8517912870649,D,-18.636840172707846,D,-25.237098289842237,0
White,Married,Yes,B,148.38511771953955,C,-23.098932330619242,E,118.18116899367726,A,-32.22272095284032,0
Asian,Widowed,Non-Veteran,A,-109.51142565820943,E,-45.103419146262866,C,129.55755591930478,B,-136.01107678214652,1
White,Widowed,Yes,D,8.183205914599167,C,-1.0923308894261297,C,155.79077310459692,A,-39.0529386223979,1
Black,Married,Veteran,A,-54.39588639883197,D,82.29553703269472,E,-95.6165252950225,E,17.896202324171114,0
Black,Married,Non-Veteran,C,-65.06579908546085,A,-3.361346486839145,B,94.99731135038591,D,-94.70628801333557,1
Hispanic,Divorced,No,B,104.20093356764775,A,-186.2219222146532,D,51.93133369079991,C,-179.1759062899672,1
Asian,Married,Non-Veteran,B,-19.282257611541873,D,17.279566781595886,A,-46.591571540238725,B,50.5438730043219,0
White,Divorced,Veteran,B,-51.14219680220919,A,-29.72649439590949,B,-187.9385661645134,D,1.3502054800729446,0
African American,Single,Non-Veteran,D,-19.87689169548503,D,-44.54912933953735,B,-51.27802068289646,C,-57.706600713049674,1
Other,Married,Veteran,E,40.94814383907111,D,89.90891600239001,C,56.901541136743006,A,16.374622765611274,0
White,Single,Yes,D,-73.37362007609293,E,-27.275966333783643,A,96.61249858409181,C,28.191579237232766,1
White,Single,Veteran,A,104.25024132166065,D,86.05802083311298,A,-33.4873261366692,E,-39.07139367888229,1
Hispanic,Married,Yes,A,147.44375859434692,D,112.82191442841574,A,-34.40268507259276,A,-93.30025061340187,0
Black,Widowed,Non-Veteran,D,-92.81393323551315,B,98.52321441070299,C,-5.378437117252393,D,-45.93030883564372,1
Hispanic,Single,No,C,-245.46322525783793,A,98.64324937979664,A,154.43562550110087,D,-133.3420733060778,0
Hispanic,Married,No,A,-64.25349553084281,D,-9.427189452766768,D,-91.6271247529643,A,29.451655683535165,0
Asian,Widowed,No,B,-142.06176838802858,E,108.04311971034801,C,-154.18702515079815,B,45.50910366147989,1
Hispanic,Divorced,Veteran,D,-160.4598801247057,B,16.573036541979324,E,167.83206717508932,D,29.17242515682296,1
Asian,Widowed,Yes,A,16.70304150313614,B,2.0537507465294085,B,-38.7978463437283,B,-8.433300373217168,0
Other,Widowed,Veteran,A,99.10795869440851,B,-45.6335519797433,C,-42.181937882697,B,-63.93974534656105,1
African American,Widowed,Yes,E,-56.432792925852446,C,144.001114943629,E,88.02062643147856,D,10.702080051770926,1
African American,Single,Non-Veteran,D,-110.16031644844612,E,-129.29029517274165,C,-113.81629243356251,D,203.31955546635933,1
Other,Widowed,No,B,51.7561766503428,B,80.45368019465985,E,-60.03835957305854,A,93.07441744996666,1
Other,Married,Veteran,D,44.09738627795893,E,-103.35258634832603,D,-41.18183069298372,D,29.08961799424281,1
White,Married,Non-Veteran,E,-15.261133438188374,C,16.101190347995548,B,-29.987910013335682,A,20.952422404622727,1
Black,Married,Veteran,B,-127.80521364500648,C,129.45613840237317,D,38.88651118124008,E,32.23208673201942,0
African American,Divorced,Yes,C,-56.14662101338775,B,22.96905173202805,D,182.86422487563624,A,-27.403898065319172,1
Black,Single,Non-Veteran,E,85.97108729741136,B,15.055958406769761,E,-18.641664294498238,C,2.2032855603295682,1
African American,Married,Veteran,B,-126.78849241052106,D,-74.76379501116583,D,-47.93784174019337,A,-126.9796430378441,1
White,Single,Non-Veteran,E,-102.9046447960284,E,0.4848105629143281,D,69.6114281098223,C,57.878564681613085,0
White,Married,Non-Veteran,A,84.97174385293893,C,-128.8108735546659,A,-92.82358171872937,E,10.868771756542808,0
Hispanic,Divorced,Yes,B,123.44630419674215,C,-16.91421506576711,C,-30.125477876434122,D,-129.1892398099981,1
White,Single,Yes,A,55.33050804817506,C,112.76628857981652,B,-73.21682190803497,D,43.184078617118466,1
Asian,Widowed,Veteran,D,74.91581313986542,C,-167.41943093641837,A,-56.62181491739802,C,-97.59079625555256,1
Asian,Single,No,C,-51.36520766759123,E,62.01493203333334,B,61.11331976139866,D,86.13193663607866,1
Hispanic,Widowed,Veteran,D,-34.858062231942284,B,-41.95396231052711,A,-62.8291403684794,A,-215.1694423592299,0
Asian,Single,Yes,A,78.11153422341303,C,15.779134948916951,A,80.97317491966052,D,16.618021570415863,1
White,Divorced,Veteran,C,6.91674290112293,C,-159.95781510948476,B,-43.30114069659084,B,-100.67699259341296,0
White,Widowed,Veteran,B,-33.34886775655745,D,152.72415091021037,D,-144.20234378041476,A,230.32919194601084,0
Other,Married,Veteran,B,-45.918528652827234,C,33.16496224061052,C,-99.28932952074028,C,-4.576609653290166,1
Hispanic,Widowed,No,D,52.7021516703774,E,92.71877790642303,D,-105.5294173238324,D,-62.46132783201044,1
Asian,Married,Veteran,C,143.53232370250396,C,18.697621022662798,E,172.0079866320047,D,-122.73276016749135,1
Black,Divorced,No,D,90.29202402018706,A,60.077840465636086,C,60.68859427183861,B,88.05541820926163,1
White,Married,Yes,B,96.34621616675616,B,4.208924687052562,C,-33.64405522800782,B,23.846365971324115,1
Black,Married,No,D,76.67450174612827,A,-18.226581682530956,C,-1.3871332114937773,C,201.22029468411554,1
African American,Widowed,No,B,-128.6426036532217,C,-99.91436303639983,A,-41.09176388427,B,32.16105286456809,1
African American,Married,Veteran,E,72.45377287327162,D,-18.168754907954295,C,37.8445259632342,E,-35.65559245999743,1
African American,Divorced,Non-Veteran,E,25.28191280959458,C,-3.485128632152115,D,-46.0742664094479,C,117.45286400353638,0
African American,Married,Yes,C,-37.31443733942363,C,97.38216123850584,C,97.3587254606578,A,6.976197873979695,1
White,Single,Non-Veteran,E,-130.97299837469393,C,-121.70546900638122,E,-104.18608813211054,E,126.42923437819651,0
Hispanic,Divorced,Yes,E,0.6251749346561666,A,-79.52133808793802,B,-12.118996175226124,D,34.069930981049126,1
Hispanic,Divorced,Veteran,A,12.28459946484707,E,-8.484608705169737,B,84.35430943525391,B,158.35199976056526,1
Hispanic,Divorced,Yes,A,144.7698714942075,E,0.9041315807570214,A,-125.018646154702,A,-33.438197294131975,1
Hispanic,Divorced,No,E,98.08940068770906,C,-12.547672032113075,C,-146.82312083884256,D,-5.4914140906775675,1
Other,Married,Yes,D,7.852581655608821,C,90.48787032390736,C,-336.9846048279751,A,376.4828450071423,1
African American,Single,Veteran,D,-96.53879300344104,B,61.222080102441076,B,112.53026324751494,E,-182.42912765550264,1
Other,Married,Non-Veteran,A,-57.913064977503424,A,-0.49599459561188475,D,141.57769447304287,C,-12.428331987962682,1
Black,Widowed,Non-Veteran,E,28.123054498270903,E,93.37586978671243,C,113.94397438692359,C,169.4672066025245,0
Black,Widowed,Veteran,A,45.14663379917848,D,-84.1446348080444,C,155.51058798721425,C,149.383424858347,1
Asian,Widowed,Yes,B,-20.22798097787168,B,94.38168387971683,B,39.01634600743482,A,27.656889163749764,0
Asian,Widowed,No,D,-76.93079913254392,B,17.941015713595913,B,-49.50686062915336,B,21.02704426373961,1
White,Divorced,Yes,B,-84.98317168548584,A,16.047403159196165,E,-96.34909435446147,B,50.35253083598502,1
White,Single,Veteran,C,-164.1577435236723,D,-63.58624771803767,C,60.66833884932494,D,5.9204869892173795,0
Other,Divorced,Non-Veteran,B,-168.11778917710458,D,122.880509535597,D,55.844851835963084,B,-114.18383772045256,0
Hispanic,Married,Non-Veteran,E,-69.78066537922702,A,148.4795558595832,C,271.1746496508893,A,-38.69781696581083,0
Hispanic,Married,No,A,42.33807109559385,A,-48.856272296038675,E,111.6705377375602,D,126.60008693049198,1
Other,Divorced,No,D,44.97238261532766,B,-139.8961650483786,B,79.00343736188698,A,-34.56533063921247,0
Black,Widowed,No,A,14.225710675340098,E,-51.52143200000482,D,5.807183744274505,B,-264.8093739636598,0
Asian,Single,No,C,-61.60339162363949,D,-20.046477257811805,E,-99.38425492944653,A,120.52095722315212,1
Asian,Married,Non-Veteran,A,2.998313196966146,E,4.041201805043618,A,-176.4916541536323,B,6.648467596201542,1
White,Widowed,No,E,-62.10896779385191,A,-88.57879267385282,D,73.07514242358009,D,-97.36916006576728,1
Asian,Widowed,Veteran,A,67.90144843589677,E,-37.54414304788307,B,45.686093431354486,D,-4.809040835506081,0
Asian,Divorced,Yes,E,-100.73617807417531,B,154.67875267315517,C,-70.77614713561353,D,1.9035090019067953,1
Asian,Divorced,Yes,E,-107.31024513098978,D,-90.71590126434741,E,-16.491721087476023,C,155.5532875755794,1
Asian,Single,Yes,E,207.68369718074854,C,179.81174986508364,A,-42.78277048120709,A,148.07593288503838,0
Hispanic,Divorced,Non-Veteran,C,-159.44952393422082,C,25.052586105113388,D,99.02119896061569,A,-106.17311803750631,0
Other,Widowed,Non-Veteran,B,61.429182975692044,B,-204.98793425401675,E,32.57191506894826,A,97.78578598480397,1
Black,Single,Yes,D,-72.87785240943467,C,-113.69021185639166,C,68.91815966397652,B,46.13376264374055,1
African American,Widowed,Yes,A,-16.587781149482588,C,-75.78623459150242,B,-101.1624241871856,A,193.4203572974637,1
Hispanic,Widowed,No,A,190.630015205221,E,1.425287476135309,A,-3.7128987578769674,C,-61.50722876457482,0
Asian,Single,Veteran,A,-28.519567994203598,D,-50.51219520762977,B,-180.3738894639913,B,91.8998213662472,0
African American,Widowed,Non-Veteran,D,11.036788927303041,A,-0.376579094082916,C,-37.491769509928545,B,46.201839163854125,0
Other,Single,No,A,86.62623027603277,D,55.343900171050166,E,-102.10647496774116,C,-122.87428199151131,1
White,Married,Non-Veteran,D,-34.25069824801167,C,-36.57930153802047,B,-180.65852469175204,C,-124.11144226227823,0
White,Divorced,Yes,B,33.4443745772171,B,-5.042364275716413,D,109.03119450292435,D,-38.16212296660883,0
Hispanic,Single,Veteran,E,-30.58075723013232,D,7.840553176751766,C,19.547529491136878,C,47.36084290402793,1
Asian,Widowed,Veteran,A,-21.48688704922249,C,25.771965884221387,E,72.98185611075391,C,-46.49262465290697,1
African American,Married,Non-Veteran,D,-110.80735814043452,E,41.36907421757792,E,104.67544809853764,B,-134.22424348813234,0
Other,Single,Yes,C,239.66382026102173,E,-47.56121850651239,E,-103.03002770197547,A,-189.53691839565784,0
White,Married,No,B,-58.10432064812602,D,-56.86207879965248,A,-198.4330554669751,C,-11.60126052322833,0
Black,Single,No,B,-65.6035551792722,D,123.31989449807097,D,-63.252730069581474,D,22.925538117885296,1
African American,Divorced,Veteran,C,0.9188561749266537,D,30.82874265077571,E,-52.3603870367121,E,-123.72792733868077,1
African American,Widowed,Veteran,D,-0.3991549866743108,E,-145.02226417751538,E,-34.81234880917633,D,-55.788802402631696,1
Asian,Divorced,Veteran,D,-85.97279879032963,D,-91.50440209032847,C,-24.13166309353372,A,-85.18345294878753,0
White,Single,Yes,A,6.907640241249924,C,12.93121837770742,B,-37.475636661420985,B,13.981196520611173,0
Other,Divorced,Yes,A,-32.93149187414018,D,-41.06160846265294,B,47.62152305236503,C,15.249280572804274,1
Hispanic,Divorced,Non-Veteran,B,45.96650613695876,C,64.41958107344624,B,-123.9364530176958,A,-0.17601384596539768,1
Hispanic,Widowed,Non-Veteran,D,-148.39939099842587,C,18.566405558333717,C,97.39196925802051,E,-66.70655050673727,0
Black,Widowed,Yes,C,-23.935483259339456,B,98.45023301410227,A,52.06371866600501,D,-73.96243199642025,1
Asian,Single,Yes,C,81.37094396802148,C,71.93686319144761,E,72.4326026537488,D,-6.310523141918465,0
Asian,Widowed,Non-Veteran,C,-83.24310228152831,A,70.1150551609199,C,8.502314415565195,C,-94.52769665383447,0
Black,Single,No,C,68.01032102520747,A,103.96665092116233,E,-43.39093284524297,C,131.83006149104992,1
White,Single,Non-Veteran,C,90.31820504641342,C,63.57304547430326,C,-22.402421624926404,E,55.15051707342642,0
Asian,Married,Non-Veteran,B,-95.13622507107756,B,-24.375667759540804,D,-79.88234533758572,E,35.60197745306326,0
Other,Married,Veteran,E,105.86229276551803,B,50.1746077870522,C,51.14048101649331,D,116.03572155202787,1
Hispanic,Divorced,Veteran,C,-32.31773396294707,B,-134.25671327691293,B,-20.53174608557826,C,146.43871856069325,1
White,Single,No,C,94.40080550650801,A,215.6012826457834,E,-22.166016659502546,C,21.559940941141118,1
Other,Divorced,No,D,43.09023263804151,E,72.98094615867299,B,73.56621592897203,C,126.62853498108939,0
Other,Widowed,Yes,A,141.73554967404385,A,-60.9090886240467,E,-56.47808679390744,B,-239.6083224195093,0
Asian,Single,Non-Veteran,C,-114.72637079732995,B,-27.276001743658597,C,47.78036011548522,D,-85.94361028697094,1
Asian,Married,No,A,-55.55497939096992,A,-115.72960733861288,C,-85.80538120911432,A,-23.203661187991877,1
African American,Married,Veteran,E,-25.201535768621774,D,-27.077509287164307,E,-172.56118358205882,A,42.39761169424248,1
Asian,Single,Veteran,D,-123.49817328939976,C,-38.68585593484364,A,-44.998973626004876,E,-69.68348566814122,0
Asian,Divorced,Non-Veteran,C,40.24505374935446,A,136.60807251450356,B,-3.5710091739905088,D,23.509870587042403,0
Other,Married,Yes,A,-123.66605275598772,D,20.42030725210878,E,-164.24952894766597,E,-90.61606812821168,0
African American,Divorced,Veteran,E,-65.86786746379887,C,195.9197116016959,B,17.558121090205574,D,159.36335500504012,1
White,Divorced,Yes,C,-73.05995046881011,D,-33.22764713716753,A,-34.667681350200255,C,147.91753900822832,0
Black,Divorced,Yes,A,-50.83995253672283,D,302.78873007776,A,75.03303596721517,E,61.776480706357496,0
Hispanic,Single,Veteran,B,191.10320035417752,B,-13.758328838334775,C,88.32678050400224,C,62.77767052045169,1
White,Single,No,E,-33.35690098020219,A,206.30870209925135,A,216.38639287970304,E,18.025866457054583,1
White,Divorced,Yes,A,54.18977467303658,A,45.32651081239531,A,18.183506265782327,E,-66.54148389931473,0
Other,Divorced,Yes,D,-87.51766794365753,B,-8.08382370415547,C,-106.40325768254087,B,94.78973019504748,0
Other,Divorced,Yes,E,19.220553046162642,D,-80.0255492676054,B,-109.67149647179981,C,-40.47677759263952,0
White,Divorced,Non-Veteran,E,152.97983228103305,E,-90.29246680131135,B,6.568252883563355,D,77.42329008275048,1
Black,Single,Non-Veteran,D,-13.814342918675393,B,-44.05006178497581,D,-43.98423475786246,C,-139.42718424790834,0
Other,Single,No,C,-35.37290711850793,E,-47.769621583897816,A,-18.92253009817848,C,10.263501773497143,1
Asian,Divorced,Non-Veteran,B,89.82201576727614,B,-24.10591292715151,D,-198.26723731346644,D,-51.712914381885064,0
Black,Widowed,Non-Veteran,E,61.04964454440233,C,55.961429895971314,E,60.14990968443767,D,-112.60051184772082,1
Hispanic,Divorced,No,A,39.06484083189918,E,-248.6295209139074,C,-47.447107892743226,A,-139.06238947735113,1
Black,Widowed,No,D,-45.967194962006936,D,118.73009454914903,C,-56.16850886001467,A,-158.21957045020022,1
Black,Married,Veteran,D,-142.53600171159536,A,18.027269655857303,B,177.85229587453938,D,181.27364317609548,1
Hispanic,Divorced,Non-Veteran,E,-75.46626997231883,B,-152.5016924426215,C,-6.434725872892404,C,-139.4083008052556,1
Black,Divorced,No,C,-49.62753769021076,C,89.09275296836124,B,179.25661453866348,D,182.06301959165648,1
African American,Married,Veteran,B,-37.07688384226685,C,-92.1604531671832,C,159.40903069504714,B,112.16095067124694,1
Asian,Single,Veteran,A,61.299244633912195,C,17.88749608425963,A,55.06930423577743,C,9.806279193894433,1
Asian,Married,Veteran,A,-3.561139383526018,B,-0.32164261290508744,E,54.285682164556924,B,185.66112727802374,0
Black,Single,Non-Veteran,A,54.177971469905486,E,7.866701876678841,D,27.91207076562914,B,52.71174178903226,1
Asian,Widowed,Non-Veteran,D,43.44045757113682,E,89.80279516578815,D,-139.486796586538,D,49.720543592295456,0
Other,Single,Non-Veteran,D,14.260005033104886,B,-178.21286030165936,E,16.45055637431396,C,156.75555888948935,1
White,Widowed,No,A,156.2261360657121,C,-12.028709749823529,B,0.6049268185302578,A,-191.889189236443,0
White,Single,No,E,-172.8555256046178,D,41.45411267195564,B,95.08348229858086,B,14.46114583924428,1
African American,Widowed,No,B,-197.62023239119665,E,25.749002239329126,D,157.59232770864003,D,145.0624013093857,1
White,Divorced,Veteran,D,13.844975775734646,A,-134.27738738557855,C,112.40539606813986,A,18.704293882935556,0
Hispanic,Married,Yes,B,119.14439460223458,C,4.590471377781622,D,-50.05389716507144,E,-124.37851520454497,1
White,Single,Veteran,A,30.7879325445728,A,134.86027516628494,B,-148.733367019938,A,96.58384634842987,0
Asian,Married,Non-Veteran,D,50.30085353389274,A,-94.528362053994,D,-121.19520260549423,D,58.918344210996274,1
Asian,Married,Yes,A,33.83527802773184,B,-101.3710504823063,A,-103.49888744323887,E,75.96426571541544,0
Asian,Single,Non-Veteran,A,209.23548217774405,B,5.271281721457841,B,74.29461322164434,A,154.62637174306047,1
African American,Married,Yes,E,-119.82559176043654,A,48.80168364847352,D,24.571857616809,B,-69.63900168299885,0
White,Married,Veteran,C,58.59356033828238,A,97.7429570659422,B,89.80696819282772,E,48.34682605272636,1
Asian,Single,Non-Veteran,D,43.04276012054848,D,-15.901740253749535,B,106.8112731818434,A,62.007394158653064,0
Hispanic,Divorced,No,D,-175.36714438720492,C,47.381614761862096,E,-150.35775056335095,A,111.64211147805901,1
African American,Married,Non-Veteran,D,0.44119025036572845,C,58.788280900434486,E,-81.57962980507334,A,-149.5813398455404,0
African American,Single,Veteran,B,-95.83339802584737,B,-71.7102297831017,E,105.24137212690958,C,-257.88619134255947,0
