veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Yes,D,42.804867108212626,89.83302011282358,-50.95657820114239,B,B,142.75100157875406,C,A,A,C,-193.56205236681578,C,0
Yes,E,10.335025408324102,-3.3049384909585844,-24.368894644808037,C,C,-105.48234716825992,D,D,A,C,18.741829724779947,C,1
No,C,113.6965936456938,12.482552017130143,-21.344339001271436,D,A,2.404229686354192,E,A,B,C,2.620534207496105,C,1
No,A,93.95617554729509,-128.16147375599235,157.56918227106556,B,D,50.58753428885209,D,E,D,A,-69.69532487703988,C,1
Non-Veteran,D,-39.42445075822627,-49.36366335787509,45.9589700823843,C,C,-122.89835250649612,C,E,E,A,78.20333997755986,D,1
Yes,D,3.0459496127392227,-73.31445032343609,-199.21501171338693,A,C,153.3956934911428,D,E,D,E,-108.2336119788458,E,0
Non-Veteran,E,-70.70745663346139,-65.74744046754093,-49.82359154629001,B,D,61.98898720778955,E,A,D,D,-46.541744011159444,A,1
Veteran,E,-0.24426763158964165,-8.413274594320788,-34.29878044744857,A,D,226.4175952460044,B,B,D,C,43.31313815701875,D,1
Yes,C,-31.89917330469501,-144.66673524820592,-87.18820822756015,D,B,18.330947662141895,C,A,B,B,246.8438582567976,A,1
No,B,93.66451760551057,-157.58665179641486,-89.49456449335679,A,B,227.5596497447933,B,A,D,D,203.52772035732426,D,1
Non-Veteran,D,-68.4466027375977,239.05403163439533,6.576634228282333,D,C,-61.01556490175549,B,B,D,A,21.553961207468266,C,0
Yes,A,-12.144913103938027,-8.626229458538607,69.15741316659589,A,E,48.9175456779339,E,D,E,D,-79.53016927081437,C,1
Yes,C,-248.26194971149076,-141.99981031960823,-137.35311797559095,C,E,-47.890413882059086,D,A,B,B,127.55459467094119,D,1
Veteran,E,-29.39304579301134,-48.82595372455447,86.27646709917246,B,A,-37.48524307082045,E,C,D,A,-14.19710701108627,B,1
Yes,C,-83.26485242662272,120.93278159093606,-51.246653577709225,E,E,-65.45235634835596,C,A,D,E,107.75339625292104,D,1
No,A,-1.619130689604455,42.84012281028538,-1.3561626879797366,C,A,162.2698957453746,A,A,D,E,16.65000093448242,A,1
Yes,C,-79.69495996733525,-58.838721914149815,139.86542892106743,C,B,-184.74636725323984,B,B,E,E,-164.62113192944057,A,0
Veteran,C,-43.47783962292206,-150.27451833079888,-24.086233840488177,E,E,-74.14543860971094,D,C,D,D,19.322518614329027,E,0
Yes,E,-45.6684358579829,-148.9641745312028,-11.245151517576891,D,B,59.77182386903293,B,C,E,A,-14.099945121352508,B,1
Non-Veteran,C,161.41299170650015,75.1552119211993,-44.46357780973214,D,D,-92.93347778455193,D,C,D,B,93.98653569502589,E,0
Non-Veteran,B,157.75993021244986,22.985276386522035,57.012550361285165,D,A,-0.9877954728954084,C,D,A,D,138.2822638784361,B,0
Veteran,B,65.38584631392662,66.76130378328358,69.86945665888739,C,D,330.2631102212822,B,E,A,A,-172.20716655205962,D,1
Yes,E,-108.57242605841924,-81.21449578445308,157.01395122639968,D,B,-84.87100274586852,E,B,D,A,-52.86902939536514,A,0
Veteran,B,-25.502940030872782,-105.79324552281668,-11.471853391187862,C,C,-37.33622732426804,D,B,A,D,122.57394742976635,C,0
Yes,C,-1.2896988795027038,-97.70643950533173,-120.46427412145616,E,B,110.3758517683578,D,A,A,B,-28.85987516179152,D,0
Non-Veteran,D,-103.54365405685417,-34.78698444599899,-80.59422192277214,D,E,-66.62940354700389,D,E,C,C,-48.317526259834565,C,1
Non-Veteran,D,82.01477236996236,-30.823981692132364,-17.68064716752481,B,E,-85.07965738156427,A,B,A,E,-30.932332444322647,D,0
Veteran,C,-144.13970947956514,93.21053961114282,-144.34331025331704,D,C,65.94276866658063,D,C,D,A,45.58382953442371,D,0
Veteran,A,-27.74337395936334,159.33739198105528,-71.42044098800649,C,E,47.7259243187372,D,A,C,C,0.38714030000818955,A,1
Veteran,C,-12.56222910910891,-84.27929883025095,-214.7472978672307,D,D,65.39961595449765,B,A,A,D,-46.65440923143693,D,0
No,C,-62.533014412748386,-110.95912532869454,89.31135976426917,C,B,-111.543163518993,E,D,C,A,62.78717290373576,A,0
No,A,-184.22529387537477,86.20084039000953,67.9342145012234,B,C,-48.87775334404632,B,B,E,C,135.818503868778,B,1
Veteran,A,-39.9231205483788,125.26016750338154,235.76524747247163,D,A,-91.02260028143047,A,C,B,C,176.32772388203765,E,1
Veteran,B,-19.27255372533547,138.1130202510651,-59.415948980735614,E,A,-57.07109983771159,A,D,A,C,187.5710199495481,D,0
Veteran,C,18.747745214217044,-162.13615610647892,-8.272139024832807,C,E,-48.45251770184147,E,B,C,D,-94.4536641259055,A,1
No,C,25.104190215278976,-84.34699340920079,66.09242314877133,A,D,-1.761417991934064,D,E,C,D,284.83537167242736,B,0
Yes,C,-40.92940301871595,-146.70916447098477,161.71627270827616,D,C,74.17771604223579,D,C,A,B,-54.5851873018119,B,1
Veteran,D,-120.02511820997186,49.98949363884123,-111.24380974781714,B,D,150.48603498185693,A,D,D,E,6.5027065011827725,B,1
No,B,136.52793706861593,133.4726342575172,-53.60414743110622,B,A,-78.33562834487374,E,C,D,E,-85.99733381834463,A,0
No,B,-94.42116129437953,-22.4112186998071,206.41858637173104,E,A,-83.58555316785731,A,A,E,C,-46.40338490015426,B,1
Yes,B,-50.273617328093714,75.12449790844545,73.7468655500123,B,A,-52.928285351466855,E,A,E,A,-1.9606433268734795,E,1
Non-Veteran,B,-22.33988037173096,24.590276486230042,0.6317410651516611,D,E,211.4618379231383,B,C,E,E,-112.49110456232741,E,1
No,B,-19.7854398691939,-56.420974676575895,93.16515976815933,C,B,16.812985134939286,A,E,C,B,-31.68399163519219,C,0
Veteran,E,-22.544662541634892,-69.10333935872102,14.254436895430192,C,E,-48.686907654996396,B,D,E,D,-62.02334207711891,B,0
Yes,E,-179.78417899419287,46.93993663727005,-46.58656392381922,A,E,108.1636187265528,A,D,C,E,143.47595113120832,B,0
Non-Veteran,B,-195.32058905771862,54.69401594697081,-80.27106886618682,B,C,133.03323019770104,A,B,A,B,31.726310806301345,D,0
Non-Veteran,E,55.41330445120719,4.034595944624518,-104.67091302430606,C,A,181.2021849697086,C,D,B,C,-1.3609370969605428,D,0
Yes,A,-14.466122842703408,-56.7588783276775,-133.20119017190908,A,D,-114.17855659811916,E,B,C,D,0.8365558321061282,D,1
Non-Veteran,C,-83.37946162767625,-25.884646533535328,11.69487450193028,D,B,-90.4394004336785,B,A,E,B,-106.0990651972842,E,0
No,E,-107.7598407781685,-24.048135277370463,79.12497501253321,C,A,85.87251342407211,C,E,D,B,21.87337307368408,B,1
No,E,26.798744031703354,87.20046256961099,66.36130677033843,B,A,27.64668875468166,A,A,B,A,-13.264038610431559,B,1
No,B,26.55835610636281,120.9513386305373,-136.7735372391929,E,E,19.994316763966054,E,B,C,E,-93.20388080426459,B,0
No,E,-84.72364544321665,30.974557798076212,-35.23430254430193,A,A,223.89339624736482,B,A,A,A,59.1711623762312,A,0
No,D,78.90662257313942,-52.91491147207138,213.085970580511,B,B,-50.84673452653168,E,B,D,D,-78.13387280462221,C,0
Non-Veteran,D,-82.45925966623552,103.79960985626062,-22.147654294436574,B,C,-43.84885078334643,E,C,E,E,95.79234017376562,A,1
Veteran,C,-77.62682032781885,71.1417776371228,-32.872516759296985,A,E,75.36378217974506,D,E,C,C,129.0951652708704,E,1
Yes,A,1.6252837558147752,-41.18132545917767,-85.43591495481752,C,C,56.97742647005667,E,D,B,A,-89.82654776824904,E,1
Veteran,A,-92.43257151792767,-122.00175804522087,-248.48525099715934,C,A,226.8956123712548,B,E,A,E,34.955441702558396,D,0
Yes,E,155.74236778308145,76.21471656640922,205.29351406787399,C,E,-53.034483684329594,A,A,B,A,-78.01321712681735,A,0
Veteran,B,-113.9889076707585,-143.71051764659185,53.38656404476474,C,A,-193.52593812018654,A,B,E,A,-119.99201698946658,C,0
Yes,C,44.40972076890581,-262.9945299006506,-133.6506854889223,A,D,129.90534922200817,C,A,B,B,-25.36319149370469,B,1
Yes,D,198.61626033537533,15.532667760038699,-63.77935393031563,C,C,76.89970404713864,B,A,D,E,-25.36595912845297,A,1
No,A,117.38937764404713,57.61212102522241,25.495042305957593,E,D,-0.026533351428662248,A,D,D,B,-93.63651632088478,B,0
No,A,12.576310980786559,195.91965462352067,53.28944278072072,E,C,-9.539174340389783,D,B,A,B,71.8843523555984,A,1
Non-Veteran,D,131.02351551449166,-81.70724190530751,5.919217516229275,C,B,54.29398434328368,D,D,B,A,81.62785816910797,A,1
Yes,C,10.00180359352254,91.32965275816336,105.79250168965433,A,E,-30.3945661148406,C,E,D,A,-56.15260257572112,D,0
Yes,C,198.85060506793798,84.49548048127782,111.59964873117076,D,E,-306.2336047522223,E,E,B,B,-45.75839640327274,C,0
Veteran,D,136.42339388276687,-87.28157134347498,-4.218544855079888,A,E,-13.027479042353818,E,A,A,D,111.55617814863126,A,1
Non-Veteran,E,-54.245325179872594,49.28947894097999,41.84558697226163,D,B,-181.3283856869219,D,B,C,A,89.83659223599619,B,1
Veteran,D,-83.55908135353891,6.8490950089387725,-35.35664903930693,B,B,44.61095674019979,E,D,A,D,124.4509804874905,E,0
Non-Veteran,B,21.381372303187575,97.00271148159183,-43.03063355172127,C,B,53.17654196111919,A,A,C,D,277.44784432650664,D,0
Yes,C,-9.182230921845756,138.71122900498958,-78.90420723126205,A,B,68.21770692230746,E,C,E,B,-191.25250403730556,E,1
Veteran,D,-92.94115527441706,0.5563868786713287,-59.14904849662288,D,B,-222.28866876002175,B,C,C,B,52.6429946351327,B,1
Yes,C,-130.02857300952292,-98.25881630687802,-145.50007310890868,C,A,-55.125509758980975,A,D,B,D,-141.1026671863583,B,1
Non-Veteran,B,21.050839518964395,4.217630366603943,0.17780592861090652,E,E,2.3240167286731275,B,C,D,C,-2.770067046581112,A,0
No,E,26.70429229115414,-31.012526319362117,-49.84432334133306,D,D,160.95073366722661,D,D,E,B,-63.89374033131926,E,0
Yes,C,75.36854040460202,-14.567857486543554,-105.95690486917393,D,D,184.3316863113949,E,B,D,E,32.82399661817532,A,0
Non-Veteran,B,-79.0201956710757,-151.6680914184336,-51.13919118221341,B,E,19.109583481441277,D,B,B,D,-84.00249357982551,A,0
Non-Veteran,E,132.1143236237769,-91.9758609255391,-12.4644035481579,C,E,-19.03656539750512,D,D,B,D,4.798115984099213,A,1
Non-Veteran,A,-100.1859130768372,-87.77985324498367,-2.0340665204502666,A,E,59.769136234687224,C,E,A,D,-124.88258574563666,C,0
No,E,182.92200585060488,-11.452074756020291,30.244225659466668,C,B,104.20395590546481,B,B,B,D,118.32511560717076,C,1
Veteran,D,154.01201545661556,26.7600557847626,-39.8224342036089,E,E,17.155481019331162,A,A,D,D,6.2601889363903025,A,1
Veteran,A,13.153708202031709,74.84024428980211,96.5940327764572,B,B,54.05119425052158,B,D,C,A,32.360075286769444,C,0
Non-Veteran,A,-90.19996455591931,140.76389095215126,-186.76479113238304,C,B,-159.2873958785721,E,B,E,B,147.64457316443003,C,0
Non-Veteran,A,-10.642423181025217,-30.491686047033582,-106.17050318579433,C,C,-162.02381117441732,E,C,E,E,77.86667197045284,C,1
Non-Veteran,E,8.12616018681365,-3.8737280261444114,25.42035014647815,E,B,-15.724671628864023,E,E,E,E,55.39140999932911,B,1
Non-Veteran,E,18.313335417582092,-39.65345199552024,-2.6747301350785992,A,D,20.031221594438687,D,D,A,B,-15.439654770189678,E,1
Veteran,D,56.013406952772336,-68.28204052285908,57.094912291257906,D,A,-7.363793220080258,E,B,A,A,70.98607724144837,B,0
No,D,-117.61472982401928,18.80088583301618,-26.13785942277741,C,E,153.43601792977745,B,E,C,B,30.131173830600794,C,0
Yes,B,145.68415100944222,89.930287262596,91.82819919359969,D,A,-20.538094373516756,A,C,A,C,-28.358109124841956,E,0
No,D,-39.143766202561366,-40.8544215036582,-25.741062183243375,E,E,34.45784900325112,B,E,D,B,129.9886590128268,D,1
Veteran,D,-32.241592132740685,-247.19408862069247,115.8301942655732,A,C,13.479726246622805,E,D,D,B,5.786561637951675,B,1
Veteran,D,35.77945922980635,-221.66725866800135,95.0937822382997,B,B,58.99299757599987,E,E,D,A,17.866790854697058,D,0
No,C,-55.7885023996194,-3.0282246269779405,-17.957422528660707,C,A,113.49976589966937,E,C,D,D,8.986066676557911,B,0
Non-Veteran,A,47.61080421561303,-207.45200214105415,182.548384992914,D,D,-8.291912752624457,C,B,B,A,212.9571061378213,D,0
Yes,B,30.573289891799377,124.26400867951351,58.66372234707159,E,A,0.3361853471931808,A,E,C,D,-127.2160079042511,E,0
Veteran,C,93.06440844787687,75.08197510929705,16.100769173247155,A,B,-134.84156083520745,B,A,C,E,71.1069456636908,A,0
Veteran,D,-30.318609149595527,-76.59682863081925,-168.08600285968723,D,A,0.4768453181898917,C,E,B,A,48.96822325556061,B,0
Non-Veteran,D,112.71552582346709,-26.199482951533447,150.2855818891841,A,C,51.224066566448045,B,D,E,D,-56.77120021388453,A,1
No,B,261.31107932232226,145.32171573170908,37.45867094621983,C,D,96.6126451260911,C,D,A,A,-170.74256295073192,E,0
Non-Veteran,A,-13.298838254792116,159.8306125621005,-117.24957070982444,E,E,-14.869671552164085,A,A,D,E,-1.4781961520826306,A,0
Non-Veteran,A,111.5459834406689,-70.95982739279125,120.14479912536238,E,D,-6.440176001149048,C,E,A,E,-148.1833846152879,B,1
Yes,A,154.7970608831383,89.09751786605874,71.42222335469056,A,A,48.4955954864093,A,A,C,D,-54.82099170645102,C,0
Non-Veteran,C,-105.58279379043624,25.464990206485496,-177.49239935082457,D,C,-50.88496773040383,A,D,B,C,-11.190130206035315,D,1
No,A,-79.28048498270599,15.796239512574836,-111.95351607186927,E,A,75.19460416445125,C,B,C,E,57.736306703281926,A,0
Veteran,B,-101.33854314301396,-78.26140914583365,220.64178125071342,D,C,46.18462273942757,C,B,D,C,-45.63887159443622,A,0
Veteran,C,-120.64984538695033,108.77982411796371,40.12979322164188,A,E,271.79779477810814,C,B,D,E,56.49143629746649,B,1
Non-Veteran,C,79.02073986848505,144.78641016766235,-16.4323773212536,C,C,-43.291625142803824,D,A,D,D,-87.33065224126297,B,1
Non-Veteran,B,-109.36666103789499,181.36651526721488,-102.13283853796406,E,B,-48.26324051989392,D,C,B,E,-0.9038494226363545,E,0
Non-Veteran,C,-86.43383637766019,-245.46284649151735,225.16265834721358,A,B,236.9640721979401,D,C,E,D,-117.87921523157353,C,0
Yes,A,-198.38108409206077,7.543261750757332,14.60000166082275,B,A,-122.21101409761428,C,C,C,D,99.89828644588655,A,0
No,B,-141.08360859752187,35.85944512791702,106.06925322514104,E,D,-77.81407495164441,A,D,C,A,197.3635414368698,D,1
Veteran,D,-142.83439032411738,-104.59079492036622,16.386572144701812,C,A,84.25673344621633,D,C,D,B,84.04690545715083,E,1
Yes,C,-44.01414394990415,113.78826962256139,-89.35891202430349,C,C,-15.129121815126528,A,C,E,B,-72.0222254867059,B,0
Veteran,C,194.52447849628328,-122.99488562488408,135.12803145490713,D,D,36.86044383076795,E,C,E,B,136.23151369746978,D,1
Veteran,A,167.31688559495734,-33.57358007714836,-62.77739478214017,B,A,-188.6378826243565,E,E,A,B,-90.3183178592175,E,1
Yes,B,-33.939460172894634,-98.08070034528293,72.43934808684259,E,E,-48.23416183659491,C,A,C,E,45.918908785438575,C,0
No,B,149.92141064148993,107.02118497993835,-73.07275000753813,C,A,40.768522204068795,C,E,A,C,-101.97628307424714,C,1
Veteran,B,-62.196307740634346,111.31262417957235,59.51018373793543,A,A,37.135152976590575,A,B,A,D,-153.8738761674702,B,0
Veteran,A,-94.71468516035455,34.80253703500767,8.080166159611272,C,E,43.18667684488912,E,C,A,C,112.81922259571708,D,0
No,B,-119.46164075357333,15.157604424099844,-77.94942726285224,D,D,-12.536565773494438,C,E,B,E,1.3857231719325045,E,1
Non-Veteran,E,51.6999071787992,-32.09828374638302,225.68387413336416,C,C,104.7452928400962,B,A,C,A,87.50120073317613,D,1
Non-Veteran,C,-155.61889430281457,-185.47469088819565,104.66145756779508,A,D,40.538996545435054,E,B,D,E,155.69396365148543,E,1
Yes,E,189.61125878895012,29.249199632171823,-19.499763899663186,C,C,-12.982035690384174,B,D,A,A,156.76670176261095,A,1
Yes,B,3.8969311326044678,-53.83694084736853,-37.816283855790815,E,C,-188.09817066398486,B,E,B,A,117.79368591245189,B,1
Yes,B,-59.727001770583975,-70.61733412081715,-33.85567250683453,B,E,16.324025783831885,C,D,B,A,-13.013481049512684,A,1
No,B,89.02336495900867,42.13185350248701,-116.8351855552873,A,A,-77.75268666778335,C,E,B,E,14.202429232631339,C,0
No,E,164.78703257217487,-36.06389972833306,7.774555382982924,C,D,142.47622741192194,E,D,B,A,73.09517597726324,B,0
Veteran,B,-39.549594679904175,325.0951047594864,84.09536511092611,A,A,13.833703562065883,C,B,D,A,-216.9274855387838,E,1
No,B,132.5492696903988,102.30920582657328,99.0494799934325,B,C,98.11001102310624,A,E,B,A,95.60551457000682,E,0
Veteran,D,2.699287962004069,-135.2201874456718,-159.23703845739814,A,E,-42.90831263826748,E,B,B,E,-283.3410941186395,D,1
Veteran,E,35.03279847110992,31.13389913607679,141.49360785377837,E,E,-40.1471726041873,E,C,C,A,63.34034343022721,C,1
Veteran,B,27.813748746349624,68.79557872041488,7.6783495349692865,E,C,292.2889579643187,A,C,E,C,-187.64280759314735,B,0
Veteran,B,34.49637726322008,87.36125473077068,-189.59174015793542,D,A,28.444408239504593,D,B,B,D,-16.773067512747566,E,1
No,C,38.54313307851264,-59.923815011607395,23.60078422990309,E,B,-44.905654325514675,B,E,D,E,134.31405268661376,A,1
Non-Veteran,E,46.58662182796186,-57.14251628353607,16.50469261626191,B,B,-138.2373961319375,D,C,B,D,99.06452761245758,B,0
Yes,E,-39.772097441811226,-143.70826703145647,-50.878675544509214,A,B,73.3692599744895,E,C,A,E,129.74463100034046,B,0
Non-Veteran,E,-152.36523468655892,-17.750216026900308,2.8788180333291566,D,B,86.18778862126932,B,B,E,A,84.47595726106117,D,1
Non-Veteran,B,56.86595619397576,-73.60289770883197,-156.4128019205984,D,D,75.59245491822274,E,C,A,D,84.84475289095602,D,1
Veteran,D,4.402194614268859,67.4119722097922,-49.90237315026536,E,B,-117.23272061155956,C,E,B,C,110.58370557479347,A,0
No,C,36.40474574958284,32.26126770114374,-20.062102994651482,D,C,221.16093922052897,D,B,C,D,-39.44038140856016,D,1
Yes,C,-82.2515734622422,-18.338094483062523,-71.19345672528698,C,C,-6.858727728143623,B,A,B,E,28.699335836387835,D,1
Yes,B,21.172301505910855,-77.08880720324855,-141.84468816689443,A,E,-32.75523697355395,A,E,D,A,-198.48525440827936,D,0
Veteran,E,48.55963892226002,95.01440042770797,-82.9366460122961,D,A,27.665967184867885,D,B,B,A,-41.422498038495256,B,1
Yes,C,-17.359906428442496,-149.29116213091592,80.09001571416499,E,C,-18.40989725068349,E,C,C,E,-45.57599449550688,E,0
Non-Veteran,B,-67.63139384343113,-58.43994755702455,-117.17171736328642,E,B,2.9823545406156047,E,C,E,A,38.249937135479655,D,0
No,E,30.684496675078627,192.19130863326993,-80.92040437264734,E,D,-72.93173123642936,E,B,B,C,136.15077158277467,D,0
Veteran,C,55.26379424119106,-227.91528790458014,9.614721055866037,B,D,-5.636622558228327,E,C,E,E,61.77074589239982,E,0
No,C,30.448941583713534,120.15954784107852,-138.13294337140735,C,B,-93.80070809132064,E,A,C,E,-12.913366436217554,C,0
Veteran,D,-193.39174288371578,93.95826252757944,-110.54392809586237,D,B,-37.13018636096133,C,C,B,E,104.22872726418449,E,1
No,B,-120.10397988303619,-57.605248257343746,10.592625725043408,A,A,-18.730286386042586,E,D,B,E,32.80064166167644,A,0
No,E,-105.9912876633025,12.29146569049327,-73.26154742294347,B,D,48.016669854021075,C,D,D,C,-19.71989279931065,B,1
Veteran,E,99.0872409621194,-218.0170558169892,-123.35187796326237,B,D,15.026818535549594,E,D,C,B,-117.43692671748198,E,0
Veteran,E,6.299269545471213,-11.190810047427242,74.26118728075917,D,C,-74.32683199425979,C,B,E,A,-149.16588544280714,A,1
Non-Veteran,A,-76.12946076603623,91.92906722760173,-73.65596815615078,B,A,-77.27742581335262,A,A,C,E,75.7468006437854,B,1
Yes,D,-25.501904885788022,204.32855645016795,109.74012555472446,D,B,72.33636080373854,C,E,E,C,-10.527090437161224,E,1
Non-Veteran,A,73.12870756682061,114.39527838792516,-82.40975372236626,E,E,-92.32078592937665,C,C,A,D,-45.00981500544639,D,1
Non-Veteran,A,46.03073018245304,-39.689731077965604,-87.24747157977286,A,B,84.72327748392479,D,C,B,C,-26.527919223008585,B,1
Veteran,B,-17.65945763585863,82.68084588718055,-31.728038121891334,B,E,-96.44376329794902,C,E,E,B,167.31339805842416,E,0
Non-Veteran,E,71.8521715136132,64.00852148297164,-47.33523055185134,E,A,43.74835738641831,B,A,D,D,-156.59750349298,C,1
No,A,35.97792801422984,119.64702681479042,106.01601158396161,A,D,131.2701026903867,E,D,E,C,-197.31132109664247,E,1
Veteran,A,-102.02778397499767,30.359888785682266,-62.28277944082332,D,A,26.411742078505856,C,E,A,D,134.2345492709412,D,1
Veteran,A,96.89442104788318,-182.5974105124643,-139.92188577771768,C,B,-82.61436302691818,A,D,C,B,-91.74781839416028,A,0
Veteran,E,-54.27258335811453,-55.499693129670035,129.6565772032578,D,C,208.48212329688218,A,A,E,E,35.19207494646634,C,0
Yes,D,-21.92461966795629,-28.53717476875276,13.624217879042847,B,E,-88.99889087683061,C,A,B,B,-24.34540251269281,C,1
Yes,B,-19.200614826471284,-33.86350381832768,33.13579609548507,C,D,79.6092799207745,C,D,B,B,73.91343677062737,D,1
Veteran,C,-52.5963171826513,35.01810473507133,-46.91161769308536,C,A,38.68885003843117,B,E,D,A,-100.03218884244332,B,1
Non-Veteran,C,7.47853872861247,-11.840751500561106,72.5779044851049,B,A,-41.51592266027827,E,C,B,B,33.83895453226061,B,1
Veteran,A,29.480874183228238,-9.175840011470697,-131.14553000821473,D,D,36.48810540476221,D,D,A,A,145.23831267635637,E,0
Veteran,C,21.24768844211305,-111.46950333587573,-65.4854259508196,B,D,-92.73977043265945,A,B,D,A,113.38659937150884,E,0
Non-Veteran,E,-75.28491855822583,-22.342720825201013,6.015296236783414,C,C,-33.02947789942727,D,A,B,E,8.011229648445733,A,0
Veteran,B,-27.936026787754958,56.66066297545795,4.772730735158949,C,E,-77.8029610740584,D,A,A,D,7.80532447158088,C,0
Veteran,A,-242.55597448682488,-3.4327254846859887,-27.077820063347524,B,A,-72.56633418627526,C,A,B,C,8.50321169673886,E,0
Yes,C,-65.84381145522951,-85.87961045096688,-176.11547165128428,A,C,-15.412113161591497,D,B,C,E,-131.85747919960784,B,0
Yes,E,-11.841127797814933,46.92825138141002,66.14912802083502,C,E,-165.68126212844845,A,B,C,E,68.2221709391872,D,0
Veteran,A,177.8508948492012,-153.7640040227589,-170.63304541457853,C,A,-84.97666536666328,D,C,D,D,-98.87463526030663,D,0
No,C,-23.44181712924536,13.705055654950904,-17.76596349979665,C,A,-79.01778300642867,D,E,E,C,-129.6598426527967,E,0
Non-Veteran,E,-1.0520962225412582,162.33318136367475,-182.73549027368983,A,C,59.77079620496173,A,A,A,C,56.02322276942293,A,1
Non-Veteran,A,-135.20069651108443,-59.886525589861805,-28.24537070157593,C,E,-129.14133931591755,D,C,C,A,-76.3490777803432,B,1
Veteran,A,57.446466344709854,-112.88098537028894,68.63600283419741,D,B,134.32077513218613,B,C,D,B,-68.34622719294111,E,0
Veteran,C,-238.376156346468,77.76737108126589,102.70163289674794,C,E,51.17415519095076,A,D,B,B,260.9017763746705,E,1
Yes,A,168.3173378320196,216.69131149272238,102.83346551687711,C,D,80.12999933300445,E,D,B,E,92.60575701131236,B,0
Yes,D,115.93438822955142,45.74667289185142,49.18729980167534,A,B,123.65063035351531,C,C,B,D,81.31360618351736,C,1
Veteran,A,115.23512406789082,58.91930761696532,-39.58634441527793,A,A,56.02614288941415,B,D,D,A,1.584815741049345,B,1
Veteran,D,-27.009884154208493,77.12114568431413,-67.86958054354002,E,A,-2.6720065868737874,D,D,D,E,214.13520787711718,D,1
Non-Veteran,E,49.620518093196246,-111.32904655523343,213.05237128601954,B,E,3.607947926615006,D,B,C,E,22.495798807324817,D,1
No,B,-57.47660982659427,55.30688530159803,8.73028587063885,B,D,115.01656244396288,C,C,E,A,-55.12343289019537,D,0
Veteran,A,25.614774957032317,-37.322502585294394,-1.1249405385899145,C,E,-97.78683971464697,D,A,D,B,15.087298524916488,A,1
No,E,-40.242042318189846,-43.8970353944374,154.04235877503987,A,A,-72.60096896239372,A,E,B,A,145.51160125662912,E,1
Veteran,C,47.87503677108923,103.13472923705054,-28.81390421351441,E,E,27.055768275981617,E,D,E,B,-125.38308527859061,B,0
Yes,E,1.3836761305264997,-118.95501979896035,-64.11415738147072,D,B,-137.07846081667648,D,C,B,E,-125.32798937058354,A,0
Non-Veteran,E,-205.8956091035685,1.401680649792535,18.210796699242277,E,D,-65.99919138554402,D,D,A,D,39.877050720374704,D,0
Yes,E,133.54819326891283,39.91497469510431,-126.48659646227554,B,D,65.35765264290188,B,D,A,C,107.9312140593835,E,1
Non-Veteran,D,-103.65185065071243,89.14498747772701,-114.127925506959,E,B,63.84888824359146,D,C,C,B,-2.9189575242356467,B,0
Non-Veteran,A,-68.09438170670997,61.90552671421734,37.49448046097129,C,D,242.29416863876696,E,A,A,D,-132.2074863332374,C,0
Yes,A,149.4852472351596,-79.34609412676271,-113.13347687305696,E,D,-76.49435365361937,A,E,D,A,14.083294384461563,A,1
No,C,-142.5367110008423,-38.656677577428674,41.99357950994994,E,A,-38.67865296844985,E,B,B,B,-122.01537826199167,E,1
Veteran,B,24.70795645457549,152.85334159702018,33.566228231852165,E,D,-102.19785569825687,E,B,D,A,95.66896427004544,E,0
Non-Veteran,B,-23.86445801732009,-81.73910929970326,0.5044870824840665,D,A,-31.694284658671958,C,C,C,D,76.33395354406387,D,1
Non-Veteran,C,-50.1630761327434,-262.4457618336305,-115.9231225608526,A,E,-73.26639936910576,E,E,D,D,16.396645759306633,D,0
Non-Veteran,A,153.58960947000196,118.6170434619743,57.214116887066304,A,A,-89.99622295296565,D,D,E,D,44.497668797981724,E,0
Non-Veteran,C,-66.49776596502825,-41.901307740378336,56.03459695036005,A,C,133.28109353830195,B,E,A,D,24.160881572195912,D,0
Veteran,B,70.67856546842991,-11.380534406584168,5.952042627904261,A,A,-20.833478285607416,A,D,B,E,-174.97134483619482,B,1
No,B,79.01641140109618,49.7347511064428,-15.737112468956846,C,B,54.35455205667191,B,D,B,C,86.39630517965551,E,1
No,C,101.95367989343858,53.41386211390024,23.667927472722482,E,B,17.194771409824565,B,C,D,B,4.195180806222113,D,1
Veteran,B,25.564432356018134,9.291321565601278,-59.914356837462655,A,B,203.48874480368386,A,A,B,D,-121.0829036945268,B,0
Yes,C,27.428889494346187,-90.87049416142379,-144.93166032106163,D,D,-30.871985625934883,A,B,B,C,66.93848175706935,C,0
No,D,66.25597695050517,-107.89288190675559,-80.12641325030255,C,C,-2.8165764227142485,E,A,E,B,-205.69687795683404,D,0
No,B,143.8530717635847,-45.462399628014644,158.5340134471997,D,D,124.72021911372381,D,E,A,A,131.090723315708,E,0
Non-Veteran,C,-70.14859419033287,61.43715463181655,136.5080058404791,B,B,-77.29323085813174,D,E,C,D,140.21237313430052,D,0
Non-Veteran,D,50.804617107635345,0.478265809308276,4.383500208320972,B,E,-19.095710058255097,A,D,E,C,-19.908390729549147,E,1
Veteran,A,35.805663541717976,-51.41880374883178,-302.67237183605044,B,E,-58.73339286285017,A,A,A,B,-13.79766892911155,E,0
