military,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Non-Veteran,Widowed,-105.39154450841647,B,-170.0514004043243,B,D,E,C,107.48268813142197,0
No,Widowed,150.82807740232442,D,110.66275390490117,A,E,A,E,-9.361888199304586,0
Yes,Widowed,25.216288092502708,E,72.82636828590866,E,C,A,D,92.38088902064995,0
No,Single,80.35417762296224,A,-89.20645828665688,B,E,B,D,-14.284915009981225,0
No,Single,-19.599972233918336,A,-19.275778297242873,D,B,C,D,53.970992035394595,1
Yes,Single,119.83324239633548,B,-58.601833805452884,D,D,A,E,65.18040302913889,1
Non-Veteran,Single,33.29998960588381,A,42.15624421817124,D,B,C,C,-200.38745645258012,1
No,Married,-72.88343312084389,B,43.588279220061125,E,D,A,C,-153.13326052799118,1
No,Divorced,-52.03171525384204,E,-9.494497973449917,C,B,C,A,72.85822635402877,0
No,Married,21.942594592223703,A,59.28932952641317,C,A,C,A,38.443629779844805,0
Non-Veteran,Divorced,86.02490881644191,D,-63.79513898088168,C,A,C,A,-11.573434119593557,1
Non-Veteran,Widowed,93.98011654775247,E,-61.23704436979575,A,A,A,B,3.8931247367500936,0
Yes,Widowed,-45.495902154832244,E,22.136379908023986,D,E,E,A,9.821251221922921,1
Non-Veteran,Widowed,-35.58037199190246,B,77.51996447485779,E,C,A,C,9.020877947715164,0
Yes,Married,-132.3846322121931,E,17.550879715490886,C,B,A,B,156.84525453256722,0
Non-Veteran,Divorced,71.63881768572026,E,-167.9422410699074,C,C,C,B,35.90479047746841,1
Yes,Widowed,203.5078275031138,A,-14.476680502348088,A,E,A,D,157.76472009708695,0
Veteran,Widowed,-21.307908757600487,E,-15.37309407935198,C,B,B,C,-41.14521228093231,1
No,Single,-185.41327952030252,A,42.86842449088586,A,A,B,D,-106.60059343014201,1
Yes,Married,-128.93857265746664,D,66.42096988565419,B,E,E,B,-141.294308381093,0
No,Single,-36.79155168524175,A,-190.53156454518424,A,A,C,E,109.85301156808123,1
Non-Veteran,Widowed,-72.27063098186879,E,-83.28874316112035,E,A,C,D,-272.2114119171393,1
Non-Veteran,Married,194.10250596244686,C,27.321549511224514,C,A,C,A,188.3870763076358,0
Veteran,Married,172.52618864567236,D,-52.30727820751048,D,C,E,B,-19.28609106193624,0
No,Single,53.951582193503725,E,60.953393415422354,C,E,B,D,39.954974169456406,0
Yes,Divorced,75.30700165273161,D,-208.910102203502,A,A,A,D,-74.93230456722648,0
Non-Veteran,Widowed,-14.034026440839654,B,18.116948556587893,A,C,D,A,-12.501569496019663,1
No,Widowed,-122.45236197804603,C,4.8197312274434685,B,E,C,E,6.365402859439355,0
No,Single,-10.788671444174408,C,-93.16281735981917,A,C,B,D,154.1410167645547,1
No,Divorced,142.01994192990057,D,57.489989949823205,B,D,E,E,0.11078572419083937,0
Veteran,Married,-34.08301833748277,E,-9.868115129676172,E,C,E,E,-12.033391888958656,0
No,Married,181.03689524915916,D,-42.32714926508511,E,B,C,C,116.41839375124394,0
Veteran,Single,65.90921989337278,E,29.325302357359696,D,A,D,A,-85.96764849107178,0
Yes,Married,46.12861852900979,C,27.91721265859711,A,B,A,D,-57.06930355792288,0
No,Married,-15.904058692238529,D,193.6764069676215,B,E,B,E,35.76116601220488,1
Yes,Widowed,-153.75720889280956,D,-28.843631809337705,B,A,D,E,-4.8576847348435575,0
Yes,Widowed,-52.89307801116405,B,-100.00719111801304,B,C,A,D,10.867808693028305,0
Yes,Single,86.00134633205212,B,-87.47693991813932,D,B,A,A,121.72239350960648,0
Yes,Widowed,17.754516774610178,D,135.85345552530092,C,A,B,D,-120.65677676074355,0
Veteran,Married,-36.22795000816736,D,115.68503824022733,A,C,B,A,-89.09477026982891,0
No,Divorced,-37.82858300691229,D,21.700692635908972,B,B,A,A,155.84399248425848,1
Non-Veteran,Single,35.36170927236616,A,-21.11130289614324,D,A,A,E,-49.10171630664904,0
No,Single,-115.09510653194334,A,55.58514930424634,A,E,C,D,146.57573755732085,1
Yes,Single,53.9069865966229,C,-91.12957529229786,B,B,A,E,-4.594781072221653,1
No,Married,-93.86064432880809,B,5.984195354959015,D,E,D,D,-57.69988859020301,0
Non-Veteran,Divorced,-3.5621178868792542,D,7.480171711754399,A,D,C,E,-54.99262286095296,0
Veteran,Married,-84.49122315048817,D,81.3125762602678,A,D,C,D,57.908916278809485,0
Non-Veteran,Married,4.748995059911086,C,52.37262762098502,A,C,E,D,7.439115914798069,0
No,Widowed,91.46141797405825,E,86.35042873197904,A,C,C,D,47.85688239236902,0
No,Single,59.53293291146562,E,53.289423287679526,A,D,B,D,58.52740187977311,1
No,Married,-103.4126816500913,C,22.56802566521776,E,D,E,B,-60.625462071559234,1
Non-Veteran,Widowed,95.1914923261759,D,-5.068049682330449,B,C,C,B,-24.385348277909088,0
Yes,Single,-175.66113770793748,E,97.19061023155243,B,A,C,E,-88.33110506876568,0
No,Widowed,-275.7202567548996,E,-37.55529954437427,E,D,C,D,-103.10617388096117,0
Veteran,Widowed,-165.92060714246415,A,-26.49022512719083,D,B,B,B,-29.893811128430762,0
Veteran,Divorced,109.35428207173901,D,77.38711391910785,D,B,D,A,3.4544904584691047,0
No,Single,-4.183640390843712,B,-114.15694311224287,A,E,D,D,-171.50005262938433,0
No,Married,184.68323161978043,C,-96.13560122742774,D,B,D,A,162.42460834019877,0
Veteran,Married,79.75995482170843,A,-5.683610365337504,E,C,A,D,-38.792098719357696,0
No,Married,162.11316160790116,C,-36.46453206126648,A,D,C,D,124.09706899878876,1
Veteran,Divorced,77.82601105516908,A,44.06812740856974,E,B,E,A,6.147506864277866,1
No,Married,-104.6056883343797,D,42.31218867775948,A,B,A,B,22.418037937741524,0
Yes,Divorced,-73.99903503389996,A,68.19721836954558,B,D,A,C,-62.24254083016191,0
Veteran,Married,18.217110767213413,D,147.8661342609949,E,E,D,D,-69.17194263883772,1
No,Divorced,-221.97695273798334,C,108.83738995188182,D,C,B,B,253.5054987548182,0
No,Married,15.15682025633082,B,108.72290909708565,E,D,D,A,68.86918826384725,0
Veteran,Divorced,152.7530744709068,A,-44.19991613125837,B,A,C,D,-66.6141166894324,0
Non-Veteran,Single,-7.036163285239075,A,48.88326787834422,A,B,C,D,156.93545900923306,1
No,Married,-215.54499955369363,B,72.72039916402933,A,B,A,A,-19.33668813156309,1
No,Single,-166.96102976132036,D,-38.26148622117933,D,C,E,E,-98.2429374983954,1
Veteran,Single,-91.0641584894849,D,45.40940087006023,A,E,C,D,81.4237735264651,1
Yes,Divorced,-20.572224213943986,C,-141.30190705194065,B,B,A,D,0.9957119263052548,1
Yes,Widowed,-130.36562734240323,D,18.09275617121306,D,A,E,E,187.4467926565701,0
Veteran,Single,-18.193537033176085,A,47.57618539102534,E,B,C,C,7.350505759348371,1
Non-Veteran,Divorced,51.58894113603096,E,-15.273879757016523,D,D,B,D,-63.74571566834596,1
No,Single,-69.27422855314671,B,121.84893917190082,E,B,A,C,-36.739421729322714,0
No,Married,-63.07999730648882,D,22.516566824971417,C,D,E,A,20.9780536286406,0
Yes,Single,79.96302660626759,D,28.288486183666016,C,E,D,B,-69.5510391427093,0
Yes,Married,-97.65560134695586,D,12.838908644972674,C,D,E,A,46.18393990981418,1
Non-Veteran,Divorced,158.1423937009645,C,204.02055394586984,A,D,B,C,50.57265127363707,0
No,Widowed,112.73097135802497,D,31.790791343533076,A,B,A,E,54.09786062473505,1
Veteran,Widowed,67.80047071888701,C,-30.85403223785975,E,B,A,A,192.1653090871291,0
Non-Veteran,Widowed,33.650018075085804,A,-25.032712962456284,B,E,D,A,-287.38366827611435,0
Non-Veteran,Single,-221.73157605205805,D,3.953914487342288,C,B,A,C,129.20015131149262,1
Non-Veteran,Widowed,-109.29597428090881,A,133.66982958376653,D,E,C,A,14.776709840601681,1
Non-Veteran,Widowed,-107.67952678706136,C,-20.99188293735344,B,C,B,E,-152.42823613404371,1
Veteran,Widowed,21.14466913611731,C,104.87885998947677,E,E,D,C,32.22531766541612,1
No,Widowed,-10.817697378137307,B,52.55864088465414,A,C,A,A,-67.43508721655988,0
No,Widowed,-45.80266141161115,C,87.12324524285565,B,A,E,A,225.8547971147798,0
No,Married,-278.0804762017382,C,-26.284532325897136,A,E,E,B,-52.98131402411166,0
No,Divorced,-10.823226544077658,B,20.232441389605366,E,C,C,A,-93.2030993939403,1
Veteran,Widowed,33.59265993397306,E,-62.76407199240771,E,B,B,C,26.116505128957407,1
No,Divorced,61.89193384993009,C,-142.61802235278614,B,A,A,B,-1.8326467090570109,1
Veteran,Widowed,185.89365442648892,E,-103.74020059857317,A,A,D,E,-27.79934622343429,1
Yes,Widowed,-130.501037851091,C,-105.8402247309732,C,C,B,C,62.69684470414722,0
Non-Veteran,Widowed,-100.76676122142507,E,90.8226753322383,E,C,B,C,96.42946858842534,0
Non-Veteran,Single,206.33740956775856,A,166.7016422566598,B,E,A,C,6.458559653644451,1
Non-Veteran,Divorced,-138.17223661600502,A,-44.452789770813084,D,A,C,D,-82.99598276958949,1
Veteran,Married,48.4313719899994,C,-65.18775676908706,D,E,C,E,-136.64691258881516,0
Veteran,Single,160.06205443497032,B,112.65241451917191,A,A,B,B,156.67409864200854,0
Veteran,Married,-80.26753077186272,A,176.6204127735667,E,E,E,A,-91.60050323054861,1
Non-Veteran,Widowed,75.40320171481399,E,143.20959138952452,B,E,D,A,-31.221616839958983,0
Veteran,Single,11.92892014439666,A,-31.122661533868257,E,D,E,A,-87.53750012975519,1
No,Married,-309.5585158226478,A,-48.49667309125522,C,E,E,D,-204.2654428009108,0
Yes,Single,-107.94053743445224,D,-40.5132867685454,B,B,E,B,-110.1791489843414,0
Yes,Single,-170.4317793875609,E,132.6550085495606,E,C,D,D,-23.446373169612862,0
Non-Veteran,Widowed,27.241040949714186,C,7.311636960144558,E,A,A,E,-102.16877398196738,1
Non-Veteran,Single,57.36362999924989,A,180.70950798539837,E,D,A,B,38.752414037828736,0
No,Divorced,-13.869376347001669,E,-29.317745561607495,E,C,A,E,-23.863531338699488,1
Yes,Widowed,-88.23291160510846,E,-173.53134497728928,D,A,C,A,-219.4610241838896,1
Veteran,Single,-147.42619914265092,B,-21.550050965456293,E,A,C,B,78.12919667981765,0
Veteran,Married,119.37573829119192,E,-10.633681838441907,D,E,A,A,-183.2795563635843,0
Veteran,Single,-12.977136489431503,B,-122.60227197837928,B,A,B,B,112.53253799726699,0
Non-Veteran,Married,-175.21961191855388,A,32.363161551191524,B,B,B,B,-100.92786539487992,1
Non-Veteran,Divorced,130.01335851358434,A,112.13681524295478,D,C,C,D,-82.1130580530948,1
Veteran,Divorced,81.85862597961653,D,90.28039676218285,A,C,E,B,-48.76117195289155,1
Yes,Single,0.7865123863903536,C,-179.24755058340267,D,E,A,B,-126.32288754469097,1
Veteran,Widowed,240.01125027781453,E,-65.57812124249848,A,B,D,B,-29.714192689016627,1
Non-Veteran,Single,7.923454644828958,C,111.06076293125152,B,D,A,D,6.865518068362084,0
No,Married,-112.71712905411388,B,101.79633169590569,C,D,B,A,182.53724081320257,1
No,Widowed,-0.554381951180024,C,-26.986286228575967,A,A,A,E,56.86313885534133,0
Yes,Married,-55.28839639205896,B,193.31666540102145,A,D,C,C,-66.17593252120605,0
Veteran,Married,-100.6397754617163,B,36.332507092357666,C,D,E,E,-19.066669962127524,0
Non-Veteran,Single,93.58354700703626,A,67.18570494162707,C,E,C,D,80.6752479732996,0
Non-Veteran,Widowed,39.36525984080981,E,-46.101978617759876,E,B,C,B,85.37168254733366,0
Non-Veteran,Married,25.097758422418575,E,-1.9453950892276275,A,B,D,E,129.42065335553715,0
No,Widowed,-172.71031146017697,C,5.025981539965314,C,E,C,E,101.21508105953367,0
Non-Veteran,Single,94.0419943473346,A,81.66498132605815,D,C,B,B,77.01424939847963,1
Veteran,Divorced,-102.26869521989512,E,7.088586556538823,C,C,C,B,-154.01247387658242,0
Yes,Widowed,169.13608453057915,A,119.65336649241792,D,B,D,A,-58.28935796873876,0
Veteran,Single,219.86720994612932,B,-109.88435539640544,A,B,C,B,-3.8529844623209017,0
Yes,Single,48.677525790131455,A,-47.00150194700817,C,B,E,C,65.88061873029893,0
No,Single,118.30412984776066,E,-58.36961620395596,A,C,B,E,7.787335740319426,0
Non-Veteran,Divorced,-174.5283945436573,E,129.88374183716647,E,A,C,A,-52.00188350704732,1
Veteran,Divorced,-96.55930124276976,A,-52.88830682502043,A,A,E,B,241.35778051141705,1
No,Single,48.16874872373104,E,-3.710342279838296,E,A,D,B,-83.08129594129174,1
Non-Veteran,Divorced,197.0708773497335,D,-61.94539202947868,E,B,E,E,23.166819132282814,1
No,Married,9.847182109295568,A,-95.88572875631509,C,A,B,A,-129.2908461656586,1
Yes,Widowed,-46.81064854257628,C,100.51119734287755,B,C,D,B,39.53891405244179,1
No,Married,-116.60452512412509,D,15.545775856361047,B,B,D,D,7.201640871513194,0
Veteran,Married,-79.4514864831916,D,39.776272151823356,D,E,D,B,-43.72460894138393,1
Non-Veteran,Single,-28.908062244397577,B,7.921305265138488,A,D,A,B,91.88120427573075,0
Yes,Divorced,-49.10277435054712,D,-90.51607997679247,E,A,B,B,51.512194133812784,0
Veteran,Divorced,-4.499479802858695,A,113.68655696092588,C,A,B,E,90.2749325849703,0
Veteran,Married,-80.1232420273118,D,84.5365648517531,B,B,C,A,-154.1231187727512,1
Yes,Divorced,31.03266382625777,A,-58.509190208382336,C,D,C,B,-97.82121417805557,0
No,Single,130.54522720088448,E,-95.85396419257275,D,B,B,B,38.206640403930486,1
Yes,Single,-34.686964008448925,A,51.84621038145328,B,D,C,A,-135.4746671947298,0
No,Single,154.67840973651076,A,-113.04000112576506,A,D,B,A,20.317232128894517,0
No,Single,110.42601610300709,C,17.87300513827849,E,B,D,E,3.102115829905154,0
Veteran,Married,48.565796837988664,A,84.15923688928893,A,A,B,E,-110.35456128162006,0
Veteran,Married,-93.00333225773339,D,13.516358355461952,E,A,D,E,7.80521242937246,0
No,Widowed,-23.86147409785091,E,-31.50077042556522,A,B,C,A,-24.406521715947648,0
Non-Veteran,Single,-111.17320071160984,D,-89.38099702225342,E,A,E,B,-96.98556678582288,1
No,Divorced,70.49072871995318,E,-29.07403531195587,D,A,E,E,3.7730039806124624,0
Veteran,Widowed,-43.330379942151474,E,-38.21434966098053,E,B,A,C,-119.26710165321006,0
Yes,Divorced,-75.59658908120724,D,120.23119951805077,C,E,C,B,3.104868926593313,1
Yes,Married,-172.4531722172364,B,-144.52276555182257,E,D,A,D,-29.388690614404062,0
Yes,Single,-148.5393515145314,B,115.15175361552504,E,A,D,B,-8.640857442583108,1
Veteran,Married,-174.4205853506114,A,15.442504319499392,D,C,C,C,-92.21768893442109,0
Non-Veteran,Divorced,98.75141332647087,E,-0.36410319695423204,C,C,D,A,-6.193208767664743,0
Veteran,Single,81.62356000606667,E,-41.93839923758847,D,B,E,B,-81.58194283716014,1
Veteran,Married,101.56766025630724,E,-203.38503887504888,C,E,D,A,-134.9338137393822,0
Yes,Divorced,5.823451284613531,C,42.72051221346642,C,A,E,C,-41.672285473341184,1
No,Divorced,58.3616291115576,B,-79.95128634450938,D,A,D,E,-140.5637121288886,1
No,Widowed,304.0180893501706,B,-55.41138140524029,D,D,D,C,-3.468516279195365,0
No,Married,-20.32784217598711,C,169.37301196970728,C,B,A,C,-44.589667580464685,0
Yes,Single,-132.74917468513186,C,-36.214363912508965,A,B,E,E,-105.55027560164308,1
No,Married,-115.07115968988559,B,-29.777820448816993,B,E,D,C,150.3500389765387,0
Non-Veteran,Single,70.06211627273885,E,-128.1633147007915,E,E,D,A,-103.12764443234104,1
Veteran,Married,-66.74605182402001,D,-160.9987118941489,E,C,E,C,-12.025116765664986,0
No,Widowed,43.19357300997007,A,-14.335884104582714,A,C,D,D,-46.53658413104842,1
No,Married,31.590185012412185,D,107.36541885840418,E,C,A,D,-30.86697702346382,0
Non-Veteran,Married,-214.97706700642988,B,-142.67158983563883,E,D,E,A,-99.71182193487573,0
No,Divorced,-97.7898753714786,E,65.321474315699,C,D,C,C,-23.58681437147731,1
No,Married,-178.8302890377638,E,30.650255365428023,D,D,C,D,65.70847094772658,1
Veteran,Divorced,101.98295818668784,C,135.6212064384159,A,B,B,E,10.788116026262697,1
Non-Veteran,Divorced,-16.015511600020773,C,71.18497910327306,B,A,B,E,79.56832081505229,1
Veteran,Divorced,-92.26945689776018,C,19.880712022260397,E,D,B,E,-68.69022739894969,1
Veteran,Widowed,227.69502191784795,A,-87.505228757021,D,C,A,E,54.29678349215023,0
Veteran,Widowed,31.722925544447623,E,-110.07639026160707,E,D,D,E,-118.71071615838804,1
Yes,Single,121.4353379150688,E,79.83634196907686,A,B,B,E,-39.57885280823351,0
Veteran,Widowed,7.803430728489974,A,-5.187860580693189,C,B,B,C,-175.72874635555152,0
No,Widowed,-20.890974698281433,E,194.99651262505316,A,D,E,C,121.60082043327817,1
Veteran,Divorced,-42.01494875875029,C,-43.44384333922087,E,E,C,E,-106.86588708117088,1
No,Single,-60.174909945090796,A,-129.16770361002742,A,D,B,B,-181.3628373941816,0
Veteran,Married,135.38135367153953,D,-114.76210626431624,A,B,E,D,-86.89269300572023,0
Non-Veteran,Widowed,-9.920371934177,C,-4.116902834936996,A,C,D,B,-41.07432919231184,1
Non-Veteran,Widowed,-134.01019525506112,D,35.22034693695332,A,D,C,C,240.99988300523836,0
Veteran,Widowed,29.716765261729623,A,-31.261597756547644,C,B,C,E,85.66109972745609,1
Non-Veteran,Single,5.526325795660787,B,13.269450334940554,E,A,B,B,87.85399818549867,0
Veteran,Married,-169.6400701840732,C,72.39601104721837,B,A,C,E,52.75692569962995,0
No,Single,-108.56158196448744,C,52.194972522614414,C,A,A,E,47.66524192442359,0
Non-Veteran,Married,-149.31066020981626,E,49.080095236359625,D,B,B,E,92.81922504223792,1
Veteran,Divorced,137.75662868843906,B,54.4285258025046,D,B,C,B,-40.929721172113375,0
Yes,Divorced,106.95234708311699,C,39.491595952697715,D,E,A,A,96.60691341068483,0
Yes,Single,-116.42183307116373,B,117.23201508604939,E,D,A,E,-58.66321848292717,0
Yes,Divorced,35.674450389239574,C,2.1228886240476026,C,E,B,E,60.29269582608349,0
No,Divorced,147.24125880189112,D,60.562304162526495,E,E,A,B,-1.8050864268351539,1
Veteran,Married,77.75044811558416,E,-135.8130234125805,B,C,D,C,-104.71776599563685,0
Yes,Single,-74.08519452171997,A,35.62552260795036,D,D,E,B,28.39698973441247,1
Non-Veteran,Divorced,31.056573000101174,A,-132.33225824315608,B,A,A,E,72.80719038057501,0
Yes,Married,-40.481297648606585,E,-3.049480229198043,E,D,C,B,-95.00016485509389,1
Veteran,Married,-246.42549270608285,B,25.78615743305404,A,A,E,C,-84.91017045964632,0
Veteran,Single,116.95433234791324,B,-164.20621223437868,B,E,E,A,36.59555015745708,0
No,Married,-85.4257885001428,D,-156.4812590642089,D,D,A,E,-59.3862715559027,1
Veteran,Single,-59.04223147906412,C,-76.84948529420801,A,B,B,E,-21.449433891523952,1
Veteran,Widowed,-16.274170562707607,E,14.839461072282853,C,D,D,E,143.47709377869745,1
Yes,Divorced,21.71924943834491,B,2.4122310846190738,E,A,B,B,-40.38180853740747,0
Veteran,Single,10.033194185463087,D,-104.03148852284583,D,C,D,D,72.2839252955091,0
No,Divorced,52.24274137263819,C,64.3609063544845,A,E,E,E,12.605386744611947,1
Yes,Married,187.91002900064845,C,-59.57302437283839,E,B,D,E,-36.57206451729169,0
Non-Veteran,Widowed,12.916113611168424,E,87.1612513885333,B,A,C,E,38.299835787689176,0
Non-Veteran,Divorced,162.78854211614595,A,89.56564891501274,D,B,E,D,-169.527191192216,1
Veteran,Married,-113.03406473099426,B,19.094795327012605,B,A,D,D,106.55084377976283,1
No,Married,63.51780978222823,B,-0.4211477533594644,E,B,B,D,-17.661584010344765,1
Yes,Divorced,137.73483740448535,E,-106.190213724503,E,A,D,C,94.02200486337298,0
Veteran,Widowed,0.36848020344167903,B,47.096030383454675,D,D,E,C,-2.8421666004461184,1
Veteran,Single,-32.71787814610992,C,12.787373827744467,A,E,D,C,10.189667651760706,0
Yes,Widowed,16.632870247314788,A,96.32522345088668,C,A,D,C,-97.35687811037934,0
Yes,Divorced,-92.63186020122272,E,45.267102860643554,E,C,D,A,25.965416524475998,0
Non-Veteran,Married,22.77399055847577,A,-39.71896295019053,D,C,A,B,12.086055947359682,0
Veteran,Married,-26.33518210567796,E,-225.3609554207014,D,D,D,C,6.256611971145233,1
Non-Veteran,Divorced,29.80264181846341,C,-204.66397659914855,C,E,E,D,-22.871876984868486,0
Yes,Single,-11.693950071112395,D,1.7289383469448167,C,B,A,D,-99.02361189367836,1
Veteran,Married,87.6205317409958,E,106.0233806147793,A,C,D,A,-70.57029575491856,0
Non-Veteran,Married,-41.58600789243821,B,-148.71309523557247,B,E,C,B,-62.51853227193601,0
No,Married,127.62525472515016,B,102.17771692960467,A,E,B,A,120.76334654959255,0
Yes,Divorced,13.805410639359112,D,35.44560563048855,D,C,D,A,-19.925554444030134,0
Veteran,Widowed,68.36715564105931,B,93.5609911335938,C,B,C,B,23.880136300859604,0
Non-Veteran,Married,-143.83840538665757,B,107.4244311686664,E,D,D,A,-160.23959858958742,1
No,Widowed,-202.62993013781582,E,-112.19965118247552,E,C,B,D,-33.637414127757815,1
Non-Veteran,Married,-4.594472690853152,D,95.97340128211704,C,B,D,D,6.6141878435248325,1
Veteran,Widowed,107.902096729527,A,98.13899841457429,E,E,A,C,133.08468532295404,1
Non-Veteran,Married,-44.50416225745782,A,-79.57584101666055,D,A,B,C,74.91035062043271,0
Non-Veteran,Married,-28.494951724448697,D,65.58788163940183,A,C,E,B,-18.235539589037447,1
No,Single,322.2070365143407,C,-39.188632212146835,E,C,A,C,69.23362126879195,1
Non-Veteran,Widowed,-75.85722336930914,A,-46.47943356708269,B,D,B,E,95.76805816178435,0
No,Married,21.14349814986427,A,48.250067920863565,A,A,B,B,41.33563177619975,0
Yes,Widowed,-15.971650352071363,C,3.6698524994512596,E,A,B,E,99.30663268566754,0
Non-Veteran,Divorced,-184.79631798704662,C,7.134571553452093,D,C,E,D,12.063234146170796,0
Veteran,Widowed,115.28205435779854,B,-65.42101382113584,D,A,D,B,-122.39181463930007,1
No,Single,-35.47201935141912,C,-64.81751383465742,C,D,C,E,74.75500004894307,0
Yes,Widowed,-59.975237168433004,D,-70.17671220146072,E,D,E,E,-22.485738981910444,1
Veteran,Divorced,-94.73983809004358,B,-77.20578005519168,A,A,E,C,15.432185280365657,1
Yes,Divorced,-15.488995853774574,E,77.04109632395726,C,D,C,C,-54.80828103233558,0
Veteran,Divorced,75.08882088588228,C,22.388289556712905,C,E,C,A,77.174994951017,0
Yes,Widowed,0.28674007948186586,D,73.39052764675388,A,B,A,C,-115.73369846884205,1
Yes,Single,-183.18899944758087,A,-68.05635850789757,C,B,A,C,16.94102247720406,1
No,Divorced,-49.55249516659933,E,-33.96329674053625,A,D,C,A,52.10784580331116,1
Non-Veteran,Widowed,135.69462904675927,E,205.49336195866542,C,B,B,A,-64.08247415150102,0
Non-Veteran,Single,78.62610550086325,C,41.69253576472108,B,D,E,C,77.93046738380794,1
Yes,Single,78.57958209417512,A,-69.05591883917776,B,B,B,E,203.28983813672514,0
Yes,Married,159.38904584010027,C,136.4217601109287,E,B,B,C,34.75979186222892,1
No,Single,-35.69548845468524,E,265.24021463690616,D,C,C,E,-29.158373174613118,1
Non-Veteran,Divorced,142.0102270763077,A,13.645187039989809,C,E,D,A,-143.3636123697798,0
Non-Veteran,Divorced,-30.33237296721094,E,-56.551097438896605,E,A,E,E,-42.30668813795274,1
No,Single,-11.939603024047793,D,80.20452312109903,E,E,D,B,130.38429114223078,1
Yes,Single,-15.736362920991711,E,67.43104699063367,C,D,C,B,128.02021219511653,0
Yes,Widowed,10.211774096080688,C,-178.901769180967,A,B,C,A,146.78226960934904,1
No,Married,-134.85934099969032,E,46.04598303650415,C,A,B,D,-87.90848746017772,0
Yes,Married,128.235170189357,E,113.91780704901579,A,A,E,D,-80.08302871098935,1
No,Widowed,-1.513726396502548,C,-47.709688789650166,E,C,B,A,-147.6792925326736,0
Non-Veteran,Widowed,67.88071337151494,D,29.77033651238255,D,B,B,B,-48.11628056663074,1
Non-Veteran,Widowed,31.796610009500842,C,-17.866356793399834,B,D,D,C,78.47942492145928,1
Veteran,Widowed,-70.76565854552658,E,-76.60879297737286,E,E,D,A,118.49105673929003,1
No,Widowed,-57.647312223720284,A,136.94319472680974,D,D,D,B,-57.390991828950945,0
Yes,Divorced,-25.453160771594856,E,-194.00136009675637,C,E,C,A,-54.16997017397009,0
Yes,Single,-5.014318648734624,D,-102.17431608389582,D,C,C,D,-11.929429825177545,1
No,Divorced,-60.47938004095478,C,104.04094745216233,B,C,E,C,31.79329979063985,1
Non-Veteran,Divorced,83.47703443851887,A,163.2147710968577,A,D,D,D,129.70536367123094,1
Veteran,Single,225.24606149985505,C,3.9456090180001637,A,B,E,B,-140.17031145084886,1
No,Single,-48.48866031112978,D,230.87549838294387,A,A,A,D,59.69562839978866,1
Non-Veteran,Married,-25.693277435749856,B,-27.910690842302465,B,A,D,B,77.58581438795467,0
Veteran,Married,196.53203682853052,A,-37.69228278061319,B,A,E,B,78.76403526402454,1
Veteran,Single,147.56711736365332,D,-41.213355531300834,D,D,A,A,-35.181207244327176,1
Non-Veteran,Widowed,-62.592765705597586,B,107.68687042405023,B,D,B,E,6.644491666807169,1
No,Married,18.12002002500155,C,-88.31472462796015,D,B,E,A,12.501397654772775,0
No,Married,43.330916636019,A,-210.30019213150814,A,A,E,B,-3.0440492158644052,0
Non-Veteran,Divorced,-70.96579678660895,B,86.51610410178405,B,D,C,B,59.127071552650435,1
Yes,Married,-23.32827666195566,B,-118.0891552160747,C,C,A,B,-61.746017533148326,0
Veteran,Married,-83.25406600827577,A,-119.97918524017277,E,B,B,E,67.80286842602385,0
Yes,Single,1.0090587578794095,C,-32.95361500150639,D,C,C,E,-116.85055134949832,0
No,Single,152.67029766387995,C,30.122881254760152,E,A,B,B,-36.023610333565834,1
No,Widowed,21.11449610419534,B,-27.856054671154073,E,A,D,D,-88.55846495156439,1
Veteran,Married,69.65030401938542,D,-85.83262116669854,A,A,B,C,122.49128642452818,0
Non-Veteran,Widowed,169.38510901883598,C,-21.251970945501267,A,A,A,C,-45.143721674985024,1
No,Widowed,-103.91156245046875,A,47.40986352662091,A,A,E,A,100.11824140917254,1
Veteran,Single,-66.13154597610705,C,-111.80831699546685,D,A,D,E,-55.437064521725745,1
Non-Veteran,Divorced,158.86906625069105,A,-14.481632086497617,B,A,C,B,0.16147963223821257,0
Non-Veteran,Divorced,-47.06272027247619,A,236.1866707023754,B,D,D,B,151.95435142090054,0
No,Married,150.46141722104676,A,-81.02999224836071,C,C,B,E,56.9982582081515,0
No,Divorced,-73.01279209753166,A,167.14202738067442,B,C,A,E,9.080557879145525,1
Veteran,Divorced,63.44548768163549,C,-140.66201183572926,E,E,A,D,42.50457461440537,1
Non-Veteran,Married,12.385503594158973,A,-236.7974545272814,E,B,C,B,-116.38483828145421,1
No,Divorced,-35.6492985421194,A,-12.705015044940454,D,B,A,C,86.45702917152633,1
Yes,Widowed,-9.344495638556182,B,4.034606412680472,E,B,B,E,51.34952005786435,1
Non-Veteran,Single,-161.0841142418131,C,17.814283093021473,A,C,E,B,-174.27773357037051,1
Yes,Single,184.92547876985302,D,79.92121051360304,D,C,A,E,212.01332456237748,0
No,Widowed,86.18326076137292,D,35.75100849433957,E,E,D,E,122.34757340995763,0
Yes,Divorced,54.18348866316157,E,84.94260585818729,D,B,B,A,80.29948014318178,0
No,Divorced,71.96358876859975,A,13.039079844837293,D,E,E,E,-84.5904279827229,0
