nationality,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
UK,Other,21.68847144996081,A,-12.596728823210604,B,-27.554885118511823,195.23751115281962,6.6873500399300445,C,D,1
Mexico,Black,41.29939710962582,C,-95.90089623518782,D,78.10363382395546,-169.54156156372622,27.35404791554067,A,A,0
Brazil,White,-216.12517271158356,A,149.05909284214553,E,-112.63381528259198,47.60920869533209,43.78907333521201,A,D,1
US,Hispanic,146.11821570510347,D,68.21680062357683,B,-73.11952517647104,57.999963302271375,-56.972435236494654,C,D,0
Brazil,White,-79.95530933338159,E,5.649785595431075,B,25.35781272266153,67.17575942362218,-139.99296501473256,A,D,0
Mexico,Black,-8.970822647140738,C,273.7719188713607,D,-88.50666395948085,-80.91141258753304,-35.13709328885863,B,A,1
Germany,Asian,214.0436722859115,A,71.28850732016942,B,-66.01364645466471,188.7195794152019,99.38191649907331,B,B,0
Mexico,Hispanic,32.33631614817542,D,171.90218963294026,D,50.02303788819581,8.578019445754553,-20.52908075717434,B,C,0
Mexico,African American,-189.95609951702372,B,71.84247793227429,B,42.716593092884516,-81.24306247943763,-25.614124139939427,B,A,1
India,Other,15.17721302670435,D,47.690148259025314,B,119.04508647061789,213.19983982382112,-179.97459551862727,E,E,1
Other,African American,27.89544949211698,E,-37.25730713219006,C,-84.8582180969,-239.26704655486537,105.49129855123557,E,C,0
Other,Asian,10.10102725323241,C,32.07590267920148,E,25.45574354475247,-66.95863064824474,108.79408507313661,B,D,0
China,African American,-49.135811411907184,A,70.09424071310977,A,51.85955997827296,-110.37140371663175,-14.352172354464388,E,E,1
US,White,160.92243082024376,E,-168.1922012470898,D,-33.38222713723528,-126.42194620857026,21.064103443994238,E,C,0
Germany,Asian,-29.161907995303594,D,35.364224565595336,C,233.17608785433035,115.3012991223844,143.30590676576838,E,A,0
India,White,10.37277208803788,E,-146.28527677637317,C,-268.98833071849856,-154.48666176994794,139.21142809944996,E,A,0
Mexico,Other,62.97738541404949,A,15.598515813794414,E,-3.8181373064540565,-209.97990330134667,50.21456115816781,D,A,0
US,Asian,137.1808393312292,D,165.2783945880121,D,6.155287415546531,16.81190638233644,-40.92941284148761,B,D,0
India,Other,41.272341415102666,B,-56.06098139453065,E,83.8117796916585,-58.001198879026774,17.839019321275412,B,D,0
UK,White,14.912640342725833,D,32.94620942676424,A,-59.65544285026715,39.940960327009,152.798506472951,E,A,1
Brazil,White,56.85668009529545,A,-45.56000005499943,D,-117.59624410360159,72.96233519941275,-14.40052411892198,E,C,0
Other,White,212.06160714734762,B,-99.51634968446442,E,13.66589993887612,36.66725496625835,-19.516841457860206,E,C,1
UK,Hispanic,-56.898417206633475,E,207.93907723889,E,-37.625951433135064,139.74036886082467,-73.60443565969709,B,C,1
China,Asian,182.45375720343418,B,-40.657192906197565,C,25.95973174883121,70.33447951315432,69.27650215710182,B,A,0
Mexico,Asian,-178.7903079042897,E,76.7526167090822,B,9.544795802499644,-57.178859563661725,128.8008410523457,D,B,0
Brazil,White,8.159686495326914,A,105.21866994397502,E,98.85981369861693,-66.33047752890403,-37.39980649251982,E,E,0
UK,African American,-62.98613683206262,E,-126.86091322933962,A,-29.66122119080706,-47.05423608866836,41.070872850624134,B,A,1
US,Other,-0.047053464771930294,C,34.04983272229819,A,-6.88887650932586,38.209299319036404,11.308867769798907,A,C,0
India,Asian,51.03885557951474,C,136.4028359717366,B,89.36180636559212,-118.64673598498712,35.79778109670649,E,B,0
UK,Other,-257.03109986560935,C,139.00784857651703,A,-110.89949004826059,-248.5814897560532,-150.03512744980802,B,E,1
US,Asian,21.80392267496306,A,-80.44686946894485,C,70.65173148567261,-83.1225504723442,-87.17856261371243,E,A,1
Brazil,Hispanic,-81.99706696502587,D,-213.7386314343277,D,98.00171881910562,30.019671124962173,3.0377421584519184,C,D,1
Brazil,African American,16.357323133473134,B,-80.74215922035339,C,119.79058379681204,-65.23038727057958,-75.05586821381543,C,C,1
UK,Asian,91.42761842958129,B,63.78208866827328,E,-46.10226217821609,-83.76153149697988,1.3880475555870149,B,D,1
US,African American,-78.61758721834498,E,148.90769044558317,E,-22.262437921815682,-14.882518682875293,94.4173435424295,D,A,0
Other,Hispanic,144.57297834589642,C,-165.16890511612303,D,-73.95307940770202,35.70645016948543,47.18381420429526,D,B,1
Other,Other,105.73633965444196,A,38.909378489460224,B,198.83184669835376,100.05389758222893,-67.11569044880339,D,D,1
China,White,101.20188198556154,A,88.48781324413633,A,-101.81863832173121,-19.339275513229122,84.78285945570853,D,E,0
Other,White,-0.6047505236281364,E,49.29528346348852,A,76.69149804767984,26.16805810197045,-60.26786585269682,B,C,0
US,Other,-117.65447232388004,E,30.077039638148605,E,43.63676924699856,-194.04857098173935,-28.052357188992776,D,B,0
China,Black,11.022671486925242,E,34.277400263025164,E,-44.55647224229885,69.30969290615225,-226.56523147809585,A,B,0
US,Other,3.5283782031043947,C,-76.78278979346305,B,154.561498912824,-89.71896638470356,138.07030863425115,B,B,0
Other,Hispanic,-0.3239420572287151,C,81.61740930422198,D,38.30648843238061,-5.17472199463147,-193.27739228904304,A,C,1
Brazil,Asian,-208.43653972255757,D,-97.74698214013885,B,-5.687914278458946,-127.20626159654185,-5.977166205242445,D,C,0
China,African American,48.53623037516253,A,116.10540628664468,A,-89.03746896318263,179.23838550009185,107.32236451016901,B,C,1
Mexico,Hispanic,-62.46783231428174,B,-28.154971303292704,A,-53.4730839712415,-86.37160961301129,108.00769924669234,A,D,0
Other,Other,162.449859791086,A,150.61962262643962,D,26.744626828092255,-5.157796669215747,92.19322433174106,B,B,1
US,Hispanic,3.251561328451727,A,-174.9319237199034,A,-9.95427789193434,82.57379401579705,20.87769320816026,D,B,0
India,African American,-25.380151310528344,A,24.47832623399274,A,58.15194546156881,72.20331389134648,-189.0366578079205,C,B,1
Brazil,Other,155.95426514439407,B,27.193805832555174,A,89.15427193492252,-6.44179224333177,1.2828251487588638,D,A,0
US,Black,-78.47374731016382,C,137.7123620210117,B,225.4304966958036,134.53896725031333,-161.51168660673596,E,D,1
Mexico,Other,295.9695002358125,E,-7.9023732829613875,B,-22.83894099565419,-54.820351387627696,125.4109481307373,A,C,0
UK,Other,-291.41518674956404,C,-70.81986257724768,D,23.07486635958032,-58.882537805266175,-193.1323027099306,B,C,1
Germany,Hispanic,-72.51392295623182,A,187.04101530755412,E,-139.40751625283676,24.205148087044748,23.060180679117774,D,D,0
China,African American,-89.08186476504858,D,-45.34022994773606,B,189.4714837103172,13.354384818322714,-61.989041392570265,A,E,0
Mexico,Hispanic,39.16917423172631,B,-157.39595326823851,A,57.18057818019382,-113.05048368762121,-88.43263378846297,C,B,1
India,African American,171.72580287753271,E,36.216762201037724,E,-237.30390060065488,6.74921564172242,-24.49481516795287,C,A,1
India,Hispanic,-26.90482403002327,D,-16.689871368357785,A,-162.83677779118412,10.512252062022611,-123.21174273390112,D,A,1
China,Other,35.92840453207957,C,45.338344893866754,E,11.827796424552448,-83.55674383668811,-36.40371220363429,C,E,0
Other,Hispanic,57.48965732016219,A,-147.34074579401394,D,-106.20344114008395,207.23647527486264,74.4432640034993,A,D,0
Brazil,African American,-183.34312015568673,A,-21.690687561143747,A,-95.27189802189353,-13.963303428214077,-119.876407428707,A,A,1
India,Black,35.20332829591196,C,-25.025839191637324,E,-70.36991773293434,53.14777177603601,181.53998982928078,D,C,1
Other,Other,-56.16962494251961,D,72.10909720020528,D,119.66085297817945,-76.51297817508058,-134.0522592959878,A,A,0
Mexico,White,62.51895273121805,A,-38.91091241580736,C,8.091738208022043,-84.15075788113712,2.8122659134944183,B,D,1
UK,Hispanic,87.34416015980831,C,74.1876897436538,C,-85.64991366251292,-41.574701558557614,-34.11895639625436,E,D,0
Mexico,Hispanic,-94.54476608478831,C,61.096864333492896,C,-114.57819898202355,67.55695499624065,-130.8508018905845,D,B,1
Other,Black,-98.24558050716985,B,10.01921668102284,B,26.480876803087284,9.791674300559269,-19.73833542817048,A,C,0
Brazil,African American,167.6621232753322,C,-78.40270126659561,D,26.580799896728514,3.0943166436487637,19.907643530709162,B,A,0
Mexico,Asian,6.668492552822228,D,28.304616682265415,C,-143.02332274450765,25.941368882708687,-5.993413749164602,B,E,1
Brazil,Hispanic,8.339938306729726,A,39.51273902776283,D,6.913528029183856,34.598335252898224,83.88573258532247,B,B,1
Germany,African American,-27.334028924077302,C,-58.07045484366596,A,-26.472130047782393,-25.12449868886956,114.83006536590227,A,D,0
UK,African American,-12.830665882517996,B,16.59826265063841,C,39.90735558443973,96.0830866509463,-65.24931480864768,C,A,1
Germany,Hispanic,119.07838429789608,A,20.109454641325307,B,19.118293138350147,-4.062579607519032,-4.754018194844831,C,B,0
China,Other,-85.59482730241984,D,-110.67554999665863,A,-102.207825120044,-71.81202474149296,104.33491562091328,D,E,0
China,Hispanic,-42.4839005502836,A,48.51625844022629,C,-57.740275671726494,-9.745427611088369,-94.98713581850883,A,B,1
US,Hispanic,-174.93770594118038,B,-118.83792760134288,D,16.653112813187843,-92.96427211217447,129.05751629356428,C,D,0
Brazil,Other,21.550315097229355,D,-46.84051331147429,A,74.89448944672041,112.4360116384398,32.536493049740365,A,C,0
Germany,Other,96.02103017994597,D,148.71471962337532,E,-50.56238264191422,65.40643352588744,60.19124467524593,D,C,1
Mexico,Black,-138.30157570907016,B,-144.9192190935286,A,86.2466427911644,40.39453050991611,168.59817787546226,D,E,0
Germany,Other,91.55127537687837,E,83.46868020278893,D,178.41296707495118,-81.65936944243454,-169.59355033958096,C,E,0
Mexico,Black,-61.243473757302226,B,32.01457319304332,C,12.808653860028135,25.96034056461876,48.50752539112226,B,B,0
China,African American,93.26845257005057,B,89.20464060169714,C,23.577616888551876,69.0359453020717,-1.9179208922083448,A,B,0
Other,Hispanic,18.205587800687358,C,-1.3949756380355787,D,-4.128999062494899,114.28896843176662,-76.95543975741151,D,A,0
UK,Asian,116.83161661104168,A,193.65389940527945,A,-169.44825528008218,-78.01511381894325,-82.19086492412231,C,D,0
US,Other,-48.01585259058223,B,5.951766255774152,A,73.99087961189757,-39.80582947724395,55.862716362502404,D,E,1
China,Hispanic,-49.87749456781718,D,-19.441266355211255,D,107.90785851322342,-192.25909522605224,54.87920861553688,D,E,0
Brazil,Asian,154.662909307455,C,92.30044212230783,E,-127.72912223926728,-93.81801267141027,164.41882444515056,D,C,0
Mexico,Hispanic,120.57499472987381,E,-147.38950071874575,C,-195.80463454529345,141.9076050844504,2.5260669449550184,E,C,0
Mexico,Asian,-86.30178036344748,D,-91.07814915646836,B,42.14403419269134,-83.64788421539632,-150.2074940105673,E,E,0
Brazil,White,93.02080580189549,A,112.27129955210968,D,6.7019032958406655,56.829167858858796,-29.133068512013406,E,B,0
India,African American,-69.40018590617521,B,17.36129269134387,E,-70.55371938171898,-141.9903589410014,-81.43630906533171,D,A,1
China,Asian,-262.9981572810165,E,99.81845309976156,C,-55.29715806978467,16.96306434475705,-104.45410363037226,D,B,0
Brazil,Other,-22.063567425378118,D,36.40125912491658,B,164.35917836823947,-70.50219603531973,-98.72800462335626,D,A,1
US,Black,-193.28199887441326,E,211.0098168084558,E,25.304883860441656,-52.223702316973686,43.96515453580938,B,B,0
UK,Black,-26.688339378130006,D,-33.11187836313626,E,35.44194122398949,-202.9749731509379,-77.58792129363702,A,D,0
US,White,125.3524330767077,A,-32.19261717962924,C,-42.69374334178405,-73.97117398567399,-33.02883825832449,B,C,0
Other,White,-100.37087184580808,E,-15.014865936231182,C,-15.630253626946622,67.17493259327155,-149.4135744980942,D,B,0
Mexico,Black,-98.5614025098175,B,87.35989583189163,D,-42.968222135831645,20.3519130935519,-79.36754549343205,E,E,1
China,African American,-5.598468093221767,D,59.74892668476388,D,35.57516819779432,37.39749341299782,1.6532278890486078,E,D,0
Mexico,Black,-145.64643454780867,E,142.44519504676916,A,-118.60086226964704,103.15931611074951,-199.31210575294728,A,B,0
Other,White,-121.08424158607063,B,187.89352826306637,A,130.6879420411189,-87.29720337126501,-213.02654645395322,A,A,0
US,Asian,8.998968392527601,D,-105.58832527426397,A,-153.03690564977,93.87294783708023,-173.50254058763326,D,B,1
Mexico,Other,225.86714410324868,B,-65.87830272542014,C,111.30118361381666,-129.7807885472446,-62.474852078812546,A,E,1
China,Hispanic,155.16181608691446,B,-129.99936644521958,E,-10.425116356698297,-10.722123750432047,310.4817783889329,E,B,0
Other,African American,185.98808734277813,C,33.93848850838879,E,-69.47293563870484,50.103426040677824,154.52906555091667,B,C,1
US,Asian,56.657844771448595,B,-27.20241925090199,C,35.37003338724717,-78.68947000551721,-98.54466719377272,E,B,0
US,Asian,81.44247210815743,C,15.39868626102699,D,-9.22021874420281,-207.05444454600973,-79.9261863677604,B,E,1
Mexico,Black,78.25067485436968,C,-48.68288904196735,D,175.75625229974327,210.28513956732039,110.82703552781284,C,C,0
Germany,African American,112.69485479874177,D,49.24704915503769,B,203.09211359521774,28.861450418391794,36.93981901449759,E,C,0
Brazil,White,-104.49500590181435,A,-24.59013275250557,B,179.79495220302218,-46.804746691243416,-3.2613704068111713,D,D,0
Other,White,78.22853202864887,E,62.13532531688293,D,69.9751821346177,23.714502417349053,19.77102486106472,C,A,1
US,Black,-250.96445622378494,D,-64.06638363074268,A,17.31611144836853,-286.44030817959447,-194.3249774771902,C,C,1
Mexico,Hispanic,-104.71641569715548,E,130.72651366152078,E,-166.41076179065095,-37.786550014932835,-171.87816722956646,D,C,0
Brazil,African American,-6.501058171487663,B,77.81103814027779,D,34.12584840136012,214.75918792874174,112.64872720329197,C,A,0
Other,African American,-43.39437418939006,E,-0.8166509756342237,D,0.14071882181147616,-134.94894700272081,-207.6590544544975,B,C,1
Mexico,Other,-15.616272225983721,A,192.51031231596377,A,-90.95016799224952,14.644046364176308,-21.04895033878468,D,B,1
US,African American,-13.490841737494069,E,-175.04779447443443,A,-94.98937932398609,113.65468512800456,-138.89111775436865,A,B,0
Germany,Hispanic,-47.37856328487592,A,128.41779748564198,A,-210.1179542247179,-26.067106608318348,65.00554609311145,D,E,1
China,Asian,85.98675160692748,B,157.0765352559605,E,90.04436902262329,-113.32142678873038,-14.250164285928257,D,B,1
Other,Black,-169.45440412525053,A,-150.5449030620816,A,116.84908264430148,54.78334209131176,-66.13963552314667,D,B,0
China,Hispanic,-123.41397928720428,D,-70.9871716486717,E,-91.12776888404028,70.69906376688193,-78.47217920481305,C,B,0
Mexico,Other,88.1470386096044,A,-226.12655952426638,D,-55.90605904311962,19.05187467212314,-73.74425187462936,B,D,0
Germany,Asian,184.2172392323216,E,2.326497260850211,C,-33.28877461331163,35.54554099267176,-165.92477098862614,E,A,1
India,Black,-30.324510533226324,C,46.99622700980834,B,-33.74337568805607,-43.02395437969897,142.3316350303838,C,C,0
Brazil,Asian,-103.36293128635657,C,71.64172452040319,C,73.1592406294456,272.1726923282541,-105.75390137256014,A,D,0
Brazil,Asian,60.29820693095977,B,79.96294746843172,D,-153.2451110054593,-88.55429918523193,77.55147660780418,B,D,1
UK,Other,41.568670545678074,E,-5.039957320806199,C,-118.06072727951593,-112.80692112369451,-71.86064326918836,C,C,0
Other,White,-20.91287787721944,C,-210.02872603217182,C,166.22519861673746,-75.04802836735904,89.78126455063736,D,E,1
Brazil,Hispanic,125.7676829381329,E,-9.451245287307449,B,-25.42547166188016,-95.29540589851463,109.90605652225041,D,B,0
Mexico,White,-64.94140192473459,B,-34.94730407916516,C,91.4180554359749,-123.40931305702654,49.143862082212884,D,D,1
India,White,-136.8619890149124,E,-149.39963236685554,D,-66.62284481670953,-94.11397951958665,-31.898818531432067,B,E,1
Mexico,White,35.47495508342728,B,-1.936293218841097,E,42.76242754165031,-56.36359648341285,-136.43056732301088,C,A,1
India,African American,39.83330090282191,E,167.80983687956154,A,-6.775720601990937,46.79795718253489,-155.90722344248238,B,C,0
Brazil,White,-49.48045256419908,E,-15.80274456231609,C,-173.5435578824117,230.3323046080227,52.71112995999092,C,B,0
Mexico,Other,-2.6506255556181677,D,154.13162041065212,D,293.69748166409875,64.34893433829045,38.98753145305996,E,A,0
China,Black,-81.33687275248565,B,-10.630550011845312,E,170.82569890540083,-65.10442831359826,-179.54298636141604,B,E,1
China,Asian,23.749780271671113,D,-5.5679654421575835,E,36.35791466047637,-38.55333163443505,-84.42459989239829,A,C,0
China,Other,-31.940461640626662,D,-61.21573733271492,E,-99.8068892068509,63.76295945715561,-214.19100608105484,D,C,0
US,Hispanic,87.98269849313797,E,103.40109991799564,A,34.338583575012855,-6.0583191088841994,3.5616215765342374,C,E,1
Other,African American,355.12037875921334,E,-104.28026446789576,C,-18.09916404597926,-97.41374897048492,37.57264692853275,D,E,0
India,Asian,-103.61707811103152,D,48.465044340907056,E,83.837958642458,16.046924300511684,61.688204643588506,B,E,1
Brazil,Hispanic,-5.897006365189016,A,-103.3304028663713,E,-63.58986353723799,12.216336823477187,54.23097403253831,A,B,0
China,Asian,112.3940881855833,A,6.223540934967996,E,24.163106007623938,62.400654109581,-191.52536213922417,D,A,0
Germany,Hispanic,38.322851196567115,A,-3.955935023269853,E,12.818795827341708,-0.8910468227958724,27.236845673229375,E,B,1
UK,Black,-36.438122565585566,A,-44.62052826987432,A,74.97143465006327,-2.983210763063282,-43.08605123722621,E,B,0
Other,Asian,-96.8338798151662,B,-85.57216005383162,C,64.09169004023477,47.591185912228006,174.67542183874642,D,A,1
Germany,Other,-151.30400296547535,B,21.836887337320405,C,71.35624511160059,67.38478169077875,-12.90480450085109,E,A,0
UK,White,-122.91506640752287,C,33.594532199383096,D,-21.905443802003088,64.511447015527,46.6704665807082,B,B,0
UK,Asian,121.01817254380778,D,-105.6349715199135,A,28.75719204084896,7.272450376369067,7.543666888469335,C,D,1
Other,Hispanic,-94.85085276058287,C,-77.57619273794084,C,-6.267110930739526,-185.55103932728053,167.82986420984008,A,B,1
India,African American,39.67602130297823,A,91.47934767203687,B,-153.4801407003053,16.4607244520042,70.11488098702773,B,E,0
Brazil,Asian,32.751228904414134,A,-56.12504039093279,C,-71.47874895104484,127.86255787039099,116.78155573064612,B,B,0
US,Black,136.19127005759736,D,41.43091631507191,D,42.02952118411672,-162.21593435451666,-26.32750678484636,E,B,1
Mexico,Hispanic,-119.99297583259181,A,-48.772676480044204,D,-61.02791150247736,36.329920077729085,149.43642454045806,C,B,1
Mexico,White,104.78716081683814,A,81.60285922625819,B,45.0771992190843,-75.73782171002215,-117.99894198077175,C,D,1
Brazil,White,36.12935984810312,E,-85.51908657088651,A,-86.57671012344711,-44.641938036365616,62.788925492532364,D,E,1
Mexico,African American,128.40653191993394,B,48.92548575915215,B,31.964129337631096,-110.12235785818949,-138.71012387204078,C,A,0
Mexico,Hispanic,73.3873869477804,A,-78.15027098795215,C,-120.67531714069257,1.5394406360827495,-63.80943543290593,C,C,1
Germany,Black,113.66670494876317,B,-179.58764824443318,B,15.641860409253253,-33.64460093727825,177.63926189360387,B,C,1
China,Asian,103.55491639176968,E,-10.652042632717807,C,-48.22939139861375,147.06819523019016,-123.27499029133962,D,E,0
Mexico,Hispanic,109.43346140846776,B,10.644911593126606,B,23.92199127979674,6.511220954226364,-125.6282159236014,E,D,1
China,Hispanic,-59.18641997764391,C,128.86709601848085,A,-35.68423484731309,-18.83836845172976,-118.87845755860059,C,A,0
Germany,Hispanic,41.52360571346375,E,158.65993729831527,A,-59.11280085971722,96.53152390277677,82.96708651267191,A,A,1
Mexico,Hispanic,59.97324623751994,E,96.63271522337598,A,94.80026778003385,-18.159951697843933,-161.654452198514,D,D,1
US,White,38.28178468889295,C,-188.24440380959382,C,10.904094321065307,-23.368166836791858,-137.31845203295538,E,A,1
Germany,Hispanic,-106.78487158302129,A,108.27328805296408,B,-13.251125584612444,165.62216203702815,27.25314614095949,E,E,1
UK,African American,23.614800805696763,D,175.2442357799455,B,56.94948085011493,-183.51749002621474,-97.30124725819964,C,D,1
Mexico,Other,-220.12540377691897,C,99.90417501243775,A,142.77424318052877,-120.84631014467433,-55.098448381583275,C,D,1
UK,African American,-53.028554424431874,C,100.81484334344455,C,138.50311281678879,105.51665288764127,10.91986202222931,A,E,1
UK,White,74.84218013584108,A,106.19196173298529,E,104.43751610549216,65.49216470497899,-155.30767919977265,D,C,0
Germany,African American,143.6834778968073,B,-33.82842851194188,E,-146.02258039376815,-124.61083931123113,95.31290899735001,A,C,1
UK,Other,-51.6496224157711,B,55.660274803125084,D,115.04786329489067,-104.58102202967412,143.23022104985304,D,C,1
UK,Black,27.428939402120022,D,111.7151701690011,D,-76.8879025633185,48.66742933318618,132.47818805585274,D,A,1
Germany,Hispanic,-18.89942313815093,B,163.54820727336744,A,170.4307052883156,166.37060546015962,-167.91862109119683,C,E,0
China,Asian,27.669115340396694,C,22.636510100401686,A,-120.16800808597252,18.65141811892911,-70.34083040526819,D,B,0
Mexico,Other,-3.9354327827342113,B,167.23791365299613,A,158.8714097513016,-108.22601196960689,-214.90755402127016,A,D,1
Brazil,African American,-87.55491684951629,B,11.730940725378675,D,92.593112223296,-50.75394816779587,-75.28045370132268,B,B,1
UK,Black,200.41965207181138,E,131.33770181603205,A,-44.28585187491672,27.450595236811942,-58.657832766657634,C,E,1
Mexico,Asian,-186.77624515240524,E,-26.20838301573033,B,-62.424233981676714,106.56711453373401,110.5194448242179,C,D,1
Mexico,Other,135.05823902260772,B,52.58123663848028,D,103.6467374359995,24.14935563507972,-47.60162836738633,E,E,1
US,Black,-69.77059052418433,B,57.84171440688996,A,-84.42738620368903,74.19777628416253,-77.66932953449813,D,B,1
Other,African American,-80.024410207111,E,118.72050293960132,D,145.19121600408263,-17.983014147064683,-41.24976736270003,D,A,0
Brazil,Other,-204.00695540699337,A,-13.905355819243162,A,-61.04895132289305,92.91243961883899,-170.36844415988526,A,C,1
Germany,Asian,80.73050884827822,D,-24.639283965243592,D,81.64842630547061,-17.293735410343043,45.12298465259364,A,D,0
China,Asian,-105.74364057995274,D,91.84721409839818,D,84.34233515228829,-23.003624419728627,-253.94927825649086,D,B,0
US,Hispanic,-76.19734073915694,A,130.6975164304351,D,124.87631255639182,139.77001447602657,-49.46616982254477,D,C,1
India,White,4.052502867850491,B,-9.65622913003247,D,7.218934391958755,99.6822317244802,102.67846136814079,D,E,1
Germany,Other,-122.4114444153237,B,-123.33729656339105,E,0.41039341254741823,79.0067806330653,-86.33728217327761,E,E,0
US,White,95.58001438963288,E,51.75462707575708,C,45.639695026792324,14.657974780245883,-4.984199553892014,C,C,1
UK,Other,47.35165206207751,D,-42.759692743492266,D,32.15769344029406,45.31822069442817,152.11503420148622,D,E,0
UK,Asian,-44.02049562397835,C,53.066597502650495,A,-45.3998796827471,-58.735122200703614,97.20379475621583,A,B,1
Brazil,African American,76.82784044739294,D,-40.43119584623675,A,16.963987757726226,-6.638649971561721,61.45061496935607,B,C,1
China,African American,71.7327966652023,E,-101.53787643152548,A,96.23571870561226,-233.2807931220296,-68.82437448871852,B,B,1
Other,Other,-98.0726921474471,B,49.83451634853716,A,-111.13915453116756,-125.8052110932943,10.181634825366093,D,B,1
China,Black,-147.4611341336215,B,214.37254366988472,A,118.77462643960293,-51.20855588664751,49.57964407437321,E,E,0
China,Other,-93.97240081904282,A,57.78188377739495,B,-104.68822603833546,-284.48067803426864,16.900280227744872,A,C,1
China,Asian,-8.68385726054624,B,163.10165402801485,E,-99.99201328346881,65.87158792377663,47.25147438161373,D,D,1
India,White,11.61728733420751,A,-282.96417657450405,D,5.523298627323658,-110.10993629783647,-218.28838094822558,E,E,0
Brazil,Asian,4.252946466933833,A,-68.40776305587744,D,-85.65205101634477,-117.88781805840496,81.61817934511124,C,C,1
China,Other,-160.47679220945759,C,80.68167643300018,A,11.735427363273748,-278.3659337261835,-28.388171689071296,D,D,0
China,African American,-34.83546437450169,D,-40.10347707292399,C,11.20053495313874,21.591321276258626,147.2182696802092,E,D,0
Mexico,White,51.979660649104176,E,157.05088494533487,D,80.68438320262507,-78.56589875957897,95.85888573539503,B,C,1
Mexico,Black,62.82077617628862,D,-71.01263803822347,C,-177.2389581484636,26.126676694076167,13.177432787579562,B,B,1
India,White,128.5301818302203,B,-55.19412642847132,E,66.24728668712406,-69.92218766653517,90.6479438784128,E,D,0
US,African American,188.08736140675595,C,-84.0182918317232,E,20.769574925889923,21.8492915552137,-69.53500663217287,C,A,0
US,Black,-129.32749166974628,B,82.43455335035588,B,-23.32362662640372,87.35943754541573,-79.2713224835374,C,B,0
Germany,White,19.552356791419147,D,-50.469520943570586,D,84.60743290303083,-31.778867225027884,-139.192791268341,B,E,1
China,Other,229.14036498905404,D,94.71440105246998,D,-6.741856348310151,-149.62319794681406,241.73096085656778,D,B,0
Germany,White,-79.07805914029511,D,-55.29242884071168,C,34.920503645612676,25.397936020123872,-66.13526560046569,A,A,1
India,Black,-44.20801850657192,E,68.62412524336034,C,58.31748092746684,-70.91365310425508,75.78866689071776,A,D,0
Brazil,Black,-84.0257493107228,A,-99.46543217569204,D,-51.5312228726412,-92.92664292027037,65.44847849051027,B,E,0
Germany,White,130.3240896161957,D,-21.016159209267833,C,87.06775299428283,9.400869077393603,138.44455939065057,E,B,0
Brazil,African American,-69.4346902780124,E,-30.166596259207008,B,98.82470074595106,-112.3828362950157,58.292969948251894,D,D,0
Mexico,African American,-70.2061114610553,E,-116.80893524941828,B,-49.225579389666876,117.38802532630883,-89.13899546624529,C,C,1
Brazil,White,111.32063714854168,D,17.524783480683986,E,-42.36304950766695,20.459725285668046,19.269906527617533,A,C,1
China,Hispanic,-62.618175254556995,A,90.66418665234976,B,-52.92276720355622,-85.77063441439174,91.93989917413194,B,C,0
US,Other,-76.60492460398135,A,237.8028786494016,E,174.48862169239146,45.93798067079348,-75.14331417343328,E,B,1
Germany,African American,-55.81975913798413,B,-187.6877459985639,A,-61.49178468429696,3.9835754169904853,-27.546715713822213,D,D,1
China,Other,6.730521653768252,C,19.64314089371501,A,93.0907992906759,192.56763726323268,3.352479310686861,D,A,0
Germany,Other,-77.9234875263075,B,-110.93387990826002,E,-85.6794833751774,180.3838961271309,-4.053792465786814,B,E,0
US,Hispanic,28.110627737460923,B,95.16879023902256,E,65.13848012876164,63.43542724761117,-11.577476232281022,D,E,1
UK,Hispanic,-157.10717099071755,B,-27.943121850168097,D,-19.64324656809643,-144.3787260558789,-52.58749442346864,D,A,0
US,Other,85.38509478002798,E,189.25368911461936,B,254.7999209044252,31.415741453127715,-102.46804258843396,D,A,1
Other,Black,25.839760594884243,D,-43.54958506113734,C,2.744605988399809,14.707429149903414,79.62665906022136,D,A,1
Mexico,Black,-53.824950103321,C,13.195176746369908,C,-115.25359606240472,-213.78032251373736,150.1367365244818,B,E,1
Brazil,Asian,-43.759267477289974,E,106.19175306641398,C,-103.04795147222896,35.14958880780931,-142.11155542258845,D,A,1
Brazil,Other,15.064745426171458,B,159.68478181981587,A,-84.73723421881049,-93.40540817520127,36.178120649829495,D,E,1
India,White,-29.017009177559604,A,-11.128987223637365,E,-59.247202094692085,-54.894344030726494,151.53169033787003,D,D,0
Mexico,Black,241.8096306828748,A,158.09199555828414,D,-94.11951241951864,-51.88512071084028,57.2506474000795,D,E,1
India,African American,-177.7486535336177,B,172.19604807073347,C,74.7199363650444,218.95919224506608,-67.0347160713471,B,A,1
Other,African American,-134.14001560012326,B,72.56640967053498,D,109.94491556738791,-39.98647581831442,39.97192489819278,E,E,1
Brazil,African American,119.20085360816574,D,52.991741307877014,C,-27.00737967338541,-53.18213435990585,-62.1493701681912,B,D,0
UK,Hispanic,63.89050741684551,B,-144.41674971009763,C,68.77174241233624,-59.40092745819432,103.4154018557983,D,D,0
Other,Other,-108.27448261819224,E,95.74725129793126,B,-73.34505965753576,122.85633248016825,-21.67139700818325,B,D,1
