Race,nationality,AgeGroup,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Black,UK,36-50,Jewish,6.062185153318625,-99.6207125421379,C,-123.92884130965636,A,B,1
White,Other,18-25,Other,8.920917288169623,118.09698850614481,A,67.67984276056681,D,B,0
Hispanic,India,18-25,Buddhist,103.7103362755601,-161.94969136296342,B,-14.02930227778171,E,C,0
Black,Mexico,51-65,Buddhist,-108.82106092853073,98.86461933627221,E,-305.3559854796547,B,E,0
Black,China,65+,Hindu,190.13494067987594,56.91768558509709,C,-10.203287460075051,C,D,0
Asian,India,65+,None,-45.35100630907412,10.591194494871363,C,53.39267180065887,C,B,1
Asian,Germany,26-35,None,-58.39400699958812,35.99269484164669,D,-12.350032456394834,B,C,0
Asian,Other,18-25,Muslim,4.80740730843286,-29.60504808407396,C,-68.07071100256603,A,D,0
African American,US,51-65,Buddhist,-94.87614892502472,117.53428222473958,D,-154.25014940621162,D,E,1
Hispanic,US,51-65,Other,19.76994800422723,-54.30051345578999,E,12.592327766142542,B,C,1
White,Mexico,51-65,Jewish,-88.77353094555134,-110.51574905422206,C,7.58706584042252,B,E,0
Asian,China,65+,Other,153.05991273923146,-51.46298696092475,B,-124.90806809453368,A,C,0
African American,Mexico,36-50,Jewish,-26.081304693595197,29.575227428298817,C,-8.330402990531665,D,A,1
White,China,18-25,Jewish,-154.85452461692844,-209.21581862322344,B,-25.797723496177266,C,A,1
Asian,Mexico,51-65,Muslim,81.99182121419037,70.50333763851786,C,82.33689094716472,A,E,0
African American,US,65+,Buddhist,-85.10070356524639,161.6580071097462,C,190.944741325261,D,D,1
White,UK,18-25,Christian,30.86741165714172,-69.24854968563801,D,-128.2530748271561,A,E,1
Other,India,26-35,Hindu,16.954369724747483,188.47178218857323,B,-1.2592127817836996,C,D,0
African American,Mexico,36-50,Other,-140.7296412908715,161.2304237315207,D,-55.373786939112414,A,D,1
Black,UK,26-35,Jewish,74.96265399567929,143.185791063889,D,-52.95729286119544,D,E,0
Black,Brazil,18-25,Jewish,57.036663154390595,-49.213585611170174,E,18.688122038538822,A,A,0
African American,Germany,65+,Buddhist,-20.124740134767446,-120.73420750407405,C,-127.80520654566511,C,E,0
Asian,UK,36-50,None,68.52247006380394,-153.3660339422348,C,-71.53662400137907,B,D,1
Asian,Other,36-50,Hindu,94.12014301078078,-47.75206582932065,B,2.5782749707786263,D,C,0
Black,China,51-65,Christian,12.88824363669259,-28.811095490071697,D,-73.92301058887631,A,E,1
White,China,26-35,Christian,-65.65774504878453,-155.25810292967265,D,5.91370521823783,A,B,0
Black,Germany,36-50,Christian,-11.899898186671445,-0.38093836894696986,D,26.91537297009966,C,A,1
African American,Brazil,65+,Buddhist,-104.30369158260055,-42.171886964106925,A,48.6893475671926,C,E,0
Other,Mexico,51-65,Hindu,21.439973769747724,-61.31056488508385,A,120.44527455612877,D,A,1
Asian,Germany,18-25,Christian,-52.82363181824741,37.58807153924826,C,-116.56897678521784,C,A,0
Asian,US,65+,Jewish,-86.01619042116556,76.03268830962632,B,-40.333177009084984,D,D,1
White,Mexico,18-25,Hindu,-63.95187971940975,-173.87121141644383,A,-24.554799259790467,D,D,1
African American,US,36-50,Christian,91.6568164308589,64.27515792420246,B,-106.57413997373175,E,D,0
Asian,Mexico,18-25,None,52.544869333409906,59.48848939761927,A,48.96961100083356,B,E,0
African American,Mexico,26-35,Muslim,45.09564374619114,-51.445270082256556,D,-43.32246958479546,D,B,1
Asian,Brazil,65+,Muslim,-150.1522188846663,-104.8028727504529,B,-31.52287963548262,B,B,0
Black,China,51-65,None,53.452943863703226,128.3596964414715,C,25.576251441190173,E,A,0
White,India,65+,Christian,61.08838350142434,-108.02992335676332,D,-72.89335358927372,E,B,0
Asian,Other,36-50,Muslim,-101.4958763971853,96.85239387397002,B,85.40424472349487,A,E,0
White,Germany,51-65,Buddhist,50.244864019727984,90.25950872171161,A,-11.359705044795465,B,C,0
Asian,UK,18-25,Muslim,58.76796738053596,-111.07452491519186,D,132.35497045382218,C,E,0
White,Brazil,18-25,Christian,43.878086336946055,-79.39682412036646,A,125.92336921536864,A,A,0
Hispanic,China,36-50,Other,125.60029236421717,-154.5444011487104,A,189.0015137704174,C,A,1
Asian,China,18-25,Other,-235.38036089208512,-67.61548999971329,E,117.00007829306828,C,D,0
Other,Germany,18-25,Christian,31.481401147205624,50.63333565473196,B,-255.45593974719912,D,B,1
White,Other,18-25,Muslim,3.2906269337738348,25.994550248453617,B,2.7423566926693477,C,B,0
Hispanic,China,36-50,Buddhist,-86.08668032838746,-120.54170063813008,C,17.37623438714068,D,D,0
Other,US,26-35,Hindu,-177.28047449616156,-113.26565238941025,B,-189.04166076903394,E,E,0
Black,China,18-25,Hindu,-139.97166741202042,-33.00150854121613,A,-204.94689796708232,D,A,1
African American,Brazil,26-35,Other,31.647559313713668,66.73592584774593,E,57.65620836032079,D,B,1
African American,US,65+,Christian,46.34647161985516,87.02227734855549,D,103.72332191980693,E,C,0
African American,Brazil,26-35,None,-103.44705654544106,22.139139797483327,E,-59.81343708094994,B,A,1
Asian,UK,65+,Muslim,60.10234731063743,-69.82446737074048,A,109.54814508372141,A,C,0
Hispanic,Mexico,36-50,Christian,-37.503988229214656,17.917711780006133,B,88.10079584285752,B,C,1
White,India,65+,Other,97.75869744313506,-107.43096154565875,C,36.37452438264883,D,B,0
White,US,18-25,Hindu,-100.55988124331469,-82.08802050134244,D,89.37968585100495,A,C,1
Hispanic,Germany,26-35,Christian,-210.92509552596232,-26.65411726669434,C,95.01499093483223,B,A,1
Asian,Other,65+,Jewish,20.212022284825963,-34.01545124052998,A,18.54310461125349,B,E,0
Hispanic,UK,65+,Muslim,18.33483684220318,180.95240237966067,C,-138.20036296353447,B,D,1
White,India,51-65,Muslim,-30.555761020153877,30.15954657218177,D,127.8983415758702,A,C,0
African American,China,51-65,None,-112.83877765520518,-17.03478366008042,D,191.08603136325368,C,A,0
African American,Mexico,65+,Jewish,-139.2693238413827,98.62666923137225,D,17.074479006798924,B,B,0
Black,Germany,18-25,None,-16.73094813061015,-63.739044114644926,B,-39.00976581844511,E,B,0
African American,Other,26-35,Buddhist,35.90478452134361,-209.38518126509814,E,97.9397138480118,A,B,1
Other,US,26-35,None,-76.33314484105483,61.508011170982115,D,-47.809945984086816,C,D,0
White,Other,26-35,Other,-42.88713945671472,-11.289643947464054,E,-178.77115005941275,B,D,1
African American,India,18-25,Hindu,8.719479176652802,-123.19603383240741,A,-1.9660385080885092,A,A,1
White,Germany,18-25,Jewish,-39.4722232466365,25.272517839666055,B,-89.85781251953095,C,C,1
Asian,Mexico,36-50,Other,-62.80283154950912,-38.94519886400572,E,-9.083077660056976,E,B,1
Black,India,51-65,Christian,-131.57148872524255,29.284400497469264,B,-67.79614428845652,B,D,1
Asian,Mexico,65+,Other,-206.04698556885216,33.962225866762545,D,75.41501586350017,A,D,1
Asian,Germany,51-65,Buddhist,161.69849537405003,-124.36279766146205,D,100.08561793317988,B,D,1
White,US,26-35,Christian,-132.04074788413865,-205.43872034342908,E,-8.768727961683895,D,D,1
African American,India,18-25,Muslim,-54.333251601570595,28.90221955115121,B,-120.42243193914841,B,D,0
African American,China,26-35,Christian,-4.9536128323758595,88.79082474427159,B,18.856315132394705,C,E,1
Black,Brazil,36-50,Muslim,31.278111622877496,2.1748880158750006,E,-8.173225852857579,A,E,0
African American,US,26-35,Christian,-97.84800780312372,9.895707929087786,D,208.57360111099754,A,A,1
Black,US,65+,Jewish,41.912751137178816,150.3169067798017,A,5.391453855763332,D,D,1
Other,India,26-35,Buddhist,287.56066886700603,42.11753176417027,C,92.08021025730133,C,E,1
African American,Brazil,26-35,None,-30.21295781471023,11.668727931386,D,123.03541471337465,C,D,1
White,Germany,65+,Hindu,92.42984883760394,-10.937873951819341,E,79.57779964789256,D,D,1
African American,Other,36-50,Other,64.41395803637754,-73.36751995164938,A,226.34811064594928,E,C,1
Black,Brazil,36-50,None,-21.753865197734562,-41.875288435233465,E,-124.04589048409957,C,B,0
Hispanic,US,26-35,Other,-69.83962588358376,-158.53128560591142,A,-134.40785380702704,C,C,0
Hispanic,China,26-35,None,240.09525766935008,0.26587369910154285,B,-24.520380962156135,C,B,1
Black,Mexico,18-25,Other,82.84786623308457,-62.055377863073325,B,-231.4917472733055,A,D,0
Other,UK,36-50,Jewish,-11.088303108940954,20.799880919941362,E,-46.524347620826,D,D,1
Black,China,26-35,Other,62.839347888000944,-27.963620128437988,A,-16.11618705513903,C,C,1
Other,Germany,36-50,Jewish,39.854772779761625,-9.3106604710926,D,-36.51180071252927,E,E,1
White,Other,26-35,Jewish,-166.2509561719749,57.47987132067056,B,189.12072132494535,C,D,0
Asian,Germany,26-35,Jewish,-62.6871088058749,58.36523930303661,B,-4.402990747177359,D,C,0
African American,UK,26-35,Buddhist,-177.7231559611405,-22.02636499688075,A,60.15118019345057,E,B,0
African American,Germany,51-65,Buddhist,-50.55729687628878,-17.14600009753103,D,174.4596238645066,D,B,1
White,Mexico,65+,Other,-43.834645862732806,-38.13645486908049,D,-26.71951372192839,B,B,0
White,India,65+,Christian,-214.4710765789712,-70.30437916376168,D,44.19044211847282,E,E,0
White,India,36-50,Christian,106.02163228038413,46.20281737175591,A,-217.11168760313964,D,A,1
Other,Mexico,65+,Other,145.48860505152115,-73.35698362623236,E,0.5986949518904374,E,C,0
Black,US,26-35,Hindu,-10.965781400194583,-7.953606772348502,A,-5.48055648524128,B,E,0
Other,Germany,65+,Christian,-76.33286975195695,217.13435567696925,B,128.6990307533819,C,D,1
Black,UK,18-25,Other,-144.31961126447308,34.791842229421796,D,40.73942111105045,D,C,1
Other,US,51-65,Christian,144.6564732445196,74.03997802436542,D,-86.33261104580619,C,B,1
Black,UK,18-25,None,-9.022737578982767,87.22885775383088,C,43.39727854667916,A,B,0
Hispanic,UK,26-35,Jewish,157.7794147573763,-123.85115110909837,A,117.11074783009356,D,E,1
Asian,India,51-65,Buddhist,-126.10562613742732,-104.24291323684858,D,71.78803653581932,C,A,0
Asian,Germany,18-25,Christian,67.07203442971054,-13.294589897550345,B,30.196058097335143,E,E,1
White,China,36-50,Buddhist,-141.81275213288512,133.45471241923863,B,-62.560142433175635,C,A,0
White,UK,26-35,Muslim,-0.665865657841334,-36.691629693090796,E,131.17291865091593,C,A,1
Asian,Brazil,36-50,Buddhist,23.794415226786207,120.68018765833035,C,-29.12297465997982,A,E,1
Hispanic,Germany,36-50,Christian,27.889349098100684,-115.1151296622007,A,-71.70401882562398,E,C,0
Black,US,36-50,Jewish,-116.41523385565529,60.180619868883056,B,-32.68342555995643,B,B,1
African American,Brazil,26-35,Hindu,50.45025492740179,-6.326010182591394,C,-180.88243360680977,B,B,0
African American,Brazil,36-50,Muslim,-112.94625407987478,76.82688634878677,C,24.35846887173114,A,D,0
Black,UK,65+,Hindu,23.360574502964283,-95.02485446761291,E,13.605808895981635,C,E,1
White,UK,18-25,None,80.45393689162621,23.98716313338854,C,4.386889879282188,B,B,1
Other,Brazil,65+,Christian,77.48064913013829,-161.30165919577544,C,-155.67735754819893,B,C,0
Hispanic,Germany,65+,Jewish,-19.737306622962105,109.0470314056178,B,-135.5300935612311,B,E,0
African American,UK,18-25,Other,-42.32818211072756,-34.89497123786592,A,-157.53789576774585,C,A,1
African American,Germany,18-25,Buddhist,-59.0802555723896,33.197764281914,D,-67.92314888563902,C,B,0
White,Brazil,26-35,Other,-114.46939918283432,-131.47609470704623,D,15.780688860648128,B,D,1
White,India,26-35,None,40.27856522801242,-60.382333851368486,E,-82.89433169470412,C,D,0
Black,UK,36-50,Other,-114.78616858833615,-20.224157037051413,E,20.23339628460702,B,C,0
White,UK,36-50,Jewish,-6.557412844723371,91.07030966671432,C,38.04752406790936,C,C,0
Other,US,18-25,None,-49.74548553631884,-129.99625502853752,C,41.41129256691596,B,B,1
Asian,Brazil,36-50,Jewish,-54.553950268043614,83.64774756998276,D,-114.04491766445624,A,A,1
Black,Germany,65+,Muslim,68.16572367310756,132.3774662227609,A,-32.2930431019638,D,E,1
Asian,India,18-25,Jewish,120.19439539752337,-66.5363642001391,A,-57.53318102420694,D,A,0
White,China,18-25,Buddhist,-82.24577865904196,-63.02918782638537,B,92.42323866648766,A,C,1
White,US,51-65,Christian,-34.26010461367854,-70.58269236954114,E,161.1299701466954,B,B,1
Asian,India,51-65,Christian,-14.078739372812613,-92.0676662059504,A,-187.04867585533435,B,A,0
Hispanic,Germany,65+,Christian,18.87940101839489,38.36848186157215,D,14.379293695649743,E,D,0
White,UK,65+,Buddhist,-148.96275947837603,115.42151443793362,C,-5.964101363303591,A,B,1
White,India,18-25,Jewish,-29.104300330797912,72.9493739161145,A,-103.16861602111081,C,E,0
African American,Brazil,51-65,Jewish,-94.6320632306086,-141.6498191239616,A,-17.532024718531975,B,B,0
Other,Germany,26-35,None,47.52345712880264,-36.9422650012062,A,42.37684194486742,A,A,0
White,Germany,26-35,Buddhist,-186.2437863906896,195.2867006789441,B,0.8974926973310329,E,D,1
African American,China,18-25,Muslim,182.58077431034462,-162.8244827236271,E,-97.9256704364624,B,E,0
Other,India,36-50,None,-72.2386189903396,-22.02854272407402,A,-10.422401850659796,A,A,1
White,Mexico,18-25,Other,3.2637652346735337,134.385269176194,D,-222.73519589310305,D,E,1
Hispanic,China,65+,Other,-89.63826483028419,-89.98542594989536,D,-147.48492628517164,C,A,1
African American,UK,18-25,Christian,-11.356772813533059,-90.91898098872473,D,-25.790071578914514,C,C,1
Black,Other,36-50,Muslim,84.12508177309492,-37.66479981840141,A,-151.66867251263216,C,D,1
Asian,US,65+,Hindu,34.56644683611723,143.68415175680965,C,-85.16388846067902,E,B,0
Other,Brazil,51-65,Muslim,81.82862480085878,-135.34858656959037,C,151.8455811439458,C,D,1
African American,US,51-65,Other,110.82370472440515,-85.29915928914203,D,-208.04980077989202,C,B,0
White,US,51-65,Jewish,62.8819351151136,48.957607611811554,E,-26.121558701301755,B,B,1
Asian,UK,26-35,Hindu,-317.44192350798386,68.66467819533463,D,-50.71113219319358,B,D,0
Asian,India,26-35,Other,-104.42090024005026,-63.239463606125035,B,54.709041883039134,B,D,0
Other,Mexico,51-65,None,46.451461540571295,79.87238364252876,D,88.6070681835089,D,C,0
Other,UK,26-35,Buddhist,58.494657141472054,-29.211509440308873,C,232.04618815288705,A,A,0
African American,US,36-50,Christian,-72.48062105440694,-70.89106909474312,B,-11.853148077606614,C,D,1
African American,China,18-25,Christian,168.94208222950374,-81.76387658941572,E,102.91938995798941,E,A,1
African American,US,26-35,Hindu,115.6676927831983,-234.20612078337336,B,117.49155313163016,D,E,0
White,US,36-50,Buddhist,39.364260655146474,58.049451118388795,C,50.877545025225935,A,D,1
Black,Brazil,26-35,Christian,13.641983258794996,15.63680139901843,E,-41.48724847300918,A,B,1
Hispanic,China,65+,None,176.900423825608,55.77656170961075,C,184.89013349689964,A,C,0
White,China,51-65,Christian,93.09313863684604,-97.08961257165844,D,-21.207654298003092,E,E,0
Hispanic,China,65+,None,-105.98318886574107,-35.165477886615115,C,196.6855336777607,D,A,1
Asian,India,26-35,Hindu,20.02655312010734,-38.76489092953354,C,-192.54513098484313,A,B,1
Other,Mexico,36-50,Hindu,-123.31038910411381,97.91492643998343,A,-42.17262070944665,A,A,1
Hispanic,Other,18-25,Muslim,19.185781370275723,77.76292989843483,B,23.666139373536513,C,A,0
White,Brazil,26-35,Christian,30.749321843061978,-128.38817064326906,A,-149.85842893436404,C,B,0
Other,China,18-25,Buddhist,87.98572135194283,-87.31816474995622,D,119.67173362400479,E,D,1
White,US,18-25,Other,129.62619256196376,66.17829426315494,C,25.219780422797815,D,C,1
Asian,Mexico,18-25,Other,-55.779670043735095,-69.56121770273698,E,-42.05856052089864,C,A,0
Asian,Brazil,36-50,Other,-188.07446908818645,-123.10441692842116,A,55.260009441480264,E,A,1
Hispanic,US,51-65,Hindu,17.34629950301195,95.03773190572639,E,-71.57768053232616,A,D,1
Asian,Mexico,26-35,Other,-70.96297704904269,-21.577502516357406,B,90.45061602606803,D,C,1
Hispanic,Germany,26-35,Other,-79.35451028030907,-55.88242160361564,B,16.01130078257123,B,A,0
White,US,18-25,Hindu,-65.16267592050067,-38.62184463159905,C,-32.90552935220102,B,A,0
Other,UK,18-25,Jewish,-33.709862038657015,-121.31030278156305,C,78.45269103095728,B,A,0
Other,Germany,51-65,Other,-31.539076487855024,-72.99865574895547,B,133.55283002772296,C,B,0
Hispanic,Mexico,26-35,Jewish,73.4226456830198,143.17803490445644,A,66.84557582980918,C,C,1
Black,US,65+,Muslim,-93.64815446924952,-43.33342308614853,E,24.451833965904733,A,C,0
Asian,Mexico,18-25,Jewish,80.06254957797182,-63.59315080733546,C,-37.64762281289788,D,D,1
Black,Mexico,51-65,Jewish,-49.562124636965095,110.58041970894949,A,-46.538466425467526,A,C,1
White,Brazil,51-65,Other,72.22401340334692,-135.17340658408366,D,-28.792594930010328,C,D,0
White,UK,18-25,Other,100.51511310348127,69.84551434418837,D,-127.62365885973772,D,B,0
Asian,US,36-50,Other,-18.407821838180382,31.638800092933266,E,-135.28094618189937,B,E,1
Other,China,36-50,Christian,61.14736669948228,38.29297526381762,E,-120.8076273793938,B,B,1
Hispanic,US,65+,Muslim,4.652392292468896,-33.04467148678692,A,-33.15738002418574,E,E,0
Black,Brazil,65+,Muslim,-71.44906421834037,-73.3136421310809,D,91.44524331239272,E,A,1
White,China,26-35,Buddhist,-64.29290386949455,210.1061528508579,C,70.66893321141201,C,C,0
White,Mexico,26-35,None,123.18353675134239,97.40164700750911,A,132.85124595171754,E,C,0
White,India,18-25,Other,32.98303623957414,87.7066243839607,D,55.43114580251187,C,D,0
Black,Other,36-50,Muslim,173.06028421899646,-139.25809613530373,B,-2.9989758536939646,C,D,1
Black,Brazil,26-35,None,-108.85592182570247,-233.0301814609043,B,-102.36249210706711,E,B,1
Hispanic,Mexico,26-35,Buddhist,-40.46886625014439,-18.186288570190932,A,53.76327033686851,B,A,0
Black,Brazil,26-35,Other,-61.48874052323973,30.939699097688006,B,-72.28147522161419,E,D,0
Asian,Brazil,26-35,Hindu,6.630503438604856,35.55771316519108,C,-11.867283286257933,A,E,0
Asian,China,36-50,Other,-110.69408276743731,-17.49878142994978,C,-154.69675944441474,B,A,0
African American,Germany,18-25,Other,46.384996692531935,68.38857106909774,E,-120.52905944536735,C,D,1
Hispanic,China,26-35,Buddhist,-65.23250089011916,197.12090709733135,D,5.885976621887225,A,A,0
Hispanic,Mexico,51-65,Buddhist,55.913185732252266,-90.05185609570172,B,-28.479864540420134,E,C,1
African American,India,65+,None,63.69877263294544,49.27107313395066,E,-47.02189155470355,B,A,0
Other,Mexico,65+,Other,154.2036089462351,41.842886618680296,B,104.34547433159878,E,E,1
Black,Germany,36-50,Jewish,10.001687199425707,-197.36324916723825,E,153.46356799164366,D,E,0
Hispanic,China,26-35,Other,28.454185776238372,-167.70538992856999,D,-27.112384072335217,A,B,0
White,US,18-25,Jewish,-102.12718620858323,204.15736930849837,C,-13.357212220155274,C,E,0
Hispanic,Other,36-50,Hindu,-110.35894090570217,-23.336744751937335,B,-60.319647935055244,D,A,0
Asian,Brazil,18-25,Hindu,-35.22209688536282,13.122417831479364,D,117.42707540166857,A,E,1
White,India,26-35,Buddhist,-115.05221681657407,135.21935654593443,D,11.537352880205415,C,C,0
Black,US,26-35,Hindu,24.559604789718957,5.169906116974475,E,-105.79491290493522,B,C,0
Black,US,36-50,Jewish,228.06154773541215,48.385147278577676,C,-62.93054322287852,A,D,1
White,UK,36-50,None,-19.999624920304075,30.54755461727462,E,-55.448327198886105,D,B,1
African American,Brazil,26-35,None,-223.0501456022898,-81.55677916421935,D,-67.08945248727683,D,C,0
Black,India,26-35,Hindu,-52.511313490495645,21.850636891654336,A,107.91150935629685,A,A,0
White,Other,26-35,Muslim,94.32527420312587,-35.595213867858824,B,-224.84602905840535,E,B,1
Asian,Brazil,18-25,Jewish,-36.716902339782116,-39.184806687955486,C,118.07731741980545,C,A,1
Other,China,36-50,Buddhist,-98.66540514159098,9.989868299765394,A,40.6920152571184,C,E,1
Asian,Germany,26-35,Hindu,-108.5218262739746,-131.7473220413977,D,98.75101881780002,B,C,1
African American,UK,18-25,Jewish,-43.73741455622868,-121.73611826888818,C,150.28754489273987,B,D,1
Black,India,18-25,Jewish,34.43613884245738,-38.012930316865436,B,-62.22880982406094,E,E,1
Other,Mexico,36-50,Jewish,49.43779303159292,-107.03940484296885,D,35.67184557825474,B,C,1
White,Brazil,18-25,Other,-74.84598774100024,-114.17286907687803,B,-87.79753148435643,D,D,1
Other,Brazil,18-25,Jewish,63.91938562352468,-40.93191083292536,B,-125.44906214558107,A,A,0
Black,Brazil,65+,Buddhist,-26.93030738761063,9.522352288904719,B,-86.40794885820877,A,B,0
Other,Brazil,51-65,Buddhist,-47.22146814400116,83.4200203365821,E,-144.77798405146345,A,D,1
Hispanic,China,51-65,Jewish,11.246218713102717,203.98966817308028,C,104.7709873783838,C,A,0
Asian,Other,51-65,Christian,-86.21641075051322,-27.12705663113235,D,21.563166627798875,B,E,1
Hispanic,Brazil,65+,Hindu,-89.85689361301458,-106.3741700194505,B,25.033976130342676,C,A,0
White,Brazil,26-35,Other,32.75079918400398,-205.08620279518234,A,73.23618972043084,D,C,1
Asian,India,26-35,Buddhist,-89.07137000089506,-69.45973602231935,C,-31.568355563942053,E,E,1
African American,Brazil,65+,Christian,6.348945284996227,-63.44691452796785,D,29.66744538808519,C,E,0
Hispanic,India,26-35,Jewish,30.327536742816303,4.106280060146498,E,-187.8595968118442,C,D,1
Other,China,65+,Muslim,-67.08241695455948,1.1828726620412926,D,-27.410553206203208,E,A,0
Asian,US,51-65,Muslim,-18.890035574734586,7.714101855401603,E,165.51045903400887,A,C,1
White,UK,65+,Muslim,-177.30787176360676,162.1400763382863,B,75.13480106738021,D,A,0
White,Germany,26-35,Buddhist,-148.38520262103964,-20.68165490973783,C,68.92535339493223,E,D,0
Other,India,51-65,Muslim,145.0552340179514,51.52718594854999,C,-3.7736911112812965,E,D,1
Asian,Mexico,26-35,Hindu,84.05534160363828,-112.1461723547053,B,-47.64487892359877,C,C,1
Asian,Other,18-25,Christian,-97.89700982817973,-77.56562009713348,A,42.944015292124064,B,E,1
Other,India,36-50,Jewish,150.3110445558283,67.05556959222491,C,-56.64810023092588,D,B,1
Hispanic,Germany,26-35,Jewish,21.020164776497914,72.61621490420048,B,16.208450007952145,D,A,1
Black,UK,51-65,Buddhist,-30.719363705711032,28.1317478121138,E,137.13684002830334,E,C,0
Asian,Other,36-50,Buddhist,3.213014519198242,-56.04686853372593,B,-130.34472722831404,A,D,0
Hispanic,India,26-35,Jewish,72.07183202619873,-110.87270509247054,B,39.493142635396055,D,A,1
White,Germany,51-65,None,34.400515604056345,-73.48789223403335,E,331.1326137337095,B,C,1
White,US,26-35,Jewish,38.49310245310117,-8.776848238536813,C,7.425389853245328,E,E,1
Asian,Brazil,51-65,None,-116.76911121928977,-10.69552144078795,D,99.82871381018205,B,E,1
Hispanic,India,18-25,Muslim,-46.87277969213498,-69.2701122831135,C,-47.329263923545945,D,D,1
African American,China,18-25,Christian,-38.88023186978737,30.939892314156666,B,-33.545672937095475,A,C,0
African American,Mexico,51-65,Buddhist,-28.73259236951521,-132.60293717485374,A,42.5541085299518,E,A,1
Other,Brazil,26-35,Buddhist,27.10320503145968,124.9296262309882,C,-106.39374989417925,A,C,0
African American,Mexico,51-65,Buddhist,41.13468326691159,-85.09797101943445,E,123.54021583080458,E,D,0
African American,China,51-65,None,41.74297283291392,-53.42922194808507,E,-63.18779494757393,E,A,0
African American,India,36-50,Hindu,140.93679875050893,213.7993641086815,A,8.5648234418528,C,D,1
White,India,36-50,Other,-287.5914368848233,86.24775058180053,B,57.45008388272491,E,C,0
Black,India,51-65,Buddhist,149.71735967155146,6.591016106448984,E,-10.252376426551125,B,E,0
Other,Other,26-35,Other,123.09488827672013,10.550641523550057,C,-169.39278790958173,C,B,0
African American,Other,36-50,Muslim,-105.10825877571533,-148.76249336618005,C,-121.16771386311078,A,E,0
African American,China,18-25,Other,-38.62500654799742,-223.2892153258415,E,-55.857038687198404,B,A,1
White,UK,36-50,Buddhist,-87.11491616217745,38.17239179489286,E,147.2836312190202,D,B,0
Hispanic,Mexico,26-35,Other,-3.907002772675355,65.5512818395875,A,-169.29729168335234,B,B,1
Other,China,26-35,Muslim,16.35769052080102,-51.120572805157394,A,9.328137874964302,B,D,0
Asian,China,18-25,Christian,-139.78524103923894,-122.58068439727946,B,87.61442979945429,D,D,1
Other,China,26-35,Christian,3.5419055675495152,81.944179632468,B,-37.61950307602671,B,C,0
Hispanic,Brazil,36-50,Jewish,4.32300779532773,51.7102110038969,B,80.54294959716302,C,C,0
White,Other,36-50,Muslim,162.4872726914949,23.012320140622798,B,34.779456494971924,C,A,1
Black,Germany,51-65,Hindu,-67.60965754287056,46.204967317916,A,52.27355923733374,E,D,1
Asian,US,26-35,None,-42.560439231999176,-30.531625903276698,D,21.43736345642211,A,A,0
Hispanic,Germany,26-35,Muslim,-15.888191422309292,-166.10099419998255,E,189.89257241480018,B,E,0
White,Other,51-65,Jewish,28.727982127256595,-128.24970182547034,A,147.7344377952249,A,B,1
Hispanic,China,51-65,Buddhist,142.3120123511318,-286.1834270868413,A,-123.99702796731233,C,A,0
Hispanic,India,26-35,Christian,101.37996344926314,-90.3792860795917,D,-31.193518254225257,D,C,0
Hispanic,Other,36-50,Hindu,-117.65421032065908,-119.51490753105993,D,24.197829162023808,E,E,0
White,China,26-35,Muslim,-145.66355455341295,-40.86950104448845,C,68.66478942983491,D,A,1
African American,China,65+,Buddhist,99.97306576933967,67.02362983209964,D,-17.704435546540946,D,C,0
African American,Germany,65+,Muslim,110.41725959416667,-30.685970139205605,C,-34.131138116498136,C,E,1
Other,Germany,36-50,Buddhist,6.689730479888696,-21.258431454646704,E,24.92594075011007,E,E,1
Hispanic,Other,36-50,None,22.549210814714215,-26.545358883924123,B,-63.04704520653954,D,D,1
Hispanic,China,18-25,Christian,82.57000023772973,55.35980184709499,E,-43.70288116202841,B,E,0
Other,India,36-50,Other,-101.9150729510218,-76.320900018864,B,24.82072523612333,E,C,0
White,Brazil,51-65,Christian,-26.87642399548107,-278.43508561970845,C,-30.73957074377786,B,D,1
Other,Other,36-50,Hindu,-198.3161192528349,-84.13946007540994,D,143.58010379524828,A,B,0
White,China,65+,None,271.6544909944985,-0.10491103232398787,E,-32.449255284010384,D,A,0
Black,Germany,26-35,Hindu,140.31881885453183,-0.613424128526627,B,-103.33343388914764,D,C,0
Hispanic,US,65+,Hindu,6.25052830053898,-14.978929020048312,C,-99.01661625539697,B,B,0
Other,Brazil,51-65,Jewish,-44.961689024772475,-63.965708380017375,A,54.438360786002974,A,E,1
White,China,26-35,Muslim,50.4710655046956,-55.72184707704534,E,-79.92214163539974,B,B,0
Other,UK,26-35,Christian,52.5776865273053,-133.30273224857876,A,56.93561712811872,A,C,0
African American,Mexico,26-35,Muslim,-58.5860362216425,14.334735422472916,E,115.28080828651599,E,A,0
Black,Other,65+,Other,113.23824635126243,159.37343801685932,A,111.01598143625621,E,A,0
Asian,US,26-35,Other,61.925555173410004,10.15873480323271,E,-265.38812519558206,E,D,0
African American,China,51-65,None,-18.837942314791604,13.647501724531628,C,-68.40806639388913,B,C,1
Asian,India,65+,None,-8.313456465576277,15.120191570682465,D,-37.37021769543592,A,C,1
Other,Germany,18-25,None,-243.03506893650217,173.5303271245479,D,106.91922113663956,B,D,1
Other,China,51-65,Hindu,200.00220863038663,-117.86875536973082,C,29.720013739864093,C,A,0
Other,Brazil,36-50,Jewish,-149.7322606766516,69.23308048230805,B,-47.13049851626741,C,D,0
