sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Bisexual,67.35775648948457,108.55201855150116,B,59.808792378706,B,45.43798210310811,-0.4594501214483783,2.6016237943045204,-5.075983526708338,E,-60.310605870383604,-7.831877598004844,-97.6546732280922,109.9530589330199,C,C,D,-18.119585407339724,D,0
Other,32.26856015932209,0.8604418256588444,D,6.25286683908243,E,-47.58362865606136,125.61900112146856,69.86374819883355,-129.17326112425118,D,-169.0318393252666,-135.5001102352899,-49.15329141112115,0.1527260960143692,E,E,A,-70.5904061021506,D,1
Heterosexual,37.654572377029965,167.1839210403217,B,54.433444506516395,A,88.38009272513673,-147.8472335410259,38.2179067315902,161.49662373394574,C,33.92250184632895,26.73019114371129,83.0990465851714,116.78624048368764,C,D,E,-67.79267924915442,B,1
Heterosexual,-33.27161628379524,-87.06435614261069,C,18.23443392456516,E,-79.94430784524322,-46.40171855533992,-30.363237727727636,-52.496094108396065,E,-5.623249052394716,251.37832282545122,155.75813262649808,-36.55506148861944,B,E,E,-69.93442003523135,E,0
Bisexual,259.7204345135867,121.18005394079412,A,-31.520357902805564,B,-73.29902457484397,-207.27186307193966,-78.12561421497627,-17.004577257220486,D,43.13368593127436,95.72451039051569,-80.84836379968135,-100.92640453985425,E,A,A,7.628671660009532,B,0
Other,73.40287362210488,36.61239541086867,D,-64.6939854603807,B,46.099016185871925,-163.29531872465785,94.2882107094051,-125.60836768200767,C,36.98222663691059,-158.14425949798203,209.0106141233841,6.259488555688597,E,A,B,108.91486593507899,E,1
Homosexual,-114.70331188431426,-49.442365179253265,E,-49.74984221334166,A,-59.5390521129355,-92.7917676558028,-47.17886084779115,118.51701541696782,B,186.4714770424685,82.18979235216459,-79.0423153187023,-93.13042791730503,D,E,A,48.043137525184264,B,0
Other,-175.35839529056076,60.38434455883481,A,137.56038899715946,C,-51.881501874764915,7.638000399070358,-84.83808610592128,206.01143339868133,C,-77.7624594420986,-183.39472685624207,316.73527907256835,-44.4669620677901,C,B,C,-88.6510243368407,D,0
Heterosexual,-58.531141366004505,-197.58846702044053,D,-169.6609293924874,B,-47.488120469343386,-29.3093064173651,-14.971025711945357,-167.98240091623387,C,-44.47514079169123,-9.165281181773283,-93.15055534701449,143.60977242301084,A,C,C,-54.921511321938276,A,0
Heterosexual,93.24911933561752,-48.614714685614665,A,-51.22960559732837,B,117.77676317930406,-4.525448355601194,-27.11406527503351,22.209017107324037,D,45.63226188372818,84.13297150496093,-66.92640107187786,0.6893867218454532,E,C,C,54.93664152042129,A,1
Bisexual,22.802287146488524,-177.46094002961632,D,90.59962787359865,A,158.31363425442132,-104.02086799096438,-0.4415231390817026,27.038418111526813,E,29.486948982161966,-66.52248252559448,73.05169294493771,-86.16353468627678,B,E,A,16.394657100944833,B,1
Other,-232.84076362170384,-136.9187982020887,E,-209.34712561968567,B,-96.21633209708227,-8.231790550078658,-154.22646358956794,-21.06067177515227,B,148.22990956354062,72.24938201657817,51.67245845321931,111.37249791945949,B,A,D,64.3709108139966,A,1
Bisexual,-245.62273741440941,-167.4091579798403,E,-55.722508048226246,E,262.9595401016414,-122.66048686527287,-204.22289822290506,-64.89897660062152,C,-2.0864265081898643,-70.54674068588253,-50.31456252764032,83.3269508527815,E,A,A,-101.57491531368721,E,1
Other,88.32659496527543,147.09773563491163,B,-150.0453355921784,B,-120.79921551475843,117.08912873182913,88.60450855456202,-13.698953202191092,E,34.22549327515628,-59.99335076207615,15.103883107701103,201.1239816912263,C,C,D,-117.37003953604636,D,0
Homosexual,3.0058694514984943,-19.641410844650746,A,84.028937702588,E,-132.07528736775342,11.018199198631779,185.5866525585728,34.21553990013164,C,-56.924028233161195,115.90870403800275,-74.05849594359314,200.9867051001525,C,B,A,70.92541265838744,C,0
Heterosexual,-5.049440218326941,144.97451594172784,E,109.95754273037434,D,-92.91511752453498,90.64226357574991,-76.57357613790322,-24.663181536317612,A,18.702856557700397,37.57701003749883,66.75434800300224,125.86200565387028,A,B,A,-191.30471848454792,A,1
Heterosexual,33.37824813199538,-89.2924189412782,C,-54.48919299316596,E,-36.80057264161428,49.633076102239805,45.41814989687542,-103.46786749204091,E,-10.36757204127878,14.701454096672716,-144.9974703823562,-135.07735879728878,B,E,E,-212.13712878644185,B,1
Heterosexual,32.46459887092615,-157.19404099475892,C,-175.7086624196701,C,-159.7945888963852,-19.252420511730307,-35.42296524713738,62.92857544265097,C,-5.105023882136076,136.12473253467573,-101.88895597234315,10.452187302808058,E,D,E,22.31997328764877,B,0
Bisexual,-61.77230342174313,-140.5420147440419,B,-82.59886736113128,E,98.7209043601603,61.951372325641564,157.69950782132133,60.310738824833706,E,17.11064384499356,-55.102326012963786,-98.89971210667721,-57.45806128179787,D,E,D,-98.47133359359657,C,0
Bisexual,11.063191889695478,-102.19105990621267,D,-39.40887610696295,B,-35.943555656904486,-36.603254994206786,66.59556314639751,-40.639385411328306,E,-18.900186008714762,-12.156046319413237,-24.705995774116793,181.6062190858881,C,D,C,-84.67437010343511,D,0
Bisexual,-65.4146240621088,-89.14514812417312,B,-102.9114444314815,C,-15.639002225062267,70.55299328814742,53.92463767547269,83.8870479301777,D,-11.183110304348379,45.47069023367051,4.792467563939584,-60.90181552093178,D,A,C,30.09020689424246,E,1
Bisexual,-106.68465778438704,-26.519393774120765,E,-2.0995063641876537,E,18.396893555804144,264.18076890349454,5.885875812408343,21.436854665949234,B,-28.10936106473903,117.54426549140993,177.65728854637388,239.9977156450278,C,C,D,85.11600903788052,C,0
Other,96.05072118503907,130.9716762580459,B,0.4854248945033322,B,58.9459477075938,54.23785966546141,61.4134298992473,-30.40900733553068,A,48.99328288112558,-149.67752847780497,100.00809298549666,-126.75767160938496,D,A,E,-56.92722726265775,A,1
Other,156.26359441890818,-21.388027738310868,C,32.694144441230726,E,-28.99970392693963,15.893546309043305,68.10089019023894,221.6125626681997,D,-204.8924950472233,-89.36360953022783,84.1913363481351,-56.007245381228174,C,D,E,-104.31182785057808,D,0
Heterosexual,10.392371936469365,30.192926854202796,D,-34.94853951766462,B,192.0105224014893,133.3641187402153,-114.40536590962311,-52.31948510605417,B,9.305070441606391,-40.644896708883685,12.319236241256387,10.579012937036351,A,D,C,282.70079128936885,E,1
Other,-10.813555624738074,14.339696344977312,D,-144.5494783859782,E,24.515042367468578,23.593788876107403,22.960678779540768,-164.62063146617152,A,58.49928931600793,-92.45762001773781,-96.81403964853365,25.639219326641815,E,D,D,-34.98660259077418,E,1
Heterosexual,-26.249565022282262,44.375160957618995,B,177.41763000816323,C,57.63954064842558,19.52341161661627,-276.1213866485807,131.54921057260148,D,55.84088125081439,-46.33229056102683,-66.06202927433841,21.38616566326276,C,D,E,38.71096021071979,C,1
Heterosexual,215.4871203699671,-50.70021520708974,E,-36.04505890615754,A,-9.298217345341865,34.07049159358515,107.91110652991203,20.03153582539572,C,31.521473106971897,-93.8473824038045,140.7023476555362,-113.35974594736594,D,D,D,-1.7608796667809714,A,0
Homosexual,23.991783276186833,-15.636130859034564,C,3.7880719174534674,B,27.800985453522912,23.21849909994515,31.661175340978076,70.16850229718219,B,-18.803842572354867,35.183930976100434,-143.55950602071076,-56.162868918387886,C,D,D,-53.90680350343672,B,1
Homosexual,-82.34824509253336,-158.82998958791237,D,24.449510887184704,E,-190.38425372807006,-82.45108930523388,73.629531261288,78.46284973881656,C,-56.65284899074712,-96.99046611835823,-185.3910211115374,36.26066984149976,A,C,C,-64.3611046521861,C,0
Bisexual,-187.22529771125926,-73.71103475364743,E,147.451063271665,E,-27.226909231281788,164.980760325737,0.19782066743107324,107.85112742338028,E,-44.421195520336404,29.896545379752943,3.677667335296423,213.31601089016738,A,B,D,18.831091160331116,D,0
Homosexual,-6.306852832045228,212.1210002796582,E,68.0458778231931,D,26.753387330625085,-113.45500788104472,185.79619967092367,-3.3719491084813176,B,-125.67629206316937,-20.862816717417974,60.63217095028413,-29.577249380551834,A,E,D,112.87698417215049,A,1
Bisexual,-157.37505499966517,-84.90671718617443,D,153.03197891548135,B,268.2838092257247,-134.83786945390278,-31.623948119564744,87.06427466604728,A,84.77823954825521,13.478141336315911,-15.518442730655874,-23.348989931169957,A,E,B,52.45156177821519,D,1
Homosexual,-3.5281090283903924,-158.17409318429455,A,-57.07627946030671,D,-17.872911045486063,-37.36835726383827,-22.296909152949727,108.49259784864668,D,69.07059018577712,84.11643612303511,7.061242385390614,158.91069395047225,B,C,C,81.53764008093972,A,1
Bisexual,178.10568533805093,-72.63651645413385,A,-48.6634906072918,C,113.51058581205018,-317.98355460763463,-1.3762290118642577,21.441678774270812,C,-120.56442796786348,106.42582748205088,151.44546268519622,-246.16931637465123,D,E,C,-116.84156899090456,B,0
Other,-114.77471415140153,32.80798518336622,B,12.333090173848246,B,221.03876118899285,152.90164671627613,200.62792834734742,-107.80814444179987,E,130.87531117023332,5.365473692774788,174.71855409628526,-108.61768514696244,C,B,D,-6.229733532662687,D,1
Heterosexual,0.09018116118086614,58.207825108306565,C,-6.979888725411907,E,52.5133981827077,-378.3441406412796,36.247932119973555,-73.23599420327737,E,99.07527751119088,-23.38702306978248,24.2744233633235,177.86369270739954,A,A,D,27.24119387355054,B,0
Homosexual,-146.40890814753428,61.17879245329062,E,-106.3589446083301,A,38.51937776499181,44.160326256161866,-78.88084584194493,90.0749680553828,A,-67.20146303143694,-45.16065307356509,59.17017725368814,84.87329236133333,D,A,B,-118.19094072629667,D,0
Other,-1.1409926465012148,-30.338597219010666,B,-97.51203737981115,E,84.0651637258325,-64.7664082407471,-0.40170249122166435,-62.871816218471906,E,76.19865248149631,-121.66374333334315,56.09566695146013,-135.11830746162008,B,E,C,21.949157185636732,D,0
Heterosexual,31.58203238665343,-4.9934363376933355,E,12.700074171414782,D,157.27848804933444,-74.17899563541282,-1.6449392210841765,-107.12421816044969,A,78.77051821445414,122.69461945876408,23.709010236838516,86.41981654009619,E,D,A,-24.846641195365947,B,0
Bisexual,25.27275952830939,142.42246953506753,B,-137.5744431644116,A,-15.435913340911705,158.1921078400245,61.40858442541987,-200.50248024986413,A,-108.63939247823136,-3.2004265495643254,-109.88690936197538,-83.8080088405881,D,E,E,-120.75310855131542,D,0
Bisexual,-235.6541533222066,-115.29973509628462,D,-177.3981187113147,D,-16.77395982290845,-15.20999820959094,161.31875315964803,-151.37726291442547,D,192.60826018188678,-28.249589509613976,89.35508987662956,-52.90365350758734,A,D,A,-46.417252633555876,D,1
Bisexual,-27.897999271917033,62.94937275325574,D,108.50433235834956,D,-105.35977854386675,126.30713160237543,-37.01617006854228,128.4366525026254,D,-102.61778632184371,9.293603676480652,-120.37165159729986,40.1570371852143,D,C,A,173.7792070099442,C,1
Other,225.60094191408115,-111.48731169994053,D,170.20200265553993,B,168.94287132238003,23.103647032102344,86.70963795698448,45.94629353153663,C,12.090113992015619,-110.95792069232596,79.42913941988084,10.619421419249125,E,D,E,-51.70539383362305,B,0
Homosexual,-104.98169545778653,144.75079174184125,D,-63.90666907206356,E,117.0672077437082,120.0394621676357,102.78122462808403,80.88549096982085,E,-20.563598742229523,111.48219597807814,-105.79260593800754,-6.762457360274346,C,E,A,-299.9156905163593,A,1
Heterosexual,-145.8537674206876,165.67793871874582,C,112.49217499010275,B,-190.78117406838936,-73.76342337726324,56.386691470711526,19.31631802308484,E,45.95189604509392,90.90349180571992,104.00446329198635,22.148916369468754,A,C,D,97.00596289218544,B,1
Homosexual,-25.843737910756786,-127.55172440596749,C,35.9584766517497,B,38.51589535696917,158.72056180888495,-113.42635087969562,-115.9005106737502,A,59.49406590960524,-48.58755897530137,-117.97427752456464,-143.3306945229164,C,D,B,-6.256461886338514,A,0
Heterosexual,6.537619632881107,123.15398711789678,D,-19.10657225289324,C,-100.15165271622584,-116.73696594957632,-63.36889413736776,70.10273516310946,C,14.272528982973714,-33.86905933967489,-112.32255244919516,-85.18594518428115,E,A,C,-91.8451457983929,D,0
Homosexual,-70.74338173020043,84.32807340949873,D,-76.46066115145322,C,6.062649109298754,-32.50501398733598,-234.81409610748162,-117.10380848833142,B,41.69167447631521,-84.19877009935566,-57.31947136260796,-15.002854709127227,C,A,C,45.14992850785647,C,0
Other,-216.93945211878645,-100.59162119138854,B,20.790007957923066,A,68.13007263815796,-63.60835854175062,-30.931652735639087,102.1064749521055,D,-176.64126019919047,315.7893039443386,91.11118180797118,34.88638089404932,C,C,D,-98.30307548023472,C,1
Heterosexual,42.89125380553031,48.42628988631224,E,32.063535657084444,A,277.87360414746314,107.76092698198909,-91.0643558086844,-12.396542901146697,E,99.91199106735193,38.54592375760221,-62.508035760876034,-41.87046015057809,C,C,B,-3.674980259133819,E,1
Other,29.503110060630327,96.73055743365954,E,0.5319865878990762,D,-60.254738923104846,-4.310191952100868,56.41972991849481,308.55926278416115,B,-9.795631705023558,-13.049107356267687,38.52223305092813,-214.63940591950518,D,A,E,-9.127022879752861,D,0
Other,21.38370472157402,15.468033489049931,C,-188.14927050113553,B,-56.74112402185417,-99.96313319148997,-59.80345532480257,12.683150890669909,B,-129.42404768991182,-121.68647120374854,33.805440217625296,181.23008162383428,C,D,C,173.96855279660159,D,1
Bisexual,4.939526270854884,-190.59944818747545,B,126.43816851072074,C,-108.94955630938969,-178.92214699884065,24.153001833890745,18.722691731825265,A,-30.88673735183709,-75.59323360004345,135.21155355343768,-28.739043472365427,E,C,D,-206.7955869264278,C,0
Heterosexual,39.28223498423095,-7.965155719926854,A,177.9947871210358,B,-364.2840575682031,99.61202047132949,-60.52413326581751,141.56556676924384,B,4.675431804050983,177.46660810966415,-43.923674180018715,-33.31755786127676,E,E,E,-53.422748874589075,A,1
Bisexual,-82.52155804342401,-19.64197192429971,B,97.17153442146508,E,-209.80924574953895,29.939538519180118,-86.41180516107148,124.36029318132178,C,-4.197802341079347,-243.77225091115758,-92.68953001905194,-111.37744066730997,B,A,E,61.35329848659048,C,1
Bisexual,32.68860130570572,-30.264691807770767,D,-134.1098547996794,C,25.972238000191574,92.77010976054898,138.7012800314897,-3.290640961161189,C,90.98152632179168,-239.48897795255212,-51.07008655322228,-111.32754816387809,C,A,E,32.93122449885876,E,0
Bisexual,125.00800008795065,-48.73231435772398,E,-79.62737432412827,A,-72.1092041268311,129.63729213522623,176.8434660819815,96.88320980627316,B,154.89274974251344,-152.16958377427886,-25.841762534551055,-8.96279001733208,D,E,D,-48.453797204761685,C,0
Other,136.72728962177104,22.462330854365106,A,-51.618375649356175,D,191.2471953281506,-45.54193938259226,-265.3670158067434,139.2155593057216,C,-25.082886225897376,-66.93458634805725,-31.340372273823814,-82.82969026240966,D,D,D,5.857362931712635,E,1
Heterosexual,-154.63925486081828,-13.48716245148632,A,70.19778721541499,A,104.49675956154813,30.49152753463733,52.28544177457544,74.77280187707004,B,-215.80497251902804,56.74752219503427,-143.21322589229132,14.637358627953475,C,B,A,-11.093127734090109,B,1
Homosexual,34.70317987341874,59.993455232773385,C,116.77014860117862,A,64.82957016909603,-90.57506408508004,-35.17418532597226,-24.496780249998636,E,-148.60998368119343,-91.68320465303019,30.04524575011482,-118.74186931491317,B,E,D,217.6465957301687,C,0
Homosexual,31.092894118580716,78.25480892305254,C,-63.17137546621679,C,2.758452956490891,82.10805459758042,69.57516351572828,99.47454043442447,B,-49.60368963820755,-111.70366218609307,25.158150125189394,18.319919602914887,A,A,D,116.74353773818002,B,1
Bisexual,115.5916244209804,117.01507396979648,D,-90.23603469588282,E,-41.20148727032642,16.227243094997032,-4.837319594487012,91.79482197342767,A,-121.79286374328954,25.76668684954257,144.0682490357919,77.95775870912416,B,B,C,-203.36647160829392,A,1
Bisexual,-150.08074694121686,-49.09488835769743,A,-20.30890741781324,D,99.98354817637531,88.63721529459339,43.13972502566229,-207.48330115300985,B,-38.92002510605819,5.844663972926104,-84.31538846791479,182.8118281135853,A,B,B,90.06847799774222,D,0
Homosexual,65.62383273788808,-17.57230324444462,C,51.73772089660218,E,-36.34712778571628,28.913715592385625,57.7503541768106,69.08926244051018,D,-31.16964971769009,202.56265405930205,-10.931588802248553,103.9510438392232,B,E,C,16.35546536070308,E,1
Homosexual,-96.63550733484473,50.13443878911838,D,-82.19049227053232,B,-109.09690515542437,-117.74622139950144,83.95753368207392,246.3992006075843,A,-9.827607625034734,-5.521624720578445,-131.9071744322046,-46.722006308910515,B,B,C,-6.338884564491224,B,1
Other,18.329667566983577,-41.61164261099854,D,-63.58249231266748,A,-59.35994890123286,-2.341992211506394,-142.1031870764315,-183.56614294430406,B,-69.34388108034547,169.97164151911238,-10.129916637373514,129.58475577825487,C,E,E,145.25544953715755,E,1
Homosexual,-32.64878677940761,-2.070502709369714,E,49.44570692825898,C,-12.527774667246042,50.32080684424505,66.87508733269767,-56.763710438112206,D,1.007854844506092,23.49595509008151,-73.77592475165781,192.6037361811046,E,E,B,50.29110555981882,E,0
Other,15.796157126922264,-76.104757571705,A,-99.02536952804294,C,60.563983178363934,47.71671716314772,-25.211039980277278,-43.09647040509975,B,154.45525391551234,32.434607844080325,-64.09742329781831,78.86358619641834,D,C,D,-61.26817934126715,A,1
Bisexual,212.04527755281876,199.27413706070087,B,-39.09269095550905,E,48.22906924148589,58.90217253299094,-106.90120143637152,-30.382879202721952,B,110.34560929168855,97.41662535463175,151.19307560083044,-253.77809049525695,D,E,C,-29.465144936940423,D,0
Heterosexual,101.7207370364039,-136.49729739481842,C,2.4993901107912437,E,-67.14044645639721,-1.1955597625361092,-126.65666275472435,-92.46879675933265,A,-74.4412118428922,-128.97775634181735,-25.633881986391167,69.90978468738867,D,D,C,61.21391100114485,E,0
Heterosexual,-115.61351511992885,79.24756208361498,A,-68.7835925431074,A,-82.43249022479388,157.6770753797041,-22.449208544684936,-40.139657735425075,C,-59.41297835910604,-63.55753230341502,75.45204144485773,-4.861754628979999,B,A,B,-33.465359767610586,D,0
Other,-56.463197472887764,8.527670991379349,D,205.83970047765746,E,-0.6993634426671239,179.26131441168965,-5.578908141445106,-114.15306576306234,D,84.07447796173382,184.17880013315266,115.54086736526384,-171.65467381415618,A,A,E,-113.59718504734973,B,0
Other,124.76338524886235,-9.792415738117546,B,102.98966910098844,E,95.86839014709493,66.8003571491377,-168.9831066296492,-90.38458822791507,E,-219.94608715047187,52.47509142511924,8.344461300947522,9.916915598873052,E,E,A,64.91611689826328,D,1
Bisexual,100.05618703105634,-18.37461539679581,A,-31.53264060837932,E,-22.71500466604071,-161.18357414350186,-18.598813857057657,58.094079668149945,D,124.62775946480616,28.01373694046372,-146.30971616061942,-42.32201304840097,A,A,E,82.79982013945035,B,1
Homosexual,71.24803802966956,29.449831973700803,C,-155.95942893789507,E,37.45456368122307,-23.679017593637212,-66.9853592147088,-139.5675937706797,B,-88.90733237710893,-152.1479057280593,212.71658614442995,67.93620666338879,A,E,D,14.35390777519498,A,0
Homosexual,102.74601924996783,-113.54832014090957,D,1.798077553361397,B,-143.04719055799063,83.8814698414526,54.40128541262506,-79.05086728010932,E,62.575300244928556,107.11046117885303,-35.801617320645214,-139.11360512428016,A,D,E,19.752057067778527,A,1
Bisexual,95.86437859422377,26.99744243014167,E,77.0207731629669,A,-183.35434916700706,20.454327515576274,-97.95357013797799,-50.771510246741045,C,-90.77289381379141,41.44625663285018,261.8737632762852,6.577251991340112,B,E,C,201.7420786678023,C,1
Bisexual,-25.656949236936516,164.96923805198483,E,-113.01183729715407,C,39.34301907404409,-66.27266319666354,-110.47701426336663,-76.63258871016592,D,94.2008561602401,-38.43821852060497,157.93373216453267,-133.63078088400954,E,C,A,97.03169146034985,B,1
Other,51.63530804572051,40.51494756902992,D,216.68566473744272,C,-79.77554111083688,61.720743070196896,74.52310548899524,29.384134135398675,E,86.02361049453813,89.97953990354563,-47.741061442315036,-1.5632384822746668,B,E,E,-42.04339663588741,E,0
Homosexual,125.15062163361563,-30.71218500894744,E,9.832224544154606,D,-106.6749515420747,60.207725855204345,195.75538832588433,-76.59445542534918,B,110.08258117754193,-70.13407566712469,43.35436333745574,-30.191338453233534,E,E,C,37.03041025402245,A,0
Heterosexual,6.508447808705007,121.46098688677272,A,0.4978356010202179,B,126.15484897395007,161.70242521016354,15.86498531688411,34.56903469151315,C,11.783453586085606,18.971834592394142,-75.10722283194163,105.60969981777532,C,D,D,99.60840050050871,D,0
Homosexual,-67.90261039296172,111.38723931314063,E,-6.8364859318985935,A,91.28018746153528,-19.01687779308714,94.96341423428022,72.5933587896411,B,52.07490683903272,93.15303184577735,-3.6601108064021823,-119.19986756039368,E,E,D,-161.7640516586451,A,0
Homosexual,-19.216699919623572,170.15109589437168,E,21.54317487339954,C,64.53402256585476,33.690676852188986,236.39772591113163,36.9789743672527,E,-171.20257295505263,-131.9461959854916,7.0523022278362175,110.72604736204485,D,E,C,26.029498638331766,B,1
Bisexual,75.48690237935561,93.83239945488484,C,59.80937103146368,B,204.61329879742723,3.595386197215627,109.4501473659343,20.80886561279031,E,43.12079554528571,52.14923936617144,-7.389590955329671,-13.065094798084287,D,D,C,-52.86839296748441,A,1
Homosexual,-38.71913948779557,-114.9858154647109,B,-150.57516187001022,B,68.35313701663478,117.69962882720407,42.175176156078294,119.40697826613831,C,-88.86325514249688,-111.24325338105471,3.2208161420013046,143.85548799915887,D,A,D,-104.58295068265582,A,0
Other,-51.76208864595463,51.15237071083023,C,19.61725234063025,B,62.71881668103887,-84.08447727003508,-112.0554063380664,110.27154342774806,B,56.57991951398643,-213.3033419001423,155.53685494086028,233.13482339861346,C,D,A,-109.44760607855295,C,1
Bisexual,-3.5366916645477824,-83.93234705371131,E,70.58658141242992,B,-83.51446814554683,-197.79256942172807,-145.1155066184895,-78.85415773114059,A,8.390659736220183,-192.06555622644552,-64.74227226958634,-65.73968747094861,C,E,C,-60.9166794934319,D,1
Heterosexual,-158.59886573815623,-69.74081706527217,C,89.80154356675406,A,84.88015662702163,24.468244501834675,-10.11637663934099,62.792404715089376,C,-37.0024621002001,29.39857692635293,59.61409677491477,-244.24224592305913,B,B,C,-75.70776785001,B,1
Other,146.31835478131984,96.05303105187156,B,24.91348868169638,B,79.16312649478157,63.12307267893702,-65.33359952753685,-223.5310654807848,B,-128.81269176310678,109.88720866015007,247.99080057005233,-163.01901200494103,B,A,D,40.37238151543212,E,0
Bisexual,-199.12868236283956,74.87198194827776,D,-19.612112522757922,E,-146.23129472616776,-202.36230221522845,-37.75843929854691,-126.54138897620606,A,8.57093018111052,-65.06704836227227,272.9911369573953,-35.17149625638716,E,B,E,-31.680897203523063,E,0
Homosexual,-40.883613656061904,-155.251130735822,E,-29.308453907144656,B,48.5232581070762,109.71216008267368,-104.9450390327293,37.11601846866911,D,-73.49356833451563,-34.394657627989375,-91.22926680219433,-237.46672793697553,A,A,D,37.38130426312981,C,1
Homosexual,118.64078737914019,-62.614626222973804,E,-56.515898945052164,E,82.47475528040201,113.96745930727705,117.86622508321747,149.70949513438356,D,113.45517176158258,-125.0514100076656,87.71489544521036,-1.5718440934262057,C,E,B,-16.045865511712222,D,0
Bisexual,-74.19999389333789,-94.00993027142195,A,-109.6220820657933,E,-153.9064011203394,-47.74107903595874,173.6435721631387,47.10664793689933,E,46.12582866265523,-99.76114488901293,-160.71516856923407,-87.48738687183237,E,A,C,-34.37819518774036,E,1
Bisexual,127.94299057360557,16.341711651537672,D,-135.52972174222435,D,-151.12112737982875,-11.867681736753296,-102.49069288512958,36.009160212450595,C,-95.79424741612009,220.26249756271835,-1.0735901443724565,-136.66804837874759,D,A,E,102.71373285063963,D,1
Bisexual,-100.70520868038875,61.99598672543022,C,-51.75024520426437,B,66.55289543427003,20.434088718056323,-275.7894841044758,-236.97442818647426,E,-76.91435950858725,47.85634878100888,-15.273562636293459,-125.06054243731839,C,B,C,-167.10879229954836,C,1
Bisexual,133.38561479957355,58.779459992813166,C,-99.99241981662807,A,-29.182197467856692,-86.5265895484433,-100.35570647931658,1.908717679606501,D,58.94734715447625,57.70288670668003,41.538671872629976,-132.4967459799622,D,A,B,149.2976533233184,B,1
Other,-64.89960131300515,-235.1655381821688,B,63.50142713032201,D,65.93977045888714,75.09739868805732,61.09870799604013,90.32599293918192,E,-6.464209740093627,-56.58643952789405,115.69674454142174,121.2614202810139,D,D,A,-54.92472810579512,E,0
Heterosexual,-90.72688395497453,-111.65385147281273,B,39.0621436355281,E,65.04444339798205,11.655128154231974,182.19542244531277,65.76019026359525,E,-98.7382277549985,119.09945291442095,-72.95030976691031,112.19551439006396,C,E,C,-39.21255266629102,B,0
Homosexual,-101.87938445834968,-113.0593276419404,B,24.87433103696078,D,0.7656191456751911,-66.30218799034927,110.25663691908872,-41.756304176310955,A,-120.41058740941253,65.4717491873333,208.70995889531403,87.45247561477022,D,E,A,-100.53942722005237,D,0
Bisexual,77.27319028848454,-192.56911040165414,D,64.929008065238,C,-20.48829256056415,-24.045450936922418,-31.449581950270556,-120.30399570239092,D,-23.491537383557958,-66.49775846029445,-96.46008418491677,-101.86323186164104,D,B,C,-46.97763176185733,B,0
Homosexual,128.0301836560187,256.9661296960857,A,-12.692683006563573,E,-38.0713061831224,109.62353943087393,201.50493064836627,41.415468831704445,C,73.72697803227332,-33.26461836747991,72.61706285312094,-130.5301572222598,A,E,E,-160.52537142356454,A,0
Heterosexual,138.3864971330733,37.338688062835345,B,-41.5183019736761,D,46.993156248607235,-103.00904171162692,-124.91427191309705,122.76757362113287,E,-79.28776741078077,-18.762777540559682,-207.83293265464687,-19.111857692432558,D,D,A,-38.70324919038908,C,0
Other,-108.27525253568152,-83.89171870092461,D,-25.096986326056708,D,-49.545530302276916,-110.44445857536456,84.42140382149137,19.36598538977191,A,169.35216498213714,50.72108226062307,231.10450914505907,-38.56859178344177,E,E,C,-136.73956130320016,D,0
Homosexual,26.544847967073736,-71.91559529620568,C,12.758631269014717,D,-40.12941999427088,-88.15688941298114,-59.125919984420925,-65.29407428594294,C,101.22301264971614,-1.1377639337335128,-88.27978603757947,144.25601728374457,D,B,C,5.931680762766091,A,0
Other,-71.58800609488549,99.78315504827611,D,-254.40474530313855,D,43.898812003167365,19.611867427454204,-240.57374886071835,-148.28194632718882,C,-97.82805335588118,-36.98281797762889,-54.181454057577014,-102.84057077823468,C,B,D,-43.22567421829939,B,1
Homosexual,-169.4019509877389,-174.16015591070902,E,-99.17456788576567,C,72.28874323920651,-204.09640251234333,237.04742104104497,-41.37871195566833,A,9.035939286977374,-223.01421014711647,6.823417344325423,-29.133871394137085,A,D,D,106.35128826447328,C,0
Bisexual,-10.3110381135804,75.0289729412009,C,39.22949945402465,C,60.87262440928326,-27.45043860841467,-53.62790504940922,87.5338960329082,A,30.11151267618692,-124.38636450065958,-83.69467054506222,-48.81707988105799,B,D,A,119.88297218128632,A,0
Heterosexual,12.704650679599059,-98.00186141970009,A,-93.55665440734694,E,119.59780555932097,-64.83507142387596,-131.0300245493607,63.70451523737392,A,-18.263750793808097,-139.25022455876748,186.50475137287322,27.980573433613888,A,D,E,0.2674453852970185,A,0
Other,222.10831158061742,132.56402169821507,D,-98.27983677964342,C,-1.5684683092121579,-5.857471654968249,-203.18094972127057,-23.96209971867175,D,-57.25957560525925,17.746026559492442,-62.637682916170434,125.49762950914254,B,B,B,-46.24353565999881,A,1
Bisexual,-136.49555222524134,13.457439242939785,B,-21.59629225409111,C,4.656845902331647,-77.63349358916794,-156.29660068115118,25.607690499331515,E,-193.89782876193783,34.26856849178609,-61.4723770698998,-120.65103744655327,D,D,D,36.32882795425038,E,1
Bisexual,-53.94653704970719,36.55008422580291,C,82.31128783929607,D,45.604885735290885,93.21442327430408,-116.19894388865109,28.776644699674236,B,60.55172230125363,84.17246094314545,125.4391209058832,102.94372870599308,D,A,C,41.43524863410722,A,1
