handicap,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Mental,Other,80.07086535195462,D,A,-41.79101726083505,A,E,-93.23318978011717,-50.617624083093446,-46.48862651854629,0
Physical,Muslim,-53.09502255918935,E,A,-178.56197899992114,E,A,30.653295171756646,243.84441064821988,60.71019350674186,0
Mental,Christian,46.38601701193951,E,C,-177.5462801543622,E,C,101.17178040442664,-22.220321942592733,226.75840581176288,0
No,Hindu,-136.22084248989535,E,D,-60.317091333405216,A,B,131.04519763053025,63.09694200884628,-32.42749382593349,1
Yes,Muslim,-176.85495855175603,E,E,134.2859636587131,C,B,-70.02606569148591,-38.91437399349861,36.45592936252415,1
Mental,Other,-162.68463335077513,B,E,-3.3750610893173203,E,A,-211.49019608441174,-242.9803142277286,90.1547983671891,1
No,Christian,-60.433633390219875,C,D,-109.58365125427719,B,A,126.46745982057585,-51.94174752525682,-17.81241671380901,1
Yes,Buddhist,15.15121750918628,E,E,78.43635987483815,B,D,-94.96504012881705,51.58244738641541,250.51979358617763,0
No,None,-60.68278809860163,A,E,104.77856981154893,B,C,-154.99948227966323,-224.30281695408155,-163.56628547013696,1
None,Other,-4.706720518964917,A,C,113.72591307951787,A,E,-3.7731148082102783,-93.19632240334997,21.234111762369817,1
Yes,Hindu,111.32072886899984,B,E,48.760056745253046,D,E,-49.400253100733266,31.60045190620511,-101.75887569678362,0
None,Muslim,-56.32514888518888,D,A,-28.49543862048709,C,C,118.99672927026992,18.7740377819896,39.474137517198585,0
Physical,Muslim,61.057401315561975,B,B,-114.09018205822375,B,B,-110.09466272173509,93.35804545842392,78.62686431315527,0
None,None,130.06332105602766,E,A,9.274081625413322,E,D,57.654493549310416,-2.0367755542362724,162.1075561217902,1
Yes,None,-74.01610158638739,E,E,-132.37951007175914,C,B,-99.95340970642185,-182.64094412133292,30.813969436841138,0
None,Hindu,-163.38813116195183,E,B,20.409279354604095,D,B,181.40787503404295,-30.478456699731836,10.143320248567349,0
Yes,None,136.8603490157298,A,E,55.199722691591546,B,A,100.64902092814758,198.62375577769058,-31.85874375010675,1
Physical,Christian,145.3313098832141,A,A,-43.10828944761099,C,B,31.6616117632497,-57.635081471809656,-50.130911875774274,0
No,Hindu,72.74514390734672,B,E,-97.27643653516093,D,D,5.385863757334183,120.93206739728164,48.41546136684093,1
Both,Hindu,20.575296418377924,B,C,12.899195084058695,A,D,-87.69319388494043,60.172427156642584,-89.37445237882164,0
No,Hindu,-176.71219507747077,B,B,-48.406938377280554,C,A,-105.83803105024579,-57.02219618156277,-114.1179875781817,1
No,Christian,-212.26951348001225,E,B,-148.48707757137245,E,C,185.0130300480758,74.98965690030725,-52.381554335262635,1
Mental,None,91.80121838547515,C,E,-55.064757891949924,A,D,77.98849171473809,177.85675212243945,-145.5559563884484,1
Physical,Muslim,18.05885910096085,A,B,60.2082183226087,E,A,131.710508724488,66.97753867718363,71.72878638827093,1
Physical,Jewish,38.459940389304194,C,D,37.94226957031697,C,C,29.086819383680083,91.57095200547855,-1.6214095971681572,1
Physical,Hindu,-11.66671429512974,C,B,-75.84229488825495,E,A,-128.14715248690712,-21.871657309211482,-111.19898402888762,1
Physical,Jewish,247.48196059151053,D,B,198.49284819651191,C,E,-310.3331273490681,-33.483760801511266,68.58769226905378,1
Mental,Jewish,-117.03437356907422,A,C,15.438466955606515,D,B,-49.020345995670766,110.49645343983934,6.45143364719866,1
Yes,None,-180.2820594669544,A,C,49.22037678404296,E,D,9.763317807878973,-73.90884872658208,2.262734111096987,0
Physical,Christian,-117.16481983620248,B,C,93.97219748304173,A,D,-15.76356611705074,53.88131741900176,-127.41155158152611,1
Yes,Other,109.17138769252254,A,C,-231.16740578179744,C,B,-25.815554287586394,-42.7261792217328,42.490593537575435,0
Yes,Jewish,126.40295656968428,B,E,-163.53363638764998,B,E,10.544438733618861,17.55415646027317,123.5506199414021,0
Physical,Christian,68.91023004997155,D,A,118.46712642976607,D,D,44.37335416900999,129.57645051571015,1.529888544230748,0
None,Buddhist,-95.95972380550596,B,A,-189.10393399718092,E,B,52.445692457565286,51.90561808285427,164.88100377371111,1
Both,Jewish,-65.71877007266576,A,B,85.91012367911304,E,E,-15.192095173637663,-29.155877517259693,-16.391366551911194,1
Mental,Christian,158.20838745082096,A,D,52.95189832162731,D,B,110.57073839705616,15.352979147425994,-97.35042217398761,0
No,Christian,-99.73855919359261,D,D,-78.73032634223883,E,A,-88.25603746467415,-8.049878247815807,12.636374628363784,0
No,Jewish,-12.066166500430267,A,E,34.913696833907245,E,C,-37.34970297086882,59.84542399701607,-31.54627377150731,0
Physical,Hindu,-165.98841974568498,A,D,13.534839832686124,A,A,-35.09877805216806,42.61554243879803,15.969628015504087,0
Mental,Jewish,6.65299386628746,D,E,-155.42754084591914,C,B,-83.24577698347923,-185.7990295146724,41.17135776009258,1
Physical,None,-103.85407340289854,D,A,289.55532261575144,E,C,-34.14903051559295,1.578182249688705,10.918903772755026,0
Physical,Buddhist,-67.68338474811365,D,A,1.4247402839080991,D,B,9.82473964811208,83.98160860384269,-77.3471118156155,0
Yes,Muslim,18.024627475823145,C,C,20.061453599544137,C,C,-95.88419648180749,-110.52306827657385,14.797222306408662,0
No,Other,-100.68277741460845,C,B,87.67749980377157,C,E,94.54389357494529,1.569219121337169,75.76086752958827,0
None,Christian,-27.970244094562453,E,D,69.42846681653555,C,E,-3.751335439006323,23.979084773068724,-45.5915384231012,1
No,Christian,-204.39734411019322,E,E,102.65193740419491,B,C,-132.9614901399868,142.51188613693998,-109.71844962163253,1
Yes,Christian,-14.262591942931618,D,B,41.1904555508478,A,A,-60.81038867883167,64.7100104853181,75.99680445567928,0
None,Other,-79.5696680170518,C,A,93.45512211784869,D,D,-33.61724656016127,-37.38686212762863,81.58302922631331,0
Both,Hindu,-119.95597317920989,A,A,78.36272529709505,C,A,59.567122566188814,41.103877294664926,42.80429178456934,1
Mental,Jewish,98.8861340456517,D,A,151.1560448753046,C,A,37.45254048642834,58.346457572881924,91.01925295346676,1
Physical,Buddhist,40.59574206754423,A,A,57.189301471678455,D,E,123.75758030017023,38.376809022182464,-69.62489906226224,0
Mental,None,61.683549513748325,B,A,27.791597507956094,E,B,7.55987509731864,4.064596811936213,-54.47211595028533,1
Physical,Jewish,-7.294853237227213,D,D,-27.552314016598583,E,C,137.80134003574264,-6.62168558282142,207.10596919416457,0
Physical,Buddhist,62.45377039358895,E,A,46.223047881873626,E,B,-12.825051681487428,-52.7403089501062,192.10762285367719,0
Both,Christian,1.7568776560497372,B,A,182.02873655395172,E,E,10.213595453609825,154.05352226519037,34.77646106352619,0
Physical,None,196.9411284783959,A,C,-170.28194582320486,E,E,-16.093773614022048,48.92035634443787,-13.740518357099853,0
Physical,Buddhist,54.15225938425278,D,E,122.98894490350357,B,B,-61.52078722478712,37.63186797996759,-8.60827659884883,1
None,Jewish,-27.21752666348015,C,C,69.1834579640061,C,D,-82.15542785152297,-98.78801127136424,-91.7586317301771,1
Both,None,161.3637637601832,A,D,-104.95377496270319,A,B,64.00634131229931,-49.02668456698173,-118.65163748738897,1
Physical,Christian,-19.7485418194025,A,C,-93.46565918448388,C,C,-34.83724033931163,-114.87276688429688,-61.784909334829685,0
Mental,Christian,-170.0951205373165,C,A,111.35417899555713,B,D,173.89377373593447,127.45826156046122,15.197013318245764,1
No,Hindu,-51.282106575535025,E,D,22.69731490584554,E,C,41.989155881881516,32.37620203552337,235.36548237011047,0
Yes,Jewish,265.89942394161676,B,B,-27.9952114576956,D,A,91.46857408947467,45.83043091325335,89.69171611022459,0
No,None,-16.086428377969728,A,A,70.82833979182249,A,C,-17.79814446543427,102.53390445974998,27.23885964601643,0
Mental,Other,135.29521390376001,E,E,12.898033230002634,E,A,-120.29649161417517,216.7509080717186,-51.60919935295078,1
Yes,Buddhist,75.79765732292113,B,C,-76.6995059567878,E,D,70.62170615426638,-233.31418866279313,156.8872681593711,1
Yes,Hindu,-19.23552705865183,E,B,-236.97548322808188,C,E,-185.01351197336527,22.592538804378716,-127.52753617561667,0
Yes,Christian,-62.61589832836313,B,B,27.10482483984235,C,D,98.65953515772352,-11.93289640378712,75.35282021933915,1
Both,None,23.469256762178535,E,E,-23.27792609055279,D,B,99.09089770442947,-72.26849733756305,34.560237111789185,0
None,Buddhist,-68.8834992565265,B,D,17.075152605518685,A,B,-48.82576752533643,146.9589838666478,-9.150631826045853,0
No,Jewish,97.21867983866314,E,B,-27.712691679692874,C,B,81.9215779472764,7.630761560606131,151.38541321185207,0
None,None,-52.8593494114062,A,B,-40.684554883858496,E,A,-20.47875996706313,55.60500667039066,21.171491820158977,0
No,Muslim,147.44363714779254,B,D,-35.40330916105492,A,E,9.402001561283823,190.74067169899823,79.8454814623301,0
Mental,Muslim,88.08730668224491,E,D,72.36957890281242,B,D,58.890353854596036,-25.741477687575724,92.86353464903607,1
No,Buddhist,186.01167520601817,E,A,2.854824625024067,E,E,25.362237834947095,-127.63896930446626,-27.124321001750683,1
Physical,Other,-33.67262018322526,E,B,28.738121384536125,B,A,64.09902315435359,-79.44424124184981,-137.27414228604758,1
Yes,None,-104.31462535219507,B,D,138.8727214021284,D,E,-72.00989009740917,43.976928401042464,-12.066508781462272,0
Both,Buddhist,14.62043503349937,D,B,74.53339815494317,E,A,63.71932503280004,56.94957086061404,36.48752912282369,1
Both,Jewish,4.9826141216531825,E,B,-17.210436246842896,B,B,79.47458457021614,70.0504343496824,-123.07565499038937,1
No,Muslim,-102.4587309457629,D,A,-73.50719735055897,A,C,16.634469540996438,65.99061370291696,156.94692652818796,0
Mental,Buddhist,86.73045348635023,E,C,62.77733112287267,E,B,-124.78463180976291,-140.63666361795134,-91.57609498342283,1
Physical,Other,74.82363577468844,C,C,48.39718058184751,C,E,-28.526855276896956,123.73262790778338,-90.25980082830978,0
Physical,Hindu,-67.75727497731845,B,A,122.27827573520183,E,B,89.82034831906473,122.1008255708956,-125.71450255366867,1
No,Muslim,-15.33796772606067,C,E,75.29376933509437,A,E,112.55122810437561,-110.81515101646389,-129.78826952097154,0
Yes,Christian,-64.69059729311779,A,A,62.66706626714195,C,E,75.48801831903123,-108.03423793268321,63.439188812564055,1
Both,Buddhist,53.53826545492293,A,E,90.8683162742299,D,D,-5.501025107522739,28.56316428380628,160.21207552860645,0
Mental,Other,43.996282917647754,D,B,-2.348428949367867,A,E,-69.57736450394815,-16.681682037452525,132.607365411514,1
Both,Muslim,-0.7287683878433469,A,D,-134.67271320024975,A,E,-40.366782552750266,47.06751426601625,60.851949101057755,1
No,Jewish,77.3576264259662,C,C,-73.70567820688083,A,E,-154.67287740963604,113.99644166087768,50.14715778127906,1
No,Muslim,-6.760429225032483,A,B,-27.369993218342216,D,B,91.01559931291222,-8.758944674605237,-43.83667707364475,0
None,Muslim,33.49770268397501,E,A,81.28182813651549,A,E,105.8002746732679,-103.22134988443399,-53.91373658388373,1
Mental,Buddhist,-142.37691609083961,D,B,34.7041446893906,E,C,-45.865458473176325,-22.91966622585391,105.61044166556042,0
Mental,Hindu,-126.77546667245032,A,B,-49.41062388681126,D,B,43.36936652649276,30.265762976169107,-25.579067641583965,1
Mental,Other,-108.7650589943807,E,E,197.44939367068852,D,A,-94.63416906124442,-192.89878227448696,107.44125864164269,0
Mental,Other,21.13984594238511,A,D,-56.25096174781605,E,A,37.267450101068754,132.1678720069814,-54.640778079033026,0
Both,Jewish,17.958525661499213,A,E,-49.34791947888315,C,B,-91.6696168312875,110.5402219658669,-29.889405048644274,0
No,None,-55.5887649145325,B,D,94.07542683822676,C,A,-141.91167201656833,-233.26855664487982,-90.46622649662636,1
Yes,Muslim,65.00239321236006,E,C,-16.923740555054444,A,B,34.27470807156202,-132.83677482364226,46.540012478212915,1
Both,Muslim,11.579484491509506,B,B,145.50439484794944,C,D,-22.836506771894825,-107.56010310677124,-80.37223191875388,1
Yes,Other,104.15341071000785,D,E,-202.34682811326147,A,A,93.27491468700087,75.87554197432333,-34.45654980705354,0
No,Other,-89.15308416874865,A,D,27.866208571550384,B,B,73.828342907263,48.54125345804126,-18.239518142200158,0
Mental,Christian,-15.969152272994041,D,C,-88.66524465851676,E,A,64.34849250065415,-58.9863928620016,38.02916687232966,0
Both,Muslim,11.67472129106734,E,D,165.8572770137739,D,D,19.70184017928225,97.10324244482152,37.97635874141881,0
Physical,Buddhist,13.715771034365526,A,C,52.25067756367885,B,B,-163.5029020594106,-111.11691286202905,-98.22674277771239,0
Both,Jewish,-87.712954988842,D,A,-52.09002595796428,D,D,-84.0585733555436,-125.79265893084572,17.676192359601764,1
Mental,None,-85.63780246238629,C,A,-118.80073141471239,B,D,156.58617940234362,273.15128518241056,-127.50741761713826,0
Mental,None,193.99699168134404,E,E,40.616393344062764,A,A,65.94328686569145,32.27570988674615,118.62661130302361,1
Yes,Christian,-65.87483578776802,E,A,-57.72490525942331,A,D,-246.31859143641347,-107.55165660874893,-68.88984653300614,1
No,Christian,90.13027456296045,B,D,137.2467800501426,B,B,-111.49595288673508,-106.17888171980374,209.1627709926232,1
Yes,Other,-104.38771406211293,A,C,155.79968799351943,E,C,-22.17443658122432,-39.394095039462115,-96.48317169490642,0
Both,None,-248.63364505157867,D,B,-150.40767904828328,A,C,87.67884480068658,-158.70618275979334,88.12076119740385,1
Physical,None,-11.341871707132247,A,B,-27.07404862646008,D,C,70.43783935617162,-111.95416839107675,-17.897821366367854,0
Yes,Hindu,-48.64509974816174,D,C,-43.885753622713466,E,A,-24.074639277505554,6.710977682027061,-22.669307966339318,1
Physical,Jewish,-53.681173799300666,D,A,-342.231707159241,D,B,57.01195550881158,56.74557375563748,-117.3932454233596,0
Both,Muslim,71.39148928562071,B,B,1.7211946849293915,B,C,140.62537409727048,105.05441295060064,115.15951651091044,1
Physical,Muslim,77.5608817716532,D,A,9.000757710823965,A,B,66.65418056096478,72.6609373714704,9.535352291729673,1
Both,None,-64.04859964166567,D,D,-83.13900404892829,E,C,63.572039343286036,-60.836717281713746,55.51622714328135,0
Mental,Jewish,63.25805403202223,C,D,-74.62055934326905,C,B,32.76694779964025,16.806619327111427,-51.269662460405286,1
No,None,-110.514477784257,C,B,171.47255103449015,C,B,-80.56628097494588,-15.197849074686264,23.466401978791524,1
Yes,Christian,144.1493911012016,A,B,-113.93842784064697,E,C,61.2520147621708,133.37026936910513,-227.5261712775893,1
Mental,None,-202.12601591513305,E,A,-43.43976981165012,C,D,-17.341184944991845,-99.92105444095012,-203.20727118455247,0
Mental,Christian,3.31940559138595,A,C,72.57619107885851,E,A,144.3814092428438,-10.05669538741072,-65.34523807837915,1
No,Buddhist,142.69238666157577,C,A,-57.0744497174889,B,E,-76.7133868496582,-120.50053079406705,83.94402198235878,1
Physical,None,-132.17528497208446,A,B,25.511204834754658,A,E,-73.44387205321368,-30.625976085350626,-3.0804545555846725,1
Mental,Jewish,-45.795772418171474,A,B,-118.17276632823446,D,A,-169.45252622121896,-8.953332241702542,-28.813102907117383,1
Both,Buddhist,-30.61668909039018,C,C,-75.5191889243581,E,E,0.21877119932169595,-2.41867087486676,-136.9132543414064,1
Physical,Other,-2.7152910171884503,A,A,112.28836232216605,A,A,-39.37358176692518,-17.21272077777889,-69.10889514032247,0
Both,Jewish,-101.11553306035674,A,B,16.353604099051232,E,E,-34.49436384909298,-63.016084184086274,100.57748087270897,0
Physical,Buddhist,76.05650683540243,B,E,48.2299945012913,A,C,-221.73113795839504,63.69847718045333,16.229810431512178,1
Both,Christian,179.59166430895021,B,E,-66.32368526259862,E,D,16.18951092241617,137.643312149624,-172.14768126183375,1
None,None,-37.412920509683296,E,B,-95.3177593735015,E,A,-176.5300414153083,-57.791385857880506,84.18939051672322,1
Physical,Other,-10.818780692727909,B,A,-308.89387953103295,D,A,121.88071873790764,96.0892079943734,185.89223724748769,0
Mental,None,-90.6332463283242,A,B,31.640433141746428,D,C,46.281482498557814,-34.36668771188816,-41.00948958714659,1
Physical,Other,-73.62794911264837,A,B,136.08060599981428,A,B,-104.29790511470077,42.806665826084284,76.51239147914725,1
Physical,None,159.26656127471563,C,C,-3.526122213303662,B,B,18.34792443073026,-136.8188908835275,-114.05135393087862,0
No,None,162.72052480819096,C,B,-14.632188256480019,C,A,-14.243916560369884,-158.21352311651287,-179.33432984578786,0
None,Christian,55.09283001794651,B,B,114.5917644744031,E,A,24.967128815852256,-36.3480155900425,187.5695662841794,0
Both,None,67.83311583727969,C,A,-6.72554970651621,C,D,77.88055646930579,90.86595818644292,-182.6024506750366,0
Yes,Buddhist,30.994009599078925,A,D,63.450128153151674,A,D,-134.86635453651837,144.89492242794486,-94.1884911243692,0
Physical,Jewish,28.24696244695439,E,A,149.27337687295596,B,A,34.24554461819445,14.02530015465159,100.78012613504872,1
Yes,Other,-70.31265744872557,C,A,63.94070674774219,E,D,-68.9520179137938,-42.052933823545565,-39.61530967487596,0
Both,Jewish,122.39042840704599,C,D,-77.44895675197093,E,D,-70.18913587191626,58.851029761359676,75.15458880349945,1
Both,Christian,-43.81430785792892,B,C,112.02526037678189,E,E,5.333855327366985,233.2406263179324,107.21261474278776,0
No,Hindu,-73.83446349906615,A,A,-44.55924471151162,C,D,-67.02442868427335,-160.06472545426317,-44.62808677843002,1
Physical,Buddhist,-84.48441495593508,D,D,109.21851064008801,D,B,13.853638563844356,-3.511997576831532,-70.41352500140611,0
Mental,Christian,-57.01266502022154,A,D,-301.19931121179843,A,D,124.96807949151444,8.613861132759917,8.040038885113269,0
None,Christian,13.403369694774348,D,E,-85.54555109129555,A,A,-83.25367917656922,24.45570704156557,-125.04070930549793,1
Physical,Hindu,-48.671588986644956,E,C,-17.261035132440636,C,D,-53.97648007549234,156.77139103250968,22.745300586673814,1
No,Jewish,58.13261558381161,C,D,-27.889368028462247,C,C,113.8917090120471,-168.1085166153735,65.95052494955787,1
Physical,None,107.14995660481989,A,B,-48.388727723509625,A,E,-145.45053382339097,-27.479493351040645,29.024263157382368,0
Yes,Christian,24.822454372890064,D,D,23.04987121814171,C,D,145.6883350563271,127.62224115577179,200.45654189936508,1
Both,Hindu,-34.3232283796443,B,C,137.74482991251472,B,C,-25.329514539536973,-27.167092982267416,111.99706312491466,0
None,Hindu,-74.62097037625671,C,A,-139.91447828094354,D,E,-11.133503907796328,137.11350462124557,-70.11509271535921,0
Mental,Jewish,10.544005560699173,A,E,22.741673001448376,C,A,-11.606247963584847,-107.05464659383277,21.02101651609376,0
Both,Christian,-184.94899447475487,C,E,14.170351543857294,C,E,97.11835150492224,118.04295680365864,47.29806912596196,0
Yes,Muslim,93.54892074444894,B,B,-111.58580684129211,C,C,-11.977079988033648,130.72419686710688,-76.44409374004356,1
Physical,None,114.31300204129091,E,E,-31.24674424857805,C,B,-89.17275824072634,-8.662215146134535,28.874041679006286,0
None,Christian,-234.46683236549987,B,D,37.27259175241036,D,D,8.582687672495009,87.24352746035187,-36.20011540670476,0
Mental,Christian,-61.61115603782419,E,E,-40.48700865101467,E,C,-107.19601325048286,3.627344012882124,33.17554771754197,1
Both,Buddhist,65.08727473569577,C,B,-137.92729257848913,A,A,110.49390773873395,5.032453913436672,37.14088437514133,1
Physical,Christian,64.76218709796984,B,E,-112.35684203952157,D,C,69.2216064807457,63.85136605421856,-7.554707076094136,1
Mental,Muslim,177.36786931484363,B,D,-236.9234234446298,B,E,-3.0279023345868783,-83.90670644411327,-55.796154107501295,1
None,Hindu,98.06351730527237,B,D,-98.51416588350443,C,B,44.789561843397244,-39.150213358957316,-79.83510315684252,1
Mental,Jewish,108.01167439889059,B,A,22.57630879835509,C,D,-66.36543267968038,-32.97704958077215,-120.71063724897017,0
No,Buddhist,112.9631189092571,B,B,-29.424243174526417,C,E,49.75781452637127,-88.97057543791827,-10.045489868086149,0
Yes,Buddhist,129.43186864040374,B,C,-1.6577097602530872,B,A,-83.13522647803161,-60.235352920812744,-151.6878097652576,0
Mental,Christian,-105.29396680461096,C,B,-15.471543772170953,E,D,-12.036245277465971,40.9044096600937,108.13144064086444,0
Mental,None,101.54076235349993,B,C,112.29736478809724,D,C,123.94951087636177,94.77346800245682,-67.02014683263798,0
No,Buddhist,200.38651086004046,E,B,-15.531617790354076,C,A,26.145757873722335,133.82947246228895,40.91428653247116,0
Mental,Buddhist,-41.66360586460509,C,A,37.07496209272465,C,C,-47.360779968699994,-109.6653233504306,-147.74153831630147,1
No,Christian,11.641554167940864,A,A,-0.5555723127993661,B,E,55.1660973263699,138.74526761167644,177.76771521268836,1
Both,Christian,-240.06482297476288,C,D,20.512693401199385,E,B,-51.67980835997692,-211.45839892912753,-27.406231286324147,0
None,None,-9.071690876923249,E,B,-58.33148687192274,A,D,-71.1605754174799,204.24324931048886,-63.408820641989216,0
Physical,Muslim,-69.61383885344618,E,C,5.58316217220901,B,D,127.5635274983064,-149.6551782660505,-25.0993862505554,1
Mental,Hindu,-64.08051385965557,D,A,-24.57645552344773,E,D,42.25547191935451,-126.343631453789,31.972604874396016,1
None,Muslim,49.67587398553036,C,B,-110.00980102875148,D,E,-160.88118065294654,130.1918983056444,155.60811260859566,1
Mental,Hindu,-33.12239357027097,E,E,-10.75172861890911,E,C,-85.69390401782516,-74.8374412891822,-14.018607113661979,0
Yes,Hindu,-43.14431869033608,E,C,-33.49689607155747,B,B,-63.765638560300275,42.3444729830855,47.760991128475844,1
None,None,11.325279932186003,C,A,-30.72748394731328,C,D,97.07712610424431,-55.34313319492282,9.705946525708688,1
Mental,Muslim,-55.061201098136436,A,A,141.27802248926744,A,A,-17.970898003688596,17.033059258530702,-42.56983894774542,1
Yes,Other,-135.3205698763199,C,E,107.20763464103071,E,A,-129.23815234376085,70.96937309863499,126.54179171997552,0
Yes,Christian,-16.66110942533984,A,B,87.23148026965546,E,D,43.474568828814725,-28.004384712849316,-10.16255930779575,1
Both,None,38.29286339570356,B,B,-80.17584351356322,D,B,32.10853627045998,-103.50723039868936,78.76958420950795,1
Physical,Buddhist,-36.93180577141964,B,D,128.86759136565934,E,B,123.91706824140991,-116.81424448252582,-26.22035255340543,1
Mental,Jewish,-61.558165300715984,C,E,56.386632023031154,E,B,-111.80142436421707,-56.99483576564843,-82.8305042715662,0
Yes,None,-37.19190752463698,E,C,-55.69926803481311,B,A,25.31586041687699,-48.712792878352346,21.09501739354415,0
Yes,Hindu,121.0078460146513,B,B,55.54659297623247,C,A,7.287695307763984,121.86119093912137,34.974994264605044,1
Physical,Buddhist,25.842092685863584,C,C,-85.98580541064607,A,C,113.742817847884,-126.90959474675971,1.4788723510618311,0
None,Muslim,-47.308569751862656,E,A,82.74470320615467,D,C,-189.10335056198832,32.55469834054639,42.300016940146776,0
Physical,None,-39.18514183516762,E,A,-136.63791751305158,B,B,-99.57517915659601,64.4967722431413,29.639122022695325,1
No,Hindu,117.18265046126378,C,D,3.0166200984233855,B,B,-20.2302611658042,210.93711164759372,-46.36264520706542,1
Mental,Buddhist,102.31463950411914,D,C,-37.16388246380492,E,D,-57.4539393268448,83.7579388402033,15.390619793318084,1
None,Hindu,14.808604068199074,B,D,-6.6705494187628664,B,B,-27.555330115625033,142.41296098508374,-153.17754195028826,1
Mental,Jewish,-140.83075447347727,C,A,-22.510567590535832,D,C,48.063501550425094,-153.53464054083392,164.09077150928204,1
No,Muslim,-22.746083027586174,A,D,95.16776107908711,D,E,133.0110328749907,79.4020631902137,148.5539602139152,1
Mental,None,-22.874836738986975,A,C,-23.1063018518881,E,B,79.10563099615852,-12.50444954944916,153.95646534021893,1
Physical,Christian,-117.48503329123085,C,D,-1.7703292179599386,C,B,-68.34626155714675,76.07697149149737,-132.8194821343017,1
Both,None,-153.93761270414677,B,D,8.325700048200108,B,B,-28.216135262653896,60.98613330719499,-76.16648418085494,1
Mental,Muslim,-76.75738757377003,B,E,-49.84439065304784,C,D,28.10374574762376,66.70528986111124,-53.12592805557399,1
Yes,Christian,-112.88166499451464,A,D,114.21019180598609,D,B,256.7172751892944,-24.57624365465138,-17.041978273846752,1
No,Christian,-19.054826371943182,D,E,19.50662558431127,C,B,177.06097998902325,-7.3542977624432515,76.76729285238238,0
No,Other,3.9905345478344114,E,C,-60.988352493085586,B,C,124.52309855912809,45.54744960288467,12.469817737720003,0
Both,Christian,-121.99578210051669,E,A,-19.53973721053422,C,C,-178.65338877851667,-98.5802472399818,112.81232635545051,0
Both,Hindu,67.01658099043438,D,C,-37.653286652939634,D,D,133.11336258298928,39.77288015592262,106.48067101613603,1
Physical,Buddhist,-48.66171322908329,B,E,-41.460617958487255,A,D,-114.50015570684727,-327.0739752301628,10.191040652994749,1
No,Christian,-23.51168949147012,E,D,19.386827398937633,C,E,-16.94788805639091,-114.0994897255934,42.11311812735784,1
Yes,None,-204.9056848327588,B,E,176.11561803311045,A,E,72.39590208614383,102.82943339034716,97.62308331853913,1
Mental,Hindu,62.701755330842865,C,E,141.37698203955654,D,D,-43.167370605821866,-37.780843101024324,-35.50176829267735,0
None,Muslim,2.8423155283181467,E,B,0.35861255539110354,B,E,116.38374881318938,88.26255364428746,14.946509407502209,1
None,Jewish,-87.26222105997311,E,E,-38.62239380722,E,E,167.56483153289187,129.97636750394113,111.41691549322003,1
None,Other,-46.36846301013197,C,D,-105.2995408675067,A,C,-91.49620577571544,-150.5601173530974,28.63661911262118,0
None,None,-3.079476788908863,C,C,-31.333565397721515,B,B,19.712976898849803,-97.50190934752816,-12.255759746227218,1
Both,Hindu,119.78749965024124,A,D,-48.50747354254069,C,B,16.048765726575827,85.95059325952914,-14.071173893048334,1
Mental,Other,107.90786769710007,C,D,-156.28949724161242,E,C,-49.53829899981586,64.4746082827459,-45.505752736300344,1
Both,None,-112.42316761136564,E,D,-47.54736925068828,A,B,-238.000622430005,111.41632703227464,-82.38413904720545,0
Physical,Christian,146.75386459534417,B,C,105.88320882903272,E,B,-12.403910192056646,69.64847686660019,82.54952247434198,0
No,Muslim,29.919057850629642,E,C,58.490051801836294,C,B,-54.372918748632316,302.5997213763898,-32.91531194951483,0
Mental,Christian,-160.90393855205875,D,C,-74.6268584912796,E,A,-9.467717319564999,78.16362752695612,-15.352292785554944,0
Mental,Buddhist,41.808019120677656,A,E,61.43533032656978,A,E,-25.376641771679893,18.935230084590856,-141.88032163340756,0
Both,Other,-136.07991389216252,C,A,-162.75141787322897,C,A,105.65565415957643,125.36788862277123,-28.435554060475305,0
Mental,Hindu,-281.9566492086958,B,C,33.86317690382359,C,B,12.464760887636025,174.45812550435028,-131.75396883257912,1
Both,None,-3.6108748675612414,C,D,-60.93059087871997,A,A,89.41705715184963,151.45725698477878,113.58910190248905,1
Both,Other,-0.349164058832197,E,C,115.369169119484,A,A,125.0580125149322,94.98990041981791,76.61446928993944,1
None,None,-75.4105024590639,E,B,88.11050020142919,D,E,171.93984403866415,-93.21888099115432,41.068689394135035,1
Physical,Hindu,-37.638102617370286,C,D,97.67335648146368,D,D,-12.763675887759183,35.046044883795794,69.29443330111982,0
Physical,Jewish,-38.81708844119595,B,D,-107.75976793773829,D,C,114.94360966932065,27.20636548747446,93.04178368725692,1
No,Muslim,-35.34763098133629,E,C,-137.7313889607131,C,E,140.44781489475434,-39.44561282826431,39.83722490240125,0
Yes,Christian,-131.91638264330678,A,C,145.64224935671712,C,D,-19.584500379543606,181.69381117837094,-208.02210461842242,1
No,Jewish,-44.777825223658276,D,D,-60.55184550012979,B,E,63.820349590243666,158.93475868790753,83.99489452949229,1
Physical,Jewish,-43.45499754184141,C,E,44.01436966957436,E,A,24.358581967308066,-24.395564813095582,-3.4464257951394366,0
Physical,Muslim,-85.02865388723524,B,B,61.621526838400584,B,E,2.963249374960579,17.938253328629692,-166.4851326089424,1
Both,Christian,26.653584370641276,B,B,-18.311339383243002,E,C,-154.14954311757916,27.497949584101917,59.694857278291444,0
