disabled,age,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Both,81,Other,-35.392809552363424,58.70358235981401,B,D,152.51268460017758,-1.267233089025327,B,B,E,C,1
Mental,93,Christian,-44.26668216067052,-27.761300046987536,D,D,-197.90956898833736,-59.0054648786336,D,A,A,B,0
Physical,72,Other,25.62565820570813,-5.724368424542378,C,D,43.77096920328324,-118.75896601311808,E,A,D,A,0
None,68,Hindu,8.66149797636516,175.2854205979953,A,A,-176.53966303752424,20.208996342146754,C,C,C,C,0
Physical,50,Christian,21.651602882761438,123.27352349088795,C,E,127.22723577602608,-172.27459895957946,A,B,A,D,1
Mental,62,Hindu,-63.03466310238734,-109.31125028474091,C,B,82.44374403319014,8.835852227522505,B,D,B,D,1
Mental,52,Christian,228.76936381353096,-84.24981299384294,B,D,36.77898858528704,62.33540688213818,A,C,A,D,0
Yes,72,Hindu,215.69827717620456,-215.25346318000067,A,A,68.89286052518587,-73.69448838021557,A,A,A,A,1
Mental,41,Jewish,67.91384373320206,-142.2421050091391,B,D,-83.31732087476698,27.632896057149235,B,C,D,B,1
Yes,44,Christian,-53.173478008185256,2.1408850028278734,C,E,12.930320270653905,-9.990129467504978,E,B,C,C,1
Yes,51,Christian,-44.93625814753951,23.149878551797205,C,D,-38.13310018943747,132.7067101357792,C,B,D,A,0
Yes,99,Other,-179.24115906505008,-83.04379193076812,A,C,134.01159077538986,-46.40887763023247,C,C,E,D,1
Both,67,Muslim,-21.276536769188144,-1.5821652656901206,A,B,99.28198977710299,-36.04727017929954,A,E,D,B,0
None,92,Hindu,189.0320459489498,8.215584310795137,B,A,58.57888551908227,120.9530143506701,E,D,B,D,0
Physical,77,None,44.60859581327108,182.1770582406973,D,A,98.66603393189284,-188.98636715564635,A,C,B,B,0
No,40,None,-237.18744554247615,29.789624908343775,D,E,-121.96230541639088,38.734377746195406,A,E,D,C,0
Physical,63,Christian,-75.20263422647692,22.569688542018515,B,C,-86.92959264053938,-143.345057463979,D,B,E,B,1
No,53,Other,-18.756638849328127,10.067578906958428,C,E,-59.731262207620375,135.6885271856007,B,D,D,A,1
Physical,92,Buddhist,-58.64446456655802,-78.35941630577936,D,A,151.47986227560634,129.43757840377415,C,A,C,B,0
Physical,43,Other,-220.24431352845798,-94.5447474319843,D,B,57.6855918525942,-11.158738961293885,B,D,D,E,0
None,43,Jewish,-9.017810233082576,-50.395713416468766,D,A,-96.81038736403006,50.74994547420303,D,C,D,B,0
Physical,26,Christian,205.616361699244,-157.67809943505296,E,C,66.95486384262618,17.554865811997196,C,D,B,D,1
Yes,39,Christian,-331.31460939134587,189.5928519497685,C,E,130.77412555531532,-63.2468564043236,B,E,E,A,0
Both,42,Hindu,1.8220396476625453,94.6803749388343,A,B,140.23743665578462,24.02446837324723,E,C,B,D,0
Physical,96,Jewish,-28.392605631794954,-12.710466387627587,D,A,-53.197324216169214,35.83887909998279,D,B,E,D,1
Both,89,Hindu,175.82372129316087,-112.96812734757329,E,C,-110.40150386337135,-133.78405164268153,D,A,B,B,0
No,51,Muslim,-10.594701428436075,-177.58277352436443,B,C,-113.01577299138926,158.3364277599216,C,B,D,A,1
Yes,50,Jewish,64.0935182863772,25.988735586115112,A,A,-65.36148080919126,-69.48998364353972,B,E,B,A,1
Mental,51,Hindu,46.872311448344625,21.250895960566606,B,C,157.22884640312708,-139.16627227792316,D,B,B,E,0
Yes,52,None,-49.89142547500833,-84.45787126065636,E,A,42.49619128206595,29.45567387404569,B,E,E,E,0
No,71,Hindu,96.43927456421932,17.76146085998698,A,A,-154.99371540753387,20.539698370665253,E,E,D,D,1
Mental,35,None,-121.74609196472697,36.35056853989448,B,D,-71.02035280622675,21.257638772244974,C,C,D,C,0
No,80,Hindu,-33.0293856712184,43.81390298047326,B,A,-66.52993844411105,75.41351526931635,B,E,E,E,1
None,27,Buddhist,79.13245078475377,35.12735389243406,A,E,-41.79593948284369,154.5234787630302,B,B,A,D,1
Both,38,Muslim,-110.14912468711755,-59.79037081348003,B,B,11.405260065622368,-76.94566782168614,C,A,B,A,1
Mental,59,Jewish,105.65625442657978,113.61593738602582,C,A,-22.906937433899277,-20.306414503801783,D,D,C,C,0
None,38,Muslim,-124.48244493644036,-156.7101959531533,E,B,13.854859953682283,99.12731112943325,C,C,D,B,1
Mental,18,Muslim,61.32412244785696,73.86048682929115,E,C,-127.18129739450075,166.77066898410476,C,C,C,B,1
Both,37,Christian,-106.12443594260088,-60.67381996770557,C,A,10.22883760565247,84.33557896864325,E,E,D,D,1
Physical,42,Buddhist,-54.3843900366016,64.91591509577694,E,B,122.8291958176518,-34.98731696652839,C,C,C,A,0
Mental,33,None,-98.16994489601446,70.62462459824451,C,D,-108.19665453526164,-44.087517727751475,A,C,B,C,1
Mental,40,Other,168.11265205144502,92.71534793355633,B,E,72.74941643229617,82.10604765240443,E,E,A,C,0
Yes,57,None,-114.96207249808346,227.97970314292004,E,A,-174.13538747924335,-74.73854045455104,A,C,A,B,1
No,89,Jewish,36.63966795349566,192.43025054099638,D,D,150.0648503894346,-54.825307839853444,D,E,E,C,0
No,35,None,-137.34832447479047,126.81022393414831,E,B,-151.9206187194702,52.51888763051418,E,D,A,A,1
None,23,Jewish,-9.94188138746474,-185.2752768795866,D,B,-37.45760190596217,17.3094257592159,C,A,E,A,0
Mental,54,Jewish,35.64265592927823,42.381850692433616,C,A,45.53018932855278,54.03999737240481,E,C,B,E,1
Physical,34,Muslim,-28.496103987383552,118.54397113352152,A,E,-168.7293793698554,-108.90146747253023,A,B,E,E,1
None,70,Other,109.43274233970301,-96.96130580985587,C,D,10.014354079679647,51.97772457174404,A,D,D,D,1
None,79,Buddhist,-144.1830104150332,114.92258591182807,C,B,-103.70444574263882,-167.84782943641093,C,D,A,E,0
Yes,25,Jewish,-29.809345270475852,-58.76978086495879,D,C,130.12820365773473,140.76259559502046,A,C,D,E,0
Physical,62,Other,-47.69001472527064,16.465289884813558,E,A,49.06499442011308,-202.9999310086279,B,B,A,D,1
Mental,90,Buddhist,-93.53053881301938,-39.715000312069435,C,C,49.90044591412921,-47.65854576102732,A,C,B,B,0
Yes,31,Hindu,-54.09664629820874,240.3738990158395,B,D,131.1022268574384,-86.01618600243398,A,E,B,A,1
Mental,23,None,52.45294395270038,28.297323016790028,B,A,137.68859889530003,-255.55830023802758,A,D,D,E,1
Yes,84,Hindu,32.77150441389758,-110.90304664188295,C,E,114.62603718974052,234.27488934294817,D,B,A,B,0
Both,40,None,10.062828160836448,-151.88408963434833,B,A,160.77494429082913,59.600760426051224,E,E,B,A,1
Physical,59,Buddhist,204.88802466421686,-207.07045398587715,E,E,-2.7771416517878613,-192.72173801798533,E,E,E,E,0
Mental,54,Jewish,26.04231438213858,128.12600792667612,E,B,-13.10218930118284,-167.6150080383682,E,B,E,E,0
Yes,53,Buddhist,-52.69925050039625,-77.6956979295402,D,E,-193.65827703444697,-94.68557379533729,A,A,C,E,0
No,43,Muslim,129.76201208405956,-35.34041670800849,C,D,67.03609374079824,-207.68708097674832,D,A,D,A,0
Mental,37,Other,-51.98644073278589,-5.703989604273243,D,B,-85.04018252958701,-50.3100209954213,A,A,C,A,0
Both,38,Muslim,29.298234180562154,-56.307724680842306,C,D,-7.346054440232876,-142.18687646545655,B,D,C,E,0
Mental,52,Christian,45.571755018041834,91.56966510097475,A,B,115.24239191932924,19.964976110982878,E,C,A,C,0
Physical,78,Jewish,31.639764882297367,-23.67307816200225,D,E,-15.02038185015991,-89.11897801429505,D,C,E,C,0
Yes,84,Muslim,-143.31118490536085,28.931185964269236,D,A,42.669253969964416,-61.41732653132286,E,B,D,C,0
Both,68,Jewish,122.05238423206212,-7.073887141419682,E,B,124.37476901113338,-79.50830734576246,E,E,D,C,1
Physical,35,Muslim,138.74765191476678,68.32765996906782,D,C,115.2515117995665,-44.45054984198315,E,E,D,E,0
Physical,72,Other,-89.65498323541038,55.41622015854249,C,A,-81.62603257984752,-102.56912507713474,D,E,A,B,1
Mental,60,Christian,32.22814368971071,114.2356516003482,A,C,32.85840848809524,154.50160703123603,C,A,B,A,1
No,60,Buddhist,21.035445471629487,19.08565907513404,A,C,11.403412131441755,-152.97073050402616,C,B,D,B,0
Mental,19,Jewish,11.834496676150666,90.83478356020439,C,D,180.48283730462472,-87.87326785783752,E,A,B,B,1
Mental,56,Hindu,-116.20902895551734,84.90243373725683,A,C,-6.924700399766386,2.9288026248297077,E,B,C,D,1
Mental,84,Buddhist,189.36519542456315,24.55059271929735,E,E,89.01925762129882,-32.55096989850532,A,B,E,D,0
Both,97,None,54.66412998716198,-38.65587503017732,D,D,-38.08087697661588,-148.9885395863245,E,D,E,C,1
Yes,80,Muslim,88.1599466656409,7.04255432683276,E,B,-94.66601307817685,-100.95323522546289,D,B,A,D,1
None,40,Muslim,139.57290210584844,-80.90103938682115,A,B,-48.847018719295384,-115.19965010909057,D,B,E,E,0
Mental,88,Buddhist,79.26586530632157,-153.79226097279184,D,B,-131.05459505669563,-87.96150795377406,C,A,A,D,1
No,83,Jewish,-4.142799562020876,-115.51153373145422,E,C,-178.96249295129064,-36.4696382264607,B,C,B,E,1
Physical,80,Buddhist,33.39497656436981,1.7351524307914712,B,C,-50.83396718252686,-44.37949156058752,B,B,E,C,0
None,82,None,-25.7831529090086,43.50595887724942,B,D,101.55067304886947,-59.84722893635931,E,D,D,A,0
Physical,30,Other,123.63281258772321,16.48368042075627,A,B,108.74742530031149,-232.27012422227097,B,B,B,D,0
No,81,Muslim,144.29195112314835,119.22883189932148,E,D,-28.216384631821217,4.965195238415932,B,D,B,E,0
Both,19,Jewish,180.6503951544923,2.226551440587266,C,C,-46.92013313353615,63.6434994914536,B,D,B,E,0
Mental,57,Other,-141.90135466421958,-176.33481337900665,E,C,-137.64770508254833,-21.78774431344422,A,A,B,D,1
Yes,58,None,34.55357136170053,25.675835700387623,C,A,40.769359160975284,136.85525577572395,C,B,A,C,0
Mental,78,Hindu,124.12456041619915,161.65819115663558,C,D,64.78459718908506,-12.014461818544756,D,A,D,A,0
No,22,Christian,148.5775431296482,132.05081801387115,D,A,-25.62253925000449,-67.00304030192602,B,D,A,B,1
Both,43,None,4.8340414979437165,0.732196521343517,B,C,-90.06675025272459,44.77550283597423,C,D,D,E,1
None,96,Other,126.25947854510741,-45.16006209882943,B,D,-27.257989453224102,15.785693224538623,A,B,D,B,1
Physical,48,None,17.286896014021725,191.39949631645504,B,D,119.38321585621155,-174.63387027188895,B,B,C,A,0
Yes,40,Hindu,81.57200977946093,90.08473892942082,C,A,44.27468100967188,-89.91080689259896,D,D,B,B,0
No,62,Jewish,40.06272364011815,18.50774992496839,E,A,54.839344682578286,55.68316960328259,B,C,B,C,0
Mental,95,None,185.78947849140883,-116.46028646165587,D,C,173.7110771589001,70.68647477734206,C,E,C,D,1
Mental,98,None,113.87375016135812,16.99960203688004,E,C,-125.14645075862758,-97.87187983917094,A,B,A,A,0
Both,86,Other,-13.581735407595474,-61.267171997265116,D,D,214.86856679132487,86.4074362101223,B,D,E,B,1
No,61,Christian,-4.178050322879446,-63.59331507788474,D,D,-20.01907187781261,238.2761405135865,A,B,B,A,0
No,41,Christian,-98.77059554176651,22.395595446227862,C,B,-81.4748251558392,-73.85692558731282,E,B,C,C,1
Physical,47,Hindu,-23.380544171070532,-51.332484158989956,B,C,18.705661670413573,30.6094401193525,C,D,A,A,1
None,22,Other,-10.279089543533662,-6.0294070462028655,D,D,-93.66029853483082,27.68305550136566,E,B,B,D,0
Mental,99,Hindu,-43.98565639072228,-14.62481095215176,E,B,-103.19401424493189,-50.19995322217091,D,A,C,A,0
Both,21,Christian,-78.58679196685696,183.8761805514143,A,B,158.72973767208808,68.67714604044988,B,D,D,D,1
Yes,75,Buddhist,3.8370626614304695,-112.2203032996931,E,E,17.117918078906666,11.252194529714236,E,E,C,B,0
None,90,None,-16.017527478866953,93.40520518448045,B,E,-119.82687715907818,-67.07262938637842,D,A,A,B,0
Both,56,Jewish,-217.56911637092284,2.8389426450971547,B,B,38.79595387718161,-43.71787771777449,A,E,D,A,0
Both,45,Christian,-120.39725060192683,-62.85735125398922,A,E,174.33728363080732,-86.66234222972541,B,B,D,A,0
Yes,25,Muslim,-12.305535229876632,71.64912631318091,A,D,-12.457792690568553,-26.621071593710376,C,B,C,B,1
Mental,23,None,-101.7218896738598,29.639701247824064,E,E,53.64000721425083,-130.25093005124393,D,B,B,B,1
Both,24,Christian,155.19628494593002,-120.96281522776337,C,B,-26.389293145574065,-24.355662017330744,D,E,A,A,1
No,78,Muslim,116.10265937387454,108.14577014828602,A,C,-170.98207240165374,-18.117805057527313,D,B,E,D,1
None,60,Muslim,-66.85124901455745,-90.05057385389851,A,B,-122.07040435904676,-5.29249845484875,D,D,D,B,1
Both,72,Buddhist,-41.64570571537325,-8.950156690944823,B,E,55.651590437502676,-88.04087452083257,E,B,D,E,1
Both,84,Muslim,-65.41826202479527,-176.54387282771506,D,C,8.424431453031442,157.20747879388082,E,B,E,D,1
Both,44,Jewish,-119.72260104177454,-104.65512349196938,B,C,-255.81151323672674,1.5626347534004932,C,C,E,A,1
Yes,57,None,60.99902572959805,-150.03306937518886,C,E,-188.68251048065284,-21.999649234298772,E,E,A,B,0
No,76,Muslim,9.276383195571187,44.52487682272405,C,E,12.542898450003449,58.58923853291047,E,D,D,E,1
Mental,54,Buddhist,46.460834478669696,-39.633291975350836,D,D,81.86511742629841,133.64337493606925,E,C,E,A,0
Mental,36,Jewish,-56.13057370591691,40.33318915298298,D,C,-194.26202639564875,-201.64462945624294,B,C,E,D,1
Mental,30,Buddhist,-6.637527133303961,-23.874967994804848,C,D,-1.6068224877760298,-20.614972971317073,A,B,A,C,1
Mental,63,Hindu,4.330630450008862,2.914474429837015,A,B,-29.097998093148824,129.5721843512605,B,A,E,E,0
None,28,Christian,162.96784166424092,-94.22483625247983,A,D,9.45034554753334,-64.51547177489947,C,A,B,C,1
None,39,Muslim,-82.12703940521176,149.59378228398415,B,A,-38.201571382901136,-49.637347598920236,D,C,E,D,0
No,64,Buddhist,189.53439764096916,-79.82379769082729,E,E,-24.751626224936373,15.455312325718479,E,A,D,E,0
Physical,41,Muslim,82.80088450479118,18.15275480120392,B,A,-90.4883549053935,20.890339718204352,A,D,E,E,0
Mental,93,Hindu,-131.4953765670864,-42.51361109341715,E,B,-32.6503612336716,91.89051202050534,B,A,A,A,1
None,60,Jewish,47.484543125559355,-21.820629898813245,E,D,-138.24197744436685,-16.529904571837278,E,E,D,E,1
Yes,69,Muslim,-71.70483423748578,-24.112238743953327,A,D,-56.041627552969175,27.06102532644194,B,C,A,E,1
Yes,39,Jewish,-107.76426869136264,95.47752387952069,B,A,-43.996208691079644,-77.44136329270994,A,A,A,C,1
No,99,Christian,73.55427085525432,-151.89010926750623,B,B,14.189107004781002,24.799858366688948,A,E,D,A,0
No,89,Christian,109.29604312153643,-23.24197561759969,E,B,219.80543750982835,94.87013340761047,E,D,A,E,1
None,73,Other,-300.33174689865655,-66.09385732286306,E,E,-55.15824978007085,-33.871389048878015,A,B,C,C,1
No,85,Muslim,-99.10416671950021,80.81292834080055,A,B,-10.192663803662125,151.86866388987852,D,D,A,E,1
None,32,Other,131.04023759042747,109.58988993952855,E,B,-174.25725626196137,45.015765426349006,A,D,B,D,0
Mental,28,Hindu,-129.58773531911555,33.78921519552019,E,A,-126.86847248297619,-156.25857141825455,B,B,E,D,0
Both,36,Other,100.35938403592444,-21.693505949919135,E,D,32.683754434670035,-87.51439506747792,A,C,B,E,0
None,77,None,-9.165059557925485,-148.5571736260736,C,D,-177.97500410951162,-16.28411358901217,D,B,C,C,0
Mental,60,Hindu,44.238450747786814,124.48871856307694,D,D,-103.63321638566909,-19.479140831025955,B,A,D,C,1
Mental,63,Buddhist,-205.55377164447802,33.20399604377367,E,C,18.508936285486893,-41.257641100333785,C,C,E,D,1
No,84,Muslim,250.6427561749208,-82.99682719571007,A,A,-1.998898597276148,133.94323596020337,D,C,E,C,0
None,91,Muslim,-70.17421439042634,-147.33492965938458,A,B,-152.7269059369604,-0.7892455979071428,E,A,B,C,1
Both,37,Christian,174.63278488386325,-14.525520245627973,E,E,-3.9899896723113324,-16.17291526976141,A,E,D,E,1
None,37,Other,41.8007485042159,17.73687756034708,E,A,-45.39072482106528,-91.85737402318844,C,C,A,A,0
None,86,Other,53.81925175712081,75.03519772773717,B,A,-100.82655595544261,-22.849367827127093,E,B,A,C,0
No,72,Other,-82.42026470105085,-66.99278548942274,A,A,207.42025693273675,209.27319542520436,C,A,B,A,0
Both,59,Hindu,-181.92572147580037,67.41830152049201,E,B,155.8598540489405,-23.55410721492429,E,E,B,C,1
None,93,None,-35.52383956820886,-110.9704705910991,B,A,20.5153774342973,24.613968793408645,A,A,E,C,1
Yes,83,Muslim,-51.537390271847826,-113.3021516028924,C,A,31.420798916282195,-35.69191876680008,D,E,D,C,1
No,47,None,-177.78080742277552,-75.84559233210135,E,D,35.282176026912786,46.71304138917035,A,C,C,D,0
Physical,52,Jewish,21.602132384374695,-77.39986356378392,B,E,3.6531951322604894,-64.65489516596668,E,B,E,E,0
Yes,21,Jewish,-75.8281202970218,120.88476454388875,E,B,-102.57943402279403,-164.40681774608296,A,E,E,E,0
None,46,Other,-64.31357894703274,-51.143607555703966,B,D,5.430206252937422,2.1523894225730498,E,C,A,B,0
Mental,85,Buddhist,-161.20593712530507,93.0642997834589,D,D,-0.05723824498097532,173.70364898533094,C,B,C,C,0
Both,23,None,-74.36119396211951,158.8486742286123,B,C,58.96153618165292,0.4707102623123093,C,E,A,E,1
Yes,37,Buddhist,-150.89551237868633,-109.80565737532339,C,A,-69.99772380562915,43.64555496434943,B,B,C,C,1
Physical,30,Muslim,-112.29372878886599,15.907904567586787,B,D,-166.7513627024419,42.774387125075265,A,C,B,A,0
Mental,97,Other,124.27661410187147,-78.92035383532573,E,A,-87.61522944621638,2.63783458479293,C,A,E,E,0
Mental,38,Buddhist,-111.55414678510208,167.35727120112546,B,B,-33.827940555976774,-52.49246826442134,A,B,B,A,0
Yes,25,Buddhist,1.1576267513885863,-29.410848080618546,A,B,13.204350598594292,75.33231390845685,C,D,B,D,0
None,35,Muslim,72.64342427265092,82.25120362701601,C,E,-63.133522588811566,65.34987060976326,A,E,A,E,0
Mental,86,Jewish,16.876716785477957,30.39397526347588,A,A,199.68422811518232,-13.429473681080653,B,B,E,A,0
Mental,22,Other,36.23593987914378,-38.797768763987726,C,A,-19.333692628039405,102.68357313215645,C,D,E,E,1
None,85,Buddhist,6.281258342662026,120.95820985093124,B,E,35.91083635627136,235.31553222173505,D,C,B,A,0
No,35,Jewish,-356.66989034846017,59.93511677230335,E,C,-21.653594343202098,-14.582318181610832,C,D,C,A,1
Physical,67,Muslim,-28.893058086746,-27.31353264120026,C,B,117.40481913724008,40.49510010683801,B,B,B,C,1
Both,30,None,179.9537337809554,179.75092885006242,C,A,-84.33165438074397,5.637065131739562,D,B,D,B,1
Mental,92,None,-97.56725566566674,-30.101703313428153,B,E,-9.385096936244333,221.8175479791871,E,B,D,B,1
No,75,Jewish,59.674929054734974,-54.195793682438264,B,D,38.10206814582718,-88.93829956730566,B,A,A,E,0
None,45,Jewish,38.503046925670816,-109.12921888592248,D,C,-125.71877736657675,92.45310350157693,B,D,B,D,0
Yes,98,Christian,146.34470767702265,43.43506048402095,B,B,-5.124913512837875,15.147442668849337,D,D,E,D,1
Both,18,None,16.55651012600969,41.41190741458864,A,A,47.497940131922526,-25.875852168205636,A,A,B,D,0
Physical,76,Jewish,45.39612983870608,-129.569683748513,C,D,113.2204486458735,36.02336928734799,E,C,D,C,1
None,50,Christian,6.892116836063241,-62.16047831107653,B,A,-80.05639422511982,-161.4842770092383,E,E,C,B,1
Physical,42,Jewish,-121.19270524263345,-123.27561042141613,B,C,-94.89355742802753,-85.84897406273288,C,A,E,B,1
No,45,None,22.982956844954746,29.278179469731835,C,E,-23.589084353910845,-33.51919068207498,B,C,C,B,1
Mental,95,Hindu,-140.05387035307984,5.940576025018371,C,C,-151.19003767772736,59.03205063743191,C,C,A,C,0
Physical,54,Jewish,1.69556530311776,107.99451759496715,E,B,-1.2705196984560427,89.09904269608587,B,B,D,A,0
None,99,Buddhist,46.10904906357721,106.71987802805268,A,B,3.4546960917284464,-107.65426131405991,A,C,C,D,0
Mental,96,Hindu,32.054891870347745,30.417759319031823,D,A,22.532414919398633,-59.99503449867023,A,E,B,C,1
No,44,Jewish,-149.24758941703328,144.93073722210582,C,B,-136.60572488797857,23.06092942561381,A,E,E,C,0
Both,62,Other,204.2030804337253,220.14881531058467,C,E,-52.3416149529581,54.46840608737153,B,C,B,E,1
None,29,Hindu,-119.83515195238583,-0.8023351320718743,D,C,55.33237072189061,-130.22484367972186,A,B,D,D,1
Mental,41,Christian,-180.73028692830673,1.3837196652839407,C,A,-71.1254590565575,-83.78893562079102,A,E,D,C,1
None,86,Jewish,177.07468082994674,-141.61531580713464,C,C,-118.65408245975424,-96.21686937253219,A,C,A,A,1
Yes,89,None,-107.29347858092753,42.03320951640217,A,A,16.89811391145843,-134.06633992836103,C,D,B,E,1
Physical,29,Jewish,174.60030779087617,2.334544218876347,A,D,-7.664486578204005,-58.58092228620899,E,C,E,D,0
No,68,Hindu,-8.159967471040572,-68.32346141130297,B,D,-95.05370826297339,-34.96504839032327,D,E,D,B,0
None,32,Christian,-33.31593547168486,-17.610648720046484,A,B,-76.74951232612256,40.60986572965331,C,C,E,C,1
Physical,22,Other,-116.10784633145241,20.903779519410463,E,C,-241.74068288305315,46.60831408147756,A,B,A,D,1
No,92,Muslim,-157.50297629508808,-88.84983006564416,E,D,203.47426060253838,36.57761040375759,E,D,B,C,1
Mental,72,Christian,47.59294233599149,-75.62272697698121,E,B,16.046080395625697,3.3015158103294673,C,E,D,B,1
None,23,Buddhist,30.423888205285138,26.518452761060434,C,C,-68.64172525710748,-49.60462863527613,D,B,E,D,0
Yes,27,Other,103.84852887436482,60.553563485264306,C,D,170.85095593973395,-2.8500598400730897,C,D,C,C,1
Mental,69,Jewish,-45.73517969990434,20.047326140692963,C,B,85.03975982978065,-106.9343382127418,A,C,A,E,1
Mental,32,None,-0.9824729041804848,36.43539585215551,C,D,14.057260347258596,96.28426363467713,A,B,E,B,0
Physical,75,Jewish,22.747492253881514,-57.572283134269654,C,B,-113.60513996314154,-74.85962281963921,D,A,C,C,1
Yes,30,Hindu,-10.614492990363264,91.93466937115657,B,C,60.024012713327444,-6.055074298304115,E,D,D,A,0
Yes,19,Buddhist,-43.22531598916471,59.52210625336563,C,C,-19.33994717694179,9.561422122625467,B,B,C,D,1
Mental,31,Christian,3.2482071767618685,91.6000125207172,C,C,-75.5807184168981,25.99265792673371,B,E,E,C,1
Physical,57,Muslim,96.76831865470088,-60.7483649236068,B,E,-34.175633610119554,54.14281823771966,B,D,E,A,1
Yes,92,Other,69.60084960174002,-57.27984253482261,B,C,114.70856953144333,-49.34179183117997,D,A,A,C,1
Yes,42,Other,-69.89239583667381,62.668859499580186,B,E,-59.74538102404261,92.46569200229501,B,E,B,B,0
None,94,Jewish,-16.0368589219061,46.96719399130314,D,C,21.924106952528312,42.8707634803042,E,B,B,B,0
None,32,Christian,80.79463123756459,-17.44103258881075,C,A,-70.82295564690466,-40.53428961734178,A,A,E,A,0
Both,31,Hindu,82.09404020474443,244.03383670682547,D,C,-0.4668598463410769,31.486931275178627,B,C,D,B,1
No,76,Christian,118.94312264557043,-47.08466257105094,C,B,185.99272254204922,53.47165116037254,A,A,D,C,0
Yes,77,None,-40.24733974101911,-55.88836931325232,D,E,-139.90637069049697,41.15465282107991,E,E,A,D,1
Mental,75,Christian,-20.03584026679404,104.59090996981759,B,A,-38.04153763091928,-62.99585292107508,E,C,E,A,1
Yes,50,Muslim,-111.63327685924791,93.29583528542464,C,B,-41.74697880442068,98.69306929644759,A,A,B,D,0
Physical,57,Christian,20.274634511085825,41.88380916798261,A,A,-24.351329836125565,-50.526024259687816,D,B,D,E,1
No,38,Hindu,52.035825908867004,13.115244028762524,E,D,100.46241302819803,41.56043874812608,E,D,D,A,0
None,73,Other,4.222333340173325,-31.6426968699179,E,C,-188.67984653164729,-30.878563037833462,A,B,C,C,0
Physical,92,Other,60.31563863447087,-10.753933013389958,E,A,-22.3357394150341,-29.577794874686404,D,C,E,B,0
None,24,Hindu,-144.46921733847424,-80.41052859178612,E,A,-68.18030674141234,-94.47588165809489,B,A,C,B,0
Physical,99,Christian,94.83807048377425,-51.16992238753875,E,C,54.23234767656109,77.9913400840573,E,C,B,E,1
Mental,75,Jewish,-58.77586080095719,-73.43260940616571,E,A,-66.22788555608636,-67.2956383284034,D,C,B,D,1
No,27,Muslim,182.8654115324632,79.39707169333936,D,A,59.590309919129545,-94.37801928876051,C,E,D,B,0
Mental,41,Christian,-135.7863832244186,94.90209503092045,A,C,-133.29861528110743,156.02673109965517,C,D,A,C,0
Mental,84,Jewish,117.26296449179196,108.75008013519172,B,B,-83.44864687626281,80.84396836563637,B,A,C,C,0
Mental,54,Other,-2.6295565458767025,21.695535276650432,A,D,102.27886547748753,-105.46686176898206,A,E,E,D,1
Mental,95,Christian,-48.823041678731705,-17.041234213300672,B,A,-96.325622558623,-6.120395188891886,C,B,B,D,0
Yes,81,None,60.5256243606218,11.794709879711123,D,A,22.879514092384095,67.43651876601587,B,E,C,A,1
Mental,92,Christian,116.99743821412947,56.10627696318492,D,D,-12.096627945769306,-47.08114815127508,E,E,E,E,1
None,40,Buddhist,91.94382147541748,43.12052307048412,D,C,-106.05510390085315,-41.114886049306335,A,A,B,D,0
Both,32,Christian,64.31510316968054,-139.23118491178394,B,D,50.76435981911952,77.47496719995236,A,C,D,D,0
No,34,Christian,171.03319431945687,-140.77734928020428,B,A,-87.8036430549643,-25.53179956431636,B,A,C,C,1
Mental,85,None,71.18704178442819,145.69008508223462,E,D,22.82734081991153,161.25553515536544,A,C,A,B,1
Physical,28,Other,-26.87961580355609,165.8563090445316,E,E,199.58816458922342,-2.7659987628920693,A,C,A,E,0
Both,58,Jewish,26.68775488083058,20.0158746083898,B,A,-56.15747090476444,-40.292623869197115,D,B,E,B,0
None,35,Christian,-157.93403180321096,-3.2762539628837253,B,D,-37.143225933964615,-123.47666368134922,C,D,D,A,1
Mental,27,Buddhist,19.862717612444765,46.90560146830393,A,E,15.005424914377135,149.67986337184996,D,C,E,B,1
Both,47,None,174.3097227300323,307.19404299504293,E,A,73.2598105352503,23.132942318615722,C,C,B,A,0
Both,40,Muslim,-247.35260976999663,1.5108640602813859,D,D,119.26627227011448,-144.63214776754006,C,B,A,E,0
Mental,21,Hindu,9.461892964949062,-424.5025625050733,C,E,-139.95861793497286,-60.532729394861406,B,B,A,D,0
Yes,75,Other,-16.24024682323911,-2.3736028820789628,D,B,34.462894179384435,-48.861252824939285,E,C,D,E,1
Mental,34,Other,-79.37330877420796,110.64322331051702,D,A,57.64528053139841,92.57882593283176,A,E,A,B,0
Both,52,None,82.79601990995916,-70.44255122917754,A,A,-118.3888524686233,-75.21182730193885,D,C,D,D,1
Yes,54,Other,55.089187229150106,75.06584923426612,A,A,127.7290159131531,61.8815340560238,C,E,A,B,1
Mental,67,Buddhist,150.62711950450262,77.8288147096379,D,E,123.25102204838973,132.30270766881534,E,E,D,C,0
Mental,22,Christian,99.6864077588648,32.46335688994268,C,E,-102.371720737869,-61.60296651675436,E,A,B,C,0
None,86,Buddhist,3.804048362556909,183.50003863070847,A,B,127.26646542083022,85.40869798498022,D,D,A,B,1
None,81,Hindu,161.23187706245125,35.95481417645373,A,A,-21.691741664507482,18.59151137304528,E,D,A,A,1
No,91,Hindu,22.424395492889293,43.142256787788625,E,C,79.27110290056098,-22.777742375267067,A,D,E,C,0
