age_range,Disability,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
36-50,Both,None,-38.43819771511894,-17.438025910053387,C,28.599308216664436,A,-93.7678773387024,1
36-50,Physical,Muslim,124.42742171029735,-37.520351478382764,E,-33.73245830410807,C,177.41998438251468,1
36-50,Both,Buddhist,165.04654255063596,81.3387798272588,B,-118.73244735579429,B,-326.7736699613947,0
36-50,None,Jewish,-107.92316904438368,197.15145450261866,C,-168.95747019484511,C,-14.711975398857685,1
18-25,Yes,Muslim,19.018560116738357,61.159648269976486,B,71.00425364605955,C,-89.07905641455922,0
18-25,None,Buddhist,-62.505655601429375,-25.878347610875014,D,86.14493625298255,B,-189.02584216259828,0
18-25,Yes,Christian,26.699294265414274,-34.104325543051445,A,-29.384219744429906,A,-151.97454360080476,1
36-50,None,Hindu,-71.18659104389556,180.6871775143083,E,75.75990088101759,A,58.351313437002005,1
51-65,Mental,Hindu,95.73655900196061,27.39126313378984,C,145.01140312837424,A,-32.746268575843715,1
36-50,Both,Hindu,-20.805851709569684,-25.062850324446895,C,-133.59846646719419,A,-33.857944319658884,0
36-50,Physical,Muslim,0.878289407170141,88.22833063221081,E,-107.57595808744414,A,46.964347026037004,0
26-35,Yes,Muslim,28.044837519536582,-46.17163881764569,C,286.540182910488,D,-192.95749825676327,0
18-25,Both,Muslim,139.88096263872126,-17.01199974685215,C,102.93609667991801,B,88.05284811566125,1
26-35,Physical,Hindu,119.70167359506097,42.81127439084847,A,243.04074595793557,B,56.68191460203816,0
18-25,None,Muslim,-2.6821569311250957,-151.1050988351051,E,-59.04604214324615,B,1.3594240455502453,0
18-25,Physical,None,7.817563108130611,-41.296356234603316,C,24.382806251023855,D,-26.766678961922214,1
51-65,Mental,Other,58.126365184443316,41.09271039967972,D,-13.028858035516297,E,-151.48799976399317,1
18-25,Yes,Other,121.87324617055053,63.24033044917127,D,9.508757728727927,C,24.28561412711321,0
26-35,Mental,Other,-40.25714112546874,-116.48950419090127,A,-9.277297849493724,E,22.80888910788214,0
65+,None,Other,6.213776544117371,-103.67475922586141,A,84.27266475339276,A,109.02322478178704,0
18-25,None,Muslim,104.79750630960984,4.870090750584614,B,27.442887632643092,E,-224.20765931432948,0
65+,Mental,Other,-46.71583357788503,150.93287795501553,C,22.045548758973524,C,-85.54158404528918,1
36-50,Mental,Muslim,27.098572586903018,-19.19117233547211,C,-21.62551213061082,C,10.634585490629172,0
18-25,No,Buddhist,14.25789244716139,115.0293754941589,A,30.464064338406487,C,127.02763128631129,0
18-25,Mental,Other,-23.67499433219852,-113.61191360059001,E,-26.97230009089878,B,33.39637280437547,0
26-35,None,Buddhist,-143.36057066096504,-4.232252496675986,E,4.167436354290063,A,-199.63297564686832,1
65+,Physical,None,-39.24613138745464,64.33706114414531,B,-141.34333037439885,E,237.9677871933144,1
65+,Mental,Buddhist,-15.791058348188619,-62.485273286267606,C,-90.96467599867137,B,-205.9229931110324,1
51-65,No,Other,-84.5646664444548,69.75945432808186,C,123.81773501399105,B,-42.008491517026734,0
26-35,Physical,Muslim,-28.859044437755717,-231.99564059164354,C,16.565741979945205,B,15.416205301412617,1
26-35,Both,None,54.69225033248974,-42.999871046201946,E,48.44909328154261,E,3.352391185209009,0
26-35,None,Christian,231.97075554681717,67.18797205651244,A,144.1103852418395,C,-227.56521458784968,1
51-65,No,None,-14.695520722112509,-52.98270609318428,D,-76.10687641784058,A,31.171373842127835,0
26-35,Mental,Buddhist,-151.0571216870641,-65.37256181404938,A,69.40304953214775,B,131.98080609892173,1
18-25,None,Muslim,30.27119104873295,-150.89249192773292,D,-5.0275038715864255,B,7.9482304087181,0
65+,None,Christian,180.15722550418732,7.460028825459456,B,90.53398001998725,A,-121.70806044609202,0
18-25,Physical,Muslim,-107.28200360780677,-64.84924700658196,B,-69.41302910400304,E,72.93699593807592,0
65+,Both,None,7.091439878326971,-127.38948628907494,C,14.087124890284173,A,106.22322546547211,1
18-25,None,Muslim,-48.8458637092952,-54.782658199395804,C,15.492947492960093,A,-194.65664177229576,0
65+,Physical,Hindu,96.76245263463898,-14.153295449797392,D,-195.19237425767685,B,4.006614570697612,1
18-25,Physical,Jewish,-165.84002912826702,-10.492896374529117,E,-73.3782207206043,A,13.037586389610183,1
51-65,Physical,Hindu,11.206876642520069,-37.33023157012385,B,57.96321726399366,A,-44.0781303333754,0
26-35,No,Other,-125.36427950358602,-8.77076146730341,C,-74.10559726957754,A,-171.86600477569516,0
51-65,Both,Hindu,-74.32131145975197,145.27199873056483,A,-84.31340291566232,C,97.30155957948853,1
26-35,Physical,Christian,52.85962673973751,168.63485815475937,B,-30.479244571484386,E,27.971257340818934,1
65+,None,Buddhist,120.07551769977944,136.09888169280154,B,-43.58499130333,A,1.1104588357281198,0
65+,No,Other,-39.46050013349684,27.93971974146145,B,56.19505976220462,E,-157.46053592992538,1
26-35,Both,Jewish,-6.360104834544192,-27.64570145653697,A,-84.5652980328473,C,-161.16753080570604,0
65+,No,Buddhist,-210.79558072685276,19.841490833162702,C,103.9894607634937,B,139.8805274979686,1
18-25,Mental,Christian,11.294396376236584,193.31304299825064,E,86.1797922292239,A,29.885961323247408,0
51-65,None,Jewish,-39.49805430245469,61.17871340521827,C,69.30852851076638,C,158.0785989734868,1
26-35,None,Jewish,64.2451543517225,42.48683880746794,D,10.323780798422199,A,-196.5084281282731,1
36-50,Physical,Jewish,-47.38656486156804,122.01464829862729,D,40.79029575590504,C,-110.03137103273714,0
65+,Mental,Christian,39.10248671457777,22.55886158898555,E,50.282337401819035,D,-12.280881777735946,0
51-65,Mental,Christian,-93.90560019615243,18.440148059460743,B,-8.409182577377285,B,148.70945919850254,0
18-25,None,Muslim,213.0570206218552,94.8198611387109,A,-115.63989727526804,C,132.06481077378237,0
36-50,Mental,Buddhist,-20.08623279008573,55.83166276413728,C,-32.923239681330934,B,-120.10392747667325,0
65+,Yes,Christian,54.12012402460531,-72.5543730361286,C,-126.06511377679846,E,144.15374157188552,0
51-65,Physical,Jewish,35.77055749555329,26.19310174940094,A,7.761529194388814,B,70.97794868901894,0
51-65,None,Muslim,54.93179960779394,141.68448362284508,E,-9.41331911243045,B,11.854886832855424,1
36-50,Both,Hindu,32.98368615945891,48.10708620611948,B,15.072785988873086,C,22.407635617475798,1
36-50,Yes,None,-79.74298161400488,84.09846185879837,D,57.510154655675116,C,-138.1526982451302,1
51-65,Mental,Other,-48.37144170952875,37.31155083356247,A,-64.46952211509821,A,-31.01880554486392,1
36-50,Mental,Christian,74.47826348129645,19.472040393762256,B,242.13073378091116,E,-128.07816571032973,0
65+,Both,None,56.182821251261004,-75.53868176956259,B,15.335782747792864,B,93.3877750595022,0
51-65,Physical,Muslim,87.7117835627679,-71.3482827750107,E,-91.84745571948228,C,-41.43573649713607,0
51-65,No,Other,-55.51179890805733,69.095354128901,D,47.140873713861346,B,66.36465104101184,0
26-35,Physical,Christian,47.55763581268427,59.016107116545214,D,41.395258274037,A,-52.98942998000309,1
51-65,Mental,Hindu,26.896128434057005,-46.47984601733508,C,62.05036627728414,E,-11.11369841383581,0
51-65,Both,Jewish,116.82185704536947,-48.29735724477797,A,-189.18904829413842,E,-51.28453463924565,1
65+,Yes,Muslim,-19.04172726303001,123.25593198198813,B,-189.51894985818757,A,-67.17930092936449,1
18-25,Yes,Other,-52.38166087886699,-87.22536480071209,E,12.942601383854393,E,50.046632508880876,1
36-50,None,Jewish,-202.01543577758355,22.562309215987668,A,-70.18648217275329,D,39.30269187457757,0
36-50,No,Other,44.82052366393899,22.56428923272675,D,120.52496319515488,E,-96.79273200415417,1
18-25,None,Buddhist,-6.315742237299406,-0.9818833525717561,D,-138.99964484610666,E,85.83902866863392,0
18-25,None,Buddhist,59.08593469132432,-79.5484819531297,A,25.422508648370933,A,-37.539566953051015,0
65+,Mental,Hindu,184.9337918005698,-20.521942370780128,E,-98.49758925238848,E,-120.80025347058805,0
18-25,None,Jewish,63.20126226234469,57.500555745786066,D,-111.89627961951905,A,12.552823832339044,0
65+,No,Hindu,73.02584668216315,322.5258714992401,C,66.5691460780722,B,-68.82991260556727,1
51-65,Both,Christian,-32.55217789621126,73.95144784681081,A,141.2636449629698,B,-124.11414104796674,1
36-50,Yes,Buddhist,-21.64844306875238,-144.00227820719954,B,-48.08519942342182,B,51.900693879434826,1
36-50,Physical,Muslim,46.5052709287056,19.707985317650902,D,56.48833662228694,E,-140.07180997810323,0
18-25,Both,Jewish,-32.843030022844175,72.05849315522384,B,-89.17092100387048,C,148.6996897602083,1
36-50,Mental,Buddhist,-54.76696659673203,121.38382114121859,C,22.16625991144894,B,7.663184610490817,0
26-35,None,Muslim,-54.08124830566406,59.36700320525402,D,108.8267673619232,A,70.76474125124824,1
51-65,Physical,Hindu,-26.527556884641456,-87.14411696066448,D,199.01974176862817,A,-61.515278058755854,0
18-25,Mental,Hindu,61.628666056693696,-60.830462194807836,C,-46.14203207303641,A,91.02087890544769,0
18-25,None,Other,-0.4675964917391501,-153.52024113025914,B,-102.38663868377034,B,79.1645157370021,0
65+,Physical,Other,99.92029627482776,-30.279716488140213,E,-2.8779668654299693,E,47.8143147474809,1
18-25,Physical,Christian,-74.71003574146657,8.039509701155108,D,67.66426908728967,C,2.8554030547549485,1
26-35,Mental,Jewish,75.68539792730486,48.92118622706964,D,77.64785960011423,E,35.399685452131266,1
51-65,None,Buddhist,186.61076165731748,-37.48211714110075,D,-2.230401201072061,E,222.341229836365,0
51-65,None,Muslim,40.06110265615802,-229.65838303187894,A,7.961298879829114,E,-11.641962648946217,1
36-50,Both,Buddhist,5.300596880791478,-51.07525103762105,C,-18.13350367661963,C,-43.19271891750557,1
51-65,Mental,Hindu,-96.30373949782091,48.187434631497204,D,-111.86982926727971,E,150.73161777676165,0
36-50,None,Christian,42.943277086388285,72.46746845834986,E,-39.97163576779477,B,-90.15341838589552,1
36-50,Mental,Hindu,-65.88584815288327,-124.3059189662149,B,16.42611698329124,C,-0.73156070568765,1
65+,No,Buddhist,-17.81144469582198,227.3844812667892,E,-62.86877926418811,B,54.681707526520896,1
51-65,Mental,Christian,18.3104768011614,19.205886624596037,C,64.74142714986733,A,-141.71006643314448,0
36-50,No,Muslim,82.33212834372424,70.51747286887591,B,80.77669581768963,E,-82.32066637507378,1
51-65,Physical,None,-34.11312986331112,106.75468367460243,A,0.16925979793438764,C,13.357224058893655,1
65+,Both,Other,118.12122359098436,31.31424112363978,C,38.95664569874985,D,2.102383131706487,1
51-65,Yes,Hindu,6.463928113533238,138.238862657015,B,102.6304145687637,D,112.0315990510852,0
51-65,Yes,Other,-75.79517137284269,-74.806498436953,B,-130.79043477499673,C,-114.33553253163609,1
36-50,Yes,Hindu,-131.40925742623335,-34.33975522578243,D,-50.509725476349196,C,-1.7681860882612623,0
18-25,Mental,Jewish,-58.99406173055171,-90.60431204822187,E,-142.49199077638838,C,218.13737626588824,0
65+,Mental,Jewish,132.3284340139693,164.1701097311685,D,-88.23276195055259,A,43.0508858746333,1
36-50,None,Christian,17.663043693523694,-40.162705729987124,C,20.0084586169512,C,-4.918346385786445,1
18-25,Both,Buddhist,35.61473075114171,-70.10128328405388,E,-31.138270756465168,E,27.402573461434287,0
51-65,None,Buddhist,16.445653702097587,-39.32556131665338,D,-70.70430640940633,A,105.8461449460628,1
51-65,None,Muslim,-27.377228616923382,164.50861071429864,C,28.9603937544719,B,104.40546424325146,0
26-35,Yes,Other,55.31122179624476,-260.4104868484408,C,-52.67547187465462,C,29.896949264957584,0
51-65,Yes,Hindu,-123.74791678636714,113.07840543173356,E,137.55383206040642,A,-40.10520170183362,0
65+,Mental,Jewish,-94.33061014831956,-31.766931972919267,C,-105.83682917564359,C,40.11511380636888,0
65+,Both,Hindu,-31.183522680338594,-268.71916549382524,B,82.04676594371996,B,-50.781375753577365,1
36-50,None,Hindu,60.456826193995916,-23.362345904737566,E,15.726265992437954,C,15.629541482949177,0
36-50,Mental,None,102.34531888868705,64.10452352645856,A,-24.774088738649933,D,-98.78408917418051,0
18-25,None,Hindu,266.92976539310126,-127.73290716252232,D,0.2544333395765883,A,-209.77876273852368,1
26-35,No,Jewish,-27.68070168284093,17.74164173006255,C,101.37746006111415,D,-12.456634392244727,0
65+,None,None,82.77303479581242,-26.627160440395787,C,69.15701071527506,D,56.051774943291235,1
51-65,Mental,Other,-33.90577967452626,17.483356260182084,D,-133.1806769364496,E,141.47059223220708,1
65+,No,Jewish,-176.8599224519024,0.29880891267014,D,-46.553850064815464,E,-145.15410323066996,0
51-65,No,Hindu,-108.62882205891158,-225.40215130357524,B,-70.6226431004232,A,164.03249739883216,0
18-25,Physical,Jewish,-91.7063304793863,-36.72114264496062,C,-31.973005021111007,C,214.5206288438784,0
18-25,Physical,Other,-77.62197293740824,57.721712158491066,A,32.807827908082935,D,-129.45695347864216,1
65+,Physical,None,-81.53853877107478,62.23456818592946,C,72.74604866986087,E,-78.61225588111617,0
36-50,Mental,Muslim,146.32097562793857,21.305187405175072,B,-67.01622835571762,D,-50.57500333244618,0
18-25,Yes,Other,66.11046792847111,-0.8615770358809508,E,45.844644958880934,A,-56.05744267691916,0
18-25,Yes,Buddhist,-23.920696307933913,-96.43059592470115,C,-48.815558361896976,D,251.560756780969,1
51-65,Physical,Buddhist,-182.2889875975043,-50.13017585734387,E,-109.38412301978309,D,95.00834194398223,1
65+,Mental,Jewish,144.89567592695792,-80.89813399396094,D,-102.2529225957415,A,-162.60571479918917,0
36-50,Mental,Hindu,2.989841288369148,-2.306512220145695,D,-99.30635506976792,A,47.15091583528261,0
18-25,Mental,Other,101.68776409520952,185.22413246905083,E,-78.88106165560289,D,-2.6941925657238692,1
65+,None,Hindu,210.22504991783134,71.22018827988778,A,56.45845513277349,E,31.453998970608875,1
26-35,Physical,Buddhist,37.39587276645991,-9.593785901692339,A,19.36297343861381,B,50.91843085827242,0
36-50,None,Jewish,73.1325376701182,-18.115662574900725,A,100.95188663305417,D,64.2116206731926,0
65+,Both,Jewish,24.93994067191053,20.65792547680806,A,45.242337447389154,A,-80.04177423543369,0
18-25,Mental,Buddhist,-55.4099851150905,-73.04196812410734,A,51.79065492236364,A,32.2077303484405,1
36-50,Mental,Christian,-97.35031073246854,-159.97224299566844,E,-148.37122934703584,B,21.7537357176578,1
51-65,Both,Jewish,-45.48399634173082,-60.294958893736265,D,-44.82439381145903,D,-68.62614136972212,0
26-35,Mental,Buddhist,175.2294596329033,57.34552100846025,D,-69.36264912431082,C,98.23461295152752,0
65+,Physical,Christian,27.055290242072406,-97.18271228181676,A,87.31931438685288,A,83.80884491398595,0
65+,None,Other,-218.0310876067213,-45.669597870915055,E,-24.77616561103745,C,-0.9166028383860645,1
65+,Mental,Buddhist,-75.1364171680645,-43.33174914067608,A,-34.07646849383883,A,-105.16554874151656,0
26-35,None,Christian,-33.740908750582236,34.175227346953,B,186.0663519298344,C,25.985743849847374,1
51-65,Yes,Other,78.67279174560392,243.94074978396642,D,-255.41697082612075,B,122.90631795679543,0
26-35,Both,Buddhist,-33.80554667838353,-105.09858368416762,C,47.48192240016059,C,-17.535344818924294,0
26-35,None,Christian,35.96781569660571,56.3288240634209,E,-13.193817959969644,B,54.67712016238116,0
18-25,Both,Buddhist,234.97209326600074,72.13442349091054,A,-20.177874487311257,B,136.1572660980861,0
18-25,Physical,None,-131.27484093832288,-92.3273871522821,C,-165.3871258391637,E,-18.601739216582487,1
65+,Both,Buddhist,46.60251649637207,41.230148091897455,C,171.44360457764628,A,-65.18456937984243,0
26-35,Mental,Christian,-8.387029732706344,-100.80897409860196,A,-24.950647833065577,B,-11.446140179179531,0
65+,Yes,Jewish,14.436603572665424,74.89761738185713,A,75.80405437210187,B,58.901669442885066,0
26-35,None,Christian,32.34880026260006,35.2171743558028,C,248.2340850430794,D,91.51269579445099,1
26-35,Both,Jewish,-53.402539515753986,-22.198300173672664,A,-50.47248050257873,B,68.85006170499656,0
18-25,None,Jewish,-101.90545734901666,-78.09325911354868,E,-16.78108208408802,D,51.9102181282844,1
26-35,Both,Muslim,-113.52971679889039,47.11427702959172,D,105.65409532038348,B,112.95430983702998,1
36-50,Physical,Muslim,-232.87786345332293,-18.48017938816198,B,-13.824068033492697,A,-171.19130694473762,1
18-25,Both,Muslim,5.0690343569229706,114.0030794124896,D,99.89207692175029,E,-40.53397197253095,1
51-65,Mental,Jewish,153.6328810356919,18.14286918804991,B,179.08640975682525,C,-27.921329374340054,1
26-35,None,Christian,31.30119168631527,-29.807678380832485,D,89.44713153714277,A,40.77729015911158,1
18-25,Physical,Muslim,38.17013264201399,-158.0471591144634,C,-114.19973435142761,C,-158.69271135599615,0
65+,Yes,Jewish,59.387621704685486,-194.0946310176945,D,39.53989917850954,A,48.28311663052968,1
36-50,Physical,Muslim,-30.489407190425183,-107.18591983270669,B,-218.09696448313295,D,-21.05101111321337,0
65+,None,Jewish,-58.27027066056281,-295.7086409931858,A,-27.380510643037553,E,-184.83286968193326,1
65+,Yes,Hindu,80.08077030593748,71.52553821900707,D,210.38291998580257,B,53.991465592741626,0
18-25,Physical,Hindu,-36.17196396958434,155.81870363157296,A,-61.82489506594575,D,-13.50892437597542,1
18-25,Both,Buddhist,-117.66598123715319,-7.150893953173834,B,89.02856811881111,E,36.297390080006096,1
18-25,Mental,Other,48.73777876067179,96.49710163601931,E,26.947454040870383,A,159.0031466097473,1
26-35,None,Jewish,49.7889413665575,-23.316691811808628,C,110.11289352233892,D,-24.433640448612664,1
65+,Both,Other,252.76766518675745,77.23420576807801,C,-2.732814720539701,C,-99.6266139928562,0
18-25,Physical,Buddhist,150.08379324683992,-147.8985627466536,C,-49.68876716953341,E,-75.31189117698574,1
65+,Mental,Hindu,113.01354969554423,90.54286122600477,E,84.0547341460182,B,-77.14516092180918,0
36-50,Mental,Jewish,24.616150113135397,-69.08450139241846,A,31.202128942087082,E,154.81789479049843,1
26-35,None,None,-56.43491891282281,38.62518017987372,C,27.38831099724089,B,33.03291867166313,1
26-35,Both,Muslim,1.484480589487571,8.560746009672041,D,-11.446814643693811,E,-16.780722700168056,0
65+,Physical,Christian,-14.2329929348671,-78.98794618951716,A,49.74611140645391,D,-43.05039304195185,0
26-35,Physical,None,-57.36258770973849,115.03932767261871,B,25.10214406799967,A,54.99918097033425,1
36-50,Both,Other,11.406781752935718,-78.82616836543885,E,-141.25554161910972,E,7.844193269980577,1
65+,None,Christian,-84.2531621628002,64.22742110959534,C,-67.1495276527065,B,84.03289479861819,0
51-65,Mental,None,-66.37697778768056,-15.115316773700876,B,-62.926410624273046,B,-118.31784872876432,0
51-65,Yes,Buddhist,81.94655665022512,-180.74818500908307,E,-58.15418522230669,E,-97.74459318917583,1
36-50,Yes,None,107.50440350820047,-133.45133084716895,C,115.08152928336473,A,73.49745867206701,0
26-35,Both,Muslim,5.23859854598647,95.2315960744142,D,-5.4421721490028245,A,-154.39571348364132,1
18-25,Yes,Muslim,-24.653395339768725,-61.824787011297964,A,-68.54388576275903,C,-62.03879455947923,0
65+,None,None,-36.46228151686029,-37.416313639396336,B,-149.19999775435912,B,95.18953337839234,0
26-35,Physical,Hindu,195.27262205765487,138.00279408214837,C,52.861113901299525,D,314.76521101298374,1
26-35,None,Buddhist,66.62535866710846,-87.64681894470554,C,-76.50198092040668,E,122.21582252035344,0
18-25,Physical,Christian,104.63630027579849,118.6151510230341,C,-128.97497798113656,C,-3.0300186208073674,1
51-65,Mental,Hindu,130.9851630099181,-9.508095852473566,B,147.7635063516129,E,-6.632205267087987,0
18-25,Yes,None,-29.967051269646117,110.14523000510022,D,158.81807130076473,E,33.82699285266653,0
65+,None,Hindu,-73.10674253429474,118.59684762408274,E,80.07101248482276,C,91.4459215270989,1
18-25,Mental,Buddhist,-44.83876440673159,-10.79407842509564,D,63.342395991861856,E,125.43559249966117,0
51-65,Mental,Hindu,57.424637997489214,69.75700492621296,D,95.08308016974541,C,18.416067881772562,0
18-25,Both,Other,102.86123385036632,73.07365726743414,D,-18.901445780503913,C,-81.10719713327515,0
51-65,None,Buddhist,161.9441367864451,116.44479062868368,E,-179.14464606707648,C,-18.573329581222588,1
65+,Both,Muslim,-36.31001517447953,-123.25127009612298,D,65.00636053223468,C,0.8805865984935821,1
36-50,Mental,Muslim,-60.814481484497975,-64.57851749869762,D,-23.70256665058959,C,81.13272689063147,1
51-65,Mental,Jewish,-187.84731949242357,-36.230933892648345,C,-38.28884673809163,A,27.647850181875537,1
26-35,Yes,Hindu,85.19462671364457,-69.76624969770245,A,-200.6037002196114,D,-119.54101630905201,1
26-35,Both,None,90.91322912557051,7.549392729345447,B,-46.17790267660899,A,53.5330178745742,1
51-65,Physical,Christian,-4.019178744926231,53.57491826434495,B,26.13763987579486,C,-128.241350070767,0
18-25,No,Jewish,5.546098579572147,50.74001992729876,C,26.652537815533538,B,16.904928124646602,0
18-25,Physical,Jewish,51.222982087375904,176.9936989904287,B,10.371764680160265,B,-73.57078906651819,0
65+,Physical,None,52.68273686254001,-108.91116315552836,E,-70.51942340500797,A,29.74012227169471,0
65+,Physical,Christian,-145.50969564379227,-59.37786782446109,E,173.8415527098326,B,48.44762030389087,1
65+,Physical,Muslim,111.08832410055109,84.10945582034009,C,-167.90558734309948,A,-16.283791618194023,0
65+,Yes,Hindu,24.996601807905687,-33.063753767465265,C,75.6871572224122,A,-99.77828314863666,0
36-50,Physical,Muslim,-59.70365502559668,-312.2632856426834,A,105.64410039282907,B,58.248257571268816,1
18-25,Physical,Muslim,213.2942817995542,-1.8697901890893123,C,8.164219525608772,E,95.80677341696567,1
26-35,Both,Christian,-5.180565478762789,-5.50515053984479,C,-75.0444795312926,A,56.77277004582608,0
18-25,Mental,None,25.30430513230806,-43.288722075765826,E,-100.71640778741921,A,-20.754776350432962,1
65+,Physical,Buddhist,-104.55122543572361,-97.09310137634701,C,41.06458952467643,A,25.950620601774872,1
26-35,Both,Buddhist,23.94233607485473,-89.75857415326358,E,-15.077510836310037,C,-73.64079154462708,0
26-35,Yes,None,-28.507838324105194,156.8168037686303,E,-124.7551548735234,B,45.876652181554746,0
36-50,Yes,Jewish,96.73135350584283,-40.687207043396775,D,-130.0183904163755,E,102.66037140446926,0
65+,Mental,None,-60.10766218373351,68.91485638140216,E,118.91679288333947,C,-100.00258961679984,1
18-25,Mental,Christian,53.33094260920517,-165.98368528961078,A,-39.73173102361404,B,29.124637322225333,0
65+,No,Buddhist,103.20961116542216,-123.20180427056677,D,5.796814080523773,E,-68.7296336064561,1
51-65,Physical,Jewish,-6.7959300550839945,-49.51164561144643,D,-221.2218697621216,E,-31.096191838277186,1
36-50,No,Hindu,7.643473478484035,-60.23839111953946,C,-31.677461225221577,D,141.26938167189965,1
26-35,Yes,Other,-125.82792348999415,-134.5808633941722,A,54.2244484839491,D,-57.300323942996116,1
51-65,None,Hindu,5.0817403231181775,12.12254207379471,E,-23.548199910199266,A,-72.99742507271934,0
26-35,Physical,None,-27.022576299164662,-127.46787036302267,A,-66.78166038064552,D,36.41709135117175,0
18-25,Physical,Jewish,-101.62509113801403,70.73248193109501,B,-66.35695902089044,B,71.95668089875937,1
51-65,Both,None,32.38440736116427,50.275745976629516,B,81.58801519044091,B,-92.58126697642685,1
26-35,None,None,28.679653617013912,-46.672562770520074,C,-99.03862636680627,E,96.12940246712321,1
65+,Yes,Muslim,132.46696388289473,-10.748738750307457,A,1.906226545305436,D,53.47864878519676,1
65+,None,Christian,4.70240940836962,48.05074041354945,A,156.79187900100445,D,-300.1929898740682,1
51-65,Mental,Buddhist,102.51925237879904,-186.53942500184587,E,-196.09974778757348,A,-82.5416544863027,0
36-50,No,Christian,-70.39416393089178,211.87683520380975,A,-72.84581782316938,C,13.857933526873978,0
51-65,No,Other,119.24461415588985,-129.28434611237202,D,-51.25843360385785,A,108.2093792655497,1
18-25,No,None,-220.1999160069632,-225.0710679899238,E,-112.81115622692597,C,120.36617842624855,0
26-35,Mental,Hindu,61.44718031507532,110.97352513717517,B,47.421003814246355,A,-267.11476136404355,0
26-35,No,None,241.2562460884785,-18.976550321157234,D,-18.813547654975807,A,18.263659639620357,0
51-65,Mental,Other,169.4581409498648,-71.83353708455192,C,-74.47834323268604,B,-38.710202582706316,0
51-65,No,Buddhist,-58.81853824786707,-99.98079258183972,B,-96.4705830267554,C,34.5226979519133,0
26-35,No,None,-11.056797413036572,147.08980675129254,B,-42.363530349220035,C,97.37873053079063,0
26-35,Physical,None,-49.43779818544225,-47.25279270321619,A,51.52814489772375,E,44.30398975064879,1
51-65,Yes,Christian,-66.56153459835174,-40.79275319994196,C,3.624624930667899,C,-87.83455940267085,1
26-35,None,Buddhist,-32.61608912829752,56.520779323198866,A,-10.406630989143627,C,-63.516794096091786,0
36-50,None,Christian,-43.268052581533226,-25.822491048311186,D,49.25844012891944,D,24.198380608300074,0
65+,Both,Hindu,83.25199810618011,-16.45414306951089,E,61.65973657449921,D,75.54880590900905,1
26-35,Yes,Jewish,-93.22126121135736,-31.59008878522996,A,168.52604873691567,E,161.40856413139687,0
51-65,Yes,Christian,-7.696079290717589,31.427128838491548,A,229.38143522919688,B,-28.482563418406194,1
26-35,Physical,Muslim,63.353540067182436,-209.7407381712165,B,-6.797901455743426,C,113.50947179724264,0
18-25,Mental,Buddhist,-31.302941067373407,70.6425137251914,B,-159.33622364337631,B,101.06339713497734,1
36-50,Physical,Hindu,-90.32854310410819,59.65744549583227,C,-15.664561078341578,D,-124.32146751470019,1
36-50,Yes,Buddhist,20.347574951732422,-7.849022949635566,A,11.38678438335698,D,41.397664456660046,1
26-35,Yes,Muslim,-66.59426146908649,-323.91292208602147,B,114.2315767034955,E,-291.46011857020227,1
65+,No,None,-17.99405400676777,-67.46765374330087,E,100.89417259298115,E,-137.71244585591208,1
36-50,No,Christian,11.584847053915091,27.389498181797045,E,201.53206471368708,C,-127.78484543975333,1
26-35,None,Jewish,64.1246430891015,-48.84816534274298,C,219.40986651570324,C,57.22667632802752,1
51-65,No,None,91.86929129265728,-200.2711857424425,D,145.0770830867007,D,40.02691542290254,1
51-65,Physical,Muslim,113.58625299017046,-37.82274882796371,E,105.51326474063636,E,-272.91767931192175,1
36-50,Yes,Buddhist,46.65618395441505,98.48548355542513,C,-61.50547225032532,D,-23.83488040669525,0
26-35,Physical,Other,117.57543891661284,1.5008234900384725,A,32.227154877887834,D,25.728520712695772,0
51-65,No,Other,-88.47189511212935,-18.07326100198389,B,-22.636813090144372,D,72.7662277050289,0
65+,Both,Muslim,-22.02653455570837,-38.74795063662532,E,-17.337900076726015,B,-14.402813595769343,0
18-25,Yes,Muslim,-95.31086011260336,36.1142162051209,D,-25.90941420152143,A,66.74116538587354,1
26-35,Yes,Buddhist,-179.3065913461515,-220.02456522145638,C,-77.9698358109111,A,93.65208711582824,0
65+,None,Jewish,-151.45112008629184,-180.38553883673035,B,-6.299129970884736,C,40.46533770435194,0
51-65,Yes,Other,144.13141185940975,-101.48246815531105,D,36.079364371484104,C,187.18512021877143,1
36-50,None,Muslim,-15.082451779112027,164.122730723389,A,3.8434563620413047,C,-3.400712698238604,1
36-50,Physical,Hindu,87.40541482665706,172.3660063036756,E,248.89908098234793,B,-31.940104219525413,1
36-50,Yes,Other,109.10301849452337,25.104150564471777,B,-0.534171610739132,B,-22.082021030632454,0
18-25,Both,Hindu,-79.38282565493002,25.766530328315106,A,-51.761080790478196,C,-68.7554769468067,1
26-35,Both,Buddhist,-58.57794535642971,125.98582754785784,B,21.02191037011889,E,-27.05197220654933,1
65+,None,None,-83.08620484600746,-0.2870522903199847,D,51.809645841066875,C,-30.09410313547207,1
65+,None,None,2.2427258272279738,-66.19608183832023,D,-91.52931518958258,E,-39.9324938288417,1
65+,No,Other,52.99396698292146,80.16738171798553,A,-40.513314195206455,A,-52.67462546722612,1
