handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
No,E,D,E,89.39703790382283,E,-52.740309394872156,D,-73.02822162176783,200.81507788296418,D,-49.53021425398582,20.966961534774104,A,A,47.85594302592567,A,14.883052428045449,A,127.89640012236323,1
Yes,E,A,C,215.5239578238552,B,111.02216114700832,E,-106.40137007027468,6.719138718676489,D,29.470573593300266,-21.201212343337758,B,B,-18.13962538565827,D,-95.54529350093968,C,65.42253201485667,0
Physical,A,A,A,-77.6146655905642,E,-96.92902110011255,B,-78.12732699869255,58.40720371492342,B,9.338030973242583,-31.189352788108554,B,B,-95.18806483728038,D,0.5949536196329493,D,67.40627117343956,0
Yes,D,A,D,-172.4842691629721,D,81.75623201845241,E,-30.66990858064046,-131.8927421065619,B,264.925150755111,-75.7122681294098,D,B,-69.24870957092345,C,-1.2992122869469465,A,-87.34791869944989,0
None,D,D,D,-82.47638955993656,C,59.622275020207404,B,163.6999035180099,211.16761244330314,E,50.27113875040611,-3.5038201863382494,C,E,80.40745041627093,D,-4.100233765931009,E,4.483151670004629,1
Physical,A,C,B,53.709279878267544,D,84.39659361103315,E,148.92632439138652,114.72762115556665,B,47.30401784743633,12.941830258899941,D,E,260.16930239291185,B,-177.10675833379568,A,74.27186089925237,0
None,E,D,D,-98.37922598610376,A,-143.56573205845308,E,106.1502005426844,38.036457186811084,E,34.772112485436395,73.30662026942672,B,C,-9.024551267908336,E,-61.44424166704879,B,227.03563856219344,0
No,A,C,D,36.50702020064939,B,155.51301661103122,C,191.53937288525466,-33.661297659946065,C,-71.35558480843535,1.1895834115248527,D,C,10.074468788072137,C,-170.5546503427124,D,-38.75992754091552,1
Yes,C,B,D,15.106012896331752,D,-85.3809050283088,C,-156.10013692608615,-11.71809845952924,D,-139.90677999971822,-9.696969301857651,B,E,12.941038764663723,B,-203.93290787107662,D,145.82806281611414,1
Yes,D,D,E,126.58730167681118,A,80.27646280328837,B,23.704686867856697,124.12324735804472,C,130.19004236903885,-44.04976111487414,B,B,163.7444078033821,D,40.73548055461635,B,-3.0386290328633567,1
Both,A,A,C,163.05015003934113,E,107.48778396099512,D,-165.63664457212153,1.8397202967230915,E,166.43625093638244,21.17199115594877,C,C,148.49871408498774,B,61.50630299930676,C,111.42297565332566,1
Physical,E,B,C,33.46425818972708,C,-100.05103320989448,B,-31.06576080642934,-5.321528140853481,D,52.154768857945086,57.93932855159788,A,C,-32.92749246786576,E,-159.07744278345245,E,66.10100094182272,1
Mental,D,A,A,-72.05039015974432,A,127.33359011147662,B,2.921434589841844,-176.12066637914552,B,56.69733686441537,188.17455004597733,A,E,115.24394592438398,D,306.49852844179503,D,90.79575245018849,0
Yes,D,E,A,-27.555341716232203,E,-193.12468891754722,B,84.55836179613124,1.3049033295191812,C,-59.90609457707387,72.73426882455772,E,C,-19.36342061748563,B,144.98748205529523,C,-212.68071075232592,1
Physical,A,E,E,-35.31217697906717,A,-25.46289291235584,E,164.1362463435272,57.59892545018368,D,-65.35117553773345,5.589244776435814,D,B,-94.50397655182185,A,-93.01940370932155,D,-103.87795921006288,1
Both,D,B,A,107.36204928164112,A,68.0276760713415,A,-127.8317197589879,-25.908310416164465,E,17.588964702999817,-34.2037916908469,B,A,-106.48249147110451,D,-147.78125435622286,A,46.07297941659328,0
Yes,A,A,D,7.315499309102807,D,-111.4847845946285,B,-33.303322143782935,-30.446197130274978,D,-164.44268284481157,-14.807098457978595,B,B,-29.31263296463124,E,208.1146219821806,E,-40.689249435043656,1
None,B,C,B,-111.7797542509511,A,141.2551625101154,E,-44.110027098280504,90.37130989422408,D,56.003568715200245,97.11446101971481,B,B,106.37078264841826,E,-200.3600916136756,A,-71.67388666639897,1
None,E,C,A,-355.42416942799593,B,-5.010342254722455,D,-44.399698417662734,62.75111986842191,A,65.15600704433103,204.99414441526054,A,C,103.45329989507115,C,-19.294074518108406,E,86.02281254173266,0
Both,E,E,E,67.491433186836,D,-39.247151439202106,A,192.26130329734025,139.07759397771272,A,-5.782186362915085,77.46969705995986,D,B,-25.427505859976634,D,-77.63303226365366,D,42.95045871965109,1
No,C,A,C,84.96929149064097,B,-129.87582650771031,A,-84.97898553725824,-53.200695845167665,B,51.03567396234564,-102.88554456766894,A,C,-37.76853938381047,C,-33.563330673404565,E,70.62632823911778,0
Physical,D,A,D,4.687661688464332,D,55.12243253459121,D,-55.53148599754435,-140.3153002633739,C,-84.69510732228692,-58.36257101047413,B,C,-37.482895410939534,D,20.057924730469196,E,203.27772438534168,0
Both,D,D,B,49.67898678237184,E,0.20642877224154813,B,42.947135920141584,-121.39141365815476,B,-58.413866941691204,140.76593346170932,B,C,-106.79469553312578,B,-92.17570406891438,C,-92.51959320453638,1
Physical,C,E,B,-37.491102369022116,B,27.48363980760483,B,-167.3528432929687,-45.575062257783785,B,162.53317092045282,61.76330519554064,E,B,101.44972953895319,B,-13.083050854536355,C,0.2600496860590168,0
Both,B,C,B,193.30435845527361,D,-253.62068238532643,B,20.468021763933912,15.496996207781288,E,-33.67386586967089,17.86201477765833,A,C,57.17590250538891,A,84.41271155488062,A,8.579292723154186,1
No,D,C,A,33.71427890963269,A,111.96125782372374,E,50.09079045040361,-101.74948736227374,A,-96.23237735716637,-42.717977244756426,A,C,40.96081420169522,C,-105.53618685268127,B,-196.8887046227355,0
Both,A,D,E,134.60615827061673,A,27.940853130735704,E,-114.21049729283679,-102.92902003330882,D,-91.15112056432136,-6.52437541925779,C,D,24.7893362453223,D,72.63622746987537,E,-75.85749927498682,1
Yes,E,C,A,-105.93171216295816,E,-91.18620633544093,A,79.27087054512924,-10.883646412854258,E,-12.007206615962664,-8.228608489804646,C,D,38.469512366299504,B,-98.70712036758385,A,38.84089529426035,1
No,E,D,E,101.33090401553069,C,27.382785909213432,A,-195.52944068520236,-155.7065028862834,D,108.68916212896569,-114.83466043686046,C,B,-13.533689957641549,A,137.39128051549886,C,-263.5717159412641,1
Mental,A,D,A,85.11182657928917,D,-78.71156376357197,A,129.76425169953978,-170.1714475683324,B,9.34432132962224,-83.57224843777684,A,D,83.61242617722642,E,25.517093673376408,D,14.280610958209644,1
None,D,D,D,56.53874745952495,A,-74.87619766024865,C,140.60557252831137,177.47645157664385,C,90.4906385847354,57.92296163308135,E,B,118.50958738357767,A,111.32580284714263,E,-43.658599655902144,0
None,B,D,D,50.944359166127725,E,19.340156079329194,A,8.071927125012758,-54.84052761751354,B,-141.33116297086488,-69.53678944575022,B,B,39.02277581691712,E,-124.32721430958735,E,-15.174084258944031,1
Both,C,B,A,-1.0896959293982293,B,-123.7584721610592,E,54.89466525694837,10.389247929276818,C,141.5992017535405,33.19327172710872,C,E,45.74785809620172,D,181.65725674639225,E,20.0993701922608,0
Both,E,E,A,-84.79006035909394,C,-171.171907719292,D,24.396138826616955,-99.85947480836676,D,272.9553500264207,-22.96965473531684,A,E,71.5263183785263,D,43.54898897748007,D,-10.966495679304726,1
Mental,A,A,B,-86.53111241265746,C,92.0222116986961,E,149.57281942544392,-26.31426809875429,C,-119.30856211668284,113.43023450558243,D,E,94.95155810192927,D,-131.87431952041203,D,-42.94272273187535,0
None,E,B,D,95.99798527002807,A,141.74377520570306,D,-18.205491544203266,-41.94873398765309,D,99.48114031522046,-24.9630279444396,E,D,-119.59152624608875,D,-8.33540808774051,D,92.1982059201624,1
Mental,A,B,D,-102.52385141453135,C,33.733045493626676,D,69.93844131590342,45.34365003816518,A,66.34092880233705,46.86039838021884,C,B,132.81030669602052,B,-121.14450163115458,D,15.396334757926597,1
Both,C,D,D,-101.1608671730277,E,237.14192875493634,E,-13.752535484067895,-17.192401367555693,B,-22.334202871961967,100.82072350526892,B,B,53.78418004375449,D,98.52477443466066,D,-38.151125090173224,0
Physical,B,E,D,97.10320147607496,B,56.27514765684627,C,-51.698335380268325,-72.93577743045225,D,-311.469138516315,71.82622222255509,A,C,52.87472042629089,B,-69.92276768665562,E,93.34502466557588,0
No,B,E,E,-54.502523440736105,D,144.329433896204,C,20.2891385405474,-76.19488266452998,D,-42.94000962858225,190.21074021696563,A,B,-76.79452281183966,C,-64.52959046203983,D,-166.27648872070168,1
Mental,D,B,E,13.437094415697679,D,-60.831957559505646,B,-68.02104857984433,26.750623502749317,E,-37.98855699525482,-124.48042281513847,A,D,85.79840194060884,D,61.76688598836765,B,-147.3853819232891,1
Both,D,E,D,-73.0263098760044,B,151.53713795885048,C,-18.783237347200373,-25.10761817724073,E,-109.59205024488735,17.440605395978185,E,B,-42.18444441595465,C,174.10605190518876,B,16.583043948943075,0
No,A,A,E,16.99954922055116,C,3.380170862881869,B,-93.16030244397443,-14.167275076644364,B,-58.901000956934936,-41.22407069855489,C,E,69.19738021305413,D,87.70743699542382,D,89.99007224966125,0
Physical,D,B,E,-50.0839434211675,C,104.46654224014611,B,58.32755597163405,236.83368702716322,C,-13.187377994281633,-78.87865175069093,A,E,-255.77188647085012,B,38.0468015596403,A,-55.732383240924634,1
None,D,B,D,-28.214694371154824,D,-127.19639314489062,A,70.74445073685906,-30.993692106208133,E,66.90030765509097,103.78796635161524,C,A,101.19955775544767,D,6.16671192871499,B,-197.98919597858105,0
Physical,C,E,C,-115.65772203711238,B,-31.85260587186971,D,48.58449269259174,63.69372150993996,A,49.48063602226087,21.027558615416172,A,D,-82.76537125446953,A,-9.539439365881325,A,-48.28635764209929,1
Physical,A,C,B,-193.84096883057308,E,37.00508080555602,C,-97.3522069807921,-144.24981098040658,B,-87.23125800776755,107.89729585300245,A,B,-18.10032591925871,D,-135.47790032417936,D,78.99693664513332,1
Both,E,D,A,-102.772293597583,A,100.20702471836891,A,5.42954873245087,-148.24271979400075,E,-83.62547977876001,-39.59668895945103,C,D,204.95695922138643,A,64.95824093877523,B,-59.33901856714967,1
Yes,A,E,B,-119.3962141760303,C,99.13264394828963,A,-73.17821262616042,-94.38510574892102,C,9.656928921259675,231.34059303463826,E,B,21.85552289199727,A,-43.84197796466616,B,-83.22510936356613,0
Both,C,C,B,108.40840243398941,E,-60.09565104331919,D,-318.40875073227426,-125.92571644585327,E,220.10851967638848,-204.03153275686847,B,A,-63.95469034078468,C,-23.731633722942856,C,117.251467402262,0
Yes,C,A,E,93.48907070506473,D,30.519814880698593,A,164.89429329690856,-9.980440331200157,D,-104.930333651938,-113.20641632103265,B,D,-182.0843348567566,D,56.44120972444081,C,-178.57798703343715,1
Physical,B,B,D,30.352265552039466,C,-146.38327534571036,B,-21.797536431528954,-180.33292147544034,C,-292.9994631175995,89.9008815515981,A,E,-19.138239129260377,B,-60.97997216517228,A,-174.41569478504587,1
Both,E,C,C,-70.12971072023959,C,-24.803821489459686,E,-72.64011304342937,-159.1164306947267,C,-37.98317986591528,-66.68011588112425,C,D,-9.854555302451677,B,62.17161700315401,B,31.13545229519805,1
Mental,A,E,D,-50.35402062067929,A,24.507073095949707,E,-54.642806334785966,96.97902839635789,B,30.88868758432552,55.02124969076531,A,B,-80.60721198256202,D,-9.885272882287891,D,-73.90697174707762,1
Yes,C,C,C,-162.6738683082365,E,-50.04723237955307,A,52.46285094137939,143.92030617086263,C,-38.636367496743716,210.64446359073955,A,D,-8.142535916223622,D,115.51335203293517,E,-51.091634070727885,0
Physical,B,C,A,11.61530874550221,E,215.4846042860616,C,62.58936834111146,-192.52770622932752,C,-66.26368498453897,89.89365463027461,B,C,174.7194551858528,E,155.26757308394733,A,58.75786191555555,0
Yes,E,C,B,33.350788401419415,C,-34.54925256825375,E,10.186809162894612,-261.66397746109044,A,67.3723434449115,-2.358110616605185,B,D,113.15871266698653,E,-17.61731383984719,B,-54.66789511760759,0
No,A,D,E,-78.72979513640648,D,-191.73618912373405,B,97.52989451493414,55.207497926056526,C,-158.19845087053574,-78.57058203776656,C,A,82.68031874168736,E,8.119543972171234,A,-11.024313790185742,0
Mental,A,D,C,1.7363831450260314,B,153.3577538287773,C,43.116628080485725,189.54905645638829,D,-83.95361075909594,-138.07252227213243,E,A,44.24407368704363,A,307.13821954132857,B,-41.311362993017156,0
Physical,B,C,E,-166.5642281101731,D,-189.52910939991526,B,35.71687824736497,-173.37131299364356,E,-12.613714998947021,-99.16074455101287,E,A,119.86223625620735,A,-152.87774353026992,D,22.59712498210581,1
Mental,E,C,E,-115.72777984191005,A,-26.715826080695816,B,-23.942880725210678,-38.627749727520886,A,-86.26347440573846,-123.76139486320122,B,E,76.27712355713493,B,152.86422493876617,C,90.44288915733848,0
Both,B,C,E,120.32715860921029,C,37.721597037135915,B,55.714531733722815,-5.244155615807811,C,-41.48589942927126,-93.28027323357045,D,C,-35.7960658244289,E,-105.53554186396804,B,-88.71582215986125,0
None,B,E,A,217.85317745757143,E,173.16333545933477,B,21.004527853623824,88.11976584924356,D,120.02013881724413,136.0489372598958,A,A,149.01706443530688,A,-8.525840493978414,B,51.14833134408392,0
Yes,A,B,C,-37.1447199967149,D,143.31716766982214,B,56.42780095566984,-121.40284292659716,A,27.060885391119914,26.694786076865036,E,C,-54.01369973261745,B,-189.8158568148583,B,-212.45422213599272,0
No,A,B,B,-122.77730498231985,A,-60.82154823202084,A,107.84998925179845,-5.89866337933945,E,-53.349742745447784,-164.13024863039232,B,C,116.71756607520658,E,83.4261667349945,B,41.10658225804561,0
Mental,B,C,D,-105.88724528193619,A,206.88996002982222,C,-83.0386944298589,-34.9785926058527,D,-48.59274856648887,31.49532434151125,A,B,-161.04718196960874,D,-16.870810537115734,A,41.68951463362915,1
No,E,E,E,77.28872755817925,E,-84.86027718450772,D,134.0659510377817,-28.945806382266536,B,-66.17908102173065,9.231342788097368,C,B,47.07456475286389,D,95.19417814499658,A,145.28949647455877,0
None,E,B,D,36.33367112765954,C,79.80388756074287,D,181.23472210812454,-30.869041971192267,B,-111.72718753701699,134.9818769719322,A,A,65.74050374622173,A,-13.309043495453071,A,-47.29192117216432,1
Yes,C,D,E,-20.462290389009674,A,-92.45652681748933,C,-83.3693194793742,-22.242510362274366,D,67.62494998233663,-10.343917448809083,A,B,5.19880988555343,A,-95.96659925829397,D,-6.41395786123013,1
None,C,C,D,-21.18457808975523,A,163.36946008559067,A,87.75547771408667,-20.030014221823954,A,-102.52501380851513,-101.11002206950216,A,C,-40.32235444603098,B,-75.2662924616038,D,-20.261016091210394,0
Physical,B,C,A,32.90011461011353,E,-54.81497700631801,A,-10.01682809962519,3.2311358126198857,B,22.338671876172135,-23.31924544229685,C,A,-19.576994163210664,E,-91.72628892521955,B,-106.46688810579266,1
None,C,E,B,-43.96339990637319,D,-272.94712622029095,B,-53.788998614923614,36.302011533330685,C,-184.7301090009945,-91.11462211213492,E,B,-101.82555372577384,E,10.414365056409101,E,62.570708071379514,0
Physical,A,A,B,-33.55059719320611,D,216.69375093078594,C,4.880610163890734,-142.3702303809147,C,89.1374156448702,-84.63997186197186,D,A,-78.34961610140948,A,126.84394336366238,E,-46.57754053289726,0
No,E,C,A,141.03000437531088,D,-37.144093745868936,C,-304.9043977019868,11.8486271045477,C,12.955657935683169,112.87729470703786,D,D,-26.462653160807854,C,50.68050729131792,E,-118.63071870039823,0
Both,C,B,C,-129.32669142098672,A,-19.69310907865356,D,-79.81332043325826,216.37206894894754,E,47.47084165693728,22.8287430859764,C,E,-46.54078852716039,E,-88.04051519376155,D,-142.77622963058005,1
Both,C,D,C,16.289541304996426,B,-49.79862323990331,A,150.26732940416252,86.69986148288025,E,12.253077922429236,79.60244209965269,D,E,-83.90087891470382,E,-5.30402178823655,A,-302.8140005586814,0
Both,B,E,D,3.7557839156449133,C,-90.6749027939716,B,-152.18349891116102,15.283912556245205,D,-60.02595316394751,101.10589780915915,B,D,164.95174524864566,E,-31.82405505769638,A,-33.819130683102614,0
Both,A,E,B,20.41362777004633,D,100.61672920877389,B,-75.75621706090024,44.417845919761476,E,80.9985491350069,-61.75034012788164,B,E,-48.07735429884883,C,130.50779434546317,D,-41.96117809511896,0
Physical,A,E,B,151.21911546701872,E,-35.198674792394335,A,27.478164634177286,-49.86119683265727,B,32.482063038588485,93.16687946465224,B,E,5.540739900453119,A,81.81703888145971,E,178.7675709578532,0
Mental,D,B,E,124.96546317984128,C,-83.01129266219417,B,-107.72972503083618,7.916705100442682,B,-31.176864808982586,-42.56740744378287,C,E,90.37786338915687,D,-93.21981232860745,A,-131.66805934305,0
None,A,C,C,119.31633851333206,B,-24.516286023362508,B,56.128568017914645,-7.2673268997928515,C,-41.722551005378705,-126.93201710577256,C,B,-59.85872730584849,A,-63.69348957609381,A,135.68158443372448,0
No,C,D,B,61.33470280509171,E,140.89439792690277,D,-120.32466658909063,176.04891202176069,E,28.166426369607265,-109.7024754125776,E,A,39.80841869884972,A,-38.81698544660507,E,65.973152623628,0
No,A,A,A,114.37581356643048,C,17.215490205054433,B,-132.6208363736459,127.11525975178843,D,78.26191396399895,8.339179254497479,B,E,80.60202880938103,D,34.70598103092505,B,-19.17953163654621,1
Physical,E,B,C,-89.07790281658147,A,34.55112334327046,C,-44.641321251768815,200.18477851053396,C,-62.53025470266865,-21.684570317566926,E,E,39.53957952511668,E,65.42476238236256,B,5.413419044322184,0
Mental,A,C,C,22.863492513292087,E,41.44941529355554,C,-126.97420596925164,68.79597105730252,D,132.36919227139197,116.26198871556784,A,C,53.994331661347196,E,132.5926848925858,E,43.41313996834934,1
Mental,B,C,E,52.62861334328981,C,-20.299873405432557,D,-101.03873381205264,70.14025814871032,C,94.28412055265532,66.01846501798134,C,D,-16.29962976711374,D,59.013219224140535,B,-124.4942561475886,0
Mental,A,E,A,-113.06879451631498,E,-107.38913733643952,D,117.0040508477578,-60.96848343382841,A,-50.127902597288575,-62.39627080874445,E,A,-58.62912514142003,B,-28.208074594489364,B,-38.14670564881897,1
Yes,D,A,D,35.070158320979814,B,-142.4314780108841,A,-133.5669457790335,-58.79479261426707,A,180.321084064829,241.1774546090299,E,B,64.50577000545181,E,263.2773920027631,D,-71.20811695066068,1
Physical,A,C,A,44.20180766366323,E,-2.28514499788877,C,1.5288760946126378,5.155738339352135,C,-109.88696885016984,37.24443352765849,B,C,-90.1606997861087,A,-46.88533262109454,C,130.59901678799562,0
Yes,C,B,D,67.27603780733001,A,46.62697524321535,D,-198.7025347130874,-26.270928879945505,B,-81.27574795126361,-37.35975979955091,D,A,-106.00536666667301,D,91.69857851105095,D,-137.0660269824316,1
Yes,D,D,C,-50.696856528714015,A,28.39633382166528,A,-5.008535130751942,-79.74663288292373,B,114.67889253792308,35.107859068829164,A,B,36.89483909378396,C,76.57013208067994,B,-134.30531456470987,1
Both,E,C,B,-84.33226480421635,E,-101.82353750861628,B,-50.36413231134975,-60.3772930113209,C,-135.62745536494845,38.94965243656265,B,B,-87.16594612444253,A,-238.1789719620018,B,-21.775316043744983,0
No,C,C,A,92.10330540735308,C,23.977674528805863,B,30.87747911863696,159.62842798305505,D,-20.92108741033917,-8.779243892744555,B,D,-32.3666967319546,A,47.34186202559372,B,-63.86459543112289,1
Physical,A,A,C,38.12293716035416,D,-14.76685033911801,E,-114.96317905392178,181.31117686393958,C,126.00042829225187,225.28700782794053,C,E,-92.57352955960634,C,-18.57376469019204,D,-103.80798132599199,0
Yes,E,A,C,-55.23894840506319,D,-59.500181008524734,E,-29.562779148139377,141.99665598940823,E,-30.9785083330959,39.11262106186595,C,B,111.72838643263081,B,129.46225865570696,A,-263.4083134554941,1
Yes,C,C,E,109.29822527275729,B,-127.24636057886246,A,-12.098653003181656,-99.99208182946346,D,-137.20956962287644,-56.38855658353382,A,C,-160.213303187436,B,-61.593348203514644,C,99.94077270450735,0
Physical,E,D,E,-92.12178822406504,A,64.15162558455927,B,16.69930899705094,-171.22490934454396,B,81.30914252668094,107.104120854222,D,B,-154.48845131727433,B,79.21131570022517,C,-80.42823992445607,0
Physical,C,E,D,5.1703163378918084,D,78.26870639639723,D,-38.77696664232457,-81.8478876518476,C,-32.25531818509978,73.52293429621739,E,B,167.62277777646818,A,33.51089365809736,E,-50.76952076192818,1
Physical,E,B,E,44.003910132704334,D,10.956591781046486,C,113.21622233598723,224.52568838226122,E,-9.46538019272172,176.5800270418987,A,C,75.72426969784736,B,-291.1504156635041,C,-98.77607291668825,1
None,E,B,B,45.735904080627755,D,57.34893430619743,E,-58.26589211804383,-87.21959588293544,D,-96.83609562153693,-63.41904031740496,E,B,148.516498414726,D,-22.78507045918327,D,-178.70073335686087,1
Both,B,B,D,117.07409052409969,D,-52.56050655135295,A,-21.274884633741983,116.661091911009,E,83.47681408102572,1.1331484356221293,A,C,-63.68815239872667,E,-191.86249892412297,C,28.052283189322726,0
No,A,D,B,-232.22405870255204,B,-48.178475761913084,A,-74.18198975732824,-51.69593344374553,D,42.527222965319375,-37.89457441632517,B,E,-290.4018028771218,A,250.59826384952748,C,26.40616167940788,1
None,A,E,E,69.15666016420968,E,39.11905902262929,D,64.1356560810997,-84.82090599867634,E,-84.8038721932127,-89.80084337306836,C,A,10.78336528846943,E,21.180268154350905,E,-78.90448903488803,1
Both,A,A,A,71.7347865756762,B,-52.83262624923365,B,39.71433785053917,-98.05574589172167,E,0.034855355499369266,-1.936361849371486,A,E,212.5475218484106,C,113.67050860471734,B,-54.08635030844559,1
Physical,C,C,D,-33.67038249919202,A,0.7362621143495957,E,111.95926703097301,52.77856166021766,B,-19.85691083190793,88.9323982127862,E,E,124.338561433857,B,1.1113925766214297,A,45.48155731495299,0
Both,A,C,A,-23.006182089744843,B,137.6727989616012,E,135.50725224012666,3.149617483978288,B,65.09123127511681,182.28407747237722,E,D,173.23575608805052,D,60.98122987390091,B,-175.3654800879533,1
None,D,B,E,-93.98454106357003,C,-89.57400227886961,E,-103.48564733913312,34.33536561268467,E,-60.827176585770005,48.51817436376733,C,C,-103.73026571067794,E,-9.633659413220796,B,-23.01044791405629,1
Mental,D,A,D,9.194103337530994,E,-20.05681471826051,C,-46.558713198174026,-55.52147473004578,E,-38.53092309217014,137.78191820868943,C,E,301.68635849291354,C,131.68858118739217,D,-9.904967963399347,1
None,A,B,D,-96.89988040990515,C,150.0947774486583,D,23.544716380906173,-85.39677941460089,E,72.8599083898305,116.39425248973596,E,B,89.07409697092767,B,-37.26995342586134,E,-40.64255727884251,0
Yes,D,E,A,-235.96999922904672,E,-176.85555864465394,B,54.66363287771184,7.0460697250400965,E,108.26553961562585,-169.84814658723016,B,B,66.4170391793129,C,-126.1697804833886,A,103.10237036151975,0
Mental,B,B,E,-35.39701576248236,E,149.33489358174478,E,-78.73615187695388,-81.26002277423594,C,85.14978667737233,-21.72763037948301,C,A,-70.27400231844793,E,-125.8692504936173,E,-138.38273440814513,0
None,A,D,D,48.44972576422687,A,-106.30319031366442,B,-59.044078364813316,105.93168711503058,B,-76.97153379908256,-14.899851776522578,D,C,-68.24521362321178,B,-142.99023263716057,C,65.33239118793054,0
Physical,C,A,D,22.914844117299403,A,92.70918718118615,E,-57.83746235358329,-105.72694747407493,B,13.580098698251797,13.589634096787057,D,A,45.751177826364874,E,66.22574102233217,E,-170.08630735815336,0
Both,D,E,B,0.31918884269981385,C,20.634599283765034,B,-71.42162278986395,113.35984223190852,D,13.086976627773133,89.83229320754621,C,E,-170.7434449256392,E,-15.633859643162443,B,-53.085421012135534,0
Mental,E,D,D,32.61228413271154,E,24.999933552357177,D,-40.462788513001705,-13.613611108140367,D,67.60669316852031,31.64505452846729,E,D,-57.93503566996615,E,-39.3988149346896,D,-180.3585046440684,0
No,B,A,E,136.97670545990655,D,1.8414203315633106,C,-40.81006254348418,-128.4073463054955,D,-12.230702263913791,25.869668810059277,A,E,-95.478836961237,B,75.19283802021336,C,145.92508638490506,1
Physical,D,D,A,73.64255652928922,D,-52.43628971557823,D,113.81986736139311,-94.74435834477347,C,97.58526502843601,120.68747508193339,A,D,89.00444243440369,C,-170.36855039392498,E,-39.60675139912194,1
No,D,C,E,53.278934985170814,B,1.3333600929148748,D,-53.778001061917514,-139.47103391737875,D,-18.255981162482694,-33.32693945315526,E,C,-232.01252575919034,A,-53.882231969504936,C,-15.999306731566898,1
Yes,A,E,E,84.95272922618916,A,151.2106841284296,B,97.33104060246815,135.71641224706028,A,147.19635757539348,-161.0427007463142,C,E,71.82703965972462,C,-102.97887026352723,D,-14.214385934487025,1
None,D,B,D,-123.6230022982983,B,-50.38334873754319,D,-109.6106472075233,-92.81400739674773,A,-62.375993789906346,-116.05402888815813,D,A,-18.999362621654356,A,-51.141332497333636,B,5.2503360260964795,1
None,E,E,E,62.533589728343145,B,-165.74126671086472,E,32.87851020592773,107.75370863234102,C,10.806691075734795,-100.63200971363354,C,B,21.16571686988019,D,74.84580302333008,E,-208.00096144775387,1
Mental,C,B,B,-37.10642437661754,B,-168.22592738715065,E,-84.89894064716754,-71.356389150887,D,75.44504467163596,-101.28345058761408,A,B,-18.498769211128835,B,167.02600856940975,D,63.241275547608744,1
Mental,D,C,E,127.48205619639666,B,-92.4256015394592,E,37.67311526633002,-66.0809923548227,E,-44.93554905600026,113.74967981501865,B,A,-93.86300932696969,D,-9.815545613871777,A,18.045857100268925,0
Mental,E,C,C,34.40088586970698,C,133.66691251675354,B,-75.11031523268203,92.70899520506441,D,120.17550951068668,-102.85021651717553,C,D,39.14416241020725,C,246.84238049719295,B,116.80553565028661,0
None,A,A,B,-8.330774611728176,B,81.82588728232557,E,68.72865739078394,142.63928260746812,C,-181.97809079770718,-44.718027453821065,D,E,69.89046882795287,E,-148.16812486238297,B,-11.014385152532142,1
None,A,A,D,60.629035634311364,E,9.157609205446894,C,9.966845877974643,-36.832534234394465,C,-102.93491701359162,-49.26205792883779,B,B,-33.704296596658146,A,-207.4842468214571,C,66.08185871645075,0
Mental,C,D,A,-58.53015294094646,A,88.06450016133304,D,-139.22281185633582,-38.97964533188557,D,-69.20437214156789,-43.35221892238333,D,A,-152.3944388253943,B,-25.298171733121734,B,-1.8979756564925523,0
Mental,E,C,A,114.24359382891056,B,72.03686212058093,D,94.13831957001926,-5.071049257903347,E,101.39439998508482,-158.28028813864904,C,E,-93.7766344618286,E,-105.62313777690626,E,-57.77597706948075,0
Both,E,E,A,-51.66775285757955,D,-30.861417689917936,C,67.45302717219201,-157.05010294095484,D,-114.30248045928259,196.615953059024,A,B,8.90291754764502,C,-73.0726661823314,D,9.600185421231439,0
Mental,C,E,D,35.86500003555704,A,-66.92419633204939,E,-56.56923592923674,134.45362493251855,A,57.5996532410289,-158.8535061211208,E,E,149.87098744577324,B,-13.891180663098131,C,-64.05834071916178,0
Mental,E,E,C,150.27047698865482,D,-113.03188295512223,E,58.69446790690675,10.998139191744382,E,86.27805306592802,28.879943042338326,E,B,-4.0545733420569805,D,-43.14732148199176,C,-69.67778232510102,0
Mental,B,D,E,31.065370599371512,D,105.30841939210558,B,167.09160722889828,114.87055152644746,D,7.906128604014988,-5.885485444158058,D,A,53.19634363356918,A,37.24674747787756,D,8.57997423192166,1
Physical,A,D,C,101.74602381349311,C,-34.79375658715089,A,-56.020810620855585,300.14058903187464,B,-1.938786568187397,-28.97117087778736,D,B,-27.07432845992612,E,81.624505617633,B,-68.14987872510639,1
No,C,C,A,-76.6611462026172,D,-119.02966169776472,E,74.24985372469743,89.05844307603111,A,48.890336938396736,-160.15916279121046,A,D,41.614313979118215,E,-57.74097385923799,B,-44.86514711292545,0
Physical,A,E,E,-76.54823715745198,C,-12.774746797836697,E,26.09668564724567,-6.162635215013192,D,-43.61106191966019,91.0526926695193,A,D,-36.63998990004645,A,129.15694680957154,E,-182.3000110156278,0
No,C,E,B,62.632093276979205,E,22.14015504723644,D,-58.14285804150744,2.5782729269482765,A,133.00396884524497,-7.8436168978397784,C,D,111.94564369556932,A,-105.9597113268295,B,220.32716457779063,0
