Race,age_range,gender,feature_0,feature_1,feature_2,feature_3,feature_4,target
White,18-25,F,-56.29625657166486,81.72422459037168,207.06470244362802,82.36374581261849,E,1
Other,26-35,Male,-77.50075543289594,-119.63399274283277,33.622263531627794,-128.83378693042388,D,1
Black,26-35,M,183.1135801037052,-161.91630897117133,3.967009397174043,-216.70499965374339,E,0
Hispanic,26-35,Female,-47.14987424238997,-127.7102496339986,-85.27301414118193,-122.94588631796583,A,0
African American,51-65,Non-binary,-50.144795254247455,-188.7602625113286,-155.3109436893478,23.397298128705977,B,0
Black,36-50,Female,81.90354001340891,102.73328107821094,-49.37205376659014,-29.484455789369523,D,0
Other,18-25,F,-111.86330325241425,-7.595144966221837,-77.7166436679804,61.61850849123266,D,1
Asian,18-25,Non-binary,19.219589045310343,114.4978980788174,89.73529845809767,-100.73708568345741,B,0
Black,36-50,Non-binary,41.13360874716327,183.4058613486782,169.95000497884752,-18.019828436801177,C,1
Black,26-35,F,87.13324745478988,132.75478797810544,-139.7956552697055,27.09712917520768,B,1
Asian,51-65,Other,-49.433686390794776,-197.33544647401834,69.2256285743784,129.37701424858668,B,1
Hispanic,18-25,F,-98.12147706772352,106.31936399183309,-23.047823820263705,198.54927748727027,D,1
Black,51-65,Male,-16.924614965544365,-49.15241841744019,108.35143850033838,-74.06451368654689,B,1
Hispanic,51-65,Male,-35.90657471122792,74.96596709630488,13.169523480469284,198.7685248881676,C,1
White,36-50,Female,51.54214313122035,-184.98730979908197,-0.9919036035428754,-92.98103154998887,E,1
African American,18-25,M,24.307974880060453,-10.32138830028886,31.95356082599641,-47.650572583129005,D,0
African American,51-65,Male,149.3407960858749,104.50935722938182,-39.25317894855531,-154.50640387440018,A,0
White,18-25,Male,-117.16947384138072,1.2968195962826001,-126.73738057467322,-146.72710083416828,D,1
White,26-35,Female,-152.72834736833985,137.542377109732,-195.8685950348405,-109.815892198384,A,1
African American,36-50,F,174.03369915578892,128.0950356323257,-58.18833067291352,-8.88299728991393,B,0
Hispanic,51-65,Non-binary,-9.592116839177125,-92.01208798009343,-52.72888961399912,98.88857752070142,A,1
Asian,51-65,Non-binary,15.019043198323615,-0.4157475923266303,-44.187262344770055,11.203890924330492,C,0
White,51-65,F,6.68826891741104,54.94898348385543,-45.47828765192525,-209.49785295577513,C,0
White,51-65,Male,27.12596429343105,40.02799216629588,-134.9478578480729,17.34860515818536,D,1
Other,65+,Other,-28.871164274440286,32.248676126907924,-125.08556059934632,-39.31816968066771,A,1
African American,36-50,Other,166.87944220989075,67.80238963569349,69.21108616765515,-147.88809972769903,C,1
African American,36-50,Male,-11.970728999783892,-18.724316184192734,150.6952081094616,10.63762251067915,C,0
Asian,51-65,Other,121.40195288478293,-91.2755028969135,-36.08025924273795,7.540470555033436,A,1
African American,36-50,Male,1.3617592560663199,87.65428171698973,11.71345134598411,16.030194656972967,D,1
African American,18-25,F,-79.89908341634782,-23.44982673430304,79.5411262826585,-86.32099646626824,A,1
African American,65+,Male,127.48820465634635,-112.28554579382524,12.159647451860597,-76.56775236148937,A,1
Black,26-35,Non-binary,45.11925520892959,15.409131643992222,230.0426890493485,-24.385264641953093,D,1
White,65+,Female,-56.542914168391874,14.9013883220656,-31.58811524629751,-5.802682317104175,A,1
White,26-35,M,-68.10408931642154,133.4675739030164,-242.94754389606882,-230.8388716897718,D,0
Black,18-25,Female,91.20133370864527,56.363792847525765,22.072740762495766,-33.09377969799671,A,1
Hispanic,65+,Male,-208.41411552005204,28.057380149013973,-13.320756526133415,-118.10081999760915,D,1
White,36-50,F,-178.78042548969074,43.65928607698022,237.13255942637122,-0.7931540528231384,E,1
White,36-50,M,14.322826068771452,-87.97427709228702,22.629089778795734,-109.72989666371416,B,1
Other,36-50,M,-225.669231291798,182.51780558096803,-131.77666144538682,24.831713413281467,C,0
Black,51-65,Female,-17.232500994641324,34.505171568947546,-138.35484806552492,-212.77354150633064,C,1
Black,36-50,M,65.259122633484,-26.067256746311195,117.5803466996149,-33.58303512554082,E,0
African American,51-65,Non-binary,-38.775552460891795,-35.37458873684098,212.1364523602983,-82.86537916303946,D,1
Black,36-50,Female,102.02783564656772,-30.71860567378601,-31.97319141009135,-144.57956365692394,D,1
Black,51-65,Other,180.22829449041683,-66.50321488177589,47.29094760244393,-137.88240065115158,D,1
Asian,51-65,Other,-80.18424038024516,30.18639342534201,54.4317674081261,-35.645968543502825,A,1
Other,36-50,F,-216.9111702156999,-152.3865927290324,40.90986378870843,52.6985215058566,C,0
Black,36-50,Male,161.7809710927119,51.07141197743954,19.045093688950764,31.05206288198627,A,1
White,51-65,Female,-17.084935794479993,-97.76731695607407,13.111057911685094,107.40301113830606,C,1
Other,36-50,Male,-80.05835915423064,-126.2889134127684,92.06652397602245,-141.86175467608444,E,1
African American,51-65,Non-binary,31.29916072100185,10.435803874874857,-108.35732040099072,-102.71723234286718,C,0
Other,18-25,Male,-12.941313897019413,221.9825201570575,14.108687936543497,125.41693160624958,C,0
Other,26-35,Male,202.784910549245,-62.908668681379446,-148.1825785381011,56.518241737091,D,0
Other,36-50,M,14.972104099179969,86.45331926309991,55.70060313568387,-141.4262628410044,D,1
African American,65+,F,9.096375889217924,140.6073178718239,134.90349890030535,-25.3402161585749,B,1
African American,36-50,Other,-29.792839556493366,2.5786455138409305,-128.95196744778892,-154.78161878793492,E,1
Hispanic,36-50,Non-binary,-10.330305952983156,76.76339890611928,31.633854838586846,50.51741959675626,D,0
Hispanic,26-35,F,44.55366867603636,83.57070854807465,97.42641156197723,-150.1578388421364,E,1
Asian,18-25,Female,22.142756310263795,-99.90822908782998,22.058574952018375,-37.51850634784977,D,0
White,26-35,Female,-108.95631141228796,200.60711978601836,109.83792099648957,58.538612562773174,A,0
White,51-65,Male,115.95760571393119,28.412740520222428,-22.52102051340781,72.71927674920191,D,1
Black,36-50,Male,-56.947900264341264,-79.28868897518383,-138.03580997561374,84.950207925764,C,1
White,18-25,M,-108.81144589558933,173.9103943305168,-124.75854495621745,-100.75538429500499,A,0
Other,51-65,Other,4.405233981340424,-128.13659272574526,231.62607005820354,-16.92144463249431,D,0
Other,26-35,Non-binary,-8.874357493713696,-74.65015747975585,-182.49920451955103,77.31125464986864,A,1
Black,18-25,Non-binary,41.83121166028555,122.24977623767302,-154.24741419057963,-45.73282642078866,B,1
African American,36-50,Non-binary,-31.03640069611758,-136.80419529603085,112.7865118771438,68.44324028775078,A,0
Hispanic,51-65,Male,-75.29983918248232,-54.01161895726743,-5.163507668121633,-124.83620743158555,D,1
African American,26-35,Male,-50.89931279566491,-101.51626575334407,-37.506267235446266,32.230299671457175,D,1
African American,26-35,F,-64.19853544769653,226.85423440017698,117.47321928197574,-14.039800773222952,E,0
White,51-65,Female,111.16686513274294,-113.15395888059845,7.792666594423762,98.81606885931008,D,1
Other,26-35,Non-binary,62.31893104192705,-55.18411918880314,-42.693852194047274,-164.8234208220163,D,1
Other,51-65,Female,5.611685580451812,203.29838254784045,169.26746446028892,-56.21516792980744,E,0
Asian,51-65,Male,39.29381301589583,-15.932569245169475,8.67272109697033,-191.6208395703551,D,1
White,36-50,Other,-18.344800544640716,-59.754730018870376,100.88809195988793,-112.1073381186187,D,0
Hispanic,51-65,Female,-60.18850753201504,-192.8335202524952,-50.1979693565267,-173.3423461609644,B,0
African American,36-50,Non-binary,-4.317130309661839,69.33881538344106,-124.15683096252492,-17.300829268802772,A,0
Hispanic,26-35,Non-binary,-46.558927249661394,25.463209863935806,118.22815685810248,-97.83609479960765,A,0
Hispanic,18-25,M,-77.9023302155648,85.6183193223156,-74.24109679935884,54.393501825611764,A,1
White,36-50,Female,63.10014859680017,64.65196401388566,-109.80543160154144,-22.663172674631845,D,0
Asian,65+,F,-14.681229374462266,13.898871184131664,104.1559222148416,-246.36058910464178,D,0
Other,65+,Male,184.4573152814158,13.875820887106109,10.921251258968114,-102.60807842926667,A,1
White,18-25,Non-binary,-43.006031063161444,65.82103373454007,-7.308994075308317,-97.35368169490215,D,0
Asian,26-35,F,-109.03752628812131,-257.75944246302413,51.203519049138094,-167.24211924279368,B,1
Black,51-65,Non-binary,56.75092092863262,-126.9178666854683,175.92053864417286,-153.20670097802318,D,1
Black,65+,M,-17.03788473849481,-91.7748936723251,-71.2079709604861,91.12604386774899,E,1
Hispanic,26-35,M,-87.58570454880227,-108.29740827813285,-79.14212145364449,-82.58059022679129,D,1
White,65+,Non-binary,-173.210574921762,-145.6536141531797,75.63678639264654,-66.37223528422808,D,1
African American,26-35,Other,-43.93422449621764,-193.3944589267449,39.802736911234,-270.76378057236366,D,0
African American,26-35,Other,-34.42709634861616,-156.13869951667493,49.59910342679866,-5.055728809251973,B,0
Other,36-50,Female,88.10586987197728,162.6051266670714,85.50398192774506,-150.2482404120825,E,1
Other,36-50,Other,58.023627970557236,43.04727738795386,-19.48446219891729,-16.70183570000275,B,0
Hispanic,26-35,Other,82.09511663621558,55.06454647110382,24.34768795030554,-125.04003043154044,C,0
White,65+,Female,163.71818858955308,-104.4660427542025,-194.93752484905198,95.22703649112555,A,0
White,36-50,F,67.20884705219665,23.890060178501134,-56.703736660592284,-246.64985851376247,C,1
Black,51-65,F,-47.47116878259795,119.12305817554916,-92.91235853598153,126.99877912450053,D,0
White,26-35,Female,99.27200204778677,74.6797925606229,15.406987109510057,-32.56004092482371,E,1
Asian,36-50,Male,-88.41376619107815,147.73880812946294,-68.84920273847362,95.81282070827987,B,1
Black,51-65,Non-binary,-2.6496072150504615,96.02327097146552,-92.42037485492891,65.46543179581023,B,0
Black,65+,Other,172.79886587763875,-10.41495104806538,-119.8295362069653,22.16988889230304,E,0
Asian,36-50,Male,-91.19237443338037,-163.9887412882893,135.05489096510007,-175.816693933571,E,0
Hispanic,36-50,M,45.26849020891672,-120.78990473299851,-114.04900619355578,-14.177428410131995,A,1
African American,65+,Female,36.54257874163194,95.12976085693842,-0.8245583269450503,-27.021504804466556,D,1
Other,51-65,Non-binary,36.25865407095093,-85.84150658491431,3.4333618420423253,261.99792431716975,E,0
Hispanic,65+,F,-72.25700918012421,68.13190702139947,-78.21609255901207,-72.5414972897648,A,1
African American,26-35,Female,12.054908664686224,9.122024261948384,-65.9057676685076,-54.36563389883202,D,0
Other,65+,Other,53.577837630883515,-123.54287504042478,-124.26421831077266,-27.350620087501344,C,1
Other,65+,F,271.6742211079423,-214.12444010478882,-8.595748830637671,-127.3235152712486,C,1
White,18-25,F,73.37803466175153,5.912747950118981,29.00652821548389,-74.24178430086111,A,0
Other,18-25,F,-67.07376393055512,-49.267781711283156,71.4177354088429,-75.62869482805787,C,0
Black,26-35,M,210.69517921989313,-148.17370448905336,65.78006967609771,57.88453672541443,E,1
Hispanic,36-50,Female,48.387296172625845,-98.61917618659135,136.61803482152277,66.66813703729464,E,0
Other,65+,Other,13.979138056000709,-165.20853022729182,52.070384194172995,-115.88647632946846,D,0
Hispanic,18-25,Male,14.531097705482079,184.52250764996066,6.990604804665114,-3.091258748799409,B,1
Other,65+,Male,-25.935410041926836,105.0076699033683,39.237614636593,-17.40932791826808,D,1
African American,36-50,F,-82.16015245335053,-132.1874622637031,23.629747955084202,90.86546459008245,A,1
Hispanic,65+,M,10.255283715420713,-116.7794990770725,-78.51841933152143,-217.06777409236076,A,1
Hispanic,18-25,Other,84.69889365733385,-69.89703566348413,-20.102244529573348,33.00542224533509,E,1
Black,18-25,Male,37.79820560248402,28.004918969644155,-65.9706461528377,25.72113567497475,D,0
African American,65+,M,-52.573155356675514,-56.222528402914804,-53.372061725483064,94.19709201309789,E,1
Asian,26-35,Other,83.26098367500751,34.533440506954335,-9.221423167200317,11.865078633868881,D,0
Asian,36-50,F,-56.61680924196325,205.3217071690716,66.82688262494536,-25.77971725596317,B,0
White,36-50,Other,27.12201015443874,-27.097081310429278,78.15688156408467,68.85650481606774,A,0
Other,18-25,F,143.67845443897494,16.90670998823295,97.8122788261228,44.72913019840257,E,1
Hispanic,36-50,Other,136.28156704036758,101.88137959082269,13.784718761058526,5.825908305737293,B,1
Asian,26-35,F,-124.3694098921711,-34.66222719984954,-44.06592049483101,-66.87367357945769,A,1
Asian,51-65,M,112.54301807205509,110.02196936474343,75.7541127940987,15.125367793552384,E,0
White,26-35,Male,-1.3229418634560393,34.495246357085726,52.56767256745313,100.07813431915528,D,1
Other,65+,M,49.3073589118387,-90.42531905683605,8.405846936922115,92.49690094485776,B,1
African American,26-35,M,-67.07381560957299,-15.035871163935646,-27.684015839600757,79.63688696711709,A,1
Other,26-35,F,-77.73105658073408,-121.69822880138132,144.01288193485203,-96.75805045948042,A,1
Hispanic,51-65,M,0.8343709343729097,-4.7919471245064225,-86.03990036621944,-140.58905134262815,E,0
Hispanic,36-50,Female,91.0534199916521,94.54309965702151,-4.450637216390983,61.878757336265025,A,1
Asian,18-25,M,53.53993959420754,-113.71555929062886,107.31703464289389,16.707959525099763,E,0
Other,26-35,Female,98.24446625004836,-11.044406285227769,-68.68888158512422,-102.98321862776083,D,1
Asian,26-35,M,-19.861313530109133,-15.879924724625432,241.52582832928746,75.69075526413913,C,1
White,26-35,F,79.77432513645766,-30.33584752658511,117.13812975200372,-87.39896092063827,B,0
African American,36-50,Male,64.34076195804192,-62.30012935570512,134.7774234043264,14.850374861385095,A,1
Asian,65+,Female,42.02072685691135,-54.385105573306504,9.475939204852276,13.520681430843261,D,0
Asian,26-35,Male,45.437269224752896,-238.3186099824811,-115.27489353295539,282.72496185560544,A,0
Hispanic,51-65,Non-binary,44.22930999972191,-9.262356465337506,86.16137890783865,49.50517248914135,A,1
White,26-35,Other,8.781452805312332,5.529885761569895,54.64012329579592,-59.9758140046995,E,1
White,26-35,Non-binary,87.68870435751751,-176.4329972923864,-87.87679714894062,103.69170736400389,D,1
Black,26-35,Non-binary,-99.1639450892882,177.8563709561176,121.16716985927647,-76.27409865208293,B,0
Black,65+,M,25.599020132449755,-34.043630870234885,-157.8433063256374,58.18149205970061,A,0
African American,18-25,Non-binary,-45.9270443998166,155.410282642035,52.71216496117022,80.5524262428841,C,1
Asian,18-25,F,-78.50001834188701,91.11594961057973,-150.83261807752083,-74.55786131835075,E,1
Other,65+,Female,179.75656292020804,16.673988243560807,-172.69960237434017,33.79551558980663,C,1
Other,18-25,M,-40.72350027933915,-79.55482089367032,130.95749689413614,210.46787618916665,B,0
Asian,65+,Non-binary,38.661940878666066,-66.31250036661001,-163.81457930220665,48.332177775468104,A,0
Hispanic,51-65,Male,-35.69417917616685,-59.75632623974085,-67.52426038684801,28.24963390444923,D,0
Other,51-65,M,-104.3609633917446,-165.9660898948946,-28.154875255024425,33.6397507869836,D,1
Hispanic,26-35,M,-34.113182835044356,-128.84529994961002,-37.82293704368031,0.9603587672724515,A,1
Other,65+,F,52.60839731922524,-32.343721377564464,-79.78749372405426,-34.77398416820274,C,0
White,51-65,Female,120.94505504694573,116.1367213972892,55.910368161303225,-47.725051564606034,D,0
Black,36-50,Other,54.424867631008645,88.4810632653295,23.347415554388874,128.30642333598564,E,1
Asian,36-50,M,5.906849346442486,35.9625203590318,35.663936214422414,73.76318124245167,C,1
Black,26-35,Other,85.94778683140383,-15.740075465124914,44.98620265611577,-306.7713652701392,D,1
Asian,65+,Male,-28.139002226525044,13.298226416475394,48.809225525417155,-97.88174091755415,D,1
African American,65+,Non-binary,-13.934916976550982,148.03605720429667,107.75195624171774,19.52403273301087,B,1
Asian,36-50,Non-binary,149.9339544883473,40.37775293855287,107.72230049680833,212.51800819803245,A,0
Other,18-25,M,-5.620936227696408,30.846154523675207,-82.82034078631104,-162.3030344772911,A,0
African American,18-25,Other,1.480150280628607,57.19223051908977,144.0339771888343,-11.725456103492652,A,0
Other,51-65,F,-81.5030484559391,151.36567834918935,84.69362613415015,68.92191049483141,E,1
Hispanic,26-35,Male,-116.46576864103989,-57.16210800318433,-112.84554596637548,-57.57055511561913,E,0
White,65+,Male,97.41775523668299,-38.030322565294576,43.832201896636576,229.3342364698077,A,1
Hispanic,65+,M,13.030029682350087,85.94258437351544,-1.1418788570151641,30.891350554988545,C,0
African American,65+,Other,133.31906909125982,78.06227157938476,-67.98024589994273,-61.776642991445655,B,0
African American,18-25,Female,-67.03494733869493,91.8912350491313,82.58733704886296,112.09022836524696,A,1
African American,65+,Male,7.582475047634177,313.7370242725433,23.38119257349473,-67.20967957817228,E,1
Other,26-35,Non-binary,7.841561124954051,-130.44173402451457,72.90152279935457,-56.3267159257389,C,1
African American,18-25,Female,-86.35025610870956,47.70809061899797,-163.8139330706024,59.36017427301232,A,0
Hispanic,65+,Male,32.077668026225616,-80.01682280024062,-39.77315538016691,-110.85785877263623,D,0
Other,26-35,Female,-68.92142604740481,-23.85534066481693,-61.04543539732789,27.384691225536624,E,0
Asian,18-25,M,-33.83619860411775,40.914593164840284,-90.56372664604385,-37.72803580017995,E,0
Other,18-25,M,9.841232237575714,-9.068505662568281,-6.6738556395558275,-148.17629590314775,D,0
Asian,18-25,Female,108.65584776801774,-61.84722989058885,224.4913159580265,0.21096998506757625,A,0
White,26-35,Female,-138.84699801402815,-45.441157625129605,-130.937424477221,-51.514990141984626,E,1
White,65+,Non-binary,-72.73822647382607,-142.96343125427663,61.17001605843201,241.94036985313292,B,0
African American,18-25,Female,-141.09671685475934,160.31906521217337,29.274361543002048,-2.151135675040486,B,0
Other,26-35,Other,-194.81189483988427,27.005751945598117,-45.57127397776356,111.3375006542253,A,0
Hispanic,26-35,Female,-141.7294101393764,-75.06556878763021,-4.78496408951149,-104.03543645074332,A,1
Hispanic,36-50,Other,-131.63468072293313,229.9633255078195,-43.55841094898519,-81.86436257497552,E,1
Asian,26-35,M,-19.411633276809688,38.799319805782254,21.875000702364595,186.2744055325497,E,0
White,65+,Other,73.10107611205775,-123.88016446140897,-144.40039887444993,-65.00393948505926,C,0
African American,65+,Male,236.300750805868,-41.79523729281643,4.759938614392827,-72.83984684723936,B,1
Other,18-25,Female,-45.58339117033246,95.36431087412406,-150.7479931149308,95.51716110100067,D,1
White,51-65,Other,-120.1107184946181,-23.851184314890865,-137.26837764480888,-12.247921114748513,D,1
African American,51-65,M,128.548724876194,92.96943441358184,-1.3952880163924468,144.2447405586476,D,0
Asian,18-25,F,241.39415100330947,-33.78597440748328,148.6097702649603,-83.8480984909244,A,0
Asian,18-25,Male,74.14716343287219,-77.86840541718664,-40.222612763867346,31.03671631383384,A,0
Hispanic,36-50,Female,-17.381244341383,-40.96204837094076,-182.3392031020036,45.95000164283322,A,0
Other,26-35,Non-binary,130.04867420866677,12.119193645333223,146.60459336534822,-50.62763358604256,B,0
Asian,51-65,F,-27.643115829868993,-57.18778773650271,-16.64694595007548,198.38477127678124,E,1
African American,36-50,M,31.75501891412409,173.57923408577102,142.37746762794976,45.752916298292256,D,1
Other,26-35,M,81.46383971418486,-265.48772815800083,62.34545803292605,99.89613061061463,D,0
Hispanic,26-35,Male,123.5665699674605,-63.769342642283135,10.601164608630246,30.023818012026627,A,1
African American,18-25,Female,-86.48464392641361,-15.649219007195029,-68.53305613894875,45.326022044882315,E,1
Black,26-35,Male,71.42402029303666,-166.0742527933703,16.201460449321665,145.38997602915978,C,1
White,18-25,Other,-33.68325883259035,81.6889199814378,168.58984589965897,-101.91603432239886,E,0
White,26-35,Non-binary,134.1603887462927,22.609025356986866,11.255924460924792,-18.464136421358486,B,0
African American,65+,Non-binary,97.00005995405928,-171.801543691927,92.93757067851207,16.39483031577719,D,0
Other,65+,Non-binary,46.50753221590445,139.80199754519575,-10.215585043364825,-123.25388525469458,D,1
Hispanic,26-35,Female,-29.197929343027845,-43.42281007021094,14.939840983930658,23.513647639036435,D,0
Asian,65+,F,164.5254657676337,-151.40633761413076,-68.49334794670526,106.275726565647,D,0
African American,18-25,F,-46.07471430297618,-154.7768961142522,66.54330315159115,118.21472236274855,E,0
Hispanic,65+,Female,-34.33794665055424,138.33211463892994,26.142805097821903,-156.3342429819129,E,0
Hispanic,36-50,Other,110.04283462650876,113.71032350375616,-55.74739576700457,-21.05506474981661,E,0
African American,18-25,Female,61.20672519762894,-50.73955978449858,-45.58664051224703,144.37329488536187,A,1
Other,36-50,Other,5.532342088966366,-142.20117511519237,116.08189810740616,67.86267580198115,D,0
Other,36-50,Female,37.55197659363663,-76.6329621492833,-105.08536842962522,43.43163933088394,A,1
White,18-25,F,-75.13581020504314,58.02070848040679,18.020592927512226,-165.56462181137698,C,1
African American,26-35,Female,83.56764279493417,100.98419402545065,79.91506892233967,-2.0075587194056137,C,1
White,26-35,Male,23.869257093362965,-46.615119860166004,-84.8539830889252,-24.408132504823648,E,1
Asian,51-65,Female,-138.87669043613042,80.95575844491574,-175.08215889165146,191.06076423394472,B,0
Hispanic,18-25,Male,-29.76299811300353,-31.122681795005164,165.45566627240686,121.76606504329925,D,1
White,26-35,Non-binary,0.4817695688578063,-133.3514287013604,-127.76138878986691,-89.22442418600644,D,0
African American,18-25,Male,-95.20059229893275,-8.130055444333301,-105.92302094749333,105.59721777770979,B,0
White,65+,Male,-88.81438088313021,-86.44946992888643,62.058704327129675,233.13461646672752,A,0
Black,65+,M,2.8956212336201945,19.13028402280895,118.0642239783769,-24.693066071902926,D,1
Other,51-65,Female,9.480525392494261,-104.50921062519747,-19.49630853738502,20.029055590636748,D,0
Black,18-25,Other,-69.66826427600415,-44.7855857188818,157.2474906742555,43.31685371815926,E,1
Black,18-25,Non-binary,125.75371038611173,76.21640917567666,30.279634809342415,52.142007236760456,C,1
Asian,51-65,Other,-22.79506877509247,49.24965033252992,92.44930565932498,142.04631712996937,C,1
Black,51-65,Other,-218.7902530688519,-38.61272205834062,-31.483530700373848,-100.75553437606581,E,1
African American,65+,Male,13.370497719216171,77.44097440179765,233.97964385158764,41.222370939172905,C,1
White,36-50,Non-binary,-151.7258386480927,16.143147034215673,-1.724552987803974,-146.78739286139114,C,0
Other,26-35,Male,188.24272976437857,137.06839311034258,108.41852051259731,-176.31510216804662,D,1
White,51-65,Female,-18.170837488526626,-10.82228570298309,-83.04600997745895,186.10203947897264,D,1
Asian,51-65,Male,-111.87117294015869,106.72934281757955,13.971888257467594,-88.79144159348168,A,1
African American,51-65,F,-42.16054462431697,-145.28380720661042,-110.3978827095833,119.09060465660149,C,1
Other,65+,Non-binary,229.08578597164384,-50.960444217903756,15.37961933798401,-43.88945640562329,B,1
White,36-50,M,19.283488831804316,55.488640529946565,126.5594593590571,-151.06044212441228,D,1
African American,51-65,Male,-30.078269432636816,3.4001152283652645,76.67681400378595,-41.90560053593986,C,0
Black,65+,Non-binary,-81.45073955290097,90.5541027631238,96.01261668170915,-84.55140547366156,A,0
Asian,26-35,F,74.37158297560678,-181.58199440323668,3.626193684262715,6.4675692414762525,B,1
Asian,18-25,Other,-83.63200887061869,96.46246379845739,-32.58686840511448,110.91117650564857,C,1
Hispanic,65+,Female,143.5647219731272,163.47820895848562,-27.244069730747476,51.45470138547912,E,1
Hispanic,18-25,Non-binary,-46.005764740365734,191.40062380528045,-106.49088172764563,-36.689012069066,A,1
Black,26-35,Non-binary,-82.1224244378567,-11.118253718452376,127.97140608616009,-81.87742938544886,C,1
Black,65+,Other,59.12540675807446,-116.851655420556,-164.98748994418665,44.199700752113955,E,0
Other,36-50,Male,123.65702190133068,41.1680224975662,-283.7161700832922,-96.36833820404331,A,1
Black,18-25,M,-42.645949556008325,-158.12379295561485,63.45242647323682,-36.021924088228026,A,1
Asian,36-50,Male,118.92447133144277,148.2844913262534,-152.29601281492563,31.21505928507,B,0
White,36-50,Male,54.579225718722604,137.34262142337818,2.4383751003183183,60.62670505648349,E,1
Other,26-35,M,-94.43766131296184,-37.15466909055499,128.5304718944534,-228.24869981257012,D,0
Black,18-25,Female,-105.87621311264476,114.95147201492702,35.01310336775895,48.41253802465552,C,0
Asian,51-65,F,-156.17550982395358,-130.3852287059931,-122.98326294386064,11.942348451092801,E,0
Hispanic,18-25,Non-binary,61.462334847008826,-123.0535043510295,91.2464311579918,47.141486206559726,D,0
White,36-50,Female,-15.244866714738292,26.77447236845176,105.25003255038143,49.18785681516608,C,1
Black,65+,F,71.57558555591774,-203.98324207610705,-5.205879721771599,1.842240713216505,C,0
Asian,65+,Other,279.4558528597884,-80.97871237154733,-54.48373187174783,-36.276887184254406,E,0
White,36-50,M,37.77849959415164,59.370913953679214,-145.7255752521422,-107.105277034526,A,1
Asian,51-65,Male,-186.67562391781797,-41.66585487455175,5.131739496295762,39.274414778938834,B,1
Other,65+,F,65.11852891154356,98.46287029195027,113.24080507230796,-43.62471773408607,A,0
Other,18-25,F,-87.35218724693112,-30.185432692376096,-96.69536329090046,44.009150200582056,B,1
Hispanic,36-50,Non-binary,134.39234751795516,-121.96316959930923,-67.77231968375726,-60.07330653131333,D,0
African American,26-35,M,-119.83560157090349,-4.728943462957228,-37.35089074739405,11.14312050854086,E,1
Hispanic,36-50,Male,-34.73369555863442,-265.8461709537142,13.833496016621641,85.95045020367968,B,1
Hispanic,36-50,Female,-271.82950126969206,97.4082842460924,-94.80347573865386,14.410602257997079,B,0
Other,65+,Non-binary,-79.27309880472761,13.817126399331853,34.70684190511121,-49.464954004056736,C,1
Black,65+,Female,66.67206932767505,63.01970830337428,7.643211785747682,-5.61237338403299,E,0
Hispanic,26-35,Non-binary,-107.4602519956881,21.143671796334896,183.69014734295345,157.4943563736147,E,1
Black,26-35,Male,107.96013600611722,-59.93341451057401,-78.3728656144866,62.8813410499999,C,1
Hispanic,18-25,Other,-72.7518105002865,-10.709827413554336,18.588820590781186,43.043099359804096,C,1
African American,36-50,F,168.4357706410447,-29.38640454153939,8.920702608582214,-140.7136057803066,B,1
Black,18-25,Female,54.29727974628181,-57.41625902806536,-56.68585512918727,41.84008373427018,C,1
White,18-25,Male,-186.77929018554295,31.853606336420746,-157.79337233678737,-1.1030704346102205,D,0
Hispanic,51-65,Non-binary,198.78033180642396,-64.21471488140288,-22.397608978910643,-96.23893044401423,E,1
Black,65+,M,-283.69997967824963,-77.80226687539786,-13.529634802308715,174.0821880767318,C,1
Black,26-35,M,-2.6946454147495977,-43.192645819588144,-165.78062170541585,-8.455042770499475,D,1
Asian,65+,Male,-59.079454656224584,60.14660245592369,127.10529837875177,37.91416263450196,A,0
Other,65+,Male,138.17021054369138,-142.41629199767482,-43.09268697414186,-103.87347092666188,B,0
African American,18-25,Other,-75.96010051092469,-164.43801697975903,-4.070026680703594,-27.035860102994754,B,1
Asian,18-25,Male,69.00862080101655,-170.4303562721928,-33.34920834691344,77.88096720401488,D,0
Hispanic,18-25,M,-56.567145495580526,283.06427844406403,-129.01870913888337,-13.031833741215967,E,1
Other,36-50,Female,72.18849192255084,30.63497996947437,114.46438236387839,11.455232069071903,E,0
Black,65+,Male,-19.97793947881532,-75.26605063711148,-229.16343334408674,52.193098297585394,E,1
Asian,26-35,Non-binary,-146.9943410463162,43.822376667435705,24.875788965608177,-64.90731671503588,D,1
Other,18-25,M,-158.9072383182632,-32.30432999664219,-87.40343773066503,-24.4278403362454,A,0
Other,65+,M,-85.9302105225084,30.53547951405334,-90.15187666894859,-16.014038573488126,B,0
Asian,51-65,Other,14.67148350051459,13.810722023804969,96.95878236839168,-24.745420010801706,E,1
African American,51-65,F,-0.2950450430330263,208.62983901795408,59.615552012397835,-61.31190376403304,A,1
White,18-25,M,-186.05498318721067,-10.408049381459806,-84.60944293569396,-32.17128776284402,D,1
Hispanic,36-50,F,138.54534097139006,117.19196072178417,-274.84921127123107,-44.32972468303829,C,1
White,51-65,Other,125.49015973300715,37.1260731355268,-146.5242998540866,45.103799825276695,B,1
Black,26-35,Male,114.82122049413267,175.91712351092104,-13.726842238490603,-165.6390993327629,D,1
Other,65+,F,-63.56895487666294,100.80732885371036,117.6904004018801,-34.397824568788025,B,0
Black,26-35,F,-97.96573367709985,55.847569616151226,-85.47439374239224,-36.13536805363079,D,0
