Gender,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,18-25,C,-75.29548842793193,-100.7730913226208,E,67.69003048356686,31.78857213724413,E,31.60997169394119,1
Female,26-35,E,-113.79456475772088,64.12162693901286,C,20.453545364394564,-93.04765127594283,C,185.80155358711747,1
Other,18-25,E,34.36657528897333,50.34895232693866,E,-67.42688858903387,-24.39710966446091,D,37.833216899093074,0
Other,65+,D,226.35661680693352,-30.938513366795846,C,30.436955519258763,289.44699762807267,E,5.033559677884333,1
M,51-65,D,110.02656197886884,22.110294437297824,B,-56.521206462132156,96.12276033405386,C,-58.443711879295265,1
Female,65+,D,-73.26153378872195,-69.27991219441263,A,83.84417688586467,-55.33166912204768,C,100.64347993118521,0
F,18-25,B,-218.50874707201538,28.311450568330265,B,-11.675765844331057,-178.98324490680696,A,-29.93882717829645,1
F,18-25,B,134.16500048616535,19.34601145946722,E,-29.66425749941466,63.63423596384328,A,58.20654076338575,0
Non-binary,51-65,C,13.40488624343247,-22.14529215137612,A,97.66699388250655,120.65642127713438,E,-222.50266025424946,0
Female,36-50,D,114.84157475391834,-146.29389172423106,B,-57.554162162815935,104.03353381838669,A,24.001849960791755,0
M,36-50,C,76.64530873293597,15.200683029723752,D,-104.36830975315968,-16.585486860284806,C,103.67094662906644,1
Female,18-25,E,26.89913025266206,-57.05282099317239,E,38.06899266318059,-18.800788919605687,B,-36.05746226649329,1
F,18-25,A,102.34699503554413,25.900346520266453,A,-170.76188657819645,-189.65956866742846,C,-170.17199920981224,0
Female,51-65,B,-20.514793100761448,59.26248209088638,B,204.06129213346432,58.97477662311215,A,222.31703040296026,1
M,65+,E,40.15625891295442,27.20246338061973,E,-51.11669950859958,-247.911340867824,C,86.50913997703864,0
Other,65+,A,87.83753797883162,95.45351500240825,E,-110.63252710853003,-68.97053744858299,E,-55.514236244163115,1
Female,26-35,B,-135.31938599900624,-210.4344808067098,E,62.34060279041087,-41.667186891358,D,-132.833189241915,1
Female,65+,D,56.99624671046308,192.32086410323245,B,-184.25668369271503,205.42390487056585,D,-82.18122577103468,1
F,18-25,A,134.8778833505555,-52.71020434520799,D,-7.837323292448774,-102.76371904307588,C,-48.78127533416132,1
Male,65+,A,-141.7137477037295,-109.58287974029852,D,-40.628809412536896,-53.06409850461522,B,-185.48985220041462,1
Non-binary,36-50,D,30.848092444582477,24.5139264391567,E,127.50738855642598,18.282302336165998,E,28.048595696479907,0
F,65+,C,-33.43445061849935,12.925857377393058,C,-16.315647662089464,34.158663677563624,D,-151.79704957420793,1
Other,65+,D,74.03558967602409,-35.23188102409724,C,24.799331751186212,135.52199270071608,D,-79.47261685239508,1
F,26-35,E,-228.68236607988132,26.757142055974555,A,-98.88095369066538,-92.36636546327622,D,55.16963646526788,1
M,65+,E,-95.34975298842355,127.21635537141526,C,181.46865679700224,46.915824577543106,D,-81.64440537974201,0
Female,26-35,E,20.80220131234358,73.59717568427949,B,183.77569792423097,18.324400572864235,B,-50.76792514859733,0
Male,36-50,E,-80.56511676881843,69.18952620563226,C,15.533020434207662,88.97761742531338,A,-18.045110524819886,0
M,26-35,A,115.34001217673591,123.32403234703435,B,-152.10196976586442,-111.84403150037096,A,-30.267556624200175,1
M,65+,B,105.7439490010144,63.010672637144594,C,-15.197265369221268,-120.52246695491104,E,-2.562182672915518,0
Female,36-50,B,-0.36990030330183604,-103.13216352666589,D,-61.49980774382643,-12.375666779584053,E,-41.45791379137319,0
Female,51-65,B,-88.68473456915169,-55.896062480978294,E,-204.50198837214276,145.89041208258408,C,-69.33609209645151,1
Female,65+,D,-122.96138609727609,-46.418463005011624,A,-72.56542233201898,100.89956594212453,C,-7.704378318661417,1
Female,26-35,C,-149.49128704937854,-74.30893091015827,C,-28.074878220330117,-179.5489726989204,C,0.18042899322869474,0
Other,26-35,B,92.32725223464914,-257.2652867676222,B,111.29342007155918,-161.68181516881916,B,-99.63592199643841,0
M,36-50,C,192.48293936109255,-144.17099897926144,E,159.61045657772473,118.4208475684692,D,-29.5305921555131,0
Male,26-35,C,4.371778564673642,12.196240133513994,E,44.18700115858993,71.93801630814403,E,-127.626964817111,1
Non-binary,26-35,B,63.09444633255743,-95.90625774461485,C,-21.22545509492145,-91.97987739606471,D,110.73944462452154,1
Non-binary,26-35,E,-178.51164919730965,-14.867809780666855,B,118.08216183453553,-4.536357659625596,B,-60.34948872624817,1
Female,65+,B,-104.00715631291261,-53.86845745935882,B,-16.887025924554365,-47.37350947132783,E,-106.04982266852355,0
F,51-65,E,-167.24074681447703,4.941078506112595,E,-86.35745693700761,24.69449797508792,D,-145.94522690180335,1
M,51-65,E,159.17568564807127,38.08743661955935,A,-199.4086674088652,62.69855387380638,C,2.188465459285009,1
Other,65+,E,20.485964915950586,208.8599818848614,A,-10.11830530934341,-245.45783621675707,D,62.60966320981487,0
M,26-35,D,62.07883157759502,129.70467784019382,B,-104.56349417093416,-21.671153267843234,A,-26.870346163911634,0
Male,65+,B,-6.020214069030011,-60.52810078302993,A,30.863860953009524,-113.88352862007834,B,151.32153294127576,0
Male,36-50,B,24.040638348042716,-163.0788102097442,D,96.67373376925977,-79.7671766463454,B,26.390431463192172,0
F,36-50,B,-43.752089759298194,-15.07415591135789,A,19.28410609971537,-21.532119295155287,B,33.028342310633285,1
Male,26-35,D,-148.85686525832028,-97.36168328309259,A,114.99599488052299,111.72120463797177,B,54.919045660032225,0
F,51-65,A,50.863460744927536,28.64635162964365,A,56.36320320551149,141.71606862955238,C,-56.52529547755649,0
Non-binary,36-50,E,-112.76432899101705,-51.02775186238825,D,107.32200075633375,-129.01728481102614,B,-1.4897481365944725,0
M,65+,C,-72.45854621316579,73.28850853481535,D,-143.24257700791335,15.309791684157691,E,-132.58642391275487,1
Female,65+,E,3.8585732146506553,-54.83071726454099,D,70.62477184544204,79.46693051689839,A,3.4345234210357614,0
F,26-35,A,52.893496019809675,57.424109410813585,B,14.569779732285804,-48.913673603739696,C,-22.069043417439154,1
Female,26-35,D,106.0028986167933,-130.44890163887885,E,51.05225950222422,-43.54741797376185,C,-16.545962984710048,1
Female,65+,D,105.43968909609742,57.40494398296639,D,-31.34808455055716,-47.35771575815406,D,43.417285149714566,0
Male,26-35,D,-69.75579205643147,160.58256062352234,D,-7.346628045146081,35.3771633180781,E,93.56916629767306,1
Other,51-65,A,-57.1925205895275,-104.02118220243115,A,-28.27505366706515,-63.863862159315275,C,-22.656130021456462,0
F,65+,C,10.547803637967975,71.32726813992211,B,-15.166632593455537,129.00643357540105,D,-33.08021239637275,1
Male,26-35,B,-193.20596072090996,168.87993401092646,C,-121.75283059876377,115.90388536823897,E,-24.482617940815846,0
Non-binary,26-35,C,-87.56595764641688,-9.62318215194911,D,-149.40193432886977,-3.239879642831931,E,-22.3547947690935,1
Male,18-25,B,-122.13869445861052,178.25393502826742,C,-2.567420634623599,-20.73365965526029,E,164.57396525281672,0
M,65+,A,69.36841098079694,109.03663111687266,D,-9.935730971371855,13.731229833806438,C,-273.62883182291216,1
Female,26-35,D,83.66308108538269,127.312082791013,A,-56.943209255047556,71.44320535100755,D,-60.69700301347283,0
Male,26-35,E,-91.90196510449027,-3.2018344120742017,B,35.132185458370955,116.15033018401269,A,-187.36547014945504,1
Male,36-50,A,22.232825260414682,231.9445979994247,B,162.01759724015906,64.2020558484259,D,-57.78100535374237,1
Non-binary,36-50,C,48.13302380188792,-1.5839213810733694,D,134.61686602952716,-171.56154707220125,D,60.7678169090393,0
Female,65+,B,-26.71058687568652,74.78074164071926,B,-132.35002221160218,-309.61181129977047,E,-108.84514129738099,1
Other,26-35,E,-45.91294465190993,195.48954035655555,C,-5.237180911640655,110.39062253410204,B,20.359537555409727,0
F,18-25,D,57.721429247875,109.16777208890724,C,5.742171777827599,-80.0843841305937,E,-42.12100582704163,0
M,26-35,E,106.32487203643663,-83.73286608725944,E,-331.1188845494047,-106.00368909909734,C,-63.06701983869285,1
Male,18-25,A,2.8793323324538616,-101.82462538200707,B,-143.658436477159,169.13762246048836,B,26.683232496385827,1
Non-binary,65+,A,90.81992139688512,99.28072018422715,E,-10.99442972730931,9.169161580607055,D,158.84350631376486,0
Non-binary,36-50,C,-119.14339803985008,-29.847631933081715,D,140.7888028300643,146.32603886658683,E,-12.797532734722608,1
Non-binary,18-25,D,-133.54055409118502,54.2637166881624,B,24.068386839719306,-139.1780296254327,D,81.08159947117696,1
F,18-25,D,32.98012565811838,-36.750600320000345,D,-200.309685607515,-150.53065284546057,B,9.957839145610995,1
Male,36-50,E,130.45807336313666,-29.937888362693716,C,51.10876825022056,34.208813631003004,B,-84.55184927439646,0
Female,18-25,D,-82.71502449058448,-67.88008393643106,D,-81.38698469816725,-80.0599306166815,E,58.869900361785746,1
F,18-25,A,-12.79491798540467,180.25428659749616,D,137.1795121481364,-44.560514155648114,C,101.39250611260199,1
Other,51-65,C,147.91688033798,4.903841549341266,B,16.09088237085557,29.447956949185738,E,-22.438042354320693,1
Female,18-25,A,90.9553781785363,-41.61671189099152,E,-27.489305112158775,127.98844271243739,E,-123.08436115428889,1
Non-binary,26-35,D,-119.20016776664373,2.487652910151522,A,-82.1480430731996,-104.77947753947707,C,-111.31267967038421,1
Male,26-35,E,-17.945446375695525,-38.82425102621516,D,-6.055595579723151,301.4628082443213,D,18.004859522449156,0
Non-binary,18-25,B,-4.163398739860671,102.98835940966326,E,131.25934971255742,-53.580261084678845,B,-85.98695519576722,1
Other,51-65,A,-117.22892871473324,54.98000346787855,E,-95.70793411191562,-125.61931002279623,E,90.05384119730721,1
M,26-35,C,-201.36543360811504,52.042089653293665,B,-75.02180879481924,81.16141945345501,B,14.553706085484972,1
Female,26-35,E,-152.36346749063557,29.491950904605652,E,36.242634445659704,-37.25925505053999,C,5.549248178567767,0
F,26-35,C,-24.94610772227257,-129.00751599032762,C,-93.63256526905602,-95.66314318197412,C,-2.1912376455202343,1
M,36-50,A,19.449672904635683,26.852029941215555,B,176.0424375041641,-115.07181058160467,C,-5.258634394809462,0
Non-binary,26-35,B,49.44710590029153,47.250667400132286,A,172.68037199766383,-76.79883406388448,E,-23.478390411913487,1
M,26-35,E,25.85239055427067,-75.04151896864947,B,-68.5840536833645,66.04377139348661,A,92.58150135601039,0
M,51-65,D,44.59559653360259,58.16666997183913,E,-26.44177697574279,-132.61826667445766,E,-22.41056243571749,0
Female,26-35,E,3.410527885169443,53.33230843878846,C,-35.04572225239826,-8.468605206521005,B,-237.5392028846192,0
Male,36-50,B,-14.100002592536951,-23.511551150827863,E,131.0884576558336,-141.96573800734404,D,191.25030901168392,0
Other,36-50,E,96.38839928557054,240.49514337821677,C,-409.2972735210975,-242.56897569998767,E,59.31746564456866,1
F,36-50,C,-77.96319737863409,75.25480583814004,C,118.21759776156169,41.31613054993167,A,-64.8960666399822,1
Other,51-65,C,17.656122863386567,164.94943770572627,C,161.22787952341307,10.184200411908408,B,-112.2024953599683,1
M,18-25,B,-17.614921826081588,-52.08257712151638,C,105.32331931604277,38.107383896869166,D,-14.161707540259721,1
Female,18-25,B,169.97540151690748,67.81780337528849,D,40.05882233236902,-148.6149705707698,A,-188.40179279286212,0
Female,26-35,A,-145.22208511510863,-28.12852411310195,C,179.5000073237315,32.75504875086622,E,32.0241150942392,0
Female,36-50,E,58.2364248163541,31.576127195251193,A,-212.72156432597197,51.830106407734725,E,-47.06851293453844,1
M,18-25,A,21.562984365265518,-139.6573355371064,E,-145.99139219369908,87.79903563015861,E,-49.95481889705071,1
M,36-50,C,141.23692377744592,-9.359495837819235,A,-120.59819899749793,-32.10596268339189,C,32.07683447390764,0
Non-binary,51-65,A,40.11684988539951,118.34203711226272,D,-22.957477940217437,215.34954665050458,B,-26.643454689147834,1
F,26-35,C,-90.027479390732,-122.70357387100283,A,58.30733324522125,-74.52948719197437,D,-116.09351227126892,0
Female,26-35,E,-74.43450644594046,-56.003109171729236,B,-43.54735288080896,110.24517218914573,C,214.00425188246453,1
Female,65+,A,57.9314680012862,-143.4085693108911,B,11.940397157443096,243.92399652569412,B,11.258077097125183,0
Non-binary,26-35,D,-58.449679868178784,-162.99015851621087,B,44.96984295185468,-10.560305095256018,E,-59.671654285608554,0
M,65+,D,-30.056004981116775,241.31520649715947,B,11.212325775761602,14.76766219334841,B,-9.719328922335194,1
Non-binary,18-25,A,-68.80132131434281,-26.59815420517916,D,93.63896396194069,62.292722105564614,A,-90.38344372614266,0
Non-binary,36-50,B,-1.5966097408322493,103.75487988456855,A,-80.39509015625629,7.571805445447041,C,300.9685789573881,0
Other,36-50,C,10.68175327702058,-124.39756617975648,B,102.4283073073781,-60.817606662907764,B,-68.22949346384553,0
Non-binary,65+,D,-158.4544996123298,25.35091302855686,B,146.54289244597308,-65.45723728460531,A,97.6543319152395,0
Non-binary,65+,E,-21.176295213040685,-18.217160559884633,B,233.7786334047077,107.7439060176886,E,38.48731295960698,1
Male,65+,C,129.6373956494757,56.580072646301126,E,5.255710728507557,85.80842163903084,D,-15.182703139167986,1
Non-binary,65+,E,-56.68849427150073,100.40863068419182,C,49.16322892953956,1.1779215508803165,C,113.49944166724339,1
Non-binary,65+,C,-58.72311203538485,96.4639815215843,B,57.30074021384303,-110.65586031625385,C,-19.63804755621325,1
Non-binary,36-50,C,23.55172382754779,203.74720804079183,D,15.879832151979564,-62.31480302863227,E,-122.80815833277707,0
Male,65+,E,31.6428589356287,-123.41531434801831,A,14.056278262655066,74.32044247189873,E,158.36136224696082,0
Female,65+,B,-9.85658287240828,-57.48228631348131,B,59.38735762519567,-32.89422319042378,E,104.02795458818926,0
Non-binary,18-25,D,-198.96260515624843,-131.55125354950562,C,6.092338551181578,36.93514457870418,D,187.97076411814524,0
Male,51-65,A,-129.93520949550893,91.90544565060478,A,179.92113839414458,115.25455666171858,B,-37.67613687775708,1
Non-binary,18-25,C,-27.595022847200656,17.74714984417283,E,-98.61340304710035,114.45507608527639,D,42.110755058902946,0
Non-binary,36-50,A,-39.281044311832595,27.419946284681373,B,-80.04197171490567,10.345902416676942,D,-1.8433482223483857,0
Male,18-25,E,-7.363917313757574,89.9910503838744,D,-141.3957891561849,-10.001648120411112,E,96.11002614136378,0
Female,65+,A,-23.720407238404704,-39.92589926100063,C,-69.89203051952859,-124.94990796998506,A,53.46911059101369,1
Male,36-50,B,9.824846592338652,86.8657244148308,D,128.51721686990476,112.54471211500643,E,-203.1949488370068,1
M,36-50,E,143.9401004474215,26.490811332081947,E,-28.234018345674734,156.12065070958187,E,169.01396422477603,1
F,18-25,E,13.512097659696842,-14.664946385666333,D,101.75388537221059,75.59909938135411,E,-53.92130980131027,1
Male,36-50,E,154.4332434850198,39.167594997359956,A,-45.26703116529905,-154.65052872637395,A,54.03907572276205,1
Non-binary,65+,C,81.26025782122424,62.2098314995447,B,87.73824117038819,52.222177245030046,B,115.83821871201603,1
F,26-35,B,64.43269177579289,190.65523050708177,A,58.241248717238456,-1.3320182033908394,B,-113.0007130437305,0
F,26-35,C,61.50764103042493,100.48990027110678,C,12.78835228654279,48.66785428433536,D,-58.75674861992327,0
M,36-50,A,-10.269860561796527,131.19053861542528,E,-61.19045216368665,9.783941126527932,E,-146.54555210758437,1
F,26-35,D,-172.05290941637838,26.430364405579716,B,86.44132088390405,-11.626284065201306,B,15.020496134061082,0
Male,36-50,B,130.67355359459964,-3.960348956727983,A,21.307901316660992,-153.25933472553058,C,207.0818558170351,1
F,65+,A,20.84737339744821,41.28812656408968,C,106.09871271734673,-3.305047595337027,C,-46.76979285520693,0
Non-binary,18-25,B,-34.204592818897964,-39.91793377681065,E,208.8648935908557,-101.83098903235197,B,-5.391769954727253,1
Female,36-50,B,-48.48695346066034,194.06976395723277,A,-3.728258723774021,-37.86288376802364,E,123.39996513252522,0
F,51-65,C,34.84528202968903,-62.345210381771786,A,8.253016147598688,-88.86345625118943,A,70.60497874409786,0
Non-binary,26-35,A,-91.54221719787708,10.793759880252061,D,102.35849873187179,1.2950990735245935,E,20.17887914361145,0
M,65+,E,22.8955595383203,122.08993214151211,D,27.71313044530586,-9.916247073311546,E,24.8518996557688,1
Other,51-65,A,-172.5471983293163,-19.317173304329025,B,102.3789093756303,82.01560585747124,C,-87.86821820693488,0
M,65+,A,-95.34912343501848,-49.766285495272975,A,-26.06138295316715,-12.94365895003556,B,-168.94407575259999,1
F,51-65,A,-95.7224289186664,14.62206719296951,E,-54.83531361815871,30.771727264057176,B,-215.2108697395673,0
M,36-50,C,87.99379661150267,-103.95620114124453,A,201.18373091092133,-171.73527656398352,A,-98.75426868956247,1
Other,18-25,A,51.653135085535226,0.5362473472639511,D,269.1572258039257,-113.5811128822668,C,-205.67071208458776,1
Male,26-35,D,-33.93021004667529,-125.15037311389965,B,7.036911185088115,-92.32146536009161,A,35.622569804561714,0
F,36-50,D,167.63048361456674,-144.41252945255485,C,-59.48233669846793,28.680593213841128,A,-195.97750804749325,1
F,26-35,E,-92.75641460492284,-38.12936693139928,C,74.4146056602456,82.24457696489776,C,74.26356441428841,1
Other,36-50,A,-58.79222705431487,-118.06798122085252,C,61.00631823516037,-39.659831223139584,E,104.89987653765232,1
Female,26-35,D,-137.11909928601546,77.26255450010017,E,131.5027547873719,-261.98256127980454,A,46.79107630026791,1
Male,65+,A,229.83498383452786,147.46791168174718,B,-200.10624830848096,-236.34820511247509,C,6.428592995043372,0
M,51-65,E,-96.65529354778684,53.13081999379972,D,114.33122254110337,4.097438023301636,D,-28.74714215359474,1
Other,18-25,B,23.258841161726277,136.94210997356004,E,-30.681118396208838,-102.97738217920372,B,-162.27245466342623,0
Other,65+,E,57.34799341079363,111.64717729225357,A,-95.38924050028683,59.9496317531337,A,183.7777640043177,0
Male,26-35,A,-47.61078610009341,8.20195613889069,C,-8.100599265420211,170.99368731237558,C,65.30369358829714,1
F,51-65,A,96.68547103928532,68.04838549689528,B,-176.23083630171698,-105.16020195224489,C,-118.90301994988232,0
Male,36-50,A,-95.70051148440614,22.86920993818777,E,-169.7052188917378,62.406159969267506,A,-31.551715504880264,0
M,65+,E,-301.8140821763602,163.64412458874796,E,70.06012129554506,-103.14627594047236,A,-4.541466423685934,1
M,26-35,A,75.01463232109508,-12.706100383396333,C,-185.0013171340486,-92.93721692408808,B,59.98473862540049,0
Female,65+,B,-116.99897643114943,-121.91940604089734,D,56.07831354805103,-60.67252043247707,E,38.55991642347437,0
Non-binary,36-50,A,66.51084703817142,-98.04962027737375,E,131.56632430601712,52.98341686114041,A,-40.3857495356683,1
F,65+,E,-59.67730281384598,128.2707867198924,B,-34.29187213676533,41.96341509442041,A,31.59701178734466,1
Male,36-50,D,98.53242283316327,-62.91863077818173,B,-88.4998135562955,-236.65941680002578,E,-8.369573618196203,0
Non-binary,51-65,A,-20.92047029965769,6.285697561337868,E,-7.1074605754416975,-39.43310720668164,D,-20.08553302624685,0
M,36-50,E,-4.7238853125622144,118.10550321324452,D,-34.33768069529437,-23.488909818844085,A,122.2571627161417,1
Other,51-65,B,176.36247743389922,-185.0445536928331,C,22.20600610977251,-233.70298322158044,A,-140.66854709128282,0
M,18-25,C,31.790781170201527,-10.863763535422407,A,-11.52261150612268,21.748816119352835,B,104.86678823430763,1
Other,18-25,D,-96.08133506653593,144.89402827380127,E,188.44782429946997,-71.78868619640009,E,-129.82829447893948,1
Female,18-25,C,-43.291619237501656,-59.92883224271157,A,-49.937791553079855,95.69338420076592,E,-88.70506871812637,1
Male,36-50,E,-155.44285059487163,195.91920500545632,A,-0.9141781752074508,124.4539336511999,C,-97.11451594937778,0
M,36-50,D,-42.53800351965341,46.41928030340765,E,-45.09893248684082,129.13029615313226,C,94.62460577648089,1
Non-binary,18-25,C,-176.636286734186,14.634464527354984,E,-110.15336383343939,-49.382188304276895,E,-51.045229144472074,0
M,65+,E,141.35280580905862,184.96288972947644,B,51.434198779565776,-86.81734575848883,B,-47.311769112398125,0
Male,36-50,E,-35.545247853280834,-24.725531099463147,A,70.39247108103187,83.25496948157533,C,-144.34148576652885,0
F,36-50,A,-30.877979073572398,-132.25794402856613,A,-1.7797739104247554,41.72612302475328,E,28.23631881626158,0
Non-binary,36-50,B,-99.18440794900224,-102.59221482078253,B,-29.248717809366333,55.741291575595945,E,-126.2539075209823,1
Male,65+,E,16.425442147161526,-96.25858073858872,D,-72.06574258871485,15.579230204338968,B,146.17826150025172,0
Female,18-25,A,-64.68020249200809,139.6256251061304,D,-91.54221449479301,56.31521325891321,D,-64.58174360910101,1
Other,65+,B,60.41494781490895,17.990644669443885,C,41.319839360968,91.0095080051618,B,54.92447779661616,0
Female,36-50,C,-70.46391708038047,150.83555303729833,C,-107.0266383512156,77.28761564523634,B,51.57883050631046,1
F,51-65,E,13.22331008749949,22.670839541095766,B,38.24040798402324,-270.524158192895,D,109.08493245416287,1
F,26-35,D,-40.61000977214906,294.0530052830772,D,-123.2810091439737,-154.56526219158786,D,-103.2238455378199,0
M,51-65,B,155.58423751438363,-36.34866686307979,D,-28.867593709001337,31.055925938239664,C,-196.19227422766005,1
Male,18-25,E,-29.388271234700188,-157.45197749118597,C,-95.93973817644711,-45.32273471797015,C,32.560352603479934,1
M,51-65,C,-37.06312325603071,-43.55987707953106,D,-140.8803868795705,95.58955005296013,E,-28.515062957445885,1
Other,51-65,B,-20.43877259050403,-50.1113700330479,D,62.53655536938574,117.94703707912544,E,-82.4269764105805,1
Other,51-65,A,-115.56768034634825,96.28752822713629,E,-57.27846593012285,2.131695759375503,A,-120.0562195059308,0
M,65+,E,-16.25554770544738,37.33069675460138,E,-23.49477377047028,65.53474459837145,E,92.61927939978824,0
Other,18-25,C,-117.8639365193374,132.41939469242695,D,62.53564087473404,-23.218741123592824,C,-19.643295007371616,0
F,51-65,C,-127.1096131551319,-101.28649383662332,A,230.54306208185108,30.315353636256198,D,-112.0244140006864,1
Female,18-25,B,-54.63609987530648,-28.07159620926057,D,-31.967048273617856,113.6880739309898,B,2.634558980811274,1
Other,51-65,C,-6.891408801429369,-16.160899116945636,B,-90.35902010693567,97.0092359526881,C,155.5291097806726,1
Non-binary,65+,C,-62.09939189328044,27.854075562375318,A,53.66104303388488,-77.59283439799758,E,86.45824807322322,0
F,51-65,A,220.37772378443557,-58.79645636699632,A,14.742590018934198,-10.179049484360537,A,160.55963568829955,0
M,36-50,E,55.181663904724175,188.32391402004146,E,-9.774004433305375,9.222149425981554,C,-21.32764187542107,0
F,65+,B,92.46341134060361,-39.391571252394,E,76.99136620946807,-50.78407613960375,D,89.35822276126899,0
Other,26-35,B,-34.21230004837554,139.1560959303586,C,-121.04289423993733,-159.14458577339002,A,39.60918626079803,1
Other,26-35,B,44.374857387809676,83.22306308705167,D,-216.34753804016734,-62.43081686616752,E,-90.62967254206352,1
M,26-35,C,-16.27947371930325,146.97140904873083,A,58.66203484301411,73.09000521096243,C,-85.54723246640559,1
Non-binary,65+,C,10.962620019550448,15.787965957570535,D,18.82482670926641,-7.7175003907285475,C,-111.57989146690643,0
Female,65+,B,-34.524560017417045,-103.76274147583375,A,-33.40892117511586,66.16742579146545,A,37.75084508022742,0
M,65+,B,10.58956453288477,37.32637947580838,E,66.89939972611893,-203.37708956425396,A,-135.36753272957006,1
F,51-65,D,-2.5566888406845347,-8.590982622424562,E,19.882740129067415,-191.4668648717419,D,-136.02710978159513,0
Male,65+,E,-7.120322306211081,135.60411829600883,B,-33.74261658484264,123.95897046604235,C,125.50619714240557,0
Male,51-65,C,-57.15975492120376,110.98342323907386,E,129.0090577926985,-87.7752930083117,D,-155.5945186138627,1
Other,26-35,E,171.07679858234735,-32.2549037092736,E,20.46620453805665,49.42606027966106,A,-4.026367780226651,1
Male,65+,E,92.9987054897079,74.91816836523643,A,-49.47243290468406,-54.96547757757282,D,-16.17984858782614,1
Non-binary,65+,C,-19.378803066557463,-10.175032485758589,B,2.92044601769776,-274.6507896653718,A,-47.21565576016758,0
M,51-65,E,14.6761872997838,-0.7583370892049763,C,-14.639002751595184,11.572134347226607,A,123.57597897238462,1
F,18-25,D,-165.806533210032,-49.308982994960196,C,192.88788011843988,-17.589691860661954,E,-93.92288586591687,0
M,36-50,D,56.34118620736316,-22.497211495867823,B,97.71947689816199,41.823732030817986,B,-12.571221715406464,1
M,18-25,A,85.64059478785711,-213.3327672996428,E,-186.51458767581724,99.1975546136965,B,72.81542345414968,1
Non-binary,18-25,E,188.90024644490907,6.600654482597934,C,-22.037179774361736,118.11308559909605,C,-17.960662927279394,0
Female,26-35,B,-73.09877573766137,54.57010147035213,D,6.417425142926282,-20.767376143619153,A,61.79577340010547,0
Female,36-50,C,234.2631578468655,93.13557524525629,B,24.611118107498,-119.11459866202347,D,-34.0757022866052,0
Non-binary,65+,D,66.52222249200526,-121.47182970202732,B,-68.02886612133238,-139.5031281153855,C,126.89649052586802,0
M,36-50,E,0.7303681435897462,-41.53356772406051,A,76.91443155013691,-8.507034235708597,C,-30.40863524307457,1
Female,18-25,B,170.41493086295674,230.57090301774684,E,56.232221431667284,-148.90588942878477,D,-42.422458222437925,1
Other,65+,E,107.96326358395012,-141.3904230852207,C,-21.717373079730685,-74.97773662907949,D,192.93676856333698,0
Female,26-35,C,19.146348536032843,-18.561420210073585,C,-83.51154117438084,142.7878240738013,E,-25.201611214619636,0
Non-binary,51-65,A,88.3697073657805,64.31931102567373,D,-170.68496661831387,59.515245174491106,B,-46.78557175547854,0
Female,18-25,E,-8.582618576382416,104.04520413236527,E,-114.98115889999141,157.08293929025075,E,-30.954511333256963,1
Male,18-25,C,105.94679785841434,-56.07497606660365,B,4.62292691874142,107.59588680600345,B,18.7687200981694,0
Female,65+,B,-120.25580501706168,132.7013361901862,A,132.4525100713776,-45.125584873978795,E,309.2206960975032,0
Male,36-50,E,-163.796341163242,-30.63540475088113,D,-198.22385633832334,-125.97857903723306,D,-9.190673120937996,0
F,65+,B,17.600323628422274,-121.81492685227853,E,-42.426310794000145,-169.56711238106595,A,5.219027541694379,0
Other,26-35,E,-30.290845600706817,74.73359296466778,B,42.219372157544555,-91.08602597182272,D,22.459324771438364,0
Other,65+,D,156.6701521226912,-90.06778104665072,C,-85.78755564833406,-71.91312776756264,C,-12.478199597084387,1
Female,18-25,A,-50.65518242513759,-95.87218750206556,D,-210.96580402709776,35.71137624449767,C,-47.69406305738579,1
Female,51-65,E,-149.99740952951825,88.83054189322979,D,135.5357206173644,-178.52942199916913,A,98.54787831051739,0
M,51-65,E,-128.33230726318624,-83.5183169050484,E,-2.2125908116521558,116.66631302037402,D,99.84884172388412,0
Non-binary,36-50,A,22.737015859828634,13.026728624950366,A,-64.43674449828993,-49.95899329905106,B,-27.652686460387915,0
M,51-65,E,-160.00091041595604,21.393167268053638,C,-118.48644463510531,-6.092704927418062,E,-131.31374834717985,0
F,36-50,B,-60.459759158300265,107.74097895514798,B,45.44959521566565,196.46832757396226,B,28.38801631655156,1
Other,18-25,C,-30.790178104070343,-93.28834042652048,B,-80.21408682564736,-83.18976159165521,D,-111.41919600164228,1
Non-binary,26-35,A,-44.527319943137684,150.48501205697286,C,39.52344029892379,11.447137821208027,C,95.84766940285839,1
Male,36-50,A,-29.16389643493013,-48.282656906735696,E,-139.20511977262439,-51.287134894737285,B,-1.9799658743926623,0
F,36-50,A,39.6872279455873,56.80503771565733,A,-38.996230819296414,20.83826777189409,D,-8.811619352477425,0
Male,36-50,B,-42.42757252654692,2.7487010675084735,E,107.39939936306119,211.40723749461827,D,-209.2772608458132,0
M,36-50,C,-318.37936645970177,51.50095200914638,D,64.94048374267602,-60.27111736566238,E,-39.071275948235105,0
M,26-35,C,-49.260986466664654,84.32443277367571,A,28.732882505303703,-7.335649158773523,C,-96.07311595806372,1
Non-binary,18-25,A,51.52968107002791,-176.33154521931763,A,13.366519341948003,162.94390331497283,D,88.60379400029508,0
