disability,Race,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Physical,Hispanic,Divorced,D,A,E,B,D,C,A,19.987514107719797,D,51.13697365038736,B,B,A,119.72811374601777,4.384609828249753,C,1
Yes,White,Widowed,E,A,E,B,E,A,B,144.72519321754487,C,52.2180370082764,D,A,D,-110.07407200606593,-26.103952048409607,E,0
Yes,African American,Single,C,C,A,D,E,C,D,-193.7002968723898,C,43.94810483710163,D,C,E,-150.09829625355653,-31.47105247021339,D,0
No,Black,Divorced,B,E,D,A,A,D,B,-255.17059728603599,B,-141.56298056611632,B,C,B,-19.351836474583205,-8.392674282262472,D,1
Physical,White,Single,C,E,C,D,A,D,D,76.79898753049909,E,56.79806523112103,B,D,A,-0.9519086404852892,-24.090471830413605,A,0
Mental,Hispanic,Single,D,E,A,E,E,E,A,69.75772746476552,E,-9.449810363948947,B,A,E,-82.71334944782421,-132.95922167733661,D,1
Yes,Asian,Single,D,D,E,D,D,D,B,1.3787904748917712,B,120.00004468610467,C,D,E,28.72208958546257,2.7002593046866403,C,1
Physical,Hispanic,Single,C,D,C,C,D,A,E,-87.84958418545533,C,-44.15951947812453,A,D,D,-95.10645346341333,72.5945806949505,D,1
Both,White,Married,B,E,C,A,E,B,D,-57.14455695713393,E,180.14695070415442,B,A,E,11.78908209552214,-160.06290737431894,C,0
Mental,Asian,Widowed,B,E,D,B,B,D,A,104.88538187398188,C,18.861276602247706,B,E,B,-125.3995975672282,-204.18937146496515,A,0
Mental,African American,Widowed,B,D,A,C,A,E,A,-150.07469798882812,A,-52.67122032089495,C,B,C,65.3636049272003,-23.19095722658654,C,0
None,Asian,Divorced,B,E,C,D,B,C,A,-185.85068883287744,A,45.654229152197445,B,B,B,32.688873293010175,122.11341177477198,A,1
Mental,Other,Divorced,B,D,B,E,E,E,C,-116.99318657645873,D,-141.5907210591399,B,C,E,-29.26800416106324,-3.01974434531271,D,1
Mental,Black,Married,C,C,E,D,D,A,A,-22.676350951157694,D,150.01949622196264,A,B,A,-157.6196089844859,21.26632586008701,A,1
No,Other,Divorced,E,D,B,D,C,E,A,-138.03236605010727,B,133.38098333628494,D,A,D,-115.68377135053242,-28.809856827047263,E,1
Mental,Other,Married,D,A,C,B,E,A,E,74.90357637183688,B,26.776380346073815,A,E,A,82.34086571240621,14.49492800626187,B,1
No,Other,Widowed,D,D,D,B,D,E,E,94.17046797488653,A,-29.91236261043129,B,A,E,-29.28940815524496,104.54275019332475,B,1
Physical,African American,Divorced,C,D,B,E,B,B,D,136.11443542145167,D,-21.0217030625473,C,E,B,134.4771456229464,-120.11064514643921,E,0
Physical,Other,Married,B,B,C,E,A,B,C,228.70645577989782,C,31.587236766139874,E,D,B,145.15031891733364,-160.60819395765972,B,1
Both,Asian,Married,E,E,C,D,A,B,E,-10.934592905600137,A,-149.1162274399016,E,C,A,-86.11645086266766,86.45685566324522,B,0
None,Black,Single,A,C,E,D,B,C,B,-126.54768108028182,A,-69.85062284553644,E,C,B,-21.954272550331353,-84.17815319028614,A,0
Mental,Hispanic,Divorced,B,E,D,E,A,B,A,6.760934865233965,B,-104.41260790234847,E,C,D,125.9348110754512,-82.19637116590786,B,1
Physical,Other,Divorced,E,D,A,A,D,C,A,-39.76440178578201,D,-22.804437964485146,B,C,D,-69.44791412259042,-80.17872365708864,B,1
Mental,Other,Single,D,B,B,A,E,D,E,190.9734142690677,D,-160.95712586968287,D,D,D,117.55768446777945,-27.358310707986444,A,0
Mental,Hispanic,Divorced,A,C,E,D,E,D,E,3.107641426990468,A,-202.85090631682064,B,C,D,35.95227554578315,134.56133488269325,C,0
Mental,African American,Divorced,C,D,B,B,A,A,A,94.38911625387374,D,89.85349023218289,C,A,E,-39.09449587884119,153.57514926406614,A,0
None,White,Widowed,B,A,E,B,D,D,B,4.3501757675091515,D,76.03474707609975,E,C,E,-21.48461136383779,28.820759298047925,C,1
Mental,Asian,Single,E,E,B,D,E,E,C,-112.74547855997876,A,-179.02231345814104,C,D,A,0.4519679355833938,221.07601980978083,E,0
No,African American,Widowed,D,D,B,B,C,C,D,153.13977538547056,A,107.28864462595968,C,D,B,-49.80012025529462,101.8066090739573,A,0
Mental,White,Widowed,C,B,A,A,C,E,B,-95.81059601525016,E,-105.44171747581079,D,B,D,16.483103309776883,23.244914729707073,C,1
Both,White,Widowed,A,D,A,A,E,D,C,102.27496666628446,E,47.66872616381016,A,C,D,174.12629964917886,-259.8237075211686,D,1
Both,Asian,Single,B,B,E,E,E,C,B,54.624146464895006,D,-92.06453247356765,D,E,B,82.661461690149,119.2032477993018,C,1
Mental,White,Single,C,B,B,A,C,B,D,-84.3757331661532,E,81.03782365955678,A,C,E,74.72919441047969,26.510686279841572,D,1
Mental,Black,Widowed,B,C,A,C,A,D,B,-70.86611289882525,B,125.80212677529042,D,E,C,-11.403138956920149,4.295900790340652,A,0
Physical,Other,Single,B,E,B,C,E,A,A,-9.802134047677965,D,-40.27672074943344,C,B,E,-30.55024458695796,22.350353741436386,C,1
Both,African American,Single,A,A,B,C,B,D,A,142.8282665404073,D,-2.625612557099421,B,D,A,-280.6042495098269,-62.9263850848061,D,0
No,Other,Married,E,C,C,D,A,A,D,26.57845984662294,D,-189.58970378181812,E,A,E,-55.43368707803468,-71.12596042443478,B,0
Both,African American,Single,C,C,A,A,C,D,B,83.63579824673815,C,-157.84656948708596,B,D,A,138.25948277775043,21.622571996168677,A,1
Physical,White,Single,E,D,D,E,B,B,B,-46.20982313116884,E,-95.74719484278017,B,D,C,30.66210175066667,-115.70674657361528,E,1
Physical,Asian,Divorced,C,D,B,D,D,E,E,-15.233515162609068,D,68.8496238378351,B,C,A,-161.00335309675165,19.04541856789074,C,0
Yes,Other,Married,B,D,D,B,A,B,B,91.33632317438385,E,-1.561016111442776,C,C,A,-45.89628040063048,-70.50892343679921,C,0
Mental,White,Widowed,A,E,C,D,E,D,E,9.903929653372154,E,4.138131302813443,B,B,C,-127.47498778143094,46.7154233745901,B,0
Physical,Black,Married,B,C,D,A,A,B,C,-55.332923617378825,E,-21.763607426879688,C,A,B,-28.50040564451981,31.525373791511402,A,0
Both,Hispanic,Widowed,B,E,A,C,B,D,E,169.9041563592772,D,25.234825313292532,A,B,A,-139.89506520967208,58.94284478621689,A,0
No,Black,Married,C,A,E,D,B,B,B,-33.157704166584914,D,-2.4928269904903178,C,C,C,-23.256889949212713,103.1759246717649,D,0
Both,White,Divorced,D,B,E,C,E,A,E,-58.905256781007544,C,58.42451518490951,D,B,E,140.15111863980187,31.46197742493357,A,0
Physical,Other,Married,B,C,C,B,E,E,C,-101.55670975203306,B,147.4217066472075,E,C,B,92.89941956332082,159.38013383832788,C,1
None,White,Single,B,A,A,A,A,C,B,71.76342423309764,B,-78.80023945539001,D,C,E,135.19633146286887,-166.59192072852113,C,0
Physical,Asian,Single,A,C,D,E,B,C,E,156.63857589394348,A,82.80745366537106,A,C,C,-3.6070276372276777,10.313831677464618,B,1
Yes,Black,Single,B,E,C,A,C,C,B,-171.86671848660188,C,-82.48639473348076,B,C,B,-26.049648657358563,-74.60994795863309,C,1
Mental,Black,Divorced,D,E,C,C,D,C,D,-53.28754440520006,E,145.4327466170134,B,B,E,11.337630648235324,34.910566323446766,B,0
Mental,Other,Married,C,E,A,C,D,D,A,86.96711680997392,A,167.24512671660534,C,C,A,69.59085072957815,66.68970853633017,C,0
Both,Hispanic,Married,E,C,E,C,E,D,B,107.93650392662948,B,-5.535093999119455,C,C,D,111.59307702962803,32.331611626697565,A,0
Physical,African American,Divorced,E,E,C,D,B,B,A,-47.46959988611528,A,156.9061499027098,A,A,C,91.96627785504141,-25.373607454106985,C,1
Physical,Asian,Divorced,C,A,E,B,D,E,E,-117.87681687442726,D,-10.481746596533506,D,E,C,22.467087981171964,-128.63271641094005,E,0
Physical,Other,Widowed,A,A,D,A,E,E,B,115.00746660938614,A,36.127633704366225,A,C,E,-139.37405714972658,8.427482559444668,E,1
Physical,Hispanic,Single,C,B,C,E,E,B,E,38.224628769199754,A,54.13954923952803,B,A,E,-250.40772941042184,96.26324312069535,D,1
Mental,Asian,Divorced,A,A,B,A,D,D,B,11.501318653679089,A,47.710353200597865,E,C,D,-108.04385813869368,46.308054076965036,E,0
No,White,Widowed,C,E,B,A,D,B,A,-67.81829592062752,D,33.765912923412856,A,C,E,-26.704006449633134,-88.48405902635844,E,0
Yes,African American,Single,B,E,A,A,D,E,B,-122.21232115613392,C,-1.0313656495752657,B,D,B,-11.331769865293019,-96.91906221674338,C,1
Physical,Asian,Married,A,D,E,C,B,E,B,71.60269237342713,E,119.95060868674447,D,A,A,-40.43782318594744,-80.62379021679781,B,1
Both,Other,Divorced,D,B,B,A,C,D,D,-67.92734303410568,E,8.229218968238058,E,E,C,-3.3237635956152936,-26.01655371782765,D,0
Mental,Other,Single,A,D,D,B,C,C,D,-95.63164847134584,A,202.27180855427397,A,E,D,226.8063608426966,-1.5262811896072803,B,0
None,Other,Widowed,E,E,D,C,E,B,E,-39.316262611337436,A,176.81032652656052,A,B,E,-12.257388925334357,174.1447538070356,B,1
No,Hispanic,Married,C,E,C,E,C,B,A,-153.94306865819132,B,153.67358055102517,C,D,A,-34.13291578693007,49.64322529529466,A,1
Physical,Asian,Widowed,E,C,C,E,B,D,E,-8.395021946229216,C,11.463649379832669,C,A,B,-3.87946282426956,-103.43287122663456,B,1
No,Hispanic,Widowed,E,D,C,E,C,C,A,-5.461970672127004,A,-4.00130177329034,A,E,A,-26.172223910256275,28.655350032670064,D,0
Both,African American,Widowed,D,B,C,C,C,B,D,39.01426443903579,E,-65.76146972581301,B,C,A,-94.53939207301319,13.892501459826892,A,0
Yes,Black,Married,B,D,D,C,D,D,A,-26.60680563807314,D,10.934623582755115,E,D,E,-37.75711729733072,-87.84002762306824,C,1
No,Other,Married,E,B,D,E,A,D,B,-102.55512938948395,D,128.4439066678691,B,E,A,256.7097562778575,-11.864776377935815,E,0
Physical,Asian,Single,D,D,C,A,C,B,E,14.47807239250149,D,4.667325652890264,C,C,B,-2.3071224936963683,-35.14259455502094,D,0
Both,White,Divorced,A,C,D,C,E,E,D,10.0598202920155,D,-6.265521040679838,A,A,D,-121.29629182451653,-113.95886258462298,D,0
Yes,African American,Widowed,A,D,D,A,E,C,B,69.8386072311942,C,16.96646775768368,B,C,B,-71.7370119435406,82.54970332133294,D,1
Mental,Other,Widowed,C,D,A,E,B,A,C,-205.69313806417318,A,22.689985491370663,D,B,E,54.939111901972495,61.05310240777949,E,0
No,White,Single,D,E,D,B,B,A,C,-25.71750949329325,D,44.643520529655106,D,B,B,342.0863795462358,-145.1207347916836,D,0
None,Asian,Divorced,C,B,E,E,E,E,E,-92.84322663991665,C,12.37216361293932,B,C,B,-332.32171692392166,-64.85776473578291,C,0
Both,Black,Widowed,D,D,E,D,B,B,C,29.080539031194657,D,15.727963001586689,B,E,B,2.5804694289929757,114.08134290411493,A,1
Physical,White,Divorced,D,D,D,B,C,D,A,-97.44606531419578,D,-107.65799198652361,B,C,C,-30.374772837989422,-42.68218172986689,C,1
None,Asian,Widowed,C,B,D,C,D,E,A,104.31683138377899,A,-174.9896218203191,B,C,A,41.968092614501934,-4.1085693264532175,B,0
No,African American,Married,B,B,C,E,B,C,D,-51.66081217418637,E,113.66752393312115,D,C,E,119.6245799755564,65.8495687975957,B,0
Physical,Hispanic,Divorced,C,C,A,A,A,C,C,42.94404915166164,B,49.353106218158544,C,E,B,-42.24006715108257,-14.29780358476467,E,1
Physical,Asian,Widowed,A,E,D,E,B,C,D,3.9631703368680435,C,-64.20188213750426,B,B,E,-147.0850448830681,-5.796981732708125,A,0
Both,Other,Single,C,B,E,C,C,C,A,-104.3854635253911,D,-68.76727493372715,C,A,C,-45.16048216125302,14.459340846398128,D,0
Physical,Hispanic,Widowed,C,B,C,A,E,A,E,83.74910445578175,D,43.42092886945444,E,C,A,-17.13378340412382,38.68615881637286,B,1
Yes,Other,Single,A,B,B,A,A,C,A,35.18051016460137,E,140.56840578818108,D,B,D,59.653211442499476,-11.610351889305221,C,0
Mental,White,Divorced,E,D,C,A,A,E,E,-47.94253861015736,C,-49.12229515476142,B,E,C,-21.25258118358881,-28.94701478038686,A,0
Yes,White,Widowed,A,D,D,D,A,B,A,-111.71381600573373,A,61.48101197613437,B,D,A,-180.5874272969012,-156.32130149644846,D,0
None,Hispanic,Widowed,C,E,A,A,B,D,E,-9.642543981339589,B,52.97632197475988,D,D,B,-58.88883737484403,-144.94403987086855,A,0
Both,Black,Married,E,A,D,D,A,D,A,-123.80325297409335,D,-80.88542003929217,D,A,B,104.84833247687963,-323.66603844899936,D,0
None,Black,Single,D,D,B,E,C,E,E,-28.369454879733468,C,59.55087448249733,C,B,D,77.93147054740194,113.0779515947089,E,0
Mental,Asian,Single,D,D,E,A,A,E,A,76.55041874841473,E,50.84150109174006,B,A,D,-43.26535784654066,-27.896627139771272,C,1
Physical,Asian,Divorced,C,D,C,A,C,E,E,-20.89078899004122,E,109.62541950673199,C,A,D,23.078924054519998,-32.32523135488095,D,1
Both,African American,Divorced,A,D,C,C,E,D,C,-147.4923541719444,C,40.72575757471139,A,A,B,141.13470330105,87.37532771533819,C,0
None,Other,Divorced,E,A,D,E,B,C,B,-12.98586595075975,E,129.04672538996172,C,D,A,-163.2813355122616,-239.59647223596465,B,0
No,Black,Widowed,E,A,D,A,D,D,E,0.6063325537103957,B,213.14014751365198,A,B,B,34.61941729593617,-85.27312667190472,A,1
Physical,White,Married,C,C,D,A,B,E,E,-117.88460735167826,B,86.48651025355592,A,B,D,41.01851100153363,23.977210147596338,B,0
No,White,Divorced,A,A,A,A,B,B,D,-2.7773212609960884,A,183.437979122814,E,C,C,14.244434065430978,-67.02341003023041,E,0
Physical,Asian,Widowed,C,C,C,D,C,A,A,41.629101178979965,C,-107.92852620296595,B,C,E,151.62951714742522,-59.23417572587719,A,0
Physical,African American,Single,D,B,E,C,E,A,E,-9.0112808283658,D,-35.44264984985991,E,A,E,147.52292640335162,56.426241163037226,E,0
Physical,Asian,Married,A,B,E,E,D,C,A,-130.16891589232682,B,-4.372187140575004,D,D,D,-231.5213430152106,29.812193262643188,C,1
No,Asian,Widowed,E,B,E,E,C,A,C,9.828205984258451,A,54.24345827827261,A,B,A,-71.49223697106176,102.22665447225032,D,0
Physical,Asian,Widowed,D,D,E,D,C,C,E,3.3316745816678814,B,-54.613839376261254,B,D,C,1.1666346669483745,73.40014142359372,C,0
Both,Asian,Single,B,E,E,B,E,E,B,-146.36554748664375,B,-89.18347399322388,D,A,C,-5.3323374975827385,46.05696637642114,D,0
None,Other,Single,C,A,C,B,B,A,A,-35.68840741402239,D,-116.59453310142366,D,D,A,-53.479771706912715,56.73593994020133,B,1
Yes,Asian,Widowed,D,B,C,C,A,E,C,36.08272556420785,D,-70.69875680020718,A,D,B,-90.38826494034792,55.34698277111081,D,0
No,African American,Widowed,D,E,B,B,E,A,B,-70.78911531064249,A,-90.46058554730277,E,D,B,105.65572802267009,-80.27775594540518,C,0
No,White,Divorced,D,A,B,B,D,C,E,88.48514474235706,D,-81.75507582181304,B,A,A,-31.747188285425388,156.19863791786412,A,1
Mental,Black,Single,D,E,B,C,B,C,A,40.932328921908955,E,86.30440482957323,E,B,E,23.24426927965585,46.70846336788817,A,1
Mental,Hispanic,Widowed,D,D,C,A,A,B,C,42.007243854353064,C,-55.01087235646671,C,B,B,-4.01369047796473,125.8478987020118,B,0
Physical,Hispanic,Divorced,D,C,D,D,D,C,A,-106.79051822879535,C,29.72722436281712,B,C,B,-7.248417653094286,100.23248362654837,A,0
Both,African American,Married,A,B,B,E,B,D,D,-115.30974586599771,D,12.598981140330121,A,D,B,77.82799232211543,-10.75898510218011,A,1
Both,Asian,Single,C,C,B,D,B,C,D,-26.496190036034008,B,84.02698688037637,C,B,E,-132.01642839590122,70.47041930576317,E,1
Yes,White,Widowed,A,E,C,D,A,B,A,-19.825620627710197,E,-212.2667364493345,B,C,A,111.55311387737376,46.50885460264941,B,0
None,Asian,Married,B,C,A,A,D,A,E,200.77447576080652,E,27.15933322959822,C,B,B,203.36800748423127,11.465966758282006,C,0
None,Asian,Single,B,B,E,A,D,E,A,59.99091221323878,D,58.77134552398827,B,B,A,110.70491231800442,138.86688310084855,B,1
None,Asian,Widowed,C,C,D,E,B,B,D,-49.431555640465064,D,114.70243915048061,A,C,A,74.31468180907211,-130.59296171314227,A,0
Both,African American,Divorced,D,B,A,E,A,E,B,143.6017159271257,B,-70.06620323973222,B,D,B,-85.14687567129671,11.94628922571061,B,0
Yes,Hispanic,Married,B,E,C,E,A,E,D,61.1861859343029,B,36.248058802686245,C,E,E,47.17827520402048,-58.78486178583165,B,1
Physical,African American,Widowed,E,D,D,C,B,A,C,-12.275717770383162,E,48.1543286098068,A,B,C,-39.93441674429511,82.60614731881843,C,1
Physical,Other,Widowed,A,C,A,E,C,A,E,109.80941130726669,C,94.56095784803516,C,A,C,-95.52206717455482,-1.9908310144028822,D,0
Mental,Asian,Married,D,E,D,E,B,C,D,-18.905966461507298,B,61.65623035913506,A,B,B,-10.15670932851031,-77.05788814095494,D,0
None,Asian,Married,B,C,D,A,D,D,E,-18.347126834112487,D,141.9808264759218,C,E,A,106.12732269463055,-69.47697732350818,D,0
Physical,Other,Widowed,D,B,B,A,D,D,E,-224.41873578752796,C,-91.142960385134,B,E,B,-186.88312725018667,-42.41492448964682,B,1
Both,White,Married,C,C,D,D,A,C,D,56.58677712773043,B,73.17110745844691,D,C,C,-5.836977936400152,118.95240832315402,B,1
Both,Asian,Married,D,B,E,C,C,B,A,-12.504514523383648,C,-7.9118275084656435,E,E,D,20.58380359211308,74.16199408278102,C,0
Physical,African American,Divorced,E,B,E,B,B,A,A,116.05370659282028,B,34.78725233980353,A,C,B,-49.13705540820163,60.62301675207726,B,1
No,Hispanic,Widowed,B,A,E,B,D,A,B,3.125472823824995,D,-107.44069943294636,B,C,B,37.702197505381044,44.77154642912911,E,0
Yes,Black,Divorced,C,D,C,C,C,A,B,-60.36407994320206,E,-85.70817624507609,C,D,D,87.10669311709154,-69.00177803588848,A,0
Yes,White,Single,D,B,A,A,C,E,A,-23.73941742843227,D,-280.95557698384124,D,C,D,84.42717755721169,-157.13569726994487,D,1
Both,African American,Single,D,A,D,E,C,B,B,-30.13706536373288,D,-143.95120327987465,E,C,A,-1.9366061278745885,57.249538675371866,B,0
No,Other,Married,B,A,E,D,D,E,E,-161.62500771827834,B,82.19064345048446,E,E,A,-23.19010981323088,-58.8016651861371,E,0
None,White,Single,E,A,C,B,B,C,A,-34.93544282874648,D,93.50998171342951,B,E,A,-27.948264705087084,-129.77749080876012,C,0
Physical,Black,Divorced,A,A,B,C,B,C,A,-16.921685399160584,B,140.88399967480686,A,E,C,94.55429849209688,-46.125064266733816,E,0
No,White,Single,E,B,A,B,C,B,D,-136.1580264270018,C,-47.80064006583656,D,E,B,-3.2884110495212044,-215.43233352290625,E,1
No,African American,Divorced,C,D,B,E,A,C,B,-124.3089490829506,A,53.13977755543141,B,E,E,-6.481575965693308,-88.7126559727812,B,0
No,Other,Divorced,E,E,D,A,A,D,A,185.35168265032326,E,-0.24841179581232128,C,A,A,-51.52328004211033,95.39640874655917,B,0
Both,White,Widowed,E,A,E,B,D,C,E,34.832490178350994,E,-106.65416441272546,B,B,E,-194.65476262580438,-34.135015270623875,E,0
Mental,White,Widowed,C,A,A,A,A,E,E,67.3306086125188,D,-188.86689684871217,C,C,D,104.07741952257983,-63.60600069714438,E,0
Mental,White,Single,D,D,A,E,D,C,A,76.0249324933453,D,142.64007367827557,D,B,D,-213.73682444333107,29.392985172495468,B,1
No,Other,Widowed,D,A,D,D,C,E,D,98.92932678592122,A,83.17600317322446,B,B,A,-78.9446583754095,-5.734022545562134,B,1
Both,Hispanic,Single,A,A,E,C,E,B,B,115.48358814997157,C,31.217346836279365,B,A,E,13.29070417458441,-97.65301270152129,E,0
No,White,Divorced,C,D,C,E,D,C,D,293.38981757993326,D,-46.242868038388416,A,E,B,-48.191675555717474,74.20085017496537,E,0
Mental,Black,Widowed,B,E,A,E,B,D,E,-188.08686638159256,D,-64.39701411526772,C,E,C,-160.683524114658,79.46655252627835,D,1
No,Hispanic,Widowed,C,B,A,A,D,E,E,58.569608797989204,C,-96.36280186137557,E,A,A,-139.10060245859123,-101.81038133086405,C,0
Physical,Black,Single,D,B,B,B,E,D,C,-27.577477286016833,E,-123.2530716024723,A,A,D,30.01829823337613,-95.11315229841063,A,0
Yes,White,Married,B,D,D,E,A,C,D,65.44562333973272,D,79.23288188849848,C,C,B,91.1258524386582,-25.290015848324,D,0
No,White,Widowed,D,B,D,A,C,B,C,120.11657981615487,D,224.4250590383487,A,C,D,-5.30002378408471,-110.0207065961198,E,1
Mental,White,Widowed,B,B,C,D,E,E,B,-125.25914282900692,D,9.398317489107027,A,D,A,54.66138110788461,71.80581878959354,A,1
None,African American,Divorced,B,A,A,B,A,D,D,-81.77524997784904,B,-75.64548473225649,D,D,B,118.60777427766757,24.46113384710365,A,0
Physical,Asian,Single,C,A,B,E,D,C,E,-102.40120871989062,A,-57.35777413431195,C,B,C,-51.776736936001186,-15.471546044627296,A,1
Both,Black,Married,A,B,A,A,A,D,E,-80.25934275978264,E,41.66744007054118,C,D,B,22.83001261680112,-37.5489212609457,B,0
Yes,Black,Married,B,E,B,B,D,D,A,-32.77298616723096,E,-1.2863808532729062,E,C,B,87.5590393126994,7.7147985746470304,B,0
Yes,Hispanic,Widowed,C,A,E,C,A,E,B,-43.73975940905414,B,-21.490106005142557,C,A,C,105.17253058874816,22.271087590231083,D,0
No,Asian,Married,E,D,D,D,E,B,A,34.70275105480675,A,158.13910960624838,A,E,D,-73.01097252462225,-72.24252210835193,E,0
Physical,Hispanic,Widowed,E,E,A,E,B,B,E,-73.40752228932024,C,-56.037212760102726,D,C,E,61.06748511648333,182.73532463779964,B,0
Both,Other,Married,A,E,A,B,E,D,C,-79.52112288086722,D,81.57480411134203,B,C,D,-25.025563561638364,-79.16787129438919,B,0
No,Asian,Married,C,B,B,E,B,D,C,55.03405424065786,B,-4.62191177820979,C,D,B,-221.94637154910214,86.90894867515141,D,0
Physical,Hispanic,Widowed,A,D,B,C,A,A,E,-30.919469060351112,A,-248.1759578004378,A,B,C,68.8099428882811,126.78246797630197,C,0
Mental,Black,Single,C,E,C,C,E,B,D,-85.8079379786506,D,-45.293759006947134,D,B,E,-74.7032162938378,81.03210506945041,D,0
Both,White,Married,B,E,B,E,A,E,A,29.471274401801082,B,-123.94486380539709,E,B,A,117.06306370864745,-122.60181052982453,A,1
No,Black,Divorced,D,B,A,A,A,B,E,164.6177483995569,A,-17.81271874883158,E,A,D,-23.76910057456607,-35.38568104595273,D,0
Yes,Hispanic,Divorced,D,E,A,A,E,D,C,-40.00333185853891,B,-81.42978674173598,E,C,B,-95.69186148883367,-195.02468489366427,A,1
None,Hispanic,Widowed,E,D,A,C,B,D,A,-111.93777780555105,A,-138.4138280525127,D,C,D,132.1475945722728,156.32332545595932,E,0
None,Hispanic,Divorced,E,A,C,D,D,C,E,-170.85148153552728,B,-66.5689639334893,B,D,B,122.97105038180165,-152.22397147830603,D,1
No,Black,Single,D,D,A,D,E,D,E,-135.612335664661,B,-23.09442681398365,A,D,D,167.78492383650016,-56.70128780478596,B,1
No,Asian,Single,A,D,C,A,C,D,D,-59.50136802116639,A,126.82960050393442,C,B,A,-75.9916001833367,46.82418753459999,A,0
Mental,Hispanic,Married,C,A,E,C,C,C,E,-47.57772316544766,E,74.96250695764127,C,C,D,175.85948950559256,74.99149765805544,C,1
Physical,Other,Single,D,D,C,C,D,B,C,-92.42179233447067,D,-154.2293894277137,A,C,C,36.22979894986468,-97.0622284355201,D,0
None,Other,Single,A,C,C,E,D,D,A,-3.20840180542863,C,92.40250768693001,C,A,B,-156.86796273351828,29.164322719632185,A,1
Physical,Asian,Married,A,C,B,E,A,A,C,-46.0386225144492,B,-212.85577843857334,D,E,D,72.3484417500364,144.6828838214213,D,0
Both,Other,Divorced,B,D,C,D,B,A,A,90.84678207563014,E,36.31024847534453,D,D,B,68.48928771032418,-11.90201111363943,C,1
Both,Other,Single,D,D,C,C,C,A,C,61.52296067729181,D,59.5184599590264,B,B,B,177.28301025642688,-110.18431702423554,B,1
Physical,African American,Divorced,B,C,E,A,B,A,E,-45.31203889562626,B,183.03015045883342,C,C,E,91.06587775763204,-129.0137442987748,B,0
Mental,African American,Married,C,A,D,E,B,D,E,-26.64512158260755,C,45.345364559306866,E,E,E,-58.94010192621523,1.637906209202194,C,1
Physical,Asian,Single,C,C,C,A,C,B,D,-24.922272891515227,A,20.00470545312012,E,D,A,171.20463418329257,-179.82416761401666,D,0
Both,Other,Widowed,A,D,B,B,D,E,C,-98.5784598641724,D,-79.73206422665112,C,A,C,-54.977500065672544,86.99345858265254,E,0
None,Other,Divorced,C,E,D,B,C,E,C,111.0397909311833,D,-97.46542571720485,C,C,B,-128.76812028188166,229.27213744178476,D,1
No,White,Married,A,D,C,B,D,D,E,-26.338066204024145,A,-132.35315078363897,D,A,D,80.69818787466883,-77.06858448226687,E,0
No,Hispanic,Single,E,E,C,C,D,E,D,200.55312677830335,B,88.2505767530791,E,A,D,25.654829900984392,-139.95917245471173,B,0
None,White,Single,B,D,E,B,E,D,C,-6.6568817851955355,D,-26.68996387157703,A,E,C,62.18869557358011,-123.63129571326176,D,0
No,Black,Married,D,E,D,B,E,C,B,-98.21794194839774,C,181.80990771776175,B,E,A,89.72508518657712,-213.43410208945613,A,0
No,African American,Single,D,D,C,A,D,E,A,-94.3235555779962,A,-105.28063166551436,D,D,C,-70.47791705315657,-62.56319636865282,D,1
Physical,Asian,Widowed,D,A,C,B,C,D,C,39.355552080210984,A,43.58646195182044,C,B,B,-31.719941328552682,26.79806070939861,C,1
No,Black,Divorced,A,C,A,B,D,C,C,-28.38860412044031,A,-78.45432668212896,E,E,A,-22.191462110511786,-164.61347639933095,D,1
No,Asian,Married,E,C,B,A,B,C,A,-94.8533465189425,C,-76.69532899318092,E,A,B,136.6967340808781,-65.32443798941483,E,1
None,African American,Widowed,B,C,E,C,D,E,C,142.05508981212134,B,10.336233121578935,A,E,D,-3.4725191668987696,4.193792083848356,E,0
Physical,African American,Single,D,C,A,E,E,E,B,-8.766459336685582,D,199.98015903636343,A,C,D,149.94757106065214,26.050648600212938,D,1
Yes,African American,Divorced,A,A,E,A,D,C,C,19.06752200385818,A,78.53694054281955,E,D,D,15.048138456096142,12.276172298257165,E,1
None,Asian,Married,D,A,D,C,B,E,E,18.60634810916896,D,-11.417888202395398,B,A,A,-92.15106659897278,50.57974412524481,B,0
Both,Other,Single,A,A,B,D,C,B,E,30.041871323341763,A,-45.893172640672034,C,B,B,60.82104051822088,-19.076126465446837,A,0
Both,Asian,Widowed,B,B,A,B,A,C,C,-240.25565156476287,C,28.6128993589836,C,B,B,63.62883981222921,-13.397614551271856,E,0
Physical,Black,Widowed,D,B,E,E,E,B,E,174.46536920036726,C,31.957498074242206,A,C,E,-30.602892328506194,-123.84476955013311,B,1
Mental,White,Single,E,A,E,B,C,D,C,-37.18426608679349,B,-141.3783417039615,D,C,B,39.7993619801176,-17.202293517308387,D,0
Physical,Black,Divorced,A,C,A,E,B,B,D,-51.57633203589829,A,-28.271004572436283,A,A,E,96.91449743383139,-97.70129801863425,C,0
Mental,Black,Single,A,C,B,E,D,E,E,119.14258013159089,C,94.11668056296078,D,B,D,-29.23488922365346,-49.208973939895415,A,1
No,White,Single,A,B,B,D,A,C,E,-28.08916546288776,E,-4.528035061331706,B,D,C,194.6907835819618,-150.75821216312295,E,0
