handicap,RACE,sexuality,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Physical,Black,Heterosexual,Yes,E,288.26011993924624,A,26.36947240356139,D,D,-13.861269976637075,-208.41103424931663,B,1
None,Asian,Homosexual,Veteran,A,170.46370831715603,A,82.9672691799821,E,C,-59.284073037615585,-105.84986079295899,D,0
Both,White,Homosexual,Yes,B,18.5804537599877,D,39.42716757678466,C,E,-114.79926304892058,-195.7494271379504,D,0
Physical,White,Other,No,A,-164.27845671724717,B,153.40857245635084,A,B,-46.121830724066896,107.0418894220171,D,0
Mental,African American,Other,No,E,-164.00595219701367,A,43.773378102138224,D,E,-88.913277895961,146.22966486252992,B,0
Mental,Black,Other,No,E,159.14491081256386,C,-31.187635750812188,C,E,172.5469573042067,-0.19194519892381773,D,1
No,White,Heterosexual,Non-Veteran,D,59.700311744758096,C,-41.90587484486482,D,C,29.752565700566937,-17.72035476151498,A,1
Yes,White,Heterosexual,Yes,E,5.516856266478702,A,15.302151690146118,E,A,80.4248165670077,166.59514952887957,E,1
Yes,African American,Homosexual,Veteran,C,179.05054023057636,D,123.49858213142055,A,C,19.28315763297287,174.9868705681858,E,1
Yes,Black,Bisexual,Non-Veteran,C,3.9354513860935656,D,-202.01302826623598,D,D,-190.98007123730886,53.12929640722057,D,0
No,African American,Heterosexual,Non-Veteran,A,177.95578701340887,D,41.01223717576231,C,E,4.20772438081267,10.258986120658545,D,0
None,Hispanic,Bisexual,No,E,98.34877425986114,E,-113.18183952045531,E,B,-154.33450512829575,143.8652182420001,A,1
Both,African American,Heterosexual,Non-Veteran,D,92.62542201714632,B,-72.45067744529443,B,A,51.54319410255176,18.22186012192472,D,1
None,Black,Bisexual,No,E,-92.35617950725539,E,31.464684049947195,A,B,-47.08249192126791,-62.7956474283788,C,0
No,White,Homosexual,Veteran,C,181.94643373827378,C,188.32549401301011,C,A,-103.40247150924588,123.64253577506996,A,0
Physical,African American,Bisexual,Veteran,E,82.75472923901091,B,168.43598172892416,B,E,102.44558744740758,-52.33735009385649,B,0
Yes,Asian,Bisexual,Non-Veteran,A,-43.59253875860852,C,94.84341551582027,D,A,70.74982766767204,54.655062353004546,A,1
Yes,Hispanic,Other,Veteran,A,101.99642715288317,D,-61.36461684650989,D,E,-52.675404112612,-187.6854832344328,D,0
Physical,Other,Other,Non-Veteran,E,-71.27620904349192,C,79.54302704402481,C,D,82.55512920790908,72.68903279683644,E,1
None,White,Homosexual,Veteran,D,211.18128487811373,D,-56.124914740019435,D,E,168.50317893878085,126.49060000730714,C,0
Physical,Asian,Other,No,E,5.298018850331518,B,141.54173722336526,A,B,-46.243916237385754,11.90775826276755,B,1
Mental,Black,Heterosexual,Yes,C,-105.56763952686255,B,108.5440632892348,B,D,87.3838442081162,30.029646377753572,E,0
Mental,Other,Heterosexual,Yes,B,50.561691684792265,B,60.953053674545096,C,B,-12.20968811628222,-225.90259497885899,B,0
None,Hispanic,Bisexual,No,E,52.31484921999973,B,11.098607544089697,B,E,-99.94520573189268,25.34618625291275,C,0
Mental,Other,Bisexual,Veteran,D,-63.31419158479624,E,51.12612383255565,C,C,18.61503470629657,-39.84319805256982,D,0
Both,African American,Homosexual,No,E,-125.24103826540203,C,12.958186666065439,E,A,-154.0270782024821,72.90722408480728,D,0
Both,Other,Homosexual,Non-Veteran,B,0.6901590837561502,C,-36.82732138432153,B,E,159.5654531369776,-35.97606768894498,A,1
Mental,Black,Heterosexual,Veteran,C,8.83010500020421,E,-51.95914350106283,A,B,46.87794263674486,-117.53786541060065,E,1
Yes,Black,Other,Veteran,E,129.8322664797001,D,36.54130714037704,A,C,133.64453646405548,25.383302689873442,A,1
Yes,Asian,Heterosexual,No,A,-42.59778932902116,E,-203.45634931107614,C,B,44.98592598769408,-1.9919652592765777,E,0
Both,Black,Other,Veteran,C,30.19696760281205,E,38.62823883546322,B,A,28.595526444537793,-109.42167617357654,B,1
No,Asian,Bisexual,Non-Veteran,A,145.1452922718003,A,-281.78444357338867,D,C,77.81695999260404,84.18612489631867,C,1
Physical,Black,Heterosexual,Non-Veteran,E,98.1719195408704,C,-276.7910249869738,E,A,109.74289937932708,23.730359194344086,E,1
Both,Asian,Bisexual,Yes,E,153.16596410994282,E,-1.9883239023536048,A,E,-22.055579710869303,127.97587713640839,B,1
No,White,Heterosexual,Yes,E,71.98138034239537,B,147.25245009644362,C,A,81.41453032995103,103.19079231458659,A,1
None,Black,Heterosexual,Non-Veteran,A,96.40091273544064,B,218.82694730233118,C,E,-34.46069909181407,110.15841747318026,D,0
Physical,Hispanic,Heterosexual,Veteran,A,105.20654708923416,D,-94.82583233375836,E,B,-43.00132773431816,-47.80905942833932,A,1
Physical,Other,Homosexual,Non-Veteran,A,-129.3312975630782,D,47.00424593908071,C,E,123.92706195783605,-166.05335445980683,C,1
Yes,White,Other,Veteran,C,108.94460627081233,B,140.76723630373635,B,B,-81.83563712379026,-2.6059051887459823,E,1
No,Black,Heterosexual,Veteran,D,-71.922268518835,C,160.0381759778074,B,E,-104.5726794474381,-34.90124485751246,C,0
Both,Hispanic,Heterosexual,No,E,21.953553073737304,C,-19.505391920364623,D,C,-15.072160724524613,-15.013590807938668,C,0
No,Hispanic,Homosexual,Yes,E,-51.49774923058095,E,-29.273946873886647,C,C,-83.18622471060607,85.6369637772189,D,1
Physical,Asian,Bisexual,Non-Veteran,B,-3.789172371349039,C,-138.93553593150853,A,A,24.83483211220549,-105.33702049356015,B,0
Mental,African American,Bisexual,No,E,-32.53951413634045,B,-32.43803953724777,A,C,33.11974222388494,45.148300343368454,A,0
Mental,Other,Homosexual,No,A,-29.44259331392675,D,206.55408229037496,D,D,-83.09128166663852,-41.05929297324812,D,1
Physical,White,Heterosexual,Yes,A,-103.59176462955216,E,-33.21399570815058,E,D,-1.6295821265275918,-14.718359671809472,B,1
Physical,Hispanic,Heterosexual,Non-Veteran,A,-24.665967181061564,E,-71.71419137863995,D,D,93.0069629721181,-78.27773846392229,D,0
Physical,African American,Heterosexual,No,B,-19.572214775443772,E,-52.0429353979666,C,B,8.881425311464145,67.37219096077747,E,1
Physical,Other,Other,Yes,E,40.902562789536475,D,20.476256998782315,E,C,-138.7056809487317,24.46188323309767,C,1
Both,White,Homosexual,Non-Veteran,A,22.498774192243392,C,-3.922075225486335,B,B,79.93848601707268,-21.194856962978964,C,0
Mental,Asian,Heterosexual,Veteran,B,122.08238799021314,A,-86.19134619299209,C,A,41.03387966550205,151.1881200067966,A,1
No,Black,Homosexual,Veteran,D,51.03738016380189,C,-5.840767606540062,A,E,-202.78483539978458,122.5321119688946,C,0
None,Asian,Bisexual,Yes,B,-57.86559649231881,B,-129.32564284872282,E,E,-39.5163342714865,-52.83406265312676,A,0
Both,Hispanic,Bisexual,No,A,-49.44992439879676,A,-30.483164217657414,E,E,-176.92284187146572,68.4411861405635,E,1
Both,Other,Other,Yes,B,0.012965514562139822,E,77.82272994584247,E,C,-147.7976886775077,-55.17553408141046,B,0
Yes,Other,Homosexual,Non-Veteran,C,12.010429732729982,A,-45.13119939695571,B,D,95.76885089106835,87.0287813163257,B,0
Mental,Black,Heterosexual,Non-Veteran,D,-52.385017674279446,D,-44.90951050987683,A,C,-5.960552661860628,63.43349514299299,D,1
Mental,Asian,Bisexual,Veteran,A,136.45077019816767,A,-51.2817645614383,B,A,-218.67696545323955,-117.7788164181121,A,0
Mental,Hispanic,Other,No,B,-78.18384600714982,E,117.31407189571516,A,B,34.79009088215035,-40.17293272336722,A,0
Yes,Other,Homosexual,No,C,-11.820147619336712,B,48.93079151385355,D,C,-22.592722674168257,-95.61374883018661,B,1
Physical,Asian,Homosexual,Yes,B,15.87442851554808,D,-23.475279638708255,A,D,82.13404583026627,-70.16321072341287,C,1
Mental,Black,Other,Yes,C,91.21027653043866,E,140.91219994891196,D,A,-36.71997811755486,-9.807338225981711,C,1
Both,Asian,Homosexual,Yes,D,-5.29922247297585,A,-73.68170315601506,E,D,-13.344247050627061,-22.179036217640498,D,0
Yes,Asian,Heterosexual,Yes,C,1.2998780882580063,B,-45.60014286472986,B,E,-56.49544217878346,72.56294753706376,C,0
Yes,Black,Bisexual,Yes,E,99.76297873228472,C,-124.71453154452885,B,A,-16.686068601796762,-46.428355412903436,E,1
Mental,Black,Homosexual,Yes,B,33.66857430315917,B,-123.71106071125367,E,C,-79.46845411099181,9.55156383417658,A,1
No,Other,Other,Yes,A,119.17298898924797,C,-4.451197644658927,E,D,-23.878269897680468,-7.601943344230605,D,0
Physical,Asian,Bisexual,No,D,186.53561942568078,A,-58.17445859293614,D,B,53.415505289007214,114.05347866429902,A,0
None,African American,Bisexual,Veteran,C,94.17048143078581,E,158.62214072408727,B,E,-40.478765712935946,-39.87384243560878,B,1
Yes,Asian,Heterosexual,No,A,-180.50718091332766,A,99.76090306897389,D,B,25.44459143168256,-34.32565234567066,D,1
Yes,White,Homosexual,Non-Veteran,D,-0.08593017221213975,E,128.33672434490865,D,D,41.173895546368975,7.095623701213853,D,0
No,Black,Homosexual,Non-Veteran,D,59.25877160390065,E,-228.91950382992349,D,D,-24.795606157427002,61.3104206206622,B,0
Both,White,Bisexual,Non-Veteran,E,-60.09118150296223,E,-0.6826336355538961,D,A,109.13849530382238,-7.255712621766812,D,0
Mental,Black,Homosexual,Non-Veteran,A,58.63001548489832,B,35.809307545524355,E,D,50.01865349552188,-22.46693361190488,A,1
No,Hispanic,Bisexual,Veteran,E,154.36043018368358,A,-118.1155839305293,D,E,45.77702172369875,-31.61042035161028,C,0
Mental,African American,Heterosexual,Veteran,D,-37.60209808971428,D,-67.8747208570523,D,E,115.17175098050143,66.272127206248,C,1
Yes,African American,Heterosexual,Non-Veteran,E,-48.095428204360665,D,6.318830955362512,B,B,70.58283529866715,-6.689830888808955,E,0
None,Black,Bisexual,Non-Veteran,B,135.1687322334285,B,115.26950756528026,C,D,72.41657518104705,273.20314651264994,D,1
Both,Black,Homosexual,Veteran,A,18.52352615468432,E,-13.057008025641007,A,E,-188.43742640404932,62.2573589516017,B,0
Yes,Asian,Other,No,A,-6.942616914072936,A,0.5003485902951504,E,A,47.74401596204342,-147.98575078710786,D,0
No,White,Homosexual,Non-Veteran,A,90.69035819491778,C,-104.3800974420507,C,E,-15.295014398612473,58.501200503485784,D,1
None,Other,Other,Veteran,C,57.61975898439873,B,-32.62868771055573,E,E,-47.847852121486056,3.757282401574645,E,1
No,Hispanic,Heterosexual,No,B,100.86226279945237,E,-113.16688078786117,A,E,-100.22691992175396,-188.26500611346165,E,1
Physical,Hispanic,Bisexual,Yes,A,192.73256402336565,E,39.35026943888787,E,D,47.04533707655138,-31.77986854666259,A,0
None,Asian,Homosexual,Veteran,C,-134.36875444634683,D,60.61147589706687,B,A,26.832907201783502,36.66362399761701,E,1
None,Black,Homosexual,Non-Veteran,D,-11.715739576340493,B,-21.909577526127556,A,E,237.03295470974552,32.40811248592324,C,1
No,African American,Other,No,C,-61.38127929696518,E,29.64589206856428,E,A,111.49486280346925,-108.09477805788823,D,1
None,White,Heterosexual,Veteran,B,97.21488175052376,C,-51.54799087662234,A,A,126.98525406892426,5.431556283875919,E,1
None,African American,Bisexual,No,D,146.175678839695,B,68.60383911196286,E,A,-97.76481037476383,-102.1442906785818,B,1
No,African American,Homosexual,Yes,C,171.82375683454663,C,117.61832011760714,B,C,147.75510056180124,34.06323176115576,E,0
No,White,Bisexual,Veteran,E,-189.94918971873744,B,8.081111480063452,C,C,211.26809050865378,-77.62262283540743,D,0
No,Black,Bisexual,Veteran,D,81.93726659766989,E,48.737288745256976,A,D,-18.567221946245038,-85.34602711300477,A,0
Mental,African American,Homosexual,Yes,B,-189.57440456899573,C,207.56453301329336,E,E,-16.976748488907546,7.144912349400874,D,0
Physical,African American,Bisexual,Yes,D,-87.52364618389625,E,25.30226113773387,E,E,-82.88032135324383,-2.0204782920265134,E,0
No,White,Other,No,D,-77.70319564626385,A,-25.190167190903217,D,D,-161.57559020329313,-138.3358080563834,D,0
Mental,Black,Homosexual,Yes,E,79.87082232474269,B,-11.159656098574091,D,A,149.20940573562734,81.56668137662862,C,1
Both,Hispanic,Heterosexual,Yes,B,205.0450234570175,A,-51.98489379567249,C,E,11.826692150692494,29.033568532526864,A,1
Mental,White,Heterosexual,Veteran,B,19.043393634677134,A,-60.69650856924991,C,A,-112.04390586994792,-48.34953688470359,D,0
Both,Black,Bisexual,Non-Veteran,C,132.6498350043852,E,262.2263825428224,D,D,119.77427065032052,-96.78864134366401,E,1
Both,White,Other,Veteran,B,-26.949573652248105,C,34.41646313862128,C,B,50.84274423511963,-55.51932358215882,A,0
Physical,Hispanic,Bisexual,No,C,-12.720006210473905,D,186.2319160911604,E,E,187.4323402698673,-82.61477170175344,A,0
Physical,Black,Heterosexual,Non-Veteran,A,18.406717629477768,A,-103.0111072338034,C,D,-2.9577096696629948,-16.854882798266075,D,0
Yes,White,Homosexual,Veteran,C,34.25256613596847,B,37.15623490124926,D,B,-116.20906370729958,-48.98555847664181,D,0
Physical,White,Homosexual,No,D,80.17033878875999,D,-82.24641225203243,E,B,-102.88057165703539,-51.365091775837065,C,1
None,African American,Bisexual,Non-Veteran,A,56.96959474750187,A,226.47167162548487,A,E,70.21439446307632,-44.80198946195125,D,1
None,Black,Bisexual,Yes,A,-142.78634277242887,C,48.03396597967146,B,C,-108.970174272402,-77.03031321481077,C,0
Physical,African American,Bisexual,Veteran,C,1.3912006459642043,E,-23.386908903859393,A,D,238.00623629403628,-56.67550629057978,C,1
Physical,Asian,Heterosexual,No,B,41.2908135905974,E,-203.092907696436,C,A,-39.44074329950347,21.154460121259046,C,0
None,White,Heterosexual,Non-Veteran,E,120.91014035554292,B,54.26199738654391,A,A,-91.55119637597754,-57.98348257677437,B,0
Yes,African American,Other,Non-Veteran,E,-68.0119936954216,D,-84.7494350915305,E,C,-52.38911863749415,-25.889424761330854,A,1
Both,African American,Homosexual,Non-Veteran,A,52.583061949821285,C,-27.772683163141153,E,C,-51.97589987443977,72.11569884717271,A,1
None,Black,Homosexual,Non-Veteran,A,-166.05172857141736,B,-13.398940578781152,E,B,-89.94985989042155,45.9273561251805,D,0
Mental,African American,Homosexual,Yes,E,140.4276369100411,D,-166.0618174880357,E,C,224.16842778080536,100.15843521963288,C,0
No,African American,Bisexual,Veteran,E,-140.7758474922315,D,-39.20919831493031,E,C,186.83248613822656,82.91002413747228,D,0
Both,Black,Homosexual,Veteran,B,-27.904172721518016,E,-84.89708835040852,D,D,273.6621013421619,121.63044214625344,D,0
No,Other,Homosexual,Non-Veteran,D,-35.315955940726106,C,-141.43665692431048,E,D,29.370382861801808,-161.6114311955317,C,1
Mental,Black,Heterosexual,No,D,-172.84857126445687,A,-59.78930662866075,A,A,29.353844918376364,169.52286852916706,B,1
Physical,White,Homosexual,No,D,96.59548019325129,B,-107.19538528509389,A,E,45.77894967995972,32.2355638361098,C,1
Mental,White,Homosexual,Yes,D,126.10943325234096,D,36.37890068246504,A,E,52.84200486516928,-69.90644962445293,E,0
Yes,African American,Heterosexual,Veteran,B,-112.39203165143977,D,-82.16158102620034,E,E,-285.97850831520566,-138.86149267177345,A,1
Mental,Asian,Heterosexual,No,A,-121.20390992250923,E,-162.8757796737346,B,E,-127.42020166763204,-31.834338093201076,D,1
None,Black,Other,Non-Veteran,A,-115.74028185758243,A,-158.84158020480436,D,D,-51.26103431339707,-91.03919845864351,B,0
No,Black,Homosexual,No,B,148.7581801978586,A,74.19910937022742,C,B,160.49599171021143,22.885516767105674,A,0
Physical,Black,Bisexual,Veteran,B,-15.777784171286779,D,-22.9146269376218,D,C,-70.5803086576752,-19.483695342794732,D,0
None,White,Heterosexual,Veteran,D,-30.964814637473996,E,99.48359455552985,E,D,-103.47384675188891,97.75543645403162,D,0
Both,Hispanic,Heterosexual,Yes,D,65.55338617636627,E,-80.35808510310599,A,B,127.89060802897181,-73.79915878287169,A,1
Both,White,Other,No,E,-78.28469544084447,E,57.214036592528764,D,A,20.813036979531795,54.80984543043055,E,0
Both,White,Other,Non-Veteran,B,-227.76660159662546,B,5.603052478186585,B,C,-234.41757827366354,-95.01568048518688,B,1
No,White,Bisexual,Veteran,B,-107.76009229878487,B,17.520164064547394,A,A,88.4310988016656,-160.6205951206483,C,0
None,Black,Bisexual,Veteran,A,235.6029498830809,D,202.44361120155068,C,A,-169.77773358334395,-10.962775707635902,D,1
Physical,White,Other,No,A,-4.269833674819985,E,-51.491554163105626,D,D,-67.90876148067817,-170.98601082883042,E,1
No,Other,Other,Veteran,D,-89.21145163416413,E,-128.09401754402006,A,C,-133.24003352389983,-99.68899774285583,C,0
None,Hispanic,Other,Non-Veteran,E,151.65637008102905,E,-44.319732092380924,C,B,-101.25374128920677,24.29181208286161,A,1
Physical,Black,Other,Veteran,C,-76.49248565482279,D,175.9871684717232,A,D,-87.40419680460963,5.912950380380265,A,1
None,Black,Homosexual,Non-Veteran,E,24.523217612156312,B,186.45420132034928,D,B,38.981972144373806,7.078640322104494,E,0
Yes,Hispanic,Heterosexual,Veteran,B,-34.73619435414291,C,-118.29266490029302,C,C,-85.20030016091252,18.381213517635224,E,0
Yes,Other,Other,Non-Veteran,C,-143.24140546238223,E,69.97582803859052,B,A,37.033746655022945,288.197741818952,E,1
Physical,White,Heterosexual,Yes,B,-55.552239774959325,D,111.88111347673528,A,E,-41.42152399361084,-6.95884932066191,B,0
No,White,Homosexual,No,C,-28.21718243797972,D,74.69471116769635,D,C,27.304482186664035,231.46899165438995,B,1
Physical,African American,Homosexual,Non-Veteran,D,13.079651054038981,A,131.00101395756886,B,D,36.38996875961353,54.942249992583726,D,1
Physical,Asian,Bisexual,Non-Veteran,E,5.251972742198885,C,152.74324032002457,E,B,-27.969349201347725,161.31768318771393,D,0
Both,White,Other,Veteran,A,-178.75002341076473,B,-27.431709252313514,C,E,-104.82707589055242,-106.10834906572433,C,1
Physical,Other,Heterosexual,Non-Veteran,A,-32.09406008147991,A,-164.93378230591594,B,E,2.7410096475653236,104.07813417641381,E,0
Both,White,Bisexual,Veteran,C,-83.830249168674,B,-71.55599971829568,E,C,-0.8994188532487272,-192.21924778095476,B,1
Mental,White,Other,Yes,E,-88.87577541972385,E,-227.63488963824153,D,E,-196.6359044723724,46.29596919416194,A,0
None,Black,Other,Yes,E,-4.091681234313234,B,49.34730016219884,A,D,68.21461966402019,46.26963200429093,C,1
Both,African American,Other,Yes,C,100.40517731092682,A,-28.931424349603578,C,A,-65.91981117221441,104.57574677540632,B,1
Yes,Other,Bisexual,Yes,B,-71.2276937005744,D,-32.15010020211888,E,D,88.98512739007937,47.86271125720634,D,1
Both,Other,Other,Veteran,A,-224.67195070308387,B,-90.22581628113747,E,D,-7.938115311359789,-13.811563175999202,B,1
None,Hispanic,Other,Veteran,A,-150.20139995358397,A,19.32188397241471,A,A,-231.5839077174782,5.17228696783113,E,1
Yes,White,Homosexual,Non-Veteran,E,10.300268797536646,D,47.28564271259083,C,C,43.627911698221155,-23.13525275731006,D,0
Physical,White,Bisexual,No,E,113.79284407496273,E,144.57992759896436,A,D,11.263790547666511,-43.98336492348952,B,0
None,Black,Homosexual,Non-Veteran,C,-99.48042362092833,E,126.19233164055228,B,A,-63.203371916248855,-96.66426555469643,C,1
None,White,Heterosexual,Non-Veteran,B,28.11564278991312,B,105.77218140167317,E,D,-115.55568839339824,-175.0618381808891,E,0
Both,Hispanic,Heterosexual,No,B,-23.50878447468234,C,7.771462839892711,E,E,145.29300180237937,64.48212570433954,A,0
No,Black,Homosexual,Non-Veteran,C,-206.51638985144558,A,126.50614326639793,B,A,-190.18601772895315,-58.511233595990305,B,0
Mental,Hispanic,Heterosexual,Non-Veteran,D,-6.025627995932176,A,-21.844902846878014,D,D,222.18768220005109,-47.28852010360404,A,1
Mental,African American,Homosexual,Yes,A,-53.50357488828897,C,14.479277887053657,E,E,-76.68201060085684,21.433364843071605,C,0
Mental,Asian,Other,Non-Veteran,C,-180.90520765973835,B,186.3147614974621,A,E,-34.53677444903602,-136.6331467904266,B,1
None,Black,Heterosexual,Veteran,A,-109.32224382638663,E,22.836347974716414,D,E,202.2813471969942,-59.837180366949774,C,1
Physical,Black,Heterosexual,Non-Veteran,B,17.1120093234735,B,45.34827875274707,D,A,-122.84994117759365,3.877149887645966,D,0
Yes,African American,Homosexual,Non-Veteran,D,-57.54447587345861,C,31.873857068800476,C,C,161.7682382796583,58.20836980448526,B,1
Both,Other,Homosexual,Veteran,B,197.94779829681246,D,79.93243096592252,B,E,-86.38285865296373,-77.43903725033545,C,0
Mental,African American,Heterosexual,Yes,D,2.0105022643046424,C,32.71876436662481,A,B,77.43144180748907,-30.410327304902694,D,0
None,Asian,Heterosexual,Yes,C,-123.97485013048815,E,-61.81566225092067,E,C,205.06130855541772,-205.12402207812048,A,1
Physical,African American,Other,Yes,B,-177.91630272464735,C,117.52965976774472,A,B,-84.83065243913639,-69.48384000587977,B,0
Mental,Asian,Homosexual,Yes,C,-93.5639417241075,A,86.32630475663548,B,D,19.770039643111122,-8.717488745175112,C,0
No,Black,Other,Non-Veteran,B,-25.889641431972027,A,-10.29178144094119,B,E,-64.32069228198914,52.96452678064648,D,0
No,Asian,Other,Veteran,C,57.609284388227586,A,45.9050817219547,A,A,154.2099189313611,-133.2115693539581,D,0
Yes,White,Homosexual,No,C,-32.49534481377812,D,25.76955550936529,A,C,129.68281299297445,47.18020267744819,E,0
Yes,African American,Other,Veteran,B,-28.607390272809972,D,232.62938398209928,B,A,109.70201692675164,-77.09426140315357,E,1
Yes,Black,Bisexual,Yes,B,-147.4756907845413,E,17.49068288317272,D,B,155.65255969072652,31.16237448176078,D,0
No,Asian,Heterosexual,Veteran,E,12.174866457004011,E,237.10902895700295,E,B,99.55519678828236,21.630983208719634,D,1
None,Other,Other,No,A,-61.59251527120856,C,44.46151035611716,B,D,26.523716732684026,3.9629991215575893,C,0
Physical,Black,Homosexual,Yes,C,-63.0197956366788,A,86.19609175776175,B,D,163.44410262931646,-213.51110473961344,E,0
Physical,African American,Other,Non-Veteran,B,109.4204901168609,C,-113.69564867382968,A,A,66.2026864542913,-20.42032932647887,C,0
Physical,Asian,Bisexual,Non-Veteran,E,93.93221982119019,A,-11.651075208843118,C,C,-34.695784811617806,20.117624778810058,B,1
Both,Hispanic,Other,Veteran,B,27.141360330467624,E,-39.19018681557782,D,B,-32.364719095539215,137.64057768681695,A,0
Yes,White,Bisexual,Yes,B,-117.10770296968853,B,126.4081655039594,E,D,14.219418224676028,-59.29255390524143,C,0
No,Other,Homosexual,No,D,-74.97926335278623,C,-50.826989273126536,D,C,-172.09500478351808,50.66614942689268,E,0
No,Black,Other,No,D,13.654187328088682,E,17.28035373016811,B,B,-5.905464204021425,252.36700188317238,E,1
Yes,Black,Homosexual,No,D,93.1917397823946,C,-22.22281334591826,C,D,35.22906554538231,-118.1039363285245,A,0
Both,Asian,Heterosexual,No,C,-63.09614999767884,B,-31.459643524196274,E,B,-60.78688780281881,25.345521157109246,E,1
Mental,Black,Other,Non-Veteran,D,106.60840352662389,C,-89.59214637285581,D,A,-39.591003693358395,-213.34707630476717,E,1
Physical,African American,Heterosexual,No,E,307.6044071701383,A,2.774765419262649,D,E,-11.730975054586121,79.45454680560432,D,0
None,White,Homosexual,Non-Veteran,B,-6.3112185273356385,C,-35.17561698603727,E,E,-147.9240633198098,-62.14966452483372,B,0
Yes,Black,Heterosexual,Yes,D,199.73747486812482,A,63.21707741958018,D,D,-32.17743055375472,80.79451360564862,B,1
Physical,Black,Other,Non-Veteran,C,147.5529682115673,A,75.96751162542428,D,A,-130.02721728423617,102.39688381459497,D,1
Yes,Black,Heterosexual,Veteran,D,-36.46826413892746,A,62.30675157905119,A,C,7.512906068123355,-23.066803261433545,C,1
Physical,Other,Bisexual,Non-Veteran,A,-53.57832171679938,B,203.42789266404577,D,D,130.87564148695543,68.14474430900984,D,1
Yes,White,Other,No,D,-238.38772980800678,B,21.48318761479389,E,C,-48.39526631073052,-131.43817001288718,E,1
Yes,Hispanic,Bisexual,Veteran,B,12.783912408491682,E,-194.38557863794853,C,B,75.04769199387519,12.97932562135348,C,1
Physical,African American,Heterosexual,Veteran,B,88.5815216782988,B,-54.41438848393558,A,A,-17.254762179695955,23.831001283056768,A,1
None,Black,Bisexual,Veteran,B,170.54817276977545,C,128.92003557382066,B,D,81.59066560137126,-23.391526153670295,C,1
No,White,Bisexual,Yes,B,-216.05344321219783,B,-32.65382546168452,D,C,-80.59803790885096,70.06100419884213,C,1
No,Black,Heterosexual,No,E,135.35601059975218,A,86.08287212965924,C,B,-140.85451282465095,-14.446869366468576,E,0
Yes,African American,Homosexual,Veteran,E,31.03065989913955,A,53.701235791105084,D,A,-82.70891576879164,-28.604262377629507,C,1
No,African American,Heterosexual,Veteran,B,-36.62334307191612,A,-59.376632760574225,C,A,-28.789394185182598,80.89142275014652,C,0
None,Hispanic,Other,Veteran,C,65.47856524584417,C,-55.34707203144571,C,A,77.68417052307595,126.92449161380826,D,0
Yes,White,Homosexual,No,A,-57.58657146621311,A,62.19533187373768,D,A,-131.66503792591558,-69.98399677127895,B,0
None,Black,Homosexual,Non-Veteran,B,-130.54377278462442,C,103.0793665745125,B,B,-87.87194002673009,0.7223048537456417,E,0
Physical,Other,Homosexual,No,A,-131.83329380155905,D,-208.51724773604192,D,A,24.82456916236889,6.612354465653522,C,1
Physical,White,Bisexual,Non-Veteran,E,85.3669372803599,D,58.79949136161687,E,D,20.26672905982991,59.44391695931026,C,1
No,White,Homosexual,Yes,D,75.41631654193807,C,-142.8192097885064,D,B,32.38771289975322,56.73543796129709,D,0
Physical,African American,Homosexual,Non-Veteran,C,18.31350119043154,B,-129.23671162495523,A,A,36.85596975993239,69.69396150164282,E,1
No,Other,Heterosexual,Veteran,C,-13.1685307318051,E,67.43024021286017,A,C,114.88516670461308,-85.22150434837897,A,1
Physical,African American,Heterosexual,Veteran,A,-61.465650169978915,D,105.61895637067178,D,C,-25.289531230491065,-53.60989653582665,B,0
None,Asian,Bisexual,Veteran,C,58.431774307935655,C,-54.837757409777666,B,B,28.08057204224486,-71.26407716775195,B,0
Mental,African American,Heterosexual,No,D,-68.1170251857873,C,-97.29851079558996,B,E,137.2541699538852,173.7992567601866,E,0
Both,Asian,Homosexual,Non-Veteran,C,219.34890414719672,D,-90.6136731997139,E,C,-116.72663969981771,-40.86726458808795,D,0
No,Asian,Bisexual,Yes,E,-54.64740731643427,C,183.748689976528,B,E,-28.152653507849095,-166.0741074964075,B,0
Yes,African American,Bisexual,Non-Veteran,B,-60.626461869977966,C,14.660021953271055,E,C,-131.82841815094042,-35.56407948999138,A,0
Both,Other,Bisexual,Non-Veteran,C,12.072198202792087,E,36.326307410872,E,C,-95.07474303746308,14.997424618373255,A,1
No,African American,Other,Veteran,B,61.99060967320822,D,39.88559481668742,B,E,-164.0136038240883,163.76933724909344,A,0
Physical,Hispanic,Homosexual,No,C,10.118851371786363,C,-51.42246933437422,C,A,0.09368868668965136,-215.7789057832034,C,1
Physical,Asian,Other,Veteran,B,-118.02362123552719,A,43.33913397245621,E,D,34.28901485858835,135.47098774504212,C,1
Yes,Hispanic,Heterosexual,No,C,-31.330701128506416,C,95.0527761012515,C,B,145.7651194034906,-5.413454895133625,E,1
Physical,Other,Other,No,B,-97.58745855373523,A,119.85517938990411,C,D,14.133003772520125,83.12713430315428,D,1
None,Other,Homosexual,Veteran,A,-100.55795843239056,A,110.97376314193536,C,E,216.67587188023342,84.75431114074442,B,1
No,White,Other,Yes,C,-55.920605648440095,C,105.24758329886481,A,A,-69.58622086397283,155.91155460773686,D,1
No,Black,Homosexual,Non-Veteran,A,122.03140624532057,B,76.59844562443062,A,C,141.0107903459822,-136.66822865028524,C,1
