military,civil_status,race,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Yes,Divorced,Hispanic,44,C,-9.938208412846578,-67.67236178484136,B,D,-57.317615441382394,C,0
Veteran,Single,Black,66,B,135.30425963031797,-103.10605944576253,E,E,-225.74643853521775,D,1
Yes,Single,Black,90,B,17.506398790620413,-163.9599828650712,C,A,-159.20116125884806,B,1
No,Married,Asian,22,E,7.130154260170165,309.62911840083314,C,A,-35.83793538156746,C,0
Veteran,Married,White,74,A,149.38150342762722,-38.20175364986888,C,B,18.19419834986941,C,0
No,Single,Asian,35,B,-23.76055576774594,-1.6442210153507977,A,D,-31.54119661961829,D,0
Veteran,Single,White,49,E,5.276229752450928,26.602685079606303,A,B,-38.43723065596665,A,0
Veteran,Single,Asian,25,A,-27.19937755110801,94.16213432934362,D,C,93.04602030974675,D,0
Veteran,Widowed,Asian,88,B,146.70226746911896,9.040009691063377,D,B,-28.481176937641628,B,1
No,Divorced,Black,40,E,-179.69349559363442,-107.00889417286194,B,E,-139.4955936309393,E,0
Veteran,Divorced,African American,69,B,79.57910170531414,-170.72377697444296,D,C,47.930402024294786,A,0
Yes,Married,Hispanic,80,D,178.4462354480251,112.91957202302927,A,E,-114.58730320531781,B,0
No,Divorced,White,45,A,-102.19623620973033,-44.89013006999565,B,B,-26.796474974950407,A,1
Non-Veteran,Married,Black,42,D,48.98883029150868,-188.03799931382704,B,A,-18.867088996117516,E,1
Veteran,Single,Asian,47,B,36.55953161602661,129.01160731361986,D,B,23.178039392197153,D,0
Yes,Single,Black,56,B,-3.98967074371623,-33.38609075800786,E,E,-37.352023449864745,D,0
Veteran,Divorced,Hispanic,98,A,-74.91933775097493,21.703531454419963,B,B,-116.12464147695289,D,1
Yes,Divorced,Asian,75,A,6.341191248644225,81.70698496068877,C,A,-91.07225450657256,B,0
Yes,Married,White,88,B,-1.551715613376758,11.186394087961569,B,D,-24.58380344437705,E,0
Veteran,Married,White,58,D,53.76533898313633,130.94693803339754,E,C,14.275004184653495,B,0
Veteran,Divorced,Other,40,E,41.51599626001656,277.59098375624893,C,C,19.113167559795674,D,0
Non-Veteran,Widowed,African American,67,A,70.97995032620109,37.06521946296041,B,A,33.933094710263006,C,1
Non-Veteran,Widowed,Black,88,E,164.08051670634026,-76.21673461910294,A,C,42.82186894346555,A,1
Yes,Married,African American,28,B,-48.71606728453674,-55.36071903145465,B,D,-225.16753170293998,E,0
No,Widowed,Hispanic,36,E,90.11075192017076,-159.124652538894,E,E,154.22361574314436,B,0
Veteran,Married,African American,77,E,-161.58265403508597,-32.24424137647922,B,E,-114.87126848341826,B,0
Non-Veteran,Divorced,White,41,D,147.247471446921,31.791033654117186,B,E,116.24531348334732,B,0
Veteran,Married,Hispanic,40,D,-275.77672698314285,-79.04449978542186,E,D,166.37440654253123,E,0
No,Widowed,White,27,E,80.81926859410584,-61.16509773049342,A,E,64.23314927192703,D,0
No,Divorced,Asian,82,E,7.938013997434484,25.45101662865626,C,C,53.34296564970117,A,0
Non-Veteran,Single,Hispanic,34,A,12.161557762723426,148.45004273261748,A,C,32.01607963494192,C,1
Yes,Single,Asian,27,B,55.52509408205082,-65.44054951874465,B,D,71.1813829075466,E,1
Veteran,Divorced,White,89,A,47.983129202501814,-56.721982497666225,D,C,66.79368716005936,B,1
Yes,Widowed,Asian,42,D,-112.7671631360934,-30.119806244548663,B,A,97.37512465713618,B,1
Veteran,Single,Hispanic,60,C,4.453672480212661,-159.28216815509154,E,E,185.57707880872513,B,0
Yes,Widowed,Other,56,C,-93.56737353564401,128.39329831017253,B,D,-2.2066855715255653,D,1
Non-Veteran,Married,Other,25,E,-48.98117471059864,-30.587922765764137,B,B,-0.7880340767066161,C,1
Yes,Married,Other,95,D,-49.89738766149215,1.7134220743599087,D,C,51.003075316492264,D,0
No,Divorced,African American,82,B,7.070440424982763,-63.81085041343982,C,A,-11.48047793314013,B,0
Yes,Married,African American,64,A,-14.577472496634138,-80.04538692406281,C,B,-53.33893401477475,D,0
Non-Veteran,Divorced,Asian,52,D,-54.23036036005722,106.85825552219985,C,A,-61.68652524819998,C,1
Veteran,Widowed,White,75,E,-151.55201864744856,-172.7232096890737,A,B,150.46933827797017,D,0
Veteran,Divorced,African American,80,B,13.098870986320044,-175.72443958421206,B,A,-13.844093932222052,D,0
Non-Veteran,Divorced,Black,26,C,-153.6333664719574,55.647746476431124,A,D,-178.72490348951035,C,0
Non-Veteran,Divorced,Black,35,D,-15.507571542831286,71.43737412263685,E,B,131.69088559674208,D,1
Yes,Widowed,White,56,E,53.10579282288842,187.25897564743065,C,A,129.25990234203022,E,0
Yes,Divorced,African American,69,B,-71.11417051141132,-181.03535108908488,D,E,-41.66532946742827,C,0
No,Divorced,Black,79,A,-24.581179559144644,-90.0013182479466,D,D,-49.45420932968524,D,1
Yes,Divorced,African American,24,C,79.18639489608682,2.8863926443285894,D,E,128.34882520668236,A,1
Non-Veteran,Widowed,White,50,D,174.19717596336704,45.006557953926915,C,B,51.200247494216875,C,1
Non-Veteran,Married,White,59,C,-163.70930506038658,31.848898821959402,D,B,-48.230402272829956,B,1
No,Married,Asian,50,D,-16.08543942626064,50.19455987342013,C,B,70.65410255048323,C,1
No,Divorced,Asian,25,A,10.588911052708994,-53.65814838103498,A,C,68.47861234813072,B,0
Veteran,Widowed,Black,59,E,-78.66673622860716,-16.333819291500642,B,B,-115.35183696576392,E,1
Yes,Widowed,Asian,58,E,-9.550736173503868,-14.517545582957764,D,B,88.68596788174177,C,1
Veteran,Divorced,White,90,B,-136.22394661123613,70.53061249484341,C,B,72.10290057475342,B,1
Veteran,Single,White,56,A,-86.5432432624134,-69.72198919213994,D,E,-12.50688777480774,C,1
Veteran,Married,Asian,38,D,228.01959207869785,60.54970046383262,A,D,106.00625958883066,E,0
Veteran,Married,Other,91,B,-27.569322791851093,-6.941683021555535,B,B,-118.52659435161617,B,1
Veteran,Divorced,Hispanic,77,E,121.27321712612489,56.42474165465807,D,D,-106.2490403888293,C,1
Yes,Single,Asian,27,C,-23.58682273327699,61.98790181485023,C,C,79.0108541294744,E,1
No,Widowed,White,26,B,208.06392505258913,-83.43243792918994,D,C,20.016634020625908,D,1
Yes,Widowed,African American,33,C,-37.10652481268642,111.61882929878833,E,C,-40.930374561451124,A,0
Veteran,Widowed,Black,52,C,40.410154495214606,82.58720215474833,E,A,102.57827187579262,B,1
Veteran,Widowed,Hispanic,80,B,-36.718612370500274,-69.73285352366884,A,B,132.13648205809986,D,0
No,Single,Black,43,A,46.540169834721354,187.2986152623555,E,A,-131.5335008800097,E,0
No,Married,White,48,D,-106.02681413319172,8.88032969540236,C,D,81.4738013866185,A,1
Veteran,Single,Hispanic,81,E,115.13837138243905,-163.881444295846,B,E,61.343723842781415,B,0
Veteran,Widowed,White,89,D,-165.50237144384826,-120.759130070432,B,A,-15.315356735684674,C,0
Veteran,Widowed,White,33,C,7.478513453759822,-218.79248403591225,A,A,-20.131577609837912,B,0
Yes,Married,Black,25,A,15.517717842179007,149.93208641889922,A,C,-53.063456023550046,B,0
Non-Veteran,Married,White,66,D,-6.367015740304803,27.420153548135428,B,E,-9.221689635330556,E,1
Veteran,Single,Hispanic,75,E,-176.2740420246826,3.5206453344011015,E,A,-249.21790401793652,E,1
Non-Veteran,Single,Black,76,E,-56.00257684097656,-18.21880108583636,E,E,-60.93009572688397,C,1
Veteran,Widowed,Asian,66,C,-100.24582725716893,10.704258533802356,B,B,-117.74000869322596,E,0
Yes,Divorced,Hispanic,82,B,-35.26062016360864,-68.23990296275294,B,D,-91.74121453281086,D,1
No,Married,White,74,A,-5.514988352147966,146.1701401840059,E,D,-29.79775837164488,B,1
No,Divorced,Hispanic,87,E,-61.70663348188399,-12.359789790458407,E,E,-45.06295409749134,D,1
No,Single,Other,69,B,59.51733271195965,213.84188536133658,C,B,-39.70323128496063,A,0
Veteran,Divorced,African American,98,C,36.09319592818064,90.54902451836055,E,A,85.21543472759434,C,0
Yes,Widowed,Black,19,D,32.04932232454054,72.36372871476044,C,B,45.54218395796929,D,0
Yes,Married,Other,95,A,-15.32822574747042,26.008779556901445,E,B,-110.44405412162321,A,1
No,Divorced,Black,42,C,-70.558597071117,29.61216135845131,E,A,-8.743516208820838,E,1
Non-Veteran,Widowed,African American,94,D,168.16562671431836,-20.306538795403796,E,D,217.9593038732201,E,1
Veteran,Divorced,Hispanic,95,E,35.844131833266616,135.43517772552747,E,A,17.727317151027766,D,0
Veteran,Single,White,56,B,4.626852591200635,64.61977087841866,C,C,151.6726404768788,A,0
Yes,Married,Hispanic,60,D,177.66061787450957,69.69769334065072,B,A,-81.91411512328108,A,1
No,Married,Other,47,A,9.731763886980065,-70.79474586075608,D,B,-47.05026002051327,A,0
Yes,Married,Hispanic,85,E,-74.41224772142947,-9.230836479145186,D,B,-91.19702229459398,D,0
No,Widowed,Hispanic,33,D,25.73903647652988,83.29309794054211,D,A,30.367998460988254,E,0
Veteran,Widowed,Black,44,B,-103.43002840700726,-75.37767852941431,A,E,159.2056123591168,B,1
Veteran,Single,Other,98,B,-230.95619382978643,-6.059131789309291,B,E,176.55664650802217,B,0
Yes,Married,African American,68,E,-46.180336830752076,-92.13199324045627,E,A,-159.14807088571115,A,1
Non-Veteran,Married,White,58,B,92.44168807100036,172.0931030873361,D,A,44.73813613814492,B,0
Yes,Married,Black,81,D,40.96994491234076,-12.090835800116926,C,B,-77.05225260039525,E,1
Yes,Married,Other,47,D,-61.41677062895822,-15.430287370889781,D,D,-215.28344902282197,A,0
Veteran,Married,Other,89,E,-101.2372619686608,53.544147856191174,E,B,-177.2110712079546,D,0
Yes,Single,African American,86,E,28.66448392453859,-10.395086893698643,D,E,-63.87905101678152,C,1
Yes,Married,African American,44,C,-30.46766452570473,-29.430678982001947,A,C,105.98039808688719,D,0
Veteran,Widowed,White,88,C,-90.23674035975525,-37.79380424330066,B,B,21.99513922410174,D,1
Yes,Divorced,White,54,B,-35.51884194766022,77.69426818045433,D,A,-130.21330016967462,E,1
No,Divorced,Other,76,D,42.20395590664666,69.30688753180935,E,A,-17.802310442869523,E,1
Non-Veteran,Widowed,Asian,55,E,-79.00041230076998,118.46901231088962,E,A,97.4635479191746,C,0
Veteran,Married,Asian,54,C,79.1209636627989,-58.32844213405012,A,C,61.676025048192486,E,1
Non-Veteran,Single,Asian,94,D,33.826132415757606,43.60713407650156,D,D,47.596456604069374,A,1
Yes,Married,Black,50,E,-86.57745535477245,-86.08149646111013,C,A,20.147508017256126,C,1
Yes,Divorced,Other,53,C,9.105961787682217,-69.18880022173872,C,C,-53.88329256103914,B,1
Yes,Married,Other,55,E,-10.493260813967446,-38.66923745617412,C,C,20.190450906359693,D,1
Yes,Divorced,Asian,37,C,0.30631674565982697,56.08810222855616,C,E,35.345522572019014,E,0
Veteran,Divorced,White,35,D,78.9692231362666,46.15402436272332,C,E,-204.84779929452023,B,1
Non-Veteran,Widowed,Hispanic,93,B,13.553270853125102,64.40800231862511,E,D,-123.63206105803022,C,0
Veteran,Widowed,White,22,E,-141.31678005645338,29.63641023982746,B,A,-69.52048959771898,C,1
Veteran,Married,Asian,73,D,-24.5033700553801,-266.34415071862696,A,B,-13.309596754449467,B,0
No,Married,Hispanic,40,D,-16.349268571638362,30.075039120082803,A,C,68.73334900675194,B,0
Yes,Married,White,71,C,14.853850576365238,-30.439909676472706,C,B,150.10784742283278,A,0
Yes,Widowed,African American,25,B,145.6931071191898,-53.62106550449579,B,C,25.598070676084326,E,0
Non-Veteran,Single,Asian,83,A,219.85939047147144,45.87743854713695,B,C,104.22070043425362,B,1
No,Widowed,African American,41,A,-130.65959586029842,-17.68421867152133,B,B,100.92674284024889,A,1
Veteran,Divorced,Hispanic,89,D,52.84020157484801,16.520515768587163,D,C,150.0080851680624,B,0
Yes,Married,White,92,E,-43.86819046675154,-58.368510086496784,E,D,-135.43221477555477,E,0
No,Widowed,Asian,43,A,-89.1314248645056,-22.856733572443506,E,B,-29.93097675787521,B,0
Yes,Divorced,Other,92,E,19.82533954932437,-19.594978938592465,C,A,11.316313967125724,E,0
Non-Veteran,Single,Hispanic,54,A,-95.9713693300427,63.75818296267053,E,A,200.26838640693887,A,1
Yes,Widowed,Other,53,E,-131.51062101037346,90.23008554459253,C,A,80.39459062082643,C,1
No,Single,Black,40,C,211.46855770592867,63.1806997659177,B,E,56.16088967343954,D,0
Non-Veteran,Married,Black,20,A,58.25223174727127,-7.130518937489463,D,C,60.17543882363109,E,0
Non-Veteran,Divorced,White,39,E,-49.81446425899795,101.662642921173,D,D,-32.4600173694944,B,1
Yes,Married,African American,24,E,25.38254484545484,84.01340447876889,D,E,195.41447203999627,D,0
Veteran,Divorced,Hispanic,65,A,75.16955722330079,-18.79566985388192,E,C,-151.36540094655672,B,0
No,Married,White,50,E,-9.826600931673987,-48.03867027270539,B,D,-200.28907720781658,D,0
Non-Veteran,Widowed,Hispanic,34,C,-108.56096466936597,36.33469627894822,C,B,-23.93677361785959,B,0
Non-Veteran,Single,Asian,64,B,96.10931667653867,-5.083328173705084,D,A,248.32969388869608,B,0
No,Single,Other,50,A,97.91785824957554,-84.59054699069314,E,B,197.49052950121924,D,0
No,Widowed,African American,84,D,-44.827359015872865,125.60440954176745,C,A,232.78362795212658,E,0
Non-Veteran,Widowed,White,37,D,4.310169164049985,26.13986825561322,D,D,-53.17606065905388,E,1
No,Single,Asian,43,B,-64.14598829164439,-3.5594927816415773,D,C,-71.13288920584168,B,0
Non-Veteran,Married,White,79,E,-169.84684826417703,53.083307358277935,E,B,-43.533881934003574,A,1
Veteran,Divorced,African American,95,C,-34.67497535699216,-5.2649906011236025,D,C,-176.09969092312002,B,1
Yes,Widowed,White,45,C,66.10169932485698,49.240265576541674,E,C,-86.09066286722981,B,0
Veteran,Single,Asian,91,D,-41.494900438732394,57.43375652803204,D,D,94.31946409552815,B,1
No,Married,White,95,C,-97.39109342904302,-20.08429188947736,E,A,33.03470677599604,B,0
Yes,Married,Hispanic,87,D,95.60879277569416,23.41115565143343,B,C,255.0764978096303,B,0
Yes,Single,White,43,C,-79.64630055847833,102.13680780102479,A,B,191.26034773782087,E,1
Non-Veteran,Married,African American,32,E,25.684709080048457,-31.25175198036817,B,E,9.076198866696094,A,0
Non-Veteran,Single,Black,18,C,7.1112887325296565,9.261628451681398,C,E,-112.48995639780361,B,0
No,Widowed,Asian,60,C,78.45059546209248,43.622319491782974,C,A,14.165271760705394,C,1
Veteran,Single,White,31,C,3.80730302083711,-33.63218065848705,E,C,-24.96101572614425,B,0
Non-Veteran,Divorced,Hispanic,92,A,-183.42344856752356,-122.83167097609113,A,C,-11.457280885398903,A,1
No,Single,Hispanic,26,B,75.11906451865052,48.26379054012476,D,B,-69.55945077005276,B,1
Non-Veteran,Single,African American,45,B,-122.66438092115783,5.174023059268957,E,E,8.373326019585793,E,1
Non-Veteran,Single,White,89,C,-138.43685010043444,21.038684086656907,A,B,20.303390924315877,C,0
Veteran,Widowed,Other,92,D,-29.778257123988812,-67.25387809222417,E,C,-147.6006171192006,D,1
Yes,Divorced,Black,57,B,-54.964890352311166,35.49612637280792,D,A,24.057290045868758,A,0
Veteran,Married,Black,82,A,135.4369358188036,38.68210771716837,E,E,125.23396309336717,D,1
Veteran,Widowed,Black,61,C,-134.1883880849124,-139.76341847226564,A,C,189.07099818256398,A,1
No,Married,Asian,95,A,-104.4752088625456,-71.26306831585347,A,D,127.51134353162658,C,1
Veteran,Married,Asian,29,C,22.75819343648735,238.9502107611763,B,B,-44.97661320660415,A,0
Non-Veteran,Divorced,African American,43,B,16.455890964474346,-0.26096887596624685,A,B,226.43508271994693,C,1
Yes,Divorced,Asian,62,B,24.738658286695532,20.409829452103278,A,A,111.18370949115169,D,0
No,Divorced,Black,84,A,1.038914935117903,185.03687575008664,D,D,106.90136004941932,C,0
Yes,Single,Asian,92,D,-33.87488744357004,28.24509369069202,C,C,47.12702975516835,E,1
Non-Veteran,Divorced,White,22,C,-87.46894090280358,-6.263144827498768,D,D,15.388861877363839,C,0
Veteran,Married,Asian,61,B,22.90768334045352,-144.60199421001727,B,A,51.40439519094515,D,1
No,Widowed,White,62,A,-23.517206489312503,-67.61068599920046,E,E,-61.44157652006981,E,1
No,Married,African American,36,C,-33.52674151260094,40.66226081044368,B,C,-89.54541728806485,D,0
Veteran,Single,African American,97,D,44.564571884729375,-128.0746584171747,E,A,141.0613147683705,A,1
Non-Veteran,Divorced,Black,62,E,-67.59065571373235,-45.16872519918113,A,A,-111.2011802268529,E,1
No,Married,Black,75,C,15.550225667417383,-60.57710192131829,A,C,77.62295906155343,B,1
Non-Veteran,Single,Asian,35,C,84.75822003843948,-24.579311056736362,C,B,-27.130842729019882,A,1
Veteran,Widowed,Hispanic,68,B,-50.98400925380163,5.082605305807391,B,C,-59.52528074308591,D,1
Non-Veteran,Single,Asian,95,C,-163.36850888369378,-100.5350125585331,E,B,132.6893345876673,A,0
Veteran,Single,Asian,47,B,44.41654443696119,-56.88847899207349,E,B,241.38598504633185,C,1
Yes,Single,White,41,D,-87.38844960358387,27.59708053023661,C,C,63.89288406750674,E,0
Veteran,Widowed,Black,74,B,-24.84967162978115,-67.64569446386545,B,E,-1.4323349259474694,B,0
Yes,Widowed,Black,42,E,47.56123298070334,-66.41095739784139,C,B,-82.32115101679237,D,0
No,Divorced,Other,47,A,-189.23657098721196,64.87190138050121,E,C,-49.87134257080422,A,1
No,Divorced,White,59,D,-33.3115694862568,-61.468624198586184,C,C,66.05321185150737,D,1
Non-Veteran,Married,Hispanic,96,C,110.73654201377627,173.31721093414038,A,E,46.38933116692711,A,1
Non-Veteran,Divorced,Black,60,B,-24.637616740360265,45.007591934876636,C,A,57.57807335325563,B,1
No,Married,Black,59,C,-3.2771068209434375,-78.72858987506545,C,E,-125.74115684580693,C,1
Yes,Widowed,Asian,68,A,32.12637184443222,-137.23597300122296,B,E,254.61534738612238,C,1
Non-Veteran,Divorced,Hispanic,74,E,-100.92353790462542,47.121503624066726,B,A,-104.10131429157161,A,1
No,Widowed,Hispanic,69,E,126.24801861606245,101.86217035705288,C,A,7.989030637691902,D,0
Veteran,Married,Other,20,D,66.66964205206965,-73.07032182465387,D,A,-28.864018231102367,E,0
Veteran,Married,Hispanic,88,C,-74.75833201910537,-42.13203816384021,D,D,-90.97340650654651,D,1
Non-Veteran,Divorced,Asian,66,D,7.554220254662698,-9.078558388513281,B,E,123.05394352955194,A,0
Yes,Married,African American,48,D,56.68162105101374,-57.13712603308515,A,C,-110.65429990972393,E,0
Veteran,Divorced,Asian,83,C,-55.556135268031035,-97.03124740799612,A,E,-151.26879701441996,D,0
Yes,Widowed,Black,73,B,79.6662646232624,40.49422706506844,A,C,-105.66333714919101,B,1
Yes,Widowed,Hispanic,88,E,-28.469603029491164,-76.87073715061096,E,B,-116.14076184905207,E,1
Veteran,Married,Other,56,C,129.47160975666694,-177.22727455457886,E,A,-123.1638254846185,A,1
No,Widowed,White,43,E,19.471099171893545,-6.480031970256136,D,E,-175.23418081659437,E,0
Veteran,Married,Other,97,B,-46.28185083036613,-122.27744213180046,A,E,64.84569686056949,B,0
No,Single,Hispanic,19,C,109.39494980342084,20.955012799721604,D,E,-144.59076089318467,E,0
No,Single,Hispanic,53,C,6.374085116819431,-52.49264316228687,D,E,-99.66995940838369,C,1
No,Divorced,White,48,B,-35.25706628294717,108.31444983956528,A,B,87.21950820382904,A,0
No,Married,White,53,C,27.626219033933484,43.1479946627406,C,C,-49.294497812731834,D,0
Non-Veteran,Single,Hispanic,31,A,112.49048570877534,-3.0554850335344943,D,B,50.51293810297477,A,0
Yes,Widowed,Other,73,A,-16.082865595807405,160.75759669143517,A,A,19.438347424968416,C,0
Veteran,Single,Other,82,E,172.67497753054954,-17.1640124335393,A,B,112.49602935664191,D,0
Yes,Divorced,Other,27,E,-73.02466393776712,-150.3371614946632,C,D,72.70546891585504,C,1
Non-Veteran,Single,White,54,B,-75.86439645505563,-56.396436060265046,C,C,65.26993656235607,C,0
Yes,Married,White,49,E,-57.461765282593745,-13.38886228458806,B,D,66.54304165254455,B,1
Veteran,Married,White,88,B,43.65086273786982,-176.34783737233565,A,E,-78.17432055525751,B,0
Non-Veteran,Divorced,Asian,80,C,115.41591242913339,-121.15851940224816,B,B,55.92127188962098,C,0
Non-Veteran,Married,White,66,C,74.02149999495501,69.54135394883899,C,E,135.21292876187522,A,1
Veteran,Single,Asian,53,C,37.528961116311116,-158.9314423660169,D,D,-141.85389620169866,A,1
No,Divorced,Other,26,D,34.42172238472942,24.67277036525773,C,E,38.24924519450225,B,1
Yes,Widowed,Black,57,A,11.696303213409156,-136.6833832831477,A,A,9.174881751783843,A,1
Yes,Single,Asian,92,B,-64.05371592079246,48.674762337202594,B,B,31.17903373378156,D,1
Veteran,Single,White,85,D,18.823899061574544,58.39348825938576,A,D,16.388400216982397,E,0
No,Married,Asian,34,D,107.85077836371136,-55.94559272034515,C,A,33.799819044016225,A,0
Yes,Widowed,African American,75,E,152.52650736002013,-13.06460138213292,C,D,26.32988775922816,E,0
Veteran,Single,Asian,63,A,-17.558684991362316,-170.31462406844773,B,E,73.19571176309474,B,1
Veteran,Divorced,Hispanic,57,C,46.64433244589347,7.155227823182157,A,D,110.18078573567942,B,0
Yes,Single,Hispanic,92,E,34.59069248062635,91.69407014433824,D,A,-105.0208574106547,E,0
No,Single,Asian,97,A,-21.09792890352053,172.891204940634,C,C,107.12066338892508,A,1
Yes,Single,Asian,92,B,-51.30208566966714,-87.05527465635646,E,B,44.18562718876382,E,0
Yes,Divorced,White,74,E,-179.07156873646304,-64.3705815739328,A,C,-47.91119195205174,B,0
Yes,Married,Other,27,B,126.54696691503435,33.06905823233315,E,E,-87.80603531270631,D,0
Veteran,Single,Other,87,C,83.38850182187977,-147.25967867817806,E,A,-291.3334643543236,B,1
Yes,Widowed,White,73,A,-201.36991245282542,-95.17882801787162,B,D,-72.74676101679847,D,1
Non-Veteran,Divorced,Black,38,B,22.396790421716616,14.957967762166602,E,A,25.790474062122637,B,1
No,Single,Asian,70,C,56.19678870911661,-36.51028983945189,B,E,100.190675473139,C,0
No,Single,African American,69,C,89.27277249592676,92.42115595501447,B,D,181.89860685527685,A,1
Veteran,Widowed,Black,74,E,-9.915689045697675,22.190188634123107,E,A,76.28407109222665,B,1
Veteran,Married,African American,37,C,-23.207865945347628,147.51157223010887,E,B,86.96080452007507,A,0
Yes,Divorced,White,59,A,-157.91018475508537,-150.62204354732705,B,D,-100.3392122294049,C,1
Yes,Single,Black,33,C,-13.64613348880919,251.2646782185767,E,D,170.2877466583175,E,1
Yes,Single,White,63,C,89.90450912779879,-129.68753261841042,A,E,77.47628294201044,B,0
Yes,Widowed,Asian,73,B,-5.251062131398188,-92.64669110545807,E,C,1.2879788455310461,E,0
Veteran,Divorced,African American,75,A,77.94039136138157,-2.4149231413883556,A,D,-111.53249492560778,A,1
Yes,Divorced,Black,74,C,-104.84486677069175,12.108321389456078,A,C,100.29643622016727,B,1
No,Married,African American,79,C,95.28718087921905,-140.63470772215732,E,E,-25.382678060149328,A,0
Veteran,Widowed,African American,89,C,128.53442755703728,19.35769090134396,C,A,85.32721477518666,A,0
No,Widowed,Asian,55,C,-22.783576937654846,-122.20932283038243,A,A,75.25819199517542,C,1
Non-Veteran,Widowed,Hispanic,75,A,-13.848239026591664,141.09783211988125,A,A,171.05508163494164,C,0
Non-Veteran,Divorced,Other,19,E,64.26199768963929,78.39604579411635,C,D,-47.767022722591186,D,0
Yes,Divorced,Hispanic,28,D,55.84773399546541,211.7933528540691,A,C,138.4027877405194,A,1
No,Single,Black,92,C,161.43016888302785,156.58947921893602,D,C,28.158984835059748,E,0
Veteran,Widowed,Hispanic,43,C,-38.573159016184114,-45.86243222015126,E,D,29.05807913086411,D,1
Veteran,Widowed,Asian,45,A,-21.961688867163417,145.34793285212945,D,B,180.98431723499675,D,0
Yes,Widowed,Black,18,E,140.99137802978993,83.7650130936985,C,B,-77.63897664733406,D,0
Non-Veteran,Single,African American,42,A,-85.4218097300621,-35.827540000469035,B,C,129.27451753712458,D,1
Yes,Divorced,Other,56,A,-21.91797605319148,-105.58964143998048,D,B,71.8777963569156,E,0
Yes,Divorced,African American,46,E,-25.57820485211116,-13.32057018896427,B,C,-53.01908334321237,B,1
No,Married,Other,92,C,-145.27929140935757,-209.93928256603033,B,D,-45.29534251335781,C,1
Non-Veteran,Single,Other,93,C,88.27454377728998,-147.0827585606159,D,B,184.4012963127992,E,1
No,Widowed,Asian,49,D,-96.67300113138715,-130.7055921054007,A,B,-46.135314012783304,E,0
Veteran,Married,Other,43,B,-67.05775441745415,139.98227942700794,C,A,58.067808875509364,B,0
Non-Veteran,Single,Asian,34,C,18.339902688594194,1.311240326584098,C,B,-114.70676652799827,B,0
Yes,Single,Asian,87,E,-47.02963606011103,66.46983212873532,E,D,-55.478875034148246,A,1
Yes,Single,African American,69,D,-176.3158377575138,-121.27827737573674,B,E,132.85811069956532,E,1
Non-Veteran,Single,African American,92,B,-48.042962691182886,-17.01285050039763,B,B,202.63456306754395,B,1
Non-Veteran,Widowed,Black,85,B,-156.2489398919961,10.008371759504717,B,E,-5.447598426972194,D,1
Yes,Widowed,Asian,25,D,-2.5261887102410707,169.58468871204985,E,A,64.52083598465715,D,0
No,Single,White,99,A,-146.37689643711673,-119.22785334717199,D,C,56.90497567134659,B,1
Yes,Divorced,Hispanic,81,D,104.51765275463947,-122.67865929993495,B,C,-71.16625206206199,C,0
No,Widowed,Hispanic,23,D,-147.92250742879773,202.42659899714917,C,B,-172.4330752688878,D,1
No,Widowed,Other,36,A,28.064968613333896,154.56349158576202,E,B,143.22982311368617,E,0
No,Widowed,African American,47,C,155.42573979729684,57.051970213316764,A,A,181.84594167896472,B,0
Yes,Married,White,50,E,3.3675480889545466,-51.13686548925481,B,A,78.16785541639955,C,1
Yes,Widowed,Asian,81,D,37.75374297190104,-192.12557385954338,D,E,99.3510934708572,C,0
Non-Veteran,Divorced,White,40,B,-112.10943358454327,-18.43618217262808,E,E,40.8994446192834,E,0
Veteran,Divorced,Black,66,C,36.922309669227616,116.3184049156518,D,E,26.680071452477254,A,1
No,Married,Asian,43,A,-71.75778950421633,152.03508951570984,E,C,197.95136280281974,C,1
Non-Veteran,Widowed,African American,42,C,-37.2406956286966,-123.11030313658094,C,D,193.8267041302184,C,1
Veteran,Married,White,49,D,-87.62838726364741,90.66483769711063,C,E,-17.200105387792956,E,0
Yes,Widowed,Other,96,D,87.58716038639213,48.84887903705411,D,A,-181.67926965657855,D,1
Yes,Married,Other,90,E,-49.64309915419168,-65.21415161960574,A,D,-33.92259609813001,A,0
Non-Veteran,Single,Other,98,B,-156.834946575976,169.9530111357896,C,B,-113.10300359444241,B,0
Non-Veteran,Married,African American,76,E,-236.58086212769703,146.6458467225845,A,A,-205.90417224097632,E,0
Veteran,Married,Asian,94,E,75.84819169161504,26.679701101552016,B,E,-101.22291141932268,C,0
Veteran,Widowed,Hispanic,94,D,-125.77735526262089,-17.813446271145313,B,D,-231.20121143421395,A,0
Yes,Widowed,Hispanic,47,E,119.48736686175022,93.87364867389746,B,A,24.927225093388607,A,0
No,Married,Black,96,B,-57.023805660028316,157.2667888284179,C,D,44.368718749886376,A,1
Veteran,Widowed,Other,33,E,-114.28926940225637,90.93321401333529,E,E,-15.24490038238498,E,0
Veteran,Single,Asian,48,E,53.61561449758374,-39.3725413420274,A,E,140.5219089052795,D,1
Non-Veteran,Single,Other,18,A,-56.91784943604341,101.27123917999386,C,B,-97.28322838415008,C,0
Non-Veteran,Single,Black,51,C,152.89269626325174,47.920443012137575,E,B,-88.8815000536517,B,0
No,Single,White,63,D,32.68588660381696,-80.95641476621564,E,B,7.351641080923107,D,1
