married,gender,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,Non-binary,18-25,C,A,159.97159808946972,0.47092490780171853,B,-69.15505053175028,D,-78.41877615092329,A,-64.85247869206536,-197.4798244785743,D,A,91.68755598222637,D,C,0
Divorced,Non-binary,18-25,D,B,-28.245555194081756,10.018379660213435,D,154.54324366954373,A,137.58883123296556,A,-78.72717968062288,-14.032042337445553,E,C,14.131785512951362,D,C,0
Single,F,36-50,A,A,27.629838085602042,-203.78221049356475,D,11.824881179593518,E,73.69809247605136,B,70.76272103926227,-49.48446170412548,A,C,130.68454222037136,B,C,0
Widowed,F,26-35,C,D,-20.25229344224795,-101.90737939362333,D,124.37962226592472,C,-79.09571263244662,B,134.42612582593318,-26.25584759759636,B,B,46.84088796708946,A,C,1
Married,F,18-25,C,E,49.110422223755904,-45.65790218346667,C,-6.398848138731032,D,-38.8332240042198,C,-32.283373375787285,-159.48153090789432,E,D,-90.10777776335748,A,E,0
Divorced,Male,65+,A,A,-183.33471484569336,-27.789919013141823,D,87.92251127959412,E,56.919902377728036,C,-22.73556895384172,114.8793328030479,A,C,102.04793151052004,B,B,1
Single,Non-binary,51-65,A,B,-134.18953669040735,-198.46371203168115,D,-89.94343940989246,B,-117.97173010712328,B,-58.77257824126043,9.889785574912578,E,B,-207.1171988247539,A,E,0
Married,Non-binary,18-25,A,B,-15.440346413053463,156.15031187880925,E,-93.56775148963463,B,-7.743411363830015,B,-79.61099203945004,-22.503992971919136,C,A,20.894893146447732,E,D,0
Widowed,Non-binary,36-50,B,D,-6.088196936391377,49.82436130452081,A,45.37215644932538,D,-34.24641662030384,A,-44.4127184404041,108.19597819825827,C,C,50.05534976527319,B,B,0
Married,Non-binary,65+,E,D,37.26328874350788,5.7658259625810935,A,18.873656722372694,A,-71.3939102480645,A,-223.142947007911,-196.75263661404244,D,D,-191.3429007451146,B,A,0
Divorced,Female,51-65,A,C,108.66112173037337,53.87038557074062,E,25.05227142299873,E,-63.09498061172013,C,164.66057726942077,-97.33756408337506,A,C,113.43142830444508,B,D,0
Widowed,F,18-25,B,B,-20.084136455989682,39.32195547279092,E,-219.20461961479037,E,-9.218753618685321,A,104.51650110166999,-135.8685632062163,D,C,-27.350084134044668,D,D,0
Widowed,Non-binary,36-50,D,B,-242.4115549685768,-124.15313280465747,E,-121.86794995499662,A,97.29708236254592,C,-52.42582350552145,-44.5543410581012,E,E,-48.82694541699351,C,E,1
Divorced,Non-binary,18-25,C,B,27.274707029470836,-4.904295303323742,D,200.4710222797539,C,-38.73064627031444,E,95.30407357176247,9.676075907216676,A,B,0.4513909056427617,D,D,1
Single,Non-binary,65+,C,D,-61.895204581005025,18.409350688425693,E,-101.15182601164467,C,-219.99576694244598,A,-48.58794989728476,24.74816636538077,A,A,-50.80586672917804,B,A,0
Widowed,M,65+,B,E,97.33386206730337,-67.22780257259132,B,96.30167781712025,C,118.29599558853889,C,-91.03626096886362,-108.32210172926526,C,A,-56.72819064900681,B,C,1
Single,M,18-25,E,D,-24.688062532706276,314.8948143683841,C,-66.41339886918041,A,56.72701446004383,C,-16.69416672479076,80.20539241078336,D,B,-75.29774480099746,B,C,0
Single,Male,36-50,A,B,-154.3878481412483,-106.68190016848567,E,-59.855520924747374,D,-78.82069691737479,C,115.90914377984545,-33.429099643940944,C,B,-169.42470838529383,D,C,0
Divorced,Other,18-25,A,E,-21.78697805018929,-1.6967339836923814,C,1.8533784607265964,C,94.08241297301136,D,-85.56834859531735,-60.49129340400555,C,E,-74.89730724924974,C,C,0
Widowed,Other,18-25,B,C,-47.03581118463714,93.98557680429035,B,-119.94217024268804,C,84.73309329694906,D,18.837584983665508,-151.72350383397972,A,C,-104.42600576954477,E,E,0
Single,Other,18-25,C,D,81.24034870645559,-91.0700085454933,E,122.15514231512836,C,-49.43763472193564,C,96.31383645520224,215.7802191976423,D,E,171.91033076288278,B,B,0
Married,Other,36-50,E,A,-60.992707255209055,40.83505078693781,B,-21.790903339030425,D,273.3124628057162,C,220.30471391371944,17.191214213553504,C,E,-41.91506821814556,E,D,1
Divorced,Other,36-50,C,A,-152.2188730924898,150.5407666412608,A,-260.6214229552089,B,23.80251145684563,C,161.95820204430345,234.08680064030509,E,D,92.34359382226171,C,E,1
Single,Non-binary,51-65,B,C,-28.36544915059887,256.42606462827155,B,63.67882141962195,B,-102.95530522401211,B,217.18628939839363,64.54035809155167,B,A,-203.51035672849238,A,C,0
Single,Female,18-25,C,B,-50.11877421444421,107.38512097668445,E,97.6276054603158,E,-97.84121553792062,D,-81.08981372791197,-90.82774888681504,B,A,119.45331634864891,E,B,0
Married,Female,26-35,A,D,-61.52406374951621,42.28789513355248,B,78.05028204696882,C,7.704744070646723,B,-66.98028722368907,184.2374903338461,E,B,-61.2828507336472,E,D,1
Married,M,65+,C,A,212.8361233533771,-108.1659763344572,D,-91.00917375065532,C,-159.7841606026213,D,79.69088925425041,-54.44623049665553,B,E,-64.71530764437857,A,A,1
Divorced,F,51-65,E,E,5.512636513080397,-4.2912571741773675,E,65.79141767404336,B,-5.719763781949356,E,-94.57085981589518,140.32075428711124,B,A,-15.236866958728982,A,A,1
Widowed,Male,18-25,B,B,153.22159924271713,177.67074179055612,A,114.12804326275625,A,119.0757395410388,B,-55.63218669948904,54.30873568840641,D,B,-212.7006452757986,A,A,0
Divorced,Male,36-50,C,D,51.70822017891068,31.920700598394426,D,163.30740081858488,A,24.545860012140146,D,35.72668976411138,111.72116189091497,C,B,-40.23434011053691,C,C,1
Single,F,36-50,D,B,-50.78857886002424,112.98796197073777,B,117.59725606904328,B,12.566269863935837,B,47.10153514688212,26.654508740834466,C,A,28.347850638202132,C,C,1
Married,Other,18-25,E,A,-100.2238669145256,39.20700263942465,E,-49.61356653265191,D,73.20606266642491,E,73.44306331563932,-171.8447000302789,E,E,-29.25744639254019,E,D,0
Divorced,Male,51-65,D,C,-49.90821685875753,-87.39003507432253,B,-68.14932036963417,B,-115.67342375072025,B,-1.148567401469021,-20.095672112390446,D,E,26.772171544116645,E,C,1
Single,Other,36-50,C,B,61.58692266073641,37.509126973209696,B,-42.81936953772619,B,32.037625483428634,D,18.143775765559667,42.24880664372691,D,E,35.89074394261698,C,D,1
Married,M,36-50,B,C,31.244211197048944,-63.687775158656045,A,-80.42814282463675,D,71.95616036762115,B,59.727783130611755,-83.41142129841785,E,A,-119.18011228649206,D,E,0
Widowed,M,26-35,E,B,-27.012964996894883,50.23767514554911,D,-14.848569337423239,B,78.12000129091857,C,-40.45266074090267,5.319532436022043,A,A,35.03260123761247,B,E,1
Divorced,Non-binary,26-35,E,D,-186.18290807738074,228.45527309311794,A,-99.10658239726693,A,-120.17292917629455,C,62.709034811282095,43.455097529849205,D,A,1.6931943129138216,B,C,0
Widowed,Female,51-65,A,A,138.37721278113554,150.35436399820583,B,2.8071129039702836,D,64.59174640247205,B,-102.68851720265016,0.7674392449693079,E,D,-178.74854664241437,E,D,0
Widowed,M,18-25,E,D,47.59270329443383,-24.184529091089832,B,133.56682798223886,E,95.0210940890337,E,75.64165461919575,83.39117833319995,B,A,96.15872151044647,D,E,1
Married,Non-binary,51-65,D,E,-101.08787400200087,57.45423459730489,E,37.059221307861876,A,35.821425316107096,C,28.550408522937648,154.7143035305575,A,C,-70.59882394336239,B,E,0
Married,Female,18-25,C,B,-22.15831228823574,-82.5325677400609,B,-20.308641742710503,B,-57.64756748666948,D,-130.21079479871577,12.936418834522655,B,C,222.9660387890326,D,C,1
Married,Male,26-35,D,A,115.84327116497255,50.08775189990229,D,157.07387838005204,A,56.78961751629134,A,-62.640641819606614,-0.9399019636589944,A,D,-80.6145966975074,C,B,0
Single,Female,65+,A,A,-118.1262754043096,-143.5613254384193,B,-16.012253002281778,C,-110.5010764533054,D,69.23036937518603,-6.10150825993177,C,D,-19.821813267205155,A,C,1
Divorced,F,18-25,E,D,-40.75521454301978,-66.7084770103205,B,91.1429829456375,B,-119.44904418124034,B,-52.6181872278715,-185.53008328440907,B,B,-10.10389367373563,E,A,0
Single,Male,26-35,D,A,167.21144012013852,-16.046637390851668,E,128.11553985773563,B,-103.86582370840453,E,15.102142588777001,3.5599665648955314,D,A,84.58886158654886,C,E,0
Married,F,18-25,A,A,-54.98070540068747,-134.27140649862417,B,-16.251545932411446,C,-1.779179594572845,D,-78.74571661612124,99.17534158923318,E,E,-132.7826680127878,A,E,1
Widowed,Other,18-25,C,B,16.431707943111263,-147.0724730405659,A,21.250117104374812,E,-181.7266294407403,B,68.83190391853444,48.79819849133075,D,A,25.572162459506142,E,A,1
Married,Other,65+,E,E,-5.911772675059712,45.41376318527106,B,236.03164760383382,B,-98.73376558000527,E,164.030769200231,-125.56024026979576,E,A,-11.842086980260438,D,E,0
Divorced,Male,26-35,C,C,16.022649109104304,-13.679537146548926,D,-3.47655287884011,A,85.01130789704476,A,30.102627869517324,96.5111853523627,C,A,16.892276827313996,A,B,1
Married,Female,26-35,B,E,84.82206095516722,-133.6446602343846,E,82.14643809617178,C,55.8534027376497,B,95.60293301880093,-29.65240335784009,D,D,-97.57808198394964,B,D,1
Widowed,M,65+,E,C,-116.09674462486457,-37.68635307305339,D,44.54037181272595,D,114.40039469240651,E,-338.92033876514967,-64.44705543679189,A,E,-213.97142125118137,B,B,1
Divorced,F,65+,B,A,20.15739317979987,4.230048087861428,B,53.97667730086801,E,17.15813068099072,E,75.95687949664243,-102.01215677392219,A,D,-121.15413733886007,B,C,0
Widowed,M,36-50,C,C,28.337326410804987,-0.714916710888963,A,82.82500328942152,A,-121.43651798619584,C,-38.81114407263572,-3.234073211796424,E,E,48.97744432606668,D,D,0
Single,Female,65+,B,B,-34.518542916365824,43.477298093858664,C,97.82441714407548,A,-139.846084865106,B,95.62137135726147,-126.7304156332309,B,A,9.947748227486231,B,A,0
Married,Other,36-50,B,E,0.750313434567786,6.680154162316447,C,21.37167644561974,B,48.353686443514846,A,59.10946143735889,37.38219414212594,E,E,-155.15172247680314,B,C,0
Married,Male,65+,E,E,-25.44395710568617,-166.39539398415707,C,-12.982340968177288,D,-97.97121458003646,C,60.287725268946005,-168.4353818075949,E,D,159.46121309148657,A,C,1
Widowed,Other,36-50,D,A,-122.7682846504708,-51.202184277780674,E,-86.209594236994,A,-65.51451573598783,E,17.83444239465155,-15.062085576319484,D,B,53.56160966343286,C,C,1
Single,Other,26-35,E,D,-83.58502568974188,124.52671905478037,C,-1.9000281009962687,D,-141.45446453740865,C,209.07560700571804,-152.5043728845775,D,B,77.11133669218493,B,A,1
Widowed,M,18-25,C,B,53.024287887750035,-67.80384118304697,E,-100.98046165319754,C,5.971946339489633,E,37.695153127862696,20.0022051074554,D,A,123.18502525541419,D,B,0
Single,F,65+,B,A,-11.226342771914496,155.0812283775589,E,-250.20836755511561,E,40.03703147584277,C,-240.01611814350161,-178.5667651585092,A,A,-30.13822921080715,E,D,1
Widowed,Other,51-65,A,C,178.8947830069953,-3.4666793757639076,A,-156.4683675389591,D,-174.0536157750555,E,-145.14920461574826,178.30956280767168,D,B,-52.2149927216644,E,E,0
Divorced,Other,65+,D,A,120.33398062104916,50.65082175218896,C,-131.24854856521375,C,225.99459176321605,C,33.32993111494116,135.78286289572807,B,D,40.87700916039875,E,E,1
Widowed,M,18-25,B,C,-99.25584153504006,47.33997296798324,E,-158.5136456281316,B,34.76702183108857,B,-30.50290142387306,-2.557303120869326,A,E,78.32060626566066,A,D,0
Single,F,18-25,C,E,-26.75229184018037,-116.85110151990379,C,86.73885704907879,A,166.61723092885586,A,52.59936197252698,89.82023695777822,D,A,54.5598556549262,C,C,0
Widowed,Other,36-50,E,E,162.79613938761833,76.90839070684805,E,-94.64199968490072,C,21.407902589776377,B,-31.414419890526595,3.436299850851867,D,D,168.43449243259852,C,A,0
Married,F,51-65,A,B,-47.180349921592054,89.8614229725647,C,100.42114234321586,A,24.950909899384325,B,39.87066500450192,-102.30438070789398,C,D,-41.68602887638699,A,A,0
Married,Male,51-65,D,E,67.85545552312607,16.160167454881247,A,-88.10626348284147,C,-20.95718579192081,D,-132.8951427704496,-37.73245623729934,A,E,267.2579020789719,A,C,0
Single,Female,18-25,D,E,124.51284156011096,-95.62765647067405,A,10.381747566283128,B,171.62939134819294,E,-104.1971984512192,49.41863326930122,D,B,119.92259319886493,A,D,1
Single,Other,18-25,A,B,-37.2441706310591,28.51136507704945,A,-31.074195414256632,E,-35.60754794977189,D,5.052572622087809,-73.98579886937101,B,A,73.0376395050795,C,B,1
Single,F,51-65,A,E,-115.71250482324278,-89.37263281466676,C,-22.46337708674419,E,-34.247913904194796,C,-51.92465587791302,47.439048846767555,A,B,-151.51551400346844,C,D,0
Divorced,M,51-65,B,B,4.4044291761539265,-122.99558442126501,B,-50.148554583474755,A,-89.03481580714391,E,24.88614614466525,-52.80908712231187,B,C,-24.587595006750444,A,B,1
Married,Other,65+,E,C,22.95558194916565,-54.73912039853216,E,96.40032390469139,D,-43.40439803690111,D,-37.41431728549813,-218.50917368795746,A,D,1.360241328411536,E,C,0
Married,Other,36-50,D,A,-147.83573990812485,8.130163446504136,C,56.7496983390936,D,20.711346493435894,D,132.05462089852688,12.026264108698362,B,C,-5.899657563461437,C,E,0
Married,Female,65+,A,A,143.02416508459774,-33.13572008206883,D,114.35424900265183,B,-89.08847313469529,A,26.292592929075592,-120.64029329716068,D,B,2.9952131789412317,E,A,1
Widowed,M,36-50,A,A,100.65341104415988,26.557747150383804,E,107.31342618831432,A,-111.24631505337568,C,57.80973535501022,-30.695026898301016,B,A,-123.49360484216999,D,E,1
Divorced,F,36-50,A,C,-198.07015332185597,153.76382275536793,C,-221.71361850539438,C,-125.16636705790663,A,215.16234867622052,-28.493506855491685,D,B,267.9634805433434,B,E,1
Single,Male,18-25,A,A,102.67065810876362,-40.87969014329827,A,-118.73124093336533,B,-60.96307617186619,E,-87.11970642811798,9.568453340332542,B,E,-55.428341724650856,E,A,0
Divorced,F,26-35,C,E,-31.67608419504568,-117.45228511893657,C,-8.448363929132672,C,-107.68318228580105,E,-55.57180051678057,180.80720081892434,B,C,-4.199458783172819,B,B,0
Single,Female,65+,E,A,-12.135063716246595,-55.75239530821862,D,77.95035347452476,D,-100.73466564643643,D,-81.96608110307665,45.82100605433842,C,A,78.74622561378686,E,B,1
Divorced,Other,18-25,E,E,33.53596969558838,144.70876785140157,D,-12.255790102722308,C,-173.1588390424173,A,-49.469712370904915,-101.52804485646163,B,D,105.77730402518657,D,E,0
Married,Other,26-35,D,C,99.70400815080347,77.01259537708066,D,235.99184368898625,C,-23.163987967035876,D,30.89081724436599,-47.25675684314347,D,B,-61.91897727625667,B,D,0
Married,Female,65+,A,A,51.446106289776495,32.41101052139986,B,-144.3076973783194,E,114.33067914493816,D,-34.42673477833936,-22.99151362947342,C,B,152.56126161746727,A,A,1
Single,F,26-35,C,B,-192.23420417824818,432.54159234027946,C,83.57434306605545,D,-125.47694900952524,D,144.386140511801,19.436375966323943,A,D,-11.620565015642024,E,A,0
Divorced,Other,18-25,C,C,-110.93472645856804,-52.5668795057658,E,-106.39710219732912,D,-72.72408749518232,B,58.14102790413395,144.1748218599487,C,B,18.800143524359065,D,E,0
Single,Female,36-50,A,B,115.15158217913537,-22.79042178615471,A,-99.76115385101514,C,-28.79226631852244,E,-106.96490761086275,-26.1436024195658,D,E,-125.06420515793657,A,E,1
Divorced,Male,36-50,B,B,68.11423371964696,24.724135842297596,E,208.57552497274216,D,-120.28999878816941,D,-142.9328414875064,-70.95018674570342,D,D,-50.9335533435368,D,D,0
Widowed,Female,36-50,D,B,-46.29012840917046,32.09895898225618,E,-96.68977949655374,B,-278.4643625589831,E,-46.24227652836643,109.82631079770644,B,E,82.15236805675927,C,B,0
Divorced,Non-binary,18-25,E,A,-107.78716441306409,36.93430544010133,D,10.01111565435447,B,-59.71063980622973,D,-101.23549065356872,164.82140003492276,C,C,-144.07810522676016,C,E,0
Widowed,Other,65+,E,A,-40.53276251830259,54.74517024703073,C,-32.263697874679316,C,11.893714955481991,A,-137.5763604683433,98.73140607910584,E,B,31.726644260305058,A,D,1
Single,Other,18-25,A,E,-16.816264605907698,35.903464923002765,A,184.632309662508,D,102.59767782627176,B,33.36693156598415,-61.32179781472088,C,E,-33.920956606451696,A,E,1
Married,Other,51-65,D,A,31.61138280237024,-100.98503422992786,D,71.97940922878954,A,-21.67601947447745,E,-143.9783937371254,143.7285153447962,A,A,189.14311836012473,C,E,1
Divorced,M,51-65,D,D,149.16660893504934,115.42102371921106,A,-162.57857542392344,A,29.155292867662997,C,-23.199376425425786,77.84556760697093,B,B,-55.8023456717032,D,A,0
Married,F,65+,D,B,-95.91844674650096,106.58837552367193,A,56.74009124636316,E,-103.66742139979064,C,226.77944520947383,56.53544533046572,C,A,22.90228718907051,D,D,1
Married,Non-binary,26-35,D,E,-146.01659967108483,-52.74292065172909,B,169.29443945178707,D,56.28988131200585,A,102.21378676814004,58.003217528601084,D,D,161.5746243587613,B,E,1
Divorced,Female,51-65,E,C,-1.120683953452205,-15.19517392927673,E,111.11161837028686,B,-43.722802367880305,B,-144.7466588942395,185.33943956395834,B,C,-296.57784458465085,C,B,1
Widowed,Other,65+,D,E,76.95354294339532,-63.535110600284604,D,55.42696165332786,E,-11.665307172493005,D,-97.63544443201245,74.00101130884924,A,E,-77.707383566913,A,C,1
Married,Male,51-65,C,C,3.868335109445136,-64.54867872910845,E,106.34091986877017,C,109.95473016464159,D,-44.07866863175685,57.92120420758404,A,D,10.642342354316684,C,A,0
Widowed,Male,65+,C,B,-88.1116617216893,-3.2654206720033616,D,193.83018407911027,D,118.19901404801982,D,-214.87841350949742,-27.92255923149338,D,A,117.62113096173216,A,A,0
Married,M,26-35,D,B,-63.033597280193334,184.7815562559438,B,-18.69878880126524,B,225.95231061392127,A,-41.924772149386854,118.76064678194386,D,B,-83.16405830806019,B,E,1
Married,Other,51-65,D,C,28.147058219425514,5.286142668898077,D,57.48457393845854,A,122.08038333231303,A,-49.54368925033323,2.8549947035773893,D,E,-43.23232533050522,D,C,1
Single,Non-binary,65+,A,C,39.73295066521398,59.502366917978996,D,171.40060903240592,A,119.81006834846634,C,-57.691659485479875,31.097738906662038,E,E,-21.584525368733942,D,E,0
Married,F,51-65,D,D,68.39544494824084,-105.92774300344261,C,218.68631786633696,C,-103.14242457516134,A,-66.20484045489837,117.3092998224706,A,A,28.9118865285474,D,C,1
Married,Non-binary,36-50,C,D,79.2601787029704,-110.73794282453375,D,42.828459505933964,E,-42.866864988455546,C,140.79343436871395,-242.27063286985583,A,A,4.052114217587648,B,A,1
Widowed,Other,65+,C,A,-130.16797688393282,-215.5023107356175,E,-63.97723947947096,A,-112.6658373828732,C,184.14719974108925,55.00375668152698,A,E,32.128533242511175,C,E,0
Divorced,F,65+,A,C,-30.92748700308793,-40.31028716116796,D,98.13740944913525,B,-20.517287892859073,C,-45.903984314919555,139.01688610743105,B,A,-131.63875311289505,C,C,1
Married,M,65+,A,B,175.24999393779592,-54.371238989397916,B,-3.9664368644668997,E,56.749688414928315,A,-188.3544249447096,-139.20057120192476,E,A,-48.23273885227734,E,B,1
Married,Female,36-50,E,C,102.62003869099743,5.180410585947646,C,-17.480955595414187,E,5.73273552911524,A,32.32235069569355,123.0093689049229,E,C,-157.3846800335988,C,D,1
Widowed,F,26-35,D,E,-90.06536137402125,74.71050837553315,B,-146.43370611445928,E,91.13443264058567,A,30.221528827083883,83.07967433687182,C,E,33.46941850096676,D,C,1
Divorced,Other,65+,D,E,-87.6867820177233,-117.29414594732658,A,-108.36894439222424,A,166.90450811419382,B,102.56252793118267,-127.34752370084901,E,C,-112.4461008244241,D,D,0
Married,Female,18-25,C,E,-94.54214341156674,-65.08612137941437,A,156.14169154044126,B,-94.4352736068621,D,-79.5335683685997,26.709544694667446,A,C,11.075404467039403,A,D,1
Divorced,Female,18-25,B,E,126.0813914297141,248.7653839600012,A,-134.1575146776321,C,-35.959341574799765,D,40.82920262776691,34.68681176774319,B,D,53.04186604907189,A,D,0
Single,M,18-25,E,A,-17.682763015161427,-28.441683405113405,C,12.705891446421816,B,238.03785497680482,C,56.482991245175064,98.62799234981672,D,A,18.10841144007354,A,C,0
Divorced,Female,18-25,B,C,49.04583364996499,-114.58821288801883,D,48.24221466693494,C,52.51503507900268,D,50.74226357957834,9.657010160011279,C,D,25.65856837471154,E,E,1
Widowed,F,26-35,E,B,98.04153133768465,16.315371343686362,C,-13.36243093740328,D,-215.26875836886973,A,67.24606518658959,51.3070104815522,A,A,-123.52405436950934,E,A,1
Widowed,M,36-50,E,D,-149.66906291365294,6.491456217180759,B,66.71387814595153,C,-102.64491265306202,E,59.9657422183935,-4.064679592896751,B,A,-96.99649774989506,D,B,0
Divorced,Male,18-25,E,C,251.83937793655292,-110.98341139394645,D,-34.71461283160281,D,-28.583409031520734,C,26.75220151024887,83.7256617020901,B,B,-38.77963222963799,B,C,1
Married,M,65+,C,B,138.78869946250066,106.33468654242166,E,-72.88255328586638,D,-96.15761491186649,E,-136.17941036848921,112.4111846819579,C,A,52.807089707803456,A,E,0
Divorced,F,51-65,E,A,-118.28832056165508,-16.121493007303993,E,167.18084141483234,D,117.72379044847672,C,127.44731567089065,148.65682289646355,C,B,112.65246537623588,B,A,1
Married,M,65+,D,D,83.05575312786549,264.5267419330666,C,165.5006655384597,A,-26.416093862845724,A,-41.88714434125841,110.41911656507588,E,D,-115.47487743355853,E,B,1
Widowed,M,26-35,D,D,-88.451161300604,-13.144626892249049,B,-120.93702439251463,E,170.3624077833094,D,-61.07541977655566,-3.1913264405055446,E,E,66.13902411147711,D,E,1
Widowed,Other,26-35,E,A,-138.28108194379067,9.687156332181894,C,-10.966959805727965,D,18.24781063369912,D,155.75693808313616,31.95579103563174,B,B,-36.79836976544449,E,E,0
Married,Male,36-50,E,E,24.85257179676788,-195.1429744634797,A,5.377569035371402,A,-119.41545110175542,A,-110.57225119629423,94.7766192277199,A,A,64.52241747605657,C,C,0
Divorced,Male,26-35,E,D,-0.17745853866937947,18.937782547944852,C,85.54165425258172,A,-2.707055424936443,D,86.52638846145386,-62.031656118319276,C,B,152.41505400000472,B,B,1
Married,F,65+,C,B,61.10903374306815,-156.0104677854669,E,-47.04288061039822,D,148.60260268546875,C,-74.56794936705931,14.044036011218521,B,E,35.61492458453734,B,E,0
Married,F,18-25,B,D,-7.611634934372612,-113.97811364595331,D,-233.34293200306928,C,-61.86504424395653,C,46.126759841987784,-10.760529919426656,C,B,-76.53488361536742,D,D,0
Divorced,Other,51-65,A,A,269.94957028346727,26.681810545047817,D,-96.68558747698445,B,-142.68849666178536,C,47.189722067837316,-65.67218913501296,B,A,-71.49934626859348,B,A,0
Single,Other,26-35,B,D,33.01119579610995,-47.75602771136852,E,-100.69454712818597,E,-19.61831930519735,C,43.49445518957544,-5.305305102058162,C,A,-129.7826028494708,A,D,0
Single,M,36-50,B,E,-106.81876915899878,57.6492955123495,D,7.838523022234835,D,91.47167038106788,D,151.93572494064088,2.9524517694044397,E,A,101.99414669895413,A,A,1
Married,F,65+,A,D,43.37621555418225,-54.009349795543486,C,160.6817478400764,E,-229.51257241172075,B,112.04583985621377,37.804986478544656,E,E,-53.02243728383389,D,B,1
Divorced,Male,65+,B,B,207.9401313387488,81.69160581113334,A,-51.07733765034945,C,11.859382588557493,A,-52.96122817146978,-126.81317901152889,C,C,64.62312506336627,E,B,0
Divorced,Male,26-35,D,E,23.543080766639463,-18.835957495472805,A,16.06899569885171,D,-169.81063098121106,A,-40.36449845592891,135.63873377534037,C,D,-10.94161248739644,A,C,0
Widowed,Non-binary,65+,B,A,79.71410502088368,14.904498791835486,C,-112.51243446782529,B,48.29516222439779,A,163.61374440569602,241.0187498487546,D,D,89.45246536348611,E,B,0
Widowed,Male,26-35,E,E,-14.862650214368047,-178.1810160248541,D,7.470841574943406,A,-116.74194815877729,C,-63.03790679310044,-47.769721114368274,B,C,-28.719909119232078,A,A,1
Single,Male,65+,C,C,-58.09369998547291,112.60545098254471,E,-99.11512947158877,A,98.7133158682845,B,-64.13305174480544,57.00715737956094,E,D,48.54144387880433,D,C,0
Widowed,Non-binary,36-50,C,E,-11.80646761782872,187.23420216439018,B,4.288794585978968,C,-27.87828942808655,A,7.588361971160371,-35.653781847880154,B,D,-21.212447697859552,A,E,1
Married,Male,51-65,E,A,52.20905650800765,22.000933125968192,B,34.41608326861188,E,-80.7136463029961,C,42.71676781121923,-30.522202176509616,C,A,140.36307245125752,D,E,0
Single,Non-binary,36-50,E,B,-51.70721383222892,-48.987828482727224,E,-315.5811294288062,D,-97.54368021332688,B,-169.15827681613604,-73.08399287978492,D,E,9.278462422982269,C,B,0
Widowed,Female,51-65,B,E,106.87117473673698,163.65952706537578,D,-26.076801330762066,B,-121.07984644702181,A,-41.37300699904522,85.58099217863098,B,B,-42.303277752199556,E,D,1
Married,Male,18-25,C,E,-36.9621847681021,-125.17616555760382,B,51.821056808711084,A,46.170284988499574,E,-101.26554661259317,125.07021860976839,C,A,-186.28574900592315,E,C,0
Married,Female,51-65,C,E,27.627970911220046,-49.08409735315261,A,-51.4634419011187,C,95.58145746797567,D,-96.90665874867672,-3.0569075151584153,B,C,-28.55751367179435,C,C,0
Single,F,26-35,A,E,-105.91343989861939,106.62196838502733,E,-109.2570213364948,D,-0.4386414993469773,A,105.91663806364893,-61.19961372423035,B,D,-159.46360350697765,A,C,0
Divorced,Female,65+,B,C,-22.57078533982713,-13.879338463484375,E,81.6342693435913,C,-18.2036402530845,E,81.23097723859702,-12.162570794471847,D,A,-96.69115735601434,E,B,0
Single,Other,51-65,E,B,-73.64598822626405,-100.60687569193125,E,63.63547954138611,A,-87.06003454940249,A,-94.3185911161095,260.4975141445971,D,D,94.42191985702269,C,C,0
Widowed,Non-binary,18-25,C,A,-117.61499149393264,10.006659938294787,B,-77.39457724921189,E,31.194490159573157,B,41.557697889593754,118.56358501157334,B,E,66.46737300161347,E,C,0
Divorced,M,51-65,E,D,69.83569423370895,-18.422335664709124,E,-147.0285622538341,C,209.6077114043137,D,-100.36501076813347,-29.52379118925658,D,C,-181.19339565264724,B,E,1
Divorced,Female,26-35,C,A,86.65995182545082,83.9981589218264,C,-130.0175839866712,C,87.05770803500819,E,-32.964431806696545,296.8856325448595,B,C,-96.96662047993931,C,B,0
Single,Male,65+,E,E,197.7929359031707,-58.9246424640546,D,-139.10552641275447,A,85.93608188568278,A,-27.675240489217018,-125.75100604864642,B,A,-134.5083112582924,A,B,0
Divorced,Non-binary,65+,B,A,0.22967980496564747,83.61457651041493,B,-79.4296775490566,D,99.0208354194214,E,73.33249412496279,-52.06089194271796,A,D,-83.96096376744329,B,B,1
Single,M,36-50,B,E,49.60172985946894,91.08676441705941,A,-186.65992789735085,C,-95.29350601591551,D,-6.694646993710417,9.148802730782716,A,A,219.49871240951603,C,B,1
Widowed,Female,36-50,C,C,-187.93059720573794,0.5051107564505032,D,192.70585807212498,C,109.18072793693207,A,173.6822027903875,-74.79188045255958,C,A,10.922060934810197,C,B,1
Widowed,M,51-65,C,E,-155.7278073976553,157.19766538334767,A,-56.42531112333884,C,-26.357309835495148,D,-4.224605485382278,72.17031108575868,E,E,35.88956145774249,E,B,1
Married,M,18-25,C,B,-95.89432037931276,2.5692744318631093,C,75.83353244432006,C,-78.88883479787813,A,-40.61132596304684,19.153850919768846,C,C,135.6379409397588,A,B,1
Widowed,Male,65+,E,C,-13.146151801587433,-49.30511719080072,D,-195.48062887179978,C,-265.5448332171508,C,-78.33521073328016,27.596138821057526,C,C,97.78318721198627,B,A,0
