disability,AgeGroup,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
No,51-65,62,B,-152.78135100027384,-42.484124601770375,A,-45.237010661215024,-55.67487543220538,-3.0451556775963775,-22.86454791450025,90.52003820545154,-193.88895955060568,C,A,E,79.96186855937928,143.460556229519,D,E,-117.79786281560737,1
None,18-25,91,E,-35.78091181448397,-182.31612654636754,A,55.70535833609893,-55.30140212461119,-10.043966684708868,-19.71956744846898,-29.446528976018392,15.615278741553468,E,A,C,-183.85646344906127,-125.19048596924529,C,B,-4.635746782894513,0
Mental,26-35,21,E,-16.191117344317075,200.83347539748476,C,1.4137750220769623,57.88238681968121,-17.160306233183512,128.52682195567883,-100.41337964438793,-88.09884397740609,D,C,B,-100.33821854661737,-163.48665051876608,C,C,-1.0268268930012872,0
No,36-50,28,E,26.438738017079817,-54.178126246681735,A,75.967921056574,-129.83181898015263,137.10902380405184,-102.572036790998,174.93687942916173,-33.18128645716401,A,C,A,182.0959766958077,-46.77506313099394,D,B,1.817071700032106,1
No,18-25,36,B,-233.1521214478845,-51.55541980094619,D,-2.400977752523239,-66.70714416916333,116.3820491159154,-19.47904257453732,107.66107527818892,-32.158924219170125,A,D,A,-94.67120266488426,35.16100764266816,E,C,-137.57196570136588,0
Both,65+,87,B,23.223110513323988,-150.22238351927123,A,172.20936915925975,27.964737031244514,93.51017332268312,-283.0955839006431,-218.53455506133037,10.802715331334214,A,C,C,-31.56323648657544,-20.290525409043152,E,D,-172.89216356987745,0
No,36-50,27,E,-14.440553639697299,42.8568344062428,C,88.27480577114243,-205.89919009349066,44.160386714790164,7.912147722803238,-71.38614203287791,-50.89261947403965,E,A,C,-218.0874705349607,-61.7986680127952,A,E,115.13906795333084,1
Mental,26-35,31,C,78.39948301784212,79.96367713294276,B,-124.62818129017424,17.646785715705512,-42.88008951572699,74.43029893381757,79.90273950174506,-258.43381823206306,E,A,D,-71.22616252839677,-91.76748044961941,E,D,-185.16255082620927,0
No,36-50,94,C,-57.06262535116793,5.462163887430566,C,-115.11992771986701,137.44464084403225,22.806166172057903,126.13849241042834,-41.65607971653021,-187.29448356932775,A,B,E,125.99945065601213,-4.836578746951128,E,E,-43.256769003203765,1
None,51-65,86,A,12.54795128176023,57.84502172247154,C,-26.555792458380584,-124.86041369896664,54.43571451248835,4.387524249633317,18.620830585977604,130.19177182122283,A,A,A,-156.06411107193492,-5.179328995438089,D,E,-28.28735503522149,0
Mental,65+,31,B,0.5170980981438488,76.50278488433933,A,-52.486890924240804,56.87975628130219,-24.587689031288168,23.848383932901175,-14.369815770546618,-71.49784107379271,E,C,B,9.168978581161564,21.96807457032094,B,E,-12.006869535604297,0
No,36-50,48,B,-113.86945008949112,-124.52395255206024,C,-26.901011781117308,120.2743309408369,-41.909750933965356,132.1638286143771,140.57935087896962,-144.89488342397763,A,D,D,-62.79144598835082,-60.10852664740233,D,D,-19.598385991268017,1
Yes,18-25,92,A,-108.27879680396073,20.765195317736033,D,61.37350348638506,202.56278379318994,-88.023548319397,-36.63775139090605,108.76398180560327,-166.6561047246808,A,C,E,-47.018669123961395,-18.52614085409284,A,C,-83.33550006663692,0
No,36-50,54,E,-28.35203974116042,185.83381838932257,E,-123.16603530845629,-134.12663495105093,53.85752114824691,156.32709841131185,-66.18428864327164,37.02295052503305,A,A,A,-142.71193183293886,76.61578471310061,B,B,3.532003049972169,0
No,26-35,76,C,-78.0427343011681,-21.698380500059834,C,8.303587189246885,-59.869456705421285,221.17509735805,91.60822634893434,208.18848836235563,-36.46035591593887,B,C,A,-136.24178421095291,-76.91582900720137,E,C,-109.77080776251987,0
Both,65+,82,E,14.433318033055626,14.179677333136473,D,92.41125424516211,-53.453527475950935,-58.893270151642575,136.82079581975236,-130.9623627713402,-63.55197747177239,E,C,E,66.76193558042016,-4.995819995257149,C,B,114.52717024063439,1
Mental,26-35,34,C,52.55279345188254,16.29086431393769,A,-7.488871047996809,-299.4044120009908,-107.87061900869975,-29.396084154726022,13.431684977048652,-128.8295108325752,C,A,E,-44.54435886453126,28.884365096468027,C,D,-22.51416562596168,1
None,26-35,56,E,-157.3227037773891,-60.333074927538036,E,-106.12301436825635,131.9819846916802,73.0602624638647,58.50344883733227,58.89430809807388,52.28927820476563,B,D,A,-3.016813659354537,-77.50667800435907,C,C,89.86704406708695,0
Mental,36-50,45,B,-50.12125796658455,12.301942836921548,C,2.6718827613241096,85.84633972594573,-122.5043846880062,149.49884591709218,-22.641250435410047,203.2312234866323,E,A,C,46.51256268528985,1.9971258396476197,E,D,99.49676527398282,1
Mental,51-65,50,C,-3.403027563696013,43.04079893793108,B,-27.42921902522429,-32.06632307760404,18.81368024927397,-6.128166669088688,157.5014687417495,60.64466165013841,A,C,B,-148.391039517405,34.12964701793067,D,A,167.28457409720866,0
No,18-25,41,E,-37.85932541741993,-24.260027695918694,D,-19.499672404819844,-20.695188944975765,37.86743550541915,-311.6037431917309,105.12440717884171,27.02469814498653,C,D,C,7.959064723256502,-82.97151553697539,A,C,108.9657533204746,0
Physical,36-50,76,E,-108.42021290502926,79.09438705695364,A,110.44164629940344,65.88407390413148,16.06542383777981,2.8332212828979038,-21.160464529144626,-15.139074304507357,C,C,A,-28.70903990402726,-84.3642766019203,E,C,99.81991067645897,0
Yes,51-65,25,D,-175.119215647491,76.56532520545412,D,-162.046097803276,-154.67291071470495,159.0312598656116,-144.49311340174665,-63.881874679672876,-21.69739528090616,D,D,C,74.29795587773556,367.5409301021503,A,E,-164.28941273953885,1
Mental,51-65,38,D,261.86552593622423,102.00731261618496,E,-17.14645670458883,140.86078558699256,-35.250157327756106,83.50424834219547,-241.27515032165613,118.10735030271171,B,A,D,-192.95757913460145,90.23214078860711,E,D,-54.24168905911046,0
Mental,36-50,87,C,16.176164940309366,-81.74786636688107,C,48.88677706272047,-13.702262665115608,-151.74998080637747,-53.04406986800011,180.09403465147778,-42.6579124476633,E,D,E,119.97716416017401,-0.751937942858248,A,B,-123.24931628342748,0
Both,51-65,19,A,-93.89969169599156,7.087534853304701,E,34.59117301564786,-113.94663918886624,63.3930626955207,72.00141177840317,-8.991466784814369,-117.06056221797907,B,A,D,58.23191168133561,-115.2874009988355,A,A,-1.5819232749749168,0
No,65+,55,A,62.062091119199316,150.15351875074154,A,-12.315366027863274,-103.28527474633229,-224.17408356547944,47.3151371452048,-59.110191026378665,44.37596393042366,B,E,B,37.768370057398634,-191.74576466110926,C,B,-52.12700875345332,1
No,18-25,73,C,66.41342539861111,158.1812061134123,C,-107.7721872847471,4.968794194303211,-47.797845820632936,-44.169214663165405,131.76704288562067,88.68501633800356,B,B,C,-40.088137311561624,-0.9090088313157835,E,C,115.08542374295472,0
None,51-65,55,E,-53.754133432067775,-162.26367286706963,A,-9.51696314385096,-84.16219712451782,-48.04549322700545,128.3929477858328,-84.35292093302021,-149.40451225678763,D,A,A,-20.10646763368849,-51.980305337162605,A,C,107.8126681263257,1
Mental,26-35,34,E,71.50186866833297,-118.70262386419314,C,3.8586424210478936,-74.6727114017898,66.41942602659373,-176.96690566234315,249.22261888808484,-74.56816447054105,D,A,A,28.570945586807113,-71.21327877020683,B,D,-12.824759136921916,0
None,26-35,83,C,28.702811187105297,-97.9541238402313,B,45.18652396468879,-135.79644910430332,200.11728999307098,-194.32274322185972,198.25792106992384,-104.19815226145907,C,D,C,-20.480196831524207,54.59193744556949,B,B,-38.16217084231022,0
Physical,36-50,42,C,-44.54474987863527,-99.47034603788694,C,79.29659041969171,-5.164048370183791,96.83888639871428,-72.00207397978633,27.065599062862887,-58.50377442327215,B,B,C,-165.4420021292188,82.3310202624878,B,D,128.75363466555467,0
None,51-65,20,D,-36.77682923389095,-37.50671579604488,A,20.373467298947155,-76.43208054820784,-220.14848490193697,-9.54485504076225,178.96197661939019,-49.164426620149996,C,C,D,-3.421493087760883,50.36717827540825,A,E,7.531723414742171,1
Mental,26-35,18,D,58.65798806821472,-105.22362962797513,A,-7.558422364849989,-45.75716588854558,34.891070281584945,-56.82937792306318,121.53965648304035,-114.45767877345912,B,B,C,-36.84368526125536,65.30523539220644,D,D,111.14972155269673,0
Physical,26-35,61,D,181.54546834681747,-18.554263934805974,C,-76.6408539188581,1.017110829611712,54.32789934120046,-42.76856148146861,-2.806645158936681,-95.68962673615653,D,E,C,-5.3048378652567525,-4.748322330083132,E,D,3.267627091951649,1
Mental,18-25,22,D,102.71660171728851,35.024353430463144,B,-51.3745826915675,-184.35893913568663,122.83390816822346,91.93957817243408,64.30022073338448,50.89756311593479,C,A,E,-45.52064859653642,34.59623952402342,A,A,6.841730887514062,1
Both,18-25,29,E,-41.2186858074018,-40.179592878922335,A,-49.04239326728304,-226.45174722660167,-89.61001657878327,17.63366499005724,105.87151987762408,-6.574784580737804,D,E,B,25.728712284624827,1.6222543847630122,C,C,-48.51605327681561,1
None,51-65,40,A,-78.41481194755697,134.2445727583513,C,59.93702765556893,50.94924746701538,15.62881223815332,233.5976683411614,-19.19385749919981,83.0764207937842,D,E,B,35.108878836894476,83.63526522338128,D,E,-60.85040538992937,0
Yes,36-50,85,A,131.74517901507,25.77624316925946,E,-53.275298697452854,26.29503381219157,-135.0477248059557,28.08801277708427,37.36378663684063,-40.21526579071093,E,C,D,-47.10453886160399,-93.52677998457264,C,C,107.84483526004965,1
None,51-65,47,A,-17.82854782866582,82.45771738583383,D,59.969160980192605,-17.410002277317165,-106.29421219123296,-176.75682780843871,-152.6791547335845,2.1498786082786783,A,B,B,-53.62350017801939,-190.65529842799563,A,B,105.13694559169386,1
Physical,51-65,40,A,202.71658303370762,54.052160435335395,C,-26.997034675599007,-23.921120208233056,-118.23361502591831,-75.21504363616877,213.58531621896145,23.58653344704405,C,A,A,-29.913313736736352,-218.0833767071144,D,E,-27.534138882636043,0
Physical,36-50,44,B,123.1362679061805,-20.608506095608778,A,-239.6468733857899,-51.6479142926663,95.96067236107189,-26.74004677823627,52.436919443911265,166.0382250007478,E,B,A,-114.4987313029716,29.197589020552172,D,B,75.25315438208024,0
None,51-65,18,D,-0.30502985959823276,25.73946489839335,E,-141.1366580740767,73.4861439806188,-5.934817238251903,-118.26092369188765,55.466436645465656,147.03170801144537,A,B,E,-52.418245737867984,16.157064670979555,D,A,-36.4925445940128,0
Physical,51-65,58,C,50.05036292992112,-102.58884399241757,B,-87.46316356835577,-115.10387011541611,-2.963666524179287,-131.46790618570236,133.52428385103792,233.25162176113116,D,A,A,79.52802530741414,5.85654907564945,C,C,86.79361337942744,0
None,18-25,24,A,-121.66166766266113,-115.96854670979538,A,-65.32728228196379,27.048580301218777,-6.846769004717738,-84.58941303299432,-12.331346507102147,49.03186549945064,B,C,B,73.61035600542783,-31.56982057217838,D,D,13.614485194193135,1
Mental,18-25,71,C,-89.45678878775229,28.253497154826217,A,-31.038731829497458,-16.2882944605531,-8.422322319836004,-20.75486392420461,145.9105887782251,71.75567923481377,E,D,B,198.60234985252868,86.06543844809661,D,C,-41.29949063722113,0
Physical,51-65,60,B,-9.11100216401758,-160.52476299379876,C,-4.31524263949427,-203.11577973419034,-33.63416389654939,-57.20357563159055,-78.06045957377438,63.24293053584227,C,A,A,58.821921639992304,50.33708217965158,B,A,28.702252385275383,1
Physical,18-25,31,B,17.40369332879475,2.082308406254148,E,-73.81820318063434,112.7066033744369,108.2655699834481,26.08471019621804,-15.686224118371053,39.238702081909686,B,E,A,-44.11189028274485,-74.50631017667054,E,B,-62.10692603432412,0
Both,65+,80,E,-53.64147811012672,27.600951159266174,D,71.93157977407247,-68.25755446099457,-106.00195231933486,-156.2652376713186,-128.97917908530223,-122.46469275600754,B,B,A,-21.77360828515826,63.36725757034626,A,E,-102.50839607549204,0
Physical,18-25,49,E,-158.32749589651866,-15.507890989430626,A,156.881800750056,-23.580814170594603,-144.08831872124665,85.35899217382602,-212.99046014907938,63.74885455312589,C,E,D,-32.47041122180167,155.34479788443429,B,A,43.024494343951446,0
Mental,18-25,59,B,104.94900251974522,-139.6218107111674,B,-17.59128697463734,-83.91061843842809,89.93156461775989,112.48717206869058,96.47830482498107,38.31094937908874,A,C,D,82.71619688301016,-3.0177482331318872,D,E,78.56798563583888,1
Physical,51-65,92,C,66.54590919583033,210.29359726511026,A,-28.0827365031525,346.1018265885919,-149.30432960825596,-80.14871231088378,-30.512653073777745,-212.5016564323491,E,B,A,-9.59966072164217,140.42304406576588,D,E,-90.76985598525964,1
Both,36-50,49,E,-35.47909933293792,136.53683769925902,B,3.2979907582259362,-80.60460120565418,-130.19075282733255,34.328707717613725,33.99461804817194,131.024200370444,A,D,C,14.826052411738813,-13.267736607985345,D,E,29.40811388178662,1
Mental,26-35,88,C,-70.129062688395,-73.83698282432621,A,-31.429442905450994,-21.21112193118512,-12.337468592285715,139.15925249101485,18.480165686419706,95.36256740474147,B,E,B,-192.70881443363734,-168.15519343347404,D,A,90.73219963169328,0
No,65+,82,D,-221.79669082256797,96.10161541358163,C,140.4919782722088,-10.646587584465323,48.538241127345884,-106.0936569283117,70.42417953216112,15.291909717208863,E,A,C,-41.78459103542689,43.53930044572509,E,A,94.82398392754058,1
Both,51-65,66,A,-187.41051643354928,8.175085188641386,C,-145.82826472546714,148.59691931960305,13.717359331414473,-84.83583717332714,-182.59239184575836,8.177570944117093,A,E,C,124.64440433696669,-39.911018542437986,A,B,-24.585036260394148,0
None,26-35,26,B,77.78042211659219,38.45028972209666,A,19.221204927381116,47.91637171113697,-32.69050107791179,51.89113119856141,138.00820563283622,-84.5586890849827,C,C,D,149.8797488887447,37.283125216995714,B,E,109.31929822312367,1
Both,51-65,82,D,-64.74204172136979,35.257938620695775,B,28.295914518374012,-41.10105362890552,86.16594175977869,22.52621988553925,107.62812460858618,-84.83338128886363,D,A,B,128.13923126119658,13.42005572410812,D,D,72.83239742318733,0
Both,26-35,74,B,-94.94473654982879,26.161391083267276,D,60.062601190404976,9.930589965486003,42.63656078174175,-105.92766217782726,61.61800700248015,-211.02797572439954,E,D,E,-42.54478855690581,-149.87669101709443,E,E,15.947407271107059,0
Both,18-25,88,A,28.34088443988254,-35.44648004659725,E,-241.74590797276454,133.70787990359753,-4.064594203789027,-77.57129644639316,36.71703515938884,-20.196713764783144,E,B,B,-108.12979354726254,-114.31753724021745,E,C,-22.952764428311344,0
Both,18-25,33,D,-100.18311040473068,65.97251378419197,A,87.68418225391898,91.46310958064862,107.42744110894546,-89.922235268199,78.82302571853747,-93.50050733819482,B,E,D,57.05565447020604,29.915370219527425,A,E,24.30725629010822,0
Mental,65+,29,B,-136.5145272663412,-39.85086713380409,E,27.1096303820022,148.92908698453726,70.51075197476592,-25.04319856275064,-54.79258223933757,201.36101719941428,C,B,D,-97.9767944340283,-96.88365158757787,B,E,165.56903309958025,1
No,36-50,36,B,79.51320861675948,54.87087139776548,D,6.479646833178718,26.694909065576766,49.939630194997,-40.62004465977407,129.45448123497266,51.07779184481639,B,C,D,-52.128475754653714,-39.635825927518006,C,A,-152.87964517488763,0
No,36-50,74,D,-47.309336275914795,-215.57049287453984,D,222.00594268368798,47.731485801384125,51.01885613247011,-289.56723560575915,190.6615923085345,-71.14769111007581,D,D,A,105.792751317644,245.97755252662327,E,B,21.036314145286354,1
Both,36-50,89,A,46.61403226546772,-18.565039517925396,E,-41.212739936124905,-12.187582689786893,187.22832373916424,10.363402801994752,172.437907716745,-89.96350018207605,E,E,E,52.80456936799558,-65.28804410837657,A,C,52.14460445490181,0
No,36-50,60,A,198.14640935028726,123.77021661212333,B,-9.837801885682005,10.443832188053207,49.243648212973866,-55.62801208171724,-12.527702547651643,-69.91552701084164,B,D,B,-27.095894074261732,110.4133968736126,B,B,-71.56832793635536,0
Yes,26-35,99,A,58.76389662593906,223.5172436388376,C,-46.49519823224748,29.941100303522777,-63.191455689615864,-193.0430451685369,-81.77405432165227,157.43274172151635,A,B,C,-37.42693084808521,-9.770158482451555,D,C,62.809445592958056,0
None,51-65,92,E,50.09485217578777,-23.23012103186626,A,84.2493544232408,36.642393140458616,-30.679780919601445,-96.64549738185613,-163.0955128312973,-93.74001015658719,A,C,A,11.157409497406393,137.06094636019017,E,E,118.52235845269942,1
Both,26-35,29,B,-2.345707128830192,-101.00532765101423,A,102.66421219019001,64.193868427065,-118.52192637946402,10.649847729498159,-92.38801481690557,-24.57138827939289,B,A,E,-65.87121148798893,-47.032847688098755,B,D,23.16964266319557,0
Yes,36-50,66,D,9.408051749355243,140.47143562174085,A,-58.78099044876451,-49.828682057614735,23.62599347541921,156.06657560893677,16.19977315435329,3.92527498430653,B,D,E,37.17921524090303,-93.51374460762433,A,D,-260.67701758893486,1
Yes,36-50,30,E,52.92532858372747,85.20230804967642,B,-28.69104144532968,-157.35741553372517,-161.93384368913283,-277.00841491398165,-28.042458746496795,-231.72332219820277,A,E,D,92.44158941927257,-17.641051921740477,D,B,78.74816464020552,0
No,26-35,28,D,53.80366115982537,-139.04980722962014,D,-30.014741562559788,44.53783141038357,-79.61797937605158,125.44195090646342,151.2671477840283,-279.74515014621204,A,E,E,-23.435834094717904,99.11465419027166,A,E,55.38130089623071,1
Yes,26-35,70,C,125.55712348442032,-109.31123727938984,E,-4.0866195778941705,-80.59206107454462,-32.90718509269569,79.12336019169715,24.749777902549706,-49.3882335253609,A,A,D,-71.34222678693534,-138.7543006580487,E,E,137.45577101081258,0
None,36-50,41,A,128.51353238595047,-47.62191489319644,B,-61.940892766450396,-33.66479730219431,-37.717797918250625,91.84382265763482,-5.353431888017926,-91.8397403057464,E,D,E,-29.51438620182073,95.13380065309268,A,E,-219.93538192893047,1
No,51-65,43,C,34.10822082257733,23.610958767632017,C,13.452994041279757,44.532400350335344,213.961282861673,-124.48868855006299,-138.2889915238277,31.75286663241067,E,B,B,-136.9928396422603,-106.92918616665652,D,D,83.65612593113669,0
Mental,36-50,19,E,106.74704249909385,-204.08290438663897,A,-58.09543535110153,2.716523927952438,-39.740258073803794,-143.87390765616104,82.04341806666608,57.778764618755964,B,B,B,-1.0233589243090226,73.98592492815055,E,B,63.477708743269666,0
Yes,65+,81,C,-121.80535832041208,81.91625255573709,D,7.1695688620917,-112.52843641021275,-50.34112772447873,-88.40386237619524,7.378694189746734,84.61126270056182,B,E,C,-204.69014905855295,-17.35431591807841,E,A,223.75657800430798,0
No,18-25,59,B,-26.313581164980327,-230.3361199099876,A,44.1242891448417,-3.1490892032453086,-101.24165680631721,-108.96989694545556,-34.8424270004482,-37.069667401866695,D,D,B,-82.41521193460783,-69.5176575197896,B,A,-4.6764325054274085,1
None,18-25,32,B,41.6519724256193,28.455773300208843,E,-54.033128917860665,4.0499473884386,106.54517707246531,-130.7954172896769,54.154227557946555,53.1309146905209,C,E,A,0.20406891332288069,9.54120134402326,D,A,86.66706889968937,1
Yes,18-25,50,C,123.74337075208422,-125.46762574106458,C,-25.855944004671294,23.93527375814873,18.004344010916466,-23.541341532642026,46.582725209669064,-99.72850806262359,E,C,E,-23.184522512377516,-6.376467374158462,A,E,49.50951900363184,0
Yes,51-65,89,E,170.00760194324886,-59.00791870256806,D,8.828262862281543,-51.963664728768734,-121.5152485426201,61.34755552535736,-56.403204448095934,-343.4367628874626,C,B,C,154.6499971951605,-201.87083987833415,A,B,3.632790438707097,1
None,26-35,93,E,-28.213798310989898,-54.612083285146106,A,104.65114996515119,-55.199090153303146,57.45924598266083,51.3870488326898,72.03047871351015,9.27982932031315,A,C,A,-3.059941352196971,-129.84355815803713,D,C,-143.99507906755946,0
Mental,18-25,33,E,-112.59075189167291,48.24576495690266,B,-45.53283467139943,94.96992855474164,137.16432278048077,53.58010996783541,-35.2620267494348,-75.87661651187922,C,A,B,388.927597946039,-26.316850414889174,A,E,14.340524618452259,0
None,51-65,27,D,-70.513067060401,28.50024182758056,C,34.0639513699253,-73.02551241158832,-124.77397527219625,64.51525576298553,28.625031538760815,-46.5982243170276,C,E,D,5.787278407230553,35.85932886337884,C,B,-69.75090456507107,0
Both,65+,61,C,-11.526259842823777,64.72968714468975,E,-137.22465693760026,18.050014338826667,-146.92383137363404,-8.389588645076918,158.35553163439997,-53.59097499161615,B,C,B,-95.07535322833583,24.96938918253095,D,D,172.4808274695193,0
Physical,26-35,54,B,-114.25111408646293,70.02550038176997,D,-138.015917635177,-99.05081565663544,126.91264283931676,83.58298191819415,62.22853400603079,59.978721159756574,C,C,A,-220.34581503908046,-10.185650289318378,B,C,-19.111707883314562,1
No,36-50,50,B,-180.63000222752177,103.3754063104516,E,-89.17569062329203,-79.69806525018019,-36.94003453197146,129.19860105018117,-40.13676264894461,-5.457865081878607,B,C,A,107.17513064977027,19.492261693247094,E,E,-61.4916893345515,0
Physical,65+,36,A,-83.99422686102507,187.17181144700777,B,-122.15886883006584,-120.46419143282374,-47.53267140308865,-78.77026623694722,-76.27440835131853,-191.78542349715434,E,A,A,-178.00757388610302,147.76764866585359,B,E,-109.62307043037032,0
None,65+,92,A,-78.5702579603353,-125.13369152092399,E,-18.64454292050752,98.02779335816551,-68.26014917896451,-39.73254063356645,77.1378136045383,-161.8800730784892,C,E,C,-183.11608243980245,12.714297510368874,C,A,46.645914319117914,1
Yes,51-65,56,C,41.250476764004006,281.390933634927,C,-35.45209909292681,107.17417659989215,176.0902423757611,-192.05237839039413,-58.17853080188266,-92.91135589009475,C,E,B,61.06340794483272,138.8808660806021,C,E,148.90530849493183,0
Both,18-25,63,A,-42.01197830229023,29.177913469968736,B,76.20499305844491,-193.04387853934594,-51.01800973476275,-107.09599313600783,-14.666750801479761,118.98180771205227,A,B,A,173.08276915176052,-16.474496444943938,D,A,-52.29977159488873,0
Yes,51-65,64,E,-166.84721744043577,-17.60653413156842,A,146.66210776875775,83.31018295398825,-61.85883384078822,-72.27003210387723,128.38475931674304,72.81072705715808,E,C,A,52.57260816409093,-63.52055767138932,C,C,287.68301540684666,0
No,51-65,84,B,-70.73055554367329,199.88731780021337,E,-51.965544038063236,-173.65219720843203,69.42316472865647,101.47852467082048,-66.8052373796965,177.0032046001026,E,A,A,-5.514472334258853,-154.25248598801505,A,D,39.90581109655439,0
Mental,18-25,27,D,40.84216699478863,189.30589280838456,E,-66.10191884423128,72.41274839870914,-103.45500115183984,118.73050518262525,-76.13546206363212,-21.8782398544283,E,C,E,89.56302540220933,94.22030889445504,C,B,24.46390831055349,0
Mental,65+,62,D,-98.57481781798734,-123.76020223769908,C,-119.73278221579884,-41.39368000731067,167.2612268010762,-53.26664483560344,-37.098707959340814,-17.792133238457037,B,A,A,-58.151115294598,134.4138154642689,A,D,87.7474280547865,1
Both,18-25,22,D,36.36187589149002,143.5846202801835,A,108.40063065010834,-37.198828051423966,-7.012771694582757,3.4053820751662025,-63.20433967356912,-38.02316510389754,A,E,A,117.78610748249758,13.079985699236033,B,A,-74.15804491002135,0
Both,51-65,50,C,65.22582631880157,-43.50779953836862,A,-87.85148332487196,-0.18047804874517806,-16.488214479543537,16.82135977636914,3.853958551928295,84.18222783874421,B,C,B,-34.76593738134759,-24.88145247797046,E,C,75.88471850962041,1
Physical,18-25,33,A,105.00735288435811,-165.9333724664,E,27.342506404945937,49.19061986002346,32.794794941864076,55.21044315081728,-7.705224605648313,88.07014138558982,B,D,C,-98.32489464942599,25.70315916413857,A,A,66.13038219948409,0
Mental,65+,29,B,30.376332183759715,-65.26419601770573,E,-66.17491677372766,-18.106212857657443,-106.57024835471987,-21.4397078228694,20.905261185468955,-62.03354377190833,D,A,C,-117.37604709234866,-61.78928393226932,A,D,-75.83765836087665,1
Both,18-25,27,C,-35.5926980293449,75.89728132030294,B,-200.3122889602919,5.771632273952764,-138.14780676133128,-32.606799981413616,-33.17034756911445,-33.40681544555944,A,C,B,-34.63189865923949,-15.84110978470125,E,D,-69.57600427033039,0
Physical,51-65,46,B,130.08362690090226,21.828841139647402,E,-116.9936701240462,-58.13355159781487,55.1203112671767,75.56001902988804,1.258241436329287,16.29128367582885,C,C,B,13.880807557238818,-8.016087865108782,A,B,74.1198235835802,1
None,36-50,60,C,-26.522952429538606,-31.070008324183785,A,-96.5237199020241,28.573419476271877,-65.15508384755634,152.88532070785192,76.98797675275753,-72.91820772935331,E,D,B,-33.545309331266346,68.90128945071669,E,B,-106.04864990676708,0
Physical,36-50,39,D,-13.798909253389846,120.40710022860013,D,-11.61887500917012,-114.58805318827434,-1.6190873753947388,-118.26221617173454,-26.650366763966094,-94.00934087832103,A,D,E,120.65210348027455,-5.289126389113816,D,A,-44.43171202793834,1
Physical,51-65,65,C,37.81228893962098,66.13558281822583,C,218.6562019562641,11.949633839306552,-83.86859317608968,-1.4781970743098527,113.2587811878833,-40.771213328146096,B,A,E,-287.7375012730729,59.898392887956184,D,C,-6.9282519683141075,0
No,65+,70,E,-34.28828341257424,-131.04263395740853,C,189.61195340062528,22.24939684317891,122.8777723056366,7.272558360074982,-221.6309514362568,86.51348673213398,C,D,B,1.4949423565380635,73.00628449392839,A,C,101.4676642251788,1
Mental,65+,24,A,-209.66806953817292,-117.89263636545708,E,3.3344738174113107,-15.732661121109388,-103.7507690998752,-186.43340750431983,83.20874621641362,64.86786423255364,E,D,D,-8.003758769880982,40.942059341440356,D,B,117.41918968242848,1
Both,18-25,90,B,-103.89143034095125,-106.16438427519468,E,-113.76853898250938,122.24632440479009,-61.9004812839659,2.1635302712598223,-112.57604039597429,-83.75569824638094,D,B,A,123.89083699153069,118.90594247550925,E,B,118.24482148792666,0
None,36-50,42,B,-118.70650651939553,39.888434985448285,D,-12.5420216225835,263.14792325548063,73.2762116557151,91.03563675037105,-35.53278171349606,99.07620678800423,C,C,D,158.59814253664243,179.7295930828209,A,E,105.83941326247952,1
Both,26-35,32,C,73.8521685274632,-128.24070921138969,D,-140.6421140806206,76.55060496924854,103.74317974697985,-76.49879803202624,-41.40241910071477,31.735171971733077,B,C,A,-16.81401568083404,-35.691590818486375,D,C,42.509246718958266,0
Both,18-25,74,E,-36.42683490860807,90.79328404886945,D,-125.6500292791066,-77.8926418540666,-63.55576748441747,-101.24541492380332,79.62546566726809,-79.19783910716612,E,A,A,46.3407267635086,-54.07889838686534,C,C,-181.89021562724596,1
Both,65+,94,C,-272.8518635464999,-16.598253695199983,E,-137.73718778289881,-165.838011037057,181.20602508186852,125.5588005991066,0.21235410842374722,227.637552879594,A,E,A,176.50319774551392,-45.15207566275927,B,E,119.22861476669698,0
None,65+,51,D,169.88030094747617,117.96423142355795,C,95.01372205102646,-21.758311528900858,63.08574864537187,-92.25121002262031,128.54837389942523,-94.09182532460939,C,A,A,108.00200438219971,137.07663746915262,A,D,57.51336260244852,1
Physical,65+,38,B,-7.069618285686993,16.93324695340928,E,113.83163527044205,-133.39311818319445,21.754681377707175,-33.81946960688389,-212.680597083533,101.35295510746809,A,E,D,29.583247946008033,6.001773958681475,D,A,-219.17836593367116,0
None,36-50,78,E,-5.795379581415455,-145.94886635718575,C,-50.45625726892836,117.44662931776391,-45.77778600831656,-90.8427207142236,29.097286250429327,-12.60089180536771,A,B,A,106.13715781065554,160.63559667911372,D,D,160.8697914431572,1
Both,65+,62,B,-156.82670538813085,-27.090418937162898,E,-250.43928889985577,-31.46717488320563,67.08766921679236,82.85865447368394,-66.41967210176134,-56.30399446025146,B,B,B,-47.936335135707566,-100.37343987912921,A,D,-60.87392720203938,0
Mental,36-50,65,C,-86.62055390111445,53.191208831984035,A,-15.892862469518457,53.401972070340875,-8.950485657883931,148.74899197931722,-4.0693478900021685,-163.64815130363436,E,E,B,90.96660879249487,36.28029423227938,A,B,-6.3906709996600055,0
