age_group,SEX,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
65+,Other,Widowed,D,B,E,19.377856366364558,A,A,-144.1072875821332,0
51-65,Male,Divorced,A,A,B,-48.5290710049802,B,D,92.39077816737648,1
26-35,F,Married,B,A,A,-5.600171518851728,B,B,3.4191258321854434,1
18-25,Other,Divorced,C,C,A,25.090969826540594,D,B,-79.32781478699924,0
26-35,F,Divorced,A,A,D,3.309284351561715,D,E,-149.43443086914525,0
65+,M,Single,C,D,C,-39.8394263260537,B,D,-9.912839842278874,0
65+,Female,Single,D,C,B,-191.50298663072073,E,D,47.11197167688388,1
18-25,Male,Married,D,D,C,-35.613220423972166,C,D,-58.05778092658451,1
26-35,M,Widowed,D,B,A,-145.8404459457211,D,A,-98.26819013420123,0
51-65,F,Widowed,E,C,C,165.82271616242812,B,B,61.68101408526936,1
18-25,Female,Divorced,E,C,B,-145.38554517852307,D,B,-79.74789967086463,0
65+,Other,Divorced,A,E,D,175.84144424530703,B,A,66.3613904591705,1
36-50,Other,Married,C,A,A,-36.64388747971602,D,A,-39.87951421576571,1
36-50,Female,Single,D,E,D,17.633955540088415,A,A,-96.63126734331813,0
18-25,Non-binary,Widowed,B,A,D,-160.64945479682927,C,D,-69.21294462152677,0
51-65,Non-binary,Married,B,B,E,-231.26600949250314,A,E,249.13943407472274,0
18-25,Female,Married,E,C,C,-16.583839494557445,E,E,138.19727304947355,0
26-35,Female,Married,E,C,D,33.471937224446776,E,A,-144.1196783690403,0
18-25,Male,Divorced,B,B,D,12.867236709218243,E,B,-96.93580691962346,1
36-50,Non-binary,Single,E,A,E,1.1726381889897033,C,A,-80.56171234333068,0
26-35,Female,Divorced,B,E,A,-160.94220175788647,E,D,52.86871735972311,0
51-65,Non-binary,Single,A,B,C,68.20558841772552,B,E,37.986277563820096,1
65+,Female,Married,B,A,B,-84.39712492953252,B,B,58.68411927160201,0
26-35,Non-binary,Divorced,A,E,A,39.38680339165231,D,D,233.72519386846173,0
18-25,Non-binary,Divorced,A,A,E,3.3012404551580152,A,A,54.14002485103121,0
18-25,M,Single,E,E,B,61.19303062466312,A,A,-34.237791308135066,0
51-65,M,Divorced,A,E,A,-52.704125179715255,A,C,-163.31673506635306,1
18-25,F,Single,B,E,D,172.58739993311846,C,A,97.07307343776186,1
26-35,M,Divorced,C,A,A,35.19106757459922,E,D,-8.75345655945308,0
36-50,F,Married,B,D,C,136.20464186051942,A,B,77.87900106823501,0
36-50,Other,Married,E,B,B,-77.04342193979147,B,B,-136.67034107447574,1
65+,F,Divorced,B,D,B,63.77361811333616,A,B,40.78932697157341,0
51-65,M,Single,D,A,A,-47.66365156896478,E,C,-73.14959579680624,1
65+,Male,Divorced,C,B,C,-107.69253143904642,C,D,-13.088158879544833,1
36-50,F,Divorced,A,B,B,-16.98915683809231,E,E,-24.835076732152654,0
51-65,Female,Single,C,C,C,-104.28248214365978,E,A,-121.16633950559094,0
65+,Other,Divorced,C,D,C,-52.99163956512805,C,B,-6.935823485405863,0
36-50,Other,Widowed,B,D,D,78.77782979050326,A,E,6.692925411489041,1
26-35,M,Married,B,B,E,15.79923481822225,E,C,149.9974781867093,0
65+,Other,Married,D,D,C,-29.608517149585918,E,A,14.874434392107124,1
26-35,F,Married,D,B,C,-119.69253316537592,D,B,-139.83328471118563,0
51-65,Other,Single,C,D,C,-105.11794056644214,B,E,-76.14995040247025,1
65+,Male,Divorced,E,B,E,-129.155730491721,A,E,0.6959337797053815,0
36-50,Female,Single,A,A,B,22.33462102099201,D,E,28.659563829391555,1
51-65,M,Widowed,E,E,D,27.313944242068843,A,E,-24.430209604994964,0
51-65,Other,Married,B,A,D,80.37315426879398,D,D,41.77613854661882,0
18-25,Other,Married,E,B,B,-183.71367707377993,E,B,50.73148615674384,1
51-65,M,Widowed,B,A,A,81.92625490661602,C,E,-132.80803830653153,0
51-65,Non-binary,Single,C,A,B,16.688742758922235,E,E,-66.86931477508469,1
18-25,F,Widowed,B,B,D,-62.70017269217134,D,A,-81.40351812679019,0
36-50,Non-binary,Single,D,E,A,72.0327122013077,B,B,-13.02327852494427,1
36-50,Female,Divorced,E,C,B,-1.196934373257356,D,B,-42.8592665285431,0
51-65,M,Divorced,C,C,A,119.56147497781777,E,D,89.39225945494543,0
18-25,Female,Divorced,A,C,D,12.862735489294504,D,C,28.932844516116774,1
51-65,F,Widowed,C,B,D,121.34711415878287,A,D,-31.895998392487098,0
51-65,Other,Married,B,C,C,-95.06213458003414,A,D,-108.69042385664105,1
51-65,Female,Divorced,D,C,E,155.42491330025564,D,E,-0.5908431170538575,1
36-50,M,Married,E,B,E,35.3600480941786,A,E,-89.3600425481223,0
36-50,Non-binary,Divorced,E,E,A,-33.90541702907589,A,D,-28.0229867889379,0
65+,Male,Married,E,B,C,-26.59617299711881,C,D,-226.55014824676627,0
18-25,F,Single,E,A,D,124.14901227182642,E,C,78.61515456586481,1
65+,Female,Divorced,D,B,A,-18.405545787925814,E,C,-290.7701492866933,1
65+,M,Married,A,A,E,2.459144118491654,D,E,-34.11047337354683,1
26-35,F,Widowed,D,D,C,-13.251773648240173,A,C,-22.046384404856052,1
65+,Male,Widowed,C,C,D,100.6203462077759,A,D,-203.06543748405784,1
65+,Other,Single,C,A,E,-28.990143404076345,E,D,58.07213421654518,0
51-65,Non-binary,Divorced,C,C,D,-85.98656403902567,A,D,-209.45940054094677,1
26-35,Female,Divorced,A,D,B,73.54988652134597,B,C,107.88013713178042,1
65+,M,Divorced,A,B,A,-103.06258519053782,A,B,31.50021925420298,0
26-35,F,Divorced,B,C,B,190.78000372525267,D,C,65.46335721301662,1
65+,M,Widowed,E,A,A,11.624223588242714,D,C,51.003328640162216,1
65+,Female,Divorced,A,C,D,22.10274805821974,B,A,243.94055468800397,0
51-65,Other,Widowed,E,C,B,-76.84619462800674,B,E,-60.4160738711199,0
18-25,Female,Married,D,B,D,-83.37694076281437,E,A,70.13245305268936,1
26-35,Female,Married,B,D,E,119.83628759082232,E,B,-145.52195109070783,1
18-25,Male,Divorced,D,E,B,58.532765403980804,E,D,47.11886496601447,0
26-35,Non-binary,Married,C,E,D,122.45393166262406,B,A,-49.09399075612367,1
51-65,Female,Widowed,E,D,E,-49.67695775948277,A,B,-133.786572670638,1
18-25,Other,Divorced,B,B,B,41.589777466023655,B,A,-100.47200218292971,0
65+,M,Single,E,D,C,-174.57213960862796,A,A,-50.4878343680761,1
51-65,M,Widowed,A,C,B,92.37974581882176,B,D,-2.662435164867182,1
51-65,M,Widowed,D,C,D,46.61086733029649,C,E,27.958355453192002,1
51-65,F,Married,A,B,C,-39.299593220946186,A,C,-102.67792880116295,1
36-50,Non-binary,Married,D,B,B,-88.62900537324666,C,A,83.9053466650858,0
18-25,Female,Married,B,D,D,97.40111248791699,C,B,44.9889446642618,1
36-50,Male,Widowed,C,B,C,-39.66547654966275,D,D,61.45312525412419,1
26-35,Non-binary,Married,C,D,C,23.830510314183673,C,B,-12.315823111408143,0
36-50,Non-binary,Single,E,C,D,81.35339703506001,A,C,-30.64845064635649,0
18-25,F,Single,C,A,A,8.491888667355523,C,D,44.691237196560536,1
18-25,F,Married,A,B,C,-8.27602852040594,D,E,-26.630972711199895,0
26-35,F,Divorced,B,D,A,-14.399412471374095,E,A,20.796967081297304,1
18-25,Other,Single,C,E,C,154.57047767122452,C,A,-61.229489138489015,1
51-65,Non-binary,Single,C,C,A,-153.70262314200332,C,A,24.29291895607135,1
18-25,M,Divorced,D,B,E,-3.9967673622967776,B,D,-34.496744566613046,0
26-35,Non-binary,Widowed,B,B,E,145.56866618547087,E,C,158.38005079547753,0
18-25,Other,Single,B,D,B,-35.65511791845293,C,E,-65.79357934349713,1
26-35,F,Widowed,A,B,E,23.79179433519358,C,D,96.48116114447943,0
26-35,M,Widowed,A,E,B,5.7691098856697165,E,E,-141.50546392016113,0
51-65,Non-binary,Widowed,E,E,B,-187.25085128556452,C,D,-37.625862101841406,1
26-35,F,Married,B,D,D,26.02947660960304,D,E,-46.66774681183824,0
51-65,Non-binary,Widowed,D,C,E,141.208387865853,A,B,-59.97141379631956,1
26-35,Other,Divorced,C,C,D,-65.17043346481208,C,D,33.411380649009594,1
65+,F,Divorced,A,B,C,69.27220493398787,C,C,102.48930031666022,0
26-35,Other,Divorced,E,E,B,-70.44415976947563,C,B,-7.592717471759548,0
36-50,M,Divorced,B,D,A,165.53747313131083,A,A,-13.016351855530669,0
26-35,Non-binary,Married,E,D,A,92.46705083953894,D,A,-126.82433012769532,1
65+,Female,Single,D,E,E,-12.359469650867707,C,A,201.3358937113298,1
65+,Non-binary,Single,C,C,E,-247.64915260810102,A,B,128.00088269056172,1
18-25,M,Single,C,D,B,51.612386202168494,E,C,-161.40449119473007,1
26-35,Other,Widowed,C,E,C,53.71167124956654,A,A,5.654474138531766,1
65+,Non-binary,Widowed,B,B,D,80.96588119687229,B,E,91.45360175186626,0
36-50,Non-binary,Married,E,A,B,172.25578137702007,A,E,-3.345525930899282,0
65+,Non-binary,Single,A,A,D,208.2284782351701,E,E,-34.75567854590925,0
18-25,M,Divorced,A,C,C,-94.51735071121514,D,C,-5.786234759353361,1
36-50,F,Divorced,B,E,B,-53.57692641737351,A,C,139.4006277908791,0
36-50,F,Married,A,B,B,81.86220649656174,C,B,-104.27040833545746,1
51-65,F,Divorced,D,C,A,268.0548064943368,B,B,96.491245944226,1
26-35,M,Divorced,E,E,B,73.84503640958461,C,C,62.22487647070773,1
18-25,Non-binary,Single,A,E,C,-65.58271784559764,B,D,-23.61343202124117,0
51-65,Non-binary,Widowed,B,C,C,50.20528061863071,A,A,134.08902983501983,0
18-25,Male,Single,E,C,C,26.756247914841296,A,E,-66.60044770774275,1
65+,M,Married,E,D,D,-95.93741427425667,B,A,-219.85052003165794,0
36-50,Male,Single,B,B,A,114.04320783419696,B,D,33.9514725311125,1
51-65,Other,Widowed,A,B,A,13.689019223490629,B,C,-7.099050086563811,0
36-50,Female,Single,C,B,D,26.832601594462574,D,B,-135.09117795659847,1
65+,F,Widowed,C,C,D,42.005323568485196,C,E,78.79692907800316,0
65+,F,Divorced,A,E,C,105.59889313620327,D,D,-128.32854543669626,1
51-65,Other,Widowed,B,A,C,14.48898082061286,A,B,145.3705120469576,0
51-65,Male,Married,B,D,C,37.0925205364848,C,B,-5.008426629103118,0
18-25,Male,Divorced,B,B,A,-73.94620111976221,C,D,102.61192619107698,1
51-65,Male,Married,A,B,E,-110.74358889387716,E,B,31.01574364659051,1
65+,M,Divorced,C,D,D,123.86387003662003,E,B,-323.17247449113086,0
26-35,F,Widowed,E,D,C,27.056028690188,D,A,-233.5950479474352,0
51-65,Female,Married,A,D,C,-27.5070314672237,D,B,48.76833141036356,1
36-50,M,Divorced,C,B,C,-19.79437801440282,B,C,22.899137717758304,0
26-35,Other,Single,D,B,B,-4.4493047773539285,A,D,8.31170749598579,0
18-25,Non-binary,Married,C,C,A,-224.29337651067857,D,D,-20.868479735923813,1
51-65,Other,Married,C,D,A,151.47469934587852,A,A,-173.19951613553178,1
18-25,Other,Divorced,A,C,C,87.28951735929998,A,B,-27.253049872065848,1
51-65,F,Widowed,E,C,A,95.7970035962995,A,A,157.2667750629197,0
51-65,Non-binary,Divorced,C,A,D,95.11532874331621,D,B,12.97277842803933,0
65+,M,Divorced,B,D,A,20.31284416793609,C,B,-36.298710545587376,0
51-65,Other,Divorced,B,D,A,64.78660947898203,B,E,-94.67528315328141,0
26-35,M,Divorced,C,D,A,-20.308870991468257,E,B,6.948490450227422,1
65+,Female,Single,E,C,C,136.6668013233242,D,D,-13.790730094680415,0
36-50,Non-binary,Married,A,B,C,-71.59451470679102,A,C,78.97017893050001,0
65+,F,Divorced,D,B,A,-167.35282818474627,A,E,-104.91615168562593,1
36-50,Female,Widowed,B,C,D,61.99328400668244,C,D,-4.668271462177552,1
51-65,Other,Single,C,A,E,-76.32669054537726,C,C,-25.320506795099895,0
18-25,Male,Single,B,C,D,-109.69716726177201,D,D,33.256668516671176,1
36-50,Male,Single,A,D,E,-116.01881903656574,D,C,-144.83957363331015,0
18-25,Female,Married,B,D,E,-121.1476516389349,C,E,130.21023300898185,1
65+,Non-binary,Divorced,B,E,B,216.27600997912046,D,C,2.125675801620375,1
65+,Other,Single,E,E,A,60.85455379978434,E,E,53.101067241479925,1
51-65,F,Widowed,D,E,B,105.19118664329457,E,A,-189.54081954944036,1
51-65,Female,Widowed,C,A,D,-135.36496065913136,D,E,-304.4527008846008,1
18-25,Other,Single,D,D,C,-133.04039484415696,B,D,-49.03606066066962,1
18-25,Female,Single,E,C,A,-123.18917709207082,E,C,113.16696990668727,0
26-35,Male,Widowed,E,A,C,178.77896281313178,E,D,9.574667169803181,1
26-35,Male,Married,D,E,C,-105.30472858692615,B,C,107.97624352676283,0
18-25,Other,Single,E,B,B,-104.93553213644999,A,C,192.717367835362,0
18-25,Male,Married,A,D,B,-89.88826680118254,A,B,47.54592568401984,0
51-65,Female,Single,D,D,E,-223.51723664518332,A,D,-340.8413139590488,0
26-35,M,Widowed,E,A,C,-67.59336434125476,D,B,168.39559938253004,1
26-35,Non-binary,Divorced,D,B,A,-25.834817923398944,B,C,251.99014596524222,1
36-50,F,Married,A,C,E,142.68310581972412,B,E,-100.89754598125754,1
26-35,F,Divorced,D,A,C,127.46036146948929,C,D,-43.91988212094831,0
51-65,M,Divorced,B,E,B,-56.03710084259292,C,D,66.57529187341795,1
51-65,F,Married,E,D,E,-112.42246194821601,D,A,-58.51393576640134,1
51-65,M,Single,E,B,C,155.44737498198603,B,D,81.86407312624395,0
65+,Male,Married,A,C,A,69.08948627812217,C,B,52.91371597574649,1
26-35,Other,Widowed,C,C,D,131.2002649986594,C,A,-59.57214376026002,0
18-25,Non-binary,Married,D,D,B,-165.28810942198652,E,B,200.50470082767063,0
36-50,Other,Married,B,A,B,75.92835054970043,D,E,-98.9601176401924,0
18-25,Other,Widowed,C,A,C,-0.9038874004899676,D,E,-28.634546648711247,0
65+,F,Married,D,B,D,-144.49328641439993,D,B,-58.25822241772703,0
65+,Female,Single,A,A,A,46.1864672361463,A,C,70.89340584222593,1
36-50,Other,Divorced,C,D,A,22.799890810816915,E,E,-38.125547937375146,1
51-65,M,Married,C,D,D,-16.0203446155698,A,A,-34.72172692201405,0
36-50,Male,Divorced,D,A,D,-2.411092756624607,B,E,122.26425175315269,0
18-25,Non-binary,Widowed,D,C,E,-45.338845623594665,B,A,-45.61992530620454,1
36-50,Female,Widowed,A,E,D,-15.83537487652545,A,B,-76.76318434130053,1
18-25,Non-binary,Single,C,A,C,-59.44247117692494,B,A,45.45999433198029,1
36-50,Non-binary,Divorced,A,C,B,-197.74729870784486,A,C,-11.696115385211689,0
26-35,Female,Divorced,B,B,A,82.52975705522691,E,E,120.47741456280848,1
26-35,Non-binary,Single,C,A,A,-22.404740175429293,A,A,85.13637918010686,0
18-25,Male,Widowed,D,A,B,1.1597805340398948,A,B,-14.77494920695293,0
18-25,M,Widowed,E,D,A,155.01277263732683,B,E,-175.31028129109598,0
36-50,Male,Divorced,E,C,D,-95.3931935321532,A,B,-179.5764515972922,0
36-50,Male,Single,E,C,A,62.47115599843909,B,C,64.2345378931318,0
36-50,Female,Divorced,A,D,C,206.0579753926084,C,A,253.79521390899836,1
51-65,M,Divorced,C,E,A,19.527006542870634,B,A,37.61356899211547,0
26-35,Non-binary,Single,B,B,A,-40.90543198574379,D,D,-39.901392874237786,0
36-50,M,Single,E,E,E,249.53108327017262,D,D,39.93162321270222,1
18-25,F,Single,A,D,D,69.71098790190366,C,B,-3.0949075829182995,0
18-25,F,Single,C,A,A,-2.070533062370554,A,B,-61.82232259737652,1
18-25,Male,Divorced,A,D,A,110.63991416425942,D,D,4.178902682228392,1
26-35,M,Divorced,E,D,A,20.39999828385167,A,D,86.92724978706666,0
26-35,Male,Married,A,D,B,-151.20476204551667,A,B,25.231447614755442,1
36-50,Male,Single,B,A,D,-210.87218350978839,C,B,191.23833272192917,1
51-65,Other,Widowed,D,A,A,-41.813479463859935,E,A,-25.30696049057192,1
26-35,F,Married,A,E,C,184.8967349263041,A,E,178.9276404452934,0
65+,Female,Single,D,B,B,-53.83831735443556,C,D,19.46344145928057,1
18-25,Other,Widowed,E,A,E,156.32147118031372,A,C,-84.1046454232425,1
36-50,F,Divorced,C,C,D,-56.78712408325065,D,D,-129.56406925067165,1
65+,Female,Married,A,A,C,70.62992353991356,C,A,54.82993373175079,0
65+,M,Married,A,A,D,180.66629986049043,A,E,-100.37371730034772,1
36-50,Female,Single,E,C,C,49.093929539033276,E,E,-136.26596781660874,0
51-65,F,Married,C,A,A,169.52124929899367,E,D,71.59197325318283,0
51-65,M,Widowed,A,E,A,-26.54405069937018,E,C,14.284610892536358,0
65+,Female,Single,B,E,D,10.035686192462467,C,E,-8.396760018987557,1
65+,Non-binary,Widowed,A,D,D,62.468658202958515,B,E,-3.8879814351507336,1
36-50,F,Divorced,D,D,D,-245.15837389833143,B,D,-176.39889070553204,1
65+,M,Divorced,B,B,A,25.493053669463055,D,C,100.70117101186497,0
51-65,Non-binary,Married,B,E,B,30.0143744440527,A,E,163.4163590067122,0
26-35,Male,Married,B,D,C,97.55741411289328,B,D,132.84714406643388,0
51-65,F,Widowed,D,E,D,-76.32002617384337,A,C,100.91261996617817,1
26-35,Male,Married,B,A,E,-40.39296263523929,D,E,-186.33300732588535,1
26-35,M,Widowed,B,C,D,54.29471087617518,B,C,-57.52299160243469,0
65+,F,Single,E,E,E,-93.78127519419392,B,A,-240.2619610825304,1
51-65,Female,Divorced,B,B,A,58.122124231962836,C,E,54.135871114798725,1
65+,Male,Single,A,E,A,-148.0723369281608,B,C,165.0450044109053,0
65+,F,Widowed,B,A,E,21.970953298131192,A,D,53.405146623294875,0
65+,M,Divorced,E,A,A,245.5546677705061,D,A,11.11528050260868,1
51-65,Non-binary,Married,E,D,B,55.37775964385199,D,E,10.368438575533041,1
26-35,Other,Widowed,A,A,C,147.1671146702377,A,B,-159.34236192030937,1
18-25,Non-binary,Married,C,B,D,-74.71577814416464,D,E,116.5864544466487,1
65+,Non-binary,Divorced,E,C,A,-128.04381756638114,C,E,194.98778835112688,0
18-25,F,Married,D,C,B,54.35160026776449,D,E,-111.7071929174104,1
36-50,Non-binary,Widowed,B,C,D,59.16519935294941,D,E,123.22098409605313,0
18-25,Other,Single,C,D,A,34.29395149400691,D,A,-7.614880944509562,1
51-65,Female,Married,B,E,E,35.22614722554266,A,B,-107.595651107192,1
26-35,Non-binary,Married,C,E,B,83.53475227412129,D,B,-99.69137380357907,1
18-25,M,Single,D,A,C,-38.02569636526618,A,C,93.23143865845672,1
18-25,Non-binary,Married,E,D,D,93.56575554872418,D,E,80.1612591592196,1
36-50,M,Divorced,C,B,D,-66.76666001863859,C,D,-50.08368635690419,1
26-35,F,Widowed,D,E,C,-49.36251468920211,C,B,-87.7088918713965,1
65+,Female,Divorced,C,C,A,-98.85734336502588,B,B,-184.3331758137432,0
51-65,Other,Single,A,E,B,-33.24113383600961,B,D,65.85384761311535,0
36-50,Female,Widowed,C,D,C,16.5346184974079,A,B,214.8288413397562,1
65+,M,Widowed,B,A,C,45.9034071593322,E,C,102.82861043218226,1
51-65,Non-binary,Single,A,E,D,-138.0761922347551,D,A,122.50470880812732,0
65+,Male,Single,C,A,D,166.93333695840957,E,C,-116.13893428258699,0
51-65,M,Divorced,C,B,D,-92.60921936342153,B,B,-19.61433840384459,0
36-50,Other,Married,C,E,C,-10.444386970379483,B,A,-98.04978335897766,0
36-50,Non-binary,Widowed,B,C,C,94.72788724087857,E,C,143.96459164914376,1
26-35,Non-binary,Widowed,D,C,B,-153.86659095956696,E,D,31.523572309822924,0
36-50,Male,Widowed,A,E,B,-112.34353303902971,B,D,-80.9032587985611,0
26-35,Non-binary,Widowed,B,C,A,-74.67102486158423,C,C,-159.4082337521057,1
36-50,Male,Married,E,E,B,59.624956424561844,A,B,81.18776181624952,0
18-25,M,Widowed,A,D,A,120.44178037497078,A,E,-116.29019489710161,0
51-65,Female,Married,D,A,E,-11.75325576592148,C,B,-91.16569285273029,1
36-50,Male,Widowed,A,A,C,-112.07788356243815,B,C,-123.43724421967173,1
26-35,Non-binary,Divorced,A,B,D,19.041185227984045,A,B,-31.142824683540603,1
65+,M,Married,A,E,D,-100.06037803613896,C,B,-32.21114400589095,1
18-25,Male,Married,B,C,E,34.49368078191211,C,C,77.70507428602332,0
51-65,Non-binary,Married,B,A,D,-18.031235422612717,D,E,-59.883980744876865,1
51-65,F,Divorced,D,B,C,13.439031622090036,C,B,103.77527714561356,1
18-25,Female,Married,D,C,D,-33.41355137762715,D,D,172.67261848857433,0
36-50,M,Single,B,D,C,-2.4891407917637607,A,E,130.25191134872566,0
18-25,Non-binary,Divorced,C,E,B,25.683199354990776,A,C,61.835985424004726,1
65+,Male,Married,D,C,C,-246.30970076948495,C,D,90.20999884151996,1
18-25,Male,Divorced,A,C,C,12.298025785063222,A,A,67.4012539515079,1
26-35,Male,Divorced,C,C,C,-50.263601108248736,C,E,-90.39826326270564,0
18-25,M,Married,E,C,E,32.46327448180934,C,B,49.66740436886068,1
51-65,Other,Single,D,B,B,4.106079071814337,B,A,-9.908371097187347,0
36-50,F,Single,E,A,B,59.89397094389396,E,A,-17.499436247598606,1
26-35,Other,Married,D,B,A,57.388250424326415,E,C,88.84716837520672,1
51-65,Other,Divorced,B,D,C,-124.71263920718765,B,A,121.9972158709322,0
18-25,Female,Single,E,C,B,-62.076909062006806,B,E,47.68248471263003,0
36-50,Male,Widowed,B,E,C,-82.47143076930425,D,D,16.545316090892463,0
36-50,F,Single,D,D,D,106.62939990997336,B,E,-48.95046043315405,1
18-25,F,Widowed,B,E,C,-25.0279361911387,C,A,-22.04231045033021,0
65+,Female,Married,E,C,A,-9.283303645982198,B,C,-51.68520842170974,0
65+,Male,Widowed,B,D,C,-67.3203076902111,C,D,-75.75076687160582,1
36-50,Non-binary,Divorced,E,B,A,168.64913014571226,E,A,-75.16185431231762,0
51-65,Other,Married,B,D,E,36.362246332388445,E,B,-103.18273435451526,0
36-50,Non-binary,Married,E,C,C,11.074396770286873,C,A,1.7863742372970308,0
36-50,F,Single,D,C,E,-25.256356315756634,A,D,70.90146275786236,1
51-65,Non-binary,Divorced,D,E,C,34.645533820217075,D,E,146.3411086525248,1
65+,Male,Single,B,D,B,202.64971685260608,B,E,1.0472775832572196,1
26-35,Male,Divorced,C,A,E,61.992634233241425,E,D,-61.097305672810066,0
18-25,Female,Widowed,C,D,E,-66.57998712404452,D,C,-86.14610664899047,0
51-65,F,Married,B,B,D,86.46680010014475,C,A,-104.18591735805138,0
18-25,Non-binary,Married,C,E,C,-29.359415453353176,A,D,-162.19793422472128,1
65+,Other,Widowed,A,A,C,-127.43770038286894,D,B,49.25676404442299,0
51-65,Non-binary,Divorced,C,E,E,29.765638120911376,B,D,-150.74972655314792,1
26-35,Other,Divorced,B,E,A,-15.987211140184176,B,C,20.70570491396619,0
26-35,Non-binary,Single,C,D,B,-52.81733829868786,A,B,-12.49911229685488,1
36-50,M,Widowed,B,D,B,-55.75485944202211,E,A,-71.73312854031076,0
51-65,Other,Widowed,D,E,A,-129.91364477721405,D,B,-27.200498150526148,0
51-65,M,Married,A,C,A,-29.881588590711694,A,B,27.949314870094334,1
18-25,Male,Single,A,C,B,-31.593809864743456,B,B,90.98551862785617,0
26-35,M,Widowed,A,E,C,-84.11251722602748,A,C,81.50371006747247,0
65+,Non-binary,Widowed,E,D,E,132.9142209831882,D,E,-60.8554239372655,0
26-35,Other,Single,E,C,B,-25.664428916642006,A,C,53.757583233563054,0
18-25,Female,Widowed,B,B,A,64.17430062381658,C,A,44.78168132287748,0
18-25,M,Single,E,D,D,-59.52559447188228,D,B,88.22848355510928,0
26-35,Male,Single,E,A,A,91.09226763180833,E,D,64.75529020711666,0
26-35,F,Married,D,E,A,95.06816051575223,B,A,-131.38285919832856,1
65+,Other,Widowed,D,D,E,159.3766960136398,C,C,18.118626982709376,0
18-25,F,Divorced,A,C,E,-107.17704576289341,B,D,20.797900593345915,0
65+,M,Married,B,C,D,97.64766795553467,D,E,-153.92629824194367,0
26-35,M,Married,D,E,D,-2.603347371749946,C,D,70.013191496048,0
36-50,Female,Widowed,C,D,A,51.18213975178819,E,C,113.32034556256814,1
26-35,M,Widowed,C,A,B,-105.16996167496431,C,D,200.87616191516884,1
65+,Other,Widowed,B,B,C,-196.2545016470203,A,C,93.11170617572924,1
36-50,Male,Married,A,B,C,16.787138104304454,C,A,174.84584760051837,1
26-35,Male,Single,E,C,E,-87.24542304667753,E,C,-247.0222454556009,0
18-25,M,Divorced,A,A,E,79.57155613009824,B,D,-15.279684199396964,1
18-25,Male,Divorced,E,A,A,138.113822856208,B,B,52.6346861523607,0
18-25,F,Single,B,A,D,32.33216449670909,E,E,-134.8539671251593,1
65+,Female,Married,C,E,C,76.00015224595677,E,E,22.250854493360755,0
51-65,Female,Divorced,B,A,E,152.00893576763013,B,E,288.0978879940999,1
65+,M,Divorced,C,B,A,111.7402343873428,E,A,-120.81479101169836,0
18-25,Male,Divorced,D,A,E,51.83922726822831,B,E,75.65750777834506,1
65+,F,Single,D,E,D,31.01863837535618,D,E,100.75791592489864,1
18-25,Other,Widowed,E,B,B,5.9915452416295665,A,D,-133.30174755845908,0
18-25,Female,Divorced,C,C,D,54.91657470568164,B,D,-69.58413080158195,1
51-65,F,Married,A,C,E,8.603389943960032,C,A,1.0142158767441545,1
51-65,Female,Single,C,E,E,-17.694188872339346,C,A,-2.7166035936057606,1
36-50,F,Single,A,D,E,104.99026645742417,C,C,32.266947231391704,0
18-25,Male,Married,D,B,C,-46.13966754602444,A,B,-190.002915095278,0
51-65,Other,Widowed,B,E,B,107.8697377464977,A,C,-41.11464081689593,0
36-50,Male,Married,E,C,D,30.11021602671502,B,B,-154.12955153544158,0
36-50,Other,Married,C,D,D,-201.78900181996337,C,E,-169.27194306842637,1
65+,Non-binary,Single,E,D,C,-54.65623697656948,C,A,-104.67869476820721,1
51-65,M,Married,B,A,B,138.65135959726555,A,A,72.37513492211308,1
51-65,Other,Divorced,D,C,A,-9.192314801597684,A,E,7.8780725341561375,0
18-25,Non-binary,Widowed,C,A,E,-22.650284900491407,B,D,73.14074469954267,0
65+,F,Single,E,E,C,5.621320149543606,C,E,-188.165657829049,1
36-50,Non-binary,Single,D,B,C,93.89568258051571,A,E,170.2417819014586,0
65+,Female,Married,E,E,C,-26.98832286644805,C,A,106.86061105134259,0
51-65,M,Married,C,E,C,-21.631475544022962,C,D,-35.37820938135812,0
26-35,Male,Divorced,D,B,C,71.15581251455406,D,E,-124.68283746704061,0
18-25,Other,Married,B,C,D,-74.58540583035877,A,C,73.5226928208655,0
26-35,Female,Widowed,D,D,C,-100.90165770585502,C,A,65.55062196727447,0
51-65,F,Single,C,A,E,-26.82869706406367,C,D,-97.59984714732315,1
36-50,Other,Married,B,C,E,-24.920358862578823,A,A,-178.84313182846307,1
51-65,Non-binary,Married,C,B,B,1.978603577159347,C,A,118.55503478221607,0
18-25,Other,Widowed,B,C,C,341.50775310607287,A,C,33.136308143008705,0
36-50,Other,Widowed,D,B,C,41.97277383741507,A,E,-77.7950414565684,0
51-65,F,Married,D,B,B,1.7770458683481645,A,B,42.39219741751719,1
65+,Other,Single,D,D,D,121.14558594558453,B,D,10.42991184156282,1
36-50,Non-binary,Married,D,A,C,81.51186462786663,D,E,16.914598944050375,0
36-50,M,Widowed,D,E,C,4.963584612815329,B,B,-86.8728350935387,1
51-65,Male,Single,E,A,C,12.999465156261314,C,B,-90.95261494482854,1
26-35,Non-binary,Single,B,E,D,12.900041278353722,B,C,-44.44108690127848,0
