orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,B,-7.999013699205534,-48.32926326582519,49.85110305039818,D,173.21554275439527,C,168.26063133785138,D,A,-88.93374074539283,B,A,127.4440074274257,77.1400692663153,-74.40814656238808,142.39965777520175,-124.28688659738962,B,0
Heterosexual,E,-29.115680390354683,6.906766260721657,-54.09148306784422,D,129.37204625691757,B,-78.77986481398142,C,C,-145.337890532654,C,A,108.22853421688139,-56.98775147383286,56.89697559054798,-75.4080998687511,-6.395115566289535,E,0
Heterosexual,B,108.6501447392243,-57.61508065394637,-144.3972848108843,A,2.0371383030269414,B,13.857434903616408,E,E,-18.116023921444366,E,A,1.416814812215517,235.19833016108888,-275.4270432253812,-9.613850802110562,-45.31210860606904,D,0
Heterosexual,C,70.68360650366407,15.661041253364491,-84.89997687186099,C,66.51395116007424,D,89.88427786677656,A,A,11.63970660000831,E,B,25.87080111785638,-16.31847671786547,84.41534260292774,-13.80500397014728,87.04686315546752,C,0
Other,B,39.49543340868764,-127.91349301514849,49.04374335303597,C,-54.66152153874471,C,-34.7518995982247,E,C,-67.60337462952513,D,C,-89.94936377026427,122.70471449325917,22.77184621187422,-61.60613676058261,-14.816914655783398,B,0
Other,B,-8.546284727727423,-81.03822330021688,172.45184418460897,D,-11.047529261478656,C,61.35147172621318,B,E,4.91465381120789,C,B,35.20929181873589,9.022538762574435,236.25435489427886,-45.57608169162577,89.03070636505224,A,0
Homosexual,A,71.40326976880435,-12.553144473739177,-33.5703066523577,E,76.60949072874064,D,-54.22483541830635,C,E,120.05901381064778,C,D,-81.52207634737773,156.70394951687186,271.0002414662191,-130.91919136336273,-51.62449328888168,B,1
Other,D,2.080172372557866,-10.597938808075977,-9.69242342393356,C,109.73759704528261,D,-14.586999944786792,B,A,17.172945816150083,E,C,-0.5759469100514727,58.30019049855992,184.0930186378675,116.45700073396301,87.93076483658056,D,1
Heterosexual,A,108.76688080280886,11.080942984474575,-58.40947100430645,B,112.61751450673107,E,154.66531142330118,B,E,45.586496511350724,C,E,-187.65937624997883,0.6663367191278237,54.672611939744996,-64.56004730077879,49.10001017092715,D,1
Other,B,111.97879919769133,117.53508082773688,-131.7102819656086,B,-28.273913451557902,E,124.54235581772406,B,A,-69.08207706093988,D,A,7.57928674497533,-21.896354423643974,-59.25521979564863,-84.6560573161686,32.76022877613399,E,0
Homosexual,A,113.37258410754846,67.8651179528868,-81.11377875645933,A,-147.50485407721027,C,-95.78727465176829,D,E,-91.35849851966836,A,A,-82.43458482569508,158.20381986650614,28.76647671648171,98.04688270698111,-38.84713700615006,B,0
Bisexual,B,12.42762685818091,-19.570280262639685,-47.82600324996806,E,1.4579488036571875,D,-66.43749204455509,A,C,99.43137144861831,E,E,26.114332637040228,-114.24242350115561,102.98979417747009,-196.46511331449386,74.14173614873215,C,0
Bisexual,C,25.29054200719009,-1.1591027874234623,121.0504355083312,C,-23.63160955240461,D,-116.45933176074837,D,E,140.57804484265435,E,A,-186.7054745728015,17.059245571672584,-98.40113208679543,-66.05599403402523,-28.119907322316994,D,0
Other,D,-69.37310583469991,19.024586044967425,42.93814457290354,B,-172.68832572226972,B,120.48771434084884,A,A,74.29258973259147,C,A,-71.92960004661214,22.050798489641135,132.55819324379172,195.51608531117375,29.762654327190415,D,0
Other,E,-33.6827298018293,-33.2996505735397,-20.442293995057437,D,16.2254854872292,B,-38.31166987399761,B,B,101.07810338701546,B,E,-31.21509100076561,-2.5791075718372207,80.19832168111779,150.3817802372091,-111.51651774118329,A,0
Bisexual,C,-9.709757837550926,12.597143788190959,-49.185919894916964,E,-24.27075768881564,D,81.62131113443716,D,B,-80.49869399515264,C,C,91.24446180068378,132.26753115419422,-176.81784844338105,74.37510263420499,88.26376689239345,B,1
Heterosexual,E,-82.88439645406693,162.67722273736896,9.556243767493351,B,-20.846083877210617,E,-56.48435277279524,C,E,-72.49009955581207,D,E,-0.33919477327429387,57.54789750995164,174.7293223037823,79.48315212962834,-58.011915650560105,B,1
Heterosexual,B,65.09244477584588,-105.61281334953341,-28.140960024894962,A,-80.10786109536983,A,119.5796098498411,B,E,-5.725999893757142,C,E,-92.0589297722842,-162.2668081005368,49.60682288889175,112.9584023079165,52.94871634655834,D,0
Other,C,-57.056862120711195,-6.1135808844135635,-17.519843672264244,C,107.23728204956996,E,0.000642585637004972,E,A,97.85628662004255,B,C,1.426052760683469,-100.27134939790703,-322.72923961278684,-81.27467178458576,-46.05826897039417,A,1
Bisexual,D,42.91166718007562,-157.54446288888312,-53.86690358352403,C,-39.87633444020328,D,99.24182024213522,E,E,-111.86537499233557,C,A,-153.79548079289808,-71.2276110666173,-22.361845674541943,171.1671742209616,-102.67885478824856,A,0
Heterosexual,A,-14.362725793046383,-174.70878934025959,-34.91432050840155,A,-3.2985388829047295,E,12.539170175658686,E,C,60.05055076205532,C,D,0.27119864082758516,163.55787462025987,-88.36301188202711,21.33873440939331,33.87582000225407,E,1
Other,D,-37.51360717514692,93.43394478807996,37.213037653127046,A,38.20875839352659,A,-191.10739632054242,C,A,-1.8372677065041458,B,B,-80.37106000451715,-64.89427409706133,149.27941841700178,-94.4471430074037,-78.45844175581492,E,1
Homosexual,C,53.939793742758155,-14.411206019946318,-11.465869132419924,D,15.48552568670973,B,6.782361813524094,E,C,-14.789946763526828,E,A,-90.37402366536146,173.3033627230036,-204.31971312785757,-16.020400014757033,-88.11042842421931,E,0
Bisexual,E,-90.28315937842251,-25.645913463068737,-70.34010911528587,B,103.76718145369712,B,-77.06793993998019,A,D,-24.67492743651509,B,B,43.23002740946617,-30.847321627022477,-148.97850561274154,-28.542058009161437,44.127322620068846,A,1
Homosexual,C,160.10352101294416,11.69835279045823,110.65897580448605,B,55.63210545413072,D,-65.29541032986054,C,D,-199.0272024932551,B,B,204.20271504075762,-148.66688483859392,105.68211012849815,165.13785545156364,152.83820805252284,A,0
Heterosexual,B,-313.18924329663787,90.38614619127175,-42.138217253402885,B,23.66729802204281,A,-12.930893823222329,C,C,41.96348213338861,A,C,51.34172662336045,-108.83122655971763,-26.959183644021422,97.85153974002483,0.17658943782590425,D,0
Bisexual,D,108.81385239254536,88.08230215330103,-91.30004399148235,C,18.185791063380538,B,48.20079959977235,B,D,-3.9829254822993287,A,E,196.9050567943814,109.34851727922019,-97.66244074452362,23.523771978144072,-99.71277447523444,A,0
Homosexual,E,-43.26234803173609,89.40641799477856,-21.86047213454046,D,-3.13380352662372,B,-19.78628653182235,E,A,19.86192440556362,D,A,45.29377953811494,-39.4401203851107,-94.35594735574404,209.89424749913357,179.69460128537295,E,1
Heterosexual,B,25.617903715522196,-58.221085505013704,-37.30175879721136,A,-31.31345268891667,A,-114.40644706789375,D,C,82.93859962500171,C,A,43.13346801496977,106.85227062458237,-47.61413039585485,56.79735900514763,42.94836178909558,D,0
Heterosexual,D,244.45675335283676,92.06820634167902,-55.223787346092045,A,60.433337590516025,B,-8.582401664202319,B,B,-131.2550979325728,B,A,-36.223861562930686,-88.04205973277506,-71.40857027932522,-155.15063770239885,82.12865374585725,D,0
Homosexual,A,-25.98460021350688,17.877560950346545,86.74500101954594,E,119.84775878787408,B,0.4409788604446367,B,D,-41.43035634222173,B,D,89.634848015018,28.041118934910386,88.32436108235501,-73.93348026169856,165.55232093548187,B,0
Bisexual,A,9.1530456992328,102.07245992994936,72.75725442538412,B,133.79329957870826,A,10.393298047079021,E,C,77.53814201176664,E,C,3.920935091995073,53.10719027934733,-29.8630442658624,-4.846656123340942,-68.04407995393994,B,0
Other,C,71.05772938892359,-11.603974813653632,109.02043078415437,C,53.169561739310446,C,94.2084592204691,C,E,14.770476679533095,A,B,5.347273606901349,-81.88223862114499,-43.55301687465798,-86.55211268365218,84.9253318947051,A,0
Other,B,-47.68038845908952,-82.69618296912789,-151.6366892036358,A,-240.01018945741689,D,-87.55192405136998,B,E,146.17182155996983,A,C,108.15660544121184,16.989724396000355,-166.69934424883195,37.80895391513911,-13.260268898342906,D,1
Other,D,46.890724335788335,107.66601757554943,89.75352309005244,D,39.706979182005895,A,-121.75647747210037,A,A,-147.4207738501066,D,C,-107.82837684707185,-1.9120427977673369,-69.41978353152423,-77.21739001018338,-82.97567117322573,D,1
Other,D,172.75923699838594,74.82417483721784,200.38519071868328,B,-2.9673557952517986,E,66.00630297373841,A,D,93.4153235096527,E,E,-2.0956465455500317,-68.1414115685424,125.21971638423786,-40.95371587560436,-118.12863001900031,D,0
Bisexual,B,-121.22314766939964,63.57076616341947,-54.146668346632474,C,19.784744670799675,B,-17.399898746116943,C,C,70.85899850959217,C,E,-3.2816472721467584,5.521283775464261,48.86444558086935,-156.1538779297474,130.23105465932508,C,1
Heterosexual,D,-68.38522101127384,193.83182416422466,-12.896639243690963,D,-35.48850313339752,E,38.488832260667074,B,B,91.12592128104916,E,E,-6.484046143118882,-77.70163800974768,6.761250123486782,116.94028646480008,-0.3279654946779678,E,1
Homosexual,B,-153.23703174753388,31.72182069604362,-101.88390704561824,A,-149.3126532428089,D,-46.04072784027348,C,A,68.71988547349177,A,A,-48.797571805309005,75.94326260610372,31.21511331012891,99.29022221176285,193.17540762807124,B,1
Bisexual,B,19.782028088876785,-255.57468310656844,-6.4125366758479325,B,-224.52225335320318,A,-117.10808891025918,A,A,51.22940758544631,E,C,-87.184543273558,-40.19462082881343,54.50233568993077,121.85759460423684,45.902215903907646,A,0
Other,B,24.834667736688672,0.7937055151209524,0.3771370856279386,A,-115.44072064162458,D,39.55393547325058,B,E,31.369969234482586,E,B,3.066951276319116,-142.13073917446908,20.92149505964673,61.20868080503685,63.28703300215777,C,0
Bisexual,B,7.755772299260576,-178.58049756811715,5.083479167223729,A,-89.50244293477544,A,200.01133313903966,C,C,197.0700233400377,B,B,170.57063202268162,-1.2636407771858784,-124.35276691938355,120.66575047872028,41.644409745248275,C,1
Bisexual,C,-38.650975686536945,-73.04335091505595,20.355907938823783,D,-173.71947988436568,E,-105.05043723943042,E,E,93.6397621150495,E,C,103.9960646901648,-2.027763356970256,-63.20506392227162,-73.04588178861268,83.28542330770753,C,1
Bisexual,B,61.404618813184996,4.978102957437304,31.822866708227117,C,-12.200345499986307,B,65.4309758000705,D,B,44.593175645607836,A,E,146.51686909654353,-69.99587457093313,141.0371220082264,44.949293635070745,110.14948160028739,D,1
Bisexual,E,-94.68751745659428,-38.543184808342865,65.60819623801747,A,-150.05106769210386,D,97.91446701953183,E,E,250.20272508175455,A,A,-54.77086000973498,148.96784499606207,-93.29676441248861,-60.9919604966231,0.9679058992371249,D,1
Heterosexual,B,143.44381690510443,-165.57292848253863,50.3885152457503,C,-127.17672714881996,C,-135.41642828246825,A,C,-7.71362671142438,D,C,141.81864925967832,130.4195634068048,-31.117914889881625,-3.984748374998744,-135.54436837126858,E,0
Bisexual,B,253.8761386972792,69.55483896838865,73.98885588397648,B,-24.18607961625763,E,-80.99903703903409,D,E,55.88361050695894,A,A,32.042258740354015,51.58581107352872,-133.07205439502303,125.68431895635975,61.69433017549427,A,0
Heterosexual,E,205.3667512653795,62.487909450843496,70.33204056712556,C,3.040072011909912,C,-65.05571859668137,E,C,123.53693646497975,B,D,-66.11233531360108,146.00831397840648,50.26597853130268,106.01949149461927,-27.42903572041197,E,1
Heterosexual,B,56.560219841835945,-22.03877305587482,-114.60437749668068,A,-44.90311695851377,C,98.07589792262041,B,E,-265.36808660485883,D,D,-29.405460148685947,54.02072528956502,78.01435947928329,3.2259122859799283,-1.520169776323066,E,0
Heterosexual,B,-137.73650712339588,43.39210323790628,92.4225541574169,B,52.039603433626816,E,145.15303882269453,C,B,-67.82516591233562,C,B,-72.08749757619604,10.268216735425586,93.97048240502698,8.184479900216866,-59.04338043990439,C,1
Homosexual,E,-8.752733329189471,14.662110845728888,14.675464619971212,E,38.25276796278553,E,-82.77857687390376,B,B,19.42915481115853,E,D,78.22249966608366,-129.72321533173127,3.5445351235165097,-62.7921791430378,-40.728489602246896,E,0
Other,A,-133.9938194899062,-107.30167802619563,-92.36874727551977,B,1.3634386943618901,D,107.8668923667992,B,D,4.605555421473593,A,D,215.50871770877654,-5.544492058924194,78.8144657078257,58.54857196760918,-49.949932076233125,E,0
Other,C,31.9379983301704,84.86451637345635,-10.241385330330962,C,-100.94886509846093,A,-86.88471080643512,A,C,-135.82216960883284,E,E,112.18908881760792,-62.238280248586086,-66.21804305397717,104.69556335618127,42.88914395073927,B,0
Homosexual,B,18.757839307127863,-68.19355150006086,-18.861703923623967,C,59.627582806615706,B,33.54756717885499,B,C,9.352194338913515,C,D,-147.25180291082225,121.11656486780149,-14.978975425299252,-62.93434552706738,-84.05650874507516,E,0
Homosexual,D,-5.815127594780327,-1.9017138544096066,-139.6935540307299,B,-202.0327242925953,C,60.6372071760765,B,B,-31.549124378937034,E,A,-199.16433619495453,-43.39770113174687,56.64727224038955,-159.79715932020477,-84.62617322869926,A,1
Other,B,40.87328038339955,-110.41868764583545,-107.44948280422474,B,-69.26558986165693,D,17.482992699813995,D,C,-7.927586164434917,E,B,-7.546192333582721,93.63660600707168,37.779124270508575,-51.10159137064373,27.03375865563922,A,0
Bisexual,E,152.1911020122417,6.571236503709696,114.95691892730993,B,-27.15354130905721,A,50.48234995823066,A,D,3.073253236685429,B,C,22.682470369538585,-76.42816997243428,-77.61750210297855,73.35765879641485,-27.21496908536036,D,1
Other,E,172.1826933250378,-72.19831020626957,140.34729885221603,B,-215.72802812442532,C,96.97008704596493,C,B,52.09332254921225,A,D,91.78296059367126,-219.4315350058142,201.87859392714373,0.7261562916703299,-155.2045272188479,E,0
Homosexual,D,-24.9637010477535,-117.57932560682931,119.36253268347706,B,-0.04384071918532227,B,1.1761125097769138,C,A,-189.04965972759607,C,B,-133.74156896214157,-48.284636972323725,14.853574629947348,-117.80651378775853,-0.5822613775501769,C,1
Other,A,32.05105235637305,227.11471880723371,-112.14415645892461,D,104.07124149080167,B,26.24874853304211,D,E,53.808504089114386,E,A,67.62368427168336,52.91922686261182,-131.7453276286868,-11.179097804807876,4.972428648422477,B,1
Heterosexual,C,-138.0261702127862,-126.93002411149368,-25.96193207713095,D,-106.25207092657676,B,-46.313057515229104,D,D,-4.132794564976277,D,E,-2.3722923757909107,40.7861450841228,16.76925587723183,-1.1469120613443038,-1.51236434585254,E,0
Other,D,-71.41895839601469,133.21394678444892,-90.94392590778615,C,-152.17269023398677,D,-155.22370073808545,D,A,-25.667772318502003,C,D,234.38819986875936,14.79911502851132,97.34625131753887,144.19339320019944,-111.13481430045805,E,1
Other,D,-100.1654481028738,-29.12549136042476,-43.285508780378706,A,-106.63740582876106,A,-118.99165268657394,B,B,271.3760452313407,A,C,45.96172647045613,96.94149831905973,34.02769348232428,114.90361868170899,-41.62740254121273,D,0
Heterosexual,A,-33.84777305577354,88.41507105353853,-8.800872359392567,B,-20.56597001504435,E,90.92879146239736,D,C,216.9805427299879,E,E,40.40901548764436,-58.08420780902404,-92.98768433392218,95.08169932494,4.609821599658025,C,0
Heterosexual,B,-17.922918813429316,157.58179644970477,138.23195281265396,E,56.45724717361268,D,15.968727443248449,B,C,-21.550381682157138,D,E,66.73943982416004,-86.24299534114641,-69.81509201647242,88.59378644060175,7.752471871453246,B,1
Homosexual,E,-41.45106930232109,117.85785047193325,185.8578038071838,A,89.52181978651326,D,10.135651543986693,E,D,158.85322811985293,D,D,-66.40250128313991,93.05285634904088,137.34736344256024,92.18941623862844,99.28972232016471,E,1
Heterosexual,C,77.96639058589638,-25.204944486275334,-80.97001577797023,C,22.78464771551016,D,133.56992383659974,B,E,-208.62273029986193,B,B,126.10648621653695,111.7557154762282,43.399386507924106,75.8799827816865,228.3346914279128,D,0
Homosexual,A,-48.469060026437106,-109.92414604367806,-30.170319019584884,B,-51.19031264817055,D,36.45680565716357,D,D,232.4600906933296,D,E,-14.037224321456577,-30.711988639409693,-71.49501212709335,-89.45562244840423,158.6276980906632,B,1
Bisexual,E,50.829336132629834,194.6425451888157,6.0493792670421795,B,-179.4962725379363,C,-31.13866801436182,A,C,-10.991526798060484,D,C,47.18317133618219,-3.6754239850508297,129.84065245932445,-115.5874442670357,-3.929604199551711,E,1
Heterosexual,E,103.02901796136564,-138.30234420508037,29.50926064773249,E,-91.83256191843248,B,139.52608611026173,C,D,-28.96308794355426,D,B,71.11388908373422,26.942352870280438,-138.62790285364466,-6.99705811372738,-126.22283387597022,E,0
Homosexual,A,68.30237924295227,98.77857453014288,-33.36585763153072,E,20.357665897592277,A,-99.75142802208931,A,D,-45.06294943786045,D,C,-140.96876028672642,21.984748973278794,51.07148766897338,-220.1973161256222,73.37065897630293,C,1
Other,C,192.84192765950908,228.9778984328383,-86.23174405506356,B,-73.19649377178912,D,143.05046414602594,C,E,77.20979816617132,B,A,35.09316407166021,16.540919450870565,123.07245295254319,75.81867438583514,50.831662856875404,C,1
Other,E,-26.347017299964858,-110.00694442063764,-56.90414945792399,A,-135.14211668798924,A,-2.603694232116297,E,C,-44.112643200204054,B,A,132.60388790357075,-97.37734356196732,-8.070733200090821,-60.409105109381244,-147.06304134064015,D,1
Homosexual,B,-185.0781390991325,-146.86988972873812,-288.93073046217097,D,109.27442840684631,B,15.644470565733007,C,B,51.63866543583916,C,E,93.89155434169368,-27.584038066109944,209.35234857640577,8.909154125304134,188.55117870706718,D,0
Homosexual,A,-41.51692218621567,42.327766604446225,36.79768826705396,C,155.41517835599365,E,127.53499433905688,A,D,-51.77704152841965,C,C,83.41805705007448,17.24302789202001,18.996141501352433,-99.90603659933677,22.084165924163823,E,0
Other,C,53.16782576208941,55.02375577500974,48.403217318417404,A,189.7325568672493,C,10.286226422801127,E,E,72.8928088980888,B,D,-0.4229009237564461,27.000738878172914,81.84733747977026,72.07875712512684,-138.72307863198827,E,1
Homosexual,B,-96.37052342461155,-49.72910489580645,-105.65453900658994,E,44.13522611787706,C,-149.24445897552368,D,E,-83.91070495720238,D,E,-11.777860400279762,14.385749549606095,-57.43935711848969,101.083549376716,61.95233972244496,A,0
Heterosexual,B,-149.30870645733862,17.316168800312912,-100.36952663550802,D,26.332442849205684,E,46.24091711133904,C,A,14.080688777126326,D,C,59.08295582079736,25.86970831530127,-115.49040029001316,190.05517094545183,52.35950622793798,E,1
Homosexual,C,7.543301474135365,48.99400051023901,27.925665439242437,D,18.21295712174035,C,-129.38159576547008,D,A,-47.84152655844794,B,D,-12.014879227106814,81.23842039963361,44.6150322970372,-78.86916878884514,25.88103118829502,C,1
Bisexual,A,27.92123495151647,96.92024828157915,-42.964417400112225,E,-86.67364813334757,A,168.46719522857472,E,C,18.356821022627994,A,E,91.08317181476386,89.8735648439881,112.59208208236602,51.46906411928512,-56.69099934064066,E,0
Bisexual,C,-146.86046601605705,77.17582044172437,-57.00746811610602,E,-120.71116351883273,B,30.914322515937435,B,C,27.539939611981584,E,B,45.71991666484265,-8.677771902587542,112.69309763711033,70.56773127204119,11.823336704976189,E,1
Bisexual,C,66.66553963640317,6.490989975595098,18.636964184085368,B,-16.395455060774623,D,-122.51979375996396,D,E,90.49170812320271,C,A,79.45273257620194,-45.42641977590346,-114.9387819289112,29.32180715620307,-128.47538253459106,C,0
Heterosexual,A,38.20122715350219,-76.54747165956182,-28.617385747288758,C,49.04637607081889,A,69.62259193281808,D,C,43.95793903720429,E,E,-47.85236594257653,-38.09103112038254,168.34497387190004,-64.2743559473786,103.5667239383859,B,1
Heterosexual,A,-63.60931239147065,-33.81909374437408,-63.6846103162941,C,109.34475623249809,C,35.65676748243058,A,A,-234.70712002172127,B,E,-51.86105666722024,-120.78084890524275,59.51509557218774,-5.373464832329939,-47.568327954115155,A,1
Heterosexual,E,-83.85058926223536,0.4070037019176475,68.87507728662708,B,42.12446649979453,C,169.4360159746051,C,E,4.163987457316372,E,C,-8.086430578833603,200.1930365467421,-73.43589117812525,-177.93762878529205,-112.23564049053843,A,0
Other,E,-56.80408372427799,100.17947159526253,-91.74387232370682,B,39.03110513455454,D,-26.553989762836892,E,E,-125.8875720194557,A,B,70.38551062169334,50.059875639315266,-106.27564506252192,72.47112603176787,-87.9207094641479,B,0
Other,A,135.52028648451306,31.78992782324804,168.57414930253728,A,165.6268187592443,E,27.380200152203987,C,D,-37.82771349238452,E,E,-123.61193728306232,-28.326112834712568,-98.55183865844734,-80.00059222283225,37.154272703553275,B,1
Bisexual,A,-174.12775440779248,-76.29795402967348,31.19613613533146,C,-159.35452391968795,A,46.69028740953801,A,D,-198.85503587522174,E,A,-15.355254151130303,-105.33705988532387,45.90782646738696,87.64536896863945,-58.66203188939827,B,0
Bisexual,E,125.85133677371554,-2.5775185387891444,159.21704025933641,C,-64.2433558402335,C,-125.81098539152012,A,C,-22.20021238949575,A,A,-41.52908958185276,-44.575208146745524,35.69848209104303,-33.53407437644708,0.6729999220954735,D,0
Homosexual,B,20.033945994294697,121.02516264887366,-14.15015646236606,A,93.80873489401105,B,-30.524681961616494,B,C,-238.66030822564483,A,B,123.32648005143571,-24.25108121844197,-78.50468991256007,-12.218302541053896,-55.521357948275416,A,1
Homosexual,A,123.97810076686457,-214.22625127883705,-20.742687838939545,C,131.18837877763315,C,49.8136883195856,C,A,-65.7593542077024,A,B,52.53367535139278,-8.010666637423542,10.540997690659749,18.67573236814561,1.0914476762622691,E,0
Heterosexual,A,76.79962273194707,18.96754759672791,70.91873035412159,C,-202.50502601064443,E,-49.657153127529,D,C,-54.28872171148535,C,E,97.1995740267921,-57.25253231220358,-1.668090382483502,-68.56115049950304,35.23670990874949,B,0
Homosexual,B,0.6052225061990242,50.4861355217431,-153.34549390502264,B,-4.207871333227661,E,-88.97237239520885,E,B,-72.94066391922004,B,A,-71.54599906012142,67.73594344560009,-14.23551165747571,1.5900415370997745,-28.60952576733163,C,1
Heterosexual,A,-55.59223722642884,134.32836729448746,266.43058528950536,A,-85.40764849063088,D,-59.67383879853494,D,B,43.833594815877206,C,D,-80.56049223467842,114.13525531469055,-82.19374978461408,64.84686010848282,15.192272373834614,B,1
Homosexual,E,129.49162850281306,122.77833967400265,161.44109583255005,A,31.052414187552706,E,63.79296549418948,C,D,70.67349955765687,A,C,-77.30664019962033,-64.87791426988304,-180.28791287457645,-49.27364344769693,-113.50164864600296,D,0
Heterosexual,D,25.26453550089483,-37.408016644403986,-40.27642849849319,C,61.588971836376885,D,1.2500856317624702,D,A,-44.71766325530246,B,B,53.24831898209935,85.07856153287247,56.415543855698026,-16.548483073966054,-105.44676557540573,E,0
Other,D,53.98443820657071,-116.1248660995718,-95.72901910716175,B,139.92751039368756,D,109.2720966599674,C,C,27.06251312059333,D,C,-11.539988734418701,44.069287241819296,1.2967747107819985,100.80531948245519,74.00907979259853,C,0
Homosexual,B,40.183944288478486,-190.86389708835506,-10.687955579587667,C,12.829185712323277,C,-148.9789247156465,D,B,16.191592256814864,C,D,38.42629880826813,-73.58868899007898,-21.989271723597845,50.57157845227308,-0.5564799794746498,E,0
Heterosexual,A,-26.050143592107073,-193.13716078103786,227.01158388525457,A,178.12407228885004,A,-36.7981586945399,C,A,-35.19792732772263,B,A,-159.325202510581,-58.6066596169614,-151.48679239950906,-182.1445602386192,-14.915811305285153,C,0
Bisexual,B,83.43598624073135,-8.341497399451029,-142.88664311979798,D,-180.5402158501544,E,-9.71236433320032,A,B,67.94739417977172,C,C,105.51067252026381,51.12440524732246,-129.60794410577842,46.5066203088502,150.23893154078775,E,1
Homosexual,C,14.268063288688715,4.656771573251144,44.012642180299856,A,-89.84581078689288,C,100.4543991842418,A,A,40.323952955110954,E,B,-33.181995948505225,-116.22651812705502,96.72437201368294,13.120793390658381,-30.96831477562941,C,0
Other,D,58.40022457027631,-56.095843901488685,80.8822858473242,D,0.8187209126808654,C,102.00161693119784,E,C,-38.507410166874,C,D,-46.00559588446609,147.26509087897713,-138.13797706649814,-48.525278584438034,-36.05638996928449,D,0
Other,C,-15.643844483508737,-13.029873091990854,189.63650782262118,E,214.98023374369492,D,-49.25315167577792,B,B,-14.21780945532333,C,A,104.53497974086775,-43.10862835679682,88.38348099611815,70.27811345114097,7.672374555069557,B,1
Homosexual,B,-137.23036330024337,-16.590514055445574,52.532564600366996,B,6.910904216270818,A,-144.20001601940163,A,E,-38.57439225979615,C,B,62.699875627964516,55.078688204919466,46.47871805027931,-31.08917506309579,-129.74577954865703,E,0
Heterosexual,D,-218.38118148123783,41.369468266554556,-22.096205494543298,A,-23.33966346756334,C,-209.84281108300559,B,D,83.20379448886843,A,B,-41.790455347374454,-85.01436633387948,49.15537039522816,-21.330007841596725,-33.60859329684665,D,0
Other,E,23.997969702008476,-41.448300466668776,-60.724175655997335,C,-160.57568080090064,C,133.39034950138415,C,E,-71.88411412411998,B,E,-248.25758127802465,-48.41834150628346,-91.95505152036111,53.37428149679596,-24.55677986908689,B,0
Heterosexual,A,34.97226833080805,13.990743960451518,-34.1464990628906,A,-144.6899789936901,C,94.60366730700298,C,C,-19.067327029785307,C,B,-103.32575858239599,55.85851705269379,73.08470931815101,-48.16449491831493,99.70759136749977,C,0
Homosexual,C,-92.32645199388627,-108.8184241720612,-9.696871594321426,D,45.413985189299204,E,-14.72562914232815,A,E,-11.463109523989543,D,E,37.042380984028036,39.787552211692976,174.6812324563666,200.0263335984114,-66.67088032345697,E,0
Heterosexual,C,168.52885493956964,79.51982065752337,-85.51032896707353,A,243.67934168158024,A,-66.09414267485151,E,C,-18.196657886164903,E,E,-43.44562387318778,31.3192173092202,21.888298287417143,-2.2107121336364366,70.96630689243784,A,1
Other,A,129.39205917929394,-69.26439476173343,-46.132290615786715,D,75.9759283687536,B,-109.73252179518724,C,D,-23.92193717266514,B,B,71.7833939522593,52.61339105523043,-35.43263127869685,38.130342527049585,25.19079260902514,C,0
Bisexual,A,-136.56257169366418,20.844666997250812,215.05534120182247,D,-94.72455777992948,D,4.140751217697024,B,C,-28.5004517349974,B,A,-25.03299065742459,157.64679550608324,-65.7120644150693,-30.354641793969094,-11.052025351185305,C,0
Other,B,79.61028726733568,197.1768667416998,-33.32523220789602,D,123.12833616015617,B,-16.587867341544722,C,B,-111.32432584545813,D,C,23.82248185094702,199.91667055748727,60.636176379031106,155.6781145169231,-121.55037217093276,C,1
Homosexual,C,-45.683175994587174,34.70796223972701,-151.01723828299555,E,-64.65447355413863,A,58.28751170743689,A,A,93.59751018839636,D,D,13.509317687606964,92.0664649949057,-105.4713064364385,94.02189383640795,188.4948006686003,B,0
Homosexual,E,38.826518899343824,114.46929493300107,46.682256818489265,A,66.38856853748588,D,-12.153675053525097,A,D,-57.74002452196666,C,A,26.032213487171518,15.846361054375373,154.3802175156376,-8.460739758396873,-39.60604926613712,B,0
Heterosexual,B,65.51349096507832,-171.80994759020007,188.34609295583607,C,12.084441838406725,C,77.62725365693422,C,A,-43.02923930493818,B,B,36.84053014615474,-84.34523841259946,156.98419099114597,-15.883150215210964,246.6520784411532,C,0
Homosexual,D,3.536488907064237,106.99355377634376,6.3504035724472345,B,41.1552267727237,D,-63.84638843753666,A,E,-24.993971055081328,C,C,10.60593720061715,2.337597309574749,-16.019011878709865,79.536469556591,-233.77934277634168,D,1
Homosexual,D,8.368524081623272,-116.60884343332185,11.179541256240055,B,-40.006965909872214,C,21.95894551048444,B,B,174.10590527372423,B,B,-41.79785030371266,28.829403387085804,-53.216709595321085,-162.45705737535542,-30.474645786014044,D,0
Homosexual,D,-77.61216689488458,-4.010321158272959,-0.9731986415736535,B,-93.19022498842138,D,153.8182980878651,A,D,45.44525782529129,E,C,128.1013560586673,-25.39759813926285,26.4574361135804,-53.19413926591178,8.469030223083795,C,1
