age_range,Veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65+,No,None,E,D,B,-35.2456915432878,38.79994780948857,108.25119853418725,-111.54481077345795,-112.62882404409432,B,E,D,1
26-35,Non-Veteran,Muslim,C,E,B,4.841271850172889,86.37311728182759,-7.629193157097582,39.447519149099605,-252.59731353309652,D,B,B,0
18-25,Yes,Jewish,A,D,B,-141.48288499182507,-109.2527933719818,-12.33780813839052,280.5544788522276,-51.909959014624064,C,B,E,1
65+,Non-Veteran,Muslim,C,B,C,148.7449239939799,212.5908997119376,-22.59360819334336,23.65945830951353,-50.04852169599056,D,B,C,1
36-50,Non-Veteran,Christian,A,C,B,90.79872042951698,215.06995959803712,37.44929455008826,29.54721813154761,-13.125017531507972,C,E,E,1
36-50,Yes,Buddhist,E,D,D,-128.14272743301748,-162.07604650983052,57.81401536374607,-21.003123257335677,-95.6539072726025,E,C,B,0
26-35,No,Christian,C,A,D,40.95818040333236,144.63498667282073,-43.62912610025053,64.64984862905098,-84.89997699640388,B,B,D,0
36-50,Non-Veteran,Christian,D,A,B,-36.24544428330989,-48.196497090069954,-76.82454896459195,124.35814693954319,98.54799859802985,D,B,D,1
36-50,Yes,Hindu,C,D,E,-89.73115921873162,60.77184935196932,-7.416779350842466,-51.770719396838004,-160.90281751185697,A,A,A,1
51-65,Non-Veteran,Buddhist,A,C,C,-50.458298721072524,78.33162655451486,-42.18820424200459,-82.45905280820611,17.60218823868823,E,D,A,1
36-50,Veteran,Jewish,C,B,C,-135.48992047720188,-170.17572100054875,50.912248404215546,31.8581460077419,-17.868875129496484,A,B,D,1
26-35,No,Hindu,D,B,A,102.25644753033566,93.38479355021786,84.71178302812437,49.28124321570569,-0.6389532449381621,B,B,C,0
26-35,Veteran,Christian,D,D,D,-181.6322705820581,85.35665912991176,-177.016342331921,20.566118838651523,-128.2885402463341,E,E,B,0
36-50,No,Buddhist,A,A,C,-90.54072853287359,-100.82787319615943,25.83808333078989,-31.916573858071512,278.0523526483592,B,A,B,1
65+,No,Jewish,D,A,B,-19.666241877923827,-58.95285245258255,181.40922932802687,122.28388970137533,0.3447814653828978,E,E,E,0
36-50,Non-Veteran,None,C,A,E,-78.77888377535763,62.21053294852874,-92.09583841168366,41.39173485250816,-57.70463505030657,E,D,C,0
26-35,No,Jewish,C,A,B,-46.94688228719479,2.5841795331607007,-29.68487907982492,-79.91451139589853,-156.64224786021484,B,A,E,0
51-65,Veteran,Other,A,E,E,-91.74162675686864,38.186459372635596,65.46741824506546,207.43602787541886,23.698149765133987,B,A,D,0
36-50,Veteran,Hindu,C,E,D,-45.59693287123076,61.92509769833896,-76.6533473324367,-10.525183904683978,130.23392703258602,E,C,E,1
36-50,Veteran,Muslim,A,D,A,134.95429595077232,45.91916472725878,98.71884977721965,49.76862480141873,0.7203329687860104,E,E,A,1
26-35,Non-Veteran,Hindu,C,D,D,118.64553375898682,264.90410054521493,37.213110837882724,113.74926241117518,30.02375031303873,B,C,C,1
36-50,Yes,Christian,E,D,D,-69.04595594291727,-3.281356245492302,-58.71976414137345,53.09631230694535,16.91535836627599,A,C,B,1
51-65,Non-Veteran,Muslim,B,C,E,62.51053681906954,-8.363921941817683,15.597596988448611,91.80333733505005,141.74415762462232,E,C,A,0
65+,Non-Veteran,Other,D,C,E,-154.93329235038746,45.21354397592386,-217.34622753994742,-41.76708932155452,-177.77873806902645,B,B,D,0
18-25,Veteran,None,A,C,C,16.29933480599978,7.133362717861635,94.58129411252192,-32.384385687365146,23.320536726353087,A,E,A,0
18-25,Non-Veteran,Christian,E,D,A,-62.255074014299325,-134.30603055337698,35.92240896797422,37.22769571071648,-101.16375806069304,B,B,C,0
18-25,Yes,Christian,E,E,E,-104.26245228801227,-62.34296023327466,-16.132049217459947,44.8288092159035,-160.8036945236742,D,C,E,0
26-35,No,Muslim,D,B,D,18.762057630467947,-122.31999443420793,-58.76406304002821,109.44447072990475,-55.54410490601265,C,E,D,0
26-35,No,Jewish,A,E,E,188.8064021473936,-78.56501658407308,179.65716854910394,81.32646491339888,-187.65167630410346,B,D,C,1
26-35,Non-Veteran,None,C,C,A,-80.03787685659474,119.84002960513097,-171.63907833036268,32.99992097123317,-66.09704063120392,C,A,C,1
18-25,No,None,D,B,A,-30.777623704007233,39.32954300592889,105.41139095378121,46.7341737944141,31.384261400484448,B,D,B,1
18-25,Veteran,Other,C,A,C,-20.83683460318397,48.01479572022133,2.688265836257368,-103.71608093326583,10.414945667476664,A,A,B,0
18-25,No,Muslim,E,D,A,15.636925647194333,131.79540895262465,-109.49670990604207,23.187017422004562,-77.45389364265273,E,C,C,0
51-65,Veteran,Jewish,D,B,A,-38.72524384711664,28.66726247419277,-32.12839252110346,13.881074161222188,161.71452987247918,C,D,D,0
36-50,Yes,Other,D,E,A,-1.0017064812908723,35.50214197787675,7.672595528048304,17.073587641482394,4.878523752081131,A,B,D,1
36-50,No,Buddhist,C,A,E,70.1002419551678,-135.34649761896478,91.68383981337894,207.7614021884152,76.09855279384008,D,D,E,0
65+,Non-Veteran,Hindu,D,A,B,9.65391990935088,162.60897509136245,23.59175885479084,-125.02489649978294,-8.297513017041048,B,D,D,0
18-25,Non-Veteran,None,E,A,E,-20.417185397848865,-82.57021036424031,-78.74699202402682,-13.816756268249582,132.38697887695292,C,B,A,0
26-35,Veteran,Jewish,A,D,E,33.4886885069399,-19.51018861505526,-70.27166948206646,75.45576849512668,80.49945857455204,C,A,D,1
36-50,Non-Veteran,Muslim,A,C,E,-135.00658877706135,71.04472526106802,-11.3584107999165,17.49626311007203,58.81432072723891,A,A,D,0
51-65,Non-Veteran,Buddhist,C,D,C,234.3390103836885,-62.002535300759334,-77.98131943699735,32.58209752668613,82.87593607329622,D,E,A,1
26-35,Yes,Jewish,B,D,D,84.2970241337024,-66.09211979671478,140.71694600999467,8.603792778735807,16.26725572035599,A,B,A,1
36-50,Veteran,Buddhist,B,C,B,44.07983847488062,61.87462419423537,63.12680460068083,-135.43939958187968,181.20065647656546,B,D,B,0
36-50,Yes,Hindu,B,B,D,57.96122080752241,26.752420762357858,-47.90724144110036,37.975022996103625,156.9158908071709,C,A,E,0
36-50,Veteran,Other,D,E,C,36.24121135953218,-26.660961343553684,11.311183563350772,-63.815226712162435,73.60468306348696,A,E,D,0
26-35,No,Other,B,B,D,-26.81202720574544,-10.552684201027146,-128.04190817663442,224.8085294459481,65.12705717216068,C,E,B,1
65+,No,Christian,A,D,D,-35.794291796408686,-186.85786877309084,16.96336853802315,112.23097193397518,7.967668211317311,A,D,E,0
65+,No,Hindu,A,A,E,-28.779944857524338,-93.36720657389613,-300.96782855875915,32.60546853034146,-86.84383658156545,D,D,C,1
36-50,Yes,Other,C,D,E,182.10435456295667,84.48530329313532,91.05954234304548,113.52981304278809,-60.528168564127974,E,A,B,1
26-35,Non-Veteran,Other,C,C,D,140.41992314180035,16.694717976538804,143.85941559574013,93.32492195112421,-42.80121116376375,D,A,D,1
36-50,Veteran,Hindu,C,B,E,-54.00035666439001,-35.03490776897226,-118.22764693319519,16.519418976546632,142.62388424333258,A,C,D,1
36-50,Yes,Hindu,A,C,A,-35.216530875260446,-145.71441751547147,-46.84660423005539,-243.312106430595,2.718341905031269,A,C,D,0
26-35,Non-Veteran,None,E,B,D,-216.7262208928992,85.69283114409862,-39.70843791496822,-103.09021690270895,62.692961486829226,D,E,C,1
18-25,No,Muslim,A,D,B,5.325511148644794,-141.69576502965836,100.77963338531816,-5.702516486719743,117.50567233652647,E,E,A,0
36-50,Yes,Jewish,E,C,C,-157.0710633714587,-89.99977027435014,-88.02100561249974,-133.8636111857053,92.010399133267,B,B,D,1
65+,Yes,Hindu,D,A,D,32.780147834153574,-37.748626078167,-15.183854562231659,-163.07166298622653,-145.32572568659768,A,C,B,0
26-35,Yes,None,B,D,D,-13.767168353491963,73.19702345539453,133.3592027797025,-64.38532886195523,-84.86730040311062,C,A,B,0
26-35,Non-Veteran,Other,A,E,C,21.447540645272124,-61.82658263537106,-84.28414694073734,-128.83271226849263,-125.62195976714736,E,B,A,0
26-35,Non-Veteran,Muslim,B,B,C,-78.97524574627353,-74.93972477227291,225.1115588879508,-97.2616260792044,-137.80516562883216,B,B,A,1
18-25,Yes,Hindu,E,C,D,-16.9225819201392,-63.71703324000332,-156.705133388988,-162.23599970359842,-84.085626978873,C,C,E,0
51-65,Non-Veteran,Other,D,D,E,-40.86913383021291,189.5715177324377,38.37418492398216,-32.90608610861218,-158.03711813031134,C,B,B,1
36-50,Veteran,Muslim,E,A,D,-144.17537012213464,-62.93379656154353,-163.66829609003744,39.1043536684716,-154.60081629006856,B,C,A,0
51-65,Veteran,Other,B,C,E,130.17689464080397,-125.53563008404849,68.2984052778154,-32.15299234977162,99.94479893419499,A,D,D,1
65+,Yes,Hindu,C,A,D,-152.75449610619728,-84.41274857610723,24.248062704166966,17.45984295490142,-48.660395770279294,E,A,D,1
26-35,No,Hindu,C,C,B,-77.2756374824427,21.721176041063526,-18.83674749601655,138.77979754658136,8.77960128321312,C,B,E,0
36-50,Non-Veteran,Buddhist,D,B,E,-16.330288292930234,8.015145547102865,-7.812282097684037,92.10547999750082,4.328047738813978,A,B,D,0
26-35,Veteran,Buddhist,A,C,A,-163.24338531468564,-3.56012782473833,66.77058072086189,-78.4544499223873,11.521816918319496,B,D,E,1
36-50,No,Muslim,B,B,A,71.34724224986213,120.62911881990213,-78.03873691356085,-103.3232185393325,-146.8405034019986,B,E,D,1
26-35,Yes,Other,A,D,C,-4.496831411718177,-82.8067149415167,-17.040505989692594,137.20098482823073,168.5195337362068,A,B,B,0
51-65,Veteran,Buddhist,A,E,D,-43.14436783939787,-39.69417289198524,167.86986543988738,78.66100093050683,19.408106523264415,A,D,B,0
65+,Veteran,Other,A,C,A,171.43262072977234,60.21006536415906,-8.668450125558932,102.45777986007363,-6.9447433322582945,E,E,E,1
65+,No,Other,B,B,B,-259.4056910843045,66.83998985588642,136.5908804537784,65.32192634726975,-199.89358988587298,A,C,E,1
36-50,No,Muslim,B,A,B,75.56159097210545,70.37714275618212,-6.499583417446149,-138.8354324482306,10.61948994734477,C,C,E,0
65+,No,Jewish,C,C,A,-62.3219826108116,83.07240994081737,53.21994960800285,-31.572427221380945,76.14433498390356,B,E,C,1
18-25,Non-Veteran,Buddhist,D,C,B,279.84180990928263,-117.09995893550685,-153.62437379805297,35.01907358321532,98.7562858782414,B,C,B,0
36-50,No,Christian,A,D,E,-117.99493778277588,-73.89871823591965,23.882634876017576,-64.88045204513331,125.38266981625199,B,E,B,0
51-65,Veteran,Other,B,C,E,98.0607233268566,-102.9942338196167,51.339278647569756,91.81616432526843,189.13120219174692,C,A,B,0
65+,Yes,Buddhist,D,B,E,-117.67130718708994,64.16397387237129,1.293848035814515,-60.01533845324645,21.14414010129516,E,C,B,1
18-25,Veteran,None,D,C,A,148.1407275732438,96.89057825274386,-7.04932298662204,-144.02377302234518,-70.64330057157676,B,E,A,0
65+,Yes,Muslim,B,A,A,-64.18590990025994,21.88301758255288,20.844438051782284,89.87812560866867,-173.7334818233712,C,D,B,0
18-25,Yes,Buddhist,E,B,E,59.056360467921486,-212.1125849067696,173.88732275297582,9.807054833287658,87.28054183931151,B,B,E,0
65+,Non-Veteran,None,B,B,B,-63.9754245735289,-93.7178255615146,-159.16729816422313,111.23089589581284,9.141462926000592,A,E,A,0
65+,Yes,Muslim,C,E,E,1.913067252822145,198.0475396312435,8.077261196977313,33.126595730468225,-121.93032616721531,A,C,B,1
51-65,Yes,Christian,A,C,E,27.025514839335507,-22.084609566246673,117.1246305424124,-121.94829878652136,88.83562314169512,E,A,D,1
51-65,Non-Veteran,Hindu,D,A,B,-186.80259489121164,58.47568070734888,-106.81718502044322,18.75526972201994,39.59356059681937,A,A,A,1
65+,Veteran,Hindu,D,A,C,-84.42211143918931,-32.348270433358344,-67.86122444970258,60.364100753263706,73.97727593539787,D,D,E,1
18-25,Veteran,Hindu,E,A,A,-85.34177334434223,90.53995364109491,35.22323674338519,92.91676270547147,-29.91746111596163,E,B,B,1
65+,Veteran,Buddhist,B,D,C,-32.61648110887453,71.01553151196441,190.28858292164648,112.56273942255119,2.7014657766407395,E,A,A,1
65+,Non-Veteran,None,D,B,E,-97.31217725504096,1.9769897842118256,62.46873362734099,-183.7105617907814,-72.48403614682498,D,A,D,1
26-35,Yes,Muslim,B,C,C,10.508605194786067,101.6024414017789,32.78189149673778,28.6586288118417,107.78488268169949,B,B,B,0
65+,Yes,Buddhist,C,A,A,-175.33268692210888,-196.43898556407473,-116.3176005580723,-125.68739978246124,-3.7756277900640662,E,E,D,0
36-50,Non-Veteran,Muslim,C,D,D,137.8618810874521,-40.64979014628662,75.05006362352592,-86.59230201759753,-66.625676724871,B,B,E,1
65+,No,None,C,A,D,38.119968077948,98.77631791727278,15.49981603779568,92.40195522595985,-125.86485400978333,B,E,A,1
26-35,No,Muslim,E,A,E,189.50002476103526,134.6347366119354,-21.946838383669498,138.02960465478034,105.22874657045023,D,D,D,0
65+,Non-Veteran,Hindu,D,A,D,118.38191386966955,-187.127824703553,66.36960338129857,-125.69402528343186,5.226133627672047,A,C,A,0
65+,Yes,Hindu,C,C,A,-109.50229859120601,-19.005217050546573,7.075065404818895,172.5388533257424,41.62808423427392,D,D,D,0
18-25,Non-Veteran,Christian,E,B,D,-211.38727863659247,-67.825311734161,75.40728740989688,31.514659094694746,153.89940689105163,D,A,C,0
65+,Veteran,None,A,E,B,139.49822114570665,196.41461755335294,174.09757027145943,182.23247337226076,-172.64668433870975,A,E,D,1
26-35,Non-Veteran,Hindu,B,B,B,-202.38811451450167,39.06823887033431,22.616274387954977,18.11541545109238,91.7590583566769,B,B,B,0
51-65,Non-Veteran,None,B,D,D,-249.9685404321856,-9.63988201926065,-51.586254089512764,24.555412051349794,57.47450725845539,A,E,C,0
36-50,No,Hindu,A,C,E,142.48769929101834,62.66688194209327,33.88978124379201,-100.03159239056274,-8.979846143510452,B,B,B,1
18-25,Veteran,Buddhist,B,A,D,51.47975422736041,-27.532913212262816,13.481245438009653,115.89926931973002,87.85586605448256,E,C,C,1
65+,Non-Veteran,Hindu,C,A,E,7.527415864402077,-27.673125911930747,-113.01834703559676,-83.42606403865838,77.39424540761722,D,A,E,0
65+,Non-Veteran,Christian,E,B,D,-3.7591979212876736,68.26158018240488,34.084983568231614,-25.223430684430497,61.37090368265942,D,E,C,0
36-50,Non-Veteran,Christian,B,D,D,81.8513479627274,91.13475877848846,195.143195180198,-6.874962868546175,-37.339046712477256,E,A,D,1
26-35,No,Buddhist,B,A,A,-51.84180473766138,-69.82214347343671,216.79019995215037,125.22265545237926,112.01976442499846,C,D,A,0
65+,Non-Veteran,Hindu,E,B,A,-79.02809132409864,22.50205003614317,120.00574945155569,73.54616608837671,48.18876256568337,C,D,E,1
18-25,Veteran,Jewish,B,D,E,-85.03050099923843,35.86928227842788,-249.79904775521425,-253.14774873354514,-88.52190765083527,E,C,A,0
51-65,Veteran,Muslim,A,E,A,50.26796454293843,-10.417191671565698,-62.348134724503545,-81.35024297048791,-66.38830549827846,A,E,C,1
18-25,Veteran,Other,E,B,C,40.587372813240314,76.94375190934086,-87.36155450493642,50.7362582273613,89.30883350279586,A,A,A,1
36-50,Veteran,Other,A,B,B,-1.4221288575833333,-25.25052993990084,-43.41673050423211,-0.13808763844899524,156.05608905428218,A,C,D,1
65+,Veteran,Hindu,A,D,C,-25.85750948102694,80.82190813712536,-62.53434721024029,75.29571447201748,47.229425242688905,E,A,A,1
65+,No,Christian,D,A,D,24.018752965164637,210.37771675592526,-99.1966002851082,0.8517766610682385,-29.363026846675282,C,C,A,0
51-65,Yes,Jewish,C,B,A,55.772550337319934,178.92054686270745,-151.77775384255384,37.59868196856358,113.5119518697232,A,A,A,1
18-25,Veteran,Buddhist,B,E,B,-180.90994358916353,5.89398989745374,-100.94238827694785,103.95485649240273,-142.42697675752225,B,A,E,0
51-65,No,Hindu,A,E,D,79.68028102269497,-3.3128534625151502,-14.585965756602008,139.4826228113981,-193.06725223366422,A,B,C,0
36-50,Non-Veteran,Hindu,A,B,D,-126.58620651523431,222.3750916094733,-99.11798466540938,68.52681833140731,-32.14202230846625,E,A,B,1
51-65,No,Other,A,B,B,-74.0023572800082,-158.1892539313081,-34.56188883086224,30.55451837994908,65.30102239805674,D,A,E,0
36-50,Yes,None,C,A,A,-10.730176425893244,-14.47171701319681,235.97821917874572,-207.18869289830062,63.5894497209249,A,A,B,0
18-25,Non-Veteran,None,D,D,E,47.47060444994993,92.51331480478228,104.36638988290329,106.36368674710195,126.42346330543393,E,B,E,0
18-25,No,Hindu,A,E,D,-42.84836160848802,44.80391398548299,111.58547740265719,-74.49209063750456,48.28662542625489,E,C,D,1
51-65,Veteran,Muslim,A,A,A,18.168625334136244,-242.0870615762979,-27.96296929428992,30.666899966093553,76.60725867140692,C,C,A,1
65+,Non-Veteran,Buddhist,A,C,C,37.07725817818242,136.3636370995217,179.63848189245536,83.9065615571222,-18.74683524356452,C,A,B,1
36-50,Veteran,Jewish,D,A,D,-151.92994093381262,-79.9509480449603,45.47791988202866,-117.37711464628973,-47.243207791000486,A,D,B,1
26-35,No,None,C,A,B,-25.162650425942783,56.08129335211572,65.20317275433707,-156.27631449462993,273.59024034809977,D,A,C,0
51-65,No,Other,D,A,B,-46.712604810524105,-39.366194880248116,31.270505236839245,-8.108290391986868,51.32764657333935,C,D,A,1
65+,No,Christian,A,E,B,149.23921615879166,-110.94793085813288,207.3109843806813,44.63511120716163,4.222851970495597,A,D,B,0
36-50,Yes,Jewish,B,D,D,74.81850999878746,110.70187812634373,44.423181547527605,90.1635264565317,-11.82611657977045,C,C,D,0
26-35,Yes,Other,C,A,C,34.208754445160956,-265.44182416571323,-134.32842408668554,-78.30300893874991,142.40812862806277,D,D,D,1
36-50,No,Other,B,C,A,49.56172803247948,85.83078283904382,13.868167945996976,-131.61243945729186,123.61411651300256,A,B,B,1
51-65,Veteran,Muslim,E,C,B,-18.819395793762435,-52.442715289166586,-76.01009494604457,-41.67129316001458,-168.5605230176724,C,E,B,1
36-50,Veteran,Buddhist,B,E,E,-104.08596861941636,85.29221179297313,7.450650465002985,37.51450772514527,-81.5712318302533,D,A,A,0
18-25,Non-Veteran,None,E,A,D,36.76441487299712,98.17880531574232,-6.482833577272346,223.5906126729042,-78.59740355877585,A,D,A,0
65+,Non-Veteran,Other,C,D,D,-98.75937660771453,83.54779271552503,-59.061719998782216,-26.776561381252424,60.896908718413414,E,E,A,1
36-50,Veteran,None,A,A,B,67.19595690210586,116.8769859440971,104.61985998314603,-76.9427764713723,-121.23758985483263,A,C,E,0
36-50,Non-Veteran,Buddhist,C,B,E,-60.64552896954824,58.22277377496788,-7.9649483443449185,-69.88271684465896,-12.809460469296635,E,E,D,1
65+,Yes,Buddhist,B,B,D,2.184294365866026,-41.55546757260364,80.59710251687785,133.85774736706753,14.339193163308773,A,B,C,1
51-65,Yes,Muslim,C,D,C,21.730001538419927,-73.7223446035735,-2.325714923061372,-59.25221765710577,-0.28110048671089194,E,B,D,0
65+,Veteran,Muslim,B,D,A,-44.274301995310246,131.1087469340705,33.31584091086545,-50.40662631343259,18.367927403498875,D,C,B,1
51-65,Yes,Other,C,E,D,30.207073519524887,-25.25710928549839,-17.30298263422993,78.86890110896861,76.99719837847269,E,C,D,1
65+,Non-Veteran,Christian,D,A,B,36.70424183940646,93.86081546848251,-8.885294745619184,30.014908329245003,-250.49789847150882,E,B,C,1
51-65,No,Muslim,C,C,A,18.989942876695896,56.594995580348254,-101.4173603660095,64.44984207961129,-74.28286632697521,C,E,D,1
51-65,No,Jewish,E,C,C,-136.87664044692426,73.62646068594597,59.182316864299345,8.807937292974309,-74.54552650937953,E,C,D,0
51-65,Non-Veteran,Other,A,A,C,62.62585740413642,11.142278757355992,184.2521085238929,-54.725511950200065,-131.94995698246458,E,A,B,1
36-50,Veteran,Jewish,D,B,A,95.12825710500735,-203.06249562530843,-1.9144430394787324,-121.58834191952927,-14.103682267698895,E,B,C,1
18-25,Yes,Other,D,C,D,107.54852720722464,-90.42100969759676,171.20500186169377,207.24576854056727,14.641682766205522,C,E,E,0
65+,Veteran,None,D,C,A,43.94337901455083,3.402492566016138,77.43359115451685,-6.569929844121949,71.95020041634339,D,E,D,1
51-65,No,Other,E,E,B,-50.91463557483375,10.229656690716265,34.05185716550236,-6.0694742731675255,-236.34775471551538,A,D,D,0
51-65,Yes,None,E,C,C,-82.40716488990088,-23.082905558680935,24.192452917783854,-128.77288868741633,70.12699764453014,E,D,B,1
51-65,Veteran,None,E,B,C,-210.70908330048655,68.8427221893034,90.29549553301544,10.980255630875822,28.507760948663663,A,A,D,1
18-25,No,Christian,D,D,E,25.805711838759265,108.8261299999868,-51.14019627728249,-161.71690657314085,-138.86568468570337,C,A,D,0
51-65,No,Other,D,A,B,-100.1469079059217,78.61247344565056,151.5834396971199,-28.619248324381193,5.642437335842971,A,D,C,0
65+,Veteran,Muslim,B,D,E,-26.560892384881708,-42.31172891916696,-73.27468080033609,-106.18992402315581,-174.24928030133088,C,A,D,1
26-35,Veteran,Buddhist,C,C,E,-17.48483609803912,-50.17631132915893,134.80556842624424,-59.145280474803606,67.46320839128713,C,A,B,0
65+,Yes,Other,B,B,D,58.08157502677904,-120.02968722882139,34.405082311532034,103.87769715580508,-53.685128078331246,C,C,A,0
36-50,Veteran,Hindu,D,E,B,-186.86354267264434,-72.26246639331096,133.96496355839042,38.651332586243704,-365.94623257793654,C,B,E,0
65+,No,Christian,C,D,C,209.05625153267064,-184.63073843066994,2.720587161057887,151.16423473580093,17.553492624535107,D,E,E,1
26-35,Veteran,Muslim,E,E,D,55.35970909832937,73.51320280223096,-36.80107525183314,-77.00759370930972,18.852606680171032,D,B,A,0
26-35,Yes,None,C,C,C,-113.80361041239237,209.46332111742242,-17.748555860232678,-43.51214666306793,-122.22692341436473,D,A,E,1
26-35,No,Jewish,E,A,C,109.65588770863211,113.97792199963106,-55.06824658178072,-66.07399766022412,40.833116828661794,B,D,B,0
51-65,Non-Veteran,Hindu,E,C,A,2.4934593430663514,185.81871128994874,134.61466288563628,-89.43336199118102,127.62059805115904,E,C,D,0
36-50,No,Buddhist,B,B,D,145.25665982748882,13.984784158060245,185.72568994888024,23.561619244409506,-49.43650490042364,A,D,B,0
36-50,Veteran,Jewish,A,D,E,18.317951449948477,215.9811551761349,22.67468421761574,147.5856291745275,-17.228524336491365,A,D,C,0
36-50,Veteran,Christian,C,A,C,210.19012904980877,-112.73820648019743,113.91630492373856,-72.1806056884026,-22.69506600647088,B,D,C,1
36-50,Non-Veteran,Muslim,C,E,D,122.7610653094904,-35.50585389660252,-126.63531382000085,254.80794643368023,100.76703290694307,E,C,D,0
26-35,Veteran,None,A,B,E,106.47844649290543,146.49207489799895,-58.92928941722745,34.3148176134909,-109.53685659657062,B,A,A,0
18-25,No,Hindu,D,C,E,22.627667013854662,65.82344207270914,-4.489133448162805,331.10220327306774,-95.05804758098654,E,D,B,1
51-65,Non-Veteran,Other,C,B,A,33.3130810334155,-162.5722953492979,35.69389268723281,-77.90705692347751,-124.44016081223445,A,C,E,0
18-25,No,Buddhist,B,C,E,-80.17055708671917,-10.814231306829173,50.38921258006847,13.79778340651592,35.262210519670155,B,D,A,0
51-65,Veteran,Buddhist,A,C,C,-22.38632674838777,44.70882010799453,81.60134774857664,153.2911027298074,-95.33000564751089,B,C,B,0
51-65,Non-Veteran,Buddhist,B,E,B,-226.44606572023625,74.48059281716209,216.74439533580338,-99.2124053932896,-186.2621472075008,B,C,E,1
36-50,Yes,Christian,B,B,E,-32.295918609008424,-55.441774757389815,72.34284372736374,-84.02791807530299,-8.356899470896897,A,C,C,1
26-35,Non-Veteran,Jewish,D,A,E,19.15788564200693,81.53503210269201,-230.5812081034969,-98.7121698400934,82.70530707883786,B,C,B,1
65+,Non-Veteran,Jewish,A,A,D,-83.20332513838544,116.54607532879722,102.47738740464179,-5.9585613222495555,156.76439085991595,B,C,A,1
26-35,Veteran,Hindu,E,C,D,-78.45600844304805,-80.35175702375575,-4.074986743117874,83.61402787722562,-25.810748929871956,A,E,C,0
26-35,No,Other,A,E,B,102.61315362778618,-78.10930154113413,-25.281068402714684,-8.962346990910184,-11.1964619771858,D,E,A,1
65+,Veteran,None,D,C,A,-71.26792160604751,-156.3347460218036,-14.795806787731792,-68.51289750260818,74.11389051368322,E,C,A,0
51-65,Yes,Hindu,B,B,B,-47.02812198588451,-122.92545029619035,-72.8746161767561,44.29762284197466,-47.03129625784436,B,C,C,1
26-35,No,Christian,A,A,A,-116.04998019774433,104.10497902819806,74.97352057147526,130.43870556412764,10.929663187027154,D,C,B,1
51-65,Yes,None,A,E,B,50.5497413042292,-0.9910837473935589,-115.65336042718121,108.90603519555519,87.62475948632942,B,A,E,1
36-50,No,Hindu,D,B,B,-149.67564437236655,-113.62575161078483,103.57554881255369,79.57010047128857,106.76767023841684,B,A,E,1
51-65,Veteran,None,D,D,D,-101.7933205973875,29.945182432649524,-6.9778851783567175,69.97599678096033,9.60880798837977,A,D,C,1
51-65,Yes,Buddhist,B,B,A,128.33016123354471,-208.52923542310572,-24.48794714132734,-69.44292001460249,-12.732612874555253,C,D,B,0
51-65,Non-Veteran,Buddhist,B,C,A,-13.863246458132716,84.69170843994004,17.7409228245623,88.95458632141883,82.69335741017684,B,C,C,0
65+,Non-Veteran,Christian,E,C,C,8.05592032233029,13.134705131893456,136.15210196054463,29.075112867592384,121.71391953793376,C,E,E,1
51-65,Veteran,Other,E,E,B,145.87689339565472,68.8103693939699,34.46099066722403,30.53628544719907,-149.7905118177734,D,E,E,0
65+,Non-Veteran,Christian,A,C,D,9.065402279089025,81.4966604574495,-128.8814503439695,-159.43093626763266,-89.60475370686018,E,B,B,0
36-50,Veteran,Other,D,C,C,189.46078907244456,80.7472115952309,7.348157138390274,12.384622513612035,-21.283384204974006,E,D,D,1
26-35,Non-Veteran,Christian,D,A,D,-88.25927203811244,63.5904514485575,105.6357263167188,25.799101981117694,186.32204860882635,C,D,E,1
18-25,Non-Veteran,Muslim,C,B,B,19.04790324842445,302.3566603543484,-59.96631704892705,-2.6353327951465757,179.18400650405832,D,B,C,1
18-25,Veteran,Other,A,B,C,120.47949001907385,29.586410841070638,-115.29378760723318,44.743803580707954,40.21831751630882,D,A,C,1
65+,No,Muslim,C,A,A,-18.180355130201672,124.51015046344041,51.28732118616889,37.46339249505318,97.87411441724197,C,D,C,0
36-50,Non-Veteran,Other,A,E,C,-123.610504186948,-97.58165636099456,77.43112858889666,-100.61514586155818,41.72605195519809,E,B,D,1
26-35,Yes,Buddhist,E,D,A,5.18303231933206,-60.31902519879079,-14.959686412039009,34.48719701595689,-75.990513496332,D,E,B,1
18-25,Yes,Christian,B,A,B,75.35846562869763,-151.2167514757477,215.89707048250065,42.780745097263704,-9.357787959496763,B,C,E,0
51-65,No,Buddhist,E,C,E,37.83954079004947,-4.9187328105416,138.37097914150226,75.2537222456643,37.87055541755897,E,D,A,1
18-25,Non-Veteran,Christian,E,A,C,-76.34582779842721,-263.0955962190356,59.32874540597479,-56.82602330489915,-98.80582490106478,C,A,E,1
36-50,Veteran,Hindu,D,B,E,36.00360245285766,51.93851873319705,30.48235830963413,-197.37348294567917,132.6612259154209,D,C,E,1
51-65,Yes,Hindu,B,D,D,44.7983749487971,-154.81420289115204,28.478767909375097,173.16294360603072,68.98065442897098,A,A,B,0
36-50,No,Christian,A,C,B,63.8220571663335,209.64519550984986,172.9464067408163,227.1686080290281,42.22012256308741,C,C,B,1
36-50,No,Jewish,E,B,E,-88.76497218318545,-8.977946500482188,-121.2369578155347,-40.152340757232956,235.57061154883274,D,B,A,0
