SEX,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Female,Hispanic,10.004310182121255,B,-47.68047258535725,E,-24.131631341349493,55.43193935260636,-106.48829502335649,88.74888782871933,A,C,-10.343325757138015,-0.18647821956451233,173.48302985772236,-95.89171210509559,E,A,1
Male,Black,-50.82425107472491,A,128.91100563980183,B,204.14506209837543,84.49228389639238,-131.84284835850985,-7.159348716741206,C,C,29.825007440228894,118.27788555360594,-4.161006569371052,-80.50471658374909,E,B,0
F,African American,-229.19535220810786,D,-46.75537840651603,A,102.86995842081322,-40.30648716039847,-35.43282827713545,51.89919250397449,C,C,-126.22200746724468,-53.26619347963886,93.04603452582717,199.26366154786405,E,C,1
Male,African American,3.5362287781660346,B,-96.48709868300287,E,-2.225288321574574,-68.20397237773824,-9.695482900133468,-151.2602687477158,B,A,-14.52243411380245,99.87487280973814,69.07290794911076,127.87726723662003,B,D,0
Female,Asian,-124.20016880220841,D,62.532487389770516,A,173.26783424719414,101.16016603136191,-0.6463910082105591,-153.05666683009187,A,C,-72.56336955097267,209.88419701488604,-142.57270618171108,9.512277936234636,E,A,0
Male,Other,-10.079607620946605,D,70.28141936955184,E,-212.0724685949233,-131.85698306068963,-43.06604027079621,104.73619110693373,C,A,12.514249471640277,165.38891827543335,34.667730915576364,77.20726241635823,E,C,0
F,Other,-60.657224441329696,C,-151.37517374177077,C,132.94803139336366,72.70865390080992,-95.6008693351919,-24.723940058588713,E,D,-6.782516304532399,11.095087309105557,-15.551544293700953,14.809429151208207,D,B,0
Non-binary,White,-111.39679046806302,E,-86.16781736873207,C,123.0419577469874,20.683228424593977,-86.18008536312854,-184.38605584117104,E,B,165.15731954115086,76.44530822352758,-38.36926964284396,-208.71122020548185,E,C,0
F,Black,245.68042879973336,A,-42.87249781217691,E,-50.80081113109662,-47.88193989473211,17.359386625446575,-40.25707999452626,C,A,-44.04115847999213,119.50602500862524,-111.69950300836251,-9.673542670044611,C,D,1
Female,African American,87.42246700034538,D,-248.9193267575436,C,-11.350627384337342,-41.21735602100486,-5.916889089039922,40.603527990149125,B,A,-37.073064395760575,-107.57430728384365,49.56139868424061,109.09190721912782,A,C,1
F,African American,-137.644309151432,B,-54.591937845069985,B,-27.918890590100197,33.081696723941434,4.581689499929036,-115.42012902072669,D,E,-157.23130586279487,21.953011232821837,20.07863898589168,-2.341752696686835,D,E,1
Female,Asian,37.15659225053331,B,35.03077230442733,E,186.31792739071162,59.69663670123615,0.8996529450496116,-49.488270847696725,B,E,-14.9711830218086,231.38768491164132,56.062618589797694,-48.044765842657235,E,C,0
Other,Black,-27.77427672425291,D,-126.10214212637587,D,67.74381551990024,-134.26708421037907,175.89115061716674,54.39606900390794,A,A,112.52169918227108,29.352431612171813,4.876447733056731,96.54823401730827,A,D,0
M,White,15.930126659369579,C,127.04255583745253,D,19.449445216284307,7.36383914400462,-44.35379983752896,164.11778120875405,E,A,-17.358892578787326,159.98122796852135,0.8988899308730002,200.90883123647026,A,C,1
Male,Asian,76.09518843283298,B,-182.33015867789902,B,-191.43694163347797,-92.66057345131607,55.001925398563564,55.07128259009042,A,A,102.38837719324326,-26.41439579973202,91.02833720417563,213.9240625393939,E,E,0
Female,Other,-52.481915885235594,E,58.493065782389706,C,-146.657933164054,-204.13468157531852,9.072271407357677,-67.86958122875478,E,C,32.09116633317501,-85.46520901813585,10.2049441334801,-60.33539961384715,A,A,0
F,Other,-103.82627392720121,B,-13.329062771801519,B,50.26327727880868,-60.7892931194175,-126.16169180029915,36.64051460058879,D,B,72.48364530229082,34.371234274544136,23.13449069254588,42.631351059371376,D,A,1
F,Other,63.82121018740352,A,64.33268423802247,B,-15.292254068922784,172.19340185743604,89.11700925342768,60.943978693857574,A,B,157.6960295326686,57.51516288524176,86.20021872378862,52.99354599118076,E,E,0
Female,Black,-150.9749258114055,E,-25.164756069343934,D,94.07739383886094,29.46944587452104,-26.964306382463192,-132.14486976708412,C,B,-77.46966524053781,57.170064375567144,104.90258756825475,-14.625898293078077,D,C,0
F,Other,-188.25484225469208,A,-15.642180528506591,D,-28.727818195665293,47.87893845410579,-85.4740141328166,172.22704819963076,D,A,90.29831419017023,64.41965835905357,-0.40840260392173533,27.228522749630724,B,D,1
F,White,-50.09492816694511,C,-43.48601833551369,C,59.045133181669875,-48.50902359175991,-30.226332760320812,18.923751883272004,B,C,-2.957050006780927,52.00671737384855,0.35207284842663006,-107.4337544448253,B,C,0
Male,Asian,-189.43237507876444,D,-202.34419346331376,C,96.40637754032053,-11.787796054099438,-64.89783667067636,14.49078064529381,B,B,-153.80903313542012,-37.446896625381676,-24.89408668943911,-20.957830867514122,C,B,0
Non-binary,Hispanic,94.9262863354025,D,11.29808066769986,C,-139.43912947444494,-84.02038499202091,126.89622770498406,-51.20912817718752,A,D,-38.72216081415008,184.81295352315098,46.871321020487876,1.3228027451729816,A,A,0
Non-binary,Other,-31.07694222528036,C,20.0847491343154,C,45.52363034765771,-42.29719589977495,83.84884733477924,-106.98824664665516,B,E,-116.25949261864884,84.17025594143087,14.575624449017804,-165.70029564999473,C,A,0
Male,Black,184.78766482910476,B,67.99005081924075,A,277.54406784840245,10.684974064400391,-45.34050913941686,34.99331624189212,D,D,125.24927476107884,-21.53525141854584,113.49739328798654,-77.9039675218204,B,D,0
Non-binary,Other,112.21945798299511,D,-3.9393713784089104,B,28.69547661533221,84.12318176970574,154.59062996854524,31.51690449721943,E,A,115.7226395282405,-36.9718859493595,48.00691637630492,30.232493894049593,C,A,0
Male,Hispanic,110.70780903679018,C,-154.82896146800832,D,14.332826560722692,-133.57611594687197,-38.7987820608205,-133.20227133113633,E,D,-151.11486422619197,39.71417320427501,122.15738054654696,11.396578465803556,D,C,0
Non-binary,Hispanic,120.84334437136997,D,-31.821915109831473,E,-42.61602644747003,-119.52013117650633,-65.46884228591928,-258.0677651627437,D,D,-68.60721778356968,-176.73519595804916,-46.190517208070645,-69.40495033604654,E,E,1
Female,White,-65.93252783719254,B,-55.282821426342345,D,117.27624338926614,32.94397983457455,112.47216166860025,28.030784225421197,B,B,-211.72398146345364,26.62051901826227,-154.38485203300175,88.35775829437917,E,A,1
Other,African American,-114.97191600505839,B,-5.462044111726733,B,23.33962104284858,-107.61868918442168,-44.50790215067012,-95.42207143799338,E,E,-124.57778543801585,156.84192406404983,-115.87900790135299,-181.07214687324424,A,C,0
M,White,-74.33353050747695,D,171.2300740352487,B,-110.53358097885457,-100.62454719028378,-36.749118047025576,23.526592445186775,B,A,139.7703097040304,20.53645881671801,-40.6791351682246,-20.207292132313157,B,C,0
Female,Hispanic,2.4332649594117335,D,-12.998751850347324,A,48.74182408213984,80.82767981725807,-44.23458651223009,-26.41128411069877,A,B,-8.176763145540452,-49.447822464961945,101.91488435669416,114.22518619226682,E,D,0
Other,Black,28.360501191478733,B,2.1160849931658956,C,-80.01111495593938,-42.35007343654036,47.13130777653405,-63.34013336376613,A,E,-17.286917811000237,66.06047323739375,13.953312454930394,-42.22198465845107,C,A,1
Male,Black,47.716713500100745,D,30.2682834365136,D,69.21198682313144,-118.87519151007069,184.28533988170176,147.3610298778402,C,C,109.60809024397682,-83.47932653917869,-152.52701310751053,-35.53628857403354,B,B,0
M,Hispanic,-8.706551084305826,B,-58.71789659621122,B,-93.40443063824863,-25.88038865380317,-123.96891102667131,100.7644359477262,B,E,126.35539480904987,-28.731737620509872,31.911793159894685,74.18761399938842,A,E,1
Male,Other,84.12210636540345,A,-167.78646433684276,A,167.91209346508177,9.704806214049292,16.658605318113064,-54.54062750920768,E,B,-23.68876301778351,122.96073114775137,-8.818301640682085,-104.16319837901533,A,B,0
Non-binary,Black,83.9287758093764,A,104.191143535703,B,49.03910666988321,14.009892853627662,32.15210752206188,118.65254822578153,C,A,143.21488605280175,-149.78764524566714,75.72913974832822,24.93868487331416,E,B,1
Female,White,95.46162144967126,E,186.07159717099643,A,206.97139583722435,-179.52233957492194,59.676616248205505,153.86793463304866,A,D,-190.29028521975496,-66.8826366509088,-247.2679269931612,-54.52433047409818,E,B,0
Non-binary,White,-34.11956635008225,B,-151.35168956520656,D,-76.97280025872509,100.541368632522,28.049923942797438,-138.5981120091638,E,D,29.413791620972603,24.574958575908955,-121.32082588826788,-146.90255619098014,E,B,1
M,White,-43.87369325741864,B,274.77469718902154,D,78.58819457482865,19.83709369981935,-179.50846468541093,-41.51531572931966,A,D,171.36542380057136,4.3221805010935315,-35.66085320551027,-108.97101944542062,D,C,1
Male,Hispanic,-31.836322853692657,C,-69.09045525100035,B,6.784642483685293,-99.17744107485296,-68.55810362859349,23.117718845528522,C,B,-151.33759733996678,40.57191017010494,29.03369609733712,-6.726213803715645,C,E,0
F,Other,-162.13327268765582,A,29.979619244176583,B,-19.435736547011697,-84.61826685017161,36.81467413055373,79.43483658431838,D,C,-22.27403986601824,-206.096767351541,-8.340575336759143,53.76286946624421,B,E,0
Male,Asian,-7.709713027129617,A,97.98130048519529,C,9.505401719295097,-108.18518011154703,-32.75231377960734,-111.39122574394943,A,A,-35.46212443155877,-143.5589887768423,-25.995281064573934,66.6054553351691,E,E,1
M,Hispanic,104.77029926213461,E,-46.627658291755544,D,-54.52707385345848,42.59260884284725,-59.12920581299412,-42.509451986401835,D,D,164.13705770825757,53.206508786164754,-82.53340772654602,93.59327938972683,D,D,0
Male,Hispanic,-234.4053708223838,C,60.24432572413353,E,-41.29876408736895,19.245490679934544,30.511178247069203,-20.746890848546894,C,D,-16.35692633344572,59.13079299469564,38.05766747683803,133.16326789973667,E,C,0
Other,Hispanic,21.949066036958808,C,-57.1916488925034,B,-177.73084421854034,-3.2786540543876805,-93.4200275995201,97.64691379141361,D,A,-7.644321851598379,107.98484424373314,-91.3117157427037,-130.97952557437023,A,C,0
Female,Black,84.04450086115924,A,-85.23805041996701,C,124.6143691232842,125.01372317249815,40.6958098740714,-152.14954346681336,B,B,-64.14028579664325,82.8638712014849,-24.930967175648664,3.897891544924257,A,D,0
F,White,61.04278176551021,E,-13.382364027894567,D,-42.8414589309407,-2.7036852968978216,-68.7726203703603,-6.994321151915778,B,D,-132.7327026465874,54.16608236053907,88.37566374486828,112.40752661172715,E,D,1
F,Other,-39.620055635267946,D,259.82316249792615,D,-109.11708447091524,61.06536041803751,72.65374337086922,-174.22656749601134,A,E,20.41903709882785,-207.94365091591152,63.50192093427432,116.6059408198747,D,D,0
Non-binary,Other,80.0405780244797,C,-61.536995872167054,B,-41.833072845657284,-88.42207496589506,-3.5871874758392575,23.380550676403796,D,D,37.98441739524891,-55.963239249125884,65.57150722594758,-75.43128733820214,D,D,0
Male,African American,-84.52857306875204,A,-15.458676079896355,B,58.07090237479996,-62.61123110512203,-43.50097407864315,-85.33783830830104,E,A,-66.03784457046757,59.15695690022018,27.349682310567303,352.331146385223,A,A,0
Male,Other,-65.82862227623556,D,-181.47092475934645,B,-236.35592382707705,-27.418460853048245,83.67049692776828,2.8620551283719786,D,C,117.33940942324827,-149.433162985165,-44.08195796945692,-4.990300211467777,B,D,1
Non-binary,Black,129.69119899443922,D,-96.19346991438509,E,94.0198455069685,16.887454206638132,99.85166989400207,10.177821945304958,A,B,-18.489445145895168,57.92032810516056,120.491183505229,17.33444936106248,E,E,1
M,Hispanic,74.66804824540674,C,4.057493203581668,C,-67.67842053218587,-84.13320716039368,-96.64895063606059,-170.18930400996618,C,A,111.45759053083157,88.097217330952,138.474211203454,-92.94582594692817,D,C,1
Non-binary,Hispanic,-79.44472218118074,C,282.7068420332064,A,55.2308142634016,203.25050771598123,122.38427588787853,-132.25217005969958,A,C,77.15966102701319,11.40141767745916,119.95930513657129,-121.62847870644806,D,B,1
Non-binary,White,-60.262217423909995,D,64.33922330905864,C,-70.40069480607774,-11.32728473404365,-233.96093351411915,-63.04074310023544,C,C,29.828279004155846,59.19804992354864,29.332469110219268,-20.70355768336699,E,A,1
Female,African American,176.3296178534688,A,-33.045563809345055,E,-6.661962057932891,-82.9633349893665,-65.39937056574598,91.1422954794003,C,E,23.664520021398012,179.8549836269216,61.73869268465363,-13.215080709014437,A,E,1
Male,Other,-123.34647938462572,A,-128.0217611661515,A,51.608631386870215,-34.79659622116188,44.74367392789246,202.83814291050888,C,E,-19.567562489232028,-25.42910081921984,-61.248870788163146,97.9124191439427,C,C,0
F,Black,38.633345176054505,A,-114.58133392762775,A,45.362147081205066,-15.963855036932905,109.17270023152881,50.55006251696075,C,E,50.3297575326167,7.265706087586107,99.04778101967598,-65.30559296141956,D,B,0
Non-binary,Hispanic,43.7819067030096,B,71.75465851993502,E,-24.06629119089814,183.98573418078897,-68.89657050551459,87.32883316744442,E,C,-43.16914695412258,74.11224635850202,-161.7349106011104,106.52348569999559,D,D,0
Male,White,-101.4812834064578,D,-15.505346521146231,C,-18.913957225017235,6.967740612728525,85.60680420701037,-90.38077527004536,C,E,36.48200637667982,43.40777802876985,-9.12413651719135,3.625729361523374,B,B,1
M,Other,-92.60105495453413,C,-95.29919503243303,E,52.848516772161325,22.549179938405427,-90.94236466896945,-121.64031565238443,A,A,1.2668760742470135,-59.39982606668109,47.94854309553046,-137.54030495700104,B,B,0
Other,Hispanic,-36.578685357746195,B,1.7725313163416638,A,55.93116627184814,68.80985735311509,-30.561749504457254,44.36798601525821,C,B,149.80834682903827,89.85096765196968,-157.42828792624536,179.56285088468564,D,B,1
Female,Asian,-94.13029936085472,A,29.93367764894968,A,-54.72301229902343,80.8972213360011,-177.4987019723089,6.502684626120822,A,D,-75.23660854856699,-75.13878677579736,-48.18342737026982,7.148211946019284,B,B,1
M,Asian,89.41729649292667,A,28.929902664168278,A,-67.18047674743057,-72.43064880222325,158.07582214853818,-28.689075328301634,A,D,193.66892450557046,129.7188071812645,49.1584467695031,-66.12991314214418,B,B,1
Other,Other,3.1003058597840316,C,-53.91428667422653,A,-32.03513194030283,54.96236064917285,-62.46306894168436,73.46992531453549,B,C,95.64615807802674,-96.94710296311342,109.524150012705,-165.96373350255294,A,E,1
Female,Other,-102.48493229895648,A,-81.47734263266724,D,16.852627733005825,152.44726119176758,177.4594358044838,-34.24283683243473,D,A,37.650490886496435,-97.81019270273433,56.487182291067924,84.11843923413346,D,D,1
Male,African American,43.141352347676246,E,61.24315782894204,E,21.141880587400678,44.30211128218045,80.95504956943319,-9.837597550888082,E,A,-1.8048664522713538,-2.912604964954736,-138.27190452100092,-149.6878171016322,A,B,0
Non-binary,Asian,-20.61645401999802,D,-6.578766378705322,A,24.06543353918188,-13.620447763820826,-5.897011599544479,-110.7570926222729,E,C,13.165083411830894,56.94012278476701,-5.670406742646518,-40.51628417818236,E,B,0
Male,Hispanic,-15.184234850240328,E,-128.93808543693274,D,-18.247381127383196,-108.70934728640485,78.80143636619212,-101.89891775138354,B,D,-7.988256875949388,29.16221938276905,-84.39973988194961,-106.69320650274172,D,A,1
Other,Other,67.76733941867143,E,-212.80603499393897,A,-50.37991760627134,-45.77450881898952,90.59038659669008,-71.82744362675079,D,E,157.367432639768,-56.732312156084156,2.9360874473681875,-10.279035418832345,E,D,0
Male,African American,204.42814004913598,B,86.34081751561826,B,1.5768217272722775,-83.16200283364968,-75.67983271157964,25.26757083549786,C,A,5.195815627189844,8.97734364307423,228.2108067509331,49.64327314581693,D,A,0
F,Asian,-148.32920070818244,D,163.87662107211798,C,39.5433455401767,-72.62521134239165,131.65818036872415,24.59403013028766,B,B,47.973451852503416,-30.597101499238978,-46.91509865352003,91.5985845469377,E,D,0
M,Hispanic,167.5028011834173,B,28.24165417511462,E,13.62048828104277,183.38827974664244,-76.65978635334875,117.41251009206222,C,C,-6.054915770970389,-49.851912254470484,6.317840969688035,-73.22486119520617,A,E,0
Female,Other,74.74287868672445,C,-66.43594687146303,D,13.69913242219592,-63.10099156894212,156.98505330625153,-5.188146441656089,E,D,213.31463114704215,26.238713054825517,15.875475930977286,-90.42858439509114,B,A,0
Female,Asian,-81.50995118265797,B,119.69806717221458,B,-104.31743269603366,164.13655006300044,14.399239415566717,-136.79746650019308,B,E,301.87128351670344,83.14060245953864,47.72253271171272,-0.5108936476230466,B,C,0
Male,Other,9.930315134344465,A,-13.493056172773473,D,-90.96409834780404,-110.65460543984418,149.39920064222372,-1.9020337669605953,C,A,23.481191962020777,3.0491976023784115,-90.68876056564534,93.94805161332388,B,B,0
F,Asian,21.95722208028034,B,-8.292759793694431,B,-54.912886089741654,107.39521649246302,66.46265658060936,-37.042145066301465,D,D,121.29733596220508,-77.43664015197771,19.27304104435952,-8.821540783745542,A,D,0
Other,Asian,-13.02056981122693,E,76.89848307408589,A,99.02112645019395,19.696675498539836,21.72185232186515,72.35734233944534,A,D,-141.09339300016956,143.8695985191638,-48.623319305516205,-153.89550440470708,C,D,1
F,Hispanic,55.22874533878815,A,-228.3298018478776,A,198.97864866323542,-101.34052323101352,-149.91304673453868,-63.15359135509249,D,A,131.4407884029073,-74.74574187034344,-53.394513921280776,65.17637829861229,A,C,1
F,White,69.61054242148094,B,-64.05986761794524,C,-104.41597822880242,-14.110171250646397,104.24471906968486,-104.54345864888315,E,A,5.431641538162022,38.824865949277786,56.79771040614381,-116.19171504853345,E,D,1
Other,Black,-156.2705311512097,D,97.91547953405694,E,52.202965878603166,-82.40116201412494,-70.44666298298374,-121.9923446548991,C,B,-24.96222905153894,-77.55508236492017,-68.30594200198453,9.825024617738997,C,B,1
Non-binary,Hispanic,-26.048677836889006,B,25.882117180040815,D,-114.5663353625468,-42.318050722213826,106.63944312343739,-33.866565184639725,C,C,-23.15109101805921,1.8526369804475646,62.327554395612914,-15.287449566328648,A,E,0
Non-binary,Hispanic,15.932186821428468,A,-105.75840294213693,C,-7.231213149261931,-235.40359769060606,67.81504770781514,-64.22072215783511,E,A,294.925180898129,72.52717624008703,45.12358316305206,60.034656383177634,C,B,0
M,Asian,-151.55129822411078,B,-58.0539841362795,A,87.82644194234118,176.34726417917156,-60.72888216064777,-11.445685751079159,A,A,74.85361141132518,32.646251822262016,152.45519976398572,-2.848928798394114,A,E,1
Male,Black,94.23946978855429,E,14.02935472752791,E,-12.638458808708602,4.085664810426661,-4.249817966101719,-18.33310705800509,E,B,34.833158110580996,160.3543743900714,20.638711629237356,-38.5896980850243,D,E,0
Non-binary,African American,159.12162053438442,D,80.66135605824056,C,124.58233265019183,114.52650931737132,11.381634585204305,-9.996487914751873,C,C,109.58181280738992,-76.57390854730106,82.30506462824557,12.840006349998612,D,D,1
Other,African American,65.28259222126056,C,-128.0458561242816,E,-54.23878757855606,-5.718761502314743,-79.95803224731206,59.64228665110587,A,E,-45.67017636012275,-20.47886814066686,-149.55617424895345,135.8772206697067,D,A,1
Non-binary,African American,-45.3095066411298,B,2.714469161967853,B,31.55797331478961,-162.43546794705054,-37.32580849168352,-3.2897526301858244,C,E,247.74828437749775,1.4962615522803562,-18.89653926554455,2.573683799507608,A,D,1
Non-binary,African American,-29.14553590672177,A,169.1456984470352,B,4.43983085513094,6.308251377077179,66.6295173283481,-50.12427026549617,D,B,-99.69657456062244,-23.187788088557127,48.0455742864056,94.39874183434902,A,E,0
M,Other,-27.10486227163127,B,29.9373243458794,C,109.41531039762427,-87.85781443852146,88.98189553576302,47.40818615972837,D,C,-173.23310395656011,-48.0977759742026,21.341971324454736,7.464723516898573,A,D,0
Female,White,-168.60505782751042,E,27.508370692010036,E,-140.41774728805785,-111.87027286589,65.18437989637927,-54.53961964859113,E,B,-155.9656644475365,69.34181760508415,7.593796725874783,-37.48995988306214,D,D,1
Female,Other,-48.5916502650394,C,35.19562649879082,B,73.11648773306136,-53.216382147645156,80.6440883819276,-116.29938206488649,C,E,-18.703391737424134,78.48183057079146,180.01275057579457,-31.965202708890434,B,A,0
Male,Other,187.89475741803318,C,-155.2335616513643,A,-82.60379637248408,-257.6300658467741,-163.89235904936953,-103.23282415950561,B,A,14.84272717328997,33.278950474137964,-70.0878351223561,-94.6869993631223,C,E,0
Non-binary,Black,41.044330789818666,D,220.4324461051931,B,-231.24252576776496,28.39668649403461,18.379214328687603,-52.23841493106206,E,C,79.20396046283552,-69.86095762414408,66.95744564085217,12.59257960930844,D,D,1
F,Hispanic,44.349173744189564,C,-47.16354015234224,E,43.396319706677666,68.07734528448879,-17.835299672979097,-13.593291398133111,B,E,-13.060545878391636,-68.11168686282289,218.4680067515538,151.43876721975613,A,D,1
Female,White,-225.66251817935884,A,-29.12459260615553,E,-39.194532809808564,-117.4146236647003,-113.80413819334672,-105.64846689598564,A,E,-120.8146638897188,44.196792876816616,-124.88019618513617,157.94883838466822,B,A,1
M,Black,33.38905445493415,B,-176.03303380185494,D,53.284374496618994,-248.53908325927887,-109.04377839987092,-46.90778121362822,D,B,64.36812184042289,9.22280036006547,-122.59102445859892,22.626211689001224,A,E,1
Other,Black,-30.10488245059255,D,-117.39316513227003,C,-37.35581086558547,7.645186226781621,80.67031543674923,0.004941453649853297,A,D,-29.43848984656335,-73.69425264813367,-11.231333558046412,-55.02315480172499,A,A,1
F,African American,-64.30419228151642,E,-52.242461577878586,D,-153.03584078944763,201.72377377233195,50.48154163883165,-89.53646797443989,A,C,143.20612024919131,-46.84460946668689,89.34161228931717,44.08588651651991,E,A,0
Other,White,42.639271307244385,D,-159.2796577677894,C,-144.07708752163683,-21.978726191953907,-242.0629712405582,-81.56779585511438,C,D,-48.38142008586744,33.89664641822096,-21.300631353246825,77.54143292958365,E,B,1
Female,White,3.5301085809191988,B,-106.1356966660512,B,96.37260137084381,39.35195187752166,99.19721408846408,12.158289715076037,E,E,-91.45466924313718,51.90874925829569,70.9240770201817,21.604502227627243,A,E,1
Female,Asian,62.084816216379856,C,102.1725083874601,A,-20.923461456330454,79.36308283874317,-89.33840655908043,4.850223610831089,E,E,72.38743531048306,-146.2975707720274,-242.94295136730616,24.148268080720847,A,B,0
Male,White,84.4666963629099,C,-108.75729419593092,C,-72.83562948049726,-139.1582191398412,109.20279964692064,45.85050033563864,C,E,24.218476398314948,53.95935155071664,-104.32474498367661,26.42050764007946,A,C,1
Non-binary,Hispanic,-45.92172901893738,D,50.212867404405046,E,-58.04356426554372,-249.49008513061776,-33.985186482351494,25.68440326790904,A,A,41.19688464324913,-12.741047149491338,25.098405070783713,105.38279504512454,C,A,1
Female,Black,-106.26571886194792,E,108.78350981069629,B,-28.801368624436808,94.11238611819881,229.83703902777486,144.31867304747897,E,B,-85.30646942153611,15.647614033953863,-23.891961686081647,-155.21880415425275,B,D,1
Non-binary,White,-124.14893463622938,B,-25.644896277056972,E,-98.747035239394,-148.38197756608625,82.62201841688845,234.57840709160217,A,B,37.909165063770196,-113.37996021438484,11.797631586477653,19.721922052587754,C,E,0
Other,White,98.18405504276664,C,7.945212932884026,A,-29.40990242650599,-48.30041894890702,-0.06578861141944488,-102.21887174462894,A,D,191.55884777503704,137.14276791658295,-15.306557077444388,-92.20822039123256,C,D,0
Female,African American,-18.093985956040896,A,12.158049421160937,D,-39.77801936197141,-36.55851889793234,68.58394183615076,-89.99670530263506,D,D,37.20454973911311,111.73219771491279,141.38918179086704,-68.05283232517286,E,E,1
F,Asian,-135.2289404975263,E,-74.46318477286073,B,64.5156993542049,-144.54489334914211,-4.765280102509713,106.42115470719571,E,A,68.55927988389497,-130.0136510678997,71.04282249801338,168.90860554771862,D,D,1
Female,Other,157.25494232339136,A,-16.934148341779352,C,102.19612409836117,-48.225913148106976,-168.6953218771783,6.411254768543852,C,C,-34.746747053450875,-54.65823113854606,178.04147459809377,27.085141890715565,B,B,0
Other,Black,41.776850234415264,E,-110.47053943566696,A,110.85407192001003,32.46102320248288,-2.856740030572163,-44.439832842125966,D,B,-2.725258918220861,-69.68542717841983,-104.14436494169914,190.88456625701576,C,E,1
Other,White,-73.60267731948407,D,-234.09891802232175,E,-0.04677365954668417,146.31675827116442,-60.231377140742914,146.44913328501704,B,D,-88.18575274430277,-112.76838766944482,-206.26401806906438,332.2838321799536,A,A,0
Female,Asian,85.50748299780713,E,-119.283087774653,E,-175.23752390661548,-1.1930698674760833,-18.926534255504208,-3.247824258924332,A,C,21.049344670149914,24.92656392776609,195.5343366194433,-70.35299853309512,C,B,0
Female,Black,-107.25658863710599,A,-86.88065770029377,D,-78.93917701294194,-103.66310702397878,65.05778624841207,110.95443282854302,E,E,-203.98785317147747,89.35314695297183,20.92056015091638,47.389255194627886,E,E,0
Other,White,-123.35681200721528,C,16.200291212208302,B,35.98320027409406,52.04833002212812,120.93290750276351,-85.83923758301262,C,C,42.207662109775804,-224.64289424758,-275.7239091397384,75.78057822297339,D,A,0
Male,Other,74.34345145322997,E,-12.954070963317491,D,51.23708157689326,-83.32143344824394,21.780223059981058,47.371487800520086,A,E,-56.3610835505762,-114.56149410360827,292.0905945074122,-21.82916235264556,D,E,0
Female,African American,-96.07919313361205,D,-63.67011567941688,C,-182.89136606292502,-21.50739229167013,-250.59921567526322,-20.185323398788242,D,C,61.77659693771107,-76.46571708520904,57.82529443507908,72.5527610370652,B,C,1
Non-binary,Hispanic,-25.72558200453841,B,85.84971788136248,C,-26.345420766344922,-69.01298740688453,37.02909499482976,107.44092930497067,B,C,-27.730088301806205,189.23603873140922,-29.624049268375856,82.92379557100097,C,E,0
Non-binary,Black,-2.9541183294008544,B,-1.2576548867739468,C,-148.98117570189368,-32.008255894952065,-85.40455662760486,-119.84198717476156,B,A,-40.61422287349069,128.81539639960053,82.32652497161371,-308.6451181871631,B,D,0
Non-binary,Hispanic,144.97457091751272,A,123.4791406027966,D,95.07227190286723,133.63335244782212,4.476343671045881,121.00894452127564,A,D,26.244796327594088,16.27710881319901,53.65852926669098,-168.15893319921548,A,B,1
M,Hispanic,304.02642704516165,D,-9.41357333756603,E,-41.08234847508299,-61.3225415145762,115.90051861180628,41.30795565794836,E,A,-136.27596953687316,-23.912811503434312,47.433720219444965,202.50994682656992,E,C,1
F,African American,154.30977393871413,E,38.150952220264834,A,61.98234113741962,-130.25993679147612,-69.90977003878496,76.75607204855244,C,A,45.87638261741202,111.4351375758083,-149.90570108395414,238.30807532645792,B,E,0
Female,Hispanic,55.638870142690266,A,-47.9159445494518,E,-12.248428990438558,39.07703529699269,190.699167217367,12.471417452289664,C,A,174.3492719167007,-231.6494014398975,150.02383279655703,75.52481010485135,B,A,0
Female,Hispanic,-25.751616921768804,E,5.131154226966248,B,-89.34180905369521,187.74153943127615,75.95731691874,-40.12478682080216,D,B,46.19483288163866,113.85958606129856,-135.7365152885142,154.8268302354258,D,C,0
Other,Black,62.67338971252491,A,-110.93107562707374,B,-109.31273151455517,47.729973301154736,91.64518282398487,68.61875089552574,B,C,11.406804194857218,-60.084532501312104,-92.94367468407245,109.53742874347543,D,B,1
M,African American,-102.61117739175039,A,-13.360431980624144,B,24.992105324518825,-141.17891976085073,114.0520058639239,-284.9476242326269,C,C,-56.63497386479419,-94.37221954029738,28.826898591371215,-85.09976050080189,D,C,0
Other,Asian,32.36621062257056,A,55.80409267566141,A,159.6281470131612,99.71572371728722,81.79684087261107,-62.64346509425652,A,E,125.98619206804347,12.294860736360501,-90.66074585608487,-74.45606301647726,E,B,0
Other,Asian,77.76073280318336,E,49.92708717130152,B,59.930581619927636,44.50285083474425,-103.28029812898687,-17.56519302042357,D,D,119.89472838506343,-206.55187999405246,-108.112958370126,-13.524249736441435,E,B,1
F,Black,-27.68263257564614,B,-202.24266486752705,E,24.502293597879905,96.32805050497996,129.6787633375427,-97.0788708557717,C,A,-33.4558182419224,117.99115302434026,-48.74704178267521,-22.005630356431585,A,A,1
Non-binary,Other,-175.55762470136068,E,-36.614941518365015,C,208.46107621033602,-26.277005382719643,178.47220806848037,-39.907485430118854,C,D,-4.4135964161114964,19.729210695633377,-12.66000173488339,6.960442162370272,A,E,1
