age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
32,-157.16598107250985,30.037662601972272,B,D,C,D,B,13.757127220699806,E,169.37571772648576,D,D,D,B,42.46799094495611,-26.531278039245404,1
38,26.52891012343795,77.66930804700955,C,A,E,E,C,1.02629250582178,C,-203.19406087917704,B,C,B,C,107.1546120261244,102.57265546379817,1
33,52.348850475060345,54.5781891490907,A,B,D,A,D,28.87882711467969,B,135.53108422746956,E,E,A,C,83.33157790928531,-62.74763941211925,1
46,-43.94039268737407,45.553532714744556,E,C,B,B,C,95.96535935594727,B,-14.35829586737224,A,D,A,A,10.278399424023883,-12.012745308865624,1
27,3.8204809572817333,-86.35483755245161,B,E,C,E,E,93.39110762861455,E,-219.81247897094335,C,A,B,E,-91.79057098860271,-22.009752009356472,0
30,61.2473553073552,-5.518202766742702,A,E,E,C,E,19.68834385812395,C,24.002564971036634,E,C,D,D,-72.5472681194378,-109.19539802627567,0
54,-43.4544005878679,-96.51092075212652,B,C,C,D,D,-115.93751452952404,A,38.890895067325694,B,B,B,E,157.47624825933437,-26.315604958613115,1
23,116.30514449964909,19.894449346996907,B,D,C,E,A,-140.11031120772194,E,-61.81850950288589,D,E,B,D,-134.43306582222988,153.78535743669528,1
61,-70.45779229545211,2.246249990651346,A,C,B,C,A,-12.657545143550756,B,-100.39009052723698,A,B,B,D,114.78233666970775,-16.780499884463644,1
77,-173.69429116786165,53.180056624036254,E,A,E,D,E,-81.31111667620398,A,-8.177797763910222,E,D,B,B,-37.95663433376061,-1.528237710194633,0
30,200.8940277834688,78.9227501540707,A,E,B,C,E,-50.75845950147668,E,139.73271454092628,B,D,B,D,-109.40434585295455,-27.079303898022754,1
72,-47.652773792839064,-38.85204768598084,C,D,C,C,C,66.34796936011547,C,-99.17546947417325,E,A,D,A,14.398754865230309,60.09668549204809,1
69,108.00816006421144,-51.74558042881194,D,A,B,D,B,30.800829206800568,E,-99.21828865956564,B,E,B,C,137.38888602656314,-192.04988071746288,1
51,-13.39818807933695,-52.88759945406943,D,A,C,C,B,-39.45833341027918,D,143.69716079345812,A,A,D,A,-79.5231826625635,-5.253500446770067,0
49,85.63696985517822,-27.04517031120202,C,D,B,A,D,187.30320153947682,E,48.114074966825065,B,E,D,D,-172.3939729373844,-38.40119022089459,0
20,-64.16630399587814,22.753433472448453,C,A,E,A,C,133.02999468781653,B,127.72522424201762,A,C,C,E,93.93462083721988,151.4074274763089,0
58,40.68082801761471,68.48587607222197,D,D,E,A,B,-148.51436837976578,E,3.9388893439025083,E,D,A,E,-204.642386134624,235.40958465786534,0
60,137.32868398015302,-67.63385877872288,E,A,C,D,C,-56.86396265595543,E,46.92187109536465,C,D,A,C,-165.37755644417183,-56.1076646000545,1
19,108.47073566755832,-28.33004276003019,B,E,C,C,C,-32.06877281158725,D,2.0242504268450503,A,E,A,D,24.856403124635445,-44.25274601561912,1
22,-5.471649354925015,14.367362615885476,D,A,E,B,E,130.45152846352784,B,-102.8089020886876,A,C,E,A,-13.07418137956332,-13.770955309182195,1
26,126.96608516693502,70.25559387793142,C,D,E,A,B,10.577781389935287,B,124.40249482285563,A,D,E,C,79.41578437631097,-77.5608447031771,0
69,9.772382331756093,-68.48036099275892,A,E,A,E,D,46.71187937769524,E,104.5923660172478,E,A,E,E,288.35929834289846,146.55907432821277,1
79,148.58781805555498,164.24830472427496,B,B,A,B,B,-34.56700174387026,D,-94.43346704030658,B,E,B,C,6.893542040994953,-50.201573169324845,0
59,-62.50642668117644,-12.07180029601318,E,E,C,E,B,-90.31855013025915,C,-5.1093560996630085,D,E,D,E,-14.380011701180035,19.23768587367587,1
52,75.79600585817117,61.91822486756106,D,E,C,D,D,58.733593182344144,A,22.35995188089744,C,C,A,C,-72.7163671877635,65.23981488907094,1
70,85.424758235988,18.728859460221294,C,A,D,B,E,28.887245065604798,C,34.81852647104832,A,C,B,C,-0.20351714573865684,258.1352853486771,1
23,44.36741528659077,-69.93525777853807,C,A,E,A,C,-258.20420680863816,A,-18.40711295684151,D,C,D,E,1.3523315179567712,195.2481725523446,1
69,177.39405465922843,-35.828134910820246,C,A,D,B,E,248.09845178361462,A,-66.65917118977137,B,D,E,C,-14.954005058369809,90.33418030314544,0
60,46.45431101936772,2.347238950895318,A,C,B,E,B,-140.04785734507848,A,3.8963773212520403,D,C,A,E,-60.95847955655085,-75.18635276743314,1
61,8.996333576309175,90.44727510053615,D,B,C,E,D,83.39735265449683,B,-92.29829210318557,B,C,C,E,-195.84852139556185,38.58533129577148,1
23,-89.81272899557706,-77.18391745883946,D,C,C,B,D,14.355696106368807,D,94.3204857817652,C,B,D,A,-53.027760042263,-7.14533315111852,0
29,-22.03360586282941,136.44682086663713,B,A,E,D,A,100.12794119509519,A,-57.452488548707926,B,E,E,E,4.397885920217301,-50.607893084049074,1
49,-133.26132326929303,-64.69605863011631,D,B,B,A,C,-191.6129172811279,A,7.158456749798643,C,D,E,A,143.15869685257633,113.37711418156118,0
64,62.315566116093734,102.17868917611388,B,C,E,B,A,-74.2713450747095,C,-69.97167507187942,A,C,A,E,5.54277363038586,-143.70541150281062,1
50,-27.92258227923017,141.14383686920849,E,B,A,B,D,12.259641882188934,A,-87.21552791770493,A,C,E,D,-22.926157997797322,-121.71723422459996,0
44,110.81012040930183,98.21961337262935,D,B,A,C,A,-106.85657054555419,B,103.14824565373793,A,A,E,E,-77.0344720395803,105.3342828702432,0
48,142.25093906069725,-51.73659204947931,C,D,D,B,C,-187.91497462080463,B,-126.74791951870745,E,D,E,E,-256.29163598437424,23.477379038177563,0
33,-86.45545054024946,-38.679364934297325,C,B,A,C,B,17.577920512929918,E,-93.4131959252925,C,E,A,A,42.43448907255033,-69.13549023420887,1
34,221.51691324062318,-182.99767406392826,A,C,A,B,C,29.847555714119444,C,-64.73924869059074,E,E,A,A,-5.972340364849526,-61.13524502332185,1
75,119.01913340489058,48.58507350790981,B,C,D,C,D,5.192804961096998,A,-2.9051779688137254,E,A,C,D,-139.7904756750311,-92.89459465831881,1
65,-121.08573830683554,-78.69731184395432,E,E,A,C,E,78.99596538140683,C,-135.8469418271179,D,D,D,C,-31.966551971203707,0.8759500024892847,0
72,-71.3481013430889,22.78393137873896,E,B,B,E,C,-156.95799847451605,E,71.92466494314102,A,A,C,E,-14.254137946757611,14.22832302948456,1
26,-96.4967391713067,8.661939239042647,D,B,B,C,A,-107.00249964882886,B,2.2968747218328622,D,A,E,D,-3.165680063587342,37.20517520222744,0
30,-54.814753677636965,73.58331267000871,C,D,E,A,E,41.74794767003794,E,78.83223499377576,D,C,E,A,65.47103848449554,65.12272623681073,1
77,126.42356363065439,-12.378857006740668,A,B,C,D,E,-57.5282770422632,A,-34.32366894681641,B,E,A,D,171.33469129796802,62.01239823127131,0
52,-68.036943662389,-44.81809091116295,D,C,C,C,B,65.92217526925374,B,3.874797324649135,D,B,D,D,36.26319695178388,62.005584512069554,0
24,-22.048008070990463,-100.42347166654146,C,C,C,A,D,120.01507082454724,D,-85.17517772487902,E,D,D,C,-217.10302820738647,-63.169281054771986,0
34,40.08765279010098,94.62417008368516,A,D,E,C,A,15.089873052608654,D,11.225103830812426,A,C,D,C,-98.55205796030722,-7.543069487095358,1
63,-162.69910700749338,-61.88795653694995,D,A,C,C,A,-153.46991805199332,D,124.36110454185487,C,C,D,E,-34.349114039651695,138.31160378887847,1
41,-37.689598807602934,-14.826473431482665,C,D,A,C,A,108.19414267679208,A,118.35840251293499,C,B,B,A,-86.08325672300555,136.4588738413993,0
63,50.86421244895457,-18.901161805611274,D,D,D,E,A,1.8145927377719373,E,10.584615732700971,B,E,A,B,13.331277026508545,-58.405815312343556,1
19,-91.4562685528757,-40.10909408593598,E,A,A,D,C,-56.51141553122977,C,-0.013190796791053656,D,C,C,E,70.21043441607623,-18.10586799463982,0
54,21.976167110116982,-47.16584271132243,A,D,B,E,B,3.8437753643643413,B,-74.81891161729473,A,A,A,B,-116.5019623932769,-145.1886756105142,0
70,-21.861465782558767,253.1355701944129,B,D,A,D,C,170.0375701421081,B,37.01893989802231,A,C,A,D,105.99883225753119,7.677454413047389,1
45,41.32628646648813,191.25003653767024,A,B,B,A,C,20.616695087044274,D,154.7481058205016,A,C,A,D,44.85861024285304,-19.08960824939022,0
32,61.13255393213897,-47.03285881938451,A,B,D,C,D,-15.032930299975082,C,12.513524714380027,A,C,C,C,107.92988563824166,0.8587796589940343,1
49,-41.831258001246,26.65050292940912,B,D,B,D,E,223.64353319181666,B,-35.835482836754785,E,A,E,B,-22.01039118964873,66.59467444798307,1
71,-82.97271965642497,108.74282652363301,B,E,B,A,E,94.39246631930772,E,-184.64156460263004,A,B,D,D,139.52992973992505,46.32470356385683,1
65,124.53904759875876,38.59207192911187,B,C,C,B,C,133.18307919576952,E,-75.3912188284124,A,C,A,E,-28.724051350473918,-41.766095128096396,1
76,-138.32281671898855,137.39407779285,E,D,C,D,D,103.4064698590597,B,-60.17743785231357,D,C,A,B,123.60006529299051,113.56490417543476,0
54,-103.41253260927591,-58.50974038491561,E,B,C,D,A,38.29202033874509,C,77.9560988964173,C,D,A,D,-10.632409288700115,36.89984773900926,0
19,-96.03340782246661,60.732602573190576,A,C,B,E,E,73.83716369325677,C,-68.1392998225418,B,E,E,C,-102.64849892448123,-37.03943789388899,0
33,148.16576140366558,-66.5865635604426,B,B,A,B,A,-63.739703877405255,A,126.55213865936798,A,A,A,D,79.54097721764887,90.07406149997333,1
40,40.67163982916868,-183.03232012549947,C,C,D,C,C,-191.99102467165727,D,-168.62612874958836,E,B,A,E,11.232709448622103,-75.63306770109102,0
61,135.89102099992382,215.9790863608054,B,C,E,C,C,60.15033692887029,C,-59.4444067138877,A,A,B,C,256.9896678500749,-142.59836482519032,1
62,-173.74008103012088,151.35295300633786,B,D,A,B,C,-201.59704135204407,C,111.56656563426945,C,B,A,D,-49.36715196002033,-118.18936606203138,1
60,-10.143579012702697,58.631488588167926,E,C,D,A,C,-64.05479994135823,C,-86.12469392866363,E,A,E,B,68.5689321342981,52.458345800059014,1
26,-49.06303370270496,-88.35687641198933,D,E,E,A,E,73.94397826728503,E,-16.383938274413918,E,E,B,A,-1.0630728344164715,-162.98255668515026,1
28,-110.31681679928562,-25.345118011151023,B,E,D,B,E,-180.69826142113914,E,-34.87938741564248,E,D,A,B,65.98491761439261,2.6904638856995238,0
37,-32.76596819244657,7.369634940238566,D,E,A,E,C,24.98491131798,B,110.92613343586402,D,B,A,D,144.64825987360484,-112.59292867711115,1
19,56.71733026209294,-10.369575951045956,A,D,B,C,E,279.805651980294,B,77.6957115349655,B,B,E,D,-130.81516250308266,-86.59537323069159,0
27,-32.85054238893438,-111.37558245123451,A,E,D,B,D,4.13221613056016,D,-22.560064476799074,D,A,D,B,1.981836966936923,-96.15666944082048,1
24,-97.84486154870143,157.84575596301704,D,E,A,B,A,-27.42026821357365,D,144.93524602554697,E,D,A,B,-96.89894237415007,-78.2224911299195,1
76,-27.743807362583606,245.032304248126,B,C,B,B,D,-24.83296536650028,D,66.20349732647904,C,D,E,D,-33.66821430118792,-106.8110097336814,1
54,-8.170017778803233,59.619375237908336,B,C,A,B,C,59.542926278073935,C,-81.90722399542223,C,C,C,C,-104.71870134267303,-82.25158896397963,1
28,-194.51789915248227,24.856447968216433,D,E,A,C,E,-41.34584886545913,D,58.95395056593772,A,E,C,A,-64.14347194363602,16.182607911873394,0
18,77.96158843576637,31.115496152511714,B,E,C,A,A,49.73612290129079,A,-19.26972624378742,B,E,C,C,-90.00278114797598,52.0945627188807,1
42,-79.38765721437072,50.12095873623061,D,D,E,D,A,82.58144631183715,E,-106.31556686290891,D,B,C,C,68.84790914161255,-67.4309212798275,0
67,-29.79761391436162,5.127108791924013,D,B,B,B,E,-8.386407340823144,B,-0.3132626522407762,B,D,E,B,-43.39265060932861,-1.8880458816913386,1
45,4.158093461503213,69.71565215065904,A,B,B,D,C,51.731295837220884,A,2.8143339802120546,E,A,A,A,-22.550945230964587,43.69667026532652,0
65,15.140506584064518,-44.565213245294885,B,E,D,B,D,-34.86521597534123,E,-8.333725062366895,A,D,D,C,-102.91799835330993,-15.830666790908532,1
52,-151.49435891910645,105.00988116039342,A,E,A,B,D,66.48752776061423,B,-69.40170249399603,D,A,A,B,28.896522824263254,1.9220521205902386,1
40,-9.041030069069137,-92.80885002923414,E,E,D,E,B,121.68880871194804,A,11.09401729356208,B,D,B,C,-70.08162057963317,74.77225043897161,1
24,-25.268749067185777,-91.84502835057859,A,B,C,E,D,-33.76413156959827,E,-123.83519666078551,A,E,E,C,122.35387148089451,-14.657086668019748,1
49,-49.16914379002832,19.113257573433874,A,E,E,E,A,63.01861030326377,E,-60.11705176712522,C,D,D,B,6.11993918838498,18.76614470431038,0
37,133.07439123055445,100.01138846071352,C,A,C,A,A,77.35611723130906,E,-149.28977381782207,E,D,A,E,51.91471591972914,-53.11062790199029,1
73,31.050421588240724,4.499761570167373,E,C,C,C,B,103.42462819198053,E,-45.8943519646503,D,A,B,E,-32.645433841241086,-183.0396353300311,1
66,64.86988423559335,264.8911088484158,C,D,B,A,C,-94.78182863576373,A,115.0662250744227,E,D,B,B,-41.8105083669987,-52.353465796916396,0
62,38.72404299329488,-60.97430133055356,B,A,E,B,C,-43.30899486235521,C,-123.24770976818029,B,C,A,E,52.903676022741706,82.73781473930036,1
45,-61.30789630845512,39.193441818130694,C,E,D,A,D,-65.93539591363471,A,-153.71325367150595,A,E,D,C,29.923680942496844,-79.77301591145654,0
19,-179.79344863647228,39.253838373543665,A,C,B,D,C,65.07527424172432,B,-129.64811248220752,D,D,A,D,200.24730119885862,-6.571212960788429,1
49,175.13681955486751,-92.05737134810397,B,D,A,B,A,-53.91014876503624,E,-49.71020190390283,D,D,A,E,87.26475655147709,121.62344101436324,0
43,-87.55615551658585,56.155147229309435,B,D,A,D,A,8.67922020641206,A,33.60181128748992,E,E,A,B,131.40386257827248,-60.614905117124984,1
73,-118.25289482724959,61.00073077187167,E,C,E,C,D,62.05696347142092,D,34.64660106439559,E,D,E,D,88.2082013619059,27.252440547051037,0
44,57.271632615236236,13.059021028695309,C,E,D,B,E,-157.27423171752275,B,67.98073790404389,C,E,A,D,-49.277996155882605,-156.61096639656046,0
43,-3.2543036673085486,-67.1234600496721,B,E,A,E,A,-64.31453826075142,C,139.6479273485433,D,B,C,B,-147.61964968252605,-152.08744447843478,1
30,-108.0925589898679,169.52131745052907,A,B,B,D,B,-53.441488103066135,E,-48.901181677069346,C,D,B,B,4.253468585589461,115.8975433151509,1
23,-112.37723378297228,-222.51440748517064,C,A,A,B,B,-95.4270257585187,C,-37.353888911352776,D,A,E,C,-63.19256221943452,-86.3445467260476,1
70,125.82370272728399,17.969551503322958,B,C,A,A,C,84.15443266270356,B,48.02273906046427,C,C,D,B,-253.64175024601323,17.457863415146775,1
77,67.1369952900586,-128.18476123651942,A,C,A,E,D,-117.94722148460383,E,108.04597371469238,B,A,B,A,-109.56164626996944,-1.3849097331135982,0
78,-58.756882228563754,-56.8077803369387,C,D,E,B,C,-105.77157232744744,D,249.53267432378664,B,E,D,C,-118.51321427063608,-93.1391519126948,0
62,116.82841779619241,72.02789849648713,B,B,A,D,C,94.99511541572882,A,-2.662076495778867,C,D,C,A,99.64766778356864,-28.053807429154126,1
30,-29.329909043662976,54.791604283671546,A,B,C,B,A,122.70077272530109,C,229.09169141470556,B,B,D,E,5.484461492671044,-146.55029270688038,0
44,2.4439721775037486,27.916038497368607,D,E,C,E,A,-71.00235823128827,D,40.63717966259,B,D,B,D,-55.43953059625838,-40.99727056493386,0
28,-108.46586798577273,96.14434440288355,C,E,D,B,B,32.98243948579222,E,275.5059443216145,B,E,B,C,20.609926934944205,-168.99295308392828,1
34,5.299392395207277,256.237952879443,E,C,E,B,C,-84.1319508162077,B,255.17026009001813,D,E,C,D,-99.55515205958643,-15.145432706109302,1
45,-125.73268335295413,135.5056791711015,A,B,C,C,A,5.194704477445045,C,-0.33517420598100756,D,E,E,E,113.83378058020699,45.66711150289331,1
72,36.53345353905972,-33.50297879007017,E,B,B,B,E,-129.7939629292558,B,-2.5484934414344522,D,D,D,B,-90.45801581183748,-14.306258966983037,1
25,129.77225193868327,80.46952063245107,B,A,A,B,C,149.3890785705698,D,-45.74030620461842,D,C,E,C,113.74488871290632,-63.09829904822569,0
72,-17.993290829310094,-23.827263592375044,B,E,A,B,C,-53.3489003854163,E,-109.46962039020151,C,C,D,A,43.07079716979054,-23.212962333321688,0
20,-48.02477621116694,-86.59112253360802,B,A,B,E,B,-71.03759519632196,A,-148.0090277927274,C,D,B,A,183.16492131270294,-4.202695029901804,0
41,119.88006296885526,50.70400113314027,B,D,C,C,A,23.729811588234707,B,-159.85460563883956,A,E,A,D,17.039555998048506,-44.167793781993645,1
62,-88.23024979508595,23.659922798016588,D,D,D,D,D,-43.112516553898416,B,-6.155713881299292,B,B,C,C,108.68094580396163,1.7010915847624652,0
41,45.20677239870941,20.52467321403307,A,A,A,A,E,68.95599058361367,E,-86.25040387492456,A,A,D,E,182.4225197508001,-226.40112589605116,0
30,-68.27787581843016,61.61314951559339,E,D,A,E,C,146.4440943797641,E,-23.254927166835166,B,C,A,B,-262.59858685201124,-30.980025840719104,1
42,-52.52902199042446,15.413622953191409,A,E,A,D,C,31.598493321602216,E,33.46628473196833,D,B,D,C,190.8984668521782,219.1180193106299,0
44,-223.84124935493745,-33.75402792363194,C,A,A,B,D,-4.885760810833027,A,-51.34116940246534,D,E,E,C,50.64758668311436,78.76602220457765,0
30,-112.74115742877939,-70.58095941049962,E,E,B,C,C,-88.00974855709485,D,222.6970378990456,B,C,A,A,-99.79166506273265,53.52617236879951,0
65,65.0571310812997,-72.68298972069283,A,A,B,E,C,77.7891308334183,D,-47.9883509521955,C,D,A,A,-271.3944301058781,-23.2975222946207,1
38,-109.26714613293377,20.671750917275666,A,E,B,A,E,7.133776095982242,D,-28.569637718049705,D,C,C,D,57.61961325384879,-189.2203049956623,1
40,-27.030018810959273,157.8352027495675,C,C,D,D,E,80.039477524961,C,33.225914703067005,E,C,B,B,72.03823558728108,27.636916417858586,1
31,22.025562221555344,-84.02764813046699,B,D,D,C,A,-37.81136758386906,A,-58.13282786900709,E,C,C,E,88.70455075032562,-66.22017246574096,0
62,-36.58777522882155,-87.54434848860944,D,A,C,A,C,-143.5543507812679,C,-62.46743878772622,E,D,A,A,113.86949484865066,-129.1620085723377,1
38,73.4064427975312,180.5366844539127,A,B,B,C,D,-88.94158403789305,C,89.46106621315262,E,C,A,D,43.05185791742095,-26.251627683175617,0
39,76.76858867856893,-8.846311516836897,E,D,A,B,C,-18.24593235021296,D,6.757758922093811,C,D,E,B,22.98669104939186,-24.36540552614123,1
56,-74.5151250263318,-204.6260772945763,C,B,E,D,D,-18.56901589778934,E,0.003877208644301448,B,A,C,D,18.688915030403987,-24.30080022463715,0
61,-109.75194011133243,-2.463646196845946,C,B,B,A,D,-11.452346208061384,A,-286.6170923163487,A,E,A,E,48.78120832247169,41.031065176670566,1
53,-5.024008776456372,39.93934709183686,B,A,A,B,B,136.64134744047877,C,-92.60550661403528,D,E,A,E,-147.40933643367032,-121.45279945591456,0
25,-74.50114163625643,90.79072551848621,A,A,D,A,B,111.32955288335478,E,-44.56053428731742,E,C,E,E,1.3302464048605707,-118.63726492739832,0
63,152.3312466979594,-85.32530042323538,E,A,C,D,D,-20.57556097221755,E,-58.99793010230171,E,B,C,D,61.12788091250191,50.76042569753041,0
41,24.661512610770266,-117.27811180026353,C,A,E,E,E,176.72208833059778,B,96.44272246370838,D,D,B,E,149.76607236886997,-61.48157266605912,0
51,51.21730325012008,-24.013121827382065,D,D,A,E,B,-34.3611507673377,B,110.63839229846448,B,D,A,E,-180.38207292584949,162.11090088022613,0
52,71.82577106089467,183.8491122171392,D,A,D,A,A,-24.669904014917503,C,52.39761329393809,D,B,D,E,-148.9946207401349,-105.77508410632426,1
48,-27.959055527474103,153.4326236809729,E,A,D,A,B,90.02106730288088,C,-127.80578063916201,D,B,C,D,-49.82838699447596,138.40714757727392,1
48,-117.69071617836693,19.082243847260074,D,C,E,C,D,50.45353817846131,C,-0.5139222763038289,D,A,A,D,69.20900075250405,-24.590858486487306,0
30,-116.98209985584175,162.4960819892985,D,A,B,C,A,-107.77117315503544,C,-34.0979649708602,A,E,B,E,34.09429964976093,178.60800199583218,1
75,32.32106673965502,22.536298940062572,C,C,A,B,E,-168.72304128380534,E,125.90940614016417,A,D,C,B,166.71388980257504,-24.696472044753076,1
32,-20.399506414938447,44.264517820948576,E,C,E,C,C,-119.18901852931663,D,46.969997330178366,E,B,A,A,-177.4530932994909,5.326158198331353,1
37,-16.566418454221836,-78.6593203261848,D,D,E,E,D,92.07881555816716,E,-168.4777310730358,B,B,E,C,-87.36861410984311,-5.35527667570486,0
26,-69.0946083521178,4.693826268366678,E,A,A,B,A,100.00792272758778,C,-73.02782789143244,D,E,D,E,-148.13716939831687,-142.72279246562337,1
29,31.45878529697626,0.1728950881196248,D,E,B,C,C,51.77870775593011,C,133.93211608705025,D,D,A,B,-32.746564908946354,207.03225904388552,1
64,-184.22408705677452,70.87575992166387,C,B,C,E,D,115.60698053436487,B,-59.4504783441916,E,A,A,E,-67.27758740936042,177.27755108065497,1
58,-137.31525899341705,-25.01042767072361,B,B,D,C,B,-47.488135458017545,A,-129.82076743351115,D,E,C,D,-45.685569621727524,113.57999748508556,0
76,11.23678181865921,109.82784461557189,C,E,D,A,E,26.674631489099358,B,5.655509112437533,E,B,A,E,73.74996493354628,7.955163955021797,1
22,53.339032074877004,40.3420312158479,B,D,D,E,C,132.50567815389476,B,14.054877283567487,B,B,B,E,-36.68234103653717,65.13725967336109,0
39,-5.897081279849583,-84.99671739395991,B,D,B,D,B,8.238291690545497,C,-19.443328710316074,B,C,A,D,75.67255091043391,-6.638930575417502,1
27,-144.4636438245106,29.33479230246881,E,B,A,A,C,49.93978528067838,D,143.16681788537505,B,C,E,D,128.57032627919475,84.66853441409977,0
49,79.04217043691328,-76.50030191654814,E,E,E,E,C,130.99921896594572,D,116.16395944484124,E,A,B,D,218.89513538701465,-72.99231907624026,0
63,-17.596555323272888,93.0140026544278,E,B,C,C,C,24.753718265963368,B,18.30871673254452,A,C,E,C,33.88920228745664,-49.092109032788336,0
33,-32.375581752859716,110.19372952155561,B,B,C,E,A,108.10344085060912,C,54.14641281886382,E,D,C,A,5.843411069124613,-105.34054356631157,0
18,-134.91294538954565,23.168296083771217,A,A,C,A,A,60.374188811013966,E,-95.91825852969286,C,C,E,E,136.2478209577055,-38.44791527983694,0
79,42.67687151883183,69.80376490009907,B,B,E,E,D,-199.4490104055588,A,-92.91532533345428,D,B,B,E,21.762689157493188,236.8045463000478,0
50,11.61563971020476,133.20321396614216,D,B,B,E,B,-85.74977502531982,B,-46.065229061015124,C,C,A,B,-142.37815196828024,81.16240854982621,1
39,56.75768358633258,-66.06376907181401,A,E,C,B,D,61.71241455399227,B,24.635609763899343,E,D,E,E,-60.22729063657568,-65.01299521961693,0
54,-3.354438087013399,-31.95454303826068,B,A,C,C,E,82.28261992776697,C,19.08162629707123,B,D,C,B,-20.827179309917852,-106.59467499554236,1
42,-277.9522258801424,-19.3289713860223,D,B,D,C,B,-73.50192566477818,E,22.112999350015432,E,B,B,D,-49.173535070110496,-146.69831202912394,0
40,-148.63655615762832,163.27724536264827,C,D,C,B,C,-91.65265156476995,D,124.92333935607778,E,E,C,D,57.30255626137486,-94.03719209125829,0
71,79.9970099138451,124.80830108502383,C,D,D,C,B,47.358021745929236,D,-115.60453214220445,C,B,E,C,105.5049572338994,69.64001743095142,1
70,-25.87074278686787,27.110557486865495,B,C,B,C,D,116.46984044917068,E,-23.437880001540762,B,C,C,E,220.64859614577497,8.152099812006579,0
34,60.80935530715509,-27.69848242950397,E,C,A,A,A,-174.18911947707232,D,37.5526743344724,E,A,A,B,-29.791996790670428,155.99624520935942,1
42,24.42683664919376,-33.76250145953797,D,B,C,E,A,161.4926634493319,E,74.10393719756738,D,B,B,E,-146.72241911382108,-72.48013713258351,0
44,21.91065266651739,138.37141768615652,C,C,E,B,B,-31.3336209128089,D,11.491075067867412,A,E,D,B,67.1681097331944,14.700209670896891,1
37,14.548139980991785,-98.91493702619178,C,A,D,D,C,-96.52059792124157,B,-143.99973964521732,D,C,A,A,-106.9293274269219,69.16025303772629,0
67,-106.42334711046635,207.25292525686544,E,D,B,D,B,107.18473250561745,D,-133.9316939773602,C,C,C,D,14.68234970163719,-68.76344514391465,0
74,-67.53004679392676,152.35243093900687,B,E,C,D,E,212.5576606808048,B,29.029504149952658,D,A,D,B,-56.3755262343836,-38.61867020526328,0
48,146.10903489592854,83.11098049318034,B,E,A,D,B,-10.164026855548627,C,-130.57287241957357,B,D,A,C,138.8037622730719,11.25286100671669,0
63,48.820129249487906,105.25414264071526,C,E,D,C,C,-4.572650350847896,D,-58.731419328873024,C,B,A,C,-8.782601522799888,-170.57032412968914,1
56,-127.3499724648572,-64.34463762481595,A,B,B,E,A,259.4012793404479,A,-181.43307915648214,D,C,C,D,-4.432197526429096,-21.367172114604436,0
67,-142.32544776075747,70.46142619009066,A,A,E,A,E,-134.66223694598722,E,-92.67763955216031,B,B,D,E,-213.422374944773,118.96317858946432,0
34,19.446300305898657,104.38322039968202,B,D,D,A,A,-103.72543557862919,C,63.17189215709893,A,B,A,E,121.07790030814685,51.66204908514995,1
66,49.06274944560536,-8.86795016528779,B,E,C,D,A,-59.60400978416154,E,49.66171411057353,B,C,D,D,132.3810760342379,-99.43760940481306,1
18,14.76098923840322,59.1300468716354,A,B,D,C,B,-15.402384443531783,E,90.8099618788056,C,D,E,E,-26.375247819306306,34.78757800444516,0
54,-35.66648181611674,157.62357558527808,A,E,D,B,A,31.086487233630873,D,-196.36778374524056,B,B,B,B,51.957697062071986,35.65817994192174,0
62,162.84117313932,-13.974980455914773,B,D,B,E,D,40.52571570275496,E,72.79222879565091,D,B,A,A,-25.35598108209644,88.80034387788346,0
19,84.48699164825693,47.248425937890936,C,E,C,B,C,163.94447710095656,C,-58.886408814594695,E,E,E,E,35.6779302113814,9.694497782099202,0
25,-97.90003708937334,-118.2384096038756,A,C,B,E,B,112.46521262917332,A,115.4997887639434,C,C,E,C,47.41637502554097,56.07672798053477,0
33,171.70974175758843,55.012294592356916,A,D,B,A,D,-37.40326613173131,E,-29.20185724947236,A,E,A,B,-61.19970556088046,100.02957842398834,1
48,82.6189300853556,-187.14555486993228,A,D,D,B,A,-89.88174429272904,C,25.857010885222394,A,E,B,C,87.65184995840954,119.0212228387012,1
51,144.33688801181665,84.79587946223504,E,B,E,D,D,14.95908663483045,C,-191.62433050823608,C,E,E,D,116.66861710082898,16.18968316690004,0
68,76.39446078733626,-116.18818637698602,E,B,B,D,E,-157.3440055453484,D,41.273503739110595,E,D,C,B,-123.59391440621393,-45.58368662338162,1
27,-31.778864786773685,24.319558985266756,D,A,B,C,E,-89.4321113385325,C,-14.1879715423987,E,D,C,B,-26.005238100112983,184.96453590507872,1
68,56.65382791577868,99.63108130488989,B,B,E,E,D,-72.70621445744369,C,-5.660431495473002,C,D,B,D,-8.283583977766847,18.509547492554276,1
21,-105.96543159428523,-54.264880768167025,C,B,E,C,E,157.49067495669118,D,20.850951692384978,B,C,E,C,149.27438060940133,-111.35890081442183,0
44,164.7059025266642,4.727069830917383,D,E,A,A,B,33.81853052329138,D,136.25558940017135,A,C,D,D,69.75574019290079,39.14869155567293,1
45,121.94677251781401,1.187766603829977,B,B,E,A,D,-14.744531506283845,B,-86.93558643976534,A,B,E,B,-85.24267487331457,-65.69287048812603,1
