military,country,sexuality,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Veteran,Mexico,Heterosexual,Other,-32.35429997823344,C,50.209010615082306,-99.67150256973206,-66.15225825767108,A,B,1
Yes,Brazil,Other,F,-20.750408819086292,D,75.49024860472761,70.95366438120907,-206.57260597038572,D,C,0
Yes,UK,Other,Other,-21.864608034233953,A,41.51741364236853,-43.78399766851803,211.7022091489693,C,B,1
No,Germany,Heterosexual,Female,-61.93258704247464,D,-74.39373845209253,74.27201623072789,-105.27826407363266,A,B,0
Veteran,India,Heterosexual,Male,-267.0841685943248,C,-45.21206821516069,59.311757172484505,-51.265909816905605,B,E,1
Non-Veteran,Other,Bisexual,Other,100.32830182571266,E,45.004168668869,-49.72192449736807,54.09480448468377,B,A,1
Yes,China,Other,Male,66.55408826663141,B,102.64552703736756,-190.39096582611964,35.36252438802004,A,A,0
Non-Veteran,Germany,Homosexual,Male,130.05396301754726,A,-122.19542750529295,-83.77806544764398,142.5449887926077,A,B,1
No,Mexico,Homosexual,Male,51.1770117700583,D,-43.53104569373073,-6.052169086970795,185.49170189960495,D,C,1
Non-Veteran,India,Heterosexual,Other,-41.9863778586589,E,-46.244743957329746,125.13675701138985,188.5788396035417,C,E,1
Yes,Germany,Other,Other,-107.60722769381921,A,84.23783288932984,62.686325672348254,-233.1770619506205,D,B,0
Yes,Mexico,Heterosexual,Other,-226.95691857798815,B,-42.705958017101295,-19.694261074794188,-154.63297865893847,E,D,1
No,Germany,Bisexual,F,-122.82470449767405,D,-138.50049551086917,100.20329308604805,96.36096690030774,C,A,1
Non-Veteran,Germany,Heterosexual,M,215.6312566523363,B,-91.41538371342428,45.42514030045594,6.775232410098715,C,B,1
Veteran,Brazil,Heterosexual,F,-55.61929262754077,B,-12.459339251522342,-21.947348231726796,61.0085686528534,C,A,0
No,Mexico,Other,Male,-55.09945016046222,A,-197.5681042690182,-75.34536027991301,224.82602737690786,A,C,0
Non-Veteran,UK,Other,M,55.83813407166204,A,-61.81768590309778,94.26267829181644,-130.52259874290002,E,B,0
Non-Veteran,Germany,Other,Male,245.6255514040496,D,-244.47003530389338,-87.06420486579903,52.522730547648365,C,A,0
Veteran,Other,Heterosexual,F,-114.65588530742501,B,62.83727113091724,-42.77107426811896,105.44043744001377,B,D,1
No,India,Homosexual,Non-binary,43.826372778266546,B,-11.329007152480445,108.88943004704021,-9.435578647835593,A,B,0
Veteran,Germany,Other,F,194.2927790111636,A,-32.99119301777994,11.712325876307087,81.80457943919215,E,B,0
Yes,US,Bisexual,M,-311.8447586858296,A,-1.0721878338373003,-81.01981899429593,-68.6004040983939,D,C,1
No,Germany,Heterosexual,Female,-104.09402693711205,B,-125.8401616041943,-171.14461322075024,-42.04998677564037,A,E,0
Non-Veteran,US,Homosexual,Male,17.53239397489679,D,-213.67018365449613,225.82885617937004,128.4567558621046,D,C,0
No,Other,Heterosexual,Non-binary,-39.62079003039415,C,-92.72801932247773,-21.625502353483647,39.845066621960235,E,E,1
No,Mexico,Bisexual,F,95.12377491769762,C,145.47243253208134,71.46247066068845,-174.5132057767974,B,C,1
Non-Veteran,China,Heterosexual,Male,55.9629837991083,D,-125.77068838762521,-108.64577216283028,67.139419103374,B,B,1
Yes,Mexico,Homosexual,Female,-187.26426163839795,D,-187.0384806774824,110.64540142648282,81.03868420224184,D,E,1
Veteran,Mexico,Bisexual,F,-73.00812478795335,D,58.43620272997126,46.519574062058965,-135.4645887308924,A,D,1
Yes,Mexico,Heterosexual,Other,-4.062299198281243,A,104.35355795883557,17.6079392306714,-99.33168531076703,E,D,1
Veteran,India,Other,Other,-87.43261218503262,B,-0.3934342354858688,112.49035891664192,-24.586445610444102,A,A,1
Non-Veteran,Germany,Homosexual,Male,14.397590072531402,B,54.55088694325452,98.94194359348249,124.75754369512711,E,A,0
No,Mexico,Other,Male,29.701146957223223,D,46.08237167294679,57.55826794512697,104.35463482209515,C,C,1
Non-Veteran,Other,Bisexual,Male,59.15735806530217,B,-33.02116906512157,-130.6684369881487,94.26551449554859,B,C,1
Yes,India,Homosexual,Non-binary,-3.184989802266918,A,-10.792756263693267,92.65179385034527,87.7565691456218,E,A,0
Non-Veteran,US,Heterosexual,Female,-161.81366856664386,B,54.814656288461116,55.67022291056848,39.22781389368618,D,B,0
Yes,Brazil,Homosexual,Male,-20.68355776834528,B,-24.474440527548037,73.15716302028224,55.93745226687516,A,D,1
Yes,China,Bisexual,Male,23.835488496670642,A,-24.148034771807442,-26.16975458141332,-48.72001266626633,D,A,1
Non-Veteran,Germany,Other,Other,45.739324026885264,B,-8.932237961915284,-27.04788290868211,75.18387162577169,C,B,0
Veteran,Other,Other,Female,-106.9638127789744,E,-21.225983290355575,-30.442276526584045,-12.870715208071493,B,B,1
Yes,UK,Other,Non-binary,37.28534426123476,E,59.350157064518186,-100.5406903047154,137.8817618280562,A,C,0
Yes,Mexico,Bisexual,Non-binary,22.586292252511335,B,169.841924131937,-114.05112189456001,28.528280320053778,A,E,0
No,India,Bisexual,Female,-26.389453200669788,E,127.22649159445747,13.317589891144976,164.67817033382144,E,E,1
No,UK,Heterosexual,F,130.2657915755683,E,-127.25843954128196,-105.92097600339514,-47.93443286834808,B,D,1
Non-Veteran,UK,Homosexual,Female,-125.03947850996819,A,160.7926204405038,-91.53712644713166,-23.79657864701609,C,A,1
No,Brazil,Other,Male,5.361979113329046,D,125.96214900725637,83.94917369003949,67.22689903833485,D,A,0
Yes,Other,Homosexual,Male,79.93750157176885,D,-73.24004120236805,9.39042928577149,-61.96573376174014,E,C,0
Veteran,Brazil,Bisexual,M,65.00375115437345,D,58.91946399877293,148.1541486506676,10.96879141738694,A,D,1
No,Brazil,Bisexual,Other,102.78641946417002,B,29.082261771494856,-36.61811410462736,20.67184147194626,D,C,1
Non-Veteran,Other,Heterosexual,Female,264.2981444908425,C,-17.905684188840233,-108.33284163116052,11.133263478031468,A,E,0
Yes,UK,Other,Male,60.77377432781327,C,10.431778116007372,165.59397080795395,54.79017320040918,B,E,0
Veteran,China,Bisexual,Non-binary,25.894781951777052,C,49.311622625207306,46.86657256194267,126.17464490185893,B,B,1
Yes,UK,Heterosexual,F,84.65884047723894,D,160.5253597884432,-128.93559957463748,-96.51523070886037,B,C,0
No,India,Homosexual,Non-binary,-29.86597983749453,D,208.25870898152442,3.5638832912916243,9.331655464416512,C,B,1
Veteran,UK,Other,M,-115.31984872590048,C,-90.9518016737597,74.1863143027872,91.30977768178646,C,D,0
Yes,Germany,Homosexual,Male,27.64130462508078,A,-69.15412630370167,-185.90023963644538,98.0018694990747,C,D,1
Veteran,India,Heterosexual,Other,21.687294454786198,A,-124.74300822606172,-252.71473971327256,90.83199561933529,C,B,1
Non-Veteran,Brazil,Homosexual,Non-binary,-68.31574297377527,B,-26.321091043362383,-157.10941846604894,-86.43652298862926,B,B,1
No,UK,Other,F,-128.92266602001243,E,-83.8042751458399,-139.4704098944097,28.378589673539,B,D,0
Veteran,India,Homosexual,Non-binary,-57.78450061178142,C,-120.66070046855566,-22.522056113256486,37.06853866732737,C,B,1
Veteran,US,Other,Female,70.77702538820209,E,-46.94911131288142,150.85608271622397,93.85540701332626,C,B,0
No,Other,Heterosexual,F,29.652683719304708,C,111.16544837443472,-133.37138214315257,29.29036919477116,A,E,1
Yes,UK,Other,F,4.472394470996292,B,-61.69564348113536,-142.08053257023016,-32.10812292633154,B,E,1
Yes,Mexico,Heterosexual,Male,10.767335525268797,A,0.9748438423432361,-70.56981717194519,121.45779686933128,D,A,1
Non-Veteran,UK,Homosexual,M,95.41561422396329,B,57.14948741426933,94.72192860124879,-61.16514288669135,A,E,1
No,Brazil,Heterosexual,Non-binary,165.1241913189605,A,5.454658095877377,-18.907997539924253,207.53586471336115,B,A,1
Yes,Other,Bisexual,Non-binary,9.493138049922681,D,89.59473947887629,-28.29393682231554,-94.74259074949387,E,C,1
Veteran,India,Heterosexual,Male,141.57657870485875,B,-108.52526438670212,50.289947705793494,132.26536309855368,D,A,0
Veteran,Other,Heterosexual,F,-34.95191948885184,D,-104.10150837569245,-250.9150100970229,-10.195910796446393,E,D,0
Non-Veteran,Brazil,Bisexual,M,-0.07967749655387174,B,102.66784011903533,-260.6606229299939,73.44633190750298,D,B,0
No,Mexico,Other,M,-14.759735934441059,C,-53.707636201208786,48.95149407400923,-31.945284368360223,D,D,0
Yes,Germany,Homosexual,Male,14.646057258376688,E,-28.83722470479297,34.990080372960094,-26.939302568800233,E,C,1
No,China,Other,Non-binary,25.86533914031589,B,87.98745232311363,-74.83853748376495,-71.36644028482506,B,E,0
Non-Veteran,Brazil,Bisexual,Non-binary,-25.535991325450507,D,-73.57329639932888,-38.16451905816664,52.57767025317654,E,E,0
No,UK,Other,M,-121.72579164304913,C,-35.39258359052183,-147.18997909877334,116.30209244665157,C,B,1
No,UK,Homosexual,Other,105.82584576376648,C,71.7474421368144,73.89836164519853,82.82442725670826,E,D,0
Veteran,Mexico,Homosexual,Male,-89.12424399408295,E,-38.892223454621075,13.308708243184029,105.96347243991727,A,B,1
No,US,Heterosexual,Other,-102.63666691354165,A,-249.8363374479848,78.34453162749121,119.19104762617678,D,D,0
Non-Veteran,UK,Bisexual,M,21.940574302579538,C,19.526758429547098,76.6172372138367,121.2049390299685,B,C,1
Non-Veteran,Brazil,Heterosexual,Other,-193.67135263910205,E,-36.59919147953858,-67.87559051252236,-184.16133909428422,C,E,0
No,UK,Bisexual,Female,-55.29468657916981,A,-49.41239385732272,169.07294268599176,-105.7370606802537,D,C,1
Non-Veteran,India,Other,Male,-158.51015435037098,A,112.914240594573,105.5635087774815,176.03832936545044,A,D,1
Non-Veteran,Germany,Bisexual,Female,-43.252895336635476,A,-35.49245830608911,-185.42859755845336,90.73963998160076,D,A,0
Veteran,Other,Homosexual,Female,-28.513886795199223,C,-24.20869900209918,-54.92753053862397,13.738689102767198,E,B,0
No,Mexico,Other,Other,-80.78147856801728,D,54.85611507233886,-51.69899856302883,-21.81270392108499,B,C,0
Yes,China,Bisexual,F,-150.15589425053798,A,-71.19597026761734,-17.584115484714278,167.87397496530875,B,D,1
Non-Veteran,Mexico,Other,Male,-151.4735982158613,C,-47.824934229477115,-121.92074130851691,-58.31399875993299,C,A,1
Yes,US,Bisexual,Female,0.5669523080586574,C,-71.76419063714154,54.21377954432791,-181.33791881643145,C,A,0
Yes,UK,Homosexual,Female,172.38715918314773,E,-10.138661956040918,96.73250342369386,-79.51957680161068,B,D,0
Yes,Germany,Bisexual,F,-7.426747197596482,A,-264.9529311395837,25.62734624146555,86.70001686102547,C,D,1
No,India,Homosexual,F,10.704379796302742,B,-105.73475776163772,-268.2882982534902,107.78263636620349,B,D,1
Non-Veteran,US,Bisexual,Non-binary,-85.40586874338,A,18.680709338882608,102.46216410302242,113.74929949927255,A,E,1
No,US,Heterosexual,Non-binary,-44.26141939605607,E,-118.33619058470921,-131.577804230607,-89.36673884918471,A,B,1
Veteran,Other,Other,F,-99.09501233697041,D,-37.31587413349601,-80.08857416500167,25.893932261173404,A,C,0
Yes,Brazil,Heterosexual,Non-binary,-80.32478980499677,D,136.30728387651965,90.45211839755467,55.21365877573079,D,A,1
Yes,Germany,Other,F,219.8516967974705,E,47.92707989698348,-11.801909732363988,98.5578539401712,E,D,1
No,China,Bisexual,Other,104.49434053429853,D,1.6129201114784057,-62.98429126167498,-295.07100018997613,A,B,1
Yes,Germany,Bisexual,F,-164.1390343442156,E,-45.99727675244571,30.960942011182258,149.15776040232564,B,C,0
Veteran,UK,Heterosexual,F,-235.9065666282877,E,71.15450135449947,-56.63230172374823,-38.2149416728598,B,C,0
Veteran,India,Other,Female,-150.4276769128408,C,-91.83030510739204,-169.97187288845566,-46.92674870377026,A,E,1
Veteran,UK,Heterosexual,Non-binary,-76.63918978820577,A,-107.8642740698787,-102.77120730120184,-44.630233147368834,E,B,1
Veteran,US,Other,Non-binary,137.95023692437397,B,-86.70062148028317,-174.81588475194738,46.98590788061113,E,D,1
Non-Veteran,Mexico,Other,F,35.131387771609795,B,-135.48012875915467,53.60316302403469,-47.0401660781676,E,E,1
Yes,Other,Other,M,-221.47727013570875,C,-180.06001912679776,206.6912500023835,-23.036654732322777,E,C,0
No,India,Heterosexual,Other,-5.928246004587601,A,-18.954300008973924,-49.41069284488186,-137.97052334377764,B,B,1
No,UK,Other,M,28.569252725832904,D,-17.27431128305535,-65.40336566383952,99.28631113445797,C,A,1
Yes,Germany,Homosexual,Female,21.16990550835091,A,-95.86015014641036,-155.43301053729914,-119.90440901470123,A,B,1
Non-Veteran,Mexico,Heterosexual,Other,173.7127274150184,A,-45.075024076269784,-31.125484769307114,-26.51235441038386,D,D,1
No,UK,Homosexual,F,8.521185928678312,A,-119.86834723812485,77.41965968767074,-39.201905026456906,A,B,0
Yes,UK,Homosexual,Female,136.59326787876554,E,78.2728065846338,-58.393590332306964,-39.66868620756727,E,D,0
No,Brazil,Homosexual,F,4.451756788379635,D,160.08269372750294,-212.72876732938357,-33.55247007402758,B,C,0
Veteran,US,Homosexual,Non-binary,6.5394214121472425,D,173.87098937352658,9.928837245055929,-64.47625213948088,E,E,1
Non-Veteran,US,Bisexual,Other,-42.85280902320886,C,-48.06671994338513,-194.30641536802725,65.36100940711856,E,C,1
Non-Veteran,Brazil,Other,Female,-64.21653623238655,A,32.48152393906822,-20.902547547079937,79.16042402600583,A,A,0
Veteran,UK,Homosexual,Female,13.66824585459652,B,72.36238948774047,-178.39415275848677,2.352529797496955,D,A,0
Non-Veteran,India,Heterosexual,Other,-6.027577978034903,C,32.867710950838315,35.57712375745057,-143.74100099619616,B,E,0
Non-Veteran,India,Bisexual,F,3.2590488760168186,D,71.03883621246558,-172.54402784529333,-285.0067538028708,B,C,1
Yes,India,Bisexual,Male,-69.219435614599,A,-112.73295309492404,162.3079047655401,-106.854107448078,E,C,1
Veteran,Brazil,Homosexual,Other,29.525928685902848,A,-14.667888438643043,-129.0032014384644,-11.746326406484256,E,C,0
Non-Veteran,India,Other,Other,-37.11349067146433,E,-64.79314796528219,-120.93750452536314,150.0618983729727,D,C,1
Veteran,China,Bisexual,Other,11.058284904681734,D,50.93779614713444,28.480707077967164,-37.50497546006565,D,D,0
No,Other,Heterosexual,M,-114.95373231902771,D,112.181783057938,12.819034050850176,135.10931395615629,B,C,0
Non-Veteran,Brazil,Bisexual,Non-binary,75.8905931821137,D,40.00926037478236,35.53462363767653,48.640997540173906,C,C,0
Veteran,Brazil,Heterosexual,Non-binary,14.763579818669395,A,-54.960236798348625,103.89073222486725,54.582280176825904,C,C,1
No,UK,Heterosexual,Other,27.535035644975874,C,-86.74301259697495,59.73695634899225,-46.61252578412315,C,D,1
Yes,UK,Bisexual,M,57.00670525032457,B,-33.464663418896436,-30.287690437230346,-29.598645422031776,B,A,1
No,Brazil,Heterosexual,Non-binary,-50.421809991110436,B,-144.61242554861636,-35.77410316797472,97.43908532621197,E,A,0
Non-Veteran,India,Other,Female,-209.86072448231434,B,-68.75199719678588,-147.66990798055394,-67.01294126179297,B,D,1
Yes,India,Other,F,17.84109904620586,C,60.9974458387463,-166.59367501064295,-78.77313606955737,A,E,0
Veteran,Germany,Homosexual,M,-123.62860202919825,E,8.538225296013799,122.60686787065356,-11.077556121469922,C,C,1
