ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Hispanic,3.6970271534470127,C,E,C,66.78440969273281,-46.44852998674476,D,82.19281937332687,A,17.626050590349973,133.8628978098622,0
Hispanic,-89.73500558182064,D,D,D,-55.3524538466977,-83.21144495426938,B,-55.047843398093285,A,-97.68983039031431,106.23190272781338,1
Other,-157.75267019143791,E,E,B,-73.98389938698247,80.31303144154826,D,-99.08623556012958,A,275.2236597896316,-45.6602883296416,0
Hispanic,73.15802126359554,D,C,E,48.61848604080961,11.445143387648155,A,41.680807161514835,B,-82.99681377747402,46.586063270551314,0
Other,57.12659250958663,B,D,D,60.10222314538357,-58.62371676235154,E,-43.57006388223155,B,180.34309267025375,294.1309441530291,0
White,68.49121762519931,B,B,E,34.71184341004106,40.666028489304324,C,-241.39328850465495,A,32.26901813468403,-74.50972600720411,0
Other,-155.66761103942957,C,A,C,-38.12245438797719,-133.85657675859522,A,-108.53283654020511,D,22.52066927869187,-67.06051010741226,1
African American,61.924130269364305,A,C,C,-49.509445742779356,-55.91724669594702,E,-132.76407961530785,E,169.03403513749834,196.96747158597526,0
Black,62.874655278175815,D,E,A,4.8927720894637305,-197.26532604956935,B,-2.839271234823687,B,-189.84280644454813,-9.998858389256556,1
Other,120.25533843505418,A,C,D,191.7187659796314,99.20358935278132,E,-35.285021386926296,C,-180.0582545222413,-86.32940826469905,1
African American,-105.12755003760267,B,C,E,-138.38917760577695,78.47146745474272,E,-24.99829194234044,D,-173.35853219188428,87.26814759397705,0
Hispanic,-14.497234578680057,C,C,B,38.1910490899623,69.31868417754066,B,-78.81479521650007,C,-31.84547136644275,213.3450851959799,0
Hispanic,-92.20644095851989,E,D,C,-27.357674119445353,-25.07857238834862,D,-182.9772273520866,B,-158.05090495766086,4.0360928089141686,1
African American,9.487941674293566,B,B,E,9.037931696052059,-30.176452481534405,B,-225.74271572456723,B,62.9542603584323,6.664345244954085,0
White,125.39732944366074,E,A,C,-26.207959254925907,-51.372960185512895,D,39.636131057068994,A,11.092952560560018,-69.46333669723393,0
Other,-180.2540562647023,B,B,C,-3.615544502883551,-11.159831904274652,E,-51.526144717140156,A,-6.110148015668485,24.03786985146491,0
White,-232.5889462687837,C,C,E,-150.98801421678715,-98.64856816940159,A,-5.845149765222438,D,81.02155789288231,-39.005160880041196,1
African American,35.680322260496794,A,D,B,-214.22211077535928,4.607188723841866,C,147.91533593799156,A,58.85703950820831,-27.203673509075244,1
African American,-231.1615193021363,C,E,C,56.18456393754909,-111.73717193119622,A,-155.6065919851349,D,63.02256637367867,41.76881543380803,1
White,196.9724222981371,D,A,B,79.85088360866345,38.289498605989465,E,-137.24729845629827,D,-140.63426351475442,-48.36167962248409,1
African American,-252.43850485365408,E,E,D,-272.33560013271955,19.044946960713276,E,-24.82857676175319,D,-78.05844137395016,-130.46318072561422,1
African American,140.7502194126273,A,C,D,-149.28985818671626,47.97310296540532,A,-84.60368366321975,C,35.42924829402321,-67.20062312563614,1
Asian,18.692874349469538,C,E,C,21.393912523045934,53.30367720106578,C,-64.36200911124608,B,119.38982813789363,-87.05728833023237,1
Asian,-276.71637239672384,A,B,D,109.90826272348704,70.41835707444402,D,-52.28543993681616,B,173.10321056397126,27.96877226347697,1
Black,52.628965420623175,B,B,D,125.89698114664162,-30.158233736766455,D,-44.87487904681483,A,155.01612982836684,-194.19445035967124,1
Asian,-0.27548418622833043,D,D,E,86.31255579873776,-95.71869618939456,E,150.52796597509888,E,176.04681037456453,-12.161988378629378,0
Other,-58.353945476193466,A,C,B,-60.61825878487534,10.39272997805786,E,-16.82865193488404,A,171.97609365556053,-37.58796925525454,0
African American,24.714021636412216,A,C,C,0.7021254343694618,-108.53063646468858,C,9.890657494671858,E,-115.38420815246802,69.01392787558133,1
African American,46.616772723909115,A,A,C,-76.93432198259805,-163.37070961136942,D,81.2889876999902,B,-78.88174483719845,-95.99820805853511,1
African American,18.431071158402865,A,D,C,135.11948046952796,230.231145871926,E,-137.26592401962844,B,23.942856757223005,-32.897126570602595,0
Other,91.54940046157361,E,C,A,-5.89781128985846,166.59378406810416,B,-35.833527152537656,B,-163.42883223758358,-110.751204152226,0
Black,-150.37178251789493,C,E,C,-17.75574465207527,75.49119993464952,A,123.52856347633727,C,124.30988577829518,-138.84970264008243,0
Black,41.37254093207209,A,B,E,-9.503398060766736,54.271971501688796,B,169.41494269645423,C,6.709099361562501,203.22162264406685,1
Black,53.48464623338442,B,C,A,-187.5464095855883,6.614319890727928,D,73.31075651790779,A,-61.99236568585681,64.729994269814,0
White,113.21357806793522,E,D,B,-121.60339401668416,44.88942903466732,E,106.64492564624426,B,32.784666049287424,56.195981857026425,0
Other,64.29439325082225,E,A,D,9.320129840311184,-99.0283036764709,D,74.81340379246292,E,-108.33921100266247,102.22160319837535,0
Hispanic,-35.22480488278135,E,A,B,62.16514242978636,-6.061664744195731,A,-82.01343497316566,B,-77.38224557186464,-174.31662710593474,0
Other,143.12624443173442,D,D,E,-136.63207564254435,37.65174791593129,D,42.241393621753225,D,30.98281783717883,-24.390201091867823,1
Asian,12.95495079159869,E,E,A,-55.846808685301056,103.7069748830808,E,-98.3985317401567,D,45.93703878433231,-43.979464529284435,0
Black,-186.71898917414543,C,A,C,105.49553780535419,79.09662821110929,E,-196.74187626579288,D,131.07889146530837,-88.45904835629219,0
Asian,-6.367725377159187,A,C,B,-89.93950825407015,-195.2601072890678,E,106.14338934704854,B,-3.444465273815551,-18.29856909438639,0
African American,9.863756981610475,C,C,A,-18.04004598570822,46.04933484882267,C,236.48748184349685,E,-88.93130432652246,14.109974718510987,1
Hispanic,-118.88070105068775,B,E,B,98.71568521743693,85.22803884192258,A,152.15515425035366,B,-165.36578713253803,-87.09376005687525,0
Black,-51.11759761205478,D,D,D,248.14193686551627,-161.38210081913786,A,-135.3983612544453,A,-119.23028698301576,9.056937991428624,0
African American,-10.451527090166039,E,D,B,-142.0973139692457,-107.0576249849481,D,-18.072225146299946,C,145.06261819828848,178.62416367152733,1
Black,9.475593685763153,A,A,B,32.444778042885744,58.32749661578056,D,-80.05271826186816,E,27.514584516969638,-38.78723782491348,0
African American,33.772445104775834,B,C,A,113.79207219367746,-54.53849229529373,E,187.02390449796894,A,54.715996340182116,-30.96539601958097,0
Other,-4.8162267866057595,D,D,C,-44.89261736818374,0.07849398483319553,E,2.843583926414949,A,226.4558624816074,-75.54215884220949,0
Asian,-63.285346571849054,B,E,A,139.42931251981895,-0.5558408577875839,C,108.8488032961517,B,101.6236846815018,-43.26568963117018,1
African American,-54.44704450912003,B,E,E,68.6932258673838,180.1319625418313,D,-9.16162486737139,D,0.49658713706352153,42.87384677940672,0
White,112.25761648746094,B,E,A,-57.326698084562366,19.388666667499276,E,13.952264357123806,E,-12.868683553264635,123.42130153082192,1
White,92.2437069840629,C,C,D,-132.95124387498137,-80.60098136517891,E,52.69389485995178,C,-83.03468284175969,110.42773284696477,1
White,39.746320661850206,C,A,E,-28.0959409729296,-97.83167921288816,D,47.64844576695857,A,17.801688171096963,115.23767633773363,0
Black,-112.20519782600797,E,B,B,-5.7947367083381565,-74.03987760174803,E,95.22649604735304,A,157.80855406512032,-100.0297030825572,0
White,0.4481126744445199,B,C,E,7.77387467444231,38.47584975527552,A,-82.44554190236015,D,-124.0304781569186,-16.098419217049116,1
African American,-183.6963942433624,A,B,C,20.327259130862956,-68.58982285184744,E,60.470060820529035,B,113.39264201475952,64.6358948605828,0
African American,-134.4113057987097,E,B,B,-149.14547942956514,-8.148002005542256,B,-20.80536926339324,D,-77.37948836404156,98.80211367061649,0
African American,-31.390573305815117,C,C,E,58.48094397162515,-81.54643367339673,A,-0.17880572495184516,B,45.0451572048804,55.65466342491408,1
Asian,-48.74158564599255,C,B,C,5.49924782132256,50.16462946654032,A,90.90703821816625,E,-75.79567406015721,-7.385621107457707,1
White,11.003012463507481,B,C,B,-82.87007454663822,-87.02455852631165,A,41.980369345829864,D,-29.037848016839945,106.70128900335389,0
Other,-108.94325800694394,E,B,C,126.15142337687047,5.906451043957782,E,-46.30963739225808,C,-137.88178214661036,-68.64308312787915,0
White,124.18800667393415,D,A,C,-42.77770227351136,-56.66912043544411,E,63.77712324736605,D,-100.54525200176651,147.54845804116206,1
Other,-165.78186265710934,C,B,D,-119.35635449577377,-70.85877516160224,B,107.10819475879183,D,-4.2202845326569625,-76.20865304699747,1
White,-45.682827771804845,C,B,C,58.09553947228435,-66.71380486737561,B,-135.84565596502017,E,-129.85591786066922,-106.76577729370105,0
White,-44.99991044157795,B,A,C,-73.23049641983312,41.288150797945846,C,-30.903359160162903,C,74.48749762205844,-60.18601540278512,1
White,10.471106039602688,A,C,C,-18.82993023406133,-21.638722498015724,A,-51.61109436370451,E,-79.41891906831084,-147.73830841098302,0
Black,-179.9015887988609,B,E,E,-20.32701463023411,155.7766381201333,A,77.12837785040026,B,-19.765480909259857,43.932633003590624,0
Hispanic,-167.28290719629118,B,C,B,91.73415766848787,139.3833037600008,B,-144.97548334563837,E,-25.79846851289601,-120.03106726300736,0
Other,88.69630063139203,A,C,D,27.989130442424422,-186.476582792193,E,41.32471825149912,D,-30.872880661038344,67.25062125089515,1
White,222.05556236746258,A,C,A,-64.82435116661908,-28.96662575582084,A,139.19957665654218,B,54.01606182632202,-38.400394810109375,1
Black,2.9542191717812405,A,E,D,-61.178149819504554,14.616396093549103,D,61.283830980478214,B,59.60157353141157,-8.642336919593536,0
Black,-107.7090305671724,B,D,C,-152.05875494453534,63.46012354974587,E,-65.19442801121934,E,-233.35849956418437,10.596269952966898,1
White,-18.200605586768255,D,C,D,219.2060845151169,59.450708871504666,D,-30.208650256737307,B,119.2326705446119,34.770888880589126,1
Hispanic,75.7419176205376,E,B,A,-97.5647230452482,104.56189516699811,E,-200.6601230496535,C,54.86780090385969,-17.92089031743318,1
Other,-1.0174932862358173,D,A,E,74.76591379029422,10.23700248888575,D,89.16714376637019,B,-283.0873255504227,20.78460168560576,0
White,12.02486314807035,C,D,D,93.03708579231143,-71.89611897607323,A,-119.47892566559963,D,30.0684965779211,-48.54274712368684,0
Other,-24.233411349316743,B,B,E,-181.8393091391655,-14.97256204067367,E,66.60033827497293,E,-32.66316715769309,-23.03548427353194,1
African American,117.84900741259857,C,B,D,114.61174916892706,-131.87275466860658,A,17.99227676782988,A,-65.36568156348777,-136.08368311778744,1
Asian,20.080592959671687,A,E,E,-25.90437991657789,-43.66181563024225,B,157.77168879461357,E,-53.31520576175812,0.0572215063215706,0
Hispanic,-4.598520148269699,B,A,E,-69.0102230951194,-130.93774785490356,D,-57.961082666212036,B,123.27511340048089,155.58357637516892,1
Black,-39.1272402450243,C,B,E,132.76593029500467,-157.775092946444,C,-104.23537295771158,D,-31.053848881590557,2.7570576392727904,1
Black,53.628280801312414,D,A,E,-32.549815418436204,72.12268903452883,A,-103.30485892617575,C,44.12991791375962,54.649099829398565,0
White,38.74369746787245,C,B,C,-16.193154650266425,138.02325529511083,A,-85.22283814243669,B,31.27347393534674,42.80389889006031,1
Hispanic,116.23791861397541,C,A,D,-60.093547681943285,-19.593906894385814,A,140.74935759264255,A,-15.705745813740938,-70.3652223348252,1
Black,18.52510414472571,C,B,D,-94.03805689447287,-57.05286261809535,D,-56.82901057412475,A,209.01884883930805,77.00240403206831,0
Black,-3.3797401507804388,B,C,E,13.322356778841124,-84.16582723448623,B,72.67022468088622,B,43.500777562065416,-8.365306266560083,0
White,201.792598383063,D,B,B,-180.61486427507936,-261.32853910614796,E,179.58123212839735,B,-101.21679543566913,-26.617369273514118,0
Black,98.29442033392425,B,B,B,-106.86129803090184,103.8991380829013,D,15.734761549789836,B,92.8166834951179,-2.0172059364365373,1
White,22.271396757139573,B,C,B,53.58571550487182,133.53980339413945,D,23.643318080159844,B,27.492239209950693,-17.852573039947323,0
Black,40.649000307576486,A,B,C,-55.2851198379112,-104.81211805715778,E,-17.02668373323616,A,43.58090571274867,157.9478261862949,1
Black,-48.357279636790885,D,E,E,23.46340130917523,-103.75615772473287,D,2.9881258916806335,B,-23.482396458684594,-44.07352618076711,1
African American,-108.39127392435945,C,B,B,12.272637454158977,-99.75269394368306,A,103.65782918744398,D,95.73334125135729,-12.816130753129162,1
Other,-71.99778205153362,B,C,E,127.93910418584883,25.858652769216494,C,-59.82865949326174,D,-33.1935908311159,-199.78888829211812,0
Black,-40.80508740235356,C,B,B,84.76351792923626,-47.35086668048937,B,12.397369201762853,C,25.888758803246954,-47.77945352336285,0
Hispanic,56.04172660869362,A,C,D,-142.71734894846395,-66.85807661273735,D,-218.07941133391074,B,118.0553084154609,67.60842842350017,0
White,39.53879861152493,A,D,E,9.184400118675,-56.77139952930577,A,88.07245377696725,B,88.98379817292273,38.17167129756078,0
White,-83.93295765900396,E,A,D,-46.89843893468264,61.60308770559932,C,-77.00770770940707,D,31.96416533252181,-96.12662850328849,1
White,87.50014792860509,E,A,B,-156.96211032446698,38.69893388735966,C,30.761553820248583,A,76.89840884981254,-78.9370191228958,1
White,-216.6899623830612,C,E,E,-71.55299768714751,81.49626866596181,B,-82.50282183279839,E,32.283534506614515,80.73374419675744,0
White,-112.6357041127355,C,B,A,-154.53201627576408,108.83509709988854,A,-133.39774717328018,E,-22.112849154120738,-95.18094591282613,1
African American,-217.62957879044347,E,C,A,-232.76546034077535,-42.27377043353016,E,119.7888113734387,D,31.1301233737512,-141.1311218137602,1
Other,-7.05830406939308,E,A,D,-123.4727897407264,144.31276537886012,D,-140.44063726291196,A,-25.83445318373716,3.0560391311275836,1
Black,-21.966775382662725,A,C,C,122.31598207193137,55.85459129320073,C,36.51870092969813,B,-28.610195777119667,81.74765722939243,0
Hispanic,-56.776645245935754,B,D,C,77.05787138115832,-68.91971035612835,C,-96.24585978510001,A,-25.021428513663906,-14.068240159200531,0
African American,-39.975328733261115,B,B,B,-31.7675633229154,16.983960787973476,C,183.6065710427954,E,-3.763840141071183,-36.00855621856354,1
Hispanic,-48.04569116288723,B,B,A,-128.4302890155141,15.462578208218215,E,8.060352285175608,B,174.09921266536875,112.86694278719665,1
White,31.597402122416934,B,B,A,-70.04970923294856,-54.714555535477146,B,80.89026712913993,E,-140.5879303896633,24.39949030081437,0
Other,-171.84163925643438,E,B,B,228.46830479560384,2.586414590826102,E,44.97293128964361,D,7.1233160268300635,-81.64454357990034,0
White,3.061000023828038,A,B,A,44.26917808580609,-78.37566480533677,A,129.49819975339366,A,31.621325530297977,55.744419414607,0
Hispanic,17.43637754582933,C,E,C,22.477556044538076,-70.04872475671269,D,-96.13958271447791,C,126.32934975396344,138.50858196893117,0
Asian,97.54355029193484,A,C,D,19.498294483718,89.79509933064865,B,53.02203429306,B,-50.18479592467019,-83.90771815773121,1
Black,-6.769213864588679,E,B,B,51.416395157040675,-4.774819285498428,E,-46.40014621592538,E,-252.8004331842341,93.50767629368299,1
Hispanic,-191.01698234068115,A,A,C,27.34346923127348,66.96317354664136,B,-132.42898034958327,E,-77.38450005137844,161.94353170786425,0
Black,-60.48676474904141,D,B,A,-36.44079500279809,54.41267087169933,B,-32.00628298655004,D,74.19973514166176,89.11037190231451,0
Asian,15.252602931747672,B,D,D,-60.43095778942287,-161.70802779534114,B,211.88555991668343,E,22.779553095868952,91.16527044121099,0
White,-154.6704685216928,A,B,B,110.79228874138873,84.82058202388077,A,51.87262835164411,D,6.192575026197681,-4.492822972229185,0
African American,-103.49768361218652,C,C,E,-154.64918024085793,77.46615934696463,A,-25.075556526657923,C,190.33312150445732,-35.891610653349126,0
Black,99.33428314152015,B,A,A,-42.566806353066674,96.57904852208075,C,-78.920461200127,D,13.367325272046394,-295.4239814855856,1
Hispanic,-348.3565136087678,A,A,D,-68.92641061072521,63.954777501300896,B,49.66598242613633,C,174.17343142893986,-14.566378040926692,1
Other,-46.664393824444325,C,A,E,103.76295954345946,-43.341914561552365,B,76.82570666631499,A,78.47342390300118,-81.73348880441633,0
Other,-67.68649393123466,D,C,C,-169.09874672134202,13.78076890153315,A,-84.86502283934804,A,57.04239668622002,117.12889949719438,1
African American,-21.734210613584178,A,E,C,49.312142541281936,72.73787365161343,D,18.672309777731765,D,3.5324899901179805,45.18655314627572,1
Hispanic,114.77165104857599,A,B,A,121.14192192633733,-156.06270300587352,B,61.95088825008548,A,156.51937841862852,38.27233954637274,1
African American,162.4485942541159,A,E,D,-41.538459967248095,-45.755727457103205,A,57.73775602559192,D,-33.95091097756722,-59.07415396096559,1
Black,-24.58586977292386,C,B,D,34.849771368411844,8.455017242778073,C,-165.25013597825358,C,-40.02817333967493,-101.45500387962886,1
White,35.3002070607933,C,E,C,56.1515084092412,101.1024464570736,E,-112.97434696823379,D,-43.77399451638092,74.1561064612401,0
Other,-17.553608059261418,A,B,E,32.277899456381675,123.8381774248521,C,133.28916799753011,A,-161.9096571849201,-193.1231222865106,1
African American,30.503467424311737,C,B,D,-146.3161228267411,-66.86056881439156,C,-114.97921748242636,B,-17.48860782070206,79.99243744108763,0
African American,-172.01348577058505,D,C,C,-62.86528623425608,-155.22953767436127,C,96.55305423918608,C,-33.73160936562966,-14.518223925924273,1
Hispanic,170.45880338418243,E,D,A,110.23949905234642,95.6483716505391,C,36.54455783727535,A,109.62368493691119,63.63180371045305,1
Other,57.748595925128086,B,B,E,1.9870989875296108,167.31551820820994,D,-57.3544011866568,C,-44.650528763761734,11.222668043025843,1
Other,-24.249308198793894,D,E,E,94.76581303817991,-153.22932050856923,B,-3.8066824333467872,D,60.682996009498915,-119.19494622509275,1
Black,-169.76040107244512,E,E,D,-52.34871544607501,27.711339014101732,C,-18.889704621172868,C,156.28068917645606,14.542217657627763,1
African American,-125.33623404336436,A,A,E,-43.35639934977608,214.76921427399094,C,-47.91888181446595,D,52.736099390709,-30.42461522421484,1
Other,79.08193372888881,C,B,A,155.6009142764255,-121.72347042679641,C,17.712690065994373,C,-68.69396964611144,88.79649199834276,1
Black,-90.2886559517562,B,A,C,-24.78696595695483,0.8808439913407603,D,112.28325412357924,C,149.82364761653128,165.9367200237319,1
African American,-121.25531099096317,A,B,D,49.30243435038234,81.92914573374902,C,96.51827666645427,E,-132.00196681998932,41.7889476163268,1
Other,7.233045275215652,D,A,A,-58.2382759022607,131.65460274985034,B,-18.52790390328731,D,-127.66152127749264,-127.51789633295031,1
Hispanic,125.4322018792146,C,A,A,-43.764384701225325,-19.33279327800664,E,78.54935890777384,E,17.78733961861389,39.32540485948759,1
African American,59.07049037987145,D,E,A,71.20235222918596,3.7984764151585644,E,154.63025861702363,E,-65.96763804679004,16.14929025035505,1
Black,54.43734961100362,A,D,E,-108.94138737955674,102.01734004726394,A,-153.1510111974956,D,98.3167587022752,68.1803488263538,0
White,-100.35344262563564,E,A,B,91.57563262921884,17.10404429936959,B,-73.17361677011046,A,221.8320654400644,-130.2269864318955,1
African American,-41.82019584967545,D,E,A,-67.71722305041256,-68.21581516990929,B,-29.282972150310815,D,59.5966803590632,-125.05626561369114,1
Black,86.32010746729438,B,E,E,61.3191148263678,79.84692904414418,C,-107.92296512124298,B,-214.65272508292696,-223.06959712996166,1
White,-95.21595969228862,D,C,E,41.80331636494704,204.14561068418186,D,49.68252890524301,D,-110.95776829642226,-79.50540628001819,1
Asian,-30.815308012982978,B,C,E,-169.93644027989495,182.22126471692178,B,-5.265395201061419,A,128.4754188234582,121.69345908482403,0
Other,-174.86300767813518,A,E,D,-91.462617665783,102.29708231911263,B,-47.81206650628085,C,-110.73478208867174,-67.13816755027035,0
White,-31.059906149109118,B,C,C,65.18149497734954,-0.4145902967937298,A,-76.63686123062446,B,239.87547274816617,97.8718615271704,1
Other,-197.44095457169945,B,A,C,-72.16553633054733,-4.76029953021501,A,144.7441938721833,E,48.79085599658218,149.59666712392988,0
Other,-16.901815465326592,E,C,B,-6.3721317237146025,15.211574504738017,A,32.840202973160295,D,-40.493580610980004,-140.42110536444378,0
Asian,-145.6219757540191,E,A,C,-102.56330318807467,-9.709787358523753,D,133.4294273106749,C,110.03112221935605,42.41493978873406,1
Other,21.905411294404214,E,D,D,322.2629233810773,86.42268775351702,D,92.42091889335981,E,26.705278543679366,-95.43977066460918,1
Hispanic,-32.043414554319895,B,C,D,-37.335463417756756,-246.64209143536283,C,34.909038463801224,D,6.469640225492814,37.57339288454546,0
Other,3.00804988315893,B,C,A,84.72782587988983,-4.6609104203546465,C,-55.533296268174546,E,165.45861384255707,-61.69103690808656,0
White,57.251541120815865,A,B,C,-100.65737379897037,-164.06742337705373,D,-43.12210893740794,A,67.73413286961272,-81.30660237276102,1
Other,21.211067394198437,B,B,D,-70.8729623111633,-72.60573251464109,C,179.55872239411022,C,67.21822169809981,70.02242243573681,0
African American,118.5760884359645,D,C,E,-35.66141460663407,14.333249679500753,D,-41.54887107449014,C,-82.47030573060053,-41.13894668063629,1
Asian,-70.64009333571146,D,A,A,-35.23856342738233,13.433683949919267,B,-67.3793821392598,E,50.82976204325577,-83.71910773157497,0
African American,-12.408946145322933,C,B,C,-39.13707232059335,-32.43302468634858,C,-54.326233643604915,A,27.275279853801642,-16.73614147268495,1
White,-101.49369660512191,D,A,A,176.0741887007604,-61.111908472126174,E,-204.08394347772708,C,92.92927576519975,45.64316660475687,1
Other,68.71528064046821,D,B,C,-155.31696258554786,-45.05060926708135,E,77.68983280711149,B,-14.99827430828327,107.09706148715074,0
Other,-65.49894223649156,D,D,C,-103.99003952960344,173.56316612887537,C,60.602675422138056,B,-59.74775887249763,116.35247531145083,0
Asian,140.5112284031982,E,B,A,282.1743387935643,113.54100483369058,D,-62.2538300089095,B,-94.60147534303385,-134.97028054098294,1
Asian,142.6656784379503,A,A,C,99.41310724536959,-31.387976621240902,D,42.28366740938455,C,-64.02904400804107,-13.505432116109983,1
Hispanic,-188.25242416006475,D,D,E,6.885429427889702,323.50061325833394,E,-141.32943573218077,D,-22.77973915478519,-153.36858520629107,0
Black,-65.86608800024636,B,E,E,42.29735341982452,127.2237216459819,A,3.119996363323798,E,47.47137258828537,65.284788190623,1
African American,207.62318067194903,C,B,A,-70.78084085897443,-142.41446707021376,E,86.7415167799858,B,71.9834994572763,119.75012068436345,1
African American,-71.09194872960326,B,B,D,228.1962526290122,-53.55432328181474,D,-126.74505671214472,E,-34.22866929299557,123.22818007304579,1
Other,157.44415621030794,C,A,C,22.757031746634052,-37.326975147730415,C,-1.9017058991111013,E,34.516208615657504,-81.99324386659018,1
Asian,-102.5429922676394,B,B,D,88.79048010579109,-149.50491767038702,E,-28.542407371559776,B,-110.79420019918243,-96.96812605404968,1
Hispanic,175.64046216213288,A,D,D,-83.49850212947372,-96.97862563310682,D,-242.90290418844413,C,85.75213295227248,-27.749649062381287,0
Asian,-12.36522154256682,E,C,E,-42.21236508892471,-78.38567171059476,E,63.0000216683736,D,11.945644776518344,-98.73713969361377,0
Hispanic,-41.56946753296682,E,D,A,-51.02201793543599,8.344503733654257,B,132.91276988990143,C,-38.91305235633797,56.437209164048994,0
African American,-65.187042228636,A,E,C,-84.49726664945271,80.11418517145047,E,-5.441710061389616,D,-56.17461436526593,58.58630653681427,1
Other,140.96865058957064,D,A,A,160.41324030888126,115.2645591693596,C,112.41672616883507,A,64.86469735493175,29.54733234965906,0
White,56.483010432168136,E,A,D,165.63651660437029,184.13044139838058,E,-138.79910140519397,A,-149.39454907169304,5.034312561088017,0
Black,135.20037588023837,A,C,E,-101.77355969870261,-137.13050364361922,B,0.29096160785150277,B,-49.93349490388091,80.45422077185812,1
Black,78.738975036781,B,C,C,-45.76170828205217,-1.106328987771415,A,-210.7658813702945,C,126.09844141864073,148.4566853739376,1
Black,-70.36078780858236,B,D,D,12.47658450983862,187.38566793944884,B,-90.31620882517608,B,35.50832566859029,36.382634986743085,0
Hispanic,-43.61229753455348,C,E,E,37.06001922557505,144.35590275990882,E,-33.934859536652326,B,164.0084542459665,-130.87159617407386,1
African American,-13.278755690308088,E,E,E,-208.45363376998324,67.97449586443992,C,-21.06433467766852,B,37.7949805287709,-185.12187753407383,1
Other,-99.66779189073101,C,C,E,-166.44705041485784,-109.07284969226258,C,21.400123663024388,E,-176.7443246737312,-176.16143295089753,0
Black,-14.288804462128207,A,D,C,76.43076638545652,77.2561209603744,E,-22.336570961336648,C,-65.11372139171924,52.00748077621819,1
Other,-176.19633674558992,D,D,C,-65.0542110596209,50.41309670770714,A,110.48283261936822,C,-63.80229528757351,-107.41620732654506,1
White,121.47293069334665,D,A,B,130.5543945329641,6.840457363088684,C,-87.14300292729304,C,-205.50629309374523,-59.28969874235417,1
Hispanic,59.200704687945404,E,D,D,-146.91130479984656,-4.994826803792411,D,-154.7387290105133,D,-145.76579943168144,42.27104326136333,1
African American,180.3944060549629,D,D,E,195.69585273567762,-133.85304441816928,A,248.69774971190154,B,4.5522796946266135,-100.59474708616307,1
Black,-219.43573754702138,C,A,D,77.50853577651428,40.619891862563314,A,70.9097792604783,E,200.50218459534682,-45.25994927828989,0
African American,-24.709836295284447,E,A,D,-44.856060015718654,-116.52060302815015,B,-31.59278930362327,A,-71.81591752621493,116.7655288920627,1
Asian,17.288320713320598,B,E,D,157.87650147757296,-66.20297676319892,C,-47.75090482711495,C,143.5938843457702,-21.890749777460403,1
Other,-78.40855277276137,D,A,E,15.04824534732943,136.1431823923171,A,66.3447274481515,E,19.837756771914744,-134.30376172669116,1
Other,-62.68167446576981,B,C,A,-188.50806201452755,31.815302188642175,D,44.548353795413334,A,-166.0391447519924,-58.89280023729263,1
Hispanic,-24.95948391653494,C,D,C,-110.83665748672331,-40.77670929925648,A,145.88177015136014,A,-8.421316501418087,17.7227339454214,0
Asian,68.47417308743655,E,D,D,35.04100224350202,63.51030064638884,D,43.49622334706272,D,7.328227473101093,175.7849702540178,0
Asian,47.98097185761232,D,B,D,-182.2660608372814,-15.20458797580532,D,154.75609554223485,C,51.04985675099171,116.8147025397034,1
Other,-245.06272726796848,D,E,A,-110.52854159182233,-42.29956902740074,E,-118.40933691552668,D,-177.30821249864675,98.28117146596685,0
African American,-10.09121934189415,B,D,D,67.7997471690207,112.27936305321245,E,-66.17165695224737,C,36.72935129872272,-22.616738353328607,1
White,-121.72938857527957,D,B,C,20.953085014586385,-102.56558737149743,A,-1.4428512522856085,E,49.71837045233764,-4.46259233044231,1
Asian,85.9471039152437,E,A,C,161.68388335826597,-96.85566680112004,D,-221.72254868553102,E,-53.71582720601413,101.7452355097149,0
Black,99.69459783498674,D,E,A,-19.023813747996186,-140.55000722882994,B,182.3512869609011,D,91.67568344170935,175.39516929423417,0
Asian,2.4376418323997413,A,A,B,-69.79805474506163,-130.09400975889872,A,-49.688006549034235,A,-73.16344306205731,68.31162134940409,0
Black,-150.22834537351204,E,D,B,-195.65260626850738,24.14579489936602,C,103.65644111883788,A,-199.66812318505205,-20.039869560877822,0
Other,-259.6890284320853,A,E,A,-2.7172708586848104,201.04117722611159,B,-45.48066961078289,E,97.91788721410096,128.16971406405088,1
Asian,59.42805245832944,C,A,C,72.05815617184835,134.78274885010558,A,266.25970590014254,E,-162.6270173076805,-145.10869080655954,1
Asian,-38.847356534153796,D,E,D,116.97051397120173,122.77399409568967,E,147.91734247863135,E,102.325773397916,147.54843205330803,0
Asian,-10.805110521580835,D,D,E,60.23686506051122,259.23710746394704,D,-25.615996093957417,C,-40.74233507474449,-8.759122378076334,1
Hispanic,-116.56987949221372,C,A,D,17.953258479880468,101.51777188958808,D,34.48780687807739,E,36.77576683283348,119.96185077330712,1
Hispanic,32.009372083839736,E,A,C,77.15772097855738,64.38438136318304,C,-106.3706959408564,B,-83.89740077163968,-57.626571591770656,0
Other,-17.181274196287116,D,C,B,174.54787809696612,16.708966497701624,C,6.759999193529295,B,7.329377769406115,96.07473476126042,0
