Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
India,B,E,56.22509095688692,C,-66.89130502000829,A,E,1
UK,C,B,28.502115769852182,C,-159.74604421805498,D,B,0
China,D,A,-91.1180856459596,B,-61.67623593274004,C,A,1
Other,E,B,-40.772196631274156,E,145.5115850334636,C,D,0
UK,B,B,51.82720337052087,A,-20.063598606625572,A,D,1
UK,C,B,120.31423855738512,C,-15.938870124081308,D,A,0
US,B,E,-192.1672825470346,E,95.16306849381657,C,A,1
India,E,A,-34.1939700610543,A,83.69803436218682,B,B,0
UK,C,B,-54.264036768491664,E,-215.54404556325107,A,D,0
UK,B,E,53.142835984014724,D,-125.59717666142312,A,E,0
China,D,B,-51.84741710032548,A,137.76005800689407,E,C,0
UK,D,B,93.59030709680106,B,-108.53460564748015,C,A,1
UK,A,B,-31.197830911286566,B,110.08621598079844,E,B,0
Brazil,C,D,-18.374033033906308,C,98.40482093354649,B,C,1
US,B,C,16.8066327125549,A,-146.53190782907757,B,E,0
Other,C,A,-86.92532367693528,C,-102.40546872994128,C,E,0
US,A,C,4.104248205076104,A,2.0630783568991684,E,A,1
UK,B,D,-46.70259092633074,D,-61.94963796312351,E,A,0
US,B,D,115.25066867897738,D,-194.29117525266503,E,B,1
India,C,B,114.69600574694798,B,24.040375223102124,C,D,0
Other,D,E,51.089936288461914,C,122.33882860174288,C,B,1
Other,C,E,210.2449346911284,E,204.4567774891447,C,A,0
Brazil,E,A,29.048510310241532,D,-65.23585266907412,D,D,0
Brazil,D,C,27.353144867900536,C,-79.4121524733373,E,A,1
UK,E,A,0.22262669053556808,A,23.97638987527663,E,C,0
Other,B,E,-202.97064903387496,B,-39.89516016992823,D,B,1
Mexico,A,C,186.54190405024244,E,140.19793682534777,E,C,1
US,B,B,5.163490801478177,B,-5.334291337877507,A,A,0
Other,E,A,64.58838823526733,A,-44.03413854247975,A,D,0
Germany,B,D,-0.8503797538221053,D,1.1190343358195065,E,A,0
India,C,B,98.30600298653005,A,131.1079557139075,E,E,0
Brazil,A,C,-71.16845965745506,B,70.30477933126545,B,B,1
China,B,B,-233.26503752383073,A,-13.28150085392985,E,E,0
Other,E,D,128.41370795551222,E,-72.1979409623249,E,C,0
China,D,D,-40.31074729519965,E,-131.73148596787146,B,E,0
Other,E,B,4.27411780248096,D,-77.49324694649266,B,B,1
Other,B,C,85.63856204437032,E,-80.33626323225343,E,D,1
Germany,A,D,-11.066725096557397,E,52.30575031029729,A,A,1
Germany,E,D,84.13003145277959,A,42.99564986551022,A,D,0
Other,A,E,74.95298731799564,C,163.0330288909753,D,E,0
Germany,E,D,-226.43337387191355,B,43.08372010341829,D,A,0
US,B,D,68.10150532385313,E,-63.91175037239386,E,C,0
China,D,E,93.37584727645407,B,83.52289711109778,E,E,1
Mexico,D,A,48.4915518298554,C,-1.4727762835557872,A,B,1
Germany,A,E,-204.32732162077832,D,78.00543922888644,B,B,1
US,D,C,106.23740391759662,E,197.68656478108707,A,D,1
Other,B,B,38.707524127927265,C,-23.71817910542498,C,D,1
Germany,D,C,-18.439918032402637,C,78.84526296252811,C,D,0
Other,B,E,93.53511228147158,D,123.64944796270979,C,C,0
Other,E,D,-39.98648375716188,A,-75.84862489798728,E,D,1
India,B,B,-24.95342107510144,B,-52.681129336247714,A,B,0
UK,D,E,111.5989200341027,A,99.39246925065129,A,C,1
India,A,B,-35.85547051224431,E,-12.739466137705445,D,E,1
Brazil,E,A,70.99283573717356,A,-60.4854164342307,E,E,0
China,D,B,-86.20360023239463,A,53.77141959975168,A,A,0
Other,D,A,165.62067597381915,C,23.597572257042778,E,E,1
Germany,B,A,228.79307469359654,B,10.583424540784478,E,C,1
Germany,A,B,75.99403661971908,D,4.950181438881437,E,D,0
China,E,D,-27.06678324137709,A,-75.42686315106918,C,B,0
Mexico,B,E,-17.443974014407196,D,-6.437952737123729,B,D,1
Other,A,B,198.88035598543132,C,43.945541640809324,A,B,1
UK,E,D,-136.11201785971022,E,40.69362176551953,A,B,1
US,C,B,-82.49678003570918,E,-154.35255610895803,B,D,1
UK,B,D,7.5317931183869025,A,8.407630359229696,C,D,0
UK,C,E,-41.87965027489204,B,75.6871625647891,C,E,0
Brazil,B,B,59.53782045558612,E,-77.60217736458868,E,C,1
US,C,E,-20.50837540496496,B,28.591063685500167,E,C,0
US,B,C,109.01803767739958,A,147.7954465745669,E,D,0
US,D,E,-16.846454365328263,A,-224.62523835695373,B,B,0
Brazil,B,A,-124.59686711211866,C,7.36270133440525,A,C,0
India,E,A,16.929429284810013,D,-68.48825620606299,D,A,0
Mexico,A,E,88.73410563202178,C,183.9439844958876,D,E,1
Mexico,A,D,-58.831558253809256,A,46.797514911535075,C,E,0
Other,A,E,-93.50652789937926,A,-9.111741359965258,A,A,0
Mexico,D,D,163.99365723853305,A,-6.61691877372436,A,E,0
US,A,E,-98.49879789695636,E,-41.54828402672324,C,D,1
China,B,E,7.8891574923621945,B,-227.51968953785516,A,D,0
Mexico,C,C,177.62718179791216,A,1.4910660660931618,A,D,0
Brazil,E,A,39.20032570444403,D,40.18055184100761,D,A,0
Mexico,B,C,6.099393053191025,B,-32.462344358270315,C,D,1
Mexico,C,D,80.2813710668816,C,71.25233813846566,C,A,1
Other,C,C,-55.62133380672512,B,226.60175049703244,A,D,0
US,C,E,78.85777766327932,C,110.49740805819575,A,C,0
China,C,B,-60.98171852242877,C,49.58033186716284,E,D,1
China,B,E,145.01841004837397,D,-41.46822207470681,A,B,1
Germany,B,A,-102.32382879999642,E,-66.22780867760866,A,A,0
India,D,B,-35.24317611409043,A,-155.81205467230512,E,E,1
Other,D,E,-28.611464419371003,E,-36.41165723379019,A,A,1
Brazil,B,C,-12.878469165724383,E,-5.023841100042083,E,A,1
China,E,A,238.0366392068759,A,-35.07113572516249,E,E,1
UK,E,C,15.297918347498715,D,-15.072012010547134,D,B,1
UK,B,E,101.99864917851835,E,-81.69360894640137,E,E,1
Brazil,B,D,-37.60640341786328,B,-77.62496622496535,C,A,0
Other,B,C,80.11442041489609,B,19.38628135494497,C,D,1
UK,E,C,-97.97000590015207,E,48.38443060398699,E,E,0
Mexico,A,C,-116.44779843891588,E,8.145664244935721,E,B,0
Germany,E,E,191.63436672765056,D,-51.962016313369695,C,C,1
India,D,D,184.87272496431527,B,132.57858163923834,D,B,1
UK,C,A,-127.88196163426524,E,98.6528461001274,C,B,0
Mexico,B,A,-100.19468935619815,B,-132.98078418524662,B,C,0
China,B,E,46.3255284823805,A,10.61975061651113,E,A,1
India,D,C,51.1097175468703,D,-5.991853266674285,A,A,1
China,E,D,-73.5031006229203,B,56.432287728160304,A,D,0
Other,D,B,-74.83154307408428,B,-12.778927404937,C,A,0
Mexico,E,D,-56.93754876233572,E,-96.9997326688678,E,C,1
Germany,D,D,118.98925463257741,A,90.18696316526812,E,D,1
Germany,D,E,-137.01097547615257,E,35.28857134316327,E,A,0
Brazil,B,C,65.89624671592937,E,91.75260573580475,A,E,0
Germany,D,C,-41.87439359405417,B,-189.20604719421422,D,B,0
China,E,D,143.45565732272254,E,62.79343188826064,E,E,1
India,D,D,-65.17272487152218,A,-161.3146290867318,E,D,1
US,E,D,-140.9200699750105,D,58.769376240537206,B,D,1
India,B,B,50.90395579837209,D,76.5510791509632,A,B,1
US,C,B,280.50097156699127,A,208.8691834062188,D,A,1
Mexico,E,A,-91.82890635179433,D,-89.75466239004045,E,A,1
Germany,E,C,164.43126505727017,D,-80.39711566070117,A,A,1
Brazil,D,C,129.1761162292243,B,120.86813248105905,D,D,1
Mexico,B,A,101.73918809636709,C,63.39523611374271,C,A,1
US,C,C,139.4623733150109,B,-116.89761880690214,D,D,1
Other,D,D,117.80638301442707,B,65.82701009073446,A,B,0
Germany,C,B,126.56344743450178,A,-138.45856675923892,B,A,0
Mexico,E,D,141.65263264355886,A,43.7692556694488,D,C,0
UK,C,A,73.51591174310906,C,135.29301964458642,B,B,1
India,C,C,70.05981881221513,E,145.04709287449046,D,E,0
Other,A,C,-238.01463194977254,C,-136.49118666239664,D,C,0
UK,B,A,107.81852342280615,C,17.45849475762072,E,B,0
US,C,D,-4.900188862831765,B,64.86298181858426,A,B,1
US,A,E,-75.52593800499173,D,43.691028861054164,D,D,0
India,C,C,-15.796123769695273,C,-32.742306469491545,B,E,1
China,E,A,32.6396113753104,B,160.47577636838082,E,A,0
China,C,D,97.09618791269506,E,87.61473728995982,A,D,0
Other,A,C,88.31073418702681,B,-15.147985147581721,A,E,1
Other,E,D,-28.42252988315804,B,-9.359849500818122,C,B,1
China,C,E,-71.63413655364906,A,111.31470402544417,A,A,1
UK,B,D,15.889136700694667,C,66.98792803870231,D,D,1
Mexico,E,E,0.1976725400187904,E,5.2482847819989225,C,E,1
Brazil,A,D,171.40349046440429,A,-49.6790175079145,E,A,1
India,A,E,-56.346179599159285,D,-159.75297778744127,C,A,1
Mexico,B,A,69.8055945747837,B,-247.84293940165466,E,D,0
Germany,E,A,-5.563716487682215,C,-38.06001051205536,D,E,1
India,D,E,84.20872351738412,E,-82.19365922361882,C,E,0
Brazil,E,D,-170.23489327468994,C,200.29231905425226,B,B,1
Germany,E,A,-1.3995205629668919,C,41.02721161162322,E,A,0
Brazil,E,B,-237.97524148952775,D,37.61333072889396,C,B,0
UK,C,D,-114.07389774519494,B,187.99522243775715,A,B,1
India,D,C,-87.77736991953522,E,-12.92745391045196,C,B,1
Other,D,C,-42.33818537065531,C,1.5845316141138297,B,E,1
US,B,B,37.581155514472265,D,-66.54138872789093,E,A,0
Brazil,D,E,-65.3384315095827,C,99.36777232097988,D,C,0
Germany,C,B,122.04091563055283,E,-154.82978610089035,A,B,1
China,B,C,61.33463428073311,E,62.868949260895576,E,B,1
UK,C,A,-68.2637617921914,B,-48.54615828838409,C,A,1
Brazil,D,D,-17.254806674916125,D,-22.9011026494795,C,E,0
Germany,D,C,-3.9650297430501786,B,22.368556821682503,A,E,1
UK,A,E,-111.70292494693655,C,-176.99946293423963,B,D,0
Other,A,A,111.46543687179806,D,-73.84987318784631,E,D,0
Mexico,A,A,-132.28448275009185,B,-9.064123354350441,C,C,1
Mexico,D,A,-61.28900176317489,E,-114.39335377282522,C,E,1
Mexico,B,C,-1.6074858701551036,E,-105.32950258926994,C,C,0
US,B,B,-21.473932586084853,A,-150.44505232006563,D,A,1
Germany,D,B,74.98542952763644,B,-143.18530163297658,D,E,1
US,E,B,99.18647209151484,E,181.11090698293384,D,E,0
Germany,E,B,28.595229488806943,B,76.05621391440712,A,A,0
US,A,A,-34.78886321342026,A,106.97818240820918,A,B,0
Brazil,E,E,186.79026579672094,A,130.30822324382956,E,E,1
Other,A,E,-17.378317977223592,A,-81.5863632029285,B,E,1
India,E,D,-19.793970086690546,E,-69.7222228419537,B,C,0
US,B,B,-29.895990283557367,B,13.927130132200844,D,E,0
Brazil,A,A,-2.863876335563646,B,-39.2750525965029,B,E,0
India,D,D,63.75372386935057,D,-70.66116945386068,A,B,1
US,B,D,88.14365175624937,A,-106.9871089708474,C,C,0
Brazil,A,D,134.50888935876088,B,184.09814093035044,E,B,1
Other,C,C,1.1232307418643568,C,39.70835908739886,B,D,0
UK,C,D,43.87716282111816,C,-115.32319249486254,A,A,0
India,E,A,-2.0225818127115587,A,16.5831982160911,B,E,0
US,E,A,-116.28313175509734,A,-26.631883775665326,C,D,0
UK,C,C,-71.01941851634543,E,-35.64797307594534,C,D,0
US,B,B,11.859797083070573,E,103.02371544030906,D,A,0
India,C,E,-21.89675576570236,E,32.33499489482187,D,B,0
Brazil,E,D,-170.07002752545935,E,119.04610658032426,A,D,0
Mexico,D,A,88.54270484348646,C,197.3918975085608,D,A,1
China,D,A,71.7981217273618,E,168.52765753123768,C,E,0
US,B,E,-133.62467504641964,D,88.17803482927805,C,A,0
India,B,B,136.52062759999308,B,-84.69423101559089,D,D,1
Mexico,A,D,46.197236334136655,D,-169.4960035537259,D,E,0
Other,C,C,96.27474496460341,A,-30.16048688680289,C,C,0
Other,C,C,94.6071267409723,A,-41.65619041832755,A,D,1
Other,A,B,-71.78671566281216,D,76.9006908836993,E,A,1
US,B,A,96.96267733549816,A,-2.1497446463014387,B,D,0
Other,C,C,-73.07832179406492,D,-14.954159199781959,D,E,1
UK,D,A,-57.53244670441767,E,-179.02650903923154,D,A,0
China,E,C,80.18559426007351,B,-26.297565340228225,B,C,1
China,A,D,-63.61946747851703,A,-9.764461002092812,E,B,1
Mexico,E,B,137.7539269698962,A,195.82227791192616,B,E,0
US,D,A,25.267115993366396,C,-211.5127767946957,C,C,0
UK,B,C,-66.79682263107671,D,92.05870448061219,E,E,1
Brazil,A,C,-187.1711744506345,B,67.82065151074325,B,B,1
UK,A,D,95.9746336301518,D,147.63934257560945,A,E,1
China,B,D,76.05485149730966,D,-71.073345156512,E,E,0
China,A,A,55.733452041411425,D,-112.60401129149962,B,C,0
UK,C,E,17.16768577015109,B,-13.98452303071403,D,A,1
Brazil,A,E,-1.827594842609553,C,62.92242560978563,B,C,0
China,B,E,-213.6509579790296,A,-222.72508963006118,A,B,1
Germany,E,A,-45.13600617195729,C,131.740151130462,E,E,0
India,C,E,23.199447227488953,D,-112.42977130543679,D,B,1
UK,D,A,-51.36442983038631,A,30.991080438733302,C,B,1
Brazil,A,B,94.4740306640489,A,-133.13019636117343,C,D,0
UK,E,C,24.43152738448519,A,4.749816373505162,C,E,0
China,D,D,20.57734358611187,B,-17.190914856091744,D,E,1
Mexico,C,B,-27.11747744525068,E,-51.62970207181042,A,B,0
India,E,B,-31.4499330500003,D,-54.70575855331925,E,A,1
India,B,E,-53.044062638068056,D,-262.42889739333464,C,B,0
UK,B,B,-87.34379420148886,D,-51.9708986571985,E,D,1
UK,B,E,87.91186216135132,B,-92.17461226622584,A,E,0
India,A,E,69.24664984920442,A,22.40386404368991,E,E,0
China,E,C,-85.15329216951292,C,-165.39312507689687,D,B,1
UK,D,E,53.20462585983896,C,131.01912801787125,B,D,1
Other,D,D,-172.9009452008397,B,-3.077757347498214,C,B,1
US,E,D,66.99635916802885,E,269.4330170721608,C,D,0
Brazil,E,A,-75.01785061589962,E,-46.21241705715733,B,C,1
India,D,E,-46.24040875358514,E,17.347041112836894,B,E,1
Other,D,D,-29.11103511955833,E,-290.30885487141705,E,B,0
India,E,A,-110.03946046487599,E,34.30619707018735,B,E,1
China,A,E,-66.99115867097633,A,-34.6399146174428,A,A,0
Germany,A,E,22.345845071030343,B,-63.661073731090454,B,A,1
Brazil,D,D,-56.03233299566814,D,291.86814488038897,C,B,1
UK,D,C,-58.333687195002234,E,-63.07182909629409,B,E,1
India,E,A,-11.484619908058704,B,28.165091525839,B,A,1
Brazil,E,E,-109.24674781402162,B,196.92861560469183,C,D,0
UK,A,B,-42.29476224480655,C,-18.855622926962937,E,B,0
Other,A,C,-3.3627479867010375,C,-105.22707458880183,E,E,1
US,D,A,17.10923212363838,C,-151.412387401552,D,A,0
Germany,E,D,-59.5741432816684,C,-86.26505600324866,D,A,1
US,E,B,50.975120551711896,B,55.23886561404884,E,B,0
US,E,B,114.04840194580912,B,-7.492855728734103,A,B,1
China,B,C,33.53260603857441,A,27.53658457751823,C,B,0
Mexico,C,C,259.59957901438406,B,80.86989260093337,A,B,1
China,A,C,-192.37478018680474,E,-125.69409647016829,C,E,0
UK,B,A,98.03972208491882,E,113.62756257526361,D,C,0
Brazil,C,E,154.52030892546716,C,81.03534206038343,B,A,1
China,B,E,49.53312253738079,D,144.5027991203561,E,A,0
Germany,D,A,6.292287572590782,C,-75.2828883383038,E,C,0
Brazil,B,D,42.25474580562143,D,-36.62463062282315,E,B,1
Other,A,A,-2.6453143231995897,B,-57.22531067492229,E,D,1
UK,A,A,-60.38710170062044,E,-47.00094125081607,A,B,1
Mexico,B,E,135.69564365230485,C,-153.52407796868292,B,E,1
UK,B,A,-73.65443014047332,C,-120.31909832766328,B,B,1
Other,D,C,120.88086532011637,C,-77.30302735409602,A,D,0
Mexico,A,B,10.967623804991515,D,-249.7436349471327,E,B,1
UK,E,D,27.003590200294436,C,93.67993952360017,A,E,0
UK,E,B,-141.84101054523873,C,57.627380855190246,C,C,0
UK,C,C,-1.7366186939686372,C,36.1561200932731,E,B,0
Brazil,E,B,151.30590970565197,A,-10.195968263628204,E,D,0
US,C,A,-22.377296771871055,E,28.058781378947412,E,B,1
India,E,B,9.92109540660543,B,-41.39484110212063,B,B,1
Mexico,E,E,82.44526873897262,A,63.25874959193477,D,E,0
India,B,D,-62.848069100878625,B,45.70668333794734,B,A,1
Mexico,B,C,58.099387195900576,D,-220.1777744623369,D,D,1
Mexico,B,D,-94.95262146994907,C,92.25628436807949,C,D,1
US,B,A,-37.19041977613483,A,-108.98649571105834,E,B,0
Germany,A,D,-13.353608294649163,A,-127.31778957052913,C,D,1
US,B,C,-188.9876747100749,E,7.539533594031893,B,B,0
China,D,B,-19.777723338862337,D,118.73331433430427,B,E,1
Other,E,C,17.876565770538942,B,124.91396710808542,D,B,1
China,D,B,174.37010623226493,C,-57.28395454403826,A,D,1
India,E,D,-24.221894798103875,D,-244.25200114178455,D,B,0
Mexico,B,A,15.907478297196235,D,27.56087068904928,B,A,0
UK,A,B,232.90124523571177,C,-0.9921897679860868,D,B,1
China,C,E,63.9602188442558,A,64.08151483849284,D,B,1
Other,D,B,-184.75517229811945,D,79.20208950005842,E,D,1
UK,B,D,-44.70924473186727,E,63.59550714573048,C,D,1
India,C,E,-121.90229986544252,B,-173.5599242217378,D,D,0
India,E,A,110.93942762296403,B,55.7172338435994,D,C,0
US,B,E,-23.02799203119773,A,194.19252759796908,B,A,1
China,C,D,116.94023450760267,A,-117.6443102590553,B,D,0
US,A,E,-43.73950043244616,D,8.70479290816153,D,E,0
US,C,D,24.092897466435733,E,111.03474533100052,A,B,1
China,B,C,40.019917480862375,D,-87.49343941416436,B,A,1
China,C,B,-145.82121965587484,A,-65.15632500568327,D,A,0
US,D,E,-56.07617284117047,A,-9.679988523695638,D,E,1
Brazil,E,E,-252.89217964841237,B,62.23085028618357,A,C,0
Germany,C,D,-158.23641014813668,E,-58.62767627374386,C,B,0
Other,C,D,90.09704079364357,B,-76.06504384751844,D,E,1
Brazil,A,E,113.51164554932991,E,125.43061630544827,C,C,0
Brazil,D,E,62.560567557564674,E,49.01254604072395,C,E,1
UK,C,B,-110.28279411053579,A,-152.2931049966475,A,D,0
Mexico,C,A,-12.023068518194394,B,66.09378102445977,B,C,0
Mexico,D,A,-118.71590058604757,E,103.3332272443511,E,E,0
China,C,C,41.52183164570319,B,-108.6740672406338,D,E,0
UK,C,D,-113.09162589177042,A,-34.64114095546825,D,C,1
China,B,E,-27.382984711111085,A,92.71307232074332,D,B,1
Mexico,D,A,-88.6538358500565,C,78.34685808107757,C,C,1
China,A,A,5.455364758983617,A,-229.17328038491482,A,D,1
China,E,A,-176.5121976706786,C,92.84479037042922,D,B,0
UK,D,D,65.31360194835946,D,-90.56798749607196,B,A,0
Brazil,D,A,-96.90453762027245,C,40.38319965803696,A,D,1
Brazil,B,E,71.5531164960522,A,-212.02326384072558,D,B,0
Brazil,E,B,134.1767479529436,A,-20.09403402364959,C,E,0
Other,C,A,86.90930210617574,E,-45.36164026108096,D,D,0
Brazil,D,A,-111.75109545450167,B,-21.485461847511083,E,E,0
Other,C,A,-288.74047731704445,D,137.61697018014524,A,B,1
US,D,A,-26.79506956919756,E,131.1556361038531,D,E,0
Germany,C,C,40.47185488745174,C,43.212696513325,A,C,1
UK,D,C,200.84146483797878,D,-94.02723214158883,A,B,1
Germany,C,A,-110.8976771749967,E,16.62052852714256,C,A,0
US,A,B,91.57544405953428,B,-97.2910970143782,D,E,1
US,A,A,-142.17258440643198,A,88.43826198833688,D,D,1
US,D,A,108.01359658268446,B,35.88722582561105,D,A,1
China,C,A,0.19536424052494974,E,114.28330613301189,D,C,0
US,B,A,106.3710146190661,C,17.92648262864166,B,A,0
Other,D,E,-17.914195979537958,A,51.32942567521154,D,C,0
India,D,E,268.20799156924573,E,97.65555515875589,E,E,1
US,A,D,-4.4185103770664,D,19.86447387780158,E,B,0
China,D,A,-129.37581063928673,D,128.17276001810362,C,B,1
India,B,D,-102.07445216449022,B,-213.50631815722764,C,B,0
Mexico,C,C,52.27127786829377,C,89.70759879391314,A,B,0
India,A,D,69.35203010957149,E,27.438316136066998,A,B,1
US,D,D,-136.40447076699078,D,64.13524730149655,D,C,0
US,A,C,103.43710087107804,E,104.31206181815685,A,C,1
Germany,D,B,-61.934149733176255,C,139.8837469975697,C,A,0
India,E,B,2.2672475853003307,D,54.23160830387859,D,C,0
UK,A,D,36.885527850023315,D,57.81185660691751,E,C,0
Other,C,A,-48.104892591150126,E,-1.7391972978433,D,A,1
Other,A,A,188.57824721344383,D,133.26146783109098,B,E,0
UK,B,A,-59.876326725571225,E,-81.44562684355641,A,B,0
US,E,D,-38.477183923875714,A,217.76767926816132,C,B,0
US,A,B,-11.98705947374704,E,-102.83813594440288,A,E,0
Germany,C,A,-105.55057261883805,B,66.6410128339557,D,A,0
China,E,D,74.56860395189818,C,79.2317960554192,C,A,1
Other,B,E,-4.22644803306392,E,108.77984658843467,B,E,1
Mexico,A,B,42.0276998551031,D,-82.98910833178833,C,C,1
China,C,E,87.23595298422829,A,-80.21800872067443,E,C,1
India,B,A,83.67447282061771,C,-161.80189376943667,C,D,0
Brazil,C,E,-27.314682920766646,A,-45.74022873484439,A,C,0
Brazil,C,B,72.8782856709152,D,147.09942138377863,B,C,0
Germany,A,B,-20.75303551283179,D,-48.868078609459936,A,D,1
Other,D,B,113.89577886569815,E,135.98360936279573,B,B,1
UK,E,D,-33.123823589226056,A,-278.523991488987,A,B,0
China,E,D,-42.97007561722524,D,130.75188840718167,B,D,0
India,A,E,112.7065395351188,B,29.99631035933245,D,E,1
Brazil,A,D,4.362512357683814,D,80.51172379372116,C,C,1
Brazil,A,D,162.45341952291366,B,-39.97164882946699,A,C,1
UK,E,E,43.71978045006745,A,-168.0404219077178,D,B,0
Germany,D,D,93.64320247886202,B,0.9494224751421714,B,E,1
UK,D,B,31.690611899602395,A,-70.89132814308094,E,E,1
India,A,B,-19.054298666159205,A,22.645535042873945,A,A,0
US,B,C,295.186535491645,D,5.403478672834615,D,E,0
Other,E,C,-143.4904413676883,E,-76.75460545122061,E,B,0
Brazil,D,A,174.6794816697228,C,-37.13684658885259,C,C,1
Mexico,D,B,110.49117665768684,B,161.9470812886997,B,E,0
India,E,E,-132.22056668487198,A,-82.96937606381032,D,D,0
UK,A,B,-29.775450064357788,D,38.64046159394376,D,D,0
Brazil,A,B,-13.10332875209353,B,29.4258727898968,B,C,0
Brazil,D,E,-10.303186211456914,B,-29.854449165741,E,A,1
Other,D,D,201.07416450663624,A,155.5125008534193,B,C,0
China,A,E,-119.84360688657429,E,65.0673699554,D,E,0
UK,A,A,-50.60540903666203,E,-48.97466319820703,B,A,1
India,D,A,43.62778851892069,B,-67.06082041256224,E,B,0
Germany,B,A,43.06521518676366,D,-47.921441648273984,E,B,0
Other,E,C,-3.2756382979945395,C,-2.697417590824227,E,E,1
China,C,D,-39.92922712821434,B,131.12766693255855,D,A,0
China,C,E,-35.88629302248323,A,9.29150346104848,B,D,0
Brazil,B,E,-142.48728886735287,A,-82.84727581493493,A,C,0
Mexico,E,B,-53.84729543941693,E,273.83247750136445,B,E,0
UK,C,C,116.88499559869028,B,76.30091501109038,B,C,0
Mexico,A,D,10.030791912399891,C,100.29367419325965,E,B,0
Brazil,B,D,29.309001568201587,A,-17.038132798673956,E,D,1
Germany,D,D,-14.695545885163142,E,13.951518887481079,A,C,0
China,A,E,-94.06763855615449,B,-127.06136814336062,C,D,0
Mexico,D,C,-35.372534231737056,A,51.98866817359554,D,D,1
US,B,C,142.92804154754205,E,103.09238765502128,C,C,1
US,D,B,-72.91022587590022,B,42.724389420496955,A,D,0
US,E,E,74.34715854063202,E,-35.1464648056831,A,E,1
US,A,E,-159.64474660853728,C,133.2480933184925,B,C,0
US,A,C,2.15827642831514,E,131.29665695322709,D,E,0
Mexico,A,E,-11.867665015016058,B,-11.294847835194416,B,D,1
India,E,C,-112.20401734578734,D,158.59810492826924,B,E,1
China,E,C,10.454145755404895,B,-77.3230393870098,B,A,0
Other,B,D,130.1915487169816,C,141.67999315669334,C,D,0
US,C,C,-177.86687624411732,C,108.78391195630164,A,D,1
India,E,E,1.355459277758069,A,-46.90321337206868,E,A,0
UK,A,C,143.7014061385404,D,-176.33760303745544,E,D,0
Other,C,A,89.32368155724856,C,-3.621028890728642,A,C,0
Other,A,C,-204.22423929984714,A,-147.6394691534901,A,C,0
Other,D,B,-89.59250379688442,A,-30.522009899690367,B,B,0
US,C,D,87.78074183869076,E,-38.327725833034506,B,E,0
Mexico,A,B,92.41311773310011,E,62.63372474241539,B,B,0
US,C,B,-17.767242469991697,D,234.81526888704533,A,D,0
UK,A,C,61.901267480667585,C,56.26576734770733,C,A,1
Germany,A,B,107.80667807355258,B,-74.23574835711844,A,C,0
Germany,B,B,-21.764681696377583,A,111.37182081084333,D,B,1
Other,E,D,-0.8705387223048126,B,-9.272478323687979,A,D,0
US,C,D,-16.27161872861472,C,-24.03194844547332,B,D,0
Brazil,C,A,-85.44761473438976,D,-101.39070094156477,B,A,0
US,A,B,-28.703794677633976,C,-77.75032362649786,E,C,1
Other,E,B,-192.1190378652384,C,198.28298156650007,E,C,0
Brazil,B,C,-74.1087801635628,E,-52.18732969514328,C,E,1
China,A,A,70.90142071326746,E,-142.8724350966752,A,B,0
China,B,B,84.41427147257755,E,114.96120380514803,E,E,1
India,C,C,-117.86983208740874,C,-89.61180465409461,B,B,0
Other,C,E,-75.71532200591369,C,-23.31430432691237,A,D,1
China,C,B,-111.58324418139524,B,6.555474665705496,B,E,1
Other,A,A,105.77299855703077,C,-32.42279960553782,E,C,1
Other,E,B,46.956286372975306,E,52.638240959334546,E,C,1
Other,B,B,-59.688387624525184,B,258.71401555519907,B,E,1
Other,B,A,31.07536366219183,D,-105.32945739095491,B,C,0
UK,E,B,-124.28605436591779,A,216.6321384855385,C,E,0
Other,C,C,40.144866687437684,D,-36.56745799319043,E,C,1
US,D,A,-37.05378839978697,D,44.02781275391756,E,A,0
Germany,C,B,-38.70308890180279,D,-92.30559401763665,B,B,1
UK,D,D,106.05068290903756,B,3.8634418547322658,D,B,1
China,A,D,147.6432912102219,A,-49.037526233216475,D,A,0
US,D,B,-30.692414886802265,C,-80.41529372067602,A,C,0
Mexico,C,E,-109.39169968369218,D,-31.182257607543796,E,D,1
Brazil,B,E,84.67696450018262,E,68.27800561291316,C,E,0
India,C,B,26.21785804347202,E,-90.10744643956379,C,D,0
US,D,B,-15.691453469512695,B,49.810982829583786,C,E,0
India,C,A,-16.89656517339359,B,185.48032384420716,E,D,1
Germany,A,B,10.68228798273362,E,-83.86925265575022,A,B,0
Brazil,D,E,98.62948041585014,A,-3.0108702759027692,A,C,1
Mexico,A,C,-48.15086704663703,E,103.5922002814366,B,E,0
Other,B,A,95.44428762678669,D,-187.01867219587675,B,C,0
US,C,A,-0.7718579581153885,D,0.44043116374705316,C,D,0
Other,E,E,-13.003376729162646,E,-47.56114366477798,D,C,0
UK,C,D,-10.589735490838912,E,12.811156348234466,A,E,1
Mexico,E,C,-68.83848314811308,A,-30.408340208742956,C,A,0
China,E,D,-17.11800268431583,D,57.35470775255994,D,E,0
Other,B,A,152.4370243360707,B,-64.5826596899214,E,C,0
Brazil,C,C,75.15281882695321,C,-50.645504527645315,D,D,1
China,D,D,-237.77952680458506,B,112.00199171423012,B,E,1
UK,D,A,57.95416502034395,E,-82.536513149737,B,C,0
Other,C,C,-6.476975173134386,E,177.3642679997148,E,A,1
Germany,E,B,69.61972299582908,E,-55.039543999539134,E,D,0
