RACE,age_range,sexuality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Hispanic,36-50,Homosexual,59,-115.44542788564442,29.81671495532935,19.718427780635498,-11.545979768551252,E,C,-229.9468689080665,-142.63322306928794,169.98068095549021,A,45.290620968476425,-37.66373603983272,D,B,68.44766741779021,-166.6363775316546,-16.63816537684837,0
African American,36-50,Bisexual,50,7.128008886097474,-22.570581078342947,33.89745962096545,-47.55512402250433,C,D,-40.26439565987749,-57.200960283015604,-68.69841728317424,B,88.42196055271647,-34.555821083688215,E,C,-6.6811793641447075,130.71886930666105,168.45775683347551,1
White,51-65,Homosexual,19,-40.46097959502394,68.26233493475593,-65.53665806676383,56.920791765529565,C,A,-171.7691404578376,64.91772403569728,-44.17986620185569,E,23.25285381944221,-122.61436084046882,E,B,31.440756468498904,115.34912198405105,-64.91102963745958,0
White,26-35,Bisexual,51,41.504279033871036,45.0782487994378,34.61885362932154,60.70334827874944,B,B,-45.81628849562494,102.02250703807071,1.8630326474363808,D,43.88745882901653,-111.64642182739244,C,E,-104.75305010536556,-5.679388108227735,-44.58453721076276,0
African American,18-25,Bisexual,59,25.828967435302662,14.619074209253617,52.03741523054689,151.2479199057514,A,C,-4.750870937059479,40.688109700182714,-78.20334912948977,C,194.9398775550068,12.091897671874678,C,E,113.36956370114417,136.90313243073578,-40.82651038742954,0
African American,51-65,Other,31,-75.90625831958087,90.06078624184404,131.50574648094192,-23.717724427801024,E,B,-95.19629979275163,3.001360085464551,2.1501825386347364,A,-91.67041728563701,155.8497961504483,A,E,35.0192183898483,-49.81455744786357,-141.04692568774735,1
Hispanic,18-25,Bisexual,65,-93.39324013510031,113.43284503205852,-38.53433284655732,-47.623249803097536,B,C,52.86162652553228,-116.70751128287644,-174.84326305132615,B,167.98359525003755,104.05366684582395,E,C,47.3629507328709,-185.45310300943083,152.17113056948867,1
Asian,65+,Heterosexual,54,72.50919160989827,-211.1761453458756,15.41202741801207,-63.29593355471872,D,E,121.05801927629352,-28.198785359217162,37.291792310674026,E,149.16244584763206,-13.10783136028902,B,A,108.92044337278956,-3.7820454999767756,10.90983359218947,0
Asian,36-50,Heterosexual,73,-153.3231446274325,124.32311924559892,106.16845369137008,53.94212037036332,A,A,-67.66753375794059,120.5324880074796,-7.866900669361566,C,42.94803988774932,-20.711731142994328,B,D,-98.47640638897917,233.27938222083375,80.19181801466534,1
Hispanic,65+,Homosexual,70,-124.61922156283316,41.383973394510804,14.094952698934755,51.46729612696183,C,D,86.70146230389678,-21.867400402154598,30.441119454971176,A,-5.4201830752780875,-123.75899865372722,A,D,-12.47967330635779,19.456900790255638,146.00781934559663,1
White,36-50,Heterosexual,51,-89.30429701673395,32.14426865173509,-38.859696245643875,-141.7689735928168,E,B,68.23512031800936,-55.75886124650473,-51.060389500258864,D,62.17820435449105,75.78240819744458,A,E,-1.8928190375032188,91.45057319124214,-39.90097947170409,0
Black,65+,Bisexual,54,-96.51182139824857,5.900624217480723,-66.83645280563675,38.50920980883224,E,E,53.46021618221951,-47.2340444516418,99.27358320117462,D,-178.3185376773995,-29.025849386077006,C,A,-75.67759848976577,-95.49733181930455,-109.60767302500334,0
Black,18-25,Heterosexual,48,-37.449841629401,123.78945618310142,-92.82230577943467,97.08494530291193,D,A,-61.18731786333229,28.19965295912082,-17.446211792940495,B,165.49857242146706,-148.8256000660324,E,C,1.6404565955704598,81.5123909043772,5.317984413481487,0
African American,36-50,Homosexual,41,-141.82333732507212,155.8849505963605,-3.0494586171902416,66.73509784216702,E,A,33.89326763733312,51.66954893809781,-103.29935167008782,A,-190.12329860043383,-72.44435953257513,E,E,83.14133352504905,-15.032900660123621,-77.11772208763598,1
Hispanic,26-35,Bisexual,54,-75.89177921789899,-175.5745774164066,178.7309243312056,-145.58828802188808,B,D,126.59746974112002,-34.278207263326244,85.58612610839506,A,75.0751753639954,7.732706836237606,B,C,27.481507570832765,-191.16431639973445,-44.71919913992824,1
Hispanic,36-50,Heterosexual,48,-163.21398976636536,285.1221201135064,-35.0505507808046,59.60147164694589,E,B,-99.08747646570284,47.645849041713305,5.110171881472555,D,70.6733468221992,94.19188085717217,E,B,-92.02927966929362,-135.62330744884414,93.18148168806383,1
Black,26-35,Bisexual,76,58.44876807667323,87.199271546869,62.162657175588485,82.43774478240965,C,D,-96.42893361625741,196.2928332112788,47.019266420759166,D,-76.16740518733921,130.01980680544,E,A,58.88397261045482,-36.29463858479981,81.68421339353736,0
White,26-35,Bisexual,44,121.87713658990549,110.72013095172962,-228.34867313762058,-35.83912632979631,E,C,22.637841271670226,78.38556916265432,138.9700836919199,A,129.6355236105549,11.488442914787559,D,D,-93.06239470547105,70.85891678120281,-4.029566511541467,1
African American,36-50,Other,29,54.49606867109099,-1.5445940875746573,-214.09924448669452,-69.13525274793186,A,B,-48.12175314822863,-51.01376280473629,-61.60667185617136,D,-38.18796981214379,-50.55065748638696,D,D,203.9590190156427,-141.90092507402176,21.30284442653468,0
Hispanic,65+,Other,30,-54.492496877217576,34.86944021530906,-146.7736041335018,5.0659946329548875,D,D,-85.9756804888448,51.351764445855686,76.70695995797871,D,-22.71392113671856,-82.74704329117635,B,E,59.02643255528036,125.9377593202539,66.93438953271803,0
Hispanic,36-50,Bisexual,26,24.527596658650534,29.267238127235153,50.976664514118,-94.00315570113446,A,B,232.74554965710635,-78.28756691876218,131.70458556555687,B,77.79050573764424,21.99135024352341,A,C,160.4811574472321,-37.543256737684864,-149.08067439484728,0
White,18-25,Heterosexual,35,-252.61095874794898,-97.68240604998269,155.7887946875019,-22.459709927082738,E,A,94.66202451776434,69.54748542659364,61.404423588389065,E,214.9373287690525,-105.68680082568038,C,D,118.57910050347296,4.049348441478312,12.84684754858346,1
Hispanic,51-65,Bisexual,68,15.06284857074252,134.58329437462623,-77.09782039366117,-148.08762173858173,E,A,4.902095003632411,257.9423455466988,-68.81311672759351,B,120.86832634364985,-88.4742457844331,A,A,-47.84407980629799,66.68604825476083,110.24907336626264,1
Hispanic,18-25,Heterosexual,27,46.24666775941042,-124.50111003311991,-96.93125099566414,54.62575730204955,E,A,-52.249355866777805,106.52205198724438,-50.015323088379326,B,-6.280415801770088,-97.98906587985343,B,C,72.16146549043208,-13.157749721047526,96.06147074012269,0
White,51-65,Other,77,-52.34336145637912,25.100949893602788,-40.07150135868531,33.42573730569217,C,E,-95.13807333603069,-43.10478290426697,-74.63713860431848,B,-45.969238909432164,93.5682305072542,B,D,-45.50377302538916,-147.7756566923527,-85.1688880298788,0
Black,26-35,Heterosexual,76,80.99959850753685,-14.956906053274441,-0.6906777619078633,192.34648405708467,E,D,9.419312222356911,-67.90050476032184,-133.22228286772705,E,-156.06634227410012,2.9085185699090426,A,D,1.754385265428534,129.9441522326501,49.10855403180499,1
African American,36-50,Bisexual,35,-23.080043621028956,-65.43340546450881,-52.24556736311943,141.20363325139218,E,E,-8.729667922407325,37.68782324825796,134.3529116445487,B,233.98971461691164,-8.681079829606892,C,D,-14.049128938901676,45.54490967413238,33.90605961224728,0
Asian,51-65,Bisexual,63,-3.796806904860581,108.81860210710133,46.23813735336794,-6.781366904708884,D,E,-129.5368729553846,6.212227343519923,-28.320464995261407,C,112.65574749841318,56.29976989350535,D,E,-58.7103527210235,-105.60518238373602,58.348825402096885,1
Asian,65+,Heterosexual,73,-100.67355255176716,2.193922923046553,-13.789598268936576,137.9757397589309,A,B,77.34745888387009,-99.4435657078135,-83.9188259169965,B,-75.85151291976703,-114.25710955778565,D,A,-44.415351918465895,-42.85711847284297,-107.77203950048857,0
African American,65+,Heterosexual,20,-95.06437750732684,-13.441241231146591,-136.06527249146936,50.75178294862314,D,C,19.61277080079981,-103.63019761300762,-32.28375028658053,D,73.86695526790865,96.52249165707636,A,A,37.119088414477716,-54.122764982893,-5.847973686538761,1
African American,18-25,Heterosexual,41,75.22676607257426,-43.916049398175964,-203.36295677978052,-32.293483516329545,A,A,56.50824764167239,-132.1668127403931,-114.93934893809093,C,32.37161595500522,35.09830046232045,E,A,-83.52535357778905,-40.94261964259269,14.442071587448302,1
African American,18-25,Bisexual,66,-48.1425303885116,7.416936506497995,-245.40827292797505,93.16493107268656,B,C,-87.44300406575597,29.88321630940685,95.92542565029811,A,29.34715872757302,-34.41350531209976,E,B,-89.23213066372277,37.93564818771116,119.0775026028604,1
Black,65+,Other,36,71.47699334603497,159.16373977111706,58.591727451726626,-14.381182892336048,A,B,45.53704678625571,184.57167019635978,-85.45920678271771,A,-118.36032900991799,46.144918289603126,D,A,5.181557875779761,-62.093263524618095,65.9869407053502,0
Black,65+,Other,67,103.15576812974592,-65.29791408670295,121.15248650328357,-52.75401157502893,B,C,120.46669829663672,34.639452532356266,31.988123231856637,B,41.76601816049483,-25.44128830358335,A,A,-99.56020176224702,155.88954777366476,-107.31224887498104,0
White,65+,Homosexual,74,42.55610519131132,-285.40843430414344,64.88894877661924,-94.42683955458747,A,C,-100.92011643392252,47.05380423567197,-29.02547563227537,D,36.70840291959065,-8.893420401570012,C,E,-61.85199583985936,79.51564279644907,15.53769134624307,0
Other,65+,Heterosexual,20,63.39041976441114,92.75655809433412,-28.75554293005422,46.70128624949773,E,C,-51.62933650662917,98.45376842780854,-20.840411187559855,C,24.258356604128085,110.13153642248268,C,E,-182.21591298096087,-130.58859929931072,57.48806357841012,0
Asian,18-25,Bisexual,78,84.67313146238686,-66.04053298943147,-37.330726724110676,36.35272927632699,D,A,-4.076993148495697,96.97842490558347,183.04322938156938,C,-26.49107063212951,35.47308408875563,C,C,-12.358304851860884,117.05270226950948,-74.8942856043781,0
White,51-65,Other,38,105.68709425831504,-1.948772678115109,45.87074262587446,99.77752692751109,A,A,-47.34250680919247,-105.07323365963516,12.482064111966974,E,-122.10386240298065,96.082287890207,B,B,79.01181543161549,-42.561651276315295,24.335056842121794,0
Black,36-50,Other,74,-21.079691384232248,89.72906277059717,61.41286134819146,-132.4680239135094,A,E,-19.70903690374182,79.04224172578327,-4.618523105459165,B,-59.23319577017595,264.18051973250476,D,C,144.57499342675615,87.83950447305232,95.64087631519749,0
Hispanic,26-35,Heterosexual,37,73.8570587708443,-74.47361099678719,105.6159682216728,5.461643577858763,D,B,-119.31144970733882,-108.73425550922711,67.41757681570566,C,35.62327836728557,-62.644929135535236,C,A,2.1678431265245535,55.171331665427644,-112.8866339793914,0
Hispanic,65+,Bisexual,29,-225.8059718750149,54.79787820298011,63.48463533195701,-53.64227558200783,E,A,141.33286688100387,-82.2819614815816,-39.84893026250909,C,-82.36209297514604,90.73819162566743,C,C,-44.73604193284465,52.88477919279656,-242.16488102310606,1
White,18-25,Bisexual,32,-93.63228171229858,-67.72064926738149,156.67456949519303,0.7259863419093692,E,D,-31.957178168557576,203.7394472492806,159.16910534754447,C,99.53261694576697,13.721288851948716,D,B,2.365694213846347,-128.23213661905524,-31.131205843106773,1
African American,36-50,Homosexual,74,73.75899593054041,-5.934208929404739,-85.59594657913249,-16.26395749059637,B,E,83.08484310555619,-51.619500212716495,-5.9858688096105155,B,-19.313169833184467,-74.71151886045317,B,C,-36.17873430240295,26.36473875863153,-1.5006257142664956,1
Asian,65+,Homosexual,55,-117.51546430042383,-3.2340923864996505,207.23990084825198,-132.5748434303822,E,C,47.72417657676217,-123.89261725905732,140.4931304032161,A,118.17128306342069,63.08004205470087,C,A,99.97823262234836,48.26437103886639,-64.40171290320859,1
Hispanic,36-50,Bisexual,28,28.793985870503143,229.89266758018942,-42.0419711930654,-39.524121068140126,D,B,98.02832878621989,127.28773147406991,-8.86450731305484,A,-196.86830250771627,-23.96817509900389,A,B,103.26714695936823,-49.30403885854001,68.51141358801004,0
Asian,65+,Other,48,80.52902117625581,-52.685619336502,-12.729345796270062,188.07509152717077,E,E,-25.506712373130476,159.1690830533034,-111.68231194965807,C,-8.210223770670158,-20.078901154420862,E,B,176.01649962428138,34.57557608909796,-33.393672451500194,1
Black,51-65,Other,37,-121.85627929035266,24.29419792461678,116.86069687772238,154.32798022286215,D,B,-238.90219244350283,87.80355604658313,226.5277493099848,C,9.704626218909398,-20.24054800961823,E,B,-48.51491254561909,118.49556678927118,63.18106860826774,1
White,26-35,Other,67,-165.07517733538813,43.48165643636681,-212.03608711680394,56.76230890721303,B,E,60.42217613974456,97.49919296817934,161.82186573126887,A,-148.01814518979575,66.54245550043439,E,E,-115.79054693382626,18.80996897260751,55.357962068601516,1
Black,26-35,Heterosexual,33,65.63582498854139,-129.3862552352397,-32.72899539326593,-196.80113259624233,C,A,-73.93289818046414,-119.81856723208524,-151.14873049285998,A,170.78105923980164,112.55182635897971,C,E,-116.4835881728181,27.984071271338518,-123.78341166766911,0
Other,51-65,Heterosexual,71,67.19288182226657,-100.48266445073688,-56.68450276293392,10.728647248871832,C,D,45.04273619163446,35.86232859706644,69.49408729778148,A,-47.96845316949131,-84.15512567812912,B,C,-0.6230746312672341,-38.09787307409648,-38.06863531816595,0
African American,18-25,Heterosexual,72,-98.18432187007659,66.2091150966815,39.51091331845289,-24.854609349404782,D,E,73.81812976498685,78.93404343082786,-52.7388660519216,D,18.05946692435205,-54.300530829895045,D,C,-69.79305831881045,-46.64022107580926,-20.23532077052309,0
Black,65+,Homosexual,63,25.284198852951036,-229.25284683646083,-1.9891500421128896,-161.04882844409235,A,E,115.64760133913924,98.00341525780493,10.318489849409966,C,61.813645079868984,-55.23200752214616,E,D,48.26969291531098,135.43078346003475,-35.89935735829632,1
African American,65+,Other,62,-30.58672478809994,-16.70127063851876,-7.144801942849834,145.21395202967662,A,A,41.140780140077034,-47.1909840394298,8.170503531272576,B,142.86065773666624,-12.966819633539316,B,E,4.877946120930336,-116.67374124908487,36.63824445216346,1
White,51-65,Homosexual,77,89.79717107045845,43.8438482919507,-32.91066769746356,60.78030480162222,A,D,94.39208380611245,-30.614414650904575,34.738931230926205,B,-107.41541058918986,-18.616928847145356,C,E,-113.0604074393932,-32.09887452781349,-20.138238228293496,1
Asian,36-50,Homosexual,19,46.809046494007525,6.482616813750193,70.29005747979723,-145.91079680129664,A,E,-172.21417542858543,49.918688363972905,87.16264267628738,D,-75.55397959261056,-78.54374154486861,A,B,74.16426031425691,-112.19721288255167,126.82897573420337,0
African American,18-25,Other,30,-2.249407647222654,150.75134708499024,-76.06048996976989,-93.53594668393464,D,A,31.005945477278146,-115.01616563423882,-102.66071674815467,E,-148.31687533160218,-71.02093503172024,D,B,-88.11954079384105,27.853458043266887,-77.51073499931495,0
Hispanic,36-50,Other,41,91.81521335429804,4.62075870612324,7.318537749510715,97.73787349811583,A,B,-113.76589159897048,100.33446906289424,-22.18112549903479,A,-105.34822348591067,-44.36393378509746,B,D,166.28640850168574,-63.549501362364936,-19.89136199757374,0
African American,26-35,Other,42,87.93313502940579,-108.02383315617541,-58.68683540492523,-19.198219041476822,B,D,195.2446726017228,66.77657843206019,25.83000514141715,E,-64.94224551839827,50.24543685239456,D,A,-2.7147974507303316,221.81736491035343,-81.62239396608884,0
Other,26-35,Homosexual,53,-47.46313367709305,116.90223569330227,93.81090652359742,45.13601004581147,D,A,-89.85941066353892,140.35530651462992,59.14585264194708,E,-82.2241350210998,-32.43482808650061,A,B,136.49541771088414,-118.74341645326783,63.879865082040574,1
White,51-65,Other,42,-134.00749120494243,91.40113695498893,131.3185126511429,89.97434738673358,B,B,-61.107970616180715,-128.07078918157288,-171.30906384069885,C,-86.60736222929268,11.83402946296935,D,B,-88.60314953926193,-12.897154025078564,39.9477238261599,0
Other,26-35,Bisexual,61,66.91816213336097,-140.6371091971857,-94.79814533057838,-14.58108387455791,E,E,105.01737315305652,120.69538517982836,31.111951081941207,B,35.813202794015595,178.62556609088045,A,E,223.24986047362984,72.28181375491711,-152.22442494182616,1
African American,36-50,Homosexual,77,4.6998084959401005,-0.2371245258253963,-137.24790400288543,-8.434699272229706,E,E,94.32954389323717,101.59044616148311,51.060268784225094,C,-6.416663230586721,106.21318184713633,E,A,-52.66564441571213,7.800549869190541,28.626396698931366,1
Other,65+,Homosexual,49,-92.48882154186373,-57.639227640866686,31.264461592642363,-90.75514055482634,A,C,-129.68186843587668,139.51741702949033,81.43457075325382,A,0.3542444121269172,95.17870929020862,B,B,-160.75972486266264,47.16721450020225,46.83701366832982,0
Asian,36-50,Heterosexual,58,-70.4192547521649,-64.55102014671145,24.162548021394752,65.88013712847186,C,C,-26.88286249455319,91.9272018248883,184.24134875098312,C,34.69645388230047,60.98766470252473,D,C,62.94309797030845,197.6752022067077,5.128354452384124,0
African American,18-25,Homosexual,41,-12.924764202339867,-52.79877830278238,157.32337754610367,-98.34714184127479,E,B,14.688147005606947,170.15029923235346,21.482773852215086,A,73.5173723559484,-37.7626831389968,A,D,77.32564764442618,-89.6318797050076,-64.8371049199851,1
Other,65+,Other,21,-8.06915859260696,-23.66083390605911,164.8107669633699,-114.08774831500628,D,D,108.46722294808163,-140.20321179195386,185.2099059097839,E,50.13944869735614,-13.712230610370849,E,C,143.060800489689,41.168656052787036,-7.807703392376259,1
Asian,65+,Bisexual,35,42.62808758126827,-108.7097131728513,24.926101029796303,-56.97136953981976,C,A,-79.68012120833887,-90.99386132902313,-63.099318944662485,D,186.16551077975473,-65.09137511721296,D,D,6.900365583110222,-260.4338485923852,65.42601379525618,0
Other,65+,Homosexual,62,84.779848456098,-39.94871361001244,55.01900264596418,-34.4035468984971,D,D,-0.575481800525619,17.865099479460277,-157.06838058163765,C,27.901700786804867,-29.665653712326172,C,B,33.4239806879644,-6.212617826977798,70.24035686107149,1
Hispanic,36-50,Heterosexual,69,14.395985863037833,-161.6792314858184,-69.49878827225186,-166.63646516778797,E,A,3.762615408045504,-198.84597079323302,-146.6142351931434,D,-136.19208260935505,58.736899698618316,A,E,-7.8895315993887145,-124.79065567120378,13.043541881152217,1
Black,51-65,Other,62,51.58713195890871,96.61145327393749,-139.74162853098525,7.973608913695464,A,B,143.06881852248395,-38.0630360946828,-129.72103154868796,D,-100.64800794927791,15.986246069772484,E,C,20.073451359631907,93.93883332829574,-79.84570364970041,1
Asian,18-25,Heterosexual,42,16.25566445509476,22.891575731480582,-169.10897003444438,-121.45117818628084,E,A,27.97257919567447,-38.569324354393956,-34.95007307633724,E,-41.92631066554525,-126.79805390592537,D,D,-106.62565905852055,24.670013005362456,-27.722328578734324,1
Other,18-25,Heterosexual,30,11.369823911117987,-71.97557486147372,87.52641043329295,-105.62408061680844,B,B,-140.06821912521286,-120.8599461795415,185.1676560180899,C,164.30124490399578,-173.91882402313175,C,E,194.4092694889094,2.7808448825017265,61.43653686872512,0
Other,26-35,Bisexual,74,90.36550452414961,103.00223943672096,181.64522913456062,18.33587806102961,D,D,5.419828651076639,27.68075302671218,-98.34179818195639,A,-48.519812240671065,87.21095368171959,D,C,67.67676882077693,89.84253304242957,-92.68654655322021,0
Other,26-35,Heterosexual,64,-98.94445762058518,47.35433509031959,10.330248010927107,69.0921744233997,D,D,60.24061272901026,-100.84565458616682,93.33202908857942,D,-72.6458840723005,-28.73272967323735,B,D,110.00569895158152,-122.05330070909078,-67.74944838671281,0
Black,51-65,Heterosexual,54,-58.32945594033648,16.67646726325459,57.58030053171114,171.84124375060256,B,E,-48.840819519816954,24.933277809268457,95.84370014943005,B,-159.48278037060393,-42.71311701359891,D,D,123.93576638448303,215.8963144413422,-132.73409755032156,1
White,51-65,Other,44,-108.54923387065271,-98.26776619443608,51.27271177106093,112.45407291466054,A,A,1.7753425484361147,89.6608651437828,-73.09173150229223,D,-177.60110961498765,-28.81636324269598,A,E,-12.163096560011152,-6.918778362732174,-131.96834806031617,0
African American,65+,Heterosexual,62,167.63099466347745,60.968658129579254,54.723131752452424,-38.313264664556186,B,B,44.53958732941624,157.79030031373065,45.78007918179553,B,41.477667061567345,23.193347355799055,C,B,-126.38639826349593,-76.3118720541887,-44.20810149116961,0
African American,65+,Bisexual,21,-74.81144110084763,-272.9820796364357,-66.12478607545174,-79.36268338435795,D,B,-145.34243463106006,-2.037181413261715,-9.762912373983074,B,190.075970344704,36.96980188848155,A,E,61.86049864856309,-2.9717921744260174,183.20558032543755,1
Hispanic,65+,Bisexual,43,23.91659807677732,-120.53337586998563,-62.25668616599943,188.704575459388,A,C,45.65219696029808,-124.37204793468979,-13.73034522250559,A,-64.82766660290814,-147.4447128110866,B,B,109.66327680742187,-49.13211664837862,19.458829426737285,1
Asian,36-50,Other,22,76.29463732814236,-135.34429480276233,-125.22323502517287,-60.5952062183732,D,E,78.05335564556529,-16.538941983013913,6.6253608804276025,B,-46.248186394235766,-108.73698878070348,A,E,35.177385515842474,113.24581536734051,29.9032821497619,0
Hispanic,26-35,Heterosexual,33,-37.153346577623175,-42.37613466188234,-93.00001432829036,-8.730608336505158,B,B,57.952410188417424,-95.73867012498357,126.5983503399907,B,-28.528745715715047,71.80552161041356,A,E,13.222719891835943,113.50327524295851,70.81648446064827,0
Black,18-25,Homosexual,78,-218.01865247835357,-56.46370533470887,-25.85938822828513,23.755390612940683,E,E,-159.64132302879756,8.457335081409102,-61.766009932140356,D,13.211336433007354,10.638897557691289,C,D,7.482433775756192,-145.18435774692372,-97.73343793381997,0
African American,18-25,Heterosexual,42,80.85362780693401,-87.47626773429674,-71.36220523101335,-197.1090931659503,B,B,-4.342253667488142,-89.34752271342794,288.7092338866215,A,-9.410284968587574,-4.169734052659127,D,A,-97.10873365940137,67.42313693600049,-102.02992030209639,0
Hispanic,26-35,Heterosexual,76,-26.651216374471886,53.58906657833439,-11.742534449232018,-75.03054718245194,A,C,-40.72950815186654,-107.80689785717708,-48.38329150398437,C,-17.542709425732312,-147.66445163246408,D,C,71.62088409063043,-170.59929019216224,-130.66714977039845,1
White,65+,Other,45,-56.64209066992419,51.77649795996575,44.74045257946983,88.78132980784467,B,D,-87.41947665963733,154.0948377285417,-68.4158468444513,E,201.49350147368193,-171.90737589057912,B,D,-124.1520568449673,53.88983886909936,142.11582714239594,1
African American,26-35,Bisexual,52,-102.42456614655649,88.1021047469314,88.9400573509605,52.6219545736671,B,C,-72.53299460021748,158.51654730598855,265.1180052115088,B,67.69341522909956,37.1695219464966,B,A,137.79036191701684,-16.029846207866623,-48.52590083561984,0
White,36-50,Heterosexual,52,-72.08151630138106,20.68944830495173,16.591493949536982,37.98484754682653,E,A,-65.02975044768176,-8.076500377757814,47.20573506127296,D,2.725397620182512,-86.70467653679195,B,B,-39.184187543590355,-81.87898500239721,-71.78509215243525,0
White,65+,Other,66,-10.37902468537756,170.6957682286785,99.53043999394357,10.396733539893086,E,B,-128.47784752652785,-189.5191889935173,206.38809357227302,D,122.9835393611375,130.60987145763337,D,E,-27.21560016979978,-2.1140670960808916,-77.75127521042664,0
Hispanic,51-65,Other,18,-9.006008055016485,65.96678784097243,140.5469918453986,20.92588064944548,B,C,-65.68704514582267,41.38362021402734,-134.71849051751533,D,164.18034076613873,-76.354997465845,D,E,72.72236627592278,123.37299965020605,52.834519793534064,0
Asian,36-50,Other,78,79.32481505030903,130.62057405094393,25.909594184784318,56.71756601835517,B,D,-23.93413859745398,-253.01168740539018,144.79018853207808,C,-216.51239178096637,39.951877746595486,E,C,-76.47271248255424,-64.28393015700306,-155.2859723012891,1
Asian,26-35,Bisexual,49,-0.20076228804168966,30.132158916732436,40.927305907973334,112.09211969181214,A,C,-69.9822200267888,223.55454811729837,-67.63966069434579,C,54.185370014559766,40.93209311193002,D,E,-16.900584337112505,-66.53605088002188,-119.48209930222443,0
Hispanic,36-50,Other,63,35.24395719973097,15.11003021689819,-43.819583869140295,69.7024725965004,C,A,-113.17257700558478,6.6273224355508304,-55.57005933646898,C,-26.364243321184155,-54.81533727246307,D,C,-18.508023789408213,103.78855131668907,180.00780737811974,1
White,36-50,Homosexual,74,107.99139271459701,-8.891323365661751,-54.77436269651125,-14.794113623604579,E,D,-71.65939655036682,2.643694315005558,31.18248080047937,C,4.579039991441728,33.675346746356965,A,A,119.70035205310595,120.24995638637068,-235.8613558298962,0
Hispanic,26-35,Other,27,28.970377815058946,73.60056026411735,142.31885421695753,-101.59088501962819,C,A,96.12737941426752,-115.92839319948871,0.5821835425587704,E,14.765242679006544,-104.67941558761397,C,C,216.64848758447312,-24.462630196069494,-149.9808726218151,1
Asian,36-50,Other,56,-52.2508327353177,55.140989797533194,16.52612999262468,15.113526929843832,E,D,164.92161178141083,63.52108191790925,34.31559060966066,D,109.22149882134788,187.58902223677484,B,C,36.181797733918785,-30.990605860182484,-99.65100215556551,1
Other,18-25,Homosexual,44,30.204836872859925,-77.23078312778215,-90.90163972426582,-25.616627464713353,B,D,-108.13318588394955,-91.38764939425963,149.7843190481968,D,-134.41535677493565,122.0862987233174,B,D,57.20237531867469,0.6331649134575321,126.75056610728062,0
Black,36-50,Other,20,-22.07853590547357,-56.14209469352098,-1.6647006862741942,-1.4286442286999395,B,E,-115.86432043843966,130.942103098411,-42.65939245146666,C,5.12720973655991,231.80555857901103,D,C,111.07039764550983,78.55603769885762,121.48474835502671,1
White,18-25,Bisexual,23,27.039416228777718,-15.584811922307617,-110.69306428897858,-100.19892711233412,A,A,41.808982076277694,-51.09646830393767,-22.399994770952095,D,-120.01164750765328,-34.22832666937741,D,D,138.09315974093164,-76.04327459581577,5.579641689775682,1
Other,36-50,Homosexual,40,-100.46767359702254,68.97056531420986,44.95948700067437,33.985402652163145,E,A,-135.6749777107766,-25.83783371798194,57.36954829600624,B,0.7792778125281414,-98.2800458464893,B,D,-9.231963813428267,-10.380047148770446,-73.47966778166524,1
White,18-25,Bisexual,45,23.76681205864019,-59.668791282601106,98.56520247557854,-98.25285140520788,E,A,21.430324811825418,-40.75627316581272,-78.91707932259902,D,-39.83690877593893,-5.832418616050961,C,E,73.99960576985004,-48.60632013663327,11.931733240700407,0
African American,65+,Heterosexual,47,152.8768534674822,-30.38973747453194,120.15712326850938,-71.12349179564985,D,B,-64.04008611091966,214.59494149178647,-75.96221017611147,B,74.60748568598774,96.88695467197557,B,B,-58.68624596236817,36.987467127137876,56.08046302254836,1
Other,18-25,Other,76,50.942289600095336,81.17241458358338,143.3711788468504,7.410996890103701,E,A,-130.2823232413667,-41.9068629483256,-32.07019648728013,C,46.050835260026126,-62.82359900597485,C,C,-33.12078123644602,-49.26312398723702,-125.97931030915379,1
White,26-35,Homosexual,47,-28.26651906728785,-137.71587558120194,114.7151065660927,-16.30210261336405,A,C,47.5676984732426,-198.5667126093839,-40.266934423771986,E,-64.56287586651335,7.067619140929112,C,D,152.95356455786714,189.36291259309175,-87.35901861141919,0
Asian,65+,Homosexual,55,81.24000171205554,37.996133763482106,199.22611476420545,-12.880931297162352,E,A,161.7174016703589,95.66947685708213,296.14054074796303,A,-63.73871117888641,-72.96112030854042,A,A,119.68376428389655,47.92569010357251,14.678139654069843,1
Black,18-25,Heterosexual,62,-2.848194647635965,-119.49015830517943,40.54747194764025,111.36052973332139,D,B,-112.67996769857776,65.6111113064985,-67.19586610840885,C,-87.59386008302039,-126.0013945634108,E,C,41.89617461135282,-13.555914659802651,71.27020487998836,1
Hispanic,18-25,Bisexual,68,67.83004085381083,96.57506617420222,40.548629520715096,71.22996848205005,B,C,-110.26477885079396,-197.66862039206006,-124.90863414277811,E,124.00971939144443,121.39012996158223,C,D,-3.2113442947237836,-72.30533537342868,-138.5568130046748,1
Hispanic,51-65,Heterosexual,32,131.45747537146107,-4.700466259281743,-23.215158971380617,88.02031567131719,D,D,-48.0189866294808,3.055811826526119,106.75210950512746,C,-34.206935600971974,129.28837757204278,D,A,-23.45502962731942,3.465347841380835,-98.33920804955679,1
