age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
26-35,B,103.82603620555663,13.829764394023375,40.32440863648715,123.4054737302969,-43.85639325151052,E,C,206.61490084052883,C,E,C,E,B,1
65+,D,153.62064898675757,-47.55061389643032,59.42013955702791,81.36158990119446,-10.006488411102382,A,A,-27.008941895231676,C,C,B,A,A,0
36-50,C,22.910923769196042,-3.6443586119906795,-56.111090084732275,74.056691706104,-89.19432277161908,E,D,109.308510705685,A,B,C,E,A,0
26-35,C,68.25621153750605,73.75075446889187,82.09312240832679,39.67283684124009,34.18903484086123,E,C,-14.267214794004845,A,B,D,C,A,1
51-65,B,103.98298370300296,67.35283359990606,16.368959960435227,-59.83032716434401,-99.44026293102807,A,E,-70.93308831651056,E,B,A,C,D,1
18-25,A,-27.65869100954162,106.56468167115518,59.19202091832142,65.6932538578877,162.3980662268614,B,C,-233.85307942259232,C,E,E,D,B,0
26-35,E,46.01322435548298,-67.25191286648186,-121.67360832878258,56.83703222224853,-7.619570744011771,E,B,-26.401320391400844,E,C,E,E,D,1
36-50,B,40.382967495860214,6.856049461989873,-58.24283794740084,-17.499977965443446,60.205608454025885,E,D,122.32461797747305,E,A,E,E,C,0
51-65,E,-135.95028618925238,102.36353525094763,92.99201134907015,37.93930414046716,-118.43242346823786,A,C,70.64444387148728,C,E,E,D,A,1
51-65,E,-14.188101677828833,-156.40929736327496,-178.02220269592524,22.118813479014065,30.38851571129113,E,D,111.61357183150977,B,E,A,E,C,0
18-25,C,-156.41558947933146,57.0060080528024,25.834403284245788,65.82067720695031,-32.41211226649543,E,C,-150.63739955732254,A,E,A,E,C,1
65+,D,-60.380317047180355,-217.59735732752407,-0.43411738476070705,-26.903581550689836,76.76093298988155,E,E,19.368688819827636,E,D,E,C,C,1
51-65,C,129.41004741920176,-73.32309640415735,-15.697594620532662,-130.65997975554515,-150.987202622588,E,B,19.855348734305096,D,A,E,A,B,0
65+,D,-61.274785812356704,1.2110059383196683,82.1131986931724,-58.00868125918592,-95.74212637575944,E,C,69.48828682114375,B,C,D,E,A,0
26-35,B,100.8292319818657,-60.52510702381434,139.58931357084708,70.93054487440659,-215.13458139576764,C,B,-55.48521696568319,B,B,A,E,E,0
36-50,E,-67.22229428594542,-217.13689096701862,-97.09252092100965,-57.28549370410665,-28.14693869944965,A,E,113.27770692114032,C,D,B,D,D,0
65+,A,20.853559306526794,19.153344555380635,29.627082447955104,84.06061385522226,166.24360783101798,B,E,-142.97927285293306,A,E,A,B,E,0
36-50,A,32.60385130668491,15.129356069003183,154.12824638983005,-5.583721559809355,37.20752469640238,A,A,-33.986391513353674,A,E,B,B,C,0
36-50,D,146.41094080751768,36.684434278776536,-79.37981600176195,-13.426893825740272,-59.0689899202795,B,E,-55.28373890878521,E,E,C,E,C,0
26-35,B,42.19125225366198,-71.09388441466035,117.2843647679626,65.65562303595209,-45.90452108977405,D,D,75.69202387888825,E,A,B,D,A,0
51-65,D,18.73643298947243,-40.67399574054837,-71.49698809305784,-177.55186537612224,-57.647163914734044,B,E,25.40530799959414,A,B,B,A,C,1
36-50,A,92.54533499779531,2.95851420370333,61.454915247456256,-184.6285444759265,5.749646795760659,A,D,69.61149815402432,B,D,D,B,C,1
36-50,E,210.73816107922525,-58.41848129250843,35.015232459307526,-82.43377660456154,-57.94389685636718,E,A,59.809424261534346,A,B,B,D,A,1
65+,A,22.552892255890356,-263.7151159566171,125.05886884822581,6.254061860097172,10.487785725326194,E,C,98.18043234919848,E,A,D,E,A,1
26-35,E,-70.6756205500591,24.642501962250652,80.50691828616418,104.18426974052082,-38.545059616814235,C,B,-45.0714185536941,B,D,B,B,E,0
65+,D,-106.2338913909241,35.88919694975093,-66.86262565592516,-12.804667255311836,2.0828874258712657,A,D,172.22664865986266,E,B,C,B,B,0
65+,C,-233.8932207796351,12.363607442559701,8.404838420921019,93.84962563593082,-14.20634742675763,D,E,68.37839728361787,E,A,C,E,D,0
51-65,D,-296.7438777227512,65.93158319423108,-143.47541341391235,161.30091048281915,-116.0971052955559,D,C,103.81610849577336,C,B,C,A,A,0
26-35,D,69.28732199114393,95.89093676118942,96.90804611767417,33.04564193165335,-109.50958778712474,D,B,55.36236236091988,B,E,A,A,A,1
65+,B,-33.12147857728282,-232.51667033333416,40.824002544070645,97.60089522694742,-28.213736892146724,B,D,-62.82398761367537,A,C,E,C,E,1
36-50,B,89.61491640291133,-95.343148306353,49.368791992978714,-207.90058407335854,-5.72212556251339,C,C,-182.08442613900405,A,A,E,E,A,1
36-50,C,46.317663506401324,11.626497432086733,-25.392238064938343,93.88379326706053,-1.1628664497225245,B,B,246.33013968332455,E,D,A,B,C,1
65+,D,163.7462978537982,207.81669397905554,213.52395887484178,91.06671620018042,-107.34537475611432,B,E,126.64648345139129,A,E,E,A,E,0
51-65,D,17.01801635271469,53.362002540568376,-199.28739229493152,-105.58406088128613,-9.040269570995681,E,A,76.1496234206285,A,B,A,E,D,1
18-25,A,100.35424580200538,195.73882986563237,95.35333344591461,136.51729728937164,57.99158633824695,A,C,87.81239735817854,C,C,E,A,B,0
26-35,D,-73.36618192405551,-58.95059851125344,-5.856565265666653,279.17659462782035,91.28678015319903,B,B,91.71653326673662,E,E,A,B,E,1
51-65,D,57.565379628973844,149.06923888716224,78.83265573258788,170.70523200823715,-70.88295574575743,A,C,22.18854039760213,E,A,D,E,B,0
36-50,D,122.59342738481752,10.047828709588776,-87.95408616606443,75.5078173418579,19.60382056900328,E,C,-240.4212542000046,B,C,C,A,C,1
26-35,C,6.98005009914789,22.182641536335783,48.752772105875685,-99.947094787609,-140.78539731579636,E,A,-29.688307984864394,C,C,A,A,E,0
51-65,B,112.6819516299159,191.05900948702467,67.28982489532143,-186.65478639860538,186.88067834175396,D,B,156.80469090405626,E,D,C,C,E,0
65+,D,76.30424923010577,91.9811044044611,179.46038328161345,100.16631680787937,-207.1409681869091,E,B,96.74224228845404,E,E,D,E,A,0
18-25,A,-26.768440728674697,1.2456144657865604,-12.160412088588538,-0.054329384629366845,-18.950820422734818,C,C,58.84193152028848,A,D,E,D,C,1
26-35,E,10.270539768170577,-127.25372838613092,-100.39273418120456,2.1160697082754654,-75.03918047367281,C,B,-56.95485446352677,C,C,E,E,D,0
65+,A,-108.33193377074618,57.923513852105614,114.29178862688663,-115.78814438840965,-74.45917270921552,E,B,155.8897506191239,B,A,B,A,E,0
18-25,C,-141.19823693296178,92.47036810534985,46.61476805104159,59.460259259613856,125.16617353735435,A,A,50.63816908146372,A,D,D,A,E,0
36-50,B,68.75878918657293,29.02777872729971,-76.367124683728,15.626709708445965,-189.09139825451575,B,A,32.7458607138179,E,A,B,D,E,1
51-65,A,-207.44152110192547,-16.866285643562946,-3.150638776046702,-126.42339931262158,-77.56313366634183,A,E,64.00841079231357,A,A,C,C,D,0
36-50,D,-119.70978655151978,23.12169107250472,109.12915925743573,151.33139881403753,83.68374675968941,C,E,-76.64895170889938,C,E,C,E,A,0
18-25,E,28.95141273242583,32.09064955306526,-35.808604318974155,-135.24541915143652,99.12957869390999,D,C,89.85531018577232,E,C,C,D,D,1
65+,B,-136.32318280664535,72.73292171729783,98.48525871863512,-141.41492431657107,-185.4785272104897,E,C,-72.10661806749667,D,C,E,A,D,0
36-50,E,-72.73397984180154,-8.300725081720687,34.542636847594274,-78.48385276246744,41.91922027965132,B,E,-28.581449742869786,B,D,C,A,D,0
18-25,D,-48.228735007550405,-37.37208719310689,-216.11096927497263,-201.82037345206757,-38.33579047989845,E,E,-162.84211736710762,E,C,E,E,A,1
26-35,C,-207.97532180218647,-104.7111651895842,107.66525664175042,257.76228908262897,69.53877031797425,E,C,-72.62878258711734,B,A,D,A,C,0
51-65,B,74.80167911606344,111.11216989310029,47.05182798234556,31.937593904629637,20.042194050804586,D,D,-56.75604260306444,B,E,D,B,A,0
18-25,E,120.58960823224506,-194.8636807196514,-110.43486545429944,31.9333037405446,-31.15155297142286,C,B,-103.01755381673807,D,E,D,A,B,0
51-65,A,18.4249055410231,-158.88143271927842,2.8599650456876713,216.08691443316732,106.30517539778926,A,D,-1.429014862598705,E,B,B,D,A,0
26-35,B,-3.5161383707924725,-116.88465330614477,-65.74560111667826,-10.75751662098212,-100.03842287199714,E,B,-105.70413256554102,D,C,C,E,C,1
26-35,A,43.36048435209261,-68.88834536653015,102.92375496565238,-9.631840042865804,-132.1228992701308,E,D,-62.14670056975326,E,D,A,E,E,0
36-50,C,36.680478072120536,-110.75000759427876,-84.48964036953133,88.74853524504222,-17.66857409207822,A,B,145.66819563196594,A,D,A,C,A,1
18-25,A,-107.17925003804514,-30.85866341661828,-81.91978392548975,-48.074581704464165,12.511876234135647,D,B,79.20083622647972,A,C,A,D,A,0
65+,C,-154.74702757259845,-169.80071917983437,119.07584373980539,-54.775901845414786,-72.79056627611148,C,D,-18.834653993743746,E,A,C,A,B,0
51-65,A,-76.86644851666296,123.45762567703753,-72.09776270298315,-59.138238215563646,31.30006875810732,C,E,179.22692689399761,B,D,C,E,E,0
51-65,B,-41.891445400611424,37.51788929352678,-62.17400002752941,-211.77523816882885,114.95543208655678,A,A,166.02789723825597,D,B,D,D,B,1
36-50,E,-57.93348720101371,42.911951513104555,-174.42402922249335,42.654844267213164,-91.36437480354247,C,E,-10.235092762216942,D,E,E,E,E,0
26-35,A,110.27920637314492,23.163378461381324,107.18191419423071,103.67304671120444,-162.01447419220295,C,B,41.04625169864418,C,D,D,D,E,0
18-25,B,-142.301507659975,10.466133744164976,-24.888759417979006,-29.23992593530333,-7.2473612535087915,A,B,-92.64687825419723,B,C,E,B,A,1
18-25,D,-30.235686755035275,-90.92615533946855,-155.67808832835453,-56.46888903313958,-38.75424217749379,A,C,-73.18577164942013,C,E,B,A,C,1
65+,D,102.38385255329219,-28.0759835601337,-150.02304048767053,-242.0022767975863,44.514252910799144,A,B,216.02604310150042,D,A,B,E,A,0
65+,C,17.120684470341345,50.75192124871678,-40.55785192283157,36.97125440528534,17.656553795328573,E,E,-218.37675382465355,E,D,E,E,A,0
65+,B,89.03163142432251,-109.49762645648735,25.65039305429964,166.17883787897202,131.36402637777823,C,B,45.30384820770537,E,D,B,A,B,0
65+,B,-23.16007852233758,36.65094442273934,27.271328058405945,17.097730812478833,174.34688496619438,C,B,-27.36998033773143,E,C,D,A,E,1
65+,A,145.2317536339246,50.909838373712304,-60.19794361608641,-98.549222596745,150.29203304415876,D,C,32.93390601933115,A,B,E,B,A,1
18-25,E,14.28012640434065,38.92614245262754,132.44483525149215,71.99785774605444,-68.36688204012245,A,B,23.553152798811983,C,C,B,C,B,1
26-35,A,139.49466394830256,-3.2875379822268997,-116.98372487054587,-55.511150024581035,13.094999144555064,A,B,-125.26404535981683,C,E,C,A,A,1
65+,C,-1.2320016970978822,141.37552203711948,21.444628305836495,-16.402888472839,-79.64664543833318,D,B,-208.89428884483357,E,C,A,D,B,1
51-65,B,-36.61813909385484,64.96018876006754,-42.66295334238731,-85.42934727684533,56.324882195855395,A,D,-158.9559183974667,C,C,D,C,D,0
26-35,C,122.52039309146309,-154.04082453103027,-38.26052912124587,-2.203410880530828,88.85367971084554,E,D,-11.422925884717559,C,C,C,C,A,0
26-35,D,50.48634106186584,105.56614963495188,-114.78219459745873,-160.0395076777312,-154.52943713775724,E,D,130.634294454717,B,B,C,C,E,0
65+,E,-162.09694705310065,-26.35618992755321,-5.603688004395665,-17.32529980080199,105.6657351734505,B,C,66.65830886792119,B,E,D,D,E,0
18-25,C,-11.199483438894513,23.198594985733056,-127.23845845793687,23.44403354345355,-165.4472992837475,A,C,83.11765785394218,B,D,C,B,A,0
18-25,C,5.491889909927421,-28.747155657090413,-123.58896746515929,54.91047282402691,-105.84312199508916,B,C,31.207791068105063,D,A,B,C,C,1
51-65,D,12.92048671070472,174.2383918014495,93.21003202312055,48.21608853452199,114.56141444129682,B,B,43.57679447487771,C,D,B,B,E,1
18-25,D,7.048977521817941,110.52449765959238,12.92361717645541,58.44424264794428,44.681784765495244,B,E,-112.09976513587551,A,B,D,E,A,1
26-35,D,-49.780374527562685,-44.1190627565681,-26.236437787296314,-26.52052669586346,-13.864875225384186,E,D,-236.3603229452395,D,E,A,B,A,0
26-35,C,-36.77224718672983,72.46964926687495,141.15976189499733,-26.424893533979084,-2.4271263718151004,E,E,-97.21310756923832,A,C,D,C,A,0
36-50,D,-79.7812780763729,205.97473291343462,-66.49245248739317,177.47048754687543,-3.673779876413572,D,C,-106.767991743263,A,D,E,C,B,1
51-65,A,-11.682559837741396,-104.82589414109016,8.540153156772705,-7.886000593854463,-10.279319467707895,E,E,173.09688636953305,B,A,D,A,E,0
65+,B,-65.18185016438717,-120.51869864279539,-76.85744798027687,33.32172034878717,-88.86844016043042,B,C,-157.50002530589532,A,B,B,E,D,1
26-35,B,-103.01922785363078,87.1844993090473,-84.18105926860026,-98.11950362726314,-122.06967196734966,E,C,87.31271225254939,A,B,D,B,C,0
65+,D,34.6651795941265,-18.84607889950601,-54.397052203983755,159.33308040919488,-164.37962752085443,D,C,-11.271737464706096,B,B,A,D,C,0
65+,A,19.65184724992789,-62.82798199559435,-140.37865254287635,-125.54596586718267,57.17697432721054,D,B,-111.39179042251106,C,E,A,B,C,1
26-35,B,-11.183032101026912,114.90633367636028,106.12261623440762,241.35494420106215,61.495254943577,A,A,-116.67649417940098,D,E,D,A,D,1
18-25,D,104.4237820658795,-3.760487762140114,-1.7658967691854492,-66.29754002540736,-26.78363889735791,E,B,78.77686372240879,D,A,B,B,C,0
51-65,B,104.47171502395499,117.50139985742764,-31.69568778207846,32.10103623142153,-56.60738485554094,C,C,174.10261417347064,B,B,E,B,B,1
51-65,B,-2.0146069770815163,-54.799295598813394,-64.48838821193094,36.82215539258968,-52.95788309220358,E,A,78.45785461618966,A,D,A,C,A,1
18-25,A,93.73675024631291,-131.2328516737393,-66.82517765534737,-130.28629534084598,-193.12943654566223,A,B,-139.31003216029185,C,A,E,A,A,1
36-50,A,17.999832292410012,-22.92718272276505,-5.204060487545174,33.21846216591286,7.245315687153732,D,C,-73.44651709922586,B,C,A,B,E,0
18-25,C,158.59989587975298,43.67342578734902,-57.88698086790182,178.77258833064553,187.04707042144292,E,E,-37.244094293052136,E,E,D,B,E,1
65+,B,-143.56820989428067,-61.45244099146705,-20.96390759870609,5.868862197403399,-109.21170871487966,C,C,-168.76500250873775,D,C,C,E,D,1
18-25,B,-76.68683565973004,118.89008887276225,62.91097279968787,18.474197168792315,32.69590080282086,C,D,29.18185241926813,C,A,A,D,D,0
36-50,C,-118.9511548493152,-92.4341319850473,6.4232731219143675,-138.85558410365257,34.00847976659098,D,D,9.235096341963745,E,A,B,C,A,0
18-25,B,-28.29642474002635,-58.94555923522709,-112.15202735974397,112.81607028298961,144.03651415026607,C,C,-34.34530693161474,D,C,E,A,C,1
51-65,D,177.66895163418152,-74.29603774898212,48.25333009513736,45.47931933204828,54.48693173829228,D,B,161.29676622397264,B,C,A,C,D,1
26-35,D,49.247515332604834,-109.63855002388678,153.99559807683264,-182.73379488581264,87.22940235348744,A,D,76.66812733026235,D,B,B,E,D,1
18-25,A,-101.14456344084664,-22.274611750645576,101.00606690802661,92.19373502457424,-215.75782422967418,E,E,87.84025540866006,C,A,C,C,E,0
18-25,E,35.23034875084742,-13.287413269967688,19.653072749637396,-91.2519985767651,45.22978620219926,E,C,-50.42770897919947,C,C,D,B,A,1
26-35,C,-131.08294053260136,76.21150662604565,95.28190563466707,-101.57621664846137,-80.10613325355929,A,C,31.68807013014463,E,C,C,B,E,0
26-35,C,145.62292956908783,151.17278797280994,192.80866930637472,76.56642375609182,-97.43546185807553,C,C,-166.18347903159395,A,D,C,A,E,0
51-65,C,-48.268274526301106,50.67600446350392,112.49755139794175,-99.15213535858925,-113.68794568110239,C,C,-53.092265550358455,C,D,E,E,B,1
18-25,B,95.6126746448784,-14.80191892378009,-77.13103567484161,1.5077988656410486,176.28688464837393,C,E,-20.473743032570184,E,E,B,E,A,1
18-25,C,124.26152748381156,31.799428490458187,-93.01956491076322,-4.524109757977211,91.18855675002344,C,D,-116.6546528608855,D,D,D,D,E,1
65+,E,143.59302451579296,0.7015616036531674,-15.204772220071671,20.18807856718422,-105.64858603685063,A,D,38.58231977434154,D,B,E,C,B,0
26-35,A,-108.51383376752504,-53.3807099404346,-42.12188625823675,-78.30141739430768,237.84697620913852,C,C,84.2064481701542,C,C,E,C,A,1
36-50,E,3.676245223378399,101.51792931177066,1.476889146603917,35.51880979985675,63.75280279677378,B,B,111.42857692956605,B,C,A,D,E,0
51-65,E,83.8121176393662,-58.17023183836583,58.65327413054137,-267.02133525638027,-48.670327467137284,B,C,-37.43515960146229,A,B,E,C,E,1
51-65,B,-69.2441476925064,18.42346772152077,3.947063669252189,-21.245185440076806,-96.66110394997183,A,C,47.149738491614826,B,E,D,D,B,1
65+,C,-89.41385261722584,-3.566651171450219,3.3080418751855856,95.97904498096487,128.64501757439862,D,D,49.46872598814611,E,A,D,A,D,1
36-50,E,-43.90012353772395,-263.85653220402264,-25.600975898836793,-37.5051043306595,-67.7978211550324,A,E,21.754756577263695,B,C,D,E,A,0
18-25,A,-88.6239699394475,-54.74218408396487,-35.84968402357368,-35.245253005644074,76.94640898680719,A,B,104.35312584393661,B,E,D,D,D,1
65+,A,175.2769248998433,84.328726045822,83.46382307338558,54.280029673724684,-59.83789183733377,B,B,-96.10848970242706,C,B,C,A,C,0
18-25,B,124.39189615193933,-3.9105945366216024,-142.9341100995666,-124.23847832978426,-9.45421289502324,B,A,-39.50716668189182,C,C,D,C,D,1
36-50,A,-11.098556261560821,-205.11030758254688,237.12744096591774,-171.94169552759791,8.507099152101304,A,C,13.671803315096149,B,A,D,A,D,0
26-35,A,107.2721363240061,-72.99025516808666,-44.3390787764754,22.046132776032394,114.74829845526271,B,E,30.330277760575985,C,C,C,E,C,0
18-25,C,1.359534801748003,34.070496478892515,-127.50398192532673,167.24173819402742,113.81815325517668,E,C,-24.238213954336935,D,C,D,C,B,1
36-50,B,-39.660990038245586,160.1451200020685,55.119652409503004,82.80232944028604,188.39250574737034,E,D,-84.50430868827947,E,B,D,D,A,1
18-25,A,32.23724800350601,-124.3601324995778,7.549198305164584,-120.26346122341272,-28.93633140609138,A,D,19.377225007721705,B,E,B,D,A,0
26-35,B,-147.6751387425031,-84.33425721878912,86.79654302318238,-114.27831851919525,58.89770868331943,B,A,29.148227938342835,D,C,C,D,D,1
51-65,C,147.3156040454482,-81.65891962666306,-56.58665531711312,196.12960755109486,117.65479183475608,B,B,270.4574050813633,B,A,B,D,B,0
18-25,B,-108.71997984528095,126.27751959189028,98.88026394348192,-158.0899679076789,157.14527229651966,B,D,-2.5420153345230894,B,C,E,B,B,1
18-25,A,-22.538482451639663,145.012930261244,89.49421015422804,40.701312831720855,104.54954896941426,B,A,-124.09180612818285,C,C,B,B,A,0
26-35,A,-57.19605235979011,-48.8656720203155,-55.56580409693051,-139.46585621370608,-63.05826291110972,D,D,77.51433842877069,B,A,B,A,E,0
65+,C,-96.65755268190736,-71.95639633120608,-61.84636127927913,46.04094080894068,-108.34573066799109,D,B,-12.866428357469136,E,E,C,C,A,1
36-50,D,-168.75551064098502,214.29040489575732,-62.12480652956578,80.28518530335141,146.91627713655743,A,C,-99.57919031862772,C,A,E,A,B,0
51-65,A,191.1785287227012,-80.41998600452817,-129.32387571574148,-49.94366460715786,93.04598111480594,A,B,-74.30937138029347,B,D,A,B,C,0
18-25,C,141.79766929667045,-120.55884189883463,-304.9651465110836,211.9027709291943,-3.4598857976633943,B,C,-234.65561543224686,C,C,D,A,D,1
36-50,A,-65.08146300709166,19.875079664416702,40.53426427707626,79.81308830265056,12.897448004563595,D,E,-9.404090765964405,A,C,C,E,B,0
18-25,C,-33.52762802543445,-81.94408157742794,-37.38501127314449,-51.63935620780899,-70.12617393209618,C,B,-77.85812419667317,D,E,E,E,D,0
36-50,C,-69.40125002405225,-119.13614777316157,-61.806171386745426,258.1934286898267,59.08248044756932,D,A,123.07794823753196,B,A,E,A,E,1
51-65,C,46.929899908122465,-105.5244825218135,-233.00740217320356,-69.66418934163589,40.487036945648505,D,D,6.8738400964536455,C,C,B,E,E,0
26-35,A,-128.85056039442776,79.8625181245259,-57.13818150832988,-61.356901311208254,0.9033620286146534,D,C,-52.690860556767774,B,E,B,D,A,0
51-65,D,-51.75631240830255,67.09224730090959,3.1422173864824514,-161.17478370920588,20.554323027991174,A,D,38.21283254716809,C,C,A,A,B,0
65+,D,-60.803817181260925,20.091496553453347,239.41876953343896,32.023413003519416,38.514507095666914,C,C,10.839995230270382,E,B,E,A,E,0
65+,B,-39.20791140378,25.374589484278737,-36.6949698457705,23.437434315791215,-154.2717096348883,B,B,68.69988279220102,B,D,B,A,E,0
36-50,C,-35.73773835738067,-116.9857716202922,157.2903338603366,-37.86091690950117,-8.851275942581353,C,C,58.071408241969536,E,B,B,D,D,1
26-35,B,40.09946909884706,-119.21408852887218,5.923016538473059,214.67154735856747,60.243060476795804,D,E,-7.426053747183286,C,D,D,A,B,0
51-65,E,-229.700817024922,77.58051871064161,1.1156833091658034,35.50050505313476,209.1009976756465,D,D,-11.130620759443808,A,C,D,B,C,0
51-65,E,-20.77117174844072,-185.6109506393994,-30.820628775866986,-24.559876948757267,12.302133455682954,E,D,137.63135378542714,D,C,E,A,C,1
65+,B,-113.13175065268624,21.488743517945867,-132.92012067165908,-49.037066850304626,173.9845301945156,A,E,181.23141832884343,C,D,A,E,D,1
65+,D,24.790210281303338,35.799879728479205,-74.79230035277122,-46.83591767955732,8.125988939029698,E,C,81.09634501500493,E,E,C,A,C,0
26-35,D,-132.34768523840984,-41.55593634557424,85.58410267016926,87.93487999871154,-190.23763161333378,A,B,75.63007588883065,D,C,E,A,A,0
18-25,A,121.07021652563526,-10.05985321937333,-4.196152387292408,60.339951820301884,39.371342718278086,A,E,13.330285506647627,E,D,A,A,D,1
26-35,B,-177.97021400302458,157.98487550044996,63.11499779032083,-17.3227998416723,76.18652809494615,D,D,64.5597945313013,A,A,A,E,A,0
18-25,C,72.81374221831886,63.387423397437956,230.57293385156785,-8.159140728650065,129.58987800523505,A,A,-74.12949004724825,C,D,E,A,B,0
26-35,A,74.39842239526998,126.89539441774053,276.3255039318691,-55.29917241000847,54.65804265452662,D,B,47.52131350633104,B,E,D,C,B,1
65+,C,33.055615142980784,-110.9755747411977,198.50258384105723,31.642557722070624,61.87336208997307,D,C,-105.40714725401061,B,B,E,B,B,1
65+,A,-97.91855773624445,152.29305737473766,-122.11531176809225,-100.69241374327831,5.283853160636863,B,B,59.94492226767141,C,B,A,C,A,1
26-35,A,-150.33065970227628,-4.500262279898725,-59.47244890955135,-21.858268295964685,-80.43632997181778,C,D,-37.1361036200093,D,C,E,A,E,0
18-25,E,39.0292549032324,107.91815695680623,124.53316333231005,-165.71476299689684,25.415381812745373,C,A,90.0867430583216,D,E,D,A,E,0
26-35,C,17.31262381324882,31.93082344762556,53.74136167174676,6.251899552297754,-82.63890957787139,E,C,170.70966794749282,D,E,C,A,B,0
65+,D,76.13976233270718,-109.03238982899413,-57.885217478003156,129.87953845981357,-6.132764083513369,D,B,-42.869918453155684,E,E,C,D,A,1
36-50,D,-67.2094055616241,-39.8794505174922,-38.55979471796574,-154.1811444953892,228.48594159967624,B,E,105.91975518922807,A,D,C,D,D,1
26-35,B,8.540825038782794,24.345948560076373,-42.219432501002565,-58.82593691807871,-213.80914549791353,C,A,-65.12897147285565,D,A,E,C,B,1
18-25,A,-127.11178614766251,-12.787151509465073,-203.61308415607374,-27.68427530356645,-13.933554296638146,D,A,45.03286218989531,C,D,A,A,C,0
65+,A,-173.78251940774024,-176.94626962597576,18.77523598391395,-25.46759400812388,-10.234105072740602,B,A,12.491158524616743,E,B,B,B,D,1
18-25,C,18.878326455147747,215.4664032991498,-104.0530731108205,27.09921061381525,-88.3827734459029,C,E,178.8783365265775,D,D,E,E,C,0
65+,C,139.50740426079844,28.192869556124833,-55.812391312077324,-135.46711416504294,187.20556718037557,C,E,-167.56920031992942,B,A,B,A,C,0
51-65,E,-31.103373955790026,45.13470006698647,-92.5493124154857,49.89075340764047,75.90968774344438,E,C,120.75805206208166,C,C,C,E,A,1
65+,B,153.78037144141666,85.25408286240524,-90.75749625759565,14.70491075322686,-62.15953612169416,A,E,38.98885378294094,D,A,C,A,A,0
26-35,E,-49.83475337675853,51.37547026776513,60.67602209626601,19.06565419195986,48.13864100839759,D,E,98.99782361780592,A,C,D,C,B,0
26-35,E,76.52086457439236,-25.94199380950416,-146.86716915423753,32.822926708221424,-119.1957388952383,E,D,-218.10448710606408,D,D,B,B,E,0
65+,A,-4.283305616568554,-42.66046700677833,-20.634738586186042,5.6780884714182704,113.32610038376507,A,B,151.3775603968299,C,E,E,B,C,1
65+,A,-17.089197475803996,72.20487000408068,112.71250288876958,-32.56505716098751,-20.76653581154122,A,D,129.38595273073517,C,D,D,B,C,0
18-25,E,26.119299827906445,-30.349923081745224,126.8713230764327,-73.98162521714595,97.4685695091181,E,B,-50.10669353178579,C,A,A,B,B,1
36-50,E,-8.722941009626025,162.6236765195052,24.706630659109422,-33.432245023996586,-178.53795428940737,C,C,129.33508005180158,E,A,C,A,C,1
65+,B,85.70471323949123,24.98386559090915,132.06601483364605,56.050499536209045,-97.48483865551405,E,A,17.098275341408915,D,C,C,D,A,1
36-50,C,-62.1463608854991,-43.49032617243089,177.41079924978743,-160.83459786346063,75.0410007662494,C,E,74.74757978884334,C,D,E,D,E,1
65+,D,-116.99212421229407,115.56878961779337,-77.68315901904127,14.6877131759922,18.542331052460668,A,C,10.20062479735623,A,A,D,A,E,0
36-50,D,139.9458608974954,207.48188100615477,112.66541709256661,181.71939823279288,1.2441294000544076,A,B,-53.28370537406693,D,A,A,A,B,1
26-35,B,-7.139892143358005,-9.157923091128502,72.88907381476439,-45.88496906674081,-98.74615397885756,C,A,-45.020777782013425,E,A,B,D,D,0
36-50,A,90.44995452893204,-11.526641829264426,153.47381355525457,98.33866481745075,166.4664327936407,B,B,132.42356691917962,D,A,B,D,E,0
51-65,C,-22.110545170102004,-141.2111477264873,-146.23416393380438,28.023565589574705,-86.80848704024237,A,E,114.09167105426381,B,E,C,E,B,0
51-65,D,-77.05329753050445,149.08691415314038,91.55686158407651,-219.07779421596828,-85.4349755736536,C,A,141.30650454028938,B,D,C,A,B,1
26-35,D,-143.0804140956808,92.29872390880016,98.51872123846637,79.11297712850597,-104.88641492087945,A,C,9.676711639719368,A,C,C,A,D,0
36-50,D,15.42290868668888,170.3666271759322,-21.373726980045483,-1.917552813628274,13.064143405587364,E,D,-20.339127820471344,A,C,B,D,B,0
65+,A,-4.84579893722157,111.19533487721543,-160.34721722328325,3.8716923382323687,-58.90446724055553,E,B,84.19418169282629,B,A,A,D,A,0
36-50,D,57.08668043234416,55.31005066327898,-19.325803846938282,116.77761709015064,133.58268711428565,C,C,24.3149677963974,C,C,D,A,C,0
36-50,C,21.940190252598406,-231.4670239481741,4.730741649934505,-197.84328447686693,112.0488638884044,D,A,14.973149156997042,C,B,B,A,A,1
26-35,C,-49.00719039335455,-3.2239342722721394,77.51670028475662,27.055247212283668,-75.59671568651038,D,B,-4.618016993431531,B,E,C,A,E,1
36-50,C,-24.53852965288442,74.54150351616093,-58.206856717732755,90.40561476235796,79.99725718052636,A,E,44.36614577260198,B,C,D,A,A,1
36-50,A,2.6249466394873,193.11862792325564,-37.10649543006405,82.73570442403584,128.53125731066194,D,A,80.34442828368185,B,D,A,B,E,1
51-65,A,52.86470667229948,103.54240472516484,23.252214094519662,-180.33568347986778,39.62663201349914,E,A,-51.08861080136127,D,C,C,B,E,0
