Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
UK,C,C,D,D,D,107.21721326538373,C,16.58456208202882,248.54704160610868,A,-124.84741453620165,98.9007193963593,96.30787895544329,140.19391940545975,E,C,107.26300595614889,D,D,1
China,D,D,A,A,E,89.06169221617914,C,-235.6008563431605,8.823683922446495,E,32.672273927880234,99.81110302749752,30.77419574184257,-23.22058211836483,B,A,51.159902081535606,D,C,1
China,C,D,B,E,C,19.34883522770827,C,99.8764036493663,59.045729258343414,A,-28.28921362281578,-56.609450660678384,-34.66228128723566,88.91618880667323,E,B,147.48503946115835,E,D,0
Mexico,A,E,E,C,D,23.966587023446724,E,30.63695663450658,-5.452795611502353,B,25.962201448624207,-120.08425790807723,-3.812594222426265,-32.688364136776464,B,E,75.40509056211998,D,E,1
Brazil,D,B,B,D,C,136.13966340848484,E,-9.483122872873869,50.61364667920171,E,-48.709723678123666,-212.02764203579179,-61.407276928813324,-178.15380858644755,E,A,-54.715038715123754,E,E,0
Other,B,B,D,E,B,84.25251081643101,D,53.84318470244761,-71.15688442241492,B,18.75408862408482,-19.538654855110092,37.57428900392735,49.9762101900383,C,C,-119.52074181950039,A,B,0
Germany,C,B,D,C,B,-245.45393627453268,B,49.61890967028826,-7.111018564568439,C,19.28575661623146,-44.671882036716006,146.5912527027489,-85.70305403344462,B,B,111.24009858268931,E,D,1
Other,D,C,D,E,A,-146.14143196250785,E,90.83267428999811,-20.984743579103693,A,161.84275274312336,-68.04299694143636,60.60065321981413,175.658449056316,B,A,21.289575827374335,A,B,1
Germany,B,C,E,E,C,-252.3075612359546,E,-212.99177555836226,202.51051636638292,C,94.34967438233363,-81.76022232325052,-27.181444061134748,-2.910855638958819,C,D,-51.58248067988288,B,D,0
Mexico,D,C,A,C,D,127.82958135125324,B,-104.92039472355503,-108.55714080062229,A,90.75230615077022,-16.131497931977044,-119.18972423371524,-58.877369134883004,A,B,-81.36118570928392,E,A,0
Germany,B,B,C,C,C,19.374974264195163,D,82.57296388903819,1.6183124762297183,A,51.06976881661396,-25.40638539745263,41.7132515433569,-63.820991056836505,B,D,-86.83900686959545,E,D,1
US,C,E,B,D,E,34.10903041518487,C,61.599830534518794,20.840569325988046,C,-20.820194476149734,-29.760953369195224,-108.51944729886,22.463104275467042,B,E,148.06677272800556,E,E,1
Brazil,A,A,A,B,E,-61.863100157861304,B,-27.091655757642997,-171.66560372088867,A,-79.78588350843799,1.5735770806012188,-205.9805397497292,2.685795415110663,A,A,-76.78553681328579,D,E,1
Brazil,D,E,D,B,C,233.57333474731496,C,256.169380853499,-60.542532964319406,B,160.2258712827499,272.85953393597,-18.965585817030462,-79.91840804285663,E,E,-129.74906073018363,D,B,1
Mexico,C,A,C,D,B,-160.18955944760984,E,-113.32569748110402,27.902236876350457,A,113.60021686456801,48.19054446824103,-108.8826869704449,52.574990587670456,D,D,175.45027382390947,B,E,0
India,B,A,E,B,C,144.27915124073735,D,-131.49689256056004,100.66726647706668,D,-139.89513290804095,-10.795708793135594,81.25914140957578,37.014518107401386,C,E,156.9543968031842,E,C,1
Germany,E,C,C,C,A,-24.012457479556776,A,-28.249571801639302,-19.88919951913361,E,-38.69035699652964,-69.54833653631071,38.00562535327635,16.50060383269781,B,C,-27.50816928159958,C,A,0
Mexico,B,D,C,C,D,-16.633785447265222,A,16.386811478078968,30.891746882202327,B,74.5106221448691,57.022544734142386,-70.2146750338486,99.49071314882671,D,C,104.23640003986594,D,B,1
US,D,C,D,E,B,-51.5997017959033,B,63.61535910204951,57.395438111597926,D,115.93913822955327,-52.38021533697596,131.7912239456497,166.35614656910502,C,B,-47.309242820570304,A,C,1
Germany,E,E,A,E,B,-28.553632171058112,D,72.14350202562251,-43.2613560872702,A,9.649405149623933,32.067160829012956,14.459187490958056,123.8602151984474,E,B,-49.14880144822685,B,E,1
Mexico,E,C,A,D,B,252.26168422430925,D,-145.02321340081815,-22.07297081315112,C,-156.60831210740568,119.61526492141417,25.752968797268522,-7.867169622498199,B,B,-148.5025493130393,D,A,1
China,D,A,D,A,E,177.99468209662368,C,-181.06296896473995,52.07911246155555,D,-130.83300713737046,-147.96823331810484,63.63785972853096,-231.23081770018436,E,A,-117.34298937451197,B,B,1
Germany,A,B,D,B,B,34.07915419589662,A,26.459434220099464,143.84023679063404,B,-81.38045515505112,-223.11099901316726,37.69650387897897,123.62165697612244,A,A,-31.90598680177142,E,D,0
Germany,E,E,A,B,C,127.61995241531649,B,-125.37409633100114,139.3205528146362,C,-170.18517542097004,179.8714643528639,-90.45599216560612,-20.797747760201403,D,C,76.99482514827778,D,E,1
Mexico,E,C,B,B,E,183.48377151749906,A,200.4933977490773,-62.361487280607584,C,-133.70093116200593,4.33143876152179,22.44158743813836,-47.1431241285738,B,A,-123.90984208530742,C,B,0
Other,B,C,C,B,C,123.38987134340115,A,-91.9061466068974,122.01889687855241,B,-106.7435195444915,-50.048780683149175,20.24816827466421,-134.32680730574847,B,E,-30.490832395643817,E,D,1
Mexico,C,D,B,A,C,-40.567665783233274,E,60.209760038846326,-127.05645748172125,E,10.99770199458996,10.78606060543511,37.519837821008196,73.16527723123853,D,A,-6.055850572523417,E,C,0
Other,D,E,B,E,A,104.55688527567276,C,99.63893382359566,25.50182699773175,D,30.115022141997933,102.91711308328466,-25.513650911609574,60.902382826801556,A,B,35.03224314906328,C,A,1
US,B,C,A,C,E,-20.06416987701136,C,-61.2286061061766,-349.7094232923464,E,37.390726927977305,-95.28758794116271,92.4120340821738,-114.7939213006063,E,E,170.68572170916036,E,C,1
Mexico,A,D,D,B,B,95.43077555091257,B,126.22838589257287,-43.215480658254165,E,-42.823639932202745,115.1230576867095,117.9948525350722,-54.74486472647783,C,D,-230.07971513877558,A,B,1
Other,A,C,D,B,B,160.70770473597184,A,48.05678180722585,-70.08583838191083,A,109.0631126120073,150.5674946334442,-62.4919734125816,-98.59187520678505,C,E,-13.886483590993311,D,A,1
India,B,D,E,C,B,38.45093728802978,C,-85.55952008212451,-35.916725559443464,E,-77.48954032955439,166.59242794182984,-40.071551351523524,70.01413552696735,A,D,-106.43879668664202,E,D,0
India,A,D,E,B,A,-34.91740350891534,A,83.7064997081684,161.69268108614696,A,126.67640656100592,64.23221184769467,104.31091689816121,125.32876621027107,D,D,21.241462482120173,A,D,1
China,B,A,B,A,E,145.3488836266174,A,-122.09038406716857,12.880977161168463,E,30.42330707938115,17.16575592032511,-38.83207238552557,108.15138225148098,C,E,-87.64703392984462,B,D,1
Germany,C,A,E,B,D,80.3145549279043,C,40.5630663846049,-17.140178229698936,A,-58.84067383020298,-31.586410783031333,-1.1596386823072034,-66.23244507997931,E,C,-73.13709003530624,C,E,0
US,D,B,B,D,E,140.35679847491232,E,-34.26653651723404,-94.39774145691969,B,-49.89642747769088,-213.2107461436414,-41.34598606479403,-126.49980062616852,D,C,-92.7980889620229,C,E,1
Germany,B,C,E,A,E,-1.7590091903763594,B,-70.13548193506844,106.14910677052774,A,95.07750191144669,-47.334412728409596,95.11418152089406,-32.65968998392731,B,A,-26.814266049409092,E,C,0
China,E,D,E,D,C,-63.62107856329909,D,-120.94855169947205,195.21490414447473,D,46.8301574377964,-60.485423032911136,-59.65669489050135,109.42237119975928,B,D,362.9116667562215,D,E,1
Other,C,A,D,D,B,-47.33859047901663,C,61.942379242625364,-13.796585948753966,B,125.84035828023501,-39.20566740147463,-157.9653725926124,-3.7687905763256513,B,B,0.24695096152419432,C,C,0
Germany,C,E,D,A,C,-163.93289615895256,E,-138.65284164467883,156.17510653703178,D,141.28683968993917,-44.81140627989601,-66.3494805201332,-96.18136177810042,E,B,-24.095604348619293,E,D,1
US,E,A,C,E,A,-145.54270204378204,B,177.93775131303843,43.25795204023679,A,89.4554231667864,-142.69670917197698,-163.5775896591609,-92.25621958924853,A,E,-158.0223176029546,A,B,1
China,E,A,A,D,C,-119.14896844573093,B,-4.229720366880324,125.7727273609422,D,6.2148438288815795,-3.649474830840245,-142.4953559344755,-20.004872173158557,D,C,31.40196581334869,A,E,0
Germany,B,A,C,C,B,152.2803357314197,C,-119.92591382113564,171.2637225718962,A,136.78310933307478,-152.37695561686775,-8.409982107084273,92.11166247659263,C,A,73.76284004290153,D,D,0
Germany,B,A,B,D,A,-46.26159860543955,E,173.9332150444017,46.937872207876524,C,-291.9676302169231,55.41839589882067,-214.68285455424297,142.25802652174676,E,D,-9.888213645240825,B,B,1
Germany,B,C,D,B,E,61.964749132563526,D,163.5449911960561,49.49332398457912,C,-18.02420927808834,-50.03605125748547,123.66120880136002,64.76029195159045,D,A,112.95849632676381,C,D,0
UK,E,C,B,A,A,50.84079469901789,B,131.805332816193,-106.50961148488689,D,46.38661923981763,227.07869728026262,-81.8755222023384,-133.10300016532878,B,D,67.41814108682217,B,A,0
Brazil,A,B,D,B,C,36.55476432753061,D,75.10933573203042,130.106463254352,A,73.6415862735054,0.16273523108439417,105.48807635924125,121.84752127937395,D,D,-142.8534927678506,B,A,0
Mexico,D,C,A,E,A,157.576076605187,B,11.09869883337071,82.94349767612236,D,-41.153152475182495,53.72238614454358,-132.7110775737825,-157.90949071712498,E,B,30.214397491686796,C,C,0
UK,B,B,E,C,D,-41.40515786819757,A,83.92269226397546,-66.17628673878573,A,-33.43181213814656,81.6281512974643,-225.6407971796678,-139.62365150048967,A,A,57.9593551976323,D,A,0
India,C,D,A,B,B,13.915502818557252,B,157.95647088736237,187.8870784791802,D,17.838135318309988,-214.7830587438474,-52.378526384794476,118.39732100803543,D,B,-78.76051790657203,C,A,0
Germany,D,C,E,D,A,72.2761422185982,A,32.71138533352319,42.288475191711875,A,58.7085713414704,-62.8346750424972,117.94313440130632,-149.11950781925827,D,A,42.63198129744736,B,A,0
Other,B,A,E,E,C,-56.60085717524972,E,-45.26720963234819,42.494478179219755,B,132.30352733692536,28.54129206078808,-145.41677638066372,22.595019344725294,E,C,-148.1836318479187,B,D,0
Brazil,B,C,C,D,E,40.05545961175109,C,37.72107881325974,93.41802898199167,E,24.78045519075132,171.24260502787462,5.886104141532054,-0.5775110583716812,B,C,76.94433678626812,C,D,1
China,D,A,B,B,A,-44.940732645023246,D,-12.75843128244242,-130.8922919330322,D,-104.74643473391268,-138.0457245112146,-96.77123314906892,-94.09884204970223,E,B,45.026685500782776,D,E,0
India,C,D,B,B,C,81.58033786302036,A,118.48994341228736,189.5958405836435,B,0.16038140091514155,59.651976322931574,-61.86210423665992,-96.07287900921953,C,D,165.4020997575695,A,B,0
Germany,A,D,E,C,B,-142.06337891724166,D,-18.52667545705495,72.86552669941003,A,-121.1456446261598,138.3487871286926,34.02294154564384,-46.30205936403342,D,E,-80.202346998762,A,A,0
Mexico,B,E,E,B,B,-187.82285567287448,A,33.6558638674382,13.902872327740607,E,13.714327509000428,-60.792714724097564,70.04728007384323,-204.5666860616285,C,E,-38.12146202555221,D,C,1
US,C,E,B,D,E,76.95704193307819,E,-142.48432943483314,-54.24576454361972,A,-67.87466358855293,86.2776671469439,-41.23715337031637,-65.38329175818357,A,B,157.24006472017456,C,B,0
UK,C,B,A,D,E,179.03691728429484,B,42.01230955435524,-156.0734224967056,D,120.00496735552275,44.50933875679969,-176.97946865133284,-20.854051380492475,A,C,-67.8839566537957,C,B,1
Mexico,C,C,B,B,B,13.150795119073694,E,-116.9311331520418,-214.4242213652622,A,-101.81618937371132,-50.398728682608116,66.60725366994876,-29.533609886682704,B,A,11.148455816908935,B,B,1
India,C,A,C,A,C,175.40948454463415,C,143.873137810711,64.12906415606649,B,-102.95430619950976,118.85436690360713,-57.05056824495699,-165.41927707910708,C,A,57.2652535007001,B,A,1
UK,A,C,B,A,A,149.63992758281978,B,-7.319848841949639,-32.622381049770304,E,-43.88180257636286,84.51402223033247,-72.77318626343889,-89.79045337269933,E,A,141.69428035234893,D,C,1
China,A,B,A,A,C,-41.4362838810911,D,29.49709319952448,-87.47002928539669,A,-133.20582634185652,83.29062242907371,56.36753917759858,-50.720712818919075,C,E,-30.006856551462853,A,D,0
Mexico,E,C,D,A,B,-110.54933063696508,C,-17.507107244987942,-162.11482179936618,C,-124.3762963744055,105.8459714495382,-52.17570073285869,-26.60413679613071,A,D,91.54537039228309,D,A,0
Other,A,A,A,D,D,-66.11111490398265,B,-18.804397820100213,-28.972428565798918,A,58.41275796794449,8.116223223416887,-46.86987120755802,0.3506206841582671,E,C,314.22150274688823,E,E,1
Other,A,E,B,A,E,68.17814309545642,B,48.44067072204111,-44.57868063612997,C,66.90347195654606,-36.3876535007621,-15.374749972253102,122.43210354911535,B,D,19.489475673629165,D,C,1
Brazil,D,C,A,E,E,115.31245084680938,C,16.876820765411335,46.12664848136974,D,-119.7296443350453,143.31018310234106,-12.430129392806274,-125.01454393087312,E,D,-139.9105627775592,D,B,1
US,D,D,C,A,E,-26.704344076828747,B,76.12656342506712,78.48424926031873,E,218.03545600898335,171.36495662953823,-119.11414520507189,-117.5427617474524,E,D,35.559964109604046,C,A,1
India,E,C,B,A,C,103.93647152687085,E,63.32567088657578,163.9098186069135,A,-76.97239497976071,31.323091221481363,-82.35275830898732,-159.9716972573378,A,D,-95.50523391717012,E,E,0
Brazil,B,D,C,D,E,-69.13006173547647,E,-73.99459419128658,-14.471039118614426,E,-47.783800701527674,-81.39632508377753,-23.384500226469058,9.567999104676721,E,D,-170.59987050219144,A,C,0
Mexico,B,B,A,E,B,0.3393397091724764,C,37.995500447333306,69.35768974942921,B,-42.36438647977999,-26.490482796722404,10.802451800357698,-37.30720626087914,A,D,-200.92006657031627,D,B,1
China,C,E,C,C,D,-6.570769933337317,D,237.77979679506683,49.3414454981997,E,-39.96705386438472,74.85726751191758,-103.57091895977793,0.31815239233858955,A,C,19.932984969470514,D,C,0
Brazil,C,E,B,C,D,201.19504150290152,A,21.908738516646803,-15.492130177229557,D,-35.13908957328958,-221.87978981305898,152.3543374095017,-79.69490804221064,A,E,68.4474621022303,B,E,0
UK,B,E,E,E,E,-4.8694203687213315,D,-120.89068641100465,-49.58018801188939,D,128.1666080462575,118.64640842280356,198.30815560765257,25.240900397095274,D,E,-69.68005013413772,D,A,1
India,C,D,B,A,E,-155.87318418111693,E,-98.393116630334,-119.61687714042044,E,-89.488870314789,-150.05284226134782,73.40158743264304,56.29839760390086,D,B,-87.15601643239614,A,B,0
Mexico,C,C,E,A,D,119.97823395034372,D,159.4587053455424,307.57134633070666,E,-26.78126731517907,-64.10083749524377,-39.076524217457795,29.60068985801559,B,A,19.850368029860917,E,C,0
India,D,A,B,B,D,13.24540513296373,E,-113.45362562467993,40.30764897162121,E,16.32282691684018,-46.30093294731496,15.611761633414686,-23.76142153044707,A,E,-16.88853240322095,B,B,1
UK,E,C,C,E,E,125.5273938367915,D,-66.82888226706882,126.66481731403101,D,4.631289610402976,78.54024346198885,-17.68476938850029,-13.661169743534524,E,A,32.23440519964986,E,E,1
UK,B,B,E,D,C,52.25214590565403,E,-88.59288039251521,38.39291850474321,C,-87.32934926217204,10.496776373389926,29.718420898194726,-45.89591296565481,E,A,-78.82138253849791,D,D,1
Other,B,A,D,D,B,-79.23639613834781,A,-110.36329409943968,-123.7900001790284,E,35.969418727876494,123.31480713768288,-76.11939389877084,58.24706483569323,A,D,-23.763776436459278,C,D,0
Germany,A,E,C,C,D,23.391325519373673,A,58.046928867814216,68.40983617904843,B,-27.381147898241398,9.661287350460581,44.28381134336317,-33.08263795671856,A,E,-9.563679798518274,E,B,1
China,B,C,B,A,A,206.73349674257707,A,27.99140088711301,47.805008873919455,C,56.46460613057853,-10.956467920348407,24.82650035830991,20.365786497293307,B,D,32.211150036292366,D,B,0
US,D,E,E,E,A,0.9055097786455144,E,98.88861422836462,-78.08951791551884,A,-144.76590947845546,-125.13833305843724,-72.16375225870827,314.4465755972611,C,B,-22.543942649744977,E,A,0
Other,C,A,B,A,A,-147.0613042496155,C,31.894694756821014,183.62437261194015,A,110.57065396470765,20.3898401084476,23.629562442248062,-86.55556364951545,D,D,-202.61293148561523,B,D,1
Mexico,B,C,B,D,C,-13.448967991810804,E,-74.51474620884687,81.04316847587687,B,12.114948946810793,85.8610470792929,212.99214691337878,-93.5221339465592,C,E,-151.23005182928875,C,D,0
China,E,C,B,A,C,-91.95303896063633,A,-86.35920938270775,72.9819170624738,C,-89.64197946724963,49.50454881959594,-110.58923898557144,34.86592542496776,D,C,82.75929191489023,D,B,1
Other,E,D,E,B,D,-38.36414727727388,E,-54.79222224105408,-97.24445061761202,A,171.05160885273315,57.844599621147516,-3.118230218493947,7.519645940995284,E,D,-83.18377560653323,A,D,1
US,A,B,E,B,D,104.95640778287199,A,310.1906150401263,209.52667770221768,C,-374.51709502488967,92.30049805584538,71.29995340199213,57.62432093061436,B,E,-143.44392869495752,E,A,1
India,D,C,C,B,C,47.557493434640726,B,77.28504922270388,-177.84629258353252,E,34.96238568373313,59.7946499201681,3.970389875036004,173.25031932730786,B,C,-136.6788453854793,E,C,1
Brazil,B,D,C,E,C,-59.30811541378479,C,5.6044744109993605,158.72787266935066,E,-4.352183472893214,-89.94363248478255,173.26264353204166,-59.39055279136895,E,C,234.03457571033087,B,B,1
Germany,B,C,D,B,E,39.737678028500724,E,-20.977328711866665,-32.27972536323015,A,-194.4992985427944,105.20263694181241,23.354855381689774,-59.85816995793173,B,C,51.703223891629534,D,C,0
India,A,C,C,C,A,-48.73891644998254,E,16.671568153382747,36.10065386265078,D,-31.25977459063319,-15.809203618783387,-289.3385279786566,-169.93617742172322,E,C,10.150185415440394,A,D,1
US,B,C,B,A,D,6.561720425895198,B,154.68450267235764,73.21330662256578,A,-72.91207002909788,102.25321597826618,51.076177931905384,-20.998143377155195,D,B,52.401356769997534,C,B,0
Brazil,D,D,B,D,A,-129.93424432208087,A,-27.078081986494272,-124.68457556669735,E,39.56873574732031,-8.13942619602306,-81.94910599842545,117.47265171233107,D,A,86.55143893395362,A,D,1
India,C,A,E,B,A,-86.01192428023309,D,25.313192505429516,-53.2334666935247,A,-133.11533663735818,-83.00353693050029,-15.90134175544736,145.62579091075673,E,D,80.85804950928997,C,C,1
Brazil,C,C,A,B,E,-7.205009932454795,E,27.449949414452075,-129.63674167544704,B,70.66145663355674,81.9627389973453,-50.90572621842168,157.1742696773845,D,C,27.31698840977959,E,D,1
Germany,B,D,E,C,D,48.94911272065403,C,-116.58596322177179,-77.90180299801679,A,-18.772393304454425,115.95131971634171,-32.77934774257047,45.28625444254387,E,E,113.40824175671413,E,A,0
Brazil,A,D,D,D,A,-99.0047892873371,C,-197.02534192814795,-21.337050727808464,B,21.7509802302928,-288.81804602045077,123.97772222531044,-72.52738878189682,C,B,122.42257803126518,C,D,1
Brazil,E,D,D,B,E,-16.850219684168923,D,-75.6704179528007,-101.58663581898051,B,-84.27576404247257,-102.7732407327666,-103.11925977143292,-140.75040774138122,B,E,-13.57747636821486,D,A,1
India,A,A,B,E,A,-74.29166658771685,A,204.4248343744023,-108.67623219024256,D,49.149768163613686,30.864071275709286,-186.4675035351464,149.1913452920624,B,C,-169.50709313057226,D,E,1
China,E,B,E,D,B,28.056775340949937,D,33.71477610734801,-51.259473295411404,E,61.111821178259184,-70.48712141674875,-267.71735265154916,-90.03731346687239,D,B,122.31600906340836,C,C,0
US,C,C,B,D,B,-31.374240115063408,E,6.137143299079879,94.20829397058652,B,-30.992887456836343,39.420649911324475,-58.060737470992905,-102.48107025492092,A,D,157.31156200000675,E,C,1
India,D,A,E,B,E,-29.75891627501717,A,48.5769046675473,-335.3597216967249,B,-62.02647564847823,47.232975801077515,45.60844580782712,-113.87562101638153,B,D,-58.76856329845296,B,B,1
US,D,B,B,C,B,-89.61259141225767,E,46.68022401878143,-56.077192898726736,D,207.40926545435053,17.663424414851182,-7.157004026578825,192.99266140866408,A,D,-18.160032152827043,A,B,0
Germany,E,E,C,D,B,271.7060164055998,E,-84.21918137951795,126.8991639945697,D,101.39161651489181,77.8269975975303,159.93962565662903,362.42739230969784,D,C,-161.20741484363458,A,E,0
India,B,C,D,C,C,120.97523538030966,B,146.26279792416238,-7.513472254454849,A,149.3288487943614,20.125885577160634,184.8107407631937,-3.288795851406926,C,A,-2.602416268219756,A,D,1
Mexico,A,C,C,D,C,-53.196747513148836,C,138.5975562095828,-45.7882268746749,A,-143.83942955135603,151.13472104421794,41.77179580905495,145.00612972976546,E,E,121.6259028524757,C,A,0
UK,E,D,A,E,D,-3.6924666326315956,B,208.68963526959723,258.56526309892797,A,79.60395571846955,-82.86641214397348,-200.96607001171486,-35.26259953391121,A,A,-35.50884471156879,B,D,0
Brazil,B,E,C,E,D,95.64756690396942,C,16.44934707846782,83.43378997684981,A,-1.0068604299427941,47.670233119180885,-94.58105048970081,-15.626313174980636,E,C,41.40843815165686,C,C,1
Germany,A,E,D,E,B,132.96275955875075,C,-59.60986372497656,-33.95992170591287,A,14.16814506723378,180.2037575924204,194.5025551934418,-112.29336789842141,A,C,82.70932408140543,D,C,0
Brazil,E,A,D,E,D,-35.00870952505725,E,194.50240008600855,67.53588407699576,E,99.01276275334038,-131.00431472379114,11.147491340728145,53.34950210961521,B,D,153.37232442737462,A,A,0
UK,A,E,A,E,E,18.300038362102953,B,92.43985039170141,-56.29376387434708,E,-114.81654035018147,39.509810428921234,176.97053031699994,-106.20954524906985,B,D,-140.80814070537627,D,A,0
Germany,D,B,C,D,C,88.74545480833662,B,-136.39183342919276,73.17349450605656,E,2.011567984628513,-70.54965739121762,-193.31885430963854,84.09095592414127,A,D,43.37236519372964,C,D,1
Germany,C,D,B,E,B,-46.55285513372243,E,7.291349853545145,-57.81222441826981,E,-254.9745941094619,-6.162642485020594,36.693302773840884,-38.6012362746948,C,B,52.18887581752597,B,B,1
US,C,E,D,A,B,-103.04599361779347,A,-82.32343538970768,60.008318539197504,B,-83.58521323005932,129.0431961893495,73.6788560361616,-100.20866488133035,C,A,13.658529459621851,A,C,1
India,D,D,B,A,B,-177.51018181299239,A,119.79573949014808,-52.222526453302464,C,-75.78407751644298,-8.808414936799984,37.83966480653918,5.3188093061010635,B,C,-121.56360496366017,A,E,0
UK,A,A,E,D,C,-125.4729999512594,D,-159.84362781504652,20.40449090499639,A,-29.460484885119897,-9.218925739331056,122.07780470889146,-3.20597945675569,C,B,5.698057149299748,B,C,0
China,C,E,C,C,D,-75.86783440257902,B,17.204450625011386,-32.751181451403525,D,158.9215488534952,-65.41849743032151,147.13419621594093,-37.22561283966079,D,E,-3.4019677832070765,E,D,1
Mexico,C,C,D,A,E,-99.95870545432982,B,69.6839309052371,-127.47877327370205,B,-8.972742397563628,155.740800320939,-132.61676322054973,23.34975223686392,B,E,-124.17463751009548,E,A,0
Germany,C,C,A,D,D,-68.63041441891353,B,-97.82228222684152,4.873054503520232,D,10.616515060046142,66.7633168974066,32.99016529172016,8.65974543713277,D,C,-87.78593966493055,A,D,1
Brazil,E,C,D,E,D,87.7684610698229,C,-65.38508728334025,-120.74561080794012,A,-116.03549162252675,-189.28855663229837,-189.06017476711926,-45.99861115524618,E,D,-120.53312372110612,A,B,0
India,A,B,E,B,D,23.666674032974022,E,130.92198298231963,-38.238956148438255,E,63.046072640196414,267.541498025882,-185.03423448568626,-4.751922780980398,C,B,-193.95519627328795,E,A,1
UK,C,E,C,D,B,-89.20393683761725,A,63.477806808374694,152.365097888594,A,-215.15655057430672,-12.061458350183,-11.973661460989245,-6.307258594298462,E,A,46.416482501231265,E,E,0
China,E,A,A,A,D,-149.45618898480518,B,90.24096073655988,81.71794659486063,B,-141.43373723330743,-10.849996574314853,190.51726543828195,122.00294520329018,C,B,-49.22828223727424,A,D,1
Other,B,B,B,E,D,-38.437320135162736,A,-100.07104531849326,-27.25485215220652,C,-59.9648633737761,-33.784369752474305,-9.654314104728613,7.266604504881684,A,D,-53.41710968126664,E,C,0
Brazil,A,E,B,A,C,-5.217714015065214,B,2.8510846743723195,66.16534321127203,A,-88.67228332671586,24.8368813580663,-89.98913034183455,53.80977516158788,B,B,151.72247561270908,C,D,1
Brazil,E,B,B,A,D,-1.617606122188226,B,69.98111398878841,214.32186495991542,D,-78.20940678088874,-72.43673430013583,77.15411564487036,-44.0741101980094,D,C,-15.862717288649558,B,D,1
Mexico,C,A,B,A,B,117.86435708385523,B,104.4930078686956,-5.434094295710732,E,-59.16363260780994,-48.11694548201103,-57.89769226047613,196.66430189450617,C,D,72.95708778363235,B,B,0
UK,B,B,A,E,C,149.51096448454857,A,-194.70828584142973,-12.88132599009634,E,2.41079630944552,54.22645212286741,23.730561974790426,77.69560687055495,E,A,-41.979493730592374,C,D,1
India,D,D,B,A,A,102.90228158856989,E,-22.491013821878397,10.253285026257936,C,-50.34165355199467,133.02821044499723,28.119638220402805,-85.8434203974645,B,C,76.1524543644386,B,C,0
US,E,A,B,E,B,-169.8924769989476,A,-17.83746842242583,-32.85352000944372,D,-80.22132477419001,-21.49450645618555,-36.52851792903315,61.29971936470139,B,A,57.28744401794533,E,A,1
Brazil,C,A,B,A,A,35.915343458618096,E,22.49917914297476,217.70159382676874,C,-65.95601957490008,-118.72111666097258,34.05065582908149,-23.60640977642225,A,C,-99.94738224060158,E,D,0
India,E,D,D,A,E,-0.4666914413559078,B,156.22926069901519,-33.09358234397822,B,-228.66140446413925,-140.47970964035636,-35.01071520299197,-33.884909519470746,C,A,0.9411050108095355,C,B,1
Brazil,E,B,B,D,E,-66.23137453045537,A,-38.851348399650604,104.33919973775009,C,-64.68672456874982,-13.334059908393797,-17.43556970242932,-27.99501905616951,C,E,162.59259470552942,B,C,1
Other,E,E,B,B,E,-36.39382144143471,B,88.96594379099467,-43.17055538319129,A,218.69645085289133,15.158591623554521,-131.0210518860041,47.551834937728714,B,E,-27.166181047798272,A,D,1
Brazil,C,C,D,B,B,-57.625498524204374,C,-87.18304388253597,27.268497931091247,A,-8.774526460835538,96.21302415185511,-110.82137304057724,-58.993236418787006,A,C,114.63762637343163,D,E,1
UK,C,A,A,C,C,24.456969898190195,C,29.295674977320168,-5.397380700105097,D,-14.75246142223475,-117.83436371128151,161.31910001421573,22.561099719786203,B,A,-7.753670942502755,E,D,0
UK,E,A,A,B,D,61.368804017733225,C,81.52521096165196,95.67018532150203,B,-222.52011722559865,-49.17199905130171,-214.73764321457037,-93.35915613283328,B,B,263.8426186433126,C,A,0
Other,B,B,B,D,B,69.98132768895972,A,-40.07711233172995,-10.969329272733605,E,145.11182618171406,240.18459189213152,59.986251560728086,41.831225767518276,E,D,-87.01923526908635,C,D,0
Germany,D,B,B,B,E,-107.94856302250737,D,-101.65588256859277,93.89473148875747,E,166.35959716335913,160.66025752721103,-156.61279061984092,-117.8671239704629,B,C,25.3234475460417,A,B,1
Mexico,A,C,C,E,B,82.18903073944666,A,-23.884570167916774,-70.13428208065821,D,84.80677703027315,266.8916781423383,25.521128022385533,-144.0024882257653,B,E,-117.10554842280729,E,E,1
Other,A,E,A,E,C,-20.462836680671366,B,181.68644952438282,-162.50637659678767,B,-63.50275231040732,-95.02376638442766,-154.88453905572476,-9.657779722249519,A,C,-18.26065761204066,E,C,0
Other,B,A,E,A,B,-24.036581642317408,E,-18.54716597543598,64.65958891926223,C,-10.624485567744788,97.95400668142356,-2.3261482769888513,-232.27208334363075,A,C,-23.033645026789976,D,E,1
India,A,B,A,A,C,-47.18904522706376,E,-135.04549463571976,-11.140826336211695,B,142.1183977518897,-149.33764468285833,-7.175487195030154,232.54047592889214,C,A,-54.7169450486991,D,D,0
Other,D,B,C,A,B,120.98955558588933,D,23.614206102352775,74.55738824641813,D,6.223396803651871,45.06787550825808,2.9438416036500206,-56.25159253331802,B,B,224.61974548991037,B,D,0
