marital_status,age,ethnic_group,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Divorced,20,Asian,None,C,-23.230313629297655,86.81066114977355,69.54840878409675,A,D,195.03643384723264,1
Married,72,African American,None,D,-169.24576588038383,133.90229555034637,46.005002905384075,C,B,50.89091505349164,1
Divorced,49,White,Mental,B,114.94610129280115,50.90248883012632,23.026855731426206,A,A,-117.78422820406274,0
Married,31,African American,Yes,B,52.5270076025365,-2.351849452126041,89.22906171009157,A,B,52.87148302263268,1
Widowed,66,African American,None,B,-190.8191634191413,-64.88674306682258,-161.5770874494238,A,E,-45.08950672505156,0
Widowed,35,Hispanic,No,A,-61.48550600518722,-44.13643934328066,29.79846210614093,C,C,-42.96976906098144,0
Widowed,22,Black,No,C,-88.32999520591059,2.047744698690597,77.5657849364933,C,D,-203.49266852132376,0
Single,34,White,Mental,E,193.78440272299238,129.69367924493014,-97.9251124696774,C,D,-117.37237845898679,1
Single,50,African American,No,E,54.958301811029195,-20.053960402916214,124.38264114427011,A,B,42.79381607674097,0
Divorced,56,White,No,C,64.06087850639793,60.75571480959678,-176.0581905261325,D,B,-118.65722642772238,1
Married,33,African American,None,A,2.2914056936905856,-72.15797329466902,143.88707009859246,E,A,26.49153729572184,0
Widowed,50,White,No,B,-124.06042954382335,-7.090360621399119,9.031316920763116,C,D,139.23325226719078,1
Widowed,75,Black,No,B,-57.84451505426923,17.845421552947897,67.24175457393902,E,B,65.46717333772361,1
Widowed,48,White,Physical,C,27.023386523618964,12.002696028479823,27.101195918146864,D,D,78.32548054596835,0
Single,65,Black,None,D,-9.256954486070715,-3.1804716870709204,88.51626172768728,A,C,7.397326096059291,0
Divorced,92,African American,Yes,C,-56.43951339872972,145.14631427972785,-55.08992237073602,C,D,-3.476430848527946,1
Divorced,32,African American,Physical,D,-36.229066595825735,-91.79195023474755,40.49251696238196,C,E,170.55505250693918,0
Divorced,31,Other,Physical,C,65.27816836681698,170.64449631898913,206.2065416617402,B,D,-33.599083389129554,1
Single,89,Other,Both,B,124.67534563192788,95.24649562679082,-89.55080486995459,C,A,-63.593470986120174,1
Divorced,94,Hispanic,None,A,-64.59561453170902,40.78761726746355,-92.17263105183284,B,E,181.78264386986362,0
Widowed,54,Black,No,E,124.25897991290404,10.52012147977623,-20.31709791243223,C,D,-4.7383501184996675,0
Single,19,White,No,A,66.28604067569238,70.90139043098779,-49.96352082670478,A,E,166.25584670145028,1
Divorced,80,African American,None,E,-144.7881360059792,-51.31541237324302,-13.71518598882374,E,B,-40.90175452267161,1
Divorced,60,African American,Yes,A,91.2360420580294,-180.13757848235326,31.43989449461243,A,B,-165.55219794381864,0
Single,45,Asian,None,B,131.027495592257,121.73973943879261,-30.056152000870295,C,E,-41.748944274926295,0
Married,84,African American,No,E,45.13983148924221,-247.55341530231988,-38.437907920871424,B,A,150.35337832442357,0
Divorced,21,Other,None,E,54.92294627286308,-185.4104267855062,-22.675250378511993,C,E,60.03704998569439,1
Widowed,59,Asian,Mental,E,-53.73882862780472,48.97671370630935,168.76061183738585,A,D,35.290746499116175,1
Divorced,38,Black,Mental,D,90.93703790204191,-139.2993124386009,-135.79240804866467,A,C,87.32003454837984,0
Married,71,African American,None,E,-76.25779020011421,-14.898496323209775,21.586391615640323,D,B,26.660497344896054,0
Married,77,Other,Yes,D,-187.9675602090962,71.34066403278115,-93.96462362269166,A,C,-129.26385253230853,1
Married,79,Black,Both,D,4.340380840927146,-128.99136360017508,68.84806559240798,B,B,-0.32367713908736434,0
Married,92,African American,Both,C,196.91143349003005,95.22820950231126,-91.54520226503585,E,C,-8.432849252166966,1
Married,88,African American,Mental,E,124.36924853512849,160.65295851136625,-3.1834457252447623,C,E,-208.36516933009693,0
Married,32,Other,Physical,D,-29.8505492797677,-20.259189251364365,53.08178633760946,C,D,-68.51504431170058,0
Married,83,Asian,Both,D,-60.767457880647235,1.7174698476146482,-30.890576153600126,E,E,-93.3875182533287,0
Married,25,White,None,E,-256.4666768139548,78.58494600643739,-80.23654270688968,C,A,58.01315827232353,0
Widowed,43,African American,Both,E,-8.0924645843569,10.553362794241208,27.251899447344634,A,D,86.52700516627327,1
Married,21,White,Yes,A,195.51043471481583,-61.39002525838697,75.04571344759441,C,C,34.8250567784857,0
Widowed,87,Black,None,D,31.92503754451546,352.5153431421626,116.37880040177065,C,E,41.396606856556126,1
Divorced,86,Black,Both,D,-37.17800030858346,-119.06842289960721,-25.72562788362648,C,C,52.33773343856879,0
Divorced,36,White,Mental,B,45.70842250510036,-155.35620445539533,-14.564660280277156,E,C,4.781140377989881,0
Widowed,47,African American,Yes,D,-69.74997163284485,46.538493945825856,-215.80784732183767,A,E,208.58251273517104,0
Married,54,Black,None,D,139.56030892634718,-36.469690371381446,-40.241472833455965,B,A,-139.6339476894219,1
Divorced,62,Black,No,B,113.76979843508397,-187.25925299072185,109.58712750271063,D,B,-92.48738949090692,0
Married,66,African American,No,C,-55.184196623003714,68.71068923631417,-69.75482351054136,C,D,93.93420482938278,1
Widowed,83,Hispanic,No,C,90.47291999121482,-255.40243723913835,117.04483486778724,C,E,26.206441207387847,0
Divorced,30,Hispanic,Yes,D,90.23875835760941,-27.828836805102696,21.84199970845735,C,B,-63.62318049691174,0
Widowed,60,African American,No,A,-11.141547007487368,54.594599392661216,-39.06399868672693,B,B,-183.51432915049227,1
Widowed,98,Hispanic,Both,D,-31.1558411764824,16.933099493420915,68.94638332933755,E,A,90.0453857253997,0
Married,50,White,Physical,D,-127.17046855239293,-127.44843683891926,5.969636507823348,B,B,-83.97960720829859,1
Married,60,Hispanic,No,C,-123.44823381231478,134.27980242666513,94.56300889508867,C,A,-102.17984538402591,0
Single,56,Other,Both,B,-66.29310002976368,-76.92041321725246,-29.55057187725275,A,D,17.21404395116178,1
Married,39,Black,Mental,E,-73.65231070037194,14.163574389800324,-93.14770728039105,B,E,-36.65958221166843,0
Divorced,98,African American,No,E,-27.793252365735967,-80.9196069345565,21.732107072373548,E,A,34.368403127331064,1
Divorced,39,Asian,Physical,C,-43.33786831904673,-5.907941612894027,-21.39351835628046,D,C,-203.5867691519687,0
Single,40,White,Physical,C,88.42851526810867,-179.06548989232232,80.12186666839457,B,E,-66.30163539364972,1
Single,26,Other,None,D,-87.82608500031289,-29.085959942440915,50.97614452909682,E,A,160.666485092814,1
Widowed,23,White,Mental,E,-130.43858763224625,-47.11597709790538,-176.67679911838982,A,A,71.61565939716164,1
Married,18,Other,Mental,C,-40.04409952093676,12.781768141605212,118.27214738552705,A,C,-118.82359457787356,1
Widowed,44,Asian,Physical,B,-56.774314839502196,1.3124768597706291,-86.42386432893893,B,A,-182.25615190179965,1
Widowed,94,African American,Both,A,8.910395058872515,131.63811164640896,-92.48336628151847,C,E,89.46526449257196,1
Single,27,White,Physical,A,-82.10205473805115,-56.4391356084872,13.504183894633659,B,E,-173.10895201671283,0
Single,35,Black,Physical,A,147.6899532154457,70.73039844454678,-113.00560838968279,B,A,-113.23513977763568,1
Single,90,Asian,Physical,C,-26.303020281694735,6.46415873141542,92.04244951948132,E,A,-219.56686160895038,0
Widowed,29,Black,No,A,188.03166306854834,-120.43307317221621,-55.96289740013788,B,B,42.83225492423687,1
Married,22,African American,No,D,112.38847233980158,-167.3751903845654,6.793373473467564,B,E,163.17651449931057,1
Married,86,Asian,Mental,B,-103.46501715446827,-15.380365341230629,119.15847343508403,A,C,45.824906286697946,0
Divorced,90,Other,Yes,E,-32.528491441904855,194.69139249874755,16.93919462320399,B,C,62.887147731040436,0
Married,39,Hispanic,Physical,E,83.63355209503726,-78.19846273567917,76.8166008271047,A,D,-135.8711534353785,0
Widowed,60,Hispanic,None,D,-76.08491236848988,186.7875301181161,-47.90578065842552,E,E,40.24434341169601,1
Widowed,71,Hispanic,No,E,78.02529557454974,-154.66069217343835,110.42991815071301,D,D,-60.73504296493319,0
Single,61,White,Physical,C,-36.574074916722424,143.44252547302872,213.22285877286055,E,E,-23.629320319727217,0
Widowed,99,Hispanic,No,D,-70.20056171555292,25.99650167072961,203.9801906465419,E,D,68.27912874655296,1
Widowed,65,Asian,Both,A,31.65950399356904,-33.054738870193326,57.71503870697393,C,E,-52.4764401272932,1
Widowed,49,Other,None,A,-139.1858099889996,26.55725777113322,-86.14885401622013,E,E,113.707467088058,0
Single,65,Asian,Physical,C,46.72950912454137,32.90087200910034,-29.20748740670155,B,B,72.15499777867808,1
Single,74,White,Physical,C,-67.90861106808318,-54.29561757967468,181.07452075253337,E,A,173.03474957212484,1
Married,21,Hispanic,Mental,E,-0.10503276412260246,57.994965768418325,228.11332318755117,B,B,7.044624315011666,0
Widowed,90,White,None,A,-79.5065379425412,-0.38143508891322925,-111.10629099392004,A,C,-155.13261186546205,0
Widowed,89,Black,No,B,28.639474929928905,-90.92158760201518,-44.463441208441566,D,D,-176.011636712087,1
Divorced,58,White,Mental,D,33.013990651679556,9.482653528410848,14.435984167604133,B,E,-76.24355314366518,1
Divorced,33,White,No,E,-183.50913498548152,-11.929610504090261,-111.5860808981596,C,C,-48.48375587097197,1
Divorced,84,White,None,D,-88.54559383491643,-97.71201734788981,96.6731069066469,A,A,-46.87754262286122,1
Widowed,47,Black,Physical,B,161.2026293090977,134.8379806662892,-88.72408631106119,C,D,-294.0255045065966,0
Single,38,Black,None,E,50.48787381252041,-86.5139375189362,-82.51337836061991,D,C,-188.39510100393983,1
Married,72,Other,None,A,172.06045300181827,33.481689770179976,-103.85110162360095,E,C,66.3833745957636,0
Divorced,74,Black,Yes,B,195.67129200030794,-208.21159637951183,-26.880757740338375,B,A,-65.22848223728298,0
Divorced,73,White,Yes,B,-33.63900189212197,-34.908527801354396,-76.09159458823345,E,C,43.29223562176812,1
Single,52,Hispanic,Yes,B,9.732122603194252,-11.256142006406163,32.25993855276832,A,B,-30.28026448168405,0
Widowed,54,Black,Both,E,-0.3394944125237998,-199.06995895705387,56.81846774024532,C,B,5.121538753767877,1
Single,71,White,Yes,C,189.1623450310931,70.14379465027656,-71.27263261124904,C,C,34.000783582405546,0
Single,29,Hispanic,Yes,E,105.80894155498063,174.08884558539677,-34.21008499797998,B,D,87.58336394572572,1
Single,33,Hispanic,Yes,B,-92.78491998718529,-207.71604111711488,14.821965267283693,A,E,172.40429141182648,1
Divorced,72,Other,No,E,79.37236472117362,-160.98585960202774,29.94328867681495,A,A,-49.07854851668348,1
Single,69,White,None,A,68.66289448349004,-132.29657577652097,69.23587451167676,D,C,73.60576647130841,1
Married,80,Other,Mental,A,239.31390728995137,153.2362116697318,30.40288827774505,C,E,102.66417506939067,0
Widowed,60,Hispanic,Mental,D,-269.2777584521197,15.564627988217254,15.262078992095695,C,C,-49.09579699880265,1
Widowed,26,Black,Mental,C,66.07790948247904,-228.2461700438512,-74.71972077807936,C,B,-39.14598108224596,0
Widowed,26,Black,Mental,E,1.2162780866090843,47.57240437562871,-125.03440101205126,B,A,71.7630063742914,0
Married,34,Other,None,D,71.72837003614546,-78.3817073328716,68.49340930812488,B,D,29.199165688002015,0
Married,22,Other,None,A,-225.25371704192216,124.93942661333544,-159.69393525764187,A,E,152.7828776232441,1
Widowed,81,Black,Mental,B,84.99767187082143,86.61661350059757,18.48503994745506,A,B,-90.9312742926046,0
Married,34,Asian,Physical,E,270.48194006778243,-193.02857603678905,-85.98246175853603,E,E,-191.79759504670994,1
Widowed,87,African American,Yes,D,78.18921060883508,46.73542731851439,91.50016003383179,D,B,95.7063359194878,1
Widowed,64,African American,None,C,-3.4124136370720843,-67.7448090339075,89.49422216324233,B,E,-145.1751019640253,0
Widowed,59,African American,No,B,40.34675451035322,56.4538893152074,-151.18950383154012,C,A,-64.0859909376882,0
Widowed,96,Asian,Physical,D,-65.83959153106149,-57.670420725671725,82.30798512591684,C,D,113.66537933727541,0
Married,81,White,None,C,-67.3439243500994,245.47568939240176,-89.94007507212892,E,B,-16.360411514552013,1
Widowed,74,Hispanic,Physical,E,91.44110657692345,57.54945619031054,-126.08264021756166,A,D,93.95704630254414,1
Divorced,95,Hispanic,None,E,80.96086421103354,-127.19870467349894,11.157217731155344,D,D,49.46207121813534,1
Single,76,Black,No,E,119.2050887413777,231.02760544561826,43.962950472308506,C,A,151.46785193002177,1
Single,24,Hispanic,Physical,B,94.25050355810663,-49.50676417100585,-16.361342253263103,B,A,-51.66001157238968,0
Married,23,White,Yes,B,39.279965606922495,-22.19554190396805,-231.19993469682564,A,E,77.78475537810291,0
Widowed,94,Hispanic,Both,B,-105.16937284759827,74.77991460434573,24.2326280893162,C,E,-119.11339365104241,1
Married,45,White,No,A,146.48695918583087,-42.336865270943505,188.0052431478153,E,C,85.42145945549797,0
Widowed,51,Other,Mental,A,48.16468258114703,-103.5139492138601,-139.6505682273111,D,D,16.4908688763084,1
Divorced,40,Asian,No,D,58.66816712871012,5.700502582162029,-82.342704394887,A,B,52.23017615308021,0
Divorced,84,Hispanic,None,C,-53.63188961641343,112.71878219344929,166.60223593245868,B,A,-20.105689275154337,1
Widowed,71,White,Mental,B,-40.651892522155215,-98.18460946226199,13.864786435387547,E,E,57.675837084049874,0
Divorced,76,White,Yes,E,263.65885131542143,-82.86966962490658,39.025661052291696,A,A,115.15176395214,1
Divorced,23,White,Yes,D,-86.5630341621468,-102.52040071471204,20.814913979561894,E,E,-91.63741642937627,1
Divorced,29,Asian,Mental,E,69.90857058186755,-14.810664085808101,-19.106564766740984,E,C,-57.084784643145845,0
Widowed,33,Hispanic,Mental,B,-100.0205459434292,33.45336126621273,-23.58803453741829,E,A,111.42452482264314,0
Single,23,Black,No,C,-37.24344637317014,-157.85348969508354,-37.34461383410965,D,B,-136.5002449726684,1
Married,52,Asian,Mental,E,-16.01942943642111,174.33615203368342,-51.32712433056894,C,A,-16.41098515682311,1
Married,79,African American,Mental,B,-33.4166784326953,122.56908632293842,81.60075783208607,E,B,43.013566562894404,0
Widowed,94,White,Mental,C,131.30962627704997,-6.775619670334615,-53.39579380107047,C,C,-115.92551325032126,1
Widowed,59,Hispanic,None,E,-15.562515896519146,-63.92965317831694,-157.0942991713196,E,D,-0.02254019824334605,1
Single,94,White,None,A,98.31917183953797,97.03559551557892,-2.530301808951895,C,A,-6.941999823939933,1
Single,22,White,Yes,C,-53.37772186366673,-35.37136114965985,21.62475570900578,A,B,-211.94984142698848,1
Married,22,Black,Yes,A,19.001736384986604,175.1862985956556,10.321903916777252,A,C,-107.52489995114749,0
Divorced,65,Other,None,B,18.725715011457865,6.531893849940706,10.732261862564377,E,E,10.545749442414676,0
Single,52,African American,Physical,A,25.61917870558262,-22.11613032384352,153.6698568870524,D,A,-81.4663818973912,1
Single,68,White,None,D,-164.84623631454912,144.31150969417507,-25.52402314040841,D,D,95.55314738139579,1
Married,62,Black,Yes,E,117.06080062983537,153.14717123551515,103.80957506321518,D,D,-182.3412776388779,1
Single,18,African American,Physical,D,-12.953474740461136,-151.6506186716159,156.42026624687787,B,C,-70.9812770586385,1
Widowed,70,Asian,Both,B,-104.5760387535849,92.45599262183129,92.71871281321977,C,A,-33.342476334338855,0
Divorced,60,African American,Yes,B,-14.167613792896741,-24.491433920335435,148.56471268574026,D,B,-9.085579542295307,0
Married,71,African American,No,A,236.24118176150895,35.32512924936102,52.27549925127255,C,D,57.8639816270193,0
Divorced,93,Other,Physical,B,-19.29920117728904,-62.02966576171479,-105.91296163467341,B,B,-80.20630825036365,1
Single,67,White,Mental,C,-13.21817871876986,87.87769677381695,-136.29490185163837,E,A,156.16834335091207,0
Divorced,81,White,Yes,B,58.77100940841943,-123.91198498624183,48.57974736804023,A,D,198.35952362320114,0
Married,77,White,Physical,D,182.059232817063,130.93401459184747,144.29548980657984,A,C,99.68733530241406,1
Single,22,Black,None,C,82.31258197278488,109.51098371794686,-99.31257277362585,D,C,153.24802935493506,1
Married,62,White,Physical,D,-30.292776677167506,126.21088322321592,37.56143559172628,E,A,20.139141468915486,1
Single,88,African American,No,D,-2.783758937996662,43.4491173192256,126.95569202453207,D,E,150.95129145926492,1
Widowed,96,Other,None,E,-66.77444541039122,29.963779024277994,-170.0918009950082,E,E,91.41665647392989,1
Divorced,93,Black,Both,A,24.02449644989824,17.742356794979408,-16.58301523274499,C,C,34.82763876021783,1
Single,69,Asian,Physical,A,73.88057347689833,4.653931507015184,-100.74099326811834,D,C,-44.59012687935023,0
Widowed,70,White,None,A,-65.27775773973352,101.72920856064307,-37.81366858418337,E,D,-11.820018161543002,1
Widowed,40,African American,Both,A,-100.20817340717625,61.647737987372665,-0.23217716605263522,E,C,-108.42350697934924,1
Married,94,Asian,None,A,105.82337457107663,195.13460132885385,11.648218221990735,E,A,48.40719283239616,1
Married,32,Other,Physical,A,107.92788394563506,110.85844233822809,-92.60051629645895,C,D,-113.0093513596108,1
Single,82,Black,No,C,-63.89778186351545,217.12603865359324,217.25128868208466,C,D,-11.346974466764653,1
Married,73,African American,Physical,A,88.09221532149787,154.9178954059741,66.65070466517354,E,E,-129.096130252252,0
Single,65,African American,Both,B,-45.6443925959306,55.37724157218234,39.87389995915676,E,A,152.81234584450374,1
Married,43,Hispanic,None,E,-3.517796264984632,-110.38569806600653,74.84528321438634,E,D,-21.940877698491285,1
Divorced,56,Black,Yes,D,-50.14695891936346,-64.95745248343444,-32.06167837345201,D,B,73.78244360580473,1
Divorced,91,Hispanic,Yes,A,-273.46484490290476,-158.21270179576535,-31.585229626748557,B,A,33.057854345124255,1
Divorced,91,White,Mental,A,-126.65791501548853,-72.65705128334122,-132.394653681494,D,C,36.7478065199241,0
Divorced,34,Black,Yes,B,4.749395661567275,-45.13727898075035,-39.876761359645556,A,B,-35.77586811383625,0
Divorced,89,Black,No,C,81.12197035802875,-175.3244684346097,-27.158690996949876,E,C,-96.88238617947336,0
Divorced,60,Other,No,A,-58.98094423399457,26.533253751256368,-28.83404807788396,E,D,72.12227639900249,1
Widowed,78,Asian,Yes,D,-29.80563666992555,-75.54774143044864,-75.5763231552471,A,B,76.33512290860611,0
Widowed,69,Asian,Mental,D,-187.09292536535622,-118.07457645260374,102.45414474154005,E,A,-118.3387469255138,0
Single,63,Black,Both,E,-26.571716986051097,162.81038786290597,83.82242389864322,A,D,134.27236139198703,1
Single,69,African American,Both,A,30.004106360021222,-63.313861431592485,-63.578069037918596,E,A,140.22737585895828,1
Widowed,59,Black,Yes,B,-8.196154438740805,70.43330862320167,13.609786838476449,C,D,-206.26215180335774,1
Married,96,Hispanic,None,C,-30.45899202658247,-33.87290598751456,112.30997067933637,D,A,-123.66403043256784,0
Widowed,83,Other,Yes,C,6.677979483593723,-10.668136897976401,-148.79510058557173,E,E,92.26525628029091,0
Single,40,Hispanic,No,E,22.929378906512476,-214.9786893322782,-57.095575798020256,C,D,-35.249208445082814,1
Single,21,Black,Yes,B,-107.29286352762503,39.412433864312526,-42.74357687760046,E,D,49.96466681361162,0
Single,96,Other,Physical,C,-93.27991675161292,36.185299937047574,100.58026607497726,C,E,102.6682839974115,0
Widowed,91,Black,No,E,-23.35102126780556,47.91718365127919,-77.6803577191773,C,A,36.915240947101914,1
Single,22,Hispanic,Physical,B,-109.6908113893883,26.810181904583192,-239.90717887390582,E,B,-47.226720281102,0
Single,28,Black,None,C,76.46540521736038,250.23131202018246,-4.288451276204135,D,D,-116.77854556547035,1
Widowed,22,Asian,Both,E,167.90108021811434,-117.6538048612368,71.07651877874802,B,B,100.07443324900633,1
Widowed,65,White,Yes,B,-25.677902949241616,7.910743532726985,-91.72869235426752,E,D,-156.53800711416608,1
Divorced,21,Hispanic,None,B,-61.89311599156094,-130.93777242803745,-22.533501470960456,B,E,167.76810244625946,1
Widowed,39,White,Yes,C,-120.90202947926821,286.7541681960569,188.19153827631564,C,B,2.2876291897739978,0
Widowed,56,African American,Physical,A,18.42854369290783,-55.1088394215411,96.78529193886214,A,C,-169.7980947084761,0
Widowed,56,Hispanic,Mental,A,-48.48312652521754,-88.01232976908454,46.77610252161994,A,B,24.744758869799874,0
Widowed,57,Black,Mental,A,-8.443619049019544,71.69235000805577,-180.04341650037142,E,E,67.66572123761179,0
Divorced,81,Black,Mental,E,111.71967391587816,-26.090909549994635,62.989802624663035,E,D,0.23256943047435774,1
Single,67,White,Yes,B,42.347310412296,-73.28487050767438,-21.780421005799464,E,B,188.94587890465522,0
Single,70,Hispanic,Both,D,-71.29488255090695,8.637088355981636,104.78205476337953,E,B,-123.8492229714895,1
Married,48,Other,Mental,D,164.31618355238993,-81.42903353084309,126.88020557225701,C,C,-35.7833059689794,0
Single,55,African American,Mental,C,91.71490367218556,-35.16404979474246,-99.92296888367409,E,A,-18.378132202702528,0
Divorced,37,Hispanic,Physical,A,44.94353728039719,-46.898948751211194,50.284822549855676,D,A,-54.51571122160196,0
Married,87,White,No,A,-115.28271278153804,23.110388860107268,74.49965137433858,C,B,-126.15004126342609,1
Married,58,Other,Yes,E,-66.81680438914688,42.55830259838312,-102.8640172868896,D,B,71.9368531233712,1
Single,55,White,Both,A,-199.81500404465288,-26.209066160709817,125.38977222718724,B,A,96.00850417043722,1
Single,81,Hispanic,Mental,E,-30.162827860038792,-35.51171433423727,11.508969926168826,D,C,176.15835520851792,1
Married,76,Other,Mental,E,-198.6556001874712,-54.6370138261679,0.017183002399372396,A,E,107.22218956886334,1
Single,44,African American,None,B,-1.3313560071117634,-97.88426850390508,-71.72505485371813,C,A,-97.05069987318026,0
Married,40,Asian,Physical,E,-76.72872421102265,55.08240225774986,66.23914148305475,D,A,81.89602327060751,0
Widowed,95,Hispanic,No,C,50.1363135658626,150.17257790573154,-172.11818605785217,C,E,-49.46079524121177,0
Widowed,76,White,Mental,B,72.19394115370028,-24.24855079221002,28.847674642520516,C,D,-27.48907079735563,0
Single,30,Other,Yes,C,204.83118042227596,12.945537755725024,87.00809694440186,E,A,37.00148050312194,0
Married,37,Hispanic,None,A,-116.69431363293438,-54.98818716929388,-59.266038921066325,D,D,60.38838836449402,0
Divorced,43,African American,Mental,E,56.61560117695754,165.68792502726376,-32.120890684026435,B,C,164.82038666429315,0
Married,98,Asian,No,A,107.01095708706467,-47.50212252782136,-91.54383424606638,E,E,-132.77244548288445,1
Divorced,26,Black,Yes,E,99.12061181704452,3.1000971640177637,-118.3289534788793,A,D,171.59867100583773,0
Widowed,38,Black,Yes,D,39.744213950717594,-210.7425236740545,-260.7501443084448,A,D,-180.5511557241796,1
Married,82,Black,Both,C,7.433488009461188,-46.34169258069625,126.8527233552882,B,D,84.90816417396589,1
Widowed,52,Hispanic,Both,A,138.74152620603692,228.58397880012316,-104.6594744522499,D,C,-58.23354377486084,1
Divorced,24,African American,Mental,C,-108.54668922590409,-30.588779082572927,-1.5711235163112132,D,C,-3.1456724672122447,1
Divorced,19,Black,None,E,6.7317484400215,-81.90907255402476,26.234600715839836,B,C,-74.18513089922718,0
Divorced,67,Asian,Yes,D,54.815710847124066,-31.018419078781946,162.77592658586053,E,A,-103.86875800889837,0
Single,53,African American,No,A,113.82248337217347,-55.269195994454066,66.60783787700727,A,D,31.46871273448692,1
Married,79,Asian,No,C,18.167630811308847,19.584043158530548,9.0172123089294,B,D,-71.12906715824904,0
Married,47,Other,None,E,159.04431926855233,40.35418048858693,-90.9542923724267,E,A,-52.409291700782155,0
Married,38,Hispanic,No,A,211.44646810712,12.415854374134623,-71.31134011644615,E,E,-53.24608060310248,1
Single,66,African American,None,C,110.62222491689609,-98.12562117218113,49.57396237301259,B,A,209.84141460194618,1
Widowed,31,Black,No,A,-134.37885743981812,5.454955276801841,-100.08806949254323,B,B,180.2630660206817,0
Divorced,70,Black,Mental,D,44.81576230169927,-95.59406474430223,-40.12478221877963,D,D,-7.552624114642343,0
Divorced,21,African American,Physical,E,-90.28879113778441,-23.598325407578486,123.44170785117396,A,B,132.74400254264853,0
Married,94,Black,Both,E,192.5701958106285,-20.62338665342075,53.2738311326498,B,E,133.0165698686072,0
Single,23,Hispanic,Mental,B,-137.50241669250764,39.63310840708198,10.760023867146556,B,D,-90.22548063447815,0
Divorced,74,Other,Yes,A,-16.322779662058718,-28.481963631796138,-36.925522210307044,B,A,-70.99445733443488,1
Single,53,Asian,Mental,C,-117.93287189244694,-108.37831865019751,86.61008804706127,C,B,-0.4219012473832719,0
Married,93,Asian,None,E,37.85467702697804,22.41315898390546,1.6240304462473332,E,C,-141.19432411316743,1
Divorced,59,White,None,E,83.86146607392476,-163.04861827835356,-3.4092391258548784,C,B,-121.43299261092525,1
Divorced,85,Asian,Mental,B,-22.288450351299552,-121.08319964686459,148.55906118342043,B,E,-80.71092527624064,1
Widowed,95,Hispanic,Both,D,13.251568057583299,167.07578530020774,269.57590368012734,A,A,-204.19867419256002,0
Widowed,30,Other,Mental,C,-100.85073026935444,-44.773330586806246,79.0542152666977,D,C,-112.44708172449702,1
Married,60,Asian,Yes,D,6.834314080903871,-94.21465331128195,53.96574155961494,D,B,-121.59247956523642,1
Widowed,40,White,Mental,A,-67.46065129637178,8.55148050733714,-124.16484278331896,B,C,71.83619287021502,0
Widowed,36,Other,None,D,22.795073435804472,-136.37738101993034,171.77009873323502,A,B,43.20606444456899,0
Widowed,38,Other,Both,C,-79.19654594927665,74.74529072585014,-132.12539360718526,D,C,-130.56407188521075,0
Married,43,Black,Physical,B,90.02010221070262,-0.7381111870765001,143.01464061197044,C,E,22.19366815043028,1
Widowed,92,Other,Both,C,-11.294608306586715,20.999787837507863,-171.11333184334288,C,E,62.27451118630674,0
Divorced,63,Asian,No,B,83.40698153743648,-4.838432550643736,23.200917760074002,E,A,-33.537169334056664,0
Single,33,Black,Physical,B,40.88669067596013,155.45257774373076,-68.01185789468698,A,D,-4.033182441049277,0
Single,79,Other,None,C,74.91552473625885,58.95666561940184,42.62671330316904,D,C,194.59687094675252,1
Married,42,White,Yes,B,80.53737637947536,-123.41771702637384,-112.2580356896342,A,A,182.45147257137043,0
Widowed,74,Other,No,A,62.92060885323075,-104.85578574632628,-32.6505300557832,B,C,220.25503202640996,0
Divorced,60,Asian,Physical,B,-18.51167255053069,-52.32294948989136,-110.54126050904183,A,A,115.05511466707739,0
Married,88,Other,Yes,D,82.96484633086267,169.95131210445308,0.9387222792781024,B,B,-77.10821169743525,0
Married,43,African American,None,E,-52.607045811012945,-51.77487679884888,60.21680644880362,B,A,21.557394993331823,0
Divorced,73,White,None,B,104.42134356563028,-0.5946916253055246,-22.45564496130209,E,D,-47.622270264981346,1
Divorced,50,White,Both,C,252.09884432608035,140.19838190300996,246.9137049674475,C,D,81.2251587910732,1
Widowed,33,Asian,No,A,-6.333817073977449,-252.2617205390878,53.46565320764831,A,C,-5.336220871012747,1
Married,54,Other,Yes,B,102.73018346066432,-217.55176687794773,30.906845083990618,D,E,68.74141359778427,1
Married,52,Other,Both,B,-12.042162833940296,-42.00807907832608,-175.23883028465073,A,A,-45.45535356823048,1
Single,24,Black,None,D,-52.247002655163634,-22.926460590176127,33.47687340375288,A,A,167.20006148079273,1
Divorced,87,Hispanic,None,E,-105.52539372322605,1.2244232371008392,4.828746167025547,E,A,74.5379306870406,1
Single,88,Hispanic,None,A,-40.50831136284307,18.39436314892993,-77.60729924417844,A,A,47.76049917281119,0
Married,52,Other,None,D,-64.72576325987993,57.640863228771146,-7.177143012650797,D,D,67.29220762381104,1
Widowed,89,White,None,C,33.396550275144584,-54.676954945406166,-165.8597485653249,D,A,52.5348577674975,0
Divorced,69,Black,No,C,108.64586947974568,73.39295145416153,37.09939625827114,B,A,3.685895953764002,1
Single,38,Hispanic,No,A,37.74662421185738,-191.20469508843522,77.58693485207182,A,C,-129.38907915827178,1
Married,80,African American,Yes,C,162.38088554371447,-4.831898626827494,57.29798048555552,A,A,80.61085541005828,1
Divorced,78,Other,Both,D,23.523785432556664,-0.3769279028803255,-100.69538465295093,D,C,22.74248040023035,1
