Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,D,E,E,A,E,B,-17.20304791461246,72.9090157077506,46.67674601453314,E,1
Hindu,E,A,B,E,C,D,38.29174054918988,18.836211807097804,123.22138147939381,D,0
Christian,A,D,A,B,E,D,50.45896976232337,15.65031570804749,-45.10171510420858,A,0
Christian,E,D,E,C,D,E,6.838863493750756,-144.83399079890202,118.15919097884462,D,0
None,E,C,D,B,D,A,57.891930368229524,144.5136552289776,-114.8459396940186,A,1
Jewish,E,C,A,A,C,B,82.72086357380992,99.25297382819885,106.25775346683841,B,0
Christian,B,D,C,A,E,A,-106.67290747494789,56.57396453804543,-17.163115941774894,A,1
Other,E,E,C,B,E,C,-74.95699988310571,-27.987655801121562,101.36178711133779,B,0
Christian,E,B,A,A,B,E,-127.02170425644279,124.92935921309977,12.12027630822394,C,0
Muslim,B,A,E,D,B,E,-56.58989420551463,216.698012614941,184.73535394321993,D,1
Buddhist,D,D,A,E,B,B,39.18748077592766,-43.80086214388579,-95.17224959396114,B,0
Jewish,D,B,A,A,C,D,70.00398273201422,-63.32012940155077,-116.25189838493917,C,1
Christian,E,B,A,D,C,D,-15.72700793124541,-44.93550629890057,-28.44294875519317,A,1
Christian,A,B,D,E,D,C,-7.519571468875717,-92.81333115925348,172.22675326439247,A,1
Muslim,E,B,A,B,A,A,105.68791919331298,-113.30670125369953,-101.90229898796272,B,1
None,D,C,B,B,B,E,-123.55462402154967,-32.78006424118626,44.94054510967342,C,1
Muslim,B,B,D,D,C,A,-139.83605389010464,-66.71390837086571,4.853019029525448,A,0
Muslim,C,D,A,A,D,A,214.66893703267598,220.67490561625854,55.64060327631346,C,0
Christian,E,C,A,B,E,C,-158.16484715806956,33.97409478937759,-141.69911490315963,A,0
Christian,C,D,C,B,E,D,158.08344543632785,-154.42507870896785,-124.24328610750311,D,0
Buddhist,C,E,E,B,D,E,74.3094000526137,-20.802588967443565,-55.9920876766994,A,1
Muslim,A,A,D,C,C,A,-167.60750758194527,73.94651681270614,80.78325029780773,C,0
Buddhist,B,D,D,D,D,D,-29.830802188730726,-64.45355959487095,-65.56673167780907,D,1
Muslim,A,D,C,B,A,C,38.190660613400766,7.980709826418645,-9.475792276227843,D,0
None,C,A,A,A,C,C,164.4489547348934,260.33704194430476,147.7412399157356,C,0
Other,A,C,B,B,A,A,-136.4633081080928,188.98765288447817,-28.06392484244241,D,1
Christian,C,A,E,C,D,E,55.226584315142944,-78.9283651584343,-160.44008451129156,A,1
Jewish,E,E,E,C,E,D,-39.01515518049009,-98.9303718470471,-61.66818956436081,A,1
None,B,C,A,A,A,C,2.633982595700264,187.58770774207892,-23.623134691395343,A,1
Other,D,B,B,A,E,E,-42.59714262692624,-13.540722751051643,-68.4802488800641,B,0
None,A,A,E,C,D,B,-79.77341445162841,-9.588695527192248,43.36157190740633,E,1
None,E,B,B,B,B,A,66.75776862998977,-110.1113770859471,-79.89194742470558,B,1
Jewish,B,C,C,A,B,A,16.754989974710142,142.02856489738812,36.83369935632028,B,0
None,D,E,B,E,C,B,37.65092237664134,-59.97706635193867,-24.898304937252085,E,0
Jewish,C,C,A,C,D,D,-55.883678780439794,-65.23769993367424,-78.8380703828151,D,0
None,E,D,C,D,D,C,169.20300298857435,-10.412412208860506,-48.04866708529931,D,0
Muslim,D,E,E,C,E,B,0.8722810696968631,73.52265200897928,152.260617694709,E,1
Other,B,E,A,E,E,C,40.124957775466775,-6.018423071923415,-183.12370668780468,E,0
Other,A,C,A,B,C,E,48.70789972461743,59.619318867101754,-25.833256683260363,C,1
Muslim,A,D,A,B,B,D,-61.270599158916625,-7.56573181701209,107.94550688064797,A,0
Muslim,A,B,A,D,B,D,-71.54267538060661,-120.05740381877781,33.3693319896673,D,0
Hindu,D,D,C,C,C,C,-6.52202204357202,104.28046640944828,55.51777234689472,C,1
Other,D,D,D,E,C,A,-55.97786343209774,-66.90310925954654,36.09884693172454,C,0
Jewish,A,C,A,A,D,B,57.59469280003581,95.42665318410094,-61.954076628509455,E,1
Other,B,B,A,D,B,B,-46.09662901877189,51.34470641872997,-88.26061922523117,C,0
Jewish,A,D,B,D,A,B,-75.59575250433878,-176.8912593368089,74.37929425885524,E,1
Jewish,D,D,C,E,A,D,-92.79638379084932,47.3648703977439,-132.85634445804266,C,0
Other,C,A,B,B,D,B,30.894629334462557,67.8875365452575,29.78027839880871,C,0
Muslim,C,D,C,E,D,C,-61.95033888842981,-52.285815592534036,133.27103665942107,E,1
Buddhist,D,C,C,A,E,C,-268.65636893607774,-42.67387593500657,-47.30273813551024,D,1
Buddhist,D,B,B,A,E,E,-72.37246468439011,0.6380215631811527,-236.95270685905362,B,1
Buddhist,B,B,D,E,A,A,-12.747547578507032,88.35408311033434,133.0773914409819,C,0
Other,C,D,B,C,B,A,-179.12438535174073,63.3586758692648,-128.26676463896572,C,0
Christian,A,D,B,B,D,A,-51.70568135575038,4.993229731254487,5.977233362659903,E,0
Christian,C,D,C,E,A,E,-82.8660866141627,22.95560108253922,47.80814340586867,D,1
Jewish,E,B,D,A,A,B,41.04008165491228,-79.93693045473967,-83.39419762623936,E,0
Muslim,D,B,D,E,E,B,-147.38956478557964,25.785980699105473,9.714620433932394,D,1
Other,C,D,C,A,C,B,-37.46821102650708,-169.65593901317197,-178.23668033383478,C,0
Hindu,B,B,A,A,E,A,-97.87147525641619,-7.357045705807194,-33.711413068537915,C,1
Muslim,D,E,A,E,C,E,24.289937333171927,-27.715173791736063,37.31925994197718,C,1
Muslim,E,E,D,D,D,B,48.69329172164764,111.77976554041935,-145.8589146875286,B,1
Hindu,D,C,A,B,A,E,187.05964854222114,-93.30830359218616,140.78456868979447,B,1
None,A,E,E,B,C,A,-98.34165418440524,87.3500857619269,3.6222839762787222,B,1
Christian,C,B,D,A,C,B,28.64628106878649,-39.055867263033754,-81.25542474755798,D,0
Hindu,C,C,D,E,C,C,-70.87080596485711,-32.81470516415747,24.472865080124862,D,1
Jewish,B,C,C,D,E,B,16.911277686493026,46.16894420110522,23.164032368491043,A,0
Jewish,E,C,A,A,D,B,40.313354274061176,68.46106355782644,208.31796174865337,C,1
Jewish,D,C,C,B,B,C,7.865641859843567,-16.432945032697642,-158.4544435425069,E,0
Buddhist,C,A,E,B,D,A,-13.90769839198454,-42.443932664043366,-154.81460851573473,A,0
Christian,E,A,D,C,A,D,13.477633250037913,-22.806508881207506,-21.00995879985584,A,1
Christian,C,A,E,A,E,A,-47.177081683082505,-22.542077943646415,69.42949278670585,E,1
Other,D,A,B,D,A,B,-88.82959610140358,159.44597288875616,65.44931449367094,E,0
None,B,B,E,D,B,C,159.73019063309846,129.51550112312165,135.3887207379197,E,1
Other,B,A,D,C,B,D,-189.15360583422594,-32.70809658230125,-137.02706644349462,E,0
Buddhist,D,E,B,A,B,E,-105.03054713380995,-87.49610092326861,52.18305102085835,B,0
Other,D,A,B,B,A,E,45.89119374209011,74.65639739399334,98.01815428699244,B,0
Buddhist,E,B,C,C,B,E,80.8338994092334,84.12526999204817,-265.4352326777987,A,0
Hindu,E,A,B,E,E,E,-28.928447966839933,133.30014053925353,84.14389544909689,E,0
Hindu,E,C,A,E,D,D,-48.99085716706954,81.25123867468005,23.052447256342937,E,1
Other,D,D,A,B,D,B,61.71128281912447,-23.203560460825514,-97.0075669195199,A,0
None,E,C,C,D,C,C,-90.93248905644575,-76.51043597405284,-99.27880254304209,C,0
None,E,B,B,D,C,D,87.71298089541656,-46.10816023844318,-17.83722502880176,D,0
Christian,D,E,C,E,E,C,23.675255012458518,162.87796502722952,101.15277284814317,C,1
Jewish,E,E,B,E,D,E,52.96358435216047,-20.61235074106067,-84.1549884358165,C,1
None,D,B,C,A,B,B,65.40655546252253,78.6202654924481,-8.582754350242958,C,1
Jewish,C,E,C,B,D,A,232.0367638686276,-78.43213077585311,-154.59646428189905,C,1
Muslim,B,E,E,D,A,A,12.999000348499015,-17.608179785076135,27.15005765317922,D,0
Christian,A,A,E,B,D,C,83.15728523612977,18.464439518766813,11.221682919557518,B,0
Muslim,A,D,B,D,E,A,138.41487252623622,32.08519789508431,-104.4302455295337,E,1
Muslim,E,E,C,A,A,B,14.840535927153145,-158.29077910321465,131.57147986937525,D,1
Hindu,A,D,A,B,B,A,28.351020194791893,169.26270350576814,95.55948574372918,D,1
Buddhist,E,B,A,D,A,B,-21.774550852163234,25.07374482282326,94.31481900646801,E,0
Hindu,B,A,A,D,C,E,15.674836656558988,18.231751681812614,-49.40400160165328,B,0
Hindu,D,C,B,E,B,E,214.53284471912642,135.24996196787114,-92.93554655803055,B,1
Jewish,D,A,B,E,C,A,-56.64320033710075,37.22197750960776,43.19619888381145,E,1
None,E,B,E,E,E,B,-95.07174278921488,38.47581147913999,124.18510180469508,C,0
Christian,D,A,E,A,A,E,156.92372586631137,-87.02434447006532,190.39804677523892,C,1
None,B,B,D,B,D,B,41.21095338940401,-171.02611309492227,44.232816375742814,E,0
Buddhist,C,E,A,D,E,C,-133.6126597657202,-173.11986720822077,-15.422824064004692,D,0
Other,E,C,C,B,D,A,-146.41901079534438,94.50664474255456,-179.786615428185,D,0
Hindu,B,B,B,A,C,E,207.52245821140983,-63.56563839218931,160.66106657851867,D,0
Jewish,C,A,C,C,D,A,-19.30476334377583,-21.715858617288582,-103.26126570335428,D,0
Christian,B,D,B,D,E,B,-27.823774336611862,123.77831631438274,94.12669389795421,A,0
Christian,D,C,E,E,C,B,-103.49878262178555,5.501163398996436,-196.89454957818248,B,0
None,D,C,C,A,E,A,-23.726895370777758,38.87170553569799,69.77820170600171,A,1
Other,C,C,B,D,E,C,-35.212419648594015,58.10120860982529,-70.9715915363537,C,0
Buddhist,A,C,C,E,A,C,33.41681828713805,3.344639031482082,-8.573922420801347,E,0
Jewish,E,E,D,D,A,B,81.15512158813894,-16.602409242028678,-138.3299570915128,C,0
Buddhist,A,D,B,E,E,D,25.39865941804289,-125.5551759282101,81.59021035632111,D,1
Muslim,A,A,B,C,E,D,130.4197512928122,108.8316812396204,-32.1626327096354,A,0
Muslim,D,A,E,B,D,A,4.312261280936875,-49.054819242861505,-79.96832130703422,C,0
Jewish,B,A,C,D,D,E,53.86862319939405,-311.8207105862574,121.30338410370811,E,0
Muslim,C,B,B,C,E,E,134.33219799161034,10.958836079002229,13.922502142915217,A,0
Muslim,E,E,B,A,A,C,-35.889977063065,71.4232786525307,187.0287233396801,B,0
Muslim,B,E,D,C,C,E,37.115089189499415,109.9796794643345,50.083321746319584,D,1
Hindu,A,D,C,E,A,B,56.84095140388279,-118.3186788610957,79.13208966579235,C,0
Muslim,E,D,D,B,B,A,-220.8389708061186,47.71721674172109,154.46074498489384,B,1
Muslim,A,B,E,C,C,C,39.7636256494598,-79.99358360968817,-134.3362565516987,B,1
Other,B,E,E,B,A,D,-136.1516521238356,-122.46792463661038,-158.2692753227804,E,1
Christian,B,C,A,D,A,C,46.21932237778824,-17.556956291578906,16.299770243485703,C,0
Jewish,C,D,E,A,A,E,-115.00665067654971,-42.13984630764706,108.58746893678462,B,1
Christian,A,D,D,D,E,A,105.77844689308382,28.013287170509237,-34.629959076626164,D,1
Jewish,E,A,D,B,D,B,161.70070745976,158.79060990257872,-120.77194693031268,D,1
Jewish,A,A,D,D,C,D,64.86118615186662,143.3756953956546,-150.10861406131465,E,1
Muslim,E,E,C,C,D,A,-173.90943282327498,-0.35988687025113963,-80.7551940622613,C,1
Christian,A,C,E,E,A,B,-47.11311084487534,-132.30306074522116,-70.81409077700364,E,1
Muslim,D,A,D,D,E,E,106.50518915341154,-127.31460045191206,-4.556234342190021,C,0
Other,B,D,A,C,A,C,-52.32875238979472,4.701621252709146,-136.14265351683582,E,0
Christian,B,C,E,D,B,D,78.1286538714997,-17.469275560354095,12.361181301077053,A,0
Jewish,D,D,A,D,E,E,10.524898567098239,-60.161888244755154,187.32531716627048,E,0
Muslim,A,D,A,B,C,C,-192.96442354687164,-80.24610370074535,-241.17931320850192,B,1
Hindu,A,A,E,C,B,C,23.531122840530678,-86.85097242331742,-47.83220771228285,B,1
Christian,B,B,B,A,A,A,42.50660288768828,-99.76593067202826,118.25343446406089,E,0
Muslim,E,E,C,B,A,D,-14.967489287822097,-33.14777960429724,63.03134076502006,B,1
Hindu,B,E,E,E,D,B,130.52294353193412,-69.9291310714626,111.58118127833364,D,1
Other,C,C,E,E,C,A,2.5455289531271594,-120.4586419304901,12.725969950274537,A,1
Muslim,C,E,D,B,A,E,45.92754919630187,-31.308548002671554,-43.072620780329565,E,1
Hindu,A,A,B,B,C,D,103.92618874186826,-78.25174133429572,-215.7397058333596,A,1
Buddhist,A,E,B,D,E,A,-17.26718740957179,-44.6598917223746,119.0220680157982,D,0
Jewish,D,C,C,A,B,B,-1.2046812681486712,-210.99913145407902,85.15618919409074,E,0
None,B,E,D,B,B,A,-44.89538025899715,228.4878827583291,49.381049209408694,C,1
None,A,E,B,D,D,E,26.6075699511681,12.79055718811318,-175.52823107720275,B,1
Christian,D,E,B,A,B,E,162.7912379237542,96.4921430892247,-57.75879215312002,A,0
Hindu,B,C,B,C,A,B,80.78231877583913,220.15081690912916,31.350408364569386,D,0
Hindu,E,B,D,E,B,B,96.52040277632156,16.657025172040022,-55.55894159922188,B,1
Other,B,B,B,C,C,A,3.041166933922688,-46.99390582889186,-20.53296968319888,B,0
Muslim,E,A,C,D,A,B,74.48446507762057,8.572434006056277,81.03234586774255,C,1
Hindu,B,C,B,D,E,E,-67.18116845442825,32.92845648664076,-52.42529957289632,B,1
Other,D,A,D,C,B,A,-51.864728376395284,-123.86238211967826,9.850934743549287,D,0
Other,E,A,D,C,D,E,-184.32459763689678,102.03402273604505,-45.512742332137954,A,1
Other,C,B,D,B,D,A,127.06120647058017,110.33597347630217,-20.157200918573743,C,0
Christian,B,E,B,B,E,D,185.4998307944087,-79.81086729993937,-218.95989270599415,A,0
Buddhist,E,A,D,B,A,A,34.29660545877731,-2.463328027042928,-4.270879908956289,A,0
None,D,C,D,B,C,A,-35.0725405167311,-145.0041071497574,220.26094484263646,C,0
Buddhist,C,A,A,D,B,D,-134.28856802932995,114.15088178104622,38.77288581330365,A,1
Buddhist,D,A,D,D,D,E,14.173950551811776,128.32473877342179,55.25432662016436,E,0
Muslim,C,A,A,E,A,B,-5.331228245137065,-131.82909855843872,-52.48411420822109,E,1
Other,E,B,C,B,C,D,25.156071162419778,6.221484693899945,147.23746693090317,B,1
Jewish,E,C,D,A,A,C,-162.28441484543973,91.34421455195817,76.9452552881855,A,0
Buddhist,D,B,A,B,B,A,-28.421894926576364,10.862154504594415,-69.83396646841514,D,0
Hindu,C,C,A,D,B,B,65.27642725443059,177.7780466661693,-86.38071681920269,C,1
Muslim,B,A,D,A,C,A,87.05479540131287,-141.4474919892609,6.109541476825667,E,0
Christian,C,B,D,A,A,C,-131.6538383979932,-50.391372690812965,69.37037067469339,A,0
None,E,D,A,C,B,C,28.380010485214193,-182.7405778888481,-28.640056540263814,A,1
Other,B,C,D,C,D,B,162.02460311904971,8.048122673910933,-130.8942197619014,C,0
Hindu,B,B,A,C,B,C,207.05525533713433,69.97829020670002,-14.754721920082456,D,1
None,D,E,C,B,A,D,52.83045673052572,-31.702478254508765,-33.728743041784696,C,0
Muslim,C,B,C,E,C,D,-105.42533747905584,10.552404505509633,-62.77715476777034,B,0
Other,D,C,C,E,A,D,38.34321571559425,185.39307448451808,158.37837170450004,A,0
Buddhist,E,A,C,A,A,A,169.4639785992468,-86.85183784023799,101.03567118379661,B,1
Hindu,E,B,A,B,B,E,-109.84638064101868,93.57768247909898,-78.16002584467999,B,1
Buddhist,C,D,C,B,E,A,132.89795866367228,52.12652652836047,-28.075951599989956,A,1
Buddhist,B,B,E,D,C,D,-2.7942949791110885,106.22942411424073,155.6957475994127,D,0
Christian,B,D,A,A,E,D,1.8191659016411628,-31.57423158309228,-58.38635522495923,B,0
Hindu,B,C,D,C,A,A,-79.79172882057767,38.2446152013408,86.83622145264484,D,0
Other,D,A,D,B,A,B,70.54545951243786,15.49814224146746,64.24438042159893,B,1
Christian,B,B,C,E,C,A,23.056086828408677,17.605133498546,49.8200832998844,B,1
Buddhist,D,C,B,A,C,B,-58.549104849218544,-29.752906005743622,-110.72091388275899,E,1
Muslim,A,B,C,E,D,C,25.61835980871767,-43.45846495949969,-74.622722092146,C,0
Hindu,A,B,B,B,E,A,-31.49075944488312,-1.136659948862763,164.1702675495158,B,1
Jewish,E,E,C,C,E,C,-165.1156125961589,-107.99193484813384,-59.45610257072747,C,1
Buddhist,B,A,B,A,D,B,26.580380502191268,41.78326963229364,-97.75592138736155,D,0
Muslim,B,E,C,A,D,C,70.58213692737888,64.4141386940014,203.1466972987948,D,0
None,B,A,B,C,E,A,-82.26078425434038,188.66708379025334,-13.631793338254738,D,1
Other,E,D,D,A,A,C,-128.86808298187034,-149.68072170853867,171.4847178201876,B,0
Christian,E,A,C,C,C,B,-44.83286338761429,-11.616176154504489,-45.8387767852911,A,0
Muslim,E,A,C,D,D,C,-25.4815746008277,113.99453896709832,39.79416038673263,E,0
Muslim,D,A,A,D,E,A,-96.92906203087442,-33.72058831376067,-47.259893471828356,B,1
Muslim,B,C,D,A,E,B,-102.28215325581449,26.826462748320353,103.87051034957288,A,0
Jewish,B,B,E,C,A,D,-133.6692454751441,-42.91917162008905,-92.18852978837397,A,0
Buddhist,B,D,C,D,D,C,17.01595408984596,-70.24745421995785,-73.69282381203863,D,0
Hindu,E,B,E,C,A,C,-18.461612418629404,-125.63546493544413,-49.84915384683531,A,1
Hindu,C,D,A,A,B,E,50.60957960808226,113.30011621099523,-89.92332757950324,B,0
Jewish,D,A,D,A,E,A,58.60095672480307,-202.06636233271175,18.932434718379383,E,1
Buddhist,A,B,A,A,A,C,84.6011311068102,-84.80582729610654,-197.08915439559195,C,0
Jewish,A,A,D,C,D,D,101.51223000509879,-59.16885751172044,57.36171520920066,D,0
Buddhist,A,A,D,E,B,D,135.66858221839698,69.50791269760526,76.16718879029658,B,0
Buddhist,A,E,D,A,C,E,18.61852341363191,-7.69755991875512,73.90520869470969,C,1
Other,A,D,C,E,D,A,36.592936944444425,-38.57826852792725,116.47682804212036,A,0
None,C,D,C,C,B,D,-176.32479913786239,-16.315707263496112,-97.85667412144528,D,1
None,B,D,B,D,D,D,72.22985937557586,72.7334530228215,-7.9986513391251375,C,1
Jewish,C,A,D,C,B,D,-70.64869422565988,-139.75206459359998,366.1832007848238,C,1
Buddhist,A,B,C,B,A,A,82.1162274062523,-129.18621112188205,73.97539244871226,C,0
Buddhist,C,E,A,A,C,E,104.84319613619033,-228.8923212151289,8.654463844773307,B,1
Buddhist,D,E,A,D,B,B,154.47763136506646,32.578797988150704,-37.001293257574105,E,1
Christian,D,D,C,C,D,A,-132.88086947636353,-98.68229874401605,-51.72779286676467,E,1
Other,E,D,A,C,B,B,59.8191359407677,29.54157542816125,-175.12821513399538,D,0
Jewish,E,B,E,D,B,B,-6.290531138460703,8.966085620746348,21.734933080579964,D,0
Christian,D,C,C,C,C,D,-106.97492999993847,-75.12313099727609,-104.2172981194799,E,1
Hindu,A,E,E,B,A,C,36.14214064486346,-48.428136629240434,-78.94221732297547,E,1
Muslim,C,A,B,A,D,A,-29.84575037394973,-4.178765668781958,-77.53750666329734,D,0
None,E,D,C,D,B,D,213.5095156787475,-11.884260239657872,0.19777218597256055,C,1
Hindu,C,A,B,A,C,B,112.06626915792522,-101.41559692519691,85.18478371694437,C,1
None,A,E,A,E,B,E,-85.6627198701059,5.9957310050330035,48.680821889201766,A,0
Jewish,E,C,B,B,E,B,218.63437099568458,82.45410583869499,19.06124721478459,D,0
None,A,A,B,B,A,A,-62.16104492299429,100.86597536018935,7.0229873862052195,D,0
Hindu,A,A,E,D,D,E,20.91266207383719,-25.2520127914789,165.58854363178847,C,0
Buddhist,A,A,B,B,D,B,-75.64462260273565,6.679129060105687,214.47480161328033,C,0
Other,B,A,B,B,D,E,50.925023389651635,105.78492127695476,19.018894560511608,E,0
None,D,D,E,E,A,D,-94.27498534922178,-137.73853937493138,-10.643165606817101,E,0
Muslim,A,C,C,E,C,E,101.66294313506616,-114.27148992151585,-135.8745343191665,E,1
Other,E,C,A,D,B,B,72.76336848639302,-234.77540485132403,-72.2418280417223,A,0
None,A,C,E,C,A,D,-40.633636911357144,68.58730157748363,47.28084419965965,B,1
Muslim,D,A,E,C,A,C,-1.3494836902390874,-31.40146453017522,4.289823741447639,C,0
None,A,E,E,E,D,B,-24.800450743751952,-94.23932464393081,-196.1161956832172,E,0
Christian,D,E,E,C,B,B,-80.5788475601496,-221.68027262391092,-149.64986090566998,D,1
Jewish,B,C,C,D,D,B,-24.098090409251,-78.81616888713103,7.566749794419772,D,0
None,C,D,A,E,D,D,-98.02582986966338,-87.41122891848997,-56.57434842237545,B,1
Buddhist,C,A,D,C,D,E,189.80524269881008,-54.01111895188032,-58.73981531555079,A,1
Buddhist,D,B,E,D,B,D,-59.04025318390686,149.23974858976285,5.00753602415552,A,1
Christian,B,C,A,C,B,E,62.413443484451626,-3.5346137035182386,-99.61712100080973,D,1
Jewish,C,C,A,B,C,A,-140.65901629084675,-68.10066045533242,27.17453111394431,C,0
Christian,B,C,D,E,A,E,66.0963198288277,1.0493744398340201,-16.01540291950782,A,1
Jewish,E,C,D,E,B,E,69.89029804595738,103.57203158450818,-9.277479846963773,E,1
Other,B,E,D,C,A,C,-47.20805431450064,43.51238127622074,-33.906406956997444,B,1
Jewish,C,E,D,B,A,B,-31.711805801396658,-165.83336126495595,18.01262448749204,A,0
Hindu,A,E,E,E,A,D,-53.17565728130589,-49.49463840985223,18.952671065488367,B,0
Jewish,E,B,A,E,E,D,-208.98496805114073,70.00091830638185,-127.69457055805273,E,1
Muslim,A,A,A,B,D,B,-42.53474375102421,-84.26802783485714,-137.92377644126015,D,1
Other,B,C,A,B,C,B,208.11835053333346,-149.63516934674942,47.95726935516015,B,1
None,E,D,E,D,D,A,24.56064087601675,66.62899751634733,160.74495635408408,C,1
Other,C,E,A,E,E,E,133.8395465970212,120.86302112532672,39.468093057969696,C,0
Christian,A,B,B,E,D,B,-45.701256793090685,-26.48360901299462,-43.220394199981705,D,1
Jewish,B,B,B,C,A,C,71.29561730366089,142.55862722244677,-50.56809159780663,A,0
Christian,C,D,B,B,D,D,15.459944231663188,27.43962339103141,-104.19935354071583,B,1
Buddhist,A,D,E,B,D,C,-8.30003211700687,-41.56159651902262,177.7738686953048,D,1
None,E,E,E,B,A,C,-105.89306269521168,-49.57241445112765,-104.77764317007666,D,1
None,D,A,B,E,A,D,-120.3288917734204,156.1468657611952,205.09840107947394,B,0
Christian,D,E,A,A,E,E,61.18174760343168,95.7895086928822,-188.73332124993075,B,1
None,D,E,A,C,B,B,36.66809006149356,16.466232688166418,76.33737536334492,C,1
Muslim,D,D,E,D,E,A,-92.75066952137787,-35.383980834797974,-41.25806544695911,C,1
Other,D,C,A,A,C,D,2.2804312407673994,-37.6547429753845,-2.337888725170914,D,0
Muslim,A,B,C,A,B,C,11.829898332667259,-78.42328283182947,-43.179256611372594,B,1
Jewish,B,D,B,D,C,D,-8.447644410335926,-31.185477739639154,-61.72261709046561,C,1
Other,D,D,C,C,A,D,-58.452098226290325,-40.109728431146856,-165.02699555916612,B,0
Buddhist,E,A,C,B,A,C,75.37446774534283,-133.47022229783013,-118.41448426566276,D,0
Jewish,C,C,E,B,A,D,-64.88042554319057,-184.04495573166562,-148.67521855684492,A,0
Other,E,D,D,E,A,C,83.80941416137222,103.50881122771902,106.6647575956435,C,0
Other,A,D,C,D,E,B,-91.55827491106197,-54.313467736749665,231.0499243223239,E,0
Hindu,A,E,D,B,A,B,-37.469455091261736,-194.90014447603417,-242.3904283683803,B,1
Buddhist,E,B,B,A,A,D,-196.88199318656666,-62.51470751539813,97.38977955017558,E,0
Hindu,D,C,A,B,B,E,41.57020180697765,116.59653491843895,69.01722994850735,A,0
Other,D,E,B,B,B,D,-28.251641996328686,215.854907243641,80.75410385717292,E,0
None,E,D,D,E,E,C,35.35081792883338,-38.120325987996836,137.6052411544927,D,1
Hindu,B,E,A,A,E,C,-50.57823835365978,13.434897855202449,64.8018892456689,A,1
Other,B,C,B,C,E,D,-67.42741772813568,-171.42762993055095,-160.33799069459235,A,0
Buddhist,C,D,C,A,A,C,-116.53087527195336,172.7291456212363,-162.90973153844322,E,1
Christian,E,E,A,B,C,E,-161.33029093998076,-32.92535103412547,-40.21311953185452,E,0
Other,C,A,B,A,A,B,51.765610360111694,-121.76376211908232,52.00019357037824,B,1
Buddhist,D,E,E,B,C,A,-101.5498543361615,-146.75682131600172,-6.461720818884463,B,0
None,E,E,E,D,C,C,-48.63598196454675,-169.6646607089503,-107.62055211418024,B,1
Buddhist,C,C,C,D,E,D,149.68042598105765,-33.15864821459114,53.51119008815568,D,1
Hindu,B,A,E,C,D,E,134.46386127918535,9.357960511904238,-59.65814093482052,B,1
Other,D,C,D,E,B,A,135.2221111644968,-19.274464434301304,102.89026067967406,B,1
Hindu,B,E,B,B,A,B,12.381398838395285,0.8491070604335231,15.978082004686964,D,0
None,E,B,C,C,B,D,-18.04862211086925,143.25442390561244,56.24726831802758,B,1
Jewish,B,B,B,C,B,A,-108.87078215682575,78.97525633454839,74.0343638271394,C,0
None,B,C,B,E,D,C,-130.00853062182162,-63.36436603651507,106.29360248165891,B,1
Jewish,A,A,A,A,E,D,34.907337883757435,-47.50352051322571,-135.08741599064197,C,0
Other,D,C,B,C,E,C,57.700724292309715,-1.467995965834244,-67.85066171423941,B,0
Muslim,C,B,A,E,C,A,184.59390736666944,170.95117487282224,134.83518719781821,D,1
Christian,C,E,D,B,E,C,146.82520093860268,60.680655559413744,41.08966769901839,E,0
Jewish,A,B,E,E,B,E,15.355121123786757,-194.51470339637103,-131.15258878253474,C,0
None,A,E,B,A,E,A,-134.38517014081233,221.79912453384358,-74.51338852507037,B,1
Hindu,C,D,B,C,D,C,63.301453208764215,99.47540049432847,142.44690934271176,A,0
Other,D,A,A,B,C,A,215.92243166649604,11.384270297918848,-60.61181115197489,C,0
Other,C,D,E,A,A,C,36.40338206335264,71.04066595222316,-140.5826703400205,B,0
Other,A,B,D,D,E,A,195.15202986391665,84.36964378548043,25.099051267656176,E,1
Jewish,D,B,B,E,D,C,94.48324764630841,27.83440654470378,-60.10372963105088,E,1
Other,E,E,A,E,D,C,48.080267089312365,57.820195017290786,54.53604640417552,A,1
Jewish,B,A,B,B,B,B,-94.19952490827205,20.33690650309711,-50.99803724264792,E,0
Buddhist,D,B,A,D,D,A,-2.795295035354702,-72.4187132283606,-110.46003542593812,D,1
Hindu,A,D,D,B,C,A,95.60743350667377,-71.43680227564492,-3.1102424139766915,A,0
Buddhist,A,D,A,C,C,E,-50.542409649763464,-62.528044079518075,83.83704899360616,D,0
Other,B,D,B,D,D,C,59.51579862492118,-76.96407816098531,-78.481596140251,B,0
Other,A,B,D,C,B,E,34.18776023008348,47.711530993783924,25.32574168220267,E,0
Hindu,C,C,D,E,B,B,-126.91366800779895,78.99899382621211,12.046829264625496,D,0
Buddhist,E,D,D,A,A,C,163.9223892466283,86.8028494867487,-205.05447894082792,D,0
Christian,D,B,C,B,E,E,-49.41690808371465,-67.74207348964755,-216.0479540420446,E,0
Buddhist,E,B,C,C,A,B,112.91773430716334,-213.2655350209289,228.2887287541306,B,0
Other,E,A,E,B,E,A,26.305203785813823,-123.64634979565024,63.991068062036746,B,0
Buddhist,E,B,E,B,E,A,-120.89399531316576,-182.573419570653,91.3237519430799,D,0
Christian,E,D,C,A,B,C,8.498012010168143,23.352823777034452,-193.1758850732215,B,1
Other,A,C,E,C,E,C,33.11202624752597,-46.03510790399379,92.57139023859573,E,0
