AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
65+,-1.656165677951775,11.117071819170864,E,-18.083317537925424,126.48403932087105,37.58821198309804,8.174870772154213,81.03294677156303,-10.721024994229737,C,C,E,E,0
51-65,185.95129897551615,-21.786350478390453,B,133.68258586123147,42.90966047756019,-4.427820034071283,80.74785751937047,176.09860074498135,-102.37330587480827,B,A,E,C,0
36-50,55.121468475146415,34.28788832228033,D,138.88706153671941,108.65988717043973,-146.10391233232946,47.66701970931812,244.12920302380127,-55.15355588933302,B,D,E,D,0
65+,-167.74900915883762,42.79021660651731,A,0.5579044147339483,-3.452204953074303,31.677727873917288,-86.95977027911267,115.66246051361504,166.0449098693516,B,C,C,B,0
36-50,-109.81179230919733,-30.076606488318667,C,175.05409909380037,-96.60468963797481,29.511868874358278,-44.21031956327104,-63.019726494484296,32.67913277810843,B,E,D,C,1
26-35,28.465011453079804,67.88790191724355,A,-0.6361043496799872,-88.78796799414279,75.10706220761801,-22.796069361183516,6.778456577296171,58.1011600573609,D,C,D,A,0
51-65,-2.3419489639442657,-88.09532152994703,E,72.65758685443892,-7.502881172270988,-104.1746463651331,87.80710756462365,49.93264350754208,-76.0614297357572,A,C,B,E,1
65+,17.85734764747446,6.4428688339324065,B,74.72349957428439,32.91333129417164,77.91214883339822,5.870523057222737,56.510060646072226,178.0232308013723,C,C,C,A,1
18-25,-23.28038550580066,-56.68972915008764,A,-79.76659500967575,-61.48008694898299,70.2686686079239,-154.45203062000238,60.582639141449036,6.228642760373584,C,D,E,E,1
51-65,204.17366664944106,-37.13666424062213,D,-40.0407054276387,6.775349454939801,150.29374322764357,156.18581918841073,-16.860261608541137,-66.94970947483985,C,A,B,A,0
36-50,100.42104190226497,13.146840429861959,A,41.95269027283013,68.10850952694598,61.66253623220683,51.46353108268513,-2.3803191196104314,23.81777941725122,D,C,E,B,1
18-25,36.56387596889267,-262.62708863932176,B,-121.39168103107036,31.530385428288778,-82.01878599536074,123.78472884569811,-128.07155646294248,-20.88753815065844,A,D,B,B,0
26-35,29.081824351603313,-85.1805034468183,E,37.0596997939929,-91.7680926879462,99.92785207646577,-39.334998755205206,120.38980869662734,8.075193204500989,A,B,E,C,1
18-25,-97.78275022039463,138.92973100897052,C,-22.621935803556987,68.03375772033674,-50.364192330627766,-64.79218709626564,141.00346762122027,-40.84878052704563,A,B,E,B,0
65+,-7.457469886608742,-68.93571547234907,C,-90.18630804706916,128.52944608520622,-21.62149327389318,80.61801271280842,201.5637963497192,143.02276452165364,E,B,C,D,1
51-65,-31.6293879325744,128.3061243745187,D,54.74598170057057,-22.06302646696308,-46.377190444235126,124.96812069082215,-63.729704479172064,76.84464711089709,D,C,E,C,1
36-50,86.39504418905756,93.2967004893297,E,98.56018670403823,-39.57513460601311,73.49297256805434,-253.94356198337604,-69.54632011494823,92.52937741590411,A,C,A,B,0
26-35,8.78328874484974,-17.87961489396922,A,88.11335798554913,-6.363600962133385,18.03017598016108,-38.28186988507317,70.48555235049521,-41.769785297771314,E,C,B,B,1
51-65,56.673654760698064,146.14868519348803,C,-25.285240144110873,-83.86234975039778,38.30592857620389,144.6190674080867,130.26760104313246,70.89721538717666,A,C,A,C,1
51-65,-133.3595342807421,111.72096312219611,B,-101.21909794670754,4.532179864729786,-123.08327705610213,-79.15715525350215,88.35176143417343,104.13810386556348,D,C,E,A,0
51-65,76.65582590375455,120.16093267962759,B,22.05859558412054,-67.27822010696445,40.52715543509836,29.978967898058766,24.420719621678757,80.96044336858519,A,D,B,E,0
65+,130.14713135660782,31.38457007014238,C,-43.9525715240292,-12.681378359711074,208.90586790780765,-265.7890156214334,-165.6228257999448,286.3893278483059,A,D,C,B,1
18-25,95.99253217073088,-166.81634104189953,D,90.95024746661974,-36.51201092489455,185.2992080814672,-28.33429142459484,144.49302058408168,44.501061432886445,D,C,A,E,1
18-25,-169.54667348052266,-63.70732263920974,E,68.93607089346646,-52.572184911212595,-138.21314026547935,100.90114345287947,133.73636754732823,-57.71115214437693,C,A,D,C,0
36-50,-162.0864889391363,-89.12615524778586,B,78.62299299077668,-91.02610195895569,27.681021983131078,76.84316072660877,-24.991186972339932,59.53585909387494,A,C,B,B,1
65+,-93.80634903229354,-95.64598726469136,E,-16.177006696945075,36.568951886934755,-48.30397438327875,81.2628602370991,63.43083551848665,-14.842174839371419,A,B,D,C,0
36-50,-90.83073736228889,3.219831571312949,E,54.92278606360126,-46.662942953302505,-80.70504316134199,-174.76309822107535,22.036819388050795,26.840905966246158,D,A,D,B,1
18-25,71.43792660664712,-65.63604370652754,B,-60.52076260509336,137.78801039777215,-29.855183016666647,4.447215208181541,-20.611501604764914,133.97438430403943,A,D,A,C,0
65+,30.566649972107633,-142.28432265499282,B,110.8437530814549,-154.62709361794236,-173.16108120724522,7.505531303045326,209.78856865361038,-39.07105628619006,A,B,D,A,1
65+,66.0721454512135,52.407136348766045,E,47.87731653899942,-62.63722981026698,35.11405790447743,-7.2020086494639965,-124.40865274988317,17.00700015687171,B,A,A,A,1
65+,-61.177453657750725,-33.8184874662133,B,-143.09956676515043,-72.66892152700028,66.71120101053678,-155.6394889875812,1.6031166615032943,-231.54241229095857,A,A,E,B,0
51-65,-5.145883283869804,-32.54793470164988,B,-109.24348515765072,25.853922647369853,85.34320903215792,8.041769974532043,-126.61040980357805,-105.3435142523156,A,B,D,B,0
65+,-121.7135475298495,3.634355873481427,E,-49.613785531501776,-61.25390552380799,-7.404448262109235,20.950514064050616,-176.83922931856097,-106.70858983065807,E,B,C,A,1
65+,33.56739663636205,134.45662852889944,A,-47.35069883278638,-79.41998927330658,4.353973985026915,-5.356185911219802,46.192770107512764,127.57030415657565,B,C,A,C,1
51-65,139.28546611793809,178.67193239352736,A,-1.7272107267287131,-141.19250982671096,47.54119998192266,-23.774473215998064,-12.758448807782521,-24.74757195634761,B,C,B,A,1
65+,-86.11410155148057,-55.00455694634672,E,47.81655909962938,-134.7408713391454,-191.1141051378975,-100.501945752977,16.410281716526445,9.274369171650312,A,D,D,A,1
51-65,-38.6996707960174,-59.31823293497672,C,-23.25977199930274,-162.34895549281194,-77.72210366884983,-73.67743941667139,19.47709863364996,-162.6189021176971,B,C,C,B,1
18-25,38.53012029568596,-138.22258684781715,C,-34.084334882641926,247.32859516742005,-190.6693832518384,-116.7993194708792,25.88480240796652,-59.36439990504475,C,E,A,D,1
18-25,-88.32891256134856,-110.59561567097576,B,-84.55155975223792,-50.588350127247686,60.20851917760254,83.05717948136234,-201.15828361062879,135.37415313771393,B,B,A,E,1
51-65,16.661767400597505,16.608860815728786,B,-115.61017291097535,-24.43395814670968,45.04724226079021,213.39769843059756,-74.95051985015883,13.612250191560927,D,D,B,A,0
26-35,-237.55696786417633,-40.163704310461206,C,91.17723416142898,-3.456900231095742,-43.900617248499444,-18.60358779316903,-56.29849821694051,27.191437569593756,B,E,B,B,0
26-35,113.04657696701605,85.32113504846929,C,-10.721740186947116,-35.0644992552647,101.94742497708276,107.46687588173994,-42.21010442937041,175.18784730186044,B,C,A,D,0
36-50,-61.687191891176816,-201.59677115477757,A,33.06654632080849,-26.1058023704451,-185.70634747579157,128.4210513979457,-119.31542614208368,-52.15490972209571,A,E,C,B,0
51-65,-107.30885319805164,169.4027175459872,B,-150.35508634309517,114.0589072858404,170.09379686851162,-246.75027546640877,-93.5564746421984,49.7765031667912,E,C,C,E,1
26-35,-65.60617405179674,82.8629950683504,A,5.086706384632077,4.291436911608151,-64.65795290929398,257.04097513147775,5.498254933148079,-33.24727499311247,C,D,B,C,1
36-50,54.681902475825375,-21.567195366016996,B,201.9820595942575,-87.80324397109197,-27.1035899233993,171.5399566287339,137.1158847482519,44.00907633757085,C,E,E,B,1
65+,-64.00169666154993,-180.53593079535986,B,-9.475170834668738,-152.11948951897162,-56.1035590015125,77.75100204122855,84.00413685498567,-3.0163073323598697,C,E,A,E,0
65+,-82.76116618748762,37.0933223904076,A,43.89205816557431,-6.030215592793708,19.005904080628,-34.30625455500929,91.60046859045895,207.2393706728456,C,E,E,C,0
36-50,-59.11370400201874,107.53597787491455,E,102.83469666052842,-63.595028227117126,132.62697135417764,172.6125681544169,74.17044146199342,-35.05924266496604,B,D,A,C,1
26-35,-15.633140508465953,-128.3357838376598,E,-102.60882268912641,-34.961379991005394,-13.33167461077521,-3.0738496336064234,-2.5537629974883633,-50.185259426279096,C,E,A,A,1
51-65,220.85096317697014,16.515280859198576,A,37.44460885627058,9.905895246990237,53.153740735098474,-134.4751767920468,134.74892491501055,-56.75703257449732,E,B,B,D,0
65+,-0.050769554854502026,-52.115501882515126,B,-115.56662461833356,-92.52112145394412,-56.472404385837024,121.31981230423541,31.351210253754306,-31.251167974855637,D,D,C,E,1
18-25,-74.63958752512863,-43.86322264640338,B,-49.059180280184826,-85.11389611173709,39.02238709713796,-117.31945020627444,-163.9168028292307,103.52300019965479,E,E,B,D,1
51-65,91.45984489030651,-52.52411229505085,A,82.48440333061728,49.104318368671215,-100.72046826885548,12.148705222297638,104.29207039121322,-164.15447712065068,B,D,E,E,0
36-50,-153.13161711447347,46.05652122939595,D,65.44255370535956,8.750097088549493,10.886759217607711,-47.33475940295002,59.33242634985486,-46.905390518649554,D,C,C,B,0
51-65,-144.59888327475426,-177.44704627316915,D,103.68996691762118,17.27018701409415,173.4354992289957,-27.209836573642303,-96.99779287452394,39.56117236736488,D,E,C,A,0
26-35,104.9403489125319,58.841107859662664,E,37.35797229004537,17.03994828211793,151.19155349290477,-119.16498147071277,0.8776061567082827,25.495127375933933,E,C,A,C,0
65+,11.060732666578508,-75.67143851282316,D,15.013841715525766,12.284948812186746,105.53021857839423,-43.83494145753086,-63.76658345096009,117.77079299880803,B,D,A,D,1
51-65,-9.006893830499092,99.37305799437122,D,-138.548834454671,8.236277986448155,313.41458937690214,180.53527390713435,58.22047461511222,93.02488908608319,D,B,E,A,1
65+,-71.56527181973438,-108.79526483056775,E,-16.77615231499633,-84.8521308254995,4.6919512438253275,72.82325187209328,228.5984334517137,110.62350245390185,D,A,A,C,1
26-35,-123.19453292968933,122.06178541974437,C,-209.08509758731614,-37.63001113894395,-72.44433491772895,52.517868147702394,137.0561666185838,-5.0082141832592555,E,A,E,B,1
26-35,-7.034531774777035,-84.81213341639156,A,-251.16576057730234,-88.48361687184867,142.62907216267766,39.14176879181193,104.01312374885596,-117.85806779640518,E,B,C,A,0
65+,48.47655640596052,119.64051811469983,D,104.42064577189618,-90.93182872763286,76.58435258685523,-19.7650945272099,-7.3430685457047336,-148.17505708515597,B,B,C,C,1
26-35,-148.0370888691879,30.633575495100825,E,123.7866423919304,-31.086412165950268,-20.614078792173903,-9.096929503700144,-181.48230740314133,-154.3274794465606,C,B,D,E,0
51-65,-39.35357588082814,180.14876509566454,D,46.29326694331057,-37.35207908824991,155.6698355473775,-9.897124443690812,52.164534181442654,-132.56154844769085,C,B,B,B,1
18-25,-7.553816532521138,-83.39750047246142,C,-62.16498857079182,-44.076414760486536,239.71220118462634,119.24475781639616,-137.5647137844576,69.50191463882753,D,A,A,C,0
26-35,62.78909036604902,-155.09232466053652,E,-48.83776887893525,32.48730275826555,36.942470702965714,20.972649324360667,3.017149425355577,-68.83943148911729,C,B,D,D,0
36-50,73.20636464652843,6.1434045560780906,D,-26.70130059263026,132.92400465954447,152.33656449258802,60.25101778386409,14.29934009347721,-191.83129041279437,C,D,C,A,1
18-25,-99.20865056058585,-25.09238086770668,E,-22.70195043368487,-151.33767537335544,51.61317932867525,143.0495338860411,-150.15161203811653,-89.31841547802816,B,C,C,D,0
65+,-46.76960829004875,-95.31502695966023,A,29.37202870005881,-21.051722811390235,102.66590299734924,-79.91658128679165,150.2411132052751,18.594452051632132,A,C,E,E,0
18-25,122.33044573284559,94.07752227749478,C,7.304294812084916,72.73689275204956,-25.49857363277681,-38.23134459524567,118.73497071074249,-87.95810318363539,D,B,C,B,0
26-35,67.32496843850964,-23.994989405997817,B,-88.10481460690154,-18.367137096371888,34.69048392236679,127.79688109521541,53.42299301642647,67.00136509597854,D,E,C,D,0
36-50,30.66922988925545,61.420319560131944,A,-87.17461294910824,-114.52849356030765,-95.61095405720775,13.716244630032753,10.36112149493939,144.7133139380784,C,A,E,C,1
65+,-78.78323104193647,71.44466266756503,B,8.59991288936859,-211.6216187941469,234.56968405036145,-96.30446373711729,63.18313730502892,47.267018758873945,A,A,C,E,0
18-25,-89.95772599706167,-132.5299385039903,D,113.45360427337374,-24.37390183037835,9.164233716429166,93.63695313175533,81.63924472867646,-112.51856554700097,D,A,A,E,1
26-35,236.16504286289702,8.367819363947255,D,25.38663961542906,14.970055578370028,-6.102675208159222,-120.3274929618201,-107.23918913849037,-95.31848256653896,C,C,C,A,0
65+,38.235748591423715,19.258118876197116,A,52.99655821981779,-172.23747618155073,188.1374361823457,13.244056042099464,-116.64009012989173,196.21414033084804,C,D,C,E,1
26-35,10.4035154341177,16.522302865038885,B,68.29567812422303,103.83869562813813,56.51147556507118,-143.61708536007453,-40.691557436149786,11.703682181201259,B,A,C,B,1
36-50,-49.953263310791776,85.00297539163975,C,28.481910068431905,55.52712003652931,-97.66543414746661,-76.51535079222799,96.51406554808288,-136.97374901961464,C,C,D,C,0
65+,-136.91810341459592,2.778084961036319,B,27.536101474601022,100.0307804614111,67.83726155882988,41.864336283321364,-0.41034491762842673,-161.93665922409104,A,A,E,C,0
51-65,-82.46969503260168,90.65035653157616,D,-108.289148211445,-98.27147866809788,26.58708999739507,63.11086868039031,-67.18092660739687,143.04566538593048,E,D,C,D,0
36-50,139.3318229086788,40.84861367460983,B,76.88457085618298,-36.9307354486887,78.40771040239427,-55.90060289614639,-31.556615057038538,56.51221308364639,A,C,E,E,0
51-65,53.416387882036375,-2.7905983909220797,D,-42.13615346958306,-127.19013437629845,135.0314433243404,-115.54179802769404,-212.00993143591361,-5.822780653594725,A,E,B,C,0
26-35,-99.73649228633414,-203.34331671910695,E,3.185236080211884,189.0992962276659,-148.26673486257732,-2.9023377488639346,-134.4840734633254,-36.945078142603045,D,E,E,C,0
26-35,-2.4783318367803453,106.02644930923428,E,-56.112884730193855,23.16838003459895,-94.43299796790328,-127.92417626965202,-5.369195472996606,18.05387759670522,B,A,D,C,0
51-65,122.12652320644801,-85.26688682128179,E,30.403355400417137,-52.18560171717165,232.7751935036209,146.2179587235127,0.32865780969710096,-16.75983714326242,E,B,D,D,0
51-65,-24.61906803132684,62.37215071509687,E,15.76523651508368,82.4936597875576,111.12396571169197,-80.5777175358774,-138.23330862312167,-41.34990057374498,D,B,B,D,1
26-35,14.907220690107994,65.507484915062,A,-61.807614453023085,77.14647474755935,152.3514101571514,-29.84222066353523,-83.75149331748129,-7.093346183698876,B,E,A,B,0
18-25,147.22076591817367,-196.7990745359753,E,127.9788688970646,44.04410855580384,-81.8604878331631,84.46860898708456,-38.6174735652954,-56.79372820686914,B,C,C,E,1
26-35,-57.46265284394922,-16.045919817893964,A,18.014547240552513,-7.75694576235402,-63.900542446574285,-15.847748032645207,148.49902931385407,102.2139962393322,D,B,C,D,1
36-50,33.63723942839551,136.639890992578,D,-50.34855903949418,-14.292655382929945,-174.09769128233324,-162.44559995344724,-38.34940787667297,30.415996820872632,C,C,D,C,0
26-35,123.08563156903422,-65.8305777827234,A,-75.65398872965487,-78.17251257277968,-20.889066575914605,-5.0348995640143475,-152.04045953986295,70.84640935646674,A,B,A,B,1
36-50,47.44079529326788,49.81656435470835,E,8.733177969088752,-22.314009728079704,-15.142031182392316,148.59414652016366,216.53691485077658,-116.55626532829415,D,A,C,C,1
18-25,-18.275726775869465,-181.78316266660545,C,-155.22287835864825,53.95307704154292,-40.160995524778365,65.97716263615267,-72.13702422013527,8.198553422807402,E,E,B,B,0
18-25,208.71067747301754,195.9596236419278,D,-12.847501840892361,50.54897306383077,-127.48345530044203,14.397818214298821,122.18136733519205,38.22676286943532,D,C,E,E,0
36-50,-82.3274899785271,-18.417286056626477,C,-90.02550150826588,70.53293601772546,19.614148365284755,-14.415374590128549,314.0916295873622,-3.1555715277171705,A,A,C,C,1
51-65,57.5273976202075,144.5484249428845,D,22.317427300359036,42.45249530459606,73.39423647690558,12.072749979856056,-85.59710928527885,10.399936055223202,D,E,B,D,0
18-25,12.523982762658243,-20.48737138093566,C,-110.87860837362695,67.22338033191942,27.403787307992744,-242.2307483607347,-162.0525413683735,141.9596657278289,B,D,C,A,1
51-65,41.682192654356506,84.56744322449872,B,11.364180030267576,-32.966502564103514,-89.77818374624574,59.36942777975322,170.98632543696021,138.49428175809942,D,B,D,E,0
51-65,-3.7157095920488445,9.684507810288299,B,82.90610847552973,-3.480364917210176,-9.658591887121963,-87.00582512114691,31.19972772516896,234.37531924549467,C,B,C,D,0
36-50,113.9216642264079,-7.962748539865207,D,34.032377626654274,-102.91555178660975,161.75753950103535,143.53418987509144,-223.51662459182356,-55.00300454857472,B,E,E,C,0
51-65,-34.54679748156266,252.5625031422425,D,93.49614760231873,-70.44821364103345,46.70932854274664,-165.86810294412626,-23.712374368346953,-7.045015504599235,A,B,A,A,1
36-50,72.11266665617411,-70.83933155281544,C,38.11222278859645,-54.975844827311626,30.571711176623417,-27.832901788519194,90.09834365481643,-106.30854617354674,D,A,D,E,1
36-50,-63.44418669385502,76.94659600148186,A,60.70018739913006,-68.2023158751029,-130.85378312401616,50.18918072107081,-22.836205329810856,-108.28152275771062,B,E,A,C,1
51-65,-254.10595689476304,32.854240741062064,D,4.224605109153445,-204.6976171388357,-68.9929285172997,74.91080300805525,122.82841881461704,-42.19259587057497,C,D,E,C,0
26-35,-24.992529723000743,-12.688047418359885,B,25.657826093100454,-17.002042609356597,198.71779440930155,132.09808969404193,-58.091367879983125,-68.78416572781731,B,D,D,C,1
26-35,63.92926048367429,-117.3463802835962,B,54.04184156698935,7.981663890802018,-119.47394368335893,57.12022685751526,63.43673403974548,171.9587852528373,C,D,A,A,1
18-25,-31.060487744388688,201.3597033787458,D,125.7435512840819,-182.4710998217595,29.90315767956162,122.90766319143202,-0.40122586282722816,-82.32656380106032,C,E,D,C,0
18-25,-6.592714046457565,-1.8796705206717061,B,133.01282184458518,131.6968821861208,127.61944800819371,116.88215062344997,-26.988861504367524,50.408769012169074,C,E,E,E,1
51-65,-55.6353553859708,32.16173768774088,E,5.267158902941187,-110.32342633031998,50.44120412792784,-107.29369985592857,63.78182128567788,-137.3975930930807,D,C,C,C,0
26-35,86.73955791129903,112.57642960985157,B,146.4550179882907,-12.075837021792731,-21.61300170287452,-67.53456212954393,-82.05450300206567,-0.8173516688751828,A,B,A,A,0
36-50,54.49525597703126,-5.394708870839279,E,-40.15814210503005,-23.859108610625096,0.9506233363858825,-20.45829754969048,192.73877033077378,73.27953648762985,C,A,B,D,1
26-35,-96.80048362426135,50.13232241061214,C,-110.03655152526177,-61.677351423733164,-83.51329855619223,-23.973932879033345,162.67753669057882,144.53027903341152,D,C,E,D,1
18-25,-246.16501654026285,148.32198246346616,A,10.02765893669236,24.464018021635486,-12.97974424081619,-87.99360683714058,59.937293000352184,94.8525442503226,B,D,A,B,0
65+,84.96827010895089,7.643439606498542,C,-167.19644424375338,-4.753318414591944,-85.98639449280736,93.28547543723936,-131.2777878191707,156.25878807488667,D,B,C,B,1
51-65,-77.34785833460705,-34.598276905516755,B,-60.77991000879466,-84.51153113677631,42.37541844767551,-150.08945160841657,8.624988481599878,-112.59850461362487,E,A,A,D,0
65+,-43.9654801471471,-37.860895033814685,D,73.27510785816213,-66.89596718254438,-51.26499005609121,13.024214740636527,-44.80265558412938,1.0742792116678002,E,E,C,B,0
51-65,154.40377281259128,142.1439347554843,A,85.48995433184395,-48.44591853199696,-165.96657991204023,-34.96448335230396,-52.447243481619324,-205.0624879534151,A,C,A,B,1
26-35,-106.04454098132543,-110.45323336991217,D,132.3502717649944,-133.64079415434668,58.38632116250126,2.4273952141904176,-106.07703371527349,81.8503854219975,A,C,A,A,0
65+,-176.77212252191893,-17.560244848315858,D,167.9719033206907,270.59898994431836,-57.32879238633619,-51.45709640490818,73.74798278033744,-236.87611819087877,E,E,E,B,1
18-25,28.562631599547768,-53.48412324396526,C,81.81299414410074,-144.49739251599271,130.40480970306996,-5.7920951624049435,-57.33273063389046,-84.97940229131653,D,A,A,E,0
51-65,-62.871898121356516,-18.646987712087732,A,133.4249040408726,106.94239357074945,8.705052040591152,74.12455517389105,140.67332039215395,-208.2312524972286,E,E,A,A,0
65+,52.62725086092568,69.08066649843421,B,-124.8910452432628,50.508031250747074,84.90013751349036,25.880475143419563,-58.32717609336119,-142.10869801004108,D,A,E,B,0
65+,-148.02032983957395,7.849195405137159,A,-88.37833918204832,-113.07499790012454,171.2079911113833,-9.158151853282643,-60.29640522193037,73.94503344100379,A,B,C,D,1
26-35,46.124832064783604,232.39160112564875,E,-26.12535857585835,119.20960094406772,119.92083897516123,130.10886849979912,26.829274835537902,-33.67092074405685,D,E,B,E,0
36-50,-60.83008531064541,45.326100481456685,C,-260.8365122802834,-84.03984539447733,54.89901655917643,-26.675772982280094,-157.38656935377847,82.59585528855393,C,D,A,B,0
18-25,-42.50122862009832,-92.95865853071685,B,-31.24445328106105,-30.70958888898026,129.0436881323604,116.36314801976636,94.74095315098603,-153.61071578679056,B,A,C,A,0
18-25,-6.1231430028635385,-75.7324251419346,A,51.03127361162685,-62.66498903298524,-291.6110257067116,73.91362324023876,-272.3489735707045,-55.22577082008827,E,C,A,B,0
65+,-136.43440453077145,304.99749292072534,D,-88.91914043268916,18.089336694310752,-34.12223870718815,38.055882843256164,129.27418404258322,1.4956351837876816,E,A,D,A,0
65+,105.53831255076656,-54.29232339621494,E,77.39390571124343,-87.41948378888428,-28.540332594349536,4.911962202264713,-142.94709827372353,-28.88980996855327,D,C,E,A,1
36-50,11.846575635482555,45.12173867883577,A,-90.10682461559183,39.96035167918148,-126.32808212816316,-100.23120896538005,59.98570567700887,-27.346029919599207,A,B,B,D,1
51-65,51.84500864205353,52.357694705998256,E,20.99494157830656,95.76981844747827,282.4607145638594,31.647233948434224,132.46960479451667,-106.93413109907242,B,B,C,D,1
18-25,20.12818871540879,-55.239258255859745,A,-21.552376723988832,11.665651178039042,-5.586050344339695,8.11437863042482,79.67456440215298,236.97764242431575,C,E,E,B,1
51-65,-3.895347181233914,15.35221925368773,C,2.4740565026577976,-118.0879205444859,-115.16143097282232,171.9119837539595,-44.27257425890554,-29.45777210629045,A,D,E,D,0
18-25,6.19829253963158,-193.26372155044788,C,165.427409388048,-83.19374759041534,-8.180799232690038,-141.89769989011697,139.97108018363497,-187.93453224133722,A,D,D,D,0
51-65,63.587918086229735,79.78542180400969,C,111.75918082459901,-93.67915998340196,97.94132216108116,67.92317139246654,-31.20878953869167,-10.07009927059852,B,A,C,B,0
51-65,-17.504546588617895,32.28778861374304,D,-51.06553089611542,-63.750168097164185,89.08927815488752,-56.485744748613676,43.473310796543316,4.830064764457803,A,B,E,C,1
18-25,14.371625120658091,-122.25848964746817,B,39.892701762618906,-15.112677532386797,117.26154759648976,-126.97745290814319,26.391286441397554,148.76406060741257,B,B,C,C,1
36-50,78.17773871061007,-2.332023773670081,D,-132.4241046606841,52.54715428879041,84.2969290891485,-96.97452304743823,82.56957885622876,75.02153788176658,B,A,D,E,1
18-25,43.02126513278418,-90.2171048858836,A,79.0961230750743,27.353291683193547,232.0053772611891,69.9040131177526,-73.46914848622002,-26.911840957129936,D,B,C,E,1
36-50,-135.05142238794943,6.21673834222054,C,182.91013340301168,156.16737807018535,15.400251759030715,82.54644887328784,-26.326542051215963,-44.98740434002651,B,A,E,C,1
51-65,72.17005546874869,-75.40402480499915,E,114.2794038219113,53.73941860840618,111.72344766523415,-183.76512394258108,65.17548299527634,-46.3318699089651,A,C,A,A,0
26-35,-50.173645567194534,91.82067249762446,C,-145.68583562369975,-28.849608399296713,221.9387284266102,-82.42727176345514,147.64494311406705,-12.958803836623684,D,A,D,A,1
18-25,85.52385639383233,-10.724253693775399,E,36.224402328021824,103.26141933660737,-4.790965696474453,186.3790999908747,75.46917377249859,100.81463481335827,D,A,A,A,0
65+,-76.99464432695994,10.186347730820971,C,47.92783334749088,78.07097874045387,-150.74328782674942,-89.10880529690539,146.40670258334788,-113.81752716474607,D,E,E,A,0
51-65,-65.59441139236407,-27.742454908749014,E,-108.81409340336694,-37.27309349667535,-257.4622267539581,-125.96115163614002,13.341089328344175,4.582655362755786,B,B,D,D,0
51-65,130.81546257071898,101.39572243560045,E,50.6258952573011,148.3425833496237,22.800272788785698,206.3165529203671,136.20747297899604,-49.89654765079941,B,D,C,E,1
26-35,-103.04751084035063,38.92643936822143,A,68.2669651745164,-13.868351625032052,54.76362703967165,-22.81544100240164,33.26834638147646,2.931561752535008,C,E,B,C,0
51-65,10.457145087813606,95.49829488931584,C,-11.886183003139907,140.2443854995656,-70.48865388850564,53.69438725420307,140.89161321983838,88.33172491494118,C,D,A,B,0
51-65,-58.9649620288511,-109.23814802131714,C,6.541187252474638,37.69190305652741,97.57396419446407,-43.60233422657993,83.03682169859249,111.76044671189452,D,A,A,C,0
26-35,20.666216994377425,-113.30993048413787,C,27.92539280329495,82.397706966542,-132.08811004791548,73.4625859640375,-11.942379765625514,-184.12117083211007,B,C,A,D,0
65+,-297.5332921625663,20.42828948619278,A,-62.50588137169996,46.059555806533844,-166.7704189310507,-138.3448863748172,-77.43645996989383,-97.29276927569369,E,C,D,D,1
65+,-72.35556160052401,233.17421326739924,A,12.280509514810904,-147.62470850931365,138.59569751827038,-48.47884674510508,-213.55031299375617,113.6900381386888,A,C,E,A,1
18-25,86.15767274795138,-6.008191978194885,D,113.82164376915658,-21.076324365856834,-12.997724861941206,-126.9686698656109,-136.04687536599408,2.766960704871779,D,A,A,B,1
51-65,184.27474166362862,193.77281906155068,C,157.9900124586687,13.415290131853611,-14.244574280241803,181.0281734335869,150.6989995756449,-20.195576151003564,A,E,C,D,1
36-50,-69.4509457975973,117.00585272863518,A,38.96280376331991,147.93712154142176,61.38689909327416,99.14901825631269,41.62129535160498,-66.99945055480433,C,D,A,A,1
51-65,-113.74213073189397,151.518701587962,C,-129.8784540496694,128.85262429656285,137.681240002777,-127.1319276388658,-46.06542009094623,28.422845122432804,C,E,B,A,1
65+,205.0586308129039,-71.37757054848738,B,59.54512964196829,45.923357015736435,76.35876046990762,-100.91546766973572,-41.787405706541136,-176.3994472689465,B,D,C,D,0
51-65,20.372498092994665,-62.283896154104156,B,26.853154256279204,68.53512584795958,270.72515448844877,-29.18121113124354,-26.20722132511673,-161.90954780867366,C,C,B,E,1
51-65,28.078256075856345,153.10589625841857,A,-96.73869304955835,48.186741692808646,19.952907451738135,28.68019649292743,-71.46461482005103,65.9792763424509,E,E,D,B,1
26-35,-64.07511708608203,-14.226593830131199,E,152.2731911845181,-59.467106944868995,-69.848152715264,-158.55782094814285,113.27498925749116,45.811254475920144,D,E,E,A,0
65+,-28.252201375616377,-17.36255165960835,C,122.08401487341006,-31.689626099425343,-51.39348596348251,27.093360930734097,-45.476231890656976,274.33236856333315,C,C,B,B,0
36-50,130.2875281689685,92.30587736696133,D,180.2196397631672,20.27767096118049,-199.39819460189022,-158.04767731267694,-30.47660110923752,-71.10323011385285,C,E,D,D,0
18-25,-215.94990420635028,-177.21541487641866,D,-151.96891282905702,115.15618532508658,56.419580886613595,118.55393626808828,-203.58701236356626,-34.64041207036664,E,A,D,E,0
36-50,137.55442247955122,-56.84077016365931,A,145.7727825902407,14.674860134801976,-110.19121409207915,-0.9843176105356297,91.92395687762878,-80.03488990209048,B,A,D,C,1
65+,-77.46179471902983,-105.44400681714838,B,-123.3982858479506,2.490342854606436,-58.185884941700884,162.04825526461136,-241.66844660403385,128.70157140496664,A,B,C,E,1
