Veteran,Religion,age,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,Hindu,52,Divorced,-11.948440539207123,222.0183878637672,7.760883577204187,E,-7.1327807933224,E,B,-59.84073595598801,169.58419713161058,110.11768325413213,0.8823142494596613,75.99660260625551,25.880338601014124,D,135.62739959366823,-55.90534484287755,0
Veteran,Buddhist,79,Divorced,126.17654188014727,-54.5837315712072,87.81606071091802,E,38.71689897416463,E,E,-52.87731646327285,51.158930119583346,102.002032211637,102.81047303442385,63.63533395796212,169.5672799923216,C,-42.025606536043504,46.75063383804662,1
Veteran,Muslim,26,Divorced,33.77598553346712,-122.5150660344778,-32.92003372742129,C,27.90370939046063,D,B,75.08048196380733,78.26030751907872,305.5654804289223,-163.07837020730875,84.50629172071062,127.82006565501838,B,32.463882974735,-43.03171407605054,0
No,Buddhist,40,Widowed,-144.24065777045126,-73.68083901621884,-200.43738972365279,B,-13.379857130189382,E,C,27.647129122446245,-87.59092137528343,87.18359564917068,-196.81472787555512,-244.07906608113672,15.468510059922572,A,-63.83560232133561,-71.1879039587314,0
No,None,45,Single,189.9891685356884,-114.80841041891907,-57.36038375266983,B,-12.229326830633308,E,A,-44.12810474752643,-96.11351018178684,116.34488189244105,41.64247007756089,38.570500294564965,22.143805555209816,D,-58.24004010574453,-61.20499255812608,0
No,Buddhist,62,Married,110.82838306628639,31.659189643591755,126.44020642210609,D,17.468810332742095,B,E,166.72930520361953,34.07178719001597,67.23704944261155,-107.29104338335608,-120.33769333560225,56.96542422910166,D,-144.45019805025925,28.878346594166594,0
Veteran,Other,54,Married,-95.97666606577883,-17.456479794173323,21.854415887286635,E,-201.63290066486184,A,D,-72.38216826717228,-70.83276143443608,97.98701872903858,-29.57292533652375,132.87738036838488,37.68948465477723,A,118.9369676579841,-29.601331783320784,0
Non-Veteran,Other,28,Single,-20.19390670506694,40.170314157430646,-133.69118601198704,C,76.0529758309685,E,A,201.0609568224019,-153.28841968128404,170.05093756202078,57.634539650711204,-23.518024872055754,-5.968788099556924,A,-184.3585944879102,-160.64412722072342,1
No,Muslim,76,Divorced,81.98838780668645,111.19272354094578,34.92096414773618,C,15.335767211814344,C,C,228.94598183117907,-91.2644700397827,-146.61973039150564,-103.7321653380882,186.31799830167796,8.104771096413838,D,-42.3420747367981,215.03006467071216,1
No,Christian,56,Widowed,160.34459623756072,58.05667915936389,131.4409782844541,A,-143.36146695558983,A,C,-58.03475153403366,-142.79533925449635,-106.33185680703374,33.82739103550299,10.977842303440548,-104.20912012138193,D,60.74886599003165,-128.71749387633838,0
Non-Veteran,Other,56,Divorced,58.5655214165826,-2.4845941430182568,-23.992601817432202,D,227.02591817320786,B,C,-124.29426582662144,22.723541503840604,-37.70144843727501,-46.759679126552676,103.80640813886058,45.760061803135976,D,134.04497519118493,108.52278941603927,0
Yes,None,70,Divorced,-65.47666490525462,-76.64491299417182,174.95213942326083,A,46.3592966605208,A,D,250.62489727572577,110.31573491692211,-50.72720645175964,-132.83674389634385,13.676689131513342,-9.742137442964284,C,-1.8280011565455507,187.40166742745848,1
Veteran,Muslim,32,Married,-165.09087913546955,-23.359232550832246,-44.4376741787388,E,10.642877470175058,C,D,1.9848214740770778,35.10148602531552,-59.2907826535506,-54.9885281921352,185.91031877531822,88.04109740448509,C,-78.18916925621174,149.88208092498326,1
Veteran,Muslim,64,Single,65.78316503093,-143.36681349420832,-36.50074108217197,B,62.760596552535674,E,A,-183.28235229726548,121.15888181660152,-107.16390369011617,41.44447916590928,136.28644555517917,-80.2153151412164,E,-38.3445558266173,84.31244650574912,0
Yes,Muslim,54,Widowed,-233.91792194389836,-76.44829015379177,86.99220109742775,C,-215.3711498440489,C,C,94.91026817186838,4.493819841253173,-145.49226108612564,-78.71505287837046,-51.21110633742615,-69.07565392880566,C,74.8457472209275,125.71265922209469,1
Non-Veteran,Other,41,Widowed,-180.83895225682525,-95.3237518715754,67.24807182825533,D,57.85125135748348,E,D,-25.823149112276784,-75.1912173205106,-91.18613632243454,30.118572236721675,72.10745534172001,-17.67550691529198,B,36.05550380852483,205.1821083466428,1
Yes,Christian,32,Married,-72.67231765617088,82.4514836944361,17.62642521137849,B,-32.24105956250256,A,B,-82.96804816533711,-56.88567445202973,-89.99330053414357,107.51745590264935,215.77056553361763,-97.4397910163962,D,107.68346647147129,10.830574087783187,0
Yes,Buddhist,23,Widowed,65.27864619738082,-148.95613387374593,1.2894268522506154,A,138.33678942960094,A,B,87.35657463476663,-1.1012916465888514,-165.02342137736156,-301.88073737240927,-41.928655948297305,36.60530125157927,A,-153.61099688024734,4.994765264647344,0
Non-Veteran,Other,63,Divorced,193.06924983870516,-90.8373817987635,-142.80798768312167,B,75.96056761479944,C,E,-23.732533579463727,9.688031453633391,108.72390610065055,56.141915470653444,120.97792056454662,12.147911787786061,D,131.76373792291696,-102.77487200240041,1
No,Hindu,33,Widowed,67.6312879359602,-110.93629053433283,87.73688041367961,E,-64.76856144580127,B,D,-15.243505763132198,-63.18931235015518,-168.57079618408028,-54.89073346431878,4.359489950147035,32.208024917009794,E,-20.083442197698766,-6.781416488781407,1
Yes,Jewish,21,Single,-61.16652609169706,-72.75135690729593,16.04619666716079,B,47.385923304246155,A,B,24.059480085914075,52.95897599909167,144.39211161913576,95.34044816809887,223.77817142705817,238.30476394198547,D,18.148263639230983,79.11397629754472,1
Veteran,Jewish,72,Single,-181.35288230470502,76.2837396729865,48.12131117367059,B,-15.659288708755914,E,A,-19.792602511104963,20.299446364874807,-55.98681949626395,-139.19308794804027,4.626522589878707,83.08123655132856,E,-32.08968404151112,235.36713291733258,0
Yes,Other,50,Divorced,-120.97104168833164,-11.262296345547037,26.966015588205323,C,6.4076614458032255,D,D,-9.263447064891436,-34.379851221866346,82.12860225473689,117.71198643304366,44.04062271925191,68.74745466408869,D,-15.628086633981267,-20.188684777900033,0
Veteran,Muslim,76,Single,-19.18169064440914,-66.38330538422247,-39.93555913519817,C,38.20174679674356,B,B,109.63154389471637,-12.38002132213852,-37.14771362560149,156.20778891371535,101.08780387740065,-60.20225887883193,B,79.26014514606844,-164.68797332921002,1
Veteran,Hindu,74,Married,-90.36035248785001,7.715907448544821,56.208072453938264,C,-85.99167540274017,E,A,-115.26366945312306,-55.99541261006659,140.39459270864182,145.71323409171328,-111.85629852729673,-87.7461733453302,A,130.91865748591437,-119.35672456075905,0
Non-Veteran,None,33,Single,-46.98204769518875,-64.0179460175495,-84.40582351553589,E,80.78351282087021,B,E,-50.914421831183546,-178.5542676529155,145.5712621143632,-160.9609137621413,-86.33680479353121,-23.602334138029914,A,38.55977183474161,-109.80095549101591,0
Veteran,Jewish,75,Married,40.89944413274931,163.790681282475,269.4199682013697,C,-51.55078753433497,B,A,52.510179798192866,-93.08392776614214,-7.740845094271763,83.6866767784197,1.574868300689117,-136.79772602242713,D,19.755529414331864,63.24520163523238,0
Non-Veteran,Other,33,Divorced,176.02439642483367,-7.820604442647048,74.76698451006689,A,-23.79246706692422,B,E,14.50950056870271,159.35190936003278,146.75623160735083,109.10728191342409,-6.38123592503629,-41.364807179177085,A,58.8781346989148,79.16658140307804,1
Non-Veteran,None,36,Married,98.79993456177945,-8.830387281746589,153.54526857048927,A,170.58487253662486,B,C,51.387369614584955,-25.056526879527723,-174.78863974229623,-103.47527421340426,-165.01158018684183,-10.723034970522182,C,89.64815522586397,-54.06117644915137,0
Yes,None,46,Divorced,-130.34896516833496,22.760608237016267,-32.579692313830115,B,28.523283264175316,E,E,118.00478990122497,-79.39913445340778,-20.418208656910572,57.154084518264526,-96.08102098003727,-50.46769317224212,D,-118.3608577644546,28.945003896441225,0
Veteran,Christian,51,Single,-107.9808146622957,-150.3017356739986,182.86280258346838,B,-165.19706203064047,B,D,-30.01317835249579,57.77853174948559,-86.23735634661978,-130.09958781621344,1.2394612785637298,52.97415154604563,A,92.63134728060312,-3.8870666319360057,0
No,Other,63,Married,221.75653166370645,-72.59262291305136,177.2637005018001,E,109.3697541748975,B,A,-135.20583518708088,77.83170787383959,-1.7480788386700696,-54.0109433667225,117.62556252891076,148.80102903216016,D,-44.176242582509424,-51.474203434552834,0
Non-Veteran,Buddhist,62,Single,-51.2354316123888,224.9266410161333,-16.705103951997533,B,57.6802731854988,C,C,78.4886141382449,-19.24956488015991,28.950519220960885,-105.28454206540714,22.634948402035995,-4.974807254929098,A,37.382316274551115,-49.89425700202095,0
Non-Veteran,Muslim,53,Married,243.58164654313387,-165.0213893152059,71.62245529668228,D,-144.37068382206232,D,E,-23.145197632759576,-60.31106059756899,-58.73702647267509,-65.96652178991536,-30.136514105493355,37.949437518227356,D,-15.411287696024026,8.433803856799255,1
Yes,Christian,74,Divorced,5.722356896052733,-31.025777637256468,161.26149989524114,C,48.18351584401173,A,C,16.7237099949098,-0.6645195881456253,87.54834580687499,112.72843298401294,-56.18620073143047,1.3898605382905924,B,24.532851642930016,-8.735127319940945,1
No,Buddhist,32,Married,-41.62145892236463,17.533413501118506,80.44486206901743,C,94.6415787948868,B,B,8.82253914190226,-11.255058140426792,-130.32671029528396,-15.351099298222925,11.99524679923567,-65.87722075812037,E,54.71939388897965,-94.54978120441365,0
Yes,Hindu,63,Divorced,22.395034190567404,-143.4908445174765,-7.151077401223191,E,-82.37972919919667,E,A,160.78411479049612,-95.14768753252754,154.08016619292695,20.38388043589369,-234.86643745284547,99.23800649476689,E,12.047005190162697,56.86861575905569,0
Veteran,Other,20,Married,-16.966520833094204,96.83299432384644,-66.30677529169984,D,-83.88602066601366,B,E,96.70679985281389,100.73328897741057,127.69609184090965,-14.35780202066281,81.98567575418011,-26.129039476005687,E,49.50809438249154,48.36443239228829,0
No,Christian,36,Married,38.09659695365588,27.333836718446143,-52.75162191728789,E,-103.85553056720904,E,E,133.06557802036312,0.4718455017796043,-7.752331502056274,151.1143847175087,19.484499758885008,60.73707423992919,E,-212.3887222860186,-55.220738170665754,0
Veteran,None,53,Divorced,56.596707982100945,-70.50482803898134,-114.84034604597306,B,154.95146755498922,E,A,-74.90811188940751,-129.41127290670033,-101.2436408102247,-89.68183748743097,9.24013966969493,143.0552339274533,E,-11.246394910966467,131.6619065972066,1
Veteran,Jewish,56,Widowed,7.540552916425643,-27.489203231237923,5.809835020936304,E,73.0901315687954,E,B,-25.555267361465834,-75.54650054370788,-36.909537129867545,-133.31796370320617,128.7260722976729,-126.41012724831633,E,-83.94742563955828,200.52389511936912,1
Non-Veteran,Buddhist,34,Widowed,-14.44561145584512,86.21322137306858,41.56165813910017,D,-108.64447586708464,A,C,-179.83172133217332,65.73624177318156,5.726001523681783,211.79591569576354,-53.34746281834478,-13.309459331037468,B,19.91512362376054,-171.8366105752246,1
Yes,Other,60,Single,29.680018716634365,-135.66675411694712,-32.833064923050316,D,74.41894924067249,E,B,16.003009578717872,-27.065506434845844,161.94667491456252,123.24987848763548,22.34569998046905,-9.877731127331279,E,27.09792470029082,-85.66655241515816,1
Veteran,Christian,77,Divorced,-17.841680533967764,81.95572508823365,-21.82529368392198,C,157.55450886530718,B,A,-149.87872146989184,72.30398735291226,-30.921343996251373,162.84450405155522,-92.00592851559666,6.723208383079816,E,-16.709756523436223,-73.31871053996349,0
Non-Veteran,Jewish,57,Married,56.1127889572188,7.217780523157338,-22.082355830181278,B,-106.60994986256067,C,A,-85.72252087973055,141.8161420948441,-38.494604638330784,-108.5160723836806,-50.85043869632189,55.140606825712524,A,231.53344333630565,26.81733719877939,0
Veteran,Hindu,43,Widowed,-9.099825468701571,17.858209592017666,-53.00124069374787,A,-14.923081226400534,C,C,-37.930080840790396,-11.744111128234126,-69.87559433384895,7.779550288038662,46.15265563460016,-2.685050592744094,B,12.674890806219679,62.33711413098328,1
Veteran,Hindu,68,Married,-8.664624419933878,-82.413286046818,328.10067671773453,D,43.80771174268846,D,C,85.74312212801594,31.259990936319902,24.382278004027512,72.48939413606794,-13.825074226167839,-41.812504907600456,B,-82.83021351869351,-162.5596755281981,0
Yes,Other,18,Widowed,12.545460276801283,4.337850046125688,51.36942868141164,B,23.272883440633628,A,A,45.31334011508956,92.28833120597605,-279.1770200310587,-146.04481673961766,-116.4095314762823,26.67612689547958,E,85.00510333862789,-79.70616297929831,0
Veteran,Other,27,Married,-21.80483309175858,18.041900033297633,3.5745089690732383,C,-74.35007719656087,D,E,-24.3089807770768,-8.492522492891895,-20.472835235855023,-21.9020491993042,142.18566918946175,159.39234980824835,D,-81.49857589175456,-69.93478561565965,1
Non-Veteran,Jewish,37,Divorced,45.46866041881692,31.544110912104856,70.83870286676827,B,40.82492160446465,C,C,105.98120128914734,-27.183226784847232,-41.977574696700394,-104.2107714477949,112.07827667782435,84.14584140607808,C,-64.28331468759633,-60.85929586085912,1
Non-Veteran,Hindu,60,Widowed,82.99588331989818,-90.6215790952443,91.44990221687223,B,102.53345200435038,D,E,-27.397732345111482,-5.264134223323105,189.11371050742147,-11.078412715449948,18.80241057075944,-62.91625276587322,D,52.62786729486616,-87.5964219464545,1
Non-Veteran,Hindu,27,Married,93.74051734158127,-1.0474947949435471,96.40250416714349,C,133.71878675443435,D,A,-69.78948783583438,-102.75749582060851,17.985297162328198,193.32309677256106,-63.88675805067186,12.941023227774428,C,70.73328958665994,-145.6224056785711,1
No,Buddhist,74,Divorced,46.70951570233429,87.22499805644756,33.83212816015448,E,-29.661826057922507,E,B,5.100360501866368,-203.77047085085144,-190.67013635996494,28.462446725179348,-186.17967896117014,141.16744689833948,E,-177.21737587973257,46.52419617572805,1
Non-Veteran,Other,52,Divorced,-195.3438249818947,27.164879843748995,132.35586861954096,D,95.72110996247541,B,D,-2.9736849883023937,-285.32717518746796,-178.54064632389918,30.933721169142885,31.004503204372174,23.402030212522572,E,-70.90236484481693,-89.06462925677604,1
Non-Veteran,Jewish,33,Married,157.91886115442964,95.61637041815855,132.22468843065093,A,2.9935398051439095,A,B,173.73033538463224,25.156980818720214,-174.48185013530784,135.08828951422197,-116.43138547662069,88.97720066209445,A,-23.55079566384912,51.597487883328796,1
No,Christian,74,Widowed,4.095714989775539,8.760202985748093,10.629772274386019,B,-94.76913968973429,A,D,35.67545575784528,-140.39846584008762,81.20840827776745,53.150741855073,-148.73188050674747,123.01359035010331,E,-65.65801120882307,2.8967185441413776,0
No,Hindu,61,Widowed,83.81532732164283,7.374292484745464,163.804767944792,E,-4.61225647514617,C,C,30.410258444023675,-133.98636806438958,171.2912814824268,76.31807059467666,97.4871342198976,77.82723537051767,C,94.72427901653525,89.21912128288312,1
Yes,Buddhist,27,Married,2.7355606222229816,-155.20962510096092,-11.72866785807179,B,21.841209176245275,C,B,-14.405744837620963,-104.55533593008323,-79.88014751772134,-30.206312977335358,74.90406061171407,-36.40120303750096,E,-49.68407983635622,64.02950494562185,1
Non-Veteran,Buddhist,28,Married,-121.64796415084498,21.53115298204047,-42.43835953478578,B,22.082811703633958,C,E,-29.106392934341578,78.68712858745509,-97.1362363453656,86.73799822927518,-30.024409870673125,-153.43267837962236,B,-43.92759287385466,230.48958696845344,1
Non-Veteran,Hindu,63,Single,-124.41216619668751,-48.28516059071575,-129.1529955664826,B,-56.74165171177312,D,A,26.602326706148716,149.68019809461774,-9.843039194327812,-28.422462340111736,96.24621444800471,99.15265955360464,C,97.00944194313554,103.59347534679522,1
Non-Veteran,Buddhist,55,Widowed,-62.687675988506044,-38.305134576874664,168.81694551211103,E,153.57261171899142,C,B,-28.408494398781475,-119.48850481441013,101.37723652484884,-18.111343385214663,-15.002188717924447,23.326409335088933,D,-83.43972177438265,7.864799893406358,1
No,Jewish,65,Widowed,-54.75712813835918,-85.69538483447414,-145.3272645648289,E,268.0195020150123,B,B,-90.80693374439973,-12.091940729551059,-3.906032312260051,-60.964242721449665,29.087632203989177,-149.9939578759688,E,89.5307633179295,-98.32296285495218,1
Non-Veteran,Christian,31,Married,239.4702107157106,-113.45440702181617,29.758736542435066,A,68.89811429171036,E,C,-43.78070129383483,-57.675011868652525,45.92048256508897,6.530746518177827,-38.189086885564485,36.5939881905777,C,-188.24331096025332,-23.90583411202398,1
No,Jewish,78,Divorced,-8.396881949414476,-52.747058253604116,85.7736119573844,C,116.22348610828917,E,B,64.61919371082838,74.23735642763182,55.12675013997499,-88.16169408239938,-114.5904200699996,16.577815656420317,D,-102.80800545072488,162.48116024795337,1
Non-Veteran,Hindu,79,Widowed,82.66827738468794,136.61911929131426,-135.17706426022602,D,247.57204797363514,B,B,20.354103533525542,4.217526683067282,-83.01183775047424,-57.89866718013415,54.26205028563514,16.87204327651961,E,-57.093334526103504,113.22950246366943,1
No,None,22,Widowed,-15.326711257326242,91.60628426613398,43.50590541681766,E,8.35521376170983,A,B,86.18343920051552,-193.96274102630306,73.27538120275054,-49.61759010122475,69.09018531803738,-127.56907443332834,A,-244.09666057719392,37.44800786007349,0
Yes,Muslim,23,Divorced,-102.2388091656234,100.06913087258435,-63.668908292563664,A,58.49975690806474,D,B,27.14434706228995,-103.85888391938536,-164.3183817171292,162.58484945837571,-32.525747648439676,-37.738839145021466,D,10.601585029691005,-30.66363372474228,1
No,Hindu,51,Married,-23.581946183342914,-61.30278438685735,-9.242185495311329,B,14.11711944162799,B,C,99.51252039947352,-64.78286369989415,34.37781660148551,-160.88878651158993,-125.02725051236447,-11.215387071897705,D,36.07941827035539,-133.403932389061,0
No,None,38,Widowed,-49.337528441013575,-121.49905772931871,191.54003065021524,C,-200.83879602815222,E,B,-103.35209467357262,33.20242324878059,71.47506512196313,-4.34691381523801,103.5610206567222,-119.96193995355522,E,-41.269307818008535,-91.46692045922357,0
Veteran,Other,58,Widowed,-78.44093824052177,65.32843746875294,-19.519451211217138,B,-15.516017355326694,A,C,-85.24090989296262,156.36695137675372,67.56962005406278,-147.18800561619216,10.51250091471849,229.32614922389982,A,-26.253295260059517,74.9273169573376,0
Non-Veteran,Hindu,56,Widowed,-8.406278722880991,77.88327358620096,-41.72280447865164,E,-16.97427524511092,C,B,-96.87343411023849,-34.73475497742547,160.05243454156545,151.06591868013683,-172.3558282884927,79.08491782224185,E,-65.79055876963669,17.266250926557102,1
Non-Veteran,Hindu,57,Married,-51.90616092515039,-100.03068935654711,-28.599383164932,D,19.859474276454716,D,D,-21.13463110032049,61.491804516723604,56.300806038113905,64.12094963808275,178.39544153262574,34.81252414334675,B,104.46801822803151,-50.99422959518396,0
Veteran,Hindu,72,Single,233.00059694604656,-216.27913820710245,-26.75570953268092,C,7.449542859953727,D,E,-52.548443847332514,-164.49538574356367,150.73806900818673,36.481222794556466,197.17620340495455,8.543271073474568,E,-121.65350422848984,-100.36364732723351,1
Non-Veteran,Hindu,35,Divorced,65.17803484284582,-56.585320017710195,-127.13334133272754,E,-28.473015919313934,B,B,102.97620737281079,119.48929414018568,-147.59425948088187,-2.9919385970858983,119.24688422849015,-184.9294392116147,B,47.51817397884837,-10.478756534881475,1
No,Buddhist,48,Widowed,-104.86859983012491,155.686729997822,-19.419035459101877,A,-46.61048124911081,C,A,140.87739551843092,148.27319328374523,12.78655423388324,90.7946076452714,80.22188395738641,-18.87163421439414,A,-24.052675595448896,94.4655131703906,0
Veteran,Other,56,Single,-45.602079215955,-95.59981257468854,-16.82299288993115,B,42.211386574645296,B,D,86.15965302016565,-28.758475917478034,-8.729889469261233,176.44593162630892,12.901411700724758,37.37239440794188,E,126.3684371626358,-144.71412558646216,1
Yes,None,37,Married,-85.6097521072001,-53.11329747469687,27.803298897583602,C,-26.351809763849737,A,E,122.81329801005596,43.09848764655108,-60.6028605508933,43.996159529883016,-5.005671440249745,-173.60670840107903,B,-131.94078465566426,101.06357664061258,0
Yes,Hindu,49,Divorced,89.46675439204485,109.52256299702141,17.97564981328059,C,-7.0727194410320635,C,E,277.9552086485773,0.6810672081649994,-5.955558704213935,-47.68902985554403,133.39991121399154,-4.565092543237003,C,34.18923700090296,-26.09361624011423,1
No,None,27,Married,-152.49197900277645,82.06264111275921,135.98356273797322,E,-8.286478120699405,D,D,-80.38227597835099,-26.017727891355047,14.108440263216776,72.07341608723318,-3.3565454463490982,29.11011544323384,A,6.774992055970423,82.71219944096848,0
Veteran,Hindu,43,Widowed,26.953934741820312,-69.85994547571269,-76.88856131506054,B,-104.33826601541718,D,E,82.87419516865442,-113.24150171445453,-38.372142532840705,-50.67769215479685,64.65031291553213,11.76213963087654,A,-25.733125944515816,31.75716156531966,0
Veteran,Muslim,49,Divorced,97.03802651283256,28.4902295857046,21.114414302512085,D,192.55473756867693,B,A,-58.888201108670714,163.51907325577793,-30.144547572479546,-115.49812163310402,256.60367818291417,49.19755728251501,B,-57.5265153336175,-50.02612418568436,1
Veteran,Other,55,Single,-15.633564691290275,-106.64376439711528,-5.048968440310847,A,-175.80307747263626,B,C,81.5098025386531,-179.54342306588958,51.24021349852062,141.74551787825354,123.34237454003369,-40.91971071354265,B,-30.958941309371607,-166.6931791562876,1
Veteran,Hindu,53,Widowed,-56.01794822273977,-149.86223567522617,175.69000552430484,D,-11.352218922255934,E,C,58.4347880218487,63.9763969446839,-21.406600032145743,-36.76949007353259,-82.2576779555539,5.7782220071953,D,-158.1890332815423,-63.199829094870154,1
Yes,Christian,78,Widowed,66.33556556304531,31.30422658649853,102.39219828777854,C,-103.44816706839192,B,E,86.36907432018907,-102.2020393893464,-66.31093877449317,-67.79801089863089,-51.081469159105794,-4.705622108304072,E,-31.152670323491655,85.55162381435785,1
Yes,Jewish,65,Widowed,-288.80964832778426,-85.88776757146664,3.3001833765164514,C,95.54977269021987,A,E,-252.8980336123373,111.30778939942039,-11.009377874915273,-75.45878280915184,-17.771903823780583,-23.62783591715526,C,-131.20125954017456,-47.348353426231206,1
Veteran,Hindu,68,Single,-122.35736175840195,-183.61128296723177,-24.777141737754356,B,-37.48920782153469,A,B,-13.893529969317017,32.52425736669921,-50.96425284092787,93.56281349095632,-130.87935963191163,-89.74313832685719,B,-87.61743869912291,28.22232022396507,1
No,Other,48,Widowed,0.5269854659599602,15.725054584463638,-140.66665770445087,C,-68.53583669662163,C,D,31.57147558891395,93.02343394987783,106.43243754255161,48.68079575809602,-56.691183911393196,-9.796269292579169,D,-89.23292312196803,-2.257056181911047,1
No,Christian,37,Divorced,-51.4989701850631,110.37982858904611,14.823893028050625,B,-88.63016962672268,A,D,-102.11544617579355,97.0352605440679,98.92436107483258,-58.22568788674499,15.9642749230719,64.15689179972503,E,-161.4752375837657,-77.75899897329568,1
Veteran,Muslim,43,Divorced,-32.908185209097404,-12.879098160030534,135.19016727216595,E,32.87461171016422,D,A,-55.88186854747638,25.090652705874483,-62.68347243066618,77.57190587051474,40.028552491753985,97.61159933500974,B,3.948429901831002,-61.17603398401735,0
Non-Veteran,Muslim,38,Single,41.96312275515245,52.590670873201205,50.277808948314714,C,5.011753182500277,C,C,74.72184365844286,-65.84369859969311,2.0895295064612553,-63.140996504892335,87.92132269902957,66.68232105117566,B,-85.51661044680388,-12.571077354744647,0
No,Other,48,Married,106.32430085201364,24.13990627220721,40.365969216912326,B,86.28751092330612,C,A,-17.60131892736584,219.16588787014604,127.3334219545557,-45.48402018058458,-4.003310025700483,75.31651428618794,E,17.851746216953575,69.90206826182708,0
Yes,None,30,Married,80.55096425055905,69.70208453609263,-85.84379394443005,C,174.42376734563405,B,A,31.57791151933799,-119.57849602876307,31.77926681850922,110.12202198224969,112.81642092261437,127.19088408794332,B,19.227779712525475,74.21206516954443,0
Non-Veteran,Hindu,18,Single,10.79336522298126,153.24527325726396,-103.92879871278447,C,-143.47410854692356,B,B,81.68934806165747,21.65203835221002,-71.38578722357875,-118.27507584841437,62.29188711198106,-93.61835418326675,A,-36.23404132751074,189.602943994695,0
Yes,Christian,75,Married,40.636483601327,-106.37545018328709,-122.257017474748,D,79.44022428180523,A,B,152.66789718946308,-27.974291503398796,-16.658499641306936,74.58951720858757,-24.324743139094622,95.6967216616713,E,-10.457962149447194,0.8774141413597459,1
No,Jewish,21,Widowed,204.16899041895692,-44.51034139128625,-110.33708338359625,B,-183.69928751935856,A,A,11.636943726512907,93.39768022257422,-39.787552757301334,211.25295633018476,-2.5978890249383624,63.74590868486669,A,-83.97935367307318,-19.424764486838214,1
No,Christian,71,Widowed,-67.99138139126988,-151.00589206919912,83.80887830986117,C,61.06085886225586,A,D,1.0717765205672116,79.56292553094306,-1.6169167799064628,8.60692270264325,66.454863299821,51.47088217880578,E,-116.670950726139,64.72689497811129,0
Yes,Muslim,53,Divorced,18.230083150656704,-24.691657740856925,-78.45475591435913,D,-108.03887395937568,C,D,105.81436692397779,161.32428897434593,79.06028733435541,-91.73136689497925,254.35646941227677,86.90895940224955,B,9.95568302391662,-23.172562232933902,0
No,Buddhist,54,Single,51.21602096238288,41.81571018229637,6.456034220152844,E,-8.830849604613501,C,D,-52.0216276769432,-75.25962650462341,141.16008910929204,-71.15566723194111,42.80773227731902,67.19133349267882,C,22.827820504739055,-43.932405019769085,0
No,None,27,Divorced,-28.36366110342845,-64.23582110711256,-174.3262044630842,C,-31.273599214448232,B,A,-22.186457172083788,97.79014776760401,-78.52672691750944,23.56229261329787,123.09532061773712,-22.793013845182028,E,-107.63152854288185,3.631927310064779,1
Yes,Jewish,61,Married,39.87110838587311,-55.78529808379983,49.045529786888864,A,-18.069803633733198,B,E,-92.66304526360123,-140.3757685773168,52.93895612138275,22.692862982004684,-37.72339529981284,52.35658171763441,E,-98.88128480364286,44.814024355643326,1
No,Jewish,33,Divorced,70.83683223509965,-5.488485831819817,-34.59897508435221,E,-147.83349113547538,C,E,-37.79754736253115,-1.488901379781967,40.23923890831067,-62.47703832181878,77.12549300045602,213.79807651728032,A,-9.324922670320653,-67.46306991060177,0
Yes,Jewish,20,Married,78.56813069805474,64.89570315157411,13.081409210376094,D,-33.65461345952422,B,B,51.3906670375268,86.50397542629095,97.33888994630136,-145.64388725121037,-21.366026641588977,81.35852051993866,A,101.56712620366584,9.544287569492639,0
Veteran,Hindu,40,Divorced,11.33269196765938,39.14897677380368,66.11731661511698,D,-142.59291592338167,C,E,40.802079446318096,244.05233389279127,72.64359239641188,222.3403209771588,-154.1222876065553,-5.626615267792486,B,78.37421474576668,169.01142107006888,1
Yes,Christian,27,Divorced,-144.50200170850357,40.940135115458695,20.178485003299905,C,-128.22472386593952,B,E,210.9301457479301,-64.36949825471682,56.61783462061909,-254.47327357075378,170.81290147010486,-9.181378278261338,D,-72.17730166703747,-103.40522063699294,1
No,Other,44,Single,15.115793186636914,12.461151784567619,83.59753154926881,B,53.94539147341452,D,E,-150.26163664081986,-358.7451526190759,-21.098477881079575,-106.62025268197348,-8.74266696558554,65.42339156043688,A,16.489138863311865,-169.16722255004356,1
No,Jewish,60,Single,-80.09704231323978,5.4844400703867215,127.33860803043657,E,90.61858650006012,C,A,-14.869889803682579,-184.22604229295223,-71.14851072668131,-41.57379970945038,-48.66372168373972,40.2333141175146,C,37.06787820437641,108.5098869176531,1
Non-Veteran,Muslim,30,Married,133.15616141727463,-114.71523186971562,-45.38410626142284,A,122.00167822816219,E,A,-67.38448144713695,-54.35139346009257,70.7287704271617,-126.17177042064193,10.610360433200604,-19.12378538330375,A,-64.45126283434757,-30.290340624255897,0
Yes,None,18,Single,-152.5351323151642,-88.9822663686656,55.363863432723804,D,112.26025063915242,E,E,-63.38894577659736,11.058221529785882,96.24709871398089,26.19125623865012,-54.48365268444536,-149.53934622239348,B,183.77179852245175,-78.27024079481397,0
Non-Veteran,Jewish,78,Widowed,90.61414147676392,-110.97631986816987,-57.179709712749826,B,-78.18187410278573,B,B,45.062630334934596,99.40019564647056,-4.3980142194819605,-20.63497261564601,-93.8868415405419,87.0450359780723,D,91.41572920046174,-128.39242338754616,1
