nation,civil_status,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,Widowed,41,A,112.85404048748579,E,18.00172393824118,C,-100.06127541696223,B,-105.0941448878155,D,D,117.39644543370969,1
India,Widowed,70,D,73.55604604082761,A,217.86762077340356,E,79.64767134203676,E,145.37441871634005,E,A,-121.42993497527273,0
US,Single,42,C,66.20519760240296,E,15.111412660331903,E,10.861080782353074,C,115.36473400054139,E,A,-57.80818619374208,0
Other,Married,63,D,99.6899248886623,A,183.34983556485454,D,147.99171137971885,E,-7.884092447920104,A,D,10.138698340336303,1
Brazil,Divorced,78,B,86.02123232412052,E,-62.7274108118813,E,-103.44796230347684,C,18.095875143296716,D,C,18.202285348661917,1
UK,Widowed,81,A,24.09382810187576,C,-115.89550329523853,D,43.195603526367336,C,167.8552745651072,E,D,22.685661252844426,0
India,Married,71,B,71.818831361905,B,75.34605945570242,A,9.842932244663782,C,-46.32688943517251,C,B,-19.409823659998235,1
Other,Married,35,E,-172.94100585625054,C,101.93399844718034,C,-87.34821982068915,C,-62.372053999873,D,B,24.49115896830888,0
Germany,Married,40,B,-21.95428422585636,E,66.93023817022681,C,-83.56977048584278,C,-89.32474369236363,B,D,-9.527359047994763,0
India,Widowed,59,A,-83.53127014848152,A,131.17256111923064,E,42.13515074989523,B,-32.06762225466593,A,E,-12.593354841936813,0
India,Married,96,A,-58.18757487928021,C,-19.30840332871985,A,-49.921680588663,C,-44.99680505444887,E,C,-60.46447040183002,0
UK,Widowed,21,E,-11.980762120018284,B,84.53537025599071,C,-8.860904712422819,D,94.09484989750501,B,C,-64.03307679020615,1
UK,Single,19,D,47.321724304392745,E,1.5442097667712513,C,-42.791318853809464,C,-0.1802323423442426,E,A,-105.25114089621705,0
Mexico,Widowed,56,C,-59.66827175789295,C,159.20036492124342,C,94.21270173635779,B,5.804158694177566,D,E,-83.42430274006284,0
Other,Single,93,B,47.449943412368164,E,-106.36340464195835,B,74.91059794161228,B,84.22836905901447,C,B,49.555254606702874,1
India,Divorced,52,C,68.96368571983434,C,-172.32138872395012,A,-55.51578854911558,B,-14.363444627083084,C,D,13.864808553554326,0
UK,Single,66,C,31.35844379195425,A,-160.6756568568881,C,-229.50681862812243,C,-34.798609192835464,D,A,3.909009370458316,1
Mexico,Widowed,47,C,70.19128323804144,C,66.53123959515604,B,-33.60544390658646,D,86.37873107687399,B,D,6.45304508191566,0
UK,Widowed,47,A,54.95691163780981,B,66.33919759379192,B,-6.136795059302794,C,-79.88151811804202,E,D,-64.83060179380813,1
Other,Single,84,C,15.409337927008504,A,-51.46438267730166,B,-185.565992064718,B,-7.644000960821565,C,D,-268.74081228364935,0
India,Widowed,96,A,88.00935153516869,B,6.270726076233547,B,-23.009860280259815,D,48.6673986276939,D,B,183.46542704240224,0
Brazil,Divorced,27,D,50.236222885311854,E,58.34419379257149,B,-95.953365661358,E,-159.57882889807482,E,C,-3.9663608912174233,1
China,Single,67,D,25.40990421277256,B,-195.7855470332743,B,81.51178034277365,E,-75.13690138379926,E,E,-92.9094082992089,0
Mexico,Widowed,52,C,93.40186667738884,D,-32.02275889766893,D,-118.74044588333426,C,-44.31238321091045,C,C,36.100036375019,1
Other,Married,61,D,75.54172488416495,C,7.213692005412831,B,139.50358274163085,A,21.794854112700854,B,E,4.694802245810091,1
Germany,Widowed,32,C,-91.10502291290382,A,-132.05155831243817,A,-20.257133673453172,E,-94.07853076861879,D,D,-30.371718588151076,0
UK,Widowed,49,B,-168.3126713303988,B,-78.94560809629021,D,53.91494693116208,E,-27.32183810962492,D,E,15.481265848445283,0
US,Widowed,45,A,-23.462992760473732,A,-72.8518875826184,E,165.3009499102921,D,-81.47960144898022,B,E,9.317200432469196,0
India,Single,71,C,-23.5711456414381,D,140.1517635872507,C,-42.495374677448105,D,-77.78791452126825,E,A,-184.28855576476354,0
India,Single,39,A,-250.0690969500095,B,-20.87797354981678,C,81.94828188515906,C,85.3984501164008,C,A,-66.47527909409823,1
China,Widowed,59,E,-56.569806357591034,B,-50.47849830599165,B,105.7915658438834,C,-45.67111784198922,B,E,83.49918416051474,0
Germany,Divorced,19,C,81.17433578441035,E,177.93195546057365,B,177.1047812152746,B,67.33066239210092,B,C,-50.13088179645211,0
US,Single,80,D,105.3591655422512,D,16.34186275878245,A,176.68672419557586,D,137.80949858897193,C,E,-125.79786246652634,1
UK,Single,55,A,114.12333375767207,E,61.907604235929284,A,156.050551913584,B,-221.30363055680192,D,D,-35.42841481333707,1
Other,Single,86,B,20.16554791327108,B,61.205079655441544,C,-6.809033190616616,D,-15.312617335704331,C,E,113.16005668329372,0
UK,Single,77,A,4.792701516077401,C,224.24906652492785,A,19.420930531205766,D,-154.53805296144293,A,B,-144.74309470512011,1
China,Married,68,C,-48.989858655475246,C,57.45270123851909,E,-53.494695004311744,D,-4.7595715984329106,A,A,-300.1348456271379,0
UK,Married,98,D,-186.1267492798858,C,137.00712621464913,A,-18.68778797394285,C,-134.16085404626693,C,D,171.1471615075535,1
Other,Divorced,38,C,197.67151523720975,D,-124.65183918163534,D,43.40831224412269,D,53.74128358888858,E,A,81.1848942680254,0
Other,Married,24,A,-31.185217442415077,C,83.11193558098044,D,-0.04534991718695117,E,6.49157887342172,D,C,-166.95951164110895,1
US,Divorced,21,E,130.55181479097647,D,-133.6264354621572,D,37.9618888798548,E,49.46728324567523,C,B,-79.59305433200008,1
Germany,Married,35,D,96.4418537609892,A,173.70098421465008,C,99.43230029765986,B,-102.37638896533416,E,D,-47.98326492789573,0
India,Divorced,97,A,104.52268748747598,B,-12.391010921866112,E,72.29030460056367,E,13.792084415189986,B,C,59.75572303734944,0
China,Widowed,40,D,121.75654763816293,A,29.210197628237506,C,64.90786124005193,B,20.332421669429777,B,A,162.3458638878393,0
US,Married,84,D,-48.150507536919896,B,-63.627937705853256,C,-22.801686776563923,E,-7.992077245891395,A,E,80.68292114866387,1
Other,Married,39,D,96.95231597713186,D,-111.30050904110138,B,99.36288935096454,D,15.57108486090774,E,C,-42.59459608538364,0
China,Married,40,B,21.322773525718453,B,35.376303942067224,E,333.13784849487234,A,-130.3257985892245,A,C,217.74816556807139,0
India,Married,61,C,117.57263095250569,D,10.786984928438262,C,33.55194136028719,D,65.61434910959156,E,E,170.94870600977643,0
Mexico,Married,94,B,-7.328656603791028,A,65.19354010710113,D,-3.0108376845082616,C,-58.13764571490718,B,A,-54.11789177565781,1
Germany,Widowed,72,E,11.08427442522373,D,69.4703571279702,C,66.52752072937668,B,-182.24013129803828,A,C,41.80866242498547,0
Germany,Widowed,64,E,-35.875186380169474,A,93.24268202107314,D,-49.33627962517984,C,-12.756272412361746,D,B,-155.8001960246418,0
Other,Divorced,92,E,15.797322087868537,A,83.91599412118586,E,-17.07119191063333,E,-56.28781947537704,E,E,164.20892340967313,0
Mexico,Married,75,D,-67.05278523216748,A,80.59964026384316,B,-205.05728385151622,B,193.51679039660138,A,C,-116.95687691931347,1
US,Single,31,A,54.25426338018878,E,1.572286836690539,B,-89.85396649109461,C,-8.907884350502389,A,C,81.08933245582631,1
Germany,Widowed,75,E,36.79093139388721,D,29.90068723191789,B,54.563383148788205,A,-60.63568053141981,B,D,-148.01972948160838,1
UK,Widowed,58,E,102.53800022785246,D,-115.50694964179536,E,-151.02099457919914,A,-59.65723820024936,C,C,-89.18492476636118,0
China,Divorced,92,B,72.33991606510382,D,-158.13938154796278,D,-11.40444089874897,D,-196.26879088980965,C,B,4.073055496246983,1
US,Single,81,E,-98.31899313420831,D,-57.383694650793494,C,-152.4988495262714,D,0.22371095541684785,D,A,-25.817736528610073,1
Germany,Divorced,93,A,-176.4553763578405,C,43.842360524109345,E,119.45634850789553,C,-34.25927402794783,D,A,58.2563829032332,1
US,Widowed,77,C,-151.45041436490953,E,77.07276159679861,A,56.64471086780042,C,179.30268911342998,A,A,-0.6434468632481353,1
Mexico,Single,86,E,-77.77650099342432,E,127.81091941640416,B,-64.04451677173259,D,35.17810496937039,B,E,-53.81156122983486,0
Brazil,Single,92,D,27.18919461429925,A,-109.8287336646108,A,-89.02491883512045,D,2.2221196717077394,D,B,-10.97252557648933,0
UK,Married,39,A,-20.72177850441593,B,91.38778109027444,A,116.10619928180547,B,8.141891422782356,A,E,218.00069928935324,1
India,Married,74,E,108.102733942008,D,243.25016642374618,E,26.814922240445988,C,-132.61338182034982,E,A,-5.746605364903019,1
US,Divorced,31,E,-111.39297328734976,E,91.07544340408506,E,-112.46091179954504,C,-121.02295080103711,C,C,-29.857492774587968,0
Brazil,Single,92,B,-80.58389717595568,E,-23.546794162211864,E,177.9157521388786,D,-2.904925931807239,B,C,42.288997446773635,1
Germany,Widowed,39,E,149.49505848629227,A,-65.14015098810394,A,-114.99392496133038,A,-71.40930346033278,C,B,8.170997965124055,1
India,Widowed,71,A,-85.07696183590247,E,88.56035248261733,A,25.744577293939525,B,60.724271489401374,C,C,-17.572067579408326,0
Other,Divorced,90,B,67.39565487481809,C,-109.47845557757043,A,152.4590601451767,E,-36.08099078826304,D,C,102.0580662787418,0
Germany,Widowed,49,D,100.1068806123365,E,-72.46969305354128,A,164.7479938822393,D,-31.87296267426637,E,B,42.76669939038679,1
Mexico,Single,41,E,27.56859597499337,E,193.2651911911398,C,-126.46452061967257,A,-68.42365569703513,A,B,-101.04945147831783,0
Brazil,Widowed,56,C,2.9033385071951976,A,56.44364974101034,C,17.097993684807484,E,-11.315861418006454,A,A,252.09195949851272,0
China,Divorced,54,B,82.26701836536618,E,76.05653658608828,E,-20.08711443163885,A,25.04098551561932,C,C,26.813836712082818,0
China,Married,64,B,-10.768790122667582,B,-77.87621505305144,C,-117.55012277083937,C,-68.65878543160785,B,B,-60.11458526771894,1
Mexico,Divorced,42,A,-114.27274729642218,A,141.12146357332637,D,-43.53318811757531,A,-5.915662612927415,A,D,-48.614893032236765,0
Other,Widowed,64,D,-98.22818482794197,C,31.854737737823978,E,154.16093944207694,D,26.871016160944112,B,A,88.82334204719885,0
UK,Married,41,E,-45.638114096342065,E,61.94136863570754,B,-12.775175735447933,E,159.3376731652882,E,C,82.08032371920581,1
Germany,Divorced,60,E,97.58585353018229,B,-101.62916783632218,C,-40.04169128416717,E,-233.15459855927503,A,E,-4.074326730469348,1
Germany,Divorced,86,D,-3.60830038244099,C,-55.57523684987652,D,-103.88049641396337,A,65.63244408382019,A,C,-102.62902157231477,0
Brazil,Widowed,88,A,-183.03759460126793,B,59.54086799801425,D,98.04756456454554,C,-61.49782126738903,D,C,136.0520417675972,1
India,Divorced,82,A,-82.13107363857605,E,-16.086008147248343,C,-68.84926329089616,E,33.01243155553865,D,C,-24.999976936004924,0
China,Divorced,39,D,47.51259669001649,C,263.6808187925196,A,55.27292817363267,D,-70.66636928537335,A,A,101.9252215495674,0
UK,Married,64,E,-3.417440027906313,C,-72.815465909051,A,-51.041967177457494,C,96.84968122598198,E,D,-122.75204881021016,0
UK,Single,63,C,172.12676391799323,C,3.251554378313138,E,-37.83284715594564,A,-93.87449075079662,E,B,108.45622348205765,1
US,Single,31,D,-87.07508141414297,E,-77.70957393217797,E,-116.788082993775,B,-132.33870433886497,C,D,40.24677637933426,1
China,Single,21,E,-29.975449455939707,D,-161.47506449067345,C,69.36947072630146,C,-64.19852448411632,A,A,1.101947713346352,1
US,Widowed,29,E,-17.30515697586227,B,47.81702654430834,C,-31.473971100871456,A,15.55462250583508,C,B,-53.73978232269351,1
China,Single,82,A,-132.59831119422842,C,-42.481495998464204,A,-42.89664139381285,B,-11.70942785905635,A,D,37.22708276130541,0
Mexico,Divorced,84,C,-28.562525952190704,D,-23.02292176655572,C,-7.275280024083833,E,-58.550962735926404,E,C,51.69901424342491,0
Other,Divorced,77,A,-46.3893978316661,A,-35.89445666217518,C,-98.61151404218353,D,111.611713667679,E,E,-116.02054974433669,0
China,Married,70,A,-134.86778550684068,A,51.084330514266604,D,53.1441724478845,E,27.637432243063166,B,B,91.37344202564701,1
UK,Single,72,A,-90.41247460163689,D,142.38519717826503,A,-127.15209013801032,D,49.75651108770746,A,E,20.517013262847282,0
US,Widowed,31,B,-102.82880795675567,A,177.94863038167887,D,134.5376226233281,D,-76.9498876386891,A,C,-87.30420537872764,1
UK,Widowed,61,C,50.611393338954755,E,52.39688855277475,B,8.808570964733747,D,4.401567790171201,A,C,82.76238488799599,1
Other,Single,32,B,-70.76852668608596,E,146.11466764395055,C,-69.76495086482012,A,-10.232574526317332,C,A,16.99040616257976,1
China,Single,67,A,35.605011329430276,E,67.98940685712618,C,152.69685469635942,E,-31.15298581880081,A,E,183.31746896959717,0
Germany,Single,99,D,-19.527224011728403,D,-137.03193016832552,C,151.9152366510278,B,-75.06972386407146,B,C,10.294684340857781,0
China,Married,35,A,-60.32790192452219,A,139.11060859734647,A,-8.202077690558763,B,-40.39741871053312,B,A,99.79978938269606,1
China,Married,36,C,-72.61516721896236,A,-49.949344522781196,E,101.66283244133179,A,56.44261527847236,A,B,149.97249264201605,0
UK,Single,29,E,38.400086847671524,E,13.436821367849468,C,-135.12972469861947,C,62.825698835929735,C,C,161.58087092864088,0
Mexico,Divorced,86,A,-203.62714936403736,B,58.53533845709906,E,1.4848166773733722,D,26.901248438846963,B,B,-90.59581719708557,1
UK,Married,68,C,-64.29688277374937,E,-58.2176407082168,B,-34.20700221597911,D,77.7707231684205,D,E,91.30291922610608,0
Mexico,Single,43,A,45.86428001143604,A,31.692505300531593,A,80.54066158728766,D,8.744453327263153,A,C,114.47978678245272,1
Brazil,Divorced,26,D,33.88211826776042,C,-198.57415819489282,C,-157.32438570998752,D,-165.5088815893913,B,A,38.742241204894945,0
US,Single,81,E,5.945284278413419,C,-69.69474778800779,C,-31.991337637805778,D,16.437568026919024,C,A,-49.107232582587756,1
UK,Single,36,D,137.42476391604274,B,122.22541406827017,B,-5.004979853089647,B,185.0327692003973,B,C,25.328882457035647,1
US,Single,89,E,-60.994210331659104,B,37.56503894101161,D,138.51378682134953,E,115.6093479857899,E,D,-218.67200906753857,0
Other,Divorced,74,C,-125.02785434760007,C,4.119490287239165,E,6.622650950867949,B,77.12409997797391,B,E,3.864846746401768,1
Germany,Single,39,D,-15.32823796304508,D,141.22335250444726,E,46.31233249962526,B,118.52392915900481,E,B,169.1553523014875,1
UK,Married,67,E,-110.26889775511715,E,101.88166721889888,E,54.88954378847778,C,-87.61634853047006,A,A,-43.99911106737374,0
Other,Married,98,A,-87.05081673122731,B,-85.28572324297627,D,56.73454670543981,D,-106.6390837123226,C,B,25.489309977193543,1
US,Married,64,D,21.20807743527501,E,-34.598387347407595,E,30.841047070901606,E,-116.22484696469667,E,E,85.27833909043763,1
Other,Married,92,B,-208.184754466372,E,63.34766525765671,B,-26.362263500271993,E,-110.57782280744419,C,C,76.20164287346978,1
China,Single,60,D,23.07229964330679,C,-101.94298440687284,A,-53.063445470769175,E,-30.210740046069155,A,D,-244.02606321491564,1
Brazil,Married,25,C,-60.48544114374709,B,27.574775200279177,B,-128.29753163299407,A,75.50975324532602,E,D,-49.21246157897829,0
Germany,Single,99,E,58.56046195971496,B,-101.53206780333188,A,-90.22641935483767,D,-72.38336799411698,E,A,-27.504041386080658,0
Brazil,Widowed,51,E,-61.474961835050934,A,48.979326319791944,C,126.69680876625968,B,-126.11168552673111,A,A,-16.02021735969298,1
US,Single,69,D,-140.24752803578295,C,137.43382727903352,D,-102.52644067211772,C,-2.281282538342653,A,C,-194.96203726283642,1
Mexico,Single,20,A,-151.5591593073856,B,35.73192953625259,D,-5.722610364350649,E,-64.23608864885811,D,C,111.2244507682588,0
US,Widowed,30,A,-6.479694808872012,D,25.155619920877875,D,32.25160254261088,E,191.92855595158366,E,B,-99.79769844584945,0
China,Widowed,96,D,-23.346686036847345,E,-57.32684717626672,E,-64.71192253814164,A,-108.9335563612648,C,B,-139.2921035610503,1
Brazil,Single,34,A,-63.35624105748904,D,213.43751102819115,A,58.68393661836987,B,26.67631465788508,C,A,-92.41971412238172,1
China,Widowed,81,D,-21.700575934800728,E,-75.21655882344096,C,50.5023641021392,A,40.11108723032925,E,E,15.750480178994753,1
China,Married,94,A,100.56781707490012,E,19.092578611873833,B,-34.777072177688765,B,50.89003502609024,A,E,188.74213502023844,0
China,Widowed,22,B,37.279776469219215,B,206.46984944438134,E,-37.98456423967891,C,210.13957360030483,D,C,2.301677516079099,0
Other,Single,32,D,-81.93639693201852,C,-13.350314983680054,E,-86.54616434123784,B,13.751361373859408,E,D,-42.985668757410714,1
US,Divorced,71,A,23.753968666448834,A,304.73233347071164,D,43.300953938520884,C,20.900087870467583,D,C,198.44204212001358,0
China,Widowed,49,D,15.305043252358852,B,-182.48965395544792,A,39.22118493989166,A,112.05658453459215,D,A,25.066436799018305,0
US,Widowed,82,D,8.074553586738041,E,24.21133173315866,A,88.90305129859735,A,206.86010669949613,A,D,-79.15821602330094,0
Germany,Divorced,49,A,-152.98844765040693,A,184.60752992009876,E,119.05374278143763,B,-94.84203308532706,D,B,129.77064253742097,0
Mexico,Divorced,26,C,-73.524875502699,D,-68.89334352641092,B,-48.02306131544922,A,102.29474053045129,C,A,140.2035293728223,1
Other,Divorced,30,A,70.07472330535327,C,90.36439015183866,C,135.34721132606225,D,19.912953157082526,B,D,-103.46032709534106,1
Germany,Married,76,E,-3.8350590371215696,B,110.12800119687105,D,56.81601072880085,B,-86.89086953592347,D,E,-118.23291423391042,0
Brazil,Single,78,D,-75.97564236147089,B,-42.95924004618434,C,43.18803665679993,A,73.11992704605764,C,C,-12.828963790883469,1
UK,Widowed,32,B,-133.7665245528483,E,3.7730895170199257,A,38.28022911562574,E,35.55780107159573,A,C,-133.13387850482206,0
Germany,Widowed,46,A,114.62859113660961,D,111.16791442223379,E,-38.62612651504548,C,169.67953157417452,A,D,108.89843425458314,1
Mexico,Widowed,30,E,-68.76216755025077,C,-150.98150890760147,C,103.8219142374384,D,-159.75431348980365,A,E,-251.96372485667925,1
Brazil,Widowed,78,D,-64.62987221015477,B,35.935170605821135,E,-2.1034161752454654,A,222.4088007138189,B,E,-108.98515709325555,0
Mexico,Divorced,23,B,181.18246461874327,E,62.660182423597746,C,4.706654944300909,A,-43.25297865573457,A,C,-65.65284715049233,0
Mexico,Married,84,E,160.82242822070035,A,147.29578591942337,E,-37.95481037636617,C,18.977434629697832,E,D,-25.112427055899772,0
Other,Widowed,98,C,10.280404774444262,E,-24.48915726277828,C,-253.3018753169984,C,180.04808776580361,D,A,239.8343344071727,1
Mexico,Widowed,29,B,-112.27770616273511,B,-110.9378233256422,B,-77.09877631791089,C,-77.60892339894343,A,A,-33.58714222656123,0
India,Divorced,84,A,-17.013882739880735,B,-49.79852848979509,B,126.71426015939011,A,177.58013852166883,A,C,98.00499881041253,0
India,Divorced,59,C,66.56680874339462,E,-34.51803655102945,B,-93.32821714647321,D,34.16928864568744,E,D,17.237085935529308,1
Mexico,Single,48,C,15.298136400789664,B,213.12377631887585,E,155.54465180381615,C,27.382555458362695,C,B,-78.04545091058213,0
US,Divorced,38,D,-151.86152736208496,D,-111.59597169887839,C,-230.77511285885865,A,66.32228563578234,C,A,-53.87998041283106,1
China,Single,78,A,-26.853849877965175,B,-8.896899230288549,E,-181.96638489210525,C,30.251597061114666,C,C,123.01779069941435,1
India,Widowed,49,E,-82.22878306374668,B,176.20265638516796,B,7.197499964901481,D,-126.25321411378884,B,B,125.29196117259853,0
Germany,Divorced,82,B,-40.266147322810845,B,-13.80743380284051,A,180.43994766444794,C,10.073383457649214,E,B,-10.073845175443621,1
US,Widowed,35,B,-60.69531921422908,B,-51.981002663358524,E,47.33505812705878,D,-33.21538196542654,B,E,-0.3622482267119086,1
Germany,Widowed,92,B,28.84473750098458,C,-233.43498633305023,E,-128.57925983901762,A,-118.80607634334186,E,D,-80.54689406663826,0
Other,Single,84,B,163.65179298049932,B,-4.0037485847233585,A,30.63142422001297,C,-162.62513288665065,B,A,224.74024040267807,1
UK,Married,74,D,-35.96656821536859,E,-2.1502463940387457,A,104.37458424207198,D,-23.147594733712957,C,D,17.551076170322368,1
Mexico,Divorced,80,E,-112.44373424506074,C,-79.9269412763214,E,81.10298883854176,E,-71.38367270678543,B,E,94.92022840451779,0
US,Single,57,E,104.14528289035141,D,33.86915832452148,B,138.80852758220533,B,63.60151622313981,C,C,19.266860595245575,0
India,Single,69,A,161.95611982635288,C,25.920183360159143,A,62.58652526483123,E,77.70012389357561,E,B,88.24022310084194,0
Other,Single,18,E,153.1160478638867,C,-106.50628593585071,E,-2.796610891256524,A,193.77880715765218,B,B,-33.08699123947873,1
Mexico,Married,55,B,82.06706337230386,E,10.722149593519227,B,43.96484949119156,B,42.51796286270506,C,B,225.1220760289689,1
Brazil,Married,95,C,-107.32588819694205,B,31.612659356172685,C,-145.6023927560772,C,-55.995429219216184,E,C,-55.262245473651795,1
Other,Widowed,34,B,-34.47614378753588,C,-120.03041762513074,B,-16.944984353271984,E,-69.54614078691682,A,D,176.11159995658497,0
China,Single,32,E,152.33091821488236,B,-36.37272672883148,B,98.70645982723089,D,20.57117746396671,C,E,18.550149883625366,1
UK,Married,47,A,-87.25258795152122,A,-61.300102449954416,C,-201.99413269014929,A,-134.43019416248993,D,A,-78.77647549221649,0
Other,Single,46,C,8.567733725428408,D,-47.040696562220454,E,24.09405623412525,A,-14.430069895171036,A,E,88.06498223551228,0
Germany,Married,80,C,-152.8712187608625,E,-10.122811980197968,E,-182.86325551794752,B,98.98244239692522,B,D,18.06351036206001,1
China,Widowed,25,A,7.82611596950041,B,61.57831301839286,D,-154.6303961823992,B,23.337739303978307,A,D,11.985716549431595,0
Brazil,Divorced,26,E,133.13852463772994,B,103.43875656758101,E,72.07412268294127,D,42.61015849893372,A,B,-93.9822966608046,0
Other,Married,90,C,-60.64563642540964,E,-91.54175270804537,E,0.5095593106748043,A,-74.80246959656908,A,E,-168.03414993389453,0
Brazil,Divorced,65,E,44.14139873180326,E,-29.35467592986965,A,94.47738268173131,D,41.035584791031475,E,C,-302.5169635082893,0
India,Married,81,A,-140.14662590711734,E,-83.06531093294657,C,115.09732976429467,E,-32.57261318096681,D,A,58.05739651040829,1
Other,Divorced,63,D,165.23776048812252,C,25.61387761079516,D,82.54966832442419,A,41.90353783152542,A,C,41.98315395331567,0
Brazil,Widowed,25,A,22.303831168067216,E,152.4547436666249,D,-24.69899624147836,D,34.83545718422341,C,C,-31.615804992174784,1
Other,Married,86,B,93.66930339250162,A,-14.496119167479296,A,-87.1339126881973,E,-195.74393630240542,D,A,-2.6997747562641767,1
Germany,Married,46,A,-16.224780483912944,D,162.94122555751318,C,5.515794935808758,D,151.56116263590425,B,E,38.60333624236977,1
India,Married,88,A,112.79021583251436,B,-26.721638359185473,A,57.8016654297435,B,43.71183880035964,C,B,59.53679791767282,0
US,Divorced,18,A,-76.4026705407841,A,-162.90821803782862,C,212.6562660204367,E,61.49045442682617,A,E,-57.77789784245859,1
Germany,Single,51,B,184.10373858422403,B,72.02205661548045,C,4.680646043280924,E,-19.097520870847866,B,D,30.17467028808693,0
India,Married,77,D,-67.26225220523075,A,-70.88405694147522,A,14.713387201242414,B,67.86533834806107,A,D,199.4633290444368,1
Other,Married,23,C,-127.81908463893646,B,133.53518382154797,C,92.68590927170995,E,-64.43498409922796,C,E,-195.88808754971197,0
Mexico,Married,82,E,-14.348280412363989,E,-121.48839345815759,A,-18.179018867909214,E,-90.78873636422496,D,A,32.020387612371096,1
Mexico,Married,36,C,87.85126041458439,C,158.58182506693606,D,69.04607350831705,C,-53.64074570307192,B,C,102.46410481165744,0
Mexico,Married,99,E,-2.921633496247895,A,-231.91470345416,D,138.3985314802509,C,70.94164229745435,C,C,125.18047197042254,1
Brazil,Divorced,42,A,-176.64842446383366,B,4.070225143037043,E,30.59524916465241,D,-41.70534792910427,E,E,-128.87035901790333,0
Mexico,Single,84,A,194.29914346847877,B,-41.62515931588886,B,50.629096022705674,B,-128.31938143331575,A,D,58.21323895331664,0
UK,Married,39,B,-34.19467887369819,C,-147.5939428035064,C,115.2832465092994,A,235.81078080461268,C,D,-33.78164411614698,0
Other,Married,98,D,56.99446283738515,E,-113.38601077805284,C,47.681960538564475,B,29.438765458996475,A,B,67.34185187912777,0
China,Divorced,38,B,20.41579659597189,B,-5.434549735596377,A,212.31294696201863,E,-86.5586510922032,E,B,-40.34930525225833,0
India,Widowed,22,E,107.9789986845098,D,11.457272007753094,D,183.4135717014857,C,-94.79230509701408,E,A,-183.11859638523518,1
India,Married,70,B,32.136499694598605,B,27.071393123531244,C,99.35530264140327,D,10.25659431247068,D,D,-52.46888113351156,1
Other,Single,58,B,79.99781905627259,B,-23.871017091813115,E,28.72091427468734,A,-92.85630178190696,E,C,-194.48260614816232,1
China,Widowed,94,E,-3.212330818475567,E,-68.11466748716131,E,-105.81817316309177,A,48.04620989398457,A,C,-52.320594812225785,0
UK,Widowed,64,B,20.249819172354837,B,-15.094056895437824,E,-202.0978573206147,A,50.05100553111082,B,B,20.249059757968404,1
US,Widowed,62,C,102.58046953570528,A,-226.2374935723876,A,-52.94015360657023,A,-79.38354953128905,B,E,52.46874108497538,1
Mexico,Divorced,57,E,-35.42809185100137,B,46.26667814553868,E,179.0293533997668,B,-10.28104700825971,E,A,-150.15096756112666,0
Germany,Widowed,70,E,16.38604803450863,D,-102.50796536832625,B,25.248410226315272,D,-38.984217607793106,D,A,65.3571309014054,1
Germany,Married,33,D,-4.147505132863971,B,-178.62927251499448,E,43.22894799855521,C,-100.0920165046089,C,B,156.24725414196516,0
UK,Divorced,21,C,-134.6261259013731,D,-157.7710929954497,A,116.27345563323956,E,-157.72993746360092,C,A,148.39806480772035,1
India,Single,55,B,78.84854405553573,E,20.67098125520618,B,-263.8307986729931,D,-80.39418982660003,E,E,77.12954825058017,0
UK,Married,60,B,-117.93562639087278,A,-154.5886805867678,D,115.17838158289311,E,-54.751074598523765,E,D,121.2992966980692,0
China,Single,79,A,-86.23394650785143,C,-41.808272194312835,C,98.40525956743667,C,109.43992223015975,C,B,111.7768454227011,0
China,Single,51,E,-75.25478638460265,B,-81.54792298161341,E,45.16049250608176,B,-89.19961973220516,B,D,142.41388849931346,0
US,Single,55,B,-12.430041415559229,E,-19.267747304083446,D,-7.281981071213855,A,140.64412689816655,D,C,112.71292024890339,1
Germany,Married,32,C,-114.81665119586462,B,-26.913641427774028,A,62.9520790914162,C,53.813844493794385,D,B,78.54705289022337,1
India,Divorced,41,C,-114.98452636515417,B,27.408660912524162,C,-164.41808988889164,A,-160.65989190351183,A,E,-108.47856608547634,0
Other,Single,98,D,16.1982509646923,D,66.95000803789178,D,-203.4323421748706,B,-35.42513536179507,C,A,7.690824290077466,1
Brazil,Divorced,76,C,59.439559841035376,D,-179.86456758361865,A,49.06914866999358,E,57.18392149727962,C,B,43.31383864388418,1
US,Single,79,E,-234.80889135639447,E,121.88452644843701,B,181.65121074896732,A,-72.91251188638273,D,A,7.131375192697892,0
India,Single,42,E,-32.78175821124877,D,-90.14916702003481,A,20.54195819536945,A,103.0719500691075,E,C,-106.15717180940827,0
US,Single,78,A,42.36935894251751,B,138.70468951935942,E,7.076448086459601,E,-46.46525896249043,C,B,-77.77701125963947,0
Mexico,Married,74,A,8.996707444903485,C,83.75022137686801,A,-112.81903907308369,C,108.3778572900162,B,C,1.693099900915452,0
US,Widowed,77,D,111.94979227914202,E,172.02151246268502,B,-18.647845009236615,C,-92.81020389226505,A,C,-175.2064901150058,1
UK,Widowed,60,E,-1.1913639195768726,B,-85.68037800648614,D,142.11771942798558,A,-113.25199009047134,E,E,-16.964986549568685,1
China,Married,86,A,91.45618859359898,B,-268.05700301790023,B,-0.05313882377566418,E,-90.60538753694003,E,D,48.35401575601935,1
