ethnic_group,country,Age,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,Brazil,61,E,D,-80.995786762486,A,C,1
Black,China,31,A,D,28.565329014130576,C,E,0
African American,Germany,59,D,C,74.19177691285488,B,E,1
Other,Germany,34,D,D,81.79688487362465,E,D,0
African American,India,51,E,D,-101.69361051742216,E,D,1
African American,Mexico,63,B,B,4.262580924075805,B,B,1
White,Mexico,56,E,B,33.9095995343727,C,D,1
White,Other,61,D,A,-20.860732244589315,C,D,0
African American,UK,21,A,E,37.8009918421524,C,B,1
Black,US,79,E,E,170.87643565554544,D,D,1
Other,UK,74,C,D,81.79647170694041,A,B,1
Black,Mexico,44,B,E,-19.627665418352738,C,E,0
Hispanic,Other,48,E,C,-41.15345561265521,A,D,1
Other,UK,24,B,A,-132.48601555781897,D,A,0
Black,UK,53,A,B,-16.90099460183857,D,D,0
Hispanic,China,47,B,E,18.202467228201265,E,A,1
Hispanic,Other,65,B,D,125.93445407496108,B,D,1
White,UK,72,E,E,-0.15501592730891622,C,B,1
Other,US,30,E,A,-34.493425139600134,D,D,0
African American,Mexico,26,C,C,-158.44122530115118,D,E,1
Black,Mexico,66,C,D,-138.2483742726022,E,D,0
Hispanic,Brazil,25,E,D,-62.77984835924858,D,A,0
Other,Germany,70,A,B,-20.87133591031464,D,A,0
Asian,Mexico,45,B,B,141.5653016971223,B,E,1
White,China,24,E,B,26.477589043990434,B,A,0
Black,Germany,60,A,B,41.66766549809529,C,E,0
White,China,54,B,C,-140.85878142225022,D,E,1
Other,China,68,D,E,-47.733572230879226,C,E,1
Asian,Mexico,57,D,D,50.94590524088344,B,C,1
Other,UK,43,D,B,-35.58168165840807,D,D,0
Other,UK,78,B,C,-53.6799365449562,C,A,1
Hispanic,US,41,A,E,-85.55497933106044,C,C,0
Asian,Brazil,58,A,D,-4.016433667178277,A,B,0
Asian,Mexico,24,A,A,52.102722184903925,C,C,1
Asian,Mexico,63,B,E,26.747794585131572,D,D,0
African American,Mexico,50,D,A,6.79016958175809,B,A,1
African American,US,63,D,B,-39.134774308024845,B,E,1
African American,China,50,B,E,-29.583100965654875,B,E,1
Hispanic,Other,19,D,D,5.643376213251516,C,C,0
Asian,Mexico,28,A,A,-77.32757117893708,D,D,1
Black,UK,19,A,D,-250.61125590953432,C,C,0
White,Other,23,E,A,-105.11793987255713,D,D,1
Black,Other,40,C,C,-58.88777024340936,C,E,0
Hispanic,India,27,B,A,-68.86806739340511,D,A,0
Other,Germany,53,E,C,-45.60254048433418,E,A,0
White,China,53,D,B,-98.46276268752109,B,C,1
Asian,Germany,27,D,D,18.29028307717053,A,A,1
African American,UK,29,C,E,-51.57559018055926,E,E,1
Black,UK,71,B,A,181.42163155815817,B,E,1
Black,Brazil,18,E,B,-95.87161030107143,A,D,0
Hispanic,Other,36,A,E,136.29476792208126,D,A,0
Black,Mexico,30,E,A,-44.92839873374306,E,C,0
Other,Brazil,35,D,E,205.1006201787965,A,D,1
Other,Other,41,D,D,97.32064194766913,B,D,1
Hispanic,China,60,E,B,72.96453948412464,A,E,0
Black,US,59,A,A,-33.22322687776247,A,C,1
African American,US,70,B,D,196.16660214050344,E,B,0
White,US,27,A,A,17.31023563707132,B,D,0
African American,Germany,18,E,C,17.532517622770598,B,C,0
Hispanic,China,67,B,B,-91.31129626602215,B,B,0
Asian,India,48,D,A,-26.60477898038478,C,A,1
Other,Brazil,35,E,B,-11.419180567290383,B,E,0
Asian,UK,64,E,C,-122.43989524032528,C,A,0
White,Brazil,33,C,C,31.374912457096777,C,A,0
African American,Brazil,19,C,D,-118.4304823051312,D,D,0
Hispanic,China,45,E,A,23.772208597948495,B,A,0
Black,China,58,C,E,-14.46208452305683,A,D,1
Black,Germany,46,C,D,-31.958077970441064,D,B,0
Other,India,32,B,B,54.09839953310615,C,A,0
Hispanic,China,36,B,A,-125.5492463612082,A,C,1
African American,Other,35,C,C,-21.044707788832053,A,B,0
Hispanic,Mexico,33,A,D,143.22575077026028,C,C,0
Other,India,72,C,D,-232.50477741289274,A,B,0
African American,Brazil,22,A,A,-17.648891464957693,C,B,1
White,UK,40,B,E,92.0555186180719,A,A,1
Asian,US,47,D,E,-82.43672811976822,A,A,1
White,Germany,77,D,C,-132.57344498507973,A,D,1
Hispanic,India,47,C,B,-23.651120997253454,A,E,1
Other,Mexico,29,A,B,10.97823100201691,E,E,0
African American,US,22,C,A,-15.463312805396844,D,B,1
Black,Brazil,63,E,E,-21.110095147682213,A,E,1
Black,Mexico,69,E,B,25.692847128281226,B,A,1
White,UK,40,B,D,192.27438478077374,A,C,1
Hispanic,Other,63,B,E,-44.95510633396928,A,D,0
Hispanic,UK,32,C,C,-8.601229370316915,B,A,1
Hispanic,Mexico,34,D,B,35.211246934293605,C,B,1
Other,US,59,B,C,-69.8842790810662,A,C,0
Hispanic,Mexico,33,D,E,-50.98637935195699,A,A,0
African American,US,62,B,E,179.56448620514658,B,B,0
Hispanic,US,32,D,A,-58.057673014929655,D,B,1
Hispanic,China,39,B,E,-72.69180053540289,C,D,0
African American,India,25,C,A,1.030270479644385,B,B,1
African American,UK,51,D,A,-20.379153645914855,D,C,0
Other,Brazil,28,B,C,52.27786593914089,D,A,1
White,China,21,E,A,-58.121337108277196,E,D,1
African American,Other,70,C,D,117.99605641751529,D,D,1
Other,Germany,39,D,D,176.05040599655354,A,A,1
Asian,China,33,A,D,4.661548981778628,C,E,1
White,Other,28,A,E,-89.37520652150404,D,B,1
Asian,China,60,A,B,-89.82959463311262,B,B,1
White,US,58,C,A,115.53079529527037,C,E,1
Asian,Germany,36,E,B,76.85404641852091,E,E,0
African American,US,79,A,B,39.31054540223436,E,B,0
Other,US,60,D,A,-40.050670210700105,B,B,0
Black,Germany,50,A,A,63.0251212091659,E,D,1
Hispanic,Brazil,30,C,A,36.07327452158435,A,A,0
Hispanic,Mexico,62,E,C,66.47255083864067,C,C,0
Black,Mexico,25,B,B,-78.15972936799933,B,E,0
African American,Brazil,68,C,D,-143.75468909011875,B,E,1
Black,UK,71,E,B,-118.88976345423572,A,A,0
Asian,US,34,E,E,-86.98005901270035,B,B,0
African American,China,78,E,D,140.53686478359273,C,B,1
African American,China,43,C,C,6.849250350820372,A,B,0
African American,Mexico,46,D,B,-57.90864472776889,B,A,1
Black,US,30,B,B,107.95187511522748,A,D,1
African American,India,43,D,B,-126.42417995690374,C,E,0
African American,India,25,E,A,-90.49819018055267,D,A,1
Asian,UK,38,E,A,-4.065188864452752,D,B,1
Black,Germany,26,E,A,117.0577729627848,D,E,0
African American,Other,50,C,B,-9.172775244444876,C,D,0
Black,US,52,D,A,11.712638127112005,D,C,1
African American,Other,49,B,D,8.284745125845348,A,D,0
Hispanic,Other,25,A,B,-81.10660972945561,C,B,0
White,India,74,D,B,-33.765003705509415,A,D,0
White,China,18,D,D,107.73054836125739,A,A,0
Asian,India,70,D,B,-50.389532603966025,B,D,1
Black,US,39,B,E,21.759530989214387,A,E,0
Asian,China,62,C,A,-33.37690204234145,B,A,0
Other,Other,79,E,B,-113.70310142568691,A,B,1
White,UK,52,D,E,-68.02797611572946,C,D,0
Hispanic,US,55,D,A,-99.90615766179019,B,D,1
Hispanic,China,55,E,D,5.749350359616356,A,E,0
Asian,India,21,C,D,77.64360725603943,A,D,1
Black,Germany,58,E,B,91.29353775966541,A,C,1
Other,Mexico,64,C,B,-120.15298715669684,D,E,1
Other,US,22,E,C,-87.09305238802038,C,C,0
Hispanic,Brazil,37,D,A,76.5158638435819,C,E,1
White,India,66,C,D,71.30489597718521,C,E,1
Other,China,48,C,A,34.51119606550377,E,A,1
White,UK,76,C,A,-89.56270538953702,E,B,1
Asian,Brazil,76,D,A,-12.87437077157027,B,E,0
White,Germany,25,A,B,80.92798285240299,C,B,0
Other,US,44,D,B,-114.75509875281251,B,C,1
Hispanic,China,71,D,B,-26.816458578783752,D,D,0
White,Germany,44,C,A,-148.95142601911922,C,D,1
African American,China,45,E,D,67.39210079269249,A,C,0
White,UK,27,B,A,15.862088635504579,E,D,1
Hispanic,Germany,27,B,E,125.61820786698974,D,A,1
Other,Other,75,B,C,157.06709573016093,C,C,0
Asian,Mexico,22,A,D,-71.99862022543616,B,C,0
Hispanic,Germany,56,E,D,96.74245491787224,A,E,0
Asian,UK,47,E,A,-58.1160294650723,E,E,1
African American,India,51,B,E,233.35980366154772,A,B,0
African American,Mexico,53,B,D,-75.66360711059778,E,C,1
Black,Other,32,C,B,58.670092308392086,B,E,1
Other,Mexico,63,D,E,27.097541821372673,A,D,1
Black,UK,59,D,D,-17.85283916450284,E,C,1
Other,China,33,E,D,-70.91310842768847,E,B,1
Other,Mexico,24,E,C,-11.101956268852057,B,E,1
Hispanic,Germany,40,B,D,-27.943602938536504,A,B,1
Black,US,53,E,D,-111.72605214566227,A,C,0
Black,UK,45,C,B,54.75955897084847,C,A,0
Other,India,77,E,C,33.74940607988161,B,E,0
Other,India,49,A,E,-175.9392994166453,D,E,1
White,Mexico,26,C,D,-41.63585774246519,B,C,1
Black,China,44,C,E,-67.78995674183992,B,A,0
Other,UK,49,D,C,9.463163798652523,B,B,1
Asian,Brazil,28,D,A,124.87400312867831,C,A,1
Asian,Mexico,43,A,A,-50.33107759083815,B,A,0
Hispanic,UK,39,C,B,86.80296906921693,A,D,0
Hispanic,China,73,C,E,-95.70680482369369,C,B,0
Other,Brazil,42,A,A,-150.9863441367666,C,E,1
Asian,China,49,E,C,-9.849885135825456,A,B,1
Hispanic,Brazil,77,C,C,112.35403553409937,E,C,1
Hispanic,Mexico,61,B,C,183.91124701410905,C,D,0
Asian,India,66,C,D,28.518773495627237,B,E,0
Hispanic,India,57,C,A,-130.96409376983016,D,A,0
Black,India,50,E,E,78.01465156410455,B,C,1
White,China,42,A,D,-63.68274765122531,B,D,0
Black,India,79,C,C,64.99386105802273,E,A,0
Black,Germany,46,A,A,153.76011913178078,C,A,1
Asian,UK,42,E,A,-57.14525243411577,D,C,0
Black,Germany,46,B,B,89.60197450230393,A,D,1
Hispanic,UK,72,A,D,23.97656386032287,C,D,1
Asian,Brazil,68,B,A,-213.76093565991175,B,E,1
Hispanic,Germany,19,B,E,-82.97190405984621,E,D,1
Black,Germany,64,D,B,-92.87096689030575,A,C,0
Hispanic,Brazil,55,A,C,181.81424230078312,A,B,1
Black,China,70,A,D,-242.6668031814604,C,C,1
Other,India,64,C,A,64.44908395511779,E,E,1
White,Germany,74,B,D,100.38030673035236,E,D,0
Black,US,40,B,A,-118.33197711726812,E,B,0
Asian,Germany,42,B,E,130.71039639132775,C,B,1
African American,Germany,57,A,A,-63.37899372710707,D,A,1
Black,Brazil,20,E,E,-0.811220076289147,B,C,1
African American,India,68,D,B,-162.20227904613853,A,A,0
Hispanic,UK,51,C,C,-34.41873156031627,B,D,1
Other,India,63,D,E,-155.33351096528486,B,A,0
Black,Germany,61,B,D,178.27798685443835,E,B,0
Other,US,61,C,C,0.2606152630544536,D,B,1
White,Germany,34,A,B,-96.93843640344639,B,E,1
Black,India,19,D,A,-7.768116185671438,E,A,0
Asian,China,34,D,B,63.157592554872544,E,E,1
Black,UK,21,A,E,-182.43807065886247,D,B,1
Black,Other,23,E,B,-84.99675880554221,A,E,1
Asian,Other,34,B,C,158.67643930225555,B,B,1
White,US,28,C,D,53.503237792118696,C,E,1
White,India,63,A,E,-86.31188005219757,A,C,1
Black,China,56,C,B,-0.6160498045719333,D,C,0
Hispanic,Mexico,56,E,E,45.27850802574358,E,C,0
African American,Brazil,69,C,C,9.157505817168774,A,D,0
Hispanic,Other,53,E,A,-141.7851606589899,D,B,1
African American,Mexico,78,E,E,-212.7559779980914,E,D,0
African American,Germany,44,A,C,-96.5063860213806,A,D,0
Asian,China,50,E,C,-116.07357532740386,B,B,1
Other,Brazil,32,E,A,137.88263728373394,D,A,0
African American,Germany,20,D,C,17.83912366298291,C,C,1
White,China,57,A,E,-260.511274201708,A,D,0
African American,Other,51,C,A,99.81178197031602,B,C,0
Black,US,63,A,A,132.58063821228103,D,A,1
Black,India,32,E,A,-102.54276023620785,D,B,0
Hispanic,Other,21,B,E,-85.92876753230986,B,D,0
Other,China,57,C,B,46.23236786652998,D,A,0
African American,Mexico,39,D,A,-308.1913172990189,C,A,1
Other,China,23,A,C,24.97670631975338,D,B,1
Other,Germany,19,E,A,-127.51059983590984,A,E,0
African American,Mexico,46,A,A,48.58791637196887,A,B,0
Other,China,65,E,D,-8.152344238959685,E,A,0
Asian,US,69,B,C,104.9742906424509,B,E,0
White,Other,60,C,D,38.98560621450738,C,C,0
Asian,Other,70,B,D,-55.31765015828669,B,D,0
White,Mexico,72,D,C,-73.49504983293788,B,C,1
Asian,India,35,B,E,112.626846195936,D,A,1
Hispanic,US,32,D,B,8.1826790420751,E,A,1
White,Other,43,E,C,-25.356174805803043,A,A,0
African American,India,79,E,E,77.66045087436109,D,E,1
Black,China,39,B,B,12.440791125122924,E,D,1
Other,China,77,E,A,-11.3639476682985,A,B,0
African American,US,21,E,C,85.81958667189598,C,B,1
White,China,75,A,E,20.28858849172161,B,A,1
Asian,Brazil,40,C,B,103.63147099747934,E,A,0
Other,US,19,E,A,-77.64487354311157,D,B,0
Hispanic,Germany,65,B,A,-13.447966961600446,D,C,1
Other,Mexico,54,C,D,136.8111603417133,A,D,1
Hispanic,Germany,70,B,D,10.766869451890587,B,E,0
Other,Brazil,53,C,A,-1.5510675574937607,B,B,0
African American,China,72,B,C,-82.67178162321034,C,B,1
Other,UK,65,A,E,-10.760517747772349,A,C,0
Hispanic,China,60,A,C,80.04236975030354,A,C,0
African American,India,32,C,B,-162.6555358779639,A,B,0
White,Other,36,E,B,-50.88856567996337,C,B,0
White,Mexico,60,B,E,-74.04661984727599,C,C,0
Black,Germany,38,E,C,28.4865368315358,C,E,0
African American,UK,58,E,C,72.47306759793715,D,C,1
Other,Germany,79,E,C,-13.686625761923734,B,E,0
Hispanic,Brazil,57,D,E,-105.75399425479348,E,C,0
Black,China,73,E,A,66.19512815724464,B,B,0
Asian,India,74,D,E,86.03128190925098,E,C,1
African American,Mexico,49,B,C,-19.204759132623757,A,A,0
White,US,31,D,A,-25.780373815841664,B,B,0
Asian,Other,24,A,E,-56.60911090986186,E,C,1
Black,Other,65,C,D,120.79050142705634,D,D,0
African American,UK,73,D,C,-65.29544508995555,E,C,0
Other,Germany,34,C,B,-0.8214468938789542,A,D,0
Black,UK,77,A,D,-135.80354345692928,E,C,0
Asian,Other,53,D,D,32.06999475228455,C,E,1
African American,Germany,67,C,A,40.20050778902923,E,C,1
Other,Mexico,20,B,E,57.35253669415714,D,D,0
Asian,Brazil,50,D,B,-10.760842861052469,A,A,1
White,China,56,D,E,-145.11911437170352,D,D,1
Hispanic,India,27,C,B,37.08049495430406,B,B,1
African American,Brazil,23,B,C,-48.52253809922144,C,C,0
African American,Germany,39,D,C,40.78530510823491,E,E,0
Other,Mexico,60,B,B,3.0356124503454747,D,D,1
Black,Germany,51,E,B,81.31244578921378,A,B,0
African American,Mexico,38,B,B,-20.45164681890833,B,A,0
Asian,US,41,B,C,164.60297099272324,D,A,0
White,India,75,A,B,-141.18340899853183,A,C,0
White,Mexico,62,C,A,62.389861895847886,B,A,0
Black,Other,55,D,B,-90.13788178726358,A,C,1
African American,Brazil,63,A,D,163.36527519312054,C,A,0
Hispanic,China,22,B,E,-57.88913793350111,A,C,1
Asian,Germany,54,E,D,38.07782530382451,E,A,1
Hispanic,Mexico,40,B,E,-200.54249345788992,A,E,0
Asian,US,23,C,B,34.34757842414646,C,D,1
Hispanic,US,47,D,A,63.03599442377883,C,A,1
Other,UK,22,E,A,-184.04968714444078,E,D,0
White,India,56,A,B,-16.82216726507288,C,A,0
Hispanic,China,33,B,B,122.5917414878325,A,A,1
Other,India,20,A,C,26.502359668713193,E,D,1
Asian,India,59,B,B,95.62242246251483,E,E,1
Other,Other,29,C,E,48.60582020922742,C,C,1
Asian,UK,69,E,D,84.8483888725044,B,B,0
Other,US,37,B,A,247.5844672182792,D,A,0
African American,Brazil,37,C,D,59.45471276063385,A,A,1
White,UK,50,C,C,72.95905881036705,B,D,0
Other,Brazil,21,B,B,-58.02200477344098,D,C,0
White,India,58,D,D,-6.217306560998981,C,E,1
Hispanic,Germany,70,C,D,18.381725100570343,A,B,1
White,UK,64,B,E,-9.031088604046307,D,C,1
African American,Other,44,C,A,-44.19379286439141,E,E,1
White,India,33,E,E,-29.743131353222036,B,A,0
Other,Mexico,67,D,B,-82.04340723563746,E,C,0
White,Other,69,B,D,75.67968180806032,D,A,0
White,UK,30,B,E,66.98640743781424,B,B,1
Black,Other,50,A,D,97.83133726432197,B,D,0
Black,India,20,D,C,-8.85218469719471,D,A,1
Other,Brazil,74,D,B,-18.74972507927706,A,C,1
Other,China,20,A,A,-44.29995984470384,A,D,1
African American,Brazil,30,A,D,153.5513475474457,B,E,0
White,Brazil,61,A,D,-100.57242166421345,B,A,1
Asian,China,55,B,A,-164.9038826944003,A,A,1
Asian,Germany,38,D,D,50.71324585377581,C,E,0
African American,Germany,49,C,D,46.3840310557461,A,D,0
Black,US,53,C,D,81.04066228253369,A,B,0
Black,Germany,52,C,B,102.55913484757303,B,A,1
Hispanic,Mexico,54,A,B,-228.5978210383258,C,A,0
Black,Brazil,51,C,A,-189.7479277575205,D,D,0
Hispanic,Other,67,C,A,41.19960826762426,C,D,1
Hispanic,India,63,A,D,-29.34925586793463,A,D,1
Asian,India,74,E,B,-53.49611563527126,B,A,1
Hispanic,UK,20,A,A,58.755731577614156,E,A,0
African American,Germany,34,A,C,-105.41820638263306,D,C,0
African American,UK,19,C,D,147.90022238235233,D,E,1
White,Mexico,56,D,A,132.8894189144364,B,D,0
White,UK,52,A,C,25.592661960593393,D,A,0
White,Brazil,23,B,B,-102.3144548085256,C,B,0
Hispanic,UK,60,E,A,-5.161796813873089,C,D,1
Black,UK,61,D,A,49.71018576881084,A,A,0
White,Mexico,37,C,E,-81.8178082812494,E,C,1
Hispanic,Germany,19,E,D,95.36640284476515,A,C,0
Asian,Germany,33,E,C,169.9922907549857,D,B,1
Other,UK,59,C,A,-140.9616393865911,E,E,1
Other,Other,38,A,E,69.71115085218248,D,B,1
White,US,60,B,C,18.01696537919055,C,E,0
Asian,India,65,B,C,-265.98059219018194,D,E,0
Black,Germany,79,A,E,-24.083111494409895,B,D,0
White,US,36,D,E,-77.87325201676686,C,C,1
Other,Brazil,23,B,C,-44.854534020883854,A,E,1
Other,Brazil,64,C,B,71.62601789280832,E,E,1
Other,China,57,A,B,-38.2153573808359,E,C,0
African American,Germany,45,B,D,156.05346265940076,B,D,1
White,Germany,24,D,B,72.36252705674187,E,B,0
Black,India,31,E,B,-41.67233378574771,C,D,1
African American,Other,38,C,E,8.565289638644579,C,E,0
Hispanic,Brazil,52,E,A,-13.955388016284207,A,B,1
African American,Brazil,71,C,D,100.72423291788277,C,B,1
Asian,US,38,E,E,10.573236462630666,C,A,1
Black,India,41,A,C,-35.92004908170244,D,E,0
Other,Brazil,33,C,B,-47.92783829923917,A,C,0
Asian,Germany,28,C,B,74.97337943245877,C,C,1
Other,Brazil,65,B,A,-10.16072027173996,B,D,0
Hispanic,US,79,D,C,86.47793703555388,C,A,1
White,China,53,C,A,-172.61570045821045,D,A,1
African American,Mexico,70,E,C,1.9415553937854373,D,C,1
African American,India,63,A,A,129.82051337165186,E,B,0
Asian,China,27,C,A,-42.18665048329838,D,B,1
Other,China,38,A,D,-74.03888253610201,B,D,1
African American,China,39,B,B,-125.78695070980257,B,A,1
Hispanic,UK,53,A,E,104.29679113299241,B,B,0
Other,China,26,C,C,61.63616529584704,D,B,1
Other,US,73,A,A,43.64448444498469,C,B,0
Asian,Mexico,63,D,D,6.809330368104162,B,E,0
White,India,27,D,E,-15.513776350275435,A,D,1
Black,India,59,E,A,20.107601404657512,A,D,0
Hispanic,Brazil,76,D,E,33.77674157325801,E,D,1
Hispanic,Other,23,A,C,9.435601601911033,B,B,0
African American,Germany,59,D,A,-150.69439522190368,C,D,1
African American,Germany,77,A,B,45.36139937009786,D,C,0
African American,Brazil,71,D,A,17.418860136690483,E,E,0
Hispanic,US,67,B,D,-27.231092834378938,B,E,1
Black,Mexico,49,E,C,-93.79446594911226,A,E,1
Asian,UK,23,E,D,80.74603990982447,E,E,0
Other,China,35,D,E,64.1439714545866,A,C,1
African American,Germany,29,B,C,-30.805173238600975,D,D,1
African American,China,40,B,D,-38.436394610493416,A,E,0
Black,US,29,C,A,49.07575372312544,C,B,0
White,UK,18,D,E,-86.03728081871974,D,C,0
Other,US,31,B,E,31.946368327548036,E,C,0
African American,Germany,75,E,B,-115.88133124958591,C,B,1
Asian,Mexico,68,C,C,-74.15737830497284,B,D,0
Other,Brazil,62,D,C,-159.80533548135236,C,B,1
Asian,UK,53,A,B,-168.14174933471898,C,A,0
Other,Germany,31,D,C,-35.78560821542568,C,D,1
Asian,India,63,E,D,-144.52973758028935,A,E,0
White,Mexico,59,D,B,-58.60671626712644,B,B,1
African American,Other,46,D,D,-77.41396277591166,C,E,1
Black,Brazil,45,A,E,168.529054018974,D,D,0
Asian,Brazil,53,E,A,-169.9315352473407,D,B,0
Black,US,57,E,E,93.77848486320684,B,C,0
Asian,Germany,32,C,B,167.13948698810813,D,D,1
Hispanic,India,42,A,B,110.66838185602012,D,B,0
Other,China,59,A,A,-50.55460608447449,E,B,1
Black,China,45,C,C,-69.28352591297082,A,B,1
Hispanic,UK,54,D,E,88.72155225416026,D,A,0
African American,Germany,39,B,C,30.135916601334195,D,E,0
Other,US,51,C,D,21.15356668140546,E,E,1
Other,UK,69,C,D,-60.635423149352775,D,B,1
Other,UK,18,C,E,65.62397346034618,D,E,0
African American,Other,24,D,E,85.33393193208651,D,A,0
African American,Mexico,50,A,B,-127.80223280813556,B,D,0
Hispanic,Brazil,25,E,B,-27.09275798127796,E,C,0
Hispanic,Germany,19,D,C,115.7427718405587,A,D,0
Black,India,75,B,A,-33.08785381529633,B,C,1
White,Brazil,28,E,C,0.16407025413067997,E,B,1
Hispanic,Other,23,A,E,146.98280572059102,E,D,0
Black,Other,27,E,E,-39.50253805421923,A,E,1
Hispanic,US,47,C,E,29.550481537844124,C,B,0
White,China,78,A,A,-62.38656310993821,C,E,0
Black,UK,20,A,C,48.462461170446375,C,E,0
Hispanic,Germany,77,B,B,27.045898219414084,A,C,0
Black,India,77,B,C,244.15270891979358,A,B,0
White,Brazil,72,B,E,-66.8133039425061,C,A,0
Asian,Mexico,38,D,C,55.27553061173028,B,C,1
White,China,64,E,E,-31.926927138837392,D,A,0
Black,China,59,D,D,-58.71096038258759,D,C,0
Other,China,26,A,D,-76.61057724077457,A,C,1
African American,China,30,C,D,68.0773053775407,E,E,1
Asian,Other,32,E,C,31.56483619304972,B,D,0
Other,Mexico,55,A,A,100.93332872445524,C,C,0
African American,India,69,D,D,-11.961024594257395,B,B,1
Hispanic,UK,34,B,A,-60.03040854643926,D,C,1
Other,Brazil,41,E,B,164.9417485483936,C,E,0
White,US,77,D,D,79.19800971691926,B,D,0
White,China,23,B,A,-91.41724955396067,E,E,0
Hispanic,UK,69,B,C,-97.3503901586478,A,C,0
Hispanic,China,71,E,E,-0.39024268678185753,B,A,0
Hispanic,Brazil,51,B,B,-38.13340644574577,B,A,1
White,India,62,A,D,-81.34960126396011,D,B,1
Hispanic,India,43,E,B,35.64555242733204,D,E,0
Other,UK,18,E,C,27.96626592828959,D,D,1
Hispanic,Germany,25,B,B,-56.169266587162184,E,E,1
Other,UK,45,C,C,-106.99710673859184,A,E,1
African American,Other,69,C,A,108.09651222755889,C,A,1
Other,Brazil,53,C,E,-85.75238847669672,E,E,1
Hispanic,UK,38,B,E,62.00751291317903,D,D,1
Black,Brazil,48,E,C,256.62963474003544,E,D,1
Hispanic,US,72,E,D,25.683167889089,C,C,1
Black,India,19,E,D,26.680789303644204,D,E,0
Other,Other,61,B,E,16.143292309318728,A,A,0
Hispanic,Mexico,40,C,C,-52.86345598187895,A,C,0
African American,Brazil,53,D,A,75.85469457966933,C,D,1
African American,Mexico,55,A,C,115.98872820468542,A,D,1
Other,US,19,C,E,-75.36380926836144,E,A,0
African American,Mexico,28,D,B,-140.36025711330845,C,B,0
Asian,India,38,D,C,205.30989163297798,D,C,0
African American,Other,68,C,B,-52.28384598898086,B,D,0
Asian,Other,59,E,B,59.48955299342956,C,E,0
Other,China,22,D,A,150.5168785530539,E,E,0
Black,Brazil,36,D,E,42.1550298100791,A,C,1
White,UK,44,A,C,16.06357007424947,A,D,0
White,UK,75,A,E,-46.612142789611724,C,B,1
Asian,India,45,B,B,98.42528209696736,D,E,1
African American,Other,37,D,D,-121.15596955801857,B,A,1
White,Mexico,74,E,D,198.22689877590852,A,B,0
Hispanic,US,32,B,C,-74.9631071402969,D,E,0
Black,Brazil,63,B,B,7.900487072489279,E,B,0
African American,Mexico,43,C,E,-9.233796811000792,E,D,1
White,Mexico,22,D,B,-25.10983498735558,B,D,1
Other,Brazil,28,A,A,80.64656074372769,A,B,1
Hispanic,Other,47,B,D,18.536368187599077,E,E,1
Hispanic,China,31,E,B,11.45773019030391,A,D,0
Asian,UK,19,C,C,-68.21693131218952,E,A,0
African American,China,75,C,B,104.99817827133036,E,D,1
African American,Mexico,46,A,E,-58.6882628383958,D,A,0
White,UK,65,D,E,-19.408258335496388,E,A,0
African American,India,53,A,B,-168.69042226991414,A,E,1
African American,Germany,31,E,E,-105.07309001504322,B,E,1
White,Mexico,54,A,C,-118.57190915406595,E,D,0
Black,Mexico,29,B,E,12.92276574461693,C,E,0
Hispanic,India,40,E,E,36.32255928883629,A,D,0
White,Mexico,40,B,A,102.41366544623185,A,B,0
Other,India,19,C,D,-125.96419139259869,C,E,0
White,UK,37,E,D,76.33687107102516,D,C,0
Black,US,66,B,C,-145.35575741695394,E,E,0
Hispanic,UK,66,C,C,83.92448609846502,A,B,1
White,US,27,C,E,-2.0199522104297065,E,A,0
Other,Other,70,B,A,81.36762687040435,A,C,0
Hispanic,India,62,A,E,57.8616788116027,A,B,1
African American,Other,39,D,C,-0.42243167623025196,D,D,0
Other,Mexico,21,D,C,-84.84246986442749,C,A,0
Asian,Other,32,E,C,38.42327980287873,C,E,0
Other,China,59,B,A,-42.316101804411424,D,E,1
Hispanic,Other,60,E,C,95.01741955578554,D,E,0
Hispanic,Other,26,C,B,106.66898068436603,D,E,1
Asian,Mexico,72,D,E,32.10257000426525,C,A,1
Other,India,32,B,B,48.535028420509995,A,A,1
Black,UK,50,E,B,-29.29925652468743,B,D,0
White,Mexico,21,D,D,-67.6159638900168,B,D,0
White,Other,78,D,D,69.68315706048998,D,E,0
African American,Other,69,A,E,31.874915135052166,E,C,0
Asian,Other,68,A,C,63.48662544788788,D,C,0
Asian,Mexico,65,C,B,-242.66346264141038,D,B,0
Black,US,27,C,C,-20.76692105332464,B,A,1
African American,Mexico,45,A,B,130.09900426855634,E,D,0
White,Other,31,A,E,-70.90385873767265,C,A,0
Asian,Other,18,C,C,53.521356266645846,B,B,0
Hispanic,India,48,E,E,191.95041478578213,D,A,0
Hispanic,India,55,C,C,54.912282394640165,A,B,0
White,Mexico,24,B,B,89.82952878629867,A,A,0
White,China,28,A,C,-109.44042499668608,B,B,1
Other,Brazil,48,B,A,-97.59753871094051,A,A,1
Asian,Brazil,18,E,C,-39.641912810244484,B,E,1
White,Other,25,A,D,97.86080687051334,A,C,1
Hispanic,Other,27,B,B,9.95595529133542,E,E,0
Other,US,25,D,C,-27.86131053024814,B,A,1
Asian,China,72,C,E,-210.4785171904083,C,A,1
Black,Brazil,46,B,B,159.80356551231887,C,E,0
White,China,34,C,A,-59.98322011478163,E,D,1
African American,Brazil,40,A,C,59.102978024816785,E,E,1
Asian,UK,72,B,C,0.8234046366097036,C,C,0
