veteran,gender,nation,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
No,Male,India,70,E,-176.6623515134549,E,E,-45.0609770443306,50.82271883740862,-165.66773245007965,D,E,0
Non-Veteran,F,China,78,A,73.59881869288284,A,E,-93.17271092116111,72.32349729690787,52.125536293252054,C,E,0
Veteran,Other,US,53,D,240.51849854007204,E,C,225.30540605694858,-80.01518900629331,-34.116859493304524,A,B,1
Yes,Male,Germany,57,A,11.892166095994403,D,D,-16.912069376740078,29.12067412682483,145.0149889833559,B,C,1
No,F,China,48,D,-28.316254158744304,C,C,-2.1946843763553763,28.621210507388284,97.92290549649904,E,B,1
No,Other,Other,58,E,-139.29391256720757,D,D,96.79286738624168,113.23804920338225,112.05695581654386,B,E,0
Yes,F,Mexico,69,A,-65.52817784205813,E,B,-208.24650316931957,7.9751348124860915,19.53651974065956,D,B,0
No,Non-binary,US,40,D,77.26937457101455,B,A,80.60802185295995,-191.69458101450786,16.20282726397794,A,D,0
No,Other,Other,32,D,-149.19541656189045,B,E,70.45534084984828,-59.52678209690612,99.03269372461867,D,E,1
Yes,Male,Germany,78,D,29.18855435678643,C,B,-7.810113252053291,7.3513348427743805,-73.49137001784253,B,A,1
Veteran,M,Other,78,D,149.44685433515076,D,B,-0.13676574700924568,30.58946114201364,-57.7121975249782,A,C,0
No,M,US,20,E,23.267973688693747,B,A,-106.69172192674962,30.134994877867054,-40.791011823893584,C,E,1
Veteran,Non-binary,UK,78,B,54.28649257649014,B,E,-51.077286791942534,-21.676410622887104,-13.824955080998128,A,E,0
Veteran,Non-binary,Mexico,61,D,109.71936877351276,A,D,118.48524976245993,15.21850817358741,-137.0627567279953,D,D,1
Non-Veteran,Non-binary,India,59,D,89.18645612141731,B,D,182.72185754870006,-43.68164861865626,-25.388120580077057,D,A,1
Veteran,Non-binary,Germany,66,B,-192.35977880108322,E,A,74.2459395463675,10.957857968962589,-99.83425155464116,B,A,0
Non-Veteran,M,China,43,C,-16.313122133341864,C,B,-160.06569303193382,58.73532254541014,47.3381059015686,C,B,1
Veteran,Female,India,54,B,94.29690172899807,E,A,-58.59882461282406,102.07872000516795,-13.81815072145511,D,D,0
Yes,Female,US,68,B,134.4510838762544,B,C,-90.97779465846601,39.548608672208346,18.398049136374723,B,B,0
No,F,Other,49,E,144.31979902067675,D,E,-70.59568951271945,104.28707708194136,123.69621610259468,C,D,0
Yes,M,Other,53,E,96.3583138273084,E,B,63.467554941996255,10.335598941450074,12.65956333547458,A,E,1
Veteran,M,Brazil,22,C,86.58091148009466,D,D,112.75900716971617,111.15628543031724,-121.68453102608699,E,B,0
Yes,Other,Other,28,C,-97.6978734792782,C,E,129.53570229634937,11.400271097925526,-67.65367039344073,A,D,1
Yes,Other,Other,50,B,181.71823762859452,C,B,74.42747332794511,-167.58117603420027,12.91971434173757,D,D,0
Yes,Non-binary,Mexico,37,D,-50.05897080364661,B,E,-41.74812333544188,-86.76044997964172,-6.241786932299468,E,D,0
Yes,F,Mexico,58,B,-21.79463664705349,E,E,-16.610579003815516,64.69431969376045,-101.69954026677952,E,B,1
Veteran,M,India,46,E,173.31288692286972,E,D,68.0593473823199,40.14118706079397,110.59054287259985,E,C,0
Veteran,M,UK,23,B,-87.69892128704015,D,D,195.28370185408764,-56.98795217824176,132.4272012298573,B,D,0
No,F,Brazil,67,D,-65.97956349681205,E,C,1.6121032272327036,-103.95784053494698,106.02615348732172,B,C,1
Non-Veteran,F,US,36,E,70.29774873587246,C,D,192.45130954851612,115.76869087414377,69.87835454546057,D,C,0
Non-Veteran,Male,Other,77,A,-63.31433054553377,C,E,9.761552888240175,-67.91510646278479,4.7229390372849265,D,D,0
Veteran,Other,China,71,D,-92.42015280976439,D,D,40.53188967033656,-22.90776010581503,1.820674709021027,C,A,1
Veteran,Female,China,46,D,-46.59190082798555,A,A,23.468883221268115,110.31486277090316,-43.15959845009106,E,E,0
Veteran,F,Brazil,58,E,85.31127253869593,B,A,43.418057268990154,15.584537001396438,59.3138045606445,E,A,0
Veteran,M,Other,68,E,47.941789280099094,E,A,-55.52753114270953,-1.6296001728372125,174.80065703016618,A,E,0
Veteran,M,Other,24,D,62.84477139244275,C,B,-46.41381759666663,91.34066515941369,-149.9508000996719,E,C,0
Yes,Non-binary,UK,72,B,104.33709593404059,C,D,-5.924302413789519,102.50313607298362,126.54353518276238,E,C,0
Yes,M,UK,79,C,2.0544075745754227,D,C,-149.0675755876315,67.54089151147681,-43.32549840665591,C,E,0
Veteran,Male,Germany,77,B,-55.71720260946348,C,C,-47.48476751218473,-108.31072873916021,0.9838559377876775,E,C,0
Yes,Other,China,30,E,-47.9233709699351,B,D,-124.95025972939075,-38.048072916391384,-17.902276354996307,B,E,0
No,F,India,45,B,101.47155212166376,B,B,-56.941199564696795,17.518676560909004,29.419266305481845,A,C,0
Yes,F,Mexico,24,D,23.560300191379863,E,A,-152.37553992114158,126.7729879462111,69.61074185428299,D,C,1
Yes,Female,Brazil,78,D,-73.20544904521864,C,A,-14.25577484769336,37.61057863574145,199.93949972971066,E,B,1
No,M,US,47,C,-70.23460478304881,E,B,178.31013102395923,-106.43084229338751,115.20517644492433,D,D,0
No,F,China,45,E,67.96198517379038,E,A,6.127825684410702,7.474191300452425,39.80113866763993,B,E,1
Veteran,Non-binary,India,37,B,225.558030265097,D,E,-34.14051360050351,-12.181179963938664,182.5451174505494,A,C,1
Veteran,F,Brazil,27,D,-64.12901901588435,A,D,44.77074016571621,73.50801754060416,-16.509877064487245,E,C,0
Veteran,M,Germany,62,D,78.79238836507866,E,A,60.00678449323457,-56.27086005031043,32.758869176714526,C,D,0
Non-Veteran,F,Brazil,51,D,-10.144240837391534,A,E,-132.9786853539777,-204.5317626131118,-85.79307651686209,C,D,1
Yes,Other,UK,74,C,-207.11318863935762,E,A,133.91258938872363,28.27970546561545,-98.6359200343605,A,D,1
Veteran,Male,Brazil,37,D,113.21253130839466,B,A,38.31409264804833,93.27920356727428,157.1878282665835,B,C,0
Yes,M,Brazil,58,C,-58.25458263675023,E,D,55.46087115065346,-96.67221182403975,316.63979438753256,B,C,1
Yes,Female,UK,73,B,-60.29212404025574,A,D,-112.83009484008308,-162.31384644442394,-96.30819586887556,B,E,0
Non-Veteran,Non-binary,China,20,C,-22.448046189686295,D,D,-41.415237217458724,-14.946543573655505,-127.96537073298127,A,B,1
No,F,Other,50,A,37.57003592985384,A,A,48.432912931897896,-55.37727580160047,122.12989316012172,D,A,1
Yes,Other,Brazil,26,D,199.38657242856982,C,C,176.07981547865322,-38.49387952280879,172.61899733068284,C,C,1
No,M,Germany,32,E,10.306819120978627,B,D,-51.7462384584667,-32.25044977901466,-94.76251557868457,C,C,0
Veteran,Non-binary,Germany,69,B,-29.800096531439696,E,C,70.49108802060216,-22.51001205087644,23.96279498358485,E,E,0
No,F,Brazil,29,D,-216.18658384649575,D,E,297.733927738501,-29.37968688837072,-62.11760313617641,C,C,1
Veteran,Female,India,75,D,-126.95077369983072,C,D,-175.85644402072805,4.6562526651198946,-62.597574167425954,E,C,1
Non-Veteran,Male,Mexico,27,B,-115.09133411662862,C,B,34.7023769163732,50.66826638593833,-53.17178317071311,B,B,0
Yes,Other,China,31,B,69.3082020171622,B,B,184.4883300741414,170.29215661825128,146.375556548796,E,B,0
No,Non-binary,Mexico,67,C,-75.78542948891818,B,D,-70.97609356304115,134.8257342458987,176.43122431184383,E,A,0
Non-Veteran,Male,India,26,A,-50.423484856583045,E,D,-217.49280230891537,-3.5989706698626898,-28.05013836376936,A,A,1
Yes,M,Mexico,73,C,-34.46221543311578,A,C,89.02869061759223,82.6785052566907,79.63654494277198,E,A,1
Yes,Other,Other,44,B,93.55182344348142,D,B,62.297381417266884,27.559969857824797,-102.6277989640394,A,D,1
No,Non-binary,Brazil,19,B,-18.396341252646636,E,E,-71.5185234099146,-154.5871848254628,99.29652016702889,B,C,1
No,Male,Brazil,27,C,72.01533754266548,A,A,-16.38904400487071,23.574882242810087,-79.70206999858613,A,A,1
Yes,Other,Brazil,40,A,-46.24375066021929,B,A,-136.1306463447659,-154.5337775303482,24.96063541872317,E,A,1
No,Female,China,59,E,-1.9360282075000401,C,E,-172.66310834675107,-101.91258669126546,-2.8402244837792665,D,A,0
Veteran,F,India,52,E,-37.663928880581146,A,A,-112.44941836773887,-25.285955964073214,-67.24038373472048,A,C,1
Yes,Non-binary,Other,28,E,10.907359661190544,C,D,-20.66271096770413,-84.24286834833534,36.200500448475715,E,C,0
No,Female,Germany,63,B,-9.09557695142331,E,D,-65.24420844232745,-110.97785364758907,-56.7647489013378,E,D,1
Veteran,Female,India,72,D,33.63439030968989,E,C,-57.75693043343738,-88.36983591035441,48.423895036574216,D,E,1
No,F,Brazil,60,E,-26.465845892254226,C,C,-133.92020571119,72.4777780898129,-80.85442126573903,A,D,0
Non-Veteran,Female,India,73,C,40.30390635864581,D,E,-27.971627222820615,-68.42523726110721,-1.2845903034562456,D,E,0
Veteran,M,Brazil,73,B,-38.7011425913554,D,A,81.77276945161927,-47.70157588286464,-163.30566413570122,A,E,1
Yes,Other,China,55,E,29.143320820199197,D,A,-44.26902055497883,-117.62851967463806,43.35594872466089,C,D,0
Non-Veteran,Non-binary,Brazil,40,A,-17.39155438175835,B,E,40.07843815499225,-117.0047899967654,-57.16463971480547,E,D,1
Veteran,Male,Germany,20,B,49.79002363800852,B,A,23.352180171585644,-1.817089733563026,26.775919433726862,D,C,1
Yes,Other,Brazil,57,C,-117.67445719675895,C,B,-49.4579161111801,1.495803033069356,116.5865011124267,D,C,0
No,Female,India,44,A,-33.70316341781232,D,B,-143.16151183342845,127.46161965385272,61.8758896757496,A,D,0
Yes,Non-binary,Brazil,53,C,-32.48126654809485,E,A,47.53689735085873,77.38024711188874,78.78258152469256,E,B,1
Yes,Female,UK,20,B,53.33205315821117,C,A,-54.8056812951987,127.48783613123129,13.911289248367902,A,E,0
Yes,Female,US,22,C,-38.84104327343412,B,B,-29.47504892913237,-3.1687725569292744,-29.85001957874075,D,E,1
Veteran,Other,Other,38,D,44.286732461016776,A,E,24.197265478072996,108.21678079311808,30.66365942246333,D,A,0
Yes,F,Brazil,19,C,-80.06293652145047,A,E,32.100353330553894,89.93824151779812,22.082311424891092,E,C,0
No,Male,Mexico,60,C,195.54855318416267,D,C,-42.04290273219045,-80.28499394087656,-59.84975621756291,E,C,1
Yes,M,UK,63,D,91.38349972351543,A,C,-113.68846617704303,141.5923619784783,180.13586880077784,A,E,1
Yes,F,China,64,E,159.31394613476598,E,A,-180.37567045273826,-67.30241734281248,120.08837730321848,D,D,1
Non-Veteran,F,US,44,D,201.58545738812245,D,B,20.34468382121902,95.50848595320359,-147.42310252182625,B,B,0
Veteran,M,US,63,B,-43.051265005166975,D,D,-153.01697556597833,-138.1483531125619,-68.63207904556207,C,C,0
Veteran,M,India,79,E,-78.08013532641614,A,A,-89.16434521170933,118.18442507227682,48.190614931135435,D,D,1
No,Other,India,22,E,-46.99122547312851,B,A,131.02599190353985,-101.80662579185315,30.11315013864659,E,E,0
No,Non-binary,Other,55,D,23.40448894995191,C,A,73.23039830107926,199.45380223334737,-77.036250965928,C,B,0
No,Non-binary,US,75,D,80.47532399389186,C,A,59.80299592291713,164.91511421047142,-86.18285815985526,B,E,0
Non-Veteran,F,UK,76,E,-167.8342491984925,B,C,163.46069321684845,-27.432152696121065,61.80527811494391,A,E,1
Yes,Female,UK,77,E,-48.316971867321044,C,D,297.9414705975355,-35.58865194039243,1.8053606514851799,E,A,1
Veteran,M,China,70,B,17.514175985167395,C,E,14.664749617349637,-42.583878848973264,-91.36439236225485,B,B,0
No,Other,China,64,E,46.97388335812758,A,B,183.74914323058863,-62.444829758256716,-21.649513081638254,E,C,1
Yes,Female,India,37,E,11.524616338881003,D,D,172.75667813644026,38.815272330198006,-141.16814815522153,C,B,1
No,Male,UK,70,B,-143.70816259426562,D,A,-205.42467014841975,43.71480438696441,-1.768954697187602,A,A,1
Non-Veteran,Other,Mexico,66,B,-108.0700558588639,B,A,-88.92663335940605,-62.39649476697785,-95.28940650579094,B,D,0
Non-Veteran,Other,Mexico,21,E,-84.97781093493809,D,C,220.26003336237764,-112.84155973400398,54.38926798103252,D,A,1
No,Other,Other,52,A,-81.7705580015639,A,E,-168.23189453143735,-63.50960713125527,100.23581779770325,E,A,0
Non-Veteran,Other,Other,58,C,132.18532621126508,E,E,-26.993001057816585,-82.29072548425319,-195.96000088179926,E,A,1
Yes,M,UK,60,C,140.2391021598846,D,E,73.5899514343579,-37.947445929210986,127.91424240672902,A,E,1
Veteran,M,US,64,E,113.76156579887997,A,A,28.552289900052347,-2.275332367821712,59.111523006946264,B,E,1
Yes,Female,Germany,60,C,171.96042509207118,B,C,39.399966584453416,48.59015927993014,-48.148757880432406,D,B,1
Yes,F,Other,32,B,229.17686539319106,A,A,112.84701169102836,-22.04319353160498,-77.55857409978837,E,C,1
Non-Veteran,Other,Mexico,37,C,-16.584133411235324,D,A,-130.03835578112066,-47.28228983840478,-99.98528236518165,A,D,1
No,Male,Brazil,69,B,-134.54539731498528,C,D,-11.309962627011135,174.05423060730797,-68.7147741951375,E,D,0
Non-Veteran,Male,India,74,A,-148.0024676401562,B,E,23.347210874490216,38.66134892589411,6.591504743673592,A,C,0
Non-Veteran,Non-binary,Brazil,67,B,-162.04352685966987,C,E,-39.79378066284287,-195.25966134570683,-125.24859910216225,B,B,1
Non-Veteran,F,India,27,B,22.107080528677603,D,E,-123.32095934606224,82.38373602538145,3.421192371632262,E,A,1
Yes,F,UK,38,A,49.23269393830528,B,B,48.27772064186483,-63.63576252360554,-85.53871258001729,B,E,0
Non-Veteran,F,Other,45,D,-128.9460694415479,E,A,-61.828048589877596,74.42959095699314,94.80588898664239,A,E,0
Yes,Female,Other,71,E,-233.00295335823193,C,E,127.14757580139833,77.13678825800146,-21.55365225568472,C,D,0
Non-Veteran,Other,Germany,46,E,-125.5086782810829,B,D,71.73406575133498,59.865421535070865,-137.40237117750652,B,E,1
No,Female,Germany,46,B,-59.169171848392786,E,E,-17.547277724738233,23.12482044822455,-40.132028785496466,D,B,0
Non-Veteran,F,Mexico,20,B,-83.41754950152401,D,C,-41.449953308496326,-115.92824720494332,7.496539413652255,B,D,1
Veteran,Non-binary,UK,50,E,-126.27701452062787,B,D,-61.68343860627491,-77.55743092286181,10.740608288335137,D,E,1
Veteran,M,Brazil,65,E,57.31359795388968,C,B,-105.24632622303038,-11.079320928265322,-27.653096609216988,C,A,1
Veteran,Non-binary,Brazil,58,D,123.00559562710036,A,B,176.85164236863312,-52.71636193278435,41.24353909559568,C,C,0
Yes,F,Brazil,55,B,68.04245769333768,A,D,-58.77038499623559,46.10498691935275,155.6061429421284,D,E,1
No,Male,US,41,B,6.941599938298222,C,D,-208.69200232128242,-88.6643771299081,-103.6612193822952,E,A,1
No,M,UK,43,E,41.992445799625045,C,D,-148.46469428814166,128.20221300840817,78.66926862062293,B,B,0
Veteran,Non-binary,Other,75,D,61.100880471346265,C,E,148.59159149350796,54.37090807381612,19.60432009951273,C,C,1
Non-Veteran,F,Brazil,26,C,-97.10607987201598,C,A,-22.236649180440768,-16.454252569490706,46.590802682118536,C,C,1
Yes,Non-binary,China,30,E,-188.90206040744877,B,B,72.3761057964676,28.093781716488657,99.77629194822266,A,E,1
Non-Veteran,Male,China,70,D,-21.342811009938305,D,C,167.35999573629394,-172.98471140881927,122.3556063141477,B,E,1
Veteran,M,UK,79,D,78.87062369238694,A,A,-147.77069044270434,-72.79163365094303,115.82069131625778,B,B,1
Non-Veteran,M,China,38,B,91.1546703549813,E,B,-18.404932095429157,59.23923050464316,-17.76050923499665,E,D,1
Yes,F,Mexico,54,D,-101.84326814768777,B,E,44.649624708015956,67.924371552747,71.63954814716294,E,C,1
Veteran,Non-binary,Other,41,B,-4.121471675226854,C,D,50.273781303855046,-40.2477531259033,-181.80270454477133,C,B,1
Non-Veteran,Non-binary,Other,54,E,-85.01778386735268,C,E,-154.5462420119026,3.163747119442421,68.49967644452846,E,C,1
Non-Veteran,Non-binary,UK,52,D,102.51793563059633,D,A,121.20058977167834,-9.432888889530998,-41.52308480326205,C,E,1
Yes,F,China,25,C,-26.01046495461738,D,E,139.22791574032541,-163.76995754464377,109.3096210288621,A,A,1
Yes,Female,Germany,71,A,-7.910388678411976,C,A,13.971431306655091,209.42235968243477,-204.22414519188715,E,E,0
Veteran,Non-binary,US,28,D,219.14981955960738,A,C,50.61087321703989,54.49666079388894,167.21204153780056,E,A,1
No,F,Brazil,30,D,-94.69261495991046,A,D,-18.576606856108977,-9.56299078140182,13.120896779116537,A,C,1
Veteran,Male,Brazil,21,A,123.6247461373823,E,A,92.32536892639736,-9.787705447662548,123.68676147976028,B,E,1
Veteran,M,UK,55,C,-32.81754631587132,D,E,-160.82697025267439,32.45180705432578,39.13031702970175,E,A,1
No,Female,Brazil,43,B,-37.862352204886385,A,E,-22.980059370780147,-55.54745038215799,-132.7231075133184,C,B,1
Non-Veteran,Non-binary,US,71,C,-100.50474382249493,C,A,10.823458533478608,143.41415339960068,-17.626309850818313,A,C,1
Veteran,Non-binary,US,53,D,197.339241622048,D,D,-87.33718047822616,-70.91988467017252,186.67691207218724,D,A,1
Yes,F,UK,60,B,-124.71734139015784,B,A,43.43583044751416,-117.65449708933401,-119.79955577393333,D,C,1
No,Non-binary,China,65,D,-57.92116878045446,C,D,114.59748574273377,12.22804657866251,37.69087445257788,E,D,0
Veteran,Male,UK,59,E,-7.656941782647038,B,E,25.014973248789556,54.72916326555739,156.95904991677466,D,A,0
Yes,Other,Germany,54,E,-34.346454782392044,C,E,-57.80594652820285,-245.76341343516305,27.559089351796345,B,B,1
Veteran,Non-binary,India,56,B,-112.88604540757589,A,B,-94.18815985554004,-33.21061159047384,-66.4226402916652,D,E,1
Veteran,F,US,19,D,166.49550040258265,E,D,2.5557991209878335,64.48364429054926,-69.33070781953296,C,E,1
Yes,Male,UK,38,A,6.292225114194962,B,C,-150.615131926966,114.5272833944924,155.13425125981186,A,A,1
Yes,Other,Other,74,B,-117.36078727833976,C,A,72.21760589661811,13.510716563396945,-50.49633121282866,D,C,0
No,M,Brazil,27,B,-48.7662414723693,C,C,-138.51311547659657,-204.7943623473505,21.3421397179647,B,E,0
Yes,F,India,30,B,10.643181931060756,B,D,43.98138163946571,180.70713634257854,67.94560927954595,B,D,0
No,Non-binary,Germany,51,C,-88.34870801368709,E,A,-50.749176896783275,-74.5111581320897,221.46159058940128,B,A,1
Veteran,F,Brazil,26,D,64.5961308132327,A,D,59.07879658217935,87.90523466690674,111.98011890851272,D,E,0
Veteran,M,UK,28,D,165.9999166597919,E,E,-39.56437574654768,-75.55754002829927,-28.560195150423862,E,C,0
Non-Veteran,F,US,52,B,-143.58456818982407,C,E,-146.2187661058611,-223.68355161756952,260.6267006053479,D,D,0
No,M,Mexico,21,C,25.479137997659034,B,A,103.58148311068184,-0.46158964154115467,-100.31126404845996,D,C,0
Veteran,Female,Germany,60,B,58.295861235424475,C,B,-75.86124041759977,-110.32841355835762,-25.086463214647637,B,E,0
No,Male,Other,24,D,24.23523920537945,B,A,196.2866716337232,-133.3525045064184,34.700189101235516,B,B,1
Yes,F,Mexico,60,B,-132.40411619496984,B,B,-1.6024374069468206,68.81807730290771,-13.241084358398195,C,B,1
Veteran,Male,Other,49,B,55.06321110593012,D,B,116.45155335606326,-136.09396613717078,-10.591999075173769,C,D,0
Non-Veteran,Female,Other,71,C,-105.09012015833544,B,B,88.67562552475337,-126.24744417400042,12.076612962974957,E,B,1
Yes,Other,US,48,D,12.681610859233668,D,E,-17.243312094858652,-116.53280223576049,161.7835735967265,C,B,0
Yes,Other,Mexico,71,C,-89.3913997705326,E,A,71.31558807916736,-79.86832065826435,168.12798214255486,D,C,0
Non-Veteran,F,Germany,78,E,37.42205524268866,B,E,-114.11352229997766,-91.75391382327184,-171.27664201947726,A,C,1
Yes,Male,China,76,A,65.575042321954,A,D,156.9517950616033,-132.24584217935816,143.77927449506726,A,D,1
No,M,Mexico,45,D,-121.7159784907087,D,B,22.54788410671681,-21.43089101412288,-224.15715327382517,A,D,0
Veteran,Male,India,54,C,33.098958069471614,D,B,82.313784061389,31.396663676298687,22.628152769970306,C,B,1
Non-Veteran,M,Other,38,C,44.49442494176603,E,A,-28.46030686799667,-13.038734566707792,-50.72085616314346,E,D,1
No,M,UK,57,E,63.14138346590037,E,A,120.3512419088742,150.18867982022235,81.37452833820569,D,E,0
Veteran,Non-binary,India,38,C,-157.43683348675867,E,A,27.497036917211304,30.5188477245466,-58.36068393988331,D,B,1
Veteran,M,India,71,B,127.37267130436356,B,B,95.64875273562514,72.14190026118074,81.6427754553917,E,E,0
Veteran,Non-binary,China,63,B,-35.9826106267984,C,B,165.0936566796894,-71.52657610961597,179.0622544336599,A,D,1
Veteran,M,Brazil,64,E,-47.60712835327449,E,D,-46.7998007087922,89.76173542684329,112.76588368618515,C,C,0
Veteran,M,Other,32,C,101.09826698226045,A,E,112.39957133540082,-9.838758601972266,39.815039280526236,D,A,1
No,M,US,40,C,-30.85446283973427,C,B,42.602595796731705,120.3978489475946,-136.87766420939852,E,A,0
No,F,Brazil,77,A,-106.0285911961221,D,A,-37.58213525037922,-121.5627738205596,-30.023222235323534,A,E,0
Yes,Non-binary,Germany,37,C,-137.0501120241159,A,B,-3.8567898175335307,-106.98890019540768,-40.910096421264356,E,B,1
No,F,US,71,E,-72.68736980397726,B,E,62.07907953793542,-140.72048739382285,-72.9170414568808,E,B,1
Yes,Other,China,75,A,-88.70710650732127,C,D,-112.68047948582873,-12.280793102617722,150.4442482067226,E,A,1
Veteran,Non-binary,Other,49,B,-158.68125188580285,E,C,-170.04869326083386,-122.99496867252904,-60.92985653763685,D,B,1
No,M,Mexico,44,D,-219.28936366375416,B,E,-37.50672576052562,-113.23380233871931,-107.83564700135568,A,D,0
Yes,Other,Mexico,35,A,-124.58683644900226,D,A,-55.014312278223024,-175.0472075622315,113.39367240675107,B,D,1
Yes,F,India,58,A,-29.12569888692953,E,D,-79.16513526822598,-12.273845899472866,-194.57130019037453,E,B,1
Yes,M,Mexico,34,A,-12.310247998527368,A,B,71.8122266719882,-139.54708249165847,96.4670268849679,B,D,0
No,Non-binary,Other,62,C,20.028498694943284,C,B,-78.8439869547,-28.38387069437432,-122.34411669049075,C,B,1
Non-Veteran,Female,UK,79,A,108.03238927559336,B,D,164.08155448534188,-97.1050693466423,96.29016748088787,A,A,1
Yes,Non-binary,Germany,28,A,163.29116969652432,E,C,-5.332611668576923,-91.523045240413,49.65874702619889,C,B,0
No,Female,Brazil,22,B,32.57856320483412,E,E,93.83291451672453,-10.764495968998524,-45.11308817014523,C,A,1
Non-Veteran,F,US,41,C,28.02442611996686,C,B,91.98630869041723,-227.84600154714022,-76.50839934514988,B,C,1
Non-Veteran,Male,US,48,A,259.4953631691717,E,E,-64.85355239417015,75.2319419532835,-131.46493495040633,C,A,1
No,F,Germany,60,A,-70.0131108621976,A,B,-136.2911355460656,-85.74465368816067,11.051275871307647,D,E,1
Yes,M,Brazil,27,E,87.80315149394625,D,A,-71.74407382637261,28.542053814422815,-36.17161016836719,C,A,0
Non-Veteran,F,India,43,C,7.810389943164529,B,B,52.035977466281444,-186.53067734994193,-139.70158723095923,C,D,0
Veteran,F,Mexico,79,D,61.72020100764654,A,A,104.04344028914035,58.01564150358729,51.492159119727695,D,E,1
Non-Veteran,Female,UK,21,B,208.6874789982664,E,C,80.84500437412862,113.45829717947551,117.52772588086073,B,B,0
No,Non-binary,Mexico,58,B,123.54563881844382,D,E,-56.49585697009456,-82.33319366923233,85.5546771349688,B,E,1
No,M,Mexico,44,C,117.74999609128677,C,C,123.0245872714033,20.750904185521215,-42.48379770163573,C,E,0
Veteran,Non-binary,India,30,B,102.9398843783307,C,B,-109.04767014159289,131.95476581200552,-2.9100795062986773,B,E,1
Veteran,F,China,45,D,-10.91814829187745,A,A,-16.579831032146146,-79.51914307411158,-22.518133281883298,B,A,1
Non-Veteran,Female,Mexico,79,D,63.184405551187105,E,A,-73.78535875158761,-77.37613997108326,-39.45531723731624,C,B,0
Veteran,M,Germany,37,B,-136.07165736560114,A,B,97.38242836889471,81.05362215598315,24.028454752805736,E,A,1
No,Female,US,30,C,29.031727066408834,D,A,218.71569485714838,78.94877078159043,-44.78210239720062,D,C,1
Non-Veteran,F,Mexico,20,E,-113.11679007813906,D,C,34.8477137543899,-101.19384752664034,124.81691170021287,B,C,1
Yes,Male,Brazil,67,A,-76.7516432442318,E,D,-97.64680607533442,-32.26965897316568,-232.37746556592143,B,E,0
Non-Veteran,Other,China,39,B,38.605868676905054,A,E,-7.6204754641576296,-23.607886724929035,96.96646410905433,E,A,1
Veteran,Female,Other,44,B,52.469122665914625,D,A,107.76632652239473,105.53940084352762,18.030743902332063,D,C,0
Yes,Non-binary,UK,74,E,-117.64852102157613,B,E,-21.466223235630117,8.620887715621503,121.15316688633177,B,E,1
Yes,Male,US,66,E,248.82649277986974,A,E,135.86858954687352,29.43681357240312,-47.849058783048235,E,E,1
Non-Veteran,Non-binary,Mexico,79,D,-78.28634949871054,B,D,-127.17338925199213,196.62186980518453,-88.12737559851846,B,D,0
Yes,Male,India,47,D,-40.11797916911428,A,D,78.34024992488912,-46.69235696568123,-8.429848607652337,C,A,0
Non-Veteran,Non-binary,China,75,B,120.90410373369407,E,D,25.402079343619103,92.32492630851442,32.76362170909178,D,A,0
Yes,Other,India,43,D,-78.46519112837701,E,C,-39.927768185622085,136.58314768932516,-157.14369471954294,C,A,0
Veteran,Non-binary,Germany,20,A,89.49282215404322,D,D,-129.77239240544216,-111.02942791194914,-34.01751726660346,B,A,1
No,Male,UK,24,B,40.110776784812344,A,E,87.1331998724645,-31.361061686712116,2.5680957666264916,A,E,0
Non-Veteran,F,India,76,E,105.30525930688903,B,E,-52.645944774518746,-180.11562990025857,-49.11288625108253,C,A,0
Yes,Male,Brazil,25,E,-16.239775064380833,D,A,-66.69867911271007,-139.12577184844832,-36.28964455045756,B,A,0
Veteran,Other,US,24,E,-53.39593370027439,B,E,81.75819290593302,-115.58488129379097,34.92757651909149,A,B,1
Non-Veteran,Female,Other,42,B,-85.73700208635665,C,D,77.46527968300305,43.14023670677669,96.85843710815215,A,B,0
Veteran,Non-binary,US,40,E,83.06082323607465,C,B,-39.140163661278656,11.472312679926432,140.29543148924625,C,E,1
Non-Veteran,Other,Mexico,42,A,39.42794121906238,A,B,-102.07999223599462,127.82753393531591,-83.66482756378436,B,B,0
Veteran,F,China,49,C,53.48016556486721,C,B,-57.370506223438454,271.68468954843445,45.806279734148056,D,E,1
Veteran,Other,Other,28,A,54.764544188072875,E,E,63.33693164441914,-48.31674883910717,14.469111539242446,B,A,1
Yes,Female,Mexico,19,B,123.03134135376837,C,D,20.274288854153124,122.35662624540242,63.05835749688876,C,A,0
Yes,Female,Germany,34,D,-138.1206925384136,D,B,-10.101163884850518,63.25794724201879,138.97701589738756,B,D,0
No,Non-binary,Mexico,39,E,38.89660958139841,C,B,-38.58359911984482,67.3546507766236,7.133831261834079,C,A,1
Yes,Female,India,78,C,-126.25032169380094,A,A,-97.68757500775192,5.127198716637589,118.93938417241598,E,D,1
Veteran,M,Mexico,18,B,-231.3098503863306,C,B,-23.40774086598052,-34.05860859794455,89.1473232214427,E,C,1
Yes,Other,China,77,B,85.58710708971132,A,E,-34.7223480865954,284.5797849430356,-0.08647902611615578,D,C,1
Veteran,F,US,30,B,-33.80458372255256,B,E,-18.008837906793918,-55.74723021555139,68.10740364293274,D,D,0
No,F,India,77,C,225.5756841261007,A,A,94.47180397514806,2.924509481673548,16.98723398356205,E,B,1
