religion,Veteran,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Muslim,Yes,Widowed,-150.9079791657284,E,-153.39380730492215,B,26.13308667201773,E,E,D,A,13.529281984237599,E,1
Christian,No,Widowed,46.490244793230026,D,-69.78236384669106,A,1.4997553859649855,A,C,D,C,154.44501265229113,B,0
Muslim,Yes,Married,77.2575841164837,B,4.361671818460902,C,-31.038487885293154,E,C,D,A,-4.349979378029908,B,0
Hindu,Yes,Married,24.003229972363606,C,10.760556392606254,E,-148.27151737666293,C,B,A,A,130.1680730105145,B,0
Hindu,Yes,Married,-25.430554287536587,E,-51.36550776844891,B,-75.72822383602762,D,E,D,D,28.52065947443274,E,0
Hindu,Non-Veteran,Widowed,42.84466099722783,D,17.052094314925352,B,221.68742461727464,E,B,C,A,-6.52667164501695,E,1
Christian,Yes,Divorced,-72.70413047831526,D,84.97319962837574,A,-82.20765367665753,B,D,B,D,75.33029326497778,B,1
Hindu,Veteran,Single,-5.151023161626253,D,247.32068036070592,A,99.36635356830261,B,D,D,E,104.62442828254588,E,0
Other,No,Married,59.19006981141751,E,-19.72313575283055,A,-82.89604494673524,A,E,D,B,-351.5057439089405,E,0
Muslim,Yes,Married,99.84197208347723,B,-82.41367269286461,A,131.17323499668865,A,E,A,E,190.62840125297498,A,0
Other,No,Divorced,-149.4328890732997,A,-162.73593705768786,B,119.69067097416747,E,E,D,B,45.65829336494683,B,0
Other,Yes,Single,84.58296931829673,C,-49.39505059778599,C,65.67695699162547,B,C,E,B,159.92881834232384,E,0
Muslim,Veteran,Widowed,219.66788092330623,C,-45.21154429060273,C,-145.22752252054576,C,C,A,B,-153.25151987912056,C,1
None,Veteran,Widowed,-38.503658926312646,D,166.51726850595253,E,44.6269030780838,D,C,B,A,-73.08244381650807,C,1
Muslim,No,Married,-162.7741540354815,D,221.6440032138917,B,-94.13162619652478,E,C,C,E,36.47133824562799,D,1
Buddhist,Yes,Widowed,82.56380176001596,A,14.829139895560257,C,183.42658285188037,B,E,B,C,-262.3301266112703,A,0
None,Veteran,Widowed,-38.23493459454492,D,-16.03182382995501,A,-114.9363532288245,E,E,D,B,1.6932869746861774,C,0
Jewish,Yes,Divorced,-110.03571854003215,C,67.76812828257512,A,-65.69890546974051,A,C,C,A,60.56945798226279,C,0
Muslim,Non-Veteran,Divorced,-43.08884506278686,D,47.690000460828635,A,55.137969244374,C,B,E,E,58.228267302705795,B,1
Jewish,Veteran,Widowed,-120.89343303551956,A,175.86349517752438,E,-31.72292938777709,C,C,C,A,68.56027386091085,A,0
Jewish,No,Divorced,-117.1397948814527,C,137.9161199850359,D,-68.60138609267838,B,E,A,C,60.343826047516515,B,0
Hindu,Non-Veteran,Married,-71.20254265627692,D,-177.24084697542878,B,113.0738461203021,E,A,D,D,45.20311111229507,D,0
Hindu,Yes,Widowed,-11.883736150358338,D,97.73726450503388,E,-51.58978505302676,E,E,A,B,-155.11056001805116,D,1
Christian,Veteran,Divorced,-17.08737742148525,B,169.28272456589872,D,-40.89572667260981,C,E,A,E,70.02348553049768,E,1
Other,Yes,Divorced,-181.67256514767413,E,8.860128892412067,B,-122.72633332306016,D,A,B,B,-106.45098485736236,D,1
None,Veteran,Single,78.61393369562062,B,-86.6215715797644,C,168.2070508399821,C,C,A,B,35.31063742579832,E,1
Christian,Veteran,Widowed,-2.9395385581931976,D,51.27934197278805,A,-270.2136891893814,A,A,D,A,71.46981651238596,D,0
Jewish,Veteran,Married,-68.13774458031037,E,190.09974438347703,D,-146.86802932526578,C,A,B,D,159.8826632939822,D,0
Hindu,Veteran,Married,-95.2778476691978,C,-172.5640012008585,B,-153.70174532804492,B,A,B,D,-133.1398973683428,D,0
Buddhist,Veteran,Divorced,31.69490180878787,D,-180.4787327053349,A,-85.91891858082272,D,C,E,B,55.93858490151569,D,1
Christian,No,Widowed,139.83501752508454,B,136.7417897499282,C,93.45512209056844,D,C,A,B,25.084597918087287,C,0
Jewish,Veteran,Widowed,205.97220500504986,D,-145.8884108625693,C,-309.0777660158411,C,E,B,B,42.88598876649347,C,1
Muslim,Non-Veteran,Married,64.37958978989258,A,123.310834517502,E,-111.72783391751611,D,E,B,B,121.06475421988485,B,1
Hindu,No,Widowed,43.280772479767,C,162.02347633009248,A,-40.92864761813486,C,A,C,C,60.92791915804647,E,0
Muslim,Non-Veteran,Single,-69.70773918763751,E,14.118916394221523,C,41.813978215605765,C,D,B,C,116.67350463602288,C,1
Other,Veteran,Single,6.686290614164385,B,86.00738558998641,C,86.48320378955579,A,C,D,A,-45.65933579468141,C,1
Jewish,No,Divorced,-86.0508414618994,D,16.67956623255732,A,152.30489485584224,B,B,A,A,13.605111184602112,C,1
Buddhist,Yes,Divorced,139.0148111948706,E,-87.36468969019538,E,90.6646481215257,C,E,E,D,-136.00604156100107,C,1
Christian,No,Widowed,-16.232377330327985,C,44.09843809866214,C,-91.28614197041838,E,D,A,E,10.9809483392471,C,1
Buddhist,Yes,Single,231.35021774009127,E,-131.58475232747867,C,-20.56880178734669,B,B,C,C,-214.3084200403946,A,0
Muslim,Non-Veteran,Single,-10.266578925673237,C,92.35148702072132,C,16.56177131586968,B,D,B,D,148.86638290723943,A,0
Other,Yes,Single,95.2197805950148,D,68.29448012557063,D,185.97501635750896,A,D,C,E,-12.088554913956507,E,1
None,Non-Veteran,Single,-50.539499133882885,B,162.46346274514892,E,4.284910078746142,E,A,A,A,-233.4978047793699,C,1
None,Non-Veteran,Single,14.552585886782357,A,-28.93878652197911,C,-2.2575004760098074,E,B,B,A,-36.767019117940734,D,0
Jewish,Non-Veteran,Widowed,-82.84166686169179,D,-1.7781894991448568,B,24.205547361931686,B,C,C,D,-36.88029376592441,E,0
None,No,Divorced,160.49311294031264,B,-212.36472638701466,C,-2.1531417617209296,D,D,E,C,141.98602252742398,D,0
None,Yes,Divorced,-145.46091134793085,E,-41.51873978842403,E,66.7889134190758,E,A,C,E,-43.02034333138707,A,0
Other,Veteran,Married,20.25845891467759,E,-280.3411585925314,D,-160.34543214719804,D,E,A,E,-15.595629447966802,A,0
Buddhist,Yes,Married,-116.96793380153095,D,148.47038374014278,E,177.16130839563564,A,B,B,D,-18.468350735671095,A,1
None,Yes,Divorced,64.21505724755566,B,-108.47446559925784,C,117.09460383249117,E,D,E,B,122.48505970267274,A,1
Muslim,No,Divorced,-125.57754933351785,A,108.06881635603685,B,-151.0432410894644,C,B,B,C,61.06504632530682,C,0
Jewish,Non-Veteran,Single,77.82494264170522,E,80.08031862711036,E,139.21663239748756,A,D,C,C,26.62710881850111,B,1
Muslim,Yes,Single,191.0810011879388,C,-22.03473339464588,A,121.13068594603864,D,C,D,E,165.48866464111754,D,1
Muslim,No,Married,-38.07033421501892,D,97.72557339195882,A,-29.743828971287208,E,A,D,C,-62.82743998441915,E,1
Muslim,Yes,Widowed,115.61726250296273,C,-65.83872150360868,B,78.19053801998895,B,A,B,C,35.89686747678158,A,1
Jewish,No,Divorced,12.56066496004366,A,-32.75007158576651,C,-200.297420825454,A,C,D,A,57.82433065601907,E,0
Hindu,Veteran,Married,163.72022058455983,A,81.74094535166029,D,-83.99197975335277,D,E,C,C,19.129866395227737,D,0
Buddhist,Non-Veteran,Married,140.56258738289944,C,-27.009504885043732,C,8.601200245563428,B,E,A,E,29.20841671027219,A,0
Muslim,No,Single,116.81709727033527,E,209.37282803678937,A,229.1122953960155,C,E,E,E,-67.23749985473698,C,1
Muslim,Non-Veteran,Divorced,3.398306171274073,C,14.029966747537504,D,-228.9517405692335,D,B,A,D,3.143895556184578,C,1
Muslim,No,Single,-93.17942087351624,D,-141.11668733303318,D,45.051343673084645,B,D,E,B,73.42161425796787,E,1
Muslim,No,Single,148.32915390902417,E,99.5225519774854,C,-128.6445856400208,A,C,E,E,184.1100932790778,B,1
Hindu,Yes,Widowed,5.15675404248973,B,126.9825129481045,A,-179.33442651775863,E,C,A,D,46.52628807932197,B,1
Muslim,Non-Veteran,Single,-76.2640371048862,B,-224.9296701069594,E,30.011595978566994,D,E,B,B,45.326675863525864,C,1
Jewish,No,Married,-74.55050597634066,A,-118.9462335186727,B,111.92953875565503,C,E,B,E,282.52008974089534,A,0
Christian,No,Divorced,147.98533748918427,A,111.98415284033238,C,-47.022803221341846,E,B,B,B,50.853379257711154,B,0
Hindu,Yes,Widowed,-173.03038533718174,E,125.8976677028036,C,-83.43201853405088,C,D,E,C,-122.73484193548967,B,0
Christian,No,Single,-156.15318322361946,B,119.97925524823121,D,100.68610977555326,C,C,C,D,208.4259790151402,E,0
Other,Non-Veteran,Single,-15.103412823257662,E,-174.28075539227126,E,-20.865565410802155,E,E,C,B,354.409707393987,C,0
Muslim,Yes,Widowed,29.045640679081796,A,-118.78108327324503,E,-70.42293097474351,C,C,B,A,-166.08683782497894,B,1
Christian,Non-Veteran,Single,-78.09669632160185,A,-39.78868364767676,E,28.681455213593864,D,A,D,A,-11.92992040992889,B,1
Jewish,Yes,Widowed,-51.49998355992831,B,51.55709066284339,E,110.38526909983044,E,D,A,C,-123.90899630262959,E,1
Muslim,No,Single,-27.519756646147066,B,42.18842529283046,E,126.11149726065058,A,E,E,D,63.304157387081325,C,0
Buddhist,Veteran,Single,-150.18507406604314,D,-105.28577668306617,C,-225.06500327547025,C,D,C,C,10.696341051421845,C,1
Hindu,Veteran,Divorced,-195.02987918905973,A,197.79457259441799,A,-122.22913331465999,B,C,D,D,-19.94994132003324,B,1
Muslim,Veteran,Widowed,-37.254094720011125,C,-10.54465958924136,E,227.7169020008574,D,B,D,B,171.56356432025427,E,1
Christian,Veteran,Single,-29.3377923450428,C,179.84306479348118,C,-50.30534395843367,D,A,E,B,115.69476865499635,D,1
Christian,No,Married,-59.01961427957967,A,91.79113785971319,A,-78.42693918229756,C,C,B,C,89.14336688919614,E,0
None,Veteran,Widowed,-17.41778716212111,D,-136.8070014046729,E,-76.59652132985379,D,E,C,B,106.1062226477274,C,1
None,No,Widowed,7.257176798238999,E,-140.70986360688832,E,-68.38196238357882,D,B,A,A,-276.9201083797248,D,1
Jewish,Yes,Married,118.26413592499105,A,-21.204077522520656,A,7.4677760167595375,C,D,D,B,-72.37534327211539,D,0
Jewish,Veteran,Married,167.04841160393713,A,-17.296751171763695,C,-354.5658136875374,C,C,C,B,-82.76423401844805,E,0
Other,Yes,Divorced,17.467409903728147,E,-273.5122352540028,E,-1.9231657873273906,C,D,E,B,-34.303122933211334,E,1
Christian,Non-Veteran,Divorced,25.573140737249663,A,49.53845331539826,E,110.67148720900526,E,E,A,A,-151.5344770123736,E,1
Buddhist,No,Divorced,72.04954193771633,D,167.4941258710568,A,-12.993056748829279,A,A,B,B,-24.660819046879162,E,1
Muslim,Yes,Widowed,-106.80593557764355,E,-55.379111217189404,A,-53.7937123989354,D,A,D,A,75.63535860617844,C,0
None,No,Widowed,82.26060250107744,B,109.97086988005161,B,99.30959920763313,D,E,B,C,-2.342267654200392,C,0
None,Non-Veteran,Widowed,134.10255266752128,E,39.12666541355455,D,-177.3697688560723,E,B,D,D,-51.28728818115661,D,0
Christian,Yes,Divorced,-35.74925548050475,E,-96.25820817971619,A,70.38567616284857,C,E,B,B,22.01959718757526,D,0
Muslim,No,Divorced,42.6416753391154,B,220.99365288993002,E,81.34532183729776,C,C,D,B,-9.640341836659553,A,1
Hindu,Non-Veteran,Widowed,71.23954796199536,C,-1.1932367881815165,B,59.72215552544506,B,E,E,C,28.764592391669197,A,0
Jewish,Veteran,Divorced,-130.42698153847897,A,-157.55644029027522,A,82.34474433606248,D,A,E,A,120.03202200582597,C,0
Jewish,Yes,Married,22.300862295639565,B,38.27848996089456,C,59.40394835970506,D,C,A,B,26.16378768364938,B,1
Jewish,Yes,Married,-53.52962044289193,E,121.78038013035457,E,-134.1177126627063,D,B,C,D,171.04362686175529,C,0
Jewish,Veteran,Widowed,72.10182844113326,D,-15.558640536133794,C,-224.8542641686654,E,A,D,C,79.72516247372357,B,0
None,No,Single,4.327727316772866,C,-15.184425583267997,E,-113.97630349693667,E,E,B,D,35.1125867479461,A,0
Other,Non-Veteran,Widowed,-163.2306650743397,B,-29.86865987292712,C,-188.29223998773017,A,A,A,A,-83.71520672354355,C,1
None,No,Widowed,151.73202550583366,C,-92.42843935787627,C,-48.33153723536541,A,A,D,A,29.582763344526658,D,1
Muslim,Yes,Divorced,69.04213739653471,A,22.285147282366847,D,-21.363154407151157,C,E,A,E,-90.16784686136258,E,0
Christian,Yes,Single,121.96974909358143,A,-1.359082653682462,A,44.95678550063846,B,D,C,B,13.537355004356074,C,1
Other,Yes,Married,-1.9390738048588918,B,4.8751556636998385,B,-286.2128076795321,E,D,E,B,48.37888670549715,A,1
Hindu,Veteran,Divorced,-86.11428620705541,C,-46.990221927187285,E,-71.62306165147044,C,A,B,D,28.666316512443828,C,1
Buddhist,Veteran,Divorced,158.30856550477682,D,-46.8562332250349,A,145.8089911206202,D,D,E,B,-3.397659733631592,D,1
Muslim,No,Married,-158.78561608931633,A,-265.25948744154186,A,3.5123438787717918,C,D,E,E,-219.35738907549768,C,1
Muslim,Yes,Single,7.305511174595301,D,27.500413013039644,E,95.07626907648891,B,A,E,C,-71.56350922073437,B,0
Christian,Non-Veteran,Widowed,113.46359266426418,D,-173.26757987674267,D,-55.375675811745786,B,A,E,A,50.62932866851534,A,1
None,Yes,Single,-42.04158620934059,A,35.700915927747786,C,160.26459463853803,D,C,E,D,-59.62464988802254,E,1
Jewish,No,Married,238.0592020324959,B,-9.739101551011926,A,-46.2001263913844,D,E,E,D,-8.109040136624909,E,0
Other,Veteran,Married,27.761044807551688,C,-187.71633603852422,E,-3.7160409536876777,A,A,E,E,128.11559873247654,C,0
Christian,Yes,Married,-151.73864560965657,E,-42.163261909681765,D,56.16619036256208,C,C,E,D,-112.22674334522083,B,0
Other,Yes,Divorced,-65.95491476744527,B,-96.13704202394943,A,-36.48427140570846,D,A,A,E,38.62511060478441,B,1
None,Yes,Single,-24.21868423414018,B,156.2700429374899,C,48.49911782583749,A,D,D,A,0.06366627238762489,E,0
Christian,Yes,Widowed,-126.5647502115485,D,88.3649008977429,D,-22.790219171117666,E,B,A,A,-70.12486814077032,A,1
Christian,Yes,Single,158.2329296489449,D,29.238756511158076,D,239.57287065908665,A,D,A,A,129.89167087684564,A,0
None,Yes,Single,16.370209433470553,B,71.65812159983301,A,110.11914824886564,B,A,E,B,279.24524594083397,D,1
Other,Veteran,Widowed,1.4900269263085795,C,33.276016925247745,D,-86.84376264853026,C,D,D,A,-83.26095682477093,B,1
None,No,Widowed,133.55374519743725,E,-126.74631200880194,C,132.3144336725914,A,B,B,D,76.89817681295338,A,1
Jewish,Veteran,Married,-54.87508212106614,A,-70.2931682874974,C,133.94230658827772,B,D,C,D,-32.540053653830405,E,1
Muslim,Non-Veteran,Married,-15.317758343475644,B,-280.7719867611874,E,83.85984193543898,A,A,B,C,-94.20772416922794,B,1
Hindu,Non-Veteran,Married,106.86629423549408,E,19.932889322198154,E,84.09962075738846,E,E,A,C,142.29511399690767,D,1
Christian,Non-Veteran,Divorced,154.29495031172985,E,-115.39808466276509,C,178.0246629506876,C,D,B,C,75.55611265555648,D,0
None,Veteran,Married,-5.192897841971918,D,-51.18161955373638,C,52.12062640050169,A,C,B,B,227.42988354799985,C,0
Muslim,Non-Veteran,Widowed,-76.7577392523271,A,-103.09378245467656,B,-67.80836904322497,E,C,A,B,-50.601691462551145,B,0
Buddhist,Non-Veteran,Divorced,-30.237573951849576,B,-81.43377686256164,B,35.80101837864524,D,E,D,B,-99.12910010962734,C,0
Hindu,Yes,Widowed,-132.75298272194343,D,120.35572389156847,C,-5.8400944645775414,B,D,B,E,181.7466064437847,E,1
None,Veteran,Widowed,153.5355180988058,B,119.18404817831205,D,-90.2215554116569,E,D,E,D,-50.956660943277896,C,0
Other,Non-Veteran,Single,-114.8787084799723,C,-1.5558787677903674,C,36.74452568097495,D,D,C,E,15.081343200734935,D,1
None,No,Widowed,31.06287508798594,B,-114.14165797939306,C,3.3956680517352225,C,C,A,A,35.09007673546195,D,1
Other,Non-Veteran,Single,-173.17428281857755,C,-72.24698450038886,D,156.43868981171732,E,C,B,E,74.69509493870045,D,1
Jewish,Veteran,Divorced,-70.13765475197644,B,-50.53693858820489,C,165.31767701210686,E,D,B,C,-51.63935637036807,E,0
Hindu,Non-Veteran,Divorced,-51.15832849533165,D,-66.07735663935537,A,-59.264132397868174,E,B,B,B,-41.95224886017174,E,1
Jewish,No,Single,7.523272360900885,A,23.673190623813927,A,12.83394398928178,A,B,A,C,-22.003916661561533,E,1
Jewish,Yes,Widowed,-140.9506570392679,C,-37.4908549323458,A,94.13843890521467,E,A,B,E,4.288741492496807,C,0
Other,Veteran,Married,112.14768180990443,C,132.53259925158386,C,-57.58257143273065,D,D,C,D,8.762672271692402,D,1
Other,No,Married,75.01299814264779,E,-37.4633909121794,B,2.3760481106787275,A,E,B,D,-149.95932589396907,A,0
None,Veteran,Single,150.75399312111696,A,25.031448311160965,D,62.01945055381445,C,D,B,A,31.82901433327931,B,1
Buddhist,Veteran,Divorced,41.360032240057244,A,52.943678212071966,E,71.98726003418527,B,D,B,D,-14.369093903715816,A,1
Hindu,Non-Veteran,Single,-120.86331560303864,C,-49.35544311283589,C,-80.68303737720935,E,B,E,B,177.81885222611479,E,0
Jewish,Yes,Widowed,49.856766653276544,A,-125.69646898471673,A,-20.308379485964036,A,A,D,E,-309.14895191155483,B,1
Buddhist,Yes,Single,-78.00897469936396,E,-15.747521153289352,E,-150.3483721833672,E,A,E,B,153.0720428209938,E,0
Muslim,No,Single,119.9707589638214,C,60.177393840429325,C,-106.11586795366306,E,D,E,C,-106.82425783021911,D,0
Muslim,Yes,Married,-67.88744003665037,A,64.39976403437757,D,-76.97446699044707,E,A,E,C,-109.70110498645637,C,1
Hindu,Veteran,Single,-237.99850667304142,B,127.46678365033841,B,-27.62975280064029,A,D,C,A,119.88802006563868,B,0
Buddhist,Yes,Married,126.30395570634418,A,252.91844520759804,E,-161.02853448288613,E,D,B,E,-122.88248736857103,A,0
Buddhist,Yes,Married,-63.713433139679786,D,-58.40417522770134,D,131.58345368933973,C,A,A,B,11.652294759471362,C,1
Jewish,No,Single,-34.5869257237824,B,-82.86227061617318,A,-179.16260805202856,C,D,B,C,107.63538002079436,D,0
Buddhist,No,Divorced,-90.05141034572205,D,-135.24225741131124,B,64.10202142022405,B,A,E,D,-59.730927151915814,E,0
Buddhist,Veteran,Married,-184.86242879534905,A,49.257304829475906,C,86.87236651041961,D,A,C,E,61.25600717890695,B,0
Other,Veteran,Widowed,70.48076489377742,B,-25.196203613883,B,164.42577287470843,E,A,B,A,-101.80830541145716,C,1
None,Non-Veteran,Married,83.86744196524573,C,107.28772389533074,C,42.87798266358892,E,A,B,E,-46.957229854645234,E,0
Jewish,Veteran,Married,-22.651864759511255,D,15.593272399706864,E,14.009721681071666,B,D,A,B,27.169199691859415,C,0
Jewish,Yes,Widowed,-15.790315190967574,C,5.992432384858398,D,16.812520830730783,C,A,E,A,-88.6003581332198,B,1
Other,Yes,Married,-98.24702942996576,E,-122.20102983824266,C,33.979315232824,C,E,D,C,-120.40849970992518,C,0
Jewish,Non-Veteran,Widowed,-43.32993377078122,D,56.29373414911538,B,-8.987737945911576,C,E,C,A,116.97687503942207,D,0
Buddhist,Veteran,Single,306.7622207558833,B,45.995912646896194,B,86.05554269153572,E,D,D,A,-44.48575625317782,E,0
Jewish,Non-Veteran,Single,-142.24228848849913,A,48.62735401217863,C,-144.49201830702438,B,C,B,B,2.0988461476345326,B,1
Christian,Veteran,Married,-116.48255313492591,C,-15.251362383148766,D,-106.05729046649641,E,D,D,E,78.39823473371766,D,0
Other,Non-Veteran,Divorced,38.27447552238459,A,-15.29236503814835,C,-44.54667197756687,A,D,A,A,112.57265325399621,B,1
Jewish,No,Married,-124.7981963003197,C,-142.2511014543573,D,-21.993935039192156,B,C,D,C,63.91899538911574,D,1
Jewish,Veteran,Single,220.02057727858255,A,37.21878379419493,E,91.35713654420078,B,E,B,B,39.340603216038275,A,0
Jewish,Non-Veteran,Widowed,42.46360528923544,B,-11.528501288521689,B,9.042375873088021,D,D,D,A,-34.20488820323697,C,1
None,Non-Veteran,Married,-136.66772666490814,D,-154.8551920187304,B,53.11064085657713,E,C,E,B,42.21699539282545,A,0
Christian,Non-Veteran,Widowed,-25.969686029958684,B,-54.07765078229079,D,-88.80869905653688,B,D,A,E,-92.28893014011956,D,0
None,Veteran,Single,14.17905991695828,E,116.06393055676259,A,125.90830945824582,A,E,D,A,-62.07861060880753,A,1
Jewish,No,Single,0.1342860217645,B,42.87257079123323,C,-49.507993076176874,D,D,A,E,73.53489599633879,D,0
Other,No,Divorced,-108.70929595018765,C,-53.57264800610738,D,52.01122955184331,E,A,B,C,41.01603588387443,A,1
Other,Non-Veteran,Widowed,36.56598413002271,C,-31.94563681629421,D,-165.04401872243528,C,E,C,D,94.51199483765578,D,0
Hindu,No,Single,19.919520136984854,E,23.886350864878548,B,28.633620407218167,D,A,D,B,-72.24378170672028,A,0
Muslim,Non-Veteran,Widowed,-6.23280382854401,B,40.7958224443967,E,52.302370725542026,E,A,E,A,2.682749352313196,B,1
Muslim,Non-Veteran,Widowed,33.47900207475188,D,143.7703395649912,E,171.9073927846564,C,A,E,E,-76.9025745708097,B,1
Other,Veteran,Married,-15.991841666183168,D,94.33202226820498,E,-14.228798022116177,C,C,E,D,-6.457877977891817,A,0
None,Non-Veteran,Divorced,177.33282204291143,A,-63.4212219879373,A,-121.47779426268548,E,A,E,B,-3.521582085551385,B,1
None,No,Widowed,120.0113321216001,B,64.65695255220612,B,-9.555754932514485,A,D,B,A,153.3665499250464,D,1
None,Veteran,Married,22.08073216163449,B,-46.19184948631389,D,-165.0539590980364,B,E,D,C,-72.66635070456175,C,1
Hindu,Veteran,Married,-23.480697782874472,B,120.71681594827677,A,-63.99101926898361,C,D,A,B,-15.801040743910233,A,0
Other,Yes,Single,-8.48242669879489,A,69.9349499806941,D,209.63262428747979,E,B,D,B,-29.653975972163142,E,1
Buddhist,Non-Veteran,Widowed,-135.49551726551468,E,-2.4891929438449356,B,22.67499447344929,B,D,B,B,-27.07102992762721,D,0
Hindu,Yes,Single,-19.359894143678893,D,7.675830516107862,D,-18.517518027949766,A,E,E,C,199.71372107127166,D,1
Buddhist,Veteran,Married,-60.89846740003686,E,-82.50048593874573,C,23.019827492043493,E,D,E,C,-142.1748549760765,B,0
Christian,Non-Veteran,Single,-43.98810594769236,D,-101.33147970084015,C,-19.491311199426722,E,A,E,B,-14.794203537244194,C,1
Jewish,Non-Veteran,Single,173.04850600784596,C,-137.43541497130084,C,-165.16935340758815,E,A,D,D,-200.17083199592588,B,0
Buddhist,Yes,Widowed,34.88829270779507,A,5.34959733460272,C,89.8508077157821,C,E,D,E,-73.84920425557623,A,0
Muslim,Non-Veteran,Divorced,-281.3308106024401,E,-166.18211075998062,C,-89.40732993367368,B,A,B,E,61.74658791806036,E,0
None,Non-Veteran,Single,-139.0366870340877,B,8.58235270841614,E,124.59541232083848,D,B,D,D,-68.08043213975785,D,1
None,Yes,Single,-28.124966680760583,D,95.58945809742599,D,-175.40946680010663,A,D,D,A,-47.04708682166392,D,0
Other,Non-Veteran,Widowed,28.432058458443976,D,-44.49312974440141,E,-55.9400676517163,B,E,D,D,5.252823679784571,D,1
Hindu,Veteran,Married,21.387371603598794,D,-21.803569824249603,B,117.21815217108802,B,A,A,D,-64.20844331589306,B,0
Hindu,Yes,Single,78.66859225175288,B,-89.99985020709752,B,63.77575997439505,B,E,D,A,-65.83369102652921,A,0
Muslim,Veteran,Married,-121.20790061572355,C,63.207830700489275,E,-109.49093246816261,D,B,B,C,145.14455312345092,D,1
Buddhist,No,Divorced,26.26303956796377,E,-232.33921738630232,C,-169.76187610695214,C,B,B,E,-0.42876559896722294,B,0
Hindu,Veteran,Widowed,-8.04909628170595,C,-68.52315114541608,C,-0.8033829064535662,C,E,B,C,79.43477410850846,A,1
Other,Veteran,Divorced,-158.4926214536706,E,48.90898526438943,D,-49.30117354085296,A,D,C,B,355.32635195714795,B,0
None,No,Widowed,-137.91321072520407,D,-62.49032125763131,B,45.70652590441653,D,B,B,A,132.93933386989463,B,1
Muslim,Non-Veteran,Single,67.91562825687352,C,-81.88109862199826,A,-10.222136895831884,C,A,E,D,115.89253627056075,A,0
Christian,Veteran,Widowed,-63.58044506459325,A,74.08266214289749,B,23.4990124141679,E,B,C,A,204.36771849290918,E,1
Hindu,Yes,Divorced,10.096565483137573,E,-49.03480321754734,C,-205.37070680374256,B,A,B,C,124.88440552419893,D,0
Christian,Veteran,Widowed,-39.99626390908108,D,-12.368667384865969,B,-72.45368395022288,B,B,E,E,-40.07703134707748,A,1
Hindu,Veteran,Single,-25.630630692751055,A,-55.23582789848413,E,3.3994141330001164,E,D,B,C,-28.721988457290117,B,1
None,No,Divorced,-73.80997268507758,D,27.707702043000165,A,-140.15861140111693,C,B,C,B,-8.336785777152658,C,1
Buddhist,Yes,Single,35.17745962360081,B,135.59508734024732,B,82.68428865141705,C,E,A,E,-48.60927015872738,C,0
Buddhist,Veteran,Married,160.2219876451928,A,-56.068400891766565,E,-5.228016490368306,E,D,E,A,-92.53374907991645,B,1
Christian,Non-Veteran,Married,-119.25012081550395,A,198.35020913120078,A,39.38654957038772,B,D,A,C,-22.137463892004796,C,1
Muslim,Yes,Widowed,-138.97079187503635,C,-106.7013203209755,D,-0.9484760941339704,E,C,C,D,-22.123724722023596,E,1
None,Veteran,Single,139.91755318773298,A,-103.78371427311177,B,36.3716313332474,D,B,A,C,80.85702163749933,E,0
Christian,Yes,Married,-301.2010236417606,C,-20.958356283508238,A,26.301655602393204,E,B,A,E,-48.491828249266064,C,0
Muslim,No,Widowed,-80.15167105686139,B,-151.910948943072,A,131.94080734462784,B,B,B,D,-19.12082404607046,B,1
None,Yes,Widowed,-76.68297172936447,C,-69.51745000503976,D,58.56938646340421,D,A,E,A,40.99881266074256,E,0
Buddhist,No,Divorced,-103.4852139269522,D,77.1520387096167,D,-68.45280105426912,C,B,B,A,44.621787707499394,B,1
Muslim,No,Widowed,-19.194655962959185,A,-40.81250256473604,C,63.1294527624923,A,A,E,B,26.52629766627793,B,0
Muslim,Veteran,Married,-72.42553140387813,C,-119.3772677973123,E,18.818971683956146,A,E,E,B,84.08436158445643,B,1
Christian,Veteran,Widowed,-191.5654973041325,E,-72.79577991077927,E,-95.22793427267472,B,C,E,B,142.01925449860477,D,0
Hindu,Non-Veteran,Single,-25.684394415554117,B,71.50535354749148,C,30.955870442933197,C,C,A,B,5.431112228403428,C,1
Jewish,Veteran,Married,-167.262573246554,A,206.74904173665155,C,-59.42616050634981,C,C,B,B,-49.00678605949657,E,0
Jewish,Yes,Married,-82.5453272144398,A,-115.95069588841929,D,8.51023152035765,D,C,A,E,-27.275297932990505,B,1
Christian,No,Single,270.35583740065,C,26.117765055724036,A,199.31412615366625,D,E,A,A,59.6353792418692,D,0
Buddhist,Veteran,Married,-86.58830945001064,B,33.11904409763652,D,-50.207039498571994,B,D,D,C,88.31707442762905,D,1
None,Non-Veteran,Married,51.16578788216155,B,-30.78902842715472,D,-58.96576783854134,E,A,C,A,46.705547424197924,B,1
Jewish,Yes,Married,-36.83105373959884,B,172.37044504442082,C,59.37456594393845,D,B,D,E,148.6000453669997,B,0
Hindu,No,Married,-31.602565021125496,E,7.2506842539326914,B,246.71723077590678,E,D,A,B,87.53258125753824,A,1
Buddhist,Non-Veteran,Single,-66.19597240016267,B,29.923400702084525,B,14.649510226508614,C,E,C,E,100.28837541035442,D,0
Christian,No,Single,-27.568938201139503,B,-6.621588567336918,D,68.30020597241527,A,B,E,D,-108.68613698181015,B,1
