religion,sexual_orientation,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Jewish,Homosexual,None,171.60554011628673,B,C,A,53.09094146326822,-94.04671482864323,D,C,115.23451956129006,-156.39778243507357,D,E,E,1
None,Bisexual,Physical,-80.457407528409,D,E,E,22.279215028543092,-84.27786541834547,B,A,-164.184792876293,-84.85226126430187,C,E,D,1
Other,Bisexual,Physical,-131.0019914444871,C,E,A,27.605037860397914,14.880787586606484,D,B,-6.618678223160583,-161.717063257319,E,C,A,1
None,Bisexual,Yes,-9.677856021462077,B,D,A,264.7533342852113,-1.5646718945667997,B,C,-267.3031648724777,-22.197634410304197,A,E,B,1
Jewish,Homosexual,None,12.150197050692631,D,E,C,31.15505827839882,30.850373961167755,A,B,241.686439787278,92.17033923073011,B,C,B,0
Other,Homosexual,Yes,-127.67638843838718,D,E,D,112.71349935281305,-145.13890133508477,C,B,52.89564335445953,99.55455284255426,C,D,C,1
Hindu,Homosexual,Both,36.88280134308036,C,C,B,-34.67161880491463,39.81319124566303,D,A,40.941257024315334,52.151921960719115,C,B,C,1
Christian,Other,None,191.60768839939792,B,E,C,108.08406128806998,3.0477130963976284,D,C,-49.77180864051043,-220.86180602651964,A,D,D,1
Other,Homosexual,No,9.387980928854759,C,B,E,1.5956807993691813,38.460060056005176,B,E,-73.40775434748193,-31.099647454215663,B,E,B,1
Jewish,Heterosexual,Yes,7.3711512005777875,B,C,A,-54.65110846099835,57.09035141657438,D,C,81.43559876734173,-136.5977555314799,C,A,B,1
Christian,Homosexual,None,178.5778240696535,E,D,E,150.22059970756172,-77.50302944187779,C,A,-168.15557359269826,151.5363788423252,E,A,A,0
Other,Other,Physical,7.246585407696631,D,E,C,29.257897480951616,-150.7010167472615,B,D,125.98997557012848,-41.58516596082771,B,A,A,1
None,Homosexual,Both,-78.15239018740736,C,C,E,14.507070781841252,-8.2749852383334,D,C,10.547722007068613,-67.0713335359976,D,D,B,1
Christian,Heterosexual,Both,18.93635415217987,A,E,D,141.00325178992244,45.20442019279699,E,B,-67.37931793210734,-136.20740442494193,C,B,A,0
Hindu,Other,Yes,-129.7820359312546,A,D,D,-186.42834746641424,246.16728826025843,D,E,-168.06983919349037,-49.317607262042415,E,C,D,0
Muslim,Bisexual,None,-47.09865338806134,C,D,A,18.754759957748433,108.86508687480507,E,B,53.76017998834575,91.80006098403692,B,B,C,1
None,Heterosexual,Physical,-60.61670144563222,D,E,E,-1.1408823490943325,-57.64386434350668,B,E,76.84776327051938,-2.968878240128259,B,A,E,1
Buddhist,Homosexual,No,165.39642060633625,D,B,A,-40.031479171033304,-95.7389870058567,D,D,-113.3832615799573,159.35683521639413,A,C,B,0
Buddhist,Heterosexual,Mental,59.805739013797435,D,D,C,-128.97705145901656,10.17416610634935,A,E,89.75297461964556,11.364532038409916,C,A,D,0
Christian,Homosexual,Mental,-7.711923387047838,E,C,A,-133.34324297804287,147.29030083969917,A,D,114.1631220729733,-117.41016626344214,B,C,B,0
Jewish,Heterosexual,Yes,-71.6655611850611,E,B,D,64.23136188688335,53.05598415438345,D,B,-134.34345028572025,4.321332421941287,C,B,E,0
Jewish,Bisexual,Both,119.5021403050188,A,C,C,-95.94493035511913,-12.089818455784183,C,D,31.058398251268287,-101.49390697604319,B,D,D,0
Other,Bisexual,Yes,-4.4446589449853615,B,D,A,-254.09095913528338,-76.56908486187406,E,B,-204.4683753289971,-200.67126479365493,A,D,D,1
Jewish,Heterosexual,Yes,30.027921537779818,C,C,B,-68.88814806665124,-111.87583736982027,A,E,106.79218823294137,65.31006594916782,D,C,B,0
Christian,Other,None,-89.13487782278182,C,A,E,-146.01666555223701,63.68487278832069,C,E,-122.06655758814138,88.21833015870733,C,A,B,0
Muslim,Other,None,-3.93452654200086,D,E,A,-130.66640132854025,163.57578170233356,A,D,58.679016974168555,33.433427728895495,D,B,C,1
Other,Homosexual,Mental,-61.45248001796215,D,D,D,-21.161475334352467,-15.65036694599223,D,C,-62.88454191719916,232.5666508743238,E,B,C,1
Christian,Bisexual,Mental,20.432752767437975,B,E,A,-99.22109912126223,109.70579949427461,A,E,-48.12908315804192,-88.22806010533495,A,A,D,1
None,Bisexual,No,-21.356609826204494,E,B,C,-78.05621693214634,-120.61146826602752,E,A,195.70673598568303,63.36724873010707,B,D,D,0
Jewish,Heterosexual,Yes,36.39737744960065,C,E,A,-62.201788006747314,-23.88432674210728,A,E,187.92303580454205,30.314133167476665,C,B,B,0
Other,Bisexual,No,138.6160745895697,B,D,A,67.50003478037134,110.79649443166979,B,C,146.7381840778483,50.054349235516305,D,B,A,0
Hindu,Bisexual,Mental,15.581961792481302,D,B,C,-74.11967619747598,119.28101284911214,C,D,13.041082437822734,14.404323777662837,C,D,D,0
Christian,Other,Both,-59.98576759784038,D,A,C,119.12664267785075,-103.55903319699338,C,E,132.14956648408173,-136.0186053870778,A,E,B,0
None,Heterosexual,Both,-53.297803777323,D,B,E,51.61702510380161,59.32923408945927,E,D,-125.23517602502712,63.63390420515478,C,D,C,0
Hindu,Heterosexual,Yes,101.44195360415765,A,A,D,-132.48315714929194,-73.42832575885558,B,E,17.131498926980093,10.768702673095424,C,B,C,1
Hindu,Homosexual,None,7.0773573073168405,E,E,D,-12.513409394551472,85.5756925171846,B,C,31.161147019826107,-93.56591612163496,D,B,A,1
Hindu,Homosexual,None,-5.672375437859505,E,D,A,182.55150379345346,104.03616276774154,D,B,73.99620686530082,-123.6340995467609,E,D,A,1
Hindu,Homosexual,No,-19.179156044530142,D,D,A,193.43296292775926,13.216730535074788,B,A,-64.04681332932964,47.65155173903022,E,A,E,1
None,Bisexual,Both,-80.07061512235772,B,D,B,17.147868112375843,117.72495474369431,C,D,-146.33422954664852,32.202048408744936,A,D,C,0
Buddhist,Bisexual,Yes,223.7496301210947,C,B,B,56.303444197041856,-180.55442670719648,D,A,-318.8983521740552,-130.62731628497676,D,D,C,0
Other,Homosexual,None,-40.876476702379485,E,D,C,-27.993777215582877,14.139864943938662,E,A,-3.8491407596250915,-116.48449027630538,D,D,B,1
None,Other,Physical,-93.30578308552408,C,B,B,-35.68706045059037,187.8267217919785,D,B,-27.002692843677558,126.13450617927222,A,C,C,0
Muslim,Other,Yes,-144.8722425896926,A,E,A,104.74031215634201,228.23280458999614,B,A,56.77164786162433,125.11371682645942,E,B,E,0
Christian,Other,None,22.933266793122687,E,C,D,-119.74129135404701,16.052259426449496,A,B,-113.27326812699685,-166.18352208918023,C,A,D,1
Other,Heterosexual,Yes,71.08679636789391,E,C,D,-69.54622438176203,81.08524377522251,A,E,-128.06806304911782,-27.04556298989248,A,B,A,0
Christian,Bisexual,Physical,-33.711841335803946,A,C,A,145.89040110946695,-81.05747766436133,E,E,19.91779317275007,-66.59056475155066,A,B,E,0
Jewish,Heterosexual,No,-218.38400100631438,A,D,D,108.63530439693945,35.81995201928095,A,A,-9.008387283057454,-23.71936073991101,C,D,E,0
Hindu,Bisexual,None,-124.6257598874628,B,C,E,-75.74719162177071,-72.24811400224247,C,C,48.45460553857349,-113.10050561659311,E,E,A,0
Buddhist,Bisexual,No,-167.40752717823526,B,C,A,183.62575205303963,28.985434141360468,B,B,69.07591322866668,-84.56922482933817,C,B,E,0
Muslim,Other,Both,33.39896359295671,A,B,D,-84.05384262589874,-47.849571015318645,B,B,-40.199966709683075,-76.72238629447797,B,A,D,1
Other,Heterosexual,None,34.1347492361678,E,A,D,-213.7287655117865,57.915142957313584,E,E,-259.51766183315345,-138.26029951581594,B,C,C,1
Other,Bisexual,None,5.78846615130051,B,A,B,58.21752623291996,161.87606282910565,B,C,-100.47064215650678,-22.021694758511895,D,A,E,0
Other,Bisexual,Yes,-122.06821795675427,D,C,B,-62.56641700970813,20.303275071235173,A,A,55.57221373394968,-43.187257174941394,E,B,B,1
Buddhist,Homosexual,None,96.97468231240205,D,E,B,-31.247333300693743,-176.91635222920843,B,E,15.725183021277969,-23.38824562172493,A,B,A,0
None,Other,No,90.55784975956732,C,D,A,-85.82935850427188,0.04560450096315193,B,B,39.14099533017919,-49.35693640242522,E,A,E,0
Other,Other,None,180.59302870926922,B,C,C,-84.23340555138823,108.26312602290602,E,C,21.364881233099453,-260.6039945895538,D,B,D,0
Buddhist,Homosexual,Physical,152.84095042392033,B,E,C,-224.22078777677044,-83.89939446024754,E,C,-127.27983657752162,-48.12567808861191,C,B,E,0
Christian,Heterosexual,Physical,-84.12578175029049,B,C,C,123.3509259979818,132.38255672038503,C,B,-80.16765193934128,68.01191629897829,D,A,D,0
Jewish,Bisexual,None,107.65964928871436,E,E,E,26.892214543363774,-153.75381909850262,D,C,103.22791759620932,-43.162645710110105,C,A,B,1
Hindu,Bisexual,Mental,-118.76933917969677,B,B,D,183.7354238862433,135.56032536460813,C,E,153.32851499494802,-12.392986917702828,D,B,B,0
None,Homosexual,Both,-54.792157360364,D,D,C,-105.5314987524911,181.62726973824806,C,C,33.54438405130919,-1.7299816398096843,A,E,D,0
Muslim,Other,None,195.305841370034,A,A,E,138.84048274645158,-2.1306046269709866,C,C,-78.05931006951965,83.80557111615092,A,E,A,0
Christian,Heterosexual,Mental,85.99356814046004,B,E,C,-0.9834911804722962,140.83285023023214,B,C,-148.8072214906515,-73.80288269639942,A,A,B,0
Muslim,Bisexual,None,-15.376786758597818,E,C,B,-99.52836509543792,17.94655850209853,C,D,48.89955023707104,93.9902304155944,D,C,C,0
None,Other,No,-70.01715612537213,A,C,D,-26.15054728337795,173.5495688991913,D,E,60.06822572215227,62.14430122800195,E,A,B,0
Muslim,Heterosexual,None,-144.91620522425933,A,E,D,45.316001155089104,104.52877439315465,B,A,108.46688481872971,167.4649649833009,E,E,D,0
Buddhist,Heterosexual,Physical,69.48851462578136,A,B,B,130.2820320379945,69.39899614093619,A,B,-183.80875483820657,-61.01342043559538,E,C,D,0
Hindu,Bisexual,Mental,-34.265280163148276,E,B,E,-93.72045108984058,186.54120623108952,C,B,-39.323490829755606,83.72307267351967,A,B,B,1
Christian,Other,Both,-53.76482996855996,D,B,C,-11.439728598346136,-65.39342271373278,C,E,83.04824730162281,100.99959418171022,E,C,D,0
Hindu,Bisexual,No,-6.62480995507892,D,A,A,3.4128014805495503,44.409386601347684,E,A,170.91942817558433,-22.823510914022986,B,B,C,0
Buddhist,Homosexual,Yes,-136.51655182385184,E,E,E,46.0946970327721,85.89339384218421,E,B,-141.35002483583634,215.32501512809813,B,C,C,1
Buddhist,Heterosexual,None,-92.23013172422529,B,B,C,-44.282391442421,77.25353571900355,C,D,-98.77825679949753,2.722549664439302,B,B,A,0
Jewish,Bisexual,Yes,-103.33916800842256,E,C,D,-22.070544423783083,10.247487319459703,C,C,-216.79200982925178,76.77150579858049,A,A,B,1
Muslim,Homosexual,Mental,-25.932243694538403,C,E,C,23.233092610424464,-8.515187296117062,E,D,-74.28219354786968,-161.35162257023475,B,D,D,0
Buddhist,Bisexual,Both,-28.479862754065095,B,D,D,30.13109259680093,51.34498618500258,A,D,148.73773314533696,287.7635818939343,B,D,B,1
Jewish,Heterosexual,Physical,179.8481830073293,C,C,C,-104.12648270221308,-24.02322489832459,D,E,-139.47977340626858,9.812483900610902,A,E,E,1
Christian,Homosexual,None,117.02542196304076,B,D,D,16.311607669377747,52.96208414756135,C,D,-121.24053705754511,113.44576400828635,B,C,A,1
Jewish,Heterosexual,Mental,-42.4562751091919,B,C,A,129.82724617680276,-137.6917427094578,B,B,-42.74711384759616,74.69875110390653,E,A,E,0
Christian,Homosexual,No,130.85971659834678,C,C,A,-72.82186932855173,-60.75931851787442,D,D,-72.40640415178582,-23.066660500696777,E,E,B,0
Buddhist,Heterosexual,Yes,105.14819907383448,C,C,D,-151.7446350517316,191.60736179946161,C,D,56.53356028745442,117.36297970579767,B,C,E,0
Jewish,Other,Physical,20.14900302506213,B,C,A,135.261569347885,-6.363876625343623,B,C,110.51104019470475,-27.21250564972727,D,A,C,1
Christian,Bisexual,No,7.402918958881136,C,E,D,87.7501619586239,43.599564411520895,C,C,-20.2039653140727,4.609285718447132,B,C,B,1
Buddhist,Bisexual,No,21.662539842779612,C,B,C,-4.165739932364596,13.549271179757236,A,C,16.195771982580652,152.18832372785886,E,A,E,0
Christian,Heterosexual,Physical,140.43939374592145,C,B,B,143.71516090666816,-91.2716321265401,D,B,-105.38412849372824,-24.48114143870051,D,C,C,0
Hindu,Other,Physical,102.2502529835785,C,D,B,-102.23714097057994,-1.9581121273333661,C,A,-144.44867401886015,-73.02771139375926,A,B,D,1
Muslim,Heterosexual,Yes,102.23229071193454,A,D,E,-66.03416555450644,-111.19951719218959,C,A,-107.31234420038085,130.39158152738693,E,A,C,0
Hindu,Homosexual,Physical,-139.45815015206554,E,A,A,0.10969893030549457,-88.19077554682568,E,C,123.04118589737796,68.43039183714923,C,B,E,1
Buddhist,Homosexual,Physical,1.9115006509429662,D,A,B,51.10200316716834,10.184812197985547,D,B,37.89311769180522,-83.27948598337179,A,D,E,1
Jewish,Heterosexual,Mental,106.7549805700565,B,D,C,90.34042750841833,51.59281305223824,D,E,-17.482976001940127,100.67746291258413,A,B,C,1
Muslim,Bisexual,No,20.44844216027201,C,E,E,-70.62370404343304,31.14410658761927,E,D,82.31757948935551,103.53123346524231,C,E,E,1
Jewish,Bisexual,No,83.03646192328064,D,B,C,-25.189451560768727,10.634501277781858,B,A,-110.81377332566657,86.62916721099107,D,E,E,0
Buddhist,Other,Both,-224.44883062427135,E,B,E,5.921828359553542,-60.40325388405095,B,D,232.30106999927753,262.28555898954073,A,C,C,1
Jewish,Other,No,-88.98966025961703,D,A,D,105.92229998742148,-8.506832365792292,B,D,-184.7825654762788,-30.413312005586857,B,E,A,1
Christian,Homosexual,Yes,45.89589748620285,B,B,D,-186.88575392153092,-9.004728644353106,C,A,-33.142695591112954,-129.53260335945492,C,A,B,1
Jewish,Heterosexual,Mental,-21.957943762663643,C,D,B,138.23606833190308,-81.1968456456032,D,A,-73.87855285120635,10.420417507939241,B,A,C,1
Muslim,Other,Mental,7.429606970187404,E,E,A,-276.5187038982902,13.41303926685106,D,E,-13.960720657262312,64.22531647836209,D,C,B,0
Other,Heterosexual,Physical,-45.452763256015075,C,E,E,-41.4055064177963,-40.17555120531314,A,B,2.567717302339961,86.51297023154298,D,D,B,1
Hindu,Other,Both,57.202375293278486,E,C,B,67.48081037259249,8.504165609799525,B,B,-102.96086249125693,9.711722383829983,E,E,B,0
Buddhist,Heterosexual,Yes,61.69756816322067,D,B,B,-3.513203244320447,-70.60832243685232,D,D,-9.51182554445493,14.14184061215761,C,A,A,0
Buddhist,Heterosexual,Mental,59.661184865317395,E,B,B,45.52595341676332,-68.97978009777427,C,D,37.15976051786274,11.735130577270619,A,B,B,0
Other,Heterosexual,Mental,5.660317312701602,D,B,C,10.486100109812035,128.82748071688886,C,B,-80.24388175188187,241.03271499868444,E,D,D,1
None,Heterosexual,Physical,-189.92799609649435,A,A,D,121.84436786065686,-7.4546800711062815,A,A,36.742810925771025,7.888151381737883,E,D,D,1
Hindu,Homosexual,No,-190.12817725014236,B,B,D,-166.81293750525415,120.0408107343496,A,A,-39.60733338997301,-7.923904455359409,E,E,D,1
Muslim,Heterosexual,None,26.394177188845553,E,B,B,-13.141888101737145,-31.35420237015859,E,C,85.81645288741572,59.673124016129684,E,B,C,1
Hindu,Other,Physical,-12.436148633240895,A,C,C,104.85963101787515,29.598460414555,A,A,6.385496927997238,90.45009608248297,C,D,A,1
Buddhist,Homosexual,Physical,58.62503257479389,E,E,E,118.70150088739912,-17.754851847881355,E,A,-109.4600371769038,127.31025295859256,B,C,D,0
Hindu,Homosexual,Both,34.479675664221915,A,C,B,46.15015721637641,5.2337390615767845,B,E,197.47662858799166,-45.438350404574585,E,A,D,0
Buddhist,Homosexual,Mental,149.7994745724955,D,B,E,-184.95112573643306,-163.2272444817869,E,A,-8.042697889448553,121.5750020639946,E,B,D,0
Muslim,Heterosexual,Yes,-138.02502051210337,B,A,B,-37.968846993481705,171.02368804057392,B,C,-73.25681286083962,-73.25404881861763,D,A,E,0
Muslim,Homosexual,Yes,77.20217004870841,D,D,C,-69.41827806558982,51.02347384041833,E,B,155.0627853967874,44.57366300451879,B,D,D,1
Christian,Other,None,-1.884415395241879,C,E,A,14.639514897334152,-42.974772383189915,D,E,-288.3644079545555,4.8980122960937305,D,A,C,1
Jewish,Heterosexual,Physical,56.57675069015191,A,A,E,10.520252708948945,39.24067771605743,E,B,-76.14369970683744,-205.8810541923392,A,E,B,0
Buddhist,Homosexual,Yes,-75.29497572296539,D,D,A,-184.78338495215974,86.44880539292662,A,E,-59.784983384347555,-19.056056146044394,A,C,D,0
Muslim,Heterosexual,None,-147.16276862684657,B,B,D,58.326855442493816,-22.517760472250725,A,A,5.886898329558092,41.131919979995246,E,D,E,0
Hindu,Bisexual,Mental,172.43623461272458,E,B,C,78.31589509515915,105.61327272181869,D,B,6.766187281830814,-101.21840157469842,A,A,E,1
Hindu,Bisexual,Mental,55.64148236597368,D,C,C,75.76482659861595,0.6831450437725205,C,B,60.70162773732286,34.8146126265222,E,A,E,0
Hindu,Heterosexual,Mental,-28.11957517244963,D,B,E,0.7501848276454264,2.5407384284789303,C,A,45.409084448656714,-73.05861715503814,A,B,B,0
Other,Homosexual,Mental,-7.137988307414703,C,D,A,110.76813584278543,64.02717587616979,A,E,-24.181015431702228,-174.2324249369547,B,C,B,1
Muslim,Heterosexual,Mental,-162.94518343197396,C,A,D,39.75971985692736,30.655914123875043,C,C,133.79698155292456,173.83790376987577,B,A,A,0
Other,Homosexual,No,194.91774709034144,E,B,C,-68.32301448341663,-86.11996073428745,E,A,157.0291058224263,19.278734790570653,A,A,D,0
Hindu,Other,Mental,-118.67227640480368,C,A,D,140.62479986230937,-49.6439607253639,B,C,78.43100045513415,-119.67367210438651,B,D,A,0
Jewish,Heterosexual,Yes,49.77926021508024,D,A,C,22.908465340258218,-160.19354947186497,D,B,66.176360022842,-73.08844307998423,E,C,B,1
Hindu,Homosexual,No,-13.123218689436339,D,A,D,112.4443115787991,77.72468990252784,B,E,132.0348999307125,-165.01623208292935,E,C,E,0
Buddhist,Bisexual,Mental,170.5457524275486,B,E,B,-116.18805830265309,-87.47555183901335,B,E,-22.13305244730291,27.213923491013613,D,B,D,1
Jewish,Other,Mental,46.00271512161837,C,C,A,17.875047527010228,133.81371836905805,A,D,-128.22670869215779,-184.83881964357653,A,C,A,0
Muslim,Heterosexual,None,-16.004960487443846,A,C,D,-101.97032041154097,91.77756502924171,A,A,36.502752203369525,35.6640551008633,D,C,D,1
Buddhist,Bisexual,Physical,-84.2391125444082,E,A,E,-75.87923207737443,-61.900759621898914,B,D,158.4749007491469,-80.00266185643294,C,B,C,0
Jewish,Heterosexual,No,94.5253328224016,A,E,C,-51.04693792148359,-14.46009263484119,C,D,-112.2407328388299,-58.74078662433552,B,D,E,0
Hindu,Bisexual,Mental,-115.34771453629553,D,D,E,132.23405753855502,-3.193708440069628,E,D,2.990088010579515,15.006121754714755,C,C,A,0
Jewish,Bisexual,Both,-67.6035691726019,E,E,A,-68.35715603512062,54.37744226958161,C,E,-32.664838350591346,88.72295964008596,C,E,B,1
None,Homosexual,Mental,-93.96503115542674,A,A,A,73.56115292808265,22.0645237986477,A,D,-34.25528891411646,-230.0377490819341,E,E,D,0
Hindu,Homosexual,Mental,57.537876801512255,A,E,E,53.47782664798368,44.97919406256646,E,B,-101.53367540944541,-23.02137383429056,E,B,B,1
Buddhist,Bisexual,Mental,-160.65124942398293,E,E,C,-160.25511750227489,-78.66169858682082,A,A,-18.45209976394349,124.50149992056613,A,E,D,1
Other,Heterosexual,No,0.20429211249297988,B,E,B,73.81633522438919,59.10896412897584,D,C,19.53191554754422,-29.44536401522699,D,E,E,0
Jewish,Heterosexual,Physical,41.723642470267926,E,C,E,55.98494349339902,-168.41980646069743,D,E,-51.94391746678904,167.98833302286133,D,A,C,0
Buddhist,Other,No,74.02252207781146,C,B,C,98.65668093276054,-77.44904875060391,B,A,45.70260296054985,36.85209299990035,E,A,D,0
Hindu,Other,None,36.425717169573076,D,B,C,-5.3744025113192535,38.51273564915599,B,A,-50.91976972166158,-169.4296326630628,A,E,C,1
Christian,Homosexual,Yes,58.9504263566775,D,E,D,-125.78660575576835,-46.25960939188078,B,E,-26.681443510923224,-2.2264489772592415,D,D,B,0
Hindu,Other,No,248.66564742390125,A,C,B,30.716580682114085,-17.567034859248977,D,B,1.5593985903678913,43.63208920926922,A,B,E,1
None,Homosexual,No,46.544536307699474,B,B,C,-59.5418375239379,-38.45973406232913,A,E,-168.9398946048986,-83.12377269872829,A,E,D,1
Hindu,Heterosexual,Mental,75.62734160302166,B,E,C,19.166102070467222,-42.701357129408706,D,E,25.43812318626128,41.531337243944485,B,B,C,0
Hindu,Bisexual,No,24.946343136045503,E,A,B,87.57120318502814,81.21526870681869,B,E,22.957834420950814,-142.50845597914105,C,B,D,1
None,Bisexual,No,-36.05618545306719,E,E,C,-110.5225632284421,42.48584948816843,C,E,107.07660807663375,8.09656399252112,C,A,E,1
Christian,Heterosexual,No,-43.267584183981185,B,A,C,16.145013670153734,25.937336206140397,D,A,-173.43082485591802,130.44652738813005,D,D,A,1
Jewish,Bisexual,None,77.52289681544949,B,B,E,19.93867857526998,27.066939576834194,D,B,-53.1780671987798,-2.6112601286229706,B,D,D,1
None,Heterosexual,Both,45.01643455106413,B,E,B,-67.59422123499596,-51.60797414763304,C,E,43.65273693914336,-46.21792699343279,C,B,A,1
Jewish,Bisexual,Mental,-113.547693606766,D,E,E,-27.972391523151668,-34.4325004821982,D,A,72.63484408047069,-130.15775882302503,C,B,D,0
Jewish,Heterosexual,Both,-2.319255749780048,C,A,B,70.34718758807348,22.022338927150255,A,C,66.06498946792784,77.94555981140586,E,A,E,0
Muslim,Homosexual,Both,56.23849788563948,E,B,D,69.11573615505654,79.49396595908361,B,B,34.86827368799662,-71.02919822560571,E,E,B,0
None,Other,Physical,-130.3324701776221,E,A,B,-50.763018407348625,-35.7549843980348,C,C,55.91112872440611,42.765123999720004,C,D,B,1
None,Other,Both,-130.90870719625113,C,E,D,68.72106566925058,100.27503562625233,D,A,-87.3035346789149,-102.7652509775413,E,D,C,0
Jewish,Homosexual,Yes,123.6142182286677,C,B,C,210.9507493031268,-115.44257956492343,C,A,132.23037010074304,-76.35168351802186,B,D,A,1
Muslim,Other,Yes,22.979157392699015,E,E,C,128.514096364111,-23.443004120271755,C,C,31.39386381678433,-50.57709638287579,A,D,C,1
Buddhist,Heterosexual,No,-97.9584121406489,E,C,E,-120.94236946268431,-44.62478976521421,D,C,-18.541137169367513,1.465831426407118,E,E,B,0
None,Bisexual,Both,-178.96444360447188,A,C,A,-11.945226898033669,-316.7080315490032,C,A,-150.74024598575622,33.67914497639344,A,B,E,1
Christian,Homosexual,Yes,178.11190952647783,E,D,C,199.0205801482052,16.55158534396474,C,B,58.15125002525997,62.08603777249494,C,C,A,0
Christian,Homosexual,Yes,50.313006647434754,B,E,A,-28.39589529182357,33.62086797666359,E,D,20.4029311053994,-123.3664757018434,A,D,D,0
Muslim,Bisexual,Yes,-79.73021385551964,D,B,C,-131.2998912416763,163.86533354131717,A,E,16.368860746434716,22.440723990121377,D,D,D,0
Buddhist,Homosexual,Mental,-121.15397961188003,A,C,D,-24.779426470996988,-44.368201759376795,C,B,-66.71488581152973,50.40816884495325,C,D,A,0
Other,Other,Physical,190.63739362455755,E,C,E,85.13424998411095,-54.7183855256932,D,C,-82.3135518199946,-135.7117407901046,A,D,C,1
Muslim,Homosexual,No,4.560287895302265,D,E,C,-62.66086631309843,4.024102738706399,D,A,-5.720576740254766,90.44362528841856,E,E,B,1
Christian,Homosexual,Physical,-53.78977276641049,B,B,C,70.92775369306555,70.12616608587587,E,C,122.6733377166341,121.47771827027354,A,E,B,1
Buddhist,Bisexual,Yes,-85.04950238395095,B,A,A,-20.11546501425111,-19.209106652671025,B,D,-210.94473454019544,-90.53693790401813,B,E,B,1
Muslim,Homosexual,No,-25.67996141888951,A,B,C,84.8401874803591,80.96836085354168,B,B,19.104676730952235,-105.59692269577245,A,C,A,1
Other,Heterosexual,Yes,178.38938693268324,E,E,B,47.77168798405184,-7.245854777100666,E,D,-158.34446517518603,-118.9255758472344,E,D,B,1
Muslim,Homosexual,Physical,-103.21667126860778,B,D,E,-94.46312100147762,-194.62574554649106,B,B,45.923882538444936,29.722341228043835,A,E,A,1
Muslim,Heterosexual,Both,42.74270071076327,E,E,C,121.73833668970713,-113.08382609676941,A,C,3.21801194945816,-61.84301884368766,C,E,E,0
Other,Bisexual,No,138.37458247000276,B,C,D,59.09233229519428,-14.305113655651901,A,C,4.891128902020511,-107.39147562292877,E,B,E,1
Hindu,Other,None,-114.69796502917573,E,B,A,58.35996615100558,-67.81213946538122,E,B,-53.69471014360826,62.95650458663206,C,B,D,1
Hindu,Heterosexual,Physical,7.84985871718622,A,A,E,66.07407339478034,141.2243829692128,C,C,-53.78938003310697,-162.12748494951475,C,B,A,1
Hindu,Homosexual,Yes,-56.882956982856584,A,D,E,92.95814125797341,169.98296440356876,B,C,-167.3442841007001,78.39944293200723,E,B,E,1
Muslim,Homosexual,Yes,70.32097307284793,B,A,A,19.067639339636557,-27.789491070824635,D,D,-72.56942240176271,65.62364547410196,C,B,B,0
Christian,Other,Physical,-16.38535626370398,A,D,A,158.20111026895862,-64.86605032205252,D,C,-84.77947302820708,45.02925498241662,E,A,E,1
Muslim,Other,Both,-153.7691294175979,C,C,A,-29.34087688901772,-40.11172393922892,D,B,-19.590858020466147,-111.08539246681038,A,C,A,1
Buddhist,Bisexual,Yes,-49.50524091185011,B,C,E,-11.635540856976645,-80.54772170110661,E,D,25.00477974649708,-10.64013244176216,A,C,A,1
Jewish,Other,Both,-22.95659387105409,B,A,D,-15.897648726406366,272.0335205493893,D,D,-134.20913486836326,219.37775700075667,D,E,D,1
Hindu,Homosexual,None,4.261930360479513,B,E,A,84.92642870781133,-51.4433852683592,B,D,-130.00839268311097,-133.47692336912408,B,A,D,0
Jewish,Heterosexual,Yes,38.29433302171083,B,D,A,-56.79756044058245,-231.7414840572932,C,C,-46.3837074261565,48.94712289818902,D,B,D,0
Other,Heterosexual,None,90.14962819366666,D,D,E,39.10306916900357,-21.331731865071152,C,A,69.44161350169617,75.53224261690194,D,D,E,1
Jewish,Homosexual,No,7.719421319085491,C,B,A,110.1068287104704,-127.49291165113372,A,C,332.2834540278459,23.588781398863738,C,D,B,0
Christian,Heterosexual,None,74.80514372658949,A,C,D,-14.656970171971311,68.27023340473723,D,A,-2.7935016498964056,61.2097892095393,A,C,D,0
Muslim,Homosexual,Physical,-43.85118165983673,E,D,B,-42.63292555947918,132.91827432493562,D,C,28.974448652884387,45.38338310700548,B,B,A,1
Jewish,Homosexual,Physical,-61.3057976945171,A,E,E,-132.95950029373657,-107.81468159121764,A,C,-81.64221177291748,47.56820655404257,D,B,D,0
Christian,Heterosexual,Physical,15.601284262804926,B,E,B,3.374111433982794,77.60976272058345,C,E,64.94272576935897,105.39913588086154,D,C,E,1
Jewish,Heterosexual,Mental,-159.14920345395865,E,B,A,66.54067729367156,114.17236079950386,C,A,-50.330568011993215,-23.86051906660487,C,C,A,0
Buddhist,Bisexual,Yes,-29.71077779255139,C,B,D,23.233698905455718,-187.22900421963567,B,D,140.0071277010241,101.44841534858642,E,A,A,1
None,Other,Physical,40.88319152400925,B,A,B,-127.00875470911737,-61.81743427328762,D,D,13.618078514776922,18.532594656669538,A,A,A,0
None,Bisexual,Mental,-160.7112514831122,E,E,A,69.68648065083414,-37.909409379409844,B,C,-58.24599975038258,-93.64980316534421,A,B,A,0
