Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Non-Veteran,A,C,C,59.48560776252745,C,-44.52101061856102,-24.828800658755306,-86.90407725379359,-135.55288460402994,-18.997726463671384,-7.770148717075208,B,D,86.31218021084138,B,0
Yes,C,C,A,-11.938930282211514,E,155.45602499266644,26.261344597329746,20.992985986482413,-36.89665913347823,-27.681189162851556,-180.4897813621597,E,B,38.97081614376194,B,1
Non-Veteran,C,D,A,-149.30572839156136,D,51.75904054255055,73.79338819763541,-131.54818279961424,121.2972141346296,81.96671149463492,-166.61573502693855,C,E,187.90866748805354,D,1
Non-Veteran,D,B,E,181.44336673819458,B,44.80939412289035,-51.60803321200961,-137.77952300934592,124.9903332113655,0.041848787192024284,-202.84884396307223,B,B,129.3311773344824,B,0
Veteran,A,E,D,-269.5458812644345,E,-164.59414215981576,49.630572550721915,26.147774461832658,-81.40927060036415,120.00881951483701,37.38457897125345,B,E,-161.35814327259038,D,0
Non-Veteran,B,C,B,-102.33513079981358,B,-80.08689648510986,-58.115672534624366,-43.492737581556796,73.07280133292092,-18.558276397993595,67.00239453319729,E,A,-86.20328021283228,B,1
Non-Veteran,C,D,C,-12.55738405310056,A,-83.7525548118845,-88.10475935610302,-270.20468729361596,-11.320699803215142,-114.23540124512246,79.55243257171217,C,B,-196.28952721356455,D,1
No,B,E,B,112.14460414700902,A,-105.67374994684187,42.93357476084536,-107.57774750205012,119.9643129421801,122.57323244122169,-129.07380621395214,A,A,-105.6331918796273,C,1
Non-Veteran,C,A,E,-139.31973326517263,A,51.5687211237436,8.960910266612462,-50.09517376821879,88.33297757128274,-32.46443127111356,2.9231446913526877,C,B,106.00590897610034,D,0
Yes,D,E,E,12.668230234223957,A,143.56894679617182,41.194579178284414,-126.73865148949201,54.978913763409665,-76.70153143576323,-80.969673204771,A,C,-49.24092237152081,B,1
Veteran,C,B,D,53.830779476582435,E,-190.89934694565517,11.22024036041918,73.2450745084859,1.4159556295195164,-159.57361971344903,190.75399422929172,C,A,-170.00109130195673,A,1
No,D,B,B,123.82764944043814,D,21.41478881034904,-7.274176435995766,51.79325971121259,-98.92194846081318,-124.447694774272,259.2851515986058,D,E,-25.410147328900667,B,0
Veteran,A,A,D,33.46884623701561,A,11.545839765369413,36.16723647872689,-15.521575441219856,78.42575421928308,-176.8211840553602,-49.84126593701734,A,D,-44.172075216195026,E,1
No,D,E,E,-142.3929992801133,E,16.147083910518585,-33.32148742194707,240.35028904525117,36.072780376386675,-86.68811463036761,4.620845906480746,E,B,162.0201453571475,D,0
Non-Veteran,E,A,E,36.45708976608452,B,-232.55597641514575,-29.137500446238366,113.66711457914182,40.86508127752343,-29.888647477721175,-7.080828822450213,B,D,46.6299112305902,B,1
Non-Veteran,B,D,C,-14.18716798065353,A,-141.12805251277095,130.78333674119762,193.46925823106275,-38.62584127292787,-49.47489127553669,-105.81739185681253,C,A,-22.216121111908244,E,1
Veteran,E,C,E,-63.468919983658786,C,-56.451817299404375,76.00664681166384,42.989561661345356,-178.7107296662105,102.86198045921846,-31.510001103372026,C,C,210.50807683647355,E,0
No,B,E,C,-61.14722216451024,A,188.21143190254216,35.86473695761902,-59.12765042811271,8.047431573146634,-30.489035363700157,64.1706426457945,A,B,-45.21397802247789,A,0
Non-Veteran,D,E,D,-109.9064952658227,C,-35.18163833988762,241.72654631664798,94.01251654420784,55.79515148308627,-52.83733213608096,93.7087851885883,C,B,-35.86422188150765,C,1
Yes,B,D,E,28.304273679140064,E,-6.748249023630148,47.11905701153699,27.616980240580485,160.44969467187505,73.77956472655734,-59.08386065910847,B,E,130.72315422043908,E,0
No,C,E,E,27.860891598416515,D,56.05725443240443,-122.69103369040964,167.0794230286527,53.64687899784841,34.609920155678026,-24.5449129187023,E,E,69.60841453871154,E,1
No,D,E,E,-78.29133963358836,E,-147.72601058121865,53.83278515561488,34.524414868470394,-110.25066924088678,93.90638045463986,-197.09937276214674,C,B,62.23401207549212,B,1
No,B,E,A,154.3799290217319,A,-153.63856475893292,-54.07098287825646,106.70840324617137,53.19682435129002,95.49496935146234,-89.24139986243067,B,B,94.83194463388526,C,1
Veteran,D,B,D,92.50373596354032,A,-112.52269306830979,-109.63755015536285,90.00898563007037,253.60974865818352,59.03720850770164,75.97428512457095,B,E,70.94058046672924,C,0
Yes,C,C,D,10.504064492935111,A,-0.4404562611091693,119.30910640827,1.6171203127664493,201.26075173847062,-84.98413558187026,-65.13032713455097,C,B,-59.61660457733613,D,1
Veteran,E,D,D,75.49642188773319,D,15.212341131121137,-126.95507157069379,-37.39842714380458,-125.7151209741169,90.85025069579625,-53.58152642530081,C,E,192.68635979810273,D,1
Yes,E,D,E,-14.970507129932354,D,136.47923474947257,13.92490638838706,54.22782850288679,47.42301195443801,-157.02041424797974,-56.123266416882004,C,B,-71.3848493761074,C,1
Yes,D,E,A,-0.803393777232936,C,79.8451128978352,229.32598180863195,-20.722649032087407,0.1714718404684782,141.13439687593217,9.93706993798925,A,A,93.86366411164072,B,1
Non-Veteran,A,B,A,-5.498783450475511,A,250.99000692982204,62.397956883054626,108.21869579007577,85.22758758354018,65.04156596957729,113.73875304052368,C,D,79.1365592738193,D,0
Yes,A,E,E,-189.62752065547875,A,-58.52969145537257,43.77323940719881,-59.83874662004393,-48.08579904649672,-33.232043208586695,-256.4786549240397,A,A,-11.65140360311534,C,0
Yes,E,C,C,-41.92768607893524,C,159.4428022065117,-66.80929559509461,53.58118688785609,-73.48393275378928,23.560274388439158,3.3163446133261774,E,E,-104.51586454745303,E,0
Veteran,A,E,D,-16.424921240936282,C,113.90996147447841,158.45897110452665,-47.67840993692795,-72.94029912490933,-7.50096630308999,168.80749170112924,E,A,-6.512850738318475,B,0
No,C,E,D,105.23030011762022,B,-106.61698349267257,-12.235760857064346,108.90752756711414,-87.03383637601964,41.92327382248472,62.956769230990595,C,E,-62.03246892770943,B,0
No,D,D,E,-107.2112737256303,D,-120.88165003088895,46.32111500055306,-17.816367313231268,-217.42380144763422,-98.03367223324356,-97.45202717898496,D,B,22.597514521691288,A,0
No,A,B,C,180.20291748679202,B,44.84739591477386,59.39357837484125,-64.46094010100593,-134.1708055852326,37.793930017195635,7.049279146895785,B,A,-185.97299893618427,A,1
Yes,A,A,C,-9.701357545252884,A,-76.79470053940915,36.29742677509356,-16.14034698651419,-66.74352803087854,-40.29034008331614,78.25398561590748,E,C,8.604423721703988,C,0
Veteran,B,B,A,-70.46756307390119,C,-44.10001267089239,75.97319284550302,159.51441714478932,181.96318498953096,67.37885515746537,185.04808745498207,A,C,114.92808264413863,A,1
No,A,E,D,-83.68293416878355,C,37.19847677503938,-23.54705355077961,-158.97002569213603,-77.11779580828639,-55.78400428670318,-2.9729316883254477,B,D,124.75148289755718,B,1
Veteran,C,B,C,-125.89060976899742,D,-56.11430312212268,93.20046861979303,-84.21614249373788,-151.52767552362485,-78.74638703498906,139.92384201930938,B,E,-165.6065204849444,C,1
Non-Veteran,D,E,C,13.70408019516917,A,140.86350832218275,30.851048345348048,102.89345086444234,81.60927409910956,173.65534324445525,-114.66703143634396,C,E,-107.70810139492566,A,0
Non-Veteran,E,B,E,-26.798907790235344,A,192.67236734875829,-66.7006097059675,131.35031166736073,81.56823444839942,-67.62251612248413,-59.06748888346092,D,A,-162.332542489898,E,1
No,D,A,D,55.83619526147883,B,35.42541920933572,-4.246424946254758,-213.35810804995182,35.31103054282409,-1.2838816592553421,120.10829041650426,C,C,-163.9827297643475,C,1
Veteran,E,A,E,136.0410651389946,C,233.89374378610376,55.91594390514515,-107.7390267283389,120.41777153040726,-36.05625145177045,221.88487379348138,E,B,49.5342720342665,B,1
No,C,E,D,-30.022889980642585,B,-18.58229761932218,-85.4627200560586,-116.17831947717559,-100.33744945358572,-206.8354268828636,-138.69911290107152,A,E,-72.26252010087873,E,0
Yes,A,B,E,133.94248561849284,E,-19.1409906283124,-182.57318041502776,-28.65075391536266,-125.7443148153186,-54.97181567706825,-274.9715924358827,D,D,-128.72762657874608,C,1
Non-Veteran,B,A,B,-73.9915008000016,A,-123.25437988526969,-135.9723918873603,18.043562020847062,66.84439267222113,53.426057202096935,-39.882800449758335,C,C,13.137932331314728,C,1
Yes,E,C,D,152.48350607587173,B,-78.55762542008125,39.846890241154775,87.25696270955862,-26.2882789074302,52.042896721557355,49.28364377229012,A,B,-8.266337874449475,D,1
Veteran,B,A,D,7.315916079857182,B,-88.5989960870895,18.201048308872362,44.30174486184642,-49.749609501761924,39.73304529066315,-161.52942446244575,B,C,6.986610982084245,E,1
Non-Veteran,B,A,C,-154.51587505137817,C,-207.04325920217696,220.39231162429397,235.1838751801374,137.94215644142918,21.022507765602246,241.5835233537834,E,B,79.54946643142198,D,0
No,A,C,D,-112.91496454768586,C,-45.91705889556131,-13.034061764385394,-175.30205376527232,139.7384637771733,67.70196850246288,-104.05871284863612,A,C,6.161885004089581,D,0
Veteran,E,A,A,10.58608069788999,E,-119.8452273970832,204.352661444261,-93.13417697627665,-76.00926992338928,94.47187616651347,232.73617090698013,E,E,-64.88129404938834,C,1
Veteran,B,B,D,69.12023401760707,D,-183.58436161194277,139.42698156385524,-106.89435170493987,-3.897477123091785,98.71084474895709,58.775645788891104,C,E,106.05846629966724,C,0
Non-Veteran,B,E,A,-126.63150319785777,E,75.44029728682304,144.4685046680026,-31.603489765757846,-28.782536539881153,28.468170180614262,93.92933428512616,E,D,92.33983151462255,A,0
Yes,A,E,A,57.900217957293506,A,-62.28365693049657,24.22801461828447,71.27288895753006,59.422790493888044,49.82204718116526,65.39907114511323,B,E,-101.70445716399219,C,0
Non-Veteran,A,E,B,54.95913726673236,B,-124.98816942458524,202.51959365554137,71.42957185868315,-1.8553082333243431,43.40122699121988,-140.47208718876917,D,C,-60.31891642691346,B,1
Non-Veteran,B,D,A,13.606745180556267,C,-91.81657921723993,-101.00984676488976,10.142787517031737,-52.027888471531504,-118.96375880286207,148.5976394997107,B,C,39.51615917796117,C,0
Non-Veteran,A,E,A,-99.03295887374038,C,-116.47541082128102,106.637251655668,-75.1610475761622,-66.89289929900386,-28.250908794859463,-64.76944873217296,A,E,-121.93668110308033,D,1
No,C,C,B,-7.333378726393123,C,-80.70577136561988,26.990576152798102,-50.10445348986388,-24.342538011223397,113.47262376422482,24.114640393164407,D,D,-49.98791632831006,B,0
No,C,A,A,-26.305478042102003,B,-1.6126354793805384,-99.44739769994237,234.30329157596083,-12.027221028705751,67.7621047962141,43.36642027490757,C,E,109.40741604868307,C,1
Veteran,E,A,B,-36.129514004947076,C,-110.67691246377704,132.22914124747086,-118.74072898891572,-14.541363676773885,-41.47297866877389,1.9347652172832832,E,D,112.78305153595392,D,1
Yes,B,D,C,-149.3262359362359,D,-104.01342279780086,117.37576694773671,-47.49508913334354,-117.44293791040099,126.16824161068732,258.32504938154244,C,A,0.46352492962537795,D,0
Veteran,B,B,A,169.10258428905655,B,-65.47327024639861,78.26955759568499,86.6321254071862,20.808964660148327,105.12058837697079,74.90799000386093,C,C,-36.59496911594282,D,0
Yes,B,A,D,-55.88972973432106,D,136.41790975300495,-18.89566629682607,-163.3722044125894,-87.34100176083925,-78.34435572202719,56.28056556638684,C,B,35.178213538571974,A,0
No,C,E,A,-23.136903401414283,E,-0.7344108918599709,156.42902028628166,-217.24854529880758,-23.33846309011043,191.34643402095432,136.45999439582974,E,A,85.38348335960633,E,0
No,C,E,A,-142.81381513445322,C,82.32063281474396,122.6540358117382,283.56032368993533,24.478624743366144,109.37786499209817,27.859513550527225,D,C,39.213745394000824,C,1
Yes,E,A,A,-21.90178210625631,B,191.45519720171959,93.90045551610237,-171.02156097707996,-69.78138448676042,2.0027567618274555,-133.54730876732427,D,C,67.78538137404725,A,1
Veteran,B,C,C,110.75279359856773,E,224.25297241248833,-143.777434742058,-39.86326612770574,108.9024877708458,12.92240685854011,39.59380471852808,E,A,-69.9781539265821,C,1
Non-Veteran,C,D,E,-2.17822425862182,B,211.11860261183827,122.7651274579026,-73.7364118326147,-28.78475068513752,107.93722999544286,39.77834955000665,E,E,-34.23307106666214,A,1
Yes,C,B,A,-134.3729175732978,C,-174.61975939464335,128.58450331434017,-123.33247506990025,-171.75160963452075,-69.57853383993043,191.9652465515176,C,E,-170.5367659435986,B,1
Yes,C,E,A,-63.52083302786331,B,-68.4823485412815,57.21220528491987,83.32646767754088,2.6621510233180117,-77.52949882592523,-116.67778048303911,B,A,-168.14951978637754,D,1
No,C,A,E,-7.0277042140198605,E,-74.45328727626233,-221.85299205530308,30.5383108984581,19.555559518419507,-3.5488607750162973,-201.81539616012537,A,A,-176.70599845754026,B,1
Yes,D,A,A,53.38675720149484,C,52.32583401811175,-65.04851548202878,117.72556426588407,-113.73386323030957,-85.45110014948875,129.44997570758298,B,D,-28.98993220756173,D,1
Veteran,A,E,D,20.89168756941853,B,53.611678354122674,19.968351752760206,-47.51503475590177,0.6642463756552724,-82.39547852266779,-78.51511016840271,B,E,-1.99711454441392,B,0
Non-Veteran,C,C,B,129.67412485059018,A,-115.265636797219,34.24214388802427,18.2971113918869,82.59194205723612,202.13215292981118,-48.16702375579259,D,D,-119.83412812543925,C,0
Veteran,E,C,C,76.56032214621777,A,-108.50193945471263,-161.97997552070785,6.818626060608107,-24.229337222772084,6.309588233826304,60.61325077591594,D,A,91.9912786888919,C,1
Yes,B,B,E,18.25897621400531,C,-155.35382751684918,-2.2663668717266447,-63.39691460610538,-145.8797400136318,-130.9754998246956,-156.5960580876527,C,D,10.047933670895391,A,0
Veteran,A,B,A,73.54331367353976,E,-86.59367310788238,-137.06039644458647,-11.29934043304147,-14.585357821922312,-50.98657610501128,65.98825940197669,B,A,35.91750186454553,E,0
Non-Veteran,A,D,A,61.51852682534841,A,88.54817655881601,2.009261902782677,-186.5208268733933,72.75764654837032,0.8669427716149687,-63.483064184434625,E,A,-68.80218775323786,E,0
No,C,D,C,-4.385187263533931,B,-45.051225413989044,15.690638371258439,-56.87205082630935,-101.6739996455159,-82.06381412623209,38.97658293429611,A,E,-32.49511813221485,C,0
No,A,D,D,-42.178758606331414,D,-31.542238706544907,-8.012144489777118,133.7468942725149,276.41171244284135,34.16481008942883,-157.40759987946663,D,E,-173.69015112165903,B,1
Non-Veteran,D,D,D,-143.472885905926,D,-96.10709994454719,57.560578317360914,-191.94323224876933,-11.783596207394838,-10.69997952991621,-158.52892360834124,E,D,21.273602072222292,C,0
Non-Veteran,B,A,D,60.77328491696168,A,60.9148426661828,-22.905761086453317,127.90526483205772,-89.73508011775401,55.41645793332876,8.8012897580106,A,D,108.8123714861639,C,0
Non-Veteran,E,E,E,-47.28812515803645,C,-57.80865735451037,150.06656396432066,-9.948481396653545,28.709286385840528,-41.46429216520432,71.14753661071886,A,A,33.20864234337615,B,0
Veteran,D,B,A,17.593869304166123,B,98.41806608965393,124.88607123805313,-40.417529763899864,-72.1156771749486,195.37699477816693,76.69299916061428,D,E,-65.43999066280355,D,1
Veteran,B,C,B,-63.89470056993526,C,80.15813932560644,-98.01013549649771,-147.37738514478295,209.63588352964376,1.859536573438301,5.073371793827086,D,E,13.432674795017343,E,1
No,B,B,D,175.695580644803,C,-154.61047148045225,-2.2673090244492067,95.77942730953416,147.87047231713223,7.2509271389941805,-29.892078753152184,C,D,-164.79381649129667,D,1
Yes,D,C,B,-104.33475190349375,C,-80.61842050761085,-21.238405891931304,77.84423044306482,-166.92825425151923,287.6075440162207,-117.71155015910655,B,A,33.334623217873045,B,1
Non-Veteran,A,C,D,113.69224358707837,C,17.8325758967962,-38.93360075277021,-31.365491466032275,-2.576484027776744,27.197628475381723,142.8333042742316,B,D,-108.89494142060587,C,1
Yes,E,A,E,-38.50925137769127,D,154.77032735388036,-133.57252777127945,42.20768076743432,12.73175840231432,102.86457644974175,-10.292215977905856,D,A,-225.4486524051368,E,0
Non-Veteran,A,B,C,-207.90133328467144,B,-186.1292661696657,150.59126794419512,-102.13872226665637,-253.6850859452271,12.685029333429451,31.566018528852418,B,E,36.39784796447949,C,1
Yes,E,D,D,114.72216911668292,D,131.75960399047258,39.31522857651616,-96.3055434098316,10.7862526273076,72.26789439938426,-20.838195373759145,C,A,105.9408983245213,A,0
No,A,A,D,237.36452110845187,B,166.38796087282498,116.82138049911615,-14.364026288167885,24.140500028186473,-76.69553870395008,-28.415720864087625,B,D,-39.91422906342597,A,0
Non-Veteran,A,C,E,18.990309735253295,C,8.441717992461111,91.89499355113307,168.3395855410665,-181.63982268450948,-131.17599208561492,25.18313900318655,E,E,70.20720204664164,A,0
Non-Veteran,D,C,B,-45.91959044996152,A,174.10965962327938,-58.81861793040333,19.488149694177316,-19.622711499633482,82.05588818322578,-96.9393853603927,E,B,-127.151620153857,C,0
Yes,C,B,B,181.62031061969063,C,-206.73108449095204,24.43005330324326,110.70138371670537,-9.520863576358655,227.8408107491209,-205.5151656012243,C,E,-28.035505384614513,C,0
Yes,C,B,E,-2.1916081731255472,B,-194.74008246709244,-60.19583305814994,-201.29931915034174,57.08804630705085,53.501012313023146,-2.7578792126890272,C,C,-95.71141192631214,A,0
Non-Veteran,A,D,A,-134.41841560375045,D,121.52938479801261,-88.05570736327657,92.56246092109942,-141.7572054449888,-81.10060183525081,-6.38906305393947,E,B,72.50766472389778,B,0
Veteran,A,C,A,-134.74830335674352,C,-97.8436458949416,140.86375200842426,-89.87013965587974,3.958607938953,-83.48968601173631,33.282288543490786,D,B,-29.25620668013374,A,0
Yes,E,E,C,11.982613127041533,C,-81.96869538600082,-74.96395385824937,-55.93752457427382,43.6363340646579,-4.737671404632374,-115.64565896998195,A,C,-40.300079509292644,C,0
No,E,B,A,-12.302246694680964,D,-159.07888718249524,-25.87059666249046,-169.65705649159534,-97.51247527589595,17.958053178708795,32.79225863036563,A,D,80.69850819781651,E,0
Yes,B,D,D,-47.219299644817134,E,-81.54311554338179,-67.07853026381343,-27.59034980200534,-45.85225797238488,-11.731592101425662,-49.45481647548653,A,C,51.62257706549248,D,1
Non-Veteran,E,D,E,-16.469735472290136,E,81.83853486895357,186.21692448797074,-86.58779743582404,5.333278109579865,228.96294061061764,-33.88049626529857,B,A,96.77758195734646,C,0
Veteran,E,B,E,15.91652872732394,B,-143.48387241269575,21.052318117967193,-18.970709040173546,-159.10716482360286,-134.15956254028848,25.140873484393488,D,A,-54.298896362411796,D,1
Yes,D,E,C,-73.00738762337527,D,34.06778773397666,17.01109824783372,41.942702972408,89.91861134951755,65.53782243872642,1.1368543238699858,A,C,-5.326644183571149,D,1
No,A,C,E,104.65807660926045,D,-20.207235006074885,125.85490149496957,-26.727787968782906,61.79839420655423,96.52400997778065,-122.64365599607983,B,A,-130.3314414649134,C,1
Veteran,C,A,B,-26.427622358371792,B,-162.4976928303179,146.3123253732762,-39.0520971127723,-53.78241868249162,183.10392696259365,21.877929593573914,A,A,-49.780688825796915,B,1
Yes,B,B,E,-30.814760834777616,B,180.1709729617334,-46.27322075513419,-127.38222681165877,-103.10850267111806,-5.010849065173887,85.90662616024682,A,C,-37.985085103049464,D,1
Yes,A,A,B,160.18650751622613,B,52.73664927190109,-30.677069261323613,93.09413346621683,36.934512332729874,84.75746946954042,-45.26647776087847,A,B,-112.84913115099957,D,1
No,D,C,D,-125.13377891779554,A,101.85134030595134,128.61364646883732,79.00636326516852,-85.90164423344231,-302.38819088962674,46.617403641174235,E,A,160.797750617283,D,1
Yes,C,E,D,139.29910601315223,C,47.072085798925634,13.685655814614906,20.785575638745712,160.3679779486193,33.34050443106328,8.51156173992356,C,C,11.75478036137672,B,1
Non-Veteran,A,D,D,-184.36430723420386,B,84.60493036156403,-260.9833961975178,129.30257060647358,-117.93897317566717,-16.70081739731972,-190.00243042701155,B,C,96.05004142189694,A,0
Veteran,B,A,E,105.64039077108794,B,-1.1731979612094263,-221.50552239852468,-146.98688330805186,-198.61193818979024,92.68775137282024,-92.77719569549518,E,E,-37.56566794286935,C,1
Yes,A,E,A,-34.643476545446696,E,9.011195860974713,22.918231168496245,-44.74216245218164,-105.33637882023453,-9.635206357405268,12.86541857360234,E,C,-26.297809365633434,E,0
Non-Veteran,E,E,D,-184.12960438623736,A,100.15437446006132,4.628414918500831,-18.26205981335221,-60.298691839416065,58.958480002047075,213.54195669968556,E,D,-131.13989780537034,D,1
Yes,A,E,C,-20.353031745772064,C,65.47038190156384,-35.4413788228843,79.7725904466737,-107.0337242689361,84.84529305487708,-68.60087210249377,C,E,26.709290826737885,E,1
Non-Veteran,A,D,E,-48.99813090568917,D,-35.74153301635382,33.66897538963699,-4.2795362977101945,56.346808427688664,-162.15883458827233,-91.34570618004891,B,E,-31.704275595114062,C,0
No,E,D,B,-15.209658424074735,C,99.00382931845446,-31.058385075153716,-62.09785789196249,280.7673572177756,-110.56559285634255,-8.782077537067053,D,C,70.72992941437928,C,1
Non-Veteran,C,B,E,37.85608886306603,D,154.2991875319599,-85.4175697737786,31.557887393914353,147.12700267729323,-53.05330839610144,42.491683724749656,A,E,-136.158643196736,B,0
Yes,A,E,A,-85.02204927353125,C,35.523665755086036,-171.12018779730028,-127.77861336851532,-75.32635896345151,-7.230860762260481,-74.09361389949107,B,C,102.33472690346572,A,0
Yes,D,A,B,-116.8507136677726,D,-140.1011471205346,140.1992345229771,67.92590774304863,-6.383109682134501,118.64571556014438,101.4913433073018,D,A,56.8683071638936,A,0
Yes,D,A,C,73.06699934713173,E,51.53448779136127,-47.907222786670495,72.53187790028576,13.0810808539753,173.4720051158577,-52.996682502750595,A,A,-93.76852204457099,E,1
Yes,D,C,D,-18.697403949547382,D,-130.7353763187147,-57.99609510783311,134.0699590671247,182.58587987108524,-6.329190570839573,130.0219790693131,C,D,-27.71860152395217,E,0
Yes,D,D,B,-118.88591239669111,A,86.94061277457068,-90.50243848567537,4.477410710296582,-96.41434802672195,-8.41556521535658,148.72390062271305,D,A,-146.43560959804395,B,1
Non-Veteran,E,A,A,-31.99586727782554,D,62.149668161704966,-74.38860253345749,-52.54894902645696,-14.951651073804978,-19.841863380270585,-0.2407636198323506,C,E,80.37465783536808,D,0
No,B,A,B,54.45345219368447,E,15.16311613719462,-84.77661392064083,93.34923414167193,50.947255737434425,-115.33354486120695,-97.07257622122674,B,E,-181.48987762251693,B,0
Veteran,B,D,E,91.95165767159969,D,99.33082915898527,108.63951804844092,1.1458904945186938,134.62151040777312,-185.6743031771132,-102.7819286953145,E,D,-4.018763523469944,A,0
Yes,D,B,A,-61.151063951859506,D,-189.52125647358514,83.0626702867996,26.19861992374057,98.25044107050492,57.7359128631094,-44.0543462019055,A,D,223.83202768639498,D,0
Yes,D,E,B,-104.35777829441707,D,42.69797115275857,-189.0435217008344,250.65434741118617,-14.059112190966902,151.53676968699216,69.30383279960267,E,C,153.71640227498497,E,1
Veteran,B,B,B,93.65914613018768,E,-158.4024318339544,31.510390594333664,-23.841276895410125,-53.253734776205064,-75.89098494756182,-50.633583076340614,D,C,23.77316019052706,D,1
Yes,D,A,A,159.26607499181642,E,167.24982385692218,57.62879597385461,-143.07304876620591,-96.69892967688601,-51.21064135197978,0.3579056835667613,C,A,125.35909718478062,B,1
Non-Veteran,A,E,A,82.54452281926665,A,-22.579025400191924,87.46440681611125,-77.79061648269354,-78.88632133462727,20.348361637447105,-104.41399562803122,E,C,-96.63968664893183,B,0
Non-Veteran,A,B,A,82.67577211658144,A,39.86926387076475,-38.84218836796974,-155.4533527286335,-156.68308877433194,11.096573559464785,53.878375591640236,C,E,-11.706244512414472,D,1
No,E,D,C,21.029773046217166,C,55.29923795163734,-118.78314340393818,-71.37270590369786,-85.2928122484096,85.00664031863538,105.87849806744853,D,A,117.78936453495305,C,1
No,A,D,B,-73.87142479024322,E,351.8516168377838,-78.94830501551327,-60.710575439655216,-37.39083123658846,-34.285423178011705,-112.22068044643059,D,E,-20.492649593809006,E,0
No,A,C,A,283.602952852291,C,-42.58659214263131,76.53505975799258,-157.6471625019757,-216.9751587941036,-133.58709769063145,60.91038053378956,A,A,56.389972717613844,D,1
Non-Veteran,B,A,E,-68.00920250570954,A,-176.48137299728893,-47.82871752472702,124.16713738187607,-246.65737509479086,95.8091957414666,15.75890471227193,A,D,-49.20973140189051,D,1
Veteran,C,D,E,141.67340210399874,A,51.61472023313205,77.50672892984984,180.06163193419752,-68.47714269263761,54.90954375383325,32.02896748927947,B,A,54.258613474061136,A,0
Non-Veteran,D,D,E,46.19994644148941,A,75.06970750802222,5.06944209283332,-224.5809851299775,-81.11209591922477,-84.4622722380487,242.08510986606123,C,E,-100.49040337818002,C,0
No,C,B,C,74.94125060409337,C,-19.844438760503103,66.5045679541466,77.36640492276011,44.36297431320533,-9.855863846040519,23.918247264831646,A,E,33.60568903948719,A,1
Non-Veteran,B,B,B,36.07940159524085,C,-104.77574997978789,-19.0984800131446,53.16958678618272,21.291164701099888,-58.81235994286427,203.49687640441522,E,B,-14.0425405626989,B,0
Non-Veteran,B,C,B,62.8732421074148,B,137.76270658527125,109.25645016826388,104.01353392383714,10.03894389329702,-63.97529772470889,-42.547072355003884,C,D,97.19362112094791,E,0
Yes,C,E,C,6.226510024400545,A,-100.38586709079149,68.19108324623444,-193.26148093161993,-19.49880059264876,-116.83943018532894,2.691036848223993,B,C,4.309512686804007,D,1
No,E,D,A,31.991474117983813,D,-15.155996449667605,-235.10974672517398,-72.74263016923308,-24.65089909437454,-66.72698488056096,47.022632831473985,A,C,-265.6925495361327,C,0
Yes,B,E,E,187.7012546879847,E,-9.791173704352483,-55.98466661457867,183.48016473328204,20.836122349172797,54.95673816962603,28.37813103932539,B,E,63.43787451128142,B,1
No,D,C,C,131.9180415435072,E,64.24428933671109,20.16925992196926,-44.06224872033922,-57.35724551760608,131.27997930724177,-3.451191737634715,B,D,-28.796378898975156,D,0
Veteran,D,B,C,66.4315401576301,A,-164.0283948294931,36.82810192003841,108.93663166937833,112.4465082822083,-17.081881756918385,-24.706743024807523,A,B,24.7627504926314,A,0
Yes,E,B,A,112.74716079543911,D,99.50256552052868,-182.0100357400225,-91.22524446188893,-59.2872862320053,40.79326205577654,11.079774720657051,A,A,-147.09876806261371,D,1
Veteran,A,D,E,-83.7583218569004,E,43.88161482585592,-46.6300836737917,127.3311730577297,28.603443083913366,-42.17626599927512,-107.35267634431511,E,B,-205.58034639920953,D,1
Veteran,C,C,C,-120.44711375199952,C,-137.65282366280206,195.49565168103814,29.291575893654056,-89.24859999845971,-49.11963337726549,126.59646434654121,A,C,49.44627266624163,B,0
Non-Veteran,C,D,B,-20.09137747533926,D,-21.13638564935166,-59.791880786902354,-71.13055867027725,-138.02706398864984,62.44638687405006,201.11454802293608,A,D,165.89358930652034,D,0
No,E,C,E,120.147410417568,C,-96.62740011628118,-158.80092025366343,246.30154121777127,75.26249019132057,115.48297181215703,-17.533906112678284,D,C,-28.826531958381995,D,1
Yes,A,E,B,-120.46438591933826,E,39.29001763574419,126.20329236687249,-158.62519684006693,188.2321744713478,15.144206783004973,92.42728714158167,E,C,-33.65042596198792,D,1
Yes,B,D,A,28.398211183179733,D,90.94110469969964,-30.76614350240573,-278.41850008055223,-13.228430265669072,-71.5791127004822,-109.26326784011869,E,D,-24.179372803897007,D,1
Yes,B,E,A,-32.51282670102161,B,97.9124442136073,-111.55941482771618,-33.143332300688805,-57.828169579185925,19.210169528400673,-12.166977476760598,D,C,15.441210597877427,E,0
Veteran,B,C,A,-107.008904691433,C,-20.833789518285396,187.29405291556387,1.0678756418144837,43.9942118225641,2.0641423777477015,84.00007049657347,E,A,51.971695036934506,E,1
No,D,E,E,31.471159543042614,C,-115.34724104472755,-49.0904931828746,-26.753491064367203,3.961912649721374,-34.315813195812275,226.0501969143136,D,C,36.77208753529566,B,1
