gender,nation,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
F,UK,Heterosexual,B,106.6486421463942,27.45588412700886,C,A,1
F,US,Other,B,-58.53234854464464,-52.157872521762506,A,D,1
Other,Mexico,Other,C,87.00460927683945,-52.40145235723009,D,B,1
Non-binary,US,Heterosexual,E,-33.57431036857494,86.45934594064114,A,C,1
Other,Brazil,Homosexual,C,37.5284705019528,197.47352009369763,E,D,1
M,Brazil,Other,B,13.665687239060265,72.50378192236762,C,B,1
Non-binary,Mexico,Homosexual,C,160.4649314803405,195.33857721366095,B,D,1
M,Germany,Other,B,32.27651828580929,-6.360967322397161,A,D,1
Non-binary,Brazil,Bisexual,D,-2.6789816804904656,-143.454590517983,A,A,0
Male,US,Other,C,25.7793064088059,-75.89087626797598,E,C,0
F,Germany,Homosexual,D,134.97262407234922,171.53932238005166,A,B,1
Female,Brazil,Heterosexual,A,150.98429314432326,-133.29520451227782,A,E,1
F,Germany,Other,E,194.35979644524616,-47.68635459901374,D,B,0
Male,Mexico,Bisexual,C,-13.425208654095321,-49.96416004095823,D,B,1
Female,Mexico,Heterosexual,A,18.66591312535876,36.33161987672834,A,A,1
Non-binary,Other,Other,E,174.22851036030573,43.60498521137286,A,C,1
Non-binary,Other,Bisexual,C,94.97568501080073,52.969961114628596,A,E,1
Female,Brazil,Heterosexual,D,-17.56620912671391,-169.99048946294502,B,A,1
Non-binary,Other,Homosexual,B,26.670286417752447,246.39129700894637,D,D,0
Other,US,Homosexual,A,75.4280629277843,67.38557805867089,A,D,0
Other,UK,Homosexual,B,12.549239106465022,9.795358065404383,E,C,1
Non-binary,Mexico,Other,D,-128.3097375303788,95.1462114317865,A,A,1
Other,US,Homosexual,B,52.90300676988624,75.22428505392249,D,B,0
Other,Other,Homosexual,D,34.75405315167594,-59.96433288062336,C,B,1
F,China,Homosexual,A,-45.97639290550986,-77.77885132618529,B,A,1
Other,India,Homosexual,A,-40.24743798484842,-127.51232042150617,D,E,1
Non-binary,India,Bisexual,A,96.24973210553838,-5.110456399110753,C,D,1
Female,Brazil,Heterosexual,C,74.98694447365648,-46.0542335671387,B,E,1
Non-binary,China,Heterosexual,A,35.079445260373504,-51.337431711288296,E,E,0
Male,UK,Bisexual,D,58.608182842265975,67.66083561715212,B,C,1
Other,UK,Heterosexual,E,-236.30256204788586,-244.44791870533967,E,D,1
Male,China,Other,C,-14.314517541840758,-69.68888982100067,E,C,1
Female,India,Homosexual,C,203.37885947016855,18.728252163905573,A,A,1
M,Mexico,Heterosexual,B,138.2272503488389,-114.8508322954231,B,D,1
Non-binary,US,Homosexual,A,-124.29399394686689,-29.34792830179811,A,C,0
M,Brazil,Bisexual,E,-50.524320903126295,137.05019119639735,C,C,1
Female,Mexico,Other,B,61.875312930893266,-152.55990061826293,A,D,1
Male,Other,Homosexual,E,30.907709993489725,137.10748769898836,A,B,0
Other,Brazil,Bisexual,C,21.470317719753737,97.7296139920645,E,C,1
Non-binary,UK,Homosexual,E,-88.00801973171048,5.681177750955857,C,E,0
M,Mexico,Other,A,-36.24339967268288,-20.050112676123426,A,D,1
Male,Mexico,Heterosexual,E,123.97427063244074,135.2883912301953,D,E,0
Male,Mexico,Other,C,157.15476454787628,-148.66373328796888,B,C,0
Non-binary,China,Other,D,-72.30002031528493,1.5065781650911951,E,E,1
Other,UK,Other,E,58.37671672843081,80.79487015877794,B,C,0
Male,Other,Bisexual,E,-134.59919660609967,112.23295864362144,A,A,1
F,Brazil,Bisexual,C,46.37349129894488,-95.83214590115612,E,E,1
Male,Other,Other,E,57.339500836443605,-125.55322966824538,B,B,1
Other,China,Other,D,43.76134355410225,115.38642332547984,A,E,1
Male,Germany,Homosexual,C,-234.78522654108414,61.321979553313476,D,A,0
F,Germany,Homosexual,E,7.439559477250746,30.580984032476916,E,B,1
Male,Mexico,Heterosexual,D,37.2064369267037,41.86043851476999,B,D,0
Other,Germany,Heterosexual,E,-374.684161716666,91.99035389632529,D,C,1
Non-binary,Brazil,Other,C,10.750789273914977,10.265470819901664,B,B,1
Female,Other,Bisexual,C,43.60572650924554,103.88960395269609,B,B,0
Other,UK,Heterosexual,C,-26.553077080746203,-38.0819737761132,A,B,1
Female,India,Homosexual,E,-77.54063923873407,-36.220551808396834,E,B,1
Male,Germany,Heterosexual,B,135.67970863005922,-49.76395173275878,B,D,0
Other,Other,Homosexual,A,119.17344512721746,238.44440186091177,B,A,0
F,Brazil,Heterosexual,A,235.24250102157166,39.371703766138154,E,C,0
Male,Germany,Heterosexual,A,53.86435137772116,73.84265617630693,D,E,0
F,India,Other,C,92.11559035480748,-29.0783414658831,E,A,0
Other,China,Heterosexual,E,-3.794659192915718,-29.900480643336287,C,C,1
Non-binary,Mexico,Bisexual,E,-95.81449775200977,18.30282649587841,D,C,0
Other,Other,Homosexual,C,-84.33375216768681,77.49978978422942,C,B,1
Male,Brazil,Other,B,244.95053615019796,84.24179846767049,B,C,1
Non-binary,UK,Heterosexual,C,127.56235945312402,37.18005658980066,E,E,1
Male,Mexico,Homosexual,B,-36.116696722328875,-63.96878539358152,E,D,0
Female,UK,Homosexual,B,41.13227707334223,-160.2144226970271,E,A,1
M,Mexico,Other,A,92.18555372127295,-76.34060943049236,A,B,1
Non-binary,US,Homosexual,B,-24.466399049555843,-241.29828916644342,D,B,1
Female,Mexico,Bisexual,B,29.80386509867184,-55.72627049793507,E,A,1
Female,China,Heterosexual,B,6.875999402326821,199.88816669328747,E,E,1
F,China,Homosexual,C,128.698635584326,34.635363663125624,A,B,0
M,UK,Other,B,12.770819177997005,-29.554851845029106,A,C,0
Male,China,Homosexual,A,67.53053722819821,-139.0620666999025,A,A,1
Female,India,Homosexual,C,28.38966694705608,-18.391719157181186,C,E,0
Other,China,Heterosexual,A,-34.63141370958521,-138.51250868460735,A,D,1
Other,India,Other,C,32.981458835366695,-124.85980683306326,D,C,1
Female,Other,Heterosexual,A,-170.29198156033956,182.09236683162163,C,C,1
Non-binary,China,Heterosexual,C,61.522037181179776,-84.49561269244317,C,B,0
Female,India,Homosexual,E,43.94415508057764,152.50155547979625,A,B,1
Female,UK,Heterosexual,B,-153.98753457255532,-73.61147467163899,E,A,0
Other,Germany,Heterosexual,C,-13.724377301875698,1.220873448526702,B,C,1
Male,Mexico,Heterosexual,A,33.92297982589965,125.79801547917124,D,B,1
M,US,Homosexual,E,41.1951289901458,-105.41111352385532,E,B,0
M,US,Heterosexual,B,-47.80645816367537,-164.30784064031968,B,C,1
M,Germany,Homosexual,B,20.684457328294528,-12.920602978341053,E,B,1
Non-binary,Germany,Homosexual,A,51.46854357908307,62.58864478586273,B,D,0
Non-binary,UK,Bisexual,A,-33.25850710874623,105.53320317256578,D,B,0
Other,UK,Other,A,-38.83046001976262,-23.32443227370242,B,D,1
M,Other,Bisexual,C,21.479140441615723,172.313622574056,C,B,1
Non-binary,Other,Heterosexual,D,-52.24084040493429,-27.72379147838028,C,B,1
Non-binary,Germany,Bisexual,E,83.46489932224442,111.98719541741879,C,B,1
Male,Brazil,Bisexual,D,-4.071141347035363,-58.49094472563233,A,D,0
Male,India,Other,C,-95.6800945782194,191.07859488009092,D,C,1
Other,China,Heterosexual,E,-37.159043660768944,189.41690750927796,E,D,1
Non-binary,Mexico,Other,C,-51.899095904943785,-211.09611876879137,C,E,1
Other,China,Other,A,-31.471474654304338,142.8894276202992,D,C,1
F,US,Heterosexual,A,-44.75308031088392,7.275446864506735,D,D,1
Female,US,Heterosexual,A,9.977982100759318,-29.53160533081426,C,C,1
Other,Mexico,Heterosexual,B,37.663020633646795,3.1870868269476036,B,B,1
Female,Brazil,Heterosexual,B,-56.608709798739945,-27.83462569111302,D,D,1
F,China,Homosexual,D,148.55317689326984,114.63319271877937,C,D,1
M,UK,Heterosexual,C,-27.63228391681414,179.47868302924456,D,D,0
M,Germany,Other,C,106.30900505868324,6.872703448070117,B,B,0
M,Other,Heterosexual,D,170.92837960482206,-95.68468740150838,D,B,1
Male,Mexico,Homosexual,E,143.11001689271419,52.005556443485446,C,B,0
M,Mexico,Other,A,30.614597486798463,-111.49997571668122,D,B,0
Other,Germany,Bisexual,B,-29.567179059089526,-39.17156101156195,A,E,1
Other,Other,Heterosexual,E,-40.73386598511795,173.06380248175168,E,B,0
Male,Germany,Homosexual,E,75.60276322629673,160.22125489888134,D,A,0
M,Germany,Bisexual,E,-70.42100289501576,178.76210010230912,B,B,0
Male,China,Heterosexual,B,160.41711904386182,-16.274256600326535,A,C,0
F,Brazil,Other,A,74.83351609096522,5.361925348472309,B,C,0
Male,US,Other,D,-199.54929976271913,-48.72140266285793,C,C,0
Non-binary,Brazil,Other,B,9.23007056953353,-24.8610583875144,D,E,1
Other,China,Other,E,49.67566354979027,-94.43232433920909,C,E,0
Non-binary,India,Homosexual,E,-57.22052497436433,103.34753299704728,B,D,1
Male,US,Other,B,158.19140261651805,-44.319303846966974,D,E,0
M,India,Bisexual,D,-66.40040311562126,-40.67618990195104,B,D,1
Other,China,Other,B,-36.462582206815775,47.19094509681035,E,B,1
Female,China,Heterosexual,B,103.75173312084745,113.9076326704347,B,E,1
Male,Mexico,Heterosexual,D,-13.3440831272116,47.12637633355003,D,B,0
F,Germany,Homosexual,E,84.73152944210592,71.1421884339869,E,D,0
M,Germany,Bisexual,A,27.986975686424024,90.29284566906966,C,D,1
Other,Germany,Other,E,-21.309700664575924,112.8871778532678,A,B,1
F,India,Homosexual,D,59.21958164372983,53.65037507391759,B,A,0
M,Brazil,Homosexual,D,60.943891043909595,-4.385868637375845,A,A,1
Female,Mexico,Homosexual,D,200.82538777885546,132.85695121872502,D,D,0
Male,China,Homosexual,D,-58.752802646008575,28.10968482209138,D,E,0
Female,Other,Other,D,-94.87772363860513,1.3309703321000803,E,B,1
F,Germany,Heterosexual,B,-181.13777358713017,-19.132534878242417,D,D,1
Other,Brazil,Homosexual,C,26.540557657463985,-63.89255405984363,D,D,0
Female,India,Heterosexual,B,129.82302027018534,92.16596152676868,B,E,1
Female,US,Other,B,-164.51263833969193,-120.95686397405652,A,B,0
F,China,Heterosexual,A,29.137336051330237,-88.39961564666304,B,A,0
F,Other,Bisexual,D,-57.541910177185706,88.01038315517967,A,E,0
Other,Germany,Homosexual,D,-88.81713563063497,-23.08704359629519,E,D,0
Female,India,Bisexual,E,-269.79260878905677,-216.8153676105026,E,E,1
Female,UK,Homosexual,B,-84.77258277333519,-144.6443722679852,A,A,0
Other,UK,Heterosexual,D,34.08108497425131,219.59771777862662,C,D,1
F,UK,Other,A,7.759635260373689,29.273462234241837,B,C,0
Female,Mexico,Homosexual,E,80.84622579026916,120.31747476393551,D,E,1
Other,Other,Homosexual,C,-50.488289563761256,142.18775632352697,E,E,1
F,India,Other,D,97.8387450912645,123.39671795271983,B,C,0
Female,Brazil,Bisexual,E,171.36672990930245,203.48889883904192,B,E,0
Non-binary,China,Heterosexual,B,56.20099370857555,12.487584362106624,A,A,1
Non-binary,UK,Homosexual,B,-219.6670476172144,104.61846323860067,A,C,0
Male,US,Other,E,-181.7048703804974,37.64209452657747,B,D,1
Non-binary,UK,Homosexual,C,-22.10448426627755,-16.22320565985871,C,B,0
M,Germany,Other,E,154.74610810947914,25.076887949014715,C,A,1
M,India,Homosexual,A,140.71361106465486,-2.5606857094041784,B,C,1
M,US,Heterosexual,B,-65.78137141072948,-48.131814983157014,E,E,1
F,UK,Other,B,3.911885024799126,247.65311682398442,B,B,1
M,Brazil,Other,C,-89.81822013608104,131.575814504797,E,A,1
Male,Other,Bisexual,E,-174.8303873427925,-100.52666293824872,A,B,1
Female,Brazil,Bisexual,B,-80.31170845613693,106.31403952122831,C,D,0
M,US,Other,A,-52.95030940358401,116.03851867913009,D,A,0
Female,UK,Homosexual,A,-33.918957075365704,105.37804225072964,D,A,0
Female,Other,Homosexual,D,71.97730421429273,-13.634901892059132,B,E,1
Non-binary,Germany,Homosexual,B,-161.4424933470417,-24.526995338060743,B,E,0
M,China,Homosexual,C,-59.62988312250648,61.55204049331099,D,A,0
F,China,Homosexual,C,-32.15295969771233,-56.2250104007285,A,E,1
Female,Mexico,Heterosexual,A,95.59402077545418,-75.08757124910383,A,E,0
Male,India,Bisexual,C,103.9592892885253,-25.233760955527472,E,B,0
Non-binary,US,Bisexual,E,-58.30323395190861,-65.52633797009838,A,E,1
M,Germany,Heterosexual,E,-60.81071600981459,-107.97828464776936,D,B,0
Non-binary,Mexico,Homosexual,C,-17.40755460971086,-139.61597191276164,A,D,1
M,China,Homosexual,B,127.78345480306128,200.20743059538466,C,B,1
Other,China,Heterosexual,E,-50.79264962673453,-84.81557219763806,C,B,0
M,Mexico,Homosexual,A,81.4291475524422,-80.66249203422205,D,A,0
Non-binary,Brazil,Bisexual,A,-299.0549367162285,-3.4956564319215193,A,D,0
Other,Other,Other,D,122.6813795178967,-144.442857103126,A,B,0
Female,Brazil,Other,A,27.538745607602234,173.29909321415138,E,C,0
Female,Germany,Homosexual,B,-44.04292985631332,59.52420239655213,C,D,1
Male,Brazil,Other,B,-15.796785151832161,-25.567952569990695,C,B,0
Non-binary,Other,Homosexual,B,77.25721998560371,39.64879538896563,B,B,1
Non-binary,China,Heterosexual,E,-143.88179408049126,144.59307746955486,D,C,1
Non-binary,Germany,Homosexual,A,98.44449255653046,12.701200861527209,E,A,1
Female,UK,Homosexual,B,-77.21756929698233,154.69126554205354,B,E,1
Male,UK,Homosexual,B,-118.74855118775234,50.650168273432364,D,B,1
F,Other,Homosexual,A,71.0178706285685,84.5151582003605,E,C,1
Other,US,Other,D,27.897100345717863,-90.2804913380915,B,E,1
M,US,Heterosexual,D,171.63957841251133,-161.21416749709581,E,D,1
F,China,Homosexual,A,190.10173745140128,-120.63964935170208,E,E,0
M,UK,Homosexual,B,130.36530390465447,59.754751048133606,E,C,1
Female,US,Other,D,204.27491448951352,-183.24967560274865,B,E,1
Female,Brazil,Bisexual,B,-180.28701889093216,-8.519407466691401,C,D,0
Non-binary,US,Other,B,-72.2418451242365,34.20322257398248,E,A,0
Female,UK,Homosexual,A,-57.677929572451504,174.1641237325689,D,B,0
Other,UK,Heterosexual,B,139.4672601664485,28.889280331709973,B,A,1
F,China,Other,A,-139.18826541860986,-64.58307459758349,E,C,1
F,Other,Homosexual,C,-13.311831938720456,94.69078880582174,A,A,0
Female,Germany,Heterosexual,A,135.77770482425754,64.84541001839175,A,E,1
Other,Other,Bisexual,D,-221.37043209868077,-32.16413476944195,B,C,1
F,India,Heterosexual,B,153.28290250025336,151.5515280956124,E,C,1
Other,US,Bisexual,E,62.904127041104815,-117.59505806895724,E,B,1
Female,UK,Bisexual,D,-92.72559759631741,29.360194932183823,A,B,0
Female,UK,Bisexual,C,-6.161150518309621,182.41228247868614,C,E,1
Male,China,Homosexual,C,101.02800471056253,-45.33344418122682,A,C,1
Other,India,Bisexual,B,-58.93702451414197,168.71371210781246,B,D,0
Non-binary,China,Other,C,206.70630710792054,-90.83501116559549,C,E,1
M,Other,Heterosexual,B,-122.6102373353314,-195.29500686344704,D,C,1
M,Brazil,Bisexual,A,-242.9259237181161,20.410615069229994,C,C,0
F,Brazil,Homosexual,E,-13.073283244694014,48.939142711534714,A,B,0
F,Germany,Other,E,-46.033895598606,-58.36583741498125,B,C,1
Female,Brazil,Homosexual,D,-85.41826262111489,20.055727898709495,C,A,0
Female,Mexico,Other,E,10.76760949652018,-69.51688512381905,C,C,1
Other,Other,Bisexual,E,-28.868117894995443,-178.11643724869583,A,C,1
M,China,Other,C,134.5707943537374,-132.92594218401175,C,B,0
M,Brazil,Other,C,-9.320544140211515,-171.85353313144017,D,A,0
F,Other,Other,D,112.44603385602487,-136.0427504948947,D,A,0
Non-binary,Brazil,Heterosexual,E,66.60724547890979,160.40968331522595,E,B,1
F,US,Other,E,26.778423768671537,34.27517960043887,D,E,1
Other,US,Heterosexual,E,-45.34777488296227,32.01420785413473,A,E,1
Male,UK,Other,E,102.32587368947176,-178.60552702416496,D,E,0
Other,US,Heterosexual,D,-211.85025596317746,-2.325763217789713,C,D,0
Non-binary,India,Heterosexual,B,35.48935698877679,-61.408329854867524,A,D,1
Female,China,Heterosexual,B,-63.30248496880194,8.905858634194573,A,A,0
F,Other,Bisexual,C,1.6595249705263553,-80.8971003805519,A,B,1
Non-binary,China,Homosexual,B,102.20346971170213,-97.42760272122536,C,B,0
Non-binary,China,Homosexual,A,-134.90973603794947,-18.37686395875336,B,E,0
F,Brazil,Heterosexual,C,64.5785829059716,17.974425300102105,B,C,0
Female,Mexico,Heterosexual,C,-36.42668649317064,-270.96090855298416,B,B,1
Non-binary,US,Other,C,-181.89163778759485,77.02187296254644,D,B,0
Female,Other,Homosexual,C,-108.98575336252536,-168.15296145602895,E,E,1
Non-binary,Mexico,Bisexual,D,-22.955960547253827,10.702316665110176,B,B,1
Other,Mexico,Heterosexual,E,-30.627598778840902,76.70473381093959,C,E,1
Other,China,Homosexual,C,123.11379999314215,23.318292046722398,A,C,1
Other,US,Bisexual,A,-78.40835608666004,2.0195135875412973,A,D,0
Non-binary,China,Homosexual,A,-67.6425420730998,99.81114266269203,D,C,0
F,UK,Other,C,163.58430186946663,-183.19169688333744,D,A,0
F,Germany,Homosexual,D,123.67251860600376,-6.805491906046732,D,B,1
F,Other,Homosexual,C,127.47116611992782,-8.316791639487182,C,E,1
F,Mexico,Heterosexual,E,-62.776130860591984,-149.4885578590522,A,E,0
Other,India,Bisexual,B,-5.344299711279734,-27.671279671714622,A,C,0
Male,US,Other,B,89.69870917180238,89.93350725307937,A,D,1
M,India,Bisexual,D,-101.77086887786125,34.64743963388879,D,A,0
Other,US,Bisexual,D,12.611637430942709,-80.91241639629197,E,C,1
M,Mexico,Homosexual,D,12.385201548416257,-6.841380033572104,C,B,0
Non-binary,India,Homosexual,C,-160.67514868968436,199.63444464975194,A,B,1
Male,Brazil,Other,C,-2.674051762819927,121.56522013280548,A,E,1
Other,US,Bisexual,A,-103.36079876481143,-181.23724613411346,D,B,1
M,India,Other,D,-19.57479747328616,-35.94679814902305,D,B,0
F,China,Other,A,-130.7904467519108,103.0731331108764,C,C,0
Male,Mexico,Bisexual,B,63.05647057297058,101.34185748225106,D,C,1
Other,Germany,Homosexual,C,-33.13991771341495,-126.32892858644541,B,E,0
Female,Germany,Other,A,-17.241082198178965,0.8758174779769314,B,D,0
F,Mexico,Heterosexual,A,-66.1067156099398,-62.94472370144013,C,D,0
Other,US,Heterosexual,D,58.178071010308244,-35.498179081354124,E,C,0
F,US,Homosexual,A,272.3625720249423,-46.38691059490475,C,C,1
Male,Mexico,Bisexual,C,110.66899957349608,136.59698287519407,B,C,0
Female,India,Homosexual,A,-50.26742425360371,76.66597896359713,B,D,0
M,UK,Homosexual,E,9.89641902388931,-134.6831064465148,E,D,1
Other,UK,Other,B,-8.918591731042982,-58.17688852225687,E,B,1
Male,Mexico,Other,A,-108.98201699882766,3.4609674581385934,B,D,0
Other,Brazil,Other,A,91.90174489755182,105.81252049752902,E,E,1
Other,Germany,Other,A,-118.56725203900429,42.35100473514549,E,C,1
Female,Other,Homosexual,D,28.44131635622326,60.25318648704175,D,A,0
Other,Germany,Bisexual,E,-31.24056822926176,170.75085304580543,D,B,0
M,China,Heterosexual,D,46.93059312407231,-93.50196011776139,C,D,0
Male,Mexico,Homosexual,A,-114.5833911855848,44.5279577840644,A,C,0
Female,Mexico,Homosexual,B,1.1540482506477219,-161.39654135677978,E,B,0
Female,Germany,Heterosexual,E,256.5925120980711,179.17820100770547,E,B,1
M,China,Other,B,-12.358639526162621,106.96272883452562,C,A,1
Female,China,Homosexual,D,80.98545398386136,74.11243498690777,A,A,0
Non-binary,Mexico,Homosexual,D,-87.70292018724784,-10.417576895152584,A,C,1
Female,Other,Heterosexual,D,-82.03424954715003,76.74542477539109,C,B,0
Non-binary,India,Heterosexual,C,-62.848595748601724,123.16516450616011,C,E,1
F,India,Bisexual,C,275.6202464888522,38.481786809031284,A,A,1
Male,Brazil,Homosexual,D,78.62316599531859,-85.08265147148461,E,C,1
Male,China,Other,D,-83.42895323772083,39.35482213089766,B,C,0
M,Germany,Bisexual,B,-11.244585627579168,77.98711978223012,D,D,1
Non-binary,Germany,Heterosexual,B,12.715069313172,-342.3565946117355,B,E,0
Other,Mexico,Bisexual,B,-11.170127107837656,192.1043462542526,A,C,1
Female,Mexico,Homosexual,A,-118.9707179363096,139.03143309408418,B,B,1
Male,India,Heterosexual,B,-78.41107697093155,69.27123291786914,C,A,0
Male,Mexico,Homosexual,B,23.0578864834133,102.84278702609582,E,E,1
Non-binary,China,Heterosexual,B,-101.59197226674972,-2.7773751093284136,E,B,0
Other,China,Heterosexual,C,-53.958532611320805,5.017445065034867,E,D,0
F,US,Heterosexual,B,-76.76280378443235,-245.28028379628765,E,D,0
F,Mexico,Bisexual,B,-40.817409222969104,-35.00177905289803,C,A,0
M,US,Homosexual,E,11.194172398474779,81.64624898758181,E,D,0
F,India,Other,A,-196.77302421066577,-142.1930060328177,D,B,0
Non-binary,UK,Bisexual,B,123.39999714624182,15.591497715778477,E,D,1
Other,China,Heterosexual,A,158.294143155223,-169.9749227508982,B,D,1
Male,China,Homosexual,B,-97.79979797551034,60.764811224427476,C,A,1
Male,India,Bisexual,B,-66.36609647480837,-87.5857855217464,A,C,1
Female,US,Heterosexual,B,53.7371231696884,0.9928909468568247,A,C,0
M,Brazil,Other,C,170.08372344584768,-120.50772647521785,D,E,0
M,Other,Other,D,34.99160377199515,83.16630333986407,B,D,0
Other,India,Heterosexual,A,101.60768779936382,-57.8260827077012,A,A,1
Male,China,Bisexual,C,2.8518913083293733,-129.28515449981577,A,D,1
Non-binary,China,Heterosexual,B,123.44888856112375,38.89518766448119,D,D,0
Other,Mexico,Heterosexual,B,-43.070557032615206,25.33636765129276,C,A,0
Female,China,Homosexual,D,10.922237143052554,27.386363306215372,D,C,1
Female,Germany,Homosexual,E,98.1493214051455,40.13396200093889,C,A,0
M,Brazil,Heterosexual,B,72.66926127854948,-65.78511530664979,D,E,1
Female,UK,Heterosexual,B,-202.82281246549041,36.201315028685315,B,B,0
F,Other,Heterosexual,B,101.81958139713024,97.3967413047707,E,A,1
F,India,Heterosexual,B,120.52243012539803,-6.0541627389427655,C,D,1
Female,US,Other,A,97.4131678659043,89.84702762344456,E,D,0
F,UK,Other,C,-7.820970002259964,-30.850024186669984,C,B,1
Male,US,Homosexual,A,143.5911189989002,-70.91750606931753,B,E,1
Other,Mexico,Homosexual,A,-121.40821271347579,78.70573250168967,D,A,0
F,Brazil,Homosexual,C,85.51764078899582,42.339675595033746,A,C,0
M,Germany,Bisexual,B,-86.20412689222216,-67.20874206651143,D,E,1
M,China,Heterosexual,E,163.89823540296237,-69.1841639091621,E,E,0
Female,China,Other,C,-143.86982555790752,152.9298921097968,B,A,0
Other,Mexico,Heterosexual,D,62.22752532958673,32.14996013110134,E,D,0
Other,Mexico,Homosexual,E,-158.01048454208944,4.990187596461531,D,B,0
F,China,Homosexual,C,3.6252813901603225,59.10588662080617,A,D,0
Female,Other,Bisexual,B,-105.08932757708614,99.63913398171348,B,D,0
Other,Germany,Other,A,-14.242633157238924,56.621703403290226,B,E,0
F,Mexico,Bisexual,A,-101.64316933347355,3.5885290155500695,A,C,0
F,US,Bisexual,E,-73.48666054445032,-57.11324703040969,B,B,0
Female,Brazil,Heterosexual,B,100.46941992486296,-9.726878774851542,C,A,1
Other,India,Homosexual,E,166.90352425933435,-35.96653710170613,C,D,0
Male,India,Bisexual,B,-0.19595599702884156,-33.00224998556821,C,E,1
M,India,Homosexual,C,12.09597431613971,96.10283156228182,B,B,1
Male,UK,Heterosexual,E,-155.485931835958,72.63185664023413,A,E,0
F,China,Homosexual,D,-15.328010643758358,56.83074899531917,B,E,0
Female,US,Heterosexual,E,12.570970820413446,3.52879621823877,B,E,1
Male,Mexico,Bisexual,C,-107.17841269350477,-125.76719201585456,E,E,0
Male,US,Homosexual,E,60.088504744762936,-132.81393404529408,E,C,1
M,Other,Heterosexual,D,-106.75291028156961,19.039630440675147,E,B,0
Non-binary,China,Bisexual,D,-18.147845155431284,-45.346647950363206,B,B,1
F,China,Homosexual,E,29.003443870602357,29.11307644532134,E,E,0
Non-binary,Brazil,Other,D,-75.94531776337539,-141.93756040580425,A,C,0
Female,UK,Bisexual,D,9.300672503397848,14.549133046650303,C,C,0
Non-binary,Germany,Other,E,-25.61540390300376,-39.0722567522163,C,A,1
Non-binary,Mexico,Homosexual,E,63.0768748190861,-80.50104103644632,D,A,1
Male,China,Homosexual,A,45.84593717107212,143.00259616023158,D,E,0
Other,US,Homosexual,E,-87.67498762532956,38.13251853169975,B,A,1
Other,India,Heterosexual,E,116.68142793795042,21.939147085815236,C,D,0
Non-binary,Other,Heterosexual,D,96.17698984274394,-45.09581448789853,B,D,1
Female,US,Heterosexual,A,145.71786073701165,-88.05247545246691,B,C,0
Other,India,Other,C,-13.186786874750933,-93.9550074926073,E,C,0
M,India,Other,B,-132.40464947980496,-126.49354685780678,E,D,1
Female,Other,Other,C,15.812124447915387,-168.9416265782143,D,E,1
Female,Brazil,Bisexual,B,-6.343953711617329,15.044858761913222,B,B,1
F,Brazil,Other,B,32.21137055456095,167.59983750788155,E,C,0
Other,Mexico,Homosexual,A,-107.70829206313014,-93.00667956399438,B,D,0
Male,Brazil,Heterosexual,C,186.8505364972326,-113.50789696095904,D,B,0
Female,Brazil,Bisexual,E,10.008572027735617,50.23699327892411,C,D,0
Non-binary,US,Homosexual,B,208.4301174903307,-9.729981999955935,E,C,0
Other,Other,Other,D,26.94943442726585,89.89163757258767,E,C,0
Non-binary,UK,Heterosexual,B,-133.9951738351394,-15.606201702416369,A,B,0
Male,Germany,Bisexual,D,-25.286675561382804,-29.89227615152003,B,A,1
Female,Mexico,Other,D,-39.10062752094897,-9.606157523953694,C,C,0
M,Brazil,Other,A,-260.302342141906,1.510830830686144,E,A,0
F,Brazil,Other,D,33.18811628178699,-152.2321712802779,E,C,1
Other,China,Homosexual,D,-104.87742588981695,42.164744253955476,E,D,0
F,China,Other,B,-73.49492834418945,-48.48899429032836,D,B,1
F,Germany,Homosexual,A,89.29864488451716,134.772501549804,C,C,0
M,India,Other,E,153.83550811658526,10.207672597269813,C,A,1
F,US,Other,C,-13.442243023677431,1.2573188870946,A,B,1
F,UK,Bisexual,A,36.78509004325753,153.79998889728384,E,D,0
F,Other,Heterosexual,E,104.31683596868508,-43.38411530137925,C,D,1
M,Other,Bisexual,A,134.26230080885682,43.15650310666073,A,D,1
F,Mexico,Heterosexual,B,-56.496809911462684,123.41860265837529,C,A,1
F,Brazil,Other,D,-89.57710114909283,32.14940009412103,D,A,1
Other,India,Heterosexual,A,54.92563412543554,-118.34603534465826,B,C,1
Non-binary,Germany,Heterosexual,B,24.058998741020172,19.485498222028593,C,D,0
Other,Germany,Homosexual,C,23.389370314345733,85.95743985692839,D,E,0
Female,India,Heterosexual,E,-191.26283221850284,-23.687427436265367,D,B,0
Other,Other,Other,D,49.50105009621969,16.662342265956603,D,C,1
M,India,Heterosexual,A,-41.40383253576968,2.6829149537313546,A,A,1
M,Mexico,Heterosexual,C,72.21915859961148,-80.85171916305707,A,C,1
Female,Mexico,Heterosexual,B,-22.953104620465638,164.59680377693664,B,D,0
Female,Mexico,Bisexual,C,11.939947483623365,-11.36339180233801,E,E,0
F,UK,Homosexual,B,-41.069778834045486,92.63000576658892,C,D,0
Male,Mexico,Homosexual,A,99.20260617424601,10.930293037116105,C,D,1
F,Other,Homosexual,B,-20.15371748917685,-100.13883235887349,C,D,0
Non-binary,India,Other,D,27.001110670570412,0.4773553166753557,A,A,0
Male,India,Homosexual,C,28.96281942755033,-0.5947043083985135,E,E,0
Male,UK,Homosexual,C,119.71019400270906,-9.410916608735327,B,A,0
