veteran,country,RACE,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
No,Other,Hispanic,Bisexual,D,-94.02970416267466,C,71.54408163131116,D,-40.40863172241162,197.63740019926232,-98.14918754108434,-139.32211653601902,E,B,-19.04521432733903,A,C,C,A,221.56569934676918,0
Non-Veteran,US,White,Homosexual,A,-121.71327728704246,A,124.38917178438538,D,69.48998660902369,9.190145188424696,-29.20086737527682,175.84814332869155,D,D,36.165650466524376,E,B,B,A,-78.12659848373707,1
Non-Veteran,Brazil,African American,Homosexual,E,-151.76028380230497,E,-94.57670690574975,E,-232.82030802370133,185.28972011910002,-125.14553367440028,129.6476957430856,C,B,103.08165387626642,E,C,A,D,-75.28185829125572,0
Yes,Other,Other,Homosexual,B,103.79002427395763,A,4.43808282201305,A,101.99845885004233,57.688315495767384,-66.35387591980387,-10.926433495441033,E,D,159.34314125425567,D,A,E,C,-59.18666509821394,0
Non-Veteran,Other,African American,Bisexual,B,44.53876185897583,C,33.11999891227049,C,85.39068788866786,120.01540443063132,22.104396346431496,-55.67941459893765,C,A,216.83039027246528,B,D,C,A,11.206738177425892,1
Veteran,US,White,Other,D,-20.950886688901203,E,-77.17254822534768,B,-123.56445369968323,87.13784950072909,57.870846522484385,95.55681393653546,C,A,73.20022509030396,C,B,E,B,50.548503861072255,0
Non-Veteran,India,Other,Heterosexual,D,-12.67945832795945,C,182.69836712543434,B,-183.61787523611582,-52.60001152024897,-8.244584157202617,59.96744614658848,D,B,18.1036805847918,A,B,A,C,198.23825900045966,0
Yes,UK,White,Bisexual,A,-14.196350027960033,A,-38.00715872191391,A,-48.274703059307384,-54.25288105525661,128.19080402226712,71.90765886534665,D,C,83.0948355348949,B,B,A,C,5.431179165314378,1
No,China,White,Homosexual,B,-4.213384096504065,B,57.30562170897587,E,92.42864709256442,-157.53919975935796,37.879048830509525,-49.59122679765526,B,A,-32.25476854898174,A,C,E,D,-61.847426234917556,1
Non-Veteran,China,Other,Homosexual,D,-96.78349435273549,C,157.61386949820982,D,27.758529924440207,175.01197127034987,-66.208135603071,114.62514915200461,B,A,13.765648810550404,B,E,A,B,78.08567734405855,1
Veteran,Other,Hispanic,Other,D,-17.70144558612678,D,-7.908809223503285,D,120.78387582831438,111.76730111579012,-106.48619823227867,-132.2658196109466,D,C,-23.435810585832957,A,A,E,A,-56.55518243098775,0
No,China,Asian,Heterosexual,C,127.24123339200936,E,-85.55295989575036,E,-32.52471229464703,-48.97581498357922,-52.167650662757616,-246.63078560239683,E,B,-66.09048582684893,A,D,C,B,-65.3831389997129,0
Non-Veteran,Brazil,Black,Other,C,-62.346430732017986,C,24.945495303866533,E,-146.84059447157887,-65.15530287828682,93.62077077669126,-23.41479572829894,B,E,-64.906405465281,A,B,A,C,-46.576246861241586,0
No,Mexico,Black,Homosexual,E,9.436475841523997,C,44.524723027846974,A,109.19233164014915,-77.4200704100735,18.514865917601437,42.52924383716263,D,E,-45.382502250269035,E,D,A,B,14.510243741801766,1
Non-Veteran,Germany,Black,Bisexual,B,-55.60260750933128,B,-107.90932525999588,C,-20.708542003096518,138.29057212317892,-64.60898038954129,-49.21296083969422,B,B,-77.86622955366089,E,A,D,B,-33.585978369431615,0
Yes,Germany,White,Bisexual,A,13.006077752202563,D,-80.89086954637817,D,225.7898096864183,-36.375365251308985,-13.829943546014215,90.82417951373107,A,B,-73.8972964406301,D,B,A,A,-135.84319018753393,0
Veteran,Other,Hispanic,Heterosexual,A,86.18317846675232,D,-118.38650493709501,E,53.20943263584854,2.129436219260005,105.93848654136156,-8.7474593436324,B,A,-133.30503825082303,E,E,A,C,33.76608955272776,0
Veteran,Brazil,White,Other,E,259.93180197642386,D,-40.488184383379405,A,76.86750984430287,-77.25651987604681,-0.927943600706887,52.784080141132904,A,C,93.56502840571855,A,A,A,E,-74.14244367255361,1
Non-Veteran,Other,African American,Homosexual,C,18.503173923899297,D,122.11414170171359,A,-116.30677843548098,25.62279819660569,161.71868546871394,-185.6916116344525,E,D,143.10905925758675,C,A,D,A,81.76256582358212,0
Veteran,Germany,White,Heterosexual,B,223.3504670714268,B,84.10300809882776,B,15.03564701049662,31.999660881362598,183.04496360291807,37.02116911489945,E,C,6.383117391524171,B,E,A,C,-94.79798699232079,0
No,US,Other,Bisexual,C,36.32183919518507,A,68.95089231870635,E,33.39038684271999,-83.10514972285344,-141.689971471555,48.472101293294656,B,C,44.813332665463165,A,E,A,D,39.69589896884172,1
Yes,UK,African American,Other,E,-31.467797530202596,C,-35.98050286892718,B,-96.74509867641513,9.477753721519168,-105.83740566931414,217.39072924897428,D,E,20.850815848392763,E,E,D,A,-175.90585398981813,0
Yes,Brazil,Other,Other,C,161.58553200837065,A,141.46314679959045,E,-1.1881715075536088,32.02916592964675,36.9462874879741,307.0519474621905,A,E,-33.846562356541945,B,E,D,C,130.09657030929924,0
Non-Veteran,Germany,Black,Homosexual,B,-0.9512870971706762,D,-77.62357352397527,C,-1.675004497986783,50.49621628646205,-247.21029658033328,88.83702235877689,B,B,1.9499295695028964,C,A,C,A,-224.03501673818624,0
No,US,Other,Bisexual,C,11.213886234042299,E,68.58021109126375,D,-42.18345535922593,-106.19677084076109,-20.25935850468845,-58.017296040749436,A,D,-24.038800178468176,B,D,C,B,197.4768221178975,1
Yes,US,Black,Homosexual,E,-8.1629861011914,C,241.963067732136,B,-13.140378060741273,-132.6430398378237,48.68660842349666,-15.832958480401732,D,B,15.965031898262435,D,C,B,D,25.887858907597373,1
Yes,US,Hispanic,Homosexual,B,-17.614444222824606,A,128.08537520630478,B,-9.016710071913893,-26.708122879815832,-95.61085699923395,-9.606480626933287,D,A,9.997763017588467,E,D,A,E,57.762888527403355,1
Non-Veteran,Mexico,Hispanic,Other,A,-90.92835019011298,E,-71.28320140157973,B,47.24025196456459,171.76413531190107,-173.50013106536574,-82.14387385990325,C,A,-55.315919585674465,B,C,B,B,-26.088501825355827,1
No,Other,Other,Other,A,45.37945663931378,A,-133.1956625806574,D,56.621459994230364,-149.7021593234041,-41.13781864362833,186.35708991407392,E,D,-26.827841343498353,A,B,E,C,-57.38590856901589,0
Non-Veteran,UK,Other,Other,A,56.839938475024255,B,72.4162735908891,D,-10.297557223745594,87.48693531120392,107.9690118800539,140.3832049625002,D,E,-115.95967811573107,A,B,E,B,-15.406246395454627,0
Non-Veteran,Brazil,Black,Heterosexual,B,-134.35452349266237,B,58.255485071110016,D,-145.0822983031614,71.11352790196929,25.558691699359297,-16.317437297071606,E,D,100.47030792796814,C,A,C,B,-71.59035879487189,1
No,Germany,Hispanic,Bisexual,C,41.27885202434838,D,128.5516042834681,C,65.92728262147172,15.713692553555505,-265.8879362878048,207.24220938866722,D,A,-80.16035998105302,E,C,D,B,-91.44121303581207,1
Non-Veteran,India,White,Other,E,-12.512656891424614,E,128.78749966439642,B,-117.58057900140035,28.629620135544958,-108.43050623607566,-37.95409739258014,E,D,-27.946856456067387,C,A,B,B,91.55144419073378,0
Yes,Other,White,Bisexual,C,98.27546897303671,D,-240.19910021932768,A,-15.612322709317203,-60.97329014090545,-12.768284879814193,-118.17175447625709,D,A,-281.27853624692676,B,D,A,A,63.88779142527952,1
Veteran,Germany,White,Bisexual,E,61.97200720391084,B,-14.364033194623884,E,37.65136074510913,79.91684413033744,65.1398604041164,131.06437066918843,B,D,113.68037078648689,A,C,C,C,-130.24867851790071,0
Non-Veteran,Other,Black,Other,D,-94.60814054447422,A,-69.49945665080696,B,-59.0710587982577,167.1484265434516,-41.682262467085344,-28.597279959359454,A,B,-7.102158212545917,B,E,D,A,76.30206828174036,1
Non-Veteran,Brazil,African American,Homosexual,A,55.043369156558775,A,-24.126290749916723,E,104.1535016785172,-101.62448372888926,79.15799281068524,-57.820414358036885,E,C,41.24626670524948,C,D,B,B,138.5567066630949,1
Non-Veteran,Germany,Hispanic,Homosexual,D,85.65709657330338,C,10.861791067776815,B,31.800744329834842,4.662920555728951,-34.7428797029675,188.68355276145468,C,E,-48.006530676853494,E,A,E,D,82.24405349572717,0
Non-Veteran,India,African American,Bisexual,E,-28.795714659877014,D,11.676204043272394,E,145.85188786789226,95.39410910362142,-57.57855464632103,93.33638944677,C,C,54.350400932545085,C,B,B,D,77.19900407905959,1
Non-Veteran,China,Hispanic,Other,D,32.11330767127245,D,37.13987853268985,C,-144.08697109699625,23.650177643615052,12.432372644006593,-69.71937103732334,C,A,-8.03862739666035,A,B,B,B,149.0181275892772,0
No,US,White,Other,E,75.40533099382762,D,60.06834319360228,C,39.40766006865852,-3.066089586353462,-12.167951216067475,-23.447551689026827,B,C,194.06911551674781,B,C,A,C,-35.76141189070933,1
Yes,Germany,Black,Homosexual,A,-138.87910406416282,C,36.389714082966144,D,-147.12806123155394,-95.35407817175255,-12.600857070781393,5.654841114845993,A,B,-12.259023801217383,E,E,C,C,22.59303825832072,1
No,UK,Black,Other,D,-27.930895225720775,D,-27.80720461866512,D,-95.19983251083289,197.30038711287335,-128.7799393211616,123.83670274742337,D,A,111.7104484987674,D,B,D,A,-91.24550688916223,1
No,UK,African American,Heterosexual,B,19.754711156553185,C,-9.949073434339224,E,-24.015385754498475,95.06362702469765,-14.249523054616752,58.49204974531032,D,C,78.56260378192303,C,C,C,D,28.868815165787343,0
Non-Veteran,Brazil,Black,Heterosexual,D,-56.81678284765472,E,13.238356582748148,D,-60.44006305079528,-48.653127077844196,13.536655914833187,-74.050934923143,C,C,79.34512624791304,D,A,D,E,56.810787145577414,1
No,Mexico,Asian,Other,D,-12.862937425229982,A,-167.6964343403107,E,-34.65676622893055,20.534148866609627,47.33291843163704,-185.01994430022813,B,D,80.6577264059989,E,D,E,C,-165.47068122388367,1
Veteran,Other,Other,Bisexual,D,34.56973873547256,B,-25.991826038491762,B,-111.26224941275771,101.21194673302432,21.1579805022715,-141.2108108762394,E,D,-164.44055833306297,B,B,C,B,13.46161188369234,1
Yes,Germany,Asian,Heterosexual,C,-34.860607925441194,B,76.11872085275421,E,18.86588013725054,-31.00398930104668,156.18810950815597,26.30923883640048,D,C,-56.46299872833925,C,E,A,D,-93.2303820736627,0
Non-Veteran,Mexico,Black,Other,D,88.43054483259898,C,-95.05244857342008,C,91.51884413184219,-156.45879312696633,68.72793344086932,-230.86012994844074,C,E,-46.26419045593766,E,B,C,A,-30.36149485791386,1
Veteran,Mexico,Black,Bisexual,D,-123.57988362375252,C,176.01371354233964,E,156.14023261699765,148.12784685088815,156.36237241776928,90.35158552006796,A,A,40.10308245701722,B,D,E,C,109.72172469976134,0
Veteran,US,Black,Homosexual,A,-108.63447757411745,B,84.34087579583523,B,204.85590734412793,-62.50907674148193,7.463715836730985,-31.22717673898255,C,C,-48.41531777875468,C,E,A,C,-6.351917095105852,1
Yes,Brazil,African American,Bisexual,A,38.5989971414158,C,-103.80138634845547,E,-10.478558199381075,145.49268625703854,90.74399035718154,41.42737989584012,B,E,149.48380514501235,A,A,A,C,-8.781870922668583,0
Veteran,China,Hispanic,Heterosexual,E,-166.28813020331623,C,57.01802195585779,D,-30.451308949604332,-91.33890743020525,-58.526885209619714,26.68785548436966,D,E,101.3111817046106,D,D,B,B,-52.93661793874175,0
Veteran,UK,Asian,Homosexual,C,11.384861440322632,E,90.15287646980939,D,61.569187834855065,20.508907517772474,-247.50051365848785,37.16888961056873,A,A,-90.42871872489131,E,D,C,B,7.9212539051599595,1
Non-Veteran,Mexico,White,Homosexual,A,-35.51117982692896,C,-19.491915110443497,C,-294.28797752800824,66.01031855946422,-92.44010487983384,-21.290846692178693,A,E,11.970587002341441,A,B,C,E,-222.46634861706033,1
Veteran,Brazil,Asian,Heterosexual,E,33.607032795350584,C,-186.33588405393402,E,-101.87946420964835,-179.63483862159532,-87.03713188299676,-62.487551258526764,C,C,-32.32564917002145,D,A,E,B,-69.99894914914134,0
No,Brazil,Hispanic,Other,E,17.376970395803117,C,2.061300570248329,D,128.72318634326922,-79.29705846610092,161.36752972025144,57.048978893819715,A,E,230.5337193097666,C,E,E,B,-20.404558728871926,1
No,China,Black,Homosexual,B,40.98658814165607,A,90.15498320824807,A,13.942914291017267,29.13931002768562,-352.8481168872774,-154.91982157741134,D,A,-22.880998695777784,E,E,A,C,-207.6115467587698,1
Non-Veteran,Brazil,Other,Bisexual,D,9.88443360366592,C,5.996292827081202,C,-31.97502658742244,11.053170400042953,95.97914816017744,-3.787917639178305,C,B,-64.52866285397442,D,A,A,E,-23.885169164627783,1
Non-Veteran,US,Hispanic,Heterosexual,C,260.5548801763093,E,-70.83981994645508,C,66.04609184184908,-92.97808889642491,31.431860255182663,-35.77785765205137,B,D,-19.964891969989914,B,E,C,D,-29.653324598816962,0
Yes,Other,Hispanic,Heterosexual,C,-9.335919311567228,A,106.35890683226377,A,-126.94452289303482,-117.5792610178627,-138.18602389273957,81.6408291447233,B,B,-61.387151630548274,B,C,C,B,104.14180564555906,1
Veteran,India,White,Heterosexual,C,-16.623674983439866,C,80.97682362423008,D,-75.67353892517524,-60.805312325642255,14.95860376686941,-54.95946981511713,A,B,81.20100490461775,E,A,E,A,41.10679919756846,0
Non-Veteran,India,African American,Bisexual,C,83.35114159897779,C,-33.26584145595777,C,57.94546327875694,90.07692065097706,-112.17586604430336,47.404977156119905,C,B,-26.3273926915283,C,D,C,E,38.523309791686884,1
No,Brazil,African American,Homosexual,A,38.472747218888415,A,-3.289298504381831,D,45.39081800982641,-49.905087893476164,70.50049555530595,32.6104524211821,B,A,59.37269488582938,A,A,D,E,-65.5578875185612,1
Non-Veteran,UK,African American,Other,B,-69.68857519522938,D,-149.12560961147875,A,50.02209259031027,-80.16584713953485,-123.43299442184463,56.902079548472706,D,B,7.97549467566871,D,A,E,B,-191.23498400598254,0
Non-Veteran,China,Other,Homosexual,B,66.30106610136679,B,108.20188218902629,B,52.06283285055093,-156.09819862897967,4.63649723442906,185.8172686337946,C,E,110.2629823933847,C,A,D,B,144.5402892528062,0
Veteran,India,Black,Heterosexual,B,47.64586356019348,A,-55.169872598532,E,42.28045990990347,-29.79453953006822,119.83115667154604,-133.39905724385213,E,C,53.47950543333431,E,A,E,A,129.4752020599293,1
No,Brazil,Black,Homosexual,E,-3.843680088784364,E,-77.13089607637913,C,-70.35556257680669,230.32845793396262,29.22327684653187,-33.54789217589488,D,C,-12.659388506791952,C,A,B,C,73.99601098362412,1
No,UK,Asian,Bisexual,E,50.492513544323344,A,39.92414894865913,A,-89.15669787436971,147.07355491399417,-45.027490733313435,75.27508110501323,B,D,-25.969561873182055,A,B,A,A,55.59423623747786,1
Non-Veteran,Mexico,White,Other,D,-101.25443950234595,A,-84.36529894784076,D,-2.110788387188976,-55.16586236121319,57.86323584260257,-141.53480720334537,D,D,-35.34589451414829,B,C,C,C,68.76398040984249,0
Non-Veteran,Other,Other,Heterosexual,D,-67.23229027831343,A,-113.28209731074288,C,26.574531247039296,12.71251354435734,36.66004612594688,-116.3966833452023,E,E,48.26990609813356,D,B,C,C,179.0497012631407,0
No,India,Hispanic,Heterosexual,E,104.4023856663033,D,127.68636608757843,C,189.81541748829557,-27.885488299499308,-13.720231891082726,-115.47282260360447,B,D,49.1048810547055,C,A,E,A,14.050525392454949,1
Veteran,UK,Hispanic,Bisexual,B,16.755672608568034,E,-47.80317466839536,C,129.5900703723459,1.4553346810253882,37.14196186937587,10.495418728293787,D,B,29.07311189866009,E,E,D,A,57.49992650857707,0
Non-Veteran,Other,Asian,Other,B,-55.88010039645259,B,-106.73988269251862,D,197.42057589048707,-183.12336556939047,-175.08819823770446,-84.01108987618173,C,E,-2.7797886787088206,A,A,B,A,100.89952891621382,0
Veteran,US,African American,Homosexual,D,-139.31624886330852,D,-20.77251652922741,E,-184.8588152868757,-52.56641931472467,-64.6949846645013,129.5655843334881,A,B,102.67228866837299,C,C,C,B,-128.10270444022066,1
Non-Veteran,Germany,Asian,Bisexual,C,34.9652256645282,C,-78.37258858203087,E,-25.13751521355386,-116.27450467664006,55.355709310536994,-94.87117506106776,B,A,109.02676885645069,B,B,B,C,-98.32739920547752,0
Non-Veteran,US,Asian,Homosexual,D,-17.428205491323624,B,15.54391674409511,E,-223.351178406893,31.616552807971587,-39.46578011801468,41.632822336895856,C,C,157.57800693170597,E,B,B,B,56.19365342370271,0
No,China,Other,Other,B,-112.77104853270745,A,-93.91871793078116,B,-45.01522793406207,-216.48221000582703,67.52259308721887,-170.55727923528033,D,E,85.6795797495956,C,A,E,A,-33.940492030575,1
Veteran,Other,African American,Other,B,66.88114774030161,E,-164.66083844908712,D,44.641357882364275,-55.645038503117874,110.57508634938638,-176.33631259307856,D,D,-53.52961701971933,B,D,B,B,148.89684677727539,0
Veteran,Other,Other,Other,C,28.04765021401497,D,-38.0920417564875,C,-88.07960320765605,40.85802841304348,-90.16373641161792,55.913991762804315,A,C,46.40636032982146,E,A,D,D,-94.99360802469326,1
Veteran,Other,Other,Heterosexual,D,-237.3712802233157,D,11.09708403082499,C,-8.17034542767687,-90.53404699746417,93.95071569846873,-30.06043066530586,A,E,144.12958012449556,B,E,C,C,124.36155991496587,0
No,Mexico,African American,Homosexual,B,59.021253509958335,C,-18.542808724801883,A,38.33622698315119,90.2662355484944,-126.2526368573522,145.4988481375734,E,B,-94.6399370849472,E,B,C,B,152.28483320357094,0
Non-Veteran,Mexico,African American,Heterosexual,A,44.40231326118859,B,53.10383529281943,C,-143.37143043557356,-28.864229420028853,-116.79161246413095,-164.6718408192384,A,B,209.52862352149694,A,E,A,D,-35.680941929639545,0
No,US,Hispanic,Other,A,-56.63838577472874,A,-11.915075646963775,B,-28.709380464931893,224.97332545144536,6.843201586907799,-51.60801921666871,A,D,-87.61017601387505,B,E,B,A,63.32180656760947,0
No,US,Asian,Homosexual,E,69.73547867688174,C,45.90405122006503,C,-8.99971594024754,64.51556816267419,-167.07524829694538,-24.073168640153604,D,A,166.653000463465,E,D,C,D,-47.86369358882635,1
Veteran,Brazil,Other,Homosexual,D,72.78931675400312,A,-168.97339336387404,B,57.84530846212769,-100.70535333921873,-88.32611447004733,35.60729866812197,E,C,3.6526170479307902,C,C,C,C,-39.37989418218297,1
No,Germany,Hispanic,Bisexual,E,-138.05353980165864,A,4.964855272640447,C,-90.67868005220066,-73.31577279160251,-124.2287113647653,48.012281099641335,C,C,33.76324281529466,D,A,C,C,-0.45136824310082496,0
No,Other,Other,Homosexual,B,5.107074563250094,C,37.669541691022715,C,-82.94215431762248,-127.80909098094297,10.391472206909768,11.531060894457989,B,A,-22.39582946685266,A,C,E,A,-132.4918269951679,1
No,India,Black,Heterosexual,E,49.383024710695594,D,-35.863355967383164,C,-66.87058122861245,19.665772302426568,77.75854585594377,-221.82693406797242,B,D,-99.01353954488532,A,C,A,B,8.48606378245126,1
Non-Veteran,Germany,Black,Bisexual,C,77.87667486755802,B,-23.250395732448958,B,0.37776970876102633,-77.81458412329945,63.07594253292852,-36.912489672604906,B,D,-10.677545823374047,A,A,D,A,-52.89413255914941,0
No,US,Other,Bisexual,D,-55.266297457238124,B,-98.79871635024185,A,-67.67100704919959,29.339549498300986,20.238594453159553,97.19597373865743,E,C,2.973092387671329,C,D,E,B,-127.75479664877058,1
Veteran,US,Hispanic,Heterosexual,A,190.53454524324388,E,-12.837612497824798,D,-136.06988004082515,118.67463950828447,136.88630551703807,-10.621143964733434,C,E,43.244333150809275,B,E,A,C,84.60530342304092,0
Non-Veteran,Brazil,Hispanic,Bisexual,B,-32.941617734861225,A,-304.68562374546184,A,-4.052298152428507,-124.21918604909811,-127.74086744113853,170.9099250522762,B,D,-3.6682035181305106,B,C,C,D,114.95696230647154,1
No,China,Asian,Homosexual,B,58.209771776013575,A,-71.85069187216824,E,151.40107698153628,46.88816072157861,139.8971090158594,19.585089413462544,A,C,55.863999678396596,A,E,C,C,-6.212961346393846,1
Veteran,China,Black,Homosexual,B,46.22836426292268,A,112.99281046336702,E,88.39456038000179,36.9215640416231,-159.00857707288947,-207.53627062516867,A,B,-98.55082527288786,A,D,D,E,9.89490149038874,1
Non-Veteran,Germany,Other,Heterosexual,B,-101.94943482726974,D,13.689430495567414,D,48.0593090090054,-10.414215378971404,36.81846300758437,244.45327777501925,A,E,55.625842375083764,B,C,B,D,110.97077834626137,0
Veteran,Mexico,Hispanic,Bisexual,E,-14.411748552121937,C,189.1367278922689,D,143.1656637131712,26.676182438505958,66.80800054732838,-124.99666559428786,B,C,197.96985843672277,D,A,A,D,89.769412287507,1
No,Mexico,Asian,Heterosexual,D,95.7641357769195,D,87.85977857569537,E,-108.82595171596081,-8.721071309211604,94.40264404171891,-29.19419676959943,B,E,-93.20787435219204,A,B,B,B,171.17819714528224,0
Veteran,UK,Other,Homosexual,E,90.2232682906742,E,-100.70861877677883,E,-90.95001215731263,76.6333182068011,118.2921886847464,46.303501390881,A,B,72.71645987731885,D,A,D,B,33.89169348218206,0
No,US,Black,Heterosexual,C,-36.458088408390566,C,101.72300514573627,D,180.95007840014347,73.63261815510424,39.9919620954087,-3.957689131010328,B,C,-42.46978096675573,D,C,C,A,91.29296469523227,1
Non-Veteran,UK,White,Homosexual,E,-115.18545889682568,E,-184.9643024492745,C,-90.42588884732962,-252.13506989000476,-107.23981678124287,146.53815609925124,B,C,-78.472642807211,A,D,A,A,-41.97467813910018,1
Yes,UK,African American,Bisexual,A,-65.58923410717898,B,127.97904154263297,B,-33.50615343904362,-108.62685476922225,-66.65999278747469,-124.33032013219186,A,B,-36.5289436500818,D,A,D,A,-110.98873979580904,0
No,UK,Black,Homosexual,C,-41.14851904158531,E,-106.99546414350654,A,-51.835087195524125,109.88526967885043,47.847033289049904,-52.792305800965345,A,E,-56.502633125712244,E,D,A,A,-72.95235198814791,1
Veteran,US,Asian,Heterosexual,B,27.91633882823956,C,-78.13616834192938,E,86.43821561517399,170.48323647920324,166.37874901683057,-191.48838738468228,A,A,147.38052573564516,D,A,A,A,-39.40915960652336,0
Non-Veteran,UK,Asian,Homosexual,D,-58.870075134310895,E,51.4543435250338,A,61.933454435515486,-181.58911499204137,69.17783160986734,27.215985643475026,C,B,2.8905109876683843,B,B,D,E,-6.321214230590942,0
Yes,Germany,Asian,Other,B,56.04544955881225,A,79.01759785601259,A,41.45539701763282,-177.31631992130707,1.5062762175475186,-101.41013507292575,E,B,-112.11437327383173,A,C,C,B,63.57434116232663,1
Veteran,China,African American,Bisexual,A,-30.230320712504664,A,28.695666550603544,D,9.144053748802614,82.22025489682785,-12.608214124836683,79.54555311819811,E,B,17.456885086221654,C,C,E,C,-82.86722818544544,1
Yes,UK,Other,Bisexual,A,-46.86780228764641,D,135.48650627994553,E,83.93208842910624,-87.63884449386879,-98.45639375238461,-179.89173619309767,A,B,132.31154719786988,D,C,C,C,-36.15246756628857,1
Veteran,UK,Hispanic,Heterosexual,C,51.729283119545165,B,-87.7268871547224,E,-81.22220064777095,-92.80866879380592,-6.9589976704004295,-26.83124212675807,C,C,7.5255793690811,B,D,C,D,7.9558112495261195,0
Non-Veteran,Other,African American,Homosexual,B,18.23972061097866,C,6.5132417418120525,C,-171.37291909797943,14.953721369113518,90.79927242319462,4.915146262676229,C,B,63.80391569364207,A,B,D,C,13.024509006105081,0
No,Brazil,White,Heterosexual,A,-121.5265450251216,C,-69.76907010673983,C,-58.14811874460843,-138.6181310579342,-24.066565074077666,-44.93717791763394,C,E,-11.920153717911719,C,E,A,B,-15.166654084799946,1
Yes,China,African American,Homosexual,C,-60.26236113701818,E,80.02273276287856,B,-113.86520136214806,-142.58361822891604,111.52108589175297,41.05059899176766,D,A,-97.07769858712054,D,E,C,E,26.95703164637659,1
Non-Veteran,US,Asian,Bisexual,E,32.905491538231075,A,56.48497855842454,A,-137.5231107287351,216.70606497696258,-33.573785325046344,50.92690986634187,C,C,-88.17337260941498,A,E,B,E,-36.28349412534986,1
No,UK,White,Heterosexual,A,68.91381021091496,B,52.979372655829536,A,-89.86024019286646,-84.37020572638612,-54.084978180651255,-95.08995645848596,A,A,-83.63819589935171,E,A,A,C,-198.91168321482655,0
No,Germany,Hispanic,Homosexual,E,136.42019304673954,A,2.4775495265339735,B,59.521939172684625,-45.72029391540926,-87.53498140479017,47.61856539177188,D,A,-253.5646099212588,D,D,B,A,-110.89192730498212,0
Veteran,Brazil,Black,Bisexual,A,32.887406861628826,D,-111.14242844826374,C,-223.27124843055805,64.61243457875338,65.63874921094181,34.08112945842179,D,A,-61.763414536810934,C,E,B,C,-65.32246865911682,0
No,India,African American,Homosexual,E,-96.13088838994871,B,173.10594520134686,D,-9.994686242879597,111.00055994589772,-123.32036571402301,97.83408083968781,D,E,179.85411757745499,C,B,D,A,111.18783579682734,1
Veteran,Mexico,Black,Homosexual,E,-66.5066612074908,C,160.89765213464045,D,-37.6997839492144,-114.22254877676568,13.056672065252851,-18.190951973836693,B,E,68.25548564339445,C,E,C,B,72.32708628716824,1
Veteran,Brazil,African American,Other,D,184.21588591653924,C,-35.32759040544209,D,-44.199689732886014,111.11647884102378,65.17776920694506,40.525304457258244,C,B,232.51475707560317,A,A,E,D,33.87203644463923,1
Yes,Mexico,Black,Bisexual,C,162.58322810972118,C,-184.99468605895942,C,-61.72826687842191,72.25997196156231,-210.14910522646466,71.60405412192976,E,E,-51.62324585610891,D,D,D,C,-113.56058716988045,1
Non-Veteran,Brazil,Asian,Homosexual,D,-69.49369132018118,C,-9.867834832471555,E,-93.08405955471764,-4.1173700924704,-65.79420176067808,77.52950651601702,B,C,171.48008151088715,A,E,A,E,3.520034631558818,1
Veteran,China,Hispanic,Other,B,-63.79969924860157,E,-83.32747351517236,B,-47.934503762699386,-46.04526043818504,13.001613710179608,43.38866321817965,E,B,-42.810096832880724,C,B,B,E,-13.173836778990038,0
Veteran,US,African American,Heterosexual,D,146.2751809704564,B,256.7875706597827,D,91.12868090887781,-108.53771150634203,23.512354472336607,-49.23065119110219,C,E,-25.948645704129586,A,C,B,C,318.6324577293319,1
Yes,US,African American,Bisexual,D,-86.2934301149538,A,65.12651652108491,E,101.79977804503397,71.08354403898154,-94.39183557396818,67.23977090610593,B,E,10.1008934680202,D,A,C,E,-91.35290125573754,0
Veteran,India,White,Homosexual,A,-135.4029017793352,B,2.6592779492980134,E,84.32423113716712,-70.99599976347083,-195.3120320058366,-83.19216745649413,C,A,-61.17371662872708,B,D,B,A,63.267102121201965,0
Veteran,India,Black,Heterosexual,E,56.218360553152905,B,-191.0861242104926,B,24.714855046768683,94.20049059288773,28.96115752134742,-275.8271968343205,A,B,-103.55693025199264,E,C,C,D,-30.95006856373787,1
No,Brazil,Black,Heterosexual,A,175.76214757621108,E,-82.20566428961097,E,72.74251448774018,-128.58768207661674,-77.99581694007402,157.4623367226238,B,B,242.81241022593338,D,E,C,C,44.37139243938296,1
Non-Veteran,US,Hispanic,Bisexual,C,44.05636871926099,D,-21.198092983940345,A,-150.04058132717776,24.095806435543995,-9.488242417127784,-200.19245972882484,E,D,-236.1929547706159,C,D,E,C,109.20075089381581,1
Veteran,Germany,White,Homosexual,B,-28.837493221333766,E,-122.257429799236,A,0.6963097694228116,-15.267016142685161,94.4588184386741,71.73328152771248,C,D,106.28338395951008,E,B,E,A,118.74868362699458,0
Veteran,China,Hispanic,Other,E,11.218053164413194,A,-12.234503942641465,C,17.84683363428431,-61.57096124539083,-103.22503531047393,27.999796152851665,C,A,16.141314548204214,E,A,E,A,-55.61687873818635,1
No,Germany,Other,Bisexual,D,-155.21008449880273,E,6.621656867028272,E,-52.69530312166191,-44.67611672012669,-62.316967130942736,84.54147862832987,D,B,-39.00961527307469,E,E,C,E,-220.80709635357078,0
