married,disability,religion,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Widowed,Yes,Hindu,Black,158.89367137283142,-104.78576839350518,137.9482331000538,-131.74729437665158,-142.17517771930991,A,51.30182308937542,C,D,64.62431239894639,A,0
Married,None,Hindu,Asian,80.72228522436698,-121.71799355124959,123.60443384393514,52.09455686751798,38.587878595064,E,-19.45367692251143,C,B,-117.3374657007638,B,0
Widowed,No,Christian,African American,-22.68215426381623,34.534127522809946,283.3128815966176,202.97815713932033,-62.188602348334044,E,-175.75088415046943,A,D,5.572350150458771,E,1
Single,None,Jewish,Other,123.02209973588462,33.64091393233962,96.23011751845823,-18.634518786452986,-3.8116008253182674,C,42.942531288046,B,B,150.1254386635169,D,1
Divorced,Mental,Jewish,Black,-120.16240820873922,27.531046721817436,51.04897786380829,3.9434308569010312,140.64296925113177,D,-76.92318487283546,A,A,-17.608742737081073,D,1
Single,Physical,Muslim,Hispanic,164.06090794940332,25.131060095586875,-175.25444735258228,235.84839468108822,-72.25960285240537,A,-37.7226023173075,E,D,97.4854922641201,B,0
Married,Mental,Muslim,White,27.752521033925238,14.042137905964635,110.58839588696546,41.5026775321174,189.37092141612268,C,-114.47382673987285,C,D,113.8001102185955,D,0
Divorced,Physical,Buddhist,White,-10.405081705077848,56.92075060607982,-2.552610422402127,42.39214006168512,-41.705055122602964,B,-29.414397584359715,B,D,87.20708428363574,A,0
Single,Mental,Muslim,White,41.274919037702304,-91.03651388462298,-137.2263877584581,-100.84485646467085,-33.73144639191102,D,2.5376206103618677,D,C,52.21055379785181,E,0
Widowed,Yes,Muslim,Other,162.8874882103279,198.67971502506637,42.79164695311097,92.80354960394935,92.84709802351111,A,-194.64792506994962,C,C,214.4500384631379,A,0
Divorced,No,Hindu,Hispanic,79.48853335973388,96.3292585870322,71.57332510172736,-93.51261278639814,-50.57078707085605,D,-7.570418772121148,B,C,3.299950081108994,D,1
Single,No,Buddhist,Asian,-3.454142509093605,-76.01237138283811,-30.53265003338554,-233.5383438557983,-69.79134470370406,D,70.57883113372277,A,B,-30.97368138546942,A,0
Married,Mental,Muslim,Other,45.671255630835965,-61.49722679934436,-115.77319527979957,46.59774002803857,-52.646570897087486,A,-109.64915692836763,D,D,125.48629384558936,A,1
Divorced,Both,Jewish,Black,60.663313292734735,159.6443557444135,81.1041645079089,-41.053952488429594,-21.89401293862215,C,146.5345345713309,A,E,-130.37383261464294,C,1
Divorced,Mental,Christian,Asian,-75.28538248839888,14.824932549841488,-76.05330345725953,8.629101385931387,-74.81448131571771,C,-61.687677105143266,A,A,57.42165106407905,A,1
Divorced,Mental,Muslim,White,5.600265734766585,155.26998133675244,46.87789227919881,-150.2672968722856,91.21596739836188,B,37.409321757321905,A,B,152.04985132664353,E,0
Married,Yes,Muslim,Asian,-93.34880097181814,-63.96508155138455,121.79236453028568,89.7143297016148,-16.789236037554414,C,98.85718632683829,D,A,26.874093748264677,C,1
Divorced,No,Jewish,Hispanic,46.95649575637697,-124.1786178040863,-66.57141725256722,36.97945528249227,-83.85772871900599,B,145.66283646715402,C,D,-4.596540953143319,E,1
Single,Mental,Jewish,Other,14.204258902054011,142.17041610125895,-59.91180193201172,65.34306827762657,-7.558863863045384,C,350.0768958317271,A,E,172.34119394102632,B,0
Widowed,No,None,Hispanic,-21.737719289122712,-56.0715522322138,-65.11051715717475,-170.3053699260845,-195.05933912930766,A,122.02419457489917,B,D,53.35895641162727,B,0
Divorced,Yes,Buddhist,White,141.39739145105494,43.05235091407577,63.86786783398396,19.11222791649113,188.84893941097033,D,45.40356054878462,E,B,111.52543620166675,D,1
Divorced,None,Other,Hispanic,-47.12713610527319,-10.219673418552068,96.06021776634918,177.59195545135714,106.89231433035258,B,19.63096702154986,D,B,140.24412987180204,E,1
Divorced,Yes,Christian,Black,-19.798290953387703,-105.72701156212389,-58.88886801476362,56.5324523623476,-58.50560532303305,A,-171.063572608173,C,D,189.24819851574682,E,0
Widowed,Physical,Hindu,African American,-81.68795795530892,134.60203698237302,-9.821552534464093,46.773120334388565,-14.029396403580405,D,60.24684897060033,E,D,126.1880487763235,D,0
Single,Both,Other,Asian,74.78072669872478,109.78997225321747,-107.81060265629705,-16.133612935331005,-26.314731864872908,A,137.754611014863,B,D,75.23681080423701,D,0
Divorced,No,None,Hispanic,-20.23814227146347,85.51566263712958,224.982958535771,-62.15341086154681,0.995283588839296,C,-43.58895934941017,E,C,79.40986876359935,E,0
Divorced,No,Christian,Hispanic,133.82036261003876,-22.167518575417304,-44.036988454998024,-139.9668222534882,-115.82425230696289,D,63.53728641383813,C,A,10.297145058230807,A,1
Widowed,Yes,Hindu,Asian,-7.160668329810544,-114.14744058460096,-163.44823233686486,-9.181960827055775,179.14416610160538,A,-38.72907019319109,E,B,2.061712248027893,A,1
Divorced,Physical,Other,Black,55.41117730921374,145.08649382517814,26.91302518220674,191.7496196781466,72.18960082530006,A,3.193164453687979,E,E,-67.28603379889402,E,0
Divorced,No,None,White,131.4698900836734,-141.57921357639293,61.355412365749885,-127.53768197786212,-14.371561709308258,D,64.03853875037962,E,C,16.902761335807522,A,1
Single,Physical,Buddhist,Asian,56.896511629771275,-212.42881810526518,138.3147784531338,-7.458004943806738,-100.2637434263579,E,-76.516200068717,B,B,122.09125782340887,D,1
Divorced,Yes,Buddhist,Black,-155.61748341702952,66.859192648121,19.867323601633437,173.8949382927908,111.3037365067965,D,-131.00237616075015,D,D,153.1204131630577,D,0
Divorced,Mental,Other,Other,10.711767811535596,-33.02039910616777,-63.52182549315376,160.91626057600905,198.34227557806068,B,251.04449689614472,C,E,143.55870559296065,C,1
Divorced,Both,Christian,Hispanic,115.85139304959469,82.54656755612905,12.028915327135675,-106.88779316297696,-117.7462365440982,E,32.57844144294308,A,A,-65.4729058770175,B,0
Married,Physical,Other,Black,82.11556973652502,-88.43501548830339,14.83375581324769,51.99482239804528,83.82034091821522,B,-69.57137693044278,E,D,3.537012554221932,E,1
Married,Mental,None,Other,-72.81813503922453,-73.97666614548007,-197.02771663193107,-141.5668781223019,-103.30878667571439,D,-89.63099179527556,B,B,68.3029185533026,D,0
Married,No,Christian,Black,-115.4372652348318,60.34336225859204,-90.36195201294723,-28.709335079529936,137.10953935529773,C,37.88646273519991,D,E,108.23611077106277,D,0
Married,Both,Muslim,African American,195.9100798789816,-75.55855440181092,7.20513106494516,-1.1728995362363492,-67.17473932448671,E,43.020231640799786,A,D,154.58218230582608,D,0
Divorced,Mental,Buddhist,Other,-64.02798299805714,-146.13987878845697,133.73108758451068,0.23025175944013868,-72.19615888919016,E,-110.42320461929877,E,D,-24.305006200514196,E,0
Single,No,Other,Asian,-17.16218222519069,137.87052787395822,-13.037305116952627,-159.641933348353,-61.56697222204633,D,-92.46099584524372,E,A,32.345148888903914,A,0
Widowed,Physical,Christian,Other,59.40073505426021,35.09061736735472,21.681765576557485,-18.6155227579408,53.28404920659058,E,-123.73933635679066,A,B,-60.71526874994737,D,1
Married,Yes,Jewish,Asian,-68.85926971642114,-54.381186240046176,1.9859005488887718,79.66122892659953,118.71288166843097,E,55.561518735452644,B,E,-121.41593065382882,C,1
Married,No,Buddhist,Black,-201.3149449034709,-26.60435371170215,-90.49021811273253,21.997885444802613,23.562838044084483,E,78.55453484449907,B,E,143.00514372149053,E,1
Single,Yes,Buddhist,Black,-3.763036515991071,-36.83556156726334,-159.6206176973641,-43.97220466404324,-5.295588822623313,B,-45.99540787982946,A,A,159.7489221618144,C,1
Divorced,Both,Buddhist,Hispanic,195.21837248024895,-126.41683944013585,73.75068621033537,97.42009830097048,119.95183528337894,C,88.3731991861025,E,A,42.298510697176944,D,0
Married,Both,Muslim,Black,-30.967551924060228,93.5808089867073,137.37506351419833,151.09373442377517,-111.224935134534,C,160.83864781048013,C,B,-177.9786010887288,A,1
Single,None,None,Hispanic,-7.17719810379174,56.0990763364401,87.98265896876497,30.512533337258745,-211.5341962156118,E,-20.010797271893125,C,E,-15.672544037063465,C,0
Single,Both,Muslim,African American,-31.724669980593884,-170.5763394438072,31.295617954840658,42.923335918219834,-82.42496605721192,B,-271.3851813197593,D,E,2.5927185577699503,A,0
Married,Mental,Other,Black,-12.279029964263184,10.912500587238155,-98.62491834435609,3.101249386340619,-37.93214379432696,C,56.08113388108844,C,D,-93.66304514784176,B,1
Divorced,Both,Christian,Hispanic,-75.66529536958426,-2.44357246132463,-19.359954814644986,106.40878432679355,-174.2437496816713,C,-85.79937625010348,B,D,89.20657925453158,D,1
Single,None,Jewish,Other,3.438378110664179,18.09350594903121,79.47578907710147,84.58655333932525,162.57787945242868,A,-38.15245598843962,A,D,116.97003184300705,B,1
Divorced,No,Christian,Asian,33.248438317864974,51.125681838261904,176.84477464690139,-17.5356255138787,105.08065344649971,C,189.13692302799947,E,C,17.413948431017058,C,0
Married,Physical,Buddhist,Black,-62.88738069965508,83.74825025559232,-4.33104610976311,47.4073132647334,-161.7154583816842,E,44.26636944684093,D,A,-22.276125643104457,A,1
Widowed,Mental,Buddhist,Hispanic,-3.1316666140728375,-12.670514224533779,-124.87693427675129,22.030357719860632,166.1992436448829,E,2.7478326922708427,C,B,-31.01313119168367,B,0
Single,Yes,Other,Asian,-73.37304558985215,-103.11822011951186,-5.488890621469263,28.42632789806665,-43.63704990336498,A,107.87140088898506,A,D,23.9495091159113,B,1
Widowed,No,None,Hispanic,95.53282926079841,85.74154144618531,27.580583575506456,169.4101795193031,104.15384890147261,D,-287.0788316428288,B,B,6.6288985319262,B,1
Single,Yes,None,Other,11.833877764142004,101.84351247875851,11.830748988903494,30.567316493046803,-120.41545641454302,B,249.1911712599867,B,B,-146.3149990372545,B,1
Married,No,Jewish,Hispanic,-206.18164848626924,78.05069081436653,-47.148213862129694,43.3714434034709,-167.93966874356926,C,-135.0868755502194,D,B,-20.032846416654216,B,0
Married,Mental,Muslim,Other,165.85379138724946,-134.0029532843561,-2.8478700957184833,-30.430891670679607,124.16656934285224,B,24.542438096771278,A,D,47.96001148377246,C,0
Divorced,None,Hindu,Black,55.688714845780865,-56.293916725150375,-219.88928728093677,-157.34111638927007,258.3617331840114,C,-41.855678946493526,E,A,65.98078685779936,A,1
Single,Mental,Jewish,African American,132.91447513347515,14.536454764332918,-150.50024425494757,72.62008708574749,-35.02530492078033,D,-48.822217266286685,B,B,81.5629579598401,A,0
Single,Physical,Other,White,14.782852287237153,117.39326563222518,-7.245037904521723,15.950615022497225,-38.29786470545224,B,-43.30902073783963,E,D,93.87939134539985,D,1
Married,Both,Buddhist,White,118.4516759236959,-176.39786246015004,-81.37917304967222,8.18283012917687,-109.08776745864057,E,28.732555856724794,D,A,166.78967411563661,E,1
Divorced,No,Jewish,White,27.22437121288272,-81.85655101513218,38.32521682941837,-63.23224672215233,-18.14397550710348,D,13.211962207095631,D,E,72.1767802933749,E,1
Married,Both,Christian,White,76.20610364767285,-72.53536369896767,-113.68869663165559,145.81008749462953,172.68336988632558,C,-79.95673623201608,D,D,81.11607730972824,A,1
Single,No,Christian,Asian,-36.82650254415505,-97.90100223314218,147.8003246962467,-16.99349089174527,5.52965827462274,A,54.30782783108494,C,E,-69.28314553785683,A,1
Widowed,Yes,None,Black,-96.15976332499858,81.34814115645727,145.48819102428908,-59.51491471382724,1.9429844390307218,E,119.99523359591275,A,A,-12.763903332525835,D,1
Divorced,Yes,None,Other,8.382663367632723,-26.346699978581295,127.89036081319227,-10.09860153362831,-89.6107785859052,C,87.11525135988182,A,D,58.210499743792866,D,0
Single,Physical,Muslim,Asian,-167.3791858789313,-136.92135616901393,99.51072182331843,10.905979566718573,-63.58275231880768,A,-42.21356717630139,C,B,-48.957384324710645,C,0
Married,Yes,Buddhist,White,71.52478319141487,98.27807298179853,1.0854708799356525,-121.90226609080668,154.75438446500021,B,69.82360705712192,E,D,125.51669270275157,B,0
Widowed,None,Hindu,Asian,73.96542548387445,52.58254605536978,-19.406389709747184,42.08700992589101,-17.336766852975906,A,113.33675894500384,B,A,-71.42214556424159,B,1
Widowed,Yes,None,Hispanic,-1.397106787503943,-63.09546198559383,-44.454701888583685,48.53861601691597,-152.74855315792973,E,-30.34081340256342,D,C,111.03206685332991,E,0
Married,No,Christian,Other,-60.56816935424103,-80.46333230899629,-143.96683003551547,58.871244911683306,-11.946579104507057,E,41.34035595705651,A,C,-25.06450080634668,C,1
Widowed,Mental,Buddhist,African American,-95.45950975423645,-47.78107878632669,-43.04196891100313,93.67168716250812,-31.33917273825065,C,89.76693715926203,D,C,-10.856793450423426,B,1
Married,Mental,Buddhist,Asian,-51.65731134724064,283.52936419274414,85.1301655254824,-10.260830546278445,-7.0392357873100995,B,72.33226516320904,B,B,-96.05439270747635,E,0
Married,Mental,Hindu,Other,19.518014177898653,-145.8765261053086,-71.51569264659268,-139.85629475654312,107.10388084672455,A,84.82795196021976,E,B,100.94711088946815,B,1
Married,None,None,Other,-49.06998095045635,-1.8235882063571531,-63.40461613263896,23.81036019257245,-37.94555556398423,B,46.255228881333274,D,B,46.71443618378689,A,0
Married,None,Jewish,Asian,-102.38337923571767,-74.39588296307082,-47.407749520737525,-38.90075119694618,134.2039909712384,C,-40.979040047500234,D,B,-1.1889132203144528,C,1
Divorced,No,Christian,Black,23.453863332671794,-87.8022915583199,191.76492196283857,-206.12422805179028,64.79119229686731,D,142.14128471724493,A,D,106.96866424103506,E,0
Widowed,Physical,Jewish,Black,65.5952957539991,-42.359339608974274,103.91460326033413,7.692594266390107,-16.00869451596702,B,-89.58866576961805,C,B,-140.63690888741968,E,1
Divorced,Yes,Other,White,-101.4573888689585,11.430422671261622,56.75424325855557,106.45780543785908,46.940627732400294,B,163.2280001225516,A,D,132.6357297325184,B,1
Widowed,Yes,Jewish,Other,-147.77389787934683,64.12308897279802,-33.454105671440146,4.973950938567861,89.08866528832266,B,4.668254417923217,C,C,224.64999862087996,D,1
Widowed,Mental,Christian,Other,93.29441754777463,219.42514823521543,123.25798112240058,67.6823856733104,-32.1685658835195,C,-28.19493383676715,E,D,233.67084939209568,E,1
Divorced,Mental,Buddhist,White,149.0362524265068,100.59514932236353,63.763825231648994,-108.15974484514281,-0.5123468066090833,B,68.08772414357207,C,D,-40.3405485025094,D,1
Single,Physical,Buddhist,African American,-114.9800834308283,-31.215294179541868,-31.556475396446963,-39.056696961859494,12.171701216308481,E,30.675582894615204,C,A,203.51736527909884,A,0
Married,Yes,Muslim,Asian,-103.99620926292614,-51.989546115429185,139.21677205188035,64.70176667936613,-109.41584943528366,E,-190.52025137665078,A,A,-240.8481471621929,E,0
Divorced,Mental,Christian,African American,141.77851186363227,152.63140108901618,-49.52919742932507,-13.396908553698445,-110.87658557788451,D,-154.8521706378191,C,D,95.78634438496469,D,0
Married,Mental,Hindu,Other,56.56898633507086,-128.7022995738345,-148.14933754553627,-77.76366670436073,75.51315430016868,A,-39.874413047885085,D,B,12.02116755965212,B,0
Divorced,None,Hindu,African American,-63.50346469059788,107.80981175011466,59.57131680574462,-45.165432662312114,76.53157014777544,A,-45.963685859530344,A,D,-27.265748019595147,E,1
Single,None,Other,Hispanic,72.84624619074665,162.38616719138685,20.61059782747959,-153.9606253445116,-75.7401270393639,C,-79.74800637125257,D,B,96.96557974549037,A,1
Single,Both,Hindu,Black,-82.40744044561642,147.72141733540994,-75.01887590438643,56.32075077668345,-94.70791888294254,A,-4.53142651746364,A,E,-138.25178293109332,C,1
Widowed,Physical,Hindu,African American,151.4307690203022,-191.76161803418492,-104.92836248285758,-27.61639061690437,119.35757566325402,B,-49.9571261921635,D,E,89.75486853401334,C,0
Single,Physical,None,Asian,171.06880121268046,132.2103423783327,180.07715347808596,-82.64241014400376,156.78699825717732,D,30.886555037584646,A,C,-147.12349718842813,D,1
Divorced,None,Buddhist,Asian,-30.722836193703802,58.17723256547076,-83.89100786946908,30.76013078874756,30.974891819081428,D,-25.384477827463726,A,A,256.5228642445233,B,0
Single,No,Hindu,African American,23.30501783295525,-26.81405681744638,-70.08860919372287,227.1485962854714,100.12640019759829,A,5.927682424196481,C,C,-32.300806052733925,C,1
Widowed,Both,Christian,Black,-235.66176409003026,155.66372863942962,77.90942299879825,-50.47207136136228,-58.248324218906376,D,64.5541521572789,D,D,-93.21668600970584,C,1
Divorced,No,None,Black,-235.6717787688299,44.24351794739633,46.51969151316008,133.51265767269004,55.828243268086894,B,41.719306465207815,C,C,-35.298765119577574,E,0
Married,None,Other,Black,55.16789342716771,107.20396695637386,208.7104785177682,-96.30351875735356,83.45730147477965,E,-48.25682739511581,A,C,-46.257801731644925,D,1
Married,Yes,Jewish,White,-6.6067163804750155,-108.28834732633837,-10.659248881864176,-18.842716484758594,20.730477928550194,C,182.13521183085243,D,E,40.22227704481489,D,1
Divorced,Both,Jewish,Asian,-52.020431738339546,109.04626031318212,112.48302005109628,34.76314476669635,-192.51982518176223,B,-55.25695660146952,E,E,-67.63295714410249,A,1
Single,None,None,African American,29.39133696600174,-22.924162689393516,163.69729563667937,8.752891641466235,-5.938967230421042,C,45.156684377964574,B,E,325.70709726453805,A,0
Single,Yes,Christian,White,-53.98220076551793,-5.4621481708192565,69.7630365595674,114.47275703962094,-188.25503382079717,B,-81.49087934782787,B,E,62.837261409054314,A,0
Divorced,None,Jewish,Black,67.99712541192547,-38.38939532592216,-73.98039395241601,-0.6789860639117665,-45.610697322395644,E,-47.16950918131982,E,E,14.563180787955499,B,0
Married,No,Hindu,Black,62.30925496318375,172.89706983746836,41.02588004552851,-53.43795343614832,-101.62225836164593,B,70.21771065815402,D,B,-200.37861393848965,C,1
Widowed,Mental,None,White,60.25868005050783,3.241707408948381,-16.94866779442118,45.554341510362846,225.26858681777594,D,23.519416809231707,A,D,-155.76331065273848,C,1
Single,Physical,Hindu,Asian,-30.31891516916413,-189.71531028940208,48.78210164825643,-76.10541712379252,138.0985526098796,A,57.27252664587221,E,B,18.977398782550694,E,0
Single,Mental,Christian,African American,-162.70319005831558,164.56324495109212,-14.962006150966392,-26.19553514528975,44.08027225558429,B,147.09056380948658,C,A,31.118620565795656,D,0
Widowed,None,Buddhist,White,-86.99404075890239,27.50141657278695,-84.47023266829756,-128.73234718718268,-131.59033182990532,C,18.351589417513598,C,B,37.69980706144453,B,1
Divorced,No,Other,African American,17.27928345503911,-54.40489991253984,53.82070880576099,-13.444046559660993,12.974602873762633,B,29.525271780940958,E,B,29.708133708148747,B,1
Married,Yes,Christian,Other,170.55631263094756,84.06016366386555,-160.96910353687315,-123.4808763109554,-22.534493975571166,B,32.22671787471916,D,A,149.00686853564906,B,1
Divorced,None,Muslim,Black,62.39389096525595,-24.114802204463068,-2.386048749279796,-41.606477259172046,-51.07830908228217,B,27.923568063190494,B,A,-147.54866490503417,B,1
Single,Physical,Other,Other,-136.26965465723654,123.05590388824086,206.31628959597833,-104.1151302707624,-97.87682794295002,B,-23.957402495215987,E,A,76.40569857873429,A,1
Single,No,Buddhist,Black,56.296055974769686,-221.87697663795268,45.867618412462136,-69.36559254118976,52.50454059447457,A,-140.46866323514422,D,A,109.50501047420624,C,1
Married,None,None,Black,144.66883200321087,33.4033604513786,-46.16342140058228,-50.26799596655421,-27.086872706750086,C,18.862652449849232,A,C,88.5330223375418,B,1
Divorced,No,Hindu,White,-25.42560752443272,-108.41201506070203,-55.14938727520682,-42.29624974890557,31.242201842866464,E,-101.20512887490128,A,B,-245.41010723680063,B,0
Single,Both,None,Hispanic,-66.11403106674382,-126.05540765599083,-71.91860278769224,-51.799845907008944,62.63853820887862,A,18.701888241442386,C,C,130.2325057908832,B,0
Married,No,Muslim,Black,-10.175309645314991,-134.9462264737009,181.5539887128824,28.962454206361997,-21.20495756413835,C,-142.62347078119885,E,D,187.09502973123904,B,1
Divorced,None,Buddhist,White,88.82524030892006,136.7845283961863,76.26500496001879,-11.448488332260427,2.8207596411175175,D,2.453684242547567,D,E,13.276562567541362,E,0
Divorced,Mental,Hindu,Other,-140.20545324770754,-107.9839083674241,122.09859364497989,-61.715008482003164,82.97747625374132,B,-10.70314845478736,E,A,-47.122234027565966,C,0
Widowed,Yes,Other,Other,-58.44767265723425,67.04570132155354,-49.68708704736239,111.94813909625832,38.34927625366678,C,-66.77366299364846,D,B,56.95933901836494,B,1
Widowed,No,Hindu,White,128.30376050931523,-222.75122667115076,39.5751827659513,51.764295934529805,5.4952667100293935,D,-71.80027716187712,D,D,32.18357530169435,A,0
Divorced,None,Hindu,White,22.854784981449143,90.67500084287852,-62.95480473568157,92.85363146755016,11.632241530701512,A,76.96239544894065,D,E,-2.991307078266045,C,1
Married,Mental,None,Hispanic,-135.4976104225154,25.56282479683725,66.18156701256298,-5.0241313753777535,4.885326547015664,E,-123.26191622176033,B,E,48.05335068136896,A,0
Divorced,Both,Muslim,Asian,-146.26081741554378,34.21709070805923,-1.727186382786837,55.062729405183354,75.30434914382404,D,-127.47976265337503,C,A,57.37384063081302,D,0
Divorced,Both,Other,Black,-274.4647043301687,-37.192736476165514,125.63802055066009,161.16642057250758,36.405807528055455,B,-7.578567193031624,C,D,206.99385627296115,A,0
Widowed,Both,Other,Hispanic,-62.33924754272906,17.97506009003373,-30.805779779115227,199.61209253855026,-122.35359247596986,C,-45.33391328328609,A,D,53.28054662103251,B,0
Widowed,Yes,Christian,African American,201.34551426356472,104.46748741172023,100.09256781261729,49.835033347973365,195.3911467952787,E,-108.8349397562752,A,A,114.61942593151724,E,1
Divorced,None,Christian,African American,-51.745896262622026,-23.432870574661234,-31.30272020955741,60.537478033835626,-107.3515961653702,C,-28.6426053804902,C,E,6.536419897946118,D,1
Widowed,Both,Hindu,White,42.16253105578906,38.54348557501219,-66.89445236903364,-128.57323307904292,28.152354773899006,C,130.0626946857979,C,E,22.874655923367598,D,1
Married,Mental,Hindu,African American,36.16291147937527,-79.67508860778636,-66.89496345799097,-79.70350252757628,-5.360747160246294,C,-75.02337697695,A,A,118.28003938612892,E,0
Married,Mental,Buddhist,Black,-109.48179123830468,128.1655716194726,77.37851791688138,48.198224602866084,51.39803715939918,A,17.715558457288704,C,B,105.22556630908318,E,0
Widowed,Both,Christian,White,-67.7348670978608,12.842633085707291,-291.1637152540012,73.73545328250421,207.2761763968881,D,-65.088790016101,D,C,-82.46242298382404,E,0
Widowed,Physical,Muslim,African American,31.165713407801555,-100.18036577783293,-15.393288889717013,-165.43771332387297,-43.394527156418945,C,-6.735755682625777,B,E,-10.864040560739186,B,0
Married,Yes,Buddhist,White,-50.220297042133936,-184.2404510658927,-204.22280094642963,-116.359765795742,17.487368213892612,B,120.59839761241187,A,C,-1.0955254276325932,A,1
Married,None,Other,African American,-17.892983187628417,-104.417893977358,-216.98841832194952,214.54845925770263,195.02135243765682,A,-154.92348401856833,E,A,-230.380641163519,B,0
Single,Physical,Hindu,White,-119.85762908610957,174.69214331782578,14.769250301970366,41.809952465660984,41.95749883763138,B,113.78313836791176,A,B,85.53007949002256,C,0
Married,Mental,Other,Asian,-71.12512406738738,47.848374792532525,69.67259307430199,31.60724771943031,115.7183072778701,D,13.23968454284658,B,B,40.557360845237305,B,1
Widowed,Physical,Muslim,White,107.83983137244697,-205.5963295848157,-47.04365368813849,70.42319806463459,-69.69267210674624,C,201.67271944724368,B,B,88.2176267086173,B,1
Single,Yes,Buddhist,Black,147.73151658316542,121.4622557451746,-83.68553614224969,85.40956144306013,-44.469977814208214,A,-12.90021322446931,B,A,51.16925261095435,E,0
Single,Mental,Other,Hispanic,-75.73574891686815,46.04137405654995,-87.6439258352652,-21.45070294727665,-212.7678959203325,E,-12.90067697904844,A,E,-56.71032338020196,D,1
Divorced,Physical,Christian,Other,202.50908845683338,3.758244492861057,-65.47493396264812,-40.097939418668325,-128.64923991037364,A,-23.041022547652545,A,C,14.557060661410398,E,1
Widowed,Physical,Muslim,African American,-13.547710644803,-19.458459135796634,72.1996687360932,45.80929696038149,-30.673329253747884,B,-3.9687947033018802,B,A,14.878853582698229,B,1
Widowed,Both,Other,White,143.8413719600824,-132.41778797176102,127.04287814960236,-171.1725726834647,-94.01579535191935,A,87.60880382851275,A,D,-8.66126459442074,D,0
Divorced,Physical,Christian,Hispanic,36.85785594370426,60.89497822231689,64.89710298531868,0.8275643717720019,53.56726246267802,C,-137.24127084721545,E,D,-15.997660929786417,D,1
Married,Mental,None,Black,53.0356827618468,-31.257494718034856,12.883881977722877,50.0032786077737,-129.92080065256692,E,-77.52205386022227,C,E,17.565237641428403,D,0
Single,No,Buddhist,African American,-103.45198715797417,-63.36829676351782,-105.54587415573798,-97.51260587032814,-46.77760189635913,C,-49.67882064908414,B,C,136.70180262910384,D,0
Divorced,No,Jewish,Hispanic,-96.63714142466908,23.044806121807014,52.781702960057366,-300.85214705148957,-123.19897067354574,C,92.37822455188615,D,D,-12.926885337196467,A,1
Divorced,None,Jewish,African American,-95.20928369372241,134.86783576129952,-39.51674576264243,-71.24862269017552,-95.02744988951073,D,-164.32831593979947,B,A,71.59935617110739,D,1
Widowed,Yes,Other,White,161.641764820217,-47.26305330248813,-36.107595812757864,-54.39570579932821,147.5993092147296,C,57.946745295599555,D,E,14.689610472178199,E,1
Widowed,Yes,None,African American,-83.63899729356469,-28.14672700696007,35.016916491364675,-86.57282575918546,43.217991936872004,B,27.455019355903715,E,E,-105.66078742498335,A,1
Married,Mental,Hindu,White,125.81131870671696,-139.43330163724886,-30.888302645338296,115.15369672183198,-103.03188711620103,A,-102.10693773550948,D,A,78.96665986769935,E,1
Single,Both,Jewish,Black,-37.26576604996913,-109.92796678796356,-132.10728878477914,-152.32860181555253,-94.2435974556412,E,152.11058580997644,E,B,-3.2282602205485866,E,1
Married,Physical,Muslim,White,-28.540203771616913,113.7642302350369,56.731722243096584,-26.265803312470027,41.68645327716802,B,-160.5580916045674,C,D,52.87822589353633,A,0
Married,Yes,Buddhist,Asian,34.58746220177578,-76.76227740272054,76.64279741195915,-69.31501246775831,60.11415555760027,D,-85.03529493439405,C,B,-72.05588617444423,E,0
Married,Mental,Buddhist,African American,15.106446222268527,18.70239378763953,94.79599410992662,29.96218935692737,-8.862333534114518,D,-175.4644464589961,C,A,78.0986046617605,B,0
Widowed,Both,Other,Hispanic,24.16985440235183,55.08727025134276,-10.37396700858968,115.73332308373425,29.06800975679541,C,-78.51384242088811,B,A,-145.20892266499328,C,1
Single,Both,Buddhist,White,-37.36206663902132,101.68436919875452,-129.77249680163297,-18.627311290838527,92.64544857522151,E,69.5126362152006,E,B,177.22442100146887,D,0
Divorced,Both,Muslim,Asian,104.32902532779617,176.7150560737606,235.26538167269882,-139.39001075473846,-1.9082370143301133,B,134.12074539186528,E,D,-140.51258294219994,D,0
Married,Yes,Buddhist,African American,99.21277154012188,159.27702290964726,46.13322892547133,74.48699380023281,65.90897834480073,C,115.63985887793864,E,D,-106.76685961509449,A,0
Single,Mental,Jewish,Black,-140.57422135982222,-70.44942354379356,-34.759331280235216,122.3715530194008,41.42211010991341,D,23.367450338210908,B,D,-12.002756903416538,B,1
Single,Yes,Hindu,African American,-114.72740532233018,217.68587711418422,76.61159596435668,-87.63592756253541,-41.46929390960379,A,-50.0388880357127,A,B,-165.43978866992853,E,0
Divorced,Physical,Christian,African American,-96.47618252542455,-52.566620500368664,136.76435833423295,-48.36535545158011,-295.7517931722882,E,-92.3817038638544,D,B,-58.15125336464444,D,0
Widowed,Both,Other,African American,126.16527003952145,83.71210526248743,107.1893400264781,-84.07642404893213,-101.97492361856844,A,-59.53951278116715,E,C,-198.72813092705763,C,1
Married,None,Hindu,Other,-43.885547455561564,-117.71387336881402,141.27435742026694,-106.64402783085163,-95.79766639637982,B,12.851221610650915,D,C,-105.75158696766407,D,0
Married,Physical,Other,Black,-109.02730730470181,85.46265962255274,-131.74963989608887,168.3514447914415,-34.085936866287405,A,149.97075271763416,D,D,48.49105272652535,B,1
