Age,age_group,Disability,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
67,36-50,Both,Homosexual,C,B,-5.090530406389422,66.78099365909668,34.60632430990164,E,C,-6.16900792538805,A,-150.91833285627814,E,52.773919458084485,D,C,E,0
22,26-35,Mental,Other,D,C,22.34240794892885,16.511992284644695,-68.16616399861857,B,A,-51.748321458717506,A,-66.86429434115155,D,88.64405503907278,D,E,C,1
59,18-25,Mental,Heterosexual,B,C,24.850964759422205,60.25175045290094,141.9368824895867,D,A,55.89523733968832,C,-39.08651697023493,A,-29.136041429706914,D,C,A,1
63,18-25,Yes,Homosexual,A,E,-114.74866648860613,81.67303884009799,-120.99254785997182,A,D,-28.00825502936396,E,-26.09844717054789,E,38.94294536454507,A,D,A,1
54,36-50,Physical,Bisexual,D,E,-120.60354206128014,-46.08784560315343,-69.0803605545531,D,C,142.80811060557784,A,81.29887701582912,A,23.140153051760286,A,C,D,1
81,51-65,Physical,Bisexual,C,D,-38.66301006919697,22.80731589608484,3.514523501213708,B,C,58.65228155787884,D,186.42276249526788,A,145.93218584732725,B,A,A,1
99,26-35,No,Homosexual,E,C,99.8442169701124,-50.15924428235342,17.28304683938127,B,A,121.15650901186577,A,5.204220855842519,E,77.43113452613754,E,E,E,1
99,18-25,Yes,Other,E,A,56.81954289854628,-16.58917128096604,135.70654365758327,E,E,-98.26577643693716,C,-78.47266574873088,B,39.77881159743039,A,E,C,0
44,65+,No,Bisexual,E,E,66.87381640308908,63.89670073262484,50.329399272812246,D,A,6.681271279942397,D,-192.3235330869594,B,-87.1159093270139,C,C,A,1
84,18-25,No,Homosexual,B,B,112.82249173615956,249.58785717036923,-0.8445066261810155,D,D,-67.33163075533683,B,-2.4446725605622706,C,10.19264838894733,A,B,E,0
73,18-25,Both,Bisexual,D,B,-14.709522840457037,-189.55234183288906,210.21749493899873,D,B,77.55770158920825,B,-43.62274702472532,A,23.503037788806637,A,A,B,0
66,36-50,Mental,Other,A,B,-6.89628612793469,-186.98825009844126,153.81265479072172,E,C,-185.62846640985566,B,207.71620119797274,E,79.10922869426737,E,E,C,1
46,26-35,Both,Heterosexual,E,C,73.63432024270776,16.6108292303603,87.04517707350472,D,D,6.967904700669204,A,-76.54063797668637,E,70.94432213633226,B,C,B,1
92,26-35,None,Homosexual,E,E,-92.45285396378877,16.326929024644734,14.222617590870579,C,B,93.83942917650052,E,-31.671400627427737,D,-108.26806128522016,B,E,C,0
62,26-35,Yes,Bisexual,E,C,-50.74041909145578,29.46002543857903,21.938933250531747,C,C,9.855370321167952,E,-86.83011746440175,C,-46.48372109364744,A,B,E,0
21,36-50,Physical,Heterosexual,A,B,-91.5812753153432,-53.178338017522854,23.61443278253641,D,D,-15.289000155485539,A,10.409382618140587,D,90.6825574440861,A,E,C,1
74,36-50,No,Homosexual,E,A,35.200579640882566,198.03128524070647,35.063709570878686,D,E,-20.989863590360834,E,182.4599597872725,B,-51.00533833169809,E,B,A,0
25,26-35,Mental,Other,B,E,113.54505337146364,86.01996055817459,-64.26305305514865,D,E,4.361038667044285,B,-120.72031835215948,A,104.8950158377116,C,E,C,1
81,51-65,Both,Other,D,B,47.01844497670599,32.02323894654979,-84.71355832620517,E,B,74.54243422768403,E,43.4515434350639,B,155.70910949204185,A,D,E,1
77,36-50,Physical,Bisexual,A,B,-34.783547040224704,-47.77662589012082,-230.13112964513334,C,A,-139.1666982738053,A,162.45088983225548,C,-11.475142730465107,D,A,C,0
96,26-35,Yes,Heterosexual,A,D,-9.210388348550717,-291.81455260808923,32.21827507419489,D,B,43.486859548390505,E,-160.11843306069187,A,-36.65809990532628,B,D,D,1
46,18-25,Mental,Bisexual,C,B,-78.4896499792309,-35.27734290381127,17.195335977061234,E,B,100.39041894824167,E,-79.85055894093342,E,-156.7300021321649,C,A,C,1
50,18-25,Mental,Heterosexual,C,C,88.82310347305422,-58.0683793330206,97.32967364492686,A,B,-42.732574582018444,E,-34.72350082263419,E,-64.17101422263637,E,C,C,0
78,65+,Yes,Other,D,C,-104.9637945042754,-29.939574718854693,2.2481218251361907,A,D,67.84816361932636,B,6.605941612773053,A,17.570608941536044,D,C,D,0
67,26-35,No,Homosexual,B,E,149.66438554776792,-45.24582156048008,-115.05653436645831,E,C,94.23125183228925,B,-76.40599039062171,C,83.47633300204646,C,C,A,1
40,36-50,Both,Homosexual,A,C,20.599477235440414,71.85371069768598,169.9801011650874,C,E,-34.984183800681066,E,-174.63291646785035,C,-173.16498746592606,A,D,E,1
51,65+,Physical,Bisexual,B,D,-92.60570754892026,-44.53888494981086,-52.06159116749824,C,C,-187.68022100317768,C,-101.293483070743,C,-141.82531804654286,C,C,E,1
67,18-25,Yes,Bisexual,C,D,-32.410569862864364,-80.88926616512816,3.455396795242856,A,D,-226.7769759703561,C,130.93655628452575,A,-35.873923709445094,A,B,D,0
21,26-35,None,Other,B,A,8.8930187816657,6.180128254466306,-14.762274518621012,D,D,47.34806406063799,C,23.558166545427476,A,29.28906886423586,E,D,E,1
73,51-65,Mental,Heterosexual,A,B,28.029672891268987,12.404886473430885,183.6269445597171,B,B,40.19675626656152,D,34.221311341921925,B,-108.32651016219621,A,C,C,1
28,26-35,Yes,Bisexual,C,A,89.11540925596195,-88.59357628986021,-1.531201499191241,D,E,-10.205817656673007,B,-66.01128199164997,A,72.7944612254763,C,C,D,0
79,36-50,Mental,Bisexual,C,D,4.695126733661122,-3.203855363746206,-21.82246537553499,E,B,39.94160102158785,D,-9.22807474767717,A,-153.871879858613,B,B,C,0
69,65+,Physical,Other,D,C,102.95064705440946,111.90641010018665,-164.4233997223037,B,D,138.76059664390962,C,-103.7771055857093,D,1.445112883658956,E,E,C,0
44,26-35,None,Heterosexual,C,B,-114.94235455790964,87.66912151211541,-21.374653882018308,C,C,-4.43824834012019,D,-39.11313202222609,E,48.92932007253759,C,E,B,1
56,18-25,Both,Heterosexual,B,D,40.12326619574575,60.44348815858251,-75.90795978249005,B,D,-77.35147320897767,D,111.60425523032693,D,-76.09679566392612,C,D,E,0
85,36-50,None,Heterosexual,E,C,129.39761524979204,-46.86795651292782,-60.73562215195009,B,C,-61.36487157389243,C,-61.91091974660489,C,-10.312075822671522,A,B,B,1
45,26-35,Physical,Homosexual,D,C,63.9741687730974,86.93658133744667,-103.8722708955587,C,A,-5.362258836900958,E,51.53763675199177,A,36.06626912232218,A,B,A,0
24,18-25,Mental,Heterosexual,B,D,74.31484331747846,-79.04574967673067,-43.10619152985378,B,B,-74.1500781185173,A,-17.388078141047604,C,-114.339586447214,E,C,C,0
62,36-50,No,Homosexual,E,E,70.19779794331741,36.36881132867843,53.013607017979325,A,C,138.82927483300972,C,-246.7292864106873,C,25.143326606433263,E,B,D,0
18,18-25,Yes,Bisexual,B,C,-39.60438281373903,-29.98430442586325,23.746647692964782,E,C,17.18628130473326,A,-75.10596862709981,C,-7.591555683272548,A,D,B,0
31,26-35,Mental,Homosexual,C,E,-115.22260820275731,126.98663089817201,-57.4210489443164,B,C,18.724981927403732,B,-29.49886124638655,C,-85.20754778617592,C,D,B,0
96,36-50,Mental,Homosexual,E,B,-178.80357086234784,132.0876134075535,-90.58190022519351,D,A,-46.41512136760646,E,-16.121282240697305,B,88.9705689767051,C,B,B,0
91,36-50,No,Other,D,B,-68.13711712171619,67.44051704036079,-218.6407968382103,B,A,66.17919302914638,B,89.41278031122056,C,91.63453982587893,A,C,A,0
39,65+,None,Heterosexual,B,E,4.243054480284134,34.53313254633974,-120.26285027240817,B,A,51.091037715932806,E,68.98873960581344,A,-102.17392876530047,B,D,D,0
97,65+,No,Other,A,D,-152.75065723940543,-4.2525579825095585,-30.03781475013972,A,E,21.872765142951312,A,-39.98181595953984,D,36.96471753831526,B,A,B,1
68,65+,Physical,Bisexual,A,E,-101.47724085388793,-160.25509826202585,192.19720667300015,B,C,25.481643617636895,E,-62.6116040092188,D,14.498209153756845,E,D,B,0
36,65+,Mental,Homosexual,E,E,20.627906260811084,-11.355769070740994,44.856831790995805,E,C,29.741372097090252,C,110.78056217583654,A,33.027811224707506,D,A,D,0
93,65+,No,Other,A,E,167.49008464794164,9.746259651226346,0.44845822205798314,A,D,-4.110607792181011,C,142.7265967178441,E,-69.66206973614355,C,C,B,0
76,36-50,None,Heterosexual,A,A,-0.04902797774931267,-86.19498872345821,7.92823307950028,C,D,-54.22155823185187,C,-32.77069255995433,B,151.18776156993326,C,D,B,1
51,26-35,Yes,Homosexual,E,E,119.12572216767066,39.72308943943604,-132.0507829162501,E,D,32.24944921348467,D,42.51629282433989,E,143.42050909821734,A,A,D,1
66,36-50,No,Bisexual,C,C,48.10299053094006,-154.96248417975244,-2.3369305513943353,E,C,-166.96495160211765,A,-39.50454140401401,B,20.632595312269302,B,A,E,0
81,51-65,No,Heterosexual,D,B,-153.78238237560086,231.78000638537645,-39.16278592986367,D,A,-46.059979968992806,B,112.09590220883999,A,-28.795574774638727,D,E,E,1
27,51-65,Both,Heterosexual,E,E,-183.03624605586438,10.023707861940924,44.90387844879592,B,B,-90.10266577947039,E,46.752229031013655,A,41.951042282911786,D,E,E,0
60,26-35,Yes,Bisexual,C,C,143.72288708026244,140.71495666316258,78.94315864505424,A,D,-51.66905004264029,A,98.76283984825763,B,-120.52034358621442,E,E,C,1
79,18-25,Mental,Other,D,A,60.18864667478723,-152.96136171420758,-7.754508050538026,E,B,60.48640363829969,E,71.97752239565925,B,-81.05582173352333,C,A,E,0
75,51-65,No,Other,E,B,-45.8012945256204,-3.879652593086471,-40.31847865117187,E,A,121.56805270965394,C,-84.6854137328875,D,19.720417945589,E,A,E,1
20,36-50,Both,Other,A,A,104.18514221757775,-69.73489863679708,-194.6970466205741,B,C,60.78134121677208,C,-10.814646774381522,D,-88.74449993555234,D,C,A,1
79,26-35,Mental,Heterosexual,C,C,76.15157420297302,53.5623891210257,-43.66859987404153,D,D,-137.6429472175232,A,-154.81159359619002,E,-11.655340375846288,A,E,A,0
97,36-50,Mental,Homosexual,E,C,-83.10061021845155,-5.31990536301079,-3.8812161286670284,A,A,9.86049787116933,A,11.289914933428,E,-103.46357621470553,A,D,B,1
56,18-25,None,Other,B,B,77.08391334541147,-61.764690916734324,50.24599266232963,C,D,-27.2005054286779,C,162.87043135314693,E,-292.88153601469287,D,C,E,0
59,26-35,Yes,Bisexual,C,E,137.44725638304118,-34.44689798064138,-54.41634829520484,C,C,103.07187891526578,D,7.3191403458272895,A,103.83630914217339,C,C,D,0
97,65+,No,Homosexual,D,C,135.37300185858365,-175.42451334432894,-50.20702640587725,D,E,-50.23522133084624,A,132.496237207587,A,200.49861411465218,D,C,B,1
18,18-25,None,Other,B,C,14.941757216714393,35.33780342694036,91.08556307772943,C,D,-163.44766048115332,C,-155.29594076461174,B,-6.460513289722379,E,E,C,0
61,18-25,Both,Bisexual,E,A,102.38531199544344,-130.05607520343818,-113.40348567848683,B,D,6.435755871885737,B,149.24337048984086,D,80.53479019373522,C,D,C,1
70,36-50,None,Heterosexual,D,D,-13.330858074166166,-100.89964508322151,126.57324105537549,B,D,-36.52655519264716,A,11.359599936686642,E,105.21927366550119,B,A,D,1
79,65+,Both,Other,D,A,-140.3726121024302,-75.03796489373647,-13.595078436900982,D,B,104.71047244198061,A,-7.657810757607134,B,52.45288257729052,B,C,D,0
95,26-35,No,Bisexual,C,E,21.444084864232636,12.366973921925476,-83.3604529495213,C,B,-45.56850609616495,C,-50.577604975126654,D,39.09197798922092,B,A,A,1
36,51-65,None,Homosexual,D,D,80.25793644324129,-193.08360767459394,79.54481850262239,B,B,-19.281328944608468,C,-56.588375900164145,A,21.99515800327636,C,C,A,0
44,26-35,No,Heterosexual,D,B,61.00339887084034,-96.89491686625408,-31.766769967606102,A,B,-10.479874915586741,B,16.720467256690263,A,108.19495992549797,A,A,C,0
74,51-65,Mental,Other,D,A,-116.6620868421513,-21.748577397483803,5.574606235295919,A,A,131.05227653691665,A,-16.147258300468394,C,31.800328894739028,D,A,D,0
82,65+,None,Heterosexual,C,E,163.5683379484383,-73.26298787272863,-221.28631102681572,B,E,-256.38734768903083,B,35.825637577282976,C,22.19049001990476,D,D,A,0
93,36-50,No,Heterosexual,A,D,-140.21502994139195,190.94022900993096,-78.77588271196726,A,B,5.963062389227337,E,116.7804580823094,D,-244.4430039004894,A,A,D,0
78,36-50,Physical,Heterosexual,E,E,-15.093317727804981,74.21901554404877,87.62576473482264,B,D,0.730658978976569,B,-118.58996044693268,E,108.47083417339061,D,E,E,1
45,65+,Both,Heterosexual,A,D,59.96683780672662,-53.43253233817433,82.72541497931428,D,C,-13.180633451419332,C,-153.30052358710802,E,-4.159610340168384,D,E,A,1
45,65+,Yes,Other,D,B,55.29692856417528,4.834270993131626,113.72024099905893,E,B,-113.33224677879554,E,100.06730405198316,A,-18.212962706014814,D,B,B,1
20,26-35,Mental,Other,D,C,82.44752800486894,-116.49515212063348,-119.42471714899389,C,A,69.99971545007637,D,104.04659968528571,D,-87.62953415233076,A,D,A,1
21,51-65,Mental,Homosexual,A,A,-115.69288631678043,13.727035073213642,-86.9753257902138,A,A,-109.66423403628292,A,-110.0336661093432,E,-199.8797065206193,B,E,C,1
75,26-35,No,Other,C,C,196.33821939405195,45.95053641035218,-135.46861910779523,A,E,-40.897442487457525,B,-164.35228297446335,C,57.383493885423995,A,E,B,1
20,51-65,Mental,Bisexual,D,A,-114.96047455094511,-194.836395759484,-1.7382381265483824,B,D,298.18921987126697,E,42.1195186517663,C,242.54399489226466,B,E,E,0
72,36-50,Physical,Heterosexual,B,C,-54.433456161321146,43.61772251210985,172.7104826671133,D,D,-39.6791321272579,A,-4.635831457955974,E,-130.83715860563345,D,C,B,0
56,26-35,Yes,Homosexual,C,A,179.9638058983417,200.94345998048686,-132.4737443324913,C,A,-137.30848887995984,D,59.754996947564564,A,0.39631524474127544,C,B,D,1
61,65+,Mental,Bisexual,A,B,130.7286611776298,3.59293735901805,93.96992132506618,A,C,-92.95565518297822,A,-77.11575932466516,D,208.5647075631186,A,D,E,1
63,51-65,Both,Other,B,E,83.02193653325457,-6.883937830484907,121.95586018206379,B,D,31.282715668022988,A,81.10861092480265,D,-84.02296246148275,C,E,D,0
67,26-35,None,Other,C,C,-200.58492115457102,1.2451365573009678,0.6873659456597035,B,D,37.634416333332716,C,-146.22374831451148,A,40.76058234082467,D,E,E,0
24,26-35,Yes,Heterosexual,A,B,87.53687595574652,-52.65537125256737,-47.32763659997898,A,C,90.74867361839078,C,-69.00131355501932,D,-64.93246187875627,A,D,C,0
68,26-35,None,Homosexual,D,D,100.6114766824397,63.21027377997488,30.319399001788717,A,E,-40.96397539464005,B,-136.01625543521928,E,-226.1632667983981,E,B,A,1
89,65+,Physical,Bisexual,D,A,39.78083972613314,45.08580014582188,116.84631556493663,B,E,-36.38287361321457,E,-56.99589839796073,D,93.23291990346651,E,C,D,1
18,26-35,Mental,Other,A,A,-113.92106494340482,81.6128916261241,-12.224481696799515,E,E,44.009808632677036,D,-76.01146117883036,C,-68.09161550797646,D,D,C,0
41,18-25,Yes,Bisexual,C,C,-13.503908658348687,72.79681892783285,-142.96573153849644,E,C,-1.7699074998381268,A,-112.15328495390762,D,-153.17998115242372,A,E,D,1
89,36-50,Mental,Other,D,D,117.97897653300757,137.9253601767205,123.2234625910794,C,A,-81.76228022977328,E,83.01971648394418,C,-21.19222273512523,A,B,B,1
67,65+,No,Homosexual,B,E,-13.95167569748567,19.737169023801066,-24.481825295098496,B,C,-176.70805857508606,C,23.535660777045592,B,15.365093537467622,B,A,C,0
88,18-25,Physical,Heterosexual,D,C,-89.60536310798457,91.83549202443176,-22.744803347687157,D,A,238.64915267676477,D,135.83608834583342,A,40.30119960175443,E,C,D,0
68,65+,Mental,Bisexual,B,B,-25.77822104600078,81.28673903436886,86.96744658623322,C,B,158.522402208283,D,81.35128446800802,B,163.47588604783633,E,E,E,0
32,36-50,Physical,Heterosexual,E,E,114.1709935890574,17.621725228507163,150.94555868427986,C,B,8.145772665383163,D,2.6125953130412793,C,104.88114802116466,B,A,B,0
54,26-35,Yes,Heterosexual,E,B,9.429342305743306,-48.48748666340086,-66.45038417778018,C,A,-108.65139761123386,A,-89.2237849780179,E,171.0936142601501,A,A,E,0
70,65+,No,Bisexual,C,B,16.856464134406636,-61.41953281488449,-15.96644978664219,B,C,25.91438213502879,B,117.66571356654245,B,151.6141201069185,D,C,D,1
39,36-50,None,Homosexual,A,C,-26.006911409045884,-104.32730045471502,225.19414959424432,C,D,-22.96474222813334,D,-73.55169050065696,B,2.6222057282097357,C,A,B,1
21,26-35,Mental,Homosexual,C,E,50.407509851653785,-147.2494893917632,44.38651082557314,B,B,115.64613455505463,B,144.80937540830854,B,-143.44583065830108,E,B,D,0
51,18-25,No,Heterosexual,E,B,183.00957418510706,-67.94647793141696,-21.966512674632153,D,A,-39.29599612019183,E,-45.90274910240525,E,-119.79683639076835,D,A,A,0
64,51-65,Both,Homosexual,A,A,-14.135287627726512,-45.72802470605803,175.0538768335882,E,E,157.88624360964857,C,-90.15098317124068,E,27.810850420098422,C,A,D,0
58,65+,No,Heterosexual,A,B,-55.67766006526617,-109.29690701053984,205.8376736294003,B,D,14.423663485417052,E,-17.397492742082033,C,20.1164508127331,D,A,A,0
91,36-50,Both,Homosexual,B,E,45.6265441908288,-94.98649753223609,78.74564184227411,C,D,111.08223614577398,A,17.83006083823426,B,-49.846154145349786,E,A,B,0
86,26-35,Yes,Heterosexual,C,B,49.68131163181806,-157.26796496385808,-87.05205464780738,E,E,19.52394790581109,B,2.119205626365887,C,10.085993995890474,B,E,B,1
70,26-35,None,Heterosexual,E,E,136.95905392236983,-98.14429639520819,-10.345224958806616,B,C,241.5387830658648,A,-154.48596185018363,E,21.256090480491395,E,B,B,0
65,36-50,None,Homosexual,A,D,-4.735541333046865,39.668055203967576,-52.08514278549431,B,A,-119.76200052502999,D,-22.57093592871303,B,153.53107980117582,C,D,C,1
82,26-35,Physical,Other,A,C,252.38385586906497,186.568589496857,-211.66299537795595,E,D,122.77719351327544,D,-111.742293310942,B,108.73922332944667,A,C,E,1
40,65+,Both,Heterosexual,C,C,81.5001590608023,-28.83689576887651,-72.41590188407307,D,B,94.1398679958345,A,45.62417733257503,D,-75.99672811611985,B,E,E,1
57,65+,Mental,Bisexual,D,E,20.37417908187852,34.11795761707487,122.20387109542807,D,B,-63.27113805015658,D,6.787845428341859,B,-26.972666120185774,C,D,C,1
56,26-35,Both,Other,B,B,-10.205858462260553,-23.903543509133847,-194.50032281763663,D,A,-57.606717833689224,D,-156.99861327961366,A,-140.40191512188554,C,A,B,0
49,18-25,Physical,Homosexual,B,B,31.994718913501025,-36.73754997335328,-47.71426910155992,A,B,-203.30247522639726,C,127.2655651729091,D,-4.350107871638399,D,C,D,0
63,26-35,Both,Bisexual,A,B,-41.9470634172874,-168.89797045011508,82.31129808451236,D,B,21.964690694030537,B,-82.41433538753978,D,-20.024581899073755,C,B,A,0
23,65+,Physical,Homosexual,D,A,93.95171353129962,181.64360131983383,-73.48147563140824,E,C,61.72675369726176,A,-141.03415712634444,C,139.52154444788775,A,A,C,0
43,18-25,Mental,Bisexual,D,C,111.5237691341777,-146.51778304633717,179.73932646263023,B,A,188.7848252811223,B,48.35091639238265,A,26.943578969690574,C,E,A,0
66,18-25,Mental,Heterosexual,A,E,-56.37180638601369,150.3117983494335,62.886548674726086,D,E,53.48949468369578,E,-127.73979515544642,B,-68.88940524518303,A,B,D,1
23,65+,No,Heterosexual,A,B,1.6054502041886947,-208.82790115685538,-48.70843342254085,C,E,250.30548113671222,A,-122.1605272429434,E,-58.451326083293296,B,B,B,1
70,18-25,Yes,Heterosexual,D,D,126.98545806323453,79.5150068533996,-67.9272623653137,C,B,17.66238748895916,C,-25.873396850903603,B,50.691288219390465,E,B,B,1
98,51-65,No,Heterosexual,E,A,118.19067451466887,19.244792047212133,-8.305295963767618,C,E,-197.5051688405121,D,219.98471310581618,B,58.92480664042756,A,E,D,1
63,36-50,Yes,Other,C,C,30.57492037529739,-82.30419255925624,110.27198931112541,A,B,-256.3114685459086,E,54.376546844863874,A,132.02380983107096,A,C,A,1
50,26-35,None,Bisexual,D,D,-87.28792886907712,-130.28046847101103,-65.43139390190152,A,B,-121.17695638656807,A,-163.11171294114556,D,30.329780854327186,B,B,C,1
96,36-50,Both,Bisexual,A,D,-119.9131044223954,136.33272214765046,226.41342833243243,A,A,-18.84672130690089,C,131.46385166527034,E,-46.84164794168101,C,A,D,1
62,26-35,Physical,Homosexual,B,E,-35.2153091980791,-182.42770885304245,-5.428663026229328,B,E,-47.4590111344387,C,-7.58909091612579,A,64.13107861857061,E,B,E,1
37,51-65,Both,Homosexual,B,C,0.3917673966111225,32.65200808799263,-10.598168593805333,E,D,-132.14577038184262,A,81.02000985771558,A,46.18575943688633,E,E,E,0
79,18-25,Both,Homosexual,A,D,20.63398275249647,82.04503024530136,-171.01472525065532,A,A,106.4285813467585,E,32.57350488811521,C,-46.86081856667311,E,A,C,0
70,65+,Both,Homosexual,A,C,83.1643083569482,-65.72840950935064,68.81676380474214,B,E,-42.71970015069147,C,-6.9750268394481045,B,42.65482792726618,E,D,B,0
77,26-35,Mental,Heterosexual,E,B,-30.792443695201783,-58.687471112340816,40.06919489694535,B,D,148.68887439058147,C,-54.50945384768397,D,199.32218297353407,C,A,C,0
99,51-65,None,Heterosexual,D,B,-28.39884412483597,106.34393645232525,-92.9124089418565,C,C,-141.2119206483341,B,-60.60569541013536,A,34.72134297896996,A,E,A,0
32,26-35,Yes,Other,B,C,47.08779275262125,-109.16183621905193,-76.98468722412726,C,C,99.23168177194152,D,-79.33838252875452,B,-36.526511111406876,B,A,D,1
44,26-35,None,Homosexual,D,B,-10.671627872473715,-81.12855569838734,62.549168272192965,D,A,43.628471906937435,D,49.650516676953934,E,153.350369168491,E,A,E,1
82,26-35,Yes,Other,C,D,42.24565278043411,-177.96976524720776,83.2547428730254,B,A,94.55953148029646,A,86.1963019871099,A,-146.13885181562958,E,C,D,0
96,18-25,Physical,Heterosexual,D,A,68.08102441819037,-71.59363417834425,10.513910173804282,E,D,243.38150072013684,A,-67.56146324630095,B,161.34761954394526,B,C,E,0
40,26-35,Physical,Homosexual,A,E,49.326430011267256,-92.21709291512774,50.84064095867835,B,A,15.57551128071486,D,112.16986146956702,E,25.427803205827903,A,E,B,0
81,65+,Mental,Heterosexual,A,D,149.0893567070067,63.40527216222155,117.06858727097385,E,B,61.14594069297616,B,-47.65460405992138,A,8.826759751425316,D,E,B,0
68,51-65,None,Homosexual,E,B,16.85128887466356,15.749277320088042,-12.764288902207996,C,D,11.648976971762712,D,161.46590095311527,A,-60.93996353445421,D,D,D,0
98,65+,Yes,Bisexual,D,C,-60.202933544228756,-46.950550393190156,-20.12328666172463,A,C,-65.57169464850432,E,-42.002951835731345,D,-82.46270503558287,C,C,D,1
29,51-65,Mental,Bisexual,D,E,-63.476986664549884,-30.178729122521197,-129.1063317249358,C,A,-198.15015937269712,E,19.83713299672594,B,-0.7707813548805836,A,E,E,0
47,36-50,Mental,Other,B,D,-4.857049358361176,-2.4045919766725397,256.3178393827876,E,C,167.38806057978806,C,-131.96198045240698,A,-260.9403055541085,A,E,B,1
42,51-65,No,Homosexual,A,E,-159.50095891179203,-13.310892432252993,-90.17101685716888,B,A,-7.466931300445186,C,-179.4213907029202,D,69.55274196384892,E,C,D,0
76,26-35,No,Homosexual,A,E,-1.365622026523767,-92.65178276167914,2.060762275023391,C,B,29.96439189663574,E,-36.04525276665627,E,-199.33629979710025,B,B,A,1
38,51-65,No,Homosexual,E,A,-47.50396943564336,2.3502434723379566,-50.47187243029392,C,B,-97.3554522264842,D,-41.992521760334114,A,-50.348209677600885,C,B,C,1
21,51-65,Mental,Homosexual,D,D,-87.98024451105768,61.9667607090717,75.12120666939714,E,A,138.84442509133308,C,-249.94758923480708,B,-6.378475618556621,B,A,A,0
25,36-50,Physical,Bisexual,E,E,25.226138114638875,15.22915037609724,40.075672519591926,E,C,-51.011282386031674,A,-5.430775474939338,D,46.786221472926556,B,C,A,0
93,65+,No,Bisexual,E,E,7.075398287045559,-13.277283340209156,-238.28516316352827,C,E,-53.9791819080238,D,9.12563838338203,A,-8.38156251359262,E,C,A,0
45,65+,No,Bisexual,D,D,16.445503953492793,59.76006904199429,-104.25854541802137,A,C,-6.448933256658754,A,93.83060020546606,D,-20.908927326767333,C,D,B,0
72,51-65,Both,Other,E,C,-104.0556424291879,-72.12526994720048,64.9913271866451,B,D,-40.257493825746344,C,-10.443123971877117,E,-118.93285059779272,B,D,B,1
82,51-65,None,Heterosexual,D,A,-31.98800666718749,134.32261284106548,175.97620104604013,E,E,-68.8928756402678,C,96.09981801699725,D,-52.231442166749595,C,D,A,1
32,18-25,None,Homosexual,D,C,-182.30171249450865,-77.50510262117479,93.96456909373047,C,C,-39.70191513670231,D,-220.7508564728148,C,-73.98669271413699,A,E,E,0
81,18-25,No,Homosexual,E,A,10.01994424906156,-248.11782252708446,36.50893118963259,C,A,55.05012993146341,D,197.14207919038566,A,-61.85067813544879,B,D,E,0
71,65+,Yes,Heterosexual,C,A,-112.11011176295469,240.06960184864135,-11.85699349930298,B,B,-39.41263107451826,E,56.847706554117835,B,42.87181994974009,A,E,A,0
28,18-25,None,Homosexual,A,B,-8.436487877694328,57.44364250473593,-104.87032701648029,C,B,-65.07401862506094,B,112.8484606843475,B,39.96345759965905,C,D,A,1
78,26-35,Yes,Bisexual,C,E,23.670960749597768,-57.72722642402714,-11.66240358367016,D,E,-102.377512197058,E,196.44032067337474,E,21.643654229336153,E,C,A,1
56,26-35,Mental,Homosexual,C,D,-116.10313055210494,3.5384241472022215,26.647178423332573,D,D,-152.35112528331373,D,-21.736639019133463,E,97.77281318963507,D,E,A,0
20,51-65,Yes,Homosexual,D,D,23.04223083423857,48.78406112724388,-28.017974060561844,A,D,15.175647182728067,B,-70.2843411657747,D,61.3966794951357,A,B,E,1
33,65+,None,Homosexual,A,C,-6.5200396826119515,-9.867326570168885,40.36712049997858,D,A,-87.42914212351815,B,-29.828683255235944,E,114.78786412214991,E,E,C,0
39,36-50,None,Other,B,B,40.529362868711544,69.60609637190878,4.452152144854736,E,B,-120.6163869118803,E,32.33575244790086,C,73.09883746460586,C,A,A,0
57,36-50,Both,Homosexual,B,E,121.39905175609016,-9.454792026092965,-135.25860409953577,B,A,21.192688148360645,C,103.14187612009391,A,-112.71115099580291,B,C,C,1
96,51-65,Yes,Homosexual,E,B,95.5869402672587,-187.36156013770687,31.404034555099123,B,B,152.55544364515262,B,-54.26647627011446,E,16.672663890517754,C,C,E,1
42,65+,Mental,Bisexual,B,E,7.473977010074316,146.83192871906823,138.88192511664195,B,E,-48.07813900016807,B,25.265088325126456,D,216.16671551749724,C,A,D,0
33,65+,Mental,Bisexual,E,D,159.29560196088696,63.210025744174715,36.02134208973781,E,C,264.07461585317276,B,14.612781408039572,B,-108.44317447684834,A,C,E,0
59,26-35,Mental,Heterosexual,D,B,-86.13305933987498,-52.396900578141945,-86.40782731128571,B,B,-112.03897994632189,B,109.46919005345315,E,48.37085343601602,B,B,A,0
71,36-50,None,Homosexual,C,B,-137.68645840409954,-88.40446916424429,-158.40848634965556,C,B,-22.352780077742263,A,145.35623091902497,D,-107.55206732425798,C,C,A,1
33,36-50,Physical,Homosexual,A,D,45.96942475565303,53.92161259839583,23.949597216352743,B,D,-35.718584949214794,C,150.40950427009798,D,87.83834684757366,B,C,D,0
39,36-50,None,Bisexual,A,C,70.3678154868828,-74.14335393757533,-116.32310368457432,B,E,-34.28541811303212,C,20.38788309334467,B,73.27375703353087,A,B,D,1
