country,religion,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Hindu,Single,7.6103238973682625,D,C,138.69120494172915,B,174.90809651212913,D,-106.15723168258168,-185.31649352400774,B,E,-166.18682055682027,A,B,1
US,None,Divorced,74.41945442297559,D,A,23.091657543382425,C,-76.56390012074267,E,-186.04749968249038,36.59275113796146,B,B,169.51069638003526,D,E,1
Other,Other,Single,-59.60964488899588,B,A,105.1109960148792,C,280.106024381336,C,-6.5527214616240474,-81.34983370903115,B,B,136.52797653789924,D,C,1
UK,Other,Widowed,97.96057875880035,D,E,-25.01303655952626,C,-113.91492054578227,A,41.939187396268686,-107.98296503867381,D,B,-18.69111173367616,D,C,0
UK,Muslim,Divorced,145.68139531092626,B,A,-32.256361511341524,C,-43.18910403173027,D,113.11067393948713,-71.3978646209564,A,D,67.0801515638846,E,E,0
US,None,Single,-87.40627537232612,C,D,14.39089381092161,A,-82.00880511084688,C,-197.60587480719857,-119.96261762921247,B,D,130.3206659414485,D,D,0
Other,Other,Divorced,-134.3542951457604,B,D,-57.99486214059334,E,78.65969988649498,B,-18.166235954411224,18.70642123982538,E,B,-178.0271701915667,C,D,1
US,Buddhist,Married,12.302879705947309,D,A,-45.468390323852304,D,-52.28554740542312,B,-31.905633526186396,188.96404077507978,C,D,102.76308260973002,B,A,0
Germany,Jewish,Married,-72.50798287817216,A,B,19.48319365207424,B,65.61058427922208,B,19.959714979953773,0.7007823601270275,B,A,-97.61990217594689,D,D,0
Germany,Christian,Divorced,16.781407841294435,E,C,21.196705761782127,A,-16.580406575049047,B,21.916098239441038,66.32479974448438,C,C,11.736110939546158,B,E,1
Other,Other,Widowed,99.43663185084273,E,A,-1.059108762415178,E,60.83352556071324,E,-0.9021598398672303,-41.099619418689805,B,B,188.32635168236976,C,D,1
Other,Hindu,Divorced,-38.41347807129488,B,E,69.0399235069769,D,77.63475418857364,A,10.958092311734132,51.93962372443194,B,E,74.44213842838086,C,E,1
UK,Jewish,Married,201.8349722313059,C,E,-27.2449578712934,A,71.82125264143293,B,198.5408795811903,-19.57557344824303,E,A,-167.01976055319062,A,B,0
UK,Hindu,Married,54.65853947437763,E,A,-41.488919430237736,D,-24.241198655716303,D,-211.43342783773718,101.13476567615199,D,A,9.050727635348686,B,D,1
India,Buddhist,Divorced,-197.2271643220085,E,A,-79.47346583589271,B,30.978938227734737,B,-162.8848313484333,140.2225358106573,B,A,-111.88449118618327,D,B,0
UK,Muslim,Divorced,-93.37742725927308,B,C,-103.70787058635247,C,-30.618734314063133,E,-101.89074467865056,39.84428618967408,D,C,-201.58555286142615,A,E,1
Germany,Muslim,Married,25.58434370585324,C,E,164.0513211936766,D,-154.67939595466353,B,-33.41167244075072,57.20910282629953,A,D,-19.28423410758427,C,C,0
Mexico,Muslim,Widowed,105.86536251341488,E,B,-167.05287231071736,D,49.68773251390156,A,-1.4263600118068667,-143.35577566321086,B,E,-222.09043976452688,E,E,0
Brazil,None,Married,25.405675490084555,C,E,-81.32792829438054,D,-52.11659110648973,C,93.14991839737986,-3.159632506997201,A,D,54.75955776910292,E,D,1
China,Buddhist,Divorced,160.76016105071184,E,C,-1.6045719380585985,A,-30.191211646338594,C,-37.48971580469934,87.48466725747612,D,A,106.11227308841194,D,A,0
Germany,Other,Single,19.62372667594427,B,D,5.372262501807718,A,-0.4748048762540034,C,26.181459973005705,157.58418731425746,D,D,-172.45072533711144,B,D,1
US,None,Married,52.81120623490262,C,D,129.44414687303325,E,-196.99566175802767,B,-212.42412052550935,2.4383553396893145,A,B,-220.2580105078238,B,E,0
India,Jewish,Widowed,84.6523647121657,A,C,52.99285589480346,D,-315.5370053389589,E,-38.272248987962854,-122.60688351210976,C,E,-41.48453632963774,B,B,0
Brazil,Hindu,Single,114.29333982631798,B,A,23.99784953305904,A,103.91821667579298,A,39.08545191477689,153.0308363648642,E,E,68.77040011031195,D,D,0
Mexico,Christian,Single,65.30996396708925,E,E,-12.60166004259006,E,101.24015282378467,B,124.48725398643666,-167.4741429870672,D,B,13.644467750006365,D,C,1
Brazil,None,Widowed,147.00122291465433,C,D,49.94342651614565,E,-95.81323334922293,C,105.75791349173667,-183.3680237497584,D,D,-45.13518414168838,E,E,1
India,Other,Married,-10.553383117690272,C,C,-68.69109089466284,B,-99.36250172960695,A,-145.43185281903078,53.94186263122205,B,C,154.28352533720647,D,D,0
China,Hindu,Widowed,5.005552653212858,A,E,-147.42902722791825,C,-43.412574703297736,C,-100.16370154784708,-110.80728592497285,A,B,-64.92720261662424,E,B,0
Other,Christian,Married,-56.39459964763059,E,D,-152.3462471882528,E,91.01500581575593,D,75.03789516667892,46.1287390024483,A,D,-69.79893769059086,A,E,1
US,Christian,Divorced,-77.75250521217028,A,A,-90.77659516284847,A,160.22669748062913,E,61.61707609056697,105.48621233826007,D,C,-271.85646384899786,A,B,1
US,Other,Divorced,0.5532192092055774,C,E,186.8505746410676,B,56.04580802649427,E,42.81462026513165,6.611594204856325,B,C,33.39885988928324,B,C,0
UK,Muslim,Single,-54.402261169499745,B,D,80.5146452151001,A,4.94433122933629,C,12.120986069305474,83.98316962730864,A,C,42.56443551922445,C,C,1
Germany,Christian,Divorced,-24.908138687872277,A,D,10.993454560125961,D,-82.38194671848191,E,17.020566613813397,72.10364538156243,A,C,106.34288288519542,B,D,0
UK,None,Single,12.285150864020276,E,C,102.94525775617569,D,23.849396808041547,D,58.742793060731536,26.719893424913842,A,B,-104.08834221655677,D,E,1
China,Buddhist,Divorced,-10.989695724200981,B,C,-61.21064731274317,C,-174.65068161087666,C,149.41999482375303,62.07569759689776,D,E,121.75390637074206,B,D,0
Other,None,Married,-80.20791897414551,E,B,24.609027675234742,D,111.72799130238953,D,-0.7443404764130754,93.85785539189203,B,D,209.65989790757396,E,C,0
Mexico,Christian,Single,83.96182491647546,D,B,-87.64208876716002,D,-46.79720089383259,E,-48.730112176299656,-185.1885546759039,D,D,-12.1238745992996,D,E,1
Mexico,Jewish,Single,18.282744272144043,C,B,-65.95557224430937,A,-96.32732889857746,E,-60.96233097395489,-155.3922719303532,D,D,61.65988273234465,C,B,1
Germany,Christian,Married,-22.205839569878087,B,D,99.64995716694862,E,67.77017313704896,B,14.34463997040249,-59.57833940215932,C,A,62.13262768954536,A,E,0
India,Muslim,Single,203.84370796442525,E,C,-94.77078211871553,B,-74.25015130646602,B,92.01991005073037,22.850994150208088,B,B,-155.9773014108127,A,E,0
Brazil,Buddhist,Single,-79.34702790657735,D,A,-12.56392701141446,A,145.7980217138043,A,26.03377953228611,-202.0406961762038,A,A,-6.043892364124064,D,B,0
US,Hindu,Married,-67.99202669648197,B,A,-7.508861940193906,A,90.63977960799664,E,-106.81351107162568,32.37526312971874,D,B,155.89101868770797,B,D,0
UK,Hindu,Divorced,82.8289649804388,B,D,223.6891775839319,A,-118.42741815802798,C,172.11027631728524,-27.12216702118514,B,B,37.00077078475486,C,B,1
Brazil,Muslim,Widowed,-151.5962393934172,E,B,24.233144057270632,D,10.221386099773504,A,143.13116315181045,-63.837491186643504,D,D,-107.45405243793873,E,D,0
Brazil,Buddhist,Married,54.921246323150974,E,B,-87.78488991974635,A,28.38504547602696,B,-144.93725876854447,104.67660771274399,E,C,100.90121970975379,A,B,1
India,Christian,Widowed,-29.236674365990616,E,B,-57.7891874196117,C,90.86229938811088,B,-36.411949768775386,43.05833561854102,D,C,-155.95182486275274,C,B,1
Mexico,Jewish,Divorced,-144.89014742806486,C,C,40.10100925042535,C,-9.291122377906502,D,49.33518921697985,14.931198666699085,E,C,128.78973691247694,A,A,1
Germany,Hindu,Married,-193.54790219990724,E,C,70.64110096922414,D,-33.933642970109204,C,-102.19032509033016,71.0216709219598,C,D,-61.701725357774336,A,D,0
US,Christian,Single,-106.41962065573662,E,B,32.53780847443567,E,-24.160096206936473,C,46.08779615388883,103.84410963303199,A,A,-180.27129980787953,B,A,1
UK,Other,Married,-31.62686157673578,E,E,52.91171485803733,A,-6.6793542883637755,C,101.58340464895595,-105.2844199062096,C,B,57.62524035917593,A,B,1
Brazil,Muslim,Single,257.62449039189613,B,C,-84.24172798344813,C,18.522658132203034,E,-7.339887896237215,87.30761225386387,C,D,125.979227896867,E,B,0
Brazil,Buddhist,Divorced,-160.94161254303125,B,B,-82.77719217138169,D,-67.85628156226063,A,-6.108413901139299,-56.23373158677786,C,A,-205.31349703910826,D,D,0
Germany,Christian,Married,-74.69196871020645,C,B,13.447014929675177,E,3.222351807100568,A,-55.70966585306596,-54.3595706112538,A,D,-128.28374403451897,A,B,0
Mexico,None,Married,-213.05182811786446,C,B,-106.43929972790527,A,-56.64424044322291,D,63.66483137030644,141.9621473549533,D,C,2.958381629524522,D,E,1
Mexico,Hindu,Divorced,158.00292004353074,E,B,47.94182074747377,D,-10.529700322680444,B,-24.332123516369013,107.4025857629602,A,C,104.81722781098797,A,B,1
Germany,Hindu,Single,31.030761736943326,B,D,116.03254874215017,C,-10.910636015382448,D,-71.14668515516969,-32.145944943631584,B,A,129.6917875312384,E,C,0
Other,Jewish,Divorced,-109.81169164730011,A,D,-148.15882598353966,A,66.75112930926548,E,-175.3878498868443,43.28431158663817,D,B,8.614980750901065,D,A,1
Other,Christian,Divorced,1.1996629152667448,D,C,111.59440725891261,E,130.02202360115655,D,-41.611550006297286,-149.9892176784224,D,E,8.965770031662785,B,D,0
UK,Christian,Divorced,-153.1314373700107,D,B,-65.85136135042545,D,-206.68137180899197,E,-54.065737034247185,-57.66430941557527,E,D,-142.6358593894019,B,A,0
Mexico,Hindu,Divorced,-0.28765033317958705,B,D,18.577153499521458,A,94.12094419263305,C,-23.070275876687806,51.0306044437,C,A,-133.8391178566823,A,C,0
Other,Christian,Single,45.25685948853208,B,B,75.91468536426922,A,152.77692778464615,B,-6.771976523400849,3.3307383912028405,C,A,-92.23063117668676,B,E,1
India,Muslim,Widowed,57.30079934655067,C,C,107.13709292864996,C,107.07716683173747,D,65.17189874680123,131.93532371033376,E,C,-121.7511340781144,C,D,0
Brazil,Christian,Single,197.29799618964802,E,E,-40.16017733354732,C,-61.852418960401536,B,27.27013260136847,-104.07633785695293,C,B,178.65479836713112,D,B,0
Brazil,None,Married,-52.89311932103028,D,C,-44.80519239569376,E,-145.2959324804849,E,-70.15470883504594,-180.37492861404155,A,C,59.92824702069519,A,C,0
UK,Jewish,Divorced,28.259087609985674,A,E,100.52394211260341,A,-77.52837990235476,C,-36.403151790351615,-16.392382006392655,A,B,-199.32325066430136,E,C,0
China,Jewish,Single,-33.04196961533327,C,C,-143.05700944353063,E,55.95932525559555,C,127.7184545660212,54.97301129882032,A,B,78.03480986629569,D,E,1
China,Christian,Single,-119.69735491511719,B,C,-109.84524893632886,E,-163.16034017963813,C,-63.0088913714677,-105.52849274152258,B,B,43.26445352879295,C,B,0
Mexico,None,Single,46.77717645403407,D,A,22.38640735239769,E,17.01378135501866,B,88.36531304442153,58.151241402285635,D,B,119.57579035934947,E,C,1
Mexico,Christian,Widowed,123.30426467769273,D,B,35.14405558233729,A,70.70351691603382,C,19.669818306037985,-66.02669836417961,D,A,137.56324705096407,D,B,1
UK,None,Divorced,253.22286555651687,C,B,48.96033170830125,B,-306.2109451345009,A,12.604226788807898,99.1819584380617,B,C,-26.012341167109426,B,C,1
Mexico,Christian,Single,-58.495428197868385,E,A,136.8236922285285,D,-132.88916351260187,D,104.76406817068423,101.18820851235952,A,E,-12.3054863103747,B,E,1
Germany,None,Widowed,-25.029500663887266,B,A,181.47957824247493,B,-185.7748371167785,A,3.6259209242394883,-78.91041025273634,D,B,276.34872122166223,D,B,0
US,Other,Divorced,-73.61880115735018,A,E,60.591724030479966,C,-84.09318861044702,D,53.69571678765983,3.842417232215011,C,B,55.974570133542365,D,C,1
UK,Jewish,Widowed,-23.59206588529517,B,C,123.07052771445055,A,75.54497824956671,E,-49.671525880681905,-10.918093185844025,C,E,-63.16977901051758,A,E,1
US,Buddhist,Widowed,-9.680019175379858,B,C,-71.86907239325501,C,-272.66877913322463,A,-12.23858033082785,-27.871451906682733,A,D,73.51781159900429,B,B,0
China,Muslim,Divorced,21.359429022614428,B,A,146.3057719265321,A,-48.17436900988357,B,104.42232636573969,61.27486474982733,D,E,5.605276637121135,A,E,0
Germany,Other,Married,125.4699917888881,B,D,-176.11810544614556,B,86.3080461962202,E,2.243345893977437,-33.91679441625971,D,A,243.77673048010132,E,C,0
UK,Muslim,Single,61.90541308880729,B,B,-35.330153664216624,E,126.9617194443656,E,44.78559994702006,-85.66820684212,D,C,-95.02534801255712,B,D,0
Mexico,Other,Divorced,-9.757899099540715,D,E,94.02463425315138,D,-74.68066494836103,A,120.31937333369179,194.22399228227175,D,C,194.14794480126142,E,C,1
UK,Other,Married,-57.843929752584856,E,B,86.54423657025065,E,58.93116956994437,A,143.91922606917527,35.29423627570011,D,B,-110.08340985950215,E,A,1
Mexico,Hindu,Widowed,29.51330502389301,E,B,-204.72659750298692,C,67.28702276765391,A,153.24393235028396,-62.44097785009101,C,C,114.80079026167991,C,C,0
India,Christian,Single,39.505341743830975,B,A,46.87074758566024,D,123.31342054620936,A,-10.77319886342207,43.636434062014544,B,E,-95.87751328461117,D,D,0
Germany,Hindu,Divorced,164.24187312913543,E,E,141.0891856323026,B,-41.13562341619151,B,-281.5712533370309,-18.593137830496943,D,B,-28.104291013496223,E,B,0
Brazil,Christian,Single,160.97754775528824,B,C,12.742952623813647,B,113.94721695020445,B,16.591119220161705,-10.896901636580512,E,E,-89.50249948873558,C,A,0
Mexico,Jewish,Divorced,-121.01310128963965,B,A,-32.91629358802257,A,22.765657967354684,B,-116.20849960629056,-32.763844655548155,A,E,-223.37821478791477,E,C,1
Germany,Muslim,Married,-3.3134035960863306,A,A,39.79970921702872,E,-72.29810883867759,B,135.11651041145936,-124.83956396747855,B,D,-18.047250736096164,D,E,0
Germany,Muslim,Widowed,-160.82132871888857,E,E,-51.118684926290825,D,48.47683340754625,C,73.93059087366564,33.55957404227195,A,B,56.197225945120266,D,C,1
Germany,Jewish,Married,-30.522403743870075,B,B,-27.814557293751506,C,71.51780694713274,E,-26.645924065951032,-30.59283406461988,C,D,-69.62317790207409,A,C,1
Brazil,Buddhist,Married,78.7754914381438,B,B,-98.41173374168058,E,64.31058371854796,C,31.50149108966369,60.43643941903336,C,E,-37.00187738889834,C,B,1
Other,Muslim,Married,-180.6867822463968,D,A,7.887281758314595,B,-119.47823764990677,A,170.57213600741468,-189.7532982408584,A,D,-143.55248992431555,D,E,0
Mexico,Jewish,Married,-67.83097996574863,E,D,144.08103328757272,B,-31.78648402232757,A,-106.63326979081766,-45.72475974197891,B,C,-62.61528124736018,D,A,0
UK,Buddhist,Divorced,144.12651052294106,E,D,-115.05166369945228,B,-181.93522566214116,E,-78.7867430026631,71.75400338488281,D,B,9.680091445324832,D,A,1
US,Christian,Divorced,79.7346290495412,D,B,-116.04965601778743,B,66.530493694079,A,133.7832132657179,317.95527029312404,B,E,41.979008242039036,B,D,0
US,Hindu,Divorced,3.5081437882869446,C,B,112.39532263207062,B,48.19696175384785,C,-165.3472389551264,-132.99831669450634,B,B,-257.68051940319145,B,B,1
China,None,Married,62.79298845020526,E,E,111.31977404487385,A,106.41337039307273,A,135.49482530127776,17.28756195245192,C,E,-105.89734350140904,D,B,1
Brazil,Hindu,Married,16.96477205116251,B,E,89.85523018748474,D,-17.548653841271175,E,2.7139518838470846,-42.16709559133868,E,C,-16.00860786237808,D,A,0
Mexico,Buddhist,Married,-76.84136124214317,E,A,-88.2480136316166,C,133.55534598732146,B,-40.447968475174804,12.29550696751229,B,D,301.60614453990473,B,E,0
Germany,Jewish,Single,43.74188357736378,B,D,10.984542996829951,E,138.2101545748886,C,42.42288818946662,-172.7286700735635,C,C,-72.51013908263289,A,D,1
Mexico,Jewish,Widowed,123.2512524852047,A,D,49.43827792052046,B,157.31047311696432,D,-107.01596725767635,-115.29464622905594,B,D,31.933726836523636,C,B,1
Other,Christian,Married,-159.60094277566571,A,B,56.861599032077805,D,-117.18343721073757,B,106.15257264391562,-109.63843972166536,B,B,-150.89357881627373,A,E,1
Mexico,Other,Single,79.2880443077664,B,B,-20.686787452953624,E,11.59863052889166,E,-7.220708700396695,97.27113577666077,C,E,-102.40627408313074,B,E,0
Other,Buddhist,Single,151.30532872257456,D,D,87.59259654216028,D,20.94735323279735,C,-52.07312305550387,-131.3085557939654,A,A,-110.37822509635129,A,C,0
Brazil,Other,Divorced,106.33583703136841,D,D,136.74080133899332,D,-23.014378015662196,D,-75.79906923784596,-99.82788756901047,B,C,-2.4600325814397355,E,B,0
UK,Hindu,Married,16.0210439042659,E,E,31.01259609285555,A,23.892418587064782,B,0.7744509345959626,78.86168085696754,A,B,124.38194382504662,A,B,0
US,Hindu,Widowed,19.215924566588267,E,A,19.021083105418956,B,-161.3698824053008,C,115.16409227533129,-25.99556434362119,E,D,127.21110447972049,E,C,0
Germany,None,Single,1.0437407105755618,D,D,174.34634753910157,D,68.96633465044863,C,-120.65664671212784,35.64255780269226,B,A,-69.2909426206208,C,A,0
China,Muslim,Widowed,-50.5795366970822,A,E,35.63420917503273,D,64.15191833051546,C,20.74130105573634,9.653477226613342,D,B,-27.466255690383623,D,D,0
Germany,Hindu,Married,128.83617333721477,B,C,-71.2212128311875,D,28.12745082395609,C,-4.148246012401239,0.5701418705939787,C,A,-1.6570554667592556,A,A,1
India,Christian,Married,-2.8881762112687652,C,B,23.179985292438406,E,-46.47815408855529,C,-52.574071661466505,169.25932315050687,E,A,-73.76757444834675,E,E,1
UK,Muslim,Single,0.5199179632508372,A,C,164.79216748270514,A,109.76961851000529,D,133.85919238573422,133.18669188701702,B,C,129.46500457352025,E,C,1
China,Buddhist,Divorced,147.76033196738462,D,C,36.57990669979091,C,39.05496077916988,E,-87.76354884620487,-121.62852870202545,C,B,127.80280434960774,E,B,1
Germany,Muslim,Widowed,175.80702727247618,B,E,-27.034633053054485,E,130.18184104964345,E,121.44187977219512,55.18006851448796,A,E,104.44786935118763,D,D,0
Other,None,Divorced,63.48820051878804,B,D,56.46937038814599,A,-44.09151388473795,D,101.6681506310251,38.825912143970086,A,A,-55.90847716209868,B,A,1
China,Christian,Divorced,-105.47567975647605,A,A,5.133335934850498,C,-182.08717581122374,D,81.3957871006454,236.1581356356419,C,C,170.98852907227885,A,E,0
China,Buddhist,Single,-83.29179962219453,B,A,-35.087558621225384,A,-73.81381239739805,E,106.63640200587272,106.08561420219273,B,C,-89.37774967591943,C,D,1
India,Buddhist,Single,-20.52492014448667,E,A,1.499499920858494,B,78.87718218728047,A,78.73332133909871,36.268214179720665,A,E,91.47244551953244,D,D,0
China,Buddhist,Widowed,44.192532581523565,B,E,195.9031908564254,A,-3.144891619673768,C,110.099989674524,20.626056221218175,A,D,-116.00328159406112,E,C,0
UK,Jewish,Widowed,-59.477292862029444,A,D,54.73828233795771,A,25.408060216096345,E,-141.18396054828727,-15.864811356252195,A,E,-94.9878653783575,B,B,0
India,Muslim,Single,38.32371343179993,B,A,105.831286929516,D,-111.1357481383427,C,-30.580073962883414,-84.21909049250085,A,B,40.21471960297705,A,C,0
Brazil,Jewish,Divorced,-132.64455117536806,A,C,103.44492615972132,A,-7.822140057804485,A,-19.20775804419114,-32.650123006047274,A,E,-56.13785961305089,C,B,0
Germany,Muslim,Married,-76.4846341323935,A,B,9.13160382925995,B,-32.9025104518334,C,-63.38807392135363,-37.78483164334467,B,C,-60.63386089904241,A,D,1
Mexico,Hindu,Married,-18.194818235934218,A,A,187.36657491809297,C,310.5328012487463,D,-22.083533552316563,57.67997816616565,D,E,47.42932070019689,A,A,1
Mexico,Other,Divorced,166.05250940083184,E,A,128.4823136299316,E,19.952971204055288,B,152.80392376188308,-60.8513719567337,B,A,-90.74277355667691,E,D,1
US,Hindu,Divorced,155.00122654848803,C,A,97.88822942000603,E,61.4944481063316,A,-13.699663214861074,-188.65407192438627,C,D,9.306660692992846,E,A,0
Brazil,Muslim,Married,-165.83167620876515,D,E,1.8781007819298212,C,-71.71848463103915,D,-21.62191207777404,-83.85800469931,C,A,-18.197515437954777,B,A,1
US,Other,Divorced,53.603343340520595,C,C,208.45650794696806,B,-175.09963083576397,A,36.631919707556996,117.47011597299566,E,C,-51.12687068498079,B,E,1
Germany,Other,Married,200.18548716983045,B,A,-60.02407383428196,B,-6.850225590232231,A,109.34104774333385,42.21542923195116,C,C,56.446311493110116,C,E,0
US,Buddhist,Married,-107.97789060025289,E,C,-35.560588701600295,A,64.94281947784569,C,87.31777550711854,-34.45401604824496,C,E,-87.28479895501277,A,C,0
India,Hindu,Divorced,-200.41658521862033,A,B,-40.06894368548608,A,144.81207472575065,E,-50.80875980381,-104.70671158655549,C,E,-43.17643377588183,A,A,1
Brazil,Muslim,Widowed,-193.67736479382947,D,A,-85.98905759836177,C,-49.75175646893711,C,114.0520983395985,159.7135043651659,B,A,72.34528393851531,B,C,0
Brazil,Buddhist,Widowed,57.36885728322645,B,B,45.492940414396536,B,-122.69258143058694,C,25.137010536817556,-173.02563502035898,A,A,-141.10781192996356,C,C,0
UK,Muslim,Divorced,-1.830377829529211,C,B,-218.83994312933774,B,45.07655828212444,C,146.33435082980733,78.40144944620843,B,E,-113.22462110569649,D,C,1
Other,Buddhist,Divorced,-3.2198416001752412,D,C,-259.6461787538443,D,-3.7041524627641182,E,-295.7074895633139,-9.881368139063063,A,E,-83.2494607221663,D,B,0
Brazil,Jewish,Divorced,139.66051800781892,E,B,86.55136016241369,B,-2.775917841652271,A,-31.428980809649065,81.55944740977867,C,B,-63.974115584598515,B,B,1
India,Other,Married,201.66533063129458,E,E,-79.0480876166362,D,-11.959686999621036,D,-117.16124018231892,36.81841520090347,D,C,-102.00946328472821,C,C,1
China,Other,Single,-8.633077259266503,E,C,5.101433384083203,C,26.66878744127551,A,-52.54183073419879,130.28902504968153,C,E,-65.0218845444694,D,D,0
US,Jewish,Single,-56.35263216335029,E,A,-120.7786518679461,D,20.979796642463736,E,-47.441611720101434,-122.82487458811066,C,E,23.650518252920673,C,E,0
Mexico,Jewish,Married,-49.213552197639984,E,A,-46.191217354735706,B,115.51871438618487,C,106.55224749397311,-48.27603289476719,E,A,93.92610360480815,E,E,1
India,Jewish,Married,-95.42973334638639,A,C,111.44512049842687,A,-82.44706700623394,E,140.19678179255055,141.63210511570577,A,C,-210.68811546396117,C,C,0
US,Jewish,Widowed,-57.07422401313625,B,D,81.87618059240422,A,141.17447045171545,B,-48.80338840939401,-46.24567513697727,B,C,-206.34217394886122,C,A,1
India,Jewish,Married,45.1773736255046,E,A,-65.60508672082777,A,12.776089746575009,E,79.24550849466556,100.0146896544942,A,E,-87.55460137974127,C,D,0
Other,Other,Divorced,-79.94685658099586,B,B,-22.729156400688673,E,-110.6049002168116,D,-61.65328172111931,-75.43453558202378,E,A,59.66900932757958,B,A,0
China,Christian,Single,-61.37989878962296,C,B,211.60938454599787,C,-24.268178642343614,A,-127.02255081329608,111.74465795058319,B,C,-99.5855804328415,E,D,1
Other,Buddhist,Married,33.24483032643364,E,B,32.06573587449439,D,-81.26922210278266,D,-62.134385694686664,-117.62618366642232,D,C,-26.149976559608746,B,D,0
Germany,Jewish,Widowed,-38.3983503803031,D,A,-183.88849897509985,D,-51.91484817068183,D,-101.77211893464313,-43.999745850164786,A,B,-44.78465957454472,B,D,0
UK,Buddhist,Widowed,7.160788691202397,A,D,18.883297025938518,B,-99.82118288192068,C,94.07982220472432,15.923148849865006,E,C,83.6326993333982,B,E,1
Brazil,Jewish,Married,-192.66433061117326,A,D,-41.53539504081636,E,129.12749350414558,D,22.292884251958604,-46.504826475062124,E,B,48.66444407095795,E,E,1
UK,Other,Single,-74.70380070204297,C,E,116.2153642616006,D,150.2545236938172,A,245.84543351392685,6.252510224881165,E,B,-259.4895959788812,B,C,1
Mexico,Muslim,Widowed,-34.68709891070453,C,B,103.87422348428154,B,-88.84907698545437,D,86.68988867470318,129.59583118987715,A,B,6.50003656561481,A,C,1
Mexico,Hindu,Married,-38.487995576057436,B,B,90.21425295694064,C,-92.66888532843778,C,-105.76411271751871,205.2051896742065,B,D,-76.90147773981322,E,E,0
India,Christian,Married,8.417764262003713,B,C,-126.33831811475793,D,-10.04644748178795,A,77.06837443292119,69.40896382748572,B,E,190.5207167490859,A,B,0
US,Christian,Widowed,-33.50778751044839,A,A,202.1249422062407,C,-23.30299248020479,B,-152.022894284632,-51.75261921841459,C,A,3.157197329780343,D,E,0
Mexico,Hindu,Divorced,150.02298547278957,B,D,-121.84074980646047,E,123.93680475670818,D,-17.620843965443015,-94.05950575121778,C,D,30.247087300392607,E,A,1
Germany,Buddhist,Married,37.065491317647535,B,E,40.164854311483005,E,0.7169596126083291,E,109.64697404500667,-61.36948571349953,D,C,27.643323779887417,D,E,0
India,Jewish,Widowed,54.879896165504086,D,E,-39.817218960058796,D,30.87950743759331,D,-4.42695801399696,13.857183156235703,A,B,-156.0164046841748,D,E,1
Other,Buddhist,Married,-147.31252425837934,D,B,-111.94601052195658,E,-122.31455024417019,B,-231.5415556030368,115.6649312192235,E,D,50.916952711414844,A,A,1
US,Hindu,Widowed,179.46304008385837,E,C,-9.351508520973152,C,-9.736128518936757,C,67.94649845139912,-37.75782611615624,D,D,-72.92870662616426,B,D,1
Germany,Muslim,Divorced,122.26015603831524,E,C,-143.9886360766972,A,-200.85039040786805,E,39.539138575219326,82.77395181577147,A,D,190.0278677891811,E,E,1
Other,Hindu,Widowed,96.0474405060196,B,B,68.39390275152434,E,161.25855647421105,D,-79.20604354299743,-14.049546563385709,E,D,66.02138497403486,C,E,0
Germany,Muslim,Widowed,-227.07263290046865,D,A,23.80401997662195,C,69.35472324294886,D,-58.978261729088096,79.27708469133586,D,C,-3.103872336210568,A,D,1
Mexico,Hindu,Married,-39.53732558203265,B,D,70.50752557145404,A,33.719114464908486,E,-105.8870895275238,-156.48686559331406,A,C,121.25130438277377,C,A,1
Other,Buddhist,Divorced,-76.84115262862626,A,A,86.76499559899564,C,-11.785171401407911,E,97.25017801348896,43.90435895483376,A,A,-23.705543840948756,C,A,1
US,Buddhist,Single,-32.917717552688515,C,E,74.31412808607367,C,-94.38017427005354,C,60.71482565951128,61.34605855408548,C,E,-49.22170121503838,A,C,0
UK,Buddhist,Widowed,168.41117189872787,A,D,25.135989643533247,C,94.32847970502827,C,-1.366857430235833,116.45387645105166,A,B,-43.23380565993621,A,D,1
Other,Christian,Widowed,2.6065387243133897,E,B,80.0560830875686,C,87.25105957795026,C,-44.300060153415025,-161.81697425753003,C,B,114.56963307778298,E,C,1
Other,None,Divorced,167.3338854956008,E,A,18.495209724584967,A,-41.86694660029945,C,64.00732971866688,-209.86590044290642,C,E,-34.48715302838633,A,C,1
China,Jewish,Single,139.7544884076247,E,D,67.3040568367564,B,144.08178518734732,E,4.473810420572667,-123.31826534681048,A,E,107.99938807862124,C,C,0
Other,Other,Single,60.13815753235735,C,D,-56.28622729680749,A,50.24098849852161,C,-53.15447067007195,80.87631215280503,C,D,44.850616366843646,C,A,0
Brazil,Jewish,Single,110.33285762448494,D,D,106.79182051480598,E,111.00377225516478,C,14.291037091174145,78.1313934008213,C,A,21.894899995058847,B,B,0
UK,Other,Married,-81.44386631190577,B,A,-161.93361126031047,B,109.79218529370887,E,82.87458881121827,-65.03336963324519,A,E,17.024849069398705,D,D,0
Germany,None,Divorced,107.1521000487149,A,E,45.236288717914434,D,26.37791231113798,B,90.25832660519232,12.020491527041607,A,D,-11.066817572789157,E,B,0
India,Christian,Divorced,134.79093648793622,C,D,49.89376991234765,A,161.0977354629712,D,51.23149838099439,33.26219578302931,A,B,-22.488586831772015,C,E,1
