disabled,civil_status,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Yes,Married,M,D,E,B,A,A,A,47.01622496178028,-142.50264176411912,73.04365266198872,E,A,C,66.45993796927291,-38.510071172776236,D,E,-200.67325936095455,-14.088495138195483,-104.28855144069216,0
Both,Single,Other,D,D,E,E,A,C,-80.72101373977505,49.94769159059231,-57.00597353070158,A,D,E,3.912951373035356,-111.26864218253681,A,E,-45.49787070292795,-3.299740538769881,-67.92594514473477,1
None,Married,Non-binary,A,B,C,A,D,E,-28.77232303512881,36.17656214133637,-76.20689680878301,E,D,B,-37.67113561398821,63.756307113124336,A,D,-47.28665808538962,-99.96399322963975,-10.53846098322944,1
None,Widowed,Female,E,D,E,B,C,A,127.09680658990605,1.0334488362357046,157.27018519188275,A,E,C,-20.247235900228496,-10.557412345148316,B,D,52.48018153072243,-50.89621141741977,-4.850198619813802,1
Both,Divorced,Female,D,A,E,B,A,C,-0.7839325219171627,-8.586931831618008,-54.76123726589276,C,E,E,-128.83713251546834,54.92909379929096,A,C,-33.695818103689255,55.10572760220326,99.33363643569368,1
Physical,Single,Male,B,B,B,B,C,D,-1.695466837566284,31.872717032355837,56.480217912997546,B,E,C,-79.09389435282873,-3.402183673208063,E,D,143.8199824157662,26.769846981048463,97.79372311163718,0
None,Married,Male,D,B,B,D,B,C,112.71797171209614,58.33497232304129,27.71880039775408,B,E,E,-22.97627259840878,-112.304192284821,B,A,-26.344030480826923,65.2121062394509,52.57380160601176,0
Physical,Single,Male,D,A,D,E,D,A,-17.07550145597673,6.307173788087766,2.9748576314696145,A,B,E,-42.6596510097679,209.27836243405898,D,D,0.7176561308022296,-96.25276675391888,86.60552146869985,1
Yes,Single,Male,E,E,D,E,B,B,127.56072152415913,-43.83084490532201,89.71414035851346,B,D,B,102.7262854401444,-160.93167088255976,E,A,22.2226621054529,159.32393307142186,58.65317477669246,1
None,Divorced,Female,A,A,C,B,D,E,25.438347688101164,-163.97747489051352,-119.88489221931789,E,B,B,-45.2813756604912,-15.894734505966154,D,A,156.05583641256442,-194.2537406518244,245.0641783735262,0
No,Single,M,E,B,D,E,A,A,-92.37690792709995,160.40993774638744,-32.33149020356315,A,E,B,135.53871833186045,27.975105868277044,D,A,55.07173652643551,31.8447653140507,-114.45426398006245,0
No,Single,Other,C,C,A,B,A,E,-71.81268583713835,-122.64357806101609,66.15409312702178,C,A,E,-153.68450559573762,-24.04039320124049,B,B,-13.516432523577807,-216.6156514733396,-153.62266160770847,0
Yes,Single,Male,C,A,B,E,C,C,126.77136925877788,58.52623886942298,11.038908161328628,D,D,E,-33.80519948583973,-364.6939171944846,A,D,91.61132753366749,-36.75257195245558,13.499342571105732,1
Yes,Widowed,F,D,D,B,E,A,E,94.99879239952718,-132.34240065128816,-105.73957005282256,D,E,D,125.04688024385409,-95.56608449312883,A,E,17.326284399835714,-147.60052013090558,-25.09478192287318,0
Mental,Single,M,A,E,A,B,C,A,-43.313834401256884,56.55377412538728,-76.17054231783492,B,A,C,-159.81006903800764,150.18155728076025,E,A,-144.2199071778699,-184.21497657548088,-118.97604151704515,1
None,Married,Male,E,E,C,B,D,A,-3.738000537478608,-54.57244028255439,-150.03954794865092,C,B,C,-180.4771280238592,-33.37054047753802,A,C,1.8717419245261517,-115.96562523299976,57.531612654442554,0
Yes,Married,M,A,E,E,A,A,D,-69.9788520127117,-56.47648065192475,116.58799313759638,D,E,B,96.63691574305247,-13.983477185046272,A,B,-14.680422699387996,-30.664804006178652,-137.78463172552782,0
Yes,Divorced,M,B,E,A,A,E,E,55.394437434781366,-27.496090429807722,-126.64567394232999,C,A,C,-111.30995660931204,-30.831140867200407,A,E,104.6947749894949,133.7283568612577,155.42854904454322,0
Both,Widowed,Non-binary,E,E,D,D,E,E,58.164000224916954,109.25243149506099,32.174400210451715,B,D,A,129.5923782143816,-70.93298697859183,C,E,-3.872776738885117,140.67645854745263,-27.436839027066423,1
Both,Married,F,A,C,D,A,D,B,-0.5576690971839381,80.60956886047197,-36.653873875506996,A,D,C,6.841764823417114,138.58390672813394,A,E,-218.3161016678099,-61.9852148764984,79.61705963353127,0
Yes,Married,Other,A,D,C,D,B,E,-108.74000541613268,-90.71792846797794,-15.810606935066849,D,D,A,100.19996388921236,-180.39966784987192,A,A,6.34502156251286,-99.31455145324206,-18.467137363098395,1
No,Single,M,A,A,B,B,E,E,73.1869286144314,-96.27509072116626,39.057913137434426,D,B,E,-90.23895657183228,-29.450255397248103,B,A,40.0689200745928,140.1830706643045,-233.82066804903104,0
Both,Single,Male,A,C,A,C,C,A,242.97736304747502,-120.63026116263997,-59.60922526833035,B,E,C,-94.20893535366108,-276.2060200673328,A,A,32.46547680603955,133.0432024161059,29.797725928937968,0
Both,Married,F,C,E,D,D,B,C,-94.79718087183242,155.19871842981976,-88.33290823595719,D,D,A,-113.32183686697613,52.06714291933593,C,D,60.630444241154876,86.13257681869378,159.02221964059467,1
Mental,Single,Male,A,B,E,D,C,B,112.93061535544267,-137.50780244453497,-13.88000656490885,C,A,B,-104.61365415692643,-50.495649622618046,A,A,22.89924888259744,-9.096585249985994,-81.77463654382889,0
Physical,Single,Non-binary,A,E,D,D,B,E,84.70297026667205,113.13778915378165,-56.791289086576626,C,D,C,-51.53905154908575,-24.292833402797832,D,A,-3.8490903662498113,40.41420525131746,11.65004684548466,1
Yes,Single,Non-binary,C,B,A,C,D,C,-59.56674089015629,73.28751602700532,-201.48226826736658,B,C,E,54.15444635871659,-72.9388213038029,B,C,-22.962339419479534,-143.53422525120604,38.11280437658064,1
Both,Widowed,Male,D,D,E,E,D,C,-76.80694463689703,91.59908528695843,55.23243853599611,E,A,D,-8.17344580830587,122.8468040275522,C,E,16.576943699528215,-33.693784660280436,-167.97343589134752,1
Both,Divorced,F,B,A,D,E,E,A,145.02827502347367,22.424811900437287,6.612508551461118,B,E,C,12.242657749439912,-35.86203118971569,B,A,69.72658968479165,137.25058195882255,48.14890738331274,1
Mental,Married,Female,A,C,B,D,B,B,67.30955594335842,-168.26090440667005,-20.18775205412139,B,C,E,4.834817019581345,-68.42990281141039,C,A,56.78508482397192,-66.40873984328658,49.42805707016172,0
Physical,Single,Other,E,D,D,A,A,E,-12.425553049511132,47.43227278609244,79.09329403852018,B,C,D,50.11209576540371,80.62389031795988,B,A,233.82583182483052,-128.1490580791446,-47.68599974251106,1
Yes,Single,Non-binary,E,D,C,C,E,E,-143.59194578024113,-12.995485641377469,26.87003183184775,E,E,A,26.415519456172298,-64.45976076121248,D,C,26.7234024675315,-24.78513588761759,64.668248616018,1
No,Divorced,Male,D,C,C,D,E,E,139.35002230365583,196.77547082477076,91.0325906571131,E,E,D,-56.51335539808472,49.997051936876076,D,E,11.435437063999554,168.56628599255194,-7.416705796902969,0
No,Divorced,Male,C,D,D,C,C,D,-106.79258726582293,-163.50315140569677,99.99171227137741,B,A,D,-176.95666110753643,-181.61819418120388,C,B,-25.413280361305045,-2.871623113212279,-63.34028813918603,0
Mental,Divorced,Other,D,B,E,D,D,C,114.4223960012453,-30.85909520885364,-25.75431430133102,A,D,D,-39.224026655555896,-67.84493149769835,A,B,-70.85862934453012,23.030182636714656,20.170421014823773,1
None,Married,M,A,E,A,D,C,C,77.05352922497562,126.6895169977263,-75.72803666089135,A,D,E,-55.334715103758406,-74.462483694756,B,E,94.1260562836867,-160.641020436826,50.205133007572144,0
Mental,Single,Other,D,B,B,E,D,B,-30.666328005575462,11.755913068111873,-54.72652142236076,E,A,B,-86.5482802447023,161.7532376582989,C,C,-139.7713804919689,50.667851975133196,28.186786606758034,0
Both,Single,Male,E,C,B,E,B,D,147.09755853705778,-24.843249324114332,107.53884969987473,B,E,A,-0.17788936213880605,-106.30111066231476,E,A,21.771058634951885,-65.87028236748127,-161.844201872081,0
None,Single,Other,E,E,C,C,A,C,-28.76841578010189,-20.655114968561147,-8.613000055223084,A,D,A,-51.731869035373855,-52.06598388334298,B,E,141.94163200419055,-103.41652751268684,10.161886933057737,1
Mental,Single,Other,B,D,D,E,E,A,175.80843263045855,-55.76126850669099,115.39677888755047,C,D,B,92.78055047284364,14.459530905239678,E,A,-18.985635762859093,29.216748745677183,65.831645591216,0
No,Widowed,Female,E,B,B,E,E,B,29.670823238773274,-56.122698791637895,-30.095611565368895,D,B,B,73.03583846919337,-147.34587216787446,E,E,5.677492454571867,-54.19761087815912,0.47485254017927725,0
None,Single,M,B,E,E,B,C,B,146.40422084122022,307.86441264468897,-41.93931712605588,C,E,D,-179.16164969895794,-44.163056613232065,C,A,-29.688200374822472,73.97991186795103,-94.47258078798082,1
Mental,Divorced,Female,D,C,A,D,B,B,81.22276268048766,-40.792205876338286,-83.98921487956524,A,D,D,29.3695262936226,139.5201681260716,E,B,8.388974628955015,-39.84722323668245,-30.011122468354056,1
No,Divorced,Other,C,A,D,C,D,A,35.052723149899094,2.864905482684727,-37.217077015525106,E,B,E,26.86919922965721,-14.31387029028614,C,E,207.79140118977134,135.22817676238827,50.396693484637545,0
Physical,Married,Male,C,B,B,E,A,E,25.573443585172694,-11.695380460611867,-27.28412688940004,A,A,C,-125.16946709774955,63.408740576937674,E,E,-66.33517043406042,-44.238217508523874,-76.50491435373439,1
No,Single,Male,B,E,D,A,D,D,1.9814505381656027,4.563824781053004,-35.13942041255511,D,B,C,-14.205396726194818,-63.87896134361814,D,E,64.72066920122543,-82.81020759131864,79.07493057495519,0
Physical,Single,Non-binary,A,E,A,B,E,B,-126.16704129863902,21.86756929287886,28.888934096565443,C,C,B,-104.04461832496608,171.1514921416383,C,B,-14.054443369405787,-63.68438078215425,-0.47606156920181547,0
None,Single,M,B,A,B,A,A,B,1.5778430883303944,88.74330753018076,-67.96093679023042,E,A,E,-19.4652168544494,100.58020493192565,A,D,-92.93875900924039,-158.89928935477815,16.05281082770653,1
Yes,Widowed,Male,E,D,C,D,D,E,-44.41686008332878,-33.56711441704549,93.93721416742919,E,A,B,-75.03779170905214,-90.20964303842875,D,A,54.33860821708399,-42.62084026478404,14.166757642685724,1
No,Single,M,D,E,E,C,A,C,107.6697246052386,-26.9789232208476,6.388987705765434,E,A,D,-32.07304277662552,-70.91748342973202,D,E,54.86113141547465,-241.3730968842435,108.28537649355007,1
Mental,Widowed,M,B,C,D,A,B,B,75.71509667618132,38.36575487465385,30.473545704937184,D,B,A,35.933647968653474,33.23388953002958,A,A,-91.67317757799935,-93.65910801600528,-65.64161155590946,1
No,Married,Other,D,B,C,C,A,D,-107.96147265678633,95.62527784602075,-96.16594923584833,B,A,B,342.13541983633337,12.079185661242258,B,D,110.51346619420863,-17.211802203156022,10.295429153396778,1
None,Married,Female,A,C,C,C,C,B,64.29864097059699,43.50227360315313,102.32497957940716,A,A,A,23.831185994623702,68.92189154221788,E,C,-50.79746156799996,-168.68873674086504,-108.61638937118636,1
Yes,Widowed,F,C,E,D,C,A,E,124.64389765338555,-49.39434342803433,-14.04428991821385,A,E,C,-41.73469469101793,-57.96427934290009,C,E,-70.91470898220719,-51.479347931164796,-127.1885956154519,1
Both,Single,Female,A,D,A,A,C,C,-17.44439025485791,-44.55251392356224,-73.76164791718318,C,B,C,209.3334817036653,-15.389228223088377,B,B,-91.88989377543686,-73.71589348662495,121.48922576387693,1
None,Single,Other,D,A,A,C,E,A,-77.88768337274001,110.6204586963856,-130.59555050854942,B,D,E,118.67420350996616,-226.90322446591313,B,A,55.281375893820965,149.813250243059,75.2845137107948,1
Yes,Married,M,D,C,A,E,E,A,53.231254977651744,28.366976815050727,-47.240430485413256,B,A,A,42.930180591786375,-60.58423381033842,A,B,-63.734317422236074,0.8753754042752604,-1.5787377646170824,1
Both,Divorced,Male,D,C,D,D,A,C,88.63884875562432,-62.27321727198495,-8.617683715862382,D,E,C,-107.59551040377828,66.62810520460059,E,A,22.373000924444923,126.92347027110225,-72.40425309034663,0
No,Single,F,A,A,E,D,C,D,38.0440533002001,-205.65294378127962,-19.032491010983126,A,B,D,-168.2418832871955,189.8478391046459,E,E,-52.228243590612585,-0.6167248478688367,-73.50005246655849,1
Yes,Single,M,E,E,A,A,D,D,91.76829462715904,-67.62819468049898,12.167670941551435,A,D,A,170.36833913121373,-40.514428143525436,A,B,58.00423438591481,141.08558285132816,137.9766214142619,0
None,Single,Male,B,B,D,E,D,E,-101.51480811893178,-156.91760834466214,-73.02295804382538,E,D,A,-1.4191975232138774,-95.23315119507268,B,B,-59.87787168932876,-2.2995304150161457,75.42771392678829,1
Both,Divorced,Other,A,B,B,C,B,B,-25.051240576828143,-56.33414002421714,-217.9157896111616,E,A,D,-105.79891536991539,-87.61712998659166,B,E,-92.11121707809376,52.317922183189744,200.60826094048866,0
Physical,Widowed,Female,A,A,E,A,E,B,98.60031113423172,-91.65651839180052,68.29812306130557,A,B,C,-78.8889403234853,51.7112205944628,D,C,37.87435123377782,-135.340131517747,91.4819759801096,1
No,Single,Other,C,B,D,E,B,E,6.858398403335178,78.48540071865766,-35.156127221047484,D,D,D,32.836909605763296,-49.844665508359945,B,A,-54.022837066248144,0.28208365381761547,117.6363640137958,1
Physical,Widowed,F,D,C,C,E,E,A,76.36710107610843,-88.4601245621341,135.17005906000867,D,E,B,62.51916687407293,38.744323881760636,E,E,89.03684492421915,-40.5455374506304,-65.52491935926572,0
Both,Widowed,F,D,A,E,D,D,E,27.723421875081765,-14.164017375844809,57.556181756911926,C,B,A,-13.68218508322463,-169.05489068142612,E,E,45.55261765180003,-0.4592426580889529,97.49810299183196,1
Physical,Married,Female,C,D,D,E,E,A,118.17962012853054,-133.046957149798,19.516167556425003,A,E,A,115.47249957122128,-55.548717896879815,E,E,259.1380084250817,155.96441966031588,-75.82748981018891,1
Physical,Married,M,A,E,B,B,D,B,91.62480129191144,37.35951971962365,-127.07507004777416,B,E,D,-174.2598638060123,-105.32049692237587,B,E,-30.975843304967217,260.2260683809203,-59.42318938466493,1
None,Married,Male,E,D,C,B,B,E,-101.79510876431395,20.992988672336814,-161.58356198253517,A,B,E,4.753161354240924,16.77410035884107,E,A,-89.54073124581026,-60.299776305050415,247.68633945205357,0
Both,Divorced,F,B,D,D,C,E,D,-215.82103497471175,46.959397088989206,-49.072048639142494,D,A,C,-26.559988788880595,-23.442213091016654,D,E,86.88493994546977,-179.65293956236528,-71.18565587979396,0
Both,Divorced,Other,B,E,B,C,C,A,-54.278023166792735,97.12170804839772,-2.1527338860453673,D,E,E,64.87303398800513,85.9411279060749,A,E,141.7268424536971,-8.333874222968884,36.84118164573978,0
Physical,Widowed,M,C,B,A,C,D,E,-4.715624458346703,-60.6929840832442,9.306506933051386,B,C,D,37.81537831915764,-59.51939919806005,B,B,-252.0415355372182,-28.157517783717,48.96077384122213,1
Physical,Married,Male,B,A,D,D,B,D,10.013253502861701,-171.75665603929667,-135.61637908370642,C,D,C,127.2009304100711,-150.9437269239498,D,C,-52.679462663657226,-2.965390671089423,88.62090079597486,1
None,Single,Other,D,E,A,A,C,B,-21.38624945013256,-70.59859959467273,107.91794113258565,C,C,E,38.93972263265281,36.301144767562256,B,E,-91.99367872030396,-80.19586617789149,198.43528776860194,1
Physical,Widowed,M,C,C,E,B,A,D,175.18039379427483,87.58214566423578,-90.25367262830046,B,C,D,49.66501541668181,44.84828751231088,B,C,6.371054602196296,43.52969105750474,98.69427178656545,0
Physical,Widowed,Other,A,B,B,E,E,A,-71.16459299653741,-40.72687620909579,-34.279830766694865,C,B,A,71.81984581493003,-35.5301280581598,B,B,10.784736503428618,89.9716890427614,20.49523757750879,0
Yes,Married,Other,A,C,B,B,A,A,-122.70803401214505,-103.44833692535076,-18.63074512049791,B,E,A,144.10991059684514,-81.81115289760261,B,B,149.06128069145691,70.44571977776982,136.04861991384183,0
None,Single,Other,E,A,C,A,B,D,-97.94595380505365,43.959361810310625,-6.130660459830837,D,B,A,-45.2142603226057,-93.14786075753787,E,C,-126.1105410283018,-80.22696745644163,-96.14318984395595,1
Yes,Single,Female,A,E,D,A,A,E,152.2012906556081,78.94944912077077,114.8217745356553,A,E,D,-73.2727416933654,5.222729558403399,D,D,176.40397524913004,-155.47968108582745,-122.43203116074804,1
Both,Widowed,Other,C,E,C,C,B,E,147.73106242991824,62.90237422759577,-110.38214508953213,C,C,C,-135.041218849035,-127.96451297373508,E,C,58.03544236213841,85.63097080479433,-49.75961143886066,1
None,Widowed,Male,E,C,B,B,D,A,-52.447559436911654,-123.84735837335784,105.61300227572154,D,D,E,-54.57052593009297,-46.24882466244568,E,C,19.82762143155428,-6.829105342578548,23.73906297691278,1
Both,Married,Non-binary,C,B,C,C,D,C,60.09126150082458,162.98367572069625,-147.8014006924027,C,A,A,86.9963184349203,-180.9507399308694,B,B,2.3505529661701736,-35.498760037780805,78.69818865459833,1
Both,Single,Male,B,D,B,B,E,C,117.81940352487818,99.67335933699316,47.47550588834124,C,D,B,119.64443320681649,-186.58271762124883,C,D,187.52964789148382,57.88470149313958,9.050840389795745,1
Physical,Widowed,M,D,C,D,E,E,C,-94.87680855723958,125.34875240796106,90.09446313833087,B,A,B,0.057575006205230296,29.820560272685352,B,D,-101.88109883631999,-32.608174259609996,-139.5228138220612,0
Yes,Widowed,Female,E,D,B,A,B,A,27.30596196020859,56.818721345165,79.88365654145395,B,A,D,-75.92196788879846,-149.65728799389154,D,B,-113.07380607721468,56.40240089096209,25.22242009064787,0
Both,Single,Male,D,C,E,E,C,A,-72.04512337705135,-92.99127918932854,26.052087461069227,A,C,A,-243.0256148644555,-118.68739380542542,B,B,54.3878833794328,-42.67857219721813,45.46918329708603,0
Mental,Single,Other,E,C,B,D,D,C,-44.693492346280756,-133.93314514548698,46.97359190541651,B,B,A,40.61210973920513,-218.99895534636528,E,B,43.47520376154241,-129.10953551869554,196.25968671430547,0
Physical,Married,Male,E,D,A,A,D,C,55.06268116383515,28.23226059671323,-17.433044911659966,E,A,B,19.818934594490596,-3.7130999504511957,B,D,-25.030957405258615,51.657242003053675,102.21328954990263,1
Both,Single,Female,E,B,D,A,A,B,-75.89689622442944,-154.88957391727936,217.40112695405992,B,B,C,-62.43518800006017,-113.11320966956839,E,D,-41.538011867525846,85.82763903134774,23.423030688247426,0
No,Married,Female,D,A,C,B,E,D,126.6319432636034,104.09899283435149,-85.53169486661965,A,C,C,-74.74681087849953,-115.44738743633178,E,D,-38.0211157239638,57.66852641205023,-104.01044403836713,1
No,Widowed,M,E,D,E,A,C,E,104.41219166937891,0.2654355649369053,-32.587873061594294,B,C,A,-92.56308902758876,-8.334006000938022,B,B,-5.024362493110055,-54.584098234281484,50.96324565540943,0
Yes,Married,Non-binary,E,A,E,E,C,D,98.71437537290878,-184.74071406241364,71.31018372693296,D,D,A,-132.85231547036344,4.224840966184326,D,D,-102.46109538414376,54.95692271593795,147.46785489459234,1
None,Widowed,Non-binary,D,C,E,B,B,C,73.55520750897698,116.57940787589219,65.23492395045434,D,E,C,212.1029692503791,-38.25144466816326,A,E,78.84564575788377,126.64548004686,-7.775060009823504,0
Mental,Widowed,M,A,A,D,E,E,D,-138.7819809529457,27.310519422918432,-55.88713444282183,A,B,B,-15.026938431215973,-39.55755205973154,A,A,87.90590037679668,-56.71397248808102,-121.45001211319443,1
Yes,Divorced,M,B,C,D,E,B,D,-209.4451064443072,119.99674305179721,-40.47999753293567,C,E,B,141.04492247266208,157.85668204072203,D,D,-62.78108680257206,170.81323670619003,-111.18118243052324,0
No,Single,Male,C,B,B,D,E,D,-26.78054381703554,-131.6704674923489,-42.73642051450533,B,A,C,91.89781716641565,-114.18980696346397,D,D,-47.07331811801546,72.36112745332751,-153.41812664556883,1
Both,Widowed,Female,B,B,D,D,B,A,167.50161646569478,27.94125052302483,82.0741534340793,B,D,B,36.329147589359394,103.5579284291796,A,B,-13.660634195666677,-98.87722376272922,40.01373039253779,1
No,Single,M,A,C,B,E,C,B,108.83955933536507,18.04667700387493,31.00487860236797,E,D,A,-61.92642163546047,-90.12919496138957,B,D,30.283962546336674,95.58609806442966,-49.17495146024298,0
Yes,Widowed,F,B,C,E,C,E,B,16.261255514912477,-180.90945781697582,20.563600577562717,D,C,A,-55.08200155946385,-63.171228260469825,C,C,127.62513310840724,-86.99823118764157,-171.33435068333,1
Yes,Single,Female,C,D,C,B,C,E,21.19056063882695,68.83264400918134,-4.8526030306063594,C,B,A,13.478562838556657,-29.329726041119198,D,B,-4.701409630537988,136.46858914914054,-127.62264676328373,0
No,Widowed,Non-binary,E,A,C,B,C,C,-39.02137577451993,12.385994619556703,73.72082221539694,C,D,D,-221.04880398435628,66.50176010554235,A,C,-46.619538621454744,-270.66556205824116,-150.19989635357118,0
Yes,Single,F,A,A,C,C,D,D,-200.68914762621657,-54.27694296338864,-29.69738373958812,A,C,B,-5.302027204253203,-76.68280062962788,C,A,185.9519224704129,-103.86806536057624,83.84195729583222,1
No,Divorced,F,D,A,E,E,D,D,60.83030238160019,-64.22672484546298,89.95030443344724,C,D,D,24.313023192365986,48.59156681010123,D,A,-103.18828833884692,-1.6192830552042816,-38.930199987677035,1
None,Single,Female,B,E,E,C,B,D,42.91096053373828,-29.336506558953158,-8.967748007485122,D,B,E,66.26685412030281,-109.1081164088641,D,E,-118.5148027716801,2.8129574654056513,-151.37687082355387,1
Mental,Single,Female,B,E,D,D,C,D,50.126058307486055,-96.43172642707223,-46.963541055053724,B,A,C,31.436848235354436,-110.93584331043314,D,B,-177.6413545894643,-123.23078136657904,29.36285898577117,1
No,Widowed,Male,E,C,C,D,D,C,166.62377587860345,35.41514175164428,38.46547345494989,D,C,C,-13.131933260996323,-143.92828609570938,E,A,-36.08539663516322,-13.371500265110875,23.367167232888676,1
Physical,Single,Female,D,B,B,A,A,D,-23.526446448504558,-194.2907899102404,170.3808708258098,C,D,D,10.871000087964894,-12.923866660277557,B,B,197.7028232324745,70.21780158185383,30.08081198865971,1
Both,Widowed,Non-binary,A,A,D,C,C,B,81.94709887220823,-84.57284227282852,-21.130269825182378,E,E,C,-89.22349762490852,43.793767734681,A,B,-23.803305218519057,137.06461756534912,-22.076227156928233,0
None,Married,M,A,E,A,C,B,B,48.651637645643504,-22.043311611843333,169.7888000491168,D,E,E,95.86484151488199,84.25356946368139,C,C,146.09877241361957,83.44409148766701,-82.25477087019145,0
Yes,Widowed,Male,E,A,C,B,E,D,53.90070329522284,53.2225897261775,60.67429046378311,C,A,A,68.17914297303975,-118.39948018701844,E,E,81.31139849611421,-31.77932300928899,67.73466051482269,0
Physical,Widowed,Other,B,D,D,B,B,A,-103.43402700726033,-173.54337107438235,-13.38447790153437,E,E,A,104.60316429098415,50.48331233272898,D,C,143.04763910064105,-49.611440349015744,139.7046848374343,0
Physical,Single,F,D,D,D,B,B,A,73.04053848267587,110.48559429400736,40.37332409523348,C,E,A,-39.22949604482748,-9.563454628249266,A,E,152.83355295483634,128.4722867782708,4.049855805035409,1
None,Widowed,Male,E,B,E,B,D,B,78.35910809940114,8.306059966510556,-95.56435122948606,C,E,C,-29.577539168466245,-31.026299266789476,D,E,3.3829301870108193,-44.398624801733206,-11.159145351850443,1
No,Widowed,Male,B,B,E,E,A,D,130.62607065189997,-23.363251840936247,-86.42373516583841,D,D,B,99.77974649322279,-135.65676261721958,E,A,-108.2212088751322,-3.075070897932769,-55.052203373239315,0
Mental,Divorced,Female,E,E,E,C,B,B,-127.80303745625892,-8.230789877432217,98.786405820904,D,A,E,35.49575428896051,-77.67930826202716,B,B,68.07126378949846,102.63923909659087,51.20056363233477,0
No,Married,M,B,E,B,E,D,C,96.16803868670546,-69.69035421370864,26.69910068017832,B,B,C,149.04387134752744,153.88064177161874,E,B,-106.51988609276832,-123.5021273036404,-33.80191076580108,0
Both,Divorced,Non-binary,B,C,A,D,E,C,-83.79747896405544,17.653210410578517,-108.35615105904499,C,B,E,98.88216691005177,-118.65757639682471,B,B,-63.33435691415633,-20.33601730862173,-5.568362882653286,1
No,Married,M,D,C,A,A,C,B,115.20020582684761,17.00492493277409,-46.063491637461105,C,C,C,-113.4502572711837,20.405767453515995,B,B,8.896089161715024,69.58012234539794,63.55902083871354,0
Physical,Divorced,Female,D,E,D,B,A,E,76.42358343436624,-92.35534602958292,59.34846364151885,B,C,C,165.81182367198403,-90.53817262965043,C,A,148.65675698225309,46.98312990560825,-12.097029869136433,0
Both,Single,Non-binary,A,B,E,C,D,B,-8.584351767461476,104.4683640411739,233.68237951731743,B,B,E,93.08566823870703,-7.681442645044613,C,C,-11.618302397544957,-35.09426375792208,139.4875041327367,0
No,Widowed,Female,E,C,E,E,D,D,47.03187339453749,-14.824136377438743,-105.13115675935798,C,B,D,-59.22061939432483,45.29078939449479,C,B,-58.069981901863066,54.54490723635412,21.24110144321288,1
Both,Divorced,Non-binary,D,C,D,B,C,D,-34.80381861123993,-12.413301542407135,22.436876223418288,B,A,A,-53.866476325365355,3.428394607542794,D,A,119.51196822984775,14.628724281588962,31.158598964953192,1
None,Widowed,Male,B,A,A,A,A,E,104.57309350866355,-126.8052088938302,-34.709400910771734,B,C,A,-49.69710816063976,103.75555228782754,C,B,88.79003751048849,-88.70344362897107,153.47894019911922,0
Physical,Single,Male,E,B,C,C,D,B,74.82721143231666,157.65439631692217,-28.898172246075493,C,B,D,-34.97624945795504,-35.018705481043675,A,B,-115.83656007717622,60.181375160004805,-50.995644789034735,0
No,Single,Male,C,D,B,B,B,B,101.30433606107272,206.93613805896035,83.07581329393149,C,C,E,36.53747794774702,260.05565698056677,A,B,15.262238087492182,42.18513080827509,-156.00479307408642,0
None,Widowed,Female,E,A,A,C,C,C,-86.30088239681928,-4.879656709167664,-52.223811119854105,A,E,B,-63.43676837277824,21.42238803388385,A,B,-69.60490222973115,45.57826614775289,-239.17192878186765,0
Physical,Single,Male,E,D,A,C,D,C,-31.098061091048923,-180.81220211833184,160.45555588636063,A,D,C,-26.03112466327675,-205.39384567870934,B,B,29.115191478585416,-237.31901064216103,-249.33580322639216,1
No,Widowed,Male,A,E,B,C,E,B,-103.46088034237543,-126.35115219014938,-66.70620056855952,E,B,A,-68.60013076601429,60.975066867740566,E,B,-9.036075696367332,17.23747413729858,141.46608146007992,1
Mental,Divorced,Other,C,C,B,C,D,B,98.76918902271842,25.630686761250598,4.261672258755705,C,C,E,-13.145353181634887,88.5147451493678,A,C,64.25423701707756,-161.25494371966448,-169.09722926289766,1
None,Married,M,B,B,C,B,D,C,-74.68769642802255,37.081376735295265,-147.08484268907273,D,C,B,13.289808892315339,-60.11419934077355,E,D,-103.98021377203293,-201.902262084153,181.5708258531729,0
Physical,Widowed,Other,B,B,B,D,E,A,42.95833028870329,39.65433868033096,-141.37240338131184,B,E,C,-19.93571700587212,79.35219807285655,A,E,8.935504368447697,-91.58547383165971,-144.73764237328203,0
No,Single,Non-binary,A,E,C,B,C,C,44.797655545476786,3.0661024626952855,71.64789903980403,B,E,A,156.4384208860826,88.77513447121297,B,D,-171.95137642842485,-12.24748458135919,142.28799206559017,0
Physical,Divorced,Non-binary,C,C,C,C,E,E,-192.96189853768183,26.237879953720572,-105.56676283105631,B,C,A,-43.70697100431302,18.5641432692682,B,A,-35.1331137756573,176.90543535770954,35.41520880749856,0
Physical,Widowed,M,C,B,B,E,C,A,20.928556252847653,23.04284474906957,-15.995220687288825,E,E,C,-53.47618011289869,93.00348251944939,C,B,90.52522830089973,-168.29892311146082,44.76600850406039,0
No,Single,Male,E,D,E,C,D,B,78.63175590436104,-132.90230769184618,149.27305161869734,A,D,C,-92.97964368462937,-6.348224018662515,B,D,38.650995348194314,113.0363683490171,-149.98021040566778,1
