disabled,age_range,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
None,65+,Non-Veteran,Christian,B,-153.67552863379802,B,C,D,C,-21.247131741439205,C,0
Yes,18-25,Yes,None,C,-136.67024163309412,B,D,D,B,28.7581811584555,D,1
No,65+,Veteran,Other,D,24.725663173591926,D,C,C,C,19.06719832850128,A,1
Mental,65+,Yes,Jewish,D,258.811678156413,C,D,B,B,22.188898278392458,A,1
Yes,51-65,Yes,Hindu,C,112.62900482239122,D,A,C,D,-9.204668155320503,D,1
Both,65+,No,Jewish,C,-5.320076764735525,D,D,E,A,-5.043354976424232,C,1
No,36-50,Non-Veteran,Jewish,D,13.457286770710866,C,C,A,B,76.47337446587315,D,0
Both,18-25,Veteran,Buddhist,C,84.93832219329995,D,A,D,D,-322.71897750900376,D,1
Yes,36-50,Yes,Other,A,-11.699121508607151,E,C,B,E,204.02443689678358,A,0
Physical,18-25,Veteran,Jewish,B,46.40429880570313,C,C,B,B,-26.231548054928496,A,0
Mental,36-50,Non-Veteran,Buddhist,E,-139.11996003814647,D,D,A,A,-14.05844817624455,A,1
No,51-65,Non-Veteran,None,C,28.32090444098935,D,D,B,D,85.69874003030277,D,1
Physical,18-25,Yes,Muslim,A,74.1904050950524,A,B,E,E,200.68492622683024,E,1
No,65+,No,Other,B,85.51512691748596,A,D,C,D,6.144647408538801,E,1
No,65+,Yes,Muslim,B,-47.69527827946234,D,D,B,A,-235.75341732288942,B,1
None,65+,Non-Veteran,Other,D,-47.05543367953312,A,B,D,D,-32.29273163462001,B,0
Both,36-50,Yes,Christian,D,85.41486212605902,A,C,E,B,86.4129900741241,C,1
Mental,18-25,Yes,Buddhist,D,74.38277994312392,A,B,D,A,258.7234793604143,A,1
Mental,36-50,Yes,Hindu,E,-64.02847760550274,C,B,A,E,138.57751966089393,A,0
No,18-25,Yes,Other,B,-110.48638684447079,B,B,C,E,22.650779792058714,A,0
None,65+,Non-Veteran,Christian,D,127.30840393976636,E,B,D,D,174.1809284772354,D,1
None,36-50,Veteran,Buddhist,C,174.100138803798,D,D,A,A,88.47202059251946,D,0
Yes,36-50,Yes,Hindu,C,117.10833901105798,B,C,E,B,-28.92116099099803,B,1
Both,26-35,No,Muslim,A,-44.266035409056784,E,D,D,E,-77.44792001648815,C,0
Both,65+,No,None,E,89.41164888979799,E,D,B,A,-103.9683988511849,B,0
Yes,26-35,No,Christian,E,-157.82991082370506,E,E,C,B,203.46806874185464,A,1
Yes,65+,No,Other,B,206.12190727235566,D,D,A,D,-92.21471385110326,E,0
Physical,65+,No,Hindu,C,124.17879754378612,E,B,A,A,94.90269871744604,A,1
None,51-65,Yes,None,D,121.82732199859228,D,D,A,A,0.3553491033291023,D,1
No,51-65,No,Hindu,C,40.22725530070803,E,C,D,C,-75.48446120690072,E,0
No,18-25,Yes,Muslim,E,57.99518145649657,E,A,B,B,-5.661658527523978,E,1
Both,51-65,Yes,Jewish,A,98.72967213666625,E,E,A,E,37.081363779364565,E,1
Both,51-65,Non-Veteran,Jewish,D,-7.790797286833523,D,A,E,A,75.47847398513905,A,0
None,36-50,Non-Veteran,Other,A,-35.23593862029873,A,D,C,A,102.80743299504176,C,1
No,26-35,No,Other,D,-36.506535460075895,B,A,E,C,34.442016870310916,C,1
Mental,26-35,No,Muslim,B,-23.224621442069278,E,B,B,D,47.08834238581871,E,1
None,65+,No,Hindu,B,39.802273510605794,D,B,B,B,-13.33468472017299,E,1
None,18-25,Yes,Christian,A,23.887380960572575,A,E,A,A,71.46002923795207,D,1
None,18-25,No,Other,C,60.77583595882916,D,E,B,A,-129.7720166515463,C,0
None,65+,Yes,Muslim,B,241.85055578752775,A,C,E,B,-119.2198297973801,A,1
Mental,51-65,Yes,Jewish,A,-59.77415782466405,A,D,C,E,148.44378642587264,C,1
Physical,36-50,No,Buddhist,D,48.011641575924315,A,C,B,A,12.694596506693259,E,0
Mental,65+,Veteran,Other,D,-59.718003099609376,D,B,E,B,127.67598055819005,B,0
None,51-65,Veteran,Christian,A,-22.149898818384415,E,C,A,B,-42.677465915029025,C,1
Physical,26-35,No,Other,B,70.26875292019636,E,D,E,D,-43.32232933154233,A,1
Both,51-65,Yes,Other,B,118.89256901622231,C,B,D,E,-109.72471819861877,D,0
None,65+,Yes,Muslim,B,82.16448456935196,D,E,B,E,24.645358153218087,A,1
Yes,26-35,Yes,Christian,B,144.26192902491488,C,D,A,D,49.6834765704294,C,0
Mental,65+,Non-Veteran,Muslim,D,241.55106836951873,D,B,B,C,-84.98972283964002,B,1
Yes,51-65,Veteran,Other,B,74.38031209063779,B,C,E,B,301.6420036874358,A,1
Physical,26-35,Yes,Buddhist,D,26.961764194079674,B,A,C,C,-45.76020924668697,E,0
Yes,36-50,Yes,Jewish,C,-17.487679740104433,A,D,E,B,-257.54681065472147,D,1
Yes,65+,Yes,Christian,C,-15.031783165115966,E,E,A,D,-124.95587626188936,A,1
None,65+,Veteran,Other,E,-133.57865090738616,B,E,B,E,-163.6866280571282,C,1
No,51-65,Yes,Other,A,161.98561057779287,A,B,D,A,70.60646200533746,B,0
None,65+,Veteran,None,E,111.93947610658388,C,D,B,E,-18.01751428079645,D,1
Mental,36-50,Yes,Muslim,D,-54.17257150835919,D,A,E,D,-18.15118764447467,C,1
None,36-50,Non-Veteran,Jewish,D,-67.35016589641444,D,C,D,D,15.79889574524666,E,0
Both,18-25,Yes,Muslim,E,27.126245919639853,D,C,A,C,66.41194384204879,A,1
No,65+,Yes,Jewish,E,81.44472393453015,E,C,A,A,-62.11239261891859,C,1
None,36-50,Non-Veteran,None,A,14.252536274115716,D,C,D,B,172.8007946299698,D,0
Physical,18-25,No,Muslim,A,203.11740300103196,A,D,E,E,-107.71541600596201,A,0
Physical,18-25,No,Hindu,E,-31.31081997654977,C,A,D,D,-90.09009278775578,D,1
Yes,65+,No,Other,A,-226.00875713597003,E,A,B,B,-245.68787350650308,B,0
None,36-50,Non-Veteran,Jewish,D,-28.626344747873162,E,A,A,C,241.7056671420005,D,1
None,18-25,No,Hindu,D,66.96383000629986,C,D,C,B,-32.75456253888817,D,1
Mental,51-65,No,Buddhist,B,-85.69478127354017,B,C,A,C,-59.2260478131169,A,1
Yes,18-25,No,Muslim,D,-89.40999584819167,A,B,D,A,-33.65223553221024,D,1
Mental,18-25,Non-Veteran,Hindu,B,-47.758480055716426,C,A,C,A,-60.605484837265465,E,0
Both,18-25,Non-Veteran,None,B,75.53209852180687,E,D,E,B,63.226750973030555,B,1
Both,51-65,Yes,Buddhist,D,191.1536944528125,A,D,E,B,18.55004380839446,A,0
No,65+,Veteran,Jewish,E,-28.470075655138892,D,C,B,A,146.19832807143987,E,0
Yes,65+,No,None,C,102.43219936195212,A,E,D,A,-97.15252164437767,B,0
Yes,51-65,Non-Veteran,Other,A,243.56063657928266,C,D,E,C,-22.84414890162131,A,1
Yes,18-25,Veteran,Christian,A,155.7676172771764,A,D,C,B,-147.63610356205547,D,1
None,65+,Yes,Christian,C,-238.90095583285617,C,B,B,B,-99.30336214202093,E,1
Both,26-35,Veteran,Muslim,E,-4.388134369956441,C,A,E,B,77.3085228234703,E,0
Both,51-65,Non-Veteran,Buddhist,A,-20.798795763988455,C,A,B,E,-109.92421989062193,B,1
Mental,36-50,No,Christian,D,-79.17747121412366,D,D,C,D,111.27225995743567,A,0
No,18-25,Yes,Christian,C,58.30411929209488,E,D,A,E,-12.116112384458116,D,1
Mental,26-35,Veteran,Jewish,C,-98.6855291691722,B,B,D,E,-102.58262660249864,B,1
No,65+,Veteran,Muslim,B,140.0294153602683,B,D,E,A,31.64174134590797,B,0
None,26-35,No,Hindu,A,96.80939598676575,A,E,A,B,74.65287550823288,C,0
Physical,65+,No,Christian,D,-34.99676690373417,D,D,D,A,-86.3580388907684,D,1
None,65+,No,Hindu,D,-175.34795252493458,B,E,E,D,138.17557231754645,A,0
Both,36-50,Veteran,Other,C,-21.602975517388714,D,B,A,C,-88.60735900019687,E,0
None,65+,Yes,Jewish,A,-92.76212718170905,C,E,E,C,-146.8428359901498,E,1
Mental,18-25,Non-Veteran,Other,E,140.74031606199625,A,E,A,A,-55.85306641410064,A,1
Yes,65+,No,Christian,A,-97.14303933306792,D,B,C,A,19.234752221930986,C,0
Mental,36-50,Veteran,Buddhist,A,48.20295179630531,E,B,E,B,84.51195702284406,B,0
No,65+,No,Buddhist,E,-63.13798337048845,A,D,A,B,-19.03664429484973,B,1
None,26-35,Veteran,Jewish,A,44.88787719117681,B,A,E,D,76.42764708102216,B,1
None,18-25,Non-Veteran,Other,B,-211.24202458097693,E,A,E,D,-230.64291598902747,D,1
Both,26-35,No,Jewish,C,49.09820022161126,E,B,E,B,-40.6921254217603,C,0
Mental,65+,Veteran,Christian,D,-69.784812995205,E,A,B,C,-47.42350269216231,E,1
Both,26-35,Non-Veteran,Jewish,C,-37.39248163686509,B,C,B,B,43.127716814750514,A,0
Mental,26-35,No,Muslim,C,117.7457947908709,D,E,C,A,50.40156322295514,A,1
Mental,26-35,Veteran,Jewish,B,52.51764035914477,E,D,C,D,28.717607054438233,C,0
None,26-35,Yes,Other,C,-25.111303941067654,A,C,D,C,41.676324809544695,B,0
None,65+,No,Buddhist,D,148.9776973033252,D,B,C,E,-112.50719024425588,A,1
Yes,51-65,No,Muslim,D,-53.30620750777598,C,E,D,B,-12.551315546795827,D,1
No,26-35,Non-Veteran,Buddhist,C,23.82306381128996,E,A,B,A,-1.3706666614707999,B,1
Mental,18-25,No,Buddhist,A,339.32033223404727,C,E,B,B,-62.44990657454274,A,0
None,26-35,Yes,Buddhist,B,90.42215861271391,D,A,B,E,-11.464019305304664,C,0
Physical,36-50,Non-Veteran,Muslim,D,-10.61747414379027,D,B,D,D,77.29420688415875,C,1
Physical,36-50,Veteran,None,B,-196.00783021519445,E,A,D,E,133.19751548776003,C,1
None,26-35,Veteran,Hindu,B,50.80582432072768,C,D,C,C,35.5447344416305,A,1
None,26-35,Yes,Jewish,D,-197.3556810488196,D,A,D,D,64.48418494412866,E,1
Mental,18-25,No,Jewish,A,-144.52099620635425,B,E,D,E,71.64907074110319,D,0
Mental,18-25,Yes,Christian,E,42.65419468437429,B,B,D,C,-19.411321954641895,D,1
Mental,36-50,Yes,Hindu,E,-108.32186979676253,C,C,A,C,24.044177113987956,D,1
No,26-35,No,Other,B,37.592870605718716,B,B,D,A,20.615614645839152,D,0
Physical,18-25,Yes,None,C,4.814049925726784,B,C,B,C,-27.054111420113575,C,1
Physical,18-25,Non-Veteran,Other,B,-101.25946395560015,C,C,C,B,-114.77255543542857,E,1
Both,65+,Veteran,Muslim,D,-10.30010642847874,C,D,C,B,251.09306683159173,E,1
None,36-50,Yes,Other,C,-76.55362606539875,D,C,A,E,-17.832583233624256,C,1
Mental,51-65,Veteran,Jewish,D,-70.34329140880999,D,A,A,D,-80.9169505737496,C,1
Mental,36-50,Non-Veteran,None,A,-145.15016375858133,D,A,B,C,106.93921810367031,E,0
None,26-35,Non-Veteran,Jewish,E,-20.659995924578638,A,C,A,C,50.688745713621984,D,1
Mental,18-25,Veteran,Christian,E,8.609499776621284,E,B,C,B,14.695354732922224,C,1
Both,51-65,Non-Veteran,Other,C,-58.237162592060784,A,C,E,C,58.66956170590839,D,1
None,36-50,No,Muslim,A,161.587111907985,A,A,C,E,-23.101104456339957,E,1
None,51-65,No,Jewish,A,-14.183907964980522,B,A,B,C,-56.66451769560267,D,0
Yes,36-50,Non-Veteran,None,D,-39.532454622253184,D,C,D,D,-133.93183945274785,B,0
No,51-65,Yes,Buddhist,E,10.714277939447873,A,D,E,E,108.02338017830834,D,0
Both,36-50,Non-Veteran,Hindu,E,-100.0220980259094,E,A,A,D,21.76088519593164,A,0
Both,65+,No,Other,B,-80.333346404434,D,E,B,D,-19.164816418561504,E,0
Mental,18-25,No,Buddhist,D,111.0723647357675,C,B,A,D,-27.841727066735082,C,0
Physical,26-35,No,Other,A,45.0622188822151,A,B,B,A,246.62527840641167,B,1
Yes,65+,Yes,Muslim,C,53.936843504341326,A,D,E,B,-93.4383928380025,E,0
Both,36-50,Yes,None,B,62.633325787547456,E,A,E,A,193.70470286916824,C,0
Physical,51-65,Yes,Muslim,A,115.0584618952129,A,E,E,D,-41.622164853984636,B,1
Mental,65+,Veteran,Other,C,-72.75194544911686,D,A,E,B,-10.30844445933058,A,0
Physical,36-50,No,None,A,-60.32879576834623,E,B,A,C,-115.38442702253062,E,1
No,65+,No,Jewish,A,95.38473902933505,B,B,D,B,-11.642239770440781,D,1
Physical,18-25,Veteran,Christian,C,-116.62151649794514,A,C,B,B,-67.17280596123072,E,0
Yes,51-65,Non-Veteran,Christian,A,78.48901432436313,A,D,E,E,51.082265123389746,B,1
Both,36-50,No,Jewish,D,-72.38557962696578,A,B,D,E,-46.769830748905896,C,0
Both,18-25,Non-Veteran,Buddhist,C,4.163334139700778,E,A,E,D,29.548701963277647,A,1
None,65+,Veteran,Hindu,A,-56.27674532974425,A,A,B,A,-56.64482003937916,D,0
Physical,26-35,Non-Veteran,Jewish,C,102.25034453125757,E,B,A,D,23.669129325006683,D,0
Both,51-65,Veteran,Christian,E,-54.26792063861351,E,D,A,D,63.68343299480509,C,1
Physical,65+,No,Buddhist,B,103.75042216107744,A,A,D,B,129.42285157309828,B,0
Physical,36-50,Veteran,Other,A,-42.67039215221849,A,A,D,C,-67.0733087661487,C,0
No,51-65,Non-Veteran,Buddhist,B,-52.75932658532736,B,C,A,E,42.68353732018742,B,0
No,36-50,Veteran,Buddhist,C,-100.79742959016555,D,B,A,E,-97.88347245805922,D,0
None,36-50,No,Christian,B,-183.83013854739588,A,C,C,C,-14.641677724975862,B,1
Both,65+,Non-Veteran,Hindu,A,-4.407268748116515,E,B,D,D,220.50655146918427,A,0
Physical,26-35,Non-Veteran,Christian,C,-67.08561612270823,A,E,B,A,-229.5986662629518,B,0
Mental,18-25,No,Other,A,15.57064977580451,B,A,D,A,19.078119803322892,A,1
Mental,51-65,No,Jewish,B,-104.59424270242101,D,E,E,E,60.0304735191897,A,0
Physical,18-25,Non-Veteran,Christian,C,-20.745336531699962,B,A,E,E,-3.4527467654473933,D,0
Both,65+,Veteran,Christian,B,132.18212617884552,B,C,C,B,25.648505483483554,B,0
Mental,26-35,Veteran,Other,B,54.97777339380375,D,A,A,D,-11.620131589518557,E,0
Both,51-65,Yes,Buddhist,A,106.62315426792163,A,B,C,D,-204.66552984440955,B,0
Yes,65+,No,Buddhist,E,63.77993646442549,A,C,D,D,-138.6992345663071,C,0
Both,51-65,Yes,None,B,304.7882618645698,D,B,C,C,10.098086962655442,D,1
No,36-50,No,Jewish,A,377.19761472926893,E,B,B,A,7.748617353721225,A,1
None,36-50,No,Hindu,E,-113.67634343021908,E,E,E,C,202.47541642184768,D,1
Physical,51-65,Veteran,Jewish,C,12.616960024409185,D,A,D,A,60.41004339025295,E,0
Physical,65+,Veteran,Buddhist,B,-28.92906874613689,A,D,B,A,-77.53266983309382,E,0
No,51-65,Veteran,None,A,70.05833737927684,E,C,C,B,22.2943229375714,A,0
Yes,18-25,No,Buddhist,A,39.83041153185359,B,A,B,C,-72.39224678696917,A,0
Yes,65+,No,Christian,C,-66.46491114305337,E,B,A,B,131.32807512781912,C,1
Mental,36-50,Non-Veteran,Buddhist,D,185.03029986267606,B,E,A,E,22.532425597240984,D,0
None,51-65,Yes,None,D,33.31026475575666,C,D,A,A,92.2358145876169,E,1
Mental,65+,Veteran,Hindu,B,-140.70807221640044,D,D,D,A,101.55695082297072,E,1
Physical,26-35,Veteran,Other,B,-72.49677365443212,C,B,A,C,-64.6632742186867,A,1
No,65+,No,Christian,E,32.76216205792388,E,C,B,E,-142.66078591426586,A,0
Yes,65+,Non-Veteran,Muslim,E,-225.48704093213888,D,C,B,E,108.80765720134671,A,1
Mental,18-25,Non-Veteran,Jewish,D,57.38307626668975,B,B,B,E,125.64727938494629,E,0
No,18-25,Veteran,Buddhist,D,131.88418062983146,E,E,A,A,17.09863513353681,B,1
Physical,36-50,Non-Veteran,Hindu,B,13.340779136452511,B,B,D,E,-11.20637897361828,C,1
Both,65+,No,Hindu,A,31.752387052168125,E,D,A,E,25.726689619919966,E,0
Both,36-50,Veteran,Jewish,D,111.21462778750293,E,E,D,A,-274.921673180189,A,1
Physical,51-65,Non-Veteran,Buddhist,B,92.34083176780594,E,D,A,B,104.58568554216212,D,0
No,51-65,No,Christian,A,-37.48567202857501,E,E,C,A,4.054147288165121,E,0
No,65+,Non-Veteran,Other,A,-55.140327259208675,B,E,B,D,158.4128453387925,E,0
Physical,26-35,Yes,Muslim,A,9.081689941419056,E,D,A,D,161.9098867453581,E,0
None,51-65,Yes,None,E,-2.869767809343023,C,C,B,A,20.811020418401625,C,1
Both,26-35,No,Hindu,B,-35.42130854995449,E,E,A,D,-47.98772412288239,D,1
None,36-50,Veteran,Muslim,C,154.0228292355496,D,E,C,E,-19.64647101537965,B,1
Both,18-25,Non-Veteran,Jewish,D,-59.560907683450495,B,A,B,C,184.9673333560978,A,0
No,51-65,Yes,Buddhist,E,70.55004697419497,E,D,A,E,56.991853962594554,D,1
No,51-65,No,Buddhist,E,63.90047693744243,E,E,B,C,16.09217265385182,B,1
Physical,18-25,Veteran,Buddhist,E,-5.30456256018604,B,E,A,B,-99.05829363546972,A,1
Physical,18-25,Non-Veteran,Buddhist,A,-58.07086790560039,C,B,C,D,233.47914881314563,E,1
Yes,18-25,Non-Veteran,Buddhist,C,63.48306318889102,C,C,A,E,-109.93975076529642,B,1
Both,65+,Non-Veteran,Buddhist,C,-51.930515958677226,E,B,C,E,-28.016273870938583,B,1
Yes,65+,Non-Veteran,Buddhist,A,0.8443096617194393,A,E,B,C,-134.914405286073,B,1
Both,18-25,Yes,Christian,A,34.52973197601367,E,C,A,D,-14.168704912010027,A,1
Mental,51-65,Yes,Muslim,A,156.72394941938464,E,A,E,A,-33.99926205243949,D,0
Mental,65+,Non-Veteran,Buddhist,E,-40.500721638417836,E,B,D,D,39.50584249260769,B,0
Mental,18-25,Yes,Hindu,E,-33.98710384018456,D,D,B,C,-202.35162341127992,E,0
None,51-65,Yes,Hindu,A,-152.89566962041775,E,E,B,E,-116.59002753519604,D,1
No,51-65,No,Christian,A,-174.6371463981509,B,E,C,C,-44.323480337656854,E,1
Both,26-35,Non-Veteran,Christian,C,47.897820364555685,E,B,A,C,27.985413915130298,E,0
No,26-35,Veteran,Christian,D,66.05440938829553,C,A,E,B,85.04305005355297,A,1
Mental,65+,No,Hindu,C,160.41356660196112,E,C,A,D,0.054779211001649016,D,0
Physical,26-35,No,Buddhist,D,41.801131153907725,C,A,A,B,-72.68287240292454,C,0
None,26-35,No,Christian,E,-139.10753059457215,D,C,D,E,-61.37139484344621,D,1
No,51-65,Yes,Jewish,A,58.80648499505816,C,C,D,D,-91.60872726243974,A,1
No,65+,Yes,Christian,E,-129.46140468576567,C,A,A,C,-35.91643261958719,A,1
None,26-35,No,Christian,B,-150.09164550621895,B,C,B,E,35.72558454250988,D,1
Yes,26-35,Non-Veteran,Jewish,A,165.49977383141157,B,B,C,A,88.87084468928667,C,1
Yes,26-35,No,Christian,C,218.82556681786537,A,E,E,B,20.35427965008358,E,0
Mental,36-50,Yes,Christian,C,72.86304484017943,C,B,C,C,163.21568108094337,D,1
None,26-35,Veteran,Christian,B,-36.87551720706855,E,C,E,B,76.69883531907793,A,1
Mental,51-65,No,None,E,-81.58044686018451,B,E,C,D,-29.373686312294474,C,1
Both,36-50,Veteran,Jewish,A,82.18825007508327,E,B,B,E,50.03779662301161,A,0
Physical,36-50,Yes,Muslim,A,-67.72813259983921,B,C,B,E,-26.57900587271005,E,1
None,26-35,No,Buddhist,B,-110.155466670678,E,A,E,A,-32.96228493546216,C,1
Mental,51-65,No,Christian,B,103.328545548182,C,E,A,E,-93.44612428601906,D,0
Both,65+,Non-Veteran,Buddhist,E,-127.88769872991357,A,A,A,E,32.01740206349618,B,0
No,18-25,Veteran,Muslim,E,-26.80846308181132,D,A,D,C,-152.6968142530841,D,1
Physical,18-25,Veteran,Muslim,E,142.16902590061073,D,C,D,B,-68.57110291870899,A,0
Both,36-50,Yes,Buddhist,E,-173.16395659450444,E,D,A,C,-82.59231196420777,B,1
Physical,65+,Yes,Jewish,E,-26.494672548685493,C,E,A,D,-108.04255991233629,D,0
None,36-50,Non-Veteran,Christian,A,52.299296552293214,D,E,C,B,-99.22782963245463,B,1
None,36-50,Veteran,None,A,61.74786660515805,E,E,C,E,-21.141331462169692,D,0
No,36-50,No,Muslim,C,-27.839984141138956,C,A,B,B,-179.93128952447094,D,1
None,65+,No,Jewish,E,-162.29325061866672,B,B,B,D,88.77521322669656,B,0
Both,36-50,Veteran,Other,B,55.69499784511128,B,B,A,E,-155.4910981648945,C,0
None,26-35,Yes,Muslim,E,-83.49897380021353,E,B,A,A,-174.96384348904604,A,0
None,18-25,Non-Veteran,Buddhist,E,105.83054331641797,B,C,B,D,-22.529137417356683,B,1
Yes,26-35,Yes,Buddhist,B,-7.951172056420469,A,B,C,A,-114.08697266040289,C,1
None,36-50,Non-Veteran,Christian,C,240.83836405454932,E,D,E,E,126.80569396208247,E,0
Yes,18-25,Yes,Christian,E,4.5216943228197986,B,D,C,D,50.609782853208415,A,0
Yes,65+,Yes,Christian,E,209.19981843271626,B,B,C,A,123.84585805820456,A,1
Both,51-65,Non-Veteran,Hindu,E,-64.2620520885694,E,B,B,E,-18.86124276179727,D,0
None,36-50,No,None,B,48.29970629928825,D,A,B,E,146.3528340904257,A,1
No,26-35,No,Buddhist,C,88.19172790210885,A,C,D,B,131.28647393815433,B,0
None,51-65,No,Christian,B,-186.3651491140741,B,E,D,D,-24.19103601084819,A,1
Physical,18-25,Veteran,None,E,91.18622877801906,E,C,A,E,51.30524196136436,E,1
Yes,65+,No,Muslim,A,-76.88211083228579,B,A,D,A,73.44817811016785,B,1
None,26-35,Veteran,Muslim,D,113.11877248649806,A,B,D,E,10.089039947256435,C,0
Both,51-65,Yes,None,D,-104.89383671414798,E,D,A,A,-35.560645736669535,D,0
None,18-25,Veteran,Buddhist,B,16.55752781833598,B,A,C,B,-35.41463619562475,A,0
Physical,36-50,No,Buddhist,E,12.619871136787033,B,A,D,E,-9.125470457735139,E,0
Physical,65+,Veteran,Muslim,E,227.77234729022965,E,D,D,A,-8.829821290709319,A,1
Mental,26-35,Non-Veteran,Jewish,D,-64.79829510491516,A,D,C,A,79.12567957270686,D,1
Physical,18-25,Yes,Other,E,-97.12185852355798,B,E,C,E,-7.651886369527254,D,1
No,36-50,Non-Veteran,Other,E,251.52181391426663,C,B,E,C,13.77229207837447,C,1
Both,51-65,Yes,Buddhist,B,129.3395424769488,A,D,E,B,-384.537713960116,D,1
Mental,51-65,Veteran,Hindu,D,106.02103380956862,A,D,A,D,94.96983594855062,E,0
Mental,18-25,Yes,Christian,A,68.00844514570004,A,C,C,D,-5.336556565182648,D,0
None,65+,Non-Veteran,Buddhist,B,-109.09379896459122,B,E,D,D,-154.95989917996252,C,0
No,18-25,Non-Veteran,None,A,-55.35731510465632,B,D,D,A,-15.867531708593905,C,0
No,51-65,No,Other,A,-169.71744756013257,E,E,C,D,37.66502778783274,D,1
Yes,51-65,Veteran,Buddhist,A,43.680182978566364,E,C,B,D,-25.838837284846782,B,0
Yes,65+,Yes,None,E,125.29348044554185,A,B,B,A,89.04147960743033,A,1
None,36-50,No,None,C,-13.22100836126957,B,B,D,A,-26.630021046017944,C,1
Yes,65+,Non-Veteran,Hindu,B,-10.621130235688971,A,C,E,A,-15.982197151559324,B,0
Physical,51-65,Non-Veteran,Other,D,108.6780744638488,E,E,E,E,-8.679111764335715,C,0
Physical,51-65,Non-Veteran,Other,E,-4.925341787594798,A,B,A,A,92.63402249122746,A,0
Mental,65+,Yes,Hindu,C,-118.11353824168658,B,E,B,C,-99.21637871104278,C,1
Both,51-65,Non-Veteran,Muslim,C,146.2070283788331,D,B,B,D,-23.906746590611803,C,1
Both,51-65,Yes,Buddhist,D,5.551737503591874,A,C,C,A,-29.443935213540666,C,1
Yes,51-65,Yes,Other,A,-37.36811619151162,D,E,D,D,-93.5738034051044,D,0
Yes,65+,Veteran,Christian,B,-85.66483582608224,C,C,D,E,-91.40198200779692,E,1
Yes,26-35,No,Other,B,-17.875080543060758,A,E,B,A,-182.97353203213137,D,0
None,26-35,Yes,Jewish,C,89.52453965599047,B,A,C,D,14.97724562490177,E,1
None,65+,Non-Veteran,Jewish,B,-183.65550964764873,A,D,E,A,-99.08756406667582,D,1
None,18-25,No,Buddhist,C,18.180314729851084,E,D,D,E,-22.08923006044643,B,0
Physical,18-25,Yes,Jewish,C,64.6026606196344,E,E,E,A,41.16657492680319,C,0
No,36-50,Non-Veteran,Jewish,A,-108.13091238117696,D,A,C,C,124.95301970927,D,1
None,26-35,Yes,Christian,C,-87.38604003164346,E,E,A,A,-206.18123219532828,E,0
Yes,65+,No,Hindu,A,-21.322199218131264,B,D,E,D,-62.33219990374322,D,0
No,26-35,No,Muslim,D,-134.05906696159175,E,E,D,E,165.75861107344386,A,1
Yes,36-50,Veteran,Muslim,A,-40.60848020070287,B,A,E,D,56.907279671420966,B,0
Both,26-35,Non-Veteran,Hindu,D,-73.54078376597276,B,E,C,D,-1.0497441870012751,E,0
Physical,36-50,Non-Veteran,Buddhist,B,111.21002902318853,B,C,A,E,-118.05983603039563,E,0
Physical,36-50,Yes,Hindu,C,-1.369525025481947,B,C,B,E,-110.14325013615769,B,0
Mental,65+,No,None,A,105.54596231057512,E,B,A,A,41.53869933786341,E,1
Mental,51-65,No,Jewish,A,35.84181121584454,E,B,D,A,110.63115054646902,C,0
Both,36-50,Veteran,Christian,D,103.78575305045356,B,A,C,D,-5.374045877009087,B,1
Both,36-50,No,Hindu,A,54.401748909480375,E,C,B,D,85.06669949769953,E,0
None,36-50,No,Christian,E,123.91194710279638,C,D,C,A,200.8322143950629,E,0
Both,18-25,Yes,None,B,0.34251382901475486,B,B,B,B,1.0433303961865859,C,0
Both,18-25,Yes,Muslim,D,-53.6257954369441,E,C,C,D,-63.91574904917795,D,0
Physical,18-25,Veteran,None,A,117.41686960589142,D,D,E,D,-45.460924888321216,E,1
Yes,18-25,Veteran,Buddhist,A,-56.2777064123118,E,D,C,E,26.11705683052171,C,1
None,65+,No,Hindu,E,-63.17832887688396,D,E,B,C,-8.914400056908537,D,0
Both,51-65,Non-Veteran,Jewish,B,89.30289044123091,B,D,A,A,-107.3471046019364,A,0
Both,36-50,Non-Veteran,Other,B,-40.09506757881315,E,C,A,B,24.49867477879375,B,1
No,51-65,No,Christian,C,64.58720970134037,C,B,E,E,-10.38697350136677,D,1
Yes,51-65,Yes,Christian,A,142.58038762093594,E,C,C,A,-156.71881989768806,D,0
None,65+,Non-Veteran,Other,C,168.73905433104278,A,D,C,D,-129.36716381870673,A,1
Mental,51-65,No,None,B,-69.8199241184452,A,E,E,A,1.854452876596157,C,1
Physical,51-65,No,Hindu,E,168.18831018058745,C,D,C,D,-33.47992626699441,A,1
Mental,26-35,Non-Veteran,Muslim,A,-41.62588646752035,D,A,E,D,-101.88929192400018,A,1
Both,36-50,Non-Veteran,Jewish,C,4.014667603509818,D,A,B,D,250.9664288301884,E,0
Both,65+,Veteran,Christian,B,-109.26786549501242,C,B,A,D,-29.564419833060086,C,1
Both,65+,Veteran,None,A,43.2285293963705,D,E,A,E,-94.55772997291777,E,0
Both,36-50,Yes,Buddhist,B,15.113745866527989,A,B,C,D,-183.16092667594478,A,1
None,65+,Veteran,Other,A,-183.6792084644675,D,D,D,E,151.59726999145911,A,0
No,51-65,No,Hindu,A,-95.75737491651749,E,D,C,E,-162.27502945954743,A,0
