sexual_orientation,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Bisexual,Yes,B,B,82.1015744828755,A,125.1385371213801,E,-0.9426827260152815,-58.86231689730439,-44.877332109860326,51.1032173879921,102.45631938188247,-26.347444681378978,A,75.71990975604615,B,161.23627379367164,264.82530434393817,111.85703010681848,D,1
Homosexual,Veteran,B,D,174.9424653014947,A,18.961120153169816,C,-249.85761408569124,-70.20057594969602,11.249002584093512,-60.625249179890915,47.38773830907307,68.13751319437299,B,80.39422265739759,C,40.23540233961459,43.881868281635526,3.221439081917106,E,1
Other,Veteran,A,A,82.78118043647883,B,12.867292070165387,D,-9.623016686912287,140.42496106167806,-118.29627393761825,99.2964849259256,-23.586002607159596,-54.93256070399413,D,29.98723811422063,B,158.30065518981198,25.221121580215506,-137.16604645588225,D,0
Homosexual,Non-Veteran,E,B,-57.45786226733281,B,-44.37083582966708,C,-21.323956708738045,-90.6772097351435,117.99708612905633,-117.90219792098743,183.7436412025759,-46.391578820962124,A,32.33140779918638,A,40.43035084088974,-55.66003937910157,2.0343510029082963,B,0
Bisexual,Non-Veteran,A,B,-135.3642270840996,B,42.41136264198768,A,-123.9153563628449,-83.7034110760022,3.807658877913163,317.01612018497303,20.59473685064886,-177.26668072749862,A,242.2188527314393,C,37.523261826779795,-53.73599418648922,-65.97477417014636,A,0
Other,Non-Veteran,C,A,27.394084194053086,D,12.148413212800035,C,-13.496299557127617,202.64594079800543,10.516874696708333,58.35054721211242,-113.62468461259174,-67.50942677898466,C,162.09203657374024,C,54.20064818593099,23.999037281275612,18.85697808134575,A,1
Other,Yes,D,C,-134.10341797044245,D,-122.65583845613986,D,58.78575901997634,90.97770277749868,115.21477699441249,-27.58219141118869,2.5535820484831024,72.32348328869583,A,-93.59378694119587,E,-135.07162795880814,82.01594996687828,38.18173270740694,C,0
Heterosexual,No,C,D,43.83834985394536,D,60.223771539297466,A,-25.417103139297915,-64.18215250863167,-124.53817559536013,-25.237492001158753,-3.113741108206395,2.5628937911702403,A,-78.96550872013836,E,-58.111712393275184,109.8918172123164,-19.16453931857721,A,0
Homosexual,No,C,D,-32.05027698174695,C,60.45932553905972,B,-184.02647572692211,-181.01640212394213,-151.44845317608522,91.44311729302463,-72.74916473492202,111.84596376614269,E,81.87001078214148,D,91.47540978569401,38.930424387249154,-66.3008322452538,A,0
Other,Yes,C,C,-220.51912774096542,D,17.976923805874183,E,-140.04596633179824,-134.4717261752705,-35.63988007541428,25.04026434651613,-8.111137599401715,-155.62139042599216,E,6.061682218765479,E,-32.3361264122899,-81.28057814274214,135.31455569330535,E,1
Homosexual,Non-Veteran,E,D,43.10159889563578,E,-70.00498257205219,D,-44.17860295061403,-98.54735915590919,-108.07535320877943,37.85980764345289,165.46118290571633,79.60627174233653,B,127.18847489497038,E,137.13920246373374,-96.07734463040802,-46.007619171319085,D,0
Homosexual,Non-Veteran,B,D,173.27574280889831,E,-128.83210825653552,E,-3.9625442190538886,-14.875452743014822,-25.75234688316761,66.85520225106453,-81.1455037643573,142.74255008325107,C,43.710579607074365,A,-102.40453348590054,-45.08220774593398,171.29207095367354,D,0
Bisexual,No,E,D,106.1630844625397,A,117.52348350825494,B,-134.79478416716742,-157.50062586390698,26.56411594714732,35.90939367021512,34.85254003621559,59.11863950205567,E,-4.3636576995006955,B,-5.638884555515777,94.41228260877602,-162.58967774477517,E,0
Bisexual,Veteran,B,E,-35.32565932434137,C,24.065871721050396,D,15.041340823536215,55.58514181914806,12.223625792137852,-74.50037826399716,-160.2276264794929,-32.847098718969924,A,-49.125882756734555,C,-66.5754739053951,62.70564151464316,-69.1030497278302,B,1
Other,Veteran,D,E,44.34402175471027,E,58.94720667199417,B,121.52843695584619,-20.296687634819612,-23.938964021081894,-20.77382228414069,29.98253757745118,-25.30429564600855,D,-66.1650832804173,B,-17.866311278716744,47.277841225316806,-180.0854020168485,B,1
Other,Non-Veteran,D,B,-48.88176103858509,C,16.235324247678946,B,-123.95425841976726,11.979805015310474,78.75643092755013,-69.56832287654755,168.70068439632797,3.852351272375054,C,94.2465654625357,C,-0.16725102850275142,-152.19852712764006,-25.40571034037435,E,1
Homosexual,Veteran,E,C,50.65660489184347,D,-134.04019507415893,D,-249.94294744969645,-133.43969175096188,-16.029673023735736,-22.376035765527373,71.87400404778231,29.052903256855316,C,-106.03805926499122,B,-136.9124550322649,-33.29747458261206,5.909437822857188,E,1
Heterosexual,No,A,B,-20.21892927593726,D,82.5905710216178,B,-38.998926908759266,95.6824238221345,-3.8116868016005694,-121.02052692308894,60.81242451442536,-9.480813718805607,B,9.417431069955791,A,-7.052518700613651,85.8651365682149,141.5797996838654,C,0
Heterosexual,Yes,C,E,-104.9575315446188,A,46.13194455814698,E,45.654397763015155,2.762063018851561,-298.17329957734773,123.19531763149452,99.90347398803895,138.35913913185118,D,80.46425088558705,B,208.1058466482296,164.91732373504283,-30.755392604982813,A,1
Bisexual,Yes,A,B,-122.08379305732461,A,-9.55490543703017,E,168.3294150604256,-60.48432889244329,-91.46912352050559,-125.66475560103333,-129.79042101468417,-142.25206653992123,A,43.154603943054,A,-11.93989841560999,105.60149350819388,46.16162964440041,E,0
Homosexual,Non-Veteran,C,A,3.114453793137356,E,-128.8327317572063,E,76.26666019778358,287.72969147630334,-1.323835075765321,38.52336357797939,-138.76768680154024,125.33892910752778,D,51.07419608085757,E,102.08794907556305,-75.3874884410584,-4.21487970775675,B,0
Homosexual,Veteran,B,A,-81.63018659373905,E,-41.73802839199172,B,14.528395585385725,-107.58942763488588,55.99828936019367,-37.41908056964545,-42.864582318912184,140.08346092490473,B,-20.79185294455347,C,-30.833949845266602,-68.87354339537507,53.18341574760438,D,0
Bisexual,Non-Veteran,B,E,61.02807789605603,C,-12.715027573661775,C,-112.58603572531287,-93.51537852863129,199.81330713645485,241.96247114598503,9.261813214893602,37.22879631510879,C,170.1127440758696,D,105.4217347024569,146.5773679077173,-106.92166607432918,A,0
Other,No,C,D,-52.06989800699993,A,-214.29756239903566,B,71.06315977215766,123.10925717126719,-106.2929423245981,-90.56489157598564,-148.74563862026443,-74.55675427542815,C,9.526746300509766,E,80.39639535563813,73.77812987729136,158.88035800595006,C,1
Bisexual,Veteran,C,B,121.46305360070282,E,19.01667814784171,A,-113.71333149580391,12.579948659197271,34.65131747048858,-36.09857970687612,243.15943265015326,123.57145492424434,A,-147.79736215475305,C,1.5239800307100053,-1.4902819725490715,11.735746640748838,C,1
Heterosexual,No,D,C,-47.79618621099422,D,73.34570257838094,E,9.292034837778967,195.06043189574495,-41.0394196044135,-66.4629788830362,-165.0876091312197,-5.402768053795948,C,46.980567819365994,C,-26.81218305279809,-14.73068992845607,-108.37980722785743,C,1
Heterosexual,Veteran,A,B,53.31478837227459,D,23.634340027655924,B,87.23933172534119,1.8260106652513757,61.9645247319913,56.55912946109745,76.25982581285844,-87.77110500557201,E,-21.352933895921222,C,-104.91760908794828,-43.374795120437994,58.93752164803647,C,0
Heterosexual,Yes,B,C,-75.92603029024943,A,-42.984507600516636,E,25.545357916583278,-23.080082750346907,-54.80501542580997,-87.96505393121386,-36.724735711526094,54.07698882686174,D,-34.95690456113799,B,-221.52616067786423,-12.049099909881894,-76.91286087781218,A,1
Other,Yes,A,C,-23.877410793772164,A,32.14083455928499,D,2.2428516129633898,-6.174923734689584,-35.547681071705064,-54.0871795330355,-116.71639311540814,-19.361511382247432,C,-109.19798451323423,E,100.85625016310915,121.80692282307233,-28.1804442158807,A,0
Other,Veteran,A,E,-8.103641098847724,E,48.164532650144174,C,145.50779567252624,-125.51067059761098,139.72722169250187,57.18557656386755,-15.760653428423455,75.67388054459964,D,-153.27380034930164,C,-59.13926080067212,59.25142166685351,88.28396168245214,C,1
Homosexual,Yes,A,A,36.16650381949607,B,137.50486109559426,C,-1.5639033902836421,124.56757665220124,-74.96006350674553,-39.867973233949556,16.890607866248384,98.48544932669839,B,84.77240240252189,A,-52.344749477271165,179.03896072623212,-101.54107865766358,A,0
Homosexual,No,E,B,-35.68506371241063,D,31.881928180773954,B,-74.02081463835411,-38.275797476570865,-90.03315182569106,61.887117073720574,-73.28243750142839,123.30861120232977,A,-106.50987173347586,A,35.596414242910626,-137.77782955783536,158.81684584247515,C,1
Other,No,D,E,-45.653650333924325,A,170.57968667388442,A,72.18840977389831,17.146798338808622,49.99520630614583,-15.222870079077497,57.10833219583805,-84.69255128542748,A,1.7825919156108723,B,157.06014619053317,171.45054987210818,-120.96126781341458,D,0
Other,Veteran,D,D,78.15527732894448,E,-132.2678071263738,B,75.4240856329268,-81.87063691736769,51.51045603250406,-80.31981348884923,-52.836868251125324,138.3629535666502,D,-86.51231756157529,E,182.94654758358743,93.15659249462999,-207.98917288155724,B,1
Bisexual,Non-Veteran,D,B,-61.52485729868153,D,35.41783009171156,E,-53.599484027018995,-35.53917071792936,47.50837871181112,1.1492798069904993,129.18739477903804,-81.62959016425374,C,-46.87654594161542,B,45.44232977158754,-59.16826418659018,-241.68224674950096,D,0
Homosexual,Veteran,A,D,76.38840810649647,C,126.80398956612606,E,-84.52284122767435,-5.5193838514282225,28.887992500093436,31.373063783749306,54.31051305290594,16.31863342837795,A,11.735384218734206,B,55.111277517056045,57.671953896549134,-92.49798330660181,D,1
Other,Non-Veteran,D,C,-27.127721896561713,A,-55.007515813476715,B,49.153996200112644,51.57843072604178,11.11168919368552,60.52426917838866,218.56739351495756,17.692324085646266,C,158.44875969315848,E,-85.75931073501296,-60.42974221425188,24.234209504307376,E,0
Homosexual,Yes,B,B,75.66255115570256,D,97.79405323267564,E,174.64666704441154,-72.04057896463809,92.35338920369693,136.2810366370699,69.12777918825165,-67.32970660578393,A,-146.01738330007547,C,-82.15464766753405,-2.9737540921226806,138.2752735252647,A,0
Bisexual,Non-Veteran,B,A,-87.64144258236047,B,-19.087610405382712,D,-42.58389264019191,-30.166882088996584,-65.37041513505679,33.4741351685494,-2.013307202974696,-151.03347373754187,E,-20.572130363864947,C,53.4321200991802,-195.51787048551557,38.287178906540724,A,1
Bisexual,Veteran,E,C,37.774600526159674,A,1.3441912294659657,E,40.87787030324526,-42.56625878434702,-32.289097490939746,60.795200478531044,89.32568914475193,-118.29039588735594,C,158.00230664655928,D,87.8398366458802,60.52632920409916,76.53839099411402,A,1
Other,No,C,C,-16.832138946424514,A,37.733643646512526,A,-35.28918955901835,193.18863702282135,9.611057577182903,173.7281126162418,31.179885706769095,204.41702531310898,D,47.15094095222115,B,9.20576545467046,-121.63564695437876,-163.41071089833582,A,0
Other,Yes,A,A,-21.43145577467308,C,179.98239135395505,A,-40.56829339904082,21.4568657323357,151.92084217386125,157.89205461949868,-53.36158589841147,-161.91927273941425,A,-74.9056469220407,C,184.79903915894883,-19.09094804418599,22.19513684554929,D,0
Other,Yes,D,A,202.1241723751162,E,18.087068097942318,E,66.98264432853229,39.11274731224908,120.16448687764924,-62.02688252204086,98.21116563930656,-197.51489317462315,C,85.83055456531388,C,131.19094731582734,63.82547288965112,-40.931106641137866,C,0
Other,Yes,C,B,-78.48410683242699,D,52.28048403855332,C,-19.680435245670967,-13.005908909770058,-82.25579727406817,-117.29056217663943,27.151200948613567,-53.74906072508168,D,9.31039532108371,B,134.84434744321217,-61.5585703584853,-97.85331338974021,A,1
Heterosexual,Yes,E,B,65.75310118125628,D,71.79338071078932,E,-15.24987670413093,7.351616316410616,8.108383973141155,148.6661236062621,-59.75215052917673,-87.28888984705084,C,-112.06209537804392,E,-56.74207908071528,-40.716846279961075,157.75785701707113,B,1
Heterosexual,Veteran,A,E,-138.08403871653437,B,122.74657092037566,E,197.95989487599667,75.11909147667653,73.65824925110788,5.193386422575688,91.76638239558079,123.78586165313709,C,-59.74552046675596,C,10.554118011961739,-122.58469553480754,-50.25381763855763,A,1
Homosexual,Veteran,D,E,123.0336595158966,A,106.2170493739898,D,136.68987174919894,-264.8836146164729,137.88145168514149,-90.328352848103,45.00109741065025,-98.4053065510746,C,-66.7395736201857,C,58.61684511405269,-229.19637285612583,60.1417974067254,C,0
Heterosexual,No,B,B,56.72809640511649,E,221.57099065460005,E,146.08535568024496,15.797658777348317,20.06826267041735,-56.70451611754454,95.40568950714125,83.04666579883073,E,157.82975589574826,E,-35.075592852560646,-55.623101923682924,63.297166234632144,E,1
Heterosexual,Yes,B,A,103.12137963138434,B,-21.12474730897279,B,65.66559087913156,98.21119679142623,15.423993095487734,31.27871726491285,127.94650009903049,-20.6898186881783,C,64.979315684428,B,30.683290425192173,75.71001459880623,-1.7386000655619664,B,1
Bisexual,No,A,E,-44.78838468206811,D,-17.288870651080867,A,-172.04886580362125,151.07120575967016,9.18086928553726,90.10557461760493,-62.28535385191306,142.21406470035063,A,116.89202439635243,E,-30.848493332873023,-32.28250130317936,-148.57796433544067,B,0
Heterosexual,Yes,C,A,-14.544670566520468,D,36.05479026011829,D,-19.37062021030247,146.851135071644,55.89393775829981,-139.53756285405524,-38.386694265359004,-50.401527224469945,D,-144.85759888685578,C,-138.53795545339548,-2.554479078946347,-14.902331196455624,D,0
Heterosexual,No,A,D,-10.392952095975902,C,-74.59892983777806,D,-190.7982308422141,-67.60362889537139,-171.9709709288359,109.56984705994006,-84.06462339782172,-98.36453916499777,D,87.49261531426636,C,-117.28759971157017,140.81348136169245,-114.00597932642064,B,1
Bisexual,Yes,B,C,52.261449322477404,A,-93.30027133506468,C,103.78082128053052,-43.45686367114025,-124.45974431715581,100.40450009667514,324.4541790316629,0.6949558578015677,A,-174.80784103810242,A,-15.683142189687812,48.736874954825076,-28.99926069314416,A,1
Homosexual,Yes,E,B,23.402136138357196,C,61.730518139483415,A,98.18655528473418,-89.10561370756639,-239.64237317297417,40.95839190281991,180.14677736759575,-93.74317562975395,C,-46.215567006286804,D,-13.116816073050828,-2.525222206871872,-81.96370035021899,C,1
Bisexual,Yes,A,E,34.998042173628406,E,-54.76109767835968,D,-153.21984619791138,28.228381388315366,-9.241466884404414,-0.2932580304494577,-102.73801664520599,14.98454899223093,D,-215.9223282500019,A,-30.497304728842916,240.57197078318967,-67.28026250937842,C,0
Heterosexual,No,D,D,-40.81436260025205,C,59.06768639004376,B,5.267794013123492,18.47923428859651,165.992847374341,-57.81350633244662,116.49892690224246,143.61397443988858,E,144.03028371681611,E,23.24556838386414,29.399190296959098,-83.37343786556592,D,1
Homosexual,Yes,C,E,-50.689785659602315,E,85.08701589718271,B,141.24568831818803,-97.93888623717433,-68.4692074619257,-150.08950133828404,-63.9344341632933,-88.50909040871726,E,14.960781699979739,B,128.8789728323959,-123.79711430552231,73.77943458238698,C,1
Heterosexual,Yes,D,C,13.618993491632938,B,-91.46525613115473,D,44.1095820233882,56.06422453231379,157.41967139265785,133.78533213764067,105.23032731781599,37.11653963715097,A,-288.24133929558405,B,98.48828427413818,-222.68015110016376,60.20700673486711,D,0
Homosexual,No,B,E,91.29888572734987,B,10.721985764081507,B,-126.00438259765517,54.52103877629805,-69.48625065667089,91.03886579207534,-136.89445185565177,54.73325004587145,B,-37.42059361246513,B,-170.42430199566473,-111.56619305248073,333.44022809858694,E,0
Bisexual,No,D,A,152.60401673689893,A,-114.39154317337193,B,179.03780003493304,-61.75370853557347,-87.5228357441299,16.159235299053325,247.49871233278452,49.54975800444462,D,-137.25204112009467,A,50.30447491788538,-259.3354622972257,-21.909730825540105,E,0
Bisexual,Yes,D,C,-95.38393719048476,E,-87.05617563518182,D,-48.13745034502095,-156.81480082126765,108.933698388216,170.4719139003658,1.9351868272570298,96.9476900148831,A,85.80501704957729,A,-118.97432149732292,70.10455265466373,-144.6162767546785,C,1
Other,No,A,B,12.08897594385046,C,-38.38669493134938,A,-182.21043851313868,39.85923755762777,48.94389186275268,-23.938369486138146,-12.932476128307036,107.37881654136754,C,34.62571275519122,B,-24.99935816894989,-34.34545489421904,-148.31084078622362,D,1
Bisexual,No,E,C,-96.72770510213202,D,224.58311885023238,D,66.38084245159614,-105.50159896971229,-45.038561170352956,-104.16678927013932,79.52175079596088,-8.965991736859753,C,-15.634314836451157,B,40.2867732693767,313.094693360045,-66.08307889551658,D,1
Heterosexual,No,B,D,156.1824819402897,B,13.121740177810354,D,191.74438023224266,88.3850314841385,-68.93401777246211,50.90771599946091,55.50842386984846,77.72711380640938,E,-42.87388148707504,C,-41.02955558084852,211.5308113986258,60.550192346368846,D,1
Heterosexual,Yes,A,B,-185.74347291741697,B,-192.00852298099278,B,-46.57240745942047,-70.04332905430279,143.14970370950627,-54.917764888483944,38.21372880719972,-49.02370740788713,A,-86.66127055873498,C,120.53936197433623,39.3036070534138,159.11873497417105,E,1
Homosexual,No,A,C,-127.61722539942807,B,97.62374457393922,B,121.94799421675843,20.45424192628245,-101.26291360947732,-64.54910586526711,-135.3102822286174,5.603414887021959,C,-145.8616517954356,E,56.656439461537154,-83.85632098063265,-86.22101054348605,D,0
Homosexual,No,C,D,-75.1611014424315,C,164.13608518688326,B,-6.763099470194164,-15.269554527873236,-44.116525015476604,66.11871415869143,176.29801419237072,141.11448217557185,B,-152.87752165101708,E,-131.82073302140392,102.07137582611709,43.77253253104069,B,0
Heterosexual,Veteran,D,D,-93.00409530676895,B,-69.19612220049646,C,194.77552096087052,40.958833966275826,172.9034576884037,65.21689615687578,17.10365691693203,-68.85184016630241,C,-38.67789798281155,D,-15.443024681464962,-60.75620898479702,-47.51418958448161,E,1
Heterosexual,Yes,A,B,173.4480147921181,C,-139.05938374483745,B,77.25451309455161,-9.596458690028955,-50.84314307894762,158.46336808644503,47.76231435130177,4.858558266960148,C,-106.07789806859549,D,-31.396246880855337,121.8065393656075,-190.9765096294777,A,1
Bisexual,Veteran,A,D,-112.27227845702403,C,-2.111918929286109,E,-129.17280514941868,135.0681687499635,14.701311662946548,32.6414408025352,52.50115495129772,29.740959396277024,D,182.0945475127401,A,126.92043329476786,-25.180438906158027,-33.77976625005836,B,1
Bisexual,Non-Veteran,D,E,15.198315628863538,C,-42.2186555110979,A,48.79064059347281,-53.270457278521924,89.15428304203974,-72.56463077067362,-59.42461983184363,65.95007302466631,D,-5.659400194575789,E,10.0815214800635,81.25297490504623,36.49459979500742,D,1
Bisexual,Yes,A,C,16.092033304803056,A,202.10792298676864,A,-72.574336167413,44.21259862881676,-2.681049957433497,6.427954531180906,-20.39296333490658,-69.84316934166272,C,-162.41460903293202,B,163.23982384859843,82.78815830357122,-127.48966416918108,D,0
Homosexual,Veteran,C,E,111.8273456767339,B,-81.14585150144048,B,-182.2865139860419,-97.46477047433999,-20.581640199648646,-127.52898465160388,69.65735094138407,-52.12895363240503,B,129.88697830364757,B,111.80776346564254,-117.31207359040974,-150.0186772692588,B,1
Heterosexual,Yes,E,A,-94.27205209268146,C,14.80386020870509,A,104.6702100876959,56.546732990427095,19.58084667913095,-26.190381752936343,29.221358036150075,-63.25756606265212,B,87.66266058434496,C,-11.047204932739286,-206.72223530846293,-38.34723233057853,E,1
Bisexual,Non-Veteran,D,A,-91.22338474585304,B,-157.6029517242347,E,-149.48756642990298,57.02979365866374,-47.12019174661472,-28.868768185597176,62.869284250903554,-108.13369240643995,A,-55.93468777159774,D,88.46336352282674,-220.3154912999579,56.72568163177457,D,1
Heterosexual,No,C,D,74.38233521984424,B,-27.562927559123217,C,58.67444724824116,116.08889693626428,-9.797591033052386,45.96104786176781,55.47323893853072,-9.224294707792916,D,16.80344273472102,C,54.10384064772239,-71.42343007429902,55.548032888213605,C,0
Heterosexual,Non-Veteran,E,A,-44.486760099720776,B,92.79119980939845,A,53.86979384663305,-60.74702190324325,-20.212123550126247,135.87814734081368,166.8751218908607,40.60943865481369,E,96.69994799285429,E,121.13593135120537,-85.70009471771235,8.398550893793779,B,0
Bisexual,Non-Veteran,A,A,65.976316122166,B,-37.4400223745712,A,-117.84992701525643,218.09996882382356,9.054067439072194,-125.31930665608657,28.736866264590244,-87.30284170368188,D,3.2673025343409936,E,131.85438845495338,-135.36624683732924,84.15457079160167,B,0
Heterosexual,Veteran,E,E,-159.7972231764103,D,-104.58516625534497,D,-47.23662365395212,-12.77771205892245,139.51615362233426,-75.61622585128325,64.7472634663859,38.3022895834884,B,-119.96251461814562,E,37.288253077252485,-103.42873308400627,-121.19517463150791,B,1
Homosexual,Veteran,A,B,98.62366228606206,A,-7.971160735003169,E,155.69270692627057,136.4611749132435,97.41817107660157,207.09387143198535,-23.33045483537267,84.67729138998497,E,-79.24233473301172,C,-56.289977141897594,-115.80940774740654,-129.39478458081877,B,1
Bisexual,Yes,C,D,-63.26256129765183,B,9.112292564365072,C,15.372401392306614,-17.27946799472895,74.92565099061066,-14.228912903567059,23.77592216044448,-42.74678558434908,D,-34.48384524784438,D,-81.94629757725605,95.26930285275206,67.82738070946091,E,1
Homosexual,Non-Veteran,B,A,1.547748863024418,B,-116.1954699465593,C,-124.65644170543246,70.12320341808163,-97.53041876403132,6.541364028128956,27.846691606857764,-111.75018379592265,E,-147.0001233956021,E,-34.640353259547055,-20.93635793109618,122.402539513038,B,1
Heterosexual,No,C,C,29.95251840349126,A,-129.15729632603436,D,189.03072604223473,91.01507375206819,168.7205794939767,98.91082647847679,3.5265881179117677,-85.15126970375817,D,-19.547811413837824,E,44.583543005606,-246.57045400237024,78.84167552555927,A,0
Other,Veteran,B,B,46.93560913849356,B,-75.10741968806506,E,108.7985433095523,40.3679839954965,80.93237221404787,-68.29163871766238,96.81342849438695,-38.14812095675949,E,41.5066189747361,E,-125.79090307176233,56.36046756130533,150.8856871146683,B,1
Other,Yes,D,E,103.25755951152469,A,-295.94511323238487,C,102.37658091261979,112.18894841300155,25.29722959304837,-15.328727754993265,-87.9062052652253,-114.1189548000777,A,-103.37961166580634,A,-243.76935571921905,19.639346991389502,-59.71818339895795,A,1
Homosexual,Non-Veteran,A,C,-84.0064313177849,D,217.46338084987173,D,-164.6303120416463,67.1723939544604,-70.3644437978311,115.86764554241873,-46.05669710012492,21.594958647265624,D,-85.61125819592723,E,-109.87456975777422,71.07720572054788,-187.37687219170357,D,0
Homosexual,Yes,E,D,170.34942457787957,A,-48.152651143972086,C,-147.05475228100772,-25.129186308512857,-15.937276558688776,-38.03513359612556,0.26666687523307353,-33.458105270757535,A,-160.4499625387381,E,35.484993250927396,-259.9260436002092,-47.68326312221269,C,0
Other,Veteran,C,E,29.049675057758073,A,34.15605526500637,A,148.4208285791527,121.93291340012213,-84.51830029135935,-15.90005110598629,-48.026780038696536,15.745652423518194,D,-82.88854725848512,C,-32.93814369980124,95.66553820398444,93.27015499806942,C,1
Heterosexual,Yes,C,D,-132.0722506589721,C,-60.74035455637015,C,5.065548602152746,-121.46652716563304,-30.91603737905168,-134.42763476750355,80.98264067314197,-63.98152489011222,E,-56.14054205215522,B,111.28606156666572,89.89341623576651,14.76683711800281,E,0
Bisexual,Yes,B,C,80.41163676704383,E,78.85084323067831,A,39.99526968162014,43.96226897856616,36.5819474492608,11.68004489665649,5.826499297442118,-41.43865270140578,A,132.70118811341044,E,173.34807870077097,-58.50743510173332,-41.118583884872045,D,0
Bisexual,No,C,C,113.07221074420879,B,-40.508594469760695,B,26.300655715639543,-57.29607336871173,66.14283214007656,61.67757399287033,-15.521272992118949,-75.63329451857248,D,84.88570455274169,E,2.3321617435971125,-34.5244616067981,69.90341254902657,E,0
Homosexual,Non-Veteran,E,C,-31.01333232106695,E,68.01182770384541,B,-50.752846434159615,-141.84556746637847,151.59071083544802,-51.4344164368324,-49.04399577193404,45.620289279851924,D,-138.49581356818422,E,82.7160845454213,47.15295717087774,-87.6205383259288,C,0
Homosexual,Veteran,E,E,37.06560324304895,B,-128.72695320300275,B,3.5014413659939647,-14.516596880535964,41.360162806934476,-6.40075864833417,18.462100669113,-135.80979419619757,B,5.10722266879594,B,87.86280389117593,-1.2879679016405146,-40.93295163230115,B,0
Other,Yes,B,B,79.25615311434107,D,-215.68780937070002,B,-42.10162809094809,-26.454083058858053,-115.85358942654523,26.52613251917593,120.56965744021448,-67.69689359569492,C,100.5732303318682,D,-107.75609567428583,43.92476201943604,-52.52735916162027,C,0
Other,Non-Veteran,C,E,161.82781450665058,B,22.301889024415903,B,13.022885358680208,-19.674175239066752,-122.30458718319338,-29.808743964432143,-87.15554644389437,98.46554241838196,C,-1.3380656332976557,E,-2.7839755763046576,60.43673696204753,-237.15736780996184,D,0
Other,Non-Veteran,D,A,-91.17676581196504,E,104.65705321761862,E,-73.69870188086769,21.56513358782092,259.53873837199063,-27.071985515679938,-154.21678522320775,85.5746052574206,C,-21.52114683743818,C,8.05579736243114,114.15078139829005,145.17389192301735,A,1
Heterosexual,No,E,A,171.21375319242694,E,71.52324887748057,D,-127.94934045321686,26.135054883653492,-14.111396240189514,-205.47506584773828,166.89812515735662,-92.40270803002768,E,-39.63969017478121,A,0.42968534775262174,179.57277389837347,-24.31929587002629,E,1
Homosexual,Yes,D,B,9.93730218705886,A,57.74920899178873,C,59.89520011124768,121.6606159634392,-39.36380622547478,-94.85534299145777,53.93457612294576,91.43453473717675,B,96.97054887026626,D,-44.658853836919974,-111.69214843059979,69.5577951708266,C,0
Other,Non-Veteran,B,B,-29.016731302501164,E,59.42335864265623,A,-46.480404771612655,116.28221680614767,-90.67019219624876,-93.31483974879407,101.9019512337718,12.418802261377188,B,-42.03309077721288,A,5.257047570074005,-78.82318949984918,81.43788812003785,B,0
Heterosexual,Non-Veteran,E,C,-170.45125239914614,A,4.02088293898609,D,-16.233635457384405,165.39282458847615,-52.9615207061057,182.71387252326042,45.440553147669384,2.6678929555973476,E,-32.5933568217885,D,101.28687096952416,22.407960321388252,146.2179401804137,E,1
Other,No,B,B,-75.58232960995716,E,-3.770270705813568,A,70.6341194752068,61.34861865666975,187.39590112411403,-15.060417545528562,64.8174693789302,-148.45448657116685,D,-98.9128883909009,E,-55.94092596953608,85.85090314865555,75.96569674661048,A,0
Bisexual,No,B,C,-104.20202689238414,E,39.74935066205704,B,-2.5346300063151044,72.18909733203978,-87.7208290340929,-22.971212678186948,126.75556620904065,88.57876801264013,B,-26.636420596624088,A,-138.70773401102875,-191.08404646613727,-13.270726483774062,E,0
Bisexual,Non-Veteran,B,D,31.000069617558605,D,-160.7987823868691,B,7.214113270874279,27.124897942123937,177.1823331895042,30.444597937426455,-73.18973922792249,179.6101568465047,D,-81.42882028588973,D,-42.438379469741186,114.57601638612202,53.025717641761446,A,1
Other,Non-Veteran,C,D,-58.04229099603098,B,-64.9774897069518,C,-16.078515371715415,153.7526043925423,-85.07709994026645,-140.00417683955882,81.28247166883652,-6.978980186394574,E,-43.10800682626088,A,149.83029427694876,106.51638118013975,157.71189076209103,A,0
Other,Non-Veteran,E,C,69.78672214907499,E,-101.92135752824056,C,-114.24063495379887,-68.512071514556,0.8220796356211522,76.31487251401201,31.533564051480873,36.984295173025245,B,184.04592138522545,D,-18.748187973198824,-91.95615939704669,63.929898655083186,E,0
Other,No,A,A,151.84229015634153,B,-104.7106522633445,A,101.7845091299983,-253.81601339867146,30.174743438412833,-1.6707066227687024,9.305977400946919,55.9763083618819,C,52.84185408352351,D,6.1205554292621125,-124.15609724707902,44.00760719842972,C,0
Heterosexual,No,D,C,20.812586868176393,A,202.66057438678354,A,-9.661538028010115,68.08535525217101,25.367652103590427,-80.47929354704803,-17.09343512258565,208.29138035497556,C,117.59549584478025,E,90.79347822700771,71.2283086083818,34.27577352255346,B,1
Homosexual,Veteran,D,D,46.09780282293482,E,-61.79912742856705,B,-43.34486782767614,-73.58409490392283,-149.5627122281955,-49.5434944393744,40.699873014933694,-51.54209503551175,D,132.5325712899385,E,-228.31185235074264,36.27061895333415,129.23353177490674,E,1
