sexuality,birth_year,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Bisexual,20,India,83.74397161835786,E,E,5.390664684069722,-39.22387867495439,-69.56247297153905,1
Other,19,Brazil,-42.57834674458817,C,C,-52.3831707889043,-44.724300112582604,138.92221098986857,0
Heterosexual,74,Mexico,-78.02513064288432,D,E,-50.30458401409915,-95.99871143072154,-76.50624446767753,0
Heterosexual,64,UK,-34.37929004641072,E,B,-55.89280103779949,-48.714987713228155,-46.92156474441115,0
Homosexual,72,Germany,-59.008423912203334,E,E,-60.24449511506881,102.26908051435544,-55.444740105701776,1
Bisexual,32,Brazil,2.405062533101447,D,E,7.814362368722377,47.98241170365127,-108.72809905660192,0
Bisexual,68,Germany,-47.256651728756246,C,B,-107.04069957057412,20.94042793368547,14.01305659364717,0
Heterosexual,37,Germany,-137.87549936274556,C,C,-39.51360064967662,17.47673204851762,212.94308112523655,1
Bisexual,47,China,130.92612366549687,B,E,-73.4766453034911,121.32799197350947,-2.2562609135673273,1
Heterosexual,23,Mexico,-42.7881154019046,A,E,67.99593039577327,-212.0800768224166,-41.578688673106335,0
Bisexual,53,China,-66.25533897678622,C,B,61.601174222342806,58.85099873161715,-181.1647396192402,0
Other,44,China,137.84836104437207,C,C,15.788622225188556,-7.936230316863235,37.51304482144429,0
Heterosexual,45,UK,3.4901964814108823,C,A,48.42492575481888,129.40479996575542,47.72909402227877,0
Other,40,US,-198.5754738824234,E,E,63.884496382686116,110.04857945843194,232.982477740808,0
Homosexual,51,UK,-94.53569871430551,D,D,2.3735480009790413,-37.22793974786171,-182.75270507841677,0
Bisexual,55,Germany,49.40823555840342,D,A,-76.84161859959814,-172.05051194305946,95.85919226005959,1
Bisexual,73,US,-138.38074390155637,B,C,-24.66347216394159,-180.2596944530239,-74.32831033185049,0
Bisexual,63,Brazil,-23.223227265608667,D,E,-50.038957317471336,-177.0069657270855,0.6724183053289019,1
Other,29,India,95.0941278656508,C,B,71.87655790807604,16.85688652611154,118.71012661765725,1
Homosexual,32,Germany,12.330976245102471,D,A,-175.7172046434367,140.01548114797393,122.52261333290637,0
Heterosexual,79,Other,97.18018821059133,C,E,176.89281528972262,7.777796887053196,37.8314021351733,1
Homosexual,74,Mexico,166.17137741983962,A,B,17.745266623363733,11.848137391387102,161.99143630564353,1
Bisexual,52,Mexico,-3.5675594007164553,A,D,-15.96245798116643,-30.75708879696534,-99.6283193699697,1
Heterosexual,60,China,-58.83607503401554,C,A,-19.0425372876471,123.72392531341126,99.48718368480037,0
Homosexual,28,Other,117.53868773113965,A,D,-26.5289102462539,-72.91541334711422,35.75541295785801,1
Bisexual,67,China,-39.840226464329916,E,E,2.525712610338082,78.15151734987268,93.28643032744358,1
Bisexual,22,Brazil,30.174069240815466,E,A,99.75617120490664,-301.4291302492687,98.23742148644104,0
Other,52,Other,-44.972851182515214,B,C,116.81543673776898,-39.2722257316621,188.46834370329833,1
Homosexual,30,China,-48.86906155859017,A,D,-89.55995129761318,131.0651366717319,69.6089708554909,1
Homosexual,51,India,28.00187443907653,E,A,100.13717564543931,-73.15538908225047,96.73116111549015,0
Bisexual,40,Other,-113.39041483027201,C,B,-131.7769354242845,-49.19027991070683,-54.7707792346918,1
Heterosexual,24,Germany,-34.98370243798677,C,A,72.51815243028219,36.87981787675832,-65.45315867763297,1
Homosexual,76,Other,-82.55212105987273,B,A,-59.07478870391151,3.745027260704401,107.49027791129804,1
Other,49,China,1.2813589033396566,D,B,-178.44670418668852,-152.717294205399,42.80084886669211,0
Other,45,Other,69.79021509563678,D,B,16.072922008125758,-8.286919000954416,103.08383640952043,0
Heterosexual,78,US,-64.62605430039144,B,D,86.6056740810643,34.220105917728915,-168.0600827348319,1
Other,67,Other,-171.32932853842024,B,E,133.99520354307856,-11.348277900595644,41.26848778612869,1
Heterosexual,59,Germany,23.514033419747765,A,D,-7.699611098336932,90.43792075172311,-92.9741009562142,0
Other,40,Mexico,73.89697478791251,D,E,178.11715601544742,-64.52483226648586,96.21495730411958,1
Homosexual,51,India,-155.49097163751142,E,E,-70.94168878482309,-146.28860314846094,-169.80837017766564,0
Heterosexual,22,US,-19.345427393309198,B,A,-52.05144739186207,-191.64447661537105,67.94612326179794,1
Heterosexual,77,Brazil,-62.58909078353104,C,C,-95.7922119938607,62.94495442854181,-17.94404756093658,0
Heterosexual,32,Brazil,-165.34348203455468,A,B,-45.00727947926142,-189.27332661718722,-54.87522104164157,0
Homosexual,54,India,-58.62526740590114,B,A,-190.62698638530568,189.38462583367323,4.641094909321746,0
Heterosexual,32,China,-146.0023850319936,A,E,135.89271661036534,-269.9715114569873,-108.91669483311443,0
Bisexual,37,Mexico,90.13623076624391,A,D,-72.96489498134643,-156.8175099993228,-0.9982390669822636,0
Heterosexual,32,Germany,94.81397515846326,E,D,80.72152762687527,-15.842873123958947,42.732801543293,0
Heterosexual,30,US,101.14311531465437,A,A,211.2160458049565,103.27478981441492,54.82941466501193,1
Bisexual,44,US,-95.70681502190583,E,B,-1.4694743540292563,-214.23962548389756,-6.61354713416433,1
Other,47,US,193.98999520279182,B,C,-24.18403379347861,-156.88012743723968,-133.7420791112883,0
Bisexual,40,India,69.50002170130107,C,D,139.72804520027563,-48.74287529641928,79.20599659855576,0
Bisexual,64,India,117.46031200658844,A,B,73.47274494402313,-41.41823446841404,-186.8098212527223,0
Bisexual,59,UK,-125.32035564663524,C,A,13.11562767362606,130.93729139937892,-30.70827501218262,0
Heterosexual,18,Other,81.47619083874305,E,C,107.15582884186985,-99.94663659382567,-3.008951163037989,0
Heterosexual,44,Other,-10.435309860916707,A,A,-100.01364330484334,29.704035692834175,120.70676462286,1
Homosexual,74,China,11.186434666441416,D,E,74.83343302274245,-11.126672219325947,-67.41398345851383,0
Homosexual,46,UK,-101.37670121257918,E,A,-162.10807254881615,-17.19661158870177,8.324067905164167,0
Homosexual,28,Brazil,114.31023227541135,E,D,-112.13317787268625,-56.36319014991263,-55.23007598004168,1
Homosexual,78,China,107.00424505646447,A,E,118.17273356021761,89.8846975086253,-202.10266805881773,0
Bisexual,35,US,-127.88598973920004,E,B,21.374626559862577,-64.04805558106746,-57.219575755103925,1
Heterosexual,33,Brazil,85.72743395177002,C,C,40.2184141125662,40.69454502516535,-46.34123589329768,0
Bisexual,77,India,8.514222561217819,E,A,27.1781133972016,-24.556546242108116,28.21091771945706,0
Homosexual,75,Mexico,-148.3377493591479,A,C,72.75092708738586,-22.610303069014552,143.03491454379449,1
Bisexual,71,Germany,59.52904737325401,B,C,-84.94497995713714,-1.6772753009277763,-5.337078833309424,0
Homosexual,35,China,-75.76035272858888,D,A,22.279202302875706,37.40329730356408,-31.03860893285449,1
Heterosexual,25,Other,-17.38959877011981,B,C,-7.738803833110909,-12.82298818442216,184.06588781901547,0
Heterosexual,76,US,-99.57744586343075,A,E,21.810890762615454,-16.333914477468596,245.25746946030233,0
Bisexual,68,Germany,6.589742049111072,C,D,119.78273344120815,32.538763884274594,-4.070325557846146,0
Heterosexual,74,Brazil,-77.10113638921041,B,E,142.0960397078266,-83.64344311751289,-214.6468586211174,1
Heterosexual,47,Mexico,117.6836915924442,A,E,88.95225088762407,34.32344808000181,36.980709222128475,0
Heterosexual,78,Other,49.6011648508955,C,C,33.221798544803804,66.07142200478614,98.7817720060545,1
Heterosexual,30,Mexico,-92.05119300938108,A,A,-30.221339707457222,140.71312957677142,66.22071560462369,1
Bisexual,39,Other,230.0685001067142,C,A,43.03273421625639,-191.32679459710255,-180.61854202005009,1
Homosexual,72,Brazil,71.0492504947332,A,C,67.36427099117466,-81.80788442035045,69.42441668687192,1
Heterosexual,56,Other,-118.01966594497874,D,A,87.39950499084553,26.735657644605286,8.311732854867586,1
Homosexual,52,Germany,-84.83041142097369,A,A,-39.83898381651419,49.071124979334634,-74.84356956226442,0
Heterosexual,33,Other,-184.25469589691542,D,E,52.43596587721366,-45.12177763996312,-278.1119348991853,0
Heterosexual,54,Mexico,137.76433364344592,D,E,39.290091033148364,-121.64416765068304,-1.5182980640362649,0
Homosexual,43,China,-34.12242294855736,A,A,-333.33221705601477,222.74689241069484,60.38459974417009,0
Other,75,Germany,-75.78034786822407,C,E,14.377483032469982,19.261115706933676,-106.02954355343263,1
Homosexual,79,UK,50.8214758821025,A,D,-161.0555433153264,148.09376842990915,3.990950983234713,0
Heterosexual,43,Mexico,32.67178903593668,D,C,-36.252804296135764,88.5988277704404,-33.84390426793046,0
Bisexual,75,Mexico,-0.9931505367168846,E,E,-79.08639535896496,104.05249936138814,-14.743852822442621,0
Heterosexual,20,Other,-2.3414040675792136,C,A,-254.3131011827763,-10.921473833388495,-90.36855785710955,1
Heterosexual,21,Brazil,-46.70066719070959,E,C,84.91921921883618,-60.19049789506563,-25.904127992867878,1
Homosexual,57,US,-22.071179441693637,B,D,-31.453101128820826,14.144497203423665,-22.813195926592243,1
Homosexual,47,Germany,47.79472843066459,C,E,-85.47403309623944,155.92427640102136,-129.65603821576227,0
Other,42,UK,-116.00874358097035,D,C,-79.86850098475827,-15.482360171129905,213.37911116251877,1
Bisexual,51,UK,52.07763208773376,D,A,-131.20270412756744,-48.78159284794981,26.29286754238178,0
Bisexual,79,Other,-24.03843611477738,E,B,-38.591697597919364,-211.2134352110531,68.94713358695135,0
Homosexual,72,Other,161.03336959113662,D,D,110.37206795774956,60.60682819078792,-16.39963959311123,0
Bisexual,18,Mexico,-169.89332540632765,E,B,-142.46238173292176,-21.015422623788822,-82.84891322779929,0
Bisexual,49,Brazil,122.49539801924682,C,D,-66.28565805085907,61.535647882166856,-47.5065158460863,1
Bisexual,68,Germany,-20.9526809853073,E,A,100.39678160579031,3.2906598168581302,155.79621203384616,0
Homosexual,42,Germany,-117.1536060573012,B,D,-123.90356154825513,45.665483916010984,-101.50439149410128,1
Homosexual,43,China,140.32316304624464,D,A,99.64995133063775,-88.38277687201112,-148.0784449432322,1
Bisexual,58,US,-103.45560146728236,B,E,73.0718747406167,-49.11096910394828,234.56736717088984,0
Bisexual,48,Other,-48.4505334424069,D,C,-49.00562819964359,169.16347499786804,-166.53646827373888,0
Homosexual,36,Brazil,-65.74262684205958,E,D,6.010598430368098,32.31882914782583,143.31763869288153,0
Homosexual,44,Brazil,6.239579547534617,D,A,4.842505490112341,-14.557904741701586,0.07572803254509423,1
Homosexual,22,Other,-144.1192012111421,E,A,88.54435494821807,-111.15107796926702,115.39973435616193,0
Homosexual,24,UK,-160.39665419554632,E,E,-12.052200985174375,27.780339391464125,-106.65863344275567,0
Homosexual,52,India,45.21429385280754,B,B,58.91803569299131,-46.94499634866105,0.5851543576560608,1
Homosexual,44,Mexico,-75.74959911267997,C,C,-38.47136741046967,-30.46788338448689,103.41959633137819,1
Other,18,UK,-206.69641627298222,D,A,-196.00324813933815,-6.630670387817944,211.43573096266059,0
Homosexual,28,Germany,-55.58293166082541,C,C,-5.182849063310612,-170.21310454716019,-15.23977989736245,0
Homosexual,52,Germany,91.69006291109493,C,D,-61.32981906540391,281.07373777167754,-152.66552605953368,1
Other,49,Mexico,-0.7787289219575452,D,E,-29.772550851558893,45.616334734207754,12.049895996896662,1
Bisexual,68,US,-20.917129955274145,A,E,274.53439884331215,161.34802716603508,67.59462664419621,1
Heterosexual,41,Other,23.471457221117063,B,C,-249.84801881182247,20.424692534821524,-26.445877088016633,1
Heterosexual,51,India,-139.10628828387948,C,B,10.343332988888696,-26.563162269306222,-1.0433508971489358,1
Other,18,UK,79.26624933458876,E,C,88.46593825239759,22.927205847133738,-190.114327427474,0
Heterosexual,70,Brazil,-55.19970063436928,D,D,221.3643094050393,-117.02122707411573,14.209651182715898,0
Heterosexual,24,Other,19.83507715299896,B,C,-38.07433674525095,-21.381661001336,251.4538716605307,0
Homosexual,18,US,-214.17229657216876,C,C,61.8404692931124,-270.37914210961054,-65.8921669037098,1
Homosexual,23,US,-36.323099475159985,A,C,9.0332456243328,11.990617618157165,-80.37393710287716,0
Heterosexual,29,US,-0.023225742867431197,D,E,52.85827467351375,201.66386737982936,26.666563780432096,0
Heterosexual,48,Mexico,14.063904886767373,D,A,-89.3824238960989,59.81815173591885,-15.685900744762765,1
Bisexual,30,Brazil,-79.21973299612155,B,D,-41.857453135046526,-11.148392735743233,-190.3392880619309,0
Homosexual,51,Mexico,37.408214193269046,E,A,-99.4236348064911,-17.86594162407449,-173.64839752091325,1
Heterosexual,48,China,201.41392167534403,D,C,-113.42081248350013,-107.70103928279113,49.059555424848114,1
Bisexual,21,China,-25.587963967603567,D,D,-176.04250632851577,-111.40094393244968,17.649825297908286,1
Heterosexual,22,Other,86.27122389354145,E,A,-54.55859256181823,-127.88293083029461,117.72399363783525,1
Other,43,Other,-36.09704217243691,B,D,18.26822790195,-64.6377158436554,91.45703905063132,1
Heterosexual,78,UK,-15.196384950254219,C,D,-134.23927868942437,-307.96654602736567,-26.702724837156826,1
Heterosexual,23,India,-57.64794945268421,A,D,-54.37462359684692,-223.20805449571958,67.79673865397693,0
Other,40,China,-170.70250701826092,C,C,-107.20170854051054,150.42664346866707,3.421799055864124,0
Other,31,Brazil,6.1268269723664215,D,D,64.38459793761496,-41.69271373416512,-115.87333475866417,1
Other,37,India,-248.96811187555713,D,C,-12.882162008681163,89.80338899100097,34.58863873844072,0
Homosexual,34,UK,2.587090291982409,A,D,39.56602257068118,28.998368487853387,-58.23962731872473,0
Homosexual,42,Brazil,-21.61426437613623,D,E,-61.74206432527198,-90.9050103283566,86.7682207979104,1
Other,68,Other,71.60495259542408,A,B,-141.8936310716736,-129.97776789947454,51.131561129127824,0
Homosexual,24,Mexico,-159.59883935374242,E,E,114.23346965883536,-55.29552202223772,59.35386754580283,0
Bisexual,27,US,-95.46498066320027,B,E,65.51667933236634,60.2194489807628,-102.61446178720104,1
Heterosexual,35,Germany,72.73165625084023,D,E,59.64207566165929,-96.91892195486543,74.45012648562836,0
Heterosexual,41,UK,-96.79641941324849,A,E,-21.676786710236374,-142.25071965050756,-48.72341734214437,0
Homosexual,35,India,84.7178472096051,A,D,27.481356076974762,92.19975182329995,55.59517905869028,0
Bisexual,32,Brazil,78.85808893544399,A,C,-7.274335882535437,-164.20937934242716,251.0726958472328,1
Bisexual,25,Germany,-13.834728421711507,A,B,-14.248603286064556,-42.29245251006305,-53.53183019141986,0
Other,38,India,-39.572041983867216,B,A,92.20538668195697,152.7131552460879,80.9887378941597,1
Heterosexual,24,US,8.971284665433668,D,D,145.382376441613,-106.66710393768484,24.36903917212971,0
Bisexual,47,India,84.09800135645796,D,C,-79.83664107361047,67.71947652449728,61.580974216781925,1
Other,70,Brazil,-134.5136352072044,E,A,-15.741281811449287,54.93772267900526,121.90871512864683,0
Bisexual,20,Brazil,79.02641673851487,E,D,60.35532313823201,22.672102302229856,262.5687982764124,1
Homosexual,35,China,-20.20449546478656,A,A,-38.3358884844782,53.130278279349476,-1.5699274866570159,1
Heterosexual,34,Brazil,110.5183416439647,B,B,-7.069797895957226,-26.653569192862914,-106.82947464245768,0
Homosexual,26,UK,-13.916326223775283,E,B,24.24461526366295,248.76514152038558,0.822705205487161,0
Heterosexual,26,US,-24.7856048876122,E,C,65.14505930354431,171.75608625109726,-7.897878234615136,0
Other,19,China,-51.090918139779376,A,E,-18.89848211614447,-93.58383243930052,-71.86996924018715,0
Other,27,US,30.045590112135677,A,C,208.85329484787536,-53.82585966135631,-94.34954959013585,0
Heterosexual,55,Brazil,49.37188108360875,D,E,-18.75207069051968,-84.89774312524585,98.65577060537116,0
Bisexual,41,India,2.086281930767121,E,A,8.263863416536221,-75.92706807163361,54.21316317770062,0
Heterosexual,64,UK,-143.0211423262301,C,A,118.59731128191089,58.452516118016554,-68.13756651119944,0
Heterosexual,42,Other,87.47621349453813,B,D,-23.181729896341114,78.64432641719439,-107.91709103044471,1
Other,30,Brazil,38.58029615573679,A,A,50.285502643306515,6.829205001291092,96.58547961292804,0
Homosexual,68,India,66.31934191279495,A,A,-99.3102293525423,34.03727098415396,-105.57924014918359,0
Bisexual,63,India,-59.12984002901719,C,A,187.0891065218967,38.21033051867096,-88.22205292248779,0
Homosexual,33,US,69.21868826540035,D,B,-19.832619662819532,182.65354850568994,63.51347662788326,0
Bisexual,57,Brazil,-92.54761665265873,B,D,179.26028917349853,-82.76558454830223,223.6125230669527,1
Heterosexual,50,UK,-130.38717366252726,B,D,-111.22736608026129,-157.1329870745445,91.76524253073981,1
Heterosexual,40,Mexico,190.4660005767756,A,E,-85.93583587925102,157.98689799267152,-11.651984988286424,0
Other,27,Other,0.8222964378374815,A,B,-30.462249971483118,150.18638982912594,-47.386896582514495,0
Other,75,Brazil,-30.18399345935591,E,C,5.917610787118846,109.21248970141122,31.85600820268153,0
Other,75,Mexico,-64.88492432124954,B,D,132.2810763674627,-33.27906846894958,-51.95798255474142,1
Other,51,Brazil,3.983370045983286,E,D,-198.90784078214426,134.03723295492838,1.4886813055995893,1
Heterosexual,77,US,16.345985398646075,B,B,-182.57681971841455,3.617481834697939,-36.207439485552804,0
Heterosexual,31,Germany,-122.43574310743898,C,E,-24.841882331219768,-43.38977437259373,-7.640832397136093,0
Homosexual,59,Brazil,104.26286699973166,C,A,111.89275191897836,181.33316448073984,161.12709735064374,0
Other,50,US,-152.39532710830338,E,C,5.714697537952363,-30.496300396498594,97.07901514510773,1
Other,18,India,-98.93302001101193,E,A,-97.6164192978688,91.44257713085445,-165.1776559770196,1
Bisexual,61,Mexico,59.30618649239634,E,C,89.01937634243818,66.29115860963752,117.42860413179663,1
Heterosexual,61,UK,11.600626632713478,A,A,331.64239499651165,-128.80491043368397,-98.7408300894209,1
Other,47,Mexico,86.15055677360297,C,D,145.75417534216325,19.548861181338463,9.183532188489803,1
Homosexual,33,Germany,-56.70487013274853,D,B,32.55712923238498,73.58790167116791,-26.157760937646295,0
Other,22,Mexico,-34.87295219918791,C,E,-32.93425001944417,24.770019509485362,82.04160414774502,1
Bisexual,47,US,-114.71278572673364,D,E,-9.222463479364704,84.57547371987404,61.49426873735035,0
Bisexual,44,Germany,-87.22053077645641,B,E,-82.31138001421647,-84.98976616531874,29.776545694214136,0
Bisexual,70,UK,148.26854350963282,E,D,22.069629956937966,-174.96780218711086,-25.498163688655524,1
Other,64,Germany,145.21516745452845,A,A,44.92388175484853,90.71870794059006,-106.48163140021623,1
Bisexual,54,UK,-36.56974046419349,D,E,-73.0892460778617,-140.65847934488062,64.34990471013855,1
Heterosexual,53,China,-116.6270112448754,D,E,-47.34165697263057,99.80207565797043,-99.99649356015058,1
Other,76,Other,88.55264673521393,A,A,-128.9006703368192,-36.4634075822116,-23.910083919832694,1
Homosexual,38,Germany,55.44871510463615,E,A,135.86724799504722,-19.016474806919334,-81.70430874278163,1
Homosexual,68,Mexico,-221.97734370117703,B,A,55.316712381005075,-101.63456946129763,89.54121398769644,0
Heterosexual,35,UK,-61.74186650701618,D,A,-19.183421980792616,133.00660802231576,184.41086707484155,0
Homosexual,24,China,57.85711681266843,B,A,2.973692870319395,4.346449023024662,6.615029561835692,0
Heterosexual,31,India,118.32667202756137,B,A,126.78326985555148,161.00192853608638,107.75724516608713,0
Bisexual,47,Brazil,-70.38580261274767,E,E,-192.18470540944503,-97.62350387615527,-2.0051479096629397,1
Bisexual,39,Other,24.389276208489292,A,D,62.0922048668573,-11.512943565283567,8.39241938836324,0
Other,33,Other,-78.30020967198736,D,D,-47.58170351939816,47.63662713011209,103.19306972680005,0
Other,44,Mexico,8.166774025333135,B,E,69.99245981462411,75.5435985479801,11.843067104722255,1
Bisexual,36,India,-26.21600956236479,E,C,92.03377671577066,59.7293456879674,25.61010577433774,1
Bisexual,18,UK,95.68082716215912,D,D,8.684710280123184,-116.14991144632354,55.410053902855374,0
Bisexual,74,China,122.98718420886843,C,A,-70.60610998093188,-158.54893573182252,-125.99713216885723,1
Bisexual,31,Other,278.38776028417686,A,C,-108.3541961968105,70.76089745941877,32.091121005494955,1
Other,58,China,67.51357161348298,A,A,-36.42172405678655,-96.48993614203305,-141.22086440113733,0
Homosexual,78,US,-75.11132868176004,D,B,-29.995995913042506,-16.05439606402925,123.65812679541028,1
Homosexual,72,Mexico,-68.95043972612035,B,A,-62.55614284616801,-199.28040223781713,-123.7573297587639,0
Homosexual,68,China,-109.20041272521553,B,D,10.216468386607707,-19.56578139864252,-89.9574619781791,1
Homosexual,54,Other,-27.870929680095287,D,A,-0.8941347906456907,-2.6380030374328967,-252.30542797684728,1
Bisexual,51,Germany,165.97253740618646,C,B,-54.96563645045619,6.897033281104443,49.882486504419816,0
Bisexual,71,UK,53.366856356398785,E,D,-1.994365875306794,-118.45891886869573,25.566129359023158,1
Other,77,India,75.62263756038054,A,B,-57.190397001015455,103.83669562109637,53.83772789147763,1
Homosexual,71,Other,114.0948009358884,B,B,23.24846700629651,181.57629712793093,14.638820601283323,1
Other,50,Germany,-3.3407702347034647,B,B,133.74584397669923,73.42918753608558,-110.93197976269988,1
Bisexual,69,China,-87.24273737407715,A,C,-43.538514014297455,-170.10647050126636,-55.37354898430331,0
Bisexual,66,Other,-4.566184285495622,E,C,-57.903960220132866,13.534462260180549,62.328775907173714,0
Heterosexual,70,Mexico,101.71646309425168,A,D,159.38896189484606,136.71161869143964,65.68364994614315,0
Heterosexual,31,US,13.35747691688773,D,B,29.458146691873292,-174.10323270017847,11.917367904956372,0
Bisexual,39,UK,25.211893961012024,D,C,-69.77262314718027,-197.20593016503838,-115.2733923879861,1
Homosexual,18,China,160.76501776167822,E,A,-201.77391203397548,54.44099235995948,80.33350346612266,0
Heterosexual,25,US,-114.364248870373,B,A,-17.610111272643998,-203.91845001523845,-49.52561882216072,0
Heterosexual,67,Other,157.67847809806926,B,E,28.39051789808212,242.26570355673368,-8.160166020686194,0
Heterosexual,28,US,-98.95979924539799,B,C,-83.72266166058996,22.063715129937727,-109.24971349500639,0
Bisexual,26,China,-99.50664013102087,E,E,-57.80490324917443,-3.133564161211365,19.03331971058111,0
Homosexual,29,Mexico,-71.23128020574248,D,E,108.04343584430498,87.04403905693766,-31.69158635391249,1
Heterosexual,62,Brazil,-33.255080738711534,D,B,-0.7883732063505393,135.36004799790265,-1.6283309250487636,1
Heterosexual,31,Other,126.79408961529334,A,C,3.121555190265313,90.99773368671335,80.06757672970278,1
Bisexual,68,US,55.01699754313888,D,A,-12.611775834271432,57.11600020405121,228.37502911912236,1
Homosexual,41,China,-30.761678335676514,E,B,19.867594702204702,117.3144961339738,-114.25334628104198,1
Bisexual,34,UK,-34.694264844522785,D,B,219.72377975008794,59.8846823919323,-43.231900576319404,0
Homosexual,40,Brazil,-155.58261586565368,E,A,93.40571749083985,85.84216697959125,46.66259347738592,1
Other,48,China,-288.81791099909736,C,D,92.20689601794608,-42.53705654530775,-113.01154731374692,0
Homosexual,50,India,117.1358819938271,A,E,12.568973724024124,-28.84445136400507,128.9583428143644,0
Bisexual,35,Other,132.00645810788288,E,E,-50.500375795303164,1.8026780850355928,46.79677056287741,1
Heterosexual,79,China,114.88753007197789,D,B,91.72690746833379,-122.13162525030063,-52.82862785711787,1
Other,22,Brazil,-53.86145198550618,E,D,-0.6300273545979841,-54.86998914830199,-2.3009574524800285,1
Bisexual,67,Mexico,-76.46955368151754,D,E,-48.83011760982116,-30.772986170191093,-3.3375774007357464,0
Other,34,India,-150.32301702664722,A,E,-13.407155862616255,113.23210378524291,152.1148358937682,1
Other,25,Germany,191.00217249926217,C,A,-30.68351628365927,40.3047847839764,-0.7725224225455243,1
Other,55,Brazil,-40.12543278934363,D,A,0.9523148198353381,16.864796634177303,131.94350562184437,0
Heterosexual,71,Other,81.64485293669217,E,E,77.62376727382842,-101.76059871962036,95.39976404336599,0
Homosexual,49,US,108.9832739017682,B,B,-56.459922640250916,-55.753485541877254,88.86467043498887,0
Heterosexual,50,Other,-70.37381989280321,E,E,124.28781738834643,178.304415344045,37.939068221782165,1
Other,56,Mexico,-31.04652239351141,C,C,144.12537905999753,-1.6178636036504994,120.70999825150182,0
Other,56,Brazil,47.38973885773623,D,E,126.32191325637837,-52.10657833793157,99.80326318775708,1
Bisexual,29,China,108.83566299725817,A,E,-74.19937132186988,40.369191191826054,0.46211151767475006,1
Bisexual,38,China,-114.6950411131696,C,A,-249.21338381331628,-17.183081735850482,55.715765068699206,0
Bisexual,70,Germany,-72.7205341356931,E,C,-266.64326762055146,67.20691095954118,-198.6684621791701,1
Bisexual,62,Mexico,145.1051877920291,C,B,-29.073611806786765,21.36282338066502,206.8060853308937,1
Bisexual,52,US,40.09678717513967,A,C,1.3335491721012964,42.370839653511275,-57.299932314347046,1
Bisexual,65,UK,176.8334995336571,C,A,-4.827002235962932,-92.52673966996612,-33.06038270298556,1
Homosexual,53,Other,-44.089839753567986,A,D,-47.550156803556035,33.326486990745984,-34.955564474788765,1
Homosexual,30,Germany,-94.89911982182335,D,E,7.08723557628716,89.17008719230675,67.77880006951732,1
Homosexual,53,China,96.73077709039876,A,C,-49.4782840171359,-144.25532661015598,29.939160535638848,0
Other,58,China,-27.912280110840825,C,C,-23.362549189524913,89.56227815777511,135.07448169939414,0
Homosexual,63,China,110.50945092127083,D,D,-88.98797458517645,114.22553899752288,-79.1454217785159,0
Other,26,China,-60.740041128852276,B,E,71.90822179353158,60.239765559551685,88.11492411520915,0
Other,44,Mexico,50.60933395795145,A,E,-87.3843396486312,-114.43515165419358,282.11332535651457,0
Bisexual,69,UK,-84.95275235718452,E,E,3.298928316874614,-49.08119195199442,-3.7550316040286136,1
Heterosexual,44,Germany,-21.579546308359134,C,E,-12.382435572816517,-32.60751291809981,-196.46285192110076,0
Heterosexual,19,Germany,107.42038107780675,E,D,174.94336850577668,27.85193477755643,-73.01699252795112,0
Bisexual,38,India,-0.0927550181316501,C,E,35.29058417765305,-53.56001798420205,159.66579923636343,1
Other,20,Other,4.570635830564995,A,D,-91.2046197887973,81.01443945303932,-21.261379753895664,0
Other,22,UK,-47.382556576008625,A,D,119.76986831329613,108.0948558615642,124.85167390147127,0
Heterosexual,40,India,70.97920857797409,D,E,195.38604436775552,-23.25463260075018,-127.0987670930535,0
Bisexual,53,China,5.681401633492448,B,A,-186.6243746711056,11.247974505799785,115.36526954836219,1
Bisexual,33,Brazil,5.298354405625965,E,A,162.01604845092703,-61.81691273694635,-57.3733855706616,0
Homosexual,72,Mexico,-188.53673199688933,B,C,-207.31610523416938,104.60163583985276,97.59634082718848,1
Homosexual,57,Germany,-8.911257207138764,B,E,-37.960591360337666,32.81597573373961,65.68091630935206,1
Heterosexual,62,UK,-111.56820448998164,B,D,70.67485630190433,5.944635242278952,-125.15540411793535,0
Bisexual,18,Brazil,90.44034553347626,A,C,151.4649520542375,245.78196214923338,-139.2194808007129,1
Bisexual,73,US,16.55427790769915,C,D,118.30112885610171,6.943802142640744,-17.530107165139565,0
Other,20,Mexico,86.47333682300868,B,D,-87.60297885711059,-22.20672864081848,184.51022997397703,1
Other,49,Mexico,24.560231256414504,E,D,-124.59493929961137,10.930758350767853,91.93297270104381,0
Bisexual,36,India,-48.80205475522912,B,D,-195.26596567492075,65.3053948581131,-130.4284671324536,1
Homosexual,40,India,-185.0022993683272,A,B,197.8328874311145,-119.97123290450043,53.55007251218032,0
Other,76,Other,-86.15366336286262,C,B,-59.20333812072263,-190.5252538182995,227.89279993657598,1
Heterosexual,30,Other,-179.22548189256506,E,E,78.25717856111135,-127.55548839859902,202.60170897893198,1
Homosexual,26,UK,65.6651017990387,D,C,-125.35081128213237,-4.287184396422417,274.51616520424534,1
Bisexual,36,Mexico,138.96105198868202,D,B,57.800207436235304,26.55253505818942,98.2424362904672,1
Other,54,India,24.095298212945433,E,A,-175.34158852394935,83.71206027197967,76.84389022641537,1
Homosexual,39,US,49.064777131819795,A,E,109.67373140691932,23.563638144216398,-59.20007497064863,1
