sexual_orientation,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Bisexual,Male,-20.77022430982342,-109.28394366321297,E,-62.17312803060696,A,-23.423677508495366,D,E,D,C,156.85647731919505,3.1548201230016066,-196.0834157329904,C,B,1
Homosexual,M,-17.920989148359045,-59.2574273403082,A,-159.32414095284526,C,147.35496595042503,D,C,D,A,5.59961462988207,95.40382614373331,-9.331930946785816,D,E,0
Homosexual,Female,-40.63792059574743,75.4662988182428,A,136.10369284864313,A,46.23599936987932,D,A,D,A,107.56586418223702,233.70526496815538,-120.24120145999308,E,C,0
Bisexual,M,43.854631033484445,-12.121999252475685,B,-38.47075032430536,A,114.68520361157073,C,B,D,A,43.03507369032838,-185.17959365031672,-65.60457350661018,A,B,1
Other,Non-binary,160.37042114005732,-70.148620567224,C,-96.65570764754568,D,-95.99378154123106,E,C,C,A,62.84514623297124,-47.71556044159908,-1.2383269658727916,B,A,0
Homosexual,M,-24.649563156643598,-7.1689388985588325,E,-108.16214187113702,C,63.34529652287648,E,D,E,E,-41.25581707785467,-113.95392852749771,1.100689958717937,B,C,0
Bisexual,Other,19.530740652957547,215.5658832638344,B,-145.97835977471928,D,33.6253870012092,E,C,D,E,-12.91044158209353,-95.41603998971418,-17.643027407104704,A,A,0
Homosexual,Non-binary,19.74441096629586,-6.684967466389871,C,51.477789520064086,C,24.220251347362222,A,D,D,C,81.86006648721732,-109.82275840106459,-179.44604792358507,E,C,0
Homosexual,Male,67.9074098193243,63.26603163124046,C,-60.87211092103093,A,-103.57481145720551,A,C,B,B,52.800914414555145,25.94249267912244,-187.37613929198866,D,B,1
Heterosexual,M,169.0855256091469,-67.91719516303728,D,-307.82621703034465,A,74.06749983338507,E,E,B,A,229.89184650044763,-97.7672736930753,-73.15761827533538,E,A,0
Heterosexual,Non-binary,19.810012760157047,133.93098030435914,B,-51.740119906460514,B,-61.82187761647408,E,B,E,D,-74.18966211084668,29.655718358614084,70.96152137236128,A,D,0
Heterosexual,Male,-47.38139560537887,-16.481512008317985,B,-115.91657262277477,B,179.57162242322573,D,D,D,A,13.829328230751889,-89.25384901778432,-108.39430383019749,C,D,0
Other,F,109.09595105665937,-9.567359480792057,A,-174.50701363342773,D,78.02634246403942,D,E,B,E,-3.32519043288493,148.03733627033262,-87.86496703066301,E,D,0
Other,Male,-77.45994940331953,-105.53510369326766,C,-209.91905481778818,C,-6.22746943296275,D,E,C,E,228.36734516738937,74.62099568889884,32.82450060180723,D,E,0
Other,Other,-1.3992986619047112,141.04636521587437,E,6.647870409242946,B,46.06239397850811,A,A,E,D,-153.90972934784907,-45.14309482842575,-12.426900892675766,A,C,0
Bisexual,F,-38.98266507499182,163.41332108229446,C,16.050322249931753,D,39.45634482825165,E,B,A,D,111.29102591769696,140.58056126023402,-116.28295616189521,A,A,0
Bisexual,Female,-182.24864737421836,-166.30262255376965,A,-66.84790877972621,A,153.62389032742402,B,C,A,D,163.81689794479982,-8.793954680158082,-138.4225846077241,D,D,1
Bisexual,Male,-119.25416341079631,96.66328687636593,A,-38.75377116951063,A,65.2328394898398,E,C,B,E,-28.54020288567155,111.18316220905304,-34.65660976512288,E,B,1
Other,F,-166.43686240328063,218.1149028882641,A,118.15598821985051,B,-57.93035138150324,A,E,A,C,124.81311335134208,44.680945482550925,136.36005410102962,D,E,0
Other,Non-binary,143.6281367858007,86.12653008064903,E,50.383424205465786,D,136.98614175369278,E,A,E,B,90.33214423829436,180.5105719752752,-113.53475196129178,B,D,0
Homosexual,Non-binary,-17.197926813239366,-52.68970315178921,A,-97.03035647431793,C,-169.11641280367522,C,E,A,D,-4.314010113447647,61.6869623213931,-74.76960889063517,A,E,0
Heterosexual,Other,182.54170265826414,19.132416299673718,C,-16.293203378746444,A,-54.92798811144104,B,D,E,B,-78.81977347506951,-100.97917242836134,25.02602473464525,D,B,0
Heterosexual,Other,-2.636765371472628,121.09016300854829,C,53.970204290647885,B,-24.88305800062163,B,D,E,A,-158.93375352514408,38.01308418100367,41.561691105431855,E,C,0
Bisexual,M,109.60357825087638,-105.41417426326711,E,4.350667525250304,A,-36.83043279082698,A,D,C,E,-107.53516337820852,-234.12530680662664,92.7824839521921,A,E,0
Heterosexual,Female,-87.60770504018159,-55.96838753935221,B,26.832780887118012,A,-32.55845085046636,E,C,C,D,-100.19646141195726,-52.42269545466475,10.024614824239308,D,D,0
Other,Female,137.4092691011969,-133.39811907972353,E,-56.770193869217266,B,-20.21030374294174,E,C,A,D,-14.79385377163318,-104.06234808830781,-12.861958603597824,E,D,1
Bisexual,Non-binary,-1.3847736860676043,-125.78080097287108,B,129.5709374446192,D,26.892711710537228,B,E,B,D,54.410367151903635,145.2413716516306,16.376004143781802,D,B,1
Bisexual,Non-binary,333.26017298059696,-4.060726535372023,C,76.07480137672643,D,-11.3578127575878,A,D,C,B,142.42097769853567,18.501820724979147,-8.525939398039482,B,E,1
Bisexual,Female,100.61315949204645,-10.908555804238441,C,2.0840172624872744,B,13.851704149208654,A,D,A,D,184.6237022695097,-72.20751362673627,44.51413346979039,A,E,0
Homosexual,M,-95.52361977525007,-133.43670671561193,C,73.05742787335328,A,-61.66347245656303,A,D,D,A,124.7961098228584,9.305071093333146,-88.58154915538933,C,A,0
Other,Female,-166.87026442995824,86.14267722491766,C,-118.76832553660475,D,209.19489966446346,C,B,E,B,138.45348448728058,-36.96809799375093,165.46942838802343,E,A,0
Other,Female,76.22336695155545,-8.490347931275968,C,-81.69076772535426,C,-0.32263054633184335,A,A,C,B,237.14782767903162,-49.820148150880314,8.311539553963296,A,E,0
Other,Other,-5.162503799431704,-168.2317008863472,C,223.5345981226773,E,-14.877489137609313,A,C,E,A,-86.56038306812331,13.95576626714563,141.6468848681956,E,D,1
Heterosexual,M,101.04250778836186,37.76818139212441,C,31.52552947505354,E,-72.89031485504233,E,A,D,D,27.50793628639741,-3.0006760732412414,-145.64928171299573,B,E,0
Heterosexual,Other,47.25826171827433,32.167321368929365,C,110.71888420493394,D,45.07562379898482,E,C,A,A,-235.24021605775795,-60.655660716079296,300.79836524836895,A,A,1
Other,F,-30.9233838812578,-25.80139916760299,D,-5.614241612154692,D,-10.750466011974277,A,E,A,A,-81.75380940716902,-18.477452703686705,-74.4617984987548,A,A,0
Other,F,159.00240957787742,59.81871753594713,B,-88.58237428634683,D,16.73233885573935,A,C,D,B,44.07180064197117,69.42080924774841,130.64687939021144,C,D,0
Other,Other,13.60908083862721,35.479009055279995,C,-259.97461762160935,C,-15.559972703668942,B,E,D,B,-82.82671431841541,341.94697481924976,34.03400047066031,D,E,1
Heterosexual,M,114.47475466013648,97.18347333424218,E,-52.15671959058484,E,-89.75468361966993,E,C,C,D,-67.11419207171528,-7.163124950369107,-136.65498531738675,C,A,1
Other,M,1.5428739558589164,97.0283484665963,C,-27.10235334809079,B,20.427780380839295,C,D,E,B,94.03313979252765,-191.20549224879784,63.66967876515992,C,E,0
Heterosexual,F,-101.38128387361243,121.63659155037394,B,40.66149536646228,B,-12.295340761409294,E,A,B,C,80.79735769250735,60.622807246714885,143.91169891567102,D,C,0
Homosexual,F,47.5880449682883,-150.13723987919647,B,91.20734560675596,C,-19.52572337635025,D,A,C,E,158.41313221406924,-2.947615143571515,-17.78039897051006,D,E,0
Heterosexual,Male,84.85234714930188,-9.914138701484893,C,-116.21381777260808,E,-0.7023095920328507,B,C,B,B,-51.41181585660088,22.21616349506252,59.79273287781003,A,D,1
Homosexual,M,26.46880635881596,39.84771338949712,A,-78.28092685902824,E,-177.43862473995404,B,A,A,D,65.12326420584695,29.1399590584786,53.139603400240645,E,A,0
Heterosexual,Female,166.29024206863886,52.915368383172975,A,-155.32529796543514,B,-9.457608337665862,C,C,E,E,-42.97560660377609,27.222498210432892,116.59286742953854,E,C,0
Homosexual,Other,-68.72197724604777,-90.71123830925232,E,-50.93713938459611,B,65.68143684863628,A,C,E,A,48.7214662618572,-262.5913321457864,-22.28816649404186,C,C,0
Heterosexual,Non-binary,-36.031795491116554,71.64325819057215,A,14.91745943673251,A,-70.78309179891174,B,A,E,E,17.910735189668404,-200.71466160060405,161.55836949222993,E,E,1
Bisexual,F,35.00994069334011,-23.617885738013943,D,1.4693193901044919,E,-44.88771868142185,D,D,E,C,8.76130604006799,13.085623627130829,34.940768843277105,E,D,1
Homosexual,Other,115.60151836170063,49.65293092171998,D,91.91560743853351,B,-254.7499430798025,E,D,A,D,-134.5839401988896,-80.7930289525488,121.7751403585655,D,B,1
Heterosexual,Female,11.01762852801304,15.068284637764926,A,-39.720637249687066,D,-6.38630733690225,E,E,E,A,125.68593622991897,58.27610356669564,54.997927760925094,D,C,1
Heterosexual,M,132.32917259907387,38.74372341308827,A,-107.961627090829,A,-75.55932885626429,A,A,C,E,-6.909344297222553,35.32201695128222,-52.194481682237345,C,D,0
Homosexual,F,92.36390432637748,-36.150001075723345,A,170.45525544768577,E,3.7759791999350543,E,D,C,C,-341.23493191576284,36.62072321898888,-170.2977726867107,A,E,0
Other,F,-57.309187548223896,-49.83131800170287,D,87.21485981941993,D,-19.895908071668117,E,D,A,D,-19.92772316969546,-176.80019564189882,-92.6761971087977,B,C,1
Homosexual,Non-binary,-61.28635669403032,73.51898011583089,C,53.20741725354742,E,-90.49890606798536,B,B,E,B,-163.1944624017415,89.49944759543028,-88.27529147040495,E,D,1
Homosexual,Female,7.016311887995698,-70.03805971992695,B,24.912448955725367,C,81.23602848916764,A,A,C,B,-47.51010499609165,-41.465649815326614,6.821338225208525,C,B,0
Homosexual,Male,133.61813179501507,6.6140586174249245,C,-118.66018724199414,E,157.03015618907133,D,C,C,A,75.04135416737178,196.9103304541028,-11.843554277322102,C,D,1
Heterosexual,Male,4.815534449571049,312.4047890674252,E,79.12650522714173,E,62.810241345805586,E,D,C,B,-70.135759180547,101.62959522442812,206.0137935450167,D,A,0
Bisexual,F,-45.11278886190414,-71.57418378538523,A,-63.30685520600109,B,-101.31993926048087,B,B,B,C,42.29269963627246,89.20516659608978,-101.30248476200596,B,C,0
Bisexual,Female,-106.38603328672104,-36.19102951872545,D,76.95266192981447,C,4.299259870660599,B,D,C,C,-171.85015013433727,171.9565193898315,71.96203042896546,B,C,0
Other,Other,-7.349527976118051,-34.312932199999665,C,10.512769051786034,C,-96.7377935273467,B,C,A,C,-245.6052312048509,111.14758246826581,37.75905943688331,E,A,0
Homosexual,Female,93.76213999787302,-128.5209081733524,D,168.06380981729336,C,-74.22492403441686,E,C,C,C,-51.24063863247357,-1.336865533876815,90.49713010528309,D,C,0
Other,F,99.31966492440807,-7.260905353174324,D,45.93001496547773,A,-56.999730989036735,A,D,E,E,-19.83233771360743,-36.30787239877119,77.38150267508885,D,C,1
Bisexual,Other,-128.81461072135428,35.80057932239368,E,178.0269021458805,B,182.08995740502954,E,E,C,E,99.106521147153,-96.42683099827978,127.07326477050212,D,D,0
Other,Non-binary,-268.36366531803566,-139.60951864038356,A,-139.55534434811418,B,-52.73328773075811,B,A,A,C,-110.04202461786117,65.40678445844541,-85.52951668996351,E,D,1
Heterosexual,M,24.755084861660364,-27.01922784843728,D,-70.27913812766475,A,-79.527552215595,D,A,D,D,-47.55283439886144,-73.52051207266632,83.61859324918667,B,C,1
Other,Other,-25.982767900556613,-14.337736809695334,E,47.37502214610165,D,48.08852028059138,C,C,A,D,-1.6507134237651881,143.4525789469234,105.24538781889285,D,D,0
Other,Male,-103.25069025839353,-73.2757455824275,C,2.100797733029824,D,-23.845450389736286,E,C,D,B,91.13609422175742,-74.1257475319935,143.9994748283261,E,D,0
Other,Female,-39.93736589201809,30.414577753439055,D,41.338644881333124,E,74.62833039075467,B,D,C,D,-1.4674004033588035,-0.007841297530027998,-174.62250227631526,B,E,1
Homosexual,Non-binary,87.08255337876956,154.9158299527592,C,-120.31489181850303,D,-13.518939674177705,C,B,C,A,-187.48327552521974,-86.94613781897044,29.307187412306646,B,D,0
Other,Male,-139.21332346332446,-103.9141929816826,A,228.80423006808184,C,-112.53425067474703,B,B,C,C,-181.20229504178945,-24.341063888020845,-46.34243078358847,B,C,0
Bisexual,Other,-2.9490643050553134,62.15243281099158,B,-185.5698123565685,E,15.68544271697207,D,C,C,C,-125.64752247223116,240.82645477469052,328.7368214425949,C,A,1
Heterosexual,Male,34.943677786687516,-88.09418104274661,E,-65.14700020874916,E,41.80722604836413,B,C,E,E,162.43905274570668,-85.38092687785863,2.093479339021123,B,B,1
Other,Female,-111.0578508840644,123.14628969261511,A,-3.633296715495816,B,-60.68772164559183,E,D,C,D,-66.12634863169608,-10.834352208226681,-45.13080366645143,D,C,1
Bisexual,Other,-96.9125443314493,-18.329524231242445,C,-94.89795248635589,D,-174.50310569935098,A,D,C,E,-8.637657201248988,-9.56236900206881,-56.025049332757504,C,C,1
Other,Female,-26.532404680628446,15.210376659282124,B,42.83161578474797,A,130.9401605774806,C,C,D,A,38.12552246197431,161.42515389341864,100.60234193915689,B,E,1
Bisexual,Male,-23.870610943198223,-145.5118182196498,C,-125.65076411729461,A,82.19714817900348,D,B,C,E,-270.5929595410094,-137.5008140644048,16.853705557751443,A,D,0
Heterosexual,Other,-11.792220868580532,-213.89578072256086,A,96.4508327683353,B,110.92807234946885,D,E,B,B,66.06026090254231,29.14092712924653,0.28451851998581557,B,D,0
Heterosexual,Female,-123.90387644155847,49.05825607782045,D,-221.92797503929845,B,205.69169022460522,D,B,A,A,15.054593431774627,-95.59682579223563,-104.70824542339061,C,B,1
Bisexual,Non-binary,84.41049098716041,-18.818511520523025,D,52.29010667669483,A,123.8234496823974,C,A,A,E,110.79872523644964,17.965308090487756,-124.95689986758218,D,A,0
Other,Other,-25.86295993005058,-87.80956285624677,D,-177.21340226882847,C,-17.71930288836931,D,B,C,A,-11.634374404247946,-53.88658787950491,-14.661965511881503,A,B,1
Bisexual,Non-binary,-157.76349671644553,89.63187308624964,A,38.190670281948805,E,91.51957482481046,E,E,B,E,173.76652854735875,10.51594565936451,37.02010322320001,B,A,1
Homosexual,Other,70.0740234496403,54.216003224513486,A,-189.43235204651342,C,48.486097905785556,C,D,E,C,39.89423218565607,55.10696727028848,-218.9795577177601,D,D,1
Bisexual,Other,-121.55899478035057,-48.450550599455994,D,-84.50392340513439,D,-193.99180617575317,E,E,D,A,-206.35431403719667,-0.34554378464954244,159.70311822311263,D,D,1
Other,Female,51.80039902542559,-36.19073073471248,E,-133.1468646099524,C,-111.84905074982538,B,A,E,B,-98.49046693481533,128.39444110877884,26.82438873157012,E,C,1
Other,M,50.046493690595064,50.685944617365465,A,-53.79655891060649,D,-43.37117455127757,D,E,C,D,-2.701666120057423,-67.77039778292801,31.46502160851553,A,E,1
Bisexual,F,106.18871202347708,-48.72103716422106,D,106.40598479587355,D,121.51250985207554,E,B,A,D,-40.74055303086719,80.63735209695277,-30.363288862063975,C,D,0
Homosexual,M,105.73467024391138,91.71993555588885,D,-27.623593444530204,A,-90.34171723106836,B,E,C,A,-121.28988541985186,21.393672071748625,-92.25943087644482,C,D,1
Other,Non-binary,43.64491283412612,-64.20941084959156,D,42.60458966424766,E,15.663110925425586,A,B,D,D,25.83003582777778,140.71630445763222,-79.0549866506352,C,E,1
Bisexual,Other,-411.25184374567675,-8.505862135101342,D,-188.49308439180157,B,142.76227806804906,C,C,A,C,85.15907607299783,87.17871121858227,97.4383655637318,C,C,1
Other,Female,213.98524395928672,-204.65333990895536,C,115.70896288017241,C,79.45891384690508,C,C,C,C,-112.48120017311302,55.63394949657692,70.54594154535646,D,B,1
Homosexual,Other,109.24652883541812,27.896263425075112,E,-130.1038890096071,B,-16.566061913559828,B,D,E,A,30.368245722527544,-158.79308615314463,-54.37391165898986,D,D,1
Other,Male,-47.7851183351452,-50.62436004069903,B,2.7560888370687877,A,-112.1762175774995,D,E,E,D,138.9446368535742,30.978044419976523,-113.68855742377033,B,A,1
Heterosexual,Male,-181.99497869658714,34.5392336516044,E,-9.920999155519453,A,59.853052094893286,B,B,D,C,-83.33343524970985,-60.867300956637685,-3.0896795032859132,B,C,0
Homosexual,Male,69.61346957282082,85.89357156085535,A,190.9773801643458,E,85.16490205196088,A,E,E,D,-37.22262241556049,25.153789742793148,266.87760875681437,C,B,0
Heterosexual,Other,-13.088668129379597,52.26182920186781,C,132.55426511476543,B,-101.79874132056173,E,A,D,E,148.59548269968505,65.3135552080436,-1.7669830067100278,E,D,1
Bisexual,Non-binary,73.64198879293052,-133.60525995222503,A,-60.00709057742007,C,-199.03148580214707,D,C,B,C,77.35938443476527,97.41097134027582,-19.663655579986226,B,B,1
Heterosexual,F,-59.733365879872856,-17.689527246727415,E,99.94524140926241,A,-182.87447490287605,A,B,D,E,22.216828632914112,-131.47285763442434,-6.425090901735982,E,C,1
Other,Female,-39.50903592561575,25.60366929469322,D,115.77927659054141,D,-15.663114724083677,E,C,C,E,74.53972196483292,-6.07424985025562,170.8950849637401,C,A,0
Heterosexual,Other,-51.59289950409084,-77.26830761102808,D,-46.27496172035333,E,72.41091307745057,B,A,B,C,119.24108829061866,-81.06007197682828,-23.526668642048506,E,C,0
Homosexual,Other,-154.57274565005247,-119.05524363976107,C,-52.75395017721925,C,-114.01422564904694,D,E,B,B,178.09026125671656,102.18495532208689,-76.5759154498872,E,D,0
Bisexual,Male,-112.62231822247499,-111.0805623679618,B,-100.32718758627071,A,-28.22467821451114,E,A,C,A,13.29460898826328,-73.5293629855056,-143.61980029069096,B,C,1
Heterosexual,M,11.323468108265761,-3.362921163082485,D,-34.097314596894954,D,92.21752270717701,D,E,D,B,-70.96565471652238,-168.4850244726843,-64.47490415714194,A,B,0
Bisexual,F,-127.51371947165173,89.60639397031275,A,-33.24730657892163,D,-133.1478746991297,A,C,B,B,26.183687897099528,-86.52097049651705,81.85877697611042,C,E,1
Homosexual,M,52.8730751172402,-153.9871675778017,B,-72.77691286722481,B,-48.16762700944391,B,D,D,C,45.08327982369491,-80.41469314795509,144.46606391248963,D,D,0
Homosexual,Non-binary,-130.32157270525738,-151.00119627836713,A,1.0317087617197198,E,-64.92043648362059,C,D,B,C,-226.02634239102971,161.15525175350277,-49.6074643420287,E,E,1
Bisexual,Other,-38.00869609803749,-196.1023607466254,B,54.492028418075776,D,94.77555615419652,E,D,E,C,-19.189087960037764,-69.09872422942695,-70.94104309969953,C,C,1
Homosexual,Other,-82.22453071919253,-141.11835746123603,B,46.98975059729697,C,27.79467390283902,B,C,A,D,-13.647476291542867,11.935982411822907,128.24746496320404,C,D,0
Heterosexual,M,23.31289338292323,17.9326120681465,A,-28.4982918378541,A,-108.33002092706965,E,B,D,A,-164.43464618171933,59.153713385934225,83.72335925208532,D,E,0
Heterosexual,Non-binary,36.328227599418014,12.496911655896769,A,22.799418803702885,B,0.5000419660402714,C,A,C,A,58.473346391461746,-57.97067343935959,81.0667631905487,A,D,0
Homosexual,Non-binary,-16.03508112193119,-157.10124371158145,E,24.67104160534695,A,-100.5264749943241,D,C,C,C,108.88467219566127,13.000665823775925,-104.27939468583051,E,D,0
Homosexual,Other,17.18218825183751,55.68103379212263,E,167.39754932607906,C,-21.765527292796712,B,D,C,E,-5.702585465435206,-41.57906053335997,-126.91929386736777,D,C,0
Other,M,-146.64666610805494,234.58962920410457,C,65.12565051307003,E,14.366442684502942,C,B,B,E,340.84258945633314,-78.20902484881435,-215.71904236996525,E,E,1
Bisexual,F,21.348988076442126,138.87170541982815,E,-50.54795647092673,D,80.93963194191117,E,B,B,D,110.84432318068917,46.64316161937658,2.974983925046171,A,A,1
Other,Female,19.789235719778063,62.87924896920873,B,-48.97051064015857,A,-75.53707866179575,A,C,B,C,-131.27973540332937,-130.21255180136856,7.579806974788802,B,C,1
Bisexual,F,-155.68686035124134,-21.45078876018793,B,-19.43245320622773,D,55.08729881911971,C,D,E,D,231.58851150200883,-50.550808870290545,9.124337781595978,B,C,0
Bisexual,M,-63.01915934735026,17.705308761700387,B,51.65040487879617,D,48.947743833652595,B,A,A,B,-210.8637614556207,-73.24312910336562,68.48238778118294,C,B,1
Other,Female,-252.83933374844284,-35.12048896745391,C,-54.85645532221854,C,0.8999983750016508,C,D,D,A,-10.18903596576452,40.70533922134588,103.05852220185155,B,D,0
Homosexual,Female,-118.10967226089097,104.16631058985222,C,233.38627343359954,D,30.09089017091884,B,D,C,D,-181.99269408368767,75.30925240530718,29.91227340932699,A,C,1
Homosexual,M,-0.5614358087998848,87.81231376992366,E,54.105065732788994,B,83.40502463545701,E,A,A,E,-60.61553930587561,-55.32243204795345,122.25113148075496,E,A,0
Other,Non-binary,-119.28238169253153,-225.71440709587773,C,-70.8100697007699,C,-55.60183439149291,A,D,B,B,95.65484587579994,4.637198609505893,-198.88548797819365,A,B,0
Homosexual,M,-198.5424322265469,46.292824411555834,D,205.6743421733251,B,199.9659904489791,D,D,C,C,-16.990916640738128,-61.6857234188152,-13.712851968864648,C,B,0
Bisexual,M,13.251757091579355,17.176987496504744,D,77.46706725618881,A,-50.02949053137896,E,C,C,C,8.329092054179451,-123.4868056983447,-107.66753940258822,E,B,1
Other,M,-97.84117058213478,-192.1561840769281,C,-16.018433268085904,C,-55.656700724739615,A,D,C,E,-104.623604711234,4.246604771294607,10.194162186349036,D,A,1
Homosexual,F,211.5956231843159,4.390287428369629,E,35.63423813622272,D,-75.05442882340215,A,A,A,D,124.42715353269892,7.805728354901394,-11.540551477396384,C,E,0
Bisexual,Male,-35.57905860534462,-158.0631998033674,E,-39.58332403629112,A,72.54626354884675,B,E,C,C,-271.084757398769,91.89924054206884,-61.05977105752313,B,D,0
Heterosexual,Female,-98.94934854660089,15.955137288510407,C,-243.7864412848167,C,-94.43248515314384,B,D,E,C,36.67227551155442,145.9223508388773,-76.95443976665305,C,B,0
Heterosexual,Other,93.38817863448277,-50.78602784343818,E,-3.7897939520933135,A,-20.280145368725684,D,D,B,B,-34.57793810446189,-90.85176698044319,-119.83445841041028,C,C,0
Bisexual,Male,52.3472674460832,-142.62457009597586,C,16.21667532658384,E,47.758115492874474,A,C,B,C,165.564130574035,-126.36697969146698,-82.44584062008748,D,C,0
Bisexual,Other,-206.36202027311322,-66.53520946786766,E,10.042562242115062,B,-69.64097474519096,C,B,E,D,21.22581928780582,-64.96556466880124,201.9681443364084,B,D,0
Homosexual,Female,-148.11753896854148,-179.94641645887944,A,-110.8794914624765,B,-54.18822977350397,A,A,C,C,-31.682760010114468,-183.13049580460608,-17.760863546325005,C,A,0
Other,Non-binary,-48.30164875997636,-75.43904029288895,C,-34.80584839943412,B,-76.54491548959021,E,A,C,D,-143.38036803593204,-189.57335115307302,55.41502231223229,B,E,1
Heterosexual,Other,-63.980595378906976,-54.845340736739814,D,-98.89509590398156,E,211.7865495372358,C,E,A,C,-28.543018070715288,117.11129990156388,-96.16521541218339,D,B,0
Other,Other,107.15615814442752,-21.014375679062976,A,-40.31063192054899,A,-35.734852645050495,E,B,D,C,-123.25800348483666,12.11375234435285,-127.64921052741862,E,E,1
Homosexual,Other,-85.93736812823383,75.00047374264686,D,-155.44938257780524,A,-22.68371112184607,D,B,E,C,108.32726576521883,74.01254848615336,-59.26768721879009,A,A,0
Bisexual,Male,-38.92926342096455,-28.057179230857837,C,68.63416501316739,A,-62.17975602487642,A,A,E,C,97.11839631812073,-28.175461121567523,-69.68827736210127,D,C,0
Heterosexual,Non-binary,-59.93906384270489,-62.95879433718342,E,-120.81952590996605,E,-101.54653408816974,C,A,C,B,1.194008288471868,88.22477548476672,-144.09627887139624,C,D,0
Heterosexual,F,-19.63184450318234,-103.76261029445959,B,170.04837592250684,D,-43.672149243070244,B,E,B,C,-101.21156080759147,-4.420380164250519,-149.35917491046587,B,D,1
Homosexual,Other,214.7183469395523,83.86673235069001,E,-85.99767685661321,D,55.53651301047445,D,C,E,B,177.59808055406353,12.800678181362112,29.63357805262464,D,A,0
Heterosexual,F,-170.32710008936007,23.00481869789233,E,64.28685585791703,E,4.085271365079456,D,A,E,D,-9.06578222850818,-10.8753368739343,-84.46816842298348,A,D,1
Heterosexual,Male,-0.5566379546045791,-9.53750205657995,E,-105.61466075394623,D,-81.52215453813919,B,D,A,B,98.19014583802391,121.50346941942966,-17.948359293972214,D,B,0
Heterosexual,Non-binary,-71.82304306366265,-20.151737450757736,E,-74.16263253085184,A,24.692288735100114,E,E,B,D,92.23428074821626,-84.42914895768425,94.1341454887301,A,B,1
Heterosexual,Non-binary,42.862636611456054,175.24106967341802,A,1.9194562766242036,B,145.73251503752655,D,A,E,B,200.85681464982864,-60.59932662278471,-78.45712775979109,B,D,1
Bisexual,F,22.5606096144172,42.40952427286718,C,123.00523524414193,C,94.97440495014878,C,E,C,D,10.804299305741008,8.075321316926768,-92.83458574956673,A,A,0
Homosexual,Other,-48.84073464652044,-116.83774995894044,D,64.12588470041155,D,-48.90133277284813,A,D,B,A,24.74452338334696,-2.273479766394513,44.22353351170459,D,B,1
Other,Non-binary,35.682558323652884,153.05314021397595,E,-78.40465064577096,E,14.788415468698817,D,B,A,A,159.42716734207485,24.959908498306955,9.722323025345867,B,C,1
Homosexual,F,-16.98745475661253,90.96592004166484,A,80.20070131987671,E,-105.73188573951448,C,A,C,D,-8.250300949291425,-28.353105981529225,19.75656555572816,E,E,0
Heterosexual,Female,79.21920678035644,50.89285742119133,B,78.49510283934646,E,-81.14317162829792,C,C,E,C,-45.27771823861878,-20.798548193755078,27.50435661665993,C,D,1
Other,Non-binary,-57.30450843610034,87.2335948552016,C,-82.31560652195303,B,-155.43087860954958,A,C,E,E,30.272293007851157,132.95827449656974,-98.48637023038805,E,C,1
Other,Other,126.93874367553946,13.773528333594648,A,-229.9976081033048,A,-12.993264784698116,D,A,B,D,197.4581898532689,-5.229247832305609,-72.34652114851806,E,B,0
Heterosexual,Male,-176.14381587152099,50.46158303991317,D,1.4180711204772738,A,150.95694221829598,D,E,C,B,54.447622648043456,-100.49523472039832,174.5107171552721,C,B,0
Heterosexual,F,-180.45612085113945,123.94682002859247,B,-82.92421587274559,A,6.341058413550431,C,E,C,A,62.151929453071844,10.996953131802544,49.116292563153316,C,E,0
Homosexual,Other,70.55096877858247,117.02248450854833,B,74.15448127523983,E,122.59809068026439,C,A,D,C,-240.93258368055496,-255.6163273328337,-117.76344321333659,E,E,1
Bisexual,M,-0.3638956993617734,59.70136531497469,B,118.5958341705942,E,51.080861300348545,D,A,C,C,184.06257854766568,-23.766957369529234,24.063412760255044,E,A,1
Bisexual,Non-binary,-28.80050665299967,-143.9491689421819,A,-37.17400084515289,E,-54.457974885492476,D,A,B,D,-0.805499185638427,-53.71345915660307,25.90046773291234,E,D,0
Heterosexual,Non-binary,223.70130639482562,-27.55010871171039,D,91.50703923029474,E,27.38895382212865,B,E,A,D,-99.67079667387192,152.21670427725275,204.94227038052944,A,C,1
Heterosexual,F,-171.67931215995247,-6.619595018175499,B,2.0446248131365494,D,-9.727935703725842,E,A,A,A,-16.897101330283878,-87.06690142698359,-158.48965923608858,A,C,1
Bisexual,Other,-63.52321107334815,-121.73253491039549,D,143.61383479737142,E,104.54493564717791,C,A,E,A,68.90509771849318,-41.3436609075317,28.122217525379607,E,C,1
Homosexual,F,136.863942783579,123.29862287398574,A,90.95528281590524,E,82.93518660354921,A,B,A,D,-25.48465525469805,-7.538433907620343,-75.82322472423581,A,B,1
Homosexual,Non-binary,6.535482723206056,-29.12107355647951,B,-125.02270932369639,D,-116.44026983357234,E,E,A,E,82.14845068428053,-127.18540977350428,140.7563138831153,A,C,0
Homosexual,Non-binary,-15.134097624596125,19.35977122219235,D,14.039742122035245,C,-130.4943479696252,C,C,E,E,88.25986544284801,78.5103237956763,-91.20806110045017,D,C,1
