genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Non-binary,C,-7.587072698692114,B,147.97485108519797,B,E,C,-26.011408887288734,C,E,-20.94097108912127,-39.24138292120696,C,165.91329451424005,D,-55.49240177685956,E,22.449732305312097,E,0
Non-binary,A,122.7146292056341,E,0.9989328015518862,B,A,C,-37.343396015364085,D,D,19.1688570194767,-1.8554942106660932,E,21.17554227171268,B,150.18688455051347,C,149.8660280093095,B,1
Other,C,175.5229976764469,C,56.0931564232221,D,C,C,25.42059540174878,C,A,-21.20629531572303,-6.988514152956299,E,129.22794933495757,E,-48.89832947480647,A,-75.1810534310703,A,1
Female,B,-106.24480535709824,E,8.03391778745014,E,A,D,15.875125209522146,D,B,31.17714179775815,-96.17406970649476,C,161.91211547730396,C,-127.90699228748666,C,147.417035653838,B,0
M,C,-104.8274600456073,B,-153.6234433995435,D,E,C,49.17108862562565,B,B,-73.03913263880784,-152.18403050977403,A,-14.930502685050504,E,-117.11380740271142,E,-36.92805289572686,D,0
Non-binary,C,116.09462106480422,A,134.42341971015495,E,E,A,59.099394727723364,B,E,-122.77937988346186,-215.26919062755593,A,75.41001000327259,E,102.67160009773981,E,180.25348364706778,E,0
M,A,-69.14435107513869,B,-1.11824033281661,C,E,A,132.2855046974522,B,D,70.40712760845757,-19.266328850900788,E,83.58596437223767,D,-40.079823965396905,A,-51.73407721839899,B,1
Non-binary,B,172.93534278440922,C,3.0337871057247163,B,E,E,-7.637522970868527,A,C,50.578011651278786,18.00660971362751,A,33.17576175246885,E,124.2692853371062,B,30.549251917410626,A,1
F,C,-49.04776147603446,B,192.08290539275484,B,B,A,16.21021609894294,B,C,67.7819349404564,38.635100407579635,C,17.92790506571941,C,40.47057691752313,D,66.70199112854141,E,0
M,A,80.13438890243542,B,-42.791422636804114,C,E,C,-54.91257429343259,D,A,54.4170093806016,37.07811949720628,A,0.8205611288010852,C,92.43288706469518,B,-25.662276753184944,A,0
Other,E,-22.14912072800669,B,-261.62730372761456,D,E,D,95.05588988710527,A,D,47.534998810319976,-66.68184073866992,D,37.02303039807334,C,179.97964951861616,A,-115.51052473570378,E,0
F,D,-133.0907816353876,D,62.00652945830011,D,B,C,1.3890618060617617,E,A,206.37846219492872,-11.128483397963402,D,12.010159524078254,E,-29.27818527041956,E,-6.091253706257814,D,1
F,A,31.427747679571798,C,-11.61329478687256,D,C,E,-1.4307010552846509,B,A,-162.5583657033696,-91.7781918785775,E,52.79030539444146,D,-3.0840930299227716,E,-104.32723445408101,C,0
F,E,-56.60651009096146,D,63.70289654655996,A,E,C,79.07733658334276,E,A,-73.59066183357187,-94.40717308674925,D,103.155332098303,D,-15.456264387768263,C,146.86450900321248,C,1
Other,A,29.710428041710944,C,-133.03710084167696,E,B,E,-224.05108773331048,E,E,30.07364132623423,54.55350404830027,D,-180.8822481961288,D,-142.19142123691896,B,64.80308446014944,B,0
Other,B,10.646080284530933,A,66.57033557486558,B,A,D,27.933480751645895,D,D,-98.72157694025421,-122.7268399777088,D,-67.96958140360536,A,-43.124196075357254,E,-24.754859539468036,A,0
Female,A,-31.887795630473942,C,-2.8063512304304727,A,C,C,-103.43806219553724,E,B,-162.95921756023546,-34.44367670572634,B,38.57862302421979,C,124.08962478232104,A,-78.21084990337114,E,1
F,A,82.8066507499645,D,4.719026055800871,E,C,A,44.76949035129974,B,A,-17.86644311273794,-45.91031203636429,B,-79.71192156015111,B,-51.094172495242184,E,17.94867139298274,A,1
M,E,-93.52034283960808,D,72.24749505260819,E,D,D,-44.62121354732972,A,B,-53.76328102924981,15.712256170046102,C,-111.41332938359601,A,118.01338731175031,C,-14.774518062712405,A,0
Non-binary,D,-23.511842561448614,D,22.228085866501,E,C,A,-107.8411898359412,E,A,27.187483850290977,-103.84998194189305,A,66.42322930006543,C,206.76133350069,D,-65.30411305030302,B,1
F,B,21.80010284828823,E,79.18865262467656,D,B,C,32.33790223621821,E,B,-86.0752961132671,181.69425786431836,A,-118.33331878959146,D,129.3900966266933,D,120.17658674297675,C,0
Non-binary,A,17.493054866147357,B,-15.91941038973783,E,D,E,8.149883013577899,A,A,-110.22039266604851,-75.38778544211301,B,-139.19194399581124,C,-50.656213338984,C,-35.54436046901473,C,0
Female,D,139.70105080498416,C,95.76444444948787,C,B,D,0.08280696364975129,E,B,56.68514700103498,23.228381335624054,C,141.10380408726604,C,-1.5019646366636572,A,-1.8500343509871404,E,1
M,A,-40.766608279990905,E,96.56637895683689,B,B,D,-153.8913016531091,B,E,134.4500500933,24.266846166610236,A,-37.601088776151194,B,108.83797908407323,A,-3.9338657365520606,E,0
Non-binary,A,30.44058416547766,C,-72.21464818241527,D,A,C,-50.3543141716588,B,D,-3.3556694651702275,-143.19271275438257,A,-47.36593629227925,D,108.92938301133985,B,28.159681729700154,E,0
Other,D,-15.970607392640861,E,-86.08290087946409,D,C,E,102.02072827063229,C,D,-40.941168068154276,17.8947217697659,E,124.97384346206253,D,57.154875158670606,E,127.19764107878007,A,0
Female,B,19.755191566248666,C,298.72566648422503,C,E,B,9.28526263975503,C,D,44.981063550251505,3.8548000441657577,D,1.4324369793677125,E,235.3999553970323,D,-38.94178116333619,B,1
Female,B,-17.74664835882343,E,-193.41115935584506,A,B,C,56.86478688389249,A,E,44.376912814483994,49.02800908807469,D,-140.9051646739391,A,44.41498528934912,E,38.64502823184952,D,1
Other,D,-131.7324996342647,C,10.937991780991316,E,B,D,102.98683973554002,A,E,-97.18604867783534,57.44646781499818,E,-72.68515865566208,A,-83.30878604699969,A,-241.409989996258,A,0
F,C,-107.19236195676231,D,79.20451723239415,D,E,A,4.786477691156095,C,D,124.96938114541423,20.092922773871067,A,-206.80986679413974,D,6.742597281089918,A,127.27199069666591,D,1
F,E,20.50710433125079,E,-29.444866954274413,B,D,D,-195.96035587447068,C,C,247.51676895103216,19.172142990387776,A,103.25208886226267,C,-53.79537339978901,E,-110.75963547010457,A,1
Non-binary,E,87.9941268128634,A,-123.6842572842071,E,B,E,-30.14110556872689,B,A,114.77766094290595,-59.33699404034769,C,114.08460814925536,D,70.95040366414192,E,28.169129684998868,B,0
Male,A,13.4651970316804,D,238.5007399811879,E,A,D,69.1353091421125,B,B,-113.77655001011004,-170.68636701241107,E,313.8821487136453,D,-62.339404071631364,B,-156.14542773666216,D,1
M,B,149.741310608661,C,-71.8876236972219,D,A,A,-10.44471127959734,D,E,64.87705986238737,98.19765794952453,C,110.83065090031337,E,34.31056393033973,B,12.025880941325234,D,1
Non-binary,C,-54.318403068477984,B,-171.0718977755052,A,A,E,69.4188395514642,A,E,-47.6253558279527,-228.58738699021285,C,-294.16983435163877,E,26.479383803661534,D,-208.65259591127742,E,1
M,E,-209.26654971199247,B,-23.773814022169766,E,A,E,8.15762177626245,E,A,-94.45346702807176,-59.60294492744579,E,36.83357834187443,B,-42.38594345585327,D,-27.640890631301556,D,0
Male,D,258.0234846434438,A,-55.50018946759754,B,B,D,56.91215546321294,C,E,-48.10276837926452,134.1097904789244,B,-5.779022505413494,B,37.04058863531232,A,150.43775453835931,C,1
F,E,-45.765665471337954,D,-232.16108560089484,D,D,A,-18.52228198506531,A,C,-117.22000171261388,40.699879214368636,D,207.14368856741476,D,89.67852595193887,C,65.52008770350177,B,1
Other,C,133.54265508246252,D,-20.381075241208016,D,C,A,105.39383283635824,C,B,69.35297570112684,138.97851668997626,B,-3.6452370029990564,D,36.6554310470257,D,-270.01361314722703,C,1
Other,C,0.547029713633129,E,-122.01045057488192,D,B,D,13.195673533634508,C,D,175.59808102106706,-87.54594942128826,C,21.820964124076315,B,45.327704549445066,A,18.099272042847772,C,1
Non-binary,D,13.592392504435852,B,-99.32467810833413,D,D,D,137.46318765377978,B,B,-12.358873168327309,-69.53692760721772,E,-58.82642822688712,D,-61.924697260469095,A,38.642536261122565,E,0
M,B,140.1605984239959,C,-112.76023388821177,D,E,B,-133.31135100958875,D,A,-33.11784712019396,61.65260053438748,C,-113.96592186621545,A,-8.580303283784597,A,-111.75604701731072,E,0
Non-binary,E,-157.05938030340192,E,67.53978292743955,B,E,A,99.98354244050668,D,B,52.75456814696419,89.86924560252572,B,92.90710593731161,C,20.245027648720125,A,-156.7550891725625,C,0
Male,B,-10.396596113112363,C,241.8563017983586,A,E,E,87.57441215369391,D,D,-84.87919545124468,-123.96778753628502,A,-48.884618216423554,C,-19.11974790344961,A,148.62441808063392,E,1
M,D,69.539022054142,D,-91.10534808064254,E,A,A,84.7166036674865,D,B,-45.82953251777958,-12.076828068847057,D,32.92590048117104,A,234.8917776583948,E,-69.50674830204156,C,0
F,D,18.643503525001858,E,-204.70033532612518,E,D,C,-18.636945283016193,B,E,-72.80281320024427,96.41051938425866,A,-115.79158896209283,E,-121.72877463132035,C,36.593364516825886,B,0
Non-binary,A,138.29710430628145,A,-186.71422616647263,B,A,E,-92.57746036538529,D,B,-8.828836344898928,14.210713091435254,E,223.47209842410524,D,-46.97901535001502,C,132.27192948776096,D,1
Female,B,-172.05285481466106,C,-89.16428661326523,D,C,E,173.90826275454984,E,C,93.54741914210682,3.081452816872723,E,98.841316807937,A,97.65119450037906,C,-77.410448775982,D,0
M,B,-20.28076558791633,D,94.75560332017811,A,E,A,-153.79092091961314,C,A,206.61564435632332,-68.5488852021048,D,-18.603697666287314,D,80.72277419017459,A,-45.638973022456376,A,0
Other,D,64.68336138161926,A,-50.65782681476434,D,A,B,79.06099456851527,A,B,86.37711441989391,-136.04703671401282,B,93.7084697906764,C,37.71941786527464,C,159.12310601150648,E,1
F,D,66.53298683628267,B,-9.240964943732315,A,D,E,-61.26333575918033,E,C,-57.361169828478666,184.77272165841686,E,-178.1344605440805,C,20.0143038089566,A,9.179055958154779,C,0
M,E,-62.502354440777886,A,-211.08571894464637,D,B,C,-21.612795697519218,A,C,46.710650104251286,-5.477232285502855,C,43.61422790448765,B,27.703603322516066,B,-135.95393045883085,E,1
Other,E,11.932678857831846,B,55.23937646942081,D,C,E,39.174141730444966,A,D,-64.3717141473488,-39.2918300402107,B,-19.589211217525566,D,186.87311226716602,E,32.60057233740089,E,0
Male,E,189.09797595777104,A,-103.04030746692645,B,B,B,-233.97229609002,E,B,79.97302203300052,135.67603420942083,D,35.6643950588769,B,32.590057819848916,C,-75.6522322910741,D,1
Male,C,-4.645190059914874,B,-189.5943711543868,D,E,E,61.36932987741033,A,B,-177.37985078575153,24.242564084284098,D,9.915974901678732,D,-150.77894002258722,C,-48.26876525234932,A,0
Other,C,32.264726927557746,A,-23.317735780037594,B,D,C,62.4961626907143,E,A,-118.19252838431045,-40.39957412192556,B,-77.28558262079311,C,-29.267135979099653,C,49.72375101316794,C,1
F,C,-50.54819018739358,E,-90.84697778301467,E,A,D,141.38474595278015,A,C,128.5519273904518,8.795402065688501,C,-52.75301885197096,E,24.059379960867574,C,-103.33973679301398,B,0
F,A,20.092781729700356,B,15.765097328752201,D,D,D,29.138760760250086,B,E,4.353491898310965,73.62387290917127,A,123.07866037392795,C,-166.48039868192808,E,-58.25644801074552,D,0
Male,D,-57.456112172178685,E,104.78176897913443,A,C,A,65.66183297196237,A,A,-3.0809740799868703,19.104846419620955,B,50.71170669506202,B,135.68163867224578,D,-88.1116958685899,D,0
M,C,-64.0987587173368,B,130.22756760981798,B,B,E,49.39711981603408,C,D,99.88891086507036,90.42810909791113,D,-66.00348014899238,E,-187.23504445109077,A,-15.155692674486804,C,0
Non-binary,B,-190.15080125085817,D,35.78657312109985,A,C,B,-119.94801389739695,A,E,210.48172581099314,-39.38980508735676,A,128.80043554777794,B,-1.2649126610387578,A,121.62739301556944,C,0
Other,D,195.8489069406956,A,68.20226010843649,C,D,A,41.03124940205275,D,E,-124.67013031877443,-90.03274761323186,A,21.856057727096125,B,-109.82843846327765,E,6.640877970624078,C,0
F,D,58.62858972454631,A,75.30809273437661,C,A,D,-56.878024155045324,B,C,-60.14193875449104,-43.416470282454675,E,17.905921979466317,A,-54.34910856641353,C,41.441398123115135,E,1
Non-binary,D,-122.84986139082888,D,111.57792057213773,C,C,D,60.825319759511075,A,E,69.1862407626705,-14.404236064592393,B,187.89135992233008,A,11.216507083855268,E,-62.984366008554794,D,0
Non-binary,B,-14.574358245832478,E,27.364781473887582,A,E,C,90.91750172474843,B,B,0.23186362776867228,-3.185104912336273,D,110.32559537545569,C,-18.274233152735555,C,-100.5915990040157,B,1
Female,D,-89.91091126569945,C,-14.093573313719665,E,E,A,-158.40683726665287,E,A,95.56798238749315,32.55278488299952,E,-133.35398954425094,A,156.21323105974977,E,50.44249410050677,D,1
Male,A,6.386677919150725,E,236.4838275306897,B,E,D,65.19270384383584,A,C,112.78403729154405,29.771505440238315,C,161.844687197472,D,1.4189877105060704,B,2.0582034713930994,D,1
Non-binary,C,58.71317788338074,B,48.79203536464161,C,A,C,202.7961737120687,E,E,1.0768694729211925,86.2560525255096,C,-178.83507328322702,D,5.186848199748927,E,-20.532731630005134,A,1
M,D,-73.352429057482,B,146.02647368654743,D,A,A,202.38606640247698,A,A,-84.81415227741745,29.655692081135705,C,-37.078466672496425,C,-66.05615162461376,D,-28.119489612028847,B,1
Female,A,-87.83583981845335,C,39.547168116863645,D,C,E,-11.370747555634342,A,B,25.445479689209694,211.3906150420259,D,-101.98977399385114,A,31.71314166411978,A,-36.94775338469173,A,1
M,D,-14.702291576853463,D,-159.2519202612377,E,D,B,97.40764837433197,A,A,-39.44484826095316,299.2134784701878,C,-247.01518741491134,E,-16.359931630687218,B,45.432013779736245,D,1
Other,B,-41.86171059243318,C,-126.90169596913468,A,D,E,-167.556641474368,E,A,39.197725203690595,104.61247627806208,C,-146.50044862391425,E,40.20444951623233,B,110.06002716206562,C,0
M,E,-72.32100145361377,C,-43.269246011034966,A,A,C,26.481491347212593,E,A,-80.1612578907249,-18.012303366780696,A,99.42695788752172,E,51.2656838752361,A,-130.79920566518084,E,1
Non-binary,D,112.96402897470176,A,-44.96975190342387,B,C,E,78.77453122296014,A,B,103.97626090142147,12.411967385292952,C,-29.30500605525047,B,3.4281808291289786,C,-58.682960959036734,E,0
Male,C,-167.69204856039494,E,-2.361468458356049,E,C,D,67.76064782479797,A,A,-54.314674333564525,7.031407712340272,D,138.57592677498724,C,-179.80923087488483,B,161.04592604745034,D,1
Other,E,8.046979822926668,E,-32.15659253267796,D,B,C,218.436978550455,C,B,174.75456215858082,140.33519493248195,A,75.13975238332316,C,83.43257812744734,E,-108.1714036341904,E,1
Other,E,92.29669563003698,B,-206.97149361238723,D,E,B,-34.02961606126584,C,B,-56.82185782116921,145.33722931959124,B,7.149080062607872,D,-297.14942177540263,E,-47.64609407927401,E,0
Non-binary,D,-98.40371205566343,E,-35.373427944877,D,E,C,193.8890163740818,E,B,75.26198080537425,-140.47198215805093,B,-87.47548062738129,C,-39.58462867115627,A,37.52254441593409,D,0
Female,C,-93.2919506995311,C,46.49738077954855,A,C,D,-9.453812431168512,A,E,143.51691897748034,-100.00267680104969,C,-110.62544135709086,A,-32.43296637586033,E,52.374909879824706,A,1
Male,A,-42.89353660896826,D,-71.54895005842553,C,D,E,130.1765156940994,D,B,-120.40719097153323,48.520133619870634,D,19.182031088641775,C,5.829971183333327,E,-203.23864002856826,C,0
Male,E,114.09343587395662,E,-221.43962387221245,E,B,E,-94.79748745491145,C,C,-232.45220811148286,151.5855131918769,C,-27.407850012632164,E,-73.72309094265484,B,-37.106730284273695,B,1
Other,A,-53.64697925399916,B,-167.70790990457033,E,B,D,15.678622403531007,C,C,104.6040343933345,181.77699595503168,B,-60.533695325227356,B,-7.186170224762075,C,132.13832000948955,E,1
Non-binary,B,0.021509098168140426,A,-3.1669091393413487,E,D,A,59.738052415350516,A,A,71.82434782422006,-99.39966122814963,A,-162.19343216829364,A,-2.39423320924728,C,5.258629442832276,E,1
Male,E,121.8615886233405,E,111.17370757941659,A,A,B,-124.48434252728919,B,C,-126.1590015086392,-100.07584625678314,C,41.79098434601862,A,-103.28172796305499,B,-16.703239913327693,B,1
Male,A,110.55357927979198,B,13.021069486185121,E,D,C,-126.0597422880606,D,C,173.51177320169717,133.1282199394917,C,-148.99767277051302,E,-91.09440122806899,D,-10.393570127024523,E,0
F,A,73.78970029690052,D,41.57530400814977,B,E,E,48.771799091461865,B,E,-8.521368783158561,-38.24774492438768,E,-100.39310531396575,E,-186.352262502204,A,101.47137536541806,D,0
F,D,-195.2285965282621,C,38.74406068693865,E,E,B,-60.78866111377032,C,B,59.43887597981284,-149.8912188806948,B,8.354597486366204,D,-9.10573857100826,B,-329.6751897386538,C,1
Male,B,50.62881103161138,B,-118.5713518570614,E,B,C,18.302149438950952,A,E,-25.856840896381655,-69.06928435319037,D,-112.36090084646568,C,89.70958928526713,E,131.59884149717575,A,0
Other,E,-79.56189468784504,A,-139.3958673054214,A,D,D,-54.78979846583214,C,B,82.0957429565891,6.9541474415899485,E,-6.417065925194956,A,49.2310364247222,E,106.92672885653194,D,0
Male,C,-112.48614008928391,E,30.112969353842782,D,A,E,-77.27703788990323,A,B,80.90577995372198,-90.2508303892235,D,-168.98706668314531,C,2.240684881851535,E,81.72567873585449,D,0
Non-binary,D,-27.16299017450991,D,147.16931859014045,D,E,E,-60.811678152645186,A,A,-14.823006075637087,25.369725523177244,E,-9.079810396776717,C,98.7747123020611,D,-104.23632874722917,A,1
Female,B,21.051982046524007,A,-93.24504905879277,A,B,E,11.054163498050382,D,E,-80.71456781847725,-36.97560240494654,E,73.39462620642354,E,-116.71393638362426,D,56.44170408303255,D,0
Female,B,-27.90907260392006,B,-41.226508409419374,A,A,E,-114.09098571925485,A,D,-125.97096100321966,156.1649175253619,D,116.60188075725071,D,-298.44194405170947,A,-7.020164884118783,E,1
M,A,-27.486809550164775,E,-129.1582099922323,C,B,E,55.00600438716897,B,B,-69.37965682672255,-57.86388315321431,E,-19.19613563290686,B,107.31604102107435,B,1.610292684158157,B,0
Other,E,22.185511883191257,B,-33.863714978498045,E,D,E,-22.28683860167358,D,D,-35.90817308369783,-30.42887357410262,A,-47.92524916280465,A,9.767690436374592,D,-17.41229844741158,B,1
Other,D,-27.862307894426042,A,157.64063051688802,E,D,E,66.37951551709318,B,D,-32.60117245091125,97.61821117184655,D,-97.55954196935676,D,79.64409300096958,B,-164.20494849268104,B,1
Non-binary,A,-104.59721633027674,E,-46.72489317563428,E,E,B,-59.56675782930764,B,B,-73.75021161245989,-49.203686005069606,D,146.62482380614782,B,175.0648121365316,D,-161.93736425121153,E,0
Male,D,126.19635924627082,D,11.17804655646578,D,A,C,26.111164532576026,A,B,-35.57531978702465,65.2125393638115,A,87.9138843962321,A,57.32358416150682,B,-27.694444418532054,D,1
M,C,-2.6312518792646644,D,-16.909359597844016,A,C,B,-207.75754218852538,C,A,12.564366241250196,220.76728249404135,B,-13.452917577601736,D,-75.34304669716335,D,31.262956238008975,B,0
Male,E,57.91900245446205,B,-109.42018327890048,C,C,C,102.29575043978923,C,C,-72.27348344694525,-184.64242024940415,E,89.9934314543423,C,-32.352533686274334,D,-63.024497980888526,B,0
Female,B,104.74536556359888,B,154.05649134407474,B,D,B,68.09260035891572,B,E,18.342171530649505,-45.37108584225887,E,-52.34949352633331,E,11.256228036682792,B,70.75091545614676,A,0
Male,D,1.0403303436860332,C,90.60069780931286,A,C,C,-144.52608786547523,E,D,131.10830662172202,-221.00753777595705,C,98.32266126563366,D,-79.46105918163265,E,129.06482426634113,C,0
Other,D,-188.74405397242975,E,74.91526435106316,A,A,C,109.77220056040697,B,B,-133.5604800474332,-143.83886552910772,C,114.7228155175584,C,10.120574312397903,C,52.496072165893025,D,1
Non-binary,A,122.44787285829062,B,155.47796058056213,A,C,A,-33.357448715985434,A,C,5.387018538087298,9.482826951529661,D,5.3847352840130425,D,-99.17215848040422,B,-113.30211838454991,B,1
Female,C,-88.12752933235437,D,16.491706316172127,A,A,B,-233.28286041724095,D,A,84.64128021808254,151.81100766852347,E,192.43474032285195,D,-4.15300644724185,C,24.49680016146172,A,1
Male,C,7.064225604941606,C,-48.761216182834275,A,E,C,-66.7431991722854,E,D,48.5377438347103,76.57652467689829,A,-131.05904368397665,C,-16.634167409422197,D,-126.43451660251925,D,1
M,B,4.319142590331633,C,11.513463987473289,C,C,B,-30.578792230831596,C,E,147.83133870622473,117.18254562043342,B,96.57938680876795,E,137.9956838663473,B,134.97088528496988,B,1
Male,C,52.64561635749567,E,104.87651243614515,B,A,A,-9.688663731409159,C,A,-123.14168135337673,97.74252184120917,B,-29.52303247070038,C,154.97604346099806,D,4.245365245565335,A,0
Non-binary,A,-30.041387780826057,C,152.63164338974568,B,B,B,65.26323917681117,E,B,-31.269651369450845,66.65791149208488,E,142.36774597729124,B,36.488964654270106,A,42.567074533224805,D,0
Other,B,-115.20292095556823,B,-128.85992408175107,B,A,B,0.6091749991070902,A,D,153.9683880898391,128.85410270580985,C,93.42025273075653,C,144.11371824272928,A,-150.57585562790047,C,0
Male,D,131.81864221979512,B,76.36914840267086,C,E,B,63.50565865169236,E,C,-58.63858048606265,-154.7065909409055,B,72.21018975165886,E,2.757374337029346,A,33.05490894269689,E,1
Male,C,-23.56743776672484,A,-30.5025496598385,C,A,A,156.37782388300192,A,B,-0.6956046454842092,87.60606814868585,A,71.70022600396057,E,87.90744373470481,A,-45.888073380414745,D,1
F,A,-95.66047277839274,B,-172.34991377494885,C,C,E,13.199164475709575,D,D,67.95848190068973,-50.947731429298045,B,-239.99947762780954,D,223.79639673473704,A,-58.12239829713366,E,1
M,B,-5.149839766981191,B,29.915722683968006,D,D,C,7.441920878145211,A,E,-67.34930707649713,128.1386758626019,A,-203.49108203510923,B,-171.7939942701308,C,39.58906353655014,E,1
M,B,-210.17548780094097,A,-44.943357591730084,E,E,D,64.58556910782245,C,D,0.044393398452344184,79.2576560742846,C,164.05044850092176,E,29.60826930462127,E,-160.73653427981165,D,0
M,A,-20.753170525358318,B,-9.618136264630364,A,E,B,-119.4244817982572,E,E,119.97798755440358,31.915577413631013,A,-6.3406085460928185,E,-69.13426782962432,A,-10.50462747696092,B,0
F,A,-38.62302766309711,D,-77.55917224642398,D,A,C,-158.88236348698112,D,B,28.084822822953864,-130.24375519878996,E,-5.524032960362291,A,-145.13802173339235,B,94.03838485247638,A,1
Female,E,-141.12435497972868,C,-183.33606535623196,A,E,B,-183.0277617192295,B,A,69.33479085956303,83.91460982241287,E,60.00947698432814,B,47.728006845649006,E,-157.5500192723521,C,1
Non-binary,C,-163.27345031713983,E,37.305330030381135,D,D,C,-50.091990895519764,C,E,-201.1708612804423,178.80266872621797,D,81.81928136052377,E,66.2918108862623,C,97.40537496797086,A,0
Other,D,-124.60039431440777,A,98.31098895606381,E,A,D,5.055733385933911,A,B,-27.1414551262117,-54.599141823447674,B,-85.50137479734362,B,41.06037318672922,A,149.44979979081415,D,1
Male,E,-150.5739827144219,D,-1.5729268711988436,B,E,C,-39.379407105616586,C,A,-9.567495733516454,183.77141510856265,D,-64.46453962796062,C,46.608725630090106,B,-211.76591487655853,C,0
Female,E,-86.23075786744785,C,-19.731878327074725,D,C,A,35.629930828223735,E,B,-21.40248153056116,-85.54247121022402,D,17.01370567295683,E,51.40789813067044,C,-19.27267545107253,E,0
Male,D,-243.06186491910498,C,121.18209648660687,D,E,A,-88.08926077962947,B,A,-42.148202423779445,-15.242707626144119,A,-45.77050983682116,A,105.97636562985842,E,14.769313038651772,D,1
M,E,68.49626874721025,D,-62.966292182007756,E,D,B,-66.03939232020399,A,E,50.66808258333607,118.95134863573405,D,73.17028524549065,A,153.511889233335,C,14.23869323512752,B,0
F,E,-40.250718685867994,E,-61.75257094348125,A,B,B,-50.57561545684231,D,D,-212.96842222026106,49.32180686269794,E,-70.05684867222057,B,-22.87774457578548,B,125.31164198434932,C,1
Female,D,97.9518368263956,D,26.98629998859713,B,E,C,56.428795412404575,E,E,102.62087549588017,128.29085701664528,E,-10.563431673871289,B,26.391724943535955,D,-7.868232812440136,C,0
Non-binary,E,52.55552432104172,C,-171.59400665626876,B,D,E,250.13647188494454,D,A,125.53641485755207,-72.36473808460958,E,16.081919434121485,D,-79.59736910720135,B,-231.99598275879393,C,1
Male,D,-88.11026259467339,E,81.75970743273679,A,D,B,-13.764020029800935,D,A,2.526193831467266,-58.46196320853374,A,16.73709840033126,E,-14.939648906086642,A,-36.98941836102586,A,0
Female,A,87.96334495470586,C,15.171613920202933,C,B,E,-15.45618403610246,D,C,143.53510971023445,5.912659574986392,C,117.73790655591962,D,-73.22563645610911,C,92.81965615770227,C,1
F,D,-86.63404568308798,E,-11.234709716169338,B,D,C,-23.4059269354599,A,C,-124.01649379541277,-83.05872380923294,D,-159.70832631176685,B,-32.57510286603404,B,-5.3883542279225045,C,1
M,B,-185.6322028553217,D,57.778111734878024,C,A,E,79.10617147879503,E,C,-61.14325661558263,-79.2537176930841,C,-29.64652053021675,C,-56.12276054470193,C,25.75764721172306,D,0
Male,A,37.938465116681094,E,89.55608688845064,D,D,B,188.1179575147667,B,E,213.05165628137854,202.44307661928863,B,-37.840093027831934,E,-67.15080783891094,C,-15.909112248051576,C,0
Female,A,43.39728337184438,A,-58.445078130678304,D,D,A,-9.690280936524715,E,B,-115.66593957498799,-195.33665981776366,B,-83.99336512584786,E,-185.35173113434718,A,192.3556604727723,A,1
Male,A,-29.117434722729275,E,-37.042727770498125,D,D,D,-43.214454345138044,C,A,187.77796139298616,45.83780300857266,A,-16.18261757811159,A,30.30622038892564,E,-100.12749497120706,C,0
Male,A,10.21422456170817,B,31.981102079154006,B,B,C,18.864264628596413,C,E,-106.41422510584017,-109.12364579379023,B,51.479089651008,C,-154.44151020184168,A,102.28266280061449,B,0
M,B,73.97502594218956,B,-189.54377203994045,A,E,B,35.51939413281249,E,C,11.131874394527573,92.246618030597,E,-169.4482356647202,A,87.5135849993674,E,-23.719963826954398,E,0
F,A,-46.974710343629376,D,20.959658726769,D,A,A,40.06576240299223,B,D,16.98045885020914,-18.588887684237093,C,-36.41258191457482,E,62.12665979096553,C,4.803743713274229,B,1
M,C,46.88380848055709,B,129.37564367910483,C,E,C,-38.63538006688489,A,B,-72.09169166707751,-130.42541364998016,D,-178.75145192324723,A,-44.12476462619619,C,68.92105585100148,A,0
Other,B,-43.63079514803407,D,-132.429039553542,D,E,B,150.9041465978597,B,B,-61.123961738281686,-146.17741415151048,A,173.84385083378396,D,-32.833713712162556,D,-27.38639197004685,D,0
Male,B,-126.89544510695032,D,55.23449342666574,C,C,D,-36.86056869313511,D,C,-2.8155724206264328,51.78247677137611,B,142.00481151592513,A,38.51021739967958,E,-13.266322200770741,A,1
Other,A,2.1880656568446044,D,-43.26766449771898,C,C,E,-89.55563402973017,E,B,-2.9243770198520704,9.267461803110502,D,-39.72368245966736,D,-83.43554755237889,C,3.221313829401958,D,1
Male,C,-52.11503699731562,C,177.4145549999746,C,A,D,44.22075022375048,A,E,186.1748118777012,-92.54465352931592,D,184.01403336456946,D,75.91436167026716,C,39.8183072586213,B,1
Male,B,-211.68372520678926,A,44.538590756508626,E,E,C,53.29229373231513,A,A,-81.5967571107541,77.02971717264046,B,109.98506673110948,A,-118.33097827829666,C,24.53237706556515,E,0
Other,D,-84.46138309677707,C,-81.41310445543591,E,B,B,14.376082863765724,A,A,-41.255209509917236,-127.96634732064021,C,242.06066283274515,C,-169.84888513679536,A,-182.90604225186544,E,1
M,E,157.05662128203915,B,22.058905427446973,B,C,D,-154.0803070834575,D,B,-76.53070635587746,-179.5598899182355,E,-243.57706761052125,B,-55.40661989682205,D,-55.84461388076867,D,0
