married,nationality,orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Married,Germany,Heterosexual,62,D,53.41109825501336,-50.91307376316718,C,-174.22956796232157,E,-51.772613252397484,A,-151.707369504285,57.15162347301796,A,D,1
Single,US,Heterosexual,33,B,37.20376575360314,-57.25910549073442,C,109.28319927473783,B,-32.380871932571594,D,-88.11644491052513,13.885706499081858,D,A,1
Widowed,India,Other,65,A,-62.80332306623409,140.24513385336684,D,109.35935619872377,D,-25.855376168946577,E,-13.386457226700301,-72.29612388003521,A,C,1
Single,Brazil,Other,78,B,-50.04437674457299,-128.22240433280297,E,19.59325331041379,B,-32.34742817908506,E,-30.356186345823126,84.70357046134951,E,E,0
Widowed,US,Heterosexual,53,D,-159.6315001640532,-1.7805881646285993,E,39.95444913745004,C,-82.69463037306362,D,-229.89015899115444,53.577804085496304,E,D,1
Single,Germany,Heterosexual,19,C,-87.04670005428329,3.0483060234233474,A,-78.4897941848362,B,14.30793633097023,B,-46.88973590041619,-40.70932067963459,B,B,1
Single,Mexico,Bisexual,67,D,-78.01493562149207,-98.86314347998623,D,-59.91318251981821,D,2.413424016756878,B,116.29569516271378,208.4308173359341,A,A,1
Divorced,US,Other,55,A,114.76653278580989,-38.109653323997236,D,17.348583941554736,D,-173.79491903628522,E,-39.06820830216481,67.33596525631631,D,C,1
Widowed,Other,Bisexual,43,A,-113.66075322067948,-6.941614007306754,A,88.41892874236329,B,-175.68362798359928,B,11.176385034633181,16.672086063440556,A,A,0
Married,Other,Heterosexual,67,A,14.490458722255786,-77.70194731597432,C,-71.05012540417766,C,109.23429410247314,C,79.44988019725994,-74.16915924321933,C,E,1
Divorced,Brazil,Bisexual,73,D,-61.89889649601095,189.8489665488286,D,-161.88883176478623,C,-34.20017769148871,C,115.0140448974983,-7.829277208175765,E,C,0
Single,China,Homosexual,49,B,14.18872213668481,-108.9084997156775,D,-133.17869911896588,D,-76.32655871320982,E,26.232678765498573,-90.785042138106,E,D,1
Divorced,US,Homosexual,44,B,-20.476828858386295,-63.59499648226819,D,22.778360239249402,A,15.225981675350173,D,-136.7918906871971,-51.81677048197344,D,C,1
Divorced,Mexico,Other,63,B,-20.50529683203121,35.3940584262844,B,-18.317980651149124,C,6.618328075491593,C,-54.66024659517251,-92.38974627156581,E,A,1
Single,UK,Heterosexual,69,A,-21.20130816276718,-37.54765814233963,D,134.79684276840302,C,21.343415111661756,C,24.85578474371046,47.29644755549192,B,E,1
Divorced,India,Homosexual,20,A,-119.61964661117675,41.60007230532467,C,117.34803650203145,C,15.007912331089464,D,103.96313239958748,-159.24704156388648,E,C,0
Single,China,Other,48,D,97.61339315913948,-69.80222581368741,E,108.2363456908316,A,-20.058010578011938,D,191.08644389803032,66.1421447382633,B,C,1
Married,Germany,Other,79,B,53.55096374527153,-90.90380641108453,A,6.3459246558899975,A,89.4075102379895,C,-63.17246325825384,2.0808459901605967,E,D,0
Married,China,Homosexual,39,C,-108.44566844622112,106.33246498017022,D,8.583806966541815,E,-64.43986851700508,E,6.264749258865791,-152.78213883915646,C,D,0
Married,US,Bisexual,57,B,-106.59408868126947,-2.9804756872107205,D,170.13895162663738,B,-152.3580251821551,B,83.85419041949858,-260.10770831293723,A,E,1
Single,Germany,Homosexual,33,B,-243.89245051662738,-117.1646857602032,D,-325.2493136104317,D,-66.36735309509754,E,143.55034309524507,19.249236682888355,E,E,0
Single,China,Other,47,E,-171.29773121347296,30.38739735163774,C,126.49841115211022,D,-142.38367242562217,D,-85.29531376413568,66.0743201604213,B,E,1
Single,Brazil,Other,74,A,-33.07184112946783,-52.68775445571722,A,58.16479309330179,D,-105.00291386014764,A,98.54702667969126,89.28758474128678,E,E,1
Single,UK,Bisexual,45,B,115.36051855819292,-138.62316426846613,D,-161.71553356824086,A,113.70132145387748,C,89.07453864433256,-130.0308815195914,E,C,0
Married,US,Homosexual,23,E,41.04125848284789,-166.02335353189855,C,-22.278268695223026,A,-14.545337076593313,C,178.60898929465685,34.06920470128231,A,E,1
Widowed,UK,Other,34,E,107.29883721601222,-208.81667121929343,B,179.69164533568903,B,65.06871232049203,E,-83.22784307250866,14.47802085818072,A,C,0
Widowed,Germany,Other,54,A,91.47673474852091,211.13867555550218,E,16.57494646849195,C,184.54221314961814,E,54.08982692633854,-3.770391184624756,D,E,0
Married,Mexico,Heterosexual,31,E,-46.25702433107016,8.354710030453745,B,111.35519118263363,D,119.33767933113484,D,-113.5223349765808,-278.94138915347037,D,E,1
Widowed,China,Homosexual,24,E,-171.17228351463544,-168.52701516590204,E,93.54744998479096,C,56.15064645406014,D,-253.98489667561756,-8.208580707021927,E,C,1
Widowed,US,Heterosexual,77,B,36.0860563449503,55.14355744684737,A,-42.09939330346676,B,89.84620631726882,E,15.023315815227614,107.29524551741652,B,B,0
Married,US,Heterosexual,24,E,-41.448225816166364,27.011283557256533,D,-73.79236974786427,B,147.74032886794294,C,28.57484300638411,37.02387342825772,B,C,0
Married,US,Bisexual,32,E,-86.40784426194557,-72.50333665132324,C,-121.38504162635537,E,-59.95202652177486,B,-42.231060975436264,24.785878013476246,A,A,1
Single,Mexico,Heterosexual,72,E,-143.64273903883463,145.74978201125643,A,-77.62310525682399,C,194.5018302434862,E,26.516071576186462,-156.46619711754894,D,E,0
Divorced,Brazil,Homosexual,47,B,-49.29604927355664,128.09347128809935,E,115.31874426986164,D,-5.7288683041016615,D,-55.13460102164783,282.5310382266046,E,D,0
Divorced,Germany,Bisexual,40,A,-50.8084889204968,-7.405321131616055,E,163.66365251861149,C,16.509437516703183,B,53.04062069666882,5.922237530733872,A,A,1
Single,Germany,Heterosexual,48,D,-7.4242499963028745,135.68518866687518,D,-73.22583948375801,C,-211.68160816872907,A,65.25227833208066,0.6181437215039551,C,B,0
Divorced,US,Homosexual,43,E,-122.32681531072159,-51.265282303337166,E,-0.9001932739692974,D,-34.598239636233586,C,103.77859404444636,92.36683243031581,E,E,1
Divorced,Brazil,Homosexual,67,C,-170.51934252229347,-111.35517017743597,D,81.65151025677724,A,-41.003884084379756,C,129.16317878778526,-111.02470202019707,D,B,1
Married,Other,Other,39,A,-24.33877414058606,54.82996786928002,B,-59.88609941458296,A,-14.962882489182267,D,-9.978629226719884,-80.5810897792995,D,B,0
Married,Brazil,Bisexual,37,D,-90.94968641317288,-21.022639923990642,E,13.826486153534537,C,-14.583022332660104,B,-14.42406853881953,10.487487976793972,D,E,0
Widowed,China,Homosexual,41,B,-79.84024511620346,-29.394130626050142,A,86.72257246583368,C,56.701134951361674,B,-10.053773826824933,37.26900497222789,C,C,1
Widowed,Germany,Heterosexual,78,B,-92.46426044141377,-68.81792178466851,B,103.55095623065115,D,-9.289449205435844,B,67.22117618655899,-2.9201419846902255,A,A,0
Divorced,US,Heterosexual,28,C,12.41895899897419,-24.74619335573867,C,65.03653252028218,E,14.341116285118868,A,54.6155239492493,91.6274896033044,C,B,1
Married,UK,Other,57,B,20.596572196044846,53.12477141606142,B,46.9223312413797,E,43.77565727822961,C,-24.726044861509504,-23.438986760142857,E,A,0
Married,US,Homosexual,29,B,24.312386213593534,-138.79879681867752,D,-12.150262195364832,E,-125.65340413353796,E,-52.05388515469499,-110.71958242926421,B,D,1
Married,India,Bisexual,62,B,133.0561411432949,71.37036225756341,E,-66.10009854619454,B,31.928224374458342,D,-72.44108279331842,44.74806453404318,D,C,1
Single,Mexico,Other,70,B,-45.7892466564057,-168.43022112031315,E,94.56085183541383,A,1.9715365022050795,A,32.01540372102673,187.6941533564551,A,A,0
Married,Other,Bisexual,58,A,-78.40722814040603,102.95001485015234,C,239.9785531080498,B,-101.30012702506646,D,122.75482528754706,-2.260599278181077,B,B,1
Single,China,Homosexual,23,C,-62.09661965271152,-133.32356243659524,D,-89.35381773236618,D,63.16128926244071,D,-146.39275654382095,-42.49116815949468,B,D,0
Single,Germany,Bisexual,42,D,13.098915401331029,-123.95609103791718,C,195.26575419483984,A,-62.602120550063525,A,-32.08135217010066,67.70181145161067,A,B,1
Single,China,Homosexual,57,A,63.40350466920369,-96.12736486011453,A,39.905136716699516,B,76.4577602304297,D,19.272921565972027,21.197644950777686,C,A,0
Married,Mexico,Heterosexual,37,A,-69.83487697699063,-106.8348082093417,C,276.9011051571852,A,-12.372880732528875,D,72.21882047613408,-120.61908135590357,C,C,1
Single,UK,Other,64,E,-45.2888477542205,-1.6418700335002847,E,-87.14038891054585,B,-0.3811397538220421,A,-12.88405901495884,-18.31255102244394,D,C,1
Widowed,China,Homosexual,31,B,123.39782790953294,14.306186210915236,A,61.409775177064354,E,154.19341405296038,A,-197.0567350548032,70.65131224307487,A,D,1
Single,Brazil,Homosexual,64,B,69.5615256017832,-41.02791217552013,D,78.7260568126877,A,-28.10233693341595,C,11.523909230090647,-58.95066745225777,E,C,0
Divorced,UK,Other,58,E,130.28668545537195,152.68476167515186,B,-81.85943552495118,D,-20.565472655273616,C,201.5922529627107,47.77639283915365,B,B,0
Divorced,Mexico,Homosexual,79,C,74.00321261594631,98.10238077556613,E,1.0548519853370608,C,84.71999197833316,E,3.143179546462422,25.40917811761473,D,D,1
Married,US,Homosexual,51,C,-92.33572544236367,-87.61891886648637,C,79.8585128496984,D,170.38912151384946,A,28.835216081554073,-58.93471393964829,C,A,0
Married,India,Homosexual,51,B,-9.22276759353328,131.90016845080262,B,19.953584531596007,E,-151.17861809141476,C,117.39827245966161,-12.015347273708368,D,D,0
Married,Brazil,Bisexual,65,E,108.3742087665431,-68.01515619684028,C,-109.16035011379131,C,-81.88061134967501,C,142.32218190741042,-57.59674320829558,E,C,1
Married,Other,Bisexual,53,A,-40.571965755393514,211.30841822473846,D,132.88961990000453,E,26.182723044127425,D,111.35112637923604,49.546336964370944,E,A,0
Widowed,Brazil,Bisexual,44,E,41.37159072734126,79.16740245349483,B,270.0473286408637,A,35.61225749932709,A,184.0892351917035,27.00493223868633,D,A,1
Married,India,Heterosexual,64,A,-97.81865646539273,-27.644833387972987,B,66.05819570828066,A,110.30816705457565,E,-73.30965224065706,-106.3805416220548,C,B,0
Single,China,Other,27,E,-127.60419282781415,80.21233996202537,E,-16.754928971612383,A,-56.894738373878916,D,-41.51108005302473,-45.63899740495512,A,D,1
Single,US,Bisexual,18,E,152.83348858931168,35.27883669625639,A,-42.75372551751608,A,-30.8769175851542,C,-91.60795893823955,205.27595857627955,E,E,1
Married,Germany,Heterosexual,30,B,42.05438135602137,-40.52492697094021,D,-37.753572899779655,D,-127.36481654515313,C,133.65774161106404,-116.84816462736778,B,A,0
Divorced,Brazil,Homosexual,43,B,-64.86979759416568,-56.37281737455937,E,15.980709540835973,A,97.61599014844057,E,-147.7946188871154,70.01918787819626,A,E,1
Single,UK,Homosexual,33,D,17.499802915846814,-96.69761463977127,C,68.28975541993462,C,-105.73130607885675,A,-108.66949758366076,31.07956572784259,E,A,0
Married,Mexico,Heterosexual,32,C,-78.27293546797314,-53.96256199086745,C,-122.43391196224577,D,14.906508096769933,E,30.13295709469818,86.78351027104985,B,B,1
Single,China,Homosexual,50,D,36.09055229724495,-35.46136206221991,C,-0.7252125582272453,B,-32.73680572599795,E,-143.3721630893346,-157.58613452046015,E,C,0
Divorced,Mexico,Homosexual,75,B,-86.27507119429167,-163.41003968996185,E,-19.839625537282426,E,13.091336218031561,B,173.09428092568368,-7.3010171624322036,D,B,0
Widowed,Brazil,Other,29,E,109.62057313574593,50.845357717904825,D,64.81928200941366,E,-29.546218028358023,A,53.58599553937861,-41.03125411803919,A,C,0
Divorced,Other,Heterosexual,52,D,59.833354063101766,-71.84992224000875,C,-34.01254972395722,B,158.19971178971463,C,-74.27803445787818,14.133484314607866,E,C,0
Single,Germany,Bisexual,74,C,-52.179276454268134,-63.70512364084667,B,138.4096619059559,B,151.07342065072652,D,-4.9261462850973645,-75.45172924961317,B,C,1
Divorced,UK,Heterosexual,48,E,28.8580527311674,-83.9157089996858,D,54.64415760504152,E,-65.99447538084408,B,-105.52559323350259,53.86158837747034,C,A,1
Widowed,US,Other,54,D,-82.20140910763621,-19.237516302685165,B,148.48449109660478,E,-72.16671125620448,B,80.07516135962133,-23.755079601257705,C,E,1
Single,India,Other,58,D,68.47078043242094,101.54625824293663,E,184.73113408205143,C,96.98028320784987,D,17.781246624622323,71.5190486901522,A,B,1
Married,Brazil,Heterosexual,70,C,-63.70966346346334,-136.2827949866182,C,-200.9970486696953,B,169.90470289783707,B,28.063912175933016,-118.2451999308864,E,B,1
Divorced,UK,Bisexual,28,D,-76.79484997536895,83.80430360236939,C,-225.4888243297425,D,-80.91520299188102,D,-96.48092454392774,84.8434081417148,B,E,0
Single,Mexico,Homosexual,30,D,54.51892675412395,-97.42508387593665,B,118.10547047001083,B,-43.693754614700424,B,-38.44280418500094,-8.115581289378566,A,A,0
Single,India,Other,21,D,29.894141578413446,-18.35651602578065,E,142.08870305490368,A,128.09412168741673,D,-51.76011166041593,-53.874835399108775,A,B,0
Married,Mexico,Homosexual,79,D,43.73717077000663,20.450898592448116,A,-63.582521015499225,B,128.52266095745406,E,-80.61546411175073,33.45408691497703,C,C,1
Divorced,India,Heterosexual,26,D,-60.583799949118664,38.16773647997018,C,-78.64393152464544,A,-75.63439640070231,B,-107.61112283534928,-65.27064872055162,D,B,1
Single,Other,Bisexual,21,D,7.458257641319742,109.15593640279657,E,-23.748063944002425,E,-57.74356559785991,A,200.35907537637715,-64.58514773238736,C,D,0
Married,Mexico,Heterosexual,45,E,-9.57453776842579,-30.344884909039155,B,-142.8538502541344,C,-52.26397398321235,A,69.11791217818546,71.0493534665103,E,E,1
Single,Brazil,Homosexual,32,E,9.313222314310348,14.462498021234053,B,-6.6767298280354686,C,-63.23237449353938,E,-156.98844026258908,-6.619961250704734,A,E,0
Divorced,Mexico,Homosexual,21,E,-71.10166214518578,88.29373478953457,D,29.860559092266804,D,185.46960780852348,E,201.00026514440984,-128.21705667220164,A,D,1
Married,US,Other,41,D,-97.2870695136852,45.76471799900579,A,79.67657825352846,E,86.93473125150724,E,36.06443030509369,60.71819876387272,C,E,1
Single,Other,Heterosexual,34,C,-254.34438881053083,108.53867649814428,E,-44.899354287071546,D,-194.82021205451727,D,72.84810483628029,125.23188369783429,B,E,1
Widowed,India,Bisexual,34,D,85.42409579084074,-22.121241668130036,D,-84.20097893796178,A,-24.93251672366903,B,74.29138740942717,-79.40726673803319,A,C,0
Divorced,Other,Other,53,E,-135.05653776780176,-193.47310860720543,B,62.05733350962379,D,-30.14711576320479,D,1.4841305531205555,102.75071668389944,B,B,1
Single,Germany,Other,66,D,108.27141540949185,-99.52256126773372,A,202.59950933963285,B,145.48919136080386,B,39.3037943420612,-56.30381026073237,A,C,1
Single,China,Other,74,D,-3.0520877632514614,-19.01978721547561,C,33.70087759056641,A,-20.01802512170609,E,35.34141162943174,-72.47015424400487,D,B,0
Divorced,Germany,Homosexual,74,A,-142.13396166500087,10.298049445757854,C,-102.90817469683864,B,-255.23073288616226,E,194.45242780821664,-38.99657636416906,E,B,0
Single,China,Homosexual,45,A,178.31341841690042,46.840305817951055,B,-117.15294424401353,A,-60.29768155930333,D,-176.94004316115962,-78.64234394878532,C,D,1
Married,Other,Heterosexual,60,D,-39.530838940169836,143.77761592451282,E,28.426428868677,E,34.21666915302495,E,-134.83821347191176,-73.77102510931816,D,D,1
Married,China,Homosexual,67,B,-17.24063238318163,140.58296452014469,C,-74.15355680326057,C,61.11684486745295,C,-51.65886933098359,-45.40090022825444,A,B,0
Single,Germany,Heterosexual,66,A,187.7153005133164,-63.34949167780791,E,-111.4108301695411,D,51.718409765868046,D,86.85944863860314,-60.058748442345276,E,C,0
Divorced,Other,Other,72,D,34.99113932255861,51.4668296194418,C,59.62746098731447,D,-266.5884114510286,A,-108.81130284192402,2.913656671680367,C,A,0
Divorced,India,Heterosexual,35,E,113.05847998284084,-185.78764371651206,A,-86.29068725543718,B,99.02660344511159,E,107.75520790583629,-163.92246702992614,D,D,1
Single,Germany,Homosexual,26,A,-144.3343211565766,124.92997521658383,C,171.2801439159573,D,46.9975897944889,D,14.781774451296315,72.72151428653285,E,E,0
Divorced,Germany,Heterosexual,63,C,-10.754285537520158,-10.287134930290822,A,-105.4840279703264,E,-144.28297945078134,D,-46.501407870258014,-143.7203889822461,B,D,0
Divorced,Other,Other,39,E,82.93847124748959,125.41896073340753,C,29.943615116622258,A,-133.36474877832606,C,9.177982859084624,96.56084568540035,E,E,0
Widowed,Germany,Heterosexual,41,E,-111.91272008001778,-28.798330951197727,A,-76.09143359541017,A,-176.17256370740967,C,-3.078269788103885,-110.34687561580154,D,E,0
Widowed,India,Bisexual,60,B,63.995718100302255,68.08867841193556,C,41.80794502758205,D,58.121144355524535,A,119.57312815636831,-4.939919485863455,D,E,1
Divorced,China,Other,51,A,-33.91758250128858,-188.6491667774463,D,17.701115322773056,E,50.991990568605125,A,43.65304582683815,17.341061493751308,C,E,0
Divorced,Germany,Bisexual,68,E,14.458002321858915,-149.34103806657194,C,-19.2556472748808,B,60.73986493407342,E,57.60684999807088,185.46055725300448,B,E,0
Widowed,Brazil,Bisexual,76,C,-166.90735398086872,1.6455748024002241,A,17.359680907778273,A,-70.70147629839713,D,4.245981695679785,-42.3817127859992,B,B,0
Single,US,Heterosexual,74,B,7.016643528246669,-110.20097575452846,C,10.672387442972624,B,6.677037515279448,C,-161.23719218988637,-4.296977008107914,A,A,1
Widowed,Germany,Bisexual,68,B,-22.70643726667656,60.19060200670643,B,-43.00328269731584,C,70.06167017578257,B,-10.30634765163791,-84.75250714791319,D,B,0
Divorced,Germany,Heterosexual,58,E,87.25880376868686,82.732838735572,A,-3.2017682515362114,B,277.6575486707074,E,138.00204507508073,115.56838225707739,D,B,1
Widowed,US,Heterosexual,30,B,55.45202682201472,-6.764123934203886,A,54.1246105312975,A,-128.71481518162238,E,-10.162831678223611,32.0818015725506,D,E,0
Divorced,US,Heterosexual,61,D,60.482306803076156,-12.408029506598947,D,20.31571695728945,E,-67.663518530724,A,-141.98005586011396,-23.342933752116775,A,C,1
Widowed,UK,Heterosexual,45,D,-67.93523743660644,-27.25929467759328,B,24.650976399404747,A,-40.74538385935556,A,-185.0675587022694,117.25450870113502,A,C,0
Married,India,Heterosexual,76,D,11.130306129752693,-14.363003879485884,C,33.504882388509415,B,-24.176190695886888,E,1.2166725091026862,71.94122541658376,A,E,1
Divorced,Mexico,Homosexual,56,D,215.5982223447661,-116.7535390299851,A,4.391558380351732,A,47.76309155846713,E,-153.2247765395042,113.21855330759223,D,C,1
Divorced,China,Other,21,A,10.053843825357633,39.35327929716996,D,-38.57103662831281,A,50.091790401941175,B,-141.04194571305138,-27.869111910897498,B,E,1
Widowed,Germany,Other,38,A,75.33307598622736,-158.62766479972439,B,-14.218827068732148,B,181.1210158413612,D,-88.49191060449941,-36.78626821155537,B,A,1
Divorced,Germany,Heterosexual,75,C,-57.52960273231105,68.4909284903748,A,-40.63186486330929,A,59.74508026671117,B,-229.75490559924503,102.97064560464581,B,B,0
Widowed,UK,Bisexual,52,D,103.1968550391442,97.68424807628767,E,110.38123600072218,E,77.93263893879474,E,-162.32979564741976,-5.968331312729898,A,D,0
Divorced,India,Homosexual,48,B,113.73229632239017,82.26942875338491,A,66.29229784006012,B,-3.370941698989358,B,39.808799070357885,60.7341313293004,A,D,0
Widowed,Mexico,Homosexual,29,B,-79.53963726010538,-10.00529630861801,D,6.432435643543606,C,-18.618480389985518,B,123.78172167861288,122.37684769964122,A,E,0
Divorced,Mexico,Homosexual,41,E,147.1645812698704,-100.77483823701235,A,-50.174251707525094,C,-94.33389606135641,C,-61.28736479673148,87.83294306452349,E,E,1
Single,India,Other,63,B,-81.8839862223355,-5.484665391779768,E,44.66815126922465,B,179.40009880306923,C,-54.49431552042421,-72.18543480533651,D,D,0
Widowed,Brazil,Other,50,E,79.95805349103478,-191.74184045311085,C,135.7381979355902,A,188.97922716458913,B,64.97007501467294,56.5358466535975,E,C,0
Divorced,Mexico,Homosexual,62,B,-109.7711872912514,310.09676224029675,A,88.66699789963354,A,-146.62965875114241,D,119.27581737782053,7.069114043565064,E,A,1
Single,UK,Bisexual,32,A,146.43361547225464,-11.029839607542346,C,-112.84183332797669,E,-80.59857914773093,B,25.98602487501152,-93.2934396197111,C,B,1
Widowed,Other,Other,52,E,52.909869586302925,150.3724364317844,B,-22.08759374497316,D,87.98114797236428,E,132.1805156430555,27.991418756109653,B,D,0
Single,Mexico,Heterosexual,66,B,-83.08343793290987,90.08058454441962,E,112.35211164546877,C,58.75501821169931,A,-48.25940118587655,26.032423682449906,D,E,1
Single,UK,Homosexual,70,C,95.4737216601009,40.75809814460026,E,-103.6376168695436,D,-28.3740220569826,B,-88.6199360855238,30.397929488671828,D,B,1
Single,Other,Other,51,D,24.90014529657743,74.10359975127045,D,8.669460858190442,D,303.1475805981492,E,-0.42436065046098403,87.79205795125328,E,A,0
Widowed,US,Bisexual,69,C,16.027935216194475,-119.78216267561224,D,40.00770091545294,A,74.69978904612053,A,52.118438431319326,13.834705160739288,B,A,0
Married,Other,Homosexual,33,E,-81.17309780661796,-22.84020435068508,D,120.65105345729094,B,73.89689494800741,A,38.282310319698546,-140.5606310205544,C,B,0
Married,Other,Bisexual,26,B,-61.3398605815999,116.6388417259648,E,87.55755861135927,E,64.61781927083372,A,-3.8953804923173734,-76.32705723211237,A,D,0
Married,Brazil,Bisexual,41,C,120.00896161781971,-124.44448994162707,D,15.125009935264478,E,-161.2462311382508,B,-111.9314895248567,-159.59155368535667,E,B,1
Single,Brazil,Heterosexual,41,B,-21.83353129691991,16.0379349760217,B,106.5619430267536,C,36.02757798246168,B,112.92367512973773,63.821922201207585,C,C,0
Widowed,Brazil,Other,53,D,79.81008977733163,63.961497920437196,D,-236.84331330670489,A,-114.69875684695157,D,113.28099654609407,-122.17269112002379,B,A,0
Single,UK,Other,30,A,48.229088574322766,163.33520809058865,C,75.6490357514342,E,134.80332131487143,E,-97.09477625848807,96.75638283440442,D,C,1
Married,India,Heterosexual,43,B,146.3300033973898,102.70787681278972,A,149.66762726772836,B,-23.098107287089128,C,-142.1502705895302,42.2144912914461,C,E,0
Divorced,Mexico,Other,26,E,28.26850696211476,66.57580249095106,D,-53.915693139348406,B,25.61120462774995,C,134.9331725746727,-108.82567110895549,B,E,0
Married,US,Heterosexual,66,C,229.92466870007746,237.4090881996628,A,-70.1790998830247,E,28.025502812983383,D,106.5945528175434,74.2742842942398,C,C,1
Widowed,Brazil,Heterosexual,24,B,9.521043738391214,11.970184196216135,E,-47.46724709800469,A,-35.91813269669058,C,93.25391587463804,94.15042361761492,E,E,1
Single,Other,Homosexual,53,C,75.18516733256546,44.98743301976219,B,81.30224662657785,B,51.15802900674733,E,-55.74506068079974,-1.9685284069533633,B,A,0
Divorced,India,Bisexual,70,C,192.1301492375013,124.38756710762375,D,-196.7852591638854,C,56.184711674196194,D,219.04480159609867,66.31809983045694,D,E,1
Single,UK,Heterosexual,35,A,29.37385788027229,-59.46094250548124,D,91.76711187876404,B,64.42472248056401,C,-49.41561978544244,-257.6294912703778,B,D,0
Married,China,Homosexual,74,B,-100.78339715160647,-45.48556312279081,E,43.27915360889153,E,-87.04421630455984,D,-54.628695451889755,4.040505286621978,A,C,0
Single,Brazil,Homosexual,62,E,-117.01158285806395,74.95944711763262,C,-45.97893206468366,B,85.04202235749906,A,10.278742437936845,132.68496260631088,D,C,1
Married,Mexico,Heterosexual,38,D,-62.21277252336147,31.219230064735186,B,60.38315228518424,C,-38.40792245713767,D,96.96172048456113,245.28778849857238,A,D,1
Widowed,Other,Heterosexual,49,B,15.180139326138264,34.00393205410278,A,-8.421568937703967,D,-163.20400479984332,E,-161.2878227389217,32.42658522248069,C,B,0
Married,Germany,Heterosexual,55,C,149.00438899806258,135.72932172097538,D,-0.10757053590669183,D,63.261984820492614,D,-43.08613381742701,-34.33262002404891,C,A,1
Single,Germany,Homosexual,20,B,-36.708012909879926,-166.58746703636038,E,-163.39799388156214,C,28.627838923811815,E,29.72140893243332,-23.003718601506613,A,B,0
Married,US,Other,75,A,-44.03267335985278,26.63750561659226,C,-96.03956381410684,C,34.16139293321722,B,-22.50757417490701,-40.107523124007095,B,D,0
Single,US,Homosexual,62,D,114.54037934853719,-40.656316311363874,E,33.55015042030661,B,-47.01825671256919,C,33.86311127376609,-107.93085939572345,A,B,1
Divorced,China,Bisexual,32,C,154.56986152093114,90.61413181706868,E,-62.01212256338029,B,-86.26945604275417,C,31.716520543033372,5.758398025026622,E,D,1
Widowed,China,Homosexual,29,C,94.56449677278039,-95.50465235100955,A,-21.013442412072298,A,165.96419156413208,D,14.130802862706751,-20.12157180713432,A,D,0
Married,Other,Homosexual,52,C,-130.07034685888624,-37.11343437567946,A,121.04718559525212,E,184.11708519522935,C,-139.38808376252317,60.40695886158749,E,B,1
Single,US,Heterosexual,30,C,-22.31835681810567,-53.85704269581907,B,36.407089233869044,C,-71.99583673787582,A,-81.85508383858131,70.15398660473296,A,B,1
Widowed,Mexico,Heterosexual,47,D,44.4922487627035,-152.89666052490963,E,-18.664283710306943,C,65.8082460095331,D,3.595578196157435,62.24117830950878,E,E,1
Divorced,Other,Bisexual,75,A,30.009693704778595,32.195956849005,A,119.05735795117684,B,50.47404014108706,C,59.410934434996655,-19.65460241058301,E,A,0
Married,UK,Other,34,C,31.44492321024496,-122.48196382563643,A,-36.36638791611407,E,99.68102687619228,E,-48.67964402696301,4.20412485398905,C,C,0
Married,China,Bisexual,73,A,142.20230398143087,164.9042349786805,E,-194.32832071719275,A,54.26112749095455,D,95.44964336865357,69.32414324266738,E,D,1
Single,Brazil,Other,27,C,-34.99511803068319,61.6912852160864,C,-43.37073472258741,E,137.6399811180485,C,-109.1347373317526,-5.800471861441768,D,B,0
Divorced,Mexico,Homosexual,77,E,-117.00928436325961,-10.153871344139517,D,34.230417019422966,E,135.2811210573733,C,-40.72937895943017,-2.6850029918236986,A,E,1
Divorced,Germany,Bisexual,66,C,53.639069432359356,15.655404106614363,B,6.411634068696441,E,50.31557822953668,E,-65.03528515807689,-31.854742244520523,D,E,0
Married,China,Bisexual,27,E,-179.89384277094788,118.7284636107927,B,-116.29159445119377,E,-99.72578483892448,E,81.35287952440193,-42.870077514995316,B,C,0
Divorced,China,Heterosexual,65,E,40.68546222105137,116.35719115004461,B,-58.0850195571485,D,-14.652050299582383,B,43.99579663776115,233.383408916511,D,A,1
Widowed,Other,Homosexual,67,C,4.686105167340285,202.92929428773775,B,262.5895189616425,E,-183.99968347562043,B,-28.850811602053888,-143.03312277586042,E,D,0
Single,US,Heterosexual,31,C,97.24038997423759,1.9714571229208924,E,-217.07975139311776,E,44.80902995238342,E,51.65750366404524,65.29084254846643,B,A,0
Married,Germany,Bisexual,75,E,-91.28186735874831,-40.272833727107475,C,52.46898031608009,A,-37.39553607141205,D,-73.4680037835165,3.3015966522627145,A,D,0
Single,Brazil,Bisexual,33,D,2.5557848968764083,-48.422112181539426,C,-46.848081049211956,A,-134.16751636817293,E,80.92061355555413,61.63872932089956,A,A,0
Married,India,Other,60,E,114.4917210260156,-30.493015891105113,E,109.41279324069598,A,-23.269712631249483,B,43.22436190576327,64.27923693979243,D,E,1
Widowed,China,Homosexual,27,C,125.27273428932591,-140.59180038601306,B,-60.624714322527865,B,-52.10512653152431,E,22.46949795632996,-98.7313399976561,D,B,0
Divorced,Germany,Homosexual,28,B,85.50330213049423,-10.459808206386702,C,210.24170912996195,E,22.762230074790736,A,101.16322493734825,71.23897238384087,C,D,1
Single,US,Bisexual,69,A,37.90113685497265,-74.43049707928604,D,-74.68834787381277,A,29.05037163591542,B,-209.07710458534905,96.52187087568662,E,E,1
