AgeGroup,ethnicity,military,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
36-50,Black,No,None,E,D,B,A,234.4095976356221,95.09733160324821,A,-61.93110106555948,-101.97978543515151,A,E,1
65+,Hispanic,No,Hindu,D,D,D,B,145.60721847255618,44.41200870079682,C,-2.2330859649815107,9.241784568013179,D,B,0
51-65,Hispanic,Yes,Christian,E,E,B,E,-3.63321685559654,26.79748892854007,C,-205.61176608849095,-46.29695897613333,A,E,0
65+,Other,No,Muslim,A,D,C,C,-97.5481909531301,-159.72356728783322,D,-28.135120396557724,-46.95209688408087,E,B,1
36-50,Hispanic,No,Buddhist,A,E,D,B,75.79808313306792,-120.68214270990043,D,-5.527616238681792,59.77318031050724,A,E,0
18-25,African American,Veteran,Christian,E,C,A,B,-65.42158352721236,74.95690861194451,E,-26.381263069428947,-38.84243860638446,C,C,0
26-35,Other,Veteran,None,B,B,D,A,42.5288059635117,-25.45302872808723,D,74.14620393609769,76.4801883942651,B,C,0
18-25,African American,Yes,Christian,B,D,D,E,99.78448784908083,65.43170079806015,E,-91.3793057313291,12.143288618450528,D,E,0
26-35,Hispanic,Veteran,Other,A,C,B,C,-209.01641906104365,-97.37924811845487,C,-36.087735143859575,-53.49857842342707,A,E,0
36-50,White,Veteran,Buddhist,B,B,A,B,84.8412479574045,231.66961315215596,D,161.4078618304875,66.31369046248574,D,A,1
18-25,White,Non-Veteran,Christian,E,C,C,E,-37.58672015789545,89.00194580101825,B,17.5631519217651,229.71117046811912,D,B,0
65+,Black,Yes,Other,D,A,E,A,23.77635947132916,-39.487256300135165,D,93.38237403287484,-40.59616433594563,A,B,1
18-25,Black,No,Christian,C,B,A,B,50.56687052767417,163.68031176223317,A,109.68347694318552,-72.05934913915254,C,C,0
26-35,Other,Non-Veteran,Jewish,D,C,D,A,-120.32316805476722,55.22056707361119,A,-154.10309850092227,-6.384680215952662,E,C,1
51-65,Asian,Veteran,Jewish,A,D,C,D,-131.5244692990253,-139.48319160970536,B,-69.95146698697548,22.690691276189057,E,B,0
51-65,Black,Yes,Other,D,A,E,A,-34.87920125505247,55.839320663530856,C,-9.062184882833588,-51.55057465789339,C,C,1
18-25,Asian,Non-Veteran,Other,C,D,D,A,151.8724840742242,47.167415914099735,A,-112.73723504550648,92.74864928556397,D,A,0
65+,Hispanic,Yes,Hindu,C,C,E,B,19.826405176216007,165.55657410694477,A,25.257075584136008,105.20540662497888,E,B,1
26-35,White,Non-Veteran,Jewish,E,D,B,B,123.15967109646687,-14.277953332971432,A,-53.61803259402408,-65.36260152615812,B,D,0
26-35,White,Non-Veteran,Muslim,C,D,D,D,82.50871893203858,-47.67182973521801,C,92.04670931836623,42.98779292168415,D,B,1
36-50,African American,Veteran,Jewish,C,C,C,B,-142.7036303791511,48.50360905183658,D,85.33065063113978,46.1105340241461,C,A,1
65+,Asian,Yes,Jewish,B,E,A,E,103.60006162741333,-145.0776166834268,A,165.89233347263078,14.246097422542626,D,A,1
36-50,Asian,No,Jewish,C,A,C,C,-21.998774184189216,154.25032964192323,E,26.62982475223496,0.7296441260845405,D,A,0
18-25,Hispanic,No,Hindu,A,B,A,C,12.873779983125402,67.73588649990158,C,39.71792510117502,-62.10841207504865,D,B,0
36-50,Other,No,Other,C,C,E,B,-102.54605101777703,53.16141837823874,B,-93.66362864117251,164.43454320116567,C,D,0
51-65,Asian,No,Other,B,C,B,A,-14.625109042821816,-126.25580129082248,B,59.01714321636279,75.56079570998916,A,E,1
51-65,White,Non-Veteran,Other,C,A,E,D,-14.756965973664924,-0.8526307150270745,B,-33.91059050070936,22.558235304508734,A,B,1
65+,African American,Non-Veteran,Christian,A,C,C,E,-118.08524091496734,-78.48781213388764,C,124.50331707027011,-57.30870481259483,B,B,0
18-25,White,Veteran,Christian,D,E,C,A,-44.44334572586667,77.91993455125352,D,90.29486801658022,14.02345083242817,E,A,1
18-25,Other,Non-Veteran,Christian,E,D,E,B,-52.87828650861246,28.95076682496286,A,9.190034309980499,57.609911904994014,A,D,1
26-35,African American,Non-Veteran,Jewish,E,E,C,C,-23.89939816299865,-69.96151950036575,D,66.99419747214014,-38.264414904865994,C,E,1
18-25,Hispanic,Yes,Other,C,E,D,D,-60.057944033622675,-33.72125338792756,B,32.88552592272719,-8.937572517430043,D,B,0
65+,White,Yes,Buddhist,B,B,B,B,-102.85443975693684,99.96834758316439,D,78.18974038263228,97.78457503447642,C,B,0
26-35,Other,No,Other,E,E,B,E,-14.6065033437465,89.58004508781417,D,-3.581221350815168,181.13708703848712,A,A,0
26-35,Asian,No,Jewish,D,B,D,E,-13.146203881668816,35.48384938764869,B,72.69131047825653,-96.31430049109973,B,B,1
26-35,Asian,Yes,Other,C,C,C,E,124.63925197844345,-30.88590357960736,B,-5.880928482887116,182.79446770705133,D,A,1
18-25,White,No,Jewish,D,A,D,D,-92.30712240898582,-18.26610132180719,B,-116.34851930894803,139.278685676246,B,E,1
26-35,White,No,Hindu,B,B,D,A,-14.415015673883508,-16.09096774335957,A,3.8434376130004946,-38.93243684989606,B,B,1
18-25,Other,Yes,Christian,D,E,B,B,28.263932266135477,11.47599216250727,B,-132.60006448044618,-68.85874843355035,B,A,1
65+,African American,Yes,None,A,E,E,E,59.42676080724054,13.799051397617786,B,41.694904377838974,-30.012871095767867,D,C,1
51-65,Black,Non-Veteran,Other,B,B,E,D,-39.280191529828414,117.42366576460321,C,105.84922248749666,-11.860476463609054,C,A,1
18-25,White,Yes,Other,B,B,C,C,195.67328959487952,-46.06672032362645,E,76.12431192906224,-101.89463046808673,D,D,1
26-35,Hispanic,Veteran,Buddhist,B,E,A,C,183.3126199788161,-56.657811097170594,A,-33.255514815802165,41.797782010979994,A,D,1
51-65,Hispanic,Non-Veteran,Buddhist,E,E,B,B,2.8298320736288756,-85.55502610429228,B,-258.0214832559833,165.78999371673981,E,C,0
51-65,African American,Veteran,Hindu,A,C,E,A,-55.554932899934016,-39.340942640908175,E,-37.01171884161579,-172.14774503339768,E,C,0
51-65,Other,Yes,Muslim,C,C,A,C,-50.110483617613646,47.23523973320103,C,31.710759639647023,-47.87039578734623,C,E,1
26-35,Other,Non-Veteran,None,C,A,B,A,-305.60810449335423,86.71706404004553,A,-160.9233257025168,123.48976915120456,C,A,1
26-35,White,Veteran,Hindu,D,D,B,B,-116.77636244585345,-336.84724771763064,B,168.0001442832162,58.86509783905661,B,E,0
26-35,Asian,Veteran,Christian,E,D,D,D,1.402863882353682,-58.190066902227066,C,74.93082538796997,11.975611370581401,E,A,0
36-50,African American,Veteran,Buddhist,D,C,E,D,-203.81214965075137,174.8085566550978,E,-3.3565731242747585,-79.8096391428336,C,C,0
18-25,White,No,Jewish,C,B,A,B,53.63606767643356,-21.22320836719345,D,-157.82706042330926,-179.22009901834775,C,B,0
36-50,Asian,No,Buddhist,B,A,D,A,-249.28977281619592,-25.09036332853706,B,-104.96440031970234,-39.58267112115714,C,A,1
65+,Hispanic,No,Muslim,C,B,D,A,-22.524116130559722,-216.54262595725777,B,14.697452654543403,50.941703482665304,E,A,0
65+,African American,Yes,Jewish,A,B,C,E,17.322610411454324,160.4254783298443,D,7.709060368696918,28.732057445168312,C,B,0
65+,White,Veteran,Muslim,D,A,E,A,178.69827878648695,-73.09736510132954,D,-104.18856423001743,-78.37158610266839,C,D,1
65+,Other,Yes,Hindu,A,B,E,B,-11.61316968011416,-50.538339761701735,E,-3.898004125968684,-197.97973803529524,E,D,0
26-35,Other,Non-Veteran,Hindu,E,E,B,B,-119.15339910558858,49.13256742340406,E,41.350754492910276,9.345156652466182,A,C,1
65+,African American,No,None,A,E,D,E,-119.50516554616095,91.84044727678162,B,-110.5341002086971,-104.94574693410976,C,C,1
65+,White,No,Buddhist,B,E,B,D,-16.149568308030325,-54.941469747232354,C,70.60636403359236,24.81235494129474,E,A,1
65+,Asian,Veteran,Hindu,E,E,B,C,94.14945976014269,35.56548871949954,E,22.054465797781955,139.86683146885937,A,B,1
18-25,Other,Yes,Other,E,D,D,B,129.57067246540046,-173.04669910738087,D,-78.06497211828645,-360.6402599595277,B,B,1
36-50,Hispanic,Veteran,Hindu,A,E,E,B,-36.26258964912172,-1.6883392197341092,D,-156.6995263977375,-145.8524726594619,B,E,0
51-65,Black,Yes,Muslim,B,E,C,A,188.25682904535458,-127.85516177130447,A,-43.49242009594254,87.54019939566801,C,B,0
18-25,Other,Yes,Christian,C,C,E,E,-67.49748299364701,-76.71850479637085,D,-103.02551198767847,32.043336620885334,C,C,0
65+,Other,Veteran,Jewish,C,B,E,D,-184.7189896240373,-10.744496760126268,E,76.48582682989985,79.57409698180946,A,E,1
51-65,African American,Veteran,Buddhist,A,A,B,E,-26.215488294657185,-20.272984011688905,B,-110.06073168849238,-145.7534690024715,E,A,1
18-25,Hispanic,No,Other,D,D,E,B,236.34758818210543,-76.56441882911058,B,-56.2406880822371,-60.037178727864536,A,A,1
65+,White,Veteran,Other,A,A,A,B,29.513536238444114,18.01316270774737,C,59.69621924976184,-96.65703048578817,B,C,0
51-65,African American,Yes,Muslim,D,B,E,E,-32.67257885169286,-144.23627482070714,B,-60.977713001649,-18.903921007538358,E,E,0
51-65,Asian,Yes,Jewish,D,C,B,B,-58.58491283706241,69.2685727485199,B,-80.73103714435778,-230.04667839959748,E,D,0
26-35,Other,Non-Veteran,Buddhist,E,C,E,E,-75.33878083735247,152.52165524909304,A,112.82198485027337,-64.00121654434552,D,E,0
36-50,Asian,Non-Veteran,Christian,B,D,E,B,-46.9721424851887,-60.267713068180505,A,-2.5646016795710014,-48.86527854083574,A,E,0
26-35,Other,No,Buddhist,C,C,D,C,66.16103843036711,69.39667145557483,C,15.691096514792982,-45.440470762150134,A,B,1
26-35,Hispanic,Veteran,Muslim,A,A,C,A,-11.05117685250689,-38.94017122031501,C,65.62099380395671,16.573627850773704,A,B,1
36-50,Other,Non-Veteran,Hindu,B,D,D,C,-51.96076114901592,80.03828036591378,E,-54.14171154517485,-86.71453858106429,B,C,1
18-25,Black,Veteran,Muslim,B,D,A,B,-1.5418027152639593,37.844733187370366,A,46.569343642927585,-41.53734625044723,E,B,0
26-35,Other,Non-Veteran,Buddhist,B,C,C,A,198.97811390385982,98.36493260456949,B,97.3837669011449,12.588731442474641,B,D,1
26-35,Asian,Non-Veteran,Christian,E,B,D,E,111.41638058912451,41.38972602793001,A,36.67971220634729,224.76366703947303,D,D,0
51-65,Other,Non-Veteran,Jewish,B,D,B,C,-134.0794178096538,-142.20154930825458,B,-31.527460245481603,68.99645527709659,D,E,0
65+,Hispanic,Yes,Jewish,A,E,D,C,-51.881403832170534,67.7144952462388,B,47.620096326581695,268.4583995905787,B,E,1
51-65,Black,Veteran,Muslim,E,B,E,D,-135.74740973346343,169.91189448932613,C,17.08590423518375,-22.64004677421247,C,C,1
26-35,Asian,Yes,Buddhist,E,D,B,B,-6.528943154841024,86.61799865448685,E,44.67097332731383,214.57914386631742,E,C,0
26-35,Other,Veteran,Hindu,A,C,D,A,143.9524290179317,-189.83413649471987,B,-97.85365512235586,35.07762134929435,B,D,0
51-65,Hispanic,Veteran,Muslim,B,B,D,E,252.81472898684254,-21.774408129499296,A,-121.66176302240473,-188.21671409323116,A,E,0
65+,Other,Veteran,Buddhist,B,D,D,A,26.883551948735594,-126.7527530840827,A,-60.92656656017241,209.56472708802778,C,B,0
26-35,White,Veteran,Buddhist,A,A,C,C,-1.3644924689189109,-110.16545283263035,D,56.41567532712013,37.69989501050289,A,A,0
36-50,Black,Non-Veteran,Muslim,A,E,C,E,-50.3882481415811,59.75614550683645,D,-48.15123871659095,-18.431548540656493,E,A,0
26-35,Asian,Non-Veteran,None,B,E,C,E,-146.4266156685119,147.79468779388554,C,-7.596621591520574,-128.7174180272181,D,E,0
18-25,Other,Non-Veteran,Other,A,C,A,B,-19.816552391473117,13.178765337539456,B,34.8521574839797,-81.46253308604776,A,B,0
65+,Asian,Non-Veteran,Buddhist,B,A,E,B,17.681909193675242,155.70555765555005,B,-25.74718501075418,-22.612885084497485,C,B,0
65+,Asian,Non-Veteran,Christian,E,E,B,D,78.89245475988251,6.2931637690512785,B,-294.0091137924961,29.020883057115682,E,C,1
65+,White,Yes,Jewish,B,B,A,B,-147.55820016723712,27.62021681723809,E,-62.4741673948555,45.5612033148749,E,C,0
65+,Black,Non-Veteran,Jewish,E,D,D,D,38.11554941854566,-86.815816067482,B,-24.075619297730633,9.410895475862675,C,C,0
18-25,Hispanic,No,Jewish,B,A,A,C,49.66987060385454,-5.215227455925716,D,-51.99914270549812,51.14488051976463,C,E,0
18-25,Asian,Veteran,Other,D,E,B,C,3.8627941858260697,36.57315096820507,C,75.5264135578925,-79.78267285155373,E,E,0
26-35,Asian,No,Christian,D,D,C,C,-93.80569788166548,151.2361502475963,D,38.73559634318153,-52.831657342608416,E,D,1
26-35,Hispanic,Veteran,None,A,D,D,C,44.318330788638846,-296.7680379847555,E,-128.19101407441642,193.4687341075781,D,C,0
36-50,Hispanic,Veteran,Jewish,D,E,B,C,20.89266648640767,-75.8963076038155,E,63.611800429334764,116.93909914577712,C,B,0
26-35,Asian,Yes,Jewish,A,E,D,B,-167.9909255818057,-71.43088597329475,D,-63.78233406825174,-65.90235261411745,D,B,1
36-50,White,No,Buddhist,C,E,C,A,43.18465582349059,-29.486920685917838,C,31.89435307602838,82.00421334192961,A,B,1
36-50,Asian,No,Christian,B,B,B,E,158.61460153657555,50.791718332220384,D,-61.93908567383223,97.73485478205843,B,C,0
26-35,Asian,Non-Veteran,Christian,B,A,C,B,-29.801031969027086,5.6925733767631925,B,-72.99318994821607,-120.16210013422844,D,A,1
26-35,Black,Non-Veteran,Jewish,D,A,C,E,17.37836268212318,126.63051641805787,B,20.238593852659793,13.055284343991778,C,C,0
36-50,Other,Non-Veteran,None,C,E,A,C,21.734093160627584,74.81536123236971,E,-93.47443231812032,60.20995425899064,A,A,1
51-65,White,Yes,None,C,B,E,D,-116.57195601460057,-13.144480258053834,A,70.06758548883376,130.1558749672949,A,B,0
65+,Hispanic,Yes,Hindu,C,C,A,A,-62.56352900449236,-66.06864157514775,C,-116.01546492885346,-16.109361749403977,A,E,0
26-35,Other,Veteran,Other,B,B,D,D,20.01369917014768,114.62483949765372,D,95.17130648648497,96.18510484290898,A,E,0
36-50,Hispanic,Yes,Hindu,D,E,A,C,72.53313158045722,15.652076612260144,B,-30.315003442568152,56.69545883334742,D,E,0
51-65,White,Non-Veteran,Buddhist,B,D,E,E,4.138943636472902,123.1555058453544,E,-196.25087521229338,-63.83720139115425,C,A,1
65+,Hispanic,Yes,Other,C,D,B,D,215.66173582242567,110.42307742204822,C,6.620758291099439,30.153383941576212,C,E,0
65+,Asian,No,Other,A,D,A,D,-56.04547438096515,3.5626710352999478,E,179.8921816524093,-56.54425896697974,B,B,1
51-65,African American,Non-Veteran,None,A,E,A,C,-69.00882149208569,-23.563581438023682,C,17.249935213717777,-48.544706774191596,A,C,1
65+,Other,Non-Veteran,None,B,B,E,A,-24.55154697252938,-37.68569099209144,D,-173.72226096231157,112.14688517289643,B,B,0
26-35,Black,Yes,Jewish,A,D,E,E,-1.3279799616516117,102.12840028645704,A,172.82394425448055,85.56334195325569,C,A,0
18-25,Hispanic,Yes,Jewish,A,E,D,A,-110.09079213506958,-116.38564947252874,C,69.71905890330757,-70.74685959169575,D,E,1
65+,Hispanic,No,Other,C,C,E,E,117.61916303757498,-74.95569335395722,C,111.04248555970825,-128.89111179234246,C,D,1
65+,African American,Non-Veteran,Hindu,A,A,E,A,175.35386978502453,69.51780495156376,A,13.514827118891315,-141.00073879730687,B,A,0
26-35,Black,Non-Veteran,Hindu,C,A,B,D,38.78340243674242,-22.999931573939154,A,-178.7796619888021,-44.9356390975818,A,A,0
51-65,Black,Veteran,Muslim,B,C,E,D,-130.32785595068336,50.4513032187357,C,61.4840631916977,-31.186462915940456,E,C,1
65+,Black,Yes,Hindu,E,C,A,E,19.359697777493786,6.444423656116053,C,57.41295063757017,-218.71600212808303,D,C,1
51-65,Other,Non-Veteran,Muslim,E,E,E,E,-120.47445719672281,-17.277074085863774,D,43.4821411971824,111.76682035256754,A,B,0
18-25,Asian,Veteran,Hindu,D,B,B,B,38.88751530897937,-152.51578508282188,B,-184.3083012867313,90.76948982824723,B,C,1
51-65,White,No,Buddhist,B,D,B,E,12.205841663253201,98.99889928321566,B,75.9550715310018,35.337826393425345,C,B,1
26-35,Black,Yes,Buddhist,B,B,E,D,99.78795565876311,49.31239915167411,A,112.0587481060008,-147.37770168372703,A,D,1
36-50,African American,No,Jewish,A,D,C,A,-188.3960105102313,53.52013230338739,B,41.33665684121417,-70.16154450757752,D,E,1
26-35,Asian,No,None,D,D,E,A,-11.206539157777478,-17.115083226671658,C,163.3474186474506,108.59247998967744,B,D,0
26-35,African American,No,Muslim,D,A,A,E,-140.34952697905496,-29.180450764086263,B,98.58254680752307,-49.657142735022816,E,D,1
36-50,African American,Non-Veteran,Buddhist,A,B,A,D,11.521232543332442,115.80479160018847,B,-23.501415070481414,105.40672340277817,E,D,0
51-65,Hispanic,Veteran,Hindu,A,D,B,B,41.090683383749415,184.7378414908703,E,233.06072478637847,62.66052381632626,C,D,0
51-65,White,Non-Veteran,Other,B,E,C,B,137.2094358189007,-183.85287346099813,A,-33.588075679572995,-19.52644368879301,D,E,0
18-25,Black,Veteran,Hindu,C,E,C,A,-52.47792715252152,71.84552556645188,C,-12.249389957970568,190.39230785654638,C,B,0
26-35,Other,Non-Veteran,Buddhist,C,B,D,C,229.29147519386683,30.95385566651076,D,60.740478583034616,-33.26058448761868,B,B,0
36-50,African American,Veteran,Other,A,B,B,E,-68.68645192895494,-22.13352823646164,D,-105.35589370409741,86.19081805367384,C,A,0
51-65,African American,No,Hindu,E,C,C,C,128.09292613857735,124.26680095496087,D,-20.41859727722063,-87.06581360132444,A,D,1
51-65,White,No,Other,A,B,E,C,-76.25080714632156,-74.61747901003173,E,-23.7340405178117,-46.40913605687798,A,B,1
51-65,Black,No,Hindu,B,E,C,C,45.28362930345776,7.625685954104846,E,-68.41270701771862,-41.38879652688795,A,E,0
51-65,Asian,No,None,A,C,A,B,227.93898948645798,-13.263608429704659,C,21.96185109628072,-10.306878299691222,C,B,1
26-35,White,Veteran,Hindu,B,D,C,E,-143.00708311902977,23.758224998493862,A,-8.067615159448154,126.5081758868067,A,E,0
36-50,Other,Yes,Hindu,A,C,D,B,147.89600730710237,151.42324563469444,C,-148.86371565378477,-228.47726689959447,C,C,1
36-50,White,Veteran,Buddhist,C,B,C,E,-27.137102534240604,55.37277903930834,D,-169.40430214581613,-0.8261025631248882,E,E,0
51-65,Black,Veteran,Christian,C,E,D,B,69.23515114425139,-6.735477880305608,C,73.76567924425011,-34.54396879886163,E,A,0
36-50,Hispanic,Veteran,Buddhist,D,D,B,C,-148.65345616556763,165.56566074066328,C,156.5146208632515,8.472431980940728,E,C,0
65+,Black,No,Hindu,D,E,D,E,13.468212345660332,-30.016373065368374,A,94.69617867594961,25.610376739783764,B,C,1
18-25,Asian,Yes,Other,A,C,C,C,-170.89171889715124,-46.97349961714938,E,98.78455645463515,43.27625423468742,D,C,0
18-25,African American,Yes,Jewish,A,D,D,E,-61.20707505906166,-34.57497745288928,B,-32.2853632499058,183.45282066532926,D,B,0
65+,Hispanic,No,None,E,A,A,B,-164.27037215637588,-14.814231685831563,B,-52.9346510343913,151.4310019091917,E,B,0
18-25,African American,Veteran,Hindu,B,C,C,E,-103.08133532445444,-166.17904730814402,E,156.5850624815054,17.684233780493358,B,B,1
18-25,White,Veteran,Buddhist,C,D,D,A,-15.444402977365343,79.32873722796458,A,54.47249648193603,43.66527110451674,C,D,1
36-50,Black,Non-Veteran,Jewish,E,C,A,B,93.20990569484525,121.98679003010267,D,-53.67182493758354,46.33758636324065,D,C,0
65+,Black,Veteran,Jewish,D,A,B,A,-152.17690505180602,114.52667928599543,B,86.51317595289262,-69.40832601594676,B,C,0
26-35,Black,No,None,D,A,A,C,58.35150173838374,139.32112673591465,E,-49.26683730544626,-17.55774359827855,A,E,0
26-35,White,Veteran,Buddhist,A,D,B,C,154.5980347951206,-76.11479496800236,D,-103.46787911420033,105.1746757941715,C,A,0
18-25,Asian,Veteran,Other,E,A,A,E,82.34925183378414,-77.99210888893225,A,-81.17475651534171,1.0240451648104307,E,E,1
26-35,African American,Non-Veteran,Jewish,B,C,A,E,-75.86662861677819,122.20305870464428,A,113.50782861576951,-126.96233593834066,E,E,0
65+,Hispanic,Veteran,Jewish,E,B,A,A,-46.74960083684745,16.90402005525553,E,35.587880473739304,4.2651779949941995,E,A,0
26-35,Black,Yes,Christian,A,B,E,A,-129.4502104170291,-26.519289204856634,C,152.09203232402098,-217.93683521663826,E,C,1
26-35,African American,Non-Veteran,Hindu,E,E,D,C,-293.432935575353,-69.18418778234181,A,90.4316191978226,129.52895998536908,D,B,1
51-65,Black,Veteran,None,D,D,A,B,106.2996261644599,134.32994683141638,A,45.65069477851732,34.69432471176998,B,E,0
51-65,Hispanic,Yes,Other,C,C,C,B,158.98506662482438,30.443211313598752,E,-102.01171622107515,62.828619990179966,C,B,1
18-25,Black,No,Hindu,E,A,B,A,54.8591020244203,44.067790896478094,E,133.0239081714507,-84.24496546938232,C,E,1
18-25,White,No,Christian,A,B,E,D,-82.27764496760972,-61.912736642045076,E,-87.1290233127963,73.55597194979272,B,B,0
65+,Other,No,Jewish,C,C,E,E,120.37853590101322,-26.13753734544353,C,-161.4098407896529,-57.818920335678314,A,B,0
65+,Hispanic,No,Buddhist,C,B,D,B,-176.6244143567961,0.7782221293566987,C,-34.797953687723265,-44.60894456841548,C,E,1
65+,Black,Yes,Buddhist,E,D,D,E,145.1167713064352,56.015448341166476,B,-30.210784030593775,40.245053272533546,A,B,0
36-50,African American,Yes,Other,D,E,C,D,89.17270766752401,-7.176496039812032,D,260.5524736640021,78.12997077532115,C,E,1
65+,Hispanic,Veteran,Buddhist,D,A,E,A,-88.3373860153079,-189.8979926034182,C,50.93188829833794,-61.11662456273117,D,C,1
26-35,White,Yes,Hindu,D,A,A,D,7.779730489942641,85.61612553438391,D,-136.76434459416146,-62.88236591576587,C,C,1
51-65,Asian,No,Christian,B,D,C,E,-65.87538398363243,-92.4825843414531,E,-120.80931261227224,-89.52141167133357,A,C,1
18-25,African American,No,Muslim,E,D,A,A,-69.30353120217082,117.17373905489121,B,-44.2487036667818,101.12342248380102,A,C,1
18-25,Hispanic,No,Buddhist,B,E,A,A,-87.13867851981885,100.3283268186121,C,41.16182380493982,-19.15244554872183,B,A,1
36-50,Asian,Veteran,None,B,D,D,D,-230.0812061260813,58.95525621298693,A,-99.68747604830868,-172.96941290899773,D,B,0
26-35,Asian,Yes,Christian,B,B,C,E,129.3563153952618,7.3108554098420475,B,-155.74898139756536,83.71858511363091,A,A,1
26-35,Black,Yes,Muslim,E,E,D,B,164.7945625374589,-72.8962728679553,D,-21.628073524852542,9.544161989610208,D,B,1
26-35,Asian,Yes,Buddhist,C,E,E,A,185.86470931014816,80.69611291670813,C,-39.190808461604675,23.10909877545259,D,E,1
36-50,Hispanic,No,Other,E,B,B,D,3.4777398231650096,63.7113934564084,C,151.59378426757348,-129.31100289225918,B,E,0
18-25,Other,Yes,Buddhist,E,C,B,A,146.88223404265045,149.87769910164565,A,140.01055937206627,117.13841128257552,E,E,0
65+,Black,Veteran,Jewish,C,A,E,C,-122.04618396868972,5.699522615857126,D,68.1032246470875,107.40108081452304,A,A,0
26-35,White,Yes,Christian,C,C,D,D,-53.794158646395054,-37.16107164829099,D,130.99757873939544,-56.680530443177716,B,E,0
26-35,African American,Non-Veteran,Christian,D,E,E,A,151.11833176746708,24.408850337498144,A,-148.8219304885538,-59.962123956111036,C,E,0
51-65,White,Yes,Christian,A,B,E,E,76.41272014474656,-185.7871024867737,D,-23.115131696683775,-108.80000639378105,B,D,0
26-35,White,Non-Veteran,None,A,C,B,B,-8.459321062228174,41.15008313892112,D,5.076772671498289,-129.130878813243,E,A,0
36-50,Hispanic,Yes,Buddhist,C,E,E,D,10.474561479511005,58.26903399061252,B,26.292650984681686,66.16125830370352,E,E,0
51-65,White,Yes,Hindu,D,E,C,E,-19.924205831039668,90.35280948230553,B,-17.934025162642506,9.983055379725494,C,D,0
65+,White,Yes,None,D,A,E,C,-92.24860325821639,-211.94105977431073,D,53.004968543629595,-51.38506399311872,C,A,0
36-50,White,No,Muslim,A,C,E,D,-77.41533696506858,92.18039500089724,B,-126.61188182462335,-15.343231705456862,E,C,0
18-25,African American,No,Hindu,A,D,B,E,-72.79272997108896,-9.919390446336882,D,-95.39312217267918,-112.81966124644708,E,A,1
36-50,White,No,Muslim,A,D,C,E,-136.78237052223568,55.2438683340923,D,36.31568701756587,211.04979552184258,A,D,0
36-50,Hispanic,Non-Veteran,None,C,D,E,E,0.3936339451864384,272.82417100048144,C,23.95550469511704,-215.7141380395111,D,A,1
65+,Other,Veteran,None,B,C,C,D,4.411521123481435,20.315775564418693,B,-11.61724194668692,-44.457385823255194,E,E,1
18-25,Hispanic,Veteran,Christian,A,B,D,E,-110.54455985309164,33.57069792612113,D,-54.65749781867294,119.50969467087738,E,A,1
18-25,Asian,Yes,Other,C,B,A,C,177.9439876401458,77.3662116717016,A,7.0513640118867364,83.01793448224277,C,E,1
36-50,Other,Veteran,None,E,E,D,C,93.64303751705204,-52.1957190471243,B,144.94947142765582,16.616223593052695,B,B,0
36-50,White,Veteran,Buddhist,C,D,D,B,54.49943604762654,-53.52769390153791,A,-46.47004838967744,29.796608672230256,A,E,1
18-25,White,Veteran,Muslim,A,B,B,E,75.42090795741633,46.34106916315852,D,25.415656143970555,177.40616691256207,B,A,0
51-65,African American,Veteran,Other,D,E,E,B,-84.79141662880821,72.00234449254329,A,41.99653337607152,134.55205550853066,D,A,0
51-65,Asian,Non-Veteran,None,B,C,B,A,-38.79169963823813,-158.4397650067088,B,183.4687316598244,-65.0684992577543,C,B,0
51-65,African American,Yes,Jewish,E,E,D,C,-66.8564296759287,157.47261553192047,B,-25.795964555666977,-163.5390491915174,B,B,1
26-35,African American,No,Muslim,D,A,B,C,-45.10747474037126,-119.56192483515196,C,-38.70143708644304,-14.341909737531108,D,C,0
26-35,Other,No,Jewish,E,B,B,C,89.27793309504098,-87.84447946387746,E,-114.2815668921285,173.01180648223203,A,E,1
36-50,African American,Yes,Christian,C,E,E,D,-50.555482997567616,12.580939836605886,B,161.19271573460512,117.43043163060133,E,C,0
18-25,Black,Veteran,Jewish,D,B,C,C,-52.90801631879683,93.80276110972086,B,42.67704346994164,-110.22048225320545,A,B,0
51-65,Asian,Non-Veteran,Jewish,D,D,D,C,3.780441120678339,-152.1051046133949,E,-67.07833037186552,23.411870919385166,D,A,1
18-25,African American,Non-Veteran,Other,B,E,B,D,11.570559321425558,125.57603932755444,C,-25.873799810990185,74.70458892905,B,A,1
36-50,Other,Yes,Jewish,B,A,C,A,84.71682285882068,-41.203485385293995,E,-142.72664487710506,-134.5357299005655,A,B,0
18-25,Other,Yes,Jewish,C,A,C,A,22.365324523750633,-69.80958126491686,B,205.8091891862361,129.56089546268822,B,D,1
36-50,White,Veteran,Muslim,D,A,D,E,9.888106955560826,-168.16577446756799,D,-28.552561685648424,-38.807182842486384,D,D,0
18-25,African American,Veteran,Hindu,A,C,C,A,44.424415328509404,103.24741362557452,D,61.93945874953106,179.53683783459135,E,E,1
36-50,Asian,Non-Veteran,Hindu,B,B,D,C,119.31606342753503,-1.5578623439948445,E,128.65270207905346,62.45370847693123,C,D,1
36-50,White,No,Jewish,A,C,E,C,131.34504186346066,-89.42417907027583,A,3.2482905723855766,21.818980695028976,D,A,0
