age_range,country,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
18-25,UK,Non-Veteran,Bisexual,33.72067684232744,E,B,-86.84363319172424,61.29408377387811,E,-94.6393215734399,A,-178.38579122676674,D,A,A,15.109791926182412,B,20.028831033334775,A,A,0
26-35,US,Non-Veteran,Other,33.786850409627064,B,C,50.59091521545708,-0.5945973993878607,E,-15.982469008270828,C,-57.41967098515528,C,D,E,16.583264283397128,A,72.30682268012201,C,D,1
18-25,Other,Non-Veteran,Homosexual,20.19147833082403,B,B,-16.153018416028246,19.690811357756807,E,97.91099498170736,A,95.5294159409739,C,D,C,34.35841830529098,E,7.390270226238149,A,C,0
65+,China,No,Heterosexual,-6.234359823941631,A,A,-86.52215158244577,3.7227123183853514,A,26.03988086526478,D,-61.92265155240308,C,C,E,-160.48064107675066,D,-156.0896018469516,C,C,1
51-65,Brazil,No,Bisexual,-47.41912188644792,C,B,70.67463570811316,-184.92641615519943,C,-97.62810650452055,C,-3.5622064329992473,D,C,A,-52.74906451784101,E,-24.341150228173635,A,E,1
51-65,Mexico,Veteran,Other,150.07241299637565,B,C,-84.0815827492395,75.81694970407725,C,14.749261457889206,C,98.67423947433367,E,A,D,-39.754965038899556,E,43.40805519547784,B,D,0
26-35,China,Veteran,Heterosexual,-76.15573861305708,D,C,-15.269090504903618,-64.84675997662292,B,-56.79224024751869,E,-59.933060007187166,E,D,E,82.21685388521361,E,-36.59621610666039,E,A,0
36-50,Mexico,No,Homosexual,57.08249529396826,E,C,-43.331799899211696,110.15672868525255,C,96.57763431433615,D,-35.976458243612335,D,D,A,33.05789669862981,D,-78.39174130553748,A,E,0
65+,Other,No,Heterosexual,-154.9219344987088,D,E,10.110259028800076,6.896323249314591,B,-58.31078504540258,B,-108.32428939347703,E,A,B,121.62761900287687,A,-39.13359000592498,D,C,0
65+,India,Yes,Bisexual,-79.71688543830805,C,A,-34.244562206849324,-163.41333867768074,D,-164.54837907628811,B,-114.5182878441759,E,B,E,28.507356437707493,A,-122.97269906077975,D,C,0
26-35,India,Yes,Homosexual,-84.70774411046938,C,A,-6.867481948195661,31.238527159439215,A,-26.520698428614065,C,-88.32182108655802,B,A,A,12.973444920175972,C,112.86532218521366,A,E,0
65+,China,Veteran,Heterosexual,-13.675843645532076,B,D,55.087925654810334,-32.27562315942062,C,80.55337473806264,D,-70.3592628084923,C,C,B,-92.58389488225811,C,-58.344495349007985,E,D,1
51-65,Brazil,Yes,Homosexual,51.70428120411089,E,C,-6.736161106846918,-174.9527339936501,A,31.04723338103389,A,-70.19847079026592,B,D,A,-4.608694747314533,A,-169.8055323010678,E,C,1
18-25,Germany,No,Homosexual,-205.48856515164812,E,A,50.935285307708455,-88.48754661431705,C,-47.3430276209643,E,-137.61899049195526,E,E,C,54.54914623749475,D,-72.5214746503981,A,B,1
65+,Other,Veteran,Homosexual,80.69055185862616,B,E,-112.82807363356872,-120.6864576907629,C,30.173298918241326,A,105.74351742964882,A,A,C,-13.929439248168402,A,153.5033642531881,A,B,0
26-35,India,No,Homosexual,-187.81652328731371,C,A,-156.5590419740704,125.65802344992368,D,105.21044821845355,A,-209.09272192405538,E,E,E,166.8594338284775,C,20.46922941211826,B,C,1
36-50,Brazil,No,Bisexual,-13.677760798899218,C,D,-109.07070293549732,121.21015667868234,A,45.56890200047132,D,-32.08317276262739,E,D,C,9.749237521308665,C,117.64410073263758,D,C,0
65+,India,Non-Veteran,Heterosexual,77.75803287587844,A,B,228.65388929851272,-63.55171887569037,D,117.36478909133456,C,37.747860025485615,E,B,C,40.2989049988026,A,-5.742216031600501,E,C,1
18-25,India,Veteran,Heterosexual,202.02751726756304,D,A,146.05371892060182,30.28846429600539,D,-8.191443914149326,E,69.98598775571304,B,C,E,13.238973828609247,C,71.90837007520915,C,D,1
26-35,Mexico,Non-Veteran,Heterosexual,-13.558690883729115,B,B,24.177589453616562,17.420947696546275,C,124.27343399919444,C,-38.46759512757434,E,C,D,-126.23829687944522,E,214.8408249547609,C,A,0
51-65,India,Veteran,Homosexual,28.47050149775091,D,D,-89.57063127259902,-62.29187128445399,B,-36.31795692105001,C,21.91954017605426,A,A,B,89.9158548189235,C,-123.06161978185398,C,B,1
18-25,US,Yes,Homosexual,-89.27435667750609,B,E,81.82759662601045,-169.6888990529189,B,-108.46679909242785,E,81.95673315818348,B,C,E,31.00648386009719,B,37.76377942699865,D,A,0
26-35,Other,Yes,Other,1.290421965610076,E,C,-45.66053864758566,64.16504854140308,D,-80.46655733583,B,185.57422958447333,C,B,C,-30.349485101401267,D,133.1809428473124,D,B,1
51-65,Mexico,Veteran,Bisexual,17.97972352547233,C,E,-42.89249160635459,-2.3064346252147807,C,-150.11469746365813,C,-24.786215746831004,A,E,B,-159.76564131549097,C,41.08301442757621,D,D,1
65+,UK,Non-Veteran,Other,-19.021175646297696,B,E,5.953702710858628,45.17958449768531,B,45.86681640583235,C,-10.720883818516194,D,B,D,-95.82035853553437,E,210.44072137718373,D,C,1
18-25,India,Veteran,Heterosexual,111.05135595256688,E,B,33.67279601384377,-221.03084432100144,C,-138.8138994550134,A,-38.43383254864208,B,C,E,33.11796490836816,A,-28.930228857657053,B,C,0
65+,India,Veteran,Heterosexual,105.94651690506961,A,C,-116.6670578063338,159.6224748511127,A,37.16845943009776,D,-24.31559358116959,C,E,A,-201.43182809811532,E,100.48932830526311,A,C,0
51-65,US,Veteran,Bisexual,-129.19657683440755,B,B,36.671248123014685,-114.46208160225106,C,123.07958706993134,B,-104.58247782602588,C,E,A,-51.74052580981574,E,249.4480733388071,D,C,1
36-50,Brazil,No,Other,7.6305182075709075,B,C,23.182110965154827,7.902381854390342,A,-96.68353826456163,A,82.00509679032167,C,C,D,56.82296254428682,D,-78.23762687866093,C,A,0
26-35,Brazil,Non-Veteran,Homosexual,0.794387376282631,C,B,-15.37043337022703,-66.86484296085307,D,158.84743053022453,C,6.906306288979623,A,B,D,90.63178929961433,C,102.21394279921068,B,E,1
65+,Germany,Yes,Homosexual,-41.425032733679224,B,B,87.06999360212201,19.36667900914499,B,118.45466780818943,C,-28.091468910874056,E,B,D,130.71912860278073,E,43.922644820255755,E,B,0
51-65,Brazil,Yes,Bisexual,-53.386002246607255,B,D,-144.43310811231945,-106.27673554865854,A,-85.01615918092298,E,-10.194178393833349,A,A,D,15.757212386321381,C,-58.2861642920624,B,A,1
36-50,India,Veteran,Heterosexual,74.80169682755202,C,D,220.9834220074127,-114.16183911854829,C,22.908439844557293,B,-83.19906969513735,E,A,A,-79.87081731065261,D,-84.9110059239328,B,A,0
65+,Brazil,No,Homosexual,57.51338375677998,B,B,160.70456815807952,-4.719070759674256,C,-195.2981065387062,D,198.75074452534014,E,B,C,35.25659824966507,E,-151.72481346728227,B,D,0
36-50,UK,No,Other,12.876554923255023,B,E,-138.3316177611057,132.53483240292996,E,45.59433985647283,B,140.45594217571576,D,A,E,82.1477449343564,C,111.11271379988554,E,D,1
51-65,Other,No,Heterosexual,48.06402729093452,B,A,89.8770654759202,-118.32997253659438,B,9.17169820243645,D,-33.19592228320121,E,E,B,35.72468215210872,E,126.54828482772969,C,A,1
18-25,China,Non-Veteran,Heterosexual,16.088971916618792,A,A,54.04598222056241,-145.43569428060826,D,0.010926641499916944,E,-107.96108531795765,B,A,E,-20.130896857402846,E,-78.2439525238485,B,C,1
26-35,Germany,Veteran,Other,-127.69144635068173,C,B,92.67083803751693,42.71950190124718,C,-39.88896774494337,A,19.02125731119641,A,A,A,-82.78370108301917,E,-84.33765002580843,B,D,1
51-65,Mexico,No,Other,50.07824567019511,D,A,-230.16767182051169,-28.69463514129795,A,-113.82989895963307,B,84.06484333199663,E,B,E,-189.50578596361999,A,-54.719614334584946,E,A,0
26-35,Mexico,Yes,Bisexual,185.9835245313029,D,D,31.03171158681914,124.59249625970949,C,-18.88968220565784,D,-71.6586690575266,B,C,C,89.93150054805983,E,152.0832960205434,D,B,0
18-25,US,No,Other,-44.04357236241561,C,C,96.64235842329543,38.00478808023781,C,102.6241359092938,C,5.964400887090927,D,C,D,4.786890953445119,A,75.31197699475993,A,E,0
26-35,China,No,Bisexual,69.39713736552515,A,E,155.333779662434,-34.85828360121466,B,57.49544202199138,B,-39.86373202351481,D,E,A,-6.451751405502486,D,-53.57247262760036,B,E,1
65+,US,Veteran,Other,169.7629012052408,D,A,-24.57281503830476,-79.76271702140475,A,-55.29177656985538,D,-43.4659142208086,B,E,C,42.30469762289616,D,-108.83181935678348,D,B,1
65+,Other,Non-Veteran,Heterosexual,5.921748255224352,D,E,-170.32932592832063,-35.63439604663516,C,159.51201263909866,E,104.83979569301727,C,C,C,-185.2320932909371,D,80.35682246105465,C,A,0
26-35,Mexico,Yes,Bisexual,0.824304394488816,D,E,154.45879129108434,-13.526546921976074,A,171.40576768423279,A,-101.05061450921194,B,D,D,-100.54357615364509,A,-33.55523705409579,B,E,0
26-35,Mexico,No,Homosexual,-33.75052778273616,B,D,1.921562431281541,-87.83017106195932,D,-53.611891747922556,D,-32.309742527858035,E,B,A,-314.11340785225525,C,49.194197080158396,D,E,0
18-25,UK,Non-Veteran,Homosexual,208.53378252040287,B,E,-85.2390800518457,-104.45324541722103,B,170.6646368653361,C,95.83687236588494,C,E,A,25.569053194685214,A,70.64782066857308,C,D,1
36-50,Other,Veteran,Homosexual,-63.44471702009431,A,B,24.39616793428678,-91.53991341442674,C,6.604006576671284,D,53.53439930558892,A,E,C,48.8046177365708,C,-153.32749190690237,C,D,0
51-65,Germany,No,Other,-183.314379853026,A,E,-103.47836521889786,374.4723096259991,D,22.2556481022148,A,-81.2737095185837,B,D,C,234.73988232528478,C,10.979506349026913,D,D,0
65+,Mexico,No,Heterosexual,30.812364867598863,C,C,11.692336471766682,10.338132849070846,E,166.38378338695793,B,-180.81966193143123,C,C,A,-90.10244913203492,A,-149.06343593332508,A,D,0
51-65,India,Veteran,Other,235.19276735896764,D,B,23.265063017423266,0.9665218633030974,C,-63.27224839830045,A,-53.63191781434692,C,E,D,-6.087705693833703,E,20.87998664950521,A,B,0
26-35,US,No,Heterosexual,154.6375824336544,C,B,-75.81902251306076,105.64754983431565,B,-30.20007014702804,C,122.39205491480882,C,A,D,140.30622847570464,C,-163.91879153551292,A,A,0
18-25,UK,No,Heterosexual,-80.53016032324086,C,C,46.85476650936364,128.68841350764234,D,-153.40443115910526,D,-241.77663258563058,A,C,C,-158.07400642400717,E,-52.23640531651667,C,A,1
26-35,Other,No,Homosexual,-58.774634047363726,E,C,-180.66883017774478,-38.86150775421099,C,23.457159084679827,C,-42.74512819062926,A,A,A,129.51616603081146,A,-75.85588706396497,C,B,0
26-35,Brazil,No,Heterosexual,120.37953279326689,D,B,79.44712153754121,318.75222832239814,A,88.65403369510923,A,-73.6957881127794,D,A,D,-52.365650144965436,D,-115.56793294422039,E,B,0
51-65,Mexico,Yes,Homosexual,-83.27930889869076,C,C,175.43687188639365,119.99151359870461,A,93.69104052051708,D,171.59951078073595,D,E,C,17.307635389370446,E,44.64215974826053,B,C,0
26-35,India,No,Other,-74.15022052450682,A,E,94.46619258915382,-134.77412650878958,A,-19.724788868735217,C,-114.51087080339717,B,A,C,4.588773374957325,D,-62.15191971496058,E,E,1
18-25,China,Veteran,Other,-63.64534637688997,B,A,-56.75659520487047,-190.24729544433217,C,151.02354090291234,B,-29.44388868509289,C,B,E,-40.255740943605055,A,28.0638365968023,B,E,1
36-50,US,Veteran,Homosexual,106.71319628402067,E,E,6.751987310781335,-66.1877984244018,C,92.90450081815051,E,217.04466456137004,A,E,E,68.52315146199035,C,60.00191835339712,A,D,0
18-25,US,Non-Veteran,Bisexual,5.784358245419888,A,C,-43.886936134582726,99.61817359606898,C,-61.80960351151734,B,9.48668353213566,C,C,B,-74.46760747614496,C,66.89704004573524,D,B,0
65+,Brazil,No,Bisexual,30.639840028270033,B,E,24.32863404396575,-82.20184963951573,E,56.668860578919414,A,-44.11709172771456,B,E,D,137.02226092944022,D,-108.85682622308039,E,C,0
18-25,UK,Yes,Bisexual,-126.29736076343505,E,A,42.187413717775776,97.44978538440309,C,45.972907652551484,A,38.28723276680552,C,E,D,181.08123606816235,E,-150.58352324988877,D,A,0
36-50,Brazil,Yes,Bisexual,-61.550070118460496,A,C,16.949910704135192,31.575560784477354,B,-120.3275514160725,E,-111.76854570201378,A,E,B,68.56205833286161,E,-86.90353710155065,B,A,1
18-25,Other,Yes,Bisexual,-27.271324056263612,D,A,-14.03800766297431,103.04396129408286,D,-141.22692871038234,B,140.15472409167498,D,A,A,-13.17970356827676,B,99.37759513372568,C,B,1
36-50,Mexico,Yes,Heterosexual,123.53965785214913,E,B,86.73883459298587,107.89489693844143,C,96.92087052422467,A,80.45854381230957,C,E,B,96.93503649930769,A,-47.33316010757946,C,B,0
36-50,UK,Yes,Bisexual,1.6140136679507124,E,C,38.47611053295032,-211.56906927772897,A,68.52474235781904,D,-41.22577376177101,A,B,C,-31.190438648794384,C,19.24400339886707,C,E,0
18-25,UK,Yes,Heterosexual,142.5193054297395,D,E,35.12913347590987,62.7884168023725,B,-60.7782932829533,D,61.104087047573664,C,D,E,-17.78156116337933,A,-83.49026382610529,A,D,0
26-35,US,Yes,Heterosexual,-31.298239974865087,A,E,221.69267900456998,284.4938712333063,C,-119.81106245531561,A,-164.99002578619394,C,B,C,80.16311041497501,C,-10.881221444084526,D,E,0
51-65,US,Non-Veteran,Heterosexual,-6.047409751717402,D,E,37.21433761836225,93.19314591597198,B,143.29515759805628,D,29.036637981888553,D,B,E,98.12505663444277,C,18.45978187856617,B,E,1
65+,Germany,No,Heterosexual,119.1948408531665,E,D,-25.491856594552576,-105.41168905728999,B,-66.76921398517894,E,42.10173181655014,B,E,B,-184.35557074423485,D,73.14787163287812,D,D,0
26-35,India,Yes,Heterosexual,73.81155413496343,D,D,-12.782860203907148,106.01228283576908,E,57.043886828212145,B,-80.89172157372904,E,E,B,-89.51677894514717,B,-77.77436542837941,E,E,1
18-25,Germany,Non-Veteran,Other,-79.66850822566484,A,E,-62.863450981237854,-15.285351629235738,A,65.92949845287295,D,-25.011612791229897,C,C,D,-71.89708541519099,A,-55.33207602314407,A,E,0
65+,Mexico,Veteran,Homosexual,-96.15693434722242,D,D,5.387041603125884,-31.174009593630647,C,19.19946769824137,A,61.55491609328021,D,B,E,-93.24940194441999,C,-43.6859296306497,A,B,1
36-50,Mexico,Yes,Homosexual,-158.93412265992654,E,A,95.05866478979544,-37.34384828566036,C,-85.81475626921863,A,-53.77785183050368,C,B,E,40.2500411842068,A,-8.242158787832675,A,E,0
26-35,Brazil,No,Other,41.56252323155579,D,B,179.5539315585316,240.90643844271398,E,303.31131921854376,A,115.62516837489589,C,D,A,-9.3018829842935,B,-69.05056136840109,B,C,0
36-50,Germany,No,Bisexual,49.65583248220571,C,E,195.90088926773814,12.055868245820458,A,-88.0565799295439,D,-8.233148591507,E,A,B,-6.876113888155884,E,-22.991121484344525,B,A,1
36-50,Brazil,Yes,Bisexual,-67.19337664483047,D,B,40.87419066306283,-25.42313172602839,E,-141.74468187710485,D,19.00738977915781,D,D,E,28.588323683795515,E,5.876875347868966,B,E,1
18-25,UK,Yes,Bisexual,87.15677833731974,E,B,19.1226766234405,-48.432694286273325,E,63.88561336844536,A,49.607851142160584,D,D,B,126.84192408938746,C,36.103346940744295,B,E,0
36-50,Other,Veteran,Other,86.48406944330877,E,D,-148.41738895095727,-102.19550238743646,C,12.739762331073672,B,137.22890659349264,E,C,A,-10.069010001018267,A,160.9809308723353,A,C,1
65+,Brazil,Non-Veteran,Other,-18.717778105415046,A,A,9.695883674654171,118.59115016903662,B,-72.78475868976138,C,85.46209550623635,D,B,C,-20.096667203037867,C,66.23094019049921,D,C,0
26-35,Mexico,Non-Veteran,Heterosexual,20.29253083000607,A,E,-196.0392695361623,18.30714751338951,D,-105.88839398333573,B,-182.36533109797767,E,C,D,-57.83244854795626,C,-3.8337653083083936,E,E,1
26-35,Germany,Yes,Bisexual,37.32281980495831,E,E,-48.13109401956513,-94.20540416752769,C,141.29748790833418,C,42.62398599377498,C,B,A,-84.80159578127444,E,-111.11502552361492,A,C,0
51-65,US,Veteran,Homosexual,22.726805073870526,B,B,-26.072662608619098,70.19973413607462,D,-20.383710296421278,D,-89.23219698550943,B,D,D,-31.616684596480248,A,-125.27487498831802,A,D,1
51-65,Brazil,Non-Veteran,Homosexual,35.539870193815034,A,D,-14.375723907942614,-12.060833057296513,C,-240.49108192865805,A,175.09374189948278,B,B,C,-288.38596854862203,C,-147.58376561950968,A,B,0
18-25,Brazil,Non-Veteran,Heterosexual,140.76231780476817,D,E,-202.43896730243668,16.956348559465244,A,-58.87818773259919,B,-64.69618272878115,E,B,A,88.95732293441824,E,144.09747971702728,D,D,0
51-65,China,Veteran,Homosexual,-95.30029921512664,A,A,95.59115537873366,1.0519766427212978,B,76.47978285550379,B,53.967780266546775,A,D,A,-109.27382503287876,B,-13.000335801580773,E,D,1
26-35,Brazil,Veteran,Bisexual,-129.48563059121605,B,D,-14.93052342571264,-144.3054431325948,D,-46.5808328470584,D,138.94421304701723,C,A,E,-26.280077038582245,E,-168.1182222838719,E,B,0
18-25,India,Yes,Heterosexual,-53.96443370432006,E,D,50.57482266234147,79.79082480597798,A,-0.47660674774759837,E,-47.943757892443315,E,D,A,14.634793449681233,A,-88.28542737883001,C,D,0
51-65,Brazil,Non-Veteran,Bisexual,-56.52652763976018,B,B,106.40856709561355,19.184546302570197,E,-81.55166132590661,C,-40.45213006696684,E,B,E,-13.614723448051901,C,13.779228750377243,B,A,1
26-35,US,No,Bisexual,26.7709571959123,C,B,147.36770996488457,-78.25384701618133,E,-241.50322860985779,D,82.00875635004655,B,A,A,146.69703270708996,B,-126.96651888972382,D,E,1
65+,Brazil,Non-Veteran,Other,-57.5138854290837,D,E,-25.033364546087228,86.96145568688655,C,156.226272412747,A,301.6934185106962,C,E,C,106.82278629163669,C,-169.57860262858674,C,B,0
26-35,India,No,Other,47.07262135779086,D,C,134.8688250766028,30.124645602821808,C,209.46661128182186,E,108.05415302097413,B,B,C,-100.92742043039947,A,72.88140860175136,A,B,1
65+,China,No,Heterosexual,17.79399555120715,C,A,-95.99734049867456,-29.611324967702917,C,-212.6271045560363,B,-26.48570700721168,C,C,E,10.861260667821778,C,-53.96601066830744,C,C,0
26-35,US,Veteran,Other,-56.526998534032124,E,A,110.86583450099685,59.46147261968267,C,-82.74014969617896,D,-171.8803644809411,C,A,B,98.10801128931423,E,-5.755180046988204,C,C,1
65+,UK,Non-Veteran,Other,-21.148211376386786,B,B,-59.86531617955371,-47.498551605568146,E,41.498714013968595,B,-29.49433746296789,A,C,E,100.02413286264242,E,42.39486764850831,C,E,1
18-25,Other,Yes,Heterosexual,54.28237970685932,A,B,9.457273943690863,59.159967564535634,D,-16.754472072865152,B,150.2288689696894,E,A,C,50.88911379876821,D,-63.177061610751664,C,A,1
65+,UK,No,Heterosexual,-36.88835277269769,B,A,127.99564765609306,71.74456952697886,E,110.58297663222909,E,-39.048938735526306,D,C,B,140.6602683937152,E,-67.0931078404027,C,B,0
51-65,Mexico,No,Other,-233.00694631128715,D,A,85.55444413682004,-106.92223622093309,A,-128.5320170356348,A,-117.09053546162151,D,E,A,-273.7170561437966,A,-109.84951256866826,A,B,1
51-65,Other,Yes,Other,30.370453405846238,E,C,-35.595886271935804,75.94103633730572,B,36.38004095497749,B,24.073641650173087,B,D,E,-164.8665144074139,E,67.23826012466283,C,D,1
51-65,US,Non-Veteran,Homosexual,-5.143046304811822,B,C,-99.78136536887499,253.17113086665347,D,27.73143729179843,B,21.951490860369105,A,A,C,69.60542687260144,D,-22.86834313512979,A,C,1
51-65,Brazil,No,Other,85.95608041786161,B,C,-16.500045297298747,-67.33545899831692,D,206.03639845011776,A,129.94829073316524,B,A,D,-138.5550303137849,D,-280.0783905619576,B,D,0
26-35,Germany,Yes,Homosexual,-75.29943157830127,A,C,32.508546579701765,141.1642637278604,B,15.544073668245753,E,122.66041928658593,A,B,A,-3.2961721304808753,A,-109.45713610083459,A,A,0
26-35,China,Yes,Bisexual,-39.446777257956,B,B,141.162867073363,-93.0068649080811,D,-162.6401135848846,B,83.14320879812975,E,B,D,-20.73965682179588,B,114.23234159834178,D,A,1
36-50,India,Non-Veteran,Other,151.2223629123329,A,D,-152.67042764408453,-36.85649843885024,D,57.9920260629753,C,123.79977631897276,E,B,A,151.65376649919486,D,-57.92279887454742,A,C,0
18-25,Germany,Veteran,Heterosexual,33.141322852642446,D,C,140.3246889466697,40.507965187590635,A,-133.21730905745142,D,-132.37117715503794,B,C,D,-62.55413526002167,A,-28.141002702533306,C,B,1
26-35,India,Veteran,Heterosexual,-48.04660659373725,B,C,-23.928770904353907,-80.42670336766878,D,-28.68518977432365,E,-144.05690381706228,E,C,A,2.608165375304403,D,16.03652430510667,C,B,1
36-50,Brazil,Veteran,Bisexual,-113.27694578312395,D,D,47.93501754518342,143.87638903234156,B,-224.87936451291438,E,187.42322243714685,A,C,C,12.784233806936873,D,137.05994569382145,C,B,0
18-25,Mexico,Non-Veteran,Homosexual,-173.24169460556053,D,C,-4.68845602225854,-14.889185381658795,B,-46.02492911424058,B,-83.91400940444404,B,A,C,-24.748929222471297,D,-32.55316043573359,C,A,1
36-50,Mexico,No,Other,35.36206022382322,C,C,87.59254538843922,25.815231362020075,A,-143.56334355491288,A,-18.80503683745929,E,D,D,2.81557105296718,D,-51.49518916019225,C,C,0
36-50,Germany,Yes,Homosexual,-13.497060757476092,E,A,33.16799480566987,-114.17433071868311,D,159.91888516075252,D,121.12152029662306,E,D,D,10.935268516832567,B,-85.56716418858052,E,A,1
18-25,Brazil,Veteran,Heterosexual,-111.32671004017247,A,C,96.36171505592364,-68.43883141216578,E,25.458270401419853,C,14.258965910261715,D,E,E,198.27672393588483,A,71.3379714822453,E,B,1
26-35,China,Non-Veteran,Bisexual,122.50870135251184,B,A,63.52940069394647,88.78935874625272,A,86.71689801433521,D,45.55041249050916,A,A,E,48.87835851595926,A,69.16577225201593,C,D,1
51-65,UK,Yes,Homosexual,-123.40630373746552,D,C,62.5438132893259,69.03560712975393,B,-17.476409135627303,E,11.087235636726447,C,A,C,90.80266562545984,A,32.198670694188316,A,D,0
26-35,Mexico,Veteran,Bisexual,51.907682099460885,B,C,115.35561585338205,14.749816181586198,D,-2.8254509230321707,D,107.10551280912854,C,E,B,12.237874750564707,C,-172.5635914035733,A,A,0
65+,India,Veteran,Homosexual,-168.6097451187928,E,D,69.19093968055286,-66.04095618259385,A,-164.7571064926841,D,115.68115488649453,D,E,B,-165.84174063633267,D,-0.994134442729577,A,B,0
18-25,UK,Veteran,Homosexual,104.10676308981333,A,D,23.368510698339882,32.91519117219096,E,-19.79858053711533,C,78.82766184115391,E,D,E,41.988165030313155,E,59.70104456612768,D,A,1
36-50,Brazil,Veteran,Heterosexual,2.7208623214938785,A,E,109.23629670746476,51.737970832955924,B,123.31779827102474,A,-53.625276539231926,A,E,C,-41.28807879159685,D,32.16718645791034,B,E,1
65+,Germany,No,Bisexual,85.76208964618924,C,C,3.083784116282653,125.60096183969394,C,34.23677716542089,C,51.45082797423567,B,B,A,-55.049364195174675,E,48.2617543307258,E,B,1
51-65,Other,No,Other,186.13916005768743,C,A,131.5415396794143,94.60952459655512,B,-34.83873530219861,D,117.01108819505741,C,C,B,46.394895052348886,E,182.2701775378436,E,A,1
51-65,India,Non-Veteran,Homosexual,-2.0893243177053695,E,E,-84.5084252591375,274.0487209471409,B,-130.05927489541313,E,-9.684936664754817,B,A,A,189.47988820556486,E,118.44464569411237,A,D,1
36-50,Germany,No,Other,52.548460541579885,D,C,-122.1792390006258,115.59871338536315,D,62.977794231363816,A,-5.173765250854088,C,D,D,-89.93459046585545,D,143.60160073816536,D,A,0
65+,Germany,Yes,Heterosexual,92.11691521713217,A,E,-15.408928359561571,-44.48652522803131,A,-195.88176238108176,D,-49.02493084757719,C,A,C,25.638882348710766,A,-104.51783726740207,C,D,0
51-65,Mexico,No,Bisexual,105.7137987117428,C,A,92.18059059170399,-29.765282828692303,A,116.72133907116256,A,189.15448947086372,B,A,A,68.23215013530472,C,113.1517473254692,B,C,1
26-35,Other,No,Other,84.27145782036347,B,D,18.100339834141554,-23.464604886139703,B,50.966761852772315,B,62.29485628449603,A,A,C,99.92700137833457,E,-37.991470347570846,B,E,1
26-35,Brazil,Non-Veteran,Heterosexual,-54.67700771241769,A,E,-110.89042544758473,63.16913220333099,A,-110.5087213876406,D,-84.43526840715121,C,C,A,17.073877871088015,C,173.96202569294744,B,A,1
65+,India,Non-Veteran,Other,-63.639762698211385,D,D,118.3641871009681,219.6664806821979,A,70.95663395635633,A,177.30768627821618,B,A,B,-37.69796360654064,C,45.72184603539034,E,B,0
18-25,UK,Non-Veteran,Other,-63.24389425009004,D,C,-36.5652279959522,-36.47818323311468,D,-60.32323283678236,E,89.93425854754138,A,B,C,41.52500469057091,B,85.85501154763972,E,C,1
65+,China,Veteran,Other,78.03572589193197,D,C,52.66648658497696,4.650042395325531,E,116.06054194117421,B,-70.24147256373573,B,A,B,96.36196949977531,D,155.7968293678033,D,D,1
51-65,China,No,Heterosexual,38.446395687278994,B,B,-2.139953551397333,-73.27010333325,B,119.13831706338954,A,67.45624670077932,A,B,E,-28.58765578701196,A,-222.6737749677212,C,C,0
26-35,India,No,Heterosexual,90.41618132779536,B,A,150.0957097888427,-56.09482440221427,E,-19.185654718753124,C,59.72947960365147,B,B,A,121.54807198726789,E,76.71430014939955,E,A,0
26-35,Brazil,No,Other,339.490040754204,A,D,-82.32196131819651,339.0351741404085,B,-21.50322324153182,A,-14.68171247700902,C,A,D,84.36181296604614,E,-111.17119896862884,E,A,1
36-50,US,No,Heterosexual,145.3842934114664,E,A,5.018421662002508,-126.36777876404783,B,-51.97759737857576,A,53.400892926278054,D,A,D,-25.497990331215586,B,-26.60150755347782,D,E,0
65+,Mexico,Yes,Bisexual,166.02738036360245,C,A,47.46920001255881,0.8573457044112511,E,160.36633231064002,D,-117.45823567561109,E,E,A,-202.08868062486468,A,-76.95399509255287,C,D,0
51-65,Brazil,Non-Veteran,Homosexual,151.61952066151113,D,A,108.26447319155214,-35.35566784885414,D,-101.14718582295836,E,97.32113470645578,D,D,C,-15.642759406144691,D,-63.1829255964841,A,E,1
65+,UK,No,Homosexual,-150.65108920643445,D,A,-23.52534123613396,10.949148740462206,A,-131.6096351587278,D,-9.69564120643169,C,B,C,-146.89821767758568,E,-133.56364317703958,E,B,0
51-65,Brazil,Veteran,Homosexual,-309.83847309108825,A,E,208.68718353824966,-63.15166245339792,C,-178.4192677489664,C,114.04362907402205,B,E,C,216.39916032905924,D,116.79729285721048,E,A,0
18-25,Brazil,Non-Veteran,Heterosexual,-68.02744063753688,A,D,149.8009560840952,137.5862491330596,A,-76.8703772004668,E,-77.87029123741594,E,B,A,-66.90155829753046,D,-17.067426200419554,D,D,0
65+,US,Yes,Homosexual,81.7146053095669,A,D,-124.26573948409425,124.45835904401312,D,2.578037920031985,A,110.98275128069919,A,C,A,21.10887804728547,B,-86.8595505108421,B,B,0
26-35,Germany,Yes,Other,56.21529491477233,B,C,-27.97243567129655,-116.50783009187553,B,-94.12734704792136,B,-104.38363816230236,E,A,E,-34.39233114344529,A,88.71550384118603,A,A,1
26-35,China,No,Heterosexual,-64.11658833302329,E,E,-8.500950681849298,97.63394784605597,A,-144.22635575577263,D,-90.732600143783,B,B,C,-144.32705217429552,B,-109.87874888792565,A,A,0
