Religion,ethnic_group,AGE,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hindu,Asian,36,Yes,-148.41883200183747,B,B,A,-74.8159946240738,-27.936872923322163,50.91241468239128,71.09279665814515,A,61.66053141636646,182.56982516253117,D,C,E,A,179.59630566896888,1
Christian,African American,36,Veteran,58.194121608441286,E,A,E,-30.882805916089552,60.755571236410525,217.631692949667,21.894162562694852,D,136.4507586896031,0.5756472330458047,B,B,E,E,-87.49825259131009,1
Christian,Other,37,No,241.64562907312504,E,C,A,96.11804253779277,69.39858102483089,98.45470908307318,126.24078273587642,E,131.5940927039938,6.009852140227429,A,B,B,C,72.00611840059776,1
Jewish,Black,57,Veteran,-13.214758851208918,B,D,E,-29.628280838706957,75.61849336241858,31.04877964833416,110.71584250292463,C,-21.474827796012917,19.942570596927364,D,C,D,D,10.764997515227337,1
None,Asian,47,Veteran,-91.90043318824529,E,D,D,29.71915072098949,-174.41396854019416,26.552803736825194,-12.44819456031153,C,-91.41619188063225,-73.2831147977582,B,C,A,B,-142.51763269399143,0
None,White,45,No,-0.34387669117406294,E,A,C,-163.4045581141217,-71.7786170429595,55.527231192422676,1.2469138979493102,A,9.2760244989125,121.01510618176601,B,A,A,E,3.006423440797589,1
Other,Hispanic,79,Yes,183.66270062143042,C,E,E,102.53233600441156,84.52287767256908,-72.22220256672995,161.3851566873886,A,-136.54186969330954,156.03595006270902,D,A,E,E,-113.18306576876309,0
Buddhist,Hispanic,38,Yes,-24.676619151725344,A,A,C,-142.65878327766146,-180.4720017071935,-75.29457486088987,39.75415010617002,B,182.63692782922672,-118.53249617767334,B,E,B,B,26.976212602070675,1
Jewish,Black,35,No,-20.480489366237983,B,B,B,-164.18387499983186,56.83989197223796,143.61708275682582,-4.455349860306325,E,-33.74800168167383,150.9009951004466,C,A,B,A,242.16246222004224,0
Muslim,Asian,40,Yes,96.45449058032473,B,D,B,72.48103871523301,132.43198962831343,-27.08223635264295,113.55691227649115,E,-46.034781618247884,66.9220988186918,D,E,E,B,98.34701185200065,0
Buddhist,White,32,No,-45.497031744658486,D,A,D,6.615395519146561,-7.571970570878688,149.26483502667975,-17.98251494911744,A,-138.66309959796453,76.41297732637298,E,B,C,A,78.96314124237496,0
Jewish,African American,41,No,269.6053632774448,D,C,C,28.41602488568488,52.42593111414786,-39.468969253467826,32.64119258489309,D,6.120924227750049,-1.4141990519163388,C,B,A,B,-1.835991013540601,1
Christian,Other,79,Non-Veteran,-80.57756301509116,B,D,C,64.6637910427709,29.698351224097035,-8.556383256126049,-20.558092240933743,B,129.2133586990997,71.20405366997146,E,D,E,D,-114.06145190028563,0
None,White,54,Yes,73.49687999712044,C,B,B,149.84237137389928,-165.4937836975386,193.33236672289163,85.27374579196425,A,-2.150994386942214,19.95604272871351,D,A,C,B,57.456072803313354,1
Buddhist,White,78,Veteran,-28.756068291656163,E,B,C,90.60326815732755,-62.579085538349176,56.24820718004882,171.8124531700695,D,39.94195591719825,-20.473307961565126,A,A,E,D,107.76088423095929,0
Jewish,Hispanic,29,Non-Veteran,48.68101639770914,E,D,E,-9.903997933833839,33.95928891337606,83.20600712580809,23.193057926924286,C,-71.25187389840625,-61.02707253341549,C,A,B,A,12.285945869582198,0
Other,Asian,57,Non-Veteran,156.04169745045405,E,B,C,-12.267859692430488,31.535613370216037,49.526907375343185,139.3978311604311,A,-89.60853370167145,-53.55916367376232,E,C,E,C,-128.26902361631363,0
Hindu,Black,23,No,95.66242870560704,D,E,C,19.011394512916667,14.336172913036185,1.7756381463173958,-89.79278757184468,D,213.81372744710504,-135.0562417649778,A,C,B,D,46.01292107383814,0
Hindu,Asian,20,No,-159.79088400230214,D,C,A,-174.23239043173152,12.919936786647806,-48.572574137372634,-70.92888362568863,A,0.7773302142461955,4.433075424395409,E,E,D,E,-33.354451021998656,1
Muslim,Other,41,Veteran,-4.442129996094698,D,E,B,9.912456743017835,48.89330039504792,-114.03194419471292,-103.63942977090375,C,-103.69574490534093,62.58058576494797,B,C,E,C,151.23768567719006,1
Jewish,White,72,Yes,-19.645039120943114,A,A,B,-21.73037136712243,19.704983244662337,-32.80980576700494,-67.67304826000485,A,-243.3960027773793,-84.51618914803792,B,A,C,A,-229.28019814864214,0
Jewish,Black,55,Non-Veteran,145.87899459538247,D,A,A,175.23372003858577,0.41149063511322326,-27.824631822289582,-25.55091957235473,A,94.77290099888825,-77.63315003034256,A,A,E,E,-81.29127808670472,0
Muslim,Other,67,Non-Veteran,-176.09610780266783,C,A,B,-53.340944360961764,-5.9986282432959825,147.26822503833822,28.38155846990774,B,-16.664431837014533,-97.70739537587122,A,C,A,C,-87.49815740121647,0
Muslim,Asian,53,Yes,89.65468636046594,E,E,D,-5.749400649719667,-58.94729751140798,109.67777066189437,-27.307983694754334,C,43.35848106753564,-59.56073170395256,B,D,B,A,129.95138957311096,0
Muslim,African American,73,Non-Veteran,122.49333207550683,D,E,D,-29.437505901970933,1.8323799557674225,-181.45675763069667,97.21699327778688,A,-65.8845470719619,109.67786647975855,B,C,A,E,91.56552392600643,1
Muslim,Asian,41,Yes,-165.6481950189758,A,D,D,-130.6253062945392,47.150702471768284,14.96316289366661,-11.018883082257473,B,31.458699514236972,-34.09436526043455,D,E,E,D,74.32367718899818,1
None,Other,40,Yes,47.65527859277327,C,A,A,36.86643224128542,49.15940771939981,-108.448400957216,194.34696994545928,B,92.53920852281189,71.83120572667421,E,D,D,C,26.07908552404035,0
Hindu,Black,42,No,195.2977563846227,A,A,C,80.27799004874313,-113.48121402348319,182.01492116295378,8.415590918275564,A,-64.9929511207991,-67.48506457801277,D,A,E,A,-96.80837032509527,0
Other,Asian,63,Non-Veteran,232.51136409809644,E,C,B,23.19753549879804,-127.8109545716573,119.08121832896784,-20.242582868619735,E,13.107891402446617,25.586801576925218,C,A,E,E,19.114296981269757,1
Jewish,White,18,Non-Veteran,19.68188925150027,C,B,A,-77.19733692875919,-101.5540809153899,133.04311064201318,116.80273928370258,B,-48.54130460531069,-61.22244505998391,A,A,D,D,-83.38514223018974,1
Other,Black,73,Non-Veteran,93.87605048146936,B,B,C,18.09447383961174,-175.01671959612176,-8.432453542827224,29.48190776616042,A,126.59562158734379,-79.59513987099795,E,E,B,E,67.34415142850845,1
Christian,Hispanic,46,No,16.216806098668552,D,E,C,25.806428541832748,0.6595512880126018,-74.5669759971911,100.95723785846889,B,4.874110837790601,-183.95972009673022,B,A,B,C,-15.138938619846556,1
Christian,Hispanic,62,Non-Veteran,93.70507387685991,B,D,E,118.62154655348299,116.78278893580539,-65.26534587850516,165.3510092997569,D,13.808137416238916,-108.49751386633635,A,E,C,B,33.01606386798764,1
None,Other,65,Yes,-10.450933621923811,B,C,D,-5.460420786922899,73.69871485377337,124.00655537222475,145.64509539247368,E,-77.6445056103207,-95.06623293593613,C,B,E,E,105.50162791482518,0
Muslim,African American,46,No,251.72136245085528,E,A,D,129.1081441870327,1.239803031631714,-23.467085415650804,85.2132207001447,B,126.11769283784813,-116.62658093539373,C,B,B,A,-297.5500618666915,1
None,White,24,Yes,24.257325661287123,B,D,D,-59.13344967689046,0.8294509271637656,44.18743380184746,-23.52273744582832,E,129.40328037079436,63.86478961136779,B,E,D,E,-119.8070971356386,1
Muslim,Asian,55,Non-Veteran,-22.269175650052343,E,D,C,-131.63580900030192,-27.199152441964042,-111.31210506396944,-64.13815113855527,E,-115.49353953237487,-124.15363391102656,B,D,D,A,20.722160591376593,0
None,White,46,Non-Veteran,-102.56936545891244,B,E,D,-33.39643055615149,97.50339066139277,249.55389249751724,31.379541176401126,B,42.756710396977574,-54.847227229245696,D,B,D,D,-67.4874467841585,1
Buddhist,Hispanic,70,Yes,72.89105696353035,D,C,D,50.74165295211611,-201.09018130291804,203.32390422674763,121.09403811329267,C,-82.49936255341882,63.881865944480786,D,C,B,E,-45.00657859235866,0
Hindu,Black,51,No,138.9231080405308,B,E,D,-37.099056693621634,-49.012482460169224,150.41867872019827,-32.46219776465948,B,-62.761461996015,-40.702135749684444,B,E,E,E,74.32960844526751,0
Hindu,Black,47,Non-Veteran,1.7519792741857592,E,C,C,-160.2810695770834,24.74742297434161,-81.94349788245884,-213.20419141242724,B,139.957257607439,-18.169725874771483,B,D,E,E,70.84395267339005,0
None,Black,55,No,-174.89607398085766,B,B,B,-43.24253267157591,107.35442217867785,96.24955182558276,11.389817942146458,D,86.75261159607412,-26.435061344816503,C,A,E,B,-154.90716664180596,0
Jewish,Other,47,Non-Veteran,-45.05913255481266,A,E,B,-93.40805017574037,-64.51659690574024,-8.238067955221602,-135.15948739723612,A,-47.57056272169308,-147.32664577827737,B,C,B,A,90.32157744995996,0
Christian,Black,54,Non-Veteran,-42.85273877687723,C,C,C,-95.62043496291423,-59.41984715931281,109.91686287258801,-33.142356631808525,E,22.13150533669188,-115.22530781633245,A,B,C,E,-99.64788604740178,1
Christian,Hispanic,24,No,-248.29951782677227,D,C,C,-97.48222022544269,-170.07737411636177,94.80879711455569,21.20902186773872,B,-61.88885494062865,44.62936838131365,D,A,C,C,-121.2512945940535,0
Muslim,Hispanic,46,Veteran,2.025817671454562,A,C,B,-64.80321016279642,50.57136608154593,88.89616724319393,-21.634217351783704,C,1.9575074811887023,-89.32543670224139,C,C,C,B,-48.15654177399814,1
Christian,African American,41,Yes,87.94969605291672,C,C,D,-13.625867876922628,-85.2240590010168,-117.03702276686793,-224.2186783239124,C,236.38575777179764,-25.509357027137845,A,A,E,B,8.09848548744177,1
None,African American,28,No,-167.50762280375366,C,D,C,-135.4432962043577,2.5420544401822767,71.24891381357588,101.92971929406913,D,13.939962627297623,11.569045589414701,E,D,B,C,128.19886537383385,0
Muslim,African American,65,No,-51.06677760329631,A,B,B,152.79109162870384,-81.1126111181508,142.48705838855992,-163.23264506135888,D,-0.8395788528058943,97.30029285898158,E,D,D,A,-105.78545697608726,1
Muslim,Black,45,Non-Veteran,115.77963569950094,D,B,D,-78.88220161502575,262.2753428089803,-162.2980380108321,-26.795914339044163,C,-24.727556004156853,-60.12081018265535,B,B,D,E,44.42361671664386,1
Christian,White,30,Non-Veteran,-75.97270236270357,C,D,D,-66.26303939274237,88.54772592865997,113.81290125916391,66.77746009253325,B,-165.20202573462217,7.478090316534638,C,A,A,E,-218.6425154405783,1
Other,Hispanic,40,Non-Veteran,-44.44239216701567,E,D,A,-88.311334369089,166.7336613129718,-33.89230515713506,-58.61455575248225,B,-134.9136808484773,136.91993250130395,D,E,B,B,174.3125686820714,1
None,Hispanic,30,Non-Veteran,102.34045572476904,E,E,D,-74.89276934615799,-152.69960806753878,79.99970114259042,26.230654465597947,E,87.79989565201727,-3.965816521155616,C,B,A,D,128.38496196097492,1
Muslim,Other,59,Yes,15.500111242475336,B,B,A,-73.95646650539793,39.22135499618434,65.98881356715009,36.04976440256444,D,134.16407406192408,-147.74182995141817,C,E,A,C,41.889904377529525,1
Buddhist,Other,19,Veteran,10.421254708989519,D,A,C,-36.95607750275543,31.652228553097476,-90.53640792937726,-98.21757412826774,D,-83.41029798809613,68.471662512984,B,E,A,C,96.49197789660856,1
Hindu,Asian,46,Veteran,23.556695344433205,E,C,E,-119.39521087334617,-54.19574452595993,150.1580939894429,-34.258422051567436,A,-78.9876226075089,76.41585496729226,B,D,B,D,-236.1717651155908,0
Buddhist,Black,26,Veteran,-1.952879518148539,C,D,A,38.29808566907685,-57.11701281469712,10.038082571706893,-24.44256659853009,A,-46.868434409723996,-131.36753718837332,D,C,B,D,-57.24032096890143,1
Other,Black,62,Non-Veteran,34.7928180468968,C,D,B,-82.1187485374639,-11.776205660563596,-107.50680228372222,-66.09334633011845,D,180.21879475750794,-51.80251997101146,E,D,C,B,100.87015646478787,1
Other,Asian,53,Veteran,80.76666175573477,E,A,D,53.612492239100106,-127.52289285014307,0.6715047987832857,21.57422623389691,B,142.35579265664063,201.31985137656807,A,C,D,A,54.69797679045766,0
None,Hispanic,31,Non-Veteran,108.77712905600457,A,D,A,-164.3443956669227,11.599282938473793,-150.63340540752023,-16.71149922151013,B,17.722276030881773,87.29615867078576,C,A,B,A,59.6683979014196,0
Buddhist,African American,79,Yes,35.94257602008819,A,A,C,67.93223453054877,-4.199209576111591,-134.43246996809322,189.89558344013838,A,-89.07911275334082,194.7299649327143,A,D,B,E,-82.52486917606751,0
Hindu,African American,55,No,67.99826522645733,E,B,C,69.88918071587874,14.603768084265893,3.5958788538651123,32.75389630016952,B,127.9753524606305,-0.3770110621406354,B,A,C,B,-77.67181791607585,0
Hindu,White,38,Veteran,187.05611257855227,B,C,B,-8.609120629174454,-70.20409737086231,-164.31407114548787,-42.693597896614236,A,42.04593109311471,-140.56755298133208,A,A,D,C,-84.69499129583463,0
Jewish,White,72,Veteran,50.64541420929537,A,E,E,40.70648157784373,-62.83261418539367,-35.48043610505545,35.0345993789021,B,-221.33246212400567,-143.3632733267724,A,C,A,B,73.65669957567957,0
Other,African American,55,Yes,-49.00305944234341,E,D,E,18.154240498512657,-110.0293641686751,-114.33165596829534,-80.03857399020742,C,49.23578418307365,-88.88874046518563,B,B,B,D,103.50130187756777,1
Buddhist,Asian,72,Non-Veteran,137.66443260687927,B,C,A,103.00193401675064,-28.619800073757006,71.40947087907033,-57.93927167375439,E,120.95940165685133,-41.60729012798035,E,C,B,C,83.48732241237099,1
Muslim,Asian,44,No,-39.73032606455771,D,B,B,83.20078330623394,-0.7046932513120284,107.45629205463976,177.4431749622676,D,145.59986154881122,27.07450351367403,D,D,A,B,119.64193703822926,1
Hindu,African American,59,No,-61.72660110465262,B,A,A,-253.72160943139326,-54.25709462640073,-35.89647153998813,11.111138800110572,E,35.21513809401393,42.86070221076162,C,D,C,D,20.59723634976497,1
Other,Hispanic,28,Veteran,8.063100559281365,B,C,B,-114.95106856416382,59.140753775075375,92.07204501913833,-24.6064306970576,A,69.05983750021957,-50.442812918833354,C,C,E,C,41.476291934402084,0
Hindu,African American,21,Veteran,77.42250160315284,B,A,A,-31.459874702436412,-14.354648463330562,-9.34115080997739,36.53221241469994,C,205.93182537049287,-44.80928178275151,B,C,E,C,23.356464581043294,0
Jewish,Asian,53,Veteran,-23.299490736727087,E,C,D,-145.01449879933037,-80.70595238542504,-114.83124196846045,-62.55538966104525,D,8.450772796686936,-153.91608835700794,C,D,A,A,-6.590409362341123,1
Other,Asian,19,No,-102.45522708071223,B,C,D,214.11561194501627,-109.01286743817782,80.30765809030729,-109.34525512854371,D,-38.689615597107995,58.142519450903706,E,E,C,E,-198.32210994368558,1
Christian,Other,42,Veteran,81.55159806994192,B,B,E,-0.4715852619834198,134.89016924424135,60.972534207980246,67.26351183980931,A,-121.92585130192282,186.94204717739578,D,D,E,D,-38.35107119256985,1
Hindu,Other,74,Non-Veteran,-17.000612452637725,A,B,C,216.3704884284731,133.3174153545086,-23.51183492381012,23.655905576655766,D,91.80799762971336,-3.3846754075054513,A,E,B,D,-3.5094806372773255,1
Christian,Other,47,Yes,-201.08394369849773,A,E,B,15.165781222754179,-153.0879978239459,19.839682533107897,-170.7911890092093,B,141.74758745444998,224.30032405277552,E,E,D,B,-16.810881638024934,0
Buddhist,White,76,No,42.90834241967149,B,B,C,-22.936867068137186,-60.018264881228276,-122.52944994599699,-86.25958961766347,E,111.85294504105168,92.61113089297336,B,B,A,C,45.55755733315523,0
Hindu,Asian,66,Non-Veteran,-2.4047179568385095,C,B,B,-28.352086642040682,133.8250180799355,51.89609882996369,-246.83456409083004,A,126.02466317334311,37.38895403720092,A,E,A,C,-17.693257310523776,1
Muslim,Black,31,Non-Veteran,-40.93815365037315,E,B,A,60.058535326191,128.9869069193536,-131.79650893757616,-128.2655481401499,D,-97.57154556995225,110.62101074420283,A,C,A,A,59.104187908896456,0
None,African American,26,Non-Veteran,118.84238290167342,E,A,A,-93.16291112324635,-170.19067011687324,-155.41073817569227,52.01444293361791,D,-99.0297014668831,-41.56045372167345,B,E,E,D,-81.84365619488291,0
Muslim,White,68,No,53.60547358632838,A,C,C,-59.28461917079231,-2.352721846352572,19.769371764292146,53.56382970910549,B,78.48086967368411,11.26828252703313,C,E,B,A,-97.11842764579443,1
Christian,White,59,Yes,114.4921300167578,C,A,C,-82.089726898143,-88.27958202376537,13.31963335872319,29.792760143636155,E,26.918812664306213,89.5423216230449,C,C,E,C,-49.85844689485951,1
Other,Other,27,No,12.445565062369578,A,C,E,95.4343696045228,-43.33979917234433,-25.32951448100836,20.96508992810309,E,65.06164559986885,-16.499683715713786,B,E,A,B,48.66915462836666,1
Christian,Other,66,Yes,-66.65318896917012,B,B,B,-13.02002640476981,36.38673544022246,-15.504161124002106,1.5435769627067706,D,142.26946110704824,137.77779392015478,E,B,B,A,176.0922636292006,1
Other,Asian,72,No,134.85619462845744,C,E,D,-104.47613453561124,-25.839070637555047,9.301304918115052,-55.328100575747484,D,-90.36898348244308,-73.87805876160542,C,C,E,B,46.87795730677445,0
Buddhist,Asian,46,No,-56.676631082271115,E,D,C,-40.54942188542602,-127.27733546344278,22.45221174990235,3.8736659154310815,D,-29.748296826928172,104.99951504303111,E,A,B,A,-41.22893891825884,0
Buddhist,White,73,Yes,-49.78362135882591,D,B,E,-9.716873360464918,-19.54759319169137,-149.0588350805697,-55.36123488367186,D,58.29318534293903,100.676748066004,D,E,D,B,2.479235478747295,0
None,Hispanic,58,Non-Veteran,-76.25345981984817,E,A,E,-39.46029114680642,139.96713090213018,12.795437137330683,-17.067349360003785,E,-78.48938319729142,109.96755824695197,C,A,D,C,41.908741580826344,1
Other,Hispanic,56,Veteran,44.43753783800853,B,D,B,182.9749373243802,-56.447706625162674,92.08444844338986,5.442771709909857,B,-173.19307600941036,-82.32091394965606,C,E,B,E,-280.21070051147996,1
Christian,Asian,69,Veteran,18.28045794377942,B,E,B,102.00966003184735,9.384258507005699,96.5436838266826,225.76028922445423,B,-127.32057779249952,17.517061240970712,D,D,C,E,-133.61820304006662,1
Jewish,White,79,Yes,16.805102565233593,D,A,B,155.0940430586715,-247.04491762726408,51.704905106514055,-26.33906982793222,B,-57.730633046458344,53.0361918246339,B,A,C,C,257.50260586831615,1
Buddhist,Black,61,Veteran,-222.67194713409305,E,B,E,120.93253753111976,-76.20550103180067,78.84864769893942,-69.440287900938,A,50.586673212125675,-202.57232009972586,B,E,D,C,-118.83646715856659,0
Muslim,Hispanic,71,No,-68.20079722222196,C,D,C,62.1807973621852,89.16581468412541,176.9632526395457,-139.60682764122245,B,-43.87905466635033,-9.4532006923129,E,A,E,C,-96.07961609485059,1
Christian,African American,75,Yes,16.617573412895503,A,C,D,95.15324420293769,-23.228060418536252,-0.4585904119068242,82.13639672945104,D,-66.08205092731119,89.94500915038186,C,A,D,C,53.75170224615554,0
Buddhist,White,20,Veteran,-69.28353386417335,A,B,D,-128.67580708610987,-169.20162236253654,-64.97817051286482,104.77323000878593,A,-35.86586026797098,-44.34962518135602,A,B,D,E,42.26384696869837,1
Other,Hispanic,60,Non-Veteran,28.210111878116688,C,A,B,-342.4615378236222,53.56025137897965,-0.9112636733102907,-44.30591281985329,A,-32.69255885332717,-7.184229767083456,C,E,B,B,-28.695957827542106,0
Christian,African American,45,No,-51.997309228713874,C,C,B,11.824461127164081,-19.734890061656778,-60.31499771813766,124.37508983355414,C,-137.98305048936922,147.59310327807862,D,C,A,A,0.22652027895247248,0
Christian,Other,53,Yes,-13.2582833250516,D,E,B,-123.41199541791906,-167.84626770376664,-25.734861494524434,-2.3782422040622184,D,50.151949091280144,-52.741370393990664,D,C,A,E,-52.751459641273094,0
Muslim,African American,34,No,40.410193080411574,C,A,A,-48.74275897286413,-13.189380683948999,41.58360136537032,-19.118564032231163,D,-178.7972823110666,-42.41097308396971,A,D,E,D,18.682150786711762,1
Christian,White,38,No,-58.702143280006794,D,E,D,65.607906594709,36.31176462337721,-11.404537000321326,-22.525441891225125,E,109.83738558637395,-232.69785987195638,A,E,E,B,-22.55530960313836,1
Christian,African American,28,Yes,78.46039333958899,C,A,D,-59.206705929633216,-12.001084139192228,-60.033073060623565,122.50754256163347,E,-18.948187183501755,154.2786480528765,E,B,A,D,-43.57524459088239,0
Christian,White,35,Veteran,-50.66278967690111,C,E,A,204.84868790655787,-58.44146114444446,54.70271251267802,1.3887767981155736,C,-60.14874379532753,84.06419117874856,D,B,D,C,11.598068895516118,1
Jewish,White,28,Veteran,19.187814528787506,D,E,A,95.61061020670648,-82.65665598107927,-111.6832415631252,-38.99779178210951,E,-156.83735746992627,-156.97809289623342,B,D,C,A,42.05588664142009,0
Christian,White,36,Veteran,-40.738830611129295,B,C,A,-197.86621904978216,117.13515440267885,6.62903783293637,-14.101548517488776,A,174.22226705973495,96.54374714566056,E,E,B,A,-111.76455943491777,0
Other,Hispanic,39,Veteran,88.16956592472809,B,A,B,-64.55103564299311,-109.63888035563865,38.68348626777054,-65.39255778856068,B,51.543890909523206,-219.31425121014976,D,A,E,E,164.23146133063503,0
Christian,Asian,69,Veteran,8.056246297753072,E,C,C,-51.71465435864124,118.21261152944946,22.973419111853133,-98.69083325238181,C,5.886327997342125,76.24676044854249,E,E,A,B,-104.45219295680515,0
None,Other,23,Non-Veteran,24.349165961760274,C,D,E,26.32271336199664,-130.34390505984615,117.36375558510287,12.800602009254156,D,-90.17847495774951,109.79903174438437,D,A,C,E,-67.44547244095958,0
Hindu,African American,52,Yes,229.6675540371696,B,B,D,17.91894760300928,158.12952467735528,-96.04240086552225,35.151260051116964,D,117.4323048650424,-109.36065086285363,C,D,A,E,106.04246157157226,0
Jewish,Black,53,Non-Veteran,-14.798062736160864,C,E,B,-121.07490015960913,-112.33633941318848,-182.81345236064553,-34.62751982707302,A,130.11417208027223,-57.29676742558279,C,E,D,D,-224.1202562683395,1
None,Hispanic,38,Yes,-134.58975549351877,A,D,A,57.34858939821657,69.97540467217583,-157.58363037393056,-127.58512354959417,C,-101.66844047369928,2.9251112688452516,B,D,E,C,-57.81275387131972,1
Jewish,Black,44,Veteran,-59.28063190962908,D,D,B,97.89670138566795,92.33887924868695,-40.13396353392831,40.08872137362333,A,51.12727218009311,27.009025097569562,B,C,B,A,-37.84093309994783,1
Christian,African American,27,No,-19.69919794646336,A,B,E,17.536441849870556,15.25508255618105,-16.834874387871256,17.758109327132132,B,62.7253462010621,74.19961932147045,D,C,E,E,54.97216034235382,1
Christian,Other,45,No,32.940870801236294,B,A,A,53.67171600804874,69.77876157631988,-54.2367683648388,6.2175076072468505,B,-75.8210544096119,79.76614622187304,B,E,D,A,-198.89559981270943,1
Muslim,Black,32,Yes,21.37379221424352,A,D,E,-93.52095661386325,43.75790750161982,88.99529924900695,26.803028908074943,A,-92.40691613773565,157.26040913141483,C,D,D,E,198.58938134592452,1
None,White,43,Yes,-93.69002842111578,A,C,D,41.03608636852649,-207.75281966949967,-124.99699445766346,-81.18853119307012,C,-25.852632362886418,156.632928842355,C,C,B,C,124.00073045729707,1
Jewish,Black,75,No,79.41507915707187,A,A,B,-89.67289786389489,-105.72665634281077,-119.57064942709617,-0.8402657366944852,E,-74.26357180486337,-11.077839011482377,D,A,A,D,53.52293582722227,0
Christian,Asian,22,No,120.72023412108845,C,D,B,-101.65603530776306,-21.79109496973754,-86.37351590860406,-157.6208955733339,C,-120.29305723513994,117.28962325744725,E,B,E,A,158.0016390405256,0
Hindu,Hispanic,29,No,-166.55892945481924,A,D,B,-35.41475234202176,34.74120720982125,74.64610803313093,-80.26392901780139,E,-1.8180703168957164,161.23431187219626,C,D,C,C,39.632741437283904,1
Hindu,White,67,No,-106.2018087587602,B,E,E,52.698793464696635,-39.853876858832976,-76.88563835283327,199.8065295461342,E,101.56087275711299,-90.13085506069778,B,D,D,E,-147.81989297771779,0
Jewish,White,57,No,109.84868509953046,E,B,A,-66.59143716393172,147.39773116534877,-25.211448267329367,25.982969830541556,D,-56.24319695959146,128.67502873331424,A,D,C,B,-7.000619264354606,0
Other,White,43,Yes,-55.1493486105852,E,D,A,-129.63060632057912,18.159244258991347,0.582061446356689,31.40189357383136,E,-75.24737949211118,102.25424987652045,C,A,A,B,-127.2279713537483,1
Muslim,Hispanic,58,Non-Veteran,-92.88526424112044,A,B,D,-16.800638304951608,-45.80738439825128,42.70722619778428,-12.759359819408525,D,-2.114994462752323,22.883141533865277,E,E,A,A,-15.668470409412274,0
Muslim,White,31,Yes,-50.249870155185185,B,A,A,-2.6241381465919864,5.283441327979534,-102.6129613732472,51.208132952038454,C,-23.172217646859643,-6.91361235860035,E,E,D,B,-72.46548435890526,0
Jewish,Other,24,Non-Veteran,-37.736383843193096,A,A,A,93.10700041530693,-20.38737032491434,91.38861702830677,168.42683922233783,B,249.05364059461715,25.057928325456437,E,D,E,E,-95.01775731859861,0
Hindu,White,23,Yes,-111.57537031687448,A,D,A,45.715054062084846,209.55392046288043,84.50340987740572,19.578067892798195,D,-94.1225629279607,50.31719622647765,E,C,A,B,138.97448475672297,1
Christian,Hispanic,55,Veteran,92.9445910126299,A,D,C,106.53196036764938,63.609889602742385,-39.34255611488165,-39.018518155850565,B,37.26561251146753,80.1678364381547,D,B,A,B,30.76394933141301,0
Other,Hispanic,57,Veteran,-78.82004805549107,C,B,C,-255.54930999172583,-87.63370189777821,-74.0271533724544,-69.89196444209799,E,-117.98844623330442,-131.58090004955884,D,E,A,A,168.84212484416085,1
Other,Other,26,No,28.144423188237717,B,C,B,85.7144488964607,37.181281300976146,141.5097278669797,21.02456591465508,B,51.06054579188517,24.496883113087282,C,A,B,D,35.5216136356984,0
None,Asian,59,Non-Veteran,-109.01086878732818,D,E,B,134.22353553615318,-34.97640973199502,-104.63909123034074,97.01450188508521,E,-106.3721940243943,21.58724184973813,E,B,B,C,107.87801381198233,0
Christian,Hispanic,18,Non-Veteran,-159.31208433831105,B,C,E,-39.52614472122802,45.93877742433109,120.7834269464386,10.206880458012279,A,-215.77058094962868,180.78009593828583,C,E,E,B,58.28127335677959,0
Christian,Black,27,No,-20.953430134399476,A,D,E,154.97580151491988,245.86069179536705,82.07074125573918,-78.3123877445421,D,13.418571871619122,-175.82992902550401,D,D,B,E,103.00686451632448,1
Hindu,White,51,No,-144.12190841494598,E,D,E,-172.96321695335772,-169.23420232775345,84.68665931856431,-83.80626018697035,B,-162.73376124217708,18.924979493436496,B,C,D,A,-46.8865710049973,0
Buddhist,Hispanic,45,No,-43.225183000252,D,C,C,-110.207565748107,-122.4927168857867,192.52105775499393,46.678081178103646,C,112.71104036396753,-68.1479437224913,A,D,C,A,225.05968015312456,1
Christian,Hispanic,73,Yes,-33.28974404055615,D,E,C,103.52349936076584,3.0276122464473745,24.930969938864646,5.412868528917546,B,-14.501362550560245,30.220255611591018,B,A,D,A,-202.72736594424606,1
Muslim,Black,78,Non-Veteran,102.81142809668277,A,E,C,64.54812659435723,-2.678904469766826,8.54535341240345,-153.5483155712553,B,92.80989271321234,-134.26080201441937,E,A,E,C,-47.1718729722282,1
Muslim,White,77,Non-Veteran,151.6355054984794,D,D,A,29.56975860494272,-39.68558803807563,-26.179493509547974,-68.85268457263089,E,23.652860463963627,-61.32520033478198,E,D,B,C,6.7227162805268375,1
Jewish,Asian,58,Veteran,-97.17469481882911,D,E,E,69.20606440452592,106.80646148924453,-91.25446792629336,-44.23380317549797,A,30.706781412794022,97.07987248962888,C,D,E,B,80.46065806608821,0
Jewish,Hispanic,72,Veteran,8.874129241979643,E,A,C,237.48197670170597,-11.31396020769963,-65.65818269828262,-29.45801291547229,B,24.25656973690351,116.62369329124391,B,A,A,E,157.45149917539965,0
Jewish,Hispanic,79,No,-115.33084137649676,D,E,C,86.62421999174671,-19.79224532491914,-22.96849545542837,6.563265862134321,C,-22.179099889328814,46.45608215864559,C,A,B,E,-88.90720565995575,1
