disability,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
No,Veteran,D,E,33.94086222951464,E,15.942559845109939,58.31956686918718,-195.1270639312038,-32.63401167529536,C,B,50.76521243498288,B,-42.158702840630205,A,-2.251327987256879,C,C,20.20250042685073,D,0
Yes,Veteran,E,A,-153.41866127489251,E,27.9175646856683,-2.007660524000517,28.907349669896654,-24.620503397033687,E,D,185.56308495925094,B,52.53097733094434,A,-109.46802592137207,A,B,-170.60291356011817,C,1
Both,Non-Veteran,D,C,218.6340547152537,E,34.396541235091995,74.62230411839089,-27.296179632738298,-42.80928680244489,A,A,182.28330871745834,D,87.65430089451218,D,42.17920196721801,A,E,121.91220212755209,C,1
None,Non-Veteran,A,A,-71.99359026799786,D,27.222772941675828,-102.96155166311772,-157.68826611652332,-154.46543891173948,A,C,71.23127067692344,E,-53.44250040677772,A,83.79624529973377,B,B,-197.87628954485572,D,0
Physical,Veteran,C,D,-11.135274321828339,A,150.86602577818178,-201.97638880331715,11.661084393816234,-105.84390080646774,A,E,-80.25739408400744,C,173.84712540394045,A,-197.08697228878646,D,E,-80.20280056572653,B,1
No,Yes,B,E,9.014952440641022,D,-63.23177045935125,-38.22031647905379,-59.63223750577976,234.6413559521157,E,B,37.57115059838633,B,-32.61964418642857,A,73.08148056506934,C,B,117.55331383468959,C,0
Both,Non-Veteran,E,A,14.08625766339206,E,-151.6468079442053,158.28817731923317,25.22837456936269,-53.09882590492645,A,D,-64.15090079798087,D,55.41829738358614,C,-5.489243166719118,E,E,-15.804223362101217,D,0
Both,Yes,B,D,-63.7323177654746,A,94.5723611358625,-20.4863041240319,0.30055711667879886,115.68423793221324,E,B,0.7235758451762531,D,4.5778387763363,A,65.060074083108,E,A,-201.85049877830215,D,1
None,No,B,E,-40.05577202696118,A,-104.3976818735044,10.211184811050812,2.4946144207600787,16.31318941650555,D,E,155.29321247744096,E,-15.900894089884893,A,9.602038231467645,A,A,66.2049977013879,C,0
Physical,No,C,D,68.45316194493607,A,118.64749884135124,191.65099298333507,-126.33876625205215,-52.47197767972467,B,B,-133.3118697541987,D,63.98476788500859,D,7.269425611575153,A,A,24.838433145898854,B,1
Both,Non-Veteran,D,D,114.12983870375206,E,-49.979352992503145,-176.55392581796826,33.99583835799065,-96.23480640918577,C,E,96.55602091435458,B,-147.7351183984061,D,-152.4064958020047,E,C,45.91905030432598,C,1
Yes,Non-Veteran,E,B,45.52891694532038,E,146.05497873864851,-41.260820978538156,-86.09463213870572,-45.99662708992193,D,A,33.83206090188739,B,21.776537780183105,E,134.9225739708661,A,B,-16.050339873390236,D,0
Yes,No,C,B,101.46277812500742,C,69.74848850475483,61.25082041672587,299.35734003947323,10.488664657916305,B,E,36.10702347089842,B,-61.28349529876426,C,41.889847830561294,D,E,-61.44502192604505,C,1
Yes,Non-Veteran,D,A,-90.35533415351992,C,140.44804571105945,-11.396548381616428,-0.43517996195150954,177.81766324987197,D,B,67.66665316139341,A,39.72379710776828,D,119.47996061499468,B,B,-34.51046287618366,D,0
Mental,Veteran,C,D,21.67831264586831,E,-89.87153723692978,-151.76917210779075,-188.72137432995189,-33.59165247669559,C,C,-123.19972562494614,C,114.92199881901671,D,-63.64079092457806,C,C,153.42028644470545,E,0
Yes,No,C,A,46.74401946614488,C,65.41828952831406,-124.21302802862265,60.47490540301763,15.920455526040877,A,C,-56.77394457048932,E,228.63113599970458,B,-61.45480719182462,A,E,8.398990215924933,E,1
None,No,E,C,-77.66524140916023,B,69.72352486800476,-11.197007725891222,-3.8459421723566916,59.91157311309549,C,C,-59.920507637318075,D,-137.0189000766244,B,-61.16590456965363,B,E,-144.64017028532,C,1
Yes,Yes,B,A,12.269491241690915,C,-72.55588870656713,-155.85241210234452,-144.82163569932422,-16.859851987447342,E,B,-70.26524367539835,B,-19.84303769667813,A,-12.787119765514387,A,B,-90.61409934510601,C,1
No,Yes,C,A,-41.911703976270154,C,-119.38734994213245,122.24352972442291,30.171268984208098,53.5219324666645,C,B,185.3004581016439,D,-131.47517801606185,C,75.52557481614548,B,C,269.91058297506794,B,0
Mental,Yes,C,A,82.12352584017816,A,-44.36091098587562,-120.8011995123117,-12.721480604162688,-141.7145886981272,E,A,-284.2398280226493,E,-99.79680079665143,A,155.25597804280468,E,B,-33.227305212687455,B,1
Yes,Veteran,B,D,197.96422138169262,E,55.21617869850297,80.20855723117951,100.77282115228259,63.62889194921152,E,A,-50.366331115162296,B,-125.5325924514876,D,101.54172114939067,C,C,3.7075276038801794,E,1
None,Veteran,A,B,20.402001579622603,C,-26.57798729295226,-44.40149363154281,-4.647278605219551,33.92412073977356,E,A,89.74981688616013,D,10.253326593099146,C,67.34574589323289,D,B,10.306297513594206,C,0
Both,No,D,B,-20.54781651759488,E,-74.91497526255246,-80.30502612805847,-21.464149864235914,50.035709229109536,D,C,15.39132491688782,D,-46.501202530636895,B,-136.21560342041442,B,E,99.16259764888412,E,0
No,Non-Veteran,D,B,41.76361189234593,C,-97.42105272324922,-145.17244647725252,-159.52568902464884,237.85008502722508,E,A,70.72851775145054,D,-153.87403658832912,C,-36.202539361987924,D,C,12.066872014191317,B,0
Physical,Yes,B,C,-112.9576912772352,A,-213.90060759313818,50.9674619137409,-39.98490523444369,29.66723737036322,C,B,-66.82290026031355,C,-111.88123022257031,D,-37.512616762419704,E,C,94.84608269274908,B,0
No,No,A,D,-56.81287005311495,C,14.675930735334955,-54.45729824654585,-239.00521666711933,102.14470077952669,E,D,-18.783953733100184,C,-74.92766015937484,E,-73.13675692309268,D,E,-7.593857136789688,B,0
No,No,A,B,-34.992536162974076,D,65.29734892669768,102.56121453324592,117.66811267551948,18.90933794982385,A,E,0.7859619390501668,E,-132.88265475222377,B,171.64450145614396,D,B,-29.570159388054517,D,0
No,Veteran,E,E,228.56462297090806,C,184.41140710247427,137.93525307534256,-66.16277049144722,21.4225409975167,C,D,-11.005829576376284,B,-205.714355979811,E,-119.23824477867842,C,C,89.4204429924801,D,0
No,No,C,C,-146.25558739288846,D,-90.33563016272628,61.199817415269045,16.719960372294697,-65.04311883331373,E,C,-99.8796618068612,B,-191.9292073835907,C,-71.26899223336112,B,E,-24.632260974009373,E,1
Physical,No,D,E,232.89911003791525,E,1.7926276966704968,63.86538947595256,29.44832465254279,-22.305483081318286,A,E,-97.71028007500455,A,-224.96397921643165,C,134.9299023759587,E,C,-67.85945822840202,B,1
Physical,Non-Veteran,D,E,-123.73166314688213,D,-102.37370688814424,37.7156133979481,-140.02943029547583,3.725998104571697,B,D,-143.8400163201754,C,20.075215707136884,B,3.887174456070299,A,B,150.66769958379805,E,1
Yes,Yes,D,C,-155.14405722328308,E,-106.05717922843807,183.1532043977188,-188.47180887987213,40.74115946722061,D,D,86.50420049904717,E,22.4994639715332,A,76.56706407018547,E,A,63.79184427327274,E,0
None,Yes,C,C,-23.96489430775441,E,-144.12633107973986,19.741126023248054,-21.577002330670943,-136.76267114649187,E,C,-19.406195446423226,D,-61.6593890184984,A,25.60878151119289,D,A,176.4699444041553,B,1
Mental,Non-Veteran,C,A,149.20213552807346,C,72.87363516564471,10.890793882082356,-132.44442886008963,-27.648366029338767,A,E,58.60121850643692,A,9.719472270183239,C,43.3235689096803,E,C,-78.04104809484927,B,0
Yes,Yes,E,C,-131.67134903962892,B,-27.80667227768064,-9.891139978863762,-112.99749754301558,-85.65594731522658,D,D,157.58789660015802,A,-14.165000779841375,E,-110.458084443514,B,E,-20.826692927020186,C,1
Both,Non-Veteran,D,E,25.39669114475952,E,63.8214829231357,76.33983575047758,-123.64082258114881,-39.880636660522434,B,E,143.53450950515872,B,61.264192563662014,E,114.25232230050683,E,D,94.4696375313234,B,0
Physical,No,E,A,1.0236319533259346,A,97.81346446328386,181.36919487814814,-116.71859812928473,-124.22923175496095,D,A,44.418459576228216,E,-75.4353081364273,E,84.34405553578989,A,B,-132.04761445121778,C,0
None,No,E,B,-65.33719299164906,C,103.132191818383,-143.9077958302804,90.50448361086946,137.26953089930657,D,C,-82.86860831766074,C,39.92208133536867,E,113.46017877768391,D,E,-119.2898942929489,D,0
No,Veteran,B,A,-3.7482670716616004,B,-116.70337592780614,108.06356484096058,-1.7246055727422855,-171.14235521466856,A,A,97.33736823693097,C,-45.694398162408106,A,104.71087690007515,E,C,34.77732960640327,E,0
Physical,Non-Veteran,C,E,175.69729564665192,C,-154.6842388870692,11.29302661585663,45.58941606953898,-73.73007430559433,C,B,-127.46260786036301,E,96.28465356020958,A,79.25730965366031,E,E,-1.9247819325612223,E,0
Physical,No,D,C,-125.07469344249907,E,-154.10293068195537,15.157910100672892,-94.9093029712275,-24.79490463339764,C,D,105.60575620480552,C,-245.57198853343812,C,-33.20804581096431,B,B,15.05292405862174,E,1
Yes,Veteran,A,A,2.889854644051607,B,-123.78295016061726,-50.23043035954006,-0.31596035501241715,-134.59409981873856,D,C,95.59243649725914,D,26.762360457805894,E,70.0855142668659,E,C,206.71873065896474,D,1
Physical,No,D,A,-191.05740253370274,A,5.322570039803281,-113.19654001620371,60.02849300382458,224.11309137723072,D,C,37.40112014079273,A,-240.36628724992286,D,-64.85027596548386,A,B,-92.46317186702908,E,1
Mental,Yes,D,E,192.81378439096264,D,-134.593901165864,-43.55623529446176,2.6176593343551167,-28.670075408020214,B,E,-60.59327406194475,C,-69.65974195052462,C,135.73706467934034,D,B,123.89655218943759,E,0
Mental,Veteran,E,A,-257.0553443734795,C,41.18658620458008,87.19395407856794,-18.14885928231733,30.981389948539462,A,D,19.960076417004714,D,-95.80261156264325,C,172.83270428991864,C,E,250.83004471030966,C,0
Mental,Yes,C,B,68.4456517423489,A,92.21863697322013,-221.45772177236208,-3.9403374322401796,73.22772938690598,D,D,-50.99967526966225,A,21.220551189300167,B,114.6500991600389,C,B,114.22137959518027,C,1
No,Veteran,B,D,74.65719321613797,D,-128.85963334196688,-222.0326546484067,-123.66484766828219,67.67912651879364,A,D,210.0655339147456,B,-173.89562738361045,A,-212.00288705890915,B,B,-84.87452045446196,B,1
Yes,Yes,A,A,104.51584528070181,D,-184.72577126774675,119.30330052025352,82.32751933452946,9.789318951872882,D,D,16.308950910687336,A,-21.142580915667185,A,-184.346632718919,C,D,-50.92352734107269,E,1
None,Veteran,A,E,62.66949727037229,B,-64.02774001919627,-152.5416082632236,-90.21322326726343,58.72872481272382,E,C,-3.0348112760172263,E,-41.03838082795083,D,-271.15183707794426,A,E,-37.805303188465196,A,1
Both,Veteran,E,A,145.64297736348772,A,68.95361736364778,132.62553008376327,51.264105531628125,-190.19710655923987,D,E,-35.210911238899726,B,166.08325208573265,E,-52.374403793149405,C,B,-247.29957058601036,C,0
Mental,Yes,E,D,-68.92233279254623,E,-99.10839244786172,59.64432652388992,-172.57796868483578,-96.67388767576772,B,B,116.52220526174608,B,51.1239868261227,D,117.74386555377127,B,C,-33.78826475045386,A,1
No,Non-Veteran,B,D,-4.15850615080518,B,-70.16333601704355,-130.59081373030043,-251.35620145810532,-117.02510632560373,C,A,168.84911939129597,A,44.79416815507134,E,-57.57180376684371,C,A,84.39226786244777,B,1
None,No,C,E,-49.11968911488666,C,-120.34516742869043,-30.992233484088715,-123.46197730614693,-80.1237535256224,A,E,121.33227230025214,E,48.97053922572592,C,105.94395985652658,B,D,-53.920080806077294,C,0
Both,Yes,E,D,-32.008761275980724,D,205.60852964461142,-26.5716615361984,62.30172721307636,-97.85391322762763,A,A,78.94506125283233,B,41.51901352506014,C,199.136527410632,E,E,-245.4179156815611,D,1
Both,Veteran,E,D,-60.296626686428965,D,22.519065323134747,-8.747903725564472,102.89127793683951,-60.56597857553333,A,C,31.878480802687438,D,-124.44451326857782,C,88.3313819584251,E,D,-105.33632591231776,E,1
Physical,Veteran,A,D,14.683958659702864,B,115.93558378264241,67.27781797496671,86.75760182166057,-34.09389616985884,A,E,27.40289156725053,B,-56.97675602593687,D,-53.09528946431856,C,B,-25.22853408207287,A,0
Both,Veteran,A,D,-0.985920706225388,C,-56.012816623694675,-141.9857976180237,6.671454027210719,45.50441903603463,C,B,-123.47603637042496,D,21.171054636656738,B,23.661900068265098,C,A,-114.51276611196464,E,0
Both,Veteran,A,C,-34.74840121809179,B,37.30706384644712,80.9609903666486,-97.48204563740896,-82.31231512862243,B,E,-1.2035796681799336,A,115.12326116192054,A,138.21900727123753,B,E,68.0887611980337,A,1
Mental,No,D,C,-192.83686388346067,B,53.807481426677796,34.48488367240911,99.18545420948088,126.78918179971157,C,D,122.36616961538633,A,162.44268869918372,E,16.180534402955747,B,A,-25.866721917759065,B,1
Both,Yes,D,D,19.972116619253722,B,-2.6849688714736804,37.840998522639765,-27.89870619080531,-104.12187187932017,C,E,-61.57653760746305,A,-92.39996370790716,E,162.72286754805543,C,C,147.00732831416684,E,0
None,Veteran,A,D,133.0798867070952,A,-24.362802628337906,-64.03724756170432,-54.11836071806923,-118.1029820373239,A,C,22.321671578321915,D,-140.81331934571745,D,8.733542814808567,A,E,19.435430428395197,B,0
Mental,No,D,C,223.7818647505332,A,-185.01187809605096,-96.88410098421865,-15.823135220100804,-28.594195739189338,C,C,-67.69491903080761,A,151.9475233803289,B,-198.9782039583078,A,B,19.08789383912281,B,0
Both,No,E,B,-8.89220736593055,E,290.18083424284714,5.699720820309874,37.48785621815079,-80.70707855423953,A,E,177.1926931109364,A,-59.045964707140385,A,-52.13354862507498,D,A,38.92154405436176,E,1
Mental,No,C,D,16.135701025499387,D,87.49718843855767,-154.60163796548198,3.677914506811957,55.37380143241878,A,B,-116.83408901458026,A,-89.43108344845517,D,59.20942292275863,C,E,-113.35462272862753,D,1
Physical,Yes,A,C,-67.8604519605872,B,-93.42712417137284,114.00353314845087,-29.55356787417451,112.60433531093325,D,E,122.46898874332015,D,44.985962555824486,A,-279.33100891644733,C,B,65.61143233800945,D,1
Yes,No,B,C,32.03321499918233,D,30.23069946676354,45.493530531501484,-15.015115203203441,58.55073484239851,E,E,-63.04704594873206,B,160.21678922767262,C,-8.12916845007392,E,C,-112.7809572366668,E,0
Mental,Veteran,E,A,-53.488274471089156,E,22.161215824201115,-12.672147350008581,-48.92780371346906,22.803980110012912,C,D,-102.90828140592816,C,221.4829707514611,E,31.040244858915813,A,B,81.06313008791594,D,1
Physical,Veteran,D,C,-7.18664154985784,E,62.17431297676528,-64.36808105066929,71.10382343058626,16.405199692314092,D,D,19.497790444610462,C,-33.74650877292306,C,6.0493174790894075,D,D,40.19886773110485,C,1
Both,Non-Veteran,C,E,-129.8206694112976,C,-84.44410686707008,36.552967030190125,-59.521351169616906,165.18323388394157,A,E,64.23280940842805,C,-19.037297257781844,B,21.38152354628173,C,E,-122.72825194568094,D,0
Mental,Non-Veteran,C,B,1.8298994087466696,E,163.5526619047637,-202.6630026417418,91.51482980271228,116.98962626337031,E,B,-11.596593492093183,D,-55.7195072947383,C,-73.78017668537147,D,A,-95.60148517900261,B,0
Both,Yes,E,E,-42.974635904280646,E,-116.17004452370041,76.45450677014692,27.430421236302095,-17.34158313297837,C,C,-162.03208335983302,C,-60.76047077171576,B,-158.0381985560848,A,C,28.07226110298903,E,0
Yes,Veteran,A,D,107.08271630570918,A,148.66491401253344,73.52461764190723,220.05861361754762,204.3243992060032,B,B,-124.45134901454134,D,-27.543313277265323,D,-49.86141329900502,B,D,55.92116568499391,A,1
Physical,No,D,C,-165.70073165669461,D,-37.36366197503686,153.3059987787323,-127.65974815533232,64.47306715855204,A,D,135.41271092359705,D,122.03446202918839,E,-4.319693402440975,E,E,43.929695745583416,E,0
Both,Yes,C,B,26.498472360193826,E,-38.82658988317262,131.42180240579953,73.69569627287376,122.03116025170748,D,E,67.40708044804676,D,-23.695776691612043,C,-62.862523433806,B,B,31.58901896891088,A,1
Physical,No,C,B,29.992028472039127,E,128.2128841257386,-153.56497846559313,-64.24472525276256,56.12350506651841,C,A,4.575517278533383,B,72.69883079325291,A,-15.137397206422184,A,B,-156.15638916111493,C,0
Mental,No,A,C,120.1749843820591,A,-4.112588995052775,-20.511771597359697,-145.85544898731376,7.361605272917984,B,D,39.76324290865531,A,-71.44698738233036,D,123.45128312697898,C,C,133.89572039892033,A,1
None,Yes,C,D,3.7046080327501603,A,-87.88969259706941,-33.67072142128263,119.52001971592267,-30.216220708736092,A,E,14.714341306863593,E,89.53311152669424,B,-12.0336170354689,C,C,22.192795232223872,A,1
No,Yes,E,A,59.68993085899631,D,80.97057731066172,67.2150060390242,72.5417408589063,-5.153339369889155,C,C,15.62649388295606,C,141.49315195676297,B,-99.79007890607645,C,B,-16.937472796189134,A,0
No,Non-Veteran,D,E,-172.41581184809064,A,146.6292882792305,-46.30198993945392,-78.30483236527596,-74.11575667388888,D,B,135.93942826201976,E,21.26320358375457,A,-43.83748765341509,E,A,47.672078551845274,C,0
No,Non-Veteran,E,A,79.33097614963283,A,118.26779787416395,30.639300645997146,-0.14870289982771143,11.768525085971973,B,D,-58.67660252920947,C,90.77608470134099,E,14.792869184694224,D,D,-130.88199663966006,C,1
Physical,No,D,C,-28.524856019564375,B,-45.09523395282393,104.6053564596476,-123.28871924908049,-164.3032890522751,D,E,190.35021543791095,A,59.793299019600695,E,-173.5624140389336,A,E,-95.9994722984184,E,1
No,Yes,D,E,48.40188942879408,D,-20.590880267050434,20.545420025012625,8.556247868758756,57.55612513836821,D,D,-66.51159417835653,D,53.00365750299198,B,151.80281997919033,A,D,-82.42637431933342,D,0
Mental,Yes,A,D,62.854081794080905,D,-134.06272634971472,-54.297289629099396,-33.769987670077185,156.08574062140116,D,D,-180.45858905477698,A,118.5037061526532,A,-61.798644304403346,C,E,-84.08155667634443,C,0
None,No,A,B,49.51098542855716,C,49.35279368937313,100.71873028880407,115.01332220243555,-23.35991743809247,E,D,109.33694162572334,C,10.346099053380296,B,-115.37283585650353,B,A,34.233551913079474,B,1
Physical,Veteran,A,A,66.7981648542862,A,-99.02024878307712,-27.014599488666768,12.922510727109856,-20.22950119238068,D,E,-52.43014582912421,C,-75.71906550338463,D,-177.9509957073462,B,C,7.4985965939750185,B,1
None,Non-Veteran,C,B,-156.6340756930934,A,3.8466682414884215,27.785629143422298,74.55212867770136,-65.84921656799948,E,B,67.01227303340158,C,110.6674724209078,C,33.722753448359164,E,E,52.65910643125075,C,0
Both,Veteran,C,E,-94.90868320970206,E,-37.42914267805369,-14.208771191550934,151.78871689665644,218.2127711738345,D,E,90.71489428835775,C,-40.17504019836803,E,32.68391987837643,A,E,113.60760607029181,C,1
None,Non-Veteran,C,A,68.43543950079913,A,-127.82422632145969,143.28501792037952,-44.73366726017831,109.14053617360719,C,E,50.21449051976693,B,34.101468676840625,C,-1.0261594854918128,B,D,217.7734258236272,A,0
Yes,Veteran,A,D,-48.72699108891776,A,205.71076638293854,-55.013945966940135,-69.96893297299106,-54.309666110019805,D,C,48.12691251153103,C,-84.30871985436231,D,-64.79897909613254,C,B,-2.694531112171059,B,1
Both,Yes,E,D,108.58410382927362,D,-198.94843297599826,-191.21214563935663,-46.570376410160854,-1.884118694469019,A,C,29.29896641433347,A,63.38451516642961,B,175.19522951810148,C,C,165.32727209593335,A,0
Both,No,E,D,87.9794672094195,E,40.90652635033183,151.06916597010982,66.7178488148688,-61.473650253542445,D,B,-1.5466107866627297,B,26.283367372913474,D,-53.8694233365734,A,B,-132.24944010605418,A,0
Both,Non-Veteran,A,D,-94.70542574470086,E,2.6507595147011265,-42.95413148492212,-117.9199529239058,-172.45868285961657,A,E,141.29712192682356,C,10.157150937119237,D,22.835694506554294,E,A,64.24693794760094,C,1
Mental,Non-Veteran,E,C,-97.8959655252958,C,-140.2489583635979,-33.21016607920582,88.92441977415758,-0.8137657440468857,D,A,-0.659850162266395,B,-61.827678714326176,B,-65.46592514148264,A,E,18.57952412633619,A,1
No,Non-Veteran,A,E,-50.24271091681566,E,13.244445206156183,-95.83726095442806,-60.45669604016651,-113.27939863229963,A,E,9.479439405885373,C,-52.284545530062154,B,-24.47410200231735,D,D,-178.8466454004527,C,0
No,Non-Veteran,B,E,104.22146117485545,C,76.44915070548859,5.1465498299941075,121.50749149240347,193.3269923690805,C,A,39.04547953244782,A,-50.26569693007732,B,14.424497587145895,B,C,27.689955273715857,D,0
Yes,Non-Veteran,E,C,-136.4527972694822,C,39.2584155069237,150.89587836042782,72.62308449585423,-101.18609588292351,C,D,209.1619596094927,C,-170.81697734939604,D,21.66861707885622,C,A,0.306321257903009,A,1
Physical,Non-Veteran,A,E,77.73277536071758,E,189.31265098557358,41.72555942179397,10.986599911220681,-38.95316241799215,D,D,-147.37518751477361,E,50.12824437043264,C,7.061173777532888,A,E,-168.04358788036276,B,1
Both,Veteran,A,A,116.84397030762045,D,-58.29921721315716,-36.92687362016077,-58.370484757707544,199.86537954612498,E,B,-0.5035646275360242,D,125.38210717579379,B,-14.388499483304566,C,B,-60.389766298522815,D,1
Both,Veteran,D,C,-36.26446658857974,E,-246.85215683640686,88.84389986927975,-42.215346593325705,-242.97610555589873,D,E,-134.42879655749644,E,141.74153535273138,B,-145.47503513160154,A,D,-46.93630478727446,D,0
None,Veteran,D,D,22.878304703875184,A,-66.30857806473087,66.36519885121231,-47.957403950352926,-59.26967528390447,D,C,56.900787113314934,C,-36.528710368301084,D,124.68513197336758,C,C,-95.2026771749281,E,0
No,Veteran,C,A,-102.4852378886433,D,-201.34579110992078,-132.68819922102716,-56.40385382052603,113.74511564296527,E,C,-16.757666002878437,B,76.5155252229632,A,2.593719845018414,B,E,59.27623769121012,E,0
Yes,No,E,B,-20.634018133754402,D,70.96925884427037,-75.82525385404801,2.408272256982298,-165.15592913546723,B,D,-19.666661097372035,C,69.03761576103773,A,-80.69792345257754,B,E,-19.147099350631454,D,1
None,No,B,A,19.616898418551376,B,-6.17593526353796,34.535971202987206,134.5595471014339,56.309817337163906,E,C,129.5319157839704,A,-7.531394385407123,E,-2.495866260038352,D,B,113.44172539090309,B,0
Physical,Yes,C,C,-6.102441158837879,E,-48.763112329483654,50.73302453524663,149.35821363249164,155.89670214984648,A,A,42.11202523924941,C,119.46911970491796,E,-111.75298291828533,C,B,-51.62886364867837,E,0
Physical,No,A,B,17.749416652867662,D,31.600922034634156,55.61232706530649,155.53132784868876,119.38169306821187,A,E,-73.66587664607755,A,54.89136176983986,A,89.27564086137552,E,B,-140.67394688750525,C,1
Both,Yes,C,B,4.1301109203886215,C,164.43507754955027,-64.55370876241444,96.0403346127081,129.1449431675862,B,E,-44.57818974785182,A,-99.08001357755921,C,71.7796544873467,D,D,-46.84493644114075,B,1
None,Non-Veteran,C,D,-188.91298593400083,E,13.10532194597783,95.1244187764239,-43.64537426903067,139.39629913608564,A,C,-121.22557249445303,A,-28.324778746177927,E,-19.422472158194925,E,B,-104.9666502888795,C,1
Yes,Yes,A,D,90.08359983472346,E,-127.58913456002281,65.0816055309038,103.02631721668641,-156.77613543611955,D,D,-30.44452234205667,B,-189.35999760931833,C,105.9839337988121,D,B,24.910035017750115,D,0
No,Non-Veteran,C,A,29.29590129185443,D,12.410069126862762,-63.876916238195705,-44.14679888356724,-34.37367293054343,A,E,234.79331529010386,E,-120.10898080981211,E,70.59908421626501,D,A,-13.71410450663533,C,1
Physical,Yes,B,D,-124.83917474030714,A,69.48831436810858,-15.56527281862214,-1.2361090328628008,-17.939951482442392,E,D,102.15283136447846,D,-20.25410152479146,E,149.60267880440918,A,E,4.902788592665198,D,0
None,Veteran,B,A,-131.3817571729177,B,104.95053682661792,73.41200255868685,176.59505349746328,101.88182310729057,A,C,-49.69591657045409,E,84.50155998945665,C,-73.95436215359557,C,E,184.05050493057297,C,1
None,Yes,A,E,-10.112267366718255,C,-125.03060227314182,51.90543009681865,50.8811098734736,-145.84746192594105,C,D,-33.86219206014704,B,35.84866879314666,D,-16.265995337451773,C,C,266.97269785181896,B,1
None,Veteran,B,B,-58.0221819960887,C,114.02355787460957,20.992658714029066,-24.7494559033445,-42.819293442772086,B,E,23.83055892803633,E,-114.87106229543254,B,-36.06807410414147,B,B,65.8512434736516,C,1
No,Non-Veteran,A,B,178.5366512020578,B,102.26593630120091,-22.99953458117329,14.736155406083599,-121.58389795904377,A,B,-48.09195767797808,D,43.60231523261179,B,166.5259981009718,A,E,32.509585182086944,A,1
No,Non-Veteran,A,B,-184.8811172289175,B,7.85518155713531,56.255222768527844,-160.2519611459123,56.542252467435205,E,B,36.9766699563911,A,20.37875606875022,C,28.253093541947035,B,B,81.31237218396528,D,1
None,Yes,E,B,55.021288868752805,C,-108.98645281015698,-43.89724974857516,23.004978281009812,32.22035802434184,E,D,0.6727421947422354,A,-1.094782077240839,E,-22.71147768675227,A,E,-52.97565434690671,C,1
Both,Non-Veteran,B,A,36.679499147604346,E,-180.66488405086963,110.58305722380226,-40.83113098821578,121.11695541858406,D,E,-119.88761109061734,A,116.75748718249683,B,52.18756555079451,C,D,-4.135179774659449,B,1
Both,Yes,D,E,156.5731751490324,E,-22.436611085462843,-99.70620982630115,38.009440869318766,124.30603938804276,C,A,132.1897065106987,A,31.046401051372953,C,59.77555679174296,E,C,72.56293540336488,C,1
Both,No,C,E,78.70466882126395,D,-130.18903679003188,-55.694206692919934,114.35675356115935,-93.40375749947475,D,D,-119.63827551922905,A,112.29940479659003,A,-94.83116721688812,B,D,75.07087195411279,E,1
Yes,Yes,D,A,182.0766776912796,D,-122.44464360326401,-86.28619202549677,-28.443024466994586,-71.93888478748792,A,A,-115.06904219221693,D,0.7917128549304178,B,116.49823685603656,D,B,15.151080726897998,A,1
Both,No,C,A,-45.53889342494834,B,-154.5517126027458,-51.90107622685348,-111.51283525334559,-81.08265320521222,D,E,192.19952190444977,E,141.35523952969774,C,-144.08055293534227,C,A,-110.2677452484745,E,1
No,Veteran,B,D,-167.81093426228705,E,117.44043309450107,47.27327685125589,38.47378080017396,-120.40846488851966,A,A,73.92121621116817,E,-137.005672789978,B,-196.8021617488967,B,C,-204.59488966924178,C,0
Both,Veteran,C,D,68.4038302329008,B,-57.06814790974063,-177.65310511525078,-18.56940148258429,274.36494240654787,C,C,170.91790223146126,D,37.93458095808219,D,-100.25436661677006,B,D,3.293852730480864,B,1
Physical,No,A,D,-94.89476298500817,E,39.786818031752034,127.62293586261728,174.79969911793864,155.27789507549306,B,C,78.86018161238314,E,254.10341809372622,E,100.88077914664395,E,B,179.39760126344189,B,0
No,No,C,C,65.12760794440457,D,-232.70177419083166,105.96077105579195,-83.190372330967,80.71282002774423,D,B,-75.95901503440051,C,36.09442128528888,C,10.563209222889675,C,C,150.13409830818077,B,1
Yes,Veteran,C,E,-216.96685301848873,C,-68.58893178071389,22.92481723639889,50.33102505293814,-59.795931761687726,B,C,-131.346087026053,E,-19.84653638383602,B,184.40547516426156,A,C,64.28608794234437,A,0
Both,Yes,D,E,-28.322056543513497,B,-26.34432729043547,-11.989823747456855,-6.408606780715073,-68.81439212263268,D,B,30.116637698327736,C,51.14845765455572,E,-89.05082145166338,D,D,24.409203816699446,C,1
None,Yes,B,D,-9.655726073648493,D,96.60019206384598,-142.5819087617438,78.87172773652172,-52.28008565327556,E,E,-45.359293182760055,A,-65.39663671707369,A,10.777882397814901,C,B,-59.90644914797292,C,1
Yes,Yes,C,E,-156.7275159878973,A,-11.15745880171754,30.982320997638862,14.277757190652016,-27.981792136912283,C,A,116.49957809920491,D,-242.93012236094097,D,113.63330498413728,E,B,-159.66131690193163,E,1
Mental,No,B,B,-58.06514349088193,C,64.1063966563605,-14.285413299383553,-100.22022339837106,-1.7348733697464707,E,E,-140.88410695375842,B,-156.4416720251787,C,39.90006207269459,E,B,33.32267804965864,B,0
