nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Mexico,A,B,B,C,C,D,C,C,-37.68998003455796,-32.731430098400715,B,0
Germany,C,A,C,C,E,A,D,E,-12.174734084340008,-4.847793796746903,C,0
India,B,D,D,E,C,E,A,B,72.42260708590442,31.934473194741102,A,1
India,A,E,A,B,C,A,A,C,46.07525434713047,87.11439309670492,C,0
Mexico,C,B,B,A,D,B,A,D,-59.0531339022221,-7.692721190008263,A,1
China,C,E,B,B,D,E,E,E,-15.6857140670524,42.19567603863105,C,0
India,A,E,A,C,E,E,A,E,-118.50200309017967,-48.005195766802764,B,1
Brazil,A,C,D,B,D,E,C,A,-71.57273308064363,-184.99324612807456,B,0
Germany,B,C,D,D,E,D,B,A,-126.08832972024389,-87.04645644861849,E,1
Germany,E,B,C,D,A,D,A,A,-18.312083104371567,149.11873251100275,B,1
India,D,E,A,D,E,B,A,D,-89.73114132115701,88.65782531637505,C,0
Mexico,C,B,E,C,C,A,A,D,-74.3876173151961,218.5129638535447,B,1
India,E,B,E,C,E,B,D,E,70.91548340054926,7.281976478909423,D,1
Germany,C,E,C,D,C,D,B,D,141.6690358358184,-23.87224787543025,B,1
Mexico,D,A,C,E,E,E,E,B,-38.70664075857537,-88.77963706446033,A,0
Mexico,A,A,D,D,E,C,D,D,26.22018322482681,52.69136156421784,E,1
Mexico,E,B,D,B,A,B,D,C,9.277438976702843,-201.45804285691224,D,0
Brazil,A,B,D,E,A,B,E,D,-117.16850016785048,-57.91284560112153,C,1
UK,B,E,A,D,C,B,E,A,51.007042833975625,39.137015361459795,A,1
Brazil,C,C,B,B,C,D,B,C,-203.88676991242642,-121.24498009868172,C,1
Mexico,C,D,C,E,C,B,E,D,-143.95065787975733,-68.9838275588471,B,1
Germany,A,E,D,D,C,B,C,B,1.2307707293448922,-8.415025985698241,C,1
UK,E,B,D,B,B,E,B,C,-113.95912893280138,69.60376624775685,E,1
China,D,D,C,C,E,C,E,A,89.00371746266318,-207.24876705275057,D,1
Other,B,E,B,C,B,E,E,C,28.08973698601662,80.7799229660574,E,0
Germany,D,B,D,D,B,E,E,A,98.05221462720823,-15.753137047363655,A,1
Germany,D,B,A,D,E,E,C,E,-71.34694893169944,-100.00072208595876,C,1
UK,D,A,A,B,B,E,D,E,42.58241304592031,-234.57863335290256,B,1
UK,D,A,C,C,E,B,B,C,85.43938754709895,-43.60432081335872,D,0
China,B,E,C,B,A,B,A,A,29.93929983909031,-8.584353764745044,C,1
UK,D,C,C,A,B,B,C,B,-176.83819105103927,39.413707004393515,A,0
UK,C,E,A,E,E,E,E,D,-65.42220636027068,-109.03234263477724,B,1
UK,D,D,A,D,A,B,A,C,-258.6617342094894,-2.9843207452418268,B,1
Brazil,B,E,D,C,B,B,E,D,83.89406769765326,59.29665006405263,E,1
UK,E,D,D,C,B,A,E,B,-27.048840659102474,-54.23441172604817,D,1
Other,C,B,D,B,B,E,B,B,-140.96682331964269,-9.109898543232408,A,1
Germany,A,B,A,D,D,E,C,E,55.33479196278367,-176.23551064645824,E,1
Germany,B,E,C,D,E,A,E,A,5.267883751558291,33.97152420502111,E,1
UK,A,E,B,D,B,C,C,E,-68.13274710377893,54.35536524154859,D,1
UK,C,E,D,A,D,D,C,A,-16.666481657086898,-101.3885894008956,C,0
Germany,C,D,D,B,A,C,A,C,144.11401812460903,106.98314442211587,D,0
Brazil,A,E,E,D,A,B,E,E,-150.86033120529663,80.29549408792694,A,1
India,C,D,A,E,C,D,B,E,-6.647636516374537,9.882628116282275,A,0
US,E,E,D,D,D,A,E,A,-89.31296893850676,195.15332113823513,C,0
Mexico,A,D,C,A,B,E,A,B,38.79960640410147,-114.73990673610423,D,0
Mexico,D,B,C,B,A,B,D,B,-8.290297710118208,86.31936604684839,B,1
Mexico,A,C,D,B,A,E,C,A,-102.58758047299239,-179.46671258615697,B,0
Germany,B,A,A,D,C,D,D,B,-6.835143509889733,75.2305560898552,B,1
UK,A,C,B,E,B,D,E,E,-230.53791948976192,-8.321169380307875,C,1
UK,A,A,E,D,B,A,E,E,66.07306952853533,25.49759239023537,D,0
US,B,C,B,C,E,E,E,E,-186.01588046304485,20.914355757373233,B,0
Brazil,A,B,C,D,C,C,E,A,-82.77243063558632,19.540278493378512,E,1
Germany,E,C,D,C,A,E,A,A,-81.58851873337059,124.19695974463379,B,1
China,E,D,C,D,C,D,B,E,256.0411648692631,103.39015858643856,B,0
China,B,E,B,A,C,E,B,D,118.26890561456995,57.26919017960481,E,1
Mexico,B,B,B,D,E,B,B,C,-6.8441370909731125,-43.517832128090625,E,1
UK,B,C,C,B,B,E,A,E,92.7718027928993,128.93652677308356,B,1
US,D,E,B,E,B,B,B,C,-32.188072390538146,113.25090097268719,A,1
Brazil,A,D,A,A,D,D,A,B,-111.63032063431744,-91.73156317463875,E,0
Other,C,C,D,D,D,E,E,E,88.99780793019868,-47.66815847685307,A,0
China,D,A,A,B,D,C,A,B,-102.3745496481724,-32.23044577217341,E,0
US,A,E,E,D,A,E,C,B,77.275518384941,-71.43003487854202,E,0
Other,A,E,A,C,A,E,C,C,21.06346625545101,54.62378051994846,A,1
UK,A,C,B,B,C,C,B,C,103.46235248543661,-37.18778737975965,C,0
Brazil,A,A,A,A,E,E,E,A,-140.42980519137592,60.50916244716527,B,0
Other,C,B,C,C,C,A,A,D,16.378534355058743,-60.88432591890373,E,0
UK,D,C,B,E,E,C,B,C,3.20439716229768,-225.4983651228582,A,0
India,A,A,C,E,D,D,E,B,-14.372305003052416,-19.498267915824464,E,1
India,C,C,C,D,E,D,D,C,159.00114742710295,5.565635928396571,B,0
Mexico,C,A,E,B,D,C,D,B,-60.140078053946766,67.00726396657849,E,1
Brazil,D,D,B,A,A,C,A,D,5.337321243646817,128.1717276308587,E,0
UK,C,C,C,A,D,D,C,A,15.405744145295774,-110.01110485541996,A,0
Mexico,D,E,E,B,B,A,C,C,115.63523450179065,-139.0698692915666,A,0
US,E,A,C,D,B,E,C,C,24.409910496919256,-105.23665444882259,A,0
Germany,C,E,E,B,E,A,C,A,3.842794008105815,-69.84171360065649,A,1
Germany,B,C,A,D,D,E,C,A,-75.54031769634908,-153.6322688696146,A,1
Germany,A,E,E,D,C,B,E,E,-67.26357876115571,37.18183517652505,B,1
India,E,B,C,C,E,A,A,C,-87.02966531524108,224.1021555696169,A,0
Mexico,E,A,D,A,B,A,B,D,-127.52003930878213,125.68061043943699,A,1
Other,E,C,A,C,A,B,A,A,60.52677244297653,-83.68576308516589,C,0
Other,A,B,A,E,E,B,A,C,-171.82163809608838,143.99677708899856,B,0
Other,B,D,E,A,E,C,C,A,26.690296536723583,-130.75353343735168,D,1
US,E,C,D,E,B,A,E,A,203.71166481557506,0.5269265558033456,A,0
Germany,C,A,C,E,B,E,C,A,-26.378876753965546,37.576970403468536,B,1
US,C,C,E,D,D,A,D,E,-114.19689251360563,-31.53494008495727,C,1
China,D,E,D,B,C,B,B,C,-65.78669235069549,-80.72252021211487,E,1
Brazil,B,A,E,A,A,C,E,C,-106.30753989705862,-67.80060533791759,B,1
Brazil,B,E,C,D,A,A,A,B,-24.576139840661913,261.03980812287944,A,0
Brazil,D,D,E,C,E,C,C,C,147.53123049741686,-56.13532153079358,C,0
Brazil,D,A,B,E,B,E,C,A,-12.10592660258062,87.33647426536216,B,0
China,A,C,A,C,E,B,A,E,-70.51921942807152,-9.313108887566667,E,0
Brazil,E,D,A,A,A,B,C,E,-43.17868966483496,33.867248339854015,A,1
Other,E,A,C,D,C,A,E,A,-216.93726725015995,-102.36872004709912,C,0
Mexico,D,E,A,D,A,C,D,D,-12.60942798442468,246.7457698806347,B,0
India,E,A,B,A,A,E,B,B,145.183954635537,112.13910543302052,D,0
UK,A,B,D,E,D,E,E,D,-61.06315665391444,-14.714652863489826,B,0
China,E,B,E,C,D,B,B,A,85.22579829963051,-104.78671951307028,A,1
India,A,E,B,E,C,D,A,E,-105.14379264920153,-178.70774220476076,B,1
US,E,E,D,A,C,E,C,D,70.9081905027358,-8.140482819502186,A,1
India,C,D,E,B,B,C,B,A,-80.32602049991753,-31.517718542679173,B,1
Brazil,C,E,C,E,C,A,B,C,-67.59028800768994,-7.527492045350624,B,1
China,B,E,C,A,A,B,E,A,-65.92336097704174,-0.4486252015240037,C,1
Brazil,C,E,A,A,D,E,A,A,60.59413631955217,-42.94898775618841,D,1
India,A,C,C,D,A,E,B,D,-26.71895166633299,-134.57568890612148,E,0
India,C,D,C,A,A,E,C,E,-69.26523044761556,137.19342291642425,E,1
Brazil,A,D,D,C,A,C,A,A,94.76254639525101,149.29644888495756,A,0
China,B,E,C,C,E,A,A,E,-208.13099764253263,115.58615332997901,B,1
Brazil,E,E,B,A,C,D,D,A,39.65889378468503,157.67166786190566,D,1
Other,E,C,E,B,B,C,D,D,-164.69647311804704,-125.21835341264304,A,0
Germany,C,E,E,C,A,D,E,B,90.39690989467488,74.40177019438573,C,1
China,B,B,A,E,B,E,B,B,150.0639100027074,-40.114431015870856,A,0
Other,E,B,E,A,B,D,E,A,163.91916065119355,35.325031771877946,C,1
China,D,D,B,A,C,E,C,B,-98.5274064490924,12.55073776726188,E,1
India,B,E,B,B,A,B,E,D,38.63091969836056,9.479497920569061,E,0
Other,B,E,C,E,E,C,B,A,-44.16520925390785,-36.12308238996754,B,0
US,D,A,D,B,C,B,C,A,-76.06128415576715,100.36052845548072,A,0
Mexico,A,A,C,C,D,C,A,B,-129.49600120024414,5.967427621211742,B,1
UK,B,E,D,B,A,B,D,A,-52.84204966789725,84.03465138869876,C,0
UK,B,E,B,B,A,B,A,A,48.48985973383576,-52.84025328524071,C,0
Mexico,B,A,E,A,A,B,E,B,69.77508238784914,-107.9010075642844,C,1
Brazil,B,D,C,D,A,A,C,D,40.123668320685866,67.08051530113721,E,1
Brazil,A,B,A,E,E,B,C,D,73.85375938777061,63.91997349314492,E,1
Mexico,A,E,D,B,D,A,D,D,-80.95087537764962,-22.709178667247166,B,1
Germany,D,D,D,E,E,C,A,A,-41.43945074320529,16.885449812688982,C,0
Germany,D,A,E,B,D,E,D,C,65.88386094506777,-9.535783619383334,D,0
US,D,C,E,B,E,E,D,E,158.15142995040117,22.564967191703005,E,0
China,B,E,E,B,D,D,B,B,36.826005612831494,107.47604711502336,B,0
China,C,D,B,C,E,A,C,A,-53.67442487501729,-39.41804495883998,D,1
US,A,E,D,E,C,C,D,E,-201.6513853358739,-97.34138948168808,C,0
India,C,E,B,C,D,A,E,A,195.89526317929753,-19.549316270511827,B,1
UK,A,A,E,E,B,B,C,A,77.68936597931082,-105.19605676381629,A,1
Other,B,A,B,D,E,B,A,E,-112.19761945898581,-32.65427382703623,C,1
Other,C,E,B,D,E,C,A,C,7.863379070285297,-118.89805851903941,A,0
Germany,B,A,E,C,E,D,E,D,177.91810570469664,-14.413971194701558,B,0
China,B,B,E,D,E,C,A,C,8.9682482284401,-48.72325879213137,C,0
Germany,B,A,B,A,C,C,A,A,-43.385655943293294,93.83466012543741,A,1
UK,A,E,D,E,C,E,E,A,42.904987395023056,87.1287496928321,D,1
Mexico,B,B,E,E,E,E,A,A,3.3597191592881117,25.737325392711913,B,0
US,C,B,E,B,A,E,E,B,207.56322954046905,1.3655644788067198,A,0
Germany,A,D,E,D,D,B,D,A,132.9572696308798,35.78675286745318,E,0
Other,C,D,E,E,A,E,B,C,-35.103092863689675,25.92350346498557,D,0
UK,D,D,D,D,D,A,D,E,86.3878961939173,129.10741670402558,A,1
Mexico,E,E,E,B,D,C,D,E,-108.42146766923058,86.18379189392344,B,1
US,B,C,A,D,B,A,A,C,76.92899487225101,137.7287524346536,A,0
India,E,B,D,B,D,B,C,E,12.911856836074628,-69.21574261447809,C,0
US,A,A,D,B,E,D,E,E,-56.841612607243064,177.17738244130305,C,1
Other,E,E,C,D,A,D,E,E,-5.917417293820812,79.21921008909081,B,0
Brazil,B,C,C,C,B,A,A,B,156.17454262677794,14.923021825145067,A,0
China,C,E,E,C,A,D,E,B,-13.926343421013959,9.064144422363325,A,1
India,C,C,B,A,E,C,C,B,-21.785817536392678,19.458861440050608,C,0
US,E,D,D,B,C,C,B,A,-59.00255489568074,57.09450384664372,A,0
Mexico,D,D,B,A,C,D,B,E,-73.42059583312519,53.06355742863942,A,0
Germany,D,B,C,E,C,B,A,A,39.36457193740572,-19.84058272256685,E,1
India,D,A,B,C,B,E,E,B,110.9427860888723,47.479753093400355,D,1
UK,B,A,A,D,C,C,A,E,49.910370035240284,-144.21237433852951,A,1
Brazil,E,E,E,A,B,E,D,C,84.74927844655703,82.55595035952983,D,0
Other,E,D,D,D,B,B,A,C,31.23310146421469,-75.54439759175298,E,0
Other,D,C,C,C,C,C,D,B,25.72111009375957,-103.87602466466721,C,1
Brazil,A,A,C,A,A,C,E,D,108.43025850417152,-68.6544576694249,D,1
Germany,B,E,B,C,A,D,D,E,-72.4828470636814,14.778301569788344,B,1
Germany,B,E,E,D,C,B,C,B,52.37944664640105,34.905008772567264,E,0
UK,A,B,D,C,B,B,D,D,-4.070487744238877,-29.118585655767127,D,0
Other,E,B,A,B,E,D,E,C,54.124171427397705,-143.3862199135715,D,1
China,A,B,A,E,A,E,C,C,-37.258536990063476,11.461872110994696,E,1
Brazil,E,C,A,B,C,D,A,B,-114.41896818249721,117.1306706694254,A,1
India,C,B,C,B,D,B,C,D,170.32361195759364,169.3670666319352,E,0
Brazil,A,A,B,E,A,B,B,C,113.65403639493752,43.88765287897722,C,0
Mexico,B,D,B,B,A,D,E,D,200.82139312308732,66.38724945930123,C,1
Brazil,A,D,C,C,D,B,B,B,58.66644776480635,-170.8942545326007,D,1
Germany,B,C,B,D,B,C,B,A,129.03295848916468,196.39250933237173,D,0
Brazil,C,B,A,B,E,B,D,E,115.51357472301503,4.542570061514358,D,1
Brazil,E,E,E,A,B,A,E,A,4.321351148199412,116.84796511476621,C,1
Brazil,E,D,E,E,A,A,B,B,73.99956316870494,-86.59339105603813,A,1
India,A,E,B,B,D,A,B,B,-28.52908561509867,-99.69100621936435,A,1
UK,E,E,A,B,B,B,D,C,27.86961072307755,-80.16547103360435,B,1
Germany,A,B,C,D,E,D,A,E,-40.241765604040125,193.00559017874002,D,0
China,B,B,C,E,A,C,D,C,118.69912996883801,-42.684787522000875,C,1
China,D,D,D,C,E,E,A,E,-169.04234974164828,-71.44269247613171,B,0
US,D,A,B,B,D,E,A,A,-41.49707135221567,-6.96625490157701,A,1
India,B,E,E,A,B,B,C,C,-142.79358616548552,-76.56958279066149,E,1
India,C,E,D,C,D,C,D,D,65.99467607855412,162.78474568986547,B,1
Other,A,B,A,D,A,A,B,D,-206.61787912661512,-139.60366791743579,C,1
India,C,B,E,D,B,B,E,E,20.009675233975425,115.55733572831855,E,0
US,B,B,E,D,A,A,C,C,80.21524103111472,-102.25413530629233,D,1
Germany,A,D,C,C,A,B,D,B,-16.80360308887454,12.966390456556082,E,0
US,C,D,E,E,B,E,A,A,102.967593328662,-167.09391589782248,E,0
Brazil,B,E,B,A,C,D,E,D,-30.100719523288145,30.785920614953156,C,1
US,A,C,A,D,E,D,B,E,-142.87956487732177,43.665150306505794,D,1
Germany,C,D,B,D,A,C,E,E,24.86815915502629,33.23539152019071,C,0
Germany,D,A,A,A,B,B,A,C,-103.74426009065046,2.8252121764262768,D,0
US,A,E,A,E,D,A,D,D,-46.74233541461427,-132.8576166595584,E,0
China,A,E,B,A,A,D,E,B,-48.20419785003469,-154.20252596549147,E,1
Other,A,E,C,E,B,E,B,C,5.010045342317059,62.88944164610094,E,0
Mexico,C,A,D,A,D,C,B,A,53.95198575098337,-70.865033011794,E,0
China,C,D,D,B,A,A,C,A,-55.26251151185002,-40.78141627041806,E,0
China,B,B,B,B,D,E,C,E,39.386593307455364,73.57312362743286,D,1
Germany,D,E,E,E,C,D,C,E,-118.66962968707276,-81.5525552632282,B,1
Germany,D,E,C,E,C,A,A,D,32.95659712657503,-88.21819611624228,E,0
Brazil,D,D,C,E,A,B,E,D,-138.94721369486348,-166.46176431183338,B,0
India,D,E,D,D,E,B,B,E,-5.594307887325621,-231.8198040070373,A,1
India,E,C,D,E,E,B,C,D,114.66274186332069,263.8644620275762,B,1
China,A,D,C,E,A,E,C,A,127.8347951011088,85.80602499217899,D,0
Other,C,C,C,C,E,C,B,C,-1.7700395955996868,137.95617428684164,A,1
India,C,B,C,C,A,D,A,D,6.925370254146918,12.183917077269896,B,0
Mexico,E,D,E,A,A,A,D,A,32.28505150847932,-146.38115262792334,E,0
Germany,C,E,C,B,B,E,A,C,-1.6351824822980463,49.149802935209095,B,1
Brazil,A,D,C,E,B,B,B,B,65.87421421514706,54.76068149987605,D,1
Germany,B,D,B,D,B,A,E,E,-30.309450229686906,-177.75971457095739,D,1
India,A,A,A,A,A,C,A,E,-109.28002962141478,-2.240415928045747,A,1
US,B,D,C,B,A,B,D,E,36.91184188825988,-8.969502672227476,C,1
Germany,E,E,E,A,A,C,A,D,-189.6972780669151,100.72658450007133,A,1
US,E,E,B,D,D,D,C,B,29.780889353587124,-124.79292691812338,B,1
Mexico,B,D,A,D,C,B,C,C,68.90131389263634,-25.334411369871706,C,0
India,A,A,E,D,D,D,C,A,6.008780280014222,-48.80998002867478,A,1
Other,E,C,A,E,D,E,A,A,-41.797253752282295,-200.83813336725095,E,1
Brazil,E,A,A,C,A,A,E,E,-288.14963112396777,-83.35430378504725,B,0
China,B,E,B,A,D,A,C,C,-22.848768260620073,98.74765162474557,B,1
India,A,A,D,D,E,E,B,B,10.80176709838833,64.935587837346,C,1
India,D,C,C,E,B,C,B,B,182.7233462309961,-23.450955511494875,B,0
India,A,E,E,C,A,E,E,C,-102.21395785432283,-29.20898296626865,D,1
US,E,C,E,D,E,E,D,C,71.63755698344954,-17.266260042827675,C,1
Other,B,B,A,A,E,D,C,C,-71.29097897726831,125.70036227377257,B,0
UK,B,A,E,D,A,E,C,E,-82.44737384326638,363.5332582914182,A,1
US,D,B,C,C,D,D,B,D,134.48663381068394,17.67253645542997,A,0
India,B,E,B,B,E,A,A,A,46.945270764441624,85.31238069093189,A,1
Germany,D,C,B,C,B,B,C,E,114.73922455416738,-165.41736626684227,B,0
Mexico,E,A,B,A,E,B,A,D,-19.0710723990473,15.983615384442333,A,0
India,E,A,A,E,D,D,A,B,67.93164875010031,116.49859491604184,C,0
UK,E,B,E,B,D,B,C,C,-42.089904201638255,-77.99776763131123,A,1
US,B,C,E,B,E,E,A,B,-125.67904893743507,-73.67912212723486,B,1
UK,B,E,C,A,A,C,D,D,-34.448756356096574,57.28075193184886,C,1
Germany,A,C,B,C,A,C,D,A,88.9711772596211,-139.7974744126092,E,0
US,B,C,A,C,E,B,C,A,3.4408323503848837,-196.99807417832304,A,1
China,D,B,C,D,B,C,D,B,-30.69013014628125,56.50303430768092,D,1
India,E,D,D,D,A,B,B,A,-16.990620100783143,-125.84385640159476,D,1
China,B,B,E,C,C,B,A,C,61.924867517240465,96.71673020529158,C,0
Germany,C,A,E,B,D,B,B,C,-25.681900678036328,78.57850156000963,B,1
India,D,A,E,D,B,B,D,C,120.63214489024728,99.61963034156695,B,0
Brazil,B,E,C,D,E,D,C,C,-5.725904027824533,120.88343944328848,A,1
China,E,E,D,B,C,A,E,C,25.344006433156103,-124.64717285108043,B,0
Brazil,B,B,B,E,B,B,D,B,87.24995840264039,40.84693363102795,D,1
US,C,A,E,D,A,D,E,C,182.16607203687832,-118.52497766345714,E,0
Germany,A,A,E,D,E,B,D,A,10.398164235548334,-95.88349534961277,D,0
China,B,B,E,E,A,C,C,E,-86.60643093196927,-128.20120771919784,C,1
Mexico,A,B,D,D,C,B,D,C,-123.4483860504977,127.71301139088524,D,1
Brazil,C,B,C,B,D,B,C,D,121.65012999037428,70.47523490206665,E,0
Germany,B,D,B,D,D,C,E,E,-62.438845110356176,73.95139480322776,E,1
Mexico,B,E,C,C,D,D,E,E,19.48226687803638,176.11753358628152,B,1
China,B,C,D,B,B,C,B,A,-142.34413007333094,-84.57604154133666,E,0
Brazil,C,C,D,E,B,A,D,A,-112.72518181185085,-79.99158475373397,C,0
US,E,C,B,C,B,E,E,E,-88.87706437154806,-37.79651295708828,A,1
China,D,B,A,C,A,D,E,A,5.817031978613599,0.38797941050354295,B,1
Other,D,C,C,B,D,E,B,E,-66.91523529501512,108.82100127341789,E,1
Other,D,A,E,A,B,D,C,C,-113.31887990670873,-39.510751069938756,B,1
China,D,D,A,D,D,D,C,C,-97.91387841504083,65.34614469718612,D,1
Germany,E,A,D,B,B,B,B,A,-123.51417171672895,74.94479283349895,B,0
Other,C,A,D,C,C,E,B,B,52.22334647852039,-68.8262277922015,E,1
China,D,E,C,A,D,A,E,D,23.865568236149496,98.20265332491961,B,1
Mexico,B,D,E,D,B,E,D,E,1.0481990393815301,101.0129805590021,C,0
Germany,E,D,D,C,D,C,D,B,35.82198890255736,-26.86187892265825,B,0
India,B,C,A,C,E,E,A,B,-65.04866187170495,-24.111072124189416,C,0
Mexico,D,E,B,C,B,E,C,A,-59.709052627744356,50.28714445272857,D,1
India,C,B,A,D,E,A,B,E,6.43208549281754,-63.32213818846052,D,0
Germany,C,B,D,A,E,E,D,C,56.476366621451945,-54.45870975376144,E,0
UK,A,D,B,A,C,A,B,D,-168.79325568092847,-1.8625485597603046,D,0
Mexico,D,B,D,E,A,A,C,D,-104.17288852543231,17.258240530001075,A,1
India,E,A,D,C,C,C,A,C,35.44502687117315,-255.61517415354697,C,0
US,A,B,D,B,E,B,B,E,-111.58009918026895,-93.70290595960017,A,1
China,A,B,A,A,A,C,D,D,10.327429774441807,7.171271135563252,B,0
UK,B,D,C,E,B,B,B,C,88.90654711482017,43.41909845148168,D,0
Other,C,A,D,D,D,D,E,C,-103.35609262642573,-53.74276531945635,B,0
Mexico,C,D,D,B,D,D,E,D,74.6702555510066,-64.98513040235402,B,0
UK,B,D,B,D,A,E,E,D,41.65032796588402,129.37124021536732,C,1
Other,B,E,E,A,B,D,D,E,136.82224422209265,54.13413959206035,E,0
Brazil,E,B,C,E,E,B,E,A,31.576713352417094,-20.70315218804563,A,1
India,A,B,C,D,B,D,D,D,-46.81990882935057,78.97236133524058,E,0
US,D,B,D,E,D,B,E,D,-97.23178739026946,-59.00503199976889,D,0
US,D,C,E,A,C,E,A,A,-3.2441629810052772,9.2621373735574,E,0
Germany,C,C,C,E,B,E,A,A,17.31041502478543,-104.74688015899937,B,0
China,A,E,D,A,A,A,D,D,-116.64404178066184,163.79026573329665,C,1
Other,D,C,C,E,C,A,E,D,30.122420524026428,16.189073589199264,D,0
Other,A,E,D,D,D,A,D,A,-17.359583228097758,4.59868389825115,B,0
Germany,E,A,E,D,A,E,D,B,80.74287832686822,-117.4577918789302,C,0
Brazil,C,A,B,E,D,B,C,A,79.19878723883342,51.43952270979582,E,0
Germany,E,D,A,E,A,B,B,A,-56.33603891170915,70.97183152355636,A,0
Mexico,E,C,B,A,B,E,B,A,6.892955601770967,-44.04920315076451,A,0
India,E,B,C,D,B,C,C,C,-94.80737211221962,89.57529357075956,A,0
Germany,B,C,B,A,D,A,A,A,61.55678300782136,-85.29662577045112,A,0
India,A,E,E,C,E,B,C,E,21.393743196022832,123.16474788437024,B,0
India,E,E,C,D,B,D,A,B,172.3344340329571,75.8517797202965,B,1
UK,C,A,C,C,E,E,C,A,12.996752767722086,175.63489060645077,A,0
Other,E,B,D,C,E,B,C,E,-149.825599919344,34.11408336752126,E,0
Germany,B,E,A,C,D,E,C,D,-8.894293394084565,-175.44155729496666,B,0
US,C,A,C,C,C,A,A,B,-12.359075804050898,-0.3210075666267842,D,0
Mexico,A,D,D,E,B,B,B,A,18.41359568681017,97.04606671779791,C,0
Brazil,B,C,B,E,E,D,D,D,-8.003451165007466,-16.675981206858403,E,1
Other,E,B,E,E,E,B,B,A,-131.3499666776731,-112.34245856069197,D,1
India,D,B,C,C,B,A,D,A,170.70407008444906,135.25472545161404,E,1
Brazil,E,D,A,A,B,B,D,D,-35.058678523133075,2.064994768322994,C,0
China,D,E,C,A,A,B,C,C,-35.34983914530746,54.6825098486129,D,0
Other,A,B,B,D,A,D,A,A,80.85228932063583,20.04257700739667,E,0
US,A,A,A,E,B,B,D,B,-100.32437082971843,-223.77525197868232,A,0
Brazil,D,B,D,C,D,C,D,A,-0.8104838904758306,17.31599177970388,D,1
UK,D,B,C,D,C,A,C,E,213.58641640070678,86.79975740968582,A,0
China,D,B,B,C,D,B,C,B,76.19691593041973,-73.89152409586674,C,0
Other,C,B,B,C,B,D,A,A,-109.71182328766109,42.21215573274813,E,0
Other,C,B,C,B,A,C,A,A,31.96160670048792,-133.18715540582468,B,1
India,B,A,C,D,C,C,A,D,49.52862282255243,126.60493663129759,B,1
Germany,B,E,A,A,A,A,D,D,34.598694277213724,-153.84390246212052,E,1
UK,B,B,D,B,E,A,C,D,-34.484629291053054,83.99379233527483,E,1
Germany,E,A,B,D,A,A,D,B,-78.95332758593663,-105.91322382196515,E,0
Germany,C,E,B,E,A,B,D,C,-93.96550553106856,-59.56567802799925,C,0
Germany,B,D,B,E,C,D,B,B,-153.56134050997167,46.478670194118635,A,0
Mexico,D,B,B,A,B,B,E,E,13.567031495497725,95.51781968170346,E,0
India,B,A,D,B,C,A,C,E,117.2992049873645,-185.64863887390194,A,1
Mexico,B,D,C,C,E,D,D,B,-100.51829229334339,-82.36793195215952,C,0
Other,C,C,C,D,D,E,D,E,101.53971162744055,39.10300547961808,A,0
Germany,A,A,C,E,E,C,B,C,108.50506606084029,2.2768786495971027,A,0
China,D,C,A,B,A,A,C,C,92.19939244077702,-77.3335434980928,D,1
US,E,E,B,C,D,B,B,D,-48.90809632914808,-190.44486623242526,A,1
US,C,D,D,D,E,D,A,A,-209.96921600489236,83.06267991125212,D,1
China,D,D,D,D,C,C,C,C,-17.45548023123615,134.89066499868403,B,1
India,D,D,C,E,E,C,C,B,-107.6909756259512,-15.576980402406338,A,1
China,C,B,E,B,A,A,C,E,-36.07858295800856,-121.78285750040037,B,1
Mexico,D,A,C,C,D,D,D,B,37.41906566539524,49.82967518058927,A,1
US,A,B,E,D,C,C,A,D,-185.11701593500243,22.06195497565096,A,1
Brazil,D,E,D,A,E,E,B,E,58.30417174345899,-38.574781447451926,E,0
China,E,B,C,D,B,A,B,E,80.26989623370747,89.890152388741,D,0
China,E,C,C,E,B,B,B,A,18.801359699725484,0.7113239138975067,E,0
Germany,C,E,A,A,C,B,B,E,149.40125626115423,96.99757964622538,D,1
Germany,E,D,A,C,A,E,D,E,18.339880186334202,-128.61574743412822,B,1
UK,A,E,E,D,E,A,A,B,-46.03483179511468,106.09799936850173,B,0
India,C,C,D,B,E,A,C,C,35.38535276815683,58.276169389214985,B,1
Mexico,C,E,A,D,A,E,E,A,-73.53268529302146,-176.53201646084878,A,0
Mexico,A,E,A,A,E,A,B,D,111.54734754585122,46.6712342709895,D,1
US,B,A,C,C,B,D,D,D,-93.19980784179165,92.06137197029108,C,1
UK,B,B,C,C,A,D,B,B,109.30384434879879,122.9397311825227,A,1
UK,D,B,C,E,A,B,B,B,20.587329940507214,-138.83888413893936,B,1
Mexico,C,E,B,C,D,D,E,D,-4.996239746102266,155.34782808243145,D,0
Germany,D,C,B,D,E,B,B,B,96.28953551118468,66.99770337825791,B,0
China,E,D,C,E,A,C,D,C,249.91663568370694,-66.59129501333904,C,1
US,C,D,E,D,E,E,A,A,-21.170279826611395,56.62115324021904,E,0
UK,A,E,B,D,C,B,D,B,25.568762303502545,-0.6524099251095672,D,0
India,E,B,D,C,D,E,A,D,-26.283788796086416,44.62937793367946,A,1
China,C,E,D,E,C,E,E,E,67.52666527620381,-11.18946423676001,E,0
Brazil,E,A,C,D,D,A,C,C,39.0423927140579,212.59022243877465,B,1
