Gender,civil_status,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Male,Widowed,Jewish,B,-60.96313322512178,164.77529432387635,C,154.77693061847964,-74.56250029472353,1.6716794804275432,A,-18.507197536093756,D,24.578877592232683,157.31944828146064,D,D,-41.87508476439261,158.51483958158624,-64.19001042180706,0
Male,Widowed,Buddhist,D,50.43090228704574,-56.252295892180335,C,58.68582711480629,-148.22312018694365,-85.68938809114381,D,-11.308090763097816,D,22.959732061492886,-155.19199275994654,A,E,103.37463934054813,-17.190927922006814,-12.166020902589546,0
F,Divorced,Other,C,106.63155206440665,-6.411654705864025,D,-93.3902971486672,-31.604677732120102,-142.4865879171803,A,-30.798671688917157,A,86.94219214054299,43.91230413176722,A,B,-13.768247383330912,4.65587268979432,63.84889685476599,1
Male,Divorced,Buddhist,B,-138.36628521678017,-15.362233870082534,D,-140.48259213448978,153.20795981973563,-13.559815078235864,B,32.8962220384581,B,-93.05511517275684,76.66823765026443,E,D,75.96297005821853,-49.63328721096792,68.15010773013466,1
M,Married,None,C,116.84574364934377,140.21622513429656,B,16.500531989994034,-4.757838557330701,99.662234178887,A,-12.795566647687034,C,-27.465857718059617,-52.53723074619382,D,D,142.8562322367497,53.29310805304025,-29.07682346114519,1
F,Married,None,C,177.29311535007503,20.313878980166496,A,156.8496760380878,-14.312078786997967,-32.29395338007172,E,-68.97800539800042,B,-15.42484331187579,-74.97809598535429,C,A,-175.28001970258288,85.47990505142329,35.64038448947805,0
Other,Married,Hindu,E,30.554807082551193,-88.1898985519222,C,109.90499635629935,-182.74141337911038,71.17834679585387,C,-95.19083566718639,B,-129.7850473843005,54.71776504272029,D,E,-152.1811482809722,76.27696380137328,-43.9307794403616,1
Male,Married,Other,C,-51.15900632406731,-42.32173515939467,B,87.4771127014277,168.91542002690366,-59.57134863552872,C,-25.663183892111512,B,-13.856262642871872,-220.05671647117663,A,C,39.43362011655538,-156.70051611438612,-47.33577103225229,1
Female,Divorced,Jewish,C,-155.96066831706364,53.08019786948084,D,38.579914342586584,-34.60712978150393,112.52541939259326,E,-13.415034949050778,D,40.77278902201327,6.716183418156617,D,A,111.66860581045384,-1.2220288611260168,81.0153663732999,0
Non-binary,Divorced,Jewish,D,98.82662100614343,-60.6679537595455,A,-13.12645969439458,-15.885022855168481,41.054852294181224,C,-208.6506008991961,C,-99.14557070354404,-91.03486903277425,B,C,-187.4179941236758,18.844055647417914,-32.53507157474168,1
Male,Married,Hindu,A,-8.61538770603125,-18.049891893850365,E,-88.27558537345286,26.55052498879399,-94.73326446152743,C,24.440208547691782,B,-99.72582602065725,104.06687769270124,A,C,89.2978541381249,23.298668015617626,35.36364313955369,1
M,Widowed,Buddhist,E,23.176098257416115,-77.37761281062058,E,-207.2753236655729,-187.17444730514808,40.0610958103744,E,47.95497340635551,E,77.22602459029335,-264.2588550747688,D,C,121.13255630651861,52.96630688114077,129.89258081894408,0
Female,Widowed,Hindu,C,58.27525426784608,45.15959682608487,E,-131.19658875246506,-151.79507710659547,-118.08108531110256,E,12.114154591825985,E,62.39764518129552,-104.38641632911208,B,D,17.595938677965187,78.19632739933611,270.8484969124145,1
F,Divorced,Muslim,C,-75.22364551904458,-46.69967468886882,D,-167.07060055341154,-44.03815236614426,11.05536283528807,C,-37.037130292135494,D,-135.6580168216037,82.1863288267104,D,B,160.310840878379,149.8455106530231,5.713132222776102,1
M,Divorced,Christian,B,-26.133806397978887,127.03990213139565,C,-49.33229226893063,-144.96235542449142,-83.70932825038018,B,-56.891570497454005,A,-129.8233065767849,-113.96635976459142,B,E,-71.37947008561201,264.53770758451816,-49.84590374358578,0
M,Widowed,Christian,C,48.543663214096135,51.283264417050134,B,-6.069015034513782,-29.947339886308992,-18.592051134767434,E,-223.03684292882363,A,45.383334499813785,1.7218509018505004,E,C,78.39223440152595,-95.07454642065677,-96.92267076946214,0
Non-binary,Widowed,Muslim,E,-89.30982549281914,-105.95612719216992,D,107.05931676218026,-21.441555701364628,4.3512672605558285,B,-72.03155370060273,D,129.71998070830577,81.12718244822402,A,A,-200.0493885771379,-78.95278334130205,36.66648085434083,0
M,Single,None,C,-14.870805469917897,94.38077097164253,C,-20.56943290610986,-195.02924328309098,85.84250854590117,B,177.06489777392963,C,-132.19171997278448,114.2077613669515,B,D,-134.74271463826608,153.77441184668214,58.52722419620078,1
F,Married,Buddhist,E,201.9607051007001,9.018129584458194,D,-157.338008470678,11.315730159847288,101.16241456738469,C,-42.47873554154148,A,-46.638765771778566,119.887463737552,A,B,-80.6396324213376,9.113411380959022,-81.30201765476063,0
M,Single,None,D,-17.157016372129544,27.498164158861098,D,11.297881343326235,-135.81252722167363,-144.9139629537449,E,-61.64577887348134,B,-64.9242843309065,67.30026931027385,E,E,-128.35928676722844,151.42285128202002,-93.2607287027404,0
Female,Divorced,Other,E,51.74663050780002,-107.304740583969,C,-127.1347281133223,-70.73246938151618,207.4611290801249,E,72.7078520185745,D,161.35748743992878,-75.31415723852668,A,D,78.01292560820515,-95.2360249622765,107.61227013425294,0
Female,Married,Buddhist,C,-90.73102351704578,-130.44212197479695,D,-28.020786998449548,37.11706949709511,14.303384614360986,A,-28.618597522439465,B,51.26259005338392,-72.922544306269,A,D,-36.852034490363174,-21.521300051330833,6.488910841902169,0
M,Married,Other,D,-43.72304152313763,135.42800915437664,E,-24.718027417047526,-172.6750234581676,-193.57231499425157,A,2.379213370909908,B,-110.26811646690587,68.9742456160642,E,A,-56.526100865480814,-14.633629166528081,-29.647471115197426,1
F,Widowed,None,A,48.83837676830936,5.542905727855071,E,-73.72445790478244,5.509167729622712,31.864710639566624,A,10.39649753496666,B,17.461605905692764,-20.366115295295455,B,A,18.13144426942733,137.5827310648411,131.67785959140295,0
M,Widowed,Hindu,B,-4.866916087548786,43.56975130540783,B,-26.749297013398067,-114.48231348321289,-162.9498243376437,C,-35.30905973798861,B,31.18722879408918,9.661171158203203,B,D,3.3716453332805587,-119.385761203346,-21.67949473659097,0
F,Divorced,Hindu,D,95.28416440296999,38.46258892011334,E,33.713868088303975,99.16709856175889,110.06157946896764,E,-182.46496041965742,D,97.73962930080693,-122.41116453719549,D,E,57.10120006718057,81.41733222091716,81.87047014014097,0
Male,Divorced,None,D,-9.124636349925005,51.1108556299893,C,-31.137960781751644,-138.81985712663288,47.17031369769559,E,69.11787243871372,D,5.5641761853514025,-39.00230563697864,D,D,157.09126296440854,102.27890415571733,-137.42252316166326,1
Female,Married,Other,E,-79.47320830201828,20.32919383519187,D,18.72499439695151,-84.01382712009618,98.61931478585598,D,121.78983815536162,C,-132.20497002952675,-137.97361396323694,C,C,65.15414513952152,-16.439659868136893,-112.21122498282281,1
M,Divorced,None,A,8.999577728003239,90.07546409486146,C,77.3488951815304,-19.79444546328011,-18.383214731959313,B,13.139746477639894,E,71.3059996967896,5.551240054294913,D,E,-29.53191199442283,77.42734297848824,106.63581845562165,0
Female,Divorced,None,E,54.49356452314568,-10.265628398438455,E,40.26699236049402,-24.55329018376063,33.385820069070746,D,104.88389115525408,B,100.71377207732937,69.77294874485605,C,C,-43.354054248340724,65.65628975451624,-118.66312626650503,1
Non-binary,Divorced,Hindu,D,-81.39827428546799,21.442470778337118,E,-10.559331849193798,145.587022581882,-123.47854176585788,B,-14.259690530889571,E,-107.15344722230257,108.1968872189014,C,A,47.35358674320001,-104.8442717944151,161.00926179999132,0
Other,Divorced,Other,E,-217.94973413591276,-37.869583104256954,A,-198.37129435815336,49.7028267762019,135.3341854160989,B,90.86802481186757,E,-123.06997668460984,-137.49207959564671,B,B,129.36422476704504,-164.41559510159118,-61.262425046070824,0
M,Single,Christian,A,-60.586315493996736,43.847590793871134,E,-9.752082610864287,-82.30344401194878,-62.00342422717935,D,-202.05418552672566,B,117.5587616014814,91.8069333321547,A,E,-23.994554715453077,210.11099344295684,20.24644985377514,0
Female,Divorced,Jewish,A,-98.92424926478132,-199.9660556342782,E,74.43200987207904,-46.00355258820124,6.344995964809809,B,-31.558624290393034,A,41.88139771934935,-22.34290699370543,C,B,-58.3977041158794,103.63734544127166,4.435651550432042,0
F,Divorced,Other,B,49.39085444423936,174.28052206235668,B,118.99889563497877,-47.68046605599886,-223.12123440820625,B,-30.183283017384994,A,122.17873891548014,-7.191913864126118,D,B,61.276039278980384,120.04869134330913,-105.2965543698004,0
Non-binary,Divorced,Other,D,-90.12680610875755,-38.15920061929589,E,-114.65857817237574,91.92850790324809,48.6125458871511,D,54.878899149283825,E,-144.23036408544402,17.952544013644008,A,C,-177.55463217890517,-184.42751536601585,-9.913164144657326,1
Male,Widowed,Buddhist,A,39.15492912154343,-57.08578477712669,C,-143.01128327374192,-105.8358435972999,46.597222461736074,D,-58.0829127022435,E,-73.22227342626292,-6.43458009969991,C,C,77.66083669699904,163.78651520141824,149.33898217586847,0
Non-binary,Divorced,Buddhist,A,-27.039064479557208,-38.05980615133161,A,86.60307888638184,-48.98925980600578,3.5147227090323154,C,11.18318829127959,D,-48.62436020173252,-57.617630182769716,A,D,66.02616466098617,22.624026689672778,-70.11452956037823,0
F,Married,Jewish,A,175.64784700743837,-30.432854898248834,D,-23.30162955421291,37.33488708461737,21.183818151330986,E,11.256671532420096,B,139.95841037863278,17.8147029831919,B,D,78.74114461330325,59.12418037001024,-175.84479742218485,0
M,Single,Muslim,D,-114.50305074925834,21.69110082754827,D,19.31667441761791,171.37133901552738,-210.31753224166215,B,-113.50383338115012,A,39.14265669264216,-4.550135096322654,C,A,134.58165375459077,-84.60123657053342,-249.52030414059857,0
F,Divorced,Muslim,C,-5.810607089675363,29.566220604074395,A,22.047872488908904,33.24421378743811,-88.82025236051638,C,-211.40849564896925,E,36.81382922261212,36.50827896527124,C,A,15.464651540578576,-43.035781804413254,-16.240131660105824,1
Non-binary,Single,None,A,-45.580752145722755,42.268055009977665,C,50.985024626385226,92.60594662473636,84.6084362338342,A,-37.041237250652415,A,21.460119058017586,73.05024635891826,A,E,18.822999490088108,-195.3532947685229,-79.85794785092185,1
Other,Single,Muslim,B,-119.60729251995627,-5.319138048136918,E,-25.530716992624246,-28.711155039471308,-160.61977651973302,E,119.38738478792297,B,202.77573497676218,143.49776817710494,E,E,10.870952417765318,110.59409273975234,47.82291448016917,1
F,Widowed,None,D,133.01577354257554,-58.87377767510537,D,-80.200035874095,3.428486590967251,-1.6760248896556078,B,-72.63985908335535,B,-113.91608209388477,-73.70886519845979,E,C,97.9845033628716,-97.64858555418178,-38.17975216531636,1
Male,Widowed,Hindu,C,27.102505264560765,83.35202626597979,E,-35.13116574176918,65.36381118537776,-60.140421271258724,E,202.24808761746652,D,64.40495294030539,190.2300728044232,E,D,55.302331222995214,-36.32599585518836,-176.54568831910316,0
M,Widowed,Buddhist,C,237.97278150022666,44.342585932557995,A,-65.76125185424496,-78.34894013500524,-32.63897231544587,D,56.15193025892806,C,78.32533115525132,40.34659902182771,E,D,-130.5288584333433,-34.82337906722534,-26.24541322272779,1
Other,Married,Hindu,A,-117.8063873138314,-37.35898007217363,A,57.6950109020511,66.78200879511161,186.0698688556505,A,-57.018389642344225,B,-5.391726547810834,68.54440370463077,C,D,65.9427822090693,-17.607687077735886,-30.714778929925835,0
Female,Widowed,Other,E,-130.78442694488479,-32.05123869785033,E,-56.91302942438933,136.56613719100375,-25.722823292095338,C,-56.07000489503592,E,-21.882942248413798,-76.14925725348475,E,B,63.95978548333898,-44.064793188286274,-17.105122016939486,0
F,Married,Other,E,-99.80322159815971,242.46049836568676,E,86.31445351435896,60.994035277312896,-149.6289044432471,A,-5.135127046855207,C,-163.64714559191017,18.739714692585572,E,E,213.75516146774638,-34.300422684183005,35.99165736877875,1
Other,Married,Jewish,A,-25.14887555325368,-16.754427555406394,D,-190.81759029673842,41.92644635325048,-293.03155058686156,D,-107.30787432185657,B,126.45103004860817,43.528241379610265,C,D,-22.26351258776237,95.13008981669427,-23.070349843849783,0
F,Single,Hindu,B,47.35374196264606,25.38328203730704,A,0.3993224516773539,-1.866937537659626,76.64117923195849,B,-10.052463004259357,E,139.73029170307112,149.375367018941,B,D,-134.91471499688672,-8.886061851596603,-42.282803668117005,1
Other,Divorced,Hindu,E,-172.22881851187154,-144.11588066277167,E,25.016206423189885,-62.75145103156362,-0.8799301620915096,C,-64.896411539028,A,-226.61613051195673,35.7626001970131,E,A,4.723491108839224,-29.805768719641314,28.702790631802284,1
F,Married,Buddhist,C,52.66325774750068,-106.0542427798677,C,143.29001023864146,-156.67244283634275,18.12719806584999,E,82.00787573149546,B,-16.420461959326886,-76.28392456682259,D,A,-89.05571414847195,81.69022081677025,111.16351430003577,1
Male,Married,Buddhist,D,121.93937437931173,-20.295319702717773,C,-131.25494901012684,-15.55452500963906,-65.48359340827604,B,-122.8693266452753,B,103.8007491564611,-89.80911520203601,C,B,16.41939952430888,-154.5164777219682,162.40469981391865,0
Other,Widowed,Hindu,E,-3.379161125439204,102.91229982711916,D,-65.65263888778863,-45.71915416556089,70.35311559930294,B,-149.34189292206227,E,101.62126736862736,-55.23300530833839,D,E,-97.2651571204785,-26.62770748950426,-78.31181656848212,0
Female,Single,Christian,C,86.78212267286393,-161.94903933300824,A,-41.79383006535714,-23.32432061461997,12.730927830156121,A,106.77666801602834,B,68.58040724112968,-8.380674765139432,E,C,-50.98629396082377,90.09078751618796,101.88994018299829,0
Female,Divorced,Buddhist,D,91.62528199149891,23.898859966291436,A,72.52867543529096,-14.193396072045307,-30.054686873888446,B,-232.64542167665448,D,29.7073403299561,90.73226786795975,B,C,93.23763707390215,45.18554489388513,108.20942062298822,0
M,Divorced,Other,B,54.93192337140357,-44.1387636828323,E,60.78330722892063,-89.64744151117632,-110.82709175398719,A,-73.35123875950653,D,69.85047303868656,-74.02735028501064,C,E,82.61388086465776,39.80249408725361,8.392759626129276,0
Other,Widowed,Buddhist,A,41.07235430075638,-238.1608092092732,B,74.84751068200158,57.70988375680406,18.238763627925728,D,12.895597233342556,A,-40.82991236189662,-9.196643575104806,C,A,-205.0705057401041,78.67055892309067,41.92728732057902,0
F,Married,Jewish,B,-49.67643433960858,-1.769275586624696,C,-9.449012674311332,-123.19921966581218,85.85201018114086,A,97.12178962202465,D,-94.95733101474681,-118.68690175855451,A,C,-132.3029639604381,-209.1381243543141,-242.96642727943518,0
Other,Widowed,None,E,8.080397287580785,-7.951848756070899,E,63.99565281874702,82.74800106660176,10.602527639203863,C,-111.49657131556236,C,-36.70886442947205,12.271276172745713,D,E,190.31922687097952,34.57912244956896,44.03434502033514,1
M,Divorced,Muslim,B,-63.03294476746344,107.97516725944867,C,-58.778093172117785,-225.56822796828843,62.62197365924851,E,49.78215720741148,B,-147.67325312575989,-21.004677047842126,E,D,3.240527760670754,-23.69645818383286,-46.56695601254457,0
Non-binary,Single,Hindu,B,-126.46506726336281,49.31986787251899,B,-9.43439632157855,43.023524328514846,-109.07184539409688,A,-176.407022647021,D,-27.575531134120325,-93.16256813660175,A,A,-35.54929086971873,-79.37207972752279,-88.57732510244553,0
Male,Divorced,None,E,-15.420089928671732,4.767628094556771,C,-187.00431677719104,-149.7657969159269,19.75397328530184,D,-57.629999144285485,C,174.05550732189144,-177.46226805711126,C,E,66.31810059593262,-44.68147361085003,159.90990291730358,0
F,Married,None,E,-15.29527428038888,9.428050264990095,B,103.17097096692756,-150.2953019317821,155.6998891394951,B,-179.66062107575834,E,-51.02847352368378,-18.036528856952863,A,E,-8.49033953758836,-142.8152519479165,-4.690541732959667,0
M,Divorced,Christian,D,39.36788582459294,39.473703643517524,E,275.13110153439914,111.13988955342322,-28.304481655031722,B,53.5769325718226,D,44.91854811043248,-15.575561490084269,D,B,156.99213388342073,1.322139328557558,-116.15320338107304,0
Non-binary,Divorced,Jewish,D,-220.56305788539277,-19.700176834514387,D,-37.65061006098301,-75.30102579224864,57.37899651232839,A,-230.5442599172124,D,-16.403091714062075,-47.028864274782464,D,C,8.403279026318234,-34.72657417484582,-63.601453337299084,0
F,Married,Christian,D,-15.145752099369442,25.095456229232514,C,132.1657983472672,105.2909843075071,82.75572041668576,D,-139.7874268470379,C,-133.90114728758536,-75.49132904072894,E,A,-49.972180596550324,66.9008683158267,-242.272978052718,0
M,Widowed,Muslim,C,-122.39637451925762,-26.37201299954407,C,2.979608091329126,55.18300916283791,-98.04786996339038,C,-86.70023379441783,E,-29.401755987574628,-104.70920442931408,E,D,114.10628857412625,13.315948583366911,-4.188654109149879,0
Non-binary,Divorced,Jewish,B,20.705173666601567,126.47859777882637,C,100.16570884547924,31.493314208554356,-57.513968631258436,D,36.76519544044396,D,-98.59341944520024,-71.68012640712361,E,D,115.51703010437495,89.63807554796654,-26.38573530971445,0
M,Widowed,Other,C,5.268164494740294,-44.737645480559316,E,78.6423870086982,-109.25750995399235,-81.00492160618359,C,-187.1283619130837,E,-170.9501798448451,-42.260885356763204,D,C,-144.2878922549373,91.91402336695344,-44.90007362629672,1
Other,Married,None,B,154.61346462417555,-175.31630601973916,E,-36.32071363284506,-43.91505333536127,-106.43734382671323,A,-101.21459491335614,B,-84.2730531941325,-92.01902054589112,A,E,77.5833286837981,59.73621992466519,86.54451042352794,1
Non-binary,Married,Jewish,E,-46.052240683753546,1.8377697931245398,A,142.22583522074336,-32.310802258371176,51.252819362924654,D,79.0147563890171,E,119.62739411223389,-23.86775025712119,E,B,55.64634857090698,-38.7637031346106,112.12730038679994,0
M,Single,Muslim,C,153.3237730761945,-143.3130913159976,D,-76.73027058206368,67.93459379726765,175.15010030125262,A,-78.39124796692147,D,55.75398399276922,5.419942123379464,C,C,-84.83298059699096,16.076875520925512,-41.24459885308498,1
Non-binary,Married,Jewish,E,1.6082010431727511,100.1859679270066,C,-60.099798255216406,-97.45939679850854,-12.686771697461783,C,-10.4092280170928,A,-104.51998733713823,201.86615028936882,E,A,23.937637152156917,-96.08712299582682,-27.64056042440161,1
M,Divorced,Other,C,-27.37573783168934,116.36274755875806,D,124.11863332821413,27.336218699677005,59.88226235590036,C,71.47997984852408,B,66.38782942345894,-61.278116551120185,C,D,-141.42292649854528,69.6827211129139,118.12182276565531,0
Female,Divorced,Other,E,-86.80657576586195,3.0037726197378607,C,-19.06487839080626,57.640865797579444,-13.203007249545138,E,-38.282110078221194,C,22.27976683418773,-109.29208307016893,A,B,28.555574116459958,-256.36351763176845,-9.867961219591413,1
Other,Single,None,A,-26.37643611485285,148.78453093665917,B,-73.89720969247652,-39.269269005593245,-17.732012034465328,A,122.41356222802374,D,71.04217325211299,-70.43277536434026,D,C,-46.612018776516884,9.313831665014712,-231.9809937839567,1
F,Single,Jewish,E,34.792436154657466,91.15661983761126,C,-65.21002650997885,12.29197096555941,39.55720442880152,D,35.450638555736425,C,39.80940677110086,-39.60719843628354,A,B,93.56514343308736,115.12038111145193,84.48596107065582,0
M,Divorced,None,D,-2.492179360215404,239.57126167484918,B,-110.63171723322465,26.645039474054816,-242.2080921389411,D,17.5374271088637,E,-51.65547656833363,0.5193185130528879,B,A,-16.301086226926337,-87.84159402246523,110.35780783810219,1
Female,Widowed,Hindu,C,-7.598594415204446,-93.22502155083792,E,65.6490925860745,-72.29892864798775,75.89880119893796,C,178.24862005775114,D,-12.049112949080317,-15.759684524297288,C,A,-84.507294760141,38.535333862726446,20.095314553491093,0
Female,Widowed,Other,E,122.05413463399375,161.61310109654193,E,240.68445494903688,-59.749754309256964,-45.74884847446478,C,-31.36993961915299,D,-81.61772482285092,-4.731759179188034,C,E,-211.20318314685278,-18.880933400255856,40.96072056917961,0
Other,Divorced,Muslim,E,-16.46566224181396,-22.289522704904254,A,65.04352974300294,99.92325765281304,26.752333204622964,E,-14.93184367795704,A,59.00548990014983,199.89907224028406,D,B,49.342297612945565,-13.802643056301713,-7.495467589018447,1
Female,Divorced,Other,E,29.39126531938404,-83.45515252245991,D,16.350808577043754,21.144055644547368,78.50888147444901,D,-69.34931807713592,C,106.69829040997686,125.47794016940617,C,C,54.35128235627985,-67.23680815577805,-67.61686834676787,0
Non-binary,Divorced,Other,E,-70.79437651362473,-183.58502717438978,A,-291.2393549983492,-14.911367728155591,69.04704748521802,B,-23.517156766750112,E,48.827390616383674,-118.26957789883896,A,D,-87.57165568455636,-87.73344343952627,57.114837159431666,1
Other,Single,Hindu,A,156.01518247328968,7.812359010847109,D,50.80000646760744,34.30729820959979,209.61434314785615,E,-165.2042354600591,D,21.526257255109307,2.4526398651606782,B,B,42.463265845005054,154.1435298595752,100.99809546574458,1
Male,Married,Buddhist,E,-91.3688389002267,-325.0056585275595,D,-18.659739452108752,-80.07434703909895,-123.78168283577781,C,-166.92281978066515,E,-38.07259552212388,23.15575610055124,E,C,-72.81809995324252,86.92074547672182,-58.84958598918531,1
Male,Married,Christian,E,-0.21939731425396392,-54.041341532652275,E,48.51596140055599,26.93424147701611,-137.2380878600451,A,-65.37627152376228,E,11.369751047711462,-70.97759134072933,A,E,15.280673136292219,61.371359902301684,-47.93286996968378,0
F,Married,Jewish,A,251.20703809640924,-3.5825815220991784,B,-148.79977330038227,147.37196258929708,159.18428648486025,E,105.45905393431039,A,32.78154472845329,54.181913279337714,C,E,-69.37205487091673,166.94686120132397,13.108324029997961,0
Male,Single,None,D,-53.47819016436367,-90.19001521179634,B,-68.57344815470832,102.24155642707298,-192.11593632876242,E,-129.7658108888535,E,92.40855893225402,31.081467715748985,C,C,-187.88462621684522,48.3604511165109,-97.22461227044332,1
Other,Widowed,Other,E,180.31252338336108,172.58513531542752,C,109.30522209614895,35.086646782190414,116.93776371522331,D,-44.58959227374216,D,164.59190508881773,-61.409371475815114,B,E,108.76299494330055,-32.83586562844546,-87.0628368984121,1
Other,Widowed,None,A,-67.96925266397076,116.76270298311897,B,-69.68084684198314,-200.558682932999,72.8943409188729,E,75.72908636071912,E,97.51099055241433,-21.20109709130544,A,B,-12.039672599139669,-125.01357293726643,-173.862059548802,0
Male,Married,Buddhist,E,-142.9039854555669,93.87269594200951,A,-311.70241518454077,132.6479161621418,-96.6795924142798,B,41.96377665260717,D,91.26277669102498,90.0915004959627,C,D,-81.68377549837079,46.20327926264684,-134.8783821267918,0
Female,Widowed,Christian,A,46.76004255089692,38.07405286215773,A,-26.74454644242545,13.377427981731655,69.11453473146851,B,61.36511319291385,E,95.97930160231573,51.781138755495284,E,B,112.03645087001146,-34.05047609952509,10.726216641305058,0
F,Widowed,Other,D,-12.10236257898197,-221.25268831134753,B,169.0580737782529,-61.294515758588986,-6.68227414146902,B,51.32599333692988,D,-65.94981742060936,-117.53795888392698,D,E,-113.92763769307695,138.14259686815572,61.81958930304122,1
Non-binary,Single,Jewish,C,-133.23050174880407,-59.93247295316334,C,-52.04023489235682,-127.3423559321757,95.13254029290083,D,-60.573360288248615,C,35.50391069825242,-236.65195249606893,E,C,-134.28033866382933,101.53547647841907,57.78632793434618,1
F,Married,Buddhist,D,184.68168408780863,-51.36975933275569,B,-95.2480360132375,95.50177002471283,181.0614584155544,A,-78.90698882634759,E,-50.31590387638249,168.8493070408869,E,E,-37.05712465631319,-198.24584790899252,93.67992508629872,0
Non-binary,Single,Buddhist,C,-92.99995019224113,-88.01300844317939,E,-172.50949778176567,53.369913267591265,71.68186397243655,D,-142.98981064214976,E,217.19344208301283,-242.74381305387723,A,E,-140.38594911275985,-234.44195527476631,-2.877365155848445,0
Other,Divorced,Buddhist,E,-38.18963372117461,-69.16723277202273,E,-152.63733228810148,-113.37710725127734,38.674269123769626,D,-201.86570563111803,C,50.38295142772411,5.1672476907044285,A,C,-12.186760499056815,-162.84739399222428,49.8870086506215,1
Other,Married,Other,C,-86.43800884483984,66.66278317576861,B,-75.22930373696582,-153.34154945715056,179.02701438631436,D,-62.49305958540492,B,55.32347074831583,33.54046947596174,C,B,13.694987531575336,46.13794010540204,-28.532433433598182,0
Other,Divorced,Christian,B,12.069658556034,-142.24528158163272,E,-94.03873482858414,-156.26493278588785,-112.38694999760462,E,1.829839972431268,A,60.536191352982186,4.691812486387044,B,E,122.67795471062992,-73.60908134259257,-153.0562089683707,0
F,Widowed,Christian,B,-62.614985897108646,228.7958727012435,E,-77.36669923950664,-69.81068754935208,129.95366440126188,A,250.88653777560936,A,-57.142857955111936,33.41364850668066,B,C,108.80683562037395,121.04632728903624,77.82005577203516,1
Other,Single,Christian,C,38.24507417616742,-19.600996389291815,A,56.77019358099105,70.47452249299377,236.47915574779438,A,-182.67644214686268,E,116.84153741878806,-49.10863919011469,C,A,82.00399264615717,11.532610606066639,74.31337201482772,1
Female,Single,Buddhist,B,23.841315256727917,20.65203203947664,A,-174.56419744020144,-106.72283494480024,-32.847386907504074,B,125.3745652364756,D,-67.75838045568298,19.59036067838249,E,A,64.84602959180252,169.224953268536,84.1375947217559,0
Non-binary,Single,Other,B,-21.40441779354794,101.89394732744415,B,83.71737236963409,-61.84718040675512,-7.507656505606731,D,117.32499716636646,B,-99.45623543178644,39.214658698706614,B,D,-42.842996605288604,74.5017142940898,186.34591558829237,0
M,Widowed,None,C,-112.1673404063329,-136.27847371633302,A,16.11239331760129,187.5478255406225,-137.82645035932106,D,-97.5972315282004,A,-225.93335467776777,26.636908670361553,B,B,-76.43750918358299,51.46448181585674,-63.20116656269414,1
M,Single,Other,B,84.47247535738046,-122.12241804019382,E,-151.27838692824906,-49.95980547358258,69.08194008281265,C,-97.99987635102863,C,-85.20407751850007,19.485689665577524,A,E,-52.68915971217224,-31.76358214787379,-106.48579828053568,1
Female,Single,Muslim,E,-244.51554987471434,-87.36514855029162,B,72.09151252955964,30.19699332359005,-43.59649885499492,B,72.44138167206347,D,-165.45111604029765,168.45017770253904,E,C,25.630214080429386,-10.201998028716927,-18.397630255445936,1
Male,Divorced,Muslim,C,-70.41316842128046,70.0289427036987,E,-72.98587183863104,-145.22436311324242,-138.52598299889854,D,-152.71351897043326,C,19.100016248892757,-65.04219912896475,B,C,7.778719948325831,-119.56482615736451,-20.183457131539008,0
F,Widowed,Other,B,49.977934695004016,-97.97634527647816,D,-28.79001970948875,89.26955409129641,25.554090288028615,B,-73.10667454803837,E,72.129596354068,182.47477379481256,A,E,-73.96420017405315,143.03505111494715,-147.99556835307226,1
Other,Married,None,B,69.83336462521214,359.04152629271016,A,-86.61905359928593,162.0383761869592,-21.448056005902576,D,43.7883355350643,E,-62.785503108552696,42.12695697513434,D,D,-169.07563833470988,46.26199804768966,-157.89829249979502,0
Female,Divorced,Hindu,A,7.378486948243217,83.4467042567651,A,80.92269854758382,44.61829192230226,27.76916350935667,A,-135.6562629726128,C,71.86443604921175,-63.97116358286329,B,B,-58.44087870361806,-43.38110849244888,95.67233417511927,1
Female,Married,Buddhist,C,-61.47999892816537,-120.73660055084517,A,47.74945533778682,-64.29690122350398,-127.31730365733631,C,-24.069641001347374,C,24.669760071910506,71.27480581826069,E,E,-60.69053153901955,-69.53982360762203,-74.98628717556673,0
Non-binary,Single,Hindu,E,-14.807188887428168,-182.7435513028139,E,-48.02541193567853,0.5597473771263178,-38.30690609927424,B,-6.13200996088525,D,-8.072993939879993,10.388528895500096,D,D,-137.80221235577807,-76.07661087486035,-31.252128402350348,0
M,Married,Other,D,-35.287773040867684,-37.80595310445125,C,-93.81782709881496,-57.858838426783244,-35.51907756215289,A,-125.30075977894933,B,39.673614965398784,15.450448496386132,B,E,157.4251844598314,102.23692976443755,-88.79499332213513,1
Other,Single,None,C,93.2760994749756,208.20983860378593,E,120.47295755785781,23.19553530834071,12.621037038495272,C,17.274666476489234,C,-98.83113243775095,-13.128976302274717,D,A,-168.1782002522317,-148.04705164436368,100.25314109607066,0
