marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Divorced,-50.094444077658885,-48.67623991689343,A,-8.982029441523274,A,-43.58085156056886,E,113.65379757024795,110.6480642405534,71.7598294221072,20.99178203857915,-84.93570401792702,B,C,A,E,B,-157.44012710750687,120.26545069213137,0
Widowed,-96.8328117750718,-45.43138283171907,C,-43.811605277720986,C,54.439564542131706,A,-115.83614187739111,-42.00040594701396,6.089040962239391,118.31009314469804,-35.9976865650664,C,D,A,A,B,-110.65521974407768,23.7098950275632,0
Divorced,-86.34354603976601,-4.957960696042592,A,-64.22507703728307,B,-5.377887257828112,A,-62.48907094502104,-87.96333403263213,179.42737794710212,-32.19395978403194,-92.1157775807031,E,D,C,D,E,94.73351140754193,84.54756143764861,0
Single,35.18248214116638,71.30862932974821,B,158.1190331405985,A,-141.7032470358499,C,-44.766245491961435,-162.69636135806095,-98.05833664886894,-73.09381547338438,-103.54268001399242,D,E,D,D,A,-212.61462862163003,61.91890618035638,0
Divorced,-113.06709030810286,27.032830796202802,D,-146.32331085460274,A,98.08434906695017,A,-83.6275866923165,-10.977955442626099,180.65949747887237,46.45671106762381,-178.54253333573735,C,E,A,D,E,-183.00499629572477,-111.18445914222248,0
Divorced,-47.84798016337516,127.42020773013047,B,135.8901788884732,B,-78.26366667571435,B,138.84925510700822,-36.84668580796672,101.49916983687991,67.5488657223453,3.213401021917605,D,C,C,D,B,126.24816872255518,261.2009581463921,1
Widowed,141.3180560999074,-130.57114545996603,D,166.46524867108468,B,-187.3396259637515,C,91.39720562582,-8.804818725096538,48.876320728543504,24.857897895025253,101.07542022335798,E,A,E,A,E,87.97865421098044,-89.32516702497463,1
Widowed,-1.8398152017500418,112.97712715029479,B,115.66250272398544,D,-28.599203898621546,C,-163.45417336867897,40.24699100492981,-48.4647951094583,71.83490854259435,6.2925018407563735,C,D,C,D,D,-59.2715767004115,15.52938238962247,0
Divorced,80.37755925310228,-62.74799830897042,E,-73.31798952248145,B,33.4124605295755,A,-98.90029430152005,72.70655223863672,2.6519343689098376,91.70121708426313,114.16407195908786,A,C,B,C,A,-61.85711984173228,-90.19112678332733,1
Married,65.04855537738193,-93.80615105605426,C,-64.6402521423783,A,-93.36537344293271,C,-49.82147030026787,122.28527987768646,-105.3517224822329,-25.85512542291908,80.30474262049083,C,E,E,E,D,-97.01842320802989,67.73865783748204,0
Divorced,154.2411730960101,149.75435428751146,A,-40.25097244049308,A,-170.19003959788478,A,-127.68081008690753,24.167798290434963,-33.958879767700964,-52.093198565027954,92.8959301369565,B,E,C,A,A,92.54526645836714,-105.17991791660393,1
Widowed,13.236997058077476,124.58582106580212,A,-44.61786150550578,A,-58.40164996570577,C,52.46163975763331,11.394697872685924,126.23757223662642,-53.001219600914574,27.592703332310432,C,B,E,D,B,32.94013223290219,-154.0999409093497,0
Widowed,202.77158950118613,-170.43523788907103,A,-46.61112471358787,E,-77.45661320529643,A,-9.21637490737625,-58.349854228421584,70.7539068491006,-57.30704296072192,-5.538820787957817,D,D,C,A,C,-1.3434231522316642,-34.90274850012018,1
Married,31.01525976827883,-70.14670620362742,E,-34.066306409889194,E,-102.85111668336664,B,9.36770838479132,82.24829151392338,-103.4713120494651,-70.82822109766347,132.04390229883586,E,A,E,D,C,70.38301069445973,61.75156156191357,0
Single,-74.42839029543808,3.857509058592021,C,-143.2149173217988,B,-15.334535009565945,C,45.83887173438693,-102.94672673886944,-113.4186722474962,-77.60523484870929,9.943085374421898,B,B,E,A,D,-71.81809193161624,-72.15872074452679,0
Single,145.90225841794532,-166.5362043339808,C,-17.726372327831662,A,1.2142198897343792,D,-35.8490108670831,-51.69970388940519,-146.36171816064385,122.23915122848182,-55.829551620872806,E,E,D,A,A,91.97383922413633,-30.10338977036361,0
Married,-34.54400930746556,48.57383278827713,B,-36.87818281343362,A,120.1594538410098,E,-168.2219545231855,-81.58283459688413,-295.049209872312,-2.681503342882464,139.23192980817797,A,C,D,C,A,110.00002702910392,-12.433671497684673,0
Married,90.8080132983634,-154.77473546136724,B,-20.092271909504202,E,1.077018871598985,B,-98.21505166840798,-77.36351735970206,-185.98512950457499,-210.10039867441387,28.4790750120276,B,B,C,A,C,237.04761668901693,-59.459426509625416,0
Widowed,24.249195209734008,-56.23279573143719,C,-58.80373460492798,D,-25.044082352201592,E,58.90966397348401,-136.43871788014587,133.10306217220486,206.17530430845602,25.16855609127467,D,A,C,D,D,80.85746653694682,-72.59739777220479,0
Single,-95.21108532757572,-168.0728524934464,E,-81.03741340716914,C,-32.95018546452697,D,-20.345937254253826,-15.113835069431126,-98.40543926949076,50.87518449581576,139.506568869136,E,E,E,E,D,-58.84400577465701,175.99508821927324,0
Married,130.40737712108725,221.25164686415783,C,28.36928769387032,B,-114.82500152643911,B,-128.44734402778312,103.08260119786439,-164.56041526159186,2.3326595280634876,-39.109315907244564,E,D,A,D,B,7.0072657422130575,-154.17390090485227,0
Single,32.50196952631024,-183.64764374964813,D,3.567493201901196,E,-136.35697192769706,B,-65.4591299223601,-37.526369784781735,-32.55849482758863,15.92693991079161,-166.23687130702933,B,B,B,C,A,-21.577604180081973,-55.39099490221543,0
Married,-48.28887943410359,-44.757522530068464,D,71.55548879132493,C,-32.50195512367067,E,-116.79718908276719,21.086146826060627,-195.31863691976835,17.113077574618096,-48.93690475712014,C,D,B,D,C,-159.61568572342085,121.71332095018985,1
Married,0.22804574350132428,-137.22287676455767,A,50.75782165841378,B,-62.95039826715829,B,36.201030502854096,58.65280368326196,21.553255525542127,27.994128406966368,79.81077622888584,C,E,B,D,E,30.87419723682403,-137.88493876485438,0
Single,152.9431236518461,41.987500048879625,E,-44.00682268262444,E,37.67114902750327,C,1.4457251702338758,114.61807581936394,60.57318838079772,-136.1309137032484,-67.1804877395403,A,C,D,E,D,16.51786355925001,-211.76605634510207,0
Widowed,-50.74315648387844,148.11880057054395,E,-48.61572513986269,E,-80.66386207200513,A,57.811736378008604,-6.038057890079203,61.54748767925954,11.609027730649643,-46.020426602276615,B,B,C,B,A,-27.078865257762054,-95.72005436575746,1
Widowed,191.73803434358564,-13.82873095166908,A,27.37098282971484,A,61.26188563828485,A,-176.03278537828126,-174.1129845081101,30.71850243469158,70.8989925758147,-75.32488236535838,D,E,C,E,E,-161.27170622103358,6.239005126473734,0
Single,38.834045876360044,2.8452003567830477,A,159.5092979763469,E,-248.59486099250438,D,-113.7623858229106,-42.03350901983953,-161.6002763783517,-127.20456301477458,-16.95895711975062,D,A,C,A,B,40.998622701669326,153.23844008977545,1
Married,25.041913976033324,252.25636397129483,E,-18.04951667728563,A,24.089740266118948,C,-73.38166802504848,31.08080149144016,55.45496373883317,31.434376325242084,-102.08988822907344,E,B,A,C,C,-121.67783092769658,-50.9260891886352,0
Single,42.00984452826283,-217.02312237131602,B,144.9003077496446,C,24.22432009568605,D,156.0455640572859,113.50555623477581,1.4297856190481009,29.987172397036282,-169.82465050603338,E,C,C,E,D,0.2523248338380745,-44.87218740112646,0
Single,-146.95372599702557,-365.85512657380207,B,58.8368141831147,B,192.24559631136376,E,170.04926677643616,-78.44396415203876,-250.09376427480365,-43.929704226512044,-77.91193370658968,E,E,B,B,C,-45.71098549201686,200.43812222772576,0
Married,-69.79765784590104,91.57275118117495,C,42.74208415449969,B,54.81898844126734,E,90.39464856164543,-130.37869420930198,-24.826152816727838,-25.78248315521679,171.2719150856323,E,B,C,C,E,28.57351371000708,92.8407592786477,1
Married,34.2468472467129,82.21101418773685,C,4.964232708500933,C,-144.95767487201533,E,-70.58032511599018,-116.12159756905298,47.66118073190408,87.96042121682952,102.3667183480082,C,A,B,E,E,53.29686956340402,-86.76259942216859,0
Divorced,-115.3820117993594,7.052192661548232,A,70.26378421792366,A,58.81091857737552,D,53.02380120393786,-51.464389589672344,-167.44337523738724,-32.59776415398803,135.6045056862027,D,B,C,D,B,-128.12889454864552,148.22014386080536,0
Divorced,113.6325952063657,-26.969749447742615,A,-168.83080447287645,A,11.932266218686587,E,218.9267087055325,74.24775080442144,55.792770050551766,-128.45412191365025,9.318483317685603,B,C,A,D,A,2.4033124684812517,-89.38391220887594,1
Married,-39.69262702115078,56.82978687181646,B,10.237722838926048,C,9.485302773098141,A,-105.3142966121259,-167.0375902975971,165.3634688172854,36.97249372503785,175.90125183723106,B,C,D,E,E,21.140901251244905,15.768787700097741,1
Single,-3.664354305575779,-295.3413665064428,C,-28.12960063138498,C,65.1246619553256,B,-70.67005031274543,-61.677720765727095,67.90153653335156,-24.815752210577422,-52.43707093944686,C,C,C,A,E,77.27363690784746,-1.2176406250902483,0
Married,-10.236739349489715,206.47029283129012,A,102.29201260260794,E,-61.08096142833499,C,19.258606954638893,-63.61758452423536,106.3285962591396,155.6355189286968,-1.9567940041620042,E,A,E,D,B,-87.42009243301905,111.8860919047199,1
Single,-129.31721269063547,104.81716283478369,E,38.50463997408506,A,-38.149470359780494,D,-24.542441743814127,152.2100383218832,119.22356902763347,0.92978680420689,91.33928628703636,B,B,D,C,E,-143.9391806089732,-136.89029970749374,0
Single,31.42456117756526,186.52498019926108,C,-83.16205588185075,A,-193.2678445790296,C,-112.8643146603264,-27.67012301695641,-251.08656357630045,14.265595702920148,101.38502540184014,D,D,E,B,B,-263.1979189305719,-16.34313968795652,1
Married,42.54275289528995,4.3265183174644415,E,-147.86324879238637,B,-102.45350220310456,A,104.3776265528899,40.64740447824746,56.5519919996431,-100.20551134351135,97.00072357953425,E,E,D,A,D,-18.00485757082071,-7.06824602052524,0
Widowed,-4.928396373220783,20.9081066036644,E,40.58657363912319,C,144.9005196585005,A,-24.320678711978374,76.50266680457388,-16.405419752122036,-72.1739589134155,-82.90944080774184,B,B,D,B,E,-103.07057505512948,172.8789778302277,1
Widowed,-19.594522412681762,-4.0869977589067155,C,-46.11933376867782,C,-128.37493675226094,D,6.273294916009863,-69.33670233764448,-103.70902810561643,-86.51187059785583,49.87592026732123,B,B,C,B,C,-52.43361897702925,-42.990105663938216,1
Divorced,48.36818649710252,44.931920324648665,E,35.03817310658237,E,-105.38868490128127,E,-45.46929723455321,63.15682795281332,92.73660825919745,1.2013822452691634,69.2102651916684,C,B,D,C,A,-6.036622459861006,-115.75598377243723,0
Widowed,38.75348589574961,-66.33140289174992,D,17.750100390817853,C,11.6332064320005,B,64.21042519236386,157.9156369748876,-73.60813266512022,-27.346768882403666,27.074211927984955,D,D,D,A,E,237.96037308035528,-200.80093816988557,0
Married,56.02684002503738,240.69774977814302,A,110.33794006602679,B,10.069897983217384,B,-140.5995380093045,-160.2117541720308,-196.31276802061728,120.9452872374773,25.13275095303309,E,E,D,A,B,-60.30705191169674,6.060619330375316,0
Widowed,-69.72444379416969,210.1212503568914,B,-201.86155724122824,E,-123.1210763497867,A,-65.00646832931866,70.07728152212061,20.16790419693271,103.84048846483755,80.81624916002302,D,B,B,D,C,-25.39635304432525,122.38488249363049,0
Widowed,106.51393286956194,132.66754769383954,C,12.686233451735959,B,104.39443983977885,A,4.888565237972063,175.48009956110135,-78.388293375116,-63.79279301443127,20.83668494818011,D,D,D,C,B,-48.366649339028534,-36.15611235211719,0
Single,-46.97071036119127,-167.1827817245236,B,99.10782103486989,A,27.656509763739262,A,15.474298174942556,-75.34134643036245,378.35969182523826,-26.594162223750928,21.248396328791095,A,A,E,D,A,-67.24954986429461,100.85115002735878,0
Single,-34.24938914280497,37.66397300349774,C,-196.6605910213295,C,-31.513629806841593,E,22.871160439135206,-118.74544895007011,-10.771860105108685,40.43331188553962,46.05566166733522,E,C,E,C,B,3.82701271383715,-139.02974781873436,1
Married,-193.0645029079694,-202.97088186892398,A,-125.24241447421825,D,-142.49297001552995,C,39.50610187745253,82.95188557476622,-0.7361137017350318,-0.6701724572264289,122.52175705360607,D,C,D,A,E,-66.42738070186483,73.09656574630675,1
Married,-33.92356489464544,12.861840971175805,D,33.24881088608852,A,154.07544922947199,D,-76.98441281294485,-211.81630117477016,46.29414380286098,47.11621406294874,37.88929255760103,B,C,B,E,D,133.99148505767369,63.58248587462898,1
Widowed,-35.367868253628146,-87.65843223167361,E,-272.00557898172485,C,-92.28286944445719,B,9.776346607655647,-51.48526595745078,-46.729866837195274,-203.6506440947691,35.66393578451182,C,A,D,B,C,114.85830884455378,32.273245825836725,1
Married,82.45220493114192,45.782202596788736,A,-102.14083549949929,B,120.7093160171834,E,-23.59731568326646,49.39415995296274,50.6898535555265,-113.7790365083811,-55.74078077663689,E,E,C,A,B,-208.84250796622516,14.617926978424608,0
Single,-72.59291242465719,18.83173618753557,C,135.5361382693195,C,101.06970489319255,B,13.409714875403218,83.01509589579112,-99.4045754724881,63.81726999581869,81.27426436337912,C,A,C,A,C,-67.46389302256388,108.13473649743455,1
Single,107.01390473695136,-92.51919494053837,A,56.23648203852489,C,-34.56472333377628,E,17.74150041053514,118.96634638524843,70.87859531449402,-74.54792130585844,154.09658699783245,C,C,A,A,B,106.38416271751336,-88.23094397502923,0
Divorced,-81.53199301319682,-36.05505208784589,A,-116.71659376678637,B,-136.62865949764893,D,194.8093766689837,123.26348357513837,-28.160029173516733,-21.169281718310657,36.312023739670785,B,B,A,C,E,114.31248614123865,0.9873602794173417,1
Single,-21.76449300667293,-65.9283192410757,D,68.28902827588155,B,187.71578916313547,B,59.69888467868346,-50.31345315493249,-43.25440708826364,-20.217524209003614,8.748417879793891,A,B,E,D,A,-86.80324765642844,17.776485665865955,0
Widowed,-20.435788690751032,76.62050078833305,C,120.51951968722348,B,60.48984961267854,B,71.51011409798471,-71.87552840816458,-143.1028438890438,-83.15093998388848,-5.084866285766218,D,D,E,A,B,-14.282107507150558,161.18422331056067,0
Married,8.56511390205688,-19.214013038042726,E,3.8256211560807283,A,-26.090060860581698,E,-170.5909030972457,-60.15281751671151,-23.57831645087081,-96.8762273923856,-66.71466779252681,B,A,D,C,C,38.85442230319469,-124.09057994027432,1
Divorced,-154.55318665145703,35.125540172829,E,-11.31529893661349,D,26.721087797962095,D,-10.419838105919263,34.62462544216789,16.826394360166383,8.812288670436466,45.960597092097956,B,E,C,B,E,78.27640433735995,175.15800501312148,1
Divorced,-28.792727383966145,-82.02147042106171,B,-11.117314376232041,E,-115.86650655360312,A,156.99983325368387,-96.96824172114236,-23.864992244407553,-65.30996777263893,-102.13668908606124,D,B,B,C,D,52.92874507502784,-167.75946455859693,1
Divorced,72.01404824314447,51.71326545446391,C,-76.06826090792438,D,-27.406042384367936,B,67.50314997734912,-139.2840892115062,-21.602873430877658,57.90392133194964,39.130903400303865,B,D,D,B,E,-78.00356118984148,-150.40237077408068,1
Divorced,109.04011047108197,-70.98857236600031,D,-72.5943713093196,E,-13.781202880989701,B,-152.744337524932,-89.52978076799006,-112.47930165271134,43.7535001558313,22.440520494801117,E,C,D,B,C,87.84638781413771,-14.619767837227752,1
Widowed,95.35976497189321,163.2126950749498,C,-52.51300360095785,D,-144.94583315449356,E,-37.29558683277588,-25.02668989985029,-24.94516843386109,-69.64016664745415,25.756489589044975,B,D,C,E,D,50.90446687868516,177.45610191946142,0
Widowed,8.184260724034315,55.488943792323894,E,-159.06697086496183,E,-115.93977788282058,C,-134.81068734016006,51.517727515263765,22.388583426762192,27.696534756990985,31.900734234050326,B,B,C,B,A,-47.57864434343262,1.7739027872768214,0
Married,-37.04314066286714,132.76610357205954,D,-66.66384703131595,E,47.78467233097776,D,-89.72225668607358,109.49153859905489,-106.09262973962853,-4.776189991974604,-86.58730595328149,B,D,B,D,D,22.574718837318677,-144.77498660365197,1
Single,6.239498888931842,46.25580568201237,C,-81.23816575356963,E,125.88188218337525,A,76.34160548961471,88.33641233325964,-172.67618072727086,67.50037844120978,-30.818632934827694,A,C,A,A,A,239.14591276017111,87.30867820739573,1
Married,99.33358396197279,-52.48221812215671,A,222.71034003245225,E,20.02942243122111,E,96.02052862572576,-60.95991831494205,42.68096941344642,-62.690613572608086,-21.723353733635186,A,D,D,D,E,-5.804351121951621,27.42039519313218,0
Divorced,-51.59646852998827,103.05215813011117,D,-115.87180242320123,E,-14.54998153110143,A,-106.25986870939616,120.99397371611586,-212.61244851842315,-30.977729387211856,69.96721759473513,B,B,A,C,C,158.89546991538552,162.60595960589663,1
Widowed,-75.07203202972465,-15.141304093322036,A,-59.19500843989328,A,-102.8506500465592,B,-102.85181721211197,-92.00052173089446,166.98263787479587,-74.16574490748516,-12.41234873419217,A,E,B,D,D,-43.9220026334372,-86.14117545639958,0
Divorced,-76.32577006624396,-51.655750899029464,D,-55.73544404723899,E,-158.8763158439825,B,105.67718276320154,52.38619527073567,-64.84697021912797,-10.357683343685672,-59.33973972941723,E,A,E,E,A,-75.93703197774931,-10.785983129822027,1
Divorced,92.17563397343702,-36.86843519625958,C,-81.57320102137079,E,-172.077474267067,A,-105.20736172968601,105.56498227711444,-62.589503962852675,-107.97820200049111,60.918148674572535,C,C,E,A,B,-117.52147706509541,-63.15676951858414,1
Divorced,4.525589045332453,-131.16877706677346,E,59.78583621603817,C,136.01478681959657,D,68.83827940353578,-130.6090190120947,23.628660010082832,59.59550811900277,-173.1364073771548,B,C,B,D,B,75.33361115850319,28.16736077062241,1
Widowed,-59.66439155376534,102.88245001443444,D,-165.75141598351425,A,212.25392860620792,E,-135.5542504110846,98.93144606498191,147.82047034925102,-185.1968326134858,-41.05043455487499,D,A,C,B,B,53.23864294116687,111.23205131829657,1
Single,-59.404253410897844,61.51832136053991,A,-50.61028747204168,E,72.62636210380971,A,18.960638279428846,30.40546543680513,-56.29482853279172,-76.45362631505928,9.587015920123159,C,E,C,E,E,-64.44070516090424,77.84630703768704,0
Widowed,-374.67099931589473,20.153977035213522,C,-217.22528988030078,B,225.00297559729478,B,164.01077944891122,-156.9022475787682,56.859099189030836,258.9349302782401,102.51988431659125,C,D,A,E,E,-30.80408520985935,-44.976245632408386,0
Married,-51.65311467183912,-189.26562091203166,A,10.788906676451933,B,200.9394798922475,D,-73.76903045529036,-77.3536753123784,55.5724891407155,-38.97474291548081,-121.65675398815401,A,D,D,B,C,140.46053687462978,-216.4999419186905,1
Married,-91.94513510936056,25.062842274718278,A,108.03939101542075,A,-5.68784864179858,B,22.135382202371854,12.871371870262651,105.51166260361391,-114.0934221021053,-62.96974297802013,D,C,B,E,B,-48.8949231380355,113.30917686565085,0
Divorced,47.878836707681415,9.166931459664175,C,-15.268504862250884,A,-116.9686899352331,C,82.61678702853109,-120.51544708606403,93.73479479636467,-73.23963429744622,160.17830168642593,E,B,C,E,B,-83.64134274730698,80.71761217040012,0
Single,-43.60760877772962,-74.44383522678753,D,-54.89993148430792,E,-246.34662345328775,B,-109.59343547442386,-59.13868255264059,61.58935667627854,-80.9371251874441,-192.17821072869805,B,E,B,E,D,-79.27336120057208,-67.02180436545703,0
Married,-82.87400682582442,-86.88234741256899,B,157.5037882587039,C,272.5196726252661,C,-137.79795009646293,94.64167078000547,-205.1753278405091,8.895816217844752,-134.24932086360093,C,C,A,A,B,146.8597086034689,142.36033848098398,1
Single,88.22241669991692,12.723380557533009,A,120.5015081344675,D,-140.59285342646584,C,82.34957515327922,38.47276323668614,45.044216087729374,-25.876292776358277,36.06078482687903,D,B,B,D,B,156.73068342134178,-257.35623254951884,1
Single,21.4003555580531,131.46094167128314,C,-151.8942089030523,A,-129.8144503417912,E,-38.54377395681991,-22.080293220561206,56.01924015126624,78.99937556242298,-55.5941085389519,C,B,E,A,A,23.87076327919831,-9.328693457980002,1
Widowed,-76.19236537656857,-48.02243371953185,E,-78.97346778568757,A,98.89024830190948,A,134.03895364415976,29.659484634813964,-48.6562270771206,-94.67499634210589,-42.47225764197878,A,B,E,E,D,-21.563611875445442,-144.20738961533903,0
Single,-27.912932808042278,-19.438129620887224,D,139.54622709484087,D,58.44095710496462,E,17.341715587326735,240.3063111409279,-28.782080197921655,-12.47590519139281,139.93604504977202,D,E,B,E,C,202.64634791402338,-147.22347751751056,1
Widowed,-178.49435927357595,-3.747931683408681,A,-54.53872068406732,D,132.63988533207655,E,-48.93322689128459,73.967877798057,33.741126911260594,-6.400364891626693,-139.93858656340876,B,C,B,A,B,-249.73090818137425,42.779780029974226,1
Divorced,11.912505373696542,30.78676873941879,C,46.45563079178625,D,211.724315265624,B,-16.726060691006296,-103.64792482130241,-171.8512307112885,-100.94090734196313,-163.8956861347007,B,A,C,B,B,-139.62049199948282,-51.26000969175871,0
Single,155.2651571092775,-192.33132148487675,B,75.72529008671113,A,182.12029269942607,B,66.4596054673957,-9.552563866109988,-18.294945228434077,-87.88757671915143,136.55236590895856,D,A,A,E,A,35.68546436879647,-20.904199014657042,1
Widowed,56.13231272916552,30.252349113602094,C,-126.12133141240717,E,20.612263416611338,A,-92.10289963530177,81.80313877950601,172.19194589573087,-10.654104479883262,-35.77983463447653,B,C,C,B,D,57.719003301022575,74.05255938763403,0
Widowed,15.230673123280205,-103.75848131193521,E,-72.30118832195568,A,80.16627766676433,E,59.17010673049574,17.980641767966983,-71.408439106916,115.9511323240736,-26.588423600786125,D,D,A,D,A,6.817886595883498,56.81202147400344,0
Divorced,-35.15499297285865,84.49129405936789,A,76.37174075373629,A,121.73680321455195,D,-73.45604536084613,-96.46094326407288,204.12894873681853,-156.74840842572553,44.46131202320477,C,A,C,C,C,-151.81745523040598,93.06638307913283,0
Married,-67.48227759900568,-10.139518449182901,A,57.883845025477164,B,-278.2498561701587,E,59.500279717830615,59.07748752578025,-30.591382147925227,94.18042710490859,67.12699059777587,D,C,A,C,A,-72.80551570327786,222.66803376255848,1
Divorced,-21.045436108694357,91.36748402998307,B,-124.50613211050367,A,59.644607299429396,B,115.3362895082475,-59.168121857290565,-131.96419210005416,-51.41335409223816,-232.29991924856148,C,E,E,E,E,-13.08633745020158,-27.99289795169925,0
Divorced,14.878175399647686,125.59520266554792,D,-40.95028847214509,C,-34.91852196067956,A,-191.71743038463268,49.548561187425584,22.875690417235496,-101.38020270898491,7.207895568664072,D,D,A,D,B,-41.741092791863096,-64.09114373340687,1
Single,43.655369786082304,75.06215999546573,C,-145.2918152526368,C,-120.82169015989376,C,142.33610320994202,45.64285405958055,-161.13973617965902,-60.137915057283955,-84.26622050780361,E,A,E,E,C,-180.87399639132136,47.147318484214104,0
Single,26.686508367480087,71.89125335091323,C,195.04808556004605,C,141.88150422147007,D,148.66214981980673,1.3031059572299442,-127.55174236393991,68.46755625518168,8.629139089750376,C,E,A,B,E,114.97804450507742,25.91190156237979,0
Divorced,-57.59438305173846,-7.676690564159131,B,-59.034818868168216,A,59.09493363633042,D,-77.52213747336913,138.78072836269024,-115.73937769438164,-104.48262078934427,25.123906843885692,E,D,C,E,C,69.60010215736044,94.87784064459875,0
Single,167.06159859660494,-153.19984955745022,A,116.46104234954717,B,112.79584067434646,E,91.25459705824872,-100.79035790685596,104.7579316007918,111.24795843172188,-26.202122244226413,B,C,E,D,C,-3.971967780233135,-14.154258842347492,1
Divorced,-162.5449560417569,-8.737704614860867,B,-62.596735439241215,A,73.63426206800293,A,67.47151863790369,97.36912508266032,1.6325187415424134,7.068835852192572,-30.352988607139665,D,A,C,D,A,41.173651541361494,34.03654561595582,0
Widowed,-133.4240962320704,121.32445541177145,E,-67.22653554172892,D,36.06688906699947,D,95.06448675574659,-2.4309608789106907,-63.06953686155774,127.40286695352721,-101.46274739448866,A,C,D,D,C,7.0561044942385545,47.176322515355665,0
Widowed,-35.51311995668124,-68.66131031975455,A,112.36504389704469,C,-1.4194460625313317,A,-111.05742670399164,-233.55184034890604,45.629152666342875,-12.99405505586443,-52.538495526271475,E,D,B,C,D,175.02719088729611,113.07287036525125,0
Married,-232.31154975585372,-75.06841596019495,E,-209.80773242281415,D,-38.193088539033646,C,-65.39263703893313,71.86188692470292,25.86785330045303,-27.33011080944902,-65.42328959614457,B,A,E,B,D,-51.81451500024242,-2.004318712710259,1
Married,12.347999328604917,-12.471874080698818,E,-8.434832328128115,E,-42.44404431094353,C,-3.3823585974750423,-50.521332578876056,-102.54449236946674,87.20763889518014,153.60627432943747,E,B,D,A,A,-19.505842383664604,6.636574275776434,1
Single,-95.87161808345304,61.521433241722534,C,-97.82515781185819,B,-91.04399780536654,C,-42.07306802820157,-113.66834780832806,-200.70833432830182,21.530112230438768,-106.58771928938675,A,C,C,E,C,134.59049065124918,90.15711909052018,1
Single,15.882493977495479,39.3180332776161,D,-344.9427874882245,A,24.09478057189411,E,10.739063305145237,173.11257566319617,-21.87360520574781,-143.51011267862538,74.90259545506713,D,C,C,A,E,-73.89985559054314,224.57856888602552,0
Married,-1.1195826177499153,-39.05997386690012,C,60.56425693027043,D,-95.5287956838235,D,-132.75964579241105,-35.4681065663446,6.126067022185067,-64.53705484134765,-49.7835457134751,A,D,A,C,A,82.71410612210067,-87.99159445604795,1
Divorced,-66.62868242253323,-105.6808617940604,C,180.46835187105415,B,-40.08956179603876,C,24.934926938301544,-152.8821992759284,-25.0156484493073,35.46213165497476,-180.45863599100946,D,E,E,E,C,201.44380797552847,17.567492686489288,0
Married,-174.42429870341138,-39.901020639610174,D,124.1863266681144,C,193.95122788922774,E,138.08856576227242,65.33346445678627,-207.7340498477815,-76.80790730936366,14.122342904183657,E,C,B,E,B,-165.196091604574,-197.5818554032073,0
Divorced,-106.16245000094489,9.114462459253394,C,168.00635224082913,A,-97.69883761429911,C,-17.881121252091248,70.11858868223752,-6.802195051760313,-84.82264679146924,-123.24841895519883,B,D,D,D,D,158.1957990978482,-111.59404390541405,0
Widowed,-26.746786899191477,-110.6374450352285,E,-96.19175579730621,A,-131.1593197479945,B,-37.1814230914802,-28.72311971096733,-99.51134536532008,187.4963637067128,-33.492645915469794,D,C,B,D,E,-68.11964720625654,105.3697450006059,0
Widowed,-22.112065977830518,291.14932907811993,D,60.04085835780455,A,11.567462404965259,C,154.87337628797272,-265.4902961749573,-26.49681502529332,184.79674539165265,47.03655367572417,E,A,C,C,C,-115.92873107258761,14.103204456517354,0
Married,57.93808784262352,-11.638913024507392,C,26.510005148068167,B,-75.70919221902871,D,71.37919919254811,43.38595613421685,46.050088136304176,-14.570036830690803,-37.065795377449845,D,E,E,D,D,63.222991378529315,38.77883154276577,0
Widowed,-254.77142286275227,40.06131261158124,A,-14.865800832687375,D,172.41795282243697,B,14.899011545988294,190.3031700452721,-36.824710010247976,-83.10191143310377,-44.13149449769381,B,A,E,D,B,65.42567815939555,-73.247828033148,0
Divorced,147.3880173401794,-36.5319081104493,E,35.87479275380977,B,-68.32425219190144,A,-18.322454773179928,74.2506301022635,-44.27521030155044,-5.4244634366954845,-68.20890449799487,A,C,A,C,B,-84.52032388536071,19.907700095548957,1
Single,-75.84160777415516,167.09488118818626,C,-190.2912813657798,D,35.523965915429194,A,-91.28441881549355,-63.30083741148197,7.110375781718388,59.02947506492089,133.90737600298067,A,E,B,C,A,138.8905274841717,155.42988777231076,0
Married,-80.05037221855149,10.58597742407932,B,-36.720669644164545,C,166.8800816103945,C,93.1492274345826,-33.090329333055635,-65.77986183716976,-35.94035070945374,46.13807170789883,A,C,B,B,C,-173.37281945640285,-20.30618317675388,1
Married,-45.5262434048471,120.71713865027051,A,31.033610237501247,E,72.63457429852889,C,-84.14078032878984,-26.881912451712182,-154.984759375739,-143.09824983821727,87.96531656262123,D,D,E,B,C,79.84976332040702,23.704404244741973,1
Single,97.317345528688,-48.70707435530042,A,40.12999984221696,D,-124.55894408369794,E,-45.37992414374315,-96.65926319047948,29.102088125748026,60.3227426067363,-59.34805179533467,D,A,D,D,B,-47.60507095153643,133.17571549734853,0
