marital_status,genero,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,Female,Other,C,A,D,D,E,54.28827776945728,E,109.61039381161535,E,C,-52.403658459358915,E,-26.872685962529747,D,D,-123.5029442130868,0
Married,Male,Other,B,B,D,E,E,-95.39057479558475,C,-145.31340627538202,A,C,59.392770659674824,C,21.269053946708123,B,A,62.25911073169358,1
Married,M,Muslim,C,C,C,B,C,-186.87649087730384,E,53.54412486328422,B,B,44.73432061697953,D,112.03652867369811,C,B,-212.90109985759435,0
Single,Non-binary,None,E,C,B,A,D,71.27321753928982,C,-16.212925446044853,D,B,-33.522478991184514,C,11.529725217850725,D,B,-122.08583050135115,1
Married,Other,Hindu,A,D,B,B,B,-64.1725099937871,D,76.30105449811374,B,D,-27.293105531409704,E,-42.70725578855676,A,D,26.393748556149397,1
Widowed,Other,Christian,D,E,E,B,A,8.27159677300539,A,146.53714113582467,E,C,-49.2236169576654,C,40.81547025573214,C,B,-103.077925058801,1
Single,F,Muslim,B,C,B,D,B,103.14104981957237,C,77.78886638964678,C,C,38.379760397031134,E,96.84928916210905,D,E,72.10859922968218,1
Single,Female,Hindu,A,B,D,E,A,-35.3979213951935,B,-9.477685852686827,A,B,101.93528717147808,B,73.46176380648521,C,B,-15.541501749743357,1
Divorced,M,None,A,D,C,E,C,48.10022324565625,E,27.4603013288228,B,D,43.73282852631549,A,23.877669396353358,B,A,74.76653996867192,0
Single,Other,Muslim,E,E,B,E,D,23.78155054981403,E,-32.10043129350185,D,C,11.772798817835499,A,314.6622671443326,E,D,-7.528393925340423,1
Divorced,Other,Jewish,C,E,A,A,D,87.77546814339216,E,-95.44945689342144,B,A,-38.290112167813135,C,110.76849714746928,C,D,1.8393343688787513,0
Divorced,Male,Jewish,C,D,B,A,B,66.02197067296525,D,-29.564197701158612,E,C,62.32733280716744,C,10.476138372105249,A,E,-78.648503630978,0
Divorced,F,Jewish,B,D,A,A,B,151.9258710866716,E,87.42370170704234,C,D,-6.839509509493663,E,-0.05705426572195738,D,B,42.429840471367584,1
Married,M,Hindu,D,D,A,D,A,-8.790729353110544,E,-14.129228571673243,E,A,78.44061278722188,D,-14.765814272482228,D,D,93.5942060795081,1
Married,M,Buddhist,D,D,C,E,E,29.34497820311955,A,96.94926446376681,E,E,-35.94413458738476,A,30.07325765384049,D,A,5.570501746514394,0
Divorced,Female,Christian,B,C,E,D,E,92.06518152210073,D,-73.56979204805262,A,D,13.206393418022747,B,-62.29085047955651,C,C,29.224310495535832,0
Single,Female,Buddhist,D,D,A,C,B,-41.8407759397939,B,79.06810146667608,B,E,108.95735977592548,D,45.57426615281079,E,D,-137.565912026062,1
Married,F,Christian,D,E,A,B,B,74.41621843266807,C,-24.55156644645779,D,E,-15.702373432661194,A,-55.29172077088001,E,E,15.872733202800775,0
Single,Male,Hindu,C,A,A,A,D,26.43102568272394,B,55.302592551649155,A,A,87.49328523035672,E,105.07725357835265,D,E,98.26820391639951,1
Married,Female,Muslim,D,C,A,B,E,10.558072620064765,D,114.7208861749903,D,B,-110.47746580516977,E,-152.4821995089994,C,B,-24.852623365488668,0
Single,M,Christian,C,D,C,B,C,-57.21181630438662,A,-160.72177580924838,A,A,166.51464572746445,E,111.39797117419899,D,B,89.10350680263883,1
Single,Other,Christian,E,B,B,E,D,50.51046089942094,C,44.07918484931913,B,D,68.7737265190918,B,-116.29386622708193,E,E,50.27715669856732,0
Single,Female,Hindu,B,B,D,B,D,107.06451631135808,C,21.018903601730806,C,B,-19.414877885019678,D,2.041680217656891,B,B,-194.49444839357838,0
Single,Other,Hindu,E,B,A,B,C,48.32467662388151,A,-85.99618495861509,D,A,72.9925674245917,D,-35.86861469195179,E,D,-48.8599930172381,1
Married,Female,Hindu,C,E,C,C,B,130.24526541202405,E,-27.11671947404136,C,E,35.63884094371791,A,-1.4406966748709065,D,A,-21.177354242968853,0
Divorced,F,None,B,D,A,D,A,-81.24034661381842,B,-147.13214785641037,B,B,49.719123478283976,B,-66.95182286038435,C,C,-133.50171558659417,0
Divorced,M,Hindu,D,B,D,A,A,-107.4312826989943,C,-37.459658670020886,D,A,79.31980720655503,E,13.005787636324193,D,B,175.97111091070525,1
Widowed,Other,Hindu,B,D,B,B,D,-34.483178706134,E,-65.3559597034236,A,A,22.426957599655665,C,-60.64436294031664,E,D,-32.702786766190414,0
Married,Male,Muslim,C,D,C,B,D,17.951669240918303,D,-92.00486209204647,B,D,13.367871121447763,C,89.03939084769387,C,B,21.135302187997482,0
Single,Non-binary,Other,A,C,C,E,A,-7.494859011858058,D,116.25060090156019,C,A,-67.63632682234721,A,-45.40887934990565,D,E,-21.768873690478028,0
Single,Non-binary,Other,A,B,A,B,A,36.33403905601169,B,-145.83168170309605,C,B,103.35018835463931,E,-172.32015190952885,E,C,-142.03549269723652,0
Widowed,M,Muslim,B,E,E,E,C,-192.30602489710168,E,15.971415078839032,E,B,237.10852677684534,B,-44.44533159950324,E,B,-67.71436366556266,1
Married,Female,Buddhist,B,E,D,E,B,48.06458447855641,B,-53.42215543028662,A,B,100.39395401817823,E,56.38151372970876,C,B,-103.65915705263168,1
Married,Female,Christian,A,C,E,E,C,-133.690274620429,A,2.566554138514876,C,B,-51.21104964772611,A,-52.05302612264966,A,D,89.90478097435887,0
Married,Non-binary,Jewish,A,E,E,D,B,0.25446657452187804,D,-97.22989141205501,E,E,-52.44376427470387,E,31.592580758268713,C,D,182.61577283237892,1
Divorced,Female,Other,E,C,A,C,D,107.28035710947603,D,89.33770743552945,D,C,-11.190818075411533,D,-49.14454562188146,A,E,-97.6840366425625,0
Single,F,Hindu,C,A,D,B,A,66.78926742058377,D,-33.54812357086944,A,C,149.5912816797393,C,14.296289320683398,A,E,-151.48245607286506,1
Widowed,Non-binary,Hindu,C,A,C,B,D,27.55917461986503,D,-134.3679602927036,B,A,-147.68980325163156,A,-65.29680734101181,B,D,-190.72366811977537,1
Divorced,Non-binary,None,C,A,E,E,E,-107.46656845539415,D,-20.98784723342503,B,A,37.38803928148774,A,-96.5706062751427,C,C,223.72323143857807,1
Married,Male,Buddhist,A,C,E,E,A,6.676179536159567,B,-74.32009116147007,A,C,190.23705667742402,C,98.76424876902529,E,E,-12.158908169430244,0
Single,Female,Hindu,D,C,B,E,B,-102.21425332726297,B,-33.233526538949896,A,D,-25.95098177680604,B,71.58494751802826,D,B,30.37278736961393,1
Divorced,F,Other,D,E,A,E,D,4.073121910065297,A,-22.70333996918267,D,B,31.874509037352457,A,-93.2296639098886,D,E,-54.56883897075039,1
Widowed,Male,Other,A,A,B,B,B,29.513200272466953,B,-14.314749839743483,B,A,-235.18152942444956,C,-79.34787478531871,C,E,11.325154194770201,1
Married,Other,Buddhist,D,B,D,A,C,82.05344821809794,E,22.991290626407128,A,D,28.316442048243466,B,-28.861022789333397,D,A,-88.17927219169911,0
Married,Female,Muslim,A,D,A,C,D,53.091258956001866,D,170.7073161151293,A,C,-233.46950892146924,E,-26.403129353452933,A,D,113.14100765572617,0
Widowed,Male,None,B,B,B,C,C,237.06430080803602,D,98.890836377241,B,B,46.21407109638192,B,-196.2246309617547,B,A,45.03773150575922,0
Divorced,M,Christian,E,B,A,D,C,12.507614166442963,A,-79.07339002063244,E,D,-34.79426448320155,D,54.13467348251557,C,B,-51.040913617500024,0
Married,M,Jewish,C,A,D,E,A,87.06163666450507,A,168.44692906100187,E,A,-45.544368593366244,D,-115.12483142792358,D,D,-138.8607779814046,1
Widowed,Female,Hindu,C,D,E,E,A,69.15743417384446,D,68.48427651861971,B,B,-21.468922482210985,B,-79.15566274833546,E,D,-55.23922114810509,1
Widowed,F,None,D,D,E,E,E,47.143986982068455,E,-49.83335623414082,C,B,-8.429367254241026,B,-32.26286442893952,A,A,193.4819522508203,1
Married,Female,Muslim,E,E,E,E,C,82.39545464137157,D,50.301416420670144,D,B,-111.18419170930605,A,-118.79755121163072,C,A,-40.24363116371965,0
Widowed,Male,Hindu,C,B,E,A,E,66.12045360729375,A,99.74519186848764,C,B,-59.38290751707065,A,-17.35245329822154,E,A,87.72331163364944,1
Widowed,Female,Other,E,E,D,D,C,-59.326481922214,A,-116.15850883982053,E,B,109.90629265766468,D,187.26201905226924,E,D,-137.7264179392232,0
Divorced,Male,Other,D,A,D,D,B,2.8867502163841285,D,158.6577520497378,A,E,-16.672039380023204,E,-68.52286214483487,B,B,95.53549605459106,0
Single,M,Other,A,B,A,C,A,-1.54511810419365,B,-14.15683037078714,D,C,53.29655583135241,A,-72.08570603930535,E,B,-113.93684018193579,0
Married,Other,Hindu,D,C,A,A,C,30.225920815636943,E,-70.51388871343762,A,B,137.96451473253438,D,-26.86249699129761,E,D,-11.78708958189767,1
Widowed,Female,Buddhist,E,D,C,D,B,-13.080848002039414,B,185.344055675138,C,B,88.85924158862193,C,127.29726254627548,B,B,-121.84986137666895,1
Single,Male,Hindu,E,B,D,D,B,-90.74328077707324,E,-21.584666178810476,D,B,93.5420090123862,B,90.50535925747886,C,A,-5.227046901088199,1
Single,F,Christian,D,B,C,A,D,-107.82248767031028,E,-66.74788248560782,C,A,36.9390337048917,B,-139.40517611452537,D,E,-97.54243432038227,1
Divorced,Male,Muslim,B,D,A,A,B,72.02385445529322,C,-136.83571046198057,C,D,-54.100212080231536,B,114.6961375428486,C,B,105.79361904499682,0
Married,Male,Other,E,B,A,C,A,-62.53224264026215,C,-111.45470784979577,B,E,56.86611337089237,D,80.52358457373082,C,C,1.9560662439595453,0
Married,Other,Christian,B,C,D,E,A,-45.97053189962193,A,-12.946220525604476,C,E,47.88483693131591,A,41.7972439686463,B,B,-59.40922433388322,0
Divorced,Other,Christian,B,A,C,A,C,15.861869631292622,D,-85.15016296501159,E,B,109.95265979940294,B,-70.92074943475308,B,A,42.16811627120882,1
Divorced,Other,None,C,D,C,C,A,-187.3382718403735,E,-176.8668799878951,B,C,-254.49425510235045,E,69.34099599845082,B,A,44.84115761648205,0
Widowed,Non-binary,Muslim,D,A,C,B,A,-11.296224636906052,C,22.51622732328226,E,B,-129.6919357540946,D,193.0469620336705,D,A,62.88064894324917,0
Divorced,Other,None,B,D,A,D,B,-95.30265717613752,B,48.63527265173348,E,C,124.53464001271055,B,-28.1353226506961,D,A,145.43278007579744,0
Widowed,Other,Hindu,B,E,A,D,A,56.408001066380066,D,137.34988421450163,C,B,72.21109509829758,D,101.61711481703016,E,C,54.780032105749946,1
Widowed,Male,Jewish,A,D,B,C,D,-132.70984991963527,E,-64.12883204881213,A,B,50.40269716641751,A,90.21637808591761,A,E,21.79143089006503,1
Widowed,Male,None,B,D,A,D,A,-9.379813082009493,B,-30.360839249198712,D,D,-60.96118099366885,A,119.5648968713484,E,C,183.90475780337653,1
Single,Other,Muslim,A,D,D,B,D,-98.89512817629881,E,-21.4970477286969,E,C,-2.790855734946046,D,-70.12428944776524,D,E,-8.131721165794165,1
Divorced,M,Other,C,C,E,D,B,74.36306117700676,E,31.95698895685169,C,D,-36.50953857589841,A,61.78756463827209,D,A,-1.356040725872086,0
Married,Male,Other,C,D,E,E,A,-52.527868578830606,D,-61.29190866754518,E,E,-32.5056846672781,C,-108.83775403663039,E,B,25.643062268150473,1
Widowed,Male,Buddhist,A,C,B,E,B,249.3548800571789,D,-141.7581741822111,D,A,224.81219253237978,B,-83.57037801244543,C,D,4.125182921988212,0
Single,Non-binary,None,E,E,A,D,B,69.44968763824342,E,-64.630981068109,B,E,123.95385617164041,B,-83.51523837622392,B,C,-122.84482322860441,0
Married,F,Christian,B,C,B,D,D,117.6559566476348,E,-64.02244220762834,D,B,18.36335263259897,C,41.90260318452251,D,A,5.2388957920652635,0
Married,Male,Muslim,D,D,D,D,D,-82.3425343216231,A,-110.12318302123853,C,E,-57.451122000563004,D,106.82398100582529,A,B,-29.9191659489985,0
Widowed,M,Christian,C,A,A,E,A,-37.993348823029294,D,60.697327394010195,B,D,-29.95139495896508,A,65.97590515586275,D,B,99.98695884329226,0
Widowed,M,Hindu,E,A,B,B,E,60.6605423180823,E,-42.17193230994501,B,C,-162.10314411995992,D,118.45285231789356,E,E,94.9285118326724,0
Divorced,Male,Jewish,E,A,E,D,C,-100.70889932195493,B,-26.56459583308247,E,A,96.67602139030951,C,112.6398245323901,B,B,26.15257065362837,1
Single,Non-binary,Other,B,A,D,A,C,-2.470743565854766,C,-221.6386538120473,A,B,120.25515817508202,B,-52.51725621599779,A,E,57.73534737924933,0
Divorced,M,None,E,E,D,D,D,122.28535930416852,D,-23.233632744849267,E,C,-48.646853638675466,A,22.895517256873525,E,B,-75.48187794626864,0
Married,Female,None,C,C,C,C,C,108.55271548998017,B,-76.17468157591593,A,B,112.93072711245821,E,107.63594953149254,E,D,168.61912429996892,0
Divorced,Non-binary,None,B,D,D,C,E,49.6265449538951,C,52.219675039395405,B,B,24.64556772348217,C,187.59573307026017,B,E,129.4831283147571,0
Married,Other,Christian,C,B,D,A,D,-99.05895325826903,D,-55.43141488966686,C,A,160.28569050217746,B,-121.01433460796873,B,B,-125.34814997338172,0
Divorced,Non-binary,Christian,B,C,D,C,B,-19.368525778113895,C,49.400046546806394,A,E,-157.6971535304608,C,148.91666925031498,A,C,-124.69149160968729,0
Widowed,Other,Hindu,D,E,C,A,E,-46.37486877741467,A,-30.601431489938864,C,D,-26.448677635001417,B,41.04819029142886,B,D,80.07140074933716,1
Widowed,Female,Buddhist,E,A,D,B,A,-159.17126294035862,B,-134.8335559394769,B,A,-126.8048558950085,B,-2.6014334336974496,A,C,-42.99722393599733,0
Divorced,Male,Buddhist,C,B,B,C,A,19.84398743818239,A,-155.8600907566317,A,B,-55.85517046421374,C,165.97970009398477,C,B,47.18179229777787,1
Widowed,Other,Jewish,E,C,A,E,E,-82.69167965191329,E,201.0981308595269,E,C,29.349061633456675,E,-25.793996569800843,E,C,-13.362069149854108,1
Married,Male,Hindu,E,E,A,D,A,68.78084858794541,A,-116.61764800939255,D,C,-9.137907853650693,A,-213.82307904880292,D,D,31.689783208886418,1
Divorced,Male,Muslim,B,A,C,E,C,-89.19036748992993,C,50.946715903137296,D,D,149.7506860771918,A,26.074440489076434,C,D,32.110454066804564,0
Divorced,Other,Muslim,C,A,E,C,C,64.64364123326266,E,-52.03585335952062,C,E,-190.10621739687764,A,-29.673265404545347,C,D,-66.33754578697139,0
Single,F,Christian,A,D,B,C,A,-123.27262440118236,E,-104.83924554105452,B,B,-93.46440210470034,D,41.414288189359965,E,E,-126.18719827852792,0
Widowed,Other,Christian,D,B,E,A,C,341.42971978863125,C,-116.50888754053787,A,E,91.0210025988327,B,57.30568567662275,A,E,110.50365740093883,1
Married,Female,None,E,D,B,E,D,-26.698321404791987,B,6.8687648045731535,E,E,-80.74183575464517,A,56.283038311799075,A,E,100.6226447383905,1
Married,Female,Muslim,D,A,C,C,D,96.84448000195148,C,50.737250147148316,C,B,-19.495774240542012,C,44.07642158435664,A,E,43.43606155129539,0
Widowed,Other,Jewish,B,D,B,A,C,-126.65835096034688,D,114.50916015546109,B,C,-207.42232015285532,D,33.60714424380032,D,A,81.87755595336664,1
Single,M,None,B,C,B,C,B,20.594158387560014,E,-31.112382392362804,B,A,-105.3367181293722,E,131.1066103565964,C,A,-139.4293801875347,1
Married,Other,Muslim,D,D,E,B,A,-15.424462963294536,D,-33.31887133042572,A,D,85.38230761744131,B,101.01479784694887,E,C,71.89335356073877,1
Divorced,Other,Buddhist,D,C,D,D,B,-163.23891904736263,C,88.37388256155296,E,D,32.0217596789709,B,67.44145945754582,E,C,-87.9917541731276,1
Married,F,None,D,D,C,B,A,14.033914991260671,B,69.8486220416204,A,C,-189.43004245990898,A,-11.560173615638277,B,D,-95.15196312770664,1
Married,Female,Other,A,A,E,C,A,-188.1855683861179,C,68.01713238905673,A,B,1.318584072238225,E,78.19550609425764,B,A,189.05219382992868,0
Widowed,Male,Muslim,E,E,A,E,E,-190.9296033609823,A,-72.30727195645495,A,B,-150.23333572482,A,-167.0732455441501,A,A,-93.18778550615585,0
Divorced,Other,Christian,E,E,E,D,A,32.40931701357674,C,89.52436250902106,A,E,79.78301746961873,D,-31.593784955297576,B,E,-248.05683541607002,1
Single,M,Buddhist,A,D,D,B,E,34.39280550567227,E,-51.551093550275695,B,A,-161.22899473642056,D,19.382310475485838,B,D,68.04059617257401,0
Married,Female,Muslim,B,C,B,A,C,-227.50926109992972,D,-32.6269817832726,C,B,-49.82173748570544,A,30.584749376954672,B,D,-222.6398943302394,0
Widowed,Male,Hindu,D,A,B,E,C,-70.46531672447152,B,82.50820518950368,A,B,-186.52048450919847,B,149.33205460993273,D,B,108.00045422152564,0
Married,Other,None,D,E,D,E,B,63.01947855705914,C,-140.4971043399309,C,D,-51.39426801246324,C,-39.38523482656236,C,C,28.551395488098407,0
Divorced,Non-binary,Jewish,C,A,E,C,C,165.12552148561076,C,-109.78385613861685,C,B,-20.547308861071354,A,-10.814363060587773,B,E,-181.63290196087914,0
Widowed,Female,Muslim,A,A,C,D,E,-89.81923281942008,C,97.67827581341322,B,D,37.286053377838535,A,-18.238597979989756,D,D,211.83681968904747,1
Single,Male,Muslim,C,C,A,D,A,152.83759564283994,E,-95.80006381964739,C,D,84.3120870683886,C,-48.39182745368829,E,D,68.55715636275512,0
Single,Male,Muslim,E,E,C,C,C,47.724342484748,D,15.701052846788244,A,B,22.68590701486131,A,56.78955169635902,A,C,-39.80383991878399,0
Widowed,M,Jewish,C,A,B,C,E,230.35441611361355,C,-96.2904974477085,A,E,150.43665260902043,D,-31.561983663461714,E,B,151.05019860719926,0
Married,M,Other,C,D,D,D,C,177.14672675195945,B,98.64461571742171,C,E,22.52160865631535,B,-66.07431170296466,C,B,-66.36737601658427,0
Widowed,F,Jewish,E,D,A,D,A,-178.0745438306567,B,228.64475478342035,D,B,-124.20780331916292,E,25.235955767923755,C,E,55.79526933581877,1
Single,Male,Other,E,D,B,E,B,22.322123588103068,D,19.557423335764533,A,A,-30.64542931995369,C,145.53147426002556,B,D,-34.63175354460738,0
Married,M,Buddhist,D,B,E,E,D,180.0352986237352,C,104.68810928090629,D,D,-32.80179639416449,A,-18.50563050079205,E,D,63.24953761689822,1
Divorced,M,Christian,B,E,A,C,D,-65.97584695566951,C,57.491243751822964,E,B,155.1001173843242,A,-82.36952865811506,C,E,60.875602187469035,0
Married,Male,Other,E,D,B,C,C,14.001256204100427,E,92.8388624765837,A,B,27.838388846971824,A,294.0601298400092,C,B,96.23126096932634,1
Widowed,Male,Muslim,D,A,E,E,D,-36.41235378133261,D,29.416383920464305,C,B,-55.33493063639927,B,3.782111833869838,D,C,-91.81041780616796,0
Widowed,F,Muslim,A,C,B,D,E,-74.10225502706653,A,-18.07058622952282,B,A,5.510617294958327,B,89.60393868865089,A,A,53.11759972328882,1
Widowed,Female,Muslim,D,A,A,B,B,44.173134126368126,D,-122.34828747591028,D,B,53.1742639574722,E,-67.59366174352812,D,C,-17.32003829667248,1
Single,Female,Buddhist,B,C,E,B,D,-13.906949554002281,B,185.52271770238215,E,C,5.304635053742945,A,12.318596250884505,D,A,-37.34075434715029,1
Widowed,Female,Other,C,C,B,E,B,15.969101912513642,E,32.992210497317416,D,E,126.3888464878988,C,192.3185032496384,A,E,46.300117031827675,1
Married,M,Other,B,A,B,C,B,180.39469541693768,C,33.58027588627176,A,A,-0.5976991956592638,C,18.862360382698952,A,A,128.1283909632576,1
Divorced,Other,Buddhist,A,D,C,E,C,61.54187379308558,A,60.59769160500873,D,B,50.70423783964254,D,7.49145189327452,E,E,49.492324698332816,1
Widowed,Non-binary,Muslim,D,D,B,D,A,15.261809522291792,E,65.14076629915833,A,B,19.021791977354525,C,-60.71153282187135,C,D,-185.741758954752,0
Widowed,F,Hindu,E,A,E,A,D,59.381862858882094,C,-41.211626744870536,C,E,-202.19125393648397,A,103.4129713109026,B,E,109.95283779425176,1
Single,F,Jewish,E,A,B,D,E,-45.471272778246565,C,-62.72615585340523,A,A,-50.06400087127292,B,46.986947445086855,E,E,-202.29640219133302,0
Divorced,F,Christian,D,A,D,D,A,54.93771924491801,E,-6.448892309338437,A,C,-6.978838933047299,A,133.39314308720316,D,C,-59.31424066534156,0
Married,F,Muslim,A,E,B,A,D,-40.9032654533123,E,103.2784825390866,D,B,85.17950635251448,E,-174.06560021607152,A,D,-111.025207270672,1
Single,Other,Muslim,D,A,B,E,D,-67.50729482647263,D,75.47235880220087,E,A,243.59592075908324,D,161.7599901813198,B,A,-234.87842300712742,1
Widowed,Female,Buddhist,E,E,A,C,E,40.95206016566486,D,61.55130182698502,C,D,28.456825083337133,B,-141.15311491360347,D,D,4.8927944554687475,1
Single,M,Muslim,E,B,A,C,D,-19.37236308289478,E,-30.615892875250957,C,C,-8.766861568763213,D,85.7519815825384,D,C,-26.142829804681117,0
Divorced,M,Muslim,E,B,A,E,E,-170.39302822318035,B,-20.225444122904154,D,C,140.990069013491,E,73.65449648505448,D,D,57.68450356281952,1
Single,M,Christian,C,C,B,A,A,-23.057212247774746,E,132.3418179672231,D,E,-16.4905532427452,A,-44.882586489035646,D,E,-77.07799042606473,1
Widowed,Female,Muslim,A,A,A,A,C,-139.6242719374072,A,61.64130910410906,E,C,-96.86578094544154,A,-98.72917527813568,B,B,-40.17449721283256,0
Married,F,Christian,C,E,E,D,C,-115.31848008503572,B,-4.112573247743136,E,C,95.08342371866303,A,182.4801819338846,D,B,-184.69746303369644,1
Single,Other,Muslim,A,D,A,E,C,-106.35984430224548,D,-5.9707187909378465,C,B,176.91260427225757,B,-180.49548311203756,D,C,-29.56790247707335,1
Widowed,M,Muslim,D,D,A,D,C,60.17639101347514,D,66.92139844702469,A,B,-58.605704145132364,B,38.28688776258177,E,D,64.816821095923,1
Divorced,F,Other,D,D,E,E,A,0.1604127578288677,B,61.52230941061433,B,A,39.3739996372593,B,63.94520568140004,E,B,-21.000879175070732,0
Divorced,Male,Other,E,B,B,B,E,60.92524568916391,B,-40.7446507878881,E,A,13.00135003465875,B,61.87125879641731,D,A,27.168654801152105,0
Single,Female,Jewish,B,B,E,E,C,-47.829579137209805,C,-46.38733061092166,B,A,22.292920322927664,B,-163.8857248779285,D,D,31.85872490281302,0
Married,F,Buddhist,E,D,D,E,C,3.100308409030866,A,99.83355988214952,A,A,4.822485539445016,C,-47.51746875973309,E,D,-61.49356846571873,0
Widowed,F,None,A,A,C,A,B,28.443328782539446,E,-113.76636181280988,D,D,53.17439963663032,C,13.003442620420325,A,A,15.854388421704583,1
Married,Other,None,E,C,C,B,B,-172.73446187007667,D,-219.98258645772668,E,D,-148.53190866913326,D,-138.51752148373762,C,E,-28.17835072751912,1
Married,Male,None,C,B,E,E,D,-189.0945715944141,B,-7.501113504258187,C,B,129.83544973939306,C,126.0746844347163,E,A,-159.69174788231115,1
Single,M,None,C,E,B,A,A,91.29515585931965,C,-44.00714815556981,B,C,-217.35281606348133,B,46.67548429768155,D,C,121.81631691548762,1
Divorced,Male,None,A,C,A,A,D,-82.51071607949396,B,57.60243964326436,E,D,-0.577964095335191,B,-78.32532909972073,C,A,69.68368722549206,1
Married,Non-binary,Buddhist,A,B,D,A,D,0.2610707058263523,E,89.73034577499332,A,A,-16.20809431913544,E,37.82000241832642,A,C,35.76444441740515,1
Widowed,Non-binary,None,E,B,C,D,A,-36.82305415748413,D,-183.71788186760807,A,E,-38.97371412346528,C,-189.72672583470947,A,D,6.389864503913946,1
Married,Female,Jewish,C,D,C,D,D,81.97135128769256,C,-206.46043878884876,D,E,46.390069348598246,D,87.62210857540319,E,A,7.171365352543273,1
Widowed,Male,Hindu,E,E,A,B,B,80.83838665902977,B,-25.286169304033727,D,C,25.570039623745643,E,-86.97376178457961,D,A,-61.848703983618,1
Single,Other,Buddhist,A,C,A,A,C,84.24097497670923,E,-107.59878513496257,E,B,16.929007836900116,A,-42.98450584544432,C,B,14.690047360770636,0
Married,F,Christian,D,A,C,E,D,14.059828876630254,B,-19.933348121241924,D,B,-7.654776499680745,D,117.43005770182411,D,B,120.59006350989492,1
Divorced,Non-binary,Buddhist,C,B,E,E,B,51.958436123687754,C,-52.44877919624054,E,C,0.2756891349057169,A,37.069264436900944,C,B,35.31315053373593,1
Widowed,Female,Jewish,A,B,A,B,C,152.4538715456532,D,-6.591324154834649,A,D,-9.352395149550434,A,99.09529842868518,D,C,49.36753072091837,1
Single,Other,Muslim,D,D,B,B,C,66.5086159453921,B,13.329486050875142,E,D,-130.02762585388746,A,74.42194592209765,C,A,14.87531220473857,1
Divorced,Other,Jewish,D,D,B,A,E,95.78046600605097,D,153.46995030559606,D,C,63.70287395615472,D,-107.54382122340782,A,D,-39.961603194826466,0
Divorced,Male,None,B,E,D,B,B,30.57793949906027,B,14.620245438146807,A,B,47.6806063293224,D,92.60724937486444,D,D,51.280141812684334,0
Widowed,Other,Hindu,A,E,D,E,E,-142.7513439160543,E,62.37147839227348,A,C,242.66148160050864,A,182.8595762825764,B,D,-91.22471614509017,0
Single,Male,Christian,B,A,B,A,E,107.80037153521884,A,7.466863273206941,D,E,-48.17511944463501,B,-19.77690468382817,D,C,82.20384189256798,1
Widowed,Other,Other,A,E,E,A,B,19.725848281045273,E,81.22975332698947,B,E,115.6609325101452,E,-125.33460829780392,C,B,-74.68156701571257,1
Divorced,M,Buddhist,C,C,A,B,D,39.690982753243084,A,-13.705097058170077,C,B,116.72416908948962,A,-60.851287590499304,D,B,-169.84185257183125,1
Widowed,F,Jewish,D,A,B,A,B,127.72285687474871,B,-81.24685537625888,D,D,-1.4599553298267662,A,22.919179751929168,B,A,144.0996359734616,1
Widowed,M,Hindu,E,E,B,C,D,143.28993537318541,A,175.65529328999494,A,D,-15.835663412823969,D,22.156861096451216,B,C,-39.4075944420965,1
Single,Other,Buddhist,B,C,C,A,C,56.01245531466075,C,-14.879327801713066,D,C,-56.88672169328518,B,-126.37060025417269,B,C,40.52816463479035,0
Widowed,F,Buddhist,E,B,D,C,E,-70.86470137356687,D,-86.13468763595917,A,A,-122.52394739741801,C,-114.95588606193907,B,C,174.12307661071588,0
Divorced,Male,Christian,C,D,B,A,D,-33.38412020905259,A,-71.39116468193349,E,D,128.04642399923213,C,-154.5667457214824,C,B,15.133969384027141,1
Married,M,Muslim,E,B,D,D,D,-38.41834173048687,C,-211.4977391778067,A,E,-53.69805754305759,B,39.31388875043429,E,C,120.13692120022861,0
Widowed,Non-binary,Buddhist,A,E,A,D,B,-116.16675393473102,D,21.112090464485583,B,E,52.94348923934703,E,35.32547129259665,D,D,-127.66987209309941,0
Married,Non-binary,Christian,A,A,D,A,B,125.58973071757833,C,-12.613770536227603,C,C,-164.39546999525066,D,201.38791376659134,A,D,-98.82101682444923,0
Widowed,M,Christian,A,D,B,C,A,-117.65827841313701,D,141.12222845493588,B,D,-25.71699852110233,E,-173.4690917062251,A,A,-29.726125862779817,1
Married,Non-binary,Muslim,C,D,C,B,E,-70.09561596811635,E,53.182670394820185,C,B,-12.994687528851992,B,-8.697073131131258,E,E,-21.954550369613802,1
Widowed,Other,Christian,B,C,A,E,E,81.36828727994569,E,-97.79423040283302,D,D,118.1954714099176,E,-1.4596670352512913,A,A,140.96994541536577,0
Single,F,None,A,A,E,A,C,-199.04966682732314,E,4.071281610397696,A,A,34.791570221558146,E,-10.784692704040385,A,A,25.208032842641376,1
Divorced,Female,Buddhist,A,B,C,D,A,27.56699244251016,B,31.745475261406746,E,D,26.310103497863924,B,-122.25832460045214,C,A,50.29336216401964,1
Widowed,F,Other,B,D,D,C,D,-33.107366991365325,E,37.99584331569366,B,D,-60.223746039821044,A,-2.7146563505626524,D,B,4.495644130691524,1
