age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
51-65,E,42.88822011657677,-58.352645493049025,-216.03714919219806,60.360419126461295,D,E,C,95.27137097390967,E,6.231316482660901,B,B,E,E,0
18-25,B,-11.10392446851544,44.233286120720635,-241.30166678730896,-27.538526713966778,B,D,D,-39.88070069778586,E,-38.703565965003165,B,C,A,C,0
36-50,B,205.12922858974147,14.248214945480047,116.59964652736659,88.25344952826187,C,E,A,153.73828593633158,E,20.46986632695213,D,B,B,A,0
26-35,B,204.81664771918093,-141.2709499593677,3.7610003778167562,28.635366900200665,C,C,E,1.3420857031223257,D,-43.54898741011663,A,A,C,D,1
51-65,A,-103.66777561751748,8.205278676580845,-66.29965542316043,-61.74781687386014,A,D,A,-102.10015077245839,A,-126.63034781603875,D,E,E,C,0
26-35,A,-13.537584233900791,-46.89807648051656,65.58014550596745,143.39651107611638,B,A,A,-56.934590318991006,E,-129.9544582082956,C,A,D,E,0
26-35,C,77.03129295671243,-73.67704356277038,14.29775485244941,38.73018332719686,E,D,C,-94.80499953368776,D,55.43927029596173,C,E,E,B,0
65+,C,-83.99642608757529,-146.0619532886629,-28.01866648087772,58.003483299738775,D,D,B,191.71965931589997,B,-109.48185238838019,A,E,B,E,0
36-50,E,-85.71164076581536,100.43067740664031,-154.19656602098536,-72.6286288818701,A,E,C,172.30204589385684,C,-19.02637648886921,E,E,A,E,1
26-35,A,105.80168920666937,64.11933455062909,-9.67582049174014,-12.759404920441893,D,E,C,15.002550320222435,A,185.91668107791384,E,C,E,E,0
51-65,D,64.39589868151731,-33.494819275594594,42.80623781650343,-135.54252879205777,A,B,C,35.12021506531548,B,42.921027028916235,D,A,C,A,0
36-50,C,-132.45432788398895,17.626717183000903,-18.502695168334224,-182.15818976622933,E,E,B,-103.62227762944838,A,-111.89863271306079,D,B,B,C,1
26-35,A,58.099712642008214,-39.3482587346161,-72.57701815517794,83.69536095827436,B,B,C,-88.72910029038334,E,54.12994625775782,E,E,E,C,0
65+,C,81.45934415005242,-104.20043970211519,-41.20224438988874,76.09731949603855,E,C,E,90.57394996970368,D,87.1590697833887,D,D,E,B,1
26-35,B,161.73334650670478,21.492412918088906,208.56610037987932,-54.829278016510855,D,C,A,-1.9052751087157604,D,-113.69301497311253,D,C,C,C,0
65+,E,124.08875422643035,52.44915182215156,-73.08580399104699,155.22613067392425,A,A,B,81.89184548487954,C,28.73773351686431,A,D,A,B,0
18-25,A,-13.820554459820162,-41.462726740253416,-94.71184000950255,-90.61264587248664,E,A,E,-55.305007248109426,B,-22.07377079684473,B,B,E,C,0
51-65,D,-13.903274212102584,-111.07570773665483,-69.45708127779201,-133.73162557270408,B,A,B,-9.799006692476068,B,-60.97678785940428,E,E,A,B,1
18-25,C,-2.8206850703391853,-130.21921153958672,164.42190736048545,-125.60687362935666,E,A,E,4.223985574967797,C,-210.1637137133611,A,C,B,B,1
18-25,B,-18.268546638916167,-62.582388964785984,264.96982236453096,-65.24874536288536,E,A,E,88.16218687268088,B,-32.22122942811947,A,E,C,B,0
36-50,C,-60.64493945717765,12.532890030539775,92.28992594251157,125.3347705617506,E,D,C,55.0716718479941,E,80.1948454478763,D,B,A,B,1
36-50,D,39.7899953707452,114.65978298584172,-38.77990129482707,-2.7118153460951815,D,A,B,94.41684979970391,A,18.235854387694207,D,B,C,C,0
65+,B,-253.48286970302775,-24.841632133105694,-53.23944840160036,-15.457177534034935,C,A,C,-69.16350394619238,E,-21.251575428882933,B,D,E,D,1
18-25,B,1.6164393621237956,-173.72444236400455,104.1227697597872,-59.12863751820817,E,A,B,-147.18721253978518,C,-32.24395494348219,A,B,D,E,0
65+,C,-64.15756723318704,-26.999730895732892,25.890126036070722,229.73004495930084,E,C,B,147.62313301049963,D,19.32539464813152,C,D,C,E,0
36-50,D,-109.39241029167664,37.030485625039674,-19.348408489230536,0.7914773809713582,D,C,A,-83.55882051156406,E,-45.03103899741333,E,D,D,A,1
18-25,B,-134.24946201343698,-43.60697847973301,62.70583942005299,-6.639215680113263,D,E,C,-77.96282226455945,E,95.24321297484282,C,A,A,E,1
51-65,D,-47.16865545811613,87.45122808381994,-5.2218463025983635,23.966302036999892,B,E,D,-161.97478684686456,D,2.360669863264064,B,C,E,B,0
26-35,D,-44.10767250688622,58.992799553617346,78.55352448612808,114.61611247725925,C,D,D,-12.261724596450609,B,12.341813228726647,D,C,C,D,1
51-65,C,-115.4208971891572,-11.976619447901566,-23.879994854668475,62.005643780796916,E,B,E,169.30756140517528,B,-147.37220489459693,E,C,C,D,0
26-35,C,64.80670261587275,-30.655459414613617,130.62214493037348,-2.162481990289118,D,C,C,-67.2195348259638,A,115.55934899751652,D,D,C,E,1
51-65,A,189.76367954437222,180.70551998582073,50.36553478509761,-8.23410188375048,B,B,E,100.87945770626085,C,33.61592754296787,B,A,A,D,1
36-50,B,-213.04976332133,3.3814452039115315,-63.95991616306045,-84.87293863554268,A,E,D,27.737324728276985,D,-51.35452759623451,E,C,C,D,0
51-65,E,57.67216410569874,180.26356143946313,-98.0006748706708,-158.4160164857028,B,C,B,-43.35977046534532,E,-101.0337415800677,E,D,A,B,0
51-65,B,-96.50026797323605,-217.58298590234176,46.42355882648972,63.023650910510135,D,E,B,-112.26635337488375,C,55.82243260095605,B,C,A,E,1
18-25,E,9.637311493403514,11.030999761321453,-139.5313358484682,-21.925987179602295,D,D,D,109.39261629888364,D,-89.20261720546402,C,D,B,B,0
51-65,E,148.21464900685964,35.541663144753606,-21.14813876957843,-53.08919413491952,A,B,B,64.64759542746134,C,40.149976013631715,B,B,C,C,0
65+,B,3.8304590321456944,75.72666852171993,14.716061665954177,-72.80137443262508,A,C,C,-65.30167122919991,C,-121.01752052509727,D,B,D,D,0
18-25,C,121.03201857982837,-212.75047461552026,-17.087038143478324,31.433754163292686,D,D,B,43.10901544542592,A,73.7756192712219,E,B,A,C,1
18-25,E,13.738896534138838,107.48009324240266,-68.44796808006738,93.42859813954892,B,E,A,-28.393797141571813,B,-182.48439684193752,B,D,D,A,0
51-65,C,23.099908810183837,-21.84768217100723,139.05958632516692,77.46662071071901,E,A,E,149.5208367990978,B,-110.72458098035713,E,D,C,D,1
26-35,A,-123.95003249993468,-37.0646748062238,-79.37343173102902,-97.05514489355832,C,A,E,-94.80433988938609,B,-135.79622834356982,A,C,C,E,1
65+,E,-32.81247557758198,-109.33545722699405,-52.74138181999282,-22.388791580539102,A,A,B,-102.99474128052857,B,-67.9878124512138,A,A,B,B,0
65+,A,-85.87474091964889,-127.08470227287667,103.7927053613662,-66.64895574713256,B,B,D,90.2583006219029,D,59.768810562421734,B,A,A,A,0
36-50,B,230.9687455334163,186.29462197489042,-71.14400526143932,31.483097878507078,D,D,B,-16.858930690535118,A,-59.005383456750614,D,B,B,A,1
36-50,C,-43.08800236905703,-9.82419949342982,-59.68216520272056,-83.43689594110239,B,E,A,-14.793946933748318,E,-111.93179108263756,D,C,A,E,1
65+,D,-120.85035474213093,-12.949590281577859,63.738287150422025,-137.7015367618342,A,E,B,-34.9203844014479,D,61.58906950401337,B,B,C,B,0
26-35,A,45.94159733512169,132.59780461813003,-67.1570094151385,-129.19731691258548,D,D,C,-105.55060931340093,A,-0.07171036784750877,D,B,D,D,1
26-35,A,108.44688410248722,1.338936517106156,-76.33661800801254,-139.21292760668794,D,E,B,-150.5168058700327,D,-35.0425350757832,B,D,C,C,1
36-50,C,107.51993133242132,-30.568716856406493,60.103937460738834,-159.31890046854193,E,B,D,-41.38564523448294,A,107.82827449068306,C,B,A,B,1
51-65,A,-30.83075896547568,-53.863125455047,-262.2480871124844,-36.05137147159693,B,A,B,104.58868889230895,E,-52.301535501446025,D,D,B,C,0
36-50,B,-183.74545635229583,-132.48887860315992,-185.88490590954882,-176.69669936668095,C,D,A,64.54304268845324,B,29.34010253457295,D,E,E,B,0
18-25,C,17.25226648150532,121.39844317388997,130.22598595233364,-102.29215540100019,C,A,B,-146.59862861042686,D,-20.351613434438054,A,B,D,A,1
18-25,E,-23.5164229911876,6.3972211808386765,144.7385374255642,-184.15061646571536,A,C,C,-101.1465154467992,D,-74.74183151463811,C,B,A,A,1
51-65,B,-36.9964487372331,64.8035856185086,-97.78358976900536,-145.4986216927206,C,B,A,36.308880499132385,B,231.40474074285348,A,D,A,E,0
36-50,D,85.65438220285793,158.58700584185516,36.108166260134176,4.591111971724753,D,A,C,9.410134735086618,B,30.38770147826504,D,A,E,B,1
18-25,C,23.390285753975064,-33.62868581835593,158.58087498271044,-98.62027600573018,A,C,B,32.51862966148873,B,-175.5036226805865,B,C,E,E,1
26-35,B,-69.83122581214361,-40.26248957417662,39.870343927287934,-34.26414434101475,B,B,E,-196.67572953285634,B,3.8202319248283727,B,A,D,B,1
26-35,B,-82.72439474583209,-7.210451628032545,-59.57432361542989,-89.04587353212932,B,D,D,71.93094640593458,A,79.71458160675388,C,E,D,E,0
36-50,E,106.54566081605952,64.39714178409704,109.14982540883385,-99.99610066790137,A,D,B,-207.0995289898287,B,-42.45921568714531,B,B,A,B,0
51-65,C,-69.53309465180696,-0.32384043051347644,-139.90202134687394,-33.00058770311783,A,E,C,-32.521566949899764,A,-80.77940136400893,E,A,D,D,1
26-35,C,-26.52352017714169,66.52336869150277,-26.82505788944568,-1.7180346408552027,C,A,A,12.73316355254359,E,131.0296453844848,C,C,B,A,0
36-50,D,132.66065488576763,-83.634072317651,6.724267324687084,-118.39223775930412,A,A,D,-53.467717396743865,E,53.77727722120381,D,D,C,A,1
36-50,D,123.23110848137036,-52.53393970339315,-139.06186411067887,106.78607089690797,B,B,A,-31.47063123239749,B,91.57519741117248,A,D,B,A,1
18-25,C,-8.882718753739491,194.12497447050572,19.274189709933445,207.21656998617678,D,D,B,53.90413020120629,B,-22.495901842317146,B,A,B,E,1
65+,E,-27.744293353807038,194.02670395889695,-104.78882780983636,-121.54051486071312,A,E,D,79.77233564386606,C,0.900517068492578,D,A,B,B,0
36-50,A,-13.45201452707493,-32.94465679122729,2.29901233828711,76.93677053546529,A,B,C,-28.421615758923842,C,25.58342119569867,C,A,B,E,0
65+,D,-13.244983322582463,42.54186422585477,212.35163070791052,50.44982164870223,E,A,A,21.757914781218446,B,56.23095471367752,E,E,C,C,1
18-25,B,-66.59833239867731,-63.615110314536494,-105.76081661856578,-68.35988682872176,A,D,A,6.661478427970438,B,-53.56792590377623,E,C,B,C,1
65+,C,49.16761950429721,-122.86891153990524,66.84348480521402,68.10523861427596,B,C,E,55.45001310284836,A,78.24794241682056,D,E,D,A,0
18-25,A,-226.8355046929631,101.39313597892254,-178.82070991265303,-51.46900127252112,E,B,E,-114.89248283552047,E,-4.223117469774616,A,B,B,A,0
36-50,B,-74.53516511079238,62.295213337642565,-10.582647782155384,18.474818267447173,A,A,D,-49.227641913784495,D,-87.88800960460954,A,D,B,E,0
26-35,C,49.45188926470189,6.897052430125093,-60.818447766053175,-2.2354626312574775,A,E,A,-92.74078221399142,B,-55.45157044069045,D,E,E,C,0
51-65,E,17.133168722214943,-101.37926035810645,-1.889347591508188,-65.48995337263759,A,A,C,97.98615431330404,E,-137.32184130797705,D,B,C,B,0
18-25,E,-58.14590898839879,151.8954969686245,-13.236698677021364,176.38533977814117,C,E,A,-39.39210032668468,C,-19.328404969891,B,A,E,A,0
36-50,D,37.49947460580679,204.19622570089948,143.08344959735743,109.3595728652736,D,A,B,145.32486265358938,A,38.96315913935727,D,B,A,D,1
65+,D,187.78461329254117,82.94542835998502,-162.29907598678233,14.375584810132342,A,E,D,-43.801663137099155,D,-55.16139460670265,A,A,C,C,1
26-35,E,77.97341587755199,54.57828019472504,-41.9506822948584,61.5946720918489,C,A,E,175.55022908684202,C,-76.68643528439524,B,C,D,B,1
65+,C,90.76098399769278,0.4112218582831426,-54.96969333209785,101.44464478327242,A,D,E,131.49251752353615,D,-116.80433996713269,A,D,B,C,1
65+,C,96.79131425125207,-108.24159737014416,37.702316130576705,-105.74962300960111,C,A,E,-160.60246826935804,C,150.75649640303345,D,C,E,E,1
51-65,C,-26.49166461465305,96.06779623203612,0.05856548259927158,147.1069053453901,D,E,E,-37.02134920315409,B,124.27276464074592,D,A,B,E,1
18-25,D,-135.48864355945486,-22.570314506855148,264.72208418560047,-2.171097845059643,E,E,A,97.56719003861028,A,-58.41714479759299,B,C,B,A,0
26-35,B,-210.71119618426292,12.12993016835591,312.05340659964287,-12.182053042011363,D,C,E,64.77666175888187,E,86.68972302577588,C,B,B,D,1
18-25,D,10.749798027965415,83.44749309539051,118.35499635951787,-96.91645793487645,C,D,B,-35.91612550291028,D,147.45688378303976,D,B,B,D,0
26-35,D,118.10395853021052,-68.72139045323473,82.62657881750549,67.92814152666972,C,A,A,-34.78557530937897,D,-114.33147751488283,D,E,B,D,1
26-35,C,16.24053539483552,-77.73155393805395,206.29169338012224,-22.618761986173475,D,A,D,-2.0455689381943643,D,-241.80872378548224,D,C,C,D,1
65+,C,-2.7690393427917335,165.7682750205031,-51.703235758609424,-27.30010638815562,C,B,B,-91.11699307079496,C,145.7215826648284,D,D,A,D,1
18-25,E,-38.27392935663197,15.091647436808067,72.31677934867189,73.27914444321745,D,E,D,97.21015044932967,D,-55.20293046707142,A,C,C,C,1
65+,C,-97.52639460061374,-113.27793532314045,-69.70275992983703,76.93294698845084,B,D,A,83.7134149722803,B,-295.2385306176675,B,B,B,A,0
36-50,A,31.339014367314572,-211.65499988333903,-79.44775936625794,-55.19487229009161,A,A,E,-39.77676739125224,A,-49.639877584509776,A,C,D,E,0
18-25,A,-37.08443104058748,69.09135339162569,-121.20219321137913,-28.40261729335779,C,E,B,-55.64679965427393,E,-261.25857445776813,B,A,A,C,0
18-25,C,52.84233176821381,105.6360241355928,-62.30853940140063,141.77130181654465,B,A,C,-32.50124527739776,D,1.6332021070721305,B,D,E,D,0
36-50,B,52.4051874011475,-49.37467360972828,-90.59422808321837,-98.0876320745387,D,A,C,-2.0693445065130662,D,-60.69429152597142,E,D,A,A,1
51-65,E,29.994095000797838,-23.927918019849923,97.52416072733756,-79.40751967860159,C,C,B,182.02751131758822,C,-90.23587233653726,D,A,A,D,1
51-65,C,1.6400469312621104,126.51010497687263,16.64594004699436,-32.57890898613218,A,D,C,-57.04184770139006,C,-118.81461679105605,B,C,B,D,0
51-65,D,89.03662069614168,177.9063159013493,24.098791610871256,57.82456493312116,B,E,D,155.84586830262703,B,-56.04630338216017,B,C,B,D,0
18-25,A,-34.01523023953848,-17.87514052199432,120.33442955522133,40.580700581319086,E,B,A,109.89830899618582,E,150.81093165771856,B,C,C,A,0
36-50,E,91.30050756331075,12.57934834172983,-23.191371905729877,-52.59695209187093,E,D,C,-4.3982078043200765,B,-32.29575075310686,A,C,A,C,0
65+,D,-71.24672853792727,35.42529671203597,102.96205470078587,-89.20359118054334,A,C,D,-128.96657284760607,D,-212.22044983013893,A,D,A,A,0
51-65,C,91.30224998150348,24.618288441392146,77.18358656925872,-78.6594296846859,C,E,A,-167.31550281935995,C,-202.88604094119532,C,D,C,C,0
18-25,E,210.1451471462457,-113.472636173599,153.4398867804178,4.672993284253133,C,B,C,-53.70555720711373,C,-10.221429967696375,A,E,E,B,0
26-35,D,-15.442667644800867,74.95131432177115,-52.296071758477524,-19.874447613238548,D,A,B,-21.05393285625742,D,91.97436643176272,E,D,E,D,1
51-65,B,-73.54608350472752,165.5404167896107,-7.827228860935411,89.89481729328378,E,C,C,-78.94438532369244,A,76.17873667939163,C,A,E,A,1
18-25,B,15.600159009621326,-97.94731383124238,27.75719652355103,-208.3195516260982,B,A,C,64.63343920257202,D,-128.22367538084478,C,A,C,A,1
36-50,D,-108.58239781247603,-208.23394638662148,-5.776722217777298,72.16916259607235,C,A,A,93.51634878270836,E,86.43570734224905,B,C,C,E,0
65+,E,-62.86752946581602,267.24045643294147,-224.65072418994313,-137.2397452242227,D,B,C,83.20928389358629,A,-11.271373289498154,B,A,E,D,0
51-65,E,-109.78826784047233,136.26669092612713,-14.489436777551182,132.75972794008456,B,A,C,-127.29888846408134,D,-45.53065702943272,A,A,B,E,0
36-50,C,-196.86229803007635,-6.690794090477017,194.2884671193674,210.38977262823235,A,A,D,-143.9794439893958,C,65.16741284040094,E,E,A,B,1
65+,E,99.92698014833596,-134.4504483431775,29.53369635072799,-154.04539848354725,E,B,B,-15.819322121221127,B,17.09651741401754,C,E,D,D,0
36-50,A,-80.20833825162882,133.72665444594472,-67.98376307062577,14.795250400468877,B,E,A,-96.4056205405559,C,118.73723712742026,D,E,D,B,1
36-50,E,-124.85853396725157,-102.76878296656729,-68.32019887917151,-166.69534848158213,A,B,A,30.659487070411007,E,90.24152111766173,E,B,D,A,0
36-50,C,36.8362164541322,-95.28099827520555,-8.763192801183433,-24.48463110853228,D,E,D,46.911929108336004,E,149.8764342891677,C,D,B,E,1
51-65,E,52.39060348447987,220.73259294029032,155.4920145656539,-143.3979231237803,E,C,C,-222.22412913977098,E,109.65267400656948,A,B,C,D,1
26-35,C,103.1220506815416,99.12434473403921,-63.021822728423125,-18.239518551793218,A,D,E,-53.64208888118461,D,-17.54925633730493,A,D,E,C,1
26-35,E,51.15704902964019,-161.3026250515677,-36.89212896696101,43.69939352266327,C,D,A,72.35563091742176,C,-18.89242403263077,A,B,E,D,0
65+,D,-25.73811996153001,-170.14566778674958,82.91909582381027,45.32926858303824,B,A,A,38.47355683862938,A,96.8272097581023,B,C,C,B,1
51-65,E,106.6875751323556,-19.140091398955576,69.55843565214177,81.73846211252501,C,D,E,-8.787352854281663,A,-19.20833330265798,C,C,C,D,0
18-25,A,83.41339199823571,116.18722922221036,66.48851044983533,-14.629075398489382,D,B,A,125.92268714449533,C,-20.444831072762174,D,B,B,A,0
18-25,B,42.53756225041968,219.7081834668717,2.941805466420593,-28.48438305882818,B,A,A,-55.42599298108429,C,-23.31827287817441,C,A,A,D,1
36-50,A,-11.778611084378127,-66.73613401229646,-101.7048513790114,215.2197828483871,A,C,D,3.0975374222948395,D,31.546536655295288,D,E,D,C,0
51-65,B,-106.46638144878675,-207.7653958027601,-115.52504226355789,76.15180194307064,A,D,C,-6.429586347071822,A,-156.66884849960968,D,D,C,C,1
51-65,D,22.797232049431962,81.44969037241997,140.41573291945866,-55.57557103165212,D,D,C,119.61680968029708,E,-84.25194425292514,C,B,A,C,1
18-25,C,-22.908280836258086,-17.427009830574043,105.85554334157945,-63.4559997419914,E,B,E,111.95938329297566,E,22.626840239481584,D,D,A,C,0
18-25,E,-147.0727985124489,-156.6852248009148,-112.41118280990024,-5.111017736949425,C,B,C,-98.87397357969702,C,-7.567627451213118,C,B,B,D,1
51-65,A,-28.226721709820207,103.40766751457042,37.8210828617722,108.90901758368877,C,D,C,-7.783449622837084,B,153.1871811922693,C,A,E,B,1
36-50,C,63.51159548520437,69.71261453643655,-15.003016899588243,-23.236961748975805,A,C,A,-29.741460776663676,C,63.624078618411815,C,E,B,E,1
65+,E,65.11973721675025,13.998245130279185,-46.20265000862133,-137.66297352638367,A,E,B,6.213058074693457,A,222.16107309385086,D,E,E,D,1
65+,D,-65.01711093474289,111.62333124853998,-62.476439011708685,21.513371701843838,A,B,E,59.00206798703302,E,-236.66031515877376,B,D,C,A,0
18-25,E,166.61591372183523,58.625494253295294,-148.93723476712276,96.83365977053599,E,E,E,-5.308377469213594,E,184.0174447226111,B,B,B,B,0
18-25,B,69.31797552521199,-13.66491467895313,-181.7934479897922,-39.43624022170354,E,D,C,-26.34199382659021,B,-61.62870716569079,E,B,E,D,1
26-35,C,85.3794911231711,149.33166408892419,-101.32993268598243,-216.76744811502272,D,E,C,82.23718684704093,C,24.94154413332173,C,B,D,E,0
18-25,B,-131.99116508206365,-154.19174340543594,-252.80651311028902,-74.31398986722616,C,D,E,-20.059244646734754,C,159.58068810001228,C,C,D,B,1
36-50,C,-2.675439360760413,81.13881789854508,-30.098888678054426,-25.519473282486004,B,A,B,-24.052441726093676,E,77.04339365467375,A,C,B,B,0
65+,A,-51.29562172391762,0.0058990554586903325,-33.470274111200915,-47.705228851860824,E,C,D,-186.18837743998895,B,46.68647816681683,E,A,B,A,1
51-65,D,-40.392957124770696,101.41994769511582,17.118877367120376,106.13105879876625,A,D,B,-158.30347669464845,C,38.63961394527526,D,A,D,B,1
18-25,B,-23.664339300343887,102.85606731904404,57.175923204392454,20.206438117364474,E,C,D,-13.361630603904484,E,62.93653498419553,A,C,B,B,0
65+,E,-27.91343539717061,-39.9480056368052,-153.48488188014352,6.66737494078131,E,D,C,-78.61584073018417,A,-78.64874220256154,C,E,A,D,1
51-65,C,35.21390117976692,35.65536767858694,59.75493518419381,117.54955925174448,A,E,B,-85.84698421963894,E,-56.24182976610379,E,D,A,A,1
26-35,B,-33.86528396216533,-58.4602652352773,-30.8016454272029,86.0922837472234,E,B,D,-36.07805090450553,A,72.36153840187863,E,C,E,C,0
26-35,B,-23.069866377467214,7.815718289665694,-104.31295040486121,53.529796957931595,B,B,B,-71.22285971269395,B,-125.45149391097982,C,C,B,E,1
18-25,B,29.038430915769354,-75.64746306766749,47.70363797228169,-74.74123625387301,C,E,D,-92.41782457653004,C,-78.00233642422336,D,B,D,A,0
18-25,C,91.50861451930913,-155.69584288621374,40.83871546260399,-111.23663646184289,D,B,A,-158.7327997401667,E,0.035658765397573844,E,E,B,A,0
65+,B,-58.79013495745134,-74.863886201464,-38.21733124618291,31.178067165053434,E,A,E,62.63841953460779,E,-28.908728293611823,D,B,E,E,1
18-25,C,-16.96714824005056,179.8583113961342,-39.01723236589951,55.75834576447559,E,B,B,156.25711352253774,C,-20.269228142725122,C,A,B,E,0
18-25,E,-97.3783736090055,-37.65721629676636,5.352279568782995,2.062032052257304,A,B,D,58.90549683145151,A,-268.1110932483045,E,C,A,A,0
51-65,E,113.70161183455303,53.2430163206563,48.00868794322321,75.40426456968963,A,D,E,40.07395060765186,D,69.77627918081976,C,A,A,A,0
51-65,B,-10.636379879563734,80.32316770309465,-95.87757055400994,35.63752570219859,A,C,A,-173.31312808597102,B,-59.08632713048478,B,B,D,B,0
65+,D,124.00342354630007,115.90005806679571,40.940529560191834,-47.771501499259315,C,A,A,-68.93777978599577,B,-56.880816678401814,D,E,B,A,1
51-65,C,55.53284668106353,-238.98172628962922,22.890184818532592,27.774581725304188,D,B,B,185.49281916013035,A,-31.094049318847944,C,B,B,B,0
65+,E,105.71895140332732,-33.43466925351048,18.152767619818942,-131.24037130622787,A,D,C,24.692542536126535,C,133.0509810342696,C,D,C,E,0
51-65,B,-87.63585986231027,144.72229589188188,-48.647022975736235,147.04741122034173,B,C,A,-43.65798958274268,D,-81.89196980369714,C,D,C,B,1
36-50,A,70.36398513196164,-6.71757008754224,-158.4975559467522,87.88735401536482,C,B,D,-59.76945769333716,E,-176.87703776631935,C,A,D,B,1
26-35,B,-192.68257624527178,-259.2710680297302,22.409758618842073,-100.36105237675635,D,A,E,-100.14675044132835,B,39.41424795517801,B,C,D,A,0
51-65,A,-118.45736229269423,-25.008708576376527,-5.348488838525957,51.53603396747087,E,D,A,-1.5042935759982037,B,-128.00190641310988,D,B,E,D,1
65+,C,-108.55139548689694,60.423741058463534,-89.17058836365833,-19.128382748841048,A,D,A,-38.62710052613508,A,-54.40501452545284,A,B,E,A,0
26-35,A,80.07438236904477,-76.3615313199453,-8.059128023052367,-13.914771699857816,C,A,A,-152.84429142871753,B,53.15826002668208,D,B,B,C,1
26-35,D,-115.63228442515745,-40.9381386242282,-112.06886797588747,-76.68293578234329,C,C,C,113.42309681500713,C,171.12523062391872,A,C,C,A,1
26-35,B,18.82867039751185,-28.787798059215913,64.82597530657674,62.55930817323079,D,E,E,166.40043104304226,C,-12.589960785099436,C,D,D,E,1
26-35,A,161.21530823569006,-81.89017282742377,-21.883263284885533,-41.71865202531624,C,E,D,61.197874038656586,C,-176.19499775532884,D,C,D,E,0
26-35,A,-125.55484509775785,67.30585653952039,-41.73854136623078,269.39318664729973,B,C,D,50.94090133210055,E,-17.920124760830188,E,E,C,B,1
51-65,E,-59.67272708878908,-11.499851781411847,-115.24923674352338,-22.547006361912324,E,E,B,-93.72092746391998,B,65.28908232939568,B,E,D,D,1
26-35,B,193.60656754746722,60.717687021365194,-21.12169502529153,150.50092136029826,B,B,C,-29.480063824715884,D,-149.1332571321192,E,C,C,E,0
65+,D,123.35903229362444,-40.674967946614665,-145.81684086349316,-18.79208166727121,E,B,C,-48.684479983871334,D,127.1958103737258,C,E,B,C,1
26-35,B,135.6282440414503,73.71846149226023,-167.33601433941556,-163.68663169855245,C,C,C,30.040129842617507,B,-76.70412078090102,B,D,B,C,0
65+,E,-29.871489659344263,246.1072422624606,-110.96025741043951,88.94145292465429,C,E,B,-35.268368931604144,B,-168.46051528311153,B,A,B,E,1
65+,A,98.98315085343562,210.76369434685992,228.368901462112,48.444523642039016,B,E,B,78.71172345518461,C,-119.80277130658055,A,E,A,C,1
51-65,B,5.9952278412193785,181.14568188378854,-20.33537964008408,155.9444209280494,B,E,B,-20.44370714735505,B,7.679437674709631,A,E,B,B,1
18-25,B,155.2935732066161,98.57870808521082,-2.681252566008794,-173.5777946990668,C,D,B,218.9933117720177,E,25.52907968323121,E,A,D,D,0
36-50,C,175.75963658424462,-103.6407128505848,59.960278990733585,58.34717671841956,E,D,B,-37.74044295496608,B,68.86300286627144,E,D,B,C,0
18-25,C,75.17045047869088,-33.60893720834083,-44.859032282728926,85.01314946824026,D,E,A,123.23062323766993,E,97.31347641470488,B,E,A,E,1
36-50,B,-23.76824933078197,-66.75882521327726,-104.89040154405198,112.94281207582897,C,B,C,89.81926873499073,A,10.736437443186245,D,E,A,C,1
18-25,A,24.77700885441911,-39.03673366129916,76.87852018234985,-84.55009771673615,D,D,D,18.557998844508596,D,-127.32127821154266,C,C,C,E,0
36-50,A,162.62043474792543,61.982530784903524,-104.2906839910006,-43.1134049242083,C,C,D,6.122361793882698,C,-27.1602941495814,B,E,B,D,0
18-25,E,12.246933235367518,12.197414679013304,-86.8598947048166,251.24483801232424,C,A,E,32.41816092253336,E,-99.76568037019425,C,E,A,C,1
51-65,B,-143.97222867277756,14.663813320719523,-22.761863812268015,80.48907166385402,E,D,E,90.70374007581879,D,-149.04857820785674,E,B,E,B,0
18-25,E,-18.707757856646722,-72.97207126783114,-44.26763274912758,95.90181259957727,C,B,A,13.267858363813371,D,150.29935645416253,C,B,B,D,1
36-50,E,-11.945743262222374,-13.941848076186487,-18.255628438191756,41.500938343476264,B,B,D,-64.32098392447787,A,-120.34728222404034,A,D,E,C,1
18-25,C,63.87323635636476,-131.8683842261717,22.65193001538708,219.53521266698505,D,E,D,45.25095940170915,D,-141.81568318256708,A,C,B,D,0
51-65,B,-9.918046695574558,136.5504357609415,39.184058400406755,-52.84114376754471,A,E,B,31.640178751769728,A,65.26271851633237,B,E,D,D,0
65+,C,70.49937131426817,83.51888925976496,-68.11035712402342,94.40783909055807,D,A,C,-116.87940734959723,B,-151.9149880557112,C,C,B,D,0
65+,A,-142.79108568179242,-199.26729532251832,-223.24024448802214,113.84967763486735,C,E,B,-20.42645398070519,E,-74.09148519366092,C,D,B,E,0
18-25,A,174.50214228596585,115.18082228711917,99.99309170495467,-103.34398291711959,A,D,B,-63.527803025189556,E,-170.5025587089825,A,A,B,A,1
65+,B,82.41008106289351,-90.8582836342566,-57.56123734175181,-29.5173036706711,D,C,E,47.963448612121915,D,-23.77931474378933,C,A,C,B,0
18-25,D,46.20148798052669,-29.775174935417475,21.891149246844748,-138.00647568656365,A,C,A,113.1880904877345,D,22.789798057713636,A,C,B,D,1
18-25,D,-123.28113932544451,-29.647660830650075,6.385956796981112,88.46742644180267,B,B,A,26.037654776678192,D,96.69830249060145,D,A,D,A,0
