military,religion,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Veteran,None,65+,C,13.944214040963981,-26.339347278555458,222.08639601287192,C,B,A,-16.157044846357305,B,D,C,180.69219906402068,153.96067717366094,126.13784822289915,0
No,Jewish,65+,A,-29.153034903883473,-10.925751215662835,21.613424635937562,C,B,C,55.60294980587269,C,B,B,-80.42460456323947,-38.959164330772616,-130.20837035151908,0
Non-Veteran,None,36-50,A,-91.63783986455553,-33.459913992536315,-25.566888454206342,A,B,D,7.674033881546856,A,C,A,-95.64008207443368,-18.11503428776653,-205.31250448773096,0
Yes,Hindu,51-65,D,-48.27957398269579,50.596999882690575,-146.13292253414883,E,B,E,3.0478386704233067,D,E,C,7.964100473496696,87.18833959563874,-98.04374031555655,0
No,None,36-50,B,43.22278654877058,65.89432185838527,13.209541680941225,A,D,A,-27.814883786598738,A,A,B,-70.68026164432517,-35.25866714603228,160.76209831877287,0
Non-Veteran,None,65+,A,-57.559876765995234,19.371867508006314,-29.207703307618132,E,B,C,-112.06498325470571,E,B,A,128.26560647330749,108.49479689265125,66.81734485172541,0
No,None,26-35,D,128.84993382497422,-67.14085126789882,-60.596742764314,B,B,D,-48.21044498359166,B,C,E,185.6102568298095,-132.12565993325833,99.24596364544063,0
Yes,Other,18-25,B,8.525197909581955,-0.6391035987851637,-8.703432733593685,D,B,E,-16.247552724498757,B,E,B,18.19484982651554,-8.414274701125596,26.295803857495358,1
Non-Veteran,Muslim,26-35,A,-30.966052090129807,-101.71946631185162,21.903306994279014,A,B,D,-137.91911120787492,A,A,B,96.69156516767706,-92.88504821836649,58.53462619671808,1
Veteran,Jewish,51-65,A,71.25247679125945,157.86623335702583,96.03608583409758,E,B,A,-125.06369465234755,E,B,D,-67.65145546696918,-45.294086388534446,-52.87894328694025,0
Yes,Muslim,26-35,D,36.00773210382458,95.9656337505588,-44.566368727530644,D,C,E,-48.43749828625885,B,B,C,-158.67758493956555,75.59904929859684,-151.6335164370298,0
Non-Veteran,Jewish,51-65,E,-50.49361305595489,35.432486490765044,-9.306532792007193,A,D,A,-28.43665780481907,E,B,E,-179.24584279362458,-4.31686748626268,25.81405741788666,1
Yes,Christian,26-35,C,76.46686967804428,-200.99709855980353,61.70568837894066,A,A,A,183.0488351382796,D,C,A,-38.46012503209677,19.045696371140437,68.81137800745026,1
No,Jewish,18-25,B,180.908477897928,-275.5013821838775,-136.6357452422502,C,E,E,37.31869355248335,D,A,D,-19.51081283677762,-117.34429562125656,-42.46253332857186,0
Veteran,Muslim,18-25,E,-120.04805604472293,-42.12576619761823,-2.46937538655868,A,D,C,33.33721614537549,D,C,B,73.51597283416272,-170.46301704923007,76.3031864560655,0
Non-Veteran,Muslim,51-65,D,14.40799279772516,-199.3556587586958,84.60038635574627,D,C,E,-29.61103040159849,A,E,B,18.910487409846258,150.74478581642597,18.1072338273253,0
No,Christian,36-50,A,37.985887591169785,71.4334248007007,9.010329620974955,E,C,C,94.30843435464487,A,A,D,89.02016759875576,108.39705157244195,119.88442894588177,1
Yes,Jewish,51-65,E,48.2223071120675,-83.33738567119612,-134.83030134039626,B,B,B,102.76707370147386,A,B,C,98.88365216306063,138.77170448103809,90.29089774587955,1
No,None,26-35,A,-79.68461115156053,-11.082066071555431,103.00867365850257,E,D,B,-47.992149340797546,D,E,D,7.288331297261519,89.52374333987774,6.107800957495293,1
No,Other,65+,D,-36.06231161197505,23.499190032499897,-81.33062881115366,C,C,A,7.777437488221932,A,A,A,22.149306778619458,114.06232730047834,-21.155605097718226,0
Yes,Muslim,51-65,B,-57.96583744209089,-145.81099698667902,-69.55779524186055,A,B,B,45.70454968666197,B,B,E,50.35264660493204,-59.205916160011405,-69.07997919246974,0
Yes,Hindu,65+,E,-25.798669048791428,-57.109079425508114,-75.42239679086755,E,A,B,59.92372971587356,A,E,E,-76.22395810102364,-0.2062207650614271,7.134994833744892,0
No,Muslim,36-50,A,69.8195010240303,-104.83710613182615,44.652433332667115,C,D,C,27.243072882182943,A,E,E,45.54830211089743,45.952173401660254,109.95439525282768,1
Yes,Muslim,51-65,A,-23.85750781891371,108.06455844755003,-15.42008387425137,B,E,A,84.01527271059716,A,B,A,-107.79467269985356,31.523154420926797,-70.88576800911727,1
Veteran,Christian,51-65,A,206.97920341942142,-4.404143773714599,-72.54215600411789,E,B,B,-74.80084603819222,A,E,C,67.95328078012275,27.282564639407557,46.10344659991583,1
Yes,Muslim,18-25,C,152.53113933043417,81.84901325007414,-98.28184331502258,C,D,A,11.09759402451947,C,E,B,17.600048308072328,258.34193208729863,82.82423440095724,0
Non-Veteran,Buddhist,65+,E,3.903228416077413,-62.0695756885443,-77.71772687837088,B,E,D,224.46386060145122,C,C,A,-84.29855583790764,-44.591170531419536,152.26349240244826,1
No,Jewish,26-35,E,116.69950886135045,83.7969124560513,66.74232117498376,E,A,E,146.05259972107888,B,C,C,-191.05511209972053,-136.7039490557221,-46.91400476426862,0
Yes,None,18-25,D,-25.148709841221773,-157.85669430726438,11.070274086019097,C,C,A,-111.97770670499752,D,C,C,6.839837659305166,116.17854941339377,82.93047961559013,0
No,Buddhist,26-35,D,21.942554189511572,48.584816832800925,77.45709705276884,C,C,A,128.8365081852039,C,D,E,-94.01526432175154,0.26619270441982806,115.86753707389015,1
Veteran,Buddhist,65+,E,13.403974921319003,84.19823838999842,50.79592346224191,C,C,E,-30.749983377647606,D,B,A,-14.721274806890255,-249.02007899076887,133.0045571049063,1
No,Muslim,36-50,C,-28.626948107737217,-83.46539145469688,206.9793576461497,A,A,A,-145.6375458321801,C,B,A,38.76170742077362,111.0190720987952,-97.14259839772703,1
Non-Veteran,Hindu,51-65,D,52.57072647145562,-63.30670535437414,14.654947824944667,B,E,B,-47.17617930641165,B,E,A,155.41727054952185,-5.709862972168708,68.34680295611405,1
Yes,Buddhist,65+,B,-69.52825973685444,154.98182696971568,-103.57350012251945,D,E,D,1.4667268926691088,B,D,C,-43.98160898146833,-26.304535877502005,-82.32855765331787,0
Yes,Jewish,36-50,A,106.48548936556752,2.9808906814083445,87.13540785263513,C,C,A,-62.51886172246842,D,C,D,37.953243562555215,81.2404976207571,-36.84789527212676,0
Non-Veteran,Christian,18-25,E,-85.39348859148689,-99.55893652308713,-5.534621665324971,E,C,C,-105.67164745381254,C,D,A,-1.513660821059215,-179.77446201096856,-112.50868673833423,1
Non-Veteran,Christian,26-35,D,-114.74859284597802,-24.127644903285155,-30.03836703027171,C,E,A,-49.393950224847785,A,D,B,-44.06508204656926,-161.09723199045922,157.41751218188801,0
No,None,65+,C,101.59493265837382,-143.88781806923168,-130.7587053873359,C,E,A,0.9831040431781772,B,A,C,40.888771082030566,-14.927779488761969,-50.087328667998996,0
Yes,Hindu,18-25,C,184.6806767639088,15.165071281011292,-110.04729723959818,C,E,C,1.8365758184184011,D,A,A,108.4223329207294,-46.479301321391986,191.80178386767238,0
Non-Veteran,Jewish,26-35,D,-12.563586423275751,216.4140692655841,85.11207252044564,B,D,B,13.879901422158284,D,A,D,171.24259173998487,-231.17177549600837,-2.9773130676149515,1
Yes,Muslim,51-65,B,105.41133748858414,-42.798449260759305,-75.596759672116,E,C,B,-47.676867714239286,A,C,E,81.94697617151728,-169.59619468168987,-138.768287215551,0
Non-Veteran,Jewish,26-35,E,-100.58357442530286,70.15997026242334,-336.48720207728485,D,B,E,-196.53289779819164,B,B,B,312.7967078128791,-97.6995035300752,137.92727976052228,1
No,Christian,18-25,E,-77.54544248024774,227.17325612458254,-105.71663404424103,D,D,A,49.473861982551824,D,D,C,87.49064021526249,72.51477542574041,114.514342182149,0
Non-Veteran,Christian,65+,D,-119.25238005832179,34.16206705274637,123.41159707128146,A,C,A,-23.210806367757797,D,D,E,78.50935901611965,44.762575282757986,-79.881025918021,0
Yes,Christian,65+,E,-99.73442672088481,7.079757965299982,108.24602270196206,E,D,A,15.709550759022314,B,C,E,-72.95221072523046,123.1090250028858,153.88772177106475,0
Non-Veteran,None,26-35,C,-90.15734559812124,107.32719484162425,-119.51603633893235,A,E,A,99.66958870300073,C,C,D,-59.88907999590404,-148.5932653654181,65.5670133348896,0
Non-Veteran,Hindu,18-25,E,136.97995946765317,34.551867018637665,51.325682447521615,E,B,B,26.3589028357504,A,C,E,-34.57682882069834,-120.77482512864266,-51.901373930121274,1
Veteran,Buddhist,26-35,B,-66.91145031465993,-33.311321023861254,-67.44609648328911,A,D,D,95.78679772097082,E,D,B,-29.467226902854733,28.90933420445723,17.70560554547308,1
Veteran,Other,51-65,D,-25.160322754838294,-58.69460422374101,56.81885855483786,C,A,A,1.2135090936982718,B,E,C,-103.91872235672304,-59.58068627527441,-45.38318036307714,0
Non-Veteran,Buddhist,51-65,D,26.32703190102101,-39.26303431493567,-37.30356732053494,C,D,D,-167.66960580406993,A,B,D,2.132188963040633,-16.468182447716554,41.545377721405316,1
Veteran,Other,36-50,D,-31.152042158790778,-27.647638183452024,-31.850184310457504,C,E,A,86.80808317998579,A,B,B,-0.6468563958936476,-55.21624090528535,-4.2453478187962554,0
Non-Veteran,Jewish,26-35,A,-173.21778727260028,-93.78420370722725,-176.34338860233433,B,D,D,24.093154466880264,C,B,A,-83.34870122439936,13.819638456148992,-25.380835061204344,1
Veteran,Buddhist,18-25,B,-121.9199318745386,-1.6840884694540383,37.927890259941364,E,C,A,8.190126205031998,C,B,A,148.20605537049744,72.60146186284966,-70.39639248477998,0
Yes,Christian,26-35,D,-44.945524674405405,101.75576648157207,36.319762173780454,A,E,E,41.7221099044243,A,C,C,78.11927754859391,217.08080021268378,79.57118131203526,1
Veteran,Buddhist,18-25,B,-158.49917339776079,-8.230894056403116,165.97312476970237,D,D,C,-16.364902475976375,D,A,D,99.24218456428997,53.26434259869362,90.02424689267292,0
Yes,None,65+,E,-8.889197189631888,-70.42341566988347,-33.18119217984638,A,E,B,-44.23861671725845,E,D,A,-7.615443147048506,-93.41672292664043,64.74047573506606,0
Yes,Christian,26-35,A,26.392525973062124,-14.9910410892482,-5.992855082782625,B,C,C,-81.8583273166679,D,A,E,-66.12713988907423,131.01930091178914,35.39997552947123,1
Yes,Other,65+,C,131.52937297010797,-242.11079675965786,6.130916214425825,A,D,D,36.37695356906191,A,B,B,35.73397110992621,-24.44957162426459,-32.18770435048963,1
Non-Veteran,Hindu,26-35,B,-34.97666678489325,5.834073303432615,153.87341266307496,B,C,D,-9.224321900726865,D,A,D,-120.35960057214984,117.48164313764862,-26.558689816772613,0
No,Christian,36-50,B,-61.20203122567832,18.02770279955876,-135.40140083489928,A,E,D,-70.02290196624395,C,C,A,-16.10281870475238,53.07769504755697,291.41519687914007,1
Yes,Buddhist,26-35,A,79.42017453980756,50.94247235502761,23.09233692914696,A,D,A,5.058898970014967,B,E,D,97.0921393379514,-13.511912323908204,40.21458889405381,1
Non-Veteran,Christian,65+,C,-96.27296496594262,-101.21709242693856,91.61850448441456,D,A,A,70.88235997053673,E,B,A,191.91740205958584,-90.28725554510564,-34.475264486386855,0
No,Other,36-50,D,99.6210006578184,-128.40728279351174,35.05172216624669,B,C,D,-95.20751842605068,A,D,E,-24.950107587031084,-10.358824566802385,-121.56233627021133,0
No,Jewish,26-35,D,52.828468722407905,-27.953875970084912,-81.91378350136856,B,B,E,5.648255090885703,D,A,A,-142.92321464578157,67.08419614176913,-5.534791544961321,1
Veteran,Muslim,51-65,B,-53.387795011380724,-179.70411913292662,-124.62435872431175,A,B,E,-13.85338404137012,E,E,A,-96.26043202914124,82.49218463023347,272.2037612000332,0
No,Christian,18-25,A,-39.36308418500871,-212.53872901233052,-67.06908971022139,A,A,E,3.6720610992284892,A,B,E,-95.54647637708598,65.60727812294091,119.14153628158459,1
No,Other,65+,C,-24.747680657751047,85.38581806382446,-143.69821347771565,A,C,C,-1.7830453160404685,A,B,A,27.635409702501327,-61.35206500238248,-146.08600106564487,1
Yes,None,65+,B,54.042501544478526,32.03948249593871,-51.432947926072856,D,D,C,7.054398484599705,E,E,A,220.38554532377267,262.41989517412185,-8.366992889015021,1
Veteran,Muslim,65+,A,-13.562668552080762,114.7486879198411,-35.10337842070335,D,B,C,-21.276809407218302,E,D,D,146.00265300190912,-61.64906409823021,-11.054596179430408,0
No,Hindu,18-25,C,-215.7860035667523,-139.95312846531772,-35.134508475708024,E,D,C,-77.08531480890329,E,B,A,-142.89969082686775,-30.70210113414362,74.46635893859631,0
Veteran,Jewish,18-25,A,151.95592417143862,-62.775726357404174,-16.719453160756668,D,D,C,160.94653451553106,D,D,A,-1.7040598344722115,51.06221933321279,-222.0540286691922,1
Non-Veteran,Buddhist,51-65,A,86.23687208778895,60.19455566956756,-154.24705694919072,A,E,D,-8.61630321603485,E,C,D,-137.7919216872165,-52.898944583319064,60.426019679562636,1
Veteran,None,51-65,D,194.17528915300656,-18.027856060176433,-1.9208790606419117,E,B,E,105.31203403088713,B,C,C,-53.62164673399068,117.55195485520295,-223.62007720140156,1
Non-Veteran,Jewish,26-35,B,-24.45294260113274,96.02317643145452,35.12347938297874,B,C,E,-150.62276984457012,A,C,A,79.27318892977992,-164.71509732360633,87.33737560239528,1
Non-Veteran,None,26-35,A,117.18591948754906,2.2137244454789395,-12.499878883123987,E,C,C,-209.83047240113027,B,B,E,-5.837189518871348,-10.730211104880084,-133.5269798687777,1
Non-Veteran,Muslim,26-35,E,61.55794460826646,-80.81448671035903,-16.10643918115969,C,E,B,187.91265710256454,A,E,A,-26.50021314755512,46.84116416722348,-44.587945241379266,0
No,Christian,51-65,D,168.01907646003173,-76.6377214419098,327.0179507437773,D,B,D,231.53649112308648,B,A,E,-31.69248708737627,-165.70887746445993,17.6352589683266,1
Non-Veteran,Other,36-50,D,144.30779340007544,3.6538942357213444,184.34806161041072,C,D,A,-127.83823082690444,D,D,A,-16.494151964193048,-78.10393163770387,56.86934471032246,1
Non-Veteran,Christian,18-25,C,61.04356784576538,22.75736529868627,27.704284949392346,B,D,E,-5.1315541901407595,B,B,C,-244.804861829396,33.13532705067645,78.61409474277387,1
No,Christian,51-65,C,79.85883908742157,17.24518970175376,-13.103486930623923,B,D,C,96.29727646785528,A,D,A,-52.878272710268625,38.8959042429442,-83.24928781999417,0
Non-Veteran,Christian,26-35,B,-51.23559470124639,146.48382186259806,-125.0207420648908,D,A,B,59.86809124072073,B,C,C,123.00404150458553,84.32614003817218,213.03505497563785,1
Yes,Jewish,36-50,D,-6.9450598511326955,-54.870598481561906,-45.40685452712379,E,C,A,-51.7975845143509,C,C,A,40.88985357839849,60.4933813789638,50.23818433515748,1
No,Christian,65+,A,-28.015263374490008,95.40342830228548,173.64480327974613,A,E,D,97.7005724066539,C,C,A,-129.83647620478732,-23.14676976993273,-31.393771334233577,1
Yes,None,18-25,E,79.29363888661423,-73.6791612712918,89.36992783002631,B,B,A,-142.1988122370437,D,E,E,-126.45104579728617,1.216088751590652,-13.86071528468198,1
Non-Veteran,None,65+,C,-137.58994801498045,109.75451079689525,-173.6883542163108,A,B,D,97.81637552461012,D,C,E,23.93344844873387,36.8920970485646,3.9147138123306564,1
Veteran,Jewish,51-65,E,8.591233836666538,117.80662094977237,-133.0326132481839,C,A,D,-109.62100346448263,C,B,E,-38.77705350910656,-135.1008203598472,-143.88483399673825,1
Non-Veteran,None,26-35,C,-166.7034827738005,43.76458950260684,121.46957222078905,C,A,D,62.70586510895091,C,E,C,-84.52965509855058,-156.20959812628064,12.188205779311502,0
Veteran,Hindu,18-25,E,-79.88065938629092,18.92236385694916,40.985012998898235,C,B,D,-47.17135875844916,A,A,B,-180.17698272826098,79.34951113944648,-93.28730322581421,0
Non-Veteran,Hindu,65+,C,-22.93163129630804,16.926771155430483,-13.779478550227594,E,C,E,90.80747184452451,D,C,B,-3.433740704192043,-73.34813679885079,5.8810101800833685,0
Non-Veteran,Hindu,51-65,C,-150.73060991766027,-54.14319872801377,-71.9494942627039,D,B,B,49.10896622183331,D,D,A,-156.83025938456123,6.4449371084580624,-15.273950680442356,1
Non-Veteran,Christian,65+,C,-52.314111747510786,-20.2507524211916,-69.91203932140515,E,A,D,17.003749546338025,E,C,E,57.46125483907451,-69.3459800786313,86.24047048035119,1
Yes,Hindu,51-65,D,74.2891983411707,-159.64856775070714,-142.90779528750556,B,C,B,159.03364669345171,B,B,A,-14.853431687744031,61.875933332517384,-90.91967731722758,1
Non-Veteran,Christian,18-25,C,-45.41681745217922,-43.13406665767106,-59.24763281222665,C,E,A,-70.91973120201698,D,E,A,60.47078730512319,134.7411433768226,59.79161609739061,0
Non-Veteran,Christian,65+,C,-43.38273419304552,-13.763844584993615,-14.93018146846633,A,D,D,31.321308779106428,E,D,A,-68.03496442133695,128.91856937298002,76.07206341307779,0
Veteran,Jewish,65+,C,-12.824719529507153,34.40502667222257,39.20484103357106,A,D,D,47.05608687947164,B,B,D,-64.01557591661053,-125.85157660531254,120.31206537103508,1
Veteran,Hindu,51-65,E,-108.60711282692759,18.475865539189723,-115.70115024422898,D,A,C,85.24973784165,C,C,C,-53.02245467858538,109.38745631164728,13.87489845684286,1
Veteran,Christian,51-65,A,1.7716626830877797,-144.78989077104796,-30.2896500398023,E,B,D,73.04424595548933,C,C,B,77.18476097915845,114.36766116487891,-182.04680030916816,1
Non-Veteran,Christian,65+,C,85.10967609151182,-89.98044723270775,19.67107873554671,E,E,B,41.339779101080154,C,A,E,-45.52851874291956,-105.83397459540858,-136.1928475602407,1
No,Buddhist,51-65,A,-30.81351541202975,-86.6707386170819,61.396134383836895,C,B,C,-7.751895648107915,B,B,B,-60.17780776518854,19.428950950892283,-156.65228794455868,0
Yes,Other,26-35,B,-72.61997969679355,10.870095560845863,-0.263891035276581,E,B,E,120.27481595673525,D,E,B,-25.657903765756878,83.48401797396122,87.76805232100031,1
No,Hindu,18-25,A,17.760004449455415,83.52471186765642,12.47281105465006,C,E,D,123.66352611844908,D,D,C,61.4953990005742,-39.83222285375569,-120.44590973035353,0
Veteran,Christian,51-65,D,-165.45164922759125,-118.84733507042895,-16.057601345556016,C,C,E,-3.0692422140467754,B,A,A,-99.12136799281755,-38.717200854205494,56.9818852293173,0
Yes,Jewish,65+,A,-183.70945124722812,-12.811528766170833,-9.512073412336587,C,D,A,-116.5915009480143,C,D,B,45.46178132244138,-119.4214617684726,-78.32731921946696,0
Veteran,Muslim,18-25,E,123.0142917052103,-45.41562432366815,16.80954937438534,B,B,C,16.859542805502624,D,C,D,-59.31833829492397,-11.808926412138518,-205.25821039494332,0
Yes,Other,18-25,D,-24.631287080337998,-114.46865318633974,224.5775032971055,C,D,A,212.05451481578118,C,D,A,-28.307143060321245,-4.547381824426501,-75.53260876818717,1
Yes,None,18-25,D,-143.942191422908,-30.408421023957573,-106.87847759054789,D,B,D,-85.1919518230987,A,E,B,94.62583705463602,-163.56146984155447,41.77750297613516,1
No,Jewish,65+,C,193.61487142920626,-105.23287105526089,131.2474690546804,C,E,C,62.385627680970636,D,A,C,-57.3585899669361,143.30836296948544,-108.50191929168287,0
No,Muslim,26-35,D,108.78365057340109,98.77659557955228,-88.42349473494379,B,C,C,-45.52299361368618,D,A,B,-133.79777624263448,39.06537907832877,-61.416210764089115,0
Veteran,Jewish,36-50,A,29.379341781502205,-17.702437624921846,53.3618352778389,E,C,C,187.25360365705595,A,C,A,125.97247455089922,-65.31302569156674,89.6331230005482,1
Veteran,Muslim,18-25,A,-42.47615023417857,116.78401913029805,-160.1573914867106,D,B,C,-148.17708429612145,D,A,C,165.38039278819863,82.84039995873688,199.81221570841228,1
No,Muslim,26-35,A,3.7607706159187466,202.44957956166877,136.94697845904156,C,B,E,-98.34509920601229,E,A,B,-146.739466336988,80.65539216997458,-14.55830811787634,0
No,Buddhist,51-65,A,-165.3843257572156,193.41316985708124,21.85214941325017,A,E,B,-45.62557183299629,E,C,A,-9.39937213930206,156.67400871665214,-129.537340040813,1
Non-Veteran,Jewish,36-50,A,-97.16338047836597,-32.64321589329261,55.3424459350896,B,A,E,-111.60449607718452,B,D,A,57.393370556560384,0.7364741066836606,-77.26127373160007,1
No,Hindu,65+,D,138.50392794993598,-98.49189622896868,44.19107659627961,B,B,C,-98.04537755247097,D,E,B,1.7298965939444788,-11.92740102570181,-98.17835379444575,0
No,Jewish,65+,B,-115.1766894115845,105.88221349315874,-119.98809039890257,D,A,E,-50.35422976214038,A,D,B,15.004473204581009,138.78264982520685,34.1319399510521,0
No,Other,18-25,C,16.67441392201305,-169.23960081180292,246.98498205713273,B,C,A,52.29177302544343,E,C,A,-48.36649508492514,-181.69229788566642,14.546080474395756,0
Veteran,None,18-25,B,89.0972438685823,-13.775530427989876,-49.367826742321505,E,E,B,-9.913542819445489,E,E,A,-75.72105616945687,13.738268393027386,36.780958476372376,1
Veteran,Muslim,36-50,D,-119.90842293242122,-26.397603021058508,54.47849850136722,E,E,B,-98.77296970225623,B,D,C,15.430501844424274,-72.14575823958059,49.93440713592799,0
Non-Veteran,Hindu,51-65,C,32.896426851586035,-106.18023592871342,-103.03874975878513,B,A,C,-81.08101386169717,E,A,E,-10.349063472706362,-69.90006416026566,-120.3511618745573,1
Non-Veteran,Hindu,18-25,C,172.32648901651697,-98.50528535928734,-113.58527329603918,A,B,D,114.06551052723735,E,C,E,-38.02268654786824,-13.619052181191412,22.705827743632906,1
No,Buddhist,26-35,B,-35.50236671575908,130.66648474481678,-134.29507636800633,C,C,B,45.00651687990381,B,A,C,45.715934831198425,246.23311141294795,115.89018301656529,1
Veteran,Jewish,18-25,A,-69.1158272049066,42.679803278311205,1.9969439386949985,D,C,C,-16.38491133033568,B,A,C,-36.616169980401054,52.063012346080896,-74.89184484880536,0
Yes,Muslim,36-50,E,17.86944433706449,161.21492755385418,61.30537534707249,B,E,E,-54.4462107602359,E,E,B,88.98431236157433,-104.80278865119321,33.83976026336035,1
Yes,Muslim,18-25,A,5.485217478991338,273.09661287067064,131.28377446493593,C,B,D,19.268365489609273,E,D,D,-188.46070117167596,265.51623095106834,15.121617342640908,1
Veteran,None,65+,B,-92.64746369661461,-99.64221220134876,-68.76904409001105,B,E,E,36.728796298098274,A,C,C,-133.48573999118173,34.77456708382151,-47.24118085820264,1
Non-Veteran,Muslim,26-35,A,6.880483804287333,-62.22242046106248,0.4580890780571072,A,D,E,55.4593656108057,E,B,E,-30.332599895363753,13.961567863290906,-46.190170329687334,0
Yes,None,51-65,C,37.519357552993256,110.83529630880705,248.329789761623,B,E,B,185.41426073505775,C,B,E,74.23768233765429,59.22378900336317,-208.59021494020112,0
Non-Veteran,Buddhist,36-50,C,-25.58921126160683,-0.6478619477368217,-24.66422535277743,A,D,B,-44.044492665202434,C,A,D,120.71217059398498,146.859036021722,2.4704035246095604,1
Non-Veteran,Hindu,18-25,A,-6.436885360640261,-40.33158740649769,-91.84683506446534,A,B,A,-67.14817324068731,D,E,E,-10.889393130604288,-100.4201872680348,46.07131482049629,1
No,Jewish,26-35,A,-27.158326410597528,-45.52027621037465,8.129944759822832,B,C,B,17.302219858862586,C,C,E,-149.68135491830844,-7.510944791751218,-148.33102930225894,0
No,None,36-50,B,-16.260974543506677,-49.83008475932959,88.61997135697905,C,E,D,31.29337284560638,D,E,D,-9.35044557980484,77.98854595461722,-25.756366975739574,0
Veteran,Christian,36-50,B,-210.3426275068033,-129.41415502750343,65.10804645360344,D,D,B,-119.13683716462107,C,C,A,-77.8513839559988,0.35623278335190206,43.45024943209193,1
No,None,26-35,B,-28.87627442794587,77.00600329696249,-90.45874028989185,E,C,C,97.42286491860568,A,D,E,73.02694862246467,12.25957271380543,-18.500761078625576,0
Veteran,Jewish,26-35,B,-131.15960056959327,-16.807412322381854,-29.711333300636316,A,B,B,23.564601874167664,E,B,C,-29.972188519950222,-105.40791159680279,-100.06653043335052,0
Veteran,Hindu,18-25,E,308.36634718565193,-4.198802687919385,-9.579269498291094,D,E,B,76.42432374201948,E,B,A,34.85968417974688,280.13658536674706,-11.553311412962815,1
Non-Veteran,Other,36-50,C,256.394306983893,95.09788705040638,-139.08534556669323,E,D,C,-9.958344015476873,B,D,E,62.098930758633365,-87.6318626839726,-38.8431039382658,1
No,Jewish,65+,D,-141.23499370861666,1.280092103264663,98.65435182743616,D,E,D,35.79792612250349,A,A,D,232.09919970538252,-116.5594446931635,107.24063665029175,1
Non-Veteran,Buddhist,26-35,C,185.70360568784494,98.98100004338994,73.45784992550583,C,C,A,-1.3428562108160509,D,C,C,146.19875985072778,-58.0455928479042,-153.33303918033482,0
No,None,36-50,A,102.13080098834702,120.64531266406178,37.23951718591191,E,E,D,-102.84423336942143,A,E,D,97.56448564293844,-166.53417847477039,-146.44090147861922,0
No,Muslim,36-50,E,130.52682163718725,-38.07396254692935,-71.36018070793206,E,A,D,2.295869141889905,A,E,E,1.9666204252678021,-100.0470527172891,68.49339166092723,0
Yes,Jewish,36-50,B,-105.64678085380552,-49.23618939513242,86.23871386864208,C,B,D,-13.599216733144976,E,B,E,-11.838912078218502,73.72800514848919,-30.919744381362335,0
Yes,Hindu,51-65,A,-83.14879023814001,7.869456823816582,-126.1944386385807,B,C,A,-95.85335086485506,D,D,E,-91.1203467867021,255.76511660223602,-21.47781812715878,0
No,Buddhist,18-25,A,246.59659784228714,12.080438063315588,7.504195238267091,A,C,C,30.721774595601524,E,A,A,190.1848258603079,-18.683002124886116,-24.74135076548152,0
Veteran,None,18-25,E,-95.01284114184467,102.51835377336671,-275.8724237614615,C,C,D,-164.49026828678106,D,A,E,-41.86268513538064,62.279455627736546,77.15957210286031,1
Yes,Christian,26-35,A,65.71882747992909,-16.319148125465414,58.970938594760916,E,C,C,-64.95008859261729,B,B,B,-73.48252064161863,250.00047486989766,-140.02807048811542,1
No,Christian,26-35,B,-83.38488006748179,8.433430775985167,0.4617321954496303,A,C,D,-89.46767440519992,B,B,A,91.85635139834997,-1.9316896899454439,-9.724529920200133,1
Non-Veteran,Christian,26-35,A,-134.2172513036849,-61.42614469679712,237.70241943550263,C,B,C,-41.37642286664262,E,A,B,-72.74299119048028,-127.55636378820287,-12.788989668284826,0
Yes,Other,65+,D,285.1673619832392,0.018594846084685788,-26.96928310495657,C,E,C,-100.00797106423234,B,D,D,161.44267518858152,0.7710060572758719,-58.514803563819996,1
Yes,Muslim,26-35,A,-147.0607831948842,-18.6697482257524,-112.93253796628686,A,C,C,-54.374729486698804,A,A,C,82.14188343980359,-195.16906457723815,94.74674093033893,1
Veteran,Buddhist,51-65,B,151.3261423733793,-155.09100475171874,51.30651087582605,D,B,D,89.13238914123176,E,D,A,15.759810901481572,59.67299376785055,-52.979174974101326,1
Yes,Buddhist,18-25,B,-5.029396297148493,-46.3942488406395,108.51627865885642,A,A,C,102.30948347980319,B,D,B,246.25689428798393,-92.89096921157225,105.14807102086272,0
Veteran,Christian,26-35,B,57.999601452875915,177.06533308466155,112.42771697434209,B,C,A,-84.37904067588123,A,D,C,-67.22978869708982,-86.8515831680134,37.06638971725702,0
Yes,Other,36-50,A,48.89838750666768,-65.49154630116378,-215.48516242578506,B,E,A,-14.371369374533874,E,E,B,-147.23639125181018,226.6624604745997,-32.686636913032544,0
Yes,Muslim,65+,A,-69.50475096511639,-123.33883258405636,2.5330920340473058,A,D,A,133.65582832171924,B,A,D,18.1690135804736,133.803659869104,-39.204316151960775,1
Veteran,Other,36-50,A,-136.35982714019988,-66.38970855932172,-33.12371180037127,B,A,D,-78.38950730117844,E,D,C,-173.5289756096195,110.34695519820129,139.72713518260917,0
Non-Veteran,Christian,36-50,D,88.89964704657521,-159.7427585755252,-85.80786783341343,D,D,C,115.30043306804363,A,D,D,-3.369275171778325,-6.785733376665759,-218.76967312860302,0
