Veteran,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,No,Single,17.306363724577032,-66.87519467660704,A,D,73.71728644925834,-77.27708403133882,-18.826764819871716,53.288955635591265,A,D,-15.09227870613853,C,58.98459696850834,-193.2232860460831,A,-151.12782843585813,1
Non-Veteran,None,Married,-21.767292829905834,-85.62271272701767,A,B,-93.91705176537052,54.150799904283694,-3.1643143196759276,124.3710264559262,E,B,-53.03101363314091,D,-125.04700200511228,-11.537075677447937,C,48.068798969104925,0
Non-Veteran,Both,Widowed,-32.469796834200224,-4.873404999972031,E,A,-176.75643909123752,95.96612124205743,60.04036149557754,-4.105640386378023,A,D,74.44750269038333,C,-117.28298063425693,19.21656371903219,C,148.97045892489203,0
Veteran,Physical,Widowed,-63.067125122391566,54.240020396157476,A,A,-75.48371549442857,28.111295999814157,6.383276260899201,104.77894930332366,D,D,-38.21508772400866,A,10.94392427342059,-84.10492749522325,C,229.23594154139747,1
Yes,Yes,Widowed,-37.14382846895995,95.08387341715668,C,B,-1.3864623645363705,-3.2931232648956588,-53.66353081598886,-76.19089703713897,A,B,-221.78254280117514,C,-17.667055133158176,-26.873182560408086,A,44.843270223682865,1
Non-Veteran,Physical,Widowed,70.50950909464204,83.8352729391699,B,C,27.439471557302404,-9.874456773372382,-180.301001373942,-32.387555788338965,E,B,-27.255073187480477,D,-76.25122766662733,-4.128230933483792,D,-101.01323519141769,1
Non-Veteran,Yes,Divorced,188.533251847968,-69.11793308877897,A,D,-91.64293567245545,159.93799139474592,168.09197385845326,-161.66889773323314,C,E,48.83889940836096,E,-121.65714006335786,25.399855838813636,E,36.66405663147505,0
Non-Veteran,No,Widowed,-18.41598788953338,-29.09405073961095,E,C,-210.44711701848567,-33.09495967932127,160.757306984244,110.00163785078172,C,E,-195.20528246426613,C,-30.98628416707968,-63.03579446390225,E,123.00877654229762,0
Veteran,None,Widowed,63.00462194674271,105.15209575232075,B,C,-43.979623970081086,136.55283512944825,34.16867787275055,-81.45660996671633,A,C,263.4572394665695,E,41.29493742802372,66.00841238939607,C,107.49881949711337,0
Veteran,Mental,Divorced,112.39830849640269,46.77310712484144,A,E,24.218785841926234,-5.632049059306455,-92.95354348597913,3.510894524828606,B,E,-82.78315875711965,B,-147.52878905035402,182.420917845618,C,-32.408976234717244,1
Yes,Yes,Single,-10.779504683386673,16.365324390076122,D,E,-219.09679414494317,-57.25436110688631,102.58244671573205,23.40814952512065,D,C,-34.252973788515206,D,-45.67620603785745,230.1504184693298,E,-158.91561648367392,1
Veteran,Yes,Divorced,-70.61665458784283,-152.36320619420255,D,E,-222.53937570242877,52.72453045746547,-42.748949277856205,-38.88510262647883,E,E,17.644217315966085,C,3.028826483260707,-127.33249224238432,D,14.939484497853295,1
Veteran,Both,Married,-15.61033218151297,-27.90943127710647,A,D,-71.76176350347842,-78.84354000120321,98.16066763050245,-153.5120724897656,B,D,81.81327087399939,D,-3.4471440569341074,8.313936673142637,A,-120.83035606452965,0
Yes,Both,Widowed,-9.826063920477724,75.4110942277414,B,C,-44.69082350573327,-116.1813208810864,122.62595141203288,-110.71750204974093,D,A,39.61998513024636,D,-239.2542011989807,96.54279403375881,B,-132.0526101407232,0
No,No,Single,42.36225007637042,-18.373406438826894,E,C,43.95980959120032,-21.229552863303077,14.884531272240503,-60.12003442564103,B,A,40.28157374537577,A,28.763168579848703,46.87174865437117,E,108.10505970388458,1
Veteran,Mental,Divorced,-218.0442914304016,41.53810132722823,A,C,-108.04452884734953,-55.539371233003784,-106.57659490330519,122.64818536506436,B,B,45.82603480621524,D,-197.1645783054055,12.972256864940304,B,87.5898224200099,0
No,Yes,Divorced,44.84937836574684,-20.63853609482435,A,D,95.68097665391338,-102.52006976447727,100.4001392681604,19.079012700676184,D,C,-60.51631304132591,A,-2.1171679122530787,113.68178560811799,A,-63.61747687944196,1
Veteran,Physical,Married,41.2191321212032,4.099467349946619,C,D,-7.411761397820671,-2.728431340129298,-11.155637831572458,-63.22744932582209,A,C,-176.86353960661057,E,-157.3249056325139,101.92324362404572,C,85.80502177171985,0
Veteran,None,Single,-31.318347556195913,166.82849695125935,C,D,158.2963727997029,-23.287389385746867,31.361381855667748,99.30890421956934,A,D,24.90749013098914,E,60.40102608951432,31.168670874268955,A,18.034958079903603,0
Non-Veteran,No,Divorced,37.61707763591037,-40.03633529533132,B,E,176.12482995475438,-89.04910984616937,12.4416985662161,3.690298690013853,C,E,33.39031251340109,B,-11.283577328068283,-66.77500953599956,E,94.1960742391139,1
Veteran,No,Divorced,141.00308095069846,-176.82733081472998,D,D,12.015535681173553,148.9183054360092,18.1641076878087,-154.0723536359838,A,A,-96.92623100851822,E,-46.275759354656984,47.83432088454463,B,-28.341848601163232,0
Veteran,Mental,Single,140.96967993938046,-88.77241938250943,E,C,-99.62932626606211,41.2302205390229,184.73792599175468,-41.683498459955615,C,E,4.307233344273756,D,-9.754110537661937,12.27414969592114,C,273.27728758367664,1
Veteran,Mental,Widowed,-103.80490042162347,-14.701933434499576,E,B,4.426941645767006,32.24580921649982,-8.034388160932572,-28.864000920684862,E,E,-101.77722907083418,A,22.79068575438622,101.1769776027456,B,20.657838598064558,0
No,No,Single,49.46175042964172,150.4756208770854,D,A,35.08947236096145,-33.05269706531888,-111.80347975712645,8.264397399637645,C,D,246.78796289643623,A,61.7547770585975,88.63932208117554,E,-42.849455172536175,1
Yes,Physical,Single,93.36728368093009,27.437351624293786,C,B,-184.32272046647202,-273.59199594617917,-209.37399929509542,-39.52633970696865,A,D,-124.93833140357124,B,-41.14204642060904,43.029630795283516,C,55.249624351638346,1
Yes,None,Single,-25.70812736161904,121.3070336483063,E,A,65.50858886156769,-106.49895579430992,-38.033289558246814,-91.35554269017355,C,C,148.51173374208636,C,-58.835779861983674,-16.336792727460065,C,33.46754803393458,0
Veteran,Yes,Single,136.29434413416757,15.45875134878411,B,B,177.41879489454124,-45.49786001336989,-42.040082889491686,-134.7440917530593,E,C,-12.000849420917344,C,-45.50863233460791,-6.505295389606141,B,-34.52547943673168,1
No,Yes,Divorced,32.07470714055472,264.6612823398466,E,C,76.40044710537406,-36.46220226930296,207.04350970242209,6.944707021444573,A,D,-24.92056881861137,B,14.74579970546685,-171.85815242836918,B,-38.72502184011848,1
No,Mental,Married,44.0673661754211,8.734491340203505,C,A,-127.99885564805768,118.30426076383492,144.55687365662885,94.39438378879468,E,B,-137.449885344063,E,-90.24555393357332,-18.53266273046237,C,114.28910306434435,0
Veteran,None,Divorced,120.29609320166637,-6.018353226978219,B,B,40.089161926516816,24.037298664022067,8.567692913752996,-80.30148166527192,E,A,-88.41624080849535,A,85.80917954187271,253.90025037922243,B,-122.2998049367903,1
Veteran,Yes,Divorced,-111.42897779046581,-3.9497555178650083,B,B,176.5920520930126,99.6364905579528,83.97859265837107,-88.49146521853267,D,C,49.12013922023392,A,-9.618959582705374,51.504646422940205,D,142.17065451154932,0
No,None,Divorced,40.11382929889529,9.210819884927364,A,B,-49.67544265857153,-19.696340242034335,-70.89260236078901,219.838776566803,D,C,-80.40831403648143,E,-260.1084684448463,-144.89845476194864,D,-117.0217876046367,0
Yes,Physical,Married,35.668135586909635,7.166489130758831,E,E,-16.937109801991745,99.25016094629669,129.12939593923346,53.2624642041135,C,E,-32.77574600266761,B,-94.69528750989369,53.16771760992485,C,-45.051872836623,0
No,Physical,Single,139.57539660256978,161.09866347039085,D,D,-107.46152127377242,-8.321601971558906,-101.22162006451268,0.014195298850569148,D,A,-74.90196585285275,B,-129.05950715031128,-93.42105187040363,C,-22.661187687504423,0
Non-Veteran,Yes,Widowed,-36.43118964184414,-91.62879400854082,B,C,-115.8569177474251,5.84649896682704,15.51413749646545,-185.88454610301005,A,B,-11.344663852480362,B,-175.46090826821137,1.2491624516859292,E,-165.11096820847726,0
Veteran,Yes,Married,-11.3518963687934,26.190959129127773,D,E,-27.559556794593533,33.34524238276958,-62.35896959971004,220.63798636197149,B,D,46.53966752073611,C,30.10888839069595,100.76042747672105,B,-91.919229208269,1
Yes,Mental,Single,29.350585572606107,-132.82901988859567,B,E,-13.73309281321197,-15.259166887536082,29.05021293184363,90.79865602238797,E,C,103.15106171137633,A,25.800765265323015,28.72320176099737,B,-29.6888482963666,0
Non-Veteran,Mental,Married,-87.19072219358547,-13.482633461917864,C,B,-62.32041687755683,79.74464746544857,-165.64070180381057,115.23388593857075,B,B,-76.08569424172123,D,-112.7739924837235,-58.95634285610695,D,108.25849125397143,0
Non-Veteran,Physical,Widowed,87.23499351873967,8.344281799315082,E,D,81.8566103953838,-152.54337895350463,61.60270764743315,130.41203472778295,B,C,-21.470956616182516,D,16.696780515934023,39.801950856600605,C,-158.80159645638636,1
Non-Veteran,Mental,Single,82.30393433034305,-72.52085552823408,B,D,65.78458681926992,155.98560063086734,13.624444993852492,-104.70382865209157,D,E,53.18764725122305,B,-22.750982354030707,-63.30815040732378,B,-30.825735213685885,1
Yes,Physical,Divorced,45.86874928625599,-116.46601323039172,C,B,-139.29001935566922,15.944005168682555,-3.395021701270011,-144.30218896208265,B,B,42.83504942728275,E,-51.38059292802857,-118.93600071553342,C,-16.514228064705552,0
Non-Veteran,Both,Divorced,136.567769429804,94.49459393866829,A,B,44.45456969729959,-12.18722783189579,23.023484053850094,-98.17040002374982,E,C,-140.7857050301495,B,9.485775210574277,-95.30089420249833,B,17.475067323408087,1
Non-Veteran,Both,Widowed,-88.24030325381764,102.32764510535353,D,D,95.46369234044063,37.35324463140431,6.5766776530854,30.029881141964832,E,A,112.68606625482435,B,-122.99605428777392,-19.10389864130791,C,100.61434561249776,0
Non-Veteran,None,Single,-223.89000989297267,264.01860525787106,C,D,273.883234486035,-51.69480480887504,121.88084926204455,-2.0673699010582243,C,C,100.5886539944565,B,-187.85937233157944,-57.9702462331738,D,1.69530191632289,1
Non-Veteran,Physical,Divorced,-48.041474663212,-145.81829595470813,C,D,-89.70490301022193,-248.55909267365783,73.24095819163222,-28.906479762960696,B,B,132.04260471951653,D,-79.89965316631088,51.267436073912734,C,-120.08566798458224,0
No,Both,Divorced,-49.23847403095746,-9.81444020719025,C,A,-5.54634858409972,-46.40425363142292,-10.0795303494037,-25.722364554577524,D,C,50.605561269816214,D,184.19085221591547,102.3281707570586,A,160.82575474359135,1
No,No,Divorced,-6.937707943287923,-47.26550035194085,B,E,92.71772588568638,-105.22730634662356,133.23550058197765,-8.70665120370616,B,B,7.855686966362866,C,23.79418209568377,159.29272329767056,B,-73.19727593032296,0
Veteran,Yes,Married,-152.79538251807406,-34.82688777491141,D,B,-56.70021338089942,-42.246581652587395,22.356914032620917,-61.19498460393482,E,C,-65.9059081930992,D,-119.40324102601711,86.24992326626025,A,-1.7170158337924866,1
Yes,Mental,Divorced,148.64103842595267,-174.48882396182483,B,E,-2.23483604093268,-44.840845389508225,110.4774040488598,-232.77250187452282,D,A,-85.93226882798149,C,27.985255552987926,34.49237790786871,B,29.270995010260993,0
No,Both,Widowed,44.62808221662938,129.06622521645593,C,E,-203.82041408844267,-29.241622033058974,174.97377521526764,-154.59709180589883,A,D,-32.05482938081748,A,-71.3683379911501,-17.17852252454097,B,-4.14022150403975,1
Yes,None,Divorced,-81.43935092852868,-151.26694834268008,E,D,-13.033119394484888,126.81512243084639,-0.4016187164545952,-5.509794010904074,E,D,-56.149794441962186,D,35.857843397653234,66.7619789096441,C,46.26053872223256,1
Yes,None,Divorced,43.545233054240235,-2.9145434767397562,E,E,-138.08281044480464,3.9085892590380302,-92.34097110913278,96.4220411286655,B,E,-12.549547802140918,C,109.63540434458471,18.188106679608723,A,97.72950567042474,1
Yes,Yes,Widowed,100.2529776412929,-50.01065755464591,C,C,-10.334918605405699,14.268774379615445,-94.1112845195417,46.47479017146894,A,A,-133.2695118837496,D,-27.24778358486168,162.03209516649827,B,138.77972905158026,1
Non-Veteran,None,Divorced,21.35412308841961,-152.02344800970621,B,D,77.49277681335039,-73.8094754097213,-40.092740673795376,-3.702022127813233,A,E,182.75797458178567,B,-22.92322757221997,-173.5911627844982,C,-51.704748493710326,0
Veteran,Both,Widowed,160.66158001564256,81.07527736206802,D,B,65.21132956471011,11.263333417167175,22.46479478733426,9.279259058751547,D,E,106.92663469708019,A,90.64828974520613,83.1911886941802,A,-37.506073812381786,1
Yes,No,Married,62.849023529333635,-100.04279619271787,D,E,-90.3934426633617,-31.00702561466409,-167.6352720016008,100.76351417336524,D,E,-52.422478862072616,A,141.07479337920876,-78.09407462517387,C,80.91298365376343,1
Non-Veteran,Yes,Widowed,250.12368326557265,44.37197637289503,E,D,81.48301482716246,3.149161681545345,70.78747547481,-76.53112149149547,B,A,158.0824384817734,E,261.15684603770666,29.790946886045354,A,-89.45557428084423,1
Yes,None,Divorced,-327.36470211017775,189.60961822264974,B,A,1.0565787107596643,-66.93802356623394,9.992513381200979,11.057914904011158,D,B,-35.65354058567921,D,-53.34940652830671,-17.85617023705973,A,-28.062641799855566,1
Non-Veteran,Yes,Widowed,-61.31061681993417,-98.93484979471273,C,C,223.0832827400191,-85.18871992712282,44.047536691678516,71.37453910868581,E,D,-9.582457008638857,A,17.820721391892885,-106.49189737394234,D,54.13305909115329,0
Yes,Yes,Divorced,48.39768255827833,-162.05330770549375,C,D,130.04873698777482,90.466283065875,69.0358906850012,180.11699749162048,E,D,81.15189188677506,E,-0.1264957430503387,13.504749266549052,A,118.0419324344435,1
Non-Veteran,Both,Widowed,93.14450371494827,19.349251129278652,A,B,-74.75811718316827,-77.13654531745476,50.989659278519994,230.16449111659347,C,B,-125.88445127251421,C,-157.8508682677201,-110.19930197362761,A,139.11072380410613,0
No,Physical,Divorced,-65.80581267350006,-97.79125196632711,D,C,12.942210692914,-89.68726174148976,159.33275097121896,-47.40917103588659,D,A,-106.19772876307276,A,94.74057622473406,-380.09495124001046,B,41.90476416492487,0
No,Both,Married,19.44900147571265,-22.201290428314625,C,E,-89.45623293392873,216.8308054591998,147.84357428131185,-36.21170907418031,E,A,3.3854878278377805,C,-75.14539606526353,-8.853365660784714,B,-53.30536625019244,1
Non-Veteran,No,Single,-31.178708120270404,-15.838691950547615,E,C,21.75116480613547,-24.74893343181991,21.758247019775023,-51.19022279427834,D,D,-173.55147887032004,B,-199.27566528285098,-54.217619209084944,B,102.74669769380596,0
Veteran,None,Divorced,143.2986936786732,2.887198152040985,D,D,7.521528993876343,-97.03421339844695,76.87960386971643,107.95619129096133,B,A,-56.47223338486755,A,-89.28088390679916,-41.758513898237105,A,86.40401408224486,1
Yes,Mental,Single,127.79597114846162,-44.018254800003746,C,D,29.3444751046516,158.70484601827653,40.602914163495164,-24.023102246281017,D,E,67.75809569623107,E,-44.94144346348703,244.2967060637668,B,78.54616755897675,1
Veteran,None,Widowed,10.249153404069803,-37.06264036095565,A,A,-152.54855115724507,-206.562991238531,-15.422174382470358,102.36160726260294,E,E,-7.711002851995197,A,88.06122238061536,-73.9345184324298,B,90.69542820613718,1
No,No,Married,-49.066616475998366,-108.64026269146648,A,C,-88.12310304355904,143.39501638154832,124.431189170564,-75.56804775389787,B,B,60.03720551929291,C,-147.94322240052583,-0.04110487156538502,D,23.82038539821568,1
No,Mental,Married,-21.707899306645647,-17.53666819879119,E,C,51.08454062616189,107.07638733246372,-191.6866657945834,32.00460434725378,E,C,67.31218628551741,B,-95.02682776932615,121.21754537604164,B,103.24063777506869,0
Yes,Yes,Married,-166.03044981660528,-51.29176314171499,C,B,63.514210973220905,30.530056599080197,-45.81723980476669,-193.85533861507284,A,E,16.459382437439118,E,75.823098404306,-226.69844298429692,D,-57.19122915000392,0
No,Both,Married,136.29341142561148,48.85835054429385,D,D,-61.435224854018266,36.91008876301889,-8.861641354941597,131.9375179373013,C,D,-23.422276212318963,C,-182.53892422479134,-115.9227805928938,D,69.20996687079207,0
Yes,None,Divorced,-50.764002091262675,60.3050827578481,D,B,170.1973913946992,-16.000786587082995,-133.530644679125,-65.4657825553296,D,C,5.7195580503313,A,-61.02964675719582,-96.10127043113232,A,27.240525940401355,0
Non-Veteran,Physical,Widowed,-68.37850996531884,23.492181089834215,B,C,194.59823914021405,193.15832329578083,9.695845874794642,65.23944244052234,A,C,107.02029138778373,D,-110.85159529820483,-43.77691060153469,C,-112.88721171883003,1
No,None,Single,-64.90245296341064,171.1535596553695,E,C,76.41806053700076,-71.6651363018044,69.80120133743979,-33.85663294371538,B,C,0.5220636136317304,D,-135.2977213923678,-103.99687203436771,B,30.273677335394268,0
Yes,Physical,Married,-6.5515134686421215,32.21973635552635,E,D,-86.12608079720646,169.4594000650297,-146.50656917622527,49.45188322266581,D,A,23.344633420465726,C,36.68855773064507,-39.13221870374972,A,-12.591156261341219,1
No,Physical,Divorced,-98.14042119495548,-46.66619888245295,A,C,-154.45582607880235,133.41598018099117,119.33752263177475,21.409272378077358,C,B,87.99659906006453,D,-24.716895753516994,108.15280648635222,D,70.20017079699683,0
No,Both,Widowed,114.80257223965084,-100.48123732817575,D,A,0.8270569630217711,100.33337843295323,209.4625532606873,-247.03548592579446,D,D,-170.26749528668844,B,-27.104120863232943,54.049049848480024,C,79.60877422637041,1
No,None,Divorced,-44.652822760350844,28.75342914870383,D,A,5.92014630447378,-64.09750706879367,95.01696793790254,-58.13671451614497,C,A,-89.537692512919,B,86.97186340098901,-75.9048842373163,A,56.06300724508371,1
Non-Veteran,Physical,Widowed,33.51430151323606,95.84285582966862,D,B,197.6140805986514,0.5329058590941367,-58.635112932940395,-105.71141515293445,B,D,89.25657882116073,A,105.74476749407182,-21.82179860116552,E,-69.71939734706355,1
Yes,None,Single,-186.56974812054779,65.062182084657,B,B,28.46470385495573,-56.63549004272879,105.20194063971017,110.97703154752054,E,C,-0.39074150047935335,D,-219.96866646500902,103.57866125081333,B,61.6054849658167,0
No,Mental,Married,-44.090252807177635,76.64524945760523,E,A,-113.87375058392311,-50.06423905821096,57.579506747406114,-8.881240025722843,E,E,58.183266796758005,C,-13.490004495658441,135.16184618873254,C,-18.959949135869902,0
No,None,Married,-47.10379143586669,91.54656608819555,A,E,-61.55603076042109,3.5931873787074036,7.4100260399133075,-90.75834954342761,A,B,132.49560577811724,D,-48.612488556059816,21.827513914098713,E,49.382595863059166,1
Yes,Both,Single,-54.3001589727538,61.61959748819369,A,D,6.545722719951029,147.3838333504031,-184.86738586483403,-31.239980534535324,E,D,-68.57404245196031,C,5.908409102100209,26.626042885032685,D,-1.594398514650188,0
Non-Veteran,No,Married,-66.99059091508515,3.5421908040344277,A,B,12.389574607517392,-250.55955618551687,-55.24118915291791,135.2459396919941,D,B,32.99129952709851,C,-160.463201796059,-16.283599336389372,C,44.13024365916315,0
Non-Veteran,None,Divorced,0.41166585784346227,57.530624419808184,A,C,-25.695895412359416,35.58135472295558,-82.86279817419042,17.33911584299982,A,A,-194.33945093957072,A,-32.38353672571342,22.83420584669928,E,59.628074294741765,0
Veteran,Mental,Single,-42.248709657620104,33.09717020216031,C,C,-110.41370344612824,-144.83733704656603,211.6933141563019,19.88080110206285,A,A,138.8958251903638,C,-0.6745282022771677,-44.80320055492316,D,16.81954002109495,0
No,None,Single,42.58031127402317,-24.415453610193055,B,B,30.94030098206607,55.03573521491425,-25.177206940260326,212.0272018522012,C,C,-140.69723230718765,E,160.6669513490503,54.433819457603164,B,40.498092542630374,1
Non-Veteran,None,Married,32.13166689715635,81.1714509855808,D,B,150.67242599386614,-20.57169368752808,16.199236238830174,134.44185920412798,A,C,-44.983219186593445,D,4.942602440189754,-120.81753957994425,B,97.63069880897007,0
No,Mental,Widowed,-205.19369590918254,-111.05149268915424,B,A,-180.94925449834523,-112.89473787848121,-134.31286751106202,-94.83412829705323,C,C,-160.68936520018445,A,-2.538987837511641,-110.73577419637213,C,39.628689464752014,1
No,Physical,Widowed,84.10134935838755,102.07180877927739,A,D,-0.44287642961506846,7.289424701141177,58.62901449604925,62.1034144775953,D,C,60.55855363902146,E,38.52947356105438,-89.97070647512196,C,-37.16574355206418,0
Yes,Physical,Single,87.35177745894211,117.98252995285881,C,A,145.4239107578821,-51.647082816600545,-49.24540252759939,-78.00786224819856,A,B,53.036996146466855,E,179.99307238646392,139.137979250207,E,6.337592654798328,0
Yes,Physical,Divorced,-35.5943822525569,-26.328949926313904,D,D,-33.73562628771262,-90.00732218377625,70.24153386411591,-114.39522415995434,C,D,33.36216677069411,C,16.175257869085126,-32.945125627118244,A,43.40805314157195,1
Non-Veteran,Yes,Married,-220.4164666813909,-58.48619718291883,B,D,7.180849757090346,28.434804407092646,5.053655650935058,-33.01192963876811,A,B,118.10682678042865,B,37.432352528202436,-58.1050222481823,A,124.04498178775553,0
Veteran,Physical,Widowed,179.51557704603388,20.92377036138203,A,E,118.91671411257214,194.36795614847748,168.00863222512405,0.45255409686187,A,C,-0.48282945787958464,E,-57.14133257767324,-90.24586855689591,A,-85.51079129685593,0
No,No,Married,-15.986059395216392,-126.5365002371578,E,E,-91.70973518358745,119.3069520936997,-67.46845408484276,45.66306011866624,A,B,-7.554157702496219,C,-68.27087771694956,19.425593237387087,A,159.3762569318757,0
Non-Veteran,Both,Widowed,-30.46514768277111,-69.15869072306069,A,A,-69.05546282466827,235.52832589898145,59.52432409731697,-132.96798443536423,A,C,26.11745133811375,C,-238.11017544374505,-46.393266370442646,E,-6.934050017882138,1
No,None,Divorced,-22.91319135009316,107.93486593887293,A,A,-9.048064618189748,-124.47544512705599,122.40394820850251,145.31427362505727,C,D,-199.0041751636385,B,-38.508585841959714,161.76689190965936,C,-14.935166082902079,0
No,Mental,Married,-80.0563711512163,25.576929237729964,E,B,3.8590600135975333,20.426376037328964,-71.26976088686943,-40.436525273837056,D,D,-179.86901014438678,C,32.358875634838626,-16.11932772290857,C,-19.070140451472188,1
No,Yes,Divorced,21.2825088715264,11.66881269520627,E,C,102.33410784640236,-19.570615132786486,117.8938793091715,-55.42069624922894,E,A,-136.49390979973012,E,-74.34775234332092,15.45308259764341,E,61.59881581866554,0
Yes,No,Divorced,12.013478551329126,-3.6440851714222684,A,C,-20.79087739462428,-61.01518850627189,-44.519984077000075,-99.98415755331919,A,E,170.4733115185634,D,59.162417930026756,27.79992668429086,E,-211.31210052966867,1
Non-Veteran,Yes,Divorced,-32.87541214038007,55.01319812865041,D,C,225.74207830054908,-149.206503559746,-12.505584742067693,282.0805172756261,B,B,-181.6356205566872,A,-136.70210433282875,-118.51030612183217,E,109.3561982404468,1
Veteran,Yes,Married,-32.504239365548585,130.65024712681725,B,D,-41.721261894273184,30.873269151875554,45.956322137926,89.50172180712791,E,D,-124.45362493453207,B,-116.70014760870848,-8.432887393974283,A,-41.073475450845685,1
Veteran,Physical,Married,78.09957792110895,53.59716784772615,B,B,-62.36382922351527,2.3736322698148444,55.557012771933536,-131.1514270468556,A,E,-14.05057907804046,D,185.88877535826126,-151.90110476166657,E,64.73587871551317,0
Veteran,None,Married,24.55534809725192,-168.23200892794006,B,C,69.2844818833336,62.032883076027815,20.94661733788352,50.83381599695892,A,B,150.96512264344335,A,-31.383976394744106,-147.2023379221175,E,-184.5321533323283,1
Veteran,Mental,Single,-59.43926128085846,-36.809976487450605,B,C,-133.3910714784564,-21.530392634852614,61.49168926923534,186.3997992233996,B,C,-187.93495860371021,E,-5.46009738361274,-9.678054022247903,D,134.17831175090797,1
Non-Veteran,Physical,Divorced,33.851316222497935,111.99986669318037,D,E,-52.75994475644234,55.293535259658434,-99.91040668918232,-42.04564277522837,A,A,138.71435649010613,E,-29.113985972259304,-31.46629600904652,C,-17.02701184532408,1
No,Physical,Single,-117.5963584939304,-22.294081322863683,D,E,81.90060104460757,61.56556018300965,45.58500314192682,275.14837746828186,C,E,-103.26595354509016,E,-36.2637569755459,46.733563919097485,B,-24.508951699061672,0
Yes,Physical,Single,-38.760861397717164,38.05470682756012,B,B,283.48300089072336,-55.39454369892739,-149.8420046212479,-55.97023793527301,A,D,-114.00279176366661,A,-89.05675312650875,-66.77566460148437,D,-188.4933797203224,1
Non-Veteran,No,Divorced,-45.292371672483526,-222.62516334030957,C,A,73.64609406307217,-19.702015721886728,38.49248266972877,101.04615006305364,C,D,39.89649177140101,A,43.94532335171367,54.42719786369242,A,90.25196524344328,0
Non-Veteran,Physical,Single,-18.398091726749616,27.24958819771503,E,E,90.4465249722062,-29.305895960097995,-48.92892811260553,-48.051239799275315,B,E,-6.488896448355133,A,-0.46467682594359855,-91.48746483634305,B,-83.9121042890886,1
No,Both,Single,-41.90901655417624,76.07613090422925,D,A,34.221577573131,71.79990358923611,-4.027499878942881,45.28379934105359,B,A,283.22683197170284,B,-359.17366155208884,-68.62455057258006,B,264.84020951111506,1
No,Both,Divorced,-70.02279259938561,-68.1779958257345,A,B,125.98248425403452,17.61810572091142,-0.8648262747442187,-75.0376608749624,D,A,51.36712171320116,B,-21.173843804411487,244.23279663838863,D,20.461224125559628,0
Veteran,Yes,Divorced,9.05493332934473,-179.44311199108435,B,A,136.18846991492532,-28.377385732641038,150.39626094165092,62.37782101547003,B,E,-22.950880083382394,C,120.15175673007619,29.477078092255955,B,66.96058114917186,1
Veteran,Mental,Married,47.57200102752835,-15.728253860114846,D,A,-12.693498207281618,41.38099641716185,83.69235302854757,-171.94666873690525,C,E,-11.062423538859525,E,148.06724040451553,-34.49745357161751,B,83.46104611883783,1
Yes,Mental,Divorced,101.33088997706227,-115.91461557740664,B,A,59.23897372066696,-22.993862320476268,-1.9940025377182928,6.414566854710238,B,B,83.58950235850453,A,-28.812371963480675,-66.27984647282231,B,214.9376750624092,0
Veteran,Both,Divorced,23.59956128095694,-3.181063258349681,B,A,-135.94458921909614,118.99947687475685,-37.55214530068639,19.277035856121298,B,E,-83.63382887612293,D,-98.12472993165005,162.58822880567917,D,114.54634606455723,1
Non-Veteran,Physical,Widowed,-137.59286823838715,108.38866218190017,D,D,-118.15199529867336,130.89262863210143,-67.17869176069216,-11.060258155912747,B,E,36.35381158985979,B,-108.00152029637982,-130.5765910742941,C,-164.95482989676938,1
Veteran,Physical,Divorced,2.771039422039216,-62.100599062443926,E,A,57.124688025929245,-28.60548384245549,-141.27561232174946,17.794171903762244,D,D,-60.73562823634001,B,-51.59292935073899,-159.38419755849955,D,4.249752314398717,1
Non-Veteran,Both,Widowed,-62.37211895514729,-141.23562907999192,C,C,93.15461041788458,-88.53275863594212,-89.70972545223502,181.9851224981689,B,D,101.03889732585768,E,130.87269406838274,2.9254743663584732,C,107.50937221961307,1
Yes,Both,Widowed,-104.22872494937066,47.694579588853294,C,D,16.77695385787706,23.787637810792326,-33.48033139075693,173.69188677191522,C,E,158.7313595309541,D,139.81160683134334,-122.67319997945923,A,-66.47328192947609,1
Yes,Yes,Single,39.526413682643394,-89.68714238700045,E,D,82.40254770315758,-7.53391814629238,83.78965482477905,-157.4414182680919,A,A,-27.041839418530977,D,135.10461654456861,71.32545055629303,C,-154.39409330537316,0
Non-Veteran,Mental,Divorced,87.89357783219562,55.07510388349589,D,D,-45.702339258467326,71.8450454910747,-70.78301022021154,-40.33234573230506,C,D,-76.12925830216398,D,-98.72213571921668,-141.85390666587674,A,70.47469463123024,0
No,Yes,Divorced,-29.98053857485091,-4.760995293541724,D,E,-53.953435266264506,-42.74951777017845,-175.21407320603842,-1.90363281511595,C,E,-14.868619464965693,E,-39.033100580424126,-69.10294510190181,A,-36.957946621760584,0
No,No,Single,-100.3725770504445,126.50869834335671,D,D,-9.230051512536413,4.580151934727645,6.390349039274143,37.39849783230949,C,D,54.87626450706373,C,-2.449894094187666,77.34267525983019,A,54.534882407126084,0
