nation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Brazil,E,57.84748639083309,B,-3.5385952728344523,B,C,20.729679837239164,B,1
Germany,E,-123.71267509214874,B,-90.79184926715762,A,B,11.515894104168243,E,1
Germany,A,134.19670912470517,A,-23.315096362259844,D,E,57.93475388078816,A,0
Germany,C,-151.10709598176126,A,5.007056943723274,A,D,215.36820277248273,B,1
Mexico,A,263.2917651834636,A,-11.004988249831642,B,A,50.29699412248404,C,1
India,E,57.23898500069251,D,149.32851245919082,E,A,-25.35430970124412,B,1
Mexico,D,73.12695121736499,C,-12.901246516454465,A,D,-288.5562513285195,D,0
Other,A,44.564984786872394,A,-142.77325932746342,C,C,16.350932247730146,B,1
China,C,-42.96223027212423,B,180.871835207536,C,C,147.06282768034725,B,1
India,A,-8.17597700282942,E,35.01313441339339,D,A,-2.420802296941878,A,1
Germany,B,85.05487726887375,D,-67.61352175635315,E,D,-30.601762734611903,D,1
Germany,C,73.47162824906923,C,-28.37818305513004,B,D,-47.290995301222814,A,0
US,C,140.71260827946836,B,62.399962096446096,B,D,107.46065545933536,D,1
Germany,E,96.4966441531509,D,-41.17978538291139,A,D,-24.43398363795862,B,1
UK,A,-79.17126929175915,B,-75.58435744367917,D,A,-161.54957969441014,D,1
Brazil,A,10.937474462721783,A,-85.422057984623,C,D,7.692768951176558,D,1
India,C,43.35386548604072,C,114.89557149992294,A,B,-32.84321979299305,C,1
US,B,-199.49947084075285,E,-31.979131610533116,E,E,-104.60141776909953,D,1
UK,D,-53.59719569668684,D,-144.096990718485,E,C,-146.40787734322484,B,1
US,B,40.91345505149148,B,81.21551223794157,D,C,-77.02466644556625,B,1
UK,A,61.55786688287112,E,49.930077217151045,A,E,134.27113270374338,A,0
China,A,-84.90993922187712,C,-168.16927215627595,B,E,-120.85833669750903,B,1
US,B,-141.2577246458318,E,49.875944392884044,C,E,-46.497323019717754,B,1
UK,B,56.834157786460096,C,-48.108305421269854,A,D,-61.21654768288188,E,1
Other,A,85.68164277516502,A,-23.540751551416502,A,D,94.5707502004522,E,0
UK,A,87.34366521323878,A,115.993698903065,E,E,40.37175022428949,D,0
India,A,9.813643784241613,D,-19.037939136825006,B,A,-70.524758248391,C,1
Brazil,D,43.54829035726582,D,81.20217393525976,D,B,-9.681513177460689,B,1
India,A,36.59748640919044,B,-147.74736754144996,C,B,-159.72559618482373,C,0
Brazil,A,-13.635233857061168,A,-97.01590999128594,A,D,0.8980514996360572,D,0
Other,C,32.68365376796273,D,-16.57095098973685,B,A,95.78960196176143,D,0
China,B,131.82548283451655,A,18.87746480197417,E,C,-142.95877537878144,D,0
UK,D,-110.85819093497177,E,55.21117949527377,D,B,-48.12891004042893,D,1
Other,C,-6.003012734515938,C,77.32015937861436,E,E,-166.55308797253795,D,1
Mexico,D,-108.32484995643368,C,261.24536830754164,A,B,5.180621600395978,C,0
Mexico,C,67.26590646143141,D,-93.93853105271,C,E,-105.79186765729689,C,1
India,E,111.32349762876972,C,32.565419957937955,C,D,-83.31712198666851,D,0
Germany,B,-76.1929495813366,B,93.4738256140427,B,E,57.83693706131782,B,1
US,C,-17.670908725530772,D,121.49721861052258,C,A,42.985912488907665,D,0
Germany,B,-6.677334838643545,A,-27.301917553573997,D,A,-11.177136678946717,E,1
Germany,B,46.444888280627175,C,45.41063810441152,D,B,87.10167886219492,B,0
UK,E,27.949980895587355,C,304.2875247646004,C,E,49.74491126425527,A,0
UK,D,31.253344637346377,A,-38.43764451384919,A,E,176.8439605548882,E,1
UK,D,-13.016774171826764,C,-183.24984866449302,B,A,76.7310424462594,B,0
Brazil,D,-23.599111474095494,C,-116.44212233351911,A,B,74.47576673234452,E,0
Mexico,D,29.02123372854263,B,85.15568641662888,B,A,72.97168304255905,A,0
UK,B,66.42860685083436,D,-61.92569739059455,A,B,30.133738929883908,B,1
Other,B,45.68944864241987,B,-13.27349032654355,B,A,89.12974128144289,C,0
US,E,54.238038271438946,A,13.203771047278106,E,B,-102.96573962604216,C,1
Mexico,E,108.75907275027376,B,-105.97646860746204,D,D,-63.528299010595354,C,1
Brazil,C,22.56056868085854,E,129.78740173150035,A,B,78.56654047950036,D,0
India,A,173.16569550857196,A,-218.2546939767224,C,B,78.4261172836453,D,1
Brazil,B,-90.84342170133084,E,-155.22685175660845,C,C,-12.911519862050852,D,0
India,B,203.37383384078214,D,4.3509244284664526,B,E,-71.53543602504608,A,0
US,C,-185.90386235128017,B,-24.411042286488893,C,A,-18.20321094519834,C,1
Other,C,98.40436760268707,A,-27.108772446930207,C,A,-51.84186346424907,D,1
US,E,-207.12711610595878,B,-139.06429781528527,A,A,130.7093716372197,C,0
India,D,95.08138592052642,A,-97.64350865176223,D,C,7.432770889901986,E,1
Germany,C,-148.63636429474246,E,171.66666637871145,B,D,-25.388337727767844,C,1
UK,E,-110.26776526483543,E,25.812573527697356,E,C,29.731644245332895,B,0
Germany,D,-134.1281078756887,E,162.4199114038359,B,B,81.28607677167292,A,0
Brazil,D,17.86283776686256,D,-148.65113774338207,B,C,30.62759027740624,A,0
Brazil,B,-176.14037099586915,B,-84.3028214013927,C,B,12.160457718369852,C,1
Germany,B,-70.983076442978,E,-22.045382396416894,B,B,-55.15963257992384,E,1
UK,B,8.794262040589379,E,-71.88823235847651,A,C,-81.85523965027693,B,1
Mexico,B,-80.41524822029149,A,-176.45610015809117,C,B,34.81753103863674,E,1
India,B,53.96727762282156,E,-4.946316612338332,D,E,-127.77132937472966,B,1
China,E,118.26620662745975,A,-59.490068446410596,B,B,53.52020141820667,D,1
India,D,55.788797757309396,C,-23.141517277861606,D,E,-74.36103721288112,B,1
Germany,D,56.32300232030932,B,-41.40396521639577,E,A,107.91854005459179,E,0
US,E,73.72688894932783,A,107.80633628172573,D,E,-48.575807805571486,E,0
Other,B,89.83755119605382,D,-114.49243214729236,A,E,-97.77109782835196,A,1
Germany,A,184.1583053097852,D,-107.34241072400164,B,C,-10.01365585679386,C,1
India,C,61.70636742283438,C,-7.264063174528178,A,D,43.49863528881951,E,1
Brazil,B,-50.40619276799052,A,-232.06461496079496,C,D,-178.70946083132856,A,1
Brazil,C,7.234654898011541,D,-15.934046094632667,B,E,54.664897353734254,C,0
Brazil,C,110.66208991883633,D,52.32324238719708,A,A,149.49145060816872,A,1
China,E,-104.4034093098546,B,36.77623313861089,A,E,-69.33944264186715,C,1
China,A,-79.46754267417691,D,-4.815154051329479,B,D,236.70258531659633,B,1
Other,E,-58.10080472641659,D,15.151284376364767,A,E,177.40792188077498,B,0
UK,A,13.104976207337895,E,-118.7873677243215,C,E,-36.96361076387695,E,1
India,B,161.59834411578942,B,-122.87130318248845,C,E,54.204897235835006,D,0
Germany,B,-54.65010903273353,C,-145.85939021770125,B,D,-13.90293238395969,B,1
Other,B,85.5986721106529,E,-143.28948957837207,A,D,54.95680682283924,E,0
Germany,C,194.8155767304643,E,143.23693593519155,E,D,-25.698048584926454,A,1
China,C,-22.6634762091705,C,-135.04001297703124,A,E,154.87763897168193,D,1
India,D,47.88400371247616,A,-7.295262654565793,C,E,-32.14843385925143,C,0
India,E,75.7220373783678,A,27.883115508792173,A,B,-25.52248615783399,D,0
US,C,40.249399453251286,C,-231.09840389788675,E,B,190.75690819399875,C,1
UK,E,28.092033263526694,D,-120.54667110217734,E,D,28.296683405383842,B,1
US,A,213.84264776702398,C,-13.830179586966166,A,C,-141.15285985753948,B,0
UK,E,-121.38400778092986,C,-290.0335650995096,A,C,-52.36137472720025,B,1
Other,E,55.643047401161894,E,34.90622204092124,C,B,-28.070860546938576,D,0
Mexico,A,52.298516434142094,C,24.822544981964654,B,E,8.588127886619139,A,0
US,D,89.07904606058952,E,72.4653803950608,A,A,-63.843287134689106,B,0
US,B,-94.94172514873722,B,-25.281136782636366,E,D,78.39369410326852,B,0
Other,B,46.33576454380988,E,-91.00407011393878,A,C,121.84514077050082,C,0
US,B,37.205589205560585,D,-61.61800322017189,B,B,21.64982733001698,C,0
US,C,-12.5052988302084,A,-99.94256656089874,A,E,68.21886997883169,B,0
UK,A,-55.5476882281161,D,-11.375850741583893,E,C,-11.199516056299613,D,0
India,B,90.84285745505855,D,-9.782445997832875,A,B,30.08753234207415,D,0
UK,B,153.84088319337357,B,50.947479286897725,C,D,72.8612145998998,A,0
China,A,109.08392654279145,D,-37.23784337660417,B,B,-10.30554390717409,B,0
Mexico,E,56.97785999038197,A,86.02359996951296,C,E,134.93955983420906,E,1
Germany,D,56.288568113874014,A,36.1835842816508,B,C,-19.448170414829953,C,1
Brazil,E,6.632241468050883,A,-63.2041151288689,D,D,16.60649904584793,C,0
Other,E,-135.03889595108262,D,-31.047119221414455,C,D,-138.11852096259034,B,1
US,B,160.24470351265603,C,87.02000307177268,B,D,270.7210678969455,E,0
US,E,84.69180849484432,A,-121.59625402630307,D,B,99.78497039701217,C,1
Germany,B,-94.53687845490519,C,-132.2584178202556,C,E,-5.45225255388863,B,0
Other,B,-22.853196548166803,D,-34.30747947862472,D,D,-27.624613895230617,C,0
Germany,D,-90.41380456979351,C,107.51762742096682,E,C,-27.39740775664482,C,0
Germany,C,96.33393741820038,A,148.83729124151122,E,B,-43.6392114042191,B,0
US,B,-92.39559880291478,A,71.93938309499269,E,D,85.22289228732816,E,1
UK,B,-36.855467684706795,D,-86.41094206758419,D,C,89.92519980731136,C,0
Brazil,E,144.95251610508242,D,-54.85768741748813,A,D,-230.47568344305222,E,0
India,E,-32.824337712730326,E,-63.54171857915385,B,A,69.51326120947581,A,0
Germany,E,74.36150134224766,B,-162.27448709153452,D,A,4.5521301905480245,E,0
India,D,-14.623918818524292,A,54.741155801808716,D,E,8.876934369089359,A,0
UK,D,54.272746744397594,E,-112.96604595811213,E,B,-29.363145765453236,D,1
India,A,-76.17985824597298,B,74.0350142100603,A,E,62.12168843398385,A,0
China,D,-16.073403531085543,D,-180.5492823294633,E,C,79.35329635870278,B,0
UK,C,-53.99080801402951,C,-10.69154362614109,B,B,28.12189808774388,B,1
China,E,-27.518729924511526,E,-14.41707241097158,A,C,180.83240596861748,D,1
Other,B,45.616726290390105,E,-35.53834622317941,B,D,-70.19879188533982,C,0
UK,B,120.64232056969163,A,26.970398345621405,B,D,-0.8932088869495962,B,1
China,B,-76.2312303126618,A,54.2452499400531,E,D,37.544548494799386,C,1
Brazil,A,-154.9907422456982,A,-48.03547131577694,D,D,89.1064328325312,B,0
China,D,91.59769355041497,E,75.7831892787741,A,A,144.7930308488916,E,1
UK,C,-109.04587092824978,E,31.90234678642121,B,A,1.7671205266854537,E,0
Mexico,B,-31.320559922378425,A,-73.28858310615361,B,A,31.799025194795966,B,0
Mexico,D,40.67033215274848,D,-90.51686631180314,A,C,-116.44075661641855,D,1
Other,D,-134.45737739242804,E,42.25597361666128,C,E,-70.69503747069295,E,0
Mexico,B,7.119359392532419,D,-128.9844612230803,D,D,-141.1312881554933,B,0
India,C,-161.14132037387378,C,-31.461553283063846,A,C,61.113821962196354,C,1
China,B,-218.02140541513631,E,57.34230740838095,D,B,-46.68239048458283,A,0
Mexico,D,223.22621550084955,B,-75.46871954600441,C,E,-119.69763701291976,A,1
Germany,E,-0.2949171141216681,E,161.26904831083272,A,E,-20.899815835894504,A,1
India,A,-31.522461989700982,B,117.22168315752899,E,A,24.25618791427609,C,1
US,B,-53.96446090989987,D,-74.30331461196808,A,E,239.89833385733257,D,0
Brazil,B,-155.6962272090759,A,51.7469237365914,B,C,111.05128810930847,D,1
Brazil,D,-190.6577834144786,B,16.535585297878093,C,D,27.01666481712614,D,0
Other,D,53.54970092729915,D,-3.9875776585518468,D,A,-41.89029211907674,B,1
Germany,C,93.02360098499184,A,83.72524813282463,C,A,-82.44847336701872,D,0
UK,D,47.88976696037172,C,15.344344368288091,B,E,-148.96438779071383,B,1
Germany,D,-46.66509135671774,E,-29.064529625625717,D,C,-5.492974998889441,E,1
India,E,142.54346939333539,A,44.43413816968725,B,A,-106.44553749048251,E,0
UK,E,108.52756059101229,A,147.61461277722458,C,E,-142.01940498854856,C,0
US,E,131.833071604607,E,128.7011496543846,B,D,-116.05256693148365,E,0
Mexico,C,-20.204995651905328,E,-5.222174023571888,B,E,-51.688423793519476,B,0
UK,A,-91.72554366245646,D,72.07045364791367,D,C,141.23366592793968,E,0
UK,D,76.714053236853,D,71.17705383855807,B,C,53.36234105806032,B,0
Other,C,54.58230793758584,A,18.907677962678438,A,D,121.32738415250569,D,1
China,E,-112.56354090825229,C,107.75654116037626,A,E,24.52830004806243,B,1
Germany,B,-31.8282388334378,D,31.35834630564694,A,A,44.482358374978325,E,0
UK,C,-43.64781012044878,C,40.763667236760966,D,D,-19.951442788494088,C,0
UK,B,170.29355926560456,B,-79.14295894747991,D,A,122.94411091088706,A,0
US,D,-83.82745039569824,E,-168.48973029827025,E,D,-92.94533910409041,E,0
UK,D,24.22904225275892,B,-30.527875783557135,B,E,89.48468771021116,D,0
Brazil,E,-107.22192792773106,A,102.83215583537435,E,E,-67.3398769035276,E,1
Brazil,B,-131.7652342119064,A,-39.785813067347085,E,A,-35.80211753968656,A,1
India,D,-31.6692432023738,C,-26.29943271320468,A,A,-50.34588598739038,A,1
Other,D,-137.12784270523915,D,-35.972487990484154,A,A,10.042829046695942,B,1
UK,C,-22.951079377476805,E,-15.460140590370901,D,C,42.3382481310203,A,1
India,A,12.66917920971892,E,89.4269538841914,A,E,137.6101117405958,D,0
Germany,E,11.790749113956748,C,93.34859584875728,E,C,-109.42833087340932,B,0
Germany,E,-72.46032192252213,E,-92.46706188913976,C,B,9.21965676762334,B,1
US,B,-67.25684404085122,B,-48.234852492420224,E,A,74.93015487255941,A,0
Brazil,C,-90.06620302336394,A,-14.576456277925148,A,C,114.5980414595261,B,1
China,C,64.76636008545297,B,67.20338777120786,C,C,-131.12419341166398,A,1
US,D,10.397013380975988,C,-23.161386677240255,C,D,-120.99113126090228,E,1
China,B,99.72490403311657,C,75.55106346273072,A,C,71.064908202875,B,1
Brazil,C,63.541597783942386,A,105.37017347548168,B,B,43.023094528518804,C,0
India,A,-40.67008099253016,E,73.18251273883696,D,D,15.305021976422756,E,1
Mexico,E,10.215993233947863,D,-82.86655021065732,A,C,-98.91760587628802,B,0
Mexico,C,-69.51414892034146,B,217.98237471589678,E,E,56.43799704265703,E,0
UK,B,119.96017765842257,A,150.13164924617078,E,D,-47.54945058503472,A,1
UK,E,-16.54555134934788,C,11.22607276247144,D,D,-31.65832008702598,D,1
Germany,A,115.58447154761751,E,-9.483568274352907,A,D,-93.32391175884307,C,0
Germany,E,81.41624834251915,E,-47.22116589992492,E,B,-81.51227857547688,D,0
China,A,-48.33812255960987,C,-71.64813332640003,A,C,-103.03669185553031,C,0
Other,B,194.7011125011899,C,140.5982185230333,D,A,71.44026249071248,A,1
China,B,26.447695875920896,A,-42.66220305855675,A,D,66.55034793304746,A,1
India,D,-1.990245981389911,C,-27.739352472093216,A,B,87.88541299295305,B,0
Germany,B,27.470572824158378,B,33.70944627017199,E,B,-70.54595294540094,D,1
China,A,64.0247377949035,E,-180.45605954773674,B,B,-60.35294882882114,B,1
Germany,A,179.76074145380437,E,15.186188435626324,E,B,45.19642765648164,D,0
China,E,-94.00724754664633,B,7.662299559493524,D,B,-93.52106833494005,B,1
China,B,-16.40926218952564,A,15.389118137252133,E,C,46.185395117164305,D,0
Germany,B,118.50267533104602,C,16.270645579140147,C,D,-138.81789243503326,A,1
UK,D,-14.360501617469273,D,24.093464205603244,A,B,46.921384823690396,C,0
Other,D,-131.3230700980488,D,-65.21450670355338,B,A,89.93644570981223,E,1
Other,A,181.3143767814801,A,66.01983466035908,E,D,118.1510699752077,B,1
Mexico,B,-126.66307034040587,D,37.98403985635687,C,B,212.81901210025578,A,0
Brazil,B,83.9752828783448,A,72.54855787647298,B,B,5.048291400078456,A,0
US,E,48.69342840396706,A,-297.2248600251781,B,D,-38.67883796170501,E,0
Other,D,83.16574765466952,D,103.78957146994222,B,E,95.36633310691884,C,0
US,A,-131.19417320717787,D,28.286826897776557,B,D,35.24420050479443,D,0
Germany,D,3.3762871654931867,D,-95.67419642804622,A,B,-218.3198273846306,C,0
UK,A,-24.838361187892094,D,93.3392124272402,A,C,-5.414879474164935,D,1
US,A,76.01653627333917,E,-128.94849630520088,A,A,84.17988942542065,C,0
US,A,-146.36039503166134,C,-39.30787597960836,E,A,72.24972603794934,E,1
UK,E,103.49834218990537,A,-3.617506084311205,A,B,-5.825913611532239,D,1
US,B,120.23471098754179,C,219.87200400689116,D,A,-80.66537459105207,E,1
Mexico,D,-16.108977881395674,C,74.91982276906718,A,E,20.62459697091211,E,0
Brazil,B,48.37024175628939,C,114.77296970048243,E,C,119.73706104695039,A,1
US,A,93.6012782969763,C,-70.7134788150752,C,B,58.60319208974748,B,0
India,C,137.45854824174907,A,79.13765012274018,A,B,-180.6559420275741,B,1
India,B,68.79213349513084,B,130.24665420335398,D,B,36.472200693522666,B,1
China,C,-11.636570577767365,E,-30.499329232909517,B,E,-106.30544452821344,D,1
Mexico,E,-102.86393052603506,B,-6.559438578201464,A,D,84.24618111229715,A,0
Brazil,C,-52.93428247165449,C,-79.754940734153,A,B,-7.604107110581684,D,0
Brazil,C,-110.76095889050282,D,-92.8019708551435,E,D,-5.6029384143087695,D,0
Other,D,-121.55281911589859,E,32.728615655798905,A,E,110.07916239374822,C,0
US,E,-153.7150576074484,A,-6.810260636146682,C,E,62.78720662732415,C,1
Brazil,B,39.7089392957165,E,-121.67223077519802,A,E,-76.68984539985982,A,1
India,B,112.84529740410368,A,-32.664510625393625,A,E,-53.55383905279505,B,0
UK,A,66.85779209597119,A,44.26600167145842,B,A,4.436301892299664,E,0
Brazil,C,74.49457905864666,D,-77.30806146035995,E,E,76.64503919904713,E,0
China,B,-125.55607678507705,C,84.5234604777563,A,D,-221.36439786304103,A,1
China,D,168.2424309459249,B,-139.83821470274583,D,A,-73.64718913862852,D,1
India,D,-86.52343790268864,B,89.2392774585021,E,A,-11.439465655780328,E,1
Brazil,D,-14.466873135964518,D,13.296891096371313,B,E,157.52164715384293,E,1
UK,C,62.915977184046014,A,-162.19460821237757,D,B,36.904017941831356,D,1
Brazil,C,57.22835140504298,E,-142.83402645085786,A,B,3.1192186183211663,C,1
Germany,C,-4.671549740376489,C,100.42257489721325,B,A,-136.97098100456333,D,0
UK,E,223.09845035884214,D,86.94464516997623,C,D,13.434537320815481,A,1
Germany,D,212.01596390943195,A,-110.97731585738326,C,D,25.185870183880237,D,0
Other,B,136.8719928336748,D,62.83142005157188,C,B,-184.79383428097393,E,0
Mexico,B,91.89871559374005,A,21.761073442099914,B,E,174.77902944737608,D,1
China,C,118.43990868927743,B,43.77807407961187,A,D,-130.11111214746512,D,1
China,A,44.30260404158245,D,-75.58051649687836,A,E,-126.36580844092356,E,1
US,B,99.24956554849835,D,11.767993387461457,A,E,123.75577072891993,D,0
Brazil,C,99.71635423573527,E,104.59675863490139,C,E,-113.6012944186851,D,0
Other,C,-145.22886996605388,C,-141.11056764372023,B,B,45.70615643602045,C,1
Mexico,D,55.38998744360472,E,78.6619239708814,E,D,84.28630104443168,C,1
Germany,D,68.38519266434633,A,-88.11703167090405,E,C,100.58172606744533,C,0
China,A,27.330614022418025,C,-132.90035196610842,A,B,98.15178386543468,E,1
Other,B,-20.149451768522905,D,-167.70981049212253,A,D,63.08867368826473,D,1
India,E,11.203239091162903,B,-122.41831313104785,A,C,71.8202707129466,A,1
Brazil,A,-235.82879895980585,E,-132.5315683492278,E,E,72.03638282473544,B,1
UK,B,-86.86201793404771,A,-63.02894315769964,B,A,5.714795041341887,E,0
Mexico,D,-59.17164366800055,E,-1.4355479687886215,A,D,162.09522947527816,B,1
Mexico,D,-54.9354891298446,D,-93.84138047778204,A,B,21.423706057011312,D,0
UK,A,-102.13444069389222,B,48.399127289339695,D,E,-45.29233264637022,B,0
Germany,C,-112.58385184104363,D,-63.04839479498049,C,A,4.78849665441413,C,1
Mexico,C,110.84436496428441,A,259.83276902753624,D,A,145.79623700117978,C,0
Other,D,155.99156771296748,A,174.02724488501352,A,C,96.77091625767122,B,0
Germany,D,0.40189553372951875,B,-61.92706544402292,E,B,-47.63014757731145,A,0
UK,D,189.22827524579498,C,95.72760358867676,C,E,62.04450815062443,A,0
Other,B,7.051019838611448,D,-44.65734168395642,C,C,107.99875807145638,C,0
Mexico,D,30.205317471215583,E,190.90784879938562,B,E,129.0472518789055,E,1
Other,B,216.35489603897759,B,-62.23371452224393,D,A,-114.17082082870655,A,1
Other,B,-55.5473700941605,D,160.79509867107652,B,E,109.90467389909344,A,1
China,E,-246.50659761860916,B,-20.862754187281247,B,C,73.08786025741847,B,0
Germany,E,47.952721958529615,D,20.61634956768352,B,B,-89.24296433564304,B,1
Germany,C,151.5801245607265,C,19.139110614408043,E,C,-43.98490096049246,E,1
Germany,D,143.16482390297423,C,69.10170027331769,E,A,-105.19360065008092,E,1
Mexico,A,89.36942447770345,D,-61.158298701871594,E,D,-2.6200892236066653,B,0
UK,B,20.354369605472165,A,-104.78818648392397,D,C,46.782974157034154,D,0
India,C,-28.94686257732026,D,-2.252235036995188,E,D,-22.488025059182718,C,1
Brazil,C,-119.4262341148356,A,29.312708381080917,A,D,-69.45474449995548,C,0
UK,A,-160.6475922893229,E,-152.86295532951314,D,B,-107.4874713768078,E,1
Germany,B,51.24042629996571,D,-43.93001841759238,C,D,60.97160924953782,B,1
Mexico,C,-70.60810036600192,A,-178.26908999826935,B,D,-105.08515530788247,D,1
Other,B,-115.36735468148342,D,142.0863657951401,E,D,70.5017917912102,C,0
Brazil,B,-98.94537523710797,D,12.708967652291983,B,D,102.21237030419992,B,0
Germany,C,9.80513757469402,C,40.13649383900126,D,C,-17.052596463775963,B,1
China,C,78.11488305063288,E,75.93152480313066,B,C,149.05153809710544,E,0
Other,E,-30.743352807448552,B,-53.72225723929995,A,B,84.61536979923073,A,1
Mexico,B,-49.93608199226098,B,98.0445931754819,D,B,21.851684926386124,C,1
Brazil,B,-72.83698160052515,A,-138.59105200928138,E,A,-44.84431058433421,C,1
Mexico,D,84.0174005530362,B,-183.58700299167683,B,D,56.6945231692633,B,1
Other,B,9.952531039944901,C,-88.087173345873,A,A,63.0286333886683,B,1
Mexico,A,-192.28367702989016,A,195.3625665961264,A,A,-37.31362825864885,A,1
Other,A,-30.3437561769143,B,-331.3966608913983,D,D,101.35500311031697,B,0
Other,D,-84.93726069780399,A,-68.77832022288933,B,B,26.991425309846147,E,1
China,E,37.75514301409868,E,56.5095984695116,E,A,120.96133395407875,E,1
Germany,A,-139.60828386632218,C,-30.737729021546894,D,A,-39.28857613312516,C,1
China,D,22.847246944800766,D,-111.24394853126249,B,B,-226.21457546201782,C,0
Brazil,C,93.0211897161067,E,144.32121614040315,E,C,-105.63048896026707,A,1
UK,B,-41.86648657501756,C,0.4886313284564337,C,A,-140.4478032003505,B,1
UK,D,-36.926669906509204,A,141.12155388352934,C,B,-75.63380301081382,E,1
China,C,15.765005287857093,E,-11.93566752786559,C,C,-122.53275495511433,D,0
Germany,B,-128.32398418660722,D,-8.427916202390536,E,B,67.57008288481171,B,0
India,B,-29.12843440726986,E,-144.32250774281738,E,E,68.50292209751734,E,0
China,D,128.07370795126178,A,98.89367018989323,D,C,-80.21378214026818,A,1
Other,E,-241.0333066143354,A,-7.8642011422446725,E,B,14.050781760625519,B,1
China,C,-48.25564101408724,D,-126.14935821812222,C,B,114.09530940791288,A,0
UK,C,-79.25290643640278,E,88.76328134810515,A,A,-61.676644329026374,E,1
Other,C,-46.30793154532696,A,-77.39378182280487,B,D,162.8441414334613,E,0
US,A,29.794047536449703,D,-69.5753513111834,B,A,41.491826307892765,D,1
UK,D,-14.749748095176333,E,10.138686382413335,D,B,-114.21640405543636,D,1
Brazil,C,-8.830921709839485,A,22.872981268569905,D,A,-304.8895097200905,D,1
China,A,76.17123446669663,A,-5.429607317215059,A,B,-140.18022500264487,A,0
US,A,-3.8573559937050166,B,57.58354456035724,E,A,-10.506655906066744,D,1
UK,D,-4.749410754024516,E,-71.01061575773495,C,C,126.67815756284348,D,1
India,E,122.60192554896783,A,-23.214874736798198,D,D,30.908022023566456,C,0
Other,A,-23.95098392338111,B,-13.399527827577499,A,A,-12.070198186162932,E,0
Mexico,D,14.166654736518414,C,108.70633014979316,C,B,-54.53441089139065,E,0
US,A,168.4115241253678,B,-26.29358101852879,A,E,-35.025683247136925,C,1
Mexico,A,-30.2683610752628,A,14.390582516921322,B,E,-151.04937497554235,D,0
Germany,A,-20.163765440956187,C,-25.722719441203267,A,D,132.81362664260396,D,0
UK,B,77.87773844321632,D,105.39983799892339,A,D,52.192520191111555,E,1
Other,C,-103.24314136592774,E,-41.12830035753246,B,C,-134.33652158593628,B,0
Other,A,162.59691578606896,B,52.7736642076015,B,E,33.21556153540751,D,0
Other,B,78.78171896258208,B,-113.93948600949257,E,B,258.64873918000535,E,1
Germany,A,192.733000352277,E,-55.80118475916244,B,B,195.37259213716558,A,0
Germany,C,-74.44275208277385,A,68.17418768390414,A,E,36.37826622117101,B,1
Mexico,A,8.23456472921505,B,-96.94019648470898,A,C,81.70428548661496,D,0
UK,D,112.70157055436034,D,-51.08301816883865,B,E,202.06413049040535,E,1
Brazil,B,-19.553030713256202,D,-52.53270422602482,C,E,-34.695291243021046,E,0
Germany,A,-78.12385083696681,B,-63.651228884466704,B,B,-9.153605082158933,A,1
UK,A,115.16334047548746,D,-110.50576559609446,A,E,-83.12215909801137,D,1
Germany,D,-98.23534843031926,D,-20.221107903155456,A,E,-72.61000497473474,A,0
India,D,81.94230355967751,D,1.2797125065661847,E,B,-75.67700942949163,C,1
US,E,14.546141208744157,C,-8.679965356904608,A,E,94.91788795323104,B,1
Mexico,B,-44.899638121993775,D,37.34447379584105,D,E,-38.54859849346865,A,1
US,D,-80.42727817024344,E,28.39212133983039,A,A,-177.77775881200853,A,1
China,A,-58.13646880495682,D,5.500815675222051,A,E,27.239250037393703,D,1
Brazil,C,-92.3739339406496,A,19.713572618996956,D,E,95.7389672808375,E,0
India,D,56.05474108048647,B,-94.22047788909778,E,B,46.90418744190675,B,1
US,B,-95.56519956824228,C,93.71038926334008,E,D,-145.20735364570743,A,1
Germany,C,69.8462786350264,D,-71.47070096256786,D,C,-74.59586109369751,A,0
India,C,-30.38236182621749,B,-53.066715352451276,D,D,-2.0711131490453045,A,1
UK,C,-130.1104380399016,D,92.68991729224679,D,C,-21.714245596929693,D,1
Brazil,D,14.117785850337656,A,20.030403896717974,E,A,-32.49125638898503,B,0
UK,A,-79.44374441740052,B,-63.71340294815585,C,D,150.94356059419988,D,1
UK,D,41.85840706242498,E,-69.0580782955877,A,C,62.48181440960272,A,1
Mexico,D,23.361997900561786,E,57.56112607021966,B,B,13.594743961183644,D,1
UK,A,85.50335892651982,D,-101.12576002316003,D,E,-49.90040173372067,D,0
US,C,-8.368049030667343,C,56.63579632115135,E,A,-2.4930614269027376,B,1
UK,D,-146.98492400487714,A,-31.81043692956662,D,B,11.270502055459497,B,0
China,E,7.252180044411967,A,-2.8242643810531898,C,A,-54.94831494763409,B,0
India,E,-87.57485944693606,A,-49.2915676112386,C,C,59.39432848329875,B,1
UK,B,-160.41208112793188,C,32.50001730378136,E,D,128.5864570318025,B,0
India,C,34.18321838267626,C,71.48571908429699,B,A,-74.69258784460287,C,1
US,B,-93.10430084350222,D,-161.3041915647388,C,E,147.36263931491686,A,1
US,C,80.0285335086879,A,-127.65944894311194,D,E,-101.32167837341512,B,0
US,C,236.9654996847224,E,-114.94839002857307,D,C,164.13284221004574,C,0
China,D,73.97082569153817,E,89.39856734432523,A,B,80.27009592644328,D,1
US,A,103.70273957499838,C,77.23736013999608,A,D,-21.023433028668283,E,1
